Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-0	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-3mKHbuxhiWTDuPHgFZA549	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-975	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168784	Wetterling, Jessica	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-997	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6220743	Utbult, Roland	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1012	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1031	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1036	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1040	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1045	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1047	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q70994131	Berglund, Mats	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1057	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q56660151	Weinerhall, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1071	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q58837098	Andersson, Jonas	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1088	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1107	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6220743	Utbult, Roland	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1120	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5109199	Nylander, Christer	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1141	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18245444	Gustafsson, Azadeh Rojhan	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1155	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5962258	Lodenius, Per	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1172	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q70994131	Berglund, Mats	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1191	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6240455	Wiechel, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1210	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q50353141	Posio, Yasmine	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1229	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4940950	Brunegård, Gudrun	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1247	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6209093	Thorell, Olle	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1270	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q65130310	Storckenfeldt, Helena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1288	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q50353141	Posio, Yasmine	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1295	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q65130310	Storckenfeldt, Helena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1298	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q50353141	Posio, Yasmine	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1304	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q65130310	Storckenfeldt, Helena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1306	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q20652801	Ek, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1321	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1339	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q22923559	Hansén, Camilla	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-1351	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
