ParlaMint-NO_2008-12-03.ana.ud109e99	The representative Finn Martin Vallersnes, who has been on leave, has once again taken up his seat.
ParlaMint-NO_2008-12-03.ana.ud109e1341	The President will remind you that all speeches are to be passed through the President.
ParlaMint-NO_2008-12-03.ana.ud109e1344	First, I just want to apologize if Thomas Breen feels wrong, but that's what can happen from time to time. There has been a lot of talk about crisis this fall – financial crisis and police crisis. I want to focus on a slightly different crisis, which it hasn't been so much on, and that's the criminal code. Then one might well ask: Is there a crisis in criminal custody? Aren't the cows on their way down and everything in their best order? The government boasts of almost every day that there is a historical commitment to criminal care. The Minister is also called a Minister of Criminal Affairs of the police. If you go into the numbers in the criminal justice system, you see that the increase is only a result of the mass of buildings being transferred to State Building. The budget has no increase in operation. Crime prevention requires a lifting of operations in order to maintain an adequate level of safety, but not least in order to provide professional content for the settlement of the prisoners. There have been more people coming in today. It is adopted next year, and it has great ambitions for content and high quality in professional work. But this isn't free. There is a need for money to operate in order to really get the criminal health service message. All the good programs and projects that are there, and not least contact officers, cost money. Nor will sufficient funds be allocated for the proper operation of measures already established. The criminal services themselves, referring to a project that is now opened on Evje, say that it will be pure storage. Eight million. NOK is allocated to 20 places, and there is not much content in the payment of that money. It is also regrettable that the government does not maintain the recording at KRUS. It is now important to keep it under pressure for years to come. We know that there are a lot of people who are about to lose their old age pension, there's a shortage of professionals, and it's important to have professional competence both for safety and if we're going to get proper content in the compensation. The progress party thinks it's completely wrong signal to give, and the content of the compensation is only fine words in party speeches if we don't get any more trained at KRUS. We note that the government's investment in operations in 2008 was only a vague bluff, and that next year will be as weak as in recent years. The Minister of Justice's heartchild these three years has been getting rid of the atoning cows. He'll be ready soon, he'll have to. But the Progress Party is concerned about the Government's efforts to reduce the queues. As we see it, you just move the problems from the inside to the outside of the prisons, and that's completely the wrong way to go. To quote from the popular edition of the Criminal Service Bulletin, it says that punishment has more objectives. It has to be deterrent to others, it has to make it impossible to make new crimes while punishing the sentence and it has to be rehabilitating. Then it's wrong to move the ticket out into the open. It is better to focus more on content, and there is a need for operational means if we are to be able to do this. A few weeks ago, we could read a little piece in the Evening Post, where it said: ‘Let the prisoners go free for Christmas’. Not until the system of home-sonation is in place, one starts to relax on the set-up. The party of progress is completely opposed to the alternative solution. There is extensive transformation of Norwegian homes into prison. The big mountain also boasts that he has reduced probation. He should actually be so tough that he completely abolished it, because 61 000 prison days are a lot. It's not nice to see the cows disappear. It's something that conflicts with people's sense of justice. We are also disappointed that the Government does not establish transitional residences, also for those sentenced to detention at Ila. There is a high risk of letting prison sentences directly into society. It is important to put such housing in place, where criminal services can control this group of prisoners. It was nice to hear the committee leader's commitment to the victim, and she points out that there's going to be a lot of talk about the victim in the new message. I just want to say that there are more references to the bibliography than there are pages where it says about the victim in the criminal health report that comes. Finally, I just have to say a few words about the DNA bet. Last year we had major debates on this and analytical capacity. It is especially now to sit and hear the Bjørnface talk about both capacity, «second opinion» and competition in relation to what is now being developed in Tromsø. We already have that capacity of GENA in Stavanger, and it's impossible to understand the logic that you can't use the private, but you have to build something completely new in Tromsø.
ParlaMint-NO_2008-12-03.ana.ud109e1380	The Council of State underlined the importance of consensus in justice policy, that it is a value. I agree. At the same time, however, the Council of State spent a great deal of time polishing and naming the representative Aspaker’s posts as marked by unfortunate ‘characteristics’. It's been a long time by this Council of States. Everything that doesn't fit into the reality he's trying to create through the plentiful array of press releases x the number of information workers has published is either described as unsubstantial, or to do his homework. The selective way of seeing the world was also the background that the Council of State had major problems before the PF national meeting at Røros, where he almost had to run out of the hall after the speech was given. With a majority behind and with more money than ever, 2008 was not the year of the police, despite the promise of this Minister of Justice. 2009 will be, but it will not be now either – possibly with the opposite sign. You have more money to distribute, but you have not used that space to strengthen the police. It's not a characteristic, it's a fact. And then, the representative Aspaker asked a question twice, first to the committee chairman, then to the council, and the question was very clear. It said: What is the significance of the new ATB for police lawyers? The chairman of the Committee did not respond, and the Council of State did not respond. There is nothing in the budget. The issue is that the Storting as a body should have all the information the Storing needs to take its budgetary decision. It is actually completely uninteresting for Stortinget as a body to be shown to conversations to be held in the back room with one or the other organisation. Not at one point has this government informed the whole Storting about what the effect of new ATB on police lawyers is going to be. To put it this way: it's probably okay that the opposition has not always got everything, but a prerequisite for the opposition and the Storting to do its entire homework and adopt a budget based on correct and correct information, is that we have the whole picture and get a description of the situation. The background for repeating that question once again is that we got to know about this almost by chance when we traveled around the country. It is also quite striking how very much information is kept away from the Storting, information you can find out almost by chance by visiting all the places that will seem so amazing, whether it's children's house or police. I don't think it's right for a Council of State to answer by sweeping away a question that is actually a basic premise for us to take a budget decision. The fact that the way is going is perhaps a good principle to have on other things, but not when it comes to basic information such as a government, to ensure that the Storting as a body is given, so that decisions can be made and the budget used as a management tool all year round. I repeat the question: what is the significance of the new ATB to police lawyers for the police's annual work, the total use of resources in the police? And what are you going to do to pay for the lack of jobs that it will be because of that? And how have you finally intended to inform the Storting about the work done on this, and we have not been informed about it? So finally a little bit about that some black paints. Right and policemen around the country have been accused of black painting. But what are we doing? What we have mentioned is that many police employees are at risk of not getting help from anyone other than weight gainers. For example, two policemen against 20 in my police district have been totally dependent on the help of sentinels in order to be able to perform the service at all. It's no wonder that family fathers and mothers in the police, like everyone else, think it's okay to be pretty safe when they go to work, know that there are crews there who can help them if they get into a sharp situation. There have been situations in which policemen have been ordered to watch, despite the fact that close family members have been dying. I don't think it's a matter of protecting about leisure time. I think it is a matter of being able to have a job, where you feel that you have an employer who operates in a way that other employees can naturally expect. The extent of serious threats to police officers and their families is increasing every year, and there is a need to break the Working Environment Act as much as possible to get it all to hang together. It is not accidental, probably, that the Oslo police district is under supervision and has been fined by the Labour Inspectorate. I'm not going to pretend that the Right can magic away all of this at 1, 2, 3, but a prerequisite for doing our homework is at least that we get answers to the questions that are asked, and don't get polemics back.
ParlaMint-NO_2008-12-03.ana.ud109e1399	When dealing with justice policy, it is important to see the whole chain of criminal cases together to get a good result that ensures legal certainty for citizens and a safe society to live in. It is important that the victim of a criminal act be taken seriously and followed up by the police, the investigators and the court. But it is also important that the person who is to be judged for a criminal offence feels that he is getting a fair trial. There has been a lot of talk about the police today, but another important actor in the criminal chain is the prosecutors in the police, who have an important job in running the investigation and bringing matters to justice. Right-wing representatives have referred to the ATB for the police lawyers. They have asked questions several times, and I expect the Council of State to comment on them later. Another important player is the ten state attorney offices we have in Norway. They're the ones who process the serious issues. The 2009 budget included an increase for this stage in the two-million-dollar criminal justice chain. kr. The idea is that this increase should mainly go to Oslo State Attorney's Office. They serve the densely populated area of the country as well as several major cities that bring with them serious crime in this region. Furthermore, it is important that the courts have the opportunity to follow up the cases before the courts in a proper manner. This means, among other things: that the duration of proceedings is reasonable and that the premises are suitable for setting the right and the day-to-day operation of a court. That is why I am pleased to note that the 2009 budget introduces a start-up grant of 20 million. kr to newly built Gulating Lawyers in Bergen. The construction is scheduled to be completed in 2011, and it will end when couples who sit in the hall waiting to be married sit side by side with people waiting to be held in custody. The law-enforcement court shall have a framework reflecting the seriousness of criminal proceedings before the law enforcement authority. Furthermore, it is important that the courts be able to keep down the balance of their cases. There has been a good job from the Court of Justice and the different courts in recent years. In the Soria Moria Declaration, the government has proposed more use of conflict councils as a solution to criminal matters, and it has, during this process of mass destruction, been stressed that we want more use of conflict councils. The 2009 budget includes an increase for the Councils of Conflict of 6 million. kr, which makes it possible to use more of e.g. the so-called major meetings, which have proved to be effective in several fields of action, including: in bullies. We also saw that the selection that the Government put down after the treatment of St.meld. No 20 for 2005–06, on alternative criminal responses for them between 15 and 18 years of age, highlighted the conflict council as an alternative for young offenders. It doesn't help to be right if you don't get it right. That is why I look forward to the Government not long before submitting a major communication on the legal aid system in Norway. We spend a lot of money on legal aid this year, but it's uncertain if we use it the right way. In the 2009 budget, we increase the income limits for legal aid recipients to DKK 246 000 for lonely people and to NOK 369 000 for couples. This allows more people to be covered by the scheme. However, it is important that we also support the specific legal aid measures, such as the Gate lawyer and student law assistance measures. The street lawyer works against drug users and gets clients who rarely seek lawyers to get their rights, if they know at all that they have rights. It is important that they are given the opportunity to look for work, so that they reach this group. In conclusion, I just want to say that the government is more than fulfilling what they say about children's homes in the Soria Moria Declaration. There the government says it will consider establishing a children's home during the ageing period, but in fact there will be a total of six pieces during 2009. Good job!
ParlaMint-NO_2008-12-03.ana.ud109e1422	I am a little surprised when I hear the representative Akhtar Chaudhry, who is so very concerned about alcohol policy and the crime it causes. But Akhtar Chaudhry is, as I see it, actually a supporter for those who serve crime in connection with alcohol. By means of high charges, we actually encourage crime through smuggling. Crime through smuggling creates violence, creates misery and creates uncontrolled products in circulation. And this is actually a lot worse than having availability, legal control and legal sales at the tipping points. High charges, as the representative Akhtar Chaudhry is concerned about, create nothing but misery. They lead to smuggling liquor flowing across this country, and it helps to create the misery we see through the violence that we see, among other things. has in Oslo. Smuggling liquor and drugs — to include them — are at the root of all evil. If the representative Chaudhry is so busy getting good control of the alcohol policy, he should be a supporter for us to lower the tax, for us to have controlled forms of alcohol donation in this country. The government has been and is occupied by victims of violence, and that's good. Once the government has invested funds in its budget budgets for victims of violence, we are satisfied with it. But I'm a little skeptical. Victims of violence go through a difficult period of time when they are going through hearings and legal proceedings to obtain any compensation mechanism to compensate them for what they have been subjected to. Then it would have been very good to have someone to lean on, an agent who could help them through this heavy time, so that they could manage to figure out through the jungle of laws and regulations, that they could get the help they need, and not have to use their resources to obtain the compensation they are legally entitled to. A victim officer would be involved in contributing so that these victims of violence did not get a heavier daily life than they have after having been through something as terrible as it is to be a victim of violence. I am also a little surprised when I look at the government's cut in compensation for fellow judges. I think it's petty to cut the small compensation for fellow judges who are involved in legal proceedings. In fact, participating in a trial is a challenge. It's not easy to sit there again and again and listen to what the different people tell us about in court, what actions they've been subjected to. And so they're going to sit for free and do this. It is petty that they cannot receive this small reward. If it doesn't make it easier, it's at least a pass for them to take on that problem. It may well be excused that being a fellow judge is a civil obligation. Yes, it is. But it is actually a citizen's duty to be a politician, too, both municipal politicians, state politicians and big business politicians. Thomas Breen mentioned cross-border crime. It's a fact, and it's becoming more and more of it. It would have been interesting to hear with the representative Breen if he could not then be a little more concerned about how many and who enter this country, and whether we could get a better control of it than we have today. Finally, about the manning crisis in the police: it was predicted by both the Progress Party and others that we would have a crisis in 2008. The police force claimed the same thing, and that crisis actually came. What has done that we have not received it before is that the police through their efforts have helped to maintain some sort of law and order in this country. But now it's over, and what's done is fine. We have high admissions at the Police College, and that's good, but it won't help until many, many years.
ParlaMint-NO_2008-12-03.ana.ud109e1435	Security in everyday life is the goal of the Government’s judicial policy, an active, holistic and knowledge-based justice policy that enhances the security of society. It presented the budget in a good way to comply with the Soria Moria Declaration when it comes to crime reduction. It is important to look at justice policy in a broad welfare policy perspective, where good welfare is conducive to the elimination of differences and the prevention of crime. The government has recently submitted St.meld. No 37 for 2007–08, Punishment that works — less crime — safer societies. The Labour Party believes that punishment that works is decisive to prevent reoccurrence crime and to safeguard society. The message focuses on the fact that the forms of reconciliation should not be more strict than is necessary and that the execution of the sentence should enable it to choose a life without crime when he/she has completed the sentence. Since Norway doesn't have life sentences, everyone is going back to society one day, maybe as your neighbor. The Labour Party is pleased that the message focuses on increasing the use of alternative forms of compensation for prison sentences. There is no point in using closed prisons for those with short sentences, especially first-time convicted and young people. The crime scene is not a good training, where young first-time convicted people have to co-exist with older bark criminals, connect networks and get wrong imagery and heroes. In contrast, community punishment and electronic compensation are good alternatives here, and the percentage of cases of community punishment is about. 20 pst. for one in two to be reincarcerated in prison in five years by common prison sentences. Rapid criminal reaction is important, both in terms of people’s confidence in the criminal system, and in the rapid response that allows the offender to settle separately, settle with society and move on with his or her life. In order to achieve a more effective fight against crime, they are red-green in their work of removing the reconciliation queue and giving the soning new content, very important. It does something about people's perception of justice when judges who go out in the open and wait to come into the atoning, make new laws. We have reduced the pay queue from nearly 3,000 in 2006 to less than 500 in the fall. The removal of the casting queue also gives better quality, as the coating percentage can be lowered. In addition, spare places are released. The temporary arrangement introduced by the Bondevik II Government in 2004 concerning the progressive release of detention places has been changed from a maximum of 20 days to a maximum of 10 days, and the scheme is to be completely terminated once the queue is gone. The Labour Party is also satisfied that we have managed to phase out the duplication. This comes, for example: of a large investment in new prison sites, almost 400 new places are established between 2006 and 2008, and there are 251 new places in prison in 2010. KRUS has also received increased absorption during the period. As of today, unfortunately, the capacity is detonated. And we're looking at an after-school offer for the prison officers. The licensing of criminal services has increased in excess of DKK 1.2 billion in nominal terms over the period 2006-2009, including EUR 80 million. This year, in other departments, to the Ministry of Health and Welfare, the Ministry of Culture and the Ministry of the Church and the Ministry of Knowledge. This is particularly in order to strengthen educational provision for those deployed and to ensure health and culture in the creation of new prison sites. It is absolutely crucial that, in addition to the follow-up under restitution, a holistic provision should be ensured at the time of release – the return guarantee is the keyword here. It is not a question of special rights for those involved, but it is a question of whether they should be aware of and be able to benefit from the offers and dishes they already have today. It is the hours and days after release that are most critical for how to proceed with the lax, and the central moment is to ensure settlement, treatment for any drug dependence, possibility of training/training or work. Securing the detached one is absolutely necessary to prevent recurrences. Many people lose both the work and, if necessary, the school place and the place of residence when they have to enter prison. Then it becomes a paradox that the Right Party and the Advance Party are opposed to electronic reconciliation. In case of electronic shelter, one must go to work and one must be within the four walls of the house 24 hours a day, with the exception of when one is at work/spherical, and thus will have met two of the most important parameters in order to succeed in getting out of a criminal track: work and housing. This is what they are against. The foundation is used, among other things. that all do not have their own housing. So instead of putting the effort into getting all the housing, one is against a good measure. Many countries have one form or another of electronic accomodation. We've put ourselves in an arrangement similar to the Swedish one. The rate of relapse is very low, so it has a success story there, and I hope it's here. I would also like to highlight the important work that volunteers are doing against convicted people both within prison walls and when they have finished zoning. If we want a review of the contributions of voluntary organisations that receive funding via post 70, this is to be able to devour the offer in return for the return guarantee. It is also the case that some prisons have flooded with supply, while others lack supply. A review will provide even better and accurate provision, and the distribution between prisons can be improved. The government will extend the framework for the use of alternatives to prison sentences, especially for young offenders, but also for others. We will extend the framework for the use of community sanctions and delinquency, extend the system of drug programmes with judicial control, change the decisions on minimum prison sentences, and replace prisons with community sentences when no cure can be paid. When we know that about 60 pst. It is important to strengthen treatment and rehabilitation measures for those entering prison. It's great that we have three new Rusmestring units in place in addition to the three we've already established, but that's not enough. I am therefore very pleased with the additional 5 million. kr, which allows us to add additional rest units. It is also important to put the search light on women’s atoning conditions. Here we have a way to go before there is a level playing field between the supply of men and women. The fact that Bredtvedt Women's Prison has now been offered about Stifinner is a major step in the right direction. In addition, we need to do something about the provision of work for women. Work must be of such a nature that a person qualifies for a job outside prison. I want to focus on another important theme that concerns security in everyday life: the Rescue Service. The Norwegian rescue service is organised as a cooperative between a number of public, private and voluntary organisations. Thus, when an accident occurs, we double the effort. It is important and crucial for a good rescue service to maintain their efforts by volunteers. By doubling the supplement from six to twelve million. The Government has clearly signaled that the work in the voluntary rescue service is of great value. In addition, we are now receiving rescue professional advice, which has been requested for many years by voluntary organisations. It's a good piece of work the red-greens have done when it comes to the rescue helicopter service. This is where the Government will take a lot of praise. In fact, the decision on a 24-hour continuum watch was taken as far back as 2002. When the red-green government took over in 2005, only the sun had been on guard. Today, in addition, all the basses, Banak, Bodø, Ørland and Rygge, are in place. In order to strengthen preparedness also in the North-West, the construction of a new base in Florø is under way. This base will be in place in 2009 with a standby and a doctor starting from the start. To maintain a high level, Stortinget is a proposal for an additional 33.75 million. kr for the rescue helicopter service. It's going to be working on replacing today's Sea King helicopters. Today, maintenance costs have been relatively high, and the helicopters unfortunately have to be part of the ground due to maintenance. The aim is still to phase new helicopters into the 2011–2014 period. The time factor is decisive for saving lives, and with these grips, the government has secured 24-hour security at all continental bases, increasing service quality and significantly reducing response time throughout the country. This government is actually saving lives.
ParlaMint-NO_2008-12-03.ana.ud109e1481	The following speakers have a speaking time of up to 3 minutes.
ParlaMint-NO_2008-12-03.ana.ud109e1484	I want to address a matter that is very important for today's Norway, namely how to recruit more people with a minority background to the police. When every ten Norwegian citizens and every four Oslo citizens have a minority background, it is important that our police reflect this society. A police force with all of Norway’s colors represented will enrich society as well as the police. I'm aware that Police Norway is making an effort to recruit more people with minority backgrounds. This effort, however, needs to be stepped up. Unfortunately, there are too few policemen with a minority background. In my opinion, the police have to use more channels to reach young people with a minority background. In fact, the best means would be policemen who themselves have a minority background. Here I refer to Iman Lotfi, a police student in his third year at Police College. She was contacted up to several times by young girls with a minority background during her period of practice when she was out on the street and patrolled, writes the Daily Newspaper today. Advice efforts need to be reinforced, and more efforts need to be made to reach young people with a minority background. A good measure will be to move the Police College to Groruddalen how many people with a minority background live and work. Seeing the police in a non-dramatic situation, meeting police students in the café, at the store, at the Post Office, passing the Police College every day, etc. will increase interest in becoming a police officer. I believe the police have to be careful to blackpaint their profession too much. This can lead to poorer recruitment of both the majority and the minority population. The police are doing a great job. They have a very important function in our society, and they have reason to be proud of their profession. So I'm going to use the last 45 seconds to respond to Ørsal Johansen's alcohol policy ointment. He and his party are for the free flow of alcohol. That's what we see in the budget -- the 670 million kittens. kr in the alcohol levies. But before he brought this ointment against me, he should have talked to someone who's ruined their lives because they don't have full control of their alcohol consumption. All experts also believe that access is related to use and consumption. He should talk to children who have parents who abuse alcohol, to see what consequences it has for them. He should talk to those who are exposed to blind violence, as very many intoxicated people practice against innocent people around him.
ParlaMint-NO_2008-12-03.ana.ud109e1497	Initially, I would also like to say that I think it is very positive that there is such a great deal of agreement on the long lines of justice policy as what has emerged here, and I look forward to having discussions on important issues of principle for spring, such as the criminal record and the penal code. There are some articles I have to comment on. First to Right Elisabeth Aspaker and André Oktay Dahl. They describe the statements of police organizations as a disaster in the police. At the same time, I record that the head of PEL, Curt A. Lier, has recently said that it was worse before. And that's absolutely right. We have not only continued the police budget that the previous government carried out, we have also strengthened it. The right even suggested a cut, which we turned when we took over. So we've more than doubled the number of students at Police College, we've introduced the DNA reform, we've done a number of steps to strengthen the police situation. I want to challenge to the Right what reactions they experienced at their police mission at the annual meeting of the Joint Federal Police Department just now. Did the Right feel that they had credibility in their police efforts in relation to the policy they themselves shared when they were in government? So I would like to comment on Jan Arild Ellingsen's contributions to efficiency. He claimed that we want to streamline, and that there is no difference between our desire to streamline the police action and the desire of the Progress Party to streamline the tax rate. But that's a pretty formidable difference. Over the years we've been running, we've increased the appropriations for the police by over 800 million. kr, whereas the Progress Party wants to cut the tax rate by more than 200 million. kr only for the current year. There are two widely differing starting points in terms of efficiency. It will have dramatic consequences not only for the fight against economic crime, but also for the possibility of cross-border drug seizures. It'll put us far back. As far as Solvency Horne's articles are concerned, I would like to point out that the commitment we have made to criminal services now leads to a fall in the prison coating. This leads to a much better everyday life for both the prisoners and the staff in prisons. So I would like to spend some time on Ørsal Johansen's embarrassing explanation of the Advance Party's alcohol policy. I have to see if I can come back to it afterwards. Finally, I would just like to make a recommendation to the Minister of Justice, and that concerns the custody capacity in Central Hålogaland. I hope that the Minister of Justice will be able to assess it during the time that is left of this period.
ParlaMint-NO_2008-12-03.ana.ud109e1512	I think we've met a sore toe today at the red-green parties. When you use a lot of posts here now to criticise the fact that the Right is too busy with the police situation, I take it with the greatest calmness. It was just to be lacking that the Storting should not be concerned about the situation in the police, about the problems people experience that they have, and that we should not be concerned that we should have a police service throughout the country that actually meets the conditions and expectations we have identified through the police mission message and through the police reform, and that there is actually cross-political agreement in this room. Then the representative asked Anne Marit Bjørnflaten how the Right was met at the Police Joint Federal Assembly. I'd say we got met very positively. It is clear that there will be something else before the police say that there will be enough money, but I feel that the grips that the Right had taken in its alternative budget are actually welcomed. Several civil positions and a central senior policy were in fact among the things that were highlighted, to which it was referred. In fact, we also fully agree with the Joint Police Association on another important point, and that is that we need a larger and more thorough police study to get a decision-making basis that is safer and better than the Manning Committee so far has been able to give us. I must again ask the Council to comment on these new working time regulations. It is not possible that he can leave Stortinget today when we are going to adopt the Justice Budget, without the Stortinget being informed of the outcome of the negotiations that have been concluded, and if he can say anything more about the remaining negotiations that I understand remains when it comes to, among other things. Oslo. I'm convinced that it's possible to make the police more efficient, and I think, in particular, there's a lot to come up with better technological equipment. Right will warn against physically locating the police to fewer and fewer places, with only one result, and that is that the response time is increasing. When you talk to people out there, it's said that yes, we reorganize out of distress, but not out of desire. You don't locate the police in fewer places because you think it's favorable, so you do it because the budgets are so tight. Finally, I have to be allowed to clarify a misunderstanding regarding the police councils. I've never heard of the police councils. I think the police councils are important. What I warned against is that the police councils are going to be a sleep cushion, that just we meet in the police councils, we can lower our shoulders and not be so concerned about whether the police are doing their preventive work. It must be a supplement. The coordination of police councils with regard to prevention at many levels in the community is important, but it is very important that the police are able to fulfil their prevention role even after the police councils have arrived.
ParlaMint-NO_2008-12-03.ana.ud109e1527	First of all, I just want to tell the representative, Aspaker, that I have not realized that someone has criticized the Right because they are too busy by the police. However, there are, among other things: I criticized the Right again today for not having enough political courage to admit that they actually also have some of the blame for the situation we are facing in terms of manning. The reason I took the floor was the ointment from the representative Ørsal Johansen. I also got a direct challenge from him. I find it strange to hear Ørsal Johansen's reasoning on smuggling liquor and increased crime and the lack of understanding of the charge and the connection with crime. Research and experience from other countries have well documented that there is a clear link between crime and the reduction of alcohol taxes. That context, I think, is almost impossible to disprove. In this picture, the Progress Party opens its eyes and creates an even more difficult situation for the police. It's a choice, and I respect that. Then I got a challenge about the asylum institute, they thought we were going to be more concerned about it. I believe the government has made a good deal of it and improved it on quite a number of points. Having said that, I still believe – and I think the Government too – that the most important thing in terms of integration and crime is that we still have a good integration, and it can be even better. There is, of course, an entire Atlantic Ocean ahead of the Progress Party, both in terms of action and in the budget.
ParlaMint-NO_2008-12-03.ana.ud109e1539	Increased charges create crime and make the smuggler and drug traffickers flutter across the country, said the representative Morten Ørsal Johansen in his inaugural network. Now I did not know that there was a charge on drugs and that that was the explanation. But it's now outlawed. Is the Prohibited Progress Party going to cancel? Let's ask ourselves that. What happened in Finland when the fees were substantially lowered closes the representative Ørsal Johansen's eye completely. Finland’s turning around has also clearly passed the house. They just turned around because alcohol consumption increased significantly, and violence went straight to heaven. We know that there's a connection between consumption and price. And for information: low prices give rise to increased consumption. 60 pst. of those who commit crime, are the effects of drug abuse on the drug scene. 60 pst. of those who perform the selection in Oslo, the Russians. This is, in fact, a clear signal that we still need to have a restrictive alcohol policy, not a release, as the Progress Party here called for.
ParlaMint-NO_2008-12-03.ana.ud109e1548	I think it is important that we also have an alcohol debate. That's also why the Right has a health policy sample that has come to some conclusions that we should look closely at in the programming process, so that we get a realistic relationship with the alcohol policy. However, I find it strange that this overfocusing on a legal product such as alcohol is underfocused on drugs, for example. The progress party has taken up. I think it's very special that you use all your energy to criticize the Progress Party, and indirectly also partly Right for our alcohol policy. Because what we see is that more and more people don't get help. This government, which is allergic to ‘private’, has not exactly improved its care, and where a whole range of offers are at risk of being closed down or have already become so, because it has ideological barriers to walking. And then comes the proposal on the distribution of heroin. I think it's amazing with a state council that thinks high, but I see that the justice fraction of the Workers' Party has already turned that proposal down, it's not going to be the current policy. But it tells me that you're going to continue with the exact same drug policy you've had every year. There is no discussion about the most fundamental problem of justice policy in Norway, drugs, but it spends all its time on the legal substance alcohol. I think that's special. Then there's been history here. The working party has always been good at writing history. They say it's the winners who write the story. It's not always easy when you lose and win choices every other time. But in any case, in seven out of eight budgets, the Right has granted more money to the police than the Labour Party has ever done. In addition – I know that people are tired of this – suggested an increase in the number of places, 125 in two years, at the Police College. The present opposition politician Knut Storberget, who evidently knew much more than he said, suggested nothing more at the time. When it comes to interpreting the PEL as a truth witness to the government's own policy: there were therefore two police officers per year. 1 000 inhabitants in 2002, now it is 1.8. To put it this way, I doubt the truthfulness of the committee chairman's statement. In addition, PEL clearly stated during the Committee's budgetary hearing that they relied on the reality description of the PF. So, in addition to that, PEL is the one that's taken up with us. that you are not prepared for a new ATB for police lawyers. So I think you might want to be a little bit careful when it comes to using single statements in a national meeting speech as full support for your own real business cut, which is probably going to go further in the police, and maybe the effect is even worse when you get a new ATB for police lawyers. I want to end my speech by commending – not too much, but partly – the members of the government parties in the Committee on a constructive approach to our proposals, even if they do not vote for any of them today. But there is at least a lot of agreement on justice policy, so it's okay to hope that at the Chamber we could agree on support for some of the good proposals that could get the Council of State to work even a little harder and better than he's done now.
ParlaMint-NO_2008-12-03.ana.ud109e1562	Let it be said right away that I have a great sense of health policy selection in the Right, which has focused very clearly on the Norwegian fight against crime. I hope it gets through. That would be very important. If you look at alcohol against the role of drugs in relation to crime, it is not the drugs that are the big and dominant, as the representative André Oktay Dahl said. 60-70 pst. of the crime of violence occurring in alcohol intoxications. So we have to dry down to make a settlement with the drug that many of us also have legal dealings with, and understand that it contributes to a lot of crime. One of the reasons we have relatively little crime in Norway is that we have had an active charging policy and have a wine monopoly, and we also have other rules that work well. I would also like to take a strong distance from what Mr. Örsal Johansen said, and rather ask him to read the attitude of the Right Health Policy Committee, which has a lot of good in it. With regard to the issue of care in Midre Hålogaland, which has been raised in particular, there is also a matter that I have asked the department to look at. We need custody places there. We've probably got parking spaces in the north, but we need special care places there. And that's why I hope we can take care of it in the future. Then it was said that reorganization in fewer places results in a lower response time. I just want to comment on it. In Follo, where you have this trial project, you're now trying to reorganize to get fewer places. It gives you better response time, because you get another Follo patrol, so you actually have people who are at work, and cars that are out to move out, instead of having a lot of closed offices. So we have to be nuanced about how we measure the police's impact, especially against response time. I would probably prefer a model that gives reasonable access to a loner's office, while we have a low response time. In Follo, we know that the distances aren't that long, so that the model that happens in Follo, it has to be interesting also for a part that's right, that's concerned about getting the most out of the heads. So, the question of the terms of employment of law-enforcement lawyers. It is true, as was said by the representative of Aspaker, that there was a residual negotiation again, so that you are not in port on that issue. It would be nice if I came here from Stortinget's pulpit and said that so much will that reform cost when it is not fully implemented. But I want to promise the Stortinget and also the representative Aspaker that immediately we have an overview of any additional costs – because it is something different than it does for ordinary policemen, it's probably a little simpler in fact, and perhaps something more reasonable – and this is actually in port, I'm not going to hesitate to brief the Storing in the appropriate form.
ParlaMint-NO_2008-12-03.ana.ud109e1579	First, I want to say that I have registered that the representative Chaudhry has started the election campaign for his candidacy here in relation to more police with a non-Western background. If you read the Newspaper today, it actually says that it is not internal status among non-Westerns to work in the police department. It's a challenge in itself, as Akhtar Chaudhry should take to his environments. Then there has been a focus on the crisis in the police in several posts here today. I have to say that I have been left over by the Council of State, because he gives the same answers. It seems like we're on completely different planets. For reality out there -- we read about that in the newspapers every day -- it's that most people are affected by the crisis. The police are not moving out, the cases are being closed because there is no capacity, etc. That's the reality. PF warned against it last year, and the Progress Party warned against it last year. What's the warning for next year is that it's going to get even worse. It is not useful with the standard response that more students will be trained next year, unless the police have resources and resources to employ more police. I was a little surprised that the representative Bjørnface did not comment on DNA. I also had a little time in my post on it. We had a big debate about the principles of analytical capacity should be state-owned or whether it should be private. About the DNA analysis centre in Tromsø, the representative of Bjørnflaten said in December that it's also about having a place where you can get a second opinion, and we don't have that today. When we read the comments on the government parties about DNA, the arguments are that we need to have more capacity when the police are now going to take more tests, and we don't have that today. We actually have that capacity in Stavanger, but it seems like it's just the location that matters, and just because you've got it in Tromsø, it's okay to use the capacity there. Fortunately, it's only less than a year left for the election. Then it's time we put in place the extra capacity that we already have today, because Tromsø is going to spend many years building up the same capacity that we have over there.
