ParlaMint-NO_2008-11-25.ana.ud2412e74	The representative Finn Martin Vallersnes, who has been on leave, has once again taken up his seat.
ParlaMint-NO_2008-11-25.ana.ud2412e896	The representative, Kenneth Svendsen, took up a very important matter and worked on it. Let's agree that this is a major reform, perhaps the largest in this decade, where we're going to get three independent agencies to work together, because the goal was to get more out of work and less into social security. Nav shall assist employers and employees in creating a more inclusive working life and shall be responsible for the follow-up to the IA Agreement. The State of Labour and Welfare is undergoing a transformation through the Nav reform, with the establishment of Nav offices and administrative units, and through the work on a new pension reform and a health refund reform. Nav is set to solve very important societal tasks, and meets, of course, major challenges in this work. That's why we need to strengthen Nav's ability to help people who turn, not by using Nav's employees as balancing post, as the Progress Party does and has done in several cross paths. It is amazing that the Progress Party is calling for more efficiency when the same batch proposes to remove more than 400 million. I can't believe that the Progress Party expects it to happen without having negative consequences. In 2008, it has been found that the implementation of the reform has been more demanding than in the past, which has resulted in an increase in the number of cows in the procedure. Major challenges have also led to longer waiting times. That's why there's an increase in Nav's allocation to help people get faster. We need the time until 2010 for the Nav reform to be fully in place. Strengthening the network has just been done to ensure that the Nav reform is implemented as planned, as an equivalent cooperation between municipalities and the Labour and Welfare Act, and without jeopardising current service production. Early in 2007, 121 Nav offices were established and the number was increased to 246 offices by the end of 2007. 140 offices are planned in 2008 and at the beginning of 2009 a location between 160 and 180 offices remains to be established. I think keeping the municipal section, the social office, in Nav, will prove to be an advantage in the future. Because someone was good at tailoring adaptations, it was just the social offices. If you take advantage of that advantage and play it with the two state agencies, I think we'll have a cooperation that we'll later be proud of. The Progress Party has raised questions about how we should fulfil the reform's intentions. The party has on a number of occasions promoted a completely different view on how to organise the Labour and Welfare Act. It is a vision that the party stands alone in, and that the Central Party cannot support. We believe that the wit is equally distributed in this country, and we have no faith that only the state will have control over the assistance of those who need support for living, all problems are solved – rather the opposite. We believe that people locally visit the Nav office because the office knows the conditions, knows where the shoe prints and can help people in a life crisis. Let's admit it: there are negatives at some Nav offices, but it's big plus at other Nav offices – and it's growing. I think that when 2010 runs out, we have an organization that works well.
ParlaMint-NO_2008-11-25.ana.ud2412e919	The Nav reform has been under debate many times, no later than 14 days ago. It is a reform with major objectives, better working conditions, better user regulation and more efficient management. The left is and has been a driver of the Nav reform. Only through proper cross-debate cooperation can we guarantee citizens' rights in the face of public opinion. Yes, it has been demanding, as many have been, especially when different cultures, systems, different location and not least competence meet. In my opinion, there has to be a different focus. This may not only be such that employees in the next few years will have a focus on internal relations. The view must also be directed at those who are actually to be served, the users. The left is concerned about how to meet the needs of heavy users. Within the social security system and the Aetat there are complex laws and regulations that require a high level of competence to be interpreted. It is demanding for each case handler to have sufficient overview to facilitate users with complex problems and challenges. Several people have argued that one door in and one first line service, which means that people are not sent from case handler to case handler, is important for users to have a worthy offer. All the user experiences of the interpellant and others indicate that it is not necessarily as simple. But one door in just has to mean that there are no new doors opening afterwards, otherwise the users' meeting with Nav is made difficult. The left is concerned if the answer to the problems becomes more centralized, as it may make it more difficult for all Nav offices to have access to the right skills. Centralisation of services will make it more difficult for users. The main feature of the Nav reform must be that users feel that access to services is easy and that competence is closest to the user. Centralisation has never been the intention of the Left, and we will follow this up further in the treatment of the reform. It's going to be in many ways the same debate that we had 14 days ago, and, as several have mentioned, that we had in February. But there are some basic differences. Early in the period we debated on the basis that we had about. 700000 people of working age outside the labour market. That number will increase next year. For the big difference from when we had the debate in February, it's now a completely different situation. And the fact that Nav has had problems and has not worked optimally when it's been good times is in many ways a scheme for what's going to happen now. What will happen when we face much more challenging times ahead? The council said in its statement that he agreed with his predecessor that he should be hard in his hand when needed. Well, I think it might now be necessary to tighten your hand a little bit. Nor can I agree with the interpellant who wants to transform the social offices into a government agency. I just think, as the representative Samuelsen was inside, that partnership between the municipality and the state will be what works best. But of course we need to develop that partnership, and that is where a careful follow-up is needed. I could imagine hearing what the Council of State thinks will happen now when we have a financial crisis that makes its contribution. What groups does he consider to be having problems? We see part of it in the media. In the past, they have been the ones who have had to go first. This applies to disabled persons, part of the group with migrant backgrounds, chroniclers and others. Nav himself has said that they have problems dealing with more jobseekers, and this is extra problematic. There is reason for concern. It may also seem that some companies are now choosing to reduce the financial crisis situation, and that it is the seniors who are going through it first. This is something the Council of State should take a closer look at. In any case, it is important to pursue an economic policy that allows as much work as possible. But for those who become victims of depopulation, the question is, Is Nav rusted for the new situation?
ParlaMint-NO_2008-11-25.ana.ud2412e941	The most eye-catching thing about this debate is that the representative Karin Andersen actually found one positive thing about the Progress Party taking this up. But my point has always been to keep focus on the implementation of Nav, which is to give users a better offer. I certainly believe that it is important. But even if we focus on achieving that goal before we finish the Nav reform, thousands of Nav users are demanding respectful treatment along the way. When we get an enquiry that we're not in the goal of this, it's our job to make sure that it focuses on it. There has been some of what I have wanted to do. When implementing such a major reform, I think it is positive that users are asking the critical questions. What is achieved with that is that we get a better implementation of the reform. I can promise Storting that I will continue to do so. So to this with social assistance, to which more have been critical. Yeah, we know more parties here are critical of that. But over the years the Progress Party has been promoting many, many good proposals, and unfortunately it has taken five to ten years before they have been implemented. I think this is one of the proposals that will be implemented in the future, but of course it will hit someone in that period. Then I record that several speakers have been up here and criticized the cutback of the Progress Party in the budget both last year and this year. It shows the ability of certain parties in Stortinget to think completely. For what are the employees of Nav doing? Well, they help people get work. They help people and guide them into the social security system. In fact, one must also have the right to ask a critical question of effectiveness. So it's also true that when a party spends billions of dollars on investments in, for example, billions of dollars. the road network and the rail network, using billions of dollars in tax credits to increase the number of people employed, will result in the need for Nav to help not all those in the unemployment queue. That is why the Progress Party proposes this, and thus a cut in Nav. This year, it appears that the government has unfortunately not had the basis to solve the problems that have to be done in the future in Norway, and thus we have found reason to maintain the appropriations that they have been.
ParlaMint-NO_2008-11-25.ana.ud2412e954	Let me start with the last one, which concerns the budgeting of the Advance Party. Because when a party is able to spend billions of dollars in most fields – in all fields – it is just a very strong signal that a believer should spend less on Nav. The signal just gets stronger. So to a previous question, if we're making some changes. Well, we're making changes. We have transferred responsibility for the line going out to the local Nav offices, from the Health Directorate to the Labour and Welfare Directorate. It is a transformation of the governance structure that I believe produces results. It makes the counties follow up very closely. This means that we focus on telephony, that we focus on following up the qualification programme with target figures for each local authority, etc. So it's going to be taken hold of here. Some changes have been made to Nav abroad, which has had major challenges because more people come to Norway and work and thus become part of our people's security system. Several Nordics have periods abroad, and there are now new challenges for Nav abroad. So we're constantly taking to ourselves the situation that is, and the situation that is changing. We're under arrest – we've got control. Then for respectful treatment. I fully agree that this is the main point of the Nav reform. But the key to this is just education, schooling and empowerment. I recorded some time ago that in the evening post many Nav offices throughout the country were closed because there was a large collection of Nav employees in the spectrum. It's the kind of misunderstanding that makes everyday life more difficult – because there wasn't one from local Nav offices there. It was just people from the special units. Not a Nav office was closed that day. But it provides the basis for a perception of Nav that in that case was wrong. So to what the representative Woie Duesund said. I very much agree with much of the Christian People's Party for the Nav reform. But, anyway, when the representative says that things are developing in the wrong direction, and using some examples from this summer, I think it's important for us to record that when Nav now manages to reverse the trend on residues, we'll take it with us. We should take into account that there is now a significant increase in the number of people on qualification programmes, which is kind of part of the core of Nav, where we see the results quickly and concretely – people who have never received it before – because you can see government and municipal instruments together. So when it comes to the financial crisis, I'd just like to say briefly that we're planning, of course, in relation to it. As of today, of the 68 000 places we have proposed, it is estimated that approx. 11 500 for short-term measures – i.e. for people who become unemployed. I am concerned that the action areas for the other groups should not be weakened because we may need to use a few more in the future in view of the cyclical situation. But we've taken it into account in the budget as it is now. Finally, I would just like to say that my task in relation to Nav is a demanding one, but also supportive one in a difficult process. [[The President clubs.]] I'm also going to have an understanding of the employees, provided that they have first and foremost understanding of the users.
ParlaMint-NO_2008-11-25.ana.ud2412e969	The President will remind you that when the red lamp goes out, the speaking time is over. The debate on substance is closed. So 5 is going to end.
ParlaMint-NO_2008-11-25.ana.ud2412e985	The Municipal Committee has examined proposals from the Landfill representatives Lars Sponheim, Gunnar Kvassheim and Trine Skei Grande to introduce a registration system for lobbying in Stortinget, in the departments and in the Prime Minister's office. A large majority of the committee, all the parties outside the Left, supports the view that the Left's proposal is not acceptable. So today the Storting says no to the proposals from the Left. There will be no registration system beyond what we have today. The Committee considers that it is a fundamental democratic right to influence decision-makers for their own or others' benefit. Contacts between citizens, businesses and organised interests on the one hand, and corruption and government on the other, are a necessary and legitimate part of our democratic system. Lobbying is also an important part of our democracy. Transparency is important. Similarly, the majority of the Committee does not see the need neither to register nor regulate lobbying because it may have adverse consequences. Firstly, a registration system will be resource-intensive. Furthermore, such a scheme could create a higher threshold for individual citizens in contacting decision-makers. Today, individuals can contact to address one or more cases, without being associated with a particular matter that the Storting has to deal with. Thirdly, a registration system would not guarantee transparency in relation to lobbyism in the United Kingdom, in the Departments or in the Prime Minister's office. A comprehensive registration system may lead to meetings and discussions with decision-makers to a greater extent than is currently the case outside the Storting or the Ministries. There will also be a great need for limitations in the case of lobbyists who contact e-mails and SMSes. None of our Nordic neighbouring countries has put in place such a registration system as is proposed by the Left. Several countries have taken this debate – and have concluded on how Stortinget is doing today. The European Parliament has a formal regulation that gives lobbyists access cards. The majority do not want such a scheme. We want to keep the system that those who come to Stortinget, to the various departments or to the Prime Minister's office must have an agreement. Proposalers are entitled to the fact that it is already not possible to enter the departments or the Stortinget without registering. However, the proposal from the Left implies that one should also record which matter to be discussed and by whom a meeting is to be held on behalf of. I agree with the proposers that lobbying has evolved to become more professional over the years. Greater transparency around this business is positive. It can help citizens to better understand important parts of the political decision-making process and to increase confidence in the proper adoption of policy decisions. Lobbyism obviously has positive sides. Lobbyists can contribute their knowledge and their approaches to current political issues. It may be an important source of supplementary information in addition to what is disclosed in ordinary file documents. But if the political system is under increasing pressure of strong professional interests, different forms of organised special interests and power concentrations in business, it may be unfortunate from a democratic point of view. It is not good for certain actors in a market, or in an industry, to obtain tailor-made framework conditions through closed contacts. The growing number of professional lobbyists and information agencies acting on behalf of such clients in recent years can reinforce this. We must be on guard against strong special interests. There are many good arguments in favour of a registration system. The aim of the proposal is good, but the majority of the committee believes that a registration system will not solve the challenges we face in lobbying. There is now a low threshold for contacting individual representatives. It's positive. It is up to each representative or group within the political system to set limits on whom one will meet. Transparency and trust are linked. A registration system will never be able to give a complete overview of – or transparency about – who is in contact with who and what they are talking about. Finally, I would like to recommend the setting.
ParlaMint-NO_2008-11-25.ana.ud2412e1014	I would like to start by promoting the proposal in the vote. Transparency and transparency are important in a well-functioning democracy. If we are to have a qualified debate, we need to know what is going on in order to influence the work of authorities, priorities and decisions. The left is rightly called the Transparency Party. For many years we have been in favour of greater transparency in administration both locally and centrally. We've been incited to get an improvement in the Publicity Act, to get more transparency in Storting's work, to get open hearings in Stortinget, and in extending this, the proposal for a lobby register is a natural follow-up. The level of lobbying is increasing. A lot of resources are spent on lobbying. That must mean that it works. It must mean that those who spend money on this are paid. Today, there is transparency about those who contact the administration in writing and make recordings with a view to influencing the outcome of a case. Those who send lobbyists to the Stortinget or the Government should be met with a similar system that ensures transparency about who is working on current issues. This has a significant impact in the EU. This is one of the consequences of Congress in the United States. What is the problem, as the majority deal with this matter, is that one has made it a question of whether one should be for or against lobbyism. This is not a matter in which we discuss whether lobbyism is wanted or not desired. Lobbyism is a natural part of our democracy. It can have an important function. Our point is not to regulate and limit, but to register, so that there is transparency in this area as well. This proposal, which is now being promoted by the Left, has been promoted before. In addition, we have made a proposal asking the Government to ensure that there is a registration of lobbying activities aimed at the ministries or the SMK. I know that the bulk of the population has a labyrinth of commitment in this area, but the committee has been worse than I thought. SV has previously agreed with Left. They have either changed their position or been overrun, or a combination of both. When the Left challenged the State Council in Stortinget earlier on why she rejected a registration system for lobbyism against the Government, the Council of State did not conceal that it was because the majority in the Government meant anything other than SV. SV was just running out of time. It's a result of a government treatment that you can understand, even if you're disappointed with the outcome. What was more surprising and disappointing in the handling of this matter by the Council of State is that in a letter to the Stortinget she rejects a registration system and argues in a way that shows that she does not at all have a sense of this system. She argues with objections that Left and SV have previously explained and rejected. The Storting process shows that the SV has not been exceeded. They have simply changed their mind. It would be quite possible to enter a lobby register in Stortinget, even if the government rejected such a scheme, against SV's votes. Now only the left enters a lobby register in Stortinget. It is alarming that the involvement as, among other things, Kristin Halvorsen has previously had, as a proposal for a lobby register, not at all to be seen in the comments that SV subscribes to. When writing the textbook on envelopes, SV's behaviour in this matter will be the crown example. There are three objections to the proposal of the Left on a lobby register. One is that it should be so resource-intensive. That's wrong. There is today a registration of those looking for both the bulk and the ministry, which would have been possible to expand without much use of resources, as the Left suggests. So it is also said that a lobby register will create a higher threshold for single-citizens who will seek contact with depositors. It's also wrong. Individual citizens will not at all be affected by our proposal, and it is clear from the arrangements of the proposal. So it's said that this won't be a guarantee of transparency. No, that's absolutely right, but it would be an important contribution to transparency. These objections to the proposal for a lobby register are the classic objections to any innovation, to any improvement in public affairs. When I wanted to have open Presidency meetings in the municipality that I was politically active, the arguments against this would lead to decisions being taken elsewhere, and that the process was so disrupted by this that we would find new ways to work for the Presidency. Open Presidency meetings are now legally required. When the Left proposed open hearings in Stortinget, the objections were the same. This would lead to people being unable to express themselves as they would otherwise, etc. Now the rules of the Storting are that the hearings should be open. I am absolutely sure that this will also come to the lobby front. The left will continue the struggle for a more open society. It will, in addition to what I have mentioned, also mean that you have to find a registration, an opening in the case of lobbyists. I am pleased to hear the SV's reason not only for having turned in the Storting, but to have replaced an engagement that underlined the importance of getting registration in this area with objections that are not real about the proposal.
ParlaMint-NO_2008-11-25.ana.ud2412e1050	The representative of Gunnar Kvassheim has taken up the proposal he referred to at the beginning of his speech.
ParlaMint-NO_2008-11-25.ana.ud2412e1053	Contacts between citizens, businesses and organised interests on the one hand and corruption and government on the other are necessary, and it is a legitimate part of our democratic system. I didn't think Gunnar Kvassheim hit completely when it was crazy to describe how the debate has been going on in this case. I do not feel that the Committee or the Government of that part is skeptical about lobbyism. On the contrary, the case-speaker had in mind that lobbyism is part of our democracy. Therefore, I am not in agreement with Kvassheim's characteristics of the debate and setting itself. The proposers themselves stressed that meetings between politicians and lobbyists are legitimate and that lobbyism opens up positive sides. The case spokesperson made that clear, and so do I. Lobbyists, with their knowledge and approaches to current political issues, can be a democratic source of supplementary information. Of course, we should take advantage of that as politicians. The information may go beyond what has been disclosed in a current case, and thus it is a good input. Then there's also an interaction between us who are decision makers, and they're the ones who are the ones who are the ones who are the ones who are the ones who are the ones who are the ones who are the ones who are the ones who are the ones who are It is important in a living democracy. Then it is that, after the government's view, the introduction of a registration scheme for lobbying could also have unfortunate consequences. The report from the Stortinget lobbying section of May this year shows some of them. The report reviews how some parliaments have regulated the issue of lobbying, and how the debate on regulation has been conducted in our Nordic neighbouring countries and in the United Kingdom. Several countries have assessed different proposals for such regulation at different times, but none of our Nordic neighbouring countries or the United Kingdom has yet chosen to introduce a public regulation of lobbying to parliament or government. Instead of legislating, the distribution highlights the value of public debate to produce the most possible aspects of a case. If a registration system were to capture all attempts at lobbying, it would require a registration obligation that could quickly become very far-reaching. Now the representative Kvassheim says that it is not one that has been proposed, but if one should first look at it, one also had to evaluate that page of such a register. One had to get up the question of delimitation very quickly, not least from a section of the Ministry of Economic Affairs, who meets companies with stock exchange sensitive information, or one is in a process that may require exemptions from public opinion in order to clarify a matter. Now it's caught up in public law. Any registration obligation also had to be caught by the same exceptions to public law. Fear of what you're pointing at can push this kind of lobbying into more closed, less visible forms than today. So it's like we have an open administration in Norway. This government has done a lot to make it even more open. We have and have had good rules for record keeping and archiving for all years. We now have a new public law that establishes the principle of more publicity very strongly. It will further increase administrative openness. My department has been working on a new public e-mail journal. He comes in place after Christmas and will give every single resident, every political party, every media house – not just a few chosen ones, but all those interested in seeing what post goes to and from the government quarter – a quite unique possibility to follow with and ask for transparency. I think I said in an oral question time in a line-up with the representative Skei Grande that it is a quantum leap when it comes to publicity in Norwegian administration. We'll be proud of that. So, as I said, we have a management practice in Norway that takes care of many of the concerns that a lobby register was supposed to have. It's not like that in all of the countries that we can compare with. This is not the case in the United States, and this is not necessarily the case in the EU, which is a much larger and complex organisation. We have an open society with a strong and far-reaching public law, and it becomes more open, as I said, with a new public law. We have a law of administration that promotes good administration with writtenness in the proceedings and documentation of the administration's actions. We have archival laws and regulations that ensure the registration and recovery of their management documents, and this means that one cannot automatically compare Norway with other countries when it comes to the introduction of a lobby register. That is why the Government has chosen to reject the register, which was then joined by the majority in the Committee.
ParlaMint-NO_2008-11-25.ana.ud2412e1076	It's going to be line change.
ParlaMint-NO_2008-11-25.ana.ud2412e1079	What I tried to say in the first place was to try to make this a debate for or against lobbyism. It's not. Everyone agrees that lobbyism is positive. When this case was mentioned this summer, several experts said it was important for the government to turn around, because a lobby register could be important in the fight against corruption. Among those who claimed this was Professor Jan Fridtjof Bernt at the University of Bergen. I do not at all understand that a lobby register can be an important tool, among other things. in that context? As this was a theme earlier in Stortinget, the Council of State did not hide the fact that SV in the government was actually out of control. SV meant the same thing as Left. They wanted such a register, but they didn't get the partners in the government. This is how the Council of State argues today, it seems that she is a new-born follower of the opposite of what SV has stood for before, namely that one is fundamentally opposed to a lobby register. Is one overrun, or not, on this question?
ParlaMint-NO_2008-11-25.ana.ud2412e1092	I have only noticed that the left has a great pleasure in characterizing SV in this matter. I have been clear on this whole way. It's also been other SVs that we've had a different view of a lobby register before. It wasn't clear in the Soria Moria statement. We could therefore not expect that it was SV's view that would win that debate in the government, and neither was it. How the representative Kvassheim will characterize this, overrun or not overrun – I only record that it was the same in the previous period. At that time, Mr Left alone in the Grand Duchy voted in favour of that proposal. None of the Left's government colleagues at the time voted in favour. SV did not get their government colleagues during this period. This does not mean that we have put this debate to death for all time, but we have not been able to support that proposal in the present period, but we are working all the harder with other types of proposals that will ensure that we have openness and transparency in the administration and in what we are responsible for, that is, the government quarter and what is happening in and around the government quarter.
ParlaMint-NO_2008-11-25.ana.ud2412e1099	I'm going to give the Council a new opportunity to answer the question of corruption. The Council of State agrees that a lobby register can be an important tool for corruption, such as: Professor Bernt gives an expression? Then I would like to say to the storytelling that it has never before been discussed a proposal on the lobby register against the government system. That proposal has now been promoted by the Left, and it has been examined for the first time. What has been treated before is the lobby register at Stortinget. The Council of State is then right in that the Left has shown the ability and the will to stand in its sight, even though the Left parties were in government with the Stortinget thought otherwise. The new thing here is that SV in Stortinget does not stand on the line that the Council of State confirms no later than now is the party's policy. So you are not just run over in government, but the Council of State simply leaves that overdrive to follow also for the way you handle this matter in Stortinget. It's spectacular, and she deserves all the characteristics she's got from the Left.
ParlaMint-NO_2008-11-25.ana.ud2412e1106	If a lobby register will be a tool in the fight against corruption, it depends on how it is designed. The various reports and assessments that have been made in our neighbouring countries show that this must be very far-reaching. One must almost have a prohibition against meeting companies other than those registered as incoming visits to a department. That's what we've been pointing out, that without such a very wide registration, one could risk that the kind of company that doesn't want the public light on the visit or on the things they're there to promote. They will find other matches with politicians or other decision makers that they want to influence. So a lobby register is supposed to be an addition to what a lobby register does for the public. SV has done a lot to increase the publicity and transparency of the administration during the period we have spent in government.
ParlaMint-NO_2008-11-25.ana.ud2412e1111	Several have not asked for the word for a line.
ParlaMint-NO_2008-11-25.ana.ud2412e1115	When I was studying history at Blinderna, I had a great professor of history, but he couldn't always explain everything in answer to a question. To a student he once said that "they had a reason, but some good reason wasn't enough." I have a feeling here that there are some people who have reasons – because there are very few reasons that are being presented from this pulpit, and I can't exactly say that all parties are very committed to explaining why you're against the proposal. The left is not against lobbyism. Nor do we believe that those who oppose the proposal are opposed to lobbyism, but they argue as if we are opposed to lobbyism. That's what Kvassheim's point was, that it's like we're regulating lobbyism. We have no desire to regulate lobbyism. It's just one thing we want: as much openness as possible around political processes in the country. It's been Left's battle cause for the last 125 years, and it's going to be for hundreds of years too. When the conditions of democracy change, democracy must also be willing to change and its way of working, so as to ensure that transparency is there. You may remember the debate about whether an e-mail is a matter for the public. You actually had to make new rules for what could be public in an e-mail when the e-mail came. Similarly, we see a huge professionalisation of the lobbying business aimed at Stortinget. We believe that the lobbying that actually happens could have benefited from greater transparency, because transparency is actually a prerequisite for democracy. And this is going to be so incredibly resource-intensive! When we have it today so that we register who is inside here, and who is being visited, it's just adding one more column: who is paying? This does not mean that you should register everyone you meet – not when you are visited by a woman or when you are visited by a sister. That doesn't mean you're going to register the lonely lady who just wants to tell you what it's like to live with exactly what she's living with. But that means that when there are interested organisations, when there are professional lobbyists, you simply register who pays. And then it'll raise the threshold! If someone pays someone to come here and deliver a message, and they don't dare come because they're registered, I think it's quite interesting. I think it is quite an interesting argument to use against such a proposal that it will raise the threshold for some of the lobbyists, that they will be afraid to come and present their arguments. Then I might think that they should not come and make their arguments known. If a paid lobbyist does not dare to come here and present his arguments because someone is told that he has been here, he should not come. We probably don't think that such a register will be a guarantee of transparency around all the processes, but it might be interesting to know which processes are being moved out, and which meetings are being held outside the Storting because you don't want to be registered. I think the press desk can get a lot of useful information out of which types of meetings can't be held, when they get into a lobby register. The restriction is not difficult. Each representative may do so at each meeting. So it is said that several countries have taken the debate. That's not true. I think it was incredibly stupid – I don't know if it's allowed to say that – but it was a little wise for the Council of State to take over the proposal that came from the Swedish power investigation, which is a completely different proposal from what we have put in. It looks like the whole thing a little bit. One feels that one fights against windmills when first people don't argue for what they stand for, and second, our proposal takes for something other than what the proposal really is. That is what the Council of State does in its answer. I was really very optimistic this summer. I had some faith that SV might be allowed to move a little in the government. The right said in the reading column this summer that this was a good suggestion. I think that might have been a little bit influenced by the fact that the Right had many young idealists in it to write reading articles separately. Maybe you should have heard a little bit about the young idealists in this particular case. The change today is that we are facing an increasingly professional lobbying. We have to meet it with something in order to maintain the openness of our democracy. I would like to hear some arguments as to why it should not be like this when it is so simple and so easy to define. It won't limit anyone, and those that limit, I'd like to see, because it would actually be pretty interesting to know why they don't want transparency around it that they're here. The left has always been in front of us to develop our democracy in relation to the new challenges we face. We're going to keep doing that, but I think today is a pretty big setback.
ParlaMint-NO_2008-11-25.ana.ud2412e1136	No, this has not been a debate for or against lobbyism. I tried as the case rapporteur to explain in my post that there are a lot of positive aspects of lobbyism, but that there are also some challenges. The question is whether a registration system solves the challenges we face, because we can risk lobbying leading to press groups, which can lead to an untimely pressure, a professional and well-paid pressure on us as decision-makers. We see the challenges, but the majority of the committee believes that a registration system is not the answer to the question we are asking about how to meet these challenges. There has also been no debate for or against transparency. The majority of the Committee is in favour of transparency and agrees with the objective of the registration system, but considers that the scheme as such will have several adverse consequences. So, in sum, you've come to the conclusion that you don't want to go into this arrangement. There are young and old idealists in the Committee who see the need to ensure transparency and who are looking for good solutions to ensure transparency, but the registration system is too complex and too comprehensive. It doesn't have to be taken to be negative to openness. We're too open. We just want to ensure transparency. One way to ensure transparency in relation to press groups is to refer to open consultations in the United Kingdom. They're formal. There's a device to deal with this. Many of those who want to say something to decision-makers may be given the opportunity to attend hearings. It is the Storting and the Storing Committees that decide at all times how many and who you want to have at hearings when you open it up. I think that system works well, and I'm glad that those hearings were opened in the last period. There, the Left shall have the honor to have stood on to get to it. So to the post of the representative Kvassheim, who says that the committee treatment was worse than he thought. Now I can't comment on what Gunnar Kvassheim has believed, but something worse than that sounds very demeaning. Then I just have to say that the committee took the time to let the state council come up with an answer, and we could evaluate it. In addition, we received a separate investigation on lobbyism from the Stortingen Investigations Section. We got to see what to do in different countries in Europe and what to do in the United States. So I think that in this case the committee procedure does not deserve that characteristic. We spent a lot of time. We had an open mind. There were several parties who did not know exactly where to land when the proposal arrived, and we took the time to get good advice on the way through an investigation from the Stortinget. Now that we have concluded as we have, I hope that the Left understands that we have taken their proposal seriously. We're always looking for good solutions, and we're still going to be. I would like to make a few more comments. One goes on this with single-citizens. The left claims that it will not be worse for single citizens. Yes, where does the boundary go? Where is the border between lobbyism and single-citizens who make contact? rapporteur, what is he? He's paid by the people to influence the Storting. He doesn't run lobbyism – but where's the line going? I believe that a debt victim who has contacted us wants to be seen as a lobbyist. A representative of an entire group would like to come. I am absolutely convinced that it will be difficult to get a borderline between who are lobbyists, and who are not, when they come to visit the Stortinget or in departments. Finally, I think it seems that this has become a debate on whether SV and Left still agree on the register system. The representatives of the Left have attacked both the Council of State and the SV, and they will have to do so, but in the case of the other parties in the Committee, there has been an open mind. No one has overrun anyone. We have considered the proposal and reached the same conclusion. Regardless of which state council has sent the answer, we have reached a conclusion on what we think is the best answer to this question.
ParlaMint-NO_2008-11-25.ana.ud2412e1162	The left calls for the arguments of those opposed to the proposal. Of course, the argument can be found in the position — well described by a majority of the committee — and can be read there. But when it is presented by the representative Trine Skei Grande almost as if opponents of the Left's proposal do not dare to make their arguments in open spaces – that there is something scary about being against this, and therefore one does not engage in the pulpit – it is of course not right. That's the simple reason for that. There's a broad political majority here that means something other than Left. It is well described in the vote and has not least been presented well by the case rapporteur and is also supported by the Council of State. There has been a debate as to whether SV has been exceeded or vice versa. It may be that SV has been informed on the way. At least I take that into account when I read the letter that came from the Council of State. The representative Kvassheim draws the parallel to the open presidency discussion and says that the left got it right. There was open presidency, and no one is questioning it today. Well, the opponents of open presidency may say that the Left got it right, but perhaps the opponents were also right, because if you look at the presidencies today, they function in many ways as mini-communist and mini-city rulers, where the parties meet and present their positions on a stage, while the actual political discussions, which took place earlier in the Presidency meetings, are taking place in the corridors of the town halls – exactly what the opponents of this proposal thought would happen. That means that this kind of proposal, both the discussion about open meetings and the discussion about this register, are not discussions where you can have a black and white point of view, because both sides have arguments that can be emphasised. In this context, when we stress that such a register will not have the effect that bureaucracy, the work around it, will require, it is precisely from the point of view that we believe that it will in reality not be a squabble against the negative part of lobbyism, that is, where the representatives, for example, will be. are affected by the forces paid and do not dare be open around it. There is only one way to meet this, and it is with clear views from the individual representative of the big business. When you meet a professional lobbyist, you ask who's paying the bill. They ask what economic interests are behind it. In this way, he is – hopefully – well able to assess the message that is coming. I believe that such a register would also lead to a suspicion of meetings that, for some reason, could not take place on Stortinget. The press would immediately be able to question why the meeting did not take place at Stortinget: Is that so, for example. because someone wanted to keep it out of the register? But I certainly believe that the Left also has good arguments for its proposals. It may well be that the Left also gets right in this matter once, but I still believe that the future will show that we, who were opponents of the register, also had something right in our argument against the register.
