ParlaMint-NO_2008-12-09.ana.ud1828e61	The representative Dagfinn Højbrätt, who has been on leave, has again taken the seat.
ParlaMint-NO_2008-12-09.ana.ud1828e1657	The representative Morten Høglund has drawn up the proposals he referred to. It's going to be line change.
ParlaMint-NO_2008-12-09.ana.ud1828e1662	Once again, the Progress Party’s budget is ‘hinside’ of any other proposals put forward here in the Chamber today. I agree that if this is implemented, Norway will still be in the international scandalous hook – I don't think that's the most important point, I'm not going to focus on all the cuts this year either – but then the Progress Party will actually have to increase the rewards in its own budget. It is such that when you read the budget, you can easily compare what is decided from year to year. It's not that easy to compare, it's what the opposition suggests, and it's going to be downgraded. But if you look at the Progress Party's alternative budget last year, and when you compare it with that from this year on, you'll see that there's an area that has a little surprising growth in the path, and it's supported to the UN's Palestinian Refugees' Body, UNRWA, where the Progress Party has five-fold support from last year to this year. Since this has not appeared in any way in the notes or from the speaker's chair, it would be interesting to know what has happened to the Progress Party, as they suddenly feel that it is so important to prioritize this area.
ParlaMint-NO_2008-12-09.ana.ud1828e1669	The representative Akselsen uses words such as ‘hinsides’ and ‘shrinks’. In the case of the ODA share, which others are busy with, we're at 0.62. We're actually approaching the Monterrey requirement – if that's a goal. It's now better than a lot of other countries, which I don't think the representative Akselsen would use that kind of word about. We've done dramatic cuts on UNRWA before. We've changed the cut, it's quite correctly observed. In the past, we have also shown our willingness to adjust our draft budgets in line with what is more realistic to achieve in the budget. I guess our first cut is within such a frame and a correction of what we had before. There is no significant change in policy, but it is simply what is budgetaryly manageable in relation to the changed frameworks that UNRWA will have.
ParlaMint-NO_2008-12-09.ana.ud1828e1676	The Progress Party is committed to contributing to a strong international focus on the fight against corruption. Corruption is theft of the poorest, we're sure to agree on that. I therefore call for the Progress Party in the fight against tax havens – against tax evasion from poor countries. This is a phenomenon that makes the flow of money go from poor countries to particularly rich companies in the north, with no transparency. Without the tax havens, it would not have been possible to hide away the corruption money. The representatives of the Progress Party have previously praised tax havens because they lead to a healthy tax competition. If the representative Höglund agrees with his party traps, I would say that the proposal to alleviate the financial crisis is not a believer, because the fight against tax havens is important for the financial crisis.
ParlaMint-NO_2008-12-09.ana.ud1828e1683	Having a global policy, drawing up a framework for all countries' tax policies, we have not seen good examples of. We don't know if that's useful either. Tax policy is a national issue. That countries have different profiles and different policies in this area, we accept. We think that most of the work in this area is very little feasible. The fact that there is competition here also contributes to the intensification of the interstates. We agree that there are outcomes and examples that contribute to a negative impact on many developing countries in this area, but it is primarily about addressing the administrative systems of these countries – tax collection, the rule of law, etc. – and make sure they see that they have earned their money in their countries. We know that this is a great job to do. We don't think we're going to solve the challenge that Mr. Ågot Valle is addressing here, by proposing to put down the so-called tax havens.
ParlaMint-NO_2008-12-09.ana.ud1828e1692	There is a big difference between the Progress Party and the other parties in development policy. Now the installation was not very surprising, but I have to say that I'm starting to wonder when I read the setting, where the Progress Party says that ‘Un-countries need fair trade rather than aid, precisely in order to maintain self-respect and to avoid being surrounded by merciful Samaritans who are only concerned with putting themselves on pedestals through alms and politically correct opinions’. I interpret the Progress Party so that they think that assistance has been lost, and they don't see that assistance is important in order to get to trading. Can a also interpret the Progress Party so that they think that there is no longer any use for merciful Samaritans?
ParlaMint-NO_2008-12-09.ana.ud1828e1702	Of course, there is a need for merciful Samaritans, but – as we point out – everything in a way. That many from the rich part of the world have had some agenda for their aid exposure, we believe is right. We have, as I pointed out, a total aid budget of NOK 16 billion, as we put it. This does not mean that we reject aid as an instrument, but we believe it has been used excessively as a tool in development policy. This has resulted in many countries, not least in Africa, having a client/sacrifice role that has not served them. Governments in these countries are now more prepared to collect new donor crowns than to create a basis for economic growth in their own countries and for their own inhabitants. It's a negative spiral that we somehow have to break.
ParlaMint-NO_2008-12-09.ana.ud1828e1709	The cord shift is over.
ParlaMint-NO_2008-12-09.ana.ud1828e1712	There are currently an unusual number of assumptions and framework interactions affecting the budget for foreign and development policy. It was clearly expressed during the conference on financing for development in Doha a week ago. In the Norwegian background note, it was stated – as the Council of State did in its good main post – why the aid needs to be put in place in an overall context, including: the financial crisis as well as the food crisis to be relevant, and for the main Norwegian priorities, which are: measures against tax evasion and capital evasion, as well as the need for the regulation of financial markets equality and women's rights climate action where the background note states that aid for development should not be at the expense of development, while the Council of State stated in its statement that climate adaptation and development are synonymous with the need to strengthen the influence of developing countries in the international financial architecture of debt and indebtedness issues; Consistent with the 2009 budget, Chapter 8.2, under the heading «Government's thematic areas of activity»: ‘The Government will continue its work in the main areas of activity where Norway can contribute the most. These are the environment and sustainable development; peace building, human rights and humanitarian aid; oil and clean energy; women and equality; good governance and the fight against corruption; and efforts in the health-related Millennium Goals.» I'm not going to go into the somewhat persistent relationship between the main thematic priorities and the number budget itself. I want to focus on the growing understanding – both at home and abroad – that development policy is much more than aid, and that other factors can be as important as assistance to achieve positive and sustainable development. This was also the main conclusion of the inquiry carried out on development policy in spring 2008, where we also met the fact that the total resources we are going to invest in this work could be significantly larger than today, but probably spread in different budgets. As an example, after the climate agreement, the Right saw that the rainforest rate would be budgeted outside the aid budget and the aid rate. Now that's included. It raises the question of delimitation — but also re-updates the ODA criteria under DAC. It will be clarifying and important for the Ministry to return to Stortinget, for example: in the announced New Year Development Communication — with a deepening of what is relevant to development climate action. I understand that the Council of State sees overall objectives for activities based in the two different departments he manages. However, for Storting’s control function and political governance, it is essential to have clarity as to where the appropriations belong. The difference between the government's thematic areas of activity in the budget and the main priorities presented in Doha also illustrates another growing problem for the Storting and political governance and control. The long lines in this policy area are increasingly the subject of international conferences, which may be the subject of final documents, declarations or communications, where countries agree to commitments and also long-term indicative commitments. The question is whether one then is based on a sufficiently agreed basis at home, or whether the Stortinget, among other things, the annual budget presents a policy which has been given a binding direction in advance. If such a situation develops too far, I realize that the government is not alone with responsibility. It is commendable that the Government is active and driving on behalf of Norway in international processes and is present in key arenas. However, if this approach becomes comprehensive, government and enlargement have a role to play in developing a form of work between themselves that adequately respects the ability of the Stortinge and the ability to control and influence the priorities. In the field of foreign policy, the relationship between the Government’s prerogative and the influence of the Storting is balanced by consultations within the enlarged Foreign Affairs Committee. The development policy area is different. Now there are other limitations to the influence of the Storting. Control and management of new innovative financial instruments is one example. I think about goals, target management, administrative control and audit. It must be an objective that such capital flows are made visible in the public budgets of the beneficiary countries and that transparency is continuous. It does not seem particularly reliable when, according to the daily newspaper yesterday, State Council Solheim will have stated the following about the Norwegian proposal to finance climate adaptation measures in the poor countries of the world – and I quote: ‘The aim of the proposal is to provide secure funding that goes beyond the annual budgetary processes and the ‘clumsy hands’ of finance departments around the world.’ To the extent that new financial instruments are the result of numerous small individual contributions from many individuals to different transactions, I think a should be prepared that there will be similar numbers who expect transparency and feedback on use, efficiency and achievement. Here we expect the Council of State to explain how this is planned prospectively. Some examples from the current year are illustrative. Before the June matt meeting in Rome, we challenged the Council of State on Norwegian main positions in an interpellation debate. Earlier in this period — and in the previous period — the size of the population has underlined the importance of agriculture in development policy as part of poverty reduction, but the Council of State said little about what Norway should contribute, nor does the budget reflect the call of the Storting to focus on agricultural development. The Ministry's answer to the Committee's questions about agriculture, I see as a reference to the fact that in an international division of labour, the other person is able to deal with this. For the Council of State's relationship with the Storting, it should be somewhat problematic. The Accra conference, followed by the Paris Declaration, was held in early September, while the Stortinge feriered. On the other hand, before the Doha Conference on Financing for Development, we went a new interpellation to the Council of State. Even if Doha were to focus on a broad agenda, we would like to make sure that the positive further development of Accra on the effectiveness of assistance, evaluation and further strengthening of the ownership of beneficiary countries was part of the Doha Final Document. Such continuation was also embedded in the Accra Declaration. For Norwegian assistance, Accra says important things about quality requirements in the management systems of the beneficiary countries and that this can be monitored. As a prerequisite for using budget support, the Right considers this to be absolutely essential. In the interview debate, there was broad agreement on the importance of evaluation, efficiency development and capacity building assumptions for recipients, but in Doha Norway did not include this, and Accra is also not very visible in the Doha document. It was disappointing, and I see it as a down-priority on the part of the Council of State. In the field of development policy, the representatives of both government and enlargement are responsible for two different groups: the voters here at home and the recipients outside. Although we can be enthusiastic about new innovative agendas, such as in finance and in climate, it is important to maintain ground contact. Our sponsors simply ask, was there anything out of it in relation to the effort? If we don't have a clear answer to that, it's likely that trust in this policy is gradually eroded in our society. A stronger commitment from the Council of State to the Accra agenda had been a step in the right direction. In conclusion — summary some other important themes in 2009: Right-wing support for the priority of action in Afghanistan, and that reciprocity between military and security activities and constructive civil action is crucial. The Litmus test here is whether the local population feels occupied, or whether someone is increasingly gaining their trust. The participation of Norway in the Congo depends on whether we have suitable capacities. In any case, the assumption must be that the mission is based in the UN, that the African Union is involved, and that the force has a superior size in this difficult land area. In parallel, a coordinated political pressure must be placed on the parties involved, and the world community must have prepared to follow up on a comprehensive humanitarian action. The situation in Congo, Sudan and Somalia is updating the UN’s work on Responsibility to Protect, R2P, in 2009. We expect Norway to engage in the work we see the United Nations intend to do in this area. In the budget, we are sceptical as to whether the situation in the Middle East provides a basis for increased Norwegian efforts. Nothing would please us more than if we were wrong, and if, for example. a new American administration would create movement between the parties. And finally, the right view is that business development is an important part of development policy, but has noticed the different statements about the activities of NORFUND recently. It is particularly important that publicly owned enterprises are aware of Corporate Social Responsibility, and we warn against entering into partnerships that hamper the realisation of such obligations. Right will also inform us that we support the Christian People's Party's proposals for priorities within the now adopted extended framework of Framework Area 4, i.e. Proposal No. 5th@item: inlistbox
ParlaMint-NO_2008-12-09.ana.ud1828e1779	It's going to be line change.
ParlaMint-NO_2008-12-09.ana.ud1828e1783	The representative of Vallersnes is closely involved in development policy and assistance. This is probably also one of the reasons why the Right has followed up the aid policy that has been pursued in recent years. In his contribution, the representative was, among others: be subject to control of the location of the means of assistance. Then I have to ask: is it not very special that the right-hand position in the financial situation cuts the allocation to the Department's administration of development aid by 10 million? NOK and the operating costs of NORAD of 20 million. Do you really want to delete this item? Is not the problem at present that the aid budget has increased sharply, while the management of the aid budget has been still, and that there may also be a problem in terms of effectiveness, in terms of the possibilities for implementation, and not least in terms of control?
ParlaMint-NO_2008-12-09.ana.ud1828e1790	For our part, we think it's possible to streamline the administration in most places, and we can't see that it's happened to the extent that we could expect in those administrations. But I don't want to draw any similarity between that and reducing efforts, for example. against corruption. We are very concerned that in terms of monitoring, evaluation, follow-up of management systems in the recipient countries and those kinds of things, it must be embedded in the projects and programmes initially as part of the cost of implementing the programme. That's what we're missing, and we think it should have been done more. We think it's far too small is prospectively plotted how we're going to do this as part of the activities, and not just as an activity for ourselves at home.
ParlaMint-NO_2008-12-09.ana.ud1828e1795	Marshall Help is considered one of the great historical successes. The help contained both project support and budget support. I see that the Right expresses great concern at the budgetary support practice that we have in Norway. One might also wonder if not all the billions that have been spent in recent years on military assets – such as in Afghanistan and Gaza – could have been used for example. for budget support. But there is another debate. But what we know is that the reason why there is a certain amount of attention around the debate inside this Chamber is that this means something, because money goes through this Parliament. Here in Stortinget, you care from Honningsvåg to Arendal about what's going on. It must also be part of Norwegian aid that he goes through a political debate and creates political processes in the recipient countries. Does the Right not see that this is also a good effect of using budget support?
ParlaMint-NO_2008-12-09.ana.ud1828e1802	An excellent question -- I'm very concerned about the topic. I know that, among other things, SV, quite rightly, has been concerned about the conditionality of assistance and development. In terms of political conditionality, whether it's about free trade or privatisation, I understand that. However, we are concerned that, in terms of the use of budget support, it must be possible, as the Accra Final Document has also formulated, to set quality requirements for the management systems of the beneficiary country, in particular with regard to the economy and financial management, and to monitor the development of quality parameters in those systems. You might not initially have a good enough quality, but you're willing to develop it in the right direction. If that situation exists, we believe that there is also a basis for using budgetary support. But if there's no such situation, and you're not willing to go through a development of the quality of the management systems, we're against using it.
ParlaMint-NO_2008-12-09.ana.ud1828e1809	No more words have been asked for a line.
ParlaMint-NO_2008-12-09.ana.ud1828e1812	We are very pleased that the 1 pst goal will be achieved next year. At the same time, I fully agree with the representative Finn Martin Vallersnes and others who have said that it is becoming increasingly clear that development is about something more than assistance. Evolution is about shifting power. At the conference on financing for development in Doha – there will be many references to this conference here – there was one who said: we don't get what we deserve, we get what we negotiate. In other words, if the poor and poor countries are to make progress, they must be given the strength to negotiate and place at the table they are negotiating. It is good that the narrow circle of countries in the G8 has expanded with central countries, to the G20. But important decisions must be dealt with in the forum where all countries can sit at the table and be present, namely in the United Nations. Nor can we leave the main task of resolving the crises that have arisen after the reigns of neoliberalism to those institutions, the World Bank and the IMF, which, according to Reagan and Thatcher, have practiced neoliberal demands against developing countries. Their demands led to smaller countries, more deregulation and privatisation, less opportunity for the authorities of the sea to find solutions and to be responsible to their own population for the solutions adopted. If the bulk of the funds and measures needed to resolve current crises are mainly added to these institutions, the result may be less legitimacy and less willingness among developing countries to resolve the most serious crisis of all, namely climate crisis. The main work needs to be done in the UN, but it is precisely for this reason that Norway and other countries continue to work to improve the effectiveness of the UN. At the conference on financing for development in Doha, the issue was this: should the financial crisis be followed up by the G20, the World Bank and the IMF, or should the job be done in the UN, as the developing countries are working for? Fortunately, the final statement stated that the financial crisis should also be followed up in the UN, and Norway supported this requirement. Several believe that the financial crisis is only limited in the developing countries. It arose in the rich part of the world, but it is striking hard in the poorest countries, despite the fact that it was not the poorest who contributed to the crisis. But it is, as always, the poorest who pay the highest price when the system fails. Those who were not winners after years of economic globalisation will have to take a large part of the bill in terms of money that would have been spent on securing the basis of existence – food production, clean water, necessary infrastructure, health care and education. The results of financial speculation are reflected in the real economy, into production — for example: in Bangladesh: the textile sector comprises approximately two thirds of total export revenue. Only in September the orders for textiles from the United States and the EU fell by a total of 7 pst. A total of 2.5 million people work in this sector, and most of them are women. If the rich countries fail in the promise to reach 0.7 pst. as a result of GNI in development aid, several countries may fall into declining poverty. That is why it is necessary, not only morally, for rich countries such as Norway to commit themselves and also to fulfil their obligations, and therefore it is particularly important that we achieve the 1 p.m. target in 2009. It is equally necessary for Norway to have a clear voice in terms of global governance, to introduce new mechanisms for new funding, and not least to be a clear and clear voice in the fight against tax havens, illegal capital flows and debt cancellations, including illegitimate debt, as the Minister for Development was exemplary at the recent Doha meeting. Tax Justice Network detects a global tax yoke that is a disaster for the poorest countries. Because of tax evasion and tax competition, they're missing billions of tax dollars. For each krona provided for assistance, ten kronor will go out of the developing countries. Trevor Manuel, South Africa’s Finance Minister, says this: there is a discrepancy between supporting increased assistance and, at the same time, closing the eyes to the actions of major multinational companies that undermine the tax base of developing countries. This is partly due to a tax competition encouraged by the EU, the IMF and the World Bank — a race to the bottom, called it — and partly because 60 pst. international trade takes place internally in large companies and large sums are hidden in tax havens. Obama has said it this way: on the Cayman Islands there is a building that is supposed to house 12,000 American companies. It's either the largest building in the world or the world's biggest tax evasion. It also includes that here is the great degree of secrecy and little transparency. It is hoped that Norway and Germany will have an ally in Obama. This is about the fight against corruption, and it is about taking an important step internationally in a world that has come out of control. It is not least that poor countries should be able to strengthen the resource base and have political scope to govern their own development. Norway and the Minister for Development were also clearly aware of women’s rights and gender equality in Doha. We have dealt with a big deal on this topic, and there was a great deal of consensus about putting women's rights and equality high on the agenda. The Ministry has given a good and thorough account of the follow-up to the budget. I have to say that the U.D. can be a good example of how this can be done. So an improvement area: NORAD's review of the embassies shows weaknesses in how the work is followed up. It should be said that there are some shining examples, but the Committee is clear that this is a management responsibility. We look forward to an active action by both the responsible state councils. It is particularly important that the embassies have good contact with the change actors, and often there will be women's organisations at grassroots level. The Committee has previously concluded that there is a need to develop an environment of expertise which has knowledge of key women’s organisations in the south. FOKUS is already acting as an environment of expertise, and the committee believes that the department provides us with resources to follow up the work. It seems that there is progress in several of the UN's Millennium Goals. But when it comes to the goal of reducing maternal mortality and improving women's health, it goes the wrong way. It's just to hope that one of the first things Obama does is to cancel The Global Gag Rule, which has been a disaster for poor women's lives and health. Women’s reproductive rights and health services related to pregnancy and childbirth, the right to safe and maritime abortions and the fight against gender mutilation are crucial for women’s position of power in society. It is also important to strengthen the work of Security Resolution 1325 on Women, Peace and Security, and Security Resolution 1820, which strengthens the focus on sexualised violence and rape in conflicts. In particular, the situation of women and children in eastern Congo shows this. It is good that the Minister for Development follows up on this in particular. UN. A diversity of high-level organisations and knowledge strengthens our efforts for peace and disarmament. That is why I am pleased that the information work on peace was strengthened by 1 million. kr next year. Civil society has been working for a long time to ban class weapons, and it is a strength that the Minister of Foreign Affairs has taken it further. Peace, the fight against poverty and for sustainable development are interdependent. A new arms race driven by the arms industry and the idea that the fight against terrorism can be won with military power is one of our greatest challenges today and stands in the way of solving the other major challenges we see. Weapons of mass destruction are contrary to fundamental principles of international law. We have conventions against biological and chemical weapons. What is now missing is a corresponding convention against nuclear weapons. We cannot allow nuclear disarmament, whether it be rocket shields, Russian defence, or as part of NATO's strategy. We are pleased that Norway supports the work of an international convention against arms trafficking, because the small arms are the weapons of mass destruction of the poor. So a little treat: In the fall, several of us could experience Ramzi, the artist and the violinist who became known as a young boy as the one who triggered the first intifada in Palestine. Today he runs the music school Al Kamandjati for children in refugee camps. Cultural infrastructure, music for everyone, gives young people the opportunity to express their feelings in ways other than throwing stones. A good example of this, to give dignity and identity, is the UMOJA, the Flying Curtain of Culture, run by the Norwegian Council of Culture Schools. It is incredible that the Progress Party is able to propose to cut every penny in this program.
ParlaMint-NO_2008-12-09.ana.ud1828e1846	The regulatory time for the morning meeting is soon over, but the President will propose that a final reply be made before the Stortinget takes a break until noon. 18th@item: inlistbox - There's no objection to it. It's going to be line change.
ParlaMint-NO_2008-12-09.ana.ud1828e1851	I do not find much of the traditional foreign policy of the Socialist Left in the Committee's position. The NATO resistance of the party has now been replaced by a tribute of NATO as ‘the cornerstone of our security policy’, and it is also stated: ‘The anchor for Norwegian foreign and security policy is our strong support for’, among others. NATO and our close relationship with the EU. SV has traditionally claimed that they have been involved in human rights, and have used this as a reason for, among other things. will be boycotts of Israel. Human rights violations in Iran, for example, are frightening, with whipping and executions by stoning. And in China, it's claimed that maybe 10,000 people are executed every year, without the same response from SV. Will there be boycotts on the SV side from these countries as well? Or if this is a selective instrument from the party, what other reactions do we consider to be to these countries?
ParlaMint-NO_2008-12-09.ana.ud1828e1860	I can assure you that we are proud to be part of a government that moves stones, also in the direction of what SV has done in the past. I can also assure you that we stand by our NATO resistance. But we are part of a government based on NATO, based on the fact that we are not going to be members of the European Union. The replicator may not have fully followed the hour when he claims that we are not taking human rights violations seriously in Iran and China. We certainly do! That's why we're very concerned that human rights violations, for example. women in Iran. But what we see as a paradox is the proponents of the Progress Party for the gross abuse of the occupying party of Israel against the Palestinians and the gross human rights violations being perpetrated there.
ParlaMint-NO_2008-12-09.ana.ud1828e1869	Some rocks seem heavier to move than others, obviously. I became so enthusiastic about the line I got from SV instead, that I just have to follow up with SV's representative. It concerns budgetary support and its assumptions. Does the SV agree, as stated in the Accra final document, that with regard to the use of budgetary support, it is appropriate to impose certain requirements on the recipient in the form of quality monitoring of their management systems and that some conditionalities are, in fact, attached to the development of the quality of their own systems, as a basis for obtaining that type of assistance transfers?
ParlaMint-NO_2008-12-09.ana.ud1828e1878	The innovation that comes in the final document from Accra is a strong commitment to civil society, to grassroots, as an inspector to the authorities. Given that perspective, budget support and not least ownership are an important principle that we support. But it must be assumed that grassroots, the parliaments, are included, both in terms of dialogue on development, and also as an inspectorate with other control bodies. Then, too, in the follow-up to the Doha Round, we were occupied by the large capital flows of developing countries.
ParlaMint-NO_2008-12-09.ana.ud1828e1886	The representative of Valle, in her statement, referred to the position on women and assistance, which she carried in an excellent manner on behalf of the Committee. She showed, among other things: to the need for embassies to follow up the leadership given by Stortinget. I expect that the Council of State has taken a serious and significant responsibility for that. But perhaps the representative Valle should be a little more concerned about how the Council of State follows up the part of the efforts to lift women in developing countries and is about education. Of course, we agree that education is a very central strategic effort for women in developing countries. What will the representative, Valle, do to ensure that education is consistently downgraded as a share of aid under this government?
ParlaMint-NO_2008-12-09.ana.ud1828e1893	I am pleased that the representative Højbrätten fully agrees that the embassies should be followed closely as to how they safeguard the good position we were together to make with regard to women's rights and education. When the representative claims that education is being prioritised, it is not in line with the information that is now coming about that more and more girls are receiving education, and that it is much better to achieve the Millennium Goals on Education than in other areas, such as education. abstinence. It is a fact that we provide a great deal of assistance for education through, for example, the use of the Internet. UNICEF. It's not just the bilateral donations that apply, it's also what is being given through the UN. Then there will be a large conference now in December that will show that this government and this Minister for Development take this seriously, because that is the basis for all other developments.
ParlaMint-NO_2008-12-09.ana.ud1828e1900	The queue changes have been completed, and the size is now paused. New meeting will be scheduled at 2.30 p.m. 18, and the first speaker at the evening meeting is Dagfinn Højbrätten.
ParlaMint-NO_2008-12-09.ana.ud1828e1933	Before we move on with the debate, the President has an important piece of information. As most people will be aware, there has been a fire in the basement region of the main building earlier today. It was triggered by drilling in a power cable. In order to replace the damaged cable, the power in the landfill building must be disconnected while the work is in progress. Shutdown time will be reached 24.00 tonight, and the work is estimated to take a few hours. Emergency power unit will be connected, but it will only supply, for example: required light. This means that most computers in the offices in the landfill building will not be able to use after 1:00 p.m. 24.00 and beyond at night. So it's just the big building that's affected, not other buildings. The President hopes that this will be acceptable to the representatives. It can be nice with some candles – and pen and ink give Christmas spirit.
ParlaMint-NO_2008-12-09.ana.ud1828e1940	In the light of the power outages, we're going to try to limit ourselves in the debate here, so that we don't provoke too long outbursts. The large amount of money in the Ministry of Foreign Affairs budget goes to Norway’s assistance to developing countries. Norway has a strong tradition here as a solidarity nation. Our nation is well known for its efforts to give the world's poorest people a better future, to contribute to conflict resolution and peace and to fight for democracy and human rights. It has to remain the characteristics of Norway. In this context, the Government’s proposals for the 2009 budget for assistance constitute a paradox. On the one hand, it gives a great growth in the allocation framework, which I have given, and will give, honor for. On the other hand, most of the increase is taken by measures for asylum seekers in Norway and, secondly, the new climate project to reduce greenhouse gas emissions to the atmosphere. In total, this is so intrusive as to ensure that other aid activities in developing countries maintain their real value if price increases are corrected. In fact, a majority of the classic development aid budget chapters come out with direct cut or real decline. It's been a long time since such stagnation was the case. Even among the government's five priority areas, some come out with decline. And for the first time in this ageing period, the government initially gives no idea of the amount of additions given in the five priority bet areas. This shows how insistent it was finally for poverty-relieving aid to developing countries, although the overall framework is thus increasing dramatically. On the part of the Christian People's Party, we proposed to increase the aid framework by 331 million in the budgetary position of the Committee on Budgets. kr in addition to the Government's proposal. Together with re-disposal from objectives here in Norway for purposes in developing countries, we increased aid activities in developing countries by well over half a billion dollars. That's how we removed the real cuts on many, but not all the budget chapters in the aid area. Christian People's Party proposals would include, inter alia: increased efforts in Africa by around 450 million. kr and increased the efforts of voluntary organisations by around 150 million. kr. The Christian People's Party's proposal to increase assistance beyond 1 pst. gross national income fell in Stortinget. In the position of the Committee on Foreign Affairs, therefore, the Christian People's Party proposes redeployments that will provide Africa with well over 200 million. kr more and non-governmental organisations around 100 million. kr more. In the sector, we're increasing education aid by 100 million. DKK, health and vaccine of 100 million. kr, and we are also increasing the neglected effort for agriculture and food security. As usual under the red-green majority government, the Stortinge Room is to change the budget little. However, one of our proposals – which only the Christian People's Party supported in the financial position – has received a majority in the position of the Foreign Affairs Committee. This is our proposal to increase support for the Peace Corps by 5 million. to ensure that training is also provided by those in charge of the new ESTHER exchange programme. We are pleased with this impact on the important work of the Peace Corps. The Christian People's Party is also involved in the majority that gives 1 million. extra to organisations working for peace and human rights, and we are part of the majority that will have better training in Norway for minor asylum seekers. When the Government, by Minister of Finance Kristin Halvorsen, presented the state budget in this room, she said quite erroneously: ‘We prioritise international solidarity by being the first government to reach the goal of using 1 pst. of assistance gross national income.» This is a double mistake, and it is not going to be more correct that it has been repeated by the committee chairman here in the debate today. Other countries have granted at least 1 pst. by GNI for aid before, and secondly, by the changing Norwegian Government for a long time, from the mid-1980s to the mid-1990s. It is also wrong to say, as the representative Akselsen said, that the government is delivering the Soria Moria declaration. Because it says that you have to achieve the goal of 1 pst. of GNI and then escalating aid further during the period. The last one isn't done. They had the chance, but voted against when the Christian People's Party proposed 1 pst last year. of GNI for assistance, and also voted against when we recently proposed to increase assistance beyond 1 pst. So far the framework for the aid budget. What about the device? Here are some major trends that need to be noted, and I want to highlight three. Firstly, a weaker focus on poverty. We see this primarily in a lower priority for the poor countries of sub-Saharan Africa. Instead, we have seen trends in less geographical concentration of aid under this government. Secondly, the downgrading of education. It was a unanimous foreign committee that in its time supported an increase in the share of education aid in the aid budget. It reached 13.5 pst. in 2005 – i.e. before the government change. During this large-scale period, the Foreign Affairs Committee has called for the stepping up of training aid, as it does in the budget setting of the year. Unfortunately, however, every year the Government has proposed budgets that deprioritise aid for education. In two years — from 2005 to 2007 — the share of education aid was reduced from 13,5 pst. to 10 pst. of Norwegian aid. Continuing the trend, the share of education aid will be halved when the accounts for the last two years of the period are settled. That's what happens in the middle of the period when we had to follow forcefully the UN's Millennium Goals, where access to education for everyone is one of the main things. Thirdly, climate action is not granted as requested by the opposition parties in the climate agreement. It is paid within the framework of assistance, so that targeted development measures in developing countries now have a reduced share of gross national income compared to the last few years. Concrete measures to help vulnerable populations in developing countries with climate adaptation measures have long contributed through Norwegian assistance, for desertification and climate change are nothing new under the sun. The main purpose of such assistance is social and economic development in developing countries. The new initiative is where the main objective is to reduce greenhouse gas emissions in the interests of the global climate. The Christian People's Party is a driver of this, and we were with the Left and Right to press the Government to accept this in the climate agreement a year ago. But we had hoped that the part that goes beyond what can rightly be called climate adaptation would come in addition to the ordinary assistance. The United Nations Convention on Climate Change also establishes the principle of additionality. We believe it can be difficult for developing countries to participate in large-scale climate action if they see that the money for climate action leads to other, genuine aid receiving a decreasing share of the gross domestic product of developed countries. The poorest countries will again be the biggest losers. Global climate action is likely to go mainly to more industrialised countries. This could be a serious issue at the Copenhagen climate summit in spring. On the part of the Christian People's Party, we want the question of additionality to be thoroughly addressed in the big news that the Government is presenting in the New Year. On such a basis, we need to assess whether the Storting should provide additional appropriations in the revised national budget to demonstrate that Norway is serious about the addition of climate action to established levels of assistance. Other speakers from the Christian People's Party will address other issues in the budgetary position, including: in the case of the north areas, where an overall opposition has taken place for a stake in the plans for a transport corridor east-west of Narvik. It is an important matter that I hope the Government will follow up. We will also come back to other aspects of the aid budget in later articles. Let me stress that we, on the part of the Christian People's Party, are pleased with the support provided by the Right Subsidiary to the distribution that we propose within the allocated framework of the Foreign Affairs Committee. I expect the President to put up the vote so that it is possible for more people to vote in favour of that proposal. Otherwise, I take up the proposal of the Christian People's Party. I also refer to proposal No 1, which is a joint proposal from the opposition parties.
ParlaMint-NO_2008-12-09.ana.ud1828e1990	The representative Dagfinn Højbråten has taken up the suggestions that he referred to. It's going to be line change.
ParlaMint-NO_2008-12-09.ana.ud1828e1995	The government and the Storting must ensure that there are opportunities to evaluate and measure the results of our comprehensive assistance. The Christian People's Party criticises in the vote that Stortinget has not received satisfactory reports of aid results. Norwegian aid organisations make a huge effort in the area of assistance and manage billions. In the vote, the Christian People's Party is the only party that will not make demands on the aid organisations in terms of efficiency and performance measurement in the use of funds. Why?
