ParlaMint-BE_2015-10-28-54-commissie-ic262x.u1	Questions Nos 4227 and 4228 by Mrs Fonck are converted into written questions.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u102	Mrs Lanjri, I am well aware of the problems and their consequences for the many people who have already retired. It goes without saying that successive reforms of pension legislation have required important adjustments to the calculation programme and the notifications of the final pension decision. Since 2013, the reforms have brought with them an influx of new questions, both from citizens and from public sector employers. This should take account of the fact that an increasing number of applications are handled by a limited number of staff. The only cases where a delay is identified by the PDOS concern either situations where the pension can be granted only after its starting date or cases where the employer has been delayed in passing on the elements that form an electronic career file. It may also be that the person concerned himself late has submitted his application for a pension. The PDOS does not have figures on these cases, but the number remains marginal compared to the total number of pensioners in the public sector. With regard to the RSVZ, you should know that the files for which a final decision cannot be made in time concern pensions starting from 1 January 2015. These are, in particular, the retirement pensions and pensions of divorced spouses, as well as the files on which a transitional allowance is to be calculated. The RSVZ has taken approximately 23 000 provisional decisions on these dossiers. Since the end of September, the regional and central pension services of the RSVZ have started making final decisions in the relevant files and are making every effort to overcome the backlog. The RVP has no delay in deciding on employee pension calculations. The structural solution to improve the period of data exchange between pension organisations is the pension engine. This ambitious project includes the three major pension institutions of the first pillar, the PDOS, the RVP and the RSVZ. By means of a permanent exchange of career data that opens up a right to a pension in the public sector system, in the system of employees and in the system of self-employed persons, citizens can obtain online an estimate of the date on which they are admitted to early retirement, in any pension system, early 2016. An estimate of the pension amount to which the person concerned is entitled is then given at the beginning of 2017. In the case of a mixed career, pension institutions will also benefit from this exchange of information, which will allow the decision to be speeded up in each institution concerned. Finally, I can inform you that the RVP confirms to me that the processing of the electronic validation of those files is currently being tested, together with the RSVZ. A special set-up is planned during the month of November. In the meantime, decisions are taken retroactively by the RSVZ in the bosom of the National Pensions Office. If you would like more information on the self-employed, please contact Willy Borsus, Minister of Self-employed.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u103	Thank you, Minister, for your reply. You have said that the 23 000 files that have received a provisional estimate have begun to receive a definitive reply. Can you tell me when that delay will be eliminated? People simply want to know what final amount they will get. That is the most important question. When will the 23 000 files which have received a provisional amount receive a final amount?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u104	That is a question for the Minister for Self-employed, because the 23 000 preliminary dossiers concern the self-employed.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u105	Then I will address that minister, but it is about cases of a mixed pension. It is not normal for people who have been retired for almost a year to still receive an advance on their pension. We wouldn't want that either. Nobody wants that. You're Minister of Pensions. Perhaps you could discuss this question with your colleague. It's not about an individual case. It is a general matter. 23 000 files, that's a huge number.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u106	Minister, it became clear in August that the government agreed in the negotiations on the budget and the tax shift that EUR 400 million should be saved on civil servants' pensions at the end of the legislative term. You confirmed that there were savings plans, but you also mentioned that negotiations with the social partners had yet to begin. In light of what is in the newspapers today, in particular that there is an effective deficit of EUR 2 billion for the tax shift, I think there are many officials concerned about their pension. That is why I have the following questions for you. Have the negotiations with the social partners produced any results? Can you confirm or deny, possibly give a figure, whether or not savings are planned on civil servants' pensions in 2015 and 2016? I see all three of you nodding. It concerns a Belga message sent on 4 August.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u107	I would like to thank Mrs Temmerman for her question, which once again gives me the opportunity to confirm that, contrary to the reports published in the press in summer, there is no saving of EUR 400 million on public sector pensions before the end of the legislature. I continue to follow my method of involving the social partners closely in the reforms. This will also be the case for the reforms still to be implemented under the government agreement. For example, issues related to the taking into account of work and the harmonisation of Diploma Bonification Schemes which also concern the public sector pension system will soon be examined by the National Pension Committee. As regards the introduction of a mixed pension, this will only take place after the social dialogue and in parallel with the introduction of the second pillar pension for the contractual pension of the public sector. Therefore, no additional savings are foreseen for 2015 and 2016 as regards public sector pensions.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u108	Thank you, Minister, for the answer. For me, however, it is quite unclear. You say that while there is no savings of EUR 400 million, there is a saving. Then you say that there is no saving in 2015 and 2016. But possibly in 2017 and 2018, there may still be savings. You're just saying there's no agreement yet on the amount. It may also be EUR 800 million, but it is not EUR 400 million. You're nodding, aren't you? Okay. In the case of diploma certificates, I would like to remind you that during the discussions you said that for the calculation of the pension the diploma will still count. Stay with this, or it will be placed in the balance. For the career, the diploma certificate is abolished but for the calculation of the pension the diploma certificate would still count. Will you stick with that?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u109	We will achieve harmonization of the three regimes. We are going to set up an egalitarian regime.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u110	Mr President, in the debate on pension reform, you said that the abolition of the diploma bonus is about career. However, it is not about the calculation. Diplomacy for the calculation thus remains.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u111	Yes. That's what exists. We didn't touch it. But in the future, we will work towards the harmonization of the three regimes.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u112	So we can touch it!
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u113	No. The harmonization of the three regimes will be affected. This means that the conditions for qualifying for graduation in the calculation of the pension are likely to be changed. But this does not mean that the possibility of including these years of diploma in the pension calculation will be eliminated.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u114	This could decrease.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u115	I don't think so. This will become an opportunity according to the wishes of the people. They will be free to include or not include these years in the calculation of their pension.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u116	All right. Thank you for the answer.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u117	Minister, I must refer again to the debate on pension reform. It is also in the coalition agreement. I quote: 'The objective criteria will be established on the basis of which a list of heavy-duty professions and preferential tantiemes may be reviewed'. It is up to the social partners at interprofessional level to determine which professions qualify as a heavy occupation. During the nightly discussions on pension reform, you confirmed that, but you also said that this should actually be there by the end of the year. It is now almost November and we should know which direction we are heading. Can you give me an update on the definition of the list of heavy-duty professions? In any case, this will have a financial repercussion. Is there any additional funding foreseen to cover the pension expenditure associated with the list of heavy-duty professions? Is there a closed envelope funding? Are you still planning to adapt the pension reforms approved for the summer of 2015 to the list of heavy-duty professions? That was the intention at the time, is this still true? I see you shaking, so the answer is probably no. If there is no agreement before the end of the year, what will you do? We have good hopes, because we have seen that an agreement is possible, now on the second pillar. The social partners have proven that they can do it, so let's hope they can do it here. If you don't, the question is what you'll do. Will you yourself suggest amendments to Parliament to protect the heavy professions from the linear increases in age?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u118	Mr President, Minister, in the context of the discussion of the draft law raising the retirement age to 67 years and raising the age and career conditions for early retirement, you have frequently referred to the establishment of a list of heavy-duty professions by the social partners. What is the state of play, Minister? When should the social partners complete their work? What will be the consequences of that list? Does a heavy occupation mean less stringent age and career requirements for the retirement, or does it mean a bonus for the pension amount, or does it mean both? Can you explain the philosophy behind it?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u119	Mrs Temmerman, your question on progress in the pension consultation has been added to these questions. May I assume you've already explained it?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u120	Yes, Mr President.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u121	Then I give the floor to the Minister for his answer.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u122	Mr President, in accordance with the government agreement, I asked the National Pension Committee to first develop the criteria for defining heavy work, both in the public and private sectors. The Executive Board of the National Pension Committee has decided to set up in its lap a Committee on the Gravity of Employment, which will be responsible for the formulation of proposals on the basis of which those criteria can be determined. I hope that the social partners can reach agreement as soon as possible, although I am aware that this task, which was first entrusted to the NAR, is a real challenge. In fact, in a second phase, I still intend to implement the coalition agreement which provides that workers who benefit from a recognition of the gravity of the work will benefit from more advantageous arrangements for early retirement or for receiving a higher pension. The government will determine the budgetary resources that can be allocated to the introduction of these facilitations.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u123	Minister, I have not been given an answer to my question as to whether you intend to submit a proposal to Parliament yourself if the social partners fail to reach agreement? That proposal would contain both elements, namely an early retirement and an increase in the pension, and would contain a definition of heavy work with a corresponding list. Is that what you're up to?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u124	I didn't say that.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u125	No, that's a question I'm asking you.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u126	I don't mean that. I don't want to provoke. I believe that the social partners must be allowed to assume their responsibilities today.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u127	Minister, I thought your answer would be longer than that!
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u128	What is clearly stated is stated in few words!
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u129	Minister, I would like to make another attempt. Do I understand correctly that it is your philosophy that someone who has a heavy occupation will have the choice between either early retirement or a higher pension? So that person will be able to choose?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u130	Yeah, I think that's a good method.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u131	That's a clear answer. You are sticking to that choice, even if the social partners come up with another suggestion? That's the philosophy of the government?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u132	I'm paying attention.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u133	It gets better and better as time goes on. Thanks.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u134	Mr President, may I ask all my questions about supplementary pensions at once? They are not really about the agreement, but about supplementary pensions.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u135	Yeah, okay. We shall therefore add the questions put by Mrs Becq, Mr De Roover and Mr De Vriendt on the same subject.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u136	Mrs Temmerman, you have the floor.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u137	Mr. Chairman, I'm starting the marathon. I'll make the explanation very brief. We all know that there is an agreement by the Group of Ten and that the Prime Minister has confirmed that this agreement will be implemented. Mr Minister, my first question is how an employee will be able to keep an overview of the minimum annual returns from the past. A distinction will be made between the past return and the future agreement. In what way will the employee be able to keep the overview? Are they entitled to the minimum income from the supplementary pension? In what way will you ensure that there is sufficient transparency about these minimum returns from the past for each individual? A second question concerns the fact that insurers have insisted on reducing the agreed return. Today there are insurers who pay the supplementary pension at the age of 60 due to the low market rate, regardless of the beneficiary's preference. The result is that the latter always has to pay the highest tax rate. Insurers make use of this option because they have still contractually determined that the payout should be made at the age of 60. What will you do to stop this practice so that employees are no longer obliged to raise their capital at the age at which they are taxed at the highest tax rate? The next question, Minister, is linked to it. We know that the government agreement states that there must be a generalisation of the second pillar of pensions. In the light of this agreement on the adjustment of the minimum return, I have the following questions. How will you ensure that there is an increase in the use and level of payments in supplementary pensions, given that the attractiveness of additional deposits is reduced by the changes in the minimum return? What concrete plans do you have to generate additional payments on supplementary pensions? In your policy paper of November 2014, you talk about encouraging public authorities to make additional efforts to build up the supplementary pension for contractual staff. What is the state of play in this respect? You referred to it earlier in your reply. In the same policy paper, you also discuss the challenge of the social partners to achieve a contribution level of at least 3% of wages in the long term. What is the state of play in this respect? The government agreement states that the government will examine the strengthening of the third pillar. In what direction do you or the government wish to adapt the third pillar? Will you also advocate a fixed minimum return in the third pillar or an increase in tax deductibility? An agreement has been reached on the reduction, but that was mainly the demand of insurers because they said that they no longer came from the costs. It is necessary to have transparency about the costs that insurers charge. Are you prepared to go into that? If necessary, I shall ask again about the different costs. Experience shows that different insurers have different costs and that they are very different. That's not normal. Do you consider the adjusted minimum return of 1.75 % as a net return, so no more costs can be charged? Will you also investigate how the exit costs that insurers charge to employers can be adjusted? There is also a need for an adjustment in this area. Are you prepared to give more freedom to the supplementary pension market now that the minimum return guarantee has been adjusted downwards, for example by adjusting the costs of administration and the exit by law? I have a few more questions about the profits that have been made in the past. The insurers now say that they can't pay it because the costs are too big, but what happened in the past with the profits, one can only guess. Are you prepared to investigate what happened to those profits? Did they build up? Are they in the insurance companies or are they just paid out to the shareholders? Secondly, do you have figures on the effective accumulated returns of the insurance companies' past? Finally, will you take the initiative to make the yields paid more transparent, in particular the part of the yield paid which may be above the minimum return? If that is higher, a supplement can be added. That's what the agreement says. However, it requires a high level of transparency for insurers to release their returns and to be able to make that calculation. I think a number of decisions will have to be made there too.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u138	Minister, following Prime Minister Michel's explanation in plenary on 22 October, I have a number of questions to which he has not replied. The Group of Ten has therefore reached agreement on the revision of the supplementary pension. Can you give a detailed overview of the changes, including technical ones? I would also like to receive an overview of the transitional measures for existing contracts. How will the agreement reached ensure that workers continue to benefit from the long-term parking of part of their wages and supplementary pensions, as the guaranteed return falls significantly? Finally, is it still your intention to have a higher percentage of wages paid into the second pillar? How are you going to do that?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u139	Minister, we are pleased that the agreement is there and that it is being followed. However, I still have a number of questions, including those relating to death cover. The agreement provides for this, but there are a lot of sleepers there who do not even know that their capital may be at risk when they die. Are you taking initiatives to inform these people or to make it possible for some sort of coverage to be achieved? Another question concerns the moment of withdrawal of the supplementary pension, as Mrs Temmerman also referred to it. It is, however, planned to link this further to the age of the early retirement pension in the long term. That seems logical to me, but we are being asked by worried people who have already committed themselves and by the group of active people who are not so far from retirement age. There are also questions about existing contracts which end at the age of 60 and where the amounts should be taken up. What happens to that? So I am talking here about the contractual clause in relation to the legal provision. It is important to find a solution to this. Perhaps we should take a good look at the problems that still exist in relation to supplementary pensions. I have just heard you speak in reply to a question about civil servants about an adaptation of legislation to supplementary pensions and about social dialogue. Perhaps it would be a good idea to draw up an inventory and see how additional adjustments needed should be made.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u140	Minister, we are all touched by the agreement on which the various speakers have spoken. For example, we have questions about transparency, as Mr Temmerman now has questions about it. This transparency is very important to monitor the reliability of the system and to increase confidence among those involved. The agreement revised the unrealistic guarantee of return in the existing WAP, as it threatened to make the whole second pillar system unbelievable, to the detriment of all stakeholders. The government has committed itself to implementing the agreement in its entirety, and this deserves our support, as has just been said. The fact that the guarantee of return will become variable and therefore more realistic in the future should be the case. The fixing of a fixed interest rate over a very long period runs counter to any economic logic. That being said, the employee is, of course, entitled to a sufficient return to keep the formula interesting as a supplement to the statutory pension. That's the whole system's intention. In point 2 of the social chord a formula is devised to calculate the efficiency using a number of parameters. Point 3 of the agreement provides for a band for that variable rate, with a minimum guaranteed rate of return of 1.75 %. It seems logical to me that a minimum rate of return should be imposed, but there is also a maximum rate of return of 3.75%. I have talked about this with a number of people from the field and there is a great deal of uncertainty about it. Minister, I have two questions for you. In the case of an inflation rate of 2% considered normal, a maximum return is 1.75 % in real terms. However, when inflation increases, an insured return of 3.75% reduces real interest rates. There is then a fear that the upper limit of the agreed band means that the employee cannot benefit from a higher market rate. This fear is expressed by many people. Can you explain in a technical way how to interpret that maximum return?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u141	As the Prime Minister said, the government will implement the agreement of the Group of Ten in its entirety, including the section on supplementary pensions. In order to implement the Agreement, the Government has agreed with the Group of Ten to work together on the practical implementation and implementation of the Agreement. Government engineers and the Group of Ten will work together to that end. I would ask for a little patience for the technical clarification, because the technical implementation of the agreement still has to be done.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u142	With regard to the information on the minimum statutory guarantee provided to the member, I can inform Mrs Temmerman that the supplementary pension law already provides information on the guaranteed amount on the basis of the minimum return and this through the pension sheet. I would like to inform Mr De Vriendt that the agreement reached relates to the minimum protection of members of the employer's liability. In addition to this protection, the employee still enjoys the real returns of pension institutions. Moreover, this minimum protection, which was decided by the Group of Ten, remains interesting compared to the current low interest rates. For the rest, I can confirm to Mr De Vriendt that the government agreement stipulates that the social partners will be asked to determine a percentage of wage increases which can be used for contributions to supplementary pension plans in order to achieve the contribution level of at least 3% in the long term in each sector. The time of payment of supplementary pension benefits is currently determined by the pension rules. The Act on supplementary pensions merely provides that this payment may not be carried out before the age of 60. If the payment, as you indicate, is made at 60 years, this is most likely because the final age, as defined in the pension regulations, is fixed at that age. The question you are asking underlines the importance of the measure which I am considering and on which the social partners have expressed their views in the agreement of the Group of Ten. As you know, I am considering the time of payment of the supplementary pension corresponding to the time of payment of the statutory pension. In this context, I will examine the cases where pension plans still provide for a retirement age of 60 years, when this age no longer corresponds to the policy of the government which wants to keep employees longer in employment. I confirm that I will continue my efforts to increase not only the number of fellow citizens building up a supplementary pension but also the amount that every fellow citizen is building up. As I will explain in the context of my policy paper, I will take steps to achieve this. I will, together with Minister Borsus, introduce the possibility of a supplementary pension for the self-employed, natural persons. Moreover, I will create the possibility for workers to freely build up a supplementary pension. The file on the building-up of a supplementary pension for contractual staff of the public sector is under preparation. In the context of the negotiations for the next inter-professional agreements, following the negotiation of each inter-professional agreement, I will invite the social partners to determine a percentage of possible wage increases to be allocated to the second pillar so that an amount of 3% can be achieved in the long term in each sector. As far as the third pillar is concerned, I would like to draw attention to the fact that this question concerning the prudential framework does not fall within my competence but falls within the competence of the Minister for Employment, Mr Peeters, and the question concerning the fiscal framework falls within the competence of Minister Van Overtveld. I have asked the social partners whether there should be no transparency of the costs to account for the part of the gross financial return consumed by the management of the pension commitment. In the context of the agreement of the Group of Ten, the social partners do not have an answer to this question. In the short term, therefore, I shall give priority to the implementation of the agreement of the Group of Ten. As I have already indicated, in the coming days, the engineers of the government and the technicians of the Group of Ten will jointly implement the agreement reached. I would therefore ask you to show a little patience in the technical explanation. With regard to the costs of retirement which the insurers ask employers, I can tell you that this is part of the prudential rules of the insurers, which is not within my remit but is one of those of the Minister of Work, Kris Peeters. With regard to your last question, Mrs Temmerman, I refer to my answers to questions 1 and 3. I have already answered the questions on past profits in my reply to the written question No. 36, which I was asked by Mr Hedebouw. I hereby hand you a copy of my reply. As far as life assurance is concerned, financial income should be reduced by management costs and technical commissions to be established on the basis of prudential rules, in particular in order to maintain guaranteed interest rates up to the end of the contracts. Then I come to tax burdens and other exceptional costs. If the operating result is positive, part of it is distributed as profit-sharing in the contracts and another part is held as a reserve for future profit-sharing and as a discharge of future losses. A final part is allocated to those who have borrowed sums to build up equity, as these funds represent risk capital. For further information on operating results resulting from life assurance activities and their purpose, please refer to the annual accounts deposited by insurance companies with the National Bank of Belgium. I would also draw your attention to the fact that this matter falls within the competence of my colleague, Mr Peeters, since it concerns the activity of insurance companies. With regard to the rates of return, I also replied in the context of the written question No. 36 by Mr Hedebouw. I can tell you that the assets relating to the supplementary pension activity and their return are not listed separately in the reporting of insurance companies deposited with the National Bank of Belgium. This also falls within the competence of my colleague. As regards the distributed return above the minimum return, the member is already provided with this information via his pension sheet, as the amount of the reserves acquired contains the return granted by the pension institution and the minimum guaranteed amount is shown. The member may, by making a difference between these amounts, identify the return which, if necessary, exceeds the guaranteed minimum return. In reply to your question, Mrs Becq, I can say the following. In fact, the Group of Ten agreement only provides for death cover for new sleepers. In the very near future, therefore, I will concentrate primarily on the implementation of the agreement reached. Nevertheless, I would like to draw attention to the fact that, in implementation of the Law of 15 May 2014, members will be able to have a global idea of their supplementary pension rights, including the expected benefit in the event of a possible death, through the consultation of the supplementary pension database that will be accessible through a secure internet application from the end of 2016. With regard to the measure I intend to take, which is to provide for the payment of the supplementary pension at the time when the statutory pension takes effect, the social partners in the Group of Ten have expressed their views on transitional measures. In accordance with the government's commitment, I will integrate these transitional measures into the draft law that I will submit to the Council of Ministers in the coming weeks. Moreover, under this draft law, I will examine the question of pension plans which provide for an exit age of 60 years, although this age no longer corresponds to the government's policy of keeping employees longer at work. In reply to your question, Mr De Roover, I have the following to say. As part of its agreement, the Group of Ten decided to link the evolution of the guaranteed return to that of the OLO at ten years, with a minimum of 1.75 % and a maximum of 3.75 %. The Group of Ten has therefore decided not to link evolution to inflation. It is about the choice of the social partners that the government has said it will respect. The agreement reached relates to the minimum protection of members of the employer's liability. In addition to this protection, the employee always enjoys the real returns of pension institutions which could be higher than the result of the maximum limit of 3.75 %. The latter is more than the current interest rate of 3.25 %. That is the answer to your question.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u143	Mr De Vriendt asked him to apologize, because he had to leave urgently. He will take note of your reply in the report.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u144	Minister, you have tried to give an answer here and there. I understand that a number of technical clarifications cannot yet be given, but people are concerned with these questions. You did not really answer the question of how the employee will retain the overview he had so far with the old WAP. As far as the timing of payment is concerned, there is a link with the contract, Minister. There is, anyway, but a lot of people prefer it not to be paid out now, but later. In view of the rise in retirement age, this does not make any sense either. We must look at how this is going to be dealt with. You said that, according to the government agreement, you really want to go for the supplementary pension. You also want to see a large part of the supplementary pension in the wage negotiations. With these low interest rates, that will be very difficult. People would get it better in pay and invest it elsewhere, as it is now. In the past it was also much more than 3.25 %. I have read your answer very quickly now. In fact, it is not possible to determine how much return there has been. Of course, that cannot be verified, because it has been much higher in the past. This is a problem.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u145	The tax advantages are very important.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u146	It depends on how and how the money is spent. We want to be part of the second pillar of supplementary pensions, but you still need to take a number of measures to make it more attractive. With such low interest rates, people will rightly choose their money in wage negotiations. I really believe, Minister, that transparency should be maintained. There is no transparency about the costs and not about the returns, but the government immediately responds to the calls and the bullshit of the insurers that they are supposedly not gonna make it anymore, without identifying those two aspects. Actually, that's not correct. There must be transparency about these costs. The differences are too great to say that the costs are real. I would ask you to take an initiative in this. Mr President-in-Office of the Council, ad interim, I have already asked for a separate committee session to be held on the whole issue of the second pillar and supplementary pensions. Now there's a deal. I understand that a number of technical matters still need to be worked out, but after that we need to have a special session on technical questions on supplementary pensions. As far as I am concerned, the people in the insurance sector are also present. They can explain where the problem lies with employers and employees. I hope you will pass on my question to the President. I have already mentioned this at the Conference of Presidents. I have not been asked to set up a separate committee for this purpose. But it has been said that it was possible within the Social Affairs Committee. I suggest that, in agreement with the Minister, we reserve time within this committee.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u147	I would never have thought that such a heavy responsibility would be placed on my shoulders, but this proposal could be considered in the course of the work. The problem concerns not only insurance companies, but also pension funds.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u148	Mr President, Minister, thank you for your reply. I understand that all the details are not yet clear and that you want to implement the agreement first. The concern of those 60 years remains. The honourable Member has also referred to this issue and you have already replied to it. On the one hand, there are people who want to postpone the payout until after the age of 60, on the other hand, there are people who, for example, are diagnosed with their 59th cancer and wonder if they would postpone it because they have no death cover. This uncertainty and uncertainty in different situations is very strong. I think that is a good thing, because that means that people are working on it. It is therefore all the more important to give reassurance and security. I suspect that this has been one of the reasons for reaching an agreement on supplementary pensions. There is also a demand for transparency with us, including as regards the cost structure. People want more information about the supplementary pension. You have just referred to Sigedis, but the information must also be easily accessible. When the negotiations were still under way at the social partners' level, we were certainly not in favour of holding discussions, hearings or in-depth questions and discussions here in committee. We weren't asking for a special committee either, but we would like to have an afternoon or a day with all the partners, insurance, employers and employees, where we can answer all questions, get clarity and give the concerns that we hear on the ground. I know that this is something for the organisation of work.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u149	Minister, I also understand the technical constraints imposed on you in this regard. Since I asked a question on transparency at the beginning of the evening, I can only share the concerns of both previous speakers. I very much regret that this part of the social agreement has failed. I don't think that's a sufficient reason to consider it handled. As far as my specific question is concerned, you have rightly pointed out that 3.75 is more than 3.25, but I am still a little hungry when it comes to the fact that, in the event of a run-down inflation and/or an increase in the market interest rate, we are merely guaranteeing the employer and that everything else remains a little in the dark. At a low interest rate, the situation as we know it today, the agreement made does indeed offer an interesting net return. We are likely to remain in this situation for the foreseeable future, but the intention is to make an agreement which is not only workable under current market conditions. I can perfectly imagine situations, economically speaking, which would mean that the maximum return would actually undermine the system, because it would make it uninteresting. That is a concern in that part of the social agreement, which we, as a loyal partner, will carry out to the full. That goes without saying.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u150	If you will allow me, I will ask this last question from the chair before we fall into the autumn.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u151	Minister, no matter how we run it, the current asylum crisis will create additional challenges for our social system. This will also be the case for the pension system, but it is likely that this will only happen in the long term. The first effects will be rather minor, but still: Governor, Covérest prévoir. One of the challenges will be to collect the right data that will determine the pension rights of recognised refugees in the future. Given the conflict situations in many countries of origin, this will be a hellish task. I am thinking, for example, of pension rights built up by benefits abroad. Often the necessary documents simply cannot be requested or even are no longer available. It is of course of the utmost importance that everyone can count on proper pension calculation, both in one direction and in the other, and that we can prevent abuse if necessary. That abuse would, of course, undermine confidence in the system. That's why I have the following questions. What measures exist or are possible to exclude any abuse in this regard? I am thinking here of pensions that would be calculated on the basis of documents whose validity cannot be adequately verified. What impact do you see in the long term on the payment of minimum pensions for recognised refugees with a limited period of employment in our own country?
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u152	Mr President, when a recognised refugee in Belgium starts a retirement career and retires, the same rules and procedures will be applied for his pension calculation as for any other retired person. Today's proceedings already sufficiently exclude abuse. Periods abroad are only taken into account in so far as they are covered by either the European regulations or a bilateral treaty. The pension institution of the country concerned must provide an official certificate of the person concerned's career data. These career data may be important for the fulfilment of the career conditions of the minimum pension or early retirement. In addition, pensions are only paid for the periods of insurance completed in Belgium. This is also true for the minimum pension. For example, only 10/45 of the minimum pension will be received if only 10 years of work have been completed in Belgium. In the case of a country which is not covered by European regulations or bilateral agreements, such as Syria, foreign careers will in no way have an impact on the Belgian pension decision.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u153	Thank you, Minister, for this technical clarification, which partly responds to the question I have asked. There is another dimension, but it is separate from this question, or rather, this is a new one, and I do not want to burden you with that anymore today. I should therefore just like to thank you for your reply. Maybe we'll come back to this.
ParlaMint-BE_2015-10-28-54-commissie-ic262x.u154	I believe that the day can be ended with this. I thank the Minister and his staff for their presence and active participation. This also applies, of course, to the support we have received from staff. I wish everyone a good night.
