ParlaMint-HR_2022-03-10-0.u96310	Your Honor, Mr. Stier.
ParlaMint-HR_2022-03-10-0.u96813	Thank you very much. Mr Rade Simičević will speak on behalf of the HDZ Representatives' Club. Here you go.
ParlaMint-HR_2022-03-10-0.u96814	I thank the vice president of HS. Dear Secretary of State, colleagues and colleagues. Right now in the introduction, I support any investment concerning the system of education and education, and I also have to relate to my colleague Bakic, not only to the walls, not only to the objects, but also to the people. It's people who make the system good or less good. And therefore any investment in the system of education and education is not spending but is actually creating new values that will give tomorrow's labour market new added value. But I also want to support this loan from the World Bank, which has approved 25m euros for projects that will improve learning conditions. It goes to a project of 50 schools that will come through a public tender and I hope that this project will indeed serve as an example for all other investments that will take place in the Republic of Croatia. The Ministry of Science and Education will therefore provide support to the introduction of a system of full-time teaching or full-time stay, but in any case, it will be extended to stay in schools, improved education of school infrastructure teachers, improved learning outcomes especially in a more unfavourable situation, and clearly an evaluation of experimental implementation conducted by the NCVO in parallel with national exams and strengthening the capacities of the Ministry of Science, education for the implementation of reforms will be made. Since the school day will be better brought into line with the usual working day, mothers and fathers of children attending full-time classes will facilitate participation in the labour market, and thus increase income. The project will strengthen the capacity of the Ministry of Science to expand the whole-day teaching system throughout the country, as well as the implementation of the necessary sectoral reforms. The proposed project will support the systematic transformation of our basic education system. The project will provide technical assistance and infrastructure needed to introduce a full day course in 50 demonstration schools. Thanks to such built-up capacities, the competent authorities will be able to introduce the whole-day teaching model throughout the country. Direct benefit from these 50 schools will have 32500 students, their parents, and teaching and administrative staff. The World Bank will also take advantage of its expertise gained by implementing complex education reforms worldwide to help improve strategic planning and management of the school networks. The project will support the creation of new infrastructure standards for Croatian schools that will include building resistance to earthquakes, and the application of best practices related to OECD and EU standards in the area of climate change, energy efficiency, which will contribute to the achievement of the European Green Plan. We have not participated since yesterday with the World Bank, we have participated, the Republic of Croatia for more than 28 years. During that period, the bank placed nearly 5 billion euros in 50 projects. The current programme of the bank is aimed at easing the economic social consequences of COvid 19, rebuilding after the earthquake, traffic, judiciary, business environment innovation, science and technology, and economic development in Pannonian Croatia. The International Bank for Reconstruction and Development was founded in 1994 and the Republic of Croatia is in the constitution, i.e. an integral part of the EBRD headed by the Netherlands. With the Netherlands, 13 countries of Armenia, Bosnia and Herzegovina, Bulgaria, Cyprus, Georgia, Israel, Croatia, northern Macedonia, Moldova, Romania, Ukraine and Montenegro are still included. The impact of educational reform in the Republic of Croatia is limited by a low number of educational hours in the education system. At primary education level, the number of teaching hours in the Republic of Croatia is more than double the European average. We currently have 1890 hours versus the European average of 4062 hours. One of the key preconditions for increasing the number of teaching hours is the infrastructure capacity of schools. We need to know that almost 60% of our primary school students attend classes in two shifts, while 3% of students attend classes even in three shifts, using the possibility of mobilising the EU's largest funds so far, the government has proposed an ambitious plan to enable the reform plan and investment in the education sector. The National Recovery and Resistance Plan 2021-2026 provides an additional €2.28 billion for the transfer of 30% of students to one shift, and the rest is planned to be financed from the operational programme of competitiveness and cohesion. The financial commitments created for the Republic of Croatia as a borrower under the contract will be returned from the state budget for the period from 2027 to 2032. The aim of this project is to improve the learning environment in selected schools according to the system of day-long teaching or full-time stay, and to strengthen the capacity of the Ministry of Science and Education to expand the system of full-time teaching and implementation of sectoral reforms. The project consists of the following parts. For more hours to learn, develop a system of day-long teaching by developing guidelines for increasing learning time for all students, including in further beyond teaching activities, defining pedagogical practice in line with the new curricula, designing a model of teacher education, engaging professors and experts in higher education institutions as a teaching consultant that will enable teachers to conduct all-day courses. Designing and setting up mentoring programs among schools where the directors of less successful demonstration schools will be in cooperation with pairing with those schools that are successful in their work. It also strengthens the capacity of the Ministry of Science and Education to implement reforms, to provide support for the implementation of the system of full-time teaching, to strengthen the capacity of the Ministry of Science and Education to support key aspects of implementation of the reform including the establishment of a working group for reform within the ministry, to provide technical assistance to the implementation and evaluation of the necessary and education in school management, to support local self-government in adapting their local network of schools and to promote their participation, to participate in the full-day follow-up. All of this wouldn't actually be possible without the enthusiasm of our valuable teachers who, even during this pandemic, we had the opportunity to see them selflessly give and educate and raise our young generations. On the basis of all the arguments that I have presented, I hope the HDZ will support the Final Bill on Confirmation of the Treaty between the Republic of Croatia and the International Bank and the Reconstruction and Development for the well-being of all stakeholders in the system of education and education, above all, students, teachers, parents and the social community, and I therefore hope that it will strengthen the competences of our students, especially students from primary school who go to high school later and that we will finally get a system that will create a land of knowledge, and we are a small country and, in fact, what we have is most important to sell knowledge, and there is no territory or water or forest, and I don't know what is happening to anyone. So we're fighting for a country of knowledge, only investment in knowledge is not spending, but all that money that is invested in knowledge will be returned to us. Thank you very much.
ParlaMint-HR_2022-03-10-0.u96815	Thank you, too. Ms. Marijana Puljak will speak on behalf of the Centre and GLAS Representatives Club. It would be more specific... on behalf of the representative. [[The speaker doesn't understand.]]
ParlaMint-HR_2022-03-10-0.u96816	Thank you for the correction, on behalf of the MPs. Yes, here's a respected colleague and colleagues, you know, now that we're talking about the club and the MPs that as a party, we started our political path by fighting citizens for a primary school in Split, a failed primary school. Znjan Pazigrad School, which was built here and opened in 2017. The first elementary school in the free Republic, the first elementary school after 20 years, more than 20 years in Split and therefore one excellent modern school with all its facilities, sports halls and the possibility of a full-time stay is for children up to 4.4 classes. So, the first year it was a school in one shift, so it was designed, but here for two years, after two years, it became a school and it opened up a second shift because a lot of young families next door were actually thrilled about what that school looked like and somehow everyone concentrated on that school and had to open second, second shift. So, after this story, after fighting 9 years of various protests, correspondence on various sides, various activities here the schools have opened up, but here science and education have continued to be the foundation of our action and we really believe that both science and education are the foundation of every modern society. It is important to note, some have already said that the education system is therefore not just about buildings, schools, nor I would say neither institutions, the laws but actually young people are ready to contribute to the overall development of a global and national society with the expectation that after completing education they will live and work in an orderly society in which they will be able to fulfill their ambitions, here are all their potentials. Quality education must be made available to all under equal conditions, including measures to enable and encourage social passing in accordance with personal desires, potentials and abilities. It is very important to keep an eye on some here, and I will again point out and be tireless in taking care of teachers and teachers. Teachers and teachers should enjoy a very great reputation in society. The career in this system of education and education should be among the 10 most desirable careers. However, what is the situation in Croatia today? Today, in fact, the education system in Croatia depends on me to tell active enthusiastic individuals in this system that are taking steps and my examples, I would say, and my exceptions confirm the rule that teachers are in fact in society today in some way belittled. So, we're talking here a moment ago he mentioned a fellow country of knowledge, there was a country of knowledge of whether there were various ministers, and they promised schools in one shift several times and talked about this country of knowledge all the time, but here it seems after the latest census that the country of knowledge has fled to Ireland. Now that all our knowledge is here, I don't know in Ireland, Germany, and where people have already escaped. But let's try to turn it the other way. The situation today is that in Croatia only 40% of students go on one shift. As we've heard, here's a little under 67, 57% of the students on two shifts, while about 3% of the students go to school in three shifts. As far as the term shift is unknown outside I would say Croatia or these few Eastern European countries say one, I think I already talked about one case here from the assembly room when we were with one of our friends from France, we explain to them during the fight for the school here, why here we are fighting for school, our children in Split go to schools that are in 3 shifts, etc., asks a man what you think in 3 shifts, and I mean we say, I say, well, you know, the schools are in 2 shifts, and here are at 3 o'clock. He says, no shifts, what shifts are. So people didn't understand what a shift was, that there are two shifts at school. And here we are today, '22. In the 21st century, again and again, we are talking about whether all schools in Croatia should be on one shift. As I said in the replica, the difference is what a school is in one shift or a whole day's stay. I'd say we should have a goal in one shift with a whole day's stay. So that kids at that school have both a meal and a lunch and all those extracurricular activities to do at that school like parents go to work, that kids are actually there until parents come home and go home with them. So that all those activities that usually walk after school do not know about various physical activities, languages, and what additional activities they perform to do so at school. The city of Split was one of the worse cities in the country under the conditions of education because it was really the most schools in 3 shifts it was in Split. So, of the 7 schools in the country 4 were in Split, so far there are still 2, in the meantime whether some of them have been expanded. Of the 29 schools in Split, half of them are in 2 shifts, 2 are for now if they remain in 3 shifts. There's one high school in a state that works in three shifts. It's your medical school in Split. Here, this morning they got permission and permission to upgrade another floor and they'll try to spread it so it'll be on two shifts. So we really need to work on something here as a society. So let's first achieve the goal of not having a single school on three shifts, and then let's put this whole school on one, one shift. Here we hope that the improvement of conditions in the introduction of this full-day teaching will help this pilot project. Croatia really has a problem because in Europe it is constantly starting to invest in knowledge. We all remember that famous full curricula reform that was still in 2016 and '17. protested and more than 50,000 people went out on the streets looking for quality education which tells us that people are very aware that they are really leading, taking care of their children's education, realize how important quality education is for their future, the future of our society, and how important their teachers and teachers play. They have indeed been involved during this process of full curricula reform, shown exceptional interest, enthusiasm for the whole system to be reformed. Here's what I'm not sure, here's five years after all that they still have that enthusiasm in them. Especially today, whether at a time of crisis and such an unpredictable future it is very important to invest in knowledge, education because only reasonable, educated people and knowledge can get us out of this crisis. So here we are recalling these curricula reforms, some of the goals that were set at the time, and all of the substituting these complete reforms to date are not really those objectives that have been set in the strategy of science and education until today. Thus, there it was mentioned whether she wanted to provide more useful, meaningful education in line with their development age and interests, and closer to everyday life. Education that will train them for modern life, a world of work and a continuation of education. To provide parents with greater involvement in the education of children, school life, clear expectations, objective evaluation, evaluation, more meaningful and more frequent feedback on the achievements of their children, and teachers, teachers and other staff of educational institutions should have been provided to strengthen roles and strengthen professionalism, greater autonomy in work, creative work, reduction of administrative obligations, motivation of students and reduction of external pressures. Here, it is before us, so they already said we can't actually here today, in fact, all of these discussions come down to this agreement and we can't say much about it or whether the thing is already signed, even we've been passing these laws for a few days before the contract should come into force on 16th, 16th March. The amount of EUR 25 million here, if you can answer later, I had the same questions as Mr. Bakic this fee for not withdrawing 0.25% a year, I saw that it was some standard, but we know how much this loan will cost us at the end. And what we don't know, so those rules that will be passed, the accompanying rules are whether they're with these contracts and how these 50 schools are going to be chosen and whether it's really 50 or less depending on that asset restriction and depending on the investments that should be made in those schools. Here, thank you.
ParlaMint-HR_2022-03-10-0.u96817	Mr. Ante Kujundzic is now starting with a series of individual discussions. Here you go.
ParlaMint-HR_2022-03-10-0.u96818	Thank you, Chairman. Dear Mr. Bukarica, dear secretary of state, it is generally good to look at yourself in the mirror, all of us, to see what we have done in our lives well, that we have not done well and then come to a certain conclusion. It is a sad or sad fact that various ministers with different ideas in different governments have made a good trade and result and a taste of all this is the status that our education has today. And the truth is now we can all clap here now depends on which side of the assembly it comes from. However, whoever spent a certain amount of time in that system, whoever lived out of that system, whoever read crazy things in that system that were coming, who have no foothold in one common sense will understand what it is. The key document carries a time sign met and met with what. Meeting what we've beaten the waste millions into a variety of curriculative reforms so far? What brains wrote, with what purpose, and who paid for it, and what is their responsibility? True, the secretary of state says that the wages in education have been rising in percentages, so that's true, no one has challenged it. So no one. Like the fact that the average salary in elementary school is 8300 kuna is not correct. But even if it were that big, let's go, let's go to your extra 100% add another 10%, let's make it 8,500 kuna, so the minimum consumer basket for a four-member family is 7,800 kuna. Are you State Secretary from now on, at the end of the day, it's useless for me to address you here as it has instructed you to be artillery, but since you may have a second term in that ministry as well, perhaps we can approach you in such a way. So do you know that of all EU members, the minimum wage in the context of the education system has grown in Croatia. And that's what I started with, so let's all look at ourselves in the mirror and say something rotted in this system for years, so for years this system has been top-notch education has led to the level that it's about an old woman who's dying, but we need to keep her alive. So is it embarrassing to know that in Croatia currently 1,360 unprofessional people are working in protest. So is it a shameful fact that it's a matter of days when we come in which no one professional, no one who's worth anything in this country will want in this system. The system where people were brought to a beggar stick. You know what one of the teachers says, I don't know him personally, I read their comments. He says wages can pay rent, directors, war loans and food. If we want some luxury like clothes, and it's a job where you won't come to God every day with the same clothes or detergent or a certain perfume, I have to do another job. So we're talking about people with high-end expertise. We're talking about people from whom not only the Ministry but completely what everything that makes the state a state has made a big difference from the reality that these people in that system live. In the 21st century, we're going to talk about something someone in another country had a long time ago, it's a whole day's stay. Well, we don't have soap at school. I spent 14 years in that system. From teacher to principal. What we're going to brag about, with the infrastructure pills we got, the thunders, the power runs out at the school, you can't charge them, you don't break down, you don't have anyone to serve from or you have to wait until someone else comes. What are we talking about? So, I think it's generally time we looked into each other's eyes. This is a pillar of society. These people who work in this system have created all of us just as we are, and live with life. I'm a beggar. [[Intruder: Time.]]
ParlaMint-HR_2022-03-10-0.u96819	Thank you. A few replicas, the first one has Mr. Grmoy.
ParlaMint-HR_2022-03-10-0.u96820	Here I am just getting a call from my colleague Rasudiæ, who welcomes you all, this colleague, colleague Kujundzic, to me my wife, who, like me, is always a joke, says that if there is one decision they have made at the Ministry of Education that teachers and educators cheer up and always wonders as to who you were wondering who this lumen is who comes up with these decisions that only go in the direction of additional burden on educational workers to some kind of administration. That's all. So here's the gentleman, they're just coming up with how they're going to put extra burden on educators by some kind of administration, not how it's going to make their jobs easier, or how it's going to make our education system better, where our educators are going to feel good not only about pay but working conditions, so relationships. we have a situation that actually parents lead the educational process [[Intruder: Time, time.]] the educational process. [[Time, Mr. Grmoya, time.]]
ParlaMint-HR_2022-03-10-0.u96821	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96822	We can give a whole range of examples that do not put into the core what the school should have as such, which is teaching. So, the truth is, if we leave from 2006 I remember when I was the first cloudy day I was, stepping foot into a school like a young teacher was a famous HNOS, and then it all came down to putting certain correlations on a certain ad board at school like this. Then every reform that came after that basically just piled up the administrative section. So, schools, schools have lost what their essence is, and that's teaching. So, more or less every teacher in a particular school takes care of that certain, certain forms teach in time instead of getting tired of what is much more important.
ParlaMint-HR_2022-03-10-0.u96823	Mrs. Rasputic.
ParlaMint-HR_2022-03-10-0.u96824	The break-up on the phone, Selak Rasdic, is in the assembly. So the esteemed colleague Kujundzic lumen exists, but it's written loomen and it's one of those systems that are further designed to drive teachers away, to transfer them to some virtual sphere, and in fact most of them feel like the last fools when they're trying to communicate with that system. A big problem arose during this Covid crisis when we talk about the teaching process. In the first plan were teachers as epidemiologists and that was what they were supposed to worry about while the teaching process and the quality of teaching were completely dropped into the second plan. How do you comment and how are we going to deal with these gaps that have remained in the knowledge of our students, which will only be potent because they are being upgraded to new knowledge and there is no foundation?
ParlaMint-HR_2022-03-10-0.u96825	Answer.
ParlaMint-HR_2022-03-10-0.u96826	Thank you, Chairman. Which is why the ministry should also know how to accept criticism, but not with the goal of feeling bad, but that certain things that are right under their noses can be solved without relying on external factors. So, I'm just gonna ask what's with the director's status? I'm reading the other day, the lady at 63 didn't get a new term, and now she's at the employment office at 63 years old, she was 19 years old. So, for years, the ministry, and the secretary of state will remember from the famous licensing, the famous badges of Blaženka Divjak and everything else, we haven't solved one basic thing, and that's the status of the person who had an undefined contract, which is one form of law, so in two consecutive terms, he's losing his contract of work indefinitely, and he's not becoming technologically excess, but he's going, and then all of this you're asking me think there's no need to talk. So we have things under our nose that ad hoc can get rid of and why they don't get rid of. I don't know that. [[Intruder: Time.]]
ParlaMint-HR_2022-03-10-0.u96827	Mrs. Radolovic.
ParlaMint-HR_2022-03-10-0.u96828	Thank you. So here's the person you're from the profession, you have experience in the work... and as directors and as a teacher, we have seen that this strategic framework of all-day teaching actually foresees both the possibility of watching whether the teaching hour would extend from 45 to 60 minutes or even introduce 9 years or 10 years of primary education. [[The speaker doesn't understand.]] Do you think it's realistic actually in today's education system that it can be introduced because, let's say, nowhere mentions how, in what way we've seen these are physical infrastructure-only funds, do you think that's even real?
ParlaMint-HR_2022-03-10-0.u96829	Thank you. Answer.
ParlaMint-HR_2022-03-10-0.u96830	In general, I think I should say again as someone who has insisted in this sector, so I think that there will be a paper, paper-based matter perfectly well done. Which will be in practice, if we are taught some past times, it will be about certain half solutions. I will tell you that in 409 school institutions in Croatia, less than 10 students attend. Croatia has remained in slightly more than 50,000 students over the past seven years. In the end, we can ask ironically whether we need to rebuild school buildings to work on a shift if we lose students from school institutions with this intensity. So we're free to say that losing students and closing schools is actually one of the biggest demographic breakdowns in the country. I'm afraid no form of infrastructure procedure will lead to what this document is called for, which is efficiency. People create efficiency, and people are forgotten again in this system.
ParlaMint-HR_2022-03-10-0.u96831	Thank you. Mrs. Puljak.
ParlaMint-HR_2022-03-10-0.u96832	Well, here I was going to ask myself, since you were the first teacher of religious science and then the headmaster of Snakes School, will the Snakes School apply to this program? Is she interested in having a full day course in the Snakes? How can we tell a small school what life looks like there, and is there a need for day - to - day teaching? Thank you.
ParlaMint-HR_2022-03-10-0.u96833	So I'm not even here. touched the founders who should take care of schools in this context. [[The intruder doesn't understand.]] In 2014, when I became headmaster of the school worked in two shifts, she worked in two shifts, we had a gym one part of her rent, and we organized our own work in one shift, adding extra rooms, and we weren't waiting for anyone because if we were a key problem, there's no criterion. So if you come to Split-Dalmatia County in the office itself there are no clearly defined criteria. Why are there no clearly defined criteria? So in the Imot region, which is a major demographic negative trend, so take it, I don't know, a school in Tijarica that was restored from foundation to roof, there are about a dozen students, take the Snakes school that was in that period while I was the headmaster of about 350 students, so it was disintegrated in fact. '74. were both doors and sockets and in such [[Intruder Radin: Thank you very much.]] The rooms are happening and... [[Intruder Radin: Thank you very much.]] [[The speaker doesn't understand.]]
ParlaMint-HR_2022-03-10-0.u96834	Thank you, thank you very much, thank you. Mrs. Glamuzina.
ParlaMint-HR_2022-03-10-0.u96835	Thank you. My colleague, I would refer to the question of my colleague, Puljak, in line with your experience as headmaster of the school that was on two shifts. Since it is evident from this contract that 20 000 euros can be given to each pilot in these demonstration schools as a pilot, please tell me in your experience what can be infrastructureally reconstructed in one school for 20,000 euros is there in a smaller school, let alone in a larger school?
ParlaMint-HR_2022-03-10-0.u96836	With 20,000 euros in one small school.
ParlaMint-HR_2022-03-10-0.u96837	I'm sorry, I was wrong before, so I didn't... I won't be wrong now, so I'll give you my word. Here you go.
ParlaMint-HR_2022-03-10-0.u96838	With 20,000 euros, therefore, one school can, can arrange or build one classroom of 50 squares and equip the set, here.
ParlaMint-HR_2022-03-10-0.u96839	Mr. Totgergeli.
ParlaMint-HR_2022-03-10-0.u96840	Thank you, Vice President. Dear colleague Kujundzic. You've done a lot of critical things like this in your debate, you've been in the air for a long time, I'm out there in '96. The same worked in education and wages in education at that time compared to other professions was much less than it is now these years. For example, the salary of a professor was half as low as the trainee’s salary of an engineer. Now it's not like that, which means something's a little better for education. You said we had nothing to brag about, we can certainly boast about our students. I'm there 100% sure knowing the way students through all these years isn't worse than it was in previous years. But I'm also interested, since you're coming from the Bridge, when the Bridge had the chance to be in the government, why didn't it fight for a resort of enlightenment? Thank you.
ParlaMint-HR_2022-03-10-0.u96841	Thank you. Answer.
ParlaMint-HR_2022-03-10-0.u96842	So this way, I'm ground floored to answer and return to one year in 2016, even more ground floor to return to '96. And you can laugh, you can laugh. I don't know what they'll do when they hear your inquiry, I don't know what they'll all think when they hear your inquiry... Okay, all those who work in this system today when they hear your inquiry and everything you said. [[The intruder doesn't understand.]] You're talking about students, who mentioned students, who mentioned educators living exclusively or working on the basis of their enthusiasm? They certainly don't work in a system where they can live decently from the pay they receive. I just can't figure out that you could've had a trap to ask such a question, here's my mother's. You have a hairstyle you have everything, but I don't understand that you can even ask such a question, bring in a ratio of students that I didn't even mention, bring in a co-ordinate bridge that was in 2016, and as you're going to ask me something I, according to our Stipa and the Minister and, in general, the Minister [[Intruder Radin: Time, time.]] I gave the Ministry of Education one constructive criticism of what he would understand, and it's not a problem. [[Intruder Radin: Time.]]
ParlaMint-HR_2022-03-10-0.u96843	Mr. Totgergeli, a real violation of the Rules of Procedure is not a replica. No, don't stay here. I don't know. You're the one who broke the rules of procedure or the replica? ... No, you want a breach of the rules of procedure, I don't get it? [[The intruder doesn't understand.]] Because if the replica has to stay, I think it can stay here, if it's a breach of the Rules of Procedure can go to the place right.
ParlaMint-HR_2022-03-10-0.u96844	The Honorable Chairman. He can't be a replica of a man he's finished with his discussion and he can't be replicated any further. I've brought up a breach of the Rules of Procedure, and if you'll give me your word...
ParlaMint-HR_2022-03-10-0.u96845	.../Intruder Radin: All right, breach of the Rules of Procedure, here you go, here you go./...
ParlaMint-HR_2022-03-10-0.u96846	....to speak then I will speak.
ParlaMint-HR_2022-03-10-0.u96847	Go ahead, give it back, go ahead.
ParlaMint-HR_2022-03-10-0.u96848	Thank you. Thank you, Vice President. The Rules of Procedure 238 got hurt because my colleague wonders that something might have crossed my mind. Well, in this assembly, we can really think of a lot of things. My colleague mentioned the last 14 years he was doing something, I mentioned 26. The relationship between something that was before and now and now living engineers of their salary and now living professors of pay. These differences are now less than they were 26 years ago.
ParlaMint-HR_2022-03-10-0.u96849	.../Intruder Radin: Thank you, thank you, thank you./...
ParlaMint-HR_2022-03-10-0.u96850	Our students know as much as they knew then.
ParlaMint-HR_2022-03-10-0.u96851	If it were a replica, it wouldn't have been a warning, that's the difference. Is that right? Mrs. Selak Rasudic, please. [[Intruder: Thank you.]]
ParlaMint-HR_2022-03-10-0.u96852	I've already talked about inside the school and to be completely political or market-correct I'm going to say that it's not always the Lino-lade case, in some schools they serve only zero. This isn't a joke, it's a case. That's not an unimportant question. Although when we talk about school throughout the day, perhaps the most important question is that children will then depend largely or thoroughly on school meals during the day, and we know what our problem is with obesity, as well as on the growth of diabetes and the general health of the nation. So something we need to focus seriously on and systematically ignore as a problem for years. And then we have a situation not anywhere, but in the capital where we are expected to have a higher standard according to the standard of the city of Zagreb, which is what school menus look like. As it is only in other schools whose menus are not publicly available and which have less resources in the budget when talking about local self-governments can only imagine. What I want to say now concerns the overall improvement of the teaching process in the Republic of Croatia. To do so at all requires an analysis that has never occurred, detailed and impartial schools for life, and then decide which direction to move on. And this is how every minister keeps his new reform. It is necessary to restore the process of leading and evaluating educational reform into the national framework, to use the knowledge and tools of relevant national institutions to assess the school's effects for life so far, and to introduce a comprehensive system of external evaluation of different levels of education of students, classrooms, teachers, school directors and regions through national exams and improved national graduations, and to use the results to plan educational policies and practices. The positive practice of other European countries points to a gradual increase in the quality of education, continuous modernisation of teaching content and improvement of teaching methods based on an overall system of external evaluation without major and discounted jumps, and drastic organisational changes, which is our specialty. Because usually ministers tend to build themselves a monument for their short term, rather than see school through a system that needs to be sustainable in the long term. As regards day-to-day teaching in all schools in the Republic of Croatia, it should be subject to training conditions for students who want more knowledge, better grades or with difficulties following classes at a satisfactory level. As I said, the alarming fact is that indeed a large and growing number of parents pay additional instructions so that children can follow the curriculum and program at all. Special attention is paid to several colleagues and colleagues of Glamuzina in the public debate, so that they can continue to develop their talents as part of their day-long classes. The European Commission's strategic framework for education strongly emphasises the inevitable need to increase the quality of education through the reduction of classrooms, the implementation of programme-oriented teaching, the implementation of additional new programmes, the application of new models of student attainment and the need to teach new skills and knowledge, and this can only be achieved in the context of day-to-day teaching. In 2011, a decision was taken on the adoption of a network of primary and secondary schools, dormitories and education programmes. The network sets out the conditions that should contribute to the development of a better, more flexible and more efficient system of education and education. From different analyses, the existing working conditions of educational institutions clearly result in neither the existing network, nor the working conditions being optimal, and in particular the problem of the inequality of conditions that threatens one of the basic rights, which is the right to achieve equal opportunities for participation in the quality education process for all students. Furthermore, the majority of schools are inadequately equipped for modern teaching and evaluation methods, and they are completely lacking the science cabinets and equipment for research-oriented teaching. It is necessary to carry out an analysis of working conditions in school institutions and that is the first thing we should hear from the Secretary of State or the Minister, anyone who comes here, to develop a proposal for measures to reduce existing differences, and to provide material equipment with a view to building, upgrading and reconstructing existing or new objects, taking into account demographic movements, geographical specificities and needs of the economy. That is at least a minimum of constructive contribution to this debate.
ParlaMint-HR_2022-03-10-0.u96853	Thank you. A few replicas. Mrs. Glamuzina.
ParlaMint-HR_2022-03-10-0.u96854	I'm going to ask you colleagues, although Mr Totgergeli has prompted me to ask my question by finding that Croatian students are actually great, they have fantastic results. I believe that you as a scientist will know how Croatian students stand on the PISA tests and how do these results actually, what do they, what kind of message do they send about the quality of our education?
ParlaMint-HR_2022-03-10-0.u96855	Thank you. Answer.
ParlaMint-HR_2022-03-10-0.u96856	Depends on what area we're talking about. However, I must say immediately that when we talk about PISA research, I will express a certain skepticism because it is not an institution that has legitimacy to direct educational processes, it is already an institution whose main objective is economic and market, and it is imposed as a roof institution that has the right to direct educational processes. And there's been a major failure if I'm asked as a scientist in that sense, which is that teaching has started to adapt, to write to tests to achieve the best possible results, so you have countries that have been preparing for weeks, if not longer, instead of having them and good results as a result of the quality teaching process, so the PISA test has become a goal for itself, which should never be in the long-term quality education system.
ParlaMint-HR_2022-03-10-0.u96857	The bush.
ParlaMint-HR_2022-03-10-0.u96858	Dear colleagues, Selak Rasdic, I am still under the impression of Mr Totgergelia's statement from HDZ who compared the current situation in our education, in fact some kind of education staff receiving, not even mentioning how much more of the administration is now on educational staff, how much price increases in this period, how much pressure by parents in the education process, so we have almost 50% of excellent students because it is easier for each educational worker to give a better grade than to compete with parents who are almost terrorised because of their enrolment in high school, and then the gentleman talks about how our children and our students are excellent. Well, children are great and they have good potential, but they're under-invested in the education system, and especially in those who are the pillar of that education system, and these are educational workers, how do you comment?
ParlaMint-HR_2022-03-10-0.u96859	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96860	I'll agree with you, Mr. Grmoy, that the focus should be restored to the teachers and to their standard. Except for the fact that they've been paid for their work, and they're the ones who created us all and will create future generations. They are far from sufficiently socially evaluated and their contribution to what should be the case. It is necessary to establish a model of permanent professional development of teachers and teachers and to provide them with greater autonomy in the planning and implementation of curricula. I didn't make it through the debate, but I have the whole part about the teacher's job and how to help them improve their standards. Indeed today, if we are to speak from the realm of real life, what their work is about is to serve everyone in different social groups in order to be available from 0 to 24 and meet the needs of all parents who are more burdened with the success of children than ever, and that in the future they will be able to achieve in the labour market at all, which is completely wrong.
ParlaMint-HR_2022-03-10-0.u96861	Thank you. Mr. Kujundzic.
ParlaMint-HR_2022-03-10-0.u96862	Thank you, Chairman. Dear colleagues, Selak Rasudiæ, therefore people with VSS, VSS therefore in education as I said they are in the last place of all people with VSS, I think that in the last place someone from the security sector with a salary is a little less than the salary of the educators, so they are in the last place, and it is the VSS if we talk about our Croatia. On the other hand, educational staff in Croatia seem to have something, something 40% lower than our neighbouring Slovenia's salary. So, what or what caused such disproportionateness to Croatia to one Slovenia?
ParlaMint-HR_2022-03-10-0.u96863	Thank you. Answer.
ParlaMint-HR_2022-03-10-0.u96864	We have it in that old fight, so rule it out. So whenever teachers and others start fighting for their rights then there's a creation, a conscious creation of animosity within a public space where they're treated like dots of civil servants who are already overpaid by what they're doing and who are constantly making some new rights and some new privileges, etc. and instead of creating social solidarity and focusing on improving both their and our common standards, including entrepreneurs and everyone else, we divide ourselves and then target them as those who only want extra money from the budget, which is why their requirements for improving wages in practice rarely work out, and they were removed from the benefits they had and never returned to them in the way that they should have been in accordance with the applicable contracts.
ParlaMint-HR_2022-03-10-0.u96865	Thank you. - Mrs. Crescent. Radolovic.
ParlaMint-HR_2022-03-10-0.u96866	Dear colleagues, so as you comment on the fact that we have actually put ourselves in the National Development Strategy that from the current 1,800 teaching hours we have to come by 2030 to 4,000, which is some EU average, and that right now in the Republic of Croatia only 20% of the district and parent schools have an extended stay and that parents themselves say that money is their biggest problem in financing this extended stay and therefore only 12% of children in all of Croatia are now attending this extended stay, and we want to jump to the head and introduce a whole-day teaching model.
ParlaMint-HR_2022-03-10-0.u96867	Answer.
ParlaMint-HR_2022-03-10-0.u96868	Even the price of meals has increased from about 5 to 9 kuna and will likely continue to grow in view of the current crisis, so people really can't, it's one of the meals, they can't afford a whole day's stay in terms of everything he requires. I'd like to track down what you said that we could hear from the secretary of state, have the opportunity to even address us in the final address, a little more detailed projection and more concrete results that he expects over a year, etc. and how they will fulfill them, and to allow as many schools as possible, and then parents all day long teaching. Because when you say you're going to achieve something like this number of classes by 2030, you ate a donkey wolf, everyone's going to cool off, and it's just going to be another topic and another plan that's failed, and so on. So I agree with you, we haven't heard the arguments, and we're convinced that what's mentioned here is realistic and feasible.
ParlaMint-HR_2022-03-10-0.u96869	The time, thank you, no more replicas, thank you, and now it's up to Mrs. Wess. Sanja Radolovic, please.
