ParlaMint-FR_2018-11-12-O1058.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1058.u159	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2018-11-12-O1058.u160	In many ways, the review of this budget collective for 2018 marks a break in our assembly. In the text you are proposing to us, Minister, there is no last-minute promise, no new tax provision that would upset the visibility of economic actors before the final vote on the budget for next year, no attempt to circumvent an already tight budget schedule. Recall that the second PLFR for 2017 included 96 articles, that of 2016, 149, that of 2015, 123, and that of 2014, 114. So how do we get there? On the contrary, Mr. Minister, you have respected your commitment, made a year ago, to submit the entire opening or cancellation of appropriations to our authority, rather than acting by order-in-council. We are looking at a narrow, coherent and reassuring text that makes the necessary adjustments to the balance defined in the original finance law. We see respect for the dual requirement of budgetary sincerity and democratic respect for our institution. On the substance of the text, first of all, I would like to stress on behalf of the Republic on the March Group the seriousness and sincerity of the very first full financial year of the quinquennium. While the previous majority had left us a deficit of 5 billion euros higher than expected, which had forced the Government to take corrective measures to keep the government deficit below the 3% of GDP mark in 2017, it must be noted that this first budget was built on sound bases and realistic forecasts: public expenditure is kept and in line with initial forecasts; the government deficit is 2.6% of GDP, consistent with our public finance programming trajectory; the tax and non-tax revenues correspond to the assumptions of stable and sustained growth of 1.7%. Behind all these figures are also the first effects of our fiscal policy aimed at transforming our economy; As a result, investments are resumed and the confidence of economic actors is restored, thanks to structural measures such as the labour market ordinances adopted last summer. According to ACOSS figures from last week's issue of The Economist, CDI recruitment intentions are up 10% compared to last year. This collective budget also reflects our policy of improving the daily lives of the French, with the full reduction of wage contributions and the first effects of the reduction of the housing tax, but also the acceleration of the ecological transition, thanks, it should be noted, to an appropriation of 123 million euros for aid for the acquisition of cleaner vehicles. This testifies to the effectiveness of the measure. Our policy is responsible and consistent: the measures already announced, and to be confirmed with regard to CAP 2022, will initiate a thorough modernisation of public action. On the form, we can only regret the principled postures of our opposition, which remains attached to old practices that it itself has criticized on several occasions.
ParlaMint-FR_2018-11-12-O1058.u161	It's school!
ParlaMint-FR_2018-11-12-O1058.u162	[[Daniel Labaronne and Stella Dupont applaud]] In his letters, Gustave Flaubert wrote: "When you become old, habits are a tyranny..... Everything that goes away, everything you leave has the character of the irrevocable (...)". The amending finance bill presented to us by the Government, without decrees in advance, aims precisely to put an end to these bad habits, which the most honourable of my colleagues have denounced: I am thinking of Charles de Courson, who was talking about "budget manipulation" in December 2016 or Gilles Carrez, who was already referring to "significant shortcomings" in initial budgeting in 2006. Reintegration of the vote on the opening and cancellation of appropriations in the draft law is tantamount to giving national representation all its authority and prerogatives over the authorization of appropriations. Faced with this effort of sincerity and democratic respect for the parliamentary procedure, I can only regret certain words heard in committee, recalling the dark hours of our Republic. [[Applause on the benches of the LaREM group]] With 150 hours of debate for the examination of the PLF for 2018 and more than 4000 amendments studied for the one for 2019, you cannot say that the debate did not take place. On the other hand, with regard to the effectiveness and constraint of the review deadlines, I refer you to your own responsibilities. And since this evening's debate is also focused on ecological taxation, I regret that President Woerth left his seat after a few minutes when I presented my report on this subject to the Committee on Finance and Sustainable Development, and that there was no member of the opposition to the colloquium I organised last October on the use of revenues and the impact of the carbon trajectory, to which all my colleagues were invited.
ParlaMint-FR_2018-11-12-O1058.u163	Mr Gilles Carrez has the floor.
ParlaMint-FR_2018-11-12-O1058.u164	[[Applause on the benches of the MODEM group]] To those who have worked on the drafting of the Organic Law on Finance Laws – LOLF – adopted in 2001 and who still believe in it, the present year-end budget collective brings some satisfaction. The first is the fact that this text is purely budgetary. It is limited to opening up the necessary appropriations, canceling those which can be cancelled in return and thawing those which remain usable. [[Applause on a few benches of the LaREM group. – Mr. Jean-Louis Bourlanges also applauds]] Moreover, it prohibits tax provisions. For having suffered, for so many years, from avalanches of tax amendments, tabled by whole carts at the last minute, counting in tens or hundreds, I must say that there is real progress there. Unfortunately, this progress is being undermined by the truly senseless deadlines that have been imposed on us for the examination of the collective budget, closing the examination of the collective budget within a period of less than half the time that we have been given to deliver opinions on the decrees in advance.
ParlaMint-FR_2018-11-12-O1058.u165	Unwise delays, indeed!
ParlaMint-FR_2018-11-12-O1058.u166	The tyranny of Flaubert, dear Benedict Peyrol, is above all that of delays! It is this which we are contesting, not the need to ban the tax provisions of the year-end fiscal collective.
ParlaMint-FR_2018-11-12-O1058.u167	Bravo!
ParlaMint-FR_2018-11-12-O1058.u168	You're used to it!
ParlaMint-FR_2018-11-12-O1058.u169	The tax provisions appear either in the original finance law or in a dedicated text, such as the one adopted last year when it comes to drawing the consequences of the invalidation of the 3% tax on dividends. I remember too well these amendments tabled at the sitting by the Government – Valérie Rabault also remembers – by dozens, sometimes by hundreds. Moreover, no one understood anything about it and they were often the sources of errors that we later regretted. [[Smile]] I would also like to take this opportunity to refer to the own-initiative amendments, which sometimes remind me of OCDs, obsessive compulsive disorders.
ParlaMint-FR_2018-11-12-O1058.u170	That's exactly it!
ParlaMint-FR_2018-11-12-O1058.u171	In fact, the same amendment is often discussed every year when the first part of the original finance bill is examined, then when the second part of the bill is examined, and again when the budget collective is examined, after which the ride continues to run during the new readings. We've got to finish it! On the other hand, Eric Woerth's observations that the fiscal collective can accommodate a limited tax debate are perfectly justified. Thus, the evolution of fuel taxation should be discussed this evening. Mr rapporteur-general, you said earlier that the Constitutional Council could one day cancel the amendments on taxation tabled on a budget-based text. I don't think so at all! Indeed, its jurisprudence has always defended the right of amendment, including the introduction of tax amendments on bills other than finance bills, as you know. With regard to expenditure, I also note that progress has been made. With regard to the State's pilotable expenditure, the limitation on regulatory movements of appropriations amounts to €2.7 billion in cancellations and €2 billion in openings, which is half the amount of advance decrees taken in recent years. This shows that the sincerity of the initial forecasts has been improved. I welcomed the 8% to 3% reduction in the precautionary reserve rate a year ago – and I am still pleased about that. Moreover, I note – this is a very important point – that almost all of the appropriations cancelled are cancelled in this context, which tends to satisfy an essential concern of the LOLF which we have often failed to satisfy. Indeed, it has a managerial dimension. How to empower program managers? By guaranteeing them credits that will not be cancelled or questioned at any point in time. That is what reinforces their responsibility! On the other hand, I have a doubt, which is even more than a doubt – François Cornut-Gentille will tell us more – about the financing of the extra costs of OPEX. Minister, I can assure you that if Jean-Yves Le Drian were still the Minister of Defence, we would have heard about it! An agreement had been reached on this point and included in the military programming law for the years 2019 to 2025. Interdepartmental funding should have been used. Finally, I will refer to the big figures in this amending finance bill. With regard to the growth forecast for 2018, the High Council for Public Finance estimates that it will be in the order of 1.6% or 1.7%. We'll see at the beginning of January. The overall budget deficit is 2.6% of GDP. I will conclude with an essential message. For the first time in many years, spending on public debt as a result of financial charges has increased in execution. This shows how vulnerable we are to any increase in interest rates. [[Applause on the benches of the LR group]] Unfortunately, with a budgetary deficit of 2.6% of GDP, we do not reach the threshold below which the debt is stabilized. So it continues to increase. As soon as interest rates start to rise, we will be in a very poor fiscal position.
ParlaMint-FR_2018-11-12-O1058.u172	That's the problem!
ParlaMint-FR_2018-11-12-O1058.u173	It was important to say it!
ParlaMint-FR_2018-11-12-O1058.u174	Mrs Sarah El Haïry has the floor.
ParlaMint-FR_2018-11-12-O1058.u175	I will open this intervention by recalling that the amending finance bill for 2018 demonstrates the effort to improve the budgetary sincerity led by the majority since the beginning of the legislature. That's a lot of change. It's all about transparency. [[Applause on the benches of the MODEM group]] Here – for the first time since 2001 – is a short finance bill, with only nine clauses – compared to thirty-six for the second amending finance bill for 2017 passed last year – and above all no advance orders! I would like to commend the strength of the Minister's commitment and his tenacity. He had promised an amending finance bill without any tax measures and kept his promise. In addition, the drafting of this draft law on transparent and readable amending finance values the powers of Parliament. For once, all budgetary openings and cancellations will have been decided by Parliament. The Government's oversight of Parliament's activities is strengthened by this legislation in line with the Government's commitments to strengthen the sincerity of the budget. Thus, Parliament's budgetary mission is recognised and respected. However, Parliament must be able to work with the Government in a constructive manner. While we welcome the attitude taken by each group during the discussion of the text in the Committee on Finance, in which the proposed amendments were part of the framework of end-of-management adjustments, we regret that some have not had the consistency to keep it. Indeed, more than 450 amendments – some of which contain tax provisions – have been tabled for consideration of the text in open session. Progress is sometimes difficult to preserve! In line with the essence of the text, our group, endorsing the remarks made earlier by the rapporteur-general and the minister, will not vote for any amendments containing tax provisions, which are included in the 2019 Finance Bill. The nine articles of the draft Finance Amendment Act are consistent with the end-of-management pilotage measures. Several of them aim to adjust appropriations according to the consumption of appropriations and the requirements of end-of-management. Adjustments are also planned for the allocation of appropriations, but they remain strictly necessary. The adoption of end-of-management steering measures seems necessary, especially as they improve the balance of the state deficit for 2018 by EUR 1.3 billion, by increasing the expected amount from EUR 81.3 billion to EUR 80 billion, which the Group of the Democratic and Related Movement welcomes. One point, however, has drawn our particular attention: the redeployment of the defence mission's appropriations to the tune of EUR 404 million, mainly aimed at financing the additional costs of the OPEX. The redeployments of this kind should, we hope, fade in the coming years due to the improvement in the budgeting of OPEX under the military programming law for the years 2019 to 2025. In any event, it is important for the Government to commit itself to inter-ministerial solidarity in this area...
ParlaMint-FR_2018-11-12-O1058.u176	All right!
ParlaMint-FR_2018-11-12-O1058.u177	... if budget implementation is expected to far exceed the expenditure that could be anticipated when the initial finance bill is examined – for the time being, this is not the case this year. Minister, such a commitment on your part is essential to us. In addition, the Group of the Democratic and Related Movement supports the reduction of employment ceilings, which is part of the objective of strengthening the sincerity of the budget. Indeed, this measure is taken pursuant to Article 11 of the Public Finance Programming Act for the years 2018 to 2022, which requires that the vacancy under the ceiling for job authorisations be reduced to a level close to 1% in order to bring the employment ceilings and the appropriations for staff expenditure into line. MODEM welcomes the implementation of this measure, which will help to improve budgetary sincerity and effectiveness. Efforts to reduce the structural deficit can be continued. On this point, it seems to us that the Government's policy is committed with courage and perseverance in this never-ending work, however, as evidenced by the various measures voted or still to be considered in the framework of the 2019 Finance Bill. The Government forecasts a growth rate of about 1.7 per cent. The growth acquis is already estimated at 1.5%. I too, ladies and gentlemen of the opposition, have read the forecasts of the High Council for Public Finance, which estimates that the government's growth assumption is "a little high" and that growth will reach only 1.6 per cent. However, I do not think it necessary to enlarge the line. The difference between these forecasts is only 0.1 %. Allow me to refresh your memory and remind you that last year, on the same date, growth forecasts were 1.7 per cent according to the Government and 1.8 per cent according to the HCFP. Finally, we found that the growth rate was 2.2%. Year-end hazards make this 0,1 % difference reasonable. So, ladies and gentlemen of the opposition, don't worry! Do not overestimate the magnitude of the gap between the Government's growth forecasts and those of HCFP! They are finally quite close and do not justify the development of alarmist discourses. [[Applause on the benches of the MODEM and LaREM groups]] However, it should be recalled, following the High Council for Public Finance, that the structural balance effort will be virtually zero in 2018, so that the medium-term objective in this area seems to be still distant. Despite this reservation about the trajectory of the structural deficit, we consider that the amending finance bill for 2018 meets the requirements of sincerity and fiscal seriousness that drive not only our group but also the vast majority of parliamentarians. We shall therefore vote on it.
ParlaMint-FR_2018-11-12-O1058.u178	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2018-11-12-O1058.u179	Minister, this session gives us an opportunity to take stock of your full-year fiscal management for 2018. I would like to make a number of comments. The first one is about shape. The timetable for this amending finance bill is simply new: you presented the text in the Council of Ministers on Wednesday, 7 November, by requiring members of the Finance Committee to table amendments by 8 November; the text was examined in committee on 9 November and it is in open session today, all of which are entangled with the consideration of the 2019 Finance Bill. By comparison, in 2015, the public debate on the current year's draft Finance Amendment Bill took place between November 30 and December 4, three weeks later than this year.
ParlaMint-FR_2018-11-12-O1058.u180	How many articles?
ParlaMint-FR_2018-11-12-O1058.u181	The bill was introduced in Council of Ministers on 13 November, which allowed Members of Parliament time to consider it. The same observation was made in 2016: the public examination of the current year's amending finance bill took place from 5 to 7 December, after the presentation of the text in the Council of Ministers on 18 November. The same observation was made in 2017: the review of the text in public session took place between December 4 and 8, after it had been presented to the Council of Ministers on November 15.
ParlaMint-FR_2018-11-12-O1058.u182	In fact, the general discussion is limited to a calendar!
ParlaMint-FR_2018-11-12-O1058.u183	Mr Minister, by doing so, you are putting forward a timetable that is at best draft and at worst disrespectful of Parliament's work – I hope that is not the case. I would like to stress that a lack of respect for Parliament's work is simply a lack of respect for the well-informed democratic debate that our country needs. I will make a second observation, which is still in the form: there is no solemn vote in this amending finance bill. Your majority will vote this night, between 3 and 4 a.m.,...
ParlaMint-FR_2018-11-12-O1058.u184	Maybe!
ParlaMint-FR_2018-11-12-O1058.u185	..., in other words, in catimini. Teasing minds would be likely to see this as a manoeuvre on your part to avoid transparency on your management for the year 2018. How did you get there? Well, the answer is very simple: you, minister, fix the decrees in advance. On October 15, you stated that you wanted to "not present any decree in advance and present a management that respects the work of parliamentarians, the opposition as well as the majority". As regards respect for parliamentary work, we remain hungry!
ParlaMint-FR_2018-11-12-O1058.u186	Absolutely. Can do better!
ParlaMint-FR_2018-11-12-O1058.u187	You added that this is "the proof that we have indeed "syncized" the budget documents." Minister, let us speak frankly: you are in a stalemate. Today, 12 November 2018, you are missing 163 million euros in budget appropriations to pay teachers in the second level of public education until the end of the year. Everyone must understand that you had two options: either to take a decree in advance that would have allowed you to release this money immediately, this operation being then regulated by the law of amending finance that could have been examined without haste; either loosen the bill of amending finance to be in time so that this money is released and teachers can be paid. You also need EUR 19 million to pay the salaries of teachers at the first and second levels of private education until the end of the year; you also need €20 million to pay salaries in university research until the end of the year; You still need 31 million euros to pay the salaries of the police officers by the end of the year. Finally, you are short of €404 million to finance external operations, OPEX, by the end of the year. Minister, you have been caught up in the reality of your management. You don't have enough money in the coffers of some departments to pay the professors, the police, the researchers. And you'd like to make us believe in good management on your part, on the sole ground that you refuse the decrees in advance? But honestly, it's us either as naive or as funny! The pre-decree was introduced by the Organic Act on Finance Laws of 2001 because everyone is well aware that it is not possible to decide everything by 1 January. Every Frenchman knows well that in order to manage his own budget, he may have to decide things in the course of the year that were not originally planned. However, this does not make it a bad manager. Mr.Minister, you are stumbling around the issue of advance decrees, which leads you to flout the amending finance law for 2018, until you refuse it a solemn vote. Or, worse, you use professors, police officers and researchers as a variable to adjust your budget rigidity – which in my view would in no way be like a serious budget. That, Minister, we cannot accept. Let's get to the bottom now. First of all, with regard to the appropriations you are missing, I have just mentioned them: you are missing some EUR 300 million to pay the salaries of certain officials until the end of the year. That's not shocking. What's shocking is how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, how you do things, As regards the external operations carried out by the French military for our defence, so far the additional expenditure for the OPEX has always been paid by national solidarity. You do not want it to continue to be so. However, Article 4 of the Military Programming Law for the years 2019 to 2025 states: "In management, net additional costs, excluding payroll credits entered in the law of finance for internal and net missions of reimbursements of international organizations, not covered by this provision, are subject to inter-ministerial funding. [...]". You do not respect this article 4, voted recently. Then, as far as the energy check is concerned, I confess that my arms fell. Your draft amending finance law for 2018 proposes by your majority to vote a reduction of 50 million euros in the appropriations allocated to the financing of the energy cheque, via the programme "Public service of energy".
ParlaMint-FR_2018-11-12-O1058.u188	No, no, no, no, no, no, no,
ParlaMint-FR_2018-11-12-O1058.u189	This reduction is incomprehensible. It comes at a time when the French realize the magnitude of the energy taxes that your majority voted for. They increased on 1 January 2018; they will increase on 1 January 2019; they will increase on 1 January 2020; they will increase on 1 January 2021; they will increase on January 1, 2022. These increases do not take into account either income, access or access to a public transport network; They therefore unfairly penalize the French who have the lowest incomes and who have no choice but to take their vehicle to go to work. Now you have a tool for rebalancing: the energy check, created by the law on the energy transition voted by our majority in 2015. But you find the way to plan, in this amending finance bill, the only instrument that would allow you to accompany the French who have the lowest incomes!
ParlaMint-FR_2018-11-12-O1058.u190	Anything!
ParlaMint-FR_2018-11-12-O1058.u191	Minister, I am just reading what is written in the amending finance bill!
ParlaMint-FR_2018-11-12-O1058.u192	But that's not true!
ParlaMint-FR_2018-11-12-O1058.u193	I'm just reading!
ParlaMint-FR_2018-11-12-O1058.u194	It's demagogy!
ParlaMint-FR_2018-11-12-O1058.u195	You can talk about demagogy, minister, I'm just reading the bill! But since we didn't have time to talk about it, you didn't have time to explain.
ParlaMint-FR_2018-11-12-O1058.u196	Ah, if we had had time to talk about it in committee...
ParlaMint-FR_2018-11-12-O1058.u197	Yes, minister, we couldn't talk about it!
ParlaMint-FR_2018-11-12-O1058.u198	We had to stay to attend the debates in committee!
ParlaMint-FR_2018-11-12-O1058.u199	Mrs. Rabault is absolutely right!
ParlaMint-FR_2018-11-12-O1058.u200	Still, 50 million euros disappear from the programme that finances the energy check! For our part, in view of the lack of transparency of the Government on the unprecedented increases in energy taxes, we have put online a purchasing power simulator that several thousand French people have already consulted since last Thursday: the socialists.fr/simulator. By giving its heating and fuel consumption, everyone will be able to see the extent of the increases in energy taxes voted by the majority, which will apply on 1 January. Because your decision to cut into the energy check credits is incomprehensible, we have tabled amendments, in line with the proposals we have made to support the French who have the lowest incomes and who have no choice but to take their vehicle. We offer you once again – you refused last year – to include in the energy check a fuel component. The energy check now benefits 3.7 million French; we propose to double its amount again, for an annual cost of 300 million. We also propose to extend this energy fuel version check to those of the 17 million assets that take their vehicle every day because they have no other choice and have a salary of less than 1500 euros per month. This proposal would cost EUR 600 million. Finally, we consider it essential that a real observatory should look at the evolution of the purchasing power of the French. [[Applause on the benches of the GDR group as well as on several benches of the LR group]] For our country, we sincerely hope, Minister, that you will be able to hear these proposals of common sense, and above all of social and territorial justice.
ParlaMint-FR_2018-11-12-O1058.u201	Mrs Lise Magnier has the floor.
ParlaMint-FR_2018-11-12-O1058.u202	[[Laughs]] For the first time since 1985, according to the archaeological research of our general rapporteur Joël Giraud, the budget collective for 2018 marks a break with the usual practices. Indeed, until this year, the end-of-management budget collectives still contained quite a number of new tax provisions. This amending finance bill therefore finally renews what the finance laws should always be: a series of budgetary measures adjusting the balance of the original finance law, but without any tax provisions. It is out of respect for this true PLFR that our group has not tabled any tax amendments.
ParlaMint-FR_2018-11-12-O1058.u203	All right!
ParlaMint-FR_2018-11-12-O1058.u204	Another point should be credited to the Government: it had not resorted to the provisions of the advance decrees. Thank you, Minister, for keeping your promise to stop using amending finance bills as a catch-up session of the finance bill under review. However, this satisfaction can only be tarnished by the conditions under which we have had to examine this text: less than two days between the tabling of the draft and the meeting of the Finance Committee, and the text passes in open session only three days later. It is quite unacceptable that the study of financial texts should take place in a state of recurrent haste, even if the text contains only nine articles.
ParlaMint-FR_2018-11-12-O1058.u205	All right!
ParlaMint-FR_2018-11-12-O1058.u206	It is a matter of respect, as well as responsibility, for those we represent.
ParlaMint-FR_2018-11-12-O1058.u207	Bravo!
ParlaMint-FR_2018-11-12-O1058.u208	Honestly, minister, how would you have reacted to us when you were a member of Parliament? Here in the National Assembly, debates and votes must be informed. As with many of my colleagues, I carry out my first mandate. There seems to be a common problem: the delays in reviewing financial texts, and their superimposition on the agenda. Although this is more about the constitutional reform bill, which we are likely to resume next January, allow me to make a short digression. If we shorten the time for consideration of these financial texts in order to speed up the debate, it will be necessary, in return, to submit the text and the annexed documents more upstream. We all too often find that documents are not transmitted to us in a timely and timely manner. Thus, I remember hearing our colleague Marie-Christine Dalloz regretting that he did not have the yellow budget when he considered his special report at the sitting; I remember, during the review of the Overseas Mission, that Members discovered the cross-cutting policy document in a public session. In short, I wonder: how can we continue this way? Unless, Minister, it is enough to include in the Constitution that Parliament now only renders an advisory opinion on the financial laws! It'll come back to the same. I think, Mr Minister, that this feeling is shared by all the political groups. We no longer want sub-budgeting; we no longer want fiascos like the 3% dividend tax; I know you don't, either. But then why take the risks that necessarily result from such an emergency? Let's get back to the bottom. As I indicated earlier, this amending finance bill is very short and is intended to ensure the end of the 2018 fiscal year. With regard to the macroeconomic component, the High Council for Public Finance estimates that the 1.7% growth assumption for 2018 is a bit high, and that 1.6% growth is "more likely" – that is the one adopted by INSEE. However, estimates of expenditures and revenues, and therefore of balances, are considered "perceived". Finally, it may be 2019 that we need to worry about: the GLP for 2019 is also based on a growth forecast of 1.7%, while the European Commission expects growth to slow down in the EU. In view of the economic situation since the submission of the 2019 budget last September, would it not be prudent, minister, to expect a growth of 1.6% for next year? The public deficit forecast for 2018 remains what it was in the original finance law, at 2.6% of GDP. Nevertheless, the structural effort is virtually zero, even though the High Council notes that the road to reducing the structural balance to the medium-term objective remains important. The government deficit is improving by EUR 5.6 billion compared to the initial forecast of EUR 80 billion under the Finance Act. This decrease is due in particular to the sale of Safran shares and the good maintenance of tax revenues. VAT revenue, which could be slightly lower than expected, would be offset by operating costs of local authorities somewhat less dynamic than expected. Let me turn to the various articles, starting with a few remarks on the article on the adjustment of the resources of the energy transition trust account, as a result of the revision of the estimate of its expenditure. Approximately EUR 600 million have not been spent, which fully justifies an adjustment of the revenue allocated to this account for 2018. But green taxation has increased by almost EUR 8 billion in recent years, of which only EUR 1 billion has been allocated to the energy transition. If you want citizens not to feel that they are being subjected to punitive taxation, if you want there to be a chance that they will join these tax increases, then these resources must really and fully be used to develop green alternatives. Minister, do not impose the ecological transition: accompany it effectively! With regard to Article 3, which ratifies a decree on the remuneration of services rendered by the State services, you open a significant debate if it is transposed to the source levy of income tax: I am committed to applying the right principle of equality, and I have tabled an amendment to the 2019 Finance Bill to introduce a tax credit for businesses equivalent to the costs of managing the source levy of income tax: this is a service rendered by businesses to the State, and it is therefore fair to provide compensation for this burden. I come to the reduction of the vacancy of job authorizations of 10805 ETPT – the annual full-time equivalent worked – in accordance with Article 11 of the Public Finance Programming Act for the years 2018 to 2022. This new provision will make it possible to restore its full scope to the parliamentary authority to set an annual ceiling on employment authorizations per department, which will no longer be disconnected from reality by vacations sometimes accumulated over the years. Let us understand well: the reduction in vacancy in job authorizations cannot be counted as a strict reduction in the number of PTSDs. I will conclude by referring to the appropriations for the Defence mission and quoting the speaker of our group, during the discussion of the first part of the PLF for 2018: "As far as defence is concerned, you are planning only 200 million euros in addition to raising the appropriations for OPEX to 650 million, while everyone knows that this expenditure amounts to about 1.1 billion euros; It is therefore between 400 and 450 million euros that should be added. Here we are! Since then, we have adopted the military programming law whose Article 4, which sets the annual provision necessary for the financing of OPEX and internal missions, provides that "In management, the net additional costs, excluding payroll credits entered in the finance law for internal and net missions of reimbursements of international organisations, not covered by this provision, are subject to inter-ministerial financing.[...]" And yet, Minister, in this PLFR, you plan to cover the need for funding for OPEX and internal missions only by cancelling other defence funding. This leads me to question myself in several ways. What is section 4 of the MPA for if you do not comply with its application? What is the point of the law if we do not apply it ourselves? More concretely, do you think that our armed forces, deployed in many theatres of operation, are so well equipped that the amputation of the €319 million "Equipment of Forces" programme 146 will not have any effect? [[Mr. Philippe Vigier applauds]] In the wake of the commemorations of the centenary of the Armistice of 1918, the national tribute paid not only to our Poilus but also to all the soldiers who died for France, and especially to those who fell in combat this year, I sincerely believe that our soldiers deserve the respect they deserve and that we would all have an interest in providing the necessary funds to carry out their mission in the service of peace and our values.
ParlaMint-FR_2018-11-12-O1058.u209	That's right!
ParlaMint-FR_2018-11-12-O1058.u210	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2018-11-12-O1058.u211	Prior to that, I would like to go back to the conditions for reviewing this amending finance bill because, once again, Parliament has been trampled by an executive that is likely to be overwhelmed by its own pace. On Wednesday, at 11:54 a.m., we received in our e-mails the text of this PLFR, presented the same morning in the Council of Ministers, while Secretary of State Olivier Dussopt was to present it to us at seventeen, or five hours later. [[Exclaims on the banks of the LaREM Group]] In this regard, Mr.Darmanin, I would like to remind you of your absence from the 2018 amending finance bill, an absence that certainly reflects a lack of interest and even a certain contempt for the republican institutions. Unless Mr. Dussopt served as a fuse in the face of our foreseeable anger! Mr Darmanin, having yourself been a Member of Parliament, you could not ignore our reaction to such delays. Allow me to clarify once again the aberration of these deadlines so that our fellow citizens understand well what the executive's consideration of parliamentarians is. We have had less than 24 hours to analyse the 137 pages of this amending budget and to amend it for debate in committee. The deadline for consideration at the sitting was not much higher, with the deadline for tabling amendments set for Saturday. But if there had been only that, we could have admitted it again, knowing that we could rely on the great availability and the extreme reactivity of our collaborators and on the excellence of their work. The problem is that, during this necessary time of work, we Members had to be in committee, in order to examine the non-attached articles of the PLF and, at the same time, in the Chamber, to defend our amendments on the second part of the finance bill. [[Smile]] It should be recalled that our parliamentary group – and this is not the only one – has only two Members in the Finance Committee. But we do not have the gift of ubiquity and we do not always reply in the form of holograms. So how do you want us to work calmly and properly defend our proposals and analyses? Because, Minister, we are still talking about the budget, and, more specifically, about the adjustments you made to the 2018 budget. However, the 2.7 billion euros of cancellations of credits in key sectors such as "Work and employment", "Research and higher education" or "Justice", and the reductions in the employment ceiling are not a bit of a candle. In addition, when you open credits, it's to repay the debt! And to say that, in your constitutional reform, you proposed to reduce the deadline for the review of the PLF to fifty days! You will be able to communicate that before, the budgetary adjustments were made through advance orders, if you do not allow Members to amend the original and amending finance bills, that is pointless. There is no need to move two steps forward and to step back by three. Especially since, on the morning of this famous Wednesday, we all greeted Jean Jaurès and Georges Clemenceau for the quality of their exchanges. I very much fear that such haste will go back to the idea of how a truly democratic parliament would function!
ParlaMint-FR_2018-11-12-O1058.u212	What would Clemenceau think of this PLFR?
ParlaMint-FR_2018-11-12-O1058.u213	I pity you, ladies and gentlemen of the majority, for so many contradictions and for having to take on the language of the Government, because I cannot believe that you do not share our view. How can we understand this sad episode, when the amending finance bill is a usual exercise? Either the Government is terrified, disorganized, overwhelmed by its own rhythm, or it has the will to tarnish the parliamentary debate, imposing such a tempo on us! And yet, the group of France Insoumise held this tempo.
ParlaMint-FR_2018-11-12-O1058.u214	Right!
ParlaMint-FR_2018-11-12-O1058.u215	If the whole opposition has left the committee to protest against senseless and untenable deadlines, our group has tabled and defended amendments. The rapporteur-general has also stressed the quality of our work, which I thank him for. Now I'm going to the bottom. This amending finance bill, which contains massive budget cuts of which I have already mentioned the amount – 2.7 billion euros – is, in particular, abolishing public jobs. On the other hand, it drastically lowers the employment ceilings, which reduces the flexibility of the administrations to hire. This is probably a sign, a way of preparing for the implementation of the CAP 2022 report, including the planned abolition of staff posts. Here are some of the effects of your corrections – the main ones, because we didn't have time to analyze them all. While all the territorial public institutions in Greater Paris are at risk of losing their balance for a total of 55 million euros, you are reducing transfers to local and regional authorities by 200 million euros compared to what was planned in the PLF for 2018. In my constituency, the public territorial establishment Is Together risks losing 9.2 million euros while its poverty rate is one of the most important in the metropolis. Another effect is that you abolish €1.3 million in staff credits for judicial justice, while the Republic no longer even has enough to protect its children. In Seine-Saint-Denis, always, the children's judges have recently called for help. The keeper of the seals, after answering that she was not responsible, sent them back to the department. If a minister is not responsible, then what's the point? With this money, know that you could hire an additional 18 judges. Another effect is that you withdraw €200 million from the "Research and Higher Education" mission. It's almost logical, you'll tell me, given the number of students discouraged by Parcoursup, who join the private sector. Nevertheless, the universities of Lille and Rennes are undergoing recovery plans, which are true cures of austerity, and are almost under the supervision of the State. Retirements are not replaced, staff are overloaded, outreach services for students close. Apotheosis, finally: while the urgency to combat climate change is now a certainty, you are withdrawing €200 million from the mission "Sustainable Ecology, Development and Mobility". That is the cruel – I would even say cynical – reality of the figures in this amending budget. You say that France's budgetary balance is improving compared to the initial forecasts. We answer that your accounting decisions add misery to misery. You'll probably hear about it on November 17. Because if you are arguing for €2.1 billion in appropriations to offset the 2.7 billion cancellations, there is still a 600 million missing. Moreover – and above all – these new credits do not improve the lives of French and French people. The money put on the table is only used to meet the requirements of the European budgetary treaties – 700 million euros for the revenue levy for the European Union – or to finance the debt, with an extension of 453 million euros. Finally, you sell 2.35% of Safran's capital, a highly strategic company. In summary, this amending budget is in line with your mantra: "less public expenditure, less public expenditure, less public expenditure, and even less public expenditure. » So, both in form and content, we disagree with this amending budget.
ParlaMint-FR_2018-11-12-O1058.u216	Mr Fabien Roussel has the floor.
