ParlaMint-FR_2018-09-18-E2012.u1	The meeting was suspended.
ParlaMint-FR_2018-09-18-E2012.u235	I would like to respond to the comments just made by our colleague and to the arguments made by the Secretary of State and the rapporteur. To say that the enlargement of the list would weaken the fight against tax havens is a difficult coating to swallow, not only to the opposition which presents these amendments but to the public, to the citizens, to all those who have revealed the extent of the evil represented by these subtractions to the tax which, at French and European level, cause losses which for the States amount to billions. I do not believe, ladies and gentlemen, that we can now sin out of excess zeal. How long has this debate lasted? What promises have not been made! "Next January", "This time, the mechanism will launch a follow-up and we will check...". Perhaps ten years ago, a former President of the Republic assured us that the tax havens were over, that we had taken action at European level... and in the meantime all the scandals that you know have occurred. I therefore do not believe that we can claim to have the time given the scale of the offences committed. Even when legality is not contradicted, this IIa is a far too timid attempt. We have proposed amendments, one of which has been adopted, but it seems to us that, again, there is a risk of paying for words without answering this problem of magnitude if French law is not better structured and if, at European level, we do not show a stronger political will by setting an example. The arguments of the Government, the rapporteur and the majority are very unconvincing. Again, they illustrate the problem of this bill, which is just an announcement effect, which pays for words and lets go of the real tax fraud.
ParlaMint-FR_2018-09-18-E2012.u236	After this broad exchange of views, I think we can put this series of amendments to the vote... Mr Bourlanges asked for the floor.
ParlaMint-FR_2018-09-18-E2012.u237	Ten minutes ago I asked for it! Do you make your shopping list?
ParlaMint-FR_2018-09-18-E2012.u238	Please, Congressman!
ParlaMint-FR_2018-09-18-E2012.u239	I'm sorry!
ParlaMint-FR_2018-09-18-E2012.u240	I accept your apology.
ParlaMint-FR_2018-09-18-E2012.u241	By listening to the excellent speeches of our colleagues, I was thinking of the paradox of Bossuet: God mocks men who curse the consequences of what they cherish the causes. In truth, all you say is right about the objectives pursued, but you avoid recognizing the obvious: on a national level, we cannot effectively fight tax havens.
ParlaMint-FR_2018-09-18-E2012.u242	It's a capitulation speech!
ParlaMint-FR_2018-09-18-E2012.u243	All our industries would escape! We must have a European response. Gentlemen, ladies and gentlemen, you do not accept the only logic if you want to fight tax havens effectively: to move to a qualified majority in Europe. The European Parliament will thus be committed to the fight against tax havens (A pleuds on several banks of the LaREM Group.) [[Applause on the benches of the LaREM and MODEM groups]] For the moment, it is not Europe that is at stake, it is the national states that, each in their own corner, oppose joint action. Identify the real culprits, identify the real adversaries, and you will come out of the aporia in which you are!
ParlaMint-FR_2018-09-18-E2012.u244	It's a capitulation before the fight!
ParlaMint-FR_2018-09-18-E2012.u245	Mr Dominique Potier has the floor.
ParlaMint-FR_2018-09-18-E2012.u246	I enter this debate with humility, because I have not participated in all your work, but I would like to respond to my dear colleague Jean-Louis Bourlanges, for whom I have great admiration. We have heard this argument on a European scale for four years about the duty of vigilance of multinationals. For four years, we have been told that if Europe as a whole does not ask its industries to pay attention to human rights and the environment in their production chains located at the end of the world, we will not be able to do so. France has done so, and since then, schools have continued, not only in Europe, but in the world.
ParlaMint-FR_2018-09-18-E2012.u247	Where did we go to school?
ParlaMint-FR_2018-09-18-E2012.u248	[[Applause on the benches of the Socialist and related groups and GDR]] On some issues, we need to be bold and pioneer in order to launch the movement irreversibly.
ParlaMint-FR_2018-09-18-E2012.u249	Mr Jean-Paul Dufrègne has the floor to support Amendment No. 207.
ParlaMint-FR_2018-09-18-E2012.u250	With the government proposal, the French list will essentially be the blacklist defined at European level. This draft makes the presence of a jurisdiction on the French list of states and territories conditional on its presence on the European blacklist. Our list will therefore be conditioned by the interpretation that Europe will make of the criteria chosen. In our view, it would be preferable to act in a sovereign manner, and nothing prevents us from doing so. I'll give you two arguments. Firstly, the European Union's interpretation of the criteria raises questions: there are only seven countries on the blacklist! Of course, there are more than 60 of them in the grey list, but for now they are still on that list. On the other hand, we know that it is opacity that prevails in Brussels: diplomatic considerations tend to shake the hand of the "code of conduct" group responsible for monitoring these criteria, to the detriment of a fair and objective interpretation of them. The biggest tax havens are now out of this blacklist, which shows that the reference to Europe is not satisfactory, and we regret it. We also found that this list has been reduced as the skin of grief. While it had 17 countries in December 2017, it now has only seven, and it is not certain that this is due to actual changes in tax practices. Our proposal is profoundly European, democratic and sovereign, in the noble sense of the word. It is likely to fuel the European public debate on tax havens. We understand the idea of coordinating the European level and the French level, because it is important to have a common European base and because what has been done at European level is some progress. In fact, we are proposing nothing other than taking over the European criteria. But why do we just refer to the list defined by Europe? Nothing prevents us from doing otherwise. Let us take up the European criteria, possibly foresee a modulation of the sanctions according to the "damageability" of the practices and give power to our government, under the control of Parliament, in the drawing up of this list. But let us not surrender, as some propose to do!
ParlaMint-FR_2018-09-18-E2012.u251	You're the one who surrenders to the states! You refuse Europe!
ParlaMint-FR_2018-09-18-E2012.u252	This amendment would give France more latitude in its analysis of the global tax situation.
ParlaMint-FR_2018-09-18-E2012.u253	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u254	Your amendment aims to incorporate the criteria directly into our legislation. For my part, I am fully in line with Mr Jean-Louis Bourlanges on this subject: I believe that this list draws its strength from the fact that it has been adopted at European Union level. It seems to me that it is better to incorporate the Union's blacklist.
ParlaMint-FR_2018-09-18-E2012.u255	It's empty!
ParlaMint-FR_2018-09-18-E2012.u256	Look at the grey list: we'll take those countries that don't meet the compliance criteria. I also repeat, as I have already said in committee, that the general tax code already contains a whole series of anti-abuse measures which can already be applied to all so-called "privileged tax" countries. However, they can be European countries: since the tax rate is very low, it can be considered to be a privileged tax country. In this case, transfer pricing provisions may be applied under Article 57; Article 209b, which allows for the imposition in France of the results of a subsidiary established in a country with preferential taxation, can also be applied; Royalties and interest may also be taxed to those countries with preferential tax treatment under Article 238a of the General Tax Code.
ParlaMint-FR_2018-09-18-E2012.u257	We can, we can...
ParlaMint-FR_2018-09-18-E2012.u258	If I tell you all this, it is not to waste your time, but to remind you that the list is not the alpha and omega of the legal appeal available to the tax administration to combat flows to countries with privileged taxation. I'd like you to at least admit it, because sometimes we wonder if you know the general tax code!
ParlaMint-FR_2018-09-18-E2012.u259	This does not apply to the countries of the European Union!
ParlaMint-FR_2018-09-18-E2012.u260	You're wrong, Mr. Dufrègne. This system can be applied to European countries. The lists you offer us are a reinforcement. There are sixty-five countries on the grey list. You will check with us next year whether these countries are meeting the commitments they have made. If they don't respect them, we'll put them on our blacklist. Unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u261	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u262	Unfavorable opinion, for the same reasons as those set out by the rapporteur. I would add that the Government considers France's work with the European Union to be much more effective in giving the list as much strength as possible. To draw up a national list would be a signal of divergence, which we do not think is appropriate.
ParlaMint-FR_2018-09-18-E2012.u263	Mrs Danièle Obono has the floor.
ParlaMint-FR_2018-09-18-E2012.u264	Madam rapporteur, you are certainly a specialist in the matter, but it happens that we worked a little on the file before we tabled our amendments. You seem to be unaware of the extent of tax evasion.
ParlaMint-FR_2018-09-18-E2012.u265	Of course!
ParlaMint-FR_2018-09-18-E2012.u266	To hear you, there are already tools, so everything is fine.
ParlaMint-FR_2018-09-18-E2012.u267	No, no, no, no, no, no, no, We say that everything is going wrong, because there is no Europe!
ParlaMint-FR_2018-09-18-E2012.u268	But if everything worked well, we wouldn't have 60 to 80 billion tax evasions! Frankly, this kind of argument is absolutely not convincing. On the other hand, Mr Bourlanges, I believe that you are not doing a service to the European cause that you are defending, and with which I can agree, when you explain that nothing can be done because there is a blockage at European level...
ParlaMint-FR_2018-09-18-E2012.u269	We have to change Europe!
ParlaMint-FR_2018-09-18-E2012.u270	... and that we should not try to convince our European partners by passing a bill that would give us effective tools. We must act at European level by addressing the states, because it is the states that ultimately decide. If we were to arm ourselves in this text, our country would have greater negotiating capacity. The scale of tax fraud in France and Europe would require this kind of initiative and to be on the offensive, in a clear and constructive way. Unfortunately, this is what your majority has chosen not to do, and it is wrong for Europe – Europe, which we can defend together.
ParlaMint-FR_2018-09-18-E2012.u271	Unanimity is death, and that's what you stand for!
ParlaMint-FR_2018-09-18-E2012.u272	Tell that to La République en marche, dear colleague!
ParlaMint-FR_2018-09-18-E2012.u273	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2018-09-18-E2012.u274	Dear colleague, I cannot let you say that our rapporteur would ignore the extent of fraud. We certainly can't blame him. If this list is to be effective, it must be defended at European Union level: that is what we think. Indeed, we are very pleased that the European Union has adopted the Atad directive, for example, of which we have already transposed a large part, or the DAC 6 directive, which the rapporteur mentioned earlier, which will allow us to sanction the transmission of tax schemes. And how can we not think of the sanction that has been imposed on Apple, which owes more than EUR 13 billion to the European Union, on the basis of the principle of competition? An article in Les Échos today explains that Apple will finally pay. We are very happy to find the European Union when it acts in this way, through its European Commissioners!
ParlaMint-FR_2018-09-18-E2012.u275	Of course!
ParlaMint-FR_2018-09-18-E2012.u276	[[Applause on the benches of the LaREM, MODEM and IDU-Agir groups]] I therefore believe that our action must be carried out, above all, at European level. What we are trying to explain is that we are more powerful in the European Union than alone in our corner.
ParlaMint-FR_2018-09-18-E2012.u277	There's no point in Parliament, then.
ParlaMint-FR_2018-09-18-E2012.u278	Mr Jean-Paul Lecoq has the floor to support Amendment No. 195.
ParlaMint-FR_2018-09-18-E2012.u279	This amendment should agree with all of us. We have talked about the European grey list, the quality of this list and the criteria for its development. What we are proposing with this amendment is to incorporate this grey list into our French law. Since Article 11 proposes to transpose the European blacklist, there is no reason not to transpose the greylist as well. This will enable us to discuss, exchange and have a say in the commitments made and the composition of this list. The members of the Committee on Foreign Affairs have had a little start this year on Tunisia, which has been classified for a time as a tax haven. We had to react quickly, but we still lost some time while with the device we are proposing, we could be very operational. Finally, this would enable us, as parliamentarians, to be fully informed of what is being discussed at European level in the area of taxation. This point is already the subject of one of the recommendations of Mrs Peyrol's last report. Indeed, we are usually too late informed about the European negotiations on financial and budgetary matters. This amendment therefore remedyes this situation on the specific point of tax havens. The ambition of this amendment is modest, since no countermeasure is foreseen against the states on the grey list, even if they continue to participate in the great tax evasion. There is therefore every reason to adopt this amendment, which could bring us all together.
ParlaMint-FR_2018-09-18-E2012.u280	Mr Jean-Paul Lecoq has the floor to support Amendment No. 216.
ParlaMint-FR_2018-09-18-E2012.u281	He's forbidden.
ParlaMint-FR_2018-09-18-E2012.u282	I call Mr Dharréville to support Amendment No. 194.
ParlaMint-FR_2018-09-18-E2012.u283	This amendment proposes a follow-up procedure with regard to states and territories graduating from the French blacklist. The Government would submit, within 12 months, a report providing an update of the developments introduced by the State concerned with regard to the criterion for which it was blacklisted. Clearly, we want to be able to ensure that a "x" state that was on our blacklist against the "y" criterion effectively meets the "y" criterion over time. As a first step, this country will emerge from our list, under the reasoned order to be issued by the ministers. Each year, a parliamentary debate will take place on the composition of the list. This amendment supplements the operative part. We believe that monitoring commitments is essential if the most damaging tax practices are to disappear.
ParlaMint-FR_2018-09-18-E2012.u284	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u285	I share your view all the more that an amendment has been adopted on my initiative, which introduces this re-visit clause. I have already mentioned it and I would remind you that it appears in the 2 bis of the article. I therefore invite you to withdraw your amendment. Failing that, unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u286	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u287	The same opinion, especially since the annual report on France's conventional network for the exchange of information, annexed to the draft finance law, already takes stock of the exchange of information and administrative cooperation between States and lists non-cooperative states and territories. Together with the provisions mentioned by the rapporteur, this seems to us to satisfy the request of the authors of the amendment. I therefore invite you, too, to withdraw this amendment. Failing that, unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u288	Mr Dharréville, is your amendment retained?
ParlaMint-FR_2018-09-18-E2012.u289	[[Smile]] I withdraw it with courtesy, Madam President.
ParlaMint-FR_2018-09-18-E2012.u290	Mr Jean-Paul Dufrègne has the floor to support Amendment No. 193.
ParlaMint-FR_2018-09-18-E2012.u291	Article 11 provides for the modulation of countermeasures against States on the European blacklist: for the offshore criterion, all 24 countermeasures under our law would apply, but for all the other criteria, only six of the 24 countermeasures would apply. We have no problem with the principle of modulation of sanctions according to the gravity of the criterion of listing a State on the blacklist. That we need to punish more harshly harmful tax practices than others does not bother us either. On the other hand, the modulation proposed by the Government is full of limits, and we regret it. Of course, the 24 countermeasures apply to the offshore criterion, which is a good thing, but the problem is that, as it stands, only Palau is concerned. Selecting only six countermeasures out of the twenty-four seems to us very restrictive. Why not more? According to what criteria did the executive decide to retain these countermeasures? Thus, the exclusion of the mother-daughter scheme, the Copé niche and the rate increases for withholding tax would not apply, which is problematic. We therefore propose that sixteen countermeasures, not six, apply to States on our blacklist for a criterion other than the offshore criterion.
ParlaMint-FR_2018-09-18-E2012.u292	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u293	Your amendment tends to change the intended modulation quite significantly, which allows many other countermeasures to be applied to all ETNCs. Its adoption would upset the balance of Article 11, which was to apply countermeasures that facilitate the application of other very powerful anti-abuse devices to ETNCs that were not listed either under the French criteria or under the offshore criterion. I am thinking in particular of Article 57 of the General Code of Taxes on the Practice of Transfer Pricing, or Article 238 of which we have spoken. This relevant balance should be maintained. Request for withdrawal, or unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u294	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u295	Same opinion.
ParlaMint-FR_2018-09-18-E2012.u296	Mr Dufrègne, do you withdraw your amendment?
ParlaMint-FR_2018-09-18-E2012.u297	[[Smile]] I'm not taking it away, courtesy!
ParlaMint-FR_2018-09-18-E2012.u298	On Article 11, I am seized by the Group of the Democratic and Republican Left of the United Kingdom of Great Britain and Northern Ireland of a request for a public vote. The vote is announced in the National Assembly. Mrs Emilie Cariou has the floor to support Amendment No. 174.
ParlaMint-FR_2018-09-18-E2012.u299	It's editorial.
ParlaMint-FR_2018-09-18-E2012.u300	Mr Hubert Wulfranc has the floor to support Amendment No. 66.
ParlaMint-FR_2018-09-18-E2012.u301	This amendment tends to place the development of the list of ETNCs in the eyes of parliamentarians. Indeed, it follows from the law of 26 July 2013 that an annual debate should be held before the Finance and Foreign Affairs Committees of each of the two Assemblies. Unfortunately, this debate has never taken place. The conditions for a democratic exchange on this issue, which we see as well as being debated, are not in place. In committee an amendment was adopted, which was not amended, stipulating that the development of the list of ETNCs could be the subject of debate. How? How? With who? How often? Where? In which instance? These questions have no answers, and we must therefore consolidate things. This is the subject of our amendment, which is, moreover, only a possibility, not an obligation, which avoids any problem of constitutionality, as the minister in committee acknowledged.
ParlaMint-FR_2018-09-18-E2012.u302	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u303	I propose that we stick to the drafting of the work in committee. Unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u304	Mrs Emilie Cariou, in support of Amendment No. 175, has the floor.
ParlaMint-FR_2018-09-18-E2012.u305	It's editorial.
ParlaMint-FR_2018-09-18-E2012.u306	I put Rule 11 to the vote.
ParlaMint-FR_2018-09-18-E2012.u307	The result of the vote is as follows: Number of voters 66 Number of votes cast 64 Absolute majority 33 For adoption 54 Against 10
ParlaMint-FR_2018-09-18-E2012.u308	I have before me a number of amendments to the additional article after Article 11. I call Mr Dharréville to support Amendment No. 36.
ParlaMint-FR_2018-09-18-E2012.u309	This amendment is the result of the proposed tax havens law, which you have already heard about this evening. It tends to enrich the arsenal of French sanctions by adding to it the prohibition on French credit institutions from carrying out their activities there. According to a recent Oxfam report, the twenty largest European banks report a quarter of their profits in tax havens. However, for the French banks considered by the study alone, the loss of profits amounts to EUR 5.5 billion. France must set an example in this struggle. However, there is no question of shooting us in the foot by damaging the activities of our banks. That is why this amendment makes the prohibition of exercise in tax havens conditional on the fact that this exercise has only one purpose: to escape tax. Some activities may be legitimate, such as financing development projects or providing local populations with banking services. The amendment also seeks to require French banks established in recognized tax havens to choose a legal form subjecting them to French law in the field of account reporting and banking information. These obligations allow not only to identify the real beneficiaries of accounts but also to know the real state of the positions of banking institutions and their exposure to systemic risks. Finally, the provisions of article 2, beyond the tax question alone, contribute to the indispensable fight against money-laundering arising from criminal activities, which is largely based on the facilities offered by tax havens and the presence of banks with little regard to the origin of the funds circulating there.
ParlaMint-FR_2018-09-18-E2012.u310	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u311	You propose to prohibit the activity of credit institutions in ETNCs or countries with preferential tax regimes where such transactions fall under schemes constituting abuse of rights. I understand your objective, but this measure may face various legal obstacles. Of course, you have taken the precaution of including a safeguard clause to target only transactions involving abuse of law, but this remains insufficient to ensure that the scheme complies with the Constitution but also with European Union law, of which certain countries with privileged tax regimes are Member States. The abuse of rights as such leads to a heavy penalty – a recovery with an increase of 80 % – but it cannot lead, on the other hand, to a ban on activity because it would be contrary to freedom of establishment or freedom of establishment and to the free movement of capital, principles which are necessary at Union level. In fact, you yourself acknowledged that the difficulty posed by this system under European law when considering Mr Roussel's proposal for a law in committee. Unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u312	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u313	Unfavorable notice for the same reasons.
ParlaMint-FR_2018-09-18-E2012.u314	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2018-09-18-E2012.u315	You know our reservations about the principle of the free movement of capital, enshrined in various European treaties and which, again, we see as harmful. We must equip ourselves with the means to act against these practices. The numbers I quoted speak for themselves. We are maintaining this amendment, which will have to feed into the debate on tax fraud and allow us to take action to match the challenges.
ParlaMint-FR_2018-09-18-E2012.u316	Mr Jean-Philippe Nilor has the floor to support Amendment No. 38.
ParlaMint-FR_2018-09-18-E2012.u317	[[Smile]] This amendment is particularly important and we would not understand that it does not attract support on all the benches of this House. We propose to add a dedicated structure to Parliament to deal with tax avoidance and information exchange issues. These issues are so complex that they justify the use of independent and objective experts. Those we have met to prepare our proposed tax haven law are delighted by this prospect. The establishment of such a body would also make it possible to better involve citizens and associations that have been working on these practices for years and strongly denounce them. An independent observatory, attached to Parliament, would be a particularly interesting formula. It could be based on the model of the Parliamentary Office for the Evaluation of Scientific and Technological Choices. Bicameral, it is composed of equal numbers of deputies and senators and is assisted by a scientific council of twenty-four high-level personalities. [[Applause on the benches of the GDR and FI groups]] The observatory could thus take up this bicameral formula, which also brings together experts in fiscal, financial and economic matters, with the number of eighteen, to assess in complete serenity the problems related to tax avoidance and the progress or setbacks recorded. It could assist parliamentarians in holding the debate on the list of tax havens drawn up according to the criteria set out in the General Tax Code.
ParlaMint-FR_2018-09-18-E2012.u318	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u319	This amendment was rejected by the committee. We do not think it appropriate to set up a specific parliamentary office. Commissions already have the necessary prerogatives. On the other hand, we are planning to strengthen Parliament's monitoring and evaluation capacity by creating an agency within it to recover data. Rather than creating an ad hoc office, let us strengthen our means to achieve the same results. I invite you to withdraw your amendment, otherwise I will be against it.
ParlaMint-FR_2018-09-18-E2012.u320	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u321	Withdrawal or unfavourable opinion, for the same reasons as the rapporteur. It should be added that the establishment of a parliamentary office is more a matter of the National Assembly's rules of procedure than of a law, which explains why the Government does not have to judge its opportunity. In addition, last Thursday, Gérald Darmanin announced the creation of a tax fraud observatory that will involve NGOs, experts, statisticians and parliamentarians. Through this observatory, with its more diverse composition and specific skills, the objective you pursue seems to us to be achieved, within a somewhat different scope.
ParlaMint-FR_2018-09-18-E2012.u322	Mr Fabien Roussel has the floor.
ParlaMint-FR_2018-09-18-E2012.u323	Indeed, the minister has announced the creation of an independent observatory. We have been advocating for a long time by NGOs or economists, and we have mentioned this in the study of the proposed tax havens bill that I have tabled. I still remember the minister calling on us to work in this direction and to propose the creation of such an observatory. That is the subject of this amendment! The minister raised the idea, a Communist MP tabled the amendment: let's work together! That's very good, all of it.
ParlaMint-FR_2018-09-18-E2012.u324	Mr Nilor, do you maintain your amendment?
ParlaMint-FR_2018-09-18-E2012.u325	With the same courtesy as my colleagues, I would like to say that, out of respect for them and for Minister Darmanin, who paved the way for this amendment, I maintain it.
ParlaMint-FR_2018-09-18-E2012.u326	I call Mr Fabien Roussel to support Amendment No. 37.
ParlaMint-FR_2018-09-18-E2012.u327	Mr Bourlanges, Mr de Courson, you explained in the Committee on Finance that the fight against tax havens is not being fought on a country-wide basis, that it is an international fight, that it can only be waged on a European Union-wide basis, because at the level of France it is not possible to move forward given the laws and the international context... But you see, the difficulty of fighting tax havens is that when we propose initiatives at the national level, we are told that the fight is taking place internationally, and that when we make proposals for international combat, we are told that it is impossible, far too complicated, because we can never agree with everyone... In short, we are not making progress. I take this amendment as an example: it asks the Government to submit annually a report to Parliament on the initiatives it has taken to work, at the UN level, at a COP – Conference of the Parties – on global finance, based on the model of the Environmental COP. This amendment incorporates a proposal for a European resolution "for a Conference of the Parties (COP) on Global Finance, Tax Harmonization and Justice", which was unanimously adopted under the previous legislative term on the initiative of Alain Bocquet on 2 February 2017, and which aims to ensure that the Government fights for a Tax COP to promote tax justice. That is how it is possible to conduct the fight on an international scale that you call for. I therefore count on you to support this amendment, and on the rapporteur and the Minister of Public Action and Accounts to have the Government provide us with a report every year informing us of all the initiatives that it has taken to obtain a tax COP.
ParlaMint-FR_2018-09-18-E2012.u328	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u329	Without prejudging the advisability of a tax COP as such, I would remind you that international debates have been conducted by the OECD for years. The OECD has even widely opened the club of invited countries to these debates, especially since 2012 on the BEPS Action Plan – on tax base erosion and profit transfer – which brought together, in addition to OECD member countries, all developing countries to reflect on the impact of tax optimisation on them. Today work involves 117 countries. To ask the Government to provide for a parallel forum to all this work in progress would, I believe, create more chaos than anything else. What I think is that we need to invest heavily in our negotiations at the OECD. This is the right level, because it is the level of bilateral conventions. Corporate tax, unlike VAT, is not a European tax! Only certain corporate tax measures are governed by European directives. Their number has increased recently, but for a long time there have been only three: the Interests and Royalties Directive, the Mother-Daughter Directive and the Cross-Border Mergers Directive, in short, very specific subjects. The way in which the profit-sharing of a multinational is carried out at the global level is decided in bilateral state-to-state conventions, most of which are based on the OECD model. That is why the OECD is the right interlocutor: an OECD expert here, Benedict Peyrol, can confirm this to you. Let us enrich our debate at the OECD, let us continue to support the work of Pascal Saint-Amans: it will be more profitable than making the symbol for the symbol by asking for the creation of forums. This is the effective means of reaching decisions that will be enshrined in the law. The OECD has already done so, with the multilateral convention which amended the bilateral conventions and which we have transposed. This is the right tool to change the law. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u330	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u331	Same opinion.
ParlaMint-FR_2018-09-18-E2012.u332	Mr Jean-Louis Bourlanges has the floor.
ParlaMint-FR_2018-09-18-E2012.u333	[[Exclaims on the banks of the GDR Group]] Mr. Roussel, what you're saying is nice! But you're asking for a report. I note, however, that your proposals contain three recognised forms of impotence: the request for a report, the request for a debate and the request for an independent observatory. It is the ready-to-wear of the impotent parliamentarian.
ParlaMint-FR_2018-09-18-E2012.u334	What about the bill I introduced?
ParlaMint-FR_2018-09-18-E2012.u335	We would obviously be very happy to have such a report, but that is not the problem. Why always ask for things that don't bring anything? We won't even have time to read them all, so much you ask! Recognize it! I fully agree with you that we, at European level and at national level, are totally null and void in the fight against tax havens. But you do not see the weak link, which is, for the European Union, not having the institutional power to take the necessary decisions. When she's got it, she's acting! See what Mrs Vestager Hansen, the Danish Commissioner for Competition, is doing: Competition law gives her the means to make states comply! [[Applause on the benches of the MODEM, LaREM and UDI-Agir groups]] You do not recognize the fundamental institutional character of our impotence, and you are in ideological contradiction. On even days, you ask for the sovereignty of States, and on odd days you ask for the submission of States. That's your problem. We agree on the substance, we are not on the means, simply because you refuse to consider the real means.
ParlaMint-FR_2018-09-18-E2012.u336	Mr Charles de Courson has the floor.
ParlaMint-FR_2018-09-18-E2012.u337	Mr Roussel, you mentioned the COP environment: are you aware of what happened to him? For my part, I'd rather be afraid to take it as a reference. And have you heard of a Mr. Trump? Do you think you'll find a deal with him? The only solution is to continue within the framework of the OECD, because it is thanks to it that we will move forward.
ParlaMint-FR_2018-09-18-E2012.u338	Anyway, there's nothing we can do!
ParlaMint-FR_2018-09-18-E2012.u339	[[Applause on the benches of the UDI-Agir, LaREM and MODEM groups]] No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, You used to be for proletarian internationalism. You've swindled on a national concept. Open the windows! Long live tax internationalism! It's the only way.
ParlaMint-FR_2018-09-18-E2012.u340	Contributors from all countries, unite!
ParlaMint-FR_2018-09-18-E2012.u341	Mr Jean-Paul Lecoq has the floor.
ParlaMint-FR_2018-09-18-E2012.u342	What we are really asking for is not a report: we are asking the French government to act strongly against tax havens by using all means, that is, by going to the meeting of a COP "tax haven" if necessary. And we ask the French Government to report on its action in this area to Parliament, which often involves the submission of a report. If you wish, we will accept any sub-amendment that deletes the report and asks the Government to report to Parliament. If that's enough to get him accepted on all benches... This is still the least that Parliament, including the National Assembly, is asking the Government to report on its action against tax havens! It must specify what it has done at the OECD, at the UN, within the European Union, at the bilateral level. That is the meaning of this amendment, which it is possible to under-amend in order to make everyone agree.
ParlaMint-FR_2018-09-18-E2012.u343	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2018-09-18-E2012.u344	Mr Lecoq referred to the idea of reporting: I tabled an amendment in the Finance Committee so that, in a debate on the ETNCs, the Government would report to the National Assembly on its action on the subject. It was adopted in committee, creating Rule 11a C. I believe that your group has tabled an amendment to this Article on a question of temporality, but it seems to me that your request is satisfied.
ParlaMint-FR_2018-09-18-E2012.u345	All right!
ParlaMint-FR_2018-09-18-E2012.u346	This article has not yet been adopted.
ParlaMint-FR_2018-09-18-E2012.u347	Mrs Danièle Obono has the floor.
ParlaMint-FR_2018-09-18-E2012.u348	It is not serious to criticize this amendment by arguing that it is in the area of the symbol, given the many very concrete amendments that have already been tabled, aimed at finding compromises, for example, or at revising certain provisions downwards. Nor do I believe that one can argue with a form of celebration of impotence: it is the opposite. The National Assembly is making the law, and we are trying to give the government the resources that will weigh heavily, in its besace, when it goes to international negotiations. Mr Bourlanges, you still have to realize that you explain that nothing can be done because there is a need for unanimity to act at European level.
ParlaMint-FR_2018-09-18-E2012.u349	I didn't say that.
ParlaMint-FR_2018-09-18-E2012.u350	That's what you said, Mr. Bourlanges. The same is true at the international level: you are devoting powerlessness. On the other hand, you know our positions well enough so that we cannot blame ourselves for ignoring the institutional problem. On the contrary, we declare that certain European institutions must be called into question. This is, as you know, one of the battles we are waging in the European Parliament, along with our colleagues from the Left Block in Portugal and Podemos in Spain, with whom we conducted a campaign on tax evasion and evasion. We are therefore not content with symbols: we are also carrying out concrete actions. We are putting on the table proposals which seem to us to go in the right direction, in particular so that Europe does not just wish for pious things but does something.
ParlaMint-FR_2018-09-18-E2012.u351	Mr Jean-Philippe Nilor has the floor.
ParlaMint-FR_2018-09-18-E2012.u352	Mrs Peyrol, it is a question of method: you seem to agree with the principle of our amendment and we agree with the principle of yours. But for the time being, the article you've been talking about is not yet under review. What prohibits the adoption of our amendment, even if it falls if a better provision is subsequently adopted? Because you never know what can happen.
ParlaMint-FR_2018-09-18-E2012.u353	It was adopted in committee!
ParlaMint-FR_2018-09-18-E2012.u354	Let us already make this small step forward, let us take this small step towards common sense. I invite you to vote for the amendment we are proposing.
ParlaMint-FR_2018-09-18-E2012.u355	Mr Roussel, do you maintain the amendment?
ParlaMint-FR_2018-09-18-E2012.u356	Yes, Madam President.
ParlaMint-FR_2018-09-18-E2012.u357	Mrs Sarah El Haïry has the floor to support Amendment No. 228.
ParlaMint-FR_2018-09-18-E2012.u358	After this lively debate, I would like to make it clear that Amendment No 228 is not just a request for a report: it is accompanied by a request for action. I ask for a study, then the implementation of the study. That's why I care.
ParlaMint-FR_2018-09-18-E2012.u359	[[Smile]] A report? What a horror! What a statement of impotence!
