ParlaMint-FR_2018-04-04-O1177.u1	The meeting was suspended.
ParlaMint-FR_2018-04-04-O1177.u151	Minister, my questions concern privatisation in the airport sector. In recent years, transfers of shares and privatisations in the airport sector have concerned Paris, Nice, Lyon or Toulouse. We discussed the situation in Toulouse a few months ago. Over the past few weeks, the possibility of the State divestment of some of its assets in the ADP group, which builds, develops and operates the airports of Paris and its region, including Paris-Orly, Paris-Charles-de-Gaulle and Paris-Le Bourget. It is true that the divestiture of certain public interests in large companies is a considerable financial lever for the State. They both ensure the proper management of the shareholder state's portfolio and ensure the financing of innovation, notably through the break-up innovation fund created last January. However, the State must also play its role as regulator, and these divestitures, sometimes to non-European investors, raise several questions, whether it is in Paris or Toulouse, which remains concerned by possible privatisation. Minister, I would like to ask you three questions. How do you intend to ensure the continuity and quality of public service for the millions of our citizens who use these airport platforms, as well as for companies, for which these infrastructures are crucial? How do you intend to preserve the strategic dimension of these airports, on which are located many French and European industrial jewels, such as Air France, Airbus or Thales? In the end, in the event of divestitures of holdings or privatisations in the airport sector, can you assure us, Mr. Minister, that these revenues will well finance break-up innovations in a nearby sector, such as aeronautics and space, which are of particular concern to the Toulousans?
ParlaMint-FR_2018-04-04-O1177.u152	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u153	Mr President, I share your vision. I would like to reiterate the extent to which all these operations, which we are thinking about with the Prime Minister and the President of the Republic, are responding to a long-term strategic vision. We have time: we will do it when we choose it; We will not do so under the pressure of markets or anyone else. Today, the state takes care of everything and everything. He is present everywhere, and no one has the courage to question the place of the state in France and to wonder what its fundamental missions are. It is this logic that led us to consider these operations on Engie, on ADP or on the French game. These decisions are well thought out and are based on a strategic vision of the respective place of the company and the state in French society. I know your group is particularly involved in this reflection. It is not even the continuity of the public service that we seek, but the improvement of the service rendered to the user. We believe that a private operator will know much better than the State to operate the commercial activities of airports, be they hotels or commercial galleries. On the other hand, as far as transport, air flows, tariff levels and charges are concerned, it is imperative to maintain control. I know that your group is paying particular attention to motorways and mistakes in this area. I had the opportunity to discuss it at length with François Bayrou a few days ago, and I know his legitimate concern. We will answer that, because we do not want to repeat mistakes that will then be made on the consumer and on the French citizen. On the contrary, we want to prepare the future of the French by keeping an effective and strong regulatory mechanism in the hands of the State. As far as Thales is concerned, there is no question of reducing the State's share, since it is a strategic asset: this enterprise operates in a sector of activity under national sovereignty, in which the State has its full place. Finally, I repeat, if there were to be a disposal of assets, the product will be allocated mainly to the financing of breaking innovation.
ParlaMint-FR_2018-04-04-O1177.u154	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2018-04-04-O1177.u155	Minister, tonight's exercise is for us to come back to the same issues. The constitutional reform announced may make it possible to change the rules... As you said, the state currently owns 50.63% of Paris Airport's capital, which generates nearly 130 million euros of dividends per year. While the sector is experiencing a real economic boom, with a doubling of air traffic expected for the next two years and an estimated ADP Group result increasing by 30-40%, the decision to divest the State's holdings needs to be carefully considered. Of course, it is legitimate for the shareholder state and the largest public participation agency in the world, the EPA, to play their full role of rationalizing the public portfolio in order to maximize its effectiveness. You reassured us of the risk of rising airport charges and taxes to the detriment of users and of growth in the sector whose profits would be lost to the State. I would like to stress the complexity of managing the strategic land rights-of-way associated with airports, which represent 412 hectares, although, as you mentioned, an operating licence scenario of 70 to 90 years is intended to limit these risks. I have several questions to ask you. In order for the sale of the shares to be economically justified, have you taken into account the discount of the dividends that could be withdrawn – 2% annually a minimum – which would amount to 6.5 billion euros, that is, the stock exchange value of the state's securities? Can this amount be achieved without assigning land rights of way? Did we go around all the legal solutions before we were confronted with the "all or nothing" of privatization? Finally, will the foreign investment control mechanism subject to prior authorization be applied?
ParlaMint-FR_2018-04-04-O1177.u156	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u157	Mr President, the amount of discounting the full amount of dividends that Airports de Paris could bring back in the coming years is less than the proceeds of the divestiture. Even assuming that we were only considering this transaction from a strictly financial perspective, it would be interesting. However, we do not envisage the operation this way. We want to redefine the respective role of the State and the enterprise in society, as well as the means of State control, through regulation. Yesterday, State control necessarily involved the presence on the board of directors and the holding of a shareholding. I think very honestly that this has not yielded all the desired results. Moreover, it has deprived us of very large assets, which amount to billions of euros. We are therefore redefining this policy. The strength of this majority is also to want to profoundly transform the country's economy. Finally, I confirm that the control provided for in the decree on foreign investment in France will apply to this operation.
ParlaMint-FR_2018-04-04-O1177.u158	We come to the questions of the IDU, Action and Independent Group. Mrs Laure de La Raudière has the floor.
ParlaMint-FR_2018-04-04-O1177.u159	Minister, I would like to welcome the Government's initiative to open up all or part of the capital of certain public enterprises, because it is not the role of the State to receive dividends from a competitive sector company. I welcome the Government's strategy: the role of the State is to monitor the implementation of existing regulations, but it is not necessarily to control capital. I am also convinced that we have the capacity to guarantee, through regulation, the rules necessary for the provision of public services or the safety of our citizens. The IUD, Act and Independent Group will ensure that the State maintains a monitoring mission in the various sectors of activity concerned: energy, transport, airports or games. My two questions relate to the use of the money collected through these possible openings of capital or disposals of assets. First, as with artificial intelligence, will part of the breaking innovation fund be devoted to research and development and to blockchain startups? It is the breaking innovation par excellence, which will spread in many sectors of activity. Secondly, will part of the funds thus collected be devoted to the protection by the State of its strategic interests? Our strategic technological enterprises must be protected from the predation of certain foreign countries, regardless of the action of the European Commission. I am thinking in particular of a company that was French, but is now Swedish, because it is a subsidiary of Nokia: how to avoid the possible sale of Alcatel Submarine Networks by Nokia?
ParlaMint-FR_2018-04-04-O1177.u160	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u161	Madam Member, I know your full commitment to FinTech – financial technologies – and your willingness to support their development in France in the years to come. I fully share this commitment. Beyond our discussion this evening, I would like to say again how far all the decisions taken by the Government over the past several months, including the December 2017 order, will allow the development of new financial technologies, be it blockchain or bitcoin, which can in some cases be used effectively. FinTech does and must continue to be the strength of our country, so it needs to be developed and supported. With regard to new financial technologies, since particularly bold Deep Tech projects will meet the breaking innovation criteria defined by the scientific board of the breaking innovation fund, they will of course be able to access its financing. As far as predation is concerned, the more advanced technologies we have, the more we need to be able to protect them. What I announced earlier, specifying the Prime Minister's announcements made a few hours ago here, goes exactly in this direction: widening the scope of the decree on foreign investment in France to include data storage, the space sector and other fields; the ability to take specific action in certain undertakings in which the State owns shares; Establishment of an Economic Defence Council at the level of the President of the Republic. All of this should help to protect our most sensitive technologies from investments similar to looting. When state-of-the-art technologies are available, they are protected. When breaking innovations are developed, they are not allowed to disperse at all four winds. Finally, we are particularly vigilant about the future of ASN, a strategic undertaking for France. If the proposed sale did not take place, it is precisely because the State considers with great attention all that concerns it.
ParlaMint-FR_2018-04-04-O1177.u162	Mr Bertrand Pancher has the floor.
ParlaMint-FR_2018-04-04-O1177.u163	Minister, we are not fanatics of selling family jewellery. If we see the interest that this may have, we do not ignore the strong symbolic value attached to the divestiture of ADP – we must not tell each other stories! It is therefore important that the debate be held. Thank you for participating and taking the time to listen to us. Will this debate go beyond the framework of this House? We would like to cut short the suspicions that we would be tempted to sell ADP under any conditions, without the necessary controls, as was the case with previous privatisations. Will there be a public debate on this topic? Concerns were also expressed about safeguards. You just gave a few. Other options exist, such as excluding property from sale. The other shareholders would have to be compensated, which is complex, or the operating licence would have to be converted into a limited-term concession, which seems less interesting. In addition, do you intend to propose, within the framework of the CAPTE Act, an evolution of the legislative framework under which ADP falls? With regard to La Française des jeux, the fascination with money in our country and, in general, in Western countries is limitless. The impact of the gambling sector on young people and fragile populations, easily caught by the fascination of money, is particularly strong. Can you guarantee that the state will remain the majority and will remain free to control the future owner's propensity to invent new techniques to seduce the weakest?
ParlaMint-FR_2018-04-04-O1177.u164	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u165	I assure you, Member: I am fascinated by a lot of things, but not by money. The operations we are considering are not primarily financial.
ParlaMint-FR_2018-04-04-O1177.u166	Then don't do them!
ParlaMint-FR_2018-04-04-O1177.u167	They have a strategic vocation. You are calling for a debate, but whatever decisions the Prime Minister and the President of the Republic take on the divestiture of assets, they will require legislative empowerment, and therefore a debate in Parliament. It seems entirely legitimate to me that such important subjects, which redefine the place of the state in society and regulation, which affect sensitive assets, should be the subject of a substantive debate in Parliament. In this regard, I thank the members of the New Left Group for taking the initiative in this debate, which is coming to an end. We have been debating for almost two hours. We have dealt with many issues.
ParlaMint-FR_2018-04-04-O1177.u168	Not all subjects!
ParlaMint-FR_2018-04-04-O1177.u169	I still have to answer Valérie Rabault, which I will do very precisely when the time comes!
ParlaMint-FR_2018-04-04-O1177.u170	On the back!
ParlaMint-FR_2018-04-04-O1177.u171	[[Applause on the benches of the LaREM and MODEM groups]] This debate also explains the Government's philosophy, which I believe is most important. It is not a question of arming such a company or selling "family jewelry", as I have heard fifteen times. It is a matter of asking ourselves calmly and lucidly the question: which state do we want for tomorrow? What is most interesting for future generations: to receive dividends with sometimes very low rates of return or to invest in the future of our children? We believe that we must invest in the future of our children.
ParlaMint-FR_2018-04-04-O1177.u172	Mrs Emmanuelle Ménard has the floor, in the name of the non-attached Members.
ParlaMint-FR_2018-04-04-O1177.u173	Mr Minister, you never hid from this: you have planned divestitures of assets – which is a way to avoid the big word "privatisation" – to the tune of 10 billion euros, in order to finance projects or companies in the fields of data processing and artificial intelligence. In this way, you will take out shares in old companies to place your money – or rather ours – in the new digital world. Why not? I'm not one of those who, as a matter of principle, clings to family jewelry, as they say. In fact, you already sold Engie and Renault securities in the second half of 2017 for a value of 1.6 billion euros. As for the €8.4 billion missing, it is on the side of Paris Airport and La Française des jeux that you seem to want to find them. You are not the first to do so in order to equip the State with the means it lacks, and you will probably not be the last. My question is about the limits that you are setting yourself, today and especially tomorrow, with regard to the privatisations that you are implementing. The State Equity Agency, which is responsible for the management of the State's portfolio – in fact our portfolio – is active in the capital of eighty-one companies, with assets of the order of EUR 100 billion. In this wallet, what are you ready to sell and, above all, what are you determined never to sell? If I understand your willingness to participate in innovation and invest in technologies of the future, are there not, however, sectors in which the state absolutely must keep its hand? You have indicated that certain strategic assets must remain under the control of the public authorities. Which companies are these specifically? Are you prepared to commit yourself to this assembly to never yielding them?
ParlaMint-FR_2018-04-04-O1177.u174	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u175	Thank you for the last question, Member. It is fundamental and allows me to specify the perimeter we are working on. The questions asked tonight focused on La Française des jeux, ADP and Engie. We must not be far from the target of the Government's reflections on the disposal of assets! On the other hand – you are absolutely right to remind us – we must also specify what we do not intend to give in under any circumstances. These are first of all the major public services to French. I repeat this evening, in the context of a debate entitled "Questions on the Government's privatization programme" – we can legitimately question this term, of which I am not sure it is most appropriate to designate all the operations we are considering – that our public services are intended to remain public services to French. I quoted SNCF, but I could also have cited La Poste or EDF. All these companies are public and must remain public. The State has no intention of returning to this point. These are the undertakings that I will call sovereignty, on which national sovereignty depends, such as those in the nuclear energy sector. Our energy sovereignty is in question, as well as our ability to provide energy to French households and businesses at a lower cost than that of our European partners. Finally, they are defence companies. All these companies, such as Areva, Orano, Thales and Naval Group, are not intended to be the subject of divestitures of assets, even less to be privatized. I also repeat that the State retains the means of intervention, which it has even strengthened in order to guarantee our technological sovereignty. The clarifications I provided earlier on the extension of the scope of the IEF Decree are important. They show that, contrary to what has happened too often for years, in France and more broadly in Europe – back from our Chinese and American partners who never hesitate to prevent a divestiture if it touches a strategic asset – and which consists of saying that nothing can be done that is contrary to European rules. What is possible, we do; It's even necessary. I used the term looting and I keep it. France does not intend to allow its technologies to be looted. [[Applause on the benches of the LaREM, MODEM and NG groups]] Finally, I must say that the term "privatization" is sometimes heavy with implication and concern. In the case of ADP, which I referred to at the outset of the debate, the State's shareholding is 50.6 per cent of the capital, that of private shareholders 49.4 per cent. The simplest would be to blow up the lock and increase the share of private shareholders while leaving them the eternal, time-limited right of exploitation that they currently have. It's an easy solution. Like all facilitating solutions, it will not be retained by the Government.
ParlaMint-FR_2018-04-04-O1177.u176	Thank you, Minister. The question-and-answer session on the Government's privatization programme has been completed.
ParlaMint-FR_2018-04-04-O1177.u177	The next item is the questions on industrial policy and employment. I would remind you that the Conference of Presidents has set the maximum time limit for each question and answer at two minutes. We begin with the questions of the Group of the Democratic and Republican Left. Mr Pierre Dharréville has the floor for a first question.
ParlaMint-FR_2018-04-04-O1177.u178	Madam President, Madam Secretary of State to the Minister for Economic Affairs and Finance, ladies and gentlemen, the deindustrialisation of our territories is due both to the financialisation of the economy, which is destructive for employment, investment, wages and training, and to the decline of the strategic and visionary state, which anticipates and drives the dynamics. Public authorities must play a major role in developing industrial activity, resolutely forward-looking, determined to strengthen knowledge and know-how, respectful of the health of its employees and of the environment – in a word, to develop the industry of the 21st century. However, successive governments have simply multiplied gift packages without conditions or targeting, first and foremost the CICE – the competitiveness employment tax credit – to the tune of €20 billion a year, more than the solidarity and integration budget, the cohesion of the territories or the security budget. These 20 billion have had no effectiveness! However, the Government has decided to sacrifice this mechanism by means of a permanent reduction in employers' contributions as early as 2019, aggravating the potential budget for social protection. As for the research tax credit, its annual amount is EUR 5.5 billion, which is supposed to finance research. It is, in fact, a great opportunity for large multinationals to optimise their taxes. Nestlé-Galderma received €23 million in 2016. What's the result? These devices are costly and ineffective. They're wasting public money. Why not act decisively in a targeted way, for example in favour of SMEs, with appropriate aid? Why not weigh on management choices, against the massive use of subcontracting for example, a division of labour that is critical in many respects? Why not create funds for employment and training to deal with the skills challenges that are growing in the industry? Can you, Madam Secretary of State, clarify the real intentions of the Government in this regard?
ParlaMint-FR_2018-04-04-O1177.u179	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2018-04-04-O1177.u180	Mr President, you deplore the retreat of the strategist state, and you regret that the competitiveness measures that have been taken since the previous legislature, and which will be continued and reinforced by the Government, are not sufficiently targeted. But the diagnosis is clear: it is our entire industry – large groups like SMEs – that has suffered from a lack of competitiveness. If we only deal with part of the problem, we're not going anywhere. When we compare ourselves to the German industry, the Italian industry, the Spanish industry, which have resisted much better than ours, it becomes clear that a comprehensive response was needed.
ParlaMint-FR_2018-04-04-O1177.u181	Comparison is not right!
ParlaMint-FR_2018-04-04-O1177.u182	It should also be borne in mind that neither the research tax credit nor the CICE, which will be transformed into reductions in long-term expenses, are State financial aid; This is a method of calculating the corporate tax on which companies are liable. The amounts due for future years will change according to the decisions taken by these companies: for example, Galderma will obviously no longer receive CIR, while this company has received substantial support for its research and development expenditure in the past. We take these measures, and we believe it is necessary to continue our efforts to strengthen the competitiveness of our companies, while specifically supporting the transformation of SMEs: we want more innovation, more exports, and that is the whole purpose of the French Fab.
ParlaMint-FR_2018-04-04-O1177.u183	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2018-04-04-O1177.u184	Madam Secretary of State, Coca-Cola is perhaps the most famous multinational in the world – and one of the most powerful. Coca-Cola France made 69 million euros in profits in 2017, yet decided to remove 128 jobs in France, 44 of them in the Bouches-du-Rhône. The workload has not decreased, even though the Regional Directorate for Enterprise, Competition, Consumption, Labour and Employment, DIRECCTE, has been concerned about working conditions. This decision, for which procedures seem not to have been followed, is therefore unjustifiable, and the freedom to undertake – which has been opposed to me – is like the arbitrary freedom to terminate at peace. It is not my idea of a rule of law that protects those who work. The situation is substantially the same as Sophia-Antipolis, where Nestlé, which is not much less known or much less flourishing, announces that it wants to remove 550 jobs in Galderma by moving them to Switzerland. This is the world's largest research and development centre in dermatology. Finally, I was able to meet the employees of Gemalto, a leader in IT security, whose state is a shareholder and who – in anticipation of its next takeover by Thales, whose state is also a shareholder – plans to eliminate 228 jobs, mainly in research. The group posted a profit of 453 million in 2016 and has a doubtful deficit for its French subsidiary to justify its plan. By the way, it called on a consulting firm to develop a "influence strategy" with the administration and to "neutralize" elected officials and the media. I dare not think, Madam Secretary of State, that you have been neutralized! Such practices should be punished by law. It goes without saying that the measures adopted this summer by ordinance encourage and facilitate this type of behaviour, on which I would like to know your feelings. On each of these topics, how do you act?
ParlaMint-FR_2018-04-04-O1177.u185	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u186	I can indeed answer you on each of these subjects. As far as Galderma is concerned, the Government, like you, deplores Nestlé's choice, and has made it very clear to the leaders of the group. We followed this file very closely in order to obtain the continuation of R&amp;D activities at the current site by means of separate Nestlé companies, and likely to offer reclassification opportunities for former Galderma employees. Nestlé must also make a substantial effort at individual reclassification, and put in place accompanying measures to measure the means and results of the group: laid-off employees must have every chance of finding a job in good conditions. As for Coca-Cola and Gemalto, both companies indicated that they had identified market developments and a significant erosion in the selling prices of their products. Restructurings have therefore been decided to preserve their competitiveness. In both cases, the Government pays attention to the support provided, which must still be commensurate with the means of these groups. Gemalto is, as you said, being acquired by Thales: this specific context does not alter the company's analysis of the evolution of its markets; But the reclassification opportunities will therefore be more important for Gemalto's employees. Finally, with regard to Coca-Cola, unfavourable measures have been taken since 2013, in particular the soda tax. The resulting decline in consumption is good news for public health; But it explains the restructuring.
ParlaMint-FR_2018-04-04-O1177.u187	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2018-04-04-O1177.u188	On January 29, Ascometala was taken over by the multinational Schmolz-Bickenbach. The takeover offer left aside the Saint-Saulve site and the Hagondange steelworks; Furthermore, production line closures are planned: this is the case for Fos's wire train, while Ascometal is the European leader in the production of ball bearings. Why should we solve this? 200 jobs are involved, and these closures could threaten the future of the entire site. Discussions are also under way on the acquisition of the Ilva company by ArcelorMittal, the consequences of which can be feared. The European Commission also seems to be committed to fuelling economic war and the destruction of sites or upstream links. The issue of investment is crucial. The Fos site has a major investment deficit and development projects are being searched for in vain, while prospects exist. However, it is essential to act both from the point of view of economic activity – conceived as an appropriate response to needs – and from the environmental point of view. From this point of view, steel plants need a real technical check, like the Fos coke plant: employees must no longer be put at risk when they are at work and the surrounding populations must be protected. The steel industry is a highly strategic sector and cannot be abandoned; its fate cannot be sealed because shareholders are only concerned about their dividends. The public authorities, in new forms, must be fully involved in giving back power to employees, citizens and citizens in management choices, by promoting the logic of cooperation and channels. These companies are getting public money: we don't have to go through it. Our ports must be not only places of passage, but also privileged places of production. In the Gulf of Fos, trade union organisations are calling for a round table on the future of the steel industry. Would that not be necessary also at the national level?
ParlaMint-FR_2018-04-04-O1177.u189	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u190	With regard to Ascometal, a procedure has been initiated to search for a buyer, since the situations are more or less difficult depending on the sites. It was not possible to maintain the entire Fos site. The Swiss Schmolz and Bickenbach were chosen by the High Court, whose offer was considered the best from the point of view of the sustainability of jobs and activity throughout the country.
ParlaMint-FR_2018-04-04-O1177.u191	That wasn't the case!
ParlaMint-FR_2018-04-04-O1177.u192	No solution could be found for the Fos site.
ParlaMint-FR_2018-04-04-O1177.u193	Mr Hubert Wulfranc has the floor.
ParlaMint-FR_2018-04-04-O1177.u194	The paper industry has experienced a serious recession in the last decade. French production units were severely affected. However, the economic crisis was not the only determining factor: the role of shareholders is predominant. An audit carried out in 2013 at the request of the French Union des industries des cartons, papier et celluloses, COPACEL, indicated that there was no clear gap in competitiveness between France and Germany – the main European producer. On the other hand, according to this study, the nationality of shareholders plays a predominant role: international groups favour the preservation of factories in their countries of origin. However, 60% of the French stationery is owned by international groups. In addition, the French industrial tool is aging and suffers from chronic underinvestment, with shareholders favouring the preservation of their most modern production units. In addition, they often refuse to sell the factories they intend to close. I am thinking of the Arjowiggins stationery, of the Sequana group, which was installed in Wizernes; I am thinking of the UPM group that refused to sell its machine 3 from Grand-Couronne, in Seine-Maritime; I am thinking of the M-Real group whose closed site of Alizay had to be expropriated by the departmental council of the Eure in order to allow its resale to the Double A group. In my constituency, the Swedish Essity group is about to close its plant in Saint-Étienne-du-Rouvray, which has not been the subject of any major investment since its acquisition. It employs 150 employees. What counter-strategy does the state intend to adopt in the face of this sterilization of the production tool?
ParlaMint-FR_2018-04-04-O1177.u195	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u196	Mr President, as you have noted, there have been many corporate restructurings in the paper industry in recent years. But there are also development projects, which are submitted to the Ministry of Economy and which we are trying to support. In particular, there are new opportunities in the packaging and recycling sectors: business transfers are possible. But this sector, it is true, has suffered significant overcapacity on a European scale. It was necessary to adapt to this reality of the market.
ParlaMint-FR_2018-04-04-O1177.u197	We come to the questions of the La République group on the move. Mr Benoit Potterie has the floor.
ParlaMint-FR_2018-04-04-O1177.u198	Madam Secretary of State, a former judge at the commercial court in Saint-Omer, I no longer have the number of businesses and industries that I have seen in difficulty. As you know, we are suffering from a major lack of competitiveness, particularly in industrial matters. This is due, among other things, to too restrictive taxation: social contribution of solidarity of companies, contribution on the added value of companies, contribution on business land, environmental taxes... Today, there are no fewer than 250 levies on French companies before they have achieved their first euro profit. The result is an important competitive differential with our European neighbours, particularly Germans. This is a problem that particularly affects me as a Member of Parliament for Pas-de-Calais, a department that has been heavily affected by deindustrialisation over the last thirty years. I want to thank the Government for taking the matter up. Much has already been done to revive the industry: the Labour Ordinances, the abolition of the solidarity tax on wealth or the transformation of the CICE into a relief of burdens are encouraging measures that go in the right direction. We are beginning to feel the effects: so, Arc France, in my constituency, will soon be putting a new oven into service. You are also welcome to come and inaugurate it. Progress has therefore been made, but we can go further. The Minister of the Economy, Bruno Le Maire, declared this at the inauguration of the Global Industrie in Villepinte. On this occasion, he announced that he was thinking about reducing production taxes, stressing that they still weigh too heavily on French industry. Can you be more explicit and specify when the conclusions of this reflection will be made public?
ParlaMint-FR_2018-04-04-O1177.u199	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u200	In 2017, the Government took ambitious tax measures to increase employment and investment, particularly in industry: the CICE was transformed into a reduction in long-term social contributions; A significant reduction in the corporate tax rate was decided to bring it down to the European average of 25% by 2022. We are currently working on a French particularity: the levies registered in charge of operations which weigh on the cost of production. These levies, which are much higher in France than in other countries, are very detrimental to industry and sectors with significant assets. They also apply to businesses that are unprofitable. The main levies on production costs have a strong local component: business value added tax, property tax on buildings, business property tax, to name but a few. Some figures show a difference of around EUR 70 billion between France and Germany for this type of levy. A working group within the National Industry Council is responsible for carrying out a precise picture of taxes on production and measuring their impact on the competitiveness of enterprises. It is chaired by Yves Dubief, President of the Union of Textile Industries, and Jacques Le Pape, Inspector General of Finance. In particular, it should compare the situation of companies located in France with those of companies located in other similar countries and analyse the impact of each levy on growth and employment. The first conclusions of the working group, which will carry out a diagnosis, are expected for the Executive Committee of the National Industry Council, which will take place on May 28.
ParlaMint-FR_2018-04-04-O1177.u201	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2018-04-04-O1177.u202	The Eure, the department in which my constituency is located, is a territory conducive to industrial development, despite its very rural character, due to its geographical position between the francilian market and the Norman ports, a dense fabric of efficient SMEs and an economic landscape structured around channels of excellence such as chemistry, pharmacy, cosmetics, aeronautics and space, automobiles and electrical and electronic constructions. Nearly one in three employees work in industry, compared to one in five in France. While a department such as the Eure has significant resources, industries face certain difficulties that prevent them from further developing, including the recruitment of staff, including qualified staff. This raises a number of questions relating to the training, mobility or attractiveness of rural areas. For example, local industrialists complain about a lack of knowledge among young people and industry teachers. It is essential to raise awareness of these professions by organizing training courses based on industries, particularly in rural areas. The difficulties of hiring – different from those mentioned by Pierre Dharréville since the problem lies in the lack of candidates to fill jobs – are more closely related to the question of the synergy of actors within living and employment areas. Support for industrial momentum involves the coordination of all local actors in economic and social development. From government to business, universities and competitiveness clusters, cooperation is an essential condition for success. Madam Secretary of State, how can the trades in the industry recover their reputation, particularly in rural areas? How can we help industrialists in their recruitment?
ParlaMint-FR_2018-04-04-O1177.u203	Very good question!
ParlaMint-FR_2018-04-04-O1177.u204	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u205	Madam Member, I share your analysis. I am convinced that coherence between different public policies is necessary so that the development of industry in rural areas is not hampered by the difficulty of attracting labour and finding skills, especially among qualified managers and technicians. This is all the more crucial since industrial jobs in rural areas are very diverse: they concern agri-food, cosmetics, footwear, textiles, leather, etc. It is therefore necessary to improve the knowledge of the trades in industry. Industry Week was the occasion for a strong mobilization of the Ministry of Economy and Finance, but also within the education sectors to raise awareness of these professions. I went to salons that promote these trades to college students. There is also a need to work on mobility, since difficulties in recruiting companies can be explained by the location of the positions to be filled. This is often a brake on candidates. Several measures are intended to remove obstacles to mobility: as part of the apprenticeship reform, support for the licensing of major apprentices; investments in boarding schools in vocational high schools. They must provide young people in rural areas, close to home, with technical training that can feed the industry.
ParlaMint-FR_2018-04-04-O1177.u206	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2018-04-04-O1177.u207	In accordance with the promises of the President of the Republic and France's climate commitments, the Government has taken the decision to stop the production of electricity from coal-fired power plants by 2022. The Cordemais power plant, located in my constituency, will soon stop producing electricity from this fuel and is currently experimenting with a biomass-combustion energy generation system. I note from my various meetings with the actors concerned that, even if this arrangement proves satisfactory, not all jobs can be maintained. I therefore wonder whether, in the context of ecological transition contracts, an incentive industrial policy can be developed in order to attract new industries to the territories concerned, and why not those working on the production of green energy. Does the Government intend to introduce incentives to facilitate the establishment of employment-providing industrial structures as a priority in the territories affected by the closure of coal plants and with an ecological transition contract?
ParlaMint-FR_2018-04-04-O1177.u208	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u209	The closure of coal-fired power plants is scheduled for 2022. The Government has committed itself to this within the framework of the climate plan. France currently has four coal-fired power plants, representing 3 gigawatts of capacity. We are aware of the absolute need to take into account the situation of all those who are directly or indirectly affected by closures. A new tool has been put in place – the green transition contract you mentioned – to address these issues. The Government is convinced that this new tool will enable us to adopt a comprehensive approach to ecological transition that reconciles environmental, social and economic approaches by placing employment at the heart of our strategy. Environmental transition contracts will involve all stakeholders – the state and local and regional authorities, as well as companies – to best support the employees and territories concerned. For each contract, we want to identify a group of coherent actions that create a real drive effect. With regard to funding, we will put in place a one-stop-shop approach to facilitate the implementation of local initiatives. It will be the responsibility of the State to mobilise all common law appropriations, with priority being given to the territories covered by an ecological transition contract. Potential funding is more than EUR 15 billion available. A specific team will be mobilised to activate these inter-ministerial funding and simplify the administrative procedures of local actors. Finally, in order to give communities visibility and enable them to mobilize public funding on a multi-year basis, contracts will be concluded for a minimum period of three to four years.
ParlaMint-FR_2018-04-04-O1177.u210	Mrs Martine Wonner has the floor.
ParlaMint-FR_2018-04-04-O1177.u211	We all welcome the energy that the Government as a whole is making to transform learning. As we know, learning is a way of excellence: 70% of apprentices get a job seven months after the end of their apprenticeship. However, only 7% of 16-25 year olds are apprentices in France, while 16% in Germany and up to 40% in Austria. Learning deserves recognition by young people, their families and businesses as a path of excellence and future. According to a survey conducted by the Ministry of National Education, 57 per cent of enterprises employing an apprentice hire another apprentice within two years; Nearly 75% of them consider that the cost of learning is offset by its added value. Fifty-six per cent of companies that sign apprenticeship contracts have between one and four employees, 19 per cent between ten and fifty employees, 17 per cent more than 250 employees, but only 9 per cent are intermediate companies, particularly those in my constituency of Lower Rhine. The complexity of the apprenticeship system discourages apprentices, training centres and businesses. In addition, the duration of apprenticeship contracts is too rigid. In the learning transformation plan presented on 9 February, the Government proposes a single aid for businesses. The remainder for the company employing a 25-year-old will be reduced by EUR 100 per month. This aid will be paid by the State and distributed by the regions, which may abound if they so wish. I would like to know what other levers you have in order to encourage intermediary companies to pass on their know-how and skills and therefore to invest in the field of accompaniment and training through apprenticeship.
ParlaMint-FR_2018-04-04-O1177.u212	The Secretary of State has the floor.
