ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u454	What is the opinion of the committee on all these amendments under joint discussion?
ParlaMint-FR_2018-11-12-O1059.u455	Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1059.u456	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u457	Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1059.u458	All right!
ParlaMint-FR_2018-11-12-O1059.u459	Mr Hubert Wulfranc has the floor.
ParlaMint-FR_2018-11-12-O1059.u460	By the will of the Minister and the rapporteur-general, the debate is closed in this chamber. What we can conclude from this is that it is clear that the executive will not decide to change anything to taxes – neither tonight in an emergency, nor by the way for 2019. We'll probably talk about it again. We have, however, learned two decisive informations this evening. First of all, we have confirmed – but we still have to say it, and this is better by saying it – that this modulation, this inflection of taxes is not part of the measures that the Government is preparing in haste, and that it will announce within forty-eight hours. Of which act. Then, if the increase in taxes were to be undermined after a powerful and responsible mobilization of the French on 17 November, your majority would be wiped out by this burning failure.
ParlaMint-FR_2018-11-12-O1059.u461	That wouldn't be the first!
ParlaMint-FR_2018-11-12-O1059.u462	I would like to join our colleague Le Fur: no one would get out of it unharmed. We see this evening an extraordinarily abrupt intransigence, as evidenced by your lack of reaction, as well as your refusal to debate this major subject, and at the heart of the current situation.
ParlaMint-FR_2018-11-12-O1059.u463	All right!
ParlaMint-FR_2018-11-12-O1059.u464	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u465	Minister, you refuse to hear; You refuse to hear not only parliamentarians, but also opinion, which is more serious. They are reasonable people who express themselves, and they speak reasonably. It reminds me of an episode of my political itinerary. I was here in 1995, when a Prime Minister who belonged to our ranks did not want to hear, despite what some members of the majority told him. And what happened was what happened. Listen to our compatriots! What's going on today? Increase in fuel prices; limit of speed to 80 kilometres per hour, with the sanctions that go with it; reinforced technical control, which is a real difficulty for the most modest, those who have a car that may not be very powerful.
ParlaMint-FR_2018-11-12-O1059.u466	It's Europe!
ParlaMint-FR_2018-11-12-O1059.u467	With the forced abandonment of diesel, with the new technical inspection, you condemn part of the fleet. We denounce the planned obsolescence for some electronic devices, but here we organize it for our vehicles. And then I asked you, minister: failing to read the Official Journal, I read the Sunday Journal, and I discover that a significant increase in motorway fares would take place at the beginning of next year. What about it? If you don't say anything, it's that you don't deny it, and that information conveyed by the press would be confirmed. I want answers. I feel like I'm carrying something; If I speak loudly like other colleagues, it's because I feel like I'm speaking on behalf of a lot of people.
ParlaMint-FR_2018-11-12-O1059.u468	I put to the vote Amendment No. 129.
ParlaMint-FR_2018-11-12-O1059.u469	The result of the vote is as follows: Number of voters 52 Number of votes cast 52 Absolute majority 27 For adoption 21 Against 31
ParlaMint-FR_2018-11-12-O1059.u470	I put to the vote Amendment No. 305.
ParlaMint-FR_2018-11-12-O1059.u471	The result of the vote is as follows: Number of voters 53 Number of votes cast 53 Absolute majority 27 For adoption 22 Against 31
ParlaMint-FR_2018-11-12-O1059.u472	I have before me two identical amendments, Nos 243 and 263. Mrs Valérie Lacroute has the floor to support Amendment No. 243.
ParlaMint-FR_2018-11-12-O1059.u473	This is the price of fuel oil, which flies away. According to the data collected by the Ministry of the Ecological and Solidarity Transition, French households had to pay €745.40 in October 2017 to fill a 1000-litre tank; one year later, the mark reached 1_011.50 euros, an increase of 266.10 euros; the increase in taxes counts for 70 euros in this increase. We repeat: these increases are important. This surge in fuel oil prices, I've lived it. My department experienced severe flooding in 2016, and we found that the fuel tank of many households was installed in their basement cellars. Despite insurance repayments, despite financial support, most of these households were unable to change their heating methods. The conversion bonuses you are proposing are not enough; They do not allow the French to switch to gas heating or electricity. That is why, Minister, we are asking you to freeze the amount of the ICTPE applied to domestic fuel oil. Thus, our residents who do not have the means to change their heating mode will be able to continue to heat under acceptable conditions and prices.
ParlaMint-FR_2018-11-12-O1059.u474	To warm up all the time, even!
ParlaMint-FR_2018-11-12-O1059.u475	I call Mr Le Fur to support Amendment No. 263.
ParlaMint-FR_2018-11-12-O1059.u476	Today, 14 per cent of families are heated in oil, and 21 per cent of families live in a single home. The figures are therefore significant. They are even higher in the rural world, where the service of city gas is obviously limited. Once again, you hit the same people, the rural ones! If you want to continue your car policy, at least save the families, the children, the elders, for whom heating is even more important.
ParlaMint-FR_2018-11-12-O1059.u477	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u478	Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1059.u479	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u480	Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1059.u481	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2018-11-12-O1059.u482	A word, though. If a simulation is made for a 2000-litre tank, the tax increase in 2018 will be 74.60 euros; in 2019, compared to 2017, EUR 129.80; in 2022, from 295.20 euros. During the quinquennium, taxes will have increased by €924.60 for a 2000-litre tank. [[Exclaims on the banks of the LaREM Group]] For pensioners and households with low incomes, such an increase... You can blow, ladies and gentlemen, but we must speak in concrete terms!
ParlaMint-FR_2018-11-12-O1059.u483	You're making wauquiez! It's not your level!
ParlaMint-FR_2018-11-12-O1059.u484	If you want to close your eyes to an unprecedented rise, that's your right.
ParlaMint-FR_2018-11-12-O1059.u485	It's not new!
ParlaMint-FR_2018-11-12-O1059.u486	[[Rires on the benches of the LaREM group]] Oh, yes, it's new! Look at the numbers! You can talk in general and brandish great principles; We put a simulator online. I recall his address: the socialists.fr/simulator.
ParlaMint-FR_2018-11-12-O1059.u487	[[Smile]] We know they're simulators!
ParlaMint-FR_2018-11-12-O1059.u488	Do the calculations in different cases, and you will have the reality of the numbers! We're looking at a finance bill; You have to be concrete. Does that make you laugh, Mr. Rapporteur-General?
ParlaMint-FR_2018-11-12-O1059.u489	Sorry, that's the name of your online tool that's funny!
ParlaMint-FR_2018-11-12-O1059.u490	I'll tell you something. When I was the general rapporteur of the budget for you, I published all the data.
ParlaMint-FR_2018-11-12-O1059.u491	That's right.
ParlaMint-FR_2018-11-12-O1059.u492	[[Applause on the SOC, LR and LT benches]] You didn't want to do the same, perhaps because these numbers scared you – which I understand. However, with respect to finance bills in particular, we must vote in an informed manner. You wanted this unprecedented increase, but you don't want to see the consequences. However, for some households, especially for pensioners who have pensions of 1000 or 1100 euros per month, such a decline in purchasing power is simply unbearable!
ParlaMint-FR_2018-11-12-O1059.u493	Exactly!
ParlaMint-FR_2018-11-12-O1059.u494	I call Mr Charles de Courson to support Amendment No. 378.
ParlaMint-FR_2018-11-12-O1059.u495	If you allow me, Mr President, I will also introduce the following two amendments, Nos 379 and 301.
ParlaMint-FR_2018-11-12-O1059.u496	Please, my dear colleague.
ParlaMint-FR_2018-11-12-O1059.u497	The three are trying to solve the problem of the inconsistency of energy taxation. Amendment No 378 seeks to introduce an appropriate tax system for domestic fuel oil containing 10% fatty acid methyl ester, known as "F10". Consistently, a differential should take into account the presence of these 10% biofuels. Amendment No 379 pursues the same objective for the F30. Amendment No 301 has the same purpose for B10 fuel. There is a problem of consistency in this respect. At the first reading of the first part of the original Finance Act, the Government did not want to listen to these arguments. It would be interesting to know whether its position had changed, which would provide a partial response to the French who, as allowed, supplied 30% of biofuels with domestic fuel. This would lead to a reduction in the ICTPE, when no official position exists at the moment.
ParlaMint-FR_2018-11-12-O1059.u498	I call Mr Charles de Courson to support Amendment No. 343.
ParlaMint-FR_2018-11-12-O1059.u499	You all remember, the 2018 Finance Act has removed the exemption of ICTPE from butane and propane used as fuel. The objective of this measure was, as with other energy sources, to set a rate based on the climate energy contribution, with a five-year phased application to smooth the effect for consumers and reach the full CEC rate in 2022. However, this final value was calculated with minimal error. This small correction amendment is thus intended to correct the adopted text.
ParlaMint-FR_2018-11-12-O1059.u500	I call Mr Charles de Courson to support Amendment No. 348.
ParlaMint-FR_2018-11-12-O1059.u501	The 2018 Finance Act extended the application of the CCE to fuel LPG, based on the emission values contained in the ADEME carbon base – the Environment and Energy Management Agency. Since then, a new renewable gas, bioGPL, has been available on French territory. Produced from recycled industrial waste and vegetable oils, it has energy performance to those of standard propane and is used for the same uses, but it significantly improves its environmental performance. The purpose of this amendment is to apply to bioGPL a rate of ICTPE corresponding to its emission factor. The budgetary impact of this measure would be negligible, due to the low volumes of biopropane available at this stage. This example again shows that our taxation has not been adapted to the emergence of new fuels.
ParlaMint-FR_2018-11-12-O1059.u502	Ladies and gentlemen, in two and a half hours of debate, for twenty-one and thirty hours, we have examined 59 amendments. So there are 288 left: at this rate, our discussion would last 1:30 p.m.... I have before me three amendments, Nos 245, 267 and 342, which can be discussed jointly. Amendments Nos 245 and 267 are identical. Mrs Valérie Lacroute has the floor to support Amendment No. 245.
ParlaMint-FR_2018-11-12-O1059.u503	It aims to freeze the amount of the ICTPE for LPG vehicles in 2018, in order to maintain the competitiveness of this alternative fuel and to offer modest households the opportunity to drive cleaner. These vehicles have several advantages: they are classified as Crit'Air 1, the most virtuous classification after zero-emission vehicles; compared to diesel and petrol vehicles, they virtually do not emit fine particles or oxides of nitrogen and reduce carbon dioxide emissions; Finally, they have a large network of service stations.
ParlaMint-FR_2018-11-12-O1059.u504	I call Mr Le Fur to support Amendment No. 267.
ParlaMint-FR_2018-11-12-O1059.u505	Ms. Lacroute gave all the arguments that were necessary.
ParlaMint-FR_2018-11-12-O1059.u506	I call Mr Charles de Courson to support Amendment No. 342.
ParlaMint-FR_2018-11-12-O1059.u507	I will add a few arguments. The aim of this amendment is to freeze the amount of the TICEP for LPG used as fuel, as was done for GNV – natural gas for vehicles – in the 2018 Finance Act, which would allow the two fuels to be treated in the same way. The measure would have several advantages: it would enhance the competitiveness of this alternative fuel compared to conventional fuels such as petrol and diesel; by giving a signal to the most modest households wishing to drive cleaner, it would be a means of mitigating the rise in oil prices; Finally, it would bring coherence between the taxation of alternative fuels GNV and LPG, two gaseous fuels having almost equivalent characteristics. Again, this would help streamline our tax system.
ParlaMint-FR_2018-11-12-O1059.u508	I call Mr Charles de Courson to support Amendment No. 381.
ParlaMint-FR_2018-11-12-O1059.u509	It aims to correct the TICEP on butane and propane used as fuel, amounting to €25.73 per 100 kilograms in 2022. It is therefore a matter of smoothing the increase up to that date, while correcting the progressivity resulting from it between 2019 and 2021, which was introduced to limit its impact on the consumer.
ParlaMint-FR_2018-11-12-O1059.u510	I have before me two identical amendments, Nos 246 and 269. Mrs Valérie Lacroute has the floor to support Amendment No. 246.
ParlaMint-FR_2018-11-12-O1059.u511	While the Government had chosen to sanction petrol and diesel engines on the purchase and pump, it might consider superethanol vehicles, which offered an interesting alternative, because of a more favourable carbon dioxide balance than conventional vehicles, as well as lower emissions of nitrogen oxide and fine particulate matter. The aim is to freeze the 2018 amount of the TICEP of superethanol, in order to maintain the competitiveness of this alternative fuel and to offer modest households the opportunity to ride cleaner.
ParlaMint-FR_2018-11-12-O1059.u512	I call Mr Le Fur to support Amendment No. 269.
ParlaMint-FR_2018-11-12-O1059.u513	Superethanol, a highly environmentally friendly fuel, has many advantages in terms of carbon dioxide emissions and the use of our wealth. It is, however, struck, like other fuels, in particular those resulting from imports, by an increase in the CTBTP between 2018 and 2022. We believe that superethanol should not have the same very negative effects of the increase in TICEP, which unfortunately affects fuels.
ParlaMint-FR_2018-11-12-O1059.u514	I have two identical amendments before me, Nos 247 and 270. Mrs Valérie Lacroute has the floor in support of Amendment No 247.
ParlaMint-FR_2018-11-12-O1059.u515	Although I feel like I'm repeating myself, I'm going to go to the end of the discussion. The purpose of this amendment is to freeze the amount of the ICTPE for the ED95, a fuel made up of more than 90% ethanol and usable by heavy-duty vehicles, buses and buses, in substitution for diesel. Minister, it is important that you make an effort and freeze this amount for the ED95, which is mostly used in public transit vehicles.
ParlaMint-FR_2018-11-12-O1059.u516	I call Mr Le Fur to support Amendment No. 270.
ParlaMint-FR_2018-11-12-O1059.u517	The ED95 fuel, made up of more than 90% ethanol, actually allows heavy vehicles such as trucks or buses to circulate. Because it is ecological in nature, it should be treated differently from imported fuels. Mrs Lacroute said it and I repeat it in my own way: let us protect the industry.
ParlaMint-FR_2018-11-12-O1059.u518	I have before me four identical amendments, Nos 2, 59, 88 and 138. I call Mr Le Fur to support Amendment No. 2.
ParlaMint-FR_2018-11-12-O1059.u519	This amendment, which aims to introduce a floating ICTPE, is in a way a wink to governments that wanted to be environmentally friendly – I think Mrs Voynet – and have been able to take into account, in a way that was perhaps not the right one, the increase in the prices of imported fuels to reduce the tax. Think about it, minister, and give us perspectives in this area. On the other hand, I still have no answer to the increase in motorway fares announced by the Sunday Journal, which may not yet be the Official Journal but which is becoming so. Will such an increase take place, and to what extent? Finally, it is said that the motorways would take control of part of the national roads, instead of the DIRs, the interregional directions of the roads. Would the national roads then become paid for? Would the motorways, in order to provide this service, be paid in another way? These rumours are worrying: I received, no later than this afternoon, calls from DIR agents who are wondering about this privatisation of national roads for the benefit of the motorway concession companies.
ParlaMint-FR_2018-11-12-O1059.u520	Mr Gilles Lurton has the floor to support Amendment No. 59.
ParlaMint-FR_2018-11-12-O1059.u521	Joining Marc Le Fur's position, I consider the floating ICTPE to be a good mechanism to compensate for the effects of changes in crude oil prices. The aim is to lower the TICEP when the price of the barrel increases, in order to smooth the increase in the price of fuel at the pump for the consumer. On the other hand, when the price of the barrel drops, the ICTPE increases, in order to compensate for the loss of tax revenue for the State.
ParlaMint-FR_2018-11-12-O1059.u522	Mr Vincent Descoeur has the floor to support Amendment No. 88.
ParlaMint-FR_2018-11-12-O1059.u523	The mechanism that our colleagues have just described would be of interest in protecting our fellow citizens from the cumulation of oil prices and rising taxes. That is the objective we are pursuing and the subject of the amendments that we have defended since the beginning of the evening. It is time to consider the possibility of applying this floating ICTPE.
ParlaMint-FR_2018-11-12-O1059.u524	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 138.
ParlaMint-FR_2018-11-12-O1059.u525	I would add that it must be noted that this subject always returns in all conversations, regardless of the place. In eleven years as a Member of Parliament, I don't have the memory of such a glaring subject. No matter what newspaper you read or the television channel you watch, the question of fuel is omnipresent. The President of the Republic must have felt it, on the ground, during his roaming – his wandering, I should say – memorial. One thing is certain: this is the key point of the mandate. If you're not able to hear it, you're going to face unimaginable setbacks.
ParlaMint-FR_2018-11-12-O1059.u526	I call Mr Le Fur to support Amendment No. 5.
ParlaMint-FR_2018-11-12-O1059.u527	It is a question of translating into taxation the interest we all have in biomethane, biomass and biofuels, by exempting biomass products from the carbon tax.
ParlaMint-FR_2018-11-12-O1059.u528	Mr Hubert Wulfranc has the floor to support Amendment No. 278.
ParlaMint-FR_2018-11-12-O1059.u529	Mr. Le Fur, according to the AFP, the Ministry of Transport has indicated that the 2019 motorway fares have not yet been fixed.
ParlaMint-FR_2018-11-12-O1059.u530	Thank you, my dear colleague!
ParlaMint-FR_2018-11-12-O1059.u531	Please.
ParlaMint-FR_2018-11-12-O1059.u532	Good thing you're here!
ParlaMint-FR_2018-11-12-O1059.u533	This clarification being given, "Hello Papa Tango Charlie", I come to the serious anomaly that constitutes the exemption of the taxes on kerosene for domestic flights in France. We have long defended the idea of taxation that other European countries have introduced on their domestic lines – Switzerland, Norway, the Netherlands – and the Chicago Convention prohibiting its international consideration. This would be a good provision to ensure free and undistorted competition with the train, knowing that it pollutes 40 times less for an equivalent journey. We are, of course, open, Minister, to a smoothing in time of this measure, which we submit to you once again.
ParlaMint-FR_2018-11-12-O1059.u534	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u535	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u536	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u537	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u538	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u539	I would also like to thank Mr Wulfranc for his reply on motorways. What worries me, in the words he said, is the word "still": since we are not yet in mid-November, there is still time to decide to increase the rates; It's disturbing. One day we'll have to ask ourselves about kerosene. Air transport is the most polluting but also the least taxed. I know that we are stuck in international agreements and that we cannot ignore global competition. However, one cannot justify to those who are obliged to use their vehicle the fact that those who can afford to fly do not pay fuel taxes. That is inaudible, given the price of the current car fuel.
ParlaMint-FR_2018-11-12-O1059.u540	I have before me two identical amendments, Nos 248 and 271. Mrs Valérie Lacroute has the floor to support Amendment No. 248.
ParlaMint-FR_2018-11-12-O1059.u541	It concerns regulated natural gas tariffs, which have seen more than ten increases in one year. Since January 2018, the price of gas has increased by 24%. This is obviously due in part to the rise in oil prices, on which oil is indexed, but also to the policy of the Government, which has increased the rate of the tax applied to it. The amount of this tax rose from 5.88 euros per megawatt hour in 2017 to 8.45 euros in 2018 and, in 2022, it will reach 16.02 euros, an increase of more than 172.5% compared to 2017: these amounts become surreal. We have calculated: for a two-person home in a 40-square-metre dwelling, the loss of purchasing power will amount to 75 euros; It will amount to 132 euros for a three-person home and 188 euros for a four-person home. I hope that the French, who are targeted by this increase in the price of gas, use public transport and not a diesel or gasoline car. Otherwise they suffer a double penalty, not to mention that some of them will not have the chance to benefit from the removal of the housing tax.
ParlaMint-FR_2018-11-12-O1059.u542	I call Mr Le Fur to support Amendment No. 271.
ParlaMint-FR_2018-11-12-O1059.u543	I will defend the same arguments. In many cases, our compatriots have chosen gas because they have been praised for its efficiency and warned against the risk of rising oil prices. What do they see? Ten ups in a year! Since 2014, the year of the abolition of the exemption for individuals, the amount of the internal consumption tax on natural gas is constantly increasing: from 5.88 euros in 2017, it must be increased to 16.02 euros in 2022, a multiplication by more than three. It's terrible for families. I take the example of a four-person home – Dad, Mom and two children – living in a 120-square-metre dwelling and using natural gas for heating, hot water and cooking food: the loss of purchasing power will be 188 euros per year. Another very concrete example is that for a three-person home in an 80-square-metre dwelling, it will be 132 euros. Finally, for a two-person home in a small accommodation of 40 square meters, 75 euros. So many difficulties for our compatriots who should alert us.
ParlaMint-FR_2018-11-12-O1059.u544	I call Mr Charles de Courson to support Amendment No. 302.
ParlaMint-FR_2018-11-12-O1059.u545	With a view to reducing CO emissions, this consistency amendment aims to extend to B10 fuel the reimbursement of a fraction of the TICEP for diesel fuel to taxi operators, road freight carriers and public road passenger transport operators.
ParlaMint-FR_2018-11-12-O1059.u546	I call Mr Charles de Courson to support Amendment No. 382.
ParlaMint-FR_2018-11-12-O1059.u547	Like the previous amendment, this amendment extends the reimbursement scheme to the B10. It also gives this opportunity to the regional councils.
ParlaMint-FR_2018-11-12-O1059.u548	I call Mr Fabien Roussel to support Amendment No. 279.
ParlaMint-FR_2018-11-12-O1059.u549	We recall that heavy goods vehicles are exempt from increases in the climate energy contribution and do not pay their fuel at the price displayed at the pump, unlike motorists. This very favourable tax regime hinders the development of rail freight, since trains have to pay for infrastructure, unlike heavy goods vehicles. In order to promote a rebalancing of the contribution of heavy goods vehicles and to encourage investment in cleaner vehicles, this amendment provides for the abolition of the partial reimbursement of the TICEP on diesel for heavy goods vehicles of 7.5 tonnes or more.
ParlaMint-FR_2018-11-12-O1059.u550	I call Mr Charles de Courson to support Amendment No. 387.
ParlaMint-FR_2018-11-12-O1059.u551	This is a technical measure for the quarantine of dehydration plants. After the major debates on its application to this type of activity, the TGAP increased by more than 200 % between 2012 and 2017, which has had the effect of penalising the competitiveness of these companies or placing them in great difficulty. Without challenging the application of the TGAP, the amendment aims to cap the TGAP at the 2012 level. To this end, it plans to exclude emissions from dehydrated agricultural products from the air emissions component of the TGAP and to consider only particulate matter related to combustion activities. If these production sites close, livestock feed will depend on imported products, including American or Latin American soybeans, which will certainly worsen the pollution balance compared to the current situation. Pragmatism and the closure of sites that would be replaced by much larger emitters should be avoided.
ParlaMint-FR_2018-11-12-O1059.u552	I call Mr Charles de Courson to support Amendment No. 386.
ParlaMint-FR_2018-11-12-O1059.u553	It aims to achieve the same objective as the previous one, by limiting the application of TGAP for particulate emissions of less than 10 microns.
ParlaMint-FR_2018-11-12-O1059.u554	I call Mr Charles de Courson to support Amendment No. 347.
ParlaMint-FR_2018-11-12-O1059.u555	It takes over the one that had been presented by Members Vincent Thiébaut, Matthieu Orphelin, Émilie Cariou, Barbara Pompili and Sandrine Le Feur and adopted by the Committee on Sustainable Development. It aims to exclude palm oil and soybean products from the list of fuels eligible for a tax incentive. This is an extraordinary example of the total lack of coherence in our policies. If the import of palm oil for the oxygenation of fuels is allowed, the balance sheet of the latter for CO emissions will be execrable. The portion of oxygenation from imported palm oil is treated taxably in the same way as that from oilseeds produced in Europe, which is totally aberrant. There is an urgent need to take measures, both in France and within the European framework, to limit these imports. The former Minister of the Environment, whom I had interviewed in a public meeting, was perfectly in favour of this. The problem of the coherence of industrial and environmental policies must be solved.
ParlaMint-FR_2018-11-12-O1059.u556	Mr Vincent Descoeur has the floor to support Amendment No. 56.
ParlaMint-FR_2018-11-12-O1059.u557	It aims to exclude the remuneration of teleworkers from the basis chosen for the calculation of the transport payment, on a pro rata basis, of course, of teleworking time. It should be noted that this is already the case for the remuneration paid to itinerant employees when they operate outside any transport area. This would be logical in that it would encourage telework, which is of interest to limit travel. We could share this objective which, you will agree, serves the energy transition.
ParlaMint-FR_2018-11-12-O1059.u558	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u559	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u560	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u561	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u562	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u563	I want to raise a real problem. The transport payment now applies to all activities provided that the municipality is part of an intercommunality, which is now the lot of almost all of them. However, managers who employ 100, 150 or 200 employees have told me that they pay large sums of money for the transport payment, which is calculated in proportion to the wage bill, even though their employees do not use public transport which is supposed to be financed by the said payment, either because public transport is insufficient or because the company's schedules prohibit borrowing them, or because these companies – in my constituency, they often operate in the agri-food sector – are far from the axes, hence from transport. In this case, entrepreneurs should be able to pay the equivalent of the transport payment not to the community but directly to their employees. These entrepreneurs readily accept the principle of a transport payment provided that it benefits their employees. But they feel that it benefits everyone except the latter.
ParlaMint-FR_2018-11-12-O1059.u564	I have before me three identical amendments, Nos 6, 65 and 142. I call Mr Le Fur to support Amendment No. 6.
ParlaMint-FR_2018-11-12-O1059.u565	Defendant.
ParlaMint-FR_2018-11-12-O1059.u566	Mr Gilles Lurton, in support of Amendment No. 65, has the floor.
ParlaMint-FR_2018-11-12-O1059.u567	Defendant.
ParlaMint-FR_2018-11-12-O1059.u568	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 142.
ParlaMint-FR_2018-11-12-O1059.u569	Defendant.
ParlaMint-FR_2018-11-12-O1059.u570	I call Mr Fabien Roussel to support Amendment No. 287.
ParlaMint-FR_2018-11-12-O1059.u571	I'm going back to the gasoline and diesel taxes. Do you know that the SMIC would now be 3000 euros if it had been indexed to the evolution of these taxes over the last 15 years? If the increase in fuel taxes is so angry, it is because wages do not follow the same pattern and people lose purchasing power. With this amendment, we propose to raise the ceiling rate for transport payments, in order to increase the resources of our regions, which are responsible for organising transport, in particular on the TER network – regional express transport – and small lines. We would like to see more resources available to the regions to encourage motorists to trade the car against the train.
ParlaMint-FR_2018-11-12-O1059.u572	Mrs Valérie Rabault has the floor to support Amendment No. 130.
ParlaMint-FR_2018-11-12-O1059.u573	Its adoption would cost public finances nothing. At present, all projects receiving a grant of more than 100000 euros under the DETR – equipment for rural areas – are presented before a departmental commission chaired by the Prefect. By this amendment, we propose that all projects that receive a grant from the State, whether it be the DETR, the FSIL – local public investment support fund – or the DSIL – local investment support grant – be examined by this Commission, since the amount of the grant exceeds EUR 100000. This would make it possible to have a global vision. The municipalities do not care, I think, how the money comes from the state, whether it is the DETR, the FSIL or the DSIL.
ParlaMint-FR_2018-11-12-O1059.u574	Well, Mr. General?
ParlaMint-FR_2018-11-12-O1059.u575	Nothing to do with the PLFR!
ParlaMint-FR_2018-11-12-O1059.u576	I call Mr Charles de Courson to support Amendment No. 416.
ParlaMint-FR_2018-11-12-O1059.u577	You remember that half of the proceeds of the ACVE – a contribution to the value added of enterprises – that previously belonged to the departments were transferred to the regions, which had a rather perverse impact on the calculation of the tax potential of the departments, but also of that of the regions. As the ACVE represented a higher proportion of resources in the rich departments, their fiscal potential was more severely reduced than that of the poor departments, resulting in an advantage to the rich departments in equalization calculations. The idea I am defending is to record the financial compensation allocations paid by the region to the department as a fiscal resource and, on the contrary, to consider the financial compensation allocations paid by the department to the region as a negative fiscal resource. The objective is to correct the "counter-perequating" effect of the AECV transfer. Do you all understand, ladies and gentlemen? It's simple...
ParlaMint-FR_2018-11-12-O1059.u578	We are well aware of this amendment!
ParlaMint-FR_2018-11-12-O1059.u579	I call Mr Charles de Courson to support Amendment No. 420.
ParlaMint-FR_2018-11-12-O1059.u580	This modest amendment also deals with a question of equalization, which concerns DMTOs, transfer rights for consideration. You know that a DMTO equalization fund has been created, which is financed by two levies, one from the flow, the other from the stock. The amounts at stake are not negligible since the departments collected in 2017, 1.7 billion euros more than in 2016 and 4.3 billion more than in 2013. As a result, the product of DMTO has increased sharply, at least until this year. However, this resurgence has benefited the departments very unevenly, as the president of the CFL, the Committee on Local Finance, pointed out. In addition, all levies for the equalization fund represent only 7 per cent of the total revenue from the tax collected by the departments. With this amendment, I propose to increase the contribution to the Equalization Fund, which would stabilize the revenue of the contributing departments while strengthening solidarity through equalization. Beneficiaries' eligibility rules would remain unchanged.
ParlaMint-FR_2018-11-12-O1059.u581	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u582	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u583	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u584	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u585	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2018-11-12-O1059.u586	Of course, we support this amendment. I would point out that the DMTO system is particularly unfair: since it is a tax on real estate transactions, some territories are very disadvantaged. The differences are significant: the DMTO product represents 90 euros per capita per year in my department, compared with 380 euros in the Hauts-de-Seine. In order to strengthen equalization, we proposed amendments to increase the levy ceiling from 5 per cent to 6.5 per cent of the previous year's fees. However, we have been referred back to the ADF, the Assembly of the French Departments, for possible consultations. Do you have any news on this, minister? What happened at the ADF convention?
ParlaMint-FR_2018-11-12-O1059.u587	I participated, and nothing happened about it, Mr. Bricout!
ParlaMint-FR_2018-11-12-O1059.u588	I call Mr Charles de Courson to support Amendment No. 417.
ParlaMint-FR_2018-11-12-O1059.u589	Mr. Bricout has just mentioned this: the aim is to raise the ceiling on levies from 5 % to 6.5% of the duties levied in respect of the previous year, in order to strengthen equalisation. I assure you: the product of DMTO increases by 8, 9 or 10% in some departments, and that would amount to 10 to 15% of the additional amount they receive as a result.
ParlaMint-FR_2018-11-12-O1059.u590	I have before me three identical amendments, Nos 35, 177 and 227. I call Mr Le Fur to support Amendment No. 35.
ParlaMint-FR_2018-11-12-O1059.u591	It aims to support the establishment of young farmers by promoting the attractiveness of the leasing of agricultural land. We are faced with a collapse in the number of installations: for several years, we have recorded an installation for three departures. However, the renewal of agricultural assets is an important element in maintaining the competitiveness of the French farm. We propose to introduce a temporary reduction on the income from the rental of property to a young farmer in the context of the status of rent. This reduction would be 30 per cent for five years, which would correspond both to the period during which young farmers receive a tax reduction on unbuilt land and to the period during which they have access to subsidized loans to finance the resumption of a holding. We would thus have a coherent set of measures, which would allow us to concentrate our efforts on young farmers. Support for the establishment of young farmers aims to ensure the renewal of generations, a major challenge for the maintenance of efficient and sustainable agriculture, an objective that should bring us all together.
ParlaMint-FR_2018-11-12-O1059.u592	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 177.
ParlaMint-FR_2018-11-12-O1059.u593	It is argued that the previous identical amendment was excellently supported by Mr Le Fur.
