ParlaMint-NO_2018-03-07.ana.ud465e28	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2018-03-07.ana.ud465e983	Norway works multilaterally with UN organisations, in particular with UNFPA, the UN population programme, as well as a number of international organisations, such as the International Planned Parenthood Federation, IPPF, where a youth counsellor, clinics for testing HIV and other gender diseases, guidance on prevention and safe abortion and mother/child health services. Local organisations work with information and influence to ensure that the authorities comply with sexual and reproductive health rights. IPPF also deals with sexual education for young people who have dropped out of school and have an effort to combat sexual harassment. It is important that the international community prepare and support this work. In the last ten years, Norwegian aid has been in excess of 40 million. kr annually. Now there's an increase in support. During these days, Norad is concluding a new cooperation agreement with IPPF of 292 million. kr over 4 years. This means that the annual aid will increase to 73 million. kr.
ParlaMint-NO_2018-03-07.ana.ud465e992	It was the economy. We know that Norway has money in the aid budget that can be distributed, and the aid budget has increased. What I am calling for are politically visible initiatives. I have praised the Prime Minister for the initiative she has taken on young girls' right to education, but this is a political matter towards the US administration, which has removed 9 billion. dollar. Now the Council of State can't answer whether this was a topic in the conversation the Prime Minister had with President Trump, but how does Norway work politically to create both mobilization for new resources and not least attitudes in this area? Then I think it's not enough just to work towards the special organizations of the United Nations system that are involved in population, women, children and development. We should also work towards them, but in terms of working politically towards other governments and mobilising support and support and upliftment: what action or initiatives does the government plan in this context?
ParlaMint-NO_2018-03-07.ana.ud465e999	As I also said in my first reply: the Prime Minister has taken a leading role in this work internationally through several initiatives, precisely to raise the importance of women's health and to work with it also politically, through the measures for which the representative himself has praised the Prime Minister, but not least through the leading role that the Prime Minister has taken in increasing efforts for the education of young girls, which is also crucial in this area. Norway, of course, works internationally at different venues to raise this issue in other countries too, but Norway has to show that we are going ahead with a good example, and we do.
ParlaMint-NO_2018-03-07.ana.ud465e1006	Then we go to question 3.
ParlaMint-NO_2018-03-07.ana.ud465e1014	‘Bane NOR has concluded the contracts with the company Condotte on Follobanen. The work was stopped immediately, and the employees did not receive a salary after that. This has led to much frustration and conflict. If the condotte fails to pay the employees wages, calls for tenders or goes bankrupt, the government's remuneration guarantee scheme could be terminated. In other words, the Norwegian State may have to pay the employees of an Italian company. Does the Council of State consider this to be a good use of public funds?’
ParlaMint-NO_2018-03-07.ana.ud465e1021	The Folloban Tunnel is an important part of the development of the railway around Oslo. It's one of the priority sections that it's important to arrange, so that you can get a better offer on the railways both to Eastfold and Akershus and on the railways in general. It has therefore been important for the government to ensure that work on the Folloban tunnel is well advanced. When Condotte experienced economic challenges, Bane NOR was on the ball quickly to ensure that there were no delays, and to ensure that there were no cost increases. Therefore, their conclusion was also relatively rapid that the contract as it was today had to be terminated in order to avoid problems for the project. They have, and we see that the work is going on. We see that most people are at work, so the overall description that can be interpreted from the question is not entirely comprehensive. But that it's a group of people who have problems, that's the case. That is why I am pleased that we in Norway have a welfare system that protects employees if their employer comes into a liquidity crisis, reports a call and therefore does not pay wages. That is the point of the pay guarantee scheme – just to ensure that employees do not get hurt when the employer has problems. I am therefore pleased that the system is working. I am pleased that those affected have the opportunity to apply to Nav to ensure that the money comes. I have also registered that after the question was submitted, it seems that this has been resolved. I am not going to put myself into the deposit or pay guarantee scheme – it is not I who manage – but I am concerned that those who work on the railway project will be properly treated, and that the public schemes that exist are put into effect when needed, so that they feel that they have a safe job and get the pay they are going to have.
ParlaMint-NO_2018-03-07.ana.ud465e1030	The question is essentially not about the pay guarantee scheme as a scheme, because it is a very good system, and we have to call about it. It is clear that the employees who have worked in Condotte, as I understand it, have set up a Norwegian company working at Follobanen, to get paid, and I understand that this is the pay during the notice period, i.e. February and March. I have also received information from the Norwegian Arbeitsmandsförbund that in any case some of the employees, I do not think everyone, have been paid in the meantime. The special thing here is that we have such good welfare arrangements in Norway as the pay guarantee scheme is. At Follobanen, the state chose an Italian company. Then the state terminates the contract with the company, and the end of the visa can therefore be that the Norwegian community has to pay salaries to employees of an Italian company through its pay guarantee scheme. Does the Minister for Transport think this is right?
ParlaMint-NO_2018-03-07.ana.ud465e1039	There are many companies with foreign owners operating in Norway, but as I think we should be happy to come under the Norwegian welfare regimes when they operate in Norway after all. Many of the major industrial enterprises are partly foreign. I do not want us to exclude those companies from either unemployment benefit, pay guarantee schemes or anything else. What is an important prerequisite for the remuneration guarantee scheme is that the employer’s contribution must have been paid in the employment relationship to the social security fund. So this doesn't apply to Italians who have been sitting in Rome and projecting this project, etc. They are not part of the scheme. Those who have worked in the tunnel in Norway — they may as well be Norwegians as Italians, but they have been employed in this company. I think we should take care of those who do a job in Norway, who pay their taxes to Norway. They shall be subject to those arrangements. Sitting and doing a discretionary assessment of whether a Northman, because he's an employee of an Italian company, should not share in the benefits of the Norwegian welfare community, is an approach I don't want to have.
ParlaMint-NO_2018-03-07.ana.ud465e1046	We're happy about that, and I don't think anyone has that either. Of course, those who have worked in Norway, in a company that I understand is Norwegian, and who have paid taxes to Norway because of what they have earned in Norway, will of course have rights like others. But this raises some broader issues. The company as such is Italian. There are questions about what the government wants with the Norwegian construction industry, which is a major and important industry. In other areas, we adopt objectives, and the government provides strategies and important documents to support the industry – whether it be maritime food, tourism, industry, technology or whatever it may be. We – and the authorities – often have a policy to develop those industries. Now we have to start looking at the Norwegian construction industry as an industry under which it is important to support it. Therefore, we should now learn from what has happened to a number of foreign companies in Norwegian transport projects.
ParlaMint-NO_2018-03-07.ana.ud465e1053	I think it is good when the Workers' Party says it is time to look at the Norwegian construction industry. We've been doing that for a long time. Therefore, we have been very concerned that we should facilitate Norwegian contractors to win contracts, and we have not traveled abroad to recruit the contractors – as my predecessor Marit Arnstad did. She went to Germany to make the Norwegian entrepreneurial market more open to foreign entrepreneurs. When you look at who wins contracts under today's government, in 2017 it was largely only Norwegian company that won Norwegian railway contracts. It was mostly only Norwegian companies that won road contracts. The results are so far that the Norwegian entrepreneurs are doing much better now than in recent years the representative Myrlis party put in government. It is a sign that this government already took the first day of the government seriously that Norwegian entrepreneurs have to secure their job. With regard to the issue raised by the representative Myrli, we believe that a company like Hurtigruten is over 80 pst. owned by non-resident shareholders. Does this mean that the employees who were also not to be included in the pay guarantee scheme? It would be the wrong discussion to start, as the representative Myrli here adds. I do not recommend further follow-up.
ParlaMint-NO_2018-03-07.ana.ud465e1062	I'm not adding up to it.
ParlaMint-NO_2018-03-07.ana.ud465e1070	We're both rogalendings, and Höie's well-known that ‘New Stavanger Hospital shall be clear in 2023, but without a patient’s hotel and with the general rule that birthers are sent home on the same day as birth’, which is now known as the Right’s ‘fixed track’ births. ‘Professionals have warned against this weakening of the provision of maternity. In the disagreement between the economic and medical councils, the economy and savings have won through. What action will the Council of State take to ensure that the provision of maternity leave is not weakened, and is it right to listen only to the economic advice?’
ParlaMint-NO_2018-03-07.ana.ud465e1079	The representative Tvedt Solberg claims that when new Stavanger hospitals are ready in 2023 without a patient hotel, birthing as a general rule will be sent home on the same day of birth. He also makes a number of other claims in relation to his question. I have obtained information from the Health West. Let me give you some very clear and clarifying information. Today, the women's clinic uses a floor in the patient's hotel for midwives. This is an area of the patient hotel that has been converted for the purpose, and it is staffed as an ordinary maternity ward. The reason for this solution is lack of space in today's hospital. All somatic daily operations are to be introduced into a new hospital building at Ullandhaug in Stavanger from 2023. The new hospital is only built with exclusive rooms, which will be arranged with a bed area for a family member. Health West reports that it is not planned for fewer beds for pregnant women than today. The number of rooms currently located in the patient hotel is included in the total number of the new hospital – the claim is therefore incorrect. It is not right that Health Stavanger aims to send birthers home on the same day – that claim is also incorrect. Health Stavanger, in close cooperation with the municipalities in the reception area, has started work on improving maternity care in line with national guidelines. The starting point for work is that maternity, maternity and maternity care should be comprehensive and provide the best possible health care for women and children. Health Stavanger shall, in cooperation with the municipal health and care services, facilitate an offer whereby mother and children shall have the opportunity to leave their previous home from the hospital if they so wish and the state of health indicates that it is sound. I am concerned that Health Stavanger is planning operations in line with medical advice and national professional guidelines. I do not agree with the claim that the maternity allowance at the new hospital will be weakened.
ParlaMint-NO_2018-03-07.ana.ud465e1094	I thank you for the answers that came, but I find that there were no answers to the questions I asked, why the economy has become the leading decision-making process, and whether the Council of State will take action. It seems that the Council of State is once again doing disclaimer, but I also hear that he confirms that the government is defending the new scheme of early repatriation for the natives. I would like an answer, when I draw a picture of the extent and seriousness of the situation that is, of the weakening of the offer. More than a year ago, there were warnings from the Norwegian Women’s and Family Association, which the Council of State Höie characterised as a scare campaign, and the professionals have continued to warn. I can mention the Federation of midwives, the Association of midwives and the Norwegian Association of Nurses, and now several newly-baked parents have also joined the debate. At home in Stavanger it seems that the parole of March 8th on the maternity offer will gather many. It has been notified of a ‘wagon train’ for better maternity provision. State Council Höie has again managed to mobilize to new records on Women's Day, as under the right of reservation. So the question now is, is he at all concerned about the obvious warnings that come from professionals about a weakened provision of maternity, and is there anything that the Council of State will do about it?
ParlaMint-NO_2018-03-07.ana.ud465e1103	It may almost seem that the representative had a written question about follow-up, which did not take my answer into account, because he got the answer – that the claims he made on the question were incorrect. There is no mention of a reduction in the capacity of the maternity allowance at the new hospital. The capacity of the department at the patient hotel today, which is staffed as a maternity ward, will be continued in the new hospital. It is not right that the new hospital should be planned on the basis that birthing women should be sent home on the first day. That's why I hope the representative instead of repeating this is involved in bringing down the fear that's created in the population through these claims. The supply of birthing women in Norway will continue, as it is now, to be developed on the basis of professional recommendations.
ParlaMint-NO_2018-03-07.ana.ud465e1110	My question was about the concerns of the professionals, and of course I have with me the concerns about things in my notes to support this. So I'm not saying that my answer is done. I note that the Council of State still does not respond to his responsibility to follow up the concerns of both the professionals and the parents in these matters – whether it is the concrete new hospital in Stavanger, or whether these are the general concerns about the provision of maternity services that we see across the country. Ultimately, this is a question that concerns both the hospital economy and the municipal economy – about hospitals and municipalities are able to do this job. I think it is serious that the Minister of Health so much rejects the concerns of both professionals and parents and calls it scare propaganda, because it is in no way. My question, which I hope the Council of State will be able to answer on one last occasion, is what he will do to meet these concerns, which are both with professionals and with parents – or whether he will just let this scour and go on.
ParlaMint-NO_2018-03-07.ana.ud465e1119	I will continue to refute misclaims about offers that are being developed, because it helps to create unnecessary concerns both in pregnant women and in the professionals. I hope the representative can join in, so that people don't become unnecessarily concerned. The second is that I work to constantly improve the situation in the hospitals. That is why, as Minister of Health, I have committed myself to the state budgets for which I have been responsible for five years, a higher growth in patient treatment than the Labour Party has been able through its eight years in government. It is about facilitating continued positive development in hospitals. In addition, the blue-green government – in cooperation with the Christian People's Party – has a significant commitment to the offer in the municipalities through the construction of the midwife service there, by granting more than 1 billion in the last few years. kr just for this. We do that in concrete terms to strengthen the offer and remove unjustified concerns.
ParlaMint-NO_2018-03-07.ana.ud465e1129	‘In winter we have been able to read about young people with severe eating disorders who experience having to wait for treatment for up to six months. Mother of a 22-year-old girl has told the newspaper that ‘waiting for several months is very long when someone is so bad. It's scary to think that she's been dead almost twice." Is the Council of State confident that persons with severe eating disorders will receive the assistance they need in time?’
ParlaMint-NO_2018-03-07.ana.ud465e1136	No, I'm busy reducing the waiting time for this patient group, and I'm also busy improving the treatment offer, because I experience the same thing the representative mentions, that there are too many feedback from this patient group that the offer is not good enough. It should not be that you have to wait several months to get proper health care when you are seriously ill. We now follow this up, for example. through the establishment of package trajectories, the development of better indicators and the management of hospitals. The waiting times for specialised mental health care have narrowed, and the deadlines are almost gone. In 2013, the average waiting time to start health care was 54 days. In 2016 it had decreased to 46 days. I think it's positive, but it's not a development that I'm satisfied with – I want the waiting time to go down further. We have introduced a priority rule relating to mental health protection and drug treatment that I work with hospitals to make them even more effective, and waiting time is one of the indicators used to monitor whether this is done. There are specific challenges related to the treatment of demanding conditions that require special skills, such as: severe eating disorders. This means that some patients have to wait a long time for proper specialist treatment after they have been diagnosed and have received first treatment at a general psychiatric unit or outpatient clinic. I believe that this is very much about how we organise the service, how we prioritise, how we do not listen well enough to what is the user's wishes and experience, and sometimes it is also about lack of knowledge and qualified staff. The first package steps in the fields of mental health and alcohol are to be set in motion for the autumn. A total of 15 different package trajectories are planned to be implemented from 2018 to 2020. Several of these are general procedures for investigation and treatment, which apply independently of diagnosis. A separate package of eating disorders for children and young people is also planned. The aim is precisely to create predictability, better interaction, shorter waiting times and, in particular, more influence from patients on treatment. In 2017, the Health Directorate launched new national professional guidelines for the investigation and treatment of eating disorders, which should also contribute to better and proper treatment. In the context of the National Health and Hospital Plan 2019 and the child and adolescent mental health programme, I will draw attention to several areas that are also important in order to provide this patient group with a better range of services than is the case today.
ParlaMint-NO_2018-03-07.ana.ud465e1151	The matter to which I referred is, of course, very serious, because it's a serious sick patient, but unfortunately it's also so that very many people with eating disorders are rejected in healthcare because they're not sick enough. What thoughts does the Minister of Health have on the socio-economic impact, but in particular on the individual patient, it has that people with eating disorders are not treated because they are not ill enough – are not underweight enough, if they are anorexics – and then come back to health care later, when the condition is significantly worse and so far you have not managed to improve the waiting times in line with the ambitions expressed by the Council of State here?
ParlaMint-NO_2018-03-07.ana.ud465e1156	I mean, it's not good enough. That is why I am also concerned that we are developing a low-threshold mental health service in the municipalities. It's a work we're doing well. We are building up psychological skills in municipalities with earmarked resources and a legal requirement, and we are now seeing a sharp increase in the number of municipalities that employ psychologists, just as early help is provided through the health station and the school health service, which is also being expanded. At the same time, I am concerned that there are too many patients who are rejected in mental health in situations such as: the decision maker finds that he does not have a good enough offer locally, asks for assistance from the specialist health service and is rejected. We also see that there are too many variations in practice related to rejection. That's something that health regions are now working on, and that's also one of the reasons why we, among other things. have raised mental health as a main theme of the next National Health and Sickness Plan.
ParlaMint-NO_2018-03-07.ana.ud465e1161	I thank the Council of State for its response so far. One of the things about eating disorders is that you often need treatment in a combination of psychiatry and somatic medicine. The Councils of State point out the waiting times and the need to bring them down, but also the importance of maintaining user perspective. There is a dilemma when it comes to these patients – that they should manage their own treatment, and that they should actually receive health care. Does the Council of State have any idea of how the service currently performs this most centrally in an eating disorder, namely the ambivalence between dealing with an autonomous patient and providing the necessary health care?
ParlaMint-NO_2018-03-07.ana.ud465e1166	This is something that makes this very complicated. But there's also a difference between patients in this area. Therefore, I am concerned that there is a width of the offer, so that one can find offers that are suitable for the individual patient. Therefore, this is part of the free choice of treatment, where alternative treatment sites are also available, which are operated by private and non-profit institutions. Some of these are the themes of the updated technical guidelines. Ensuring better coordination of services across borders is, of course, one of the things that package trajectories should contribute to, and one of the reasons why we have just chosen eating disorders as one of the diagnostic-specific package pathways in mental health.
ParlaMint-NO_2018-03-07.ana.ud465e1174	‘Research shows that male diseases are ranked consistently higher among doctors and user organisations than those primarily affecting women, such as: fibromyalgia, anxiety, anorexia, ovarian and femoral fractures. There are also examples of less resources being used for the treatment of women than for men. How does the government work to ensure that women’s diseases are taken as seriously as ‘manly diseases’, and what can the Council of State indicate by concrete action?’
ParlaMint-NO_2018-03-07.ana.ud465e1181	Equality and non-discrimination are a fundamental principle of Norwegian healthcare. The gender perspective in health has received particular attention since the publication of the women’s health strategy more than 10 years ago. The government's aim is for women and men to have equal quality services. In creating the patient’s health care, it is important to view gender as one of the variables that affects the patient’s health. Constant attention to gender in health is needed if we are to succeed in fully integrating the gender perspective into the sector. The Health Directorate has been mandated to ensure that gender specificity is addressed in all professional guidelines and guidance where appropriate. This is part of the follow-up to the gender equality message that came in 2015. In the national professional guideline on the treatment and rehabilitation of people with drug problems and addiction, the theme has been raised. The guideline places particular emphasis on gender-specific approaches, minorities and sexual orientation in drug treatment. The Health Directorate shall also assess gender-related differences in the use of medicinal products. The Health Directorate will look at how to develop an overall methodology to ensure gender equality in services, for example: using quality indicators and other measurement parameters related to health records. Muscle and skeletal disorders are very common in the population. More women than men are hit. At the same time, many people feel that they are not getting adequate help for their disease. The government therefore wants to develop and introduce the package pathways also for muscle and skeletal disorders, fatigue and pain management, in order to ensure an equivalent offering of high quality for all patients. These are diseases where women are overrepresented. Women’s health and gender perspective are also part of the Ministry of Health and Welfare’s strategic research effort. Among other things, the initiative will contribute to more research into the health of older women, undesirable differences in the provision of health and services between women and men, the health of minority women and the mental health of young women. Diseases leading to long-term sick messages and disability in women are also research areas of interest. Health research will focus more on issues related to gender inequality and will be linked to the follow-up to gender equality messages. In 2017, research funding was announced in cooperation with the three health research programmes TREATMENT, RELATIONSHIP AND HEALTH. In total, 19 projects have been funded between 2004 and 2014. In addition, several ongoing projects are relevant to women’s health, both in the Research Council’s health programmes and in the other programmes.
ParlaMint-NO_2018-03-07.ana.ud465e1196	I thank you for your answer. In Norway, we think about equality on all fronts, and there's something to be proud of. Even I'm trained as a health professional and probably the first male mammographer in Telemark, and I'm proud of that. That's why I've always had a big heart for health and gender issues. So on to a serious follow-up issue: a report from Oslo Economics recently showed that Norway spends an average of NOK 6,000 more on cancer treatment in men than in women. In addition, differences in funding for both treatment and research on cancer in men and in women are seen. Does the Council of State think this discrimination is right – and if not, what has he done to change this?
ParlaMint-NO_2018-03-07.ana.ud465e1207	It is one of the perspectives that was just raised in my original answer – that there is a recognition of gender differences in health, and that is the background for this, among other things. towards the allocation of research funds, precisely to compensate for what has been the result of a development in which research into human health has been focused and where, in particular, treatment and the effects of medicinal products have been focused on men. This is something that starts as early as the animal trials, where a user and test on only male mice instead of also on female mice, for example. avoiding variations associated with the health of women. So this is a fundamental and important question that needs to be followed up as broadly as what I explained in my original answer.
ParlaMint-NO_2018-03-07.ana.ud465e1212	The Minister for Health knows that mental health challenges among young people can have serious health consequences. We also know that such challenges are also important for many young people to drop out of high school. The most recent figures from the Young Data Survey showed a 40 pst. Increases in mental disorders in young girls – the incidence of depression, anxiety, disturbed eating and exercise behaviour is increasing every year. Although we see an increase also in boys, there is a much more dramatic and marked increase among young girls who are struggling. What does the Council of State think about these differences, and what action does he think should be taken to change this trend?
ParlaMint-NO_2018-03-07.ana.ud465e1219	I think it's a broad question and therefore one of the reasons why the government has raised mental health as an equal part of public health work, so I think we have to start thinking about how to strengthen mental public health in the whole population. In many ways, there is a kind of paradox in the Young Data Surveys, because they show that girls are more successful in school, less likely to fall out, get better grades, start higher education, while they are struggling more with their mental health. Young boys drop out of school more easily, etc., and get challenges in life with it, but have fewer challenges with their mental health. So here, there are also gender differences, and as I also said in my original answer, researching young women's, young girls', mental health is a priority area.
ParlaMint-NO_2018-03-07.ana.ud465e1229	‘The use of painkillers by young people against headaches and migraines is record high. From 2006–2016, the increase in age 15 to 19 has been 66 per cent, between 20 and 24 years of age 29 per cent, and between 25 and 29 years of age 16 per cent. The numbers are from the Recipe Register. 120,000 do not tolerate medicine for headaches due to over-consumption, shows a doctorate study conducted by the NRK on 17 February. What will the Council of State do to prevent over-consumption and misuse of painkillers, and will he consider to prescribe medicines that are currently non-prescription?’
ParlaMint-NO_2018-03-07.ana.ud465e1236	The representative Kjersti Toppe shows that the consumption of painkillers for headaches and migraines among young people has increased. The statistics referred to include migraine medicines, all of which are prescribed on prescription. The fact that more people are receiving migraine drugs may indicate that there is an increased attention to migrants and that more people are being treated correctly under medical supervision. In 2016, 2,821 girls and 2,225 boys picked up paracetamol on prescription. Overall, the number of users of paracetamol on prescription has increased steadily from 2007 to 2016 among children and young people, and use increased especially for girls and boys aged 10-17 years. The use of prescription-free medicines, especially paracetamol, has remained virtually unchanged since the sale in the store was authorised in 2004. Non-prescription medicinal products are mainly used for everyday use in the otherwise healthy part of the population. It is important to prevent over-use and misuse of medicinal products, especially among children and young people. Therefore, good information on the use of non-prescription medicinal products is important. At the same time, it is essential that the availability of medicinal products used in self-care is good. Therefore, some medicinal products sold in non-prescription packs are allowed both in pharmacies and through the LUA system – the sale of non-pharmacies. LUA medicines are a good supplement and are important for good self-care in simple and moderate conditions such as pain and fever. It is the State Medicines Agency that assesses the prescription status of the medicinal products and determines the medicinal products to be available in the LUA scheme. The Medical Products Agency does not consider that there is a need for prescription coating of small packages, such as: paracetamol or ibuprofen. Prescription coatings are unlikely to have a significant preventive effect. The population would lose access to good medicine in acute situations, and the caregivers would have a significantly increased workload.
ParlaMint-NO_2018-03-07.ana.ud465e1247	Governments argue against making prescription-free medicinal products subject to prescription, and that is a position that I know the Council of State has. But I want to ask you again if the Council of State didn't think it was alarming that one in ten years has had an increase of 66 pst. in the use of painkillers among young people aged 15 to 19. I don't think it's due to an increase in disease, I think it's due to an increase in use, and I'm worried that that use can't be proven, so there's an excess in the population. So we know that there are 120,000 people who have drug-induced headaches in Norway, that's an excess of painkillers. If you do not want to look at prescription requirements, what will the Council of State do to prevent overconsumption of painkillers in the population?
ParlaMint-NO_2018-03-07.ana.ud465e1256	I am very concerned about the proper use of medicine. It is also one of the reasons why there was a central theme in the notification of medicinal products, and it is important that a person works against the prescribers in order to ensure the proper use of medicinal products. But what I'm experiencing is that every time this question is put on the agenda, the representative Toppe's answer is to prescribe the non-prescription medicines. It was also suggested on this question. I think that's a paradox given that the increase is among those drugs that already have prescriptions, while the sale of prescription-free drugs in this area is more or less flat. Discussing how to ensure that we use the right medicines and instruments for it is an important discussion, but then I hope we can get further from the discussion on whether to prescribe prescription-free medicines, which are essentially Toppe's answers to these questions.
ParlaMint-NO_2018-03-07.ana.ud465e1261	I'm just asking about what is the Council of State's alternative measures, but I'm not getting an answer to that. It is true that there are 120 000 people who have induced drug headaches, and so the government will not answer what the government will do to prevent this from happening. One thing that has happened under this government is that one has opened up to advertising on television for painkillers. It was not in the previous period. So I see that this government says that now one should go in to ban advertising of gambling. That's about. 120,000 who have problems because they are dependent on it — as many people today have problems with them using too much painkillers. One does it for the people who depend on the game. Will the Council of State do the same in the field of health and ban advertising on television for non-prescription painkillers?
ParlaMint-NO_2018-03-07.ana.ud465e1268	I like to talk about what we do to get the right medicine, but once again, the representative draws up a proposal that includes prescription-free medicines, and that's not where we have the increase, so it's on prescription drugs. The advertising of prescription medicines on television in Norway is not allowed. It is for non-prescription medicines. We are now working on establishing the patient's medical list. It will be an important instrument for proper use of medicinal products. We demand that those who are going to work as permanent doctors be specialists in general medicine. It will enhance the competence and quality of this important part of the service. We also work on different models of how to operate with colleague guidance in key areas. There we have seen a positive effect, especially with regard to the use of antibiotics, which has been a priority area now, but it is an instrument that can also be used in other priority areas.
ParlaMint-NO_2018-03-07.ana.ud465e1277	Question 8 will be addressed before question 15.
ParlaMint-NO_2018-03-07.ana.ud465e1285	«Migrants hit people in work class professions twice as often as leaders. Women are hit three times as often as men. Data from the Register of Recipes show that record numbers of young people use migraine drugs. Two to four times more women than men aged 15 to 29 are on such drugs. So the migrants are not a disease for middle-class people in the middle of life. There we put money and other resources into research and treatment. What has the Council of State done to improve the situation of migrants?’
ParlaMint-NO_2018-03-07.ana.ud465e1292	The representative Auchrust asks what I've done for people with the diagnosis of the migrants. I would first like to clarify that I am concerned that everyone should receive good health and care services, regardless of diagnosis, sex, age, profession, etc. It is my main task and my responsibility to establish a comprehensive health and care service that provides good health care to all. It's a fact that more women than men get the diagnosis of migrants. The fact that more people get the diagnosis, and that more people get migraine drugs, may indicate that there is an increased attention to migrants, and that diagnostics have improved. It is good that more people receive proper treatment under medical supervision. Living with migrants has great consequences – both for individuals and for society. Chronic disease, like the migrants, affects the quality of life and can make it difficult to master everyday life. Learning and mastering offers can be useful. Improving such offers is a central objective in several of the messages I made during the previous period of government, among others. in the primary health service message. For example, many headache patients have the benefit of learning to identify trigger factors that may trigger headaches and establish strategies to avoid them. Last fall, I presented national brain health strategy. It is about the responsibility of health and care services to care for good brain health. This includes prevention and health promotion, early intervention, investigation, treatment, rehabilitation, research and innovation. It's about lifting up the individual's ability to promote one's own brain health and mastering life with impaired function because of a brain disease. Education and training are essential, and training must include both staff in the services and patients. Migrants and other serious headaches are referred to in the brain health strategy as the largest group of brain diseases. Migrants are an important cause of disability, and headaches are a subject where health care skills are still lacking. The representative is concerned about what I've done, but I expect that he's also concerned about what we're going to do. I would like to give an example of an important measure. In order to strengthen the offer of chronically ill patients, we start this spring a primary health team trial as a follow-up to the previous mentioned primary health report. Lawyers in a primary health team, in cooperation with nurses, will have better opportunities to follow up the list population with chronic diseases, such as migrants.
ParlaMint-NO_2018-03-07.ana.ud465e1307	Of course, I am most concerned about what the Council of State will do, but after four years in the post office I have to say that I am also interested in what he has done. He refers to the National Brain Health Strategy as – what to say – a major anti-migraine agent. That document says a lot of good and sensible, but the word'migres' is only mentioned once in that strategy. It's too small when we know that this is one of the major public health diseases. The WHO believes that this is one of the ten most stressful public health diseases globally, and it is a major social problem. We know that there are about 2 million days of absence from school or work because of the migrants today, as well as all those who provide reduced work due to pain and discomfort. My follow-up question is aimed specifically at what concerns young people, as we know, is the group that has the largest increase. What has the Council of State done to meet all the young people who are struggling with the migrants?
ParlaMint-NO_2018-03-07.ana.ud465e1312	I don't think one can assess the emphasis of the brain health strategy on migrants by counting the occurrences of the word "migres". The brain health strategy states that the migraines and other severe headaches are the largest group of brain diseases. To present a separate strategy for brain diseases that actually determines that this is the largest patient group is to take this issue and this disease group very seriously. The fact that one sees an increase in the treatment of a disease does not necessarily mean an increase in disease cases, which may mean increased knowledge of the disease and increased treatment options. Therefore, it is positive that more people are receiving migraine medicines, as this may indicate increased attention around migrants and that more people are being treated correctly under medical supervision. It's also, as I said in my answer, other treatment strategies that it's important that a developer.
ParlaMint-NO_2018-03-07.ana.ud465e1319	I have a concern that there is too little knowledge about this in the health sector, and that the migrants do not receive the attention they deserve, either in the media or in the health sector, and that this is a disease that is not considered exciting enough or has a high level of performance among those who treat it. We know the migrants don't hit blindly. It hits people primarily in work class professions, and it hits women far more often than men. Unfortunately, there is every reason to believe that this disease had received much greater attention if it had hit men in leadership positions. This is why measures against migrants also have a class perspective and a gender perspective. My question to the Minister of Health now, the day before 8 March, is whether he agrees with the premise that working against migrants is getting too little attention precisely because it affects women the most.
ParlaMint-NO_2018-03-07.ana.ud465e1324	I agree that we have a general challenge in healthcare, including in Norway, in relation to the gender perspective, and I have also answered that in a previous question. That is one of the reasons why the Right-Fremskritspart government withdrew the red-green government's proposals for gender equality. It was because it didn't have its own health chapter. We believe that equality and health are a very important topic, so a new gender equality message was created, where health was a more central theme. We are just working to raise the gender perspective in health – from treatment to advanced research – and I fully agree that migrants are one of the diseases where there is a gender difference. That is why I am very pleased that we have presented a brain health strategy that points out that patients with migraines and headaches are a patient group that has not received a good enough offer. It also showed the process of working on the brain health strategy.
ParlaMint-NO_2018-03-07.ana.ud465e1332	‘In 2018, as in the 1930s, semen donation in Norway is allowed. It helps couples where the man is infertile. In 2018, unlike in the rest of the Nordic region, there is still no law on egg donation. Couples where the woman is infertile and needs eggs from another woman, they don't get any help. In the debate on the NRK on 15 February, the Minister of Health pointed out that mother’s genetic connection is so important that egg donation should not be law, while father’s genetic connection is less important. Does the Council of State think that mother is a more important parent than father?’
