ParlaMint-UA_2022-07-08-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-08-m0.u102	Dear colleagues, we have concluded our discussion. People's deputies please prepare to make a decision. I propose to adopt, on the basis of the redrafting of provisions in accordance with article 116, part one, of the draft Law on Amendments to Certain Ukrainian Laws on Access to Medical and Rehabilitation Assistance during Wartime (registration number 7422). Ready to vote? People's deputies, please vote. [[13:54:12]] For 262 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7422. People's deputies, please vote. [[13:54:38]] For 262 Decision taken. Dear colleagues, let's move on. Then we have 2365. We agreed that we would have a three - minute speech by Tsimbaluk Mikhailovich. After that, the Engineer will cast a vote to confirm the amendment 5, 52,74, and then we will vote. Please, I'll start with what I invite. Thus, 2365 is the draft Law on the Protection of Migrant Workers and the Fight against Fraud in Employment Abroad. Please, Mikhail Mikhailovich Zimbaluk, 3 minutes. Instead of their amendments.
ParlaMint-UA_2022-07-08-m0.u103	Mikhailo Cimbaluk, Fatherland. Dear colleagues, regarding Bill 2365, I would like to say that the Committee on Social Policy and the Protection of Veterans' Rights had a broad discussion on the support of this bill with the participation of experts and the Cabinet of Ministers, other central executive bodies and the public working in the field of the protection of citizens working abroad. What I'm saying is that the final version of the draft law is almost perfect, although there are a number of observations about its integrity, and there is a question of whether it can protect our citizens who work abroad. A few hundred Ukrainian citizens become victims of fraud abroad each year. Indeed, this problem exists in Ukraine. And the main task of this bill was to make it impossible or to minimize the number of such facts. On the other hand, we also tried to simplify our rights by simplifying the mechanism itself to allow structures that mediate in employment. On the one hand, we've simplified the possibility of doing this kind of business, and on the other hand we've simplified the task of keeping the state in check as to how this is being done in terms of employment. What I'm saying is that very professional remarks are from the General Legal Authority, which were partly taken into account in the second reading, but there's still a series to be worked out in the process of preparing the law itself to come into force. It is necessary for the Cabinet of Ministers to adopt a number of well-known regulations to ensure that if this bill is approved, it is truly a protection and help our citizens who are looking for work abroad. It is vital that all those working in this field be able to communicate with the Cabinet of Ministers and with the authority responsible for conducting politics in this area and to do so.
ParlaMint-UA_2022-07-08-m0.u104	Thank you. Please, National Deputy Ruššin. You're going to put some more of yours or just these three to confirm, right? Dear colleagues, please take your seats. One second, Mr. Jaroslav. No one else will be put to account for their correction? Nobody. Corrections for confirmation. National MP Ruššin, please.
ParlaMint-UA_2022-07-08-m0.u105	Thank you very much. Dear colleagues, I have been an employer for most of my life, and I must tell you that such a discriminated person in the country is still being sought. And that's the same law. If we're talking about political instability, we're just saying, by the way, it's in the explanatory note, we're making political instability by interfering with market relations. If the honourable Head here compared us to the Bessarab Market, it would be possible to have the same analogy, in order to remove the crooks from the Bessarab Market, and they are there, to ban sellers from taking payment for their goods. Are the frauds gone? They're gone, but the market's gone. In this case, we also have a colossal impact on the market of such relationships, such services under market conditions. Please do not vote in favour of this amendment, as well as the law as a whole.
ParlaMint-UA_2022-07-08-m0.u106	So I can put a 5-y, a 52-y and a 74-y right now, will you be one by one? One at a time, all right. Dear colleagues, please take your place. The position of the committee what? Galina Mikolayevna, in general, when the second reading is to be done by someone on the committee behind the rostrum, that is the order we have. Committee position, please.
ParlaMint-UA_2022-07-08-m0.u107	Please support the revision.
ParlaMint-UA_2022-07-08-m0.u108	Fundamental grounding. Dear colleagues, I'm putting amendment number five. It is considered by the committee, but the national deputy Ruššin requests that the amendment be made for confirmation. I'll bet you an amendment for confirmation, please vote. [[2:01:05]] For 221 The decision is not taken, the amendment is rejected. Please, Engine, next amendment 52, you want it, right?
ParlaMint-UA_2022-07-08-m0.u109	Thank you, dear colleagues, for your understanding. Now look at what is written in the explanatory note below. Despite 1.7 million job invitations from our citizens in Poland in 2017, only 12,000 people went to work in this country through licensed companies. A very good example of when we intervene in market conditions, people are going to do it in an illegal, shadowy way. And we're proving for the next time that we're a country of employment and we're only looking after the interests of the hired, only the hired. The employer in these relationships is treated as an unequal party on which additional costs are relied. Dear colleagues, please don't vote for this amendment and the law as a whole. Thank you.
ParlaMint-UA_2022-07-08-m0.u110	Dear colleagues, 52 amendments, she's considered by the committee, the position of the committee, please.
ParlaMint-UA_2022-07-08-m0.u111	Dear colleagues, we ask for an amendment to support. This law cancels the licensing of such activities as employment abroad. In addition, if this amendment is not supported, we will have to ask for a second reading of the bill because the whole logic of the bill will be destroyed. Thank you.
ParlaMint-UA_2022-07-08-m0.u112	Dear colleagues, 52 revisions. Please take your seats. 52 amendments, it's counted by the committee. At the same time, the National MP, Ruššin, asks for confirmation. The committee notes that this is an extremely important amendment. Therefore, I ask the people's deputies to vote. [[14:03:14]] For 222 The decision is not taken. Well, guys, we still have to go through with it. Are you going to make the third amendment? 74 amendment, Engine, please.
ParlaMint-UA_2022-07-08-m0.u113	The only thing I wanted to thank the authors for was canceling that license. And I agree with you that it's going to have to be cancelled, another thing that's not Communist-Socialistic. And now let's think about the situation: I'm a high-paying renter, and I want to get an even better job. I'm going to the appropriate agency, because I can't look for a job on my own, and I have to delegate these powers to someone. This agency comes to the employer, and this is a competitive job, because it's highly paid, which we all dream of, and the employer hears that he has to pay for it, and it's usually tied to a high-paying salary, and he says, "No, good-bye, I don't want a new specialist." The purpose of this law is to solve the problems of the poor employee at the expense of the employer. Therefore, I ask you not to vote in favour or in favour of the law.
ParlaMint-UA_2022-07-08-m0.u114	Committee position, please.
ParlaMint-UA_2022-07-08-m0.u115	The honourable chairman, honourable colleagues, expressed his position and confirmed it. Please send this bill back to read again. Then we do not feel that it is necessary to consider it. Thank you.
ParlaMint-UA_2022-07-08-m0.u116	Dear colleagues, the 74th Amendment, is counted by committee. The National MP Ruššin puts it on the stand. Please vote. [[2:05:06]] For 230 Decision taken. Dear colleagues, I've heard the committee's proposal, but I have to put it the way I'm going to put it: first the committee's decision; if it doesn't, then we'll put the second accordingly. Dear colleagues, dear colleagues! I propose to adopt the draft Law on the Protection of Migrant Workers and the Fight against Fraud in Foreign Employment (Registration No. 2365) in the second reading and in general with the necessary technical and legal amendments. People's deputies, please vote. [[14:06:00]] For-183 The decision is not taken. So I'm proposing to send this bill, 2365, on the protection of migrant workers and on the fight against fraud in employment abroad for re-reading. Dear colleagues, 2,365 again. Please vote. [[14:06:34]] For 240 Decision taken. Thank you. Dear colleagues, we still have two bills close to the content. So let's go over the bill. 5795: Amendments to certain Ukrainian laws on the application of the work of foreigners and stateless persons in Ukraine And registration number 6045: on the amendment to the Employment of the Population Act of Ukraine to ensure transparency in the activities of economic operators who provide services in the field of employment abroad and the elimination of non-market labour market regulation mechanisms. At the Conciliation Council, we agreed to consider these bills at the same time. I therefore put to the vote the proposal to consider these bills in short motion. Please vote. [[14:07:39]] For 229 Decision taken. Dear colleagues, we have also agreed on the Conciliation Council that we will give the floor only to the two authors and immediately vote. So please don't split up. I invite you to speak to the Deputy Minister of Economy of Ukraine, Tetjan Vasilevna Beraževa. Please, Aunty Vasilyvna. Deputy. Excuse me, we'll use feminitis. Please.
ParlaMint-UA_2022-07-08-m0.u117	Dear head! Dear National Deputies! Regarding Bill 5795. The bill is designed to strengthen public security in the field of protecting the work of foreigners and stateless persons. He will allow for a clear mechanism of issuing and continuing the work permit for such persons. And what's more, it's going to expand the list of convenient ways for employers to submit documents to obtain such permits, which is particularly relevant during the war period. Ladies and gentlemen, I would like to stress that the bill will establish proper control over the work of foreigners and non-citizens and the payment of the only social contribution. Moreover, it will contribute to the detinction of labour relations in the field of foreign labour participation and, more importantly, will contribute to the official employment of foreigners who are studying in Ukraine and who are working free of learning time and are planning to continue working after school. In such cases the employer’s permission to employ such types of persons will be granted free of charge. Moreover, it is very important that the draft law improves the procedure for issuing such permits and makes this administrative service available through the CNAP, as well as through the portal "Dia". It is introduced free of charge for the employer to issue a duplicate permit and to make changes to the permit. My colleagues, I would also like to point out that the bill will change the approach to the guaranteed amount of wages for foreigners. It takes a lower limit of between 5 and 10 minimum wages, making the employment environment attractive to a foreign investor in postwar times to rebuild Ukraine. It's a very important bill to liberalize labour relations, to give foreign labour access at such an important time to foreign investors. Therefore, honourable Members, I ask your support.
ParlaMint-UA_2022-07-08-m0.u118	Thank you. Thank you. Please, who. Oh, excuse me, just a second. Dmitry Alexanderovich Razumkov, please.
ParlaMint-UA_2022-07-08-m0.u119	Good day again, dear fellows! Indeed, the bill was valid, the bills were valid, and until the beginning of the full-scale aggression, they are relevant today. Our Bill 6045, signed by me, our colleagues, has been supported by more than 60 national deputies. He regulates a somewhat narrow list of issues, but unlike the government, he was supported by the committee on the basis and in general. So, really, me and my colleagues think it was right to vote it out, vote on the basis today and in general, send it to the President to solve a number of issues, a series of problematic issues. The first is the issue of discrimination, non-market mechanisms, especially given that we are moving to Europe. Today we must uphold the principles that are in force within the European Union. So the workers who have Ukrainian citizenship really, we have to support them first, but we also have to ensure equal rights for everyone else. The second important question is the issue of combating corruption. Because any restrictions create corrupt mechanisms that you and I have to eliminate in the territory of our country. And the third question is, it's crucial today. Today, during the restoration of those territories that are free of the enemy and after the full-scale victory of Ukraine, we will need additional working hands, forces, high-quality and middle-level workers to quickly ensure the restoration of our state with you. So please support Bill 6045 and vote for it. Thank you.
ParlaMint-UA_2022-07-08-m0.u120	Thank you. Dear colleagues, look, let's make a deal, I beg you very much, let's make a deal on the Conciliation Council, we make a deal with the Hall, otherwise why the Conciliation Council. Let's, let's make a deal, these two bills are made by two authors. We'll get you somewhere else. Dear colleagues, let us not ruin the principles of mutual trust. Thus, high - ranking colleagues make the following proposal, which was discussed earlier at the Conciliation Council today. Adopt a draft Act amending certain laws of Ukraine concerning the application of the work of foreigners and stateless persons in Ukraine (registration number 5795), submitted by the Cabinet of Ministers of Ukraine. At the same time, the Committee of the Supreme Council of Ukraine on Social Policy and the Protection of Veterans' Rights to finalize the proposed bill, taking into account proposals and amendments to the right of legislators, the main provisions of the draft Ukrainian Law amending the Employment Act "On Employment" to ensure transparency in the activities of economic operators who provide services in the field of employment abroad, and the elimination of non-market-based labour market regulation mechanisms (registration No. 6045). And bring it, i.e. 5795, to the Supreme Council of Ukraine on second reading. Do you understand the position? People's deputies please vote in favour of this proposal. Dear colleagues, please vote. [[14:14:26]] For 240 Decision taken. Please make a decision on the outcome of the decision we have made with the Apparatus. Thank you, colleagues. Let's move on. Next, we have 7465, 7465-1 is a draft law amending some of Ukraine’s legislative acts on the characteristics of financial sector activities in connection with the introduction of military status in Ukraine. I'm proposing to include these bills in the agenda of the day session. People's deputies, please vote. [[14:15:19]] For the 250. Decision taken. Ladies and gentlemen, I would like to suggest that we consider these issues in a simplified manner. Please vote. [[14:15:40]] For 237 Decision taken. Dear colleagues, we agreed: two in favor, two in favour. Please sign up: two in, two in. Please, Klimpush-Cincadze Ivanna Orestovna, faction of European Solidarity.
ParlaMint-UA_2022-07-08-m0.u121	Please pass the word to Nina Petrovni Jujanini.
ParlaMint-UA_2022-07-08-m0.u122	Nina Petrovn Jujanin, please.
ParlaMint-UA_2022-07-08-m0.u123	Ladies and gentlemen, there is no question in the Chamber today about the state of government finances. I have the impression that most national MPs don't understand the threat of large-scale monetaryization that started in our country. Do we already understand the level of inflation that is now widespread in Ukraine? Do we understand that hyperinflation is at the threshold of Ukraine? So today, I would be looking at this bill precisely because of what messages we have now from the National Bank of Ukraine. It seems to me that the expanded power of the National Bank to maintain during a special period in its established order of accounts of state bodies, designed to meet the needs of the State in the absence of armed aggression against Ukraine, can become an instrument of hidden money emissions, as the analysis of the revenue and expenditure of the budget indicates a significant deficit in the actual financing of the country's defence spending, and we are already talking about it and writing about it. I didn't get an answer to the committee meeting, however, why institutions, banks that serve the accounts of these state institutions, why Ukraine's treasury cannot continue to handle accounts. Why would you do that to a National Bank that doesn't have a function like that? That's the same question as asking the Chief Research Administration. It seems to me that we have not received an answer from the Fund to Guarantee the investments of individuals, why they should have the right to determine their own powers during the war period. I would like to abstain from voting on this bill. We're definitely gonna hang in there. We need further explanations. It is quite obvious that other purposes are hidden here, which are prescribed in the law. In the meantime, it is ambiguous and vague.
ParlaMint-UA_2022-07-08-m0.u124	The word is given to the National Deputy Christmas Valery Ivanovich, the "Serve of the People" faction.
ParlaMint-UA_2022-07-08-m0.u125	Dear colleagues, please listen to the committee's opinion and support the alternative bill. Thank you.
ParlaMint-UA_2022-07-08-m0.u126	The Gethmans, please.
ParlaMint-UA_2022-07-08-m0.u127	Thank you. Dear colleagues, the bill is military. A bill that contains several important standards for military time. First, you and I passed in peacetime, another year ago, the Payment Systems Act, which takes effect on August 1. We have to move it because you and I are just going to block the work of our payment systems, our credit cards and everything. It's a fundamental question. The other one. We need to allow credit unions to temporarily stop their activities if they can't do it, and to address the issue of recovery after the period of cessation. These are also the corresponding standards in the bill. We also need to reinstate, in a limited regime, the submission to the National Bank of Reportable Persons and other information and documents to publish this report, if they are able to do so, because banks and financial credit institutions are also investors who need to be secure and who need to understand that they will receive their money despite the war, however. I want to take a stand at the Guarantee Fund's authority. We're just simplifying the procedure for making separate technical decisions by the Guarantee Fund without being tried for military time alone. The same powers we gave to the National Bank, the same powers we gave to the Commission from the stock market. So it's totally military time. Please support the bill with a green button. Thank you.
ParlaMint-UA_2022-07-08-m0.u128	Thank you. Please, also Vlasenko Sergey Volodymyrovich, and after that. And after that, Coltunovich. Let's move on to making a decision. Please, Sergey Volodymyrovich.
ParlaMint-UA_2022-07-08-m0.u129	Mr. Head, I have a statement not by law, but by procedure with your permission. We agreed that there would be no committee representatives. In doing so, from the "Serving of the People" faction, another national MP appeared before the distinguished Danil Alexanderovich. I don't quite understand, with all due respect to Danil Alexanderovich, I don't understand why he got the word. The honourable MP, who spoke before Daniel Alexanderovich, said that he was asking to support the committee’s decision — that is, he finished the speech — there was no transfer of word. So I'm just asking you to hold on to this next time, Mr. Head.
ParlaMint-UA_2022-07-08-m0.u130	I'm sorry. Thank you, if that's really what happened. Because I was just distracted, they told me they were handing over the word to the Gethmans. I'm sorry. Please, Coltunovich. After that, we invite all the deputies to the Hall and we vote. Please, Coltunovich Alexander Sergiyovich.
ParlaMint-UA_2022-07-08-m0.u131	Thank you, Mr. Head. Dear colleagues, on the characteristics of the financial sector with the introduction of martial law, well, in general, in a state of ingenuity. And what I'd like to pay attention to is some of the colleagues have already talked about it. Now we're not making any fragmented, single proposals, but we need a complex solution and a solution to the coma that flows into the country's financial system. We've all seen a comment by the Head of the National Bank that has criticised excessive monetaryization, excessive debt policy. And we see statistics that are published that we have a government-guaranteed debt for today as much as $101 billion. If we take the income/expenditure ratio, 1.9, almost twice, the budget revenue is lower than the expenditure. And the loan in six months is 561 billion dollars, and in total, more than a trillion dollars will be planned for a year. We need a comprehensive programme to solve the financial crisis that's in the country, not just those.
ParlaMint-UA_2022-07-08-m0.u132	Thank you. Dear colleagues, we have concluded our discussion of this bill. People's deputies please take their seats. Please contact all national deputies, persons who have the status of national deputy of the ninth vocation and who are present at this time in the Hall, to take their places with their name, name and father and name on their tablet. Please. And now let's move on to making a decision. I propose to adopt Bill 7465-1 as a basis – this is a draft Act amending some Ukrainian legislative acts on the characteristics of financial sector activities in relation to the introduction of military status in Ukraine. Dear colleagues, ready to vote? People's deputies, please vote. [[14:24:03]] For 236 Decision taken. I propose to cut in half the deadline for proposals and amendments to prepare for the second reading on the bill just adopted (7465-1). People's deputies, please vote. [[14:24:33]] For 237 Decision taken. Thank you, Your Honor. I'm going to pass on the word to Alexander Sergiyovich. Please, Alexander Sergiyovich.
ParlaMint-UA_2022-07-08-m0.u133	Dear colleagues, let's move on to the next bill. This is Bill 6320. Draft Act amending certain Ukrainian laws to simplify the provision of information necessary for financial monitoring. We agreed to discuss it, do I remember? Discussing with speeches: two in, two in, and two in, against. Okay. Then I put to the vote the issue of a reduced procedure. [[14:25:28]] For 227 Decision taken. Do we need an address from the authors or do we sign up right away? Then let's write it down: two for, two for, two for, please. Please, Servant of the People, Gerus Andrey Mihajlovich.
ParlaMint-UA_2022-07-08-m0.u134	I think at this point we need less talk and more decision-making. Therefore, I would like to proceed to the vote on this bill.
ParlaMint-UA_2022-07-08-m0.u135	Thank you. Please, European Solidarity, Nina Petrovna Jujanina.
ParlaMint-UA_2022-07-08-m0.u136	Dear colleagues, I would like to say that someday you will be responsible for your smiles about the discussion in the hall. Life is moving fast, and you were once an activist who broke up there, asked for something to accept, and now you're taking your initiatives and laughing suddenly here in the hall. And now, essentially. Please tell me, I don't understand why we accept without discussion, for example, Bill 6003, which also introduced new mechanisms to the Single State Register of Legal Persons about the possible misstatement of information? Before this project, there were some negative conclusions, and it had to be sent for processing. They were accepted without discussion in the first reading. Now we have a bunch of problems. I don't know, there are bright representatives in "ministers of the people" -- people who understand these draft laws, why are you silent? Why are we creating new problems for business and for entrepreneurs? This bill seems to be aimed at simplifying the information mechanism for end-user owners and the ownership structure of legal persons, but again it has significant shortcomings. We told you that we would certainly consider the shortcomings that we discussed last fall when people stood in line and didn’t understand how to provide information about the final beneficiary owners. We said that if the founders of the companies are exclusively natural persons, then the structure of the beneficiary property should be extravagant. You're just chasing people in order to get them in line, to draw something, and to be responsible for the inadequacy. What is the responsibility of the registrar who accepts this information? Where are the structures to track and, on the contrary, to provide information to the registrar? It's the same baby. If it has been found that someone else has a significant influence or influence on the decision.
ParlaMint-UA_2022-07-08-m0.u137	Thank you, Nina Petrovna. Please, Comedian Natalia Igorovna, "Resurrection of Ukraine."
ParlaMint-UA_2022-07-08-m0.u138	Please pass the word to Mr. Valery Sergiyovich.
ParlaMint-UA_2022-07-08-m0.u139	Please.
ParlaMint-UA_2022-07-08-m0.u140	Thank you, Your Honor Chairman, Honourable Natalia Igorovna. The bill simplifies and speeds up the procedure for legal persons to submit information on beneficiaries and the structure of ownership to the register of legal persons. In particular, the verification of such information is automated, the requirement for mandatory notarial certification of copies of documents that are not transferred from enterprises is waived. At the same time, the bill provides for a specific order and method of reporting such information, which is called upon to make the whole process clear and ambiguous. In its present form, however, the bill retains some threats, including a new procedure for filing documents on beneficiaries and ownership structure, which may increase the level of errors and inconsistencies, since there is no mechanism for checking primary financial monitoring. This is an important point that needs to be worked out. Therefore, the parliamentary group "Deliverance of Ukraine" urges Parliament to accept this document as a basis and to carefully develop it for the second reading. Thank you, Your Honor Chairman.
ParlaMint-UA_2022-07-08-m0.u141	Thank you. Other factions and groups will be recorded? All of it. Then let's go to the vote, colleagues. Please take your seats. I am voting on the proposal to adopt a bill under registration number 6320: draft Act amending certain laws of Ukraine to simplify the order of submission of information necessary for financial monitoring. Please vote. [[14:30:53]] For 234 Decision taken. Show me the factions, please. I propose to cut the deadlines for the submission of proposals and amendments to prepare for the second reading. I'll put this motion to the vote. Please vote. [[14:31:24]] For 231 Decision taken. Thank you. Let's go to the next bill. Bill No. 7284: Draft Act amending certain Ukrainian legislation on the social protection of members of the military and primary ranks and the conditions for civil protection services. Welcome to the rostrum of Mr. Mandy's subcommittee or someone on the committee. Please, Sergey Volodymyrovich. We've had a "fatherland" speech here, haven't we? Please, three minutes. We can still go to the vote. And one correction. Okay. Please, Tsimbaluk, Fatherland, three minutes.
ParlaMint-UA_2022-07-08-m0.u142	Thank you. Mikhailo Cimbaluk, Fatherland. I thank the drafters of the bill for such an initiative because the subject is extremely relevant. Today, thousands of civil defense workers or emergency services are on hold. They're the first to arrive where the consequences of the bombing are to be eliminated by an aggressor opponent, the Russian Federation. Today they are demarcating hundreds of square feet [100 sq m] of territory liberated by the Ukrainian Armed Forces, making the social protection of these workers a duty of the State. And the Fatherland faction will support this bill and ask all colleagues present to vote in favour. But, dear colleagues, there are a few points to consider. They are also expressed by our rights, which are not taken into account, but also by our legal authorities. This is particularly true of the additions to Ukraine’s Health Protection Foundation, article 70 with a badge, regarding medical expertise of members of the civil protection service and some others. I have to take into account that there are no terms that are listed here in the law: medical expertise, expert commission. And the law uses terms, the draft law: medical expertise, military-medical expertise, the medical-social expert commission. This can be taken into account by the observation of the General Legal Authority. But I would like to pay attention to all of us and put to the vote an amendment for number 12. What's she talking about? It says that the law applies to those who have died, the Law on Soldiers, that in the event of death or the person who has been released and one year thereafter has died, and there is confirmation of the expertise that death was caused by service or injury, then material assistance is received. This law is in force, and the position for all military personnel when we extend the standards to civil service workers, members of the military and the chief of staff, needs to be supported. Let's support these guys or family members.
ParlaMint-UA_2022-07-08-m0.u143	Thank you, Mr. Mikhail. The committee, are you going to answer anything? Okay, okay. What are you doing? 12th. Is it counted? What's wrong with her? Are You Confirmed? That's what I'm talking about. I'm going to see if that's your job. Yeah, it's your paper. I'm betting on the vote number 12 of the people's representative of Tsimbaluka. It's rejected by the committee. Please vote. [[14:36:20]] For-146 The decision is not taken. Cannot initialise Evolution's mail component. Can we get to the vote for the bill? Okay. Then, colleagues, please prepare for the vote. I am voting on the proposal to adopt, in the second reading and in general with the necessary technical and legal rights, a bill under registration number 7284 amending certain Ukrainian legislation on the social protection of members of the military and primary ranks and the conditions for civil protection services. Please vote. [[14:37:07]] For 259. Decision taken. The factions. The law is passed in general. We move on to the next bill, registration number 7327: draft law amending some Ukrainian legislation on the state environmental monitoring system. There's a number of votes we should make. I would like to propose to include in the agenda of the day a bill for registration number 7327. Please vote. [[14:37:52]] For 234 Decision taken. It was an offer to discuss it. Does this desire continue, or do we vote so? Oh, no? Do you want to talk? Okay. Then I propose that we consider this issue in a simplified manner. [[14:38:26]] For 221 Decision taken. Do the authors need a report? Then we'll sign up for the discussion. Please sign up for the discussion: two in, two in the opposite. Please, "Serve of the people," Kultenko.
ParlaMint-UA_2022-07-08-m0.u144	Please support this bill. Thank you.
ParlaMint-UA_2022-07-08-m0.u145	Thank you. "European Solidarity", Joanna Klimpush-Cincadze.
ParlaMint-UA_2022-07-08-m0.u146	Please pass the word to Mary Ionova.
ParlaMint-UA_2022-07-08-m0.u147	Maria Ionova, please.
ParlaMint-UA_2022-07-08-m0.u148	Dear colleagues, I would like to pay attention to the title of the bill: the creation of a state environmental monitoring system. There's a very long name, but these are the corresponding changes to 18 legislative acts. And unfortunately, we have a list of very serious flaws. I would ask the committee, if possible, to work on the first reading and still to make a law that does not conflict with the Constitution. And the main thing I would like to highlight is this. There's an anti-constitutional norm where some of the information is classified and citizens' rights are restricted. And I hope they'll take that into account. In principle, the disadvantage is that the importance of forest monitoring is weakening, the regulation of land monitoring issues in the Ukrainian Code of Land. And in principle, there is no legal definition with a number of concepts introduced by the project. I would like to point out that the bill proposes that the order of operation of the state monitoring system be determined by the Cabinet of Ministers. And, dear colleagues, we are in reality, unfortunately, the practice of three years shows how, unfortunately, illegal acts can destroy the law itself. No such function may be assigned to a sub-law. Next. A number of problems with the violation of the principle of legal certainty as an integral part of the rule of law. And this is also unconstitutional. And so the bill completely narrows down the provision of environmental information. If you're ideologically and seriously prepared for transparency, for our strategic wealth, and this is the earth, this environment, this is our forests to control themselves, and to be transparently controlled and monitored, it's worth it not to manipulate, but to really submit the normal text of the bill right away. I would very much like to work on it and get the initiator, the Cabinet of Ministers back to work. And the state monitoring system is still serious, if we don't want to continue to correct our mistakes, what will be out of line with European legislation.
ParlaMint-UA_2022-07-08-m0.u149	Thank you. Please, Nestor Ivanovich Schufrich, Platform for Life and Peace.
ParlaMint-UA_2022-07-08-m0.u150	Thank you, Your Honor. Given today's heavy load, our faction will support the group. And please put the question to the vote. Thank you.
ParlaMint-UA_2022-07-08-m0.u151	Thank you, Nestor Ivanovich, for your fineness. Are there still desirable factions and groups? Then let's go to the vote, colleagues. Please take your seats. I'm betting on a bill on registration number 7327: draft law amending some Ukrainian legislation on the state environmental monitoring system. The proposal to adopt the bill as a basis. Please vote. [[14:42:39]] For 212 The decision is not taken. Then, colleagues, we have the following suggestions. To re-read to the committee. Let's do it again, shall we? There is a proposal to re-read Bill 7327. Please vote. [[14:43:22]] For 235 Decision taken. The bill is aimed at re-reading the first reading. And we have two more bills in our second reading. Bill number 7280. Therefore, I invite representatives of the relevant committee, the anti-corruption committee, to the rostrum. Who will it be? Anastasia Olegovna Radina, head of the Anastasia Committee What are we, Sergey Volodymyrovich? It's three minutes, isn't it? Okay. Then please, Mikhailo Cimbaluk, three minutes. Julia Klimenko is an amendment. And you're going to be making amends, Mr. Michael, are you just doing a speech? No, it's just a performance. Okay. And then there's Mrs. Julia. And Vitaly Bezgin, I see. The Gerenic Alexius. Okay. Then, please, let's start with Mr. Michael, the speeches, and then the vote. Please, Mr. Mikhailo Cimbaluk, Fatherland, 3 minutes.
ParlaMint-UA_2022-07-08-m0.u152	Mikhailo Cimbaluk, Fatherland. Dear colleagues, in fact, we believe that the task of authors, initiators of this bill, is not done after the first reading. In fact, it will not be effective in its application. Moreover, we believe that this will not be a major task for the declaration and implementation of the Anti-Corruption Act. My faction colleagues and I did everything we could to improve it by introducing the rights. Sadly, though, they were not all included in the committee. We believe that, for example, the proposals that we have made, that the transfer of payments to special accounts for services opened by the National Bank of Ukraine to support the Ukrainian Armed Forces, or humanitarian aid to Ukrainians affected by the actions of the Russian Federation's aggressor state, could be taken into account, and indeed the law would be more balanced. We thought that taking into account the number 14 bill, the text of which was: "implementation in the established legislation of the order of charitable donations (with the payment of services to support the protection of persons affected by the armed aggression of the Russian Federation against Ukraine)" would also reinforce the task of this bill. We believe that. We have proposed our rights that voluntary activities in favour of the designated entities in the declarant’s bill may involve the cost of delivering the goods. Then, instead of the full cost of the gifts received, the goals involved will be the actual contributions entrusted to the volunteer. And so there is the problem of giving and declaring the funds needed for the related expenses that have been spent. In our case, it's the bank's money to make transfers. We asked the committee to take into account the observations made by the General Legal Authority, which were of a substantial professional nature, and in the case of taking into account the actual part of the tasks of this law, it was possible to carry out. Otherwise, we will not vote for such a law. Thank you.
ParlaMint-UA_2022-07-08-m0.u153	Thank you. Next, Julia Klimenko, please, Voice. What's the readout number?
ParlaMint-UA_2022-07-08-m0.u154	49th. Forty-nine.
ParlaMint-UA_2022-07-08-m0.u155	49th, please.
ParlaMint-UA_2022-07-08-m0.u156	Dear colleagues, 49 revisions, we consider it absolutely unnecessary and ask that we put it in place, because everything in this direction is already regulated by the NAM and we ask for confirmation. Thank you.
ParlaMint-UA_2022-07-08-m0.u157	49th, right? So it's not your job. Or 45th? Oh, for confirmation? All right, colleagues. Then please, let's concentrate. The confirmation number 49, it's counted by the committee. National MP Klimenko puts it on the stand. Please vote. [[14:48:39]] For 184 The decision is not taken. Edit rejected. Next, Bezgin Vitaly Yuriovich, please.
ParlaMint-UA_2022-07-08-m0.u158	Thank you. Please confirm 54 revisions. This is true of those released during the period of military service and service in the organs. We have already settled this issue in Bill 7269, which has been signed and has become effective. So I don't think it's appropriate to do this right here, and I don't think it's a request to support it. Thank you.
ParlaMint-UA_2022-07-08-m0.u159	Please, the committee. Committee position.
ParlaMint-UA_2022-07-08-m0.u160	Colleagues, rightly, are governed by another law. No editing can be supported.
ParlaMint-UA_2022-07-08-m0.u161	The committee is not asking for support because another law has already entered into force that regulates it. I'm betting on a vote on Bezgin Vitali Juryovich's amendment number 54. Please vote. [[14:49:46]] For-44 The decision is not taken. It's a ferret. Please, Alexei.
ParlaMint-UA_2022-07-08-m0.u162	Guys, I want to put 53 confirmation checks. We actually supported her on the committee, but she turned out to be excessive. So please don't support her. Thank you.
ParlaMint-UA_2022-07-08-m0.u163	Is there going to be a committee position? Please.
ParlaMint-UA_2022-07-08-m0.u164	Dear colleagues, the committee's rights were partly taken into account, but as the author of the amendment, I do not insist. It is a matter of continuing the law, the law, and I apologize for the protection of the reporting subjects (Mr. Vlasenko), which we adopted early in March of this year. That's why we can't be supported here either.
