ParlaMint-UA_2022-07-19-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-19-m0.u110	Thank you very much. I want first of all to support the authors of the law, and finally we start to break this communist ice in our working relationship. And I'd like to go maybe far. But this is a very fundamental amendment one is -- number 55, to which I'm going to call everyone. The first thing that our Constitution says in article 1 is that we are a social country, that is, a human being is the goal of our nation, a human being is our goal. And it's a normal thing when we put this person's protection against various institutions, including the state, because they have a huge legal apparatus, a huge bureaucratic apparatus, and this person needs to be protected. That's why we have this notion of guilt in our relationship with a person. In Communist times, when the employer was a state, it was normal. And our labor legislation is built in this direction. But, oh, wonder! – today, it turns out, the employer can be a different person, and this person must also be protected, also protected by the Constitution. And, oh, the miracle! – I'll tell you that bourgeois is also human. Moreover, this bourgeois may be Ukrainian. Unfortunately, today, most of these bourgeois are Poles and Germans who hire our employees in countries, but nevertheless, we want this employer to be Ukrainian. And in this case, this amendment (this is about 55 amendments) the good moments of the chapter, which are being incorporated into our labor legislation, extend to all of us, to all of the working relationships. We have, unfortunately, 52 thousand dollars in wages there. And please tell me, are there many such workers in Ukraine? And the second thing is, it's the number of employees of 250 people in one company. And we were told at a meeting with EBA right now that we were going to divide 250 people into enterprises by 250 people in the future? This is what we went through when the tax system was simplified, up to 50 people in one enterprise. I would like to point out that the person who hires employees also needs to be protected and placed on a level playing field with the employee. This means that the arrangement is between them, and they make their relationship on the basis of an agreement. And also Amendment 142, which says that we can't hire a person on such contractual terms at night. Let the people deal with each other. Let's not get carried away by our nationals in a delicate work relationship. I will ask 55 and 142 amendments to the vote, and this fundamentally changes the labour legislation of Ukraine. Thank you, authors.
ParlaMint-UA_2022-07-19-m0.u111	Thank you. Jaroslav Ivanovich, can we not put them to the vote: you took the floor and move on? Do you want to hear the answer? And then we move on. Please, Galina Mikolayevna, one minute to respond.
ParlaMint-UA_2022-07-19-m0.u112	Thank you, Mr. Jaroslav, for asking. But it seems to me that the Supreme Council does not support this in the same way that the committee did not support it. We had Bill 5388, which distributed similar conditions to the entire economy, but they didn't pass the hall. Therefore, in order to preserve this bill and Ukraine there was a new regime, a special regime, the committee proposes not to accept these amendments. But thank you for your initiative.
ParlaMint-UA_2022-07-19-m0.u113	Thank you, Galina Mikolayevna. Dear colleagues, we agreed: 3 minutes in lieu of our amendments is taken by Mikhail Mikhailovich Zimbaluk, 5 minutes in – National Deputy Volinec Mikola Jakovic, yes. Let's start with Volinz, five minutes, then Mikhailovich, three minutes, and then we go to the vote. So, honourable colleagues, in fact, in 7-8 minutes, we're voting. Please, National Deputy Volinec, then National Deputy Zimbaluk.
ParlaMint-UA_2022-07-19-m0.u114	Dear colleagues, I am the head of the Confederation of Free Trade Unions at the national level, and I am a signatory to the General Agreement. I'm also vice president of the International Trade Union Confederation. I want to say that the world community, the world's law-enforcement organizations can't in any way accept this bill as one that can make progress in changing labour legislation. On the contrary, three more weeks ago, when I visited the European Parliament in Brussels, the European Commission, the Council of Europe, I was able to communicate with MEPs, with the European Commissioner, with representatives of the Council of Europe. They are all concerned, excited that this bill is being tabled by Parliament. And no one can understand why, for what purpose, and in whose interests. That's the first one. The other one. In wartime, when people who are employed voluntarily go to protect the country. It's contempt and disrespect for them, it's disrespect for 18 million citizens of working age in Ukraine and for future generations. Because changing labour legislation will be extremely difficult. And I've heard that for compromise today, it's proposed that we extend this bill to propose an order that it will operate for a period of military condition plus three months. Who can say how long the war will continue, and how long will war continue? How long will the state of war continue? It's manipulation again, it's deception. But this is a very unpleasant mine in the sense that this bill is supposed to work for workers and businesses (institutions) where the population of up to 250 people. So there's a mechanism, so that a large enterprise, in a thousand employees, this group can be divided into four parts, up to 250, and they'll be called small businesses, outsourcings, and so on. And so these groups will be derived from the Labour Code, under the Constitution, under the Ukrainian Integration Treaty into the European Union. What, then, about the directives of the European Union that Ukraine has undertaken to implement? And that's why the Parliamentary Committee on European Integration made its position very clear. This is also the conclusion of experts and all law - enforcement organizations. But that is not what Parliament and the majority are paying attention to today. I went to one of the coauthors of this bill. And he said, "How did you become a co-author?" The man said honestly and frankly, I was offered no opportunity to get to know him, but I liked the title of the bill. And here too, Galino Mikolayevno, there's manipulation because the title of the bill and the content don't match each other. Now here's the next one. Look, Mr. Speaker, Mr. President, I'm addressing you and the Prime Minister. You have received three successive petitions from world leaders that this bill does not meet international standards, standards, contradicts Ukraine's intention to integrate into European space, become a member of the European Union. But I don't understand why the state's leadership is refusing. All intelligent, all literate, all authorized, but why this attitude, why this attitude? Now, look, the content of the bill is one thing -- to translate hired workers into an individual form of relationship between an employee and an employer. A hired worker will not be able to have a level playing field with the employer. The employer will offer him a lower salary, another employee several times the salary, no collective agreement in this case, no general agreement. So, dear friends, look very carefully at where we're going and what we're doing it for, and whose interests it's in. And then it's just impossible to change this legislation, because over this long period of business, it's going to be completely changed in its form.
ParlaMint-UA_2022-07-19-m0.u115	Thank you. Please, Mikhail Mikhailovich Zimbaluk, 3 minutes. Dear colleagues, and after that, we move on to making a decision. Please. So that's it, we're still looking at this law. Oh, is that in this two minutes? All right, I'm sorry. Then Zimbaluk Mikhailovich – 3 minutes, Klimpush-Cincadze – 2 minutes. And then we vote. Please, Mikhail Mikhailovich.
ParlaMint-UA_2022-07-19-m0.u116	Thank you. Dear Mr. Head, dear colleagues! Mikhailo Cimbaluk, Fatherland. In keeping with the words of a colleague of the faction Mikhailo Wolinitz, this bill cannot be approved today. I'll try to explain why. First. During the war, it was not possible to hold additional and sufficient consultations with trade unions, employers, and civil society. It had to be postponed and held in peacetime a broad discussion of the law both employers and tradesmen want today. What Michael Volintz said is, I repeat, a risky norm that enterprises that employ up to 250 employees can make a direct agreement with the employer. Dear colleagues, it is then that all defense options and the Labour Code are lost, and trade unions are involved in protecting the interests of the employees employed. Next thing. Also, the second reading was not able to protect those who were on vacation and were to receive their wages on time. This suggests that there is an imperfect norm in this bill. Next. The dangerous thing is that the Committee on European Integration has concluded that this bill will be harmful to our movement into the European community. There is also the position of the world. The Congress of Employers and Tradesmen on the need not to rush into the adoption of such a bill. He risks not saving a 40-hour working week, and according to employers, more hours of work can be set if the employee agrees. Nor will such a law be effective in the context of war, for at a time when people are being laid off and looking for work, this law will in no way help them. Moreover, he brings out both employers and hired workers from the community of interests, as well as others. The Fatherland faction won't vote for this.
ParlaMint-UA_2022-07-19-m0.u117	Thank you. Please, 2 minutes Klimpush-Cincadze Ivanna Orestovna. And then we go to the vote. Please, Ivanno Orestive.
ParlaMint-UA_2022-07-19-m0.u118	Dear colleagues, indeed, the conclusion of our committee is negative, which concerns this bill, and he speaks of, unfortunately, that he does not answer the European Union's law or the Association Agreement. I am sorry that these comments were not taken into account. But at least it is encouraging that colleagues have come to realize that such exceptions can only be made for a limited period of time. So I see that there is now an offer to make these changes exclusively during the war with additional months. At the same time, once again, colleagues, we're going, well, not just the wrong way, but the radically wrong way of ignoring the directives and regulations of the European Union even after we get candidate status. I'm going to insist that we stop this practice and eventually stop imitating European integration and move on to real action. Thank you.
ParlaMint-UA_2022-07-19-m0.u119	Dear colleagues, I'm sorry, I asked Julia Volodymyrna for two more minutes. Then we vote. Please take your seats while you're at it. Julia Volodymyrna Timoshenko.
ParlaMint-UA_2022-07-19-m0.u120	Dear colleagues, I would like to remind everyone that we are going to the European Union with you at all. If someone forgot about it, I want to remind you of that. And this bill, which is now being proposed, absolutely lobbyist, is directed specifically at working people at businesses. There is a negative conclusion of the international trade unions in this regard. And the main thing is that it's in conflict with the entire set of provisions of the International Labour Organization convention. I would also like to remind you that at the beginning of next month we will have the Director General of the International Labour Organization, Guy Ryder. And I would like to remind you once again that, including his team, he is firmly against this "dragon" law, which violates the Constitution of Ukraine, in violation of the conventions of the International Labour Organization. It violates European directives on this subject. And what do we do then? And in fact, it essentially takes away the rights of working people. The employer will not have to justify the reasons for the dismissal. An unlimited right is granted to an employer to break the employment contract. All that's said here is that I don't want to do the math right now, but it's completely contrary to anything that can only be done in the world and in Ukraine. I ask all the MPs who are actually working on bills that really want Ukraine to be in the European Union to vote with red buttons. It's a shame to accept it.
ParlaMint-UA_2022-07-19-m0.u121	Dear colleagues, we have concluded our discussion of this bill, and we are moving on to making a decision. People's deputies please take their seats. Dear colleagues, I'm making an offer. Please take your seats. Dear sprinters, take your seats. I propose to adopt, on second reading and in general with the necessary technical and legal amendments, the draft Law amending certain legislative acts to simplify the regulation of employment in small and medium-sized enterprises and reduce administrative burden on entrepreneurial activities (registration No. 5371). Ready to vote? People's deputies, please vote. [[13:13:02]] For 259. Decision taken. The law is passed in general. Dear colleagues, Danilo Alexandrovich. Julia Volodymyrna, what about the procedure? Julia Volodymyr from the procedure, then Danilo Alexanderovich from the procedure, please.
ParlaMint-UA_2022-07-19-m0.u122	In fact, on the basis of the vote, I want to warn "Serve of the People" and all those who voted in favour of this disgrace that we are literally starting today to prepare an expanded analysis for the International Labour Organization, for the Eurocomys, for the international trade unions about what they are doing with the rights of working people in Ukraine. We're not just going to write this, we're going to explain it, and we're going to meet with the leaders of these structures to explain what democracy we have here, what are the criteria for joining the European Union. And I would also like to warn you that we strongly deny that you should put to the vote immediately signing and sending the President to sign as well. We want to rule out this bill.
ParlaMint-UA_2022-07-19-m0.u123	Thank you. Dear colleagues, please, Danilo Alexandrovich.
ParlaMint-UA_2022-07-19-m0.u124	Dear colleagues, I propose to change the order of the day's affairs and now consider two bills: 6244 and 7378. People, accountants, these are accounting bills, they're second readings, there's virtually no rights. Thank you.
ParlaMint-UA_2022-07-19-m0.u125	Dear colleagues, look, Danilo Alexanderovich has informed me that there is a general agreement with factions and groups that we can go over and vote without amending these two bills. All right, good fellows? Then we move immediately, should we vote on changing the agenda? Let's, if there's a general agreement, no one's denying it, let's go. Then, 6244. I'm making a decision right now, I suggest. I propose, in the second reading and in general with the necessary technical and legal amendments, the draft Law amending the Ukrainian Law on Accounting and Financial Reporting in Ukraine (registration No. 6244). Ready to vote? People's deputies, please vote. [[13:15:43]] For 302 Decision taken. The law is passed in general. Similarly, Law 7378. I propose, in the second reading and in general with the necessary technical and legal amendments, the draft Law amending the Ukrainian Law on the Protection of the Interests of Persons Reporting and Other Instruments in the War or State of War (Registration No. 7378). People's deputies, please vote. [[13:16:34]] For 306 The decision is adopted, the law is passed in general. Congratulations, fellows! Then we go to Bill 7427. Welcome to Andrey Mikhailovich Gerus. It is a draft of the Law on the Specificities of the Regulation of Relations in the Natural Gas Market and in the Field of Heating during Wartime and Further Recovery (7427). Dear colleagues, I understand that we will invite Alexi Yuriovich to speak for five minutes and we can vote. Alexi Yuryovich. [[B in m in s a l in]] Okay! 15 minutes, Julia Volodymyrna, and we're on our way. Who's first? Who will be the first? Julia Volodymyrna? Julia Volodymyrna is 15 minutes, then 5 minutes Alexi. You won't, will you? Ten, good. 15 minutes of Julia Volodymyrna, 10 minutes of Alexy Yuriovich, and then we go to the vote. Dear colleagues, please don't break up, we need to listen to the position of our colleagues. Please, Julia Volodymyrna, 15 minutes.
ParlaMint-UA_2022-07-19-m0.u126	Dear colleagues, this opportunity has arisen because more than 800 amendments to this famous bill have been made by our team. And just so that you, the bright people, don't torture us, we decided to take 15 minutes, 10 minutes, and two more for our deputies, just to give you a quiet sense of what's going on. I continue to believe that there are government officials in this room, apart from the contractors, and there are people who are serving Ukraine. I just want to believe it. You know, it's hard to think it's all rotted down to the floor. Dear friends, we are now talking to you about three bills. Two: budget and taxes for NAC Naftogazu -- we'll talk about it separately. And now for the general concept. I want to remind you that on May 21, 2022, Ambassador Oksana Markarov of Ukraine in the United States told you that within a 40 billion-dollar grant, $8 billion goes to direct budget support. $8 billion for all budget support. On June 7, 2022, the head of NAC Naftogaz Ukraine, Yuri Vitrenko, at a meeting of the American Commission on Security and Cooperation in Europe (this is the Helsinki Commission) in Washington, D.C., said: "Warning!" – that NAC Naftogazu of these $8 billion in budget support to secure Ukraine's gas needs $8 billion in direct money to NAC Naftogaz. So to give you a sense of the scale of this figure, I just want to give you a comparison that last year, the entire Naftogaz NAC circuit, all of which is in all directions, is about 7 billion. Please tell me, where are these 8 billion to go, and what are the direct budget? That's the first thing I wanted you to know. That when Vitrenco made that statement, it was actually very surprising in Washington. Because NAC Naftogazu figures in America -- in a country that knows our balance sheet very well -- understand what he said. There was just a calm shock: it was just a direct discreditation of Ukraine. And I think something was said to him there because he decided that he now needs to get that 8 billion from the Ukrainian budget. And it's this law that 264 billion dollars should be sent to Naftogazu NAK. We just don't have any more expenses: we don't have war, we don't have help for refugees, we don't have anything practical. And we have a great budget income. 264 billion. Let's figure out what he wants for these 264 billion, for 8 billion. He wants to buy something in the external market about 6 billion cubic feet [6 billion cubic meters] of gas. To take a look at this situation, I'd like to put you back on balance. A balance that, unfortunately, is not represented by NAC Naftogaz, neither to the profile committee nor to the government, anywhere. There's no gas for this year in the country. We've collected it in pieces and now we have a general picture. Please, dear colleagues, note these figures. In the past peace year, you and I have spent only 26.8 billion cubic metres of gas throughout the country. This is total consumption in peacetime. Now we're talking about the balance of the year when we have the war, when almost half of the GDP fell. And you know what factories that consumed the largest key volume of gas, or destroyed by bombings, rocket fires, or stopped. You know how many people have left, how many houses have been destroyed. You realize we're not going to have consumption, like in peacetime, natural gas. Experts who know the balance very well have counted and said that this year we're going to need 20.5 billion. And it's a very high figure, with a reserve to keep Ukraine from getting anywhere. This means that the total gas volume of 26.8 billion a year in peacetime decreased by 23.5 percent. Although experts actually say that there will be at least 40 percent less consumption. Well, they only took 23.5 down, they got 20.5 billion needs for everything absolutely. Also, if you count real consumption, remember this figure, we're going to need about 16.1 billion. Well, we're taking 20.5 with a reserve. Now what do we have with you, which natural gas do we have? First. We have 8.8 billion cubic meters of gas in our underground gas depots, five-and-a-half of them state-owned, three-and-three-and-a-half-and-half-state. And 8.8 is lying. Well, it's estimated that we're taking the year to the beginning of the planned period. It's only 18.6 billion dollars' worth of its own. 12.8 - Crushing, a state company. Crustaceans are 1 billion, almost a state company. And private is 4.8 billion cubic meters. So it's just 18.6 government only 13.8. Now we're doing a simple arithmetic with you, in the column. How much gas do we have with you? It's private, it's state. But it's Ukrainian. 27,4, remember, write this number down. 27.4 is what we have for this whole heating year. We're going to need 20.5. We're going to need 20.5. That means that you and I have almost 7 billion more to spare, that's what we're going to have, and that's without buffer gas in the gas reservoirs. It's just that we can eat. And that's 19.3 billion government gas, and we need 20.5 at the largest, let's say, optimistic calculations. That means we're missing, well, about a billion, it's going to be negative 25 minus 30. Well, it's calculated at the lowest temperature. But you and I are still going to operate on all the gas. But our gas is almost enough, and we can take a billion gasses from Europe, a clumped gas that has nothing to do with Russia and has already been promised to us. In other words, you and I have a large supply of natural gas. Now I would like to ask: Why 264 billion then? Where are they going to take him? And here we have to look at the real picture, and the real picture is like this. Remember, I told you at the last meeting that our national gas, the Crushing, according to our NAC data, Naftogaz buys at the Crushing for about 7 gr. 28 copies per cubic meter. Unfortunately, we made a mistake because this number is not printed, it's closed, it's not given to anyone, why NAC Naftogaz buys gas in our state's Crushing, a closed figure. But we figured out, we got this number, and I tricked you a little bit, they're not buying 7.28, they're buying 4.4 with a 30-percent dollar bill. Now we're taking NAC Naftogaz along with the government the norm that this Ukrainian gas that they're buying by 4.4 dollars per cubic meter, they're going to be selling at prices on the habi in Düsseldorf. Doesn't that remind you of anything, just in case? It's 10 times more expensive! Ten o'clock! About 44 and above today, they're going to put the bracelets on the cubic meter. This difference, it's going to be budgeted at NAC Naftogaz. Can you just tell me what a global shame this is? What is it? Please tell me why NAC Naftogazu from the state budget take the money in the difference between what they're buying at the state gas company and the price on a habi in Dusseldorf? And they're going to take this money and they don't have to be paid anywhere, they're staying at NAC Naftogaza, and they're taken from the budget. My dear friends, I remember there was this saying "word in the law," and this is mega-corruption in the law. You see, we're adopting a law to consolidate mega-corruption at a time when the European Commission told us that corruption is the first condition to be stopped for us to be seen in the European Union at all. Damn it, tell me, why would the budget send this money to NAC Naftogaz when there's no need to spend it? But that's not all, dear friends. There's a lot more interesting. I want to tell you that what needs to be done is real. In fact, we need to do very simple things. We have to sell our government gas not through NAC Naftogaz, but directly with 30 percent profitability, we sell it in fakes, which are already state-owned, and we give it a 30 percent price plus transportation, plus there, I don't know what else to give to consumers directly. Because, in fact, the population, the budgetary sphere and the thermocommunerge, are completely out of scrapping gas and the Ukrnafts, they're closing in on this gas. For business, please don't have any problems, do whatever you want, sell the gas that you can buy today from private owners in our underground gas storage and private owners buy gas at a normal reasonable price, let's work with them, the one they're currently extracting. So underground gas dumps plus what they're extracting, their property is private, buy it. And there are two options or mix the state gas with this private and considering that business today is no easier than the people, sell it at the average price, and it's not going to be more than 5 dollars per cubic meter, or do it another way -- sell the population at the price of Crushing, Budget, Warmcommunergo, and give the business a little bit more than what you buy from private owners in PSG is underground gas storage and what they're now extracting. Your balance sheet, our balance sheet with you is 7 billion more covered than we need to spend in this heating period. And that's why we need to do three things with you right now, you and me. The first is to send all three bills for re-reading. The second thing that needs to be done is to create a temporary commission of inquiry, led by a normal intelligent person, choose who, someone from the People's Servants, who is willing to fight for state interests plus all factions, and let's ask for a real gas balance, real contracts for the purchase of Naftogazu NAC gas in the Crushing, let's put this balance together with you, and let's see that the minimum of these 264 billion at least is 170 billion -- it's a completely banal joint, that is, stealing money from the budget, 170 billion. And that's why we now have the opportunity to stop it with you. I'm sure the President has been misled, the President can't support it, he's just been misinformed. And let me make it clear to you, "The Servants of the People," after the work of the TSC. You can have it in a few days. To explain to the President what numbers are there and to send Vitrenk's name, that's the first thing we need to do with you. Excuse me, please. I apologize for the emotion. I won't say any more of those words. Next. I think we can adopt a normal law where everything will be balanced and all the needs will be met. I'll keep going.
ParlaMint-UA_2022-07-19-m0.u127	Thank you, Julia Volodymyr. Alexy Yuriovich, you'll be from the rostrum too, won't you? Please, Alexy Yuriovich Kucherenko. Ten minutes? In 10 minutes, please.
ParlaMint-UA_2022-07-19-m0.u128	Dear colleagues, we are in the same boat as the Ukrainian people. We don't have a choice, we have to win, we have to win. And first of all, I want to redouble a very smart proposal that just came out of Julia Volodymyrna Timoshenko. David Georgiyovich, if it's good will as a leader of the monocoalysm, let's really make a professional commission that will study all of this in detail, both history and the problem. And we need to go out and figure out how to make sure that we don't fear that the country will be without heat and no gas. Will you support me? Thank you. I didn't doubt that. Now a few words. The numbers and the balance have been chronologically given to you by Julia Volodymyrical, and I just want to put you in simple words to really understand what's going on. In the 15th year, the Natural Gas Market Act was passed here in this room. As if it were European, the slogans were correct, adopted the Corporate Governance Act, the independent regulator. By the way, Fatherland supported that Law on the Gas Market, because there were normal fuses. There is only one nuance: there will be no gas market in the country as long as there is a Naftogaz NAC, which has a gas transport system under the control of Crushing, Repositories and at that time. Simple arithmetic: in the 15th year, 15 billion cubic metres of product gas were extracted. How much do you think the Crushing is getting now? 12 billion cubic feet [12 billion cubic m] of product gas. Strangely, prices are rising, payments are rising, and gas consumption is falling. Now the manager, the supermanager of the present, the genius manager Yuriyyovich Shevchenko, I think that's one of the major mistakes in today's functioning authorities that have reincarnated him into office. He's reporting last year on how experienced he is, how brilliant he is, he's showing 12 billion dollars of profit, he's on every channel, he's going to Washington, and he's hanging noodles on American government officials and officials. And now it's clear that, as of yesterday, the profit of Naftogaz NAC today will not be able to exist without an astronomical sum of 264 billion. Do you understand? Give me 264 billion and then you'll be warm, like this blackmail to Ukrainians. And I can, with your permission, if you and I were to announce a contest here, right in the walls of the Supreme Council. And they said, "Friends, are there people here who don't winter for 264 billion, let's say 240 billion?" So I'm going to say that maybe I would say, and give me 200 billion dollars from the budget, and I'll make a good winter. And Mr. Gerus will say, and I'll say 100 billion, because I know where they're stealing, I know, but I'm silent, and he'll say, I'm wintering 100, and I'll help you winter. And that's the key question that you and I are going to have to answer. Because Julia Volodymyr is just explaining to you: Ukrainian gas is completely sufficient for the population, for the thermocommunerge for the population and for the production and technology costs. So the second speculation, please tell us why we heard from Mr. Vitrenk ten times that if he didn't get the money, the prices and tariffs would go up five times. I don't understand, there's Ukrainian gas, the cost of its 3-4 bracelets is the gas of Crushing. NAC Naftogaz sells this gas for 8 bracelets to the population for 7.42 Heatcommunergo and says he has to draw the price of import parity there. So until we answer these simple key questions, no, we don't. Once again, we'll be in a closed corner. And I'm drawing your attention to the third key point, because there's no 264 billion in the budget, so there's going to be a timeline for budget changes, and that's going to be the third bill today that these costs, a large part, 188 billion should be taken from US financial support. I'm asking questions, and what are these naive American people that they're using their taxpayers' money, and now they're putting a huge amount of $6.5 billion in NAC Naftogaz and giving it to steal? Yeah, I'm, for some reason, I'm very afraid that this is why we're having an intense relationship with our strategic partner, so it's no longer about internal theft, it's about Ukraine's global geopolitical relationship. That's why, believe me, I can do this, I don't want to offend you, and lectures, and seminars are a lot to discuss on this subject ready, but I don't want to waste time. We are certainly not going to support this bill because it has been thrown into it, part of it has been corrected. And I am grateful to the Prime Minister that he finally realized what a weak bill the government had pushed into the Council. By the way, he apologized, right, those who were at the meeting? And the prime minister apologized, and the ministers apologized, and even the same Vitrenko, who was poorly adequate, apologized. But now you are trying to fix it, but it is virtually impossible to fix it. I'm afraid you can vote on this bill, but please remember that you're legitimizing this 264 billion-dollar fraud device by itself, that's $8.5 billion or euros, they're now even. So think! But I heard today and at the offer of Julia Volodymyrny Timoshenko, we gave you a hand, we extended with you to make an impartial professional commission and to answer all the questions that we have asked today. Thank you. Think!
ParlaMint-UA_2022-07-19-m0.u129	Dear colleagues, another minute is Ivan Grigorovitch Kirilenko, and then we go to the vote. Please invite the people's deputies to the hall. Please, Ivan Grigorovich.
ParlaMint-UA_2022-07-19-m0.u130	Dear colleagues, may I have your attention for half a minute? Ruslan Alexiyovich, three years ago there was an incredible event in Ukraine: just three years ago this Parliament was elected, for the first time in history with a mono majority. In a month, an oath. And for the next two months, three months of work, the full composition of the MP and the full composition of the government were at each meeting. Look at the archive data! Ruslan Alexiyovich, the issue of colossal weight is being considered. A third of the national budget is now being distributed. Where to? Where's the Prime Minister? Where's the premier profile? Where's the Minister of Economics? Where is the minister of European integration, is this in line with European standards? Where is the foreign minister because this is international aid? Where's the Minister of Energy? Friends, how long will this take place? It's an empty tribune! Who are we doing this for?
ParlaMint-UA_2022-07-19-m0.u131	Thank you. Dear colleagues, we have concluded our discussion of this bill. People's deputies please take their seats, we're moving on to making decisions. Ladies and gentlemen, please prepare to make your decision. Dear colleagues, dear colleagues, I propose to adopt, in the second reading and in general with the necessary technical and legal amendments, the draft Law on the Specificities of the Regulation of Relations in the Natural Gas Market and in the Field of Heating during the Operation of the War and Further Restoration (registration number 7427). People's deputies, please vote. [[13:44:19]] For the 220. The decision is not taken. Dear colleagues, once again. Show me the factions, please. Dear colleagues, I propose that this Bill 7427 be sent back to read again. People's deputies, please vote. [[13:45:08]] For 235 Decision taken. Dear colleagues, I'm just reminding you, there were six votes missing. Six votes that went into the hall with coffee. Thank you. Dear colleagues, is there an offer then today, perhaps these two others, as you say? [[B in m in s a l in]] One second! One second! One second, please. Dear colleagues, please, one moment, now. Dear colleagues, there is a proposal of 7428-2, 7429 to be moved next time. By this time, a second reading of this bill may have been prepared. What do you mean? Do you mean to take it off the table today, in order? What difference does it make? What, Nina Petrovna? Nina Petrovna Jujanina from the procedure, please, then Julia Volodymyrna.
ParlaMint-UA_2022-07-19-m0.u132	Dear colleagues, look. We have not now passed the basic law, but the tax-bound law cannot be considered separately. But it also needs to be sent back to the second, because maybe they're basically working out now and showing all the subjects involved in getting compensation. And then the tax committee will have to make a different decision. Because it is now up to the tax committee to decide without knowing the subjects of the entire chain, those receiving compensation, and the benefits are paid. So it seems to me that both the head of the profile committee, or then you can review it without a second decision. But there are certain things connected here. Then let's work together. I'm not talking about budget, it's actually closely related to basics. But the tax may also change before the review of the basic law.
ParlaMint-UA_2022-07-19-m0.u133	Please, Julia Volodymyr. After this. Just, please, from the procedure. Julia Volodymyrna. Then Andrew Gerus of the procedure. And Victoria Greeb. Just the procedure, colleagues. If it's not the procedure, I'll interrupt. Please, Julia Volodymyr.
ParlaMint-UA_2022-07-19-m0.u134	Dear colleagues, I would like to support the proposal for a second reading again, why? Because if this basic law is introduced even a little bit of a right, we're not going to be able to run those laws without re-voting for second reading again, it's going to mean that we're going to have to put that question there for three weeks. So it's in the interest of having a normal, intelligent formula accepted. That's the first one. The other one. I want to thank all state deputies who did not support this law but supported Ukraine and supported honesty in this matter. And I also want to go now to the leadership and to the members of the "Serve of the People" faction about creating a temporary commission of inquiry so that we can immediately look at all of them together, Parliament, all of these issues and build a completely non-corruption model.
ParlaMint-UA_2022-07-19-m0.u135	Thank you. Please, Andrew Herus or Danilo. Andrew Herus, please, because he picked it up first. After that, we talked about Mrs. Greeb. After that, someone picked it up. I didn't see it. And then Danilo the Gethmans. And we're about to vote on a decision. Please.
ParlaMint-UA_2022-07-19-m0.u136	Ladies and gentlemen, I propose to withdraw these two bills now and not vote them out again. If we have a committee decision and it's changed, we'll inform two relevant committees about it, and they'll be able to hold committee meetings and change their committee decision, particularly through the committee rights mechanism. So I suggest we not waste time or vote on these two bills.
ParlaMint-UA_2022-07-19-m0.u137	That's absolutely right, I think. Thank you. Please, Mrs. Greeb.
ParlaMint-UA_2022-07-19-m0.u138	Dear colleagues, I am here to support Julia Volodymyrna and Nina Jujanina, on the grounds that we are going to need to finalize those bills, including 7428-2 and 7429. So I think we need to make a decision today to send the second one back. Thank you.
ParlaMint-UA_2022-07-19-m0.u139	Thank you. Danilo Alexandrovich Getmants.
ParlaMint-UA_2022-07-19-m0.u140	Dear colleagues, I do not wish to shock anyone, but such a procedure is on the committee as a return to consideration of the issues that have been dealt with before. If that's necessary, we'll come back and look at it. Everything is going to be fine, we don't have to send laws to read again today, and we don't have to create any more problems working on the committee. Thank you.
