ParlaMint-UA_2022-07-18-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-18-m0.u92	Thank you, Nestor Ivanovich. Dear colleagues, we have concluded this bill and are moving on to a decision. People's deputies please take their seats. Dear colleagues, I propose to adopt, on the basis of the Committee's proposals, a draft Act amending the Ukrainian Law on the State Service for Special Relations and Protection of Information of Ukraine on ensuring the formation and implementation of State policy in the field of active anti-aggression in cyberspace (registration number 7510). Ready to vote? People's deputies, please vote. [[14:03:01]] For 275 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7510. People's deputies, please vote. [[14:03:30]] For 251 Decision taken. Thank you, colleagues. Let's move on. The next bill is not discussed. This is 7449. This is a bill amending the Ukrainian Law on the Protection of the Rights and Freedoms of Internally Moved Persons to bring individual provisions into conformity with the Ukrainian Law on the Protection of the Rights and Freedoms of Citizens and the Legal Regime in the Interimly Occupied Territory of Ukraine. Dear colleagues, I propose to include this bill in the agenda of the day session. People's deputies, please vote. [[14:04:17]] For 299 Decision taken. I propose to adopt a draft Act amending the Ukrainian Law on the Protection of the Rights and Freedoms of Internally Moved Persons to bring individual provisions into conformity with the Ukrainian Law on the Protection of the Rights and Freedoms of Citizens and the Legal Regime in the Interimly Occupied Territory of Ukraine (Registration No. 7449). People's deputies, please vote. [[14:04:53]] For 298 Decision taken. I propose that, as a whole, with the necessary technical and legal amendments, the draft Act amending the Ukrainian Law on the Protection of the Rights and Freedoms of Internally Moved Persons should be adopted in accordance with the Ukrainian Law on the Protection of the Rights and Freedoms of Citizens and the legal regime in the Interimly Occupied Territory of Ukraine (Registration No. 7449). People's deputies, please vote. [[14:05:34]] For 302 Decision taken. The law is passed in general. Thank you. Thank you, colleagues. Let's move on. The next question to be discussed is the draft Act amending the Ukrainian Act on the Transfer of State and Municipal Property Objects on Water and Sewerage Enterprises (Registration No. 6060). I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. [[14:06:14]] For 245 Decision taken. 245-yes. Dear colleagues, two for, two for, no speeches, right? Please sign up: two in, two in. Please. The word is given to Bondar Mikhail Leontijovich, faction of European Solidarity.
ParlaMint-UA_2022-07-18-m0.u93	Thank you. Please give Stepan Kubi the word.
ParlaMint-UA_2022-07-18-m0.u94	Stephen Ivanovich of Cuba.
ParlaMint-UA_2022-07-18-m0.u95	Dear Mr. Head, my fellow Members, I would like to say that "European Solidarity" supports the proposal of a professional committee to support this bill, which provides for the transfer of free of charge from the state to the utility property of entire property complexes of water-supplying enterprises. But it could have been done much faster. At the same time, the war against the racists and the destruction of our statehood poses new challenges, the challenges of the heating season, which this year will be complex, balanced, and the Ukrainian population in the regions is not entirely predictable today in terms of quantity. A lot of homeless people come back from abroad and, above all, we have to predict the continuity of heat. The launch cannot be centralized in relation to and restore unrealized heat and water supply everywhere. We need to ask the authorities today about conducting test runs. Today we have to model boilers, water purification generators from the technical side and give those risks that are worn-out and lost systems, according to the destroyed cities in eastern Ukraine. The structure of the system of the relevant authorities and the headquarters of the risk assessment of each region and the operational programme of the heating season should function daily. Today, we need to assess and ask the Cabinet of Ministers what are the real reserves that are on the market, what are the problems and solutions to today regarding electricity, coal and the corresponding gas supply for the heating season. What a price and tariff policy that works for the benefits.
ParlaMint-UA_2022-07-18-m0.u96	Please, Nadajchenko. That's how I understand Sergio Mikolayovich Evtushka, isn't it? Please, Sergey Mikolayovich.
ParlaMint-UA_2022-07-18-m0.u97	Sergey Eutuszek, "The Fatherland" faction. I don't want to underestimate in any way the weight of the legislators who wrote this legislation. But at the same time, I would like to say that these are objects of state ownership. And I would very much like to have government representatives in bed right now, Minregiobud, who are responsible for housing utilities in the country. I would very much like to ask them what is the state of those businesses and those who own them, because just taking them and giving them to utilities, to local self-government, that's not going to solve anything. The reason is very simple: we need to understand how much debt there is in these enterprises. Whether a government is ready now because of a specific programme of clear dates of funding, repairs and so forth that it will allow for a normal, seamless work of both water and water companies. I can understand from my own management experience that with some optimisation of these water and water companies, maybe some economy will come up, but will it solve this issue in general, comprehensively, obviously not. We would also like to ask representatives of the local authorities where the legislators are trying to transfer these subjects. There's an Association of Ukrainian Cities, their opinion is now supposed to be dominant, they're willing to take on their balance and maintain business data or not. The Fatherland faction votes in its first reading, and we're going to continue to make the amendments that apply to both the sanitary boundaries and the sanitary zones, because this is the land. Thank you for your attention.
ParlaMint-UA_2022-07-18-m0.u98	Please, Nestor Ivanovich Schufrich. Dear colleagues, and I'm asking you to invite the people's deputies to the hall, after this speech, we're making a decision on this bill. Nestor Ivanovich Schufrich, please.
ParlaMint-UA_2022-07-18-m0.u99	Thank you, Mr. Head. Please give the floor to the People's Deputy Coltunovich Alexander
ParlaMint-UA_2022-07-18-m0.u100	Alexander Sergiyovich Koltunovich, please.
ParlaMint-UA_2022-07-18-m0.u101	Thank you. Dear Mr. Head, distinguished colleagues, distinguished voters! Our group thinks that during a period of war it is not very appropriate to transfer whole assets to water and sanitation companies. The issues raised during the discussion of the draft Law on the Update of Financial Capability, and so forth, are resolved in a completely different way. If we're talking about system modernization, subsystems more specifically, water supply and sanitation, it's primarily about providing an appropriate resource base for us to transfer to local budgets, so that they can implement appropriate modernization projects and replace these systems, that's the first. One second. If we're talking about the same transmission, we also have to understand what conditions it's going to take, and we don't see this financial and economic justification. And I specifically opened an explanatory note of the added draft law, and there's no indicators there, but there's an amendment that's not going to affect it in any way. I don't agree with that, because when we pass on any infrastructure in a fairly worn-out state, and I think none of you will deny that the state of water and sanitation in the country is in an extremely debilitated state and the level of wear, in some cases, exceeds 80 percent in the country and in certain regions. I think from this point of view, it's the financial and economic justification that has to be fundamental to the transfer of these assets. That's why we're going to stay in this vote. And I also ask you not to shorten the line if you vote as a basis for us to make the right proposals, with corresponding changes in the financial indicators. Thank you for your attention.
ParlaMint-UA_2022-07-18-m0.u102	Thank you, Alexander Sergiyovich. The only thing that cuts or doesn't shortens the hall is that you understand that. Ladies and gentlemen, let's move on to the decision-making process. People's deputies please take their seats. Please take your seats, let's move on to the decision-making process. Dear colleagues, I propose to adopt a draft Act amending the Ukrainian Law on the Transfer of State and Municipal Property Objects on Water Management Enterprises (Registration No. 6060). We're voting on the basis. People's deputies, please vote. [[14:14:29]] For 275 Decision taken. Dear colleagues, I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 6060. People's deputies, please vote. [[14:15:01]] For 239. Decision taken. Thank you, colleagues. Here we go, fellow Members, the next bill without discussion, do not leave without discussion – this is the draft Act amending section XI, paragraph 10-2, of the Act on the Finality and Transitional Positions of Ukraine on the Enforcement of Decisions on the Requisition of Liabilities for Housing and Social Services during the War Period (registration No. 7531). I'm proposing to include the proposal to include this issue in the agenda of the session. People's deputies, please vote. [[14:15:59]] For 287 Decision taken. I propose to accept the bill based on the committee’s proposals (registration number 7531). People's deputies, please vote. [[14:16:26]] For 287 Decision taken. Ladies and gentlemen, I propose that we cut the deadline for proposals and amendments for the second reading of Bill 7531. People's deputies, please vote. [[14:16:53]] For 251 Decision taken. Thank you, colleagues. Then we have two bills that are final for today, but this is the second reading, and the amendments will apply. People's deputies, please don't go away. That's what I understand. Can we move immediately to making a decision? I've got it. [[B in m in s a l in]] Mikhail Mikhailovich, do you have a lot of changes there? Can we switch to a performance? Will You Place It? Bill 5125, and we're going in the day-to-day, the loan union bill (5125). Mikhailovich, two minutes, right? Three. Please, 3 minutes Michael Mikhailovich Zimbaluku, and we'll go to the vote. I'll ask the national deputies not to disperse. Please, Mikhailovich, 3 minutes.
ParlaMint-UA_2022-07-18-m0.u103	Thank you. Mikhailo Cimbaluk, Fatherland. Dear colleagues, it is regrettable that this bill was again put into the session hall, although we remember, before the great war, by February, how many discussions there were about credit unions. Thousands of people remained unprotected, who previously had a bearing on credit unions. Now there are only a few tens left in this market. To this reading, we thought that by the second reading of the redraft, the bill would be more perfect. Sadly, though, this was not what was supposed to happen. I would like to make only substantial remarks, which remain until the second reading. The bill gives the regulator, and already under the bill this is the National Bank of Ukraine, substantial discretionary powers regarding the regulation of issues related to the functioning of participants in the banking market. In particular, it is a matter of regulating additional information, documents, and explanations when issuing licences to a credit union (this is part of the third article 10). What is the simplification of doing business? Requested a credit union that is required to keep up all the time (this is part of the fifth article). Requirements for the activity of a separate branch of a credit union, whose failure is the basis for the cessation of its activity. Requirements for credit management (this is part of the third article 17). Requirements for the internal control system (this is part of the second 25th article). Required for the content and form of the recovery plan (Part Four). So this bill, if it's approved in general, will destroy those other credit unions that exist today. And I'd like the authors, the chairman, to pay attention to what the Chief Legal Authority is saying. And it's very serious that it's the bill that gives the regulator, and that's the National Bank of Ukraine, enough authority to fully transfer the market into what's called manual management. No autonomy is granted to credit unions. Moreover, there is no protection for those who still cannot afford it. "Paternity" will not vote in favour of such a bill on second reading. Thank you.
ParlaMint-UA_2022-07-18-m0.u104	Thank you. Dear colleagues, thank you so much for the constructive discussion. Let us move on to making decisions. No one will ever put an amendment to either account or confirmation? Thank you. I therefore propose to adopt the draft Law on Credit Associations (registration number 5125) in a second reading and in general with the necessary technical and legal amendments. Dear colleagues, are you ready? People's deputies, please vote. [[14:21:39]] For 219 The decision is not taken. Dear colleagues, once again we can re-send to the second. If he takes off the second time, that's it, I'm sorry, he did. So I'm asking you to support this bill for re-reading. Bill 5125 is a draft law on credit unions. People's deputies, please vote. [[14:22:51]] For 234 Decision taken. And if less MPs were running, they might as well take it. Isn't that right, friends? One day, that kind of logic has to be built in us. Thank you. Let's move on, dear fellows. It's just, honestly, sometimes, well, there's not enough anger. Lose four votes. Dear colleagues, 5161 is the final bill today. This is a draft Act amending some Ukrainian legislation on the regulation of certain non-standard forms of employment. Mikhail Mikhailovich, you've got some repairs there, I understand, right? Three minutes, huh? Once again, three minutes Mikhailovich. And in three minutes, we're voting for everyone who's not heading to their place of work. Everybody's got it, right? Please, Mikhail Mikhailovich, three minutes.
ParlaMint-UA_2022-07-18-m0.u105	Mikhailo Cimbaluk, Fatherland. Dear colleagues, I'd like you to listen to this for one minute, because in fact the bill is worth it. This bill introduces a new special form of employment contract; this is a contract of employment with fixed working hours; the employer is given special powers not to ensure the employment of the hired worker. Labour contracts with non-fixed working hours are introduced as an alternative to civil-legal contracts. The worker will be able to combine legal work with several employers and have basic social guarantees. But what I'd like to say is that the working group had a job done, but it failed to achieve the result that the bill before the second reading was still balanced. The basic negative positions that prevent us from voting in favour of this bill. First. The employer should not provide workers with work, I repeat. The other one. If there was no need for an employee in a month, he would be paid as 32 hours ’ wages, which could be below the minimum wage. Next. Third. The worker should immediately appear on the call, and there is no minimum time limit for the message. If in the current circumstances the employer in Kiev and the hired employee in the western part of our country. He's told to show up tomorrow, how can he do that? This employment agreement may also include additional grounds for exemption. This is also a serious flaw in this bill. Julia Timoshenko and I tried to correct these fundamental flaws by filing warrants. Despite this, with all due respect to the leader of the working group, these were not counted, which prevented this bill from being balanced and protected by the rights of the hired worker when it was approved. Consider that this law during times of war will in no way protect those who today are in any way trying to have a job. Fatherland won't vote in favour of this bill and invites other deputies to support our position. Thank you.
ParlaMint-UA_2022-07-18-m0.u106	Dear colleagues, we have concluded our discussion of this bill. People's deputies please take their seats, we're moving on to making decisions. Ladies and gentlemen, let's move on to the decision-making process. I propose to adopt, on second reading and in general with the necessary technical and legal amendments, the draft Law amending certain Ukrainian legislation on the regulation of certain non-standard forms of employment (project registration number 5161). Once again, take a second reading and generally with the necessary technical and legal amendments. Ready to vote? People's deputies, please vote. [[14:28:03]] For 269 Decision taken. The law is passed in general. Alexander Sergiyovich, please. One second, wait, give it to me.
ParlaMint-UA_2022-07-18-m0.u107	Colleagues, we suggest that we traditionally entrust the Head of the Supreme Council to sign the bills adopted today as a whole of the Supreme Council and immediately send them to the President of Ukraine for signature. I'll put this motion to the vote. Please vote. [[14:28:44]] For-286 Decision taken. Thank you.
ParlaMint-UA_2022-07-18-m0.u108	Thank you. Excuse me. Dear colleagues, the consideration of the agenda for today has been completed. Thank you all for your fruitful work. We're not closing our plenary session. The time and place of our next meeting will be announced in advance. We believe in the Armed Forces of Ukraine and our victory. Glory to Ukraine!
