ParlaMint-NO_2021-12-14.ana.ud410e261	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2021-12-14.ana.ud410e2185	In the last eight years, the Solberg government has provided good measures to improve the quality of child protection. New child protection laws have been adopted, the child protection reform is now being rolled out in the municipalities, a lift of competences has been implemented, a proposal has been made for better health monitoring and health care, the age limit for after-care has been raised, and a child protection committee focusing on quality and legal certainty has been set up to mention something. My claim is that several of the grips that the new government is now taking on its additional proposition will be involved in weakening the quality of child protection. It is obvious that it is the districts that will suffer the most damage from this policy. They already have at least the minimum availability of skilled professionals today. And in the context of the quality requirements we have put in place in the new Child Protection Act, and the implementation of the child protection reform with increased responsibility for municipalities, we can unfortunately see even more negative newspaper covers that are about child protection. In the Hurdal platform, government parties say that they should stop the development of commercialisation in the sector. Furthermore, they are to phase out large commercial actors in the field of child protection, and they also say to end the use of competitive outsourcing. In agreement with SV, the government moves more quantum leaps towards the left in relation to the Hurdal platform when they say that they are to determine how commercial operations can be phased out in tax-funded welfare services and provide a separate zero-profit model for each such sector. Once the government has agreed to wind up private service providers in the welfare sector, this is not for the benefit of children. The whole of 5 out of 71 verbal proposals in the agreement between the government and the Swedish government show contempt for anything that is not operated under public law. In October, Menon presented a report with several interesting findings, which should also be noted on the left-hand side of Norwegian policy. The phasing out of private commercial operators is likely to lead to a reduction in the cost-effectiveness of the public sector and longer queues in some service areas in the short term. They expect the negative effects to be greatest in the districts, and this is due to the fact that the commercial ones are much greater than the ideals of today in the whole country, while the ideals are mostly concentrated in and around the metropolitan communities. If we look more particularly at foster homes, unfortunately it's no longer uplifting there. While recognizing that you have a huge challenge in recruiting enough foster families, you say no to 50 pst. by potential families. In the foster home survey submitted in May of this year, approximately one third of the families that they don't get the follow-up they feel they need. I then find it regrettable that the Workers' Party and SV in the treatment of the Child Protection Act voted against private service providers being able to assist with follow-up visits to foster homes. On questions from me, the Council of State has sent out an overview broken down into private ideals, private commercial and state foster homes divided down into the Bufetat region. These figures relate to new measures for children in the period 2013–2021, not to the number of new foster homes. The State measures in this period constituted 44.3 p.p., while the private non-profits delivered 21.7 p.p. and the commercial 34 pst. In other words, well over half of the measures are provided by others than the public itself. We also know that on August 31, which is the last number I'm sitting on, there are 227 children on the waiting list to have a foster family. The government and SV are now using 150 million. kr on what I would call ideology, by strengthening the public institutional offer at the expense of single purchases from commercial ones. When asked how many more, or fewer, places this gives, the ministry has not been able to give any answer. For the Right, it is all the more important to increase the quality of the offer given to the children. A state monopoly affects the children – in particular, we will see this in smaller municipalities that have challenges in providing the right offer to their children, and where it turns out that they also have the biggest challenges of ensuring proper competence. Finally, I would like to say that I am pleased that the Council of State is now following up the comment of a unanimous committee on the suspension of the Child Protection Act that the set up expert committee to help improve the quality and legal certainty of child protection is now to look at all aspects and not just the most serious issues.
ParlaMint-NO_2021-12-14.ana.ud410e2206	The speakers who will be given the floor in this part of the debate will have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e2211	Through the Hurdal Platform, the government has set clear and good objectives for child and family policy. The budget is the first step towards achieving the objective of strengthening the universal welfare provision of children and young people. In addition, targeted actions are targeted. It is vital that children and young people grow up safely and well. Unfortunately, there is a child who does not experience it. For these children, good and accurate child protection is crucial. The child protection reform will give municipalities greater responsibility, while at the same time working differently. I have full confidence that the municipalities will be able to do so. But such a turn will take time, while there are many municipalities that will experience not being compensated for the increased costs. We must ensure that we have child protection and that we succeed in the reform of child protection. We need a high-quality child protection throughout the country. Then we have to make it possible for municipalities to manage their new tasks. It is therefore essential that municipalities have predictability of time and resources. It provides for the government by increasing the transitional period to three years. Together with a strengthening of State institutions of 150 million. The budget shows that priority is given to the most vulnerable children. Many children and young people live in low - income families. It is beyond their ability to participate in leisure activities. Facilitating the participation of children and young people in leisure activities is important and the purpose of the card test is good. But experience shows that this is a costly and bureaucratic system, and there is a lot of uncertainty about actually meeting those we want to meet. In this context, it is better to spend resources on other actions that take better action and a scheme that can benefit more people quickly. The budget provides for a new grant scheme in which municipalities can apply for grants to this effect and other things that will increase the ability of children and young people to participate in leisure activities. Municipalities know their citizens well and have a good overview of which children and young people are not allowed to take part in leisure activities. By providing municipalities with the means to cover the costs of leisure activities for those who need it, a more targeted scheme will facilitate the participation of more people in different activities. This, together with full VAT compensation, will allow more children to become active. Municipalities ensure a range of services for children and young people to participate in and ensure that children and young people are well-growthed. Then the municipalities must have a room for action. This government strengthens the general local economy. It will provide municipalities with a better opportunity to strengthen the provision of services to children and young people.
ParlaMint-NO_2021-12-14.ana.ud410e2226	Human violence against women is a global phenomenon and hinders women's right to life, health, independence and freedom. Despite the fact that one in three women in the world experience physical and/or sexual violence during life, there is little to stop the violence that women are subjected to. It's not just something going on far away from us – it's happening in our city as well as in our neighborhood. The only kind of killing that doesn't go down in Norway is what's called partner killing. Every four killings in Norway are partner killings. But if we stop the violence, we can stop the killings. In seven out of ten partner drops, there is registered partner violence before the killing. They have applied for help before, but still it was not stopped. This is about equality. It's about freedom. Violence does not occur in a vacuum. It's a consequence of the society we live in. The lack of action is a betrayal of all women who must live with fear of domestic violence. Even before the crisis, violence against women was a major problem. At the same time, economic insecurity can lead to increased violence in close relations. When home is unsafe, society has to provide security, and it can actually be absolutely vital for those who have to spend the entire day with a violent person. It can actually save lives. The UN Secretary-General has called on countries to include the protection of women as part of measures against the coronary apathy. At the very beginning of the pandemic, it was done. Unfortunately, Norway did not respond to the call. Now I hope that the new government will take care of it. It concerns both economic inequality and the fight against violence against women. Norway has also received a number of calls from the United Nations to strengthen its response to Sami victims of violence. Half of Sami women are subjected to physical, mental or sexual violence during their lives, but the measures have not been sufficient. Domestic violence is one of the main causes of illness, injury and death among women worldwide. In addition to prevention, those who are exposed must have the opportunity to escape violence and build their future free of violence. Then we have to prevent. It's good that the government increases some of the effort there, but we need a lot, a lot more. We have to prevent this. We must secure the economy of the crisis centres. One in ten is being raped in this country. They have to get the justice and the upliftment that they need. We have no time to lose in protecting women who are subjected to violence. Now we need action.
ParlaMint-NO_2021-12-14.ana.ud410e2245	The debate on area 2 was then finished. Let's move on to the debate on the 3rd framework.
ParlaMint-NO_2021-12-14.ana.ud410e2250	In this area, too, I would like to start by thanking the Committee for a good cooperation in order to complete the vote in time. I have to admit that it feels a little heavier to debate this budget when we know that the rug is a cultural industry that, after another depressing message, faces a very difficult Christmas time. It's a volunteer that wears on all sides while they once again have to set up, and the sport has to cross their fingers again so that people are still there when we get out on the other side. Therefore, I hope that we from the Storting House can work together to put in place arrangements as quickly as possible and make the arrangements that come, as accurate as possible, also for those who have had to make major changes during the pandemic. Although perhaps there are pandemics and different arrangements most people think about today, it is nevertheless important to discuss what is the basis, the ordinary budget. The left and I are well pleased with the basis on which the government was founded by just the Left, Right and Christian People's Party joined the cultural budget for 2022. Our budgetary option is a budgetary option for diversity and enhanced activity and for culture, volunteering and sport to continue to have good conditions. A total appropriation of well 21.9 billion. kr for 2022 meets the cultural field well and provides the basis for predictability and security for an otherwise difficult time. I am pleased to note that the new government, out of the Labour Party and the Center Party, continues much of the budget that our former government had, only with a few minor adjustments. It is not unnatural that the new government now sees all the qualities of the good budget that we, after all, presented. Our original budget supports under the political lines laid down in all the sound communications and legislative changes that occurred during the period that has passed. It follows the tracks set out in the latest language notification and the language law, the Children’s and Youth Culture Communication, the Museum’s Communication and the Vocabularies’ Message of Volunteership, to mention something. I'm glad that the Left in the budgets we've been a part of has given Norwegian cultural policy a new direction by stimulating growth and idea-making from below rather than steering from above. The interaction between volunteering and public and private actors has been central in this way. The left is fully behind the political objective of our budget for higher quality and increased attention to the content of our cultural actors. Me and the Left are pleased that the previous government's draft budget continued to focus on culture as a industry. It gives more opportunities to live by their art independently of others. That is why I am concerned about the political signals of the new government and whether this will limit the independence and independence of art. It is therefore also disappointing to note that the new government cuts into the gift-enhancing system for cultural life, which has led to so much positive interaction between art, art institutions and private art interests. It has contributed to cooperation, understanding and not least improved funding and artistic development for many projects. Now the new government will remove this, and I hope the rash won't be too big. With the distribution of the Nobel Peace Prize to Ressa and Muratov freshly in memory, I am particularly pleased with our original draft budget and the work we have done to ensure the condition of freedom of expression, democracy, the spread of power, the decentralisation of decisions and diversity, for more than ever truth-seeking journalism is crucial to revealing abuse of power and aggression. The cross-political consensus in Norway on continuing to invest in quality in the media and not least in investigative journalism is something we must continue to stand together on, including here in this Chamber. There are far more measures I could put forward, but once again I would like to remind you that the time we are now facing, will require a lot of us all in this Chamber to ensure that cultural life, sport and volunteering get through in a good way on the other side.
ParlaMint-NO_2021-12-14.ana.ud410e2270	Is the representative going to deal with what the Left proposal has to do with the Progress Party and the Right?
ParlaMint-NO_2021-12-14.ana.ud410e2275	Yeah, I'll take that up.
ParlaMint-NO_2021-12-14.ana.ud410e2280	The representative, Mr Almeland, then mentioned the proposal he referred to. It's going to be line change.
ParlaMint-NO_2021-12-14.ana.ud410e2287	Many important cultural actions are financed through the proportion of funds earmarked for cultural purposes. I, who come from county policy, will bring forward a system that has been very important locally, namely the decentralised regional cultural building system that allows county municipalities throughout the country to provide support for local cultural facilities. The left has previously been concerned with regionalisation, the spread of power and the safeguarding of culture throughout the country. At the same time, the Left in Government has reduced this scheme by nearly 80 million. kr from 2013 to today. This does not give more regional investment, but less. The money has government left was part of, instead used on the gift-enhancing scheme, a system that takes geographically very wrong, as the largest cities get the most. My question is whether the representative from the Left is satisfied with this priority, and what he thinks about the importance of the scheme in the future.
ParlaMint-NO_2021-12-14.ana.ud410e2294	Thank you for the question. I would like to say to the Left that the objectives outlined by the representative are still important. Then it's not just the one arrangement, the gift enhancement scheme, that Left has prioritised spending money on in the periods that we've either been with and influenced or been in government. However, I would like to thank the criticism that the representative has against the gift-enhancing scheme. I have been on a number of different visits to small cultural institutions in several different counties that have concrete examples of projects that have not been achieved in key application schemes, but on which they have nevertheless dared to invest, dared to prioritize time and resources to put in place, precisely because there was a guarantee there that they would receive a sub-financing from the state if they provided for some private funding. I think that has been a proper priority.
ParlaMint-NO_2021-12-14.ana.ud410e2303	The representative took up the pandemic, how hard it has been. volunteering in recent years, and the importance of strengthening volunteering. At the same time, volunteering itself has sought full VAT compensation throughout the period, as one of the most important and effective measures to be able to cope with the pandemic. We have fulfilled that desire, but it did not want the Left, Right and Christian People's Party in this budget. Instead, they cut 50 million. kr in that scheme. I'm just wondering why.
ParlaMint-NO_2021-12-14.ana.ud410e2310	For the Left, it has been important to ensure that the VAT compensation system is strengthened, which, quite correctly, has been the requirement of voluntary action. If you look at the years when the Left has been in government, we've collectively strengthened that arrangement a lot. For 2021 only, the scheme has escalated to over 1.8 billion. NOK with our proposal, and that is an increase of 856 million. kr from 2013. In fact, the system has been strengthened. So the left agrees that this is a scheme that we're going to continue to strengthen. That is why I will give tribute to the sitting government because they have continued the escalation that the former government started.
ParlaMint-NO_2021-12-14.ana.ud410e2317	I thank you for your answer and would like to give some credit back, for the representative has lifted the importance of journalism in his contribution. A system other than the VAT compensation that we constantly pointed to in the opposition in the previous period had to be lifted and improved was the media support system, which we in the Stortinget had written, even with a Left Minister at the rudder. The left has been with the Center Party for many years in the fight to make it easier for the locals. In our budget now, we are strengthening production support for the local authorities because they have had it tough and have fallen outside the media support system, and we are also strengthening the Centres for Investigative Journalism, so that they can help the local authorities. I am concerned if the representative sees that there is a strengthening that has something to do with it, or if he thinks that the budget presented by the government of Solberg is good enough in that area.
ParlaMint-NO_2021-12-14.ana.ud410e2326	Just like the two measures that the representative here mentions, the Left is obviously positive too. You could pick out quite a number of different individual measures from the additional proposition that came from the government, which Left could very well support and stand behind, but what's underlying here is a difference between the overall priorities, and there's the current government doing some cuts that the Left doesn't agree with, which I explained in a previous post. In the case of exactly the two schemes in isolation, the Left is positive to them, and the Left will work in the coming period to ensure that local journalism is strengthened. Local media is incredibly important precisely to ensure democratic control. In the city I represent, Oslo, just lack of local journalism has been an important factor in the lack of sufficient democratic control. That's what I'm happy to start getting into place now.
ParlaMint-NO_2021-12-14.ana.ud410e2333	The representative from the Left may well have his program considerably better than me, but I have noticed in some sentences, where it says: «We believe that religion should be separated from politics. Therefore, we will complete the distinction between church and state." When it came to the funding system in the last round, the Progress Party had just proposed to cut support for church and religious and life-view societies because we believe this is a private matter that people can pay for themselves. I wonder if that is how the Left now also opens up to at least reducing, if not abolishing completely, the subsidies to the Church and the religious and life-view societies?
ParlaMint-NO_2021-12-14.ana.ud410e2343	The left has no proposal to cut into the total support of the religious and life-view society. An important part of freedom of religion is to be able to exercise one's faith, and although I fully agree with what is referred to here from the Left Programme, namely that the State should not interfere with what you believe in, it is to facilitate that one can actually exercise it, also an important part of fulfilling the freedom of religion that the Left fully supports. Then, of course, we can have discussions in the period that comes, about how the device on the support is, and I'm sure we're going to have, too, but lowering the total support is not a proposal left has.
ParlaMint-NO_2021-12-14.ana.ud410e2353	I would like to ask the representative a little about why it is so important to support the gift-enhancing scheme. Because I wonder if the representative of Almeland has looked at how the scheme has turned out, who has received the money, and how, for example, it has. geographical breakdown. If you look at the distribution of funds, most of the money has gone to Oslo, Viken and Westland, and many districts have had little. In addition, we see that large institutions and foundations have provided gifts for themselves to milk the scheme. They're also taking $70 million. spending on the cultural share of the toy, which could have been allocated to organisations and institutions throughout the country. So I wonder if the representative of Almeland can say something about what he thinks about the distribution of these funds.
ParlaMint-NO_2021-12-14.ana.ud410e2360	The answer to whether I have seen that distribution is very clear yes, and it has also been a concern in the past that there has been too much central concentration. That's why I'm glad that the distribution has improved over the last few years, and that several states that didn't have any institutions or anyone who applied for the gift enhancement earlier, now are actually on the track. Yes, some big money has gone to the areas that have the largest institutions, but what's important to underline, and which is problematic in the argument that I'm experiencing here, is that you ignore the very many and very important smaller individual projects around in places that don't want to reach with the ordinary arrangements. Then the gift enhancement is one scheme, but the foundation must be solid support for culture.
ParlaMint-NO_2021-12-14.ana.ud410e2369	The cord shift is over.
ParlaMint-NO_2021-12-14.ana.ud410e2374	At the fall election, the voters said clearly that they wanted a new course for Norway. With the budget of the Labour Party-Center Party Government and the comparison with SV, Norway takes a new and fairer direction. After eight years of right-wing government, where the differences have increased, budget winners have been the most advanced, there is now a new direction. Culture, sport and volunteering are decisive for living communities throughout the country and a good life for the individual. The government will therefore support its new cultural policy course under an open, inclusive and diverse cultural life throughout the country and will facilitate both the breadth of cultural life and the professional life. Many voluntary organisations around the country contribute to competence, learning and inclusion, so that people of all ages can meet, engage and be part of a community. People should be able to experience culture regardless of who one is, and where one cage, and we're going to end unfair schemes that appreciate a few. That's how we're going to ensure an offer across the country and a fairer distribution. That's why we have ambitious goals, and we're already doing well. For the Workers' Party, it is an objective that volunteering should have great freedom and a central place in society. This requires more diligence and strengthened financial frameworks. Full VAT compensation has our volunteer and sport's most important requirement, which will mean more free resources for that activity throughout the country. In this budget, we will meet the requirement for full VAT compensation for the next year and also for the current year. The right-wing government hasn't prioritised it in the last eight years. But it seems that there has been a broad consensus across the parties that the VAT compensation system has been important, but when it comes to the actual promises, it has not been fulfilled. Instead of following the volunteering and sport's proposal for the escalation plan, the previous government created its own, less ambitious plan, and in the last budget, the government chooses to cut 50 million. The reason for this is that it has a lower activity. When volunteers have had less activity because of covid-19, they need no less, but more money. With the Workers' Party in government, there will be a new price and finally full VAT compensation. This is important for this government because it should be available to everyone, especially children and young people. We will facilitate the construction of more installations and work against the equipment pressure that many people experience in everyday life. To this end, we strengthen free credit centres such as BUA, which allow more people to participate in the community. An important part of the cultural policy of the Labour Party-Center Party government is also to strengthen the professional part of culture. Under the right-hand rule, culture may appear to have been demolished to decorate cakes and not important enough to prioritize tax cuts to the richest. But artists are also workers, who are also suitable for kindergarten and have to pay their bills. As we promise in the Hurdal platform, the government will help to strengthen the artistic economy. Already, we're proposing an increase of 59 million. kr to the free field of art and culture. Therefore, we also allow funds to create 100 new homes for work grants and increase the access to Norwegian cultural funds. Finally, I have to comment on our strengthening of the local economy, which of course will also help to strengthen local cultural life throughout the country. Overall, this provides a good budget for culture, sport and volunteering across the country. Then, fortunately, we have three more budget proposals, and in the period we're in now, where culture, volunteering and sport need us, I'm glad to work with the committee to try to find good solutions that take care of them in this coronary apathy.
ParlaMint-NO_2021-12-14.ana.ud410e2397	It's going to be line change.
ParlaMint-NO_2021-12-14.ana.ud410e2402	It was a bit of a tirate from the representative in this post. How can you say, when you have increased VAT compensation from 952 million? In 2013, almost 100 percent is tangling; only 35 million are missing. NOK 2021 to reach 100 pst. compensation, that it is not a priority, while the same government to finance its promise for the next year is seriously affecting volunteering in a number of other areas? In a debate earlier today, we have already spent time discussing the leisure card, which, in total, when the entire scheme is gone, means 400 million. kr in lapses. The reduction in the tax deduction from NOK 50000 to NOK 25000 is estimated by the volunteer itself to amount to SEK 400 million. kr in their loss of income, and the gift-enhancing scheme has averaged more than 320 million. private dollars each year – almost a dollar in proportion to what you put on the VAT compensation. So how can you draw this picture?
ParlaMint-NO_2021-12-14.ana.ud410e2409	Thank you for the question. When it comes to VAT compensation, it has been the most important requirement for voluntary activities and sport since the early 2000s. I'm glad we're getting settled. It means more money to travel with children and young people all over the country, who now especially need it to help offer activities even after the pandemic. When it comes to the gift-enhancing scheme, which the right-wing representative mentions, the representative cannot be surprised that the Labour Party does not pursue the Right-wing policy. The Labour Party has been opposed to this scheme since it was established, because it has funds from other measures, including: gambling agents. In addition, as many people have been in today's world, the system is socially and geographically unfair, and we'd rather spend the money on the broad cultural life around the country.
ParlaMint-NO_2021-12-14.ana.ud410e2418	Thanks for the answer. There's no doubt that this has been the most important requirement of volunteering, so we've also almost fulfilled it in these eight years. But it's like saying to the son or daughter, now it's approaching Christmas Eve. Here you get the gift that's at the top of your wish list, little friend, but I'll take the two you got last year, because I have to use them to finance the gift you get from me this year. So to the question, the government parties have been very high and dark when it comes to completing the ABE reform, which they have criticized for eight years. If you look at the supplementary budget now, I guess it's not touched in any area. In addition, what is termed ‘budget gains from changed work travel’ and ‘reduced appropriations related to consulting’ have been introduced, with 160 million. Total in the budget. What are the plans to continue working on this? Do you want to go down, or do you actually want to increase the overall revenue of the ABE reform, as is now done with these two new reforms?
ParlaMint-NO_2021-12-14.ana.ud410e2429	First of all, for the VAT compensation: it is now finally paid – in addition to the current year, which has been extremely important for this government. It's a little strange that the right-wing representative takes up that this is a low-hanging fruit, when the last proposal from the right would actually cut the scheme by 50 million. kr. Turning to the ABE reform: it has a reform which the Labour Party has opposed and which the Right has intended should be more effective when one has, in fact, been involved in cheese relations which have made it possible, for example, to do so. institutions around the country have actually had less to go with. So I think the right-wing representative understands that it takes some time to change right-wing policy in the last eight years. We are doing well, and it is quite clear that a reform such as the ABE reform does not strengthen institutions and leaders around, but rather weakens them.
ParlaMint-NO_2021-12-14.ana.ud410e2438	We may not be so tall and dark – we are low and bright, but we have strong opinions anyway. I have recently discussed with the representative in the paper about volunteering. I'm really upset that you're halving the tax deduction, not least because you're trying to mislead the volunteer out there, when you're in this room, in all the posts, today you're talking about full VAT compensation instead of rule-driven compensation. The Progress Party today has a proposal which reads: ‘The government is asked to return to the Grand Duchy in the context of the revised national budget for 2022 with proposals for amendments to the VAT compensation scheme for sport, volunteering and culture to be regulated instead of the framework grant’.» What is the reason why the Labour Party will not support the proposal when they stand on the platform and say they are in favour of it?
ParlaMint-NO_2021-12-14.ana.ud410e2453	Thank you for the question from a Westerner who is as low and light and loud as myself. When it comes to the gift-enhancing system, it's not about a halve, as one has said several times, but the scheme will still stimulate people to give money. Most people are still going to give a lot of money, not because they get tax deductions, but because they want to contribute gifts to the community. When it comes to the VAT compensation, he's full. In addition, we clearly say in the Hurdal platform that he will be governed. As I said before, it takes some time to get things regulated. It takes some time to turn a shot that has gone in the right direction over the last eight years. But it's nice that the Progress Party is now on the team to get the compensation regulated. This is what we're going to do. So I'm a little bit curious that the Progress Party only now produces this when they've had the power over the last eight years. But it's nice that they're on the team, because we're going to get this together.
ParlaMint-NO_2021-12-14.ana.ud410e2464	Yes, with the Progress Party as a driver, we've had a strong escalation plan. I will be the first to admit that we did not get through that time to get it governed. But now we have made proposals today, and the Workers' Party has the opportunity to help get things going. One thing is full VAT compensation, which goes on the frame and is absolutely right, but it's tricking with words, because it's the rule rule rule that volunteer wants. I have another question. The working party has boasted a lot of the reinforcement of the artists' ideas. Last week we could read in the VG that some have actually had an income of between 1 million. NOK 5 million. kr in the last few years, has substantial assets and still receives a state grant of NOK 460000 each year until they become a pensioner. Is that what the Labour Party believes in a fair distribution policy?
ParlaMint-NO_2021-12-14.ana.ud410e2471	I want to thank you for the question. It is important that one provides means for more people to be able to work with art and culture all the time. Then you're very important to work. As I said before, in my speech, the Labour Party is occupied by both the broad cultural life and the professionals, who are workers and who need to live on it. So it is well the case with all the arrangements, which everyone here in the hall – if it had been full – would have been in agreement, that it is not all the arrangements that are 100 pst. Perfect. Hence, it is also important that a constant period of time continues to develop arrangements. The Labour Party is doing well, but the most important thing now is the commitment to culture, also for people to live on from this. So it's a little weird that the Progress Party takes up art and culture, when they themselves have cut an incredible amount of money for this in their alternative budget.
ParlaMint-NO_2021-12-14.ana.ud410e2480	Yeah, it's no secret. It's rather the opposite of something we're very proud of. The Progress Party has stated loudly and clearly that we should take a settlement with waste. The scholarships are actually part of what we cut, except for, among other things. 2 billion. kr i cut to NRK. I would nevertheless challenge the representative from the Workers' Party: if I understand the representative correctly, that is to say, the government parties are now still opening up to look at this scheme, so that one cannot earn between 1 million. NOK 5 million. kr per year and still receive a scholarship of 460000 SEK per year.
ParlaMint-NO_2021-12-14.ana.ud410e2487	I want to thank you for the question. This is clearly a new government, which actually sees ordinary people first – that's who we're for. Ordinary people are artists and cultural people, which are the most important. With the proposals of the Progress Party for the budget, where one cuts an incredible amount of money, the possibility of ordinary people being able to experience culture throughout the country is reduced. It's important to give those who are going to do all the art and culture that we ordinary people are going to experience, the ability to get decent employment.
ParlaMint-NO_2021-12-14.ana.ud410e2494	Replicate cord shift complete.
ParlaMint-NO_2021-12-14.ana.ud410e2499	The last thing the Right did in government was to put forward a government budget that facilitates a safe and healthy life throughout our country – both in cities, in the countryside and on the coast. By laying the foundations for more jobs in the private sector, by providing people and businesses with the skills they need, and by speeding up the transition towards a greener and more digitised society with cooperation and action, we have managed to deal with the rapid economic downturn since World War II. Then there are some dark clouds in the sky right now, and as the committee leader was in, I hope that government and greatness can be both collective and predictable in the processes that we now have to go through. At the macro level, and probably even further down than that, there is obviously a strong consensus on the cultural budget that the Solberg government presented. The big government has chosen not to increase the budget framework but to make some re-priorities, and in comparison with SV, the government has spent 20 million. kr. That's what I'm trying to interpret as that there's a great deal of consensus. The red-green parties will probably be quick to answer that they have only had a short period of time and therefore have not been able to make any more changes, but despite the argument of time, the same government has nevertheless moved a few billion dollars, so here it is well the will that has had a great role. I also want to remind the same parties that they have had eight years to put a good plan for what they would do on the day they might come to power again. It is probably also worth mentioning that culture, volunteering and sport are not mentioned in one single word in the budget unit. After eight years of bourgeois government, we have a better starting point for conversion. The Norwegian economy has become greener and less oil dependent, and competitiveness has been strengthened and more digitised. In the cultural field, too, I would say that after eight years we are going out with a cultural sector that is more robust, more free, and that has more economic legs to stand on. The Solberg government has maintained and increased the allocation of the cultural budget throughout the period from 2013. At that time, the budget amounted to about $9.5 billion. kr, and if, for the sake of comparison, we exclude the appropriations for the NRK and equality purposes, the cultural budget for 2022 is 14.7 billion. kr, or an increase of SEK 5,2 billion. kr – or almost 60 pst. in eight years. To put it another way, we're about the same percentage of the state budget as in 2013. Now several of us have tried to get the Minister of Culture to answer how they will calculate, or – perhaps more correctly – from what point of view they will calculate their goal of 1 pst. of the State budget for culture. Even after eight years of this as its most important promise in the field of culture, the red-greens have not been able to answer this, and on 25 November I received the following answer to my question: ‘The Government will, in an appropriate manner and within the appropriate time, come back to the Storting with a more specific approach to this objective.’ So time will show when it's appropriate and what this equation is going to look like. Culture, sport and volunteering constitute Norway’s largest population movement. It contributes to good public health, participation and inclusion and creates local commitment and community. For the Right, their framework conditions are important, and our job is among other things. ensuring them a diversity of sources of funding. The biggest re-priority government does in the Solberg government's budget, is to pay full VAT compensation, and I'm taking part in applauding it, but I distance myself from how it's financed. To fulfill the promise of full VAT compensation, where the government spends 150 million. kr at the top of the Solberg government already SEK 1.75 billion. kr, the government cuts dramatically elsewhere. I would like to remind you that the scheme, which we were also involved in the line change instead, was about 950 million. NOK when we took over in 2013. The government will liquidate the leisure card, which will save them in the long term for 400 million. kr. They cut down the gift-enhancement scheme, which brought in over 800 million. private dollars for culture and volunteering in 2020, or SEK 2.6 billion. private finances since 2014. 2 500 small and large measures across the country have been supported during this period. The Museum Association and the Hospital Claws were two of many who warned the Red-Greens against scrapping the system in the election campaign. In a letter last week, the Swedish Cultural Protection Association has explained the unfortunate consequences for voluntary cultural protection organisations of the termination of the gift-enhancing scheme. They write that this resolution testifies to an urgent work in which the immediate consequences for volunteering have not been determined. They also write: not what we saw at the entrance to the year of Volunteering in 2022. The Cultural Protection Association and our membership organisations have been working for a long time on preparing to celebrate the voluntary protection of culture in 2022, and we now feel that the government is stretching our legs in the start block of this important year. The Museums Association has also reiterated its concerns about scrapping schemes in response to the new government. The government's not going there. They also reduce the tax deduction on gifts to volunteer from NOK 50 000 to NOK 25 000. In our country, among other things, wrote: The Cancer Association, the Norwegian Blind Federation, the Norwegian Sports Association and the Refugee Aid have worked well to increase the contributions of both persons and businesses. In 2019, 870,000 donors were deducted from gifts for over 4 billion. kr. Freedom Norway writes on its website that they want to extend the scheme and that the deductible amount should be raised to NOK 100000. So the government is going the other way. I see that the Central Party representatives, my good colleagues in the committee, are trying in readers' letters to defend the fact that their party is now saying no to schemes that stimulate private donors to contribute to culture and volunteering. But they reverse the whole problem of the reduction in tax deductions on their heads and say that the taxpayers who give some of the biggest gifts are able to reduce their tax deductions. They say that this is in line with the government's policy of equalizing differences. And as if that's not enough, they're performing to produce the halves of tax deductions from $50,000 to $25,000 as a significant increase in relation to the 2013 level, when the Solberg government took over. It'll be almost comical to read. In this case, they do not sacrifice volunteering – those who actually lose this – a single thought, and volunteering itself estimates that they can lose up to 400 million. kr annually on this change. The objective of the Solberg government, as opposed to the left, has been to strengthen the economic sustainability of culture through both public and private funding. Cultural life needs more economic support, and the government has therefore established new measures and mechanisms to strengthen the economic sustainability of the arts and culture sector in the last eight years. The gift-enhancing scheme, increased tax deductions, Talent Norway and the film-incentive scheme are all examples of this. The schemes have been a great success that has helped to strengthen the cultural budget by billions of dollars. For example, since its establishment in 2015, Talent Norway has contributed to building up talent initiatives worth more than 380 million. kr. The filmincentive scheme has had major ring-effects in the Norwegian film industry and the film industry in Norway. In addition, it has made it possible to build up competences and invest in national equipment, and it has proved to be a good tool for food growth and employment. We are positive that the scheme should now be looked at and further developed. The culture and experience it gives enriches us as human beings. Art and culture are part of our national infrastructure. The cultural institutions anchor us in our history, challenge us and open up to the unknown, and it is an important piece in the national democratic infrastructure. A key objective of cultural policy is to make it relevant, accessible and contribute to the participation of several of us in cultural activities. We want the experiences that culture gives us to reach out to people of all ages throughout the country. And to achieve this goal, we believe that it is essential to use all the good forces, so that the economy of cultural life is strengthened. Then we can't say no to private money worth billions, as the left-hand side is unfortunately doing in its budget.
