ParlaMint-NO_2021-10-27.ana.ud17e28	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2021-10-27.ana.ud17e1419	This government has been quite clear that we support NATO's strategic concept. The last time we sat in government, we got into it as part of our goal that NATO's goal would be a world without nuclear weapons. Then we got the Americans on it, and it shows that we've been a lot more offensive than the previous government has been on these questions. I notice that the representative is talking about verification as something the previous government was active on. Well, it was Gahr Støre who took the initiative in that area. What is important to me, and which has been important for the Workers' Party since we joined NATO in 1949, is to stand safe on the ground of NATO, to be loyal as a NATO member, but to be more offensive in disarmament policy than what has been traditional Right Policy.
ParlaMint-NO_2021-10-27.ana.ud17e1431	«In processing the settings of Prop. 14 S it was decided to call on the government to set up a wide-ranging professional and political defence commission in 2021 to assess the security policy challenges for Norway. [[2020-2021]] In the Hurdal platform, the government writes that it will set up a total emergency commission. How, then, do these two commissions relate?’
ParlaMint-NO_2021-10-27.ana.ud17e1438	Let me first thank Mr Elves for his question. Defence and preparedness mean a lot to Norway, and that, of course, also means a lot to the new government. Therefore, this government will follow the decision of the Storting to set up a Defence Commission this year. The Defence Commission shall assess the security policy challenges for Norway and contribute to the basis of the next long-term defence sector plan. The work on the mandate of this Commission was initiated by the previous government. I am also aiming, and I hope, to have good dialogue with all the parties in the Grand Duchy to get a mandate that has the widest possible political support, so that we have a broad anchoring of this work, as we have usually had in these kinds of matters. This was also done by the previous government in good dialogue with Stortinget. Thus, the government sees the need to look widely at how the overall resources of society should be set up to ensure adequate preparedness, and it should address a comprehensive preparedness commission. I'm not going to go into performing a lot of things, but it's clear that a total preparedness commission can include areas such as: water supply, we have just had a pandemic, we have issues related to organised crime, complex threats, digital and financial challenges or security, which are areas that will not fall under the Defence Commission. That's why it's also important to see these two in context, so the government wants to add up to closer cooperation between the Defence and the rest of society to strengthen our overall defence capabilities and our overall preparedness. The thematics of these two commissions are closely linked, and it is natural that we see them in context and inform each other in the further work.
ParlaMint-NO_2021-10-27.ana.ud17e1449	It is positive that the overall response capacities of society should be seen in the context of the Global Emergency Response Commission, and in particular how to maximise the use of scarce resources. Then my question is: why do you choose to weaken the capacity of the special forces and the preparedness for anti-terrorism by moving some of the helicopters from Rygge to Bardufoss, despite the fact that there is a unique technical advice that this resource will be used best in the location where it has now landed?
ParlaMint-NO_2021-10-27.ana.ud17e1454	Now we're probably on a slightly different topic, but the government doesn't intend to weaken the capacities and preparedness of the special forces. But to stick to what's the main question, what's going on at the Defence Commission, is the purpose of establishing two commissions to just see the relationship between these areas and the different needs we have, and the different challenges we face.
ParlaMint-NO_2021-10-27.ana.ud17e1461	It is reassuring to hear that there is no desire to weaken the operational capacity of the special forces, but there is nothing to suggest that neither the situation as regards technicians, pilots nor the quality of the hulls has become better than when this decision was taken. But back to the commissions: it's okay with a broad investigation of all aspects of this, and I assume that this will be the basis for the new long-term plan that is coming. It's coming up with a professional-military advice from the Chief of Defense, too, I think. If these commissions and the trade union councils conflict with each other, is this going in a different direction, which of these commissions and councils will the Minister of Defence give the most importance?
ParlaMint-NO_2021-10-27.ana.ud17e1468	First of all, let me stress that the Total Emergency Commission is being set up by the Ministry of Justice, not by the Ministry of Defence. As far as possible conflicts between different areas are concerned, it is precisely the government and the task of the Grand Duchy to make political priorities between different areas and to ensure both the security of defence and the preparedness we need in other areas of society, in the best possible way. These are political priorities that we will come back to, and I think we will have plenty of opportunity to discuss in the years to come.
ParlaMint-NO_2021-10-27.ana.ud17e1475	Question 12 has been answered in the past. Question 13 has been moved and answered before question 26. Then there is question 14, from Anne Kristine Linnestad to municipal and district minister Bjørn Arild Gram.
ParlaMint-NO_2021-10-27.ana.ud17e1485	Let me first welcome the Minister to the Chamber and to his first Question Time – there we are on the same line, this is also my first, on this page. ‘The Community has an obligation to follow illegal measures under the Planning and Building Act regardless of the age of the relationship. For municipalities, this can be seen as a burden, and it can make a huge error in practice for the inhabitants. This is particularly unfair to owners of immovable property if the unlawfulness has been committed by the former owner, far back in time. The Solberg government wanted to look at the instruments that the municipalities have and the obligation they have to follow-up measures in contravention of the plan. What is the view of the new Council of State on this issue?’
ParlaMint-NO_2021-10-27.ana.ud17e1494	All of them first: Thanks for the welcome, and in the same way. The Planning and Building Act gives municipalities both the opportunity and the responsibility to manage the areas for the good of society. This shall contribute to ensuring that development takes place in accordance with law, regulation and spatial plan, and through it also ensuring access to, inter alia, the public. forests, mountains and coast. The Planning and Building Act is also one of our most important cultural memories and environmental laws. Planning and building legislation constitutes a comprehensive regulatory framework. There's no way to avoid breaking the rules. Some illegalities are due to a lack of knowledge, while others deliberately violate the law. The rules on illegality follow-up include: justified on environmental grounds, on grounds of equality and on grounds of respect for legislation. Unlawful follow-up shall contribute to the prevention of adverse land use and construction activities, to secure sectoral interests, to ensure good quality in construction works and to have a general preventive effect. It shall not be profitable to take shortcuts or break the legislation. I understand that non-principal owners who have bought in good faith may find it difficult to have to reverse measures that have been taken a long time ago. The fact that municipalities can experience illegality as a burden is, in my opinion, a weaker argument, given the social tasks of municipalities under the Law on Planning and Building, and the importance of the law for so many people. The Planning and Building Act also provides the municipalities with good tools to clean up old illegalities in a way that does not necessarily get very intrusive for the owners affected. This applies, for example: through a spatial plan, an application for the post-implementation approval of the measure and a derogation. Municipalities may also refrain from persecuting minor illegalities. This is the result of the provision on illegality follow-up, as it says today. I believe that the provision on illegality follow-up is important in order not to weaken the respect of the law. However, local authorities may have some challenges in the practice of the provision, and it is important to see the full scope of the instruments they have in the follow-up to the illegality. I would therefore like to first of all look at whether the guidance can be improved, so that municipalities can get a better tool that can be used in the practice of the provision. But at the same time, I will follow developments in this area carefully and look into the legislation if necessary.
ParlaMint-NO_2021-10-27.ana.ud17e1509	I thank you for your answer. We have the exact same starting point: it should never pay to break the law in any field, rather this, and it should be right. As it is now, there are some changes of ownership that have occurred, and things may have arisen far back in time. Some municipalities have a bigger clearing job, if you can call it that, than other municipalities do. It may go so far as to ensure that, after cleaning up old conditions, the municipalities do not actually have time, or resources, to adopt new detailed control plans and new development plans. I am pleased with the answer given by the Council of State, but since he now says he will start a work, I wonder how he sees the progress of this work, and when we can wait a message back.
ParlaMint-NO_2021-10-27.ana.ud17e1518	We share a lot of the perception here. What I tried to find in my answer was that today's regulations give the municipalities a flexibility to approach this in a way that can also respond to the owners who have been non-profit when they have bought their properties. It will, of course, depend on a concrete assessment, but, as I said, there are opportunities to be able to approve measures in retrospect, to grant exemptions, to change the spatial plan, so that not all measures or illegalities you discover need to be re-established. Of course, the municipalities have to assess that. I cannot now give any concrete deadline for the work, but I want to look at the guidance and thank you for having made me aware of the issue.
ParlaMint-NO_2021-10-27.ana.ud17e1525	Thank you.
ParlaMint-NO_2021-10-27.ana.ud17e1533	Let me first congratulate the Council of State on a new and important task. I look forward to good cooperation here in Stortinget. This is a committee where there's a lot going on, so we may well be seen often in various contexts. So to the question: ‘One of the objectives of trust reform in the Hurdal platform is to reduce the use of market mechanisms in the welfare country. The government will reduce the use of the competences of businesses, social entrepreneurs and committed entrepreneurs that provide alternatives for those who do not want to use the public offer. How does the Council of State think that taking away from the municipalities parts of their local self-government, or depriving state businesses of the freedom to work in the way that they themselves wish to provide services where the needs and desires of the inhabitants are at the centre?’
ParlaMint-NO_2021-10-27.ana.ud17e1544	Thank you for your welcome. I also look forward to cooperation on important issues. A trust reform in the public sector is, among other things, an act of trust reform in the public sector. to provide staff at the meeting with users with space and confidence in the exercise of their profession without unnecessary documentation and reporting requirements or long chain of responsibility from policy-makers to those who meet users, to remove time and space of action in order to provide the best possible services. In the municipal sector, this will also be accompanied by confidence in local democracy. Comprehensive detailed management of the service provision will just generate reporting requirements and the need for control mechanisms. We need to develop the public sector and find smarter solutions to create long-term sustainability. The government's aim in the renewal of the public sector is to achieve more well-being and less administration, more local freedom and less detailed management. The premise on the question, about taking away local self-government from the municipalities, I therefore believe that it is wrong. Of course, municipalities have the freedom to choose the solutions they think are best based on local conditions and local policy priorities. The public also does not necessarily have to do all the tasks themselves, but the government wants to facilitate, in key welfare areas, long-term agreements with non-profit institutions based on quality rather than commercialisation and outsourced competition. In this context, there is also a desire to strengthen the space for local policy action. An example of this is the nursery sector. I will not foreshadow the concrete follow-up of the Storberget Committee, which the previous government put down, but there is reason to note that central in that setting is the proposal of greater municipal authority to manage capacity development across municipal and private owners and to ensure greater equality in obligations between municipal and private kindergartens. The government is now working on clarifying the further process of a trust reform, where dialogue with, among other things. the social partners, user organisations and others become central. The cooperation of the Parties will be fundamental.
ParlaMint-NO_2021-10-27.ana.ud17e1559	Just to follow this up with interaction: an interaction where we get the opportunity to use the skills of companies, social entrepreneurs or creative and committed entrepreneurs in a start-up enterprise, for that matter, is absolutely crucial for the local value creation and good services for the inhabitants, which I expect the Council of State is also concerned about. Then, as a follow-up to what the Council of State has now said, I would like to ask: Why does the government – thus also the Council of State – think that it is more right for the public to do the job itself than that we should continue to have a good interaction between public and private?
ParlaMint-NO_2021-10-27.ana.ud17e1564	There is a wide-ranging interaction between the public sector and various actors, both of a non-profit and a more commercial nature. No one wants us not to have such an interaction. For example, I can. show that government, both state and local government, is a very large buyer of goods and services today – for several hundred billion dollars a year. An example of how to facilitate this type of interaction is related to what is in the supplier development programme, where efforts are made to link municipal needs with the development of business. This is an initiative that was taken by the NHO and the KS in its time, where the State agency is also involved and helps to find new, innovative solutions.
ParlaMint-NO_2021-10-27.ana.ud17e1569	The Prime Minister recently said that a trust reform in the public sector is necessary. And although that's not my main question in this question-time question, I have to ask if it also concerns the trust of ordinary people. Let me illustrate this with an example: it says in the platform that you want to repeal the law on the authorisation system for free user choice. Does the Council of State feel that trust in the ordinary elderly is displayed when it becomes more difficult to choose who will come home to help with care and laundry? Is it to rely on the individual citizen and not least on the municipalities, given what services they can provide?
ParlaMint-NO_2021-10-27.ana.ud17e1574	As mentioned above, the government is now working on concreteising the further process of trust reform, but it is concretely referred to the interaction with user organisations in that work. So that's an example of definitely taking the user's wishes seriously. With regard to the question of free choice of user choice, I would just like to stress that there is an opportunity that has been in the law before the last change came. But you can actually look at the latest change, which probably came into force in September, as a narrowing of municipal autonomy, for the new rules that came, also laid down the rules on how the municipalities would conduct a free user choice, which had greater freedom before that amendment.
ParlaMint-NO_2021-10-27.ana.ud17e1581	We then go to question 16, from the representative Frank Edvard Sve to the Minister for Transport Jon-Ivar Nygård. The representative Sve is not to be seen in the Chamber, and we move on to question 17, which is from the representative Helge André Njåstad to the Minister for Transport Jon-Ivar Nygård. Helge André Njåstad is also not to be seen in the hall, and we go to question 18.
ParlaMint-NO_2021-10-27.ana.ud17e1589	I have the following questions for the Minister for Transport: ‘The Hurdal platform states that road development must be subject to political governance and public ownership. In what way does the Council of State think this is not the case today?’
ParlaMint-NO_2021-10-27.ana.ud17e1598	The representative's question suggests that the Hurdal platform says we do not have political governance and public ownership for road development today. There's an inaccurate reading of the platform. I therefore allow myself to quote the section in question in its entirety: ‘Better roads bring greater benefits to society in terms of reduced costs to users as a result of better accessibility. The Government believes that infrastructure development needs to be implemented in a way that gives the most return to money and that large public investment in infrastructure should contribute to local and regional jobs. The Government considers that road development must be subject to political governance and public ownership.» It is important for this government to have political governance and public ownership for road development. Establishing this in the platform provides a clear direction for the government’s work, e.g. when we are to follow up the government's will-point that the government will: ‘Implementation of the organisation, operation and maintenance of roads. [sic] with the background that more and more builders and weighers are at risk of increased costs, more fragmented professional environments and less coherent development.» At the same time, I would like to remind you that the Hurdal platform states that the government will ensure that tenders for the construction of transport projects are designed so that local and regional actors can participate, and that the government will ensure that transport investments strengthen Norwegian companies with Norwegian wage and working conditions. In other words, the government platform is aware that, within the governance we are going to do from a political point of view, and on behalf of the public road builders, the State Road Administration and the New Roads, it will of course continue to be entrusted to private operators to develop roads.
ParlaMint-NO_2021-10-27.ana.ud17e1617	There was a little bit of a rush on both of us, this. Of course, I would like to congratulate the new Council of State on the job, and I look forward to good cooperation. I was also going to quote the passage that the Council of State even quoted, because it says it very wisely. It was just the last sentence I wondered about, because even though we separated Mesta from the State Road Service in 2003 and New Roads established in 2015, it has always been the Minister of Transport who has been the General Assembly and who has had the overall responsibility. It's the Stortinge that adopts the road development. This is not the way it is in any country, such as the United Kingdom. in the United States, where I've been driving on toll roads, which is 100 pst. Privately funded. No one in Norway has mentioned that. So then we can safely establish that it will continue as before, and I also hope that the Council of State will look closely at the portfolio that New Veier has, and make sure that they are allowed to move on, because it has given tens of billions of savings.
ParlaMint-NO_2021-10-27.ana.ud17e1624	I don't really have that many comments about what Greece is saying here. We agree on the main envelope of what was said here.
ParlaMint-NO_2021-10-27.ana.ud17e1629	Thank you for that. Then I expect the Council of State to join everything I said, including that about New Roads, and that we will benefit from this in the future. My point, and the right point, is that as long as we have a public road sector that is subject to public and political governance and control, it is the means we use to get the most out of the money, as it says in the Hurdal platform, which is crucial. Then it is important that one makes sure that the models that have been shown to give effect are put into service. Now, the State Road Service has also been given greater use of portfolio management, which may result in more efficient road construction. We have certainly experienced various road projects that have gone a bit off the ground. E16 to Hen Foss e.g. I'm in the middle of something. Getting a flow in this, making sure that the cars come out, that the transportation of goods comes out, becomes a main goal for the right over the next four years. I hope the Council of State joins in.
ParlaMint-NO_2021-10-27.ana.ud17e1638	We are concerned that we should have an effective structure throughout the road, and that we should get the most out of the money. I don't think there's any disagreement about that in the Storting, nor between the parties. It says in our platform that we are going to have a review of the structure in this area, and that includes that we want to look at everything, but there are no concrete things I want to report about, for example. linked to Nye Weier, at present.
ParlaMint-NO_2021-10-27.ana.ud17e1643	The President will remind you that the representatives must be present in the Chamber when it is their turn to have the floor. The normal thing is that the possibility of questions falls out when one is not present in the hall. Since the Council of State is still here, and has prepared to answer the questions, the President will nevertheless allow the two who were not present to ask their questions. Then is the next question from Frank Edvard Sve to Minister of Transport Jon-Ivar Nygård. Here you go.
ParlaMint-NO_2021-10-27.ana.ud17e1653	I'm sorry, President, but we have to learn. The road gets there as we go, and we're going to take it to ourselves. ‘It is claimed by the Central Party and the Labour Party of its politicians in More and Romesdal that the county must cut significantly CO 2 emissions, and they have agreed that the county will become an environmental state no. 1st@item: inlistbox At the same time, politicians from these parties will also build a new E39 with the Møreak, almost 400 meters below the Romsdalsfjord and miles by tunnel, most of it run. Emissions will be foreshadowed by a new world record in the subsea tunnel by a possible realization of the Møreak. How can the Council of State explain that More and Romesdal should become an environmental state no. 1 By Building the Moorax?»
ParlaMint-NO_2021-10-27.ana.ud17e1665	The climate crisis is one of the most important challenges facing the world in the coming years. In line with the Hurdal platform, the government will provide an effective transport policy for the whole country, which reduces greenhouse gas emissions from the transport sector in line with our international climate commitments. The transport sector accounts for about one third of greenhouse gas emissions in Norway. National transport plan 2022-2033 sets out five main objectives for the transport sector over the next 12 years. Contributing to the achievement of Norway’s climate and environmental objectives is one of them. We propose that greenhouse gas emissions from the transport sector be halved by 2030. The main means of reducing greenhouse gas emissions from the transport sector is the CO 2 tax, turnover requirements for biofuels and public procurement requirements. National transport plan 2022-2033 prioritises a number of investment projects in all modes of transport. Projects that contribute much to one of the main objectives can contribute negatively to another. Some of the priority projects are intended to increase greenhouse gas emissions from transport, while others may lead to a reduction. National Transport Plans 2022-2033 build an ambition to halve emissions in the transport sector and contribute to the achievement of Norway’s climate objectives. More and Romesdal is one of the largest states measured after mainland exports and is important for national value creation. Priority should be given to projects that support this value creation. E39 Ålesund-Molde shall build up housing and labour markets between the two largest cities in the county. The project will also reduce travel time and facilitate transport through the county north-south. E136 is the most important route in and out of the county. Where the road goes along with the E39, it will be significantly repaired.
ParlaMint-NO_2021-10-27.ana.ud17e1679	I would like to thank you for your answer, and I would like to point out that one should cut a lot of CO 2 in the transport industry. Norges Lastebileier-Verbund has provided an estimate showing that over Romsdalsfjord it is on average about approx. 240 large car trains per day, which will release approx. 2 200 kilograms of CO 2, and in one year we're talking about 770,000 to 800,000 tonnes of CO 2. How can it help to reduce CO 2 emissions before transport?
ParlaMint-NO_2021-10-27.ana.ud17e1696	As I said, it's a whole. Some projects will contribute negatively, some will contribute positively. We look at the overall impact in the transport sector in the national transport plan when we are going to achieve/implement these objectives.
ParlaMint-NO_2021-10-27.ana.ud17e1701	What in this way makes the Møreak even worse when it comes to the environment and emissions is that that road should pass and sometimes also pass through the city of Molde. One knows that large combinations of vehicles have to go from 80 kilometers and maybe down to zero, there are six laps there, and that will also lead to extra emissions. How can there be a good basis for cutting CO 2, such as the Council of State?
ParlaMint-NO_2021-10-27.ana.ud17e1709	I want to remind the representative that there has been a long process in advance here, a planning process that has at least been going on back to 2010. A regulatory plan for fjord crossings has been adopted and work is under way on the regulation plan north and south of it. On the Breivika–Örskog mountain you are about to start planning according to the Law on Planning and Building. So here you've put a huge amount of time and resources into a project that's approaching start-up.
ParlaMint-NO_2021-10-27.ana.ud17e1714	Then we give the same reason for question 17.
ParlaMint-NO_2021-10-27.ana.ud17e1722	‘In the election campaign in Hordaland, the government party of the Workers' Party and the Center Party are talking to each other about Hordfast. There, the Labour Party's representatives stressed the firmness of the line and the concept, talking to the Center Party's candidates about rematching the line. The Hurdal platform does not refer to Hordfast, so it is important for further progress to clarify which party’s view is leading for the government’s holding. Is it the Labour Party or the Center Party that the government is listening to in the election campaign?’
ParlaMint-NO_2021-10-27.ana.ud17e1729	On 3 September this year, the Government of Solberg promoted a proposal on the investigation and planning of the Hordfast project. I Prop. 208 S for 2020-2021 will be encouraged to decide that the project will be further planned in line with the agreed framework for the project. This implies that it is the treatment of this proposition in Stortinget that will preface the further development of this project. I'm going to deal with that.
ParlaMint-NO_2021-10-27.ana.ud17e1734	I thank you for the answer and interpret it as if the government were not withdrawing that proposition, and therefore is behind the government of Solberg when it came to trajectory. Then I just ask clearly whether it's government's policy that they're behind that proposition, that is, that a very middle line, and that it's not going to take two to three years with new planning, which the Center Party has been talking about. Can the Council of State confirm that what the Central Party said in the election campaign is not leading the government's stance?
ParlaMint-NO_2021-10-27.ana.ud17e1739	I can confirm that the proposition is not withdrawn, and I have full confidence that the parties in Stortinget, both the two government parties mentioned above and elsewhere, can find adequate solutions to deal with this matter.
ParlaMint-NO_2021-10-27.ana.ud17e1744	I thank you again for the answer and interpret it as the government is behind it. I expect that the government party in the Stortinget, which is also behind what is the government's hold, has cleared up all the uncertainty about the trasé for Hordfast, that both the outgoing government, the Progress Party and the new government are clear that one should build the middle line that has been planned for a long time, and that one suggests that the debate on new trasé has been removed once and for all.
ParlaMint-NO_2021-10-27.ana.ud17e1749	I do not have the approach that I want to prejudge the treatment in Stortinget, so I trust that our parties in Stortinget will find good solutions in this matter.
ParlaMint-NO_2021-10-27.ana.ud17e1754	Then we go back to the normal order of the questions. The next question is question 19.
ParlaMint-NO_2021-10-27.ana.ud17e1762	Holidays and ferry prices have for a long time been highly focused on us who live along the coast, and for one who has been state policy in Northernland for many years... [[President clubs]]
ParlaMint-NO_2021-10-27.ana.ud17e1767	The President reminds us that in the first post, the question is to be asked.
ParlaMint-NO_2021-10-27.ana.ud17e1772	Then I'll go to the question: ‘The Government Declaration states that a long-term wish for free ferries to island communities without mainland connections and on routes where there are fewer than 100000 passengers per year. If there are more than 100000 passengers per year, the price will be half. What is the point behind such discrimination between travellers and commuters?’
ParlaMint-NO_2021-10-27.ana.ud17e1781	The Hurdal platform states that the government wants to bet on ferries. The government will halve the price of highway ferries and highway ferries in the four-year period. It will have a major impact on the economy of ordinary people and on the costs of business. The platform also states that the government wishes to introduce a free ferry system for islands and other unconnected communities to the mainland, and also to make all ferry connections with less than 100000 passengers free of charge per year. The work on reducing tariffs is in progress. It started by revising the state budget for 2021, when the tariffs were reduced by 25 pst. in national road ferries, and funds were allocated to facilitate a corresponding reduction in county road ferries. The government will return to the Storting on how to follow up the reduction of ferry tariffs and other measures. A first follow-up report will appear in the additional issue of the State budget for 2022 in November this year.
ParlaMint-NO_2021-10-27.ana.ud17e1786	It's, like I started with, so for those who live along the coast and those who travel as tourists, it's hard to see the logic in terms of whether it's 100,000 travelers or fewer. If you live on Vega and have 70000 kroner in travel expenses, you still have 70000 kroner in travel expenses if there are more than 100000 passengers. Or to put it another way: if you live on Melbu and commute to Fiskebøl at work, you do it with a ferry that takes 40 minutes, and if you're going to drive around, you take 2 hours and 20 minutes. The cost is the same, and it's one of the ferry connections that won't get a 50 pst reduction, and the load for those who live there and are commuter, is getting significantly larger than for others. So the simple question is, what's behind the logic?
ParlaMint-NO_2021-10-27.ana.ud17e1791	We'll come back to how we're going to set up this system after an assessment and investigation in the department, so I don't have any basis to go into it any further than what I've already said.
ParlaMint-NO_2021-10-27.ana.ud17e1796	I hear that, and then we get to wait until the supplementary proposition comes, so that we might then see the logical idea behind such a targeted effort.
ParlaMint-NO_2021-10-27.ana.ud17e1801	Does the Council of State Nygård have any further comments?
ParlaMint-NO_2021-10-27.ana.ud17e1806	No, thank you.
ParlaMint-NO_2021-10-27.ana.ud17e1814	‘In NTP 2018-2029, for example, the Eastfold Railway was to be completed by 2034. The Hurdals Platform government now announces that the ambitions for the InterCity expansion in the East will be maintained in line with the 2013 decision, which will mean an acceleration to 2030. In recent years there have been dramatic increases in costs for the Eastfold Railway. What and what transport projects should the government deprioritise if this development is to be accelerated?"
ParlaMint-NO_2021-10-27.ana.ud17e1821	Let me first thank the representative Morten Stordalen for the opportunity to explain the government's ambitions for intercity development in general and the development of the Eastfold Railway in particular. The Hurdal platform is clear that the ambitions for intercity development, which was addressed at Stortinget in 2013, are firm. A progress plan for the development of intercity sections was presented in the 2013-2024 National Transport Plan. It shows that the government will undertake to develop the intercity sections so that train provision can be gradually improved even in the years before double tracks are realised on these sections. The NTP 2013-2024 Propulsion Plan — the target for the completion of each route — was very ambitious. The subsequent cross-political ambitions on behalf of the railway have also not been less ambitious. I would like to remind you that the government of Solberg in the National Transport Plan 2018-2029 itself presented a progress plan with specific years of completion of the intercity sections. Already in the following years, when the Directorate for Railways was going to put the transport plan into practice in its own action programme, it became clear that the plans had been tracked down and that progress was unrealistic. I think we can all agree that long-term planning is demanding. As the representative points out, after the submission of the national transport plan 2018-2029, significant cost increases have been achieved, particularly for the Eastfold Railway. We should therefore allow ourselves to adjust the map when it no longer matches the terrain. I would therefore like to commend my predecessor Knut Arild Hareide with the introduction of portfolio management in the transport sector. It's a grip on the government now that we're working on it. The aim is to be able to contribute to, inter alia: that Bane NOR shall have framework conditions enabling the most rational progress of the major projects located on the intercity sections to be made. At the same time, the phasing-in of new rail supply improvements needs to be adapted to the future economic space for action. We also have to make sure that we choose the right solutions for the future. I would like to remind the representative that the level of activity on the Norwegian railway is historically high. The Folloban is approaching completion, and we are on our way to expanding the double track on the Westfold track towards Tønsberg, the Dovrebane towards Hamar and the Eastfold track towards Moss. The completion of the first intercity deployment power packages will result in significant travel time improvements and increase the operational stability of the routes. It will provide a significant improvement in both internal and external intercity offers. However, it is regrettable to see that the progress in the development of the Eastfold Railway towards Fredrikstad and Sarpsborg now seems to have become more uncertain during the previous government. It will therefore be very important to turn all the stones in order to get offer improvements back on track, so that we can give the travellers in the Lower Glomma a better offer. There is something I would like to start by evaluating. As mentioned above, the level of activity on rail is high and it binds investment funds for many years to come. What concrete railway power packages there will then be room for prioritisation will be referred to by the government first in a new proposal to the national transport plan 2026-2035.
ParlaMint-NO_2021-10-27.ana.ud17e1844	Let me first thank the honorary minister for giving to the Progress Party's participation in the government in building up the railway, investing properly and giving money to it. The Eastfold Railway was supposed to cost $8.5 billion. kr below the red-green, it increased to 12 br. kr, then 40 brd. kr. At the same time, the Hurdal platform states that ‘[r]government believes that infrastructure development needs to be implemented in a way that gives the most money back’. I agree. I then believe the Minister for Transport that it gives the most return for the money to spend 28 billion. kr extra to get into Fredrikstad?
ParlaMint-NO_2021-10-27.ana.ud17e1853	As I said, we will be able to come back to how we should prioritise the remaining intercity sections when we roll the National Transport Plan, but we will constantly look for opportunities to fully implement the project.
ParlaMint-NO_2021-10-27.ana.ud17e1858	Then I realize that there is a slight misunderstanding in what is on the Hurdal platform, because it says that you have to deal with the 2013 decision, and there were double tracks all the way in the intercity triangle. History at the time showed that, among other things, in Tønsberg double tracks, where only one track has been used. One track you greeted at home has been unused for almost ten years because no money was allocated to what was absolutely essential, the signalling system. Will the Council confirm that he will now use the money sensibly and build what is needed to meet frequency and schedule times?
ParlaMint-NO_2021-10-27.ana.ud17e1867	The most important thing for us is to get up a good train offer for everyone along the intercity sections. There's good reason to think that this will involve the development of double tracks, but we don't exclude anything in the process we're in now.
ParlaMint-NO_2021-10-27.ana.ud17e1875	First, I would like to congratulate the Council of State on the responsibility for Norway's most important industry. ‘The Hurdal platform reads as follows: ‘The electricisation of the socket shall be carried out as far as possible with sea wind or other renewable power produced on the socket.’ The industry itself says that the development of sea wind in Norwegian sea areas will not take place until the end of the 2020s, in which case mainly related to exports. What other sources of renewable electricity will the government focus on until it becomes relevant to exploit the power generation from sea wind?’»
ParlaMint-NO_2021-10-27.ana.ud17e1884	The government will conduct a fair climate policy that cuts emissions and creates jobs. In the Hurdal platform, we are also clear that the Norwegian petroleum industry is to be developed, not liquidated. We say that in cooperation with the industry we will ensure that the emissions from the production of oil and gas on the Norwegian base are cut by 50 pst. by 2030 and to net zero by 2050. To achieve this goal it is necessary to electrify on a Norwegian base. In the short term and by 2030, such electrification requires increased use of power from land. At the same time, we need to ensure sufficient renewable energy for new and existing industries on the mainland. Well-established key instruments in the Norwegian climate policy are the quota obligation and the CO 2 tax. The high cost of emissions gives companies strong self-interest in reducing emissions by increasing the use of electrification. As a result, force from countries can cause significant reductions in emissions from Norwegian pedestal. Projects may often lead to the need for action in the shore-based power grid. There is a significant potential to increase Norwegian power generation by expanding sea winds in the two open areas, Utsira North and Southern North Sea II. Technological development and cost reductions are needed to make power generation from Utsira Nord profitable. The government wants a stable level of activity on a Norwegian base, where we are gradually increasing the activity of new industries such as sea wind, capture and storage of CO 2, hydrogen, aquaculture and minerals. It takes a long time to plan complex operations on the base, whether sea wind or oil and gas. Therefore, it is also important to formulate these ambitions and objectives in the longer term. Hywind Tampen is an example that this technology can play an important role. The industry is also working on other solutions to supply installations on the base with renewable energy. In any case, sea winds must be supplemented by other solutions for the stability of the power supply. In the next decade, Norway will need more power and better transmission systems to build new green industries, electrify society and reach our climate goals. That is why we have warned that, among other things: will set down an Energy Commission to identify energy needs and propose increased energy production. The government has a clear objective that sufficient access to renewable energy will remain a competitive advantage for Norwegian industry and that we will achieve the climate objectives we have set ourselves. This means that we need more power generation and better networks between areas in Norway and that we need to facilitate these processes to play together.
ParlaMint-NO_2021-10-27.ana.ud17e1907	Thanks for the answer. It was honest and sincere, and it shows that the Hurdal platform may not be as true in its words as it is written – that an actually will use shore power over wind power to electrify the Norwegian base. This will have a major impact on security of supply on the country side, and especially in my constituency, we have major challenges associated with the creation of new industries due to power shortages. My question is, how will electrification and use of power from land be increased in order to electrify the socket and disrupt security of supply? And what will the government do in the short term – that is, before and by 2030 – to ensure that we have sufficient power both to electrify the Norwegian socket and to ensure that the West also has the power to establish new industries?
ParlaMint-NO_2021-10-27.ana.ud17e1914	I thank you, of course. I was a little quick instead, so I want to say a thousand thanks for the welcome to the Stortinget. What I want to say is that we have ambitious plans. I also want to remind you that the knowledge base we now have about sea winds is ten years old. This means that we need to rebuild it and identify which areas we, for example. can be opened to sea winds. So we have great ambitions, and we're now going through the hearing replies that we've been given. We're going to work effectively, but we're also going to have to hold our tongue right in our mouths, because this is an important new job that we're now going up. I very much appreciate the fact that the representative is concerned about this, but I would like to ask that these questions also be addressed in the Right Group meeting, for the representative represents a party that has run this policy for eight years.
ParlaMint-NO_2021-10-27.ana.ud17e1923	I thank you very much for your answer. We will follow closely, and I hope we can get a good cooperation in this field. What worries me was the vision of electrifying the Norwegian base with wind power. That's what I'm talking about right now is an ambition that the government actually rejects as a solution in the short term. So I thank you very much for the answer and look forward to a good cooperation.
