Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-0	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-443	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-447	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-AskyqXywUbiG9qv6We5WqJ	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-451	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-454	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-455	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-458	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-477	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-479	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-4SfQ4efNr7F3DReCaoJCmC	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-483	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-484	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-486	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-488	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-490	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-492	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-495	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-498	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-500	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-502	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-503	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-506	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-QxfxXADMYXnuQ4tS534mk2	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-509	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-511	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-512	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-QXaJvp8o7op9rULbwC6UJT	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-515	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-523	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-526	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-527	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-528	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-529	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-531	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q56743173	Teimouri, Arman	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-537	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-542	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-543	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-544	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-546	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-547	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-549	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-552	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-554	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-555	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-557	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-559	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-561	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-563	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-565	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-567	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-569	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-571	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
