ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u347	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u348	This amendment provides that the pass, whether a vaccine or a health pass, does not apply in the event of compelling family or health reasons, but it removes, by correlation, the precision that the pass does not apply in the event of an emergency. Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u349	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u350	It is also unfavourable. I would like to respond to Mr Jumel's comments, which were not related to the amendment but which I understand the meaning of. Although there are no systematic checks, random checks can be carried out. There is therefore no requirement for results in this area, but a check can occur at any time and on any route.
ParlaMint-FR_2022-01-05-O1110.u351	Mr Ugo Bernalicis has the floor.
ParlaMint-FR_2022-01-05-O1110.u352	This amendment proposes to remove the need for a virological test in the event of compelling reasons and I would like to ask the minister about this. We have asked ourselves a question in committee, to which we have not had an answer so far: how will the concept of an imperative motive be defined and what conditions of travel will therefore be?
ParlaMint-FR_2022-01-05-O1110.u353	I've already answered.
ParlaMint-FR_2022-01-05-O1110.u354	Today, when you arrive at a station, people come to scan your QR code even before you can present your ticket. In those times, deadlines are often forced. Will people who do not have a vaccination pass but who can justify a compelling reason to move have a QR code "imperious motive" in order to pass control? How will this happen in practice? Is it not a matter of pleasure for us to foresee an imperative motive which, in practice, cannot be verified?
ParlaMint-FR_2022-01-05-O1110.u355	Mr Sebastien Jumel has the floor.
ParlaMint-FR_2022-01-05-O1110.u356	The vaccination obligation that you put in place by this text places obligations on the citizen only, while making the vaccine compulsory – as our Socialist colleagues have advocated – would have placed obligations on the state of results and means. That's the difference. Your answer to the question of checks on trains, made impossible by the disappearance of the controllers, demonstrates this: the pass will be compulsory for our fellow citizens but the control will be random for the public authorities. I just wanted to stress this anomaly which seems to me to upset the health goals that you display.
ParlaMint-FR_2022-01-05-O1110.u357	I have before me five amendments, Nos 670, 364, 484, 620 and 646, which may be put to joint discussion. Amendments Nos 620 and 646 are identical. I call Mrs Michèle de Vaucouleurs to support Amendment No. 670.
ParlaMint-FR_2022-01-05-O1110.u358	In view of the deterioration of the health situation, I can understand that we want to restrict the conditions for access to non-essential activities by incentivising vaccination. My amendment is part of the continuation of our debate: I wonder about the relevance of a vaccination pass in interregional transport. Students are currently not subject to the health pass to attend their courses. If they have to move from one big city to another, as part of their studies, they will be subject to it, which I do not think is consistent. In the same way, and as Mr Jumel has pointed out, companies will not apply the vaccination pass, but people who have to travel between regions as part of their work will be subjected to it: this is also an inconsistency. Finally, my amendment also deals with judicial summonses: those who receive them will have to submit to the vaccination pass when they cannot be vaccinated within the time limit.
ParlaMint-FR_2022-01-05-O1110.u359	Amendment No 364 by Mr Le Fur is being defended. I call Mr Dupont-Aignan to support Amendment No. 484.
ParlaMint-FR_2022-01-05-O1110.u360	This is a withdrawal amendment, to add that the compelling reason may be of a professional nature. It is clear that there are professional obligations and that freedom to come and go should not be hindered. Our debate is absolutely surreal: we are discussing the modalities of a completely inapplicable bill that will disrupt society, pit one against another, make impossible the work of the controllers in transport, multiply paperwork, create a gas factory, and which is totally disproportionate to freedoms – I hope that the Constitutional Council will censor it, if there is still a Constitutional Council in this country! [["Ah! » on several benches of the LaREM group]] We are in an absolutely incredible situation. We can have all the debates of the earth on the vaccine, but how can we imagine that our freedom is conditioned to a subscription to still experimental injections? Mr Mélenchon was right to point out that all French people understood that the vaccine did not prevent transmission and that it would now take a new dose every three months and even, in the future, every two months. Finally, those who would most need the vaccine to protect themselves individually, i.e. those who are very old and fragile, will be able to exempt themselves from the obligations of the vaccination pass since they are not the ones who go to the restaurant very often or who take the train. So you're not targeting the people you claim to want to defend and protect. This is the fundamental problem: while the obligation to vaccinate should concern fragile people, you will multiply the constraints on young people who, in the absence of co-morbidity factors, might acquire natural immunity but who will refuse to be vaccinated continuously with the fourth, fifth and then sixth dose. This is unworthy of our Republic!
ParlaMint-FR_2022-01-05-O1110.u361	I call Mr Bernalicis to support Amendment No. 620.
ParlaMint-FR_2022-01-05-O1110.u362	It has been proposed to us by the National Board of Bars and provides for the exemption from vaccination, as well as for compelling reasons, of travel by way of summons of a court or administrative authority or by a professional of the law, for an act or step which cannot be carried out at a distance or for the exercise, by a professional of the law, of his ministry contributing to the exercise of the rights of the defence. Of course, it is an amendment of withdrawal – for our group, at least – but I want to defend it. You could tell me that he is satisfied and that no one will ever be denied entry to a court for lack of vaccination pass. However, in the third wave – if my memories are good – this had not been foreseen and some litigants had not been able to access the court. Remember, the lawyers had mobilized and the Government had had to amend the decrees to take this situation into account. The right to be defended seems important to us, as well as the possibility of going to the summons of a court, we propose that they may be included in the law as compelling grounds, without calling into question the need for a negative test. We believe it is essential to recall that the right to defence, in particular, is a fundamental right.
ParlaMint-FR_2022-01-05-O1110.u363	Mr Alain David has the floor to support Amendment No 646.
ParlaMint-FR_2022-01-05-O1110.u364	The aim of this withdrawal amendment is to extend the grounds allowing persons who cannot present a vaccination pass to use interregional transport to respond to the summons of a court or administrative authority, or to meet an appointment with a legal professional. We believe that it is essential to ensure that the rights of the defence in a case of justice are effective not only for the general population, but also for those who may have a vaccination pass. This amendment has been drafted in conjunction with the National Bar Council.
ParlaMint-FR_2022-01-05-O1110.u365	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u366	I would like to point out that here we are talking about cases where the sanitary pass applies to long-distance travel for compelling reasons. We have regularly limited this concept to family and health reasons, for example in section 2 of the Curfew Act of 31 May 2021. I would remind you that the rule is that of the vaccination pass, the health pass being intended to apply in exceptional situations and not in the course of regular activities. Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u367	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u368	Disadvantaged too.
ParlaMint-FR_2022-01-05-O1110.u369	Mr François Ruffin has the floor.
ParlaMint-FR_2022-01-05-O1110.u370	[[Protests on several benches of the LaREM and Dem groups]] I regret that the Prime Minister did not apologize to the national representative.
ParlaMint-FR_2022-01-05-O1110.u371	We don't have to apologize!
ParlaMint-FR_2022-01-05-O1110.u372	Stay with the amendment, please.
ParlaMint-FR_2022-01-05-O1110.u373	I'm coming, Madam President. He told us that this law was a continuous one, and on this point I agree with him: it is the continuity of the chicaneries.
ParlaMint-FR_2022-01-05-O1110.u374	Yes!
ParlaMint-FR_2022-01-05-O1110.u375	[[Nicolas Dupont-Aignan applauds]] [[Claims on several benches of the LaREM and Dem groups]] The debate is surreal: controllers will have to judge how people swallow their chips on the train! They'll have to determine if people have reasons that are compelling enough to get on the train! Our parliament is the parliament of the kingdom of Lilliput where Lilliputians wonder which side to chew the egg on!
ParlaMint-FR_2022-01-05-O1110.u376	We have the references we can!
ParlaMint-FR_2022-01-05-O1110.u377	[[Applause on the benches of the FI group. – Nicolas Dupont-Aignan also applauds]] The Defender of Rights said that these restrictions on access to transport hinder daily life and are discriminatory, and she said so even before President Macron made us know his desire to piss the French off. In reality, it is the entire opinion of the Defender of Rights that is confirmed by the sentence of President Macron: your goal is to piss the French off! This project confirms its fears, "by further accentuating the gradual shrinking of freedoms and by providing for a disguised vaccination obligation" without the effectiveness of these new measures intended to curb the spread of the epidemic being clearly established. It is not the opposition that says it, it is the Defender of Rights.
ParlaMint-FR_2022-01-05-O1110.u378	Mrs Cécile Untermaier has the floor.
ParlaMint-FR_2022-01-05-O1110.u379	[[Mr. Ugo Bernalicis applauds]] [[Applause on several SOC benches]] I thought, Mr rapporteur, that you would reply that my amendment and that of Mr Bernalicis were satisfied, because going to a court meeting or to a lawyer to discuss his defence seems to me to be an imperative motive. The point of our amendments is to clarify a situation which is of great concern to the National Bar Council. I want you to clarify whether this device is satisfied so that the NBC knows exactly what is happening.
ParlaMint-FR_2022-01-05-O1110.u380	The Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u381	Imperious motives will be defined by circular rather than by law, otherwise what would not appear in it could not be considered an imperative motive. All I can tell you is that the need to go to a judicial summons will be part of it. It was already a reason to leave during confinement.
ParlaMint-FR_2022-01-05-O1110.u382	No, it's been added!
ParlaMint-FR_2022-01-05-O1110.u383	Yes, Mr. Bernalicis; So rest assured. [[Applause on the benches of the LaREM and Dem groups]] Mr Ruffin, the simple fact that you are debating and that the subject of the vaccination pass makes a little noise allows us to make giant leaps in the protection of the French as the number of first vaccinations increases. He'd gone from 20,000 to 40,000 a day. I have just read the figures for today: we are beating a record that we have not reached since 1 October since 66,000 of our fellow citizens who were not vaccinated decided today – and I do not believe in chance – to receive their first injection.
ParlaMint-FR_2022-01-05-O1110.u384	While the vaccine pass is still not adopted!
ParlaMint-FR_2022-01-05-O1110.u385	[[Applause on several benches of the LaREM and Dem groups]] If we continue to do so for 70 or 75 days, we will be able to protect the entire French population from serious forms; That is the objective of this text.
ParlaMint-FR_2022-01-05-O1110.u386	We must therefore continue the debate!
ParlaMint-FR_2022-01-05-O1110.u387	I call Mrs Martine Wonner to support Amendment No. 349.
ParlaMint-FR_2022-01-05-O1110.u388	The aim of Mrs Lorho's withdrawal amendment is to present a test carried out up to 72 hours before moving in an emergency. As has been said, it can be very difficult to find a professional to obtain a medical certificate, but it can be just as difficult to get tested. It would therefore be reasonable to consider a test of less than three days as valid.
ParlaMint-FR_2022-01-05-O1110.u389	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u390	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u391	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u392	Same opinion.
ParlaMint-FR_2022-01-05-O1110.u393	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2022-01-05-O1110.u394	With regard to the tests, Minister, I have a fairly important or urgent question for you. It seems that Jean-Michel Blanquer's protocol has a flaw, considering that children are in contact with each other but not with the teacher.
ParlaMint-FR_2022-01-05-O1110.u395	It's out of the question; I won't answer.
ParlaMint-FR_2022-01-05-O1110.u396	If the teacher is positive, the children do not go to class, but there is no self-test distribution and they are not considered contact cases. Could you check and, if necessary, correct?
ParlaMint-FR_2022-01-05-O1110.u397	Mr Paul Molac has the floor.
ParlaMint-FR_2022-01-05-O1110.u398	My speech is not directly about the amendment, you will excuse me, but it did not seem necessary to make a point of order. I just want to say that my assistant, who is on the train, has just received this message from SNCF: "Following a government decision, the consumption of food and drink has been prohibited on board since 3 January and the catering service is closed. Please make your arrangements. »
ParlaMint-FR_2022-01-05-O1110.u399	Maybe it's just about Brittany?
ParlaMint-FR_2022-01-05-O1110.u400	I call Mr Borowczyk to support Amendment No. 395.
ParlaMint-FR_2022-01-05-O1110.u401	This is a clarification amendment. Shopping centres, which still fall under the Act of May 2021, may in certain circumstances be closed on the advice of the prefect of the department. Shopping centres, such as fairs, are places of passage where wearing the mask is mandatory. However, the calculation of surfaces has sometimes posed a problem of equity. In order to avoid any distortion of competition and to allow these shopping centres, which also sell essential goods, to remain open, we would like them to be excluded from the scope of the May 2021 law.
ParlaMint-FR_2022-01-05-O1110.u402	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u403	The wording we adopted under the August 5th Act is balanced and responds to the criticisms raised. First of all, the application of the health pass to shopping centres has been territorialised, since the pass has been introduced in the shopping centres of the departments where the incidence rate of the virus is highest, exceeding 200 per 100,000 inhabitants. A total of 118 shopping malls were involved in 27 departments. I would also like to remind you that all prefectural orders have been taken under conditions that guarantee people's access to essential goods and services. Access to transportation has also been taken into account, as required by the legislation we have passed. Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u404	On Amendment No 412, I have received a request for a public vote from the La France group. The vote is announced in the National Assembly. I have before me two amendments, Nos 192 and 674, which may be submitted to a joint debate. Mr Jean-Hugues Ratenon has the floor to support Amendment No. 192.
ParlaMint-FR_2022-01-05-O1110.u405	On several occasions since the beginning of this health crisis, I have defended the possibility for ultramarines to move from one department to another, but you have decided, on the order of the President of the Republic, to "wrong" them overseas. In fact, people from overseas countries who are not vaccinated can only go there for a compelling reason. Meanwhile, the vaccinated hexagonal tourists, even those carrying the virus, can go and come overseas, leading to a recontamination of our territories and, finally, the questioning of our freedoms following the declaration of the state of emergency and, unfortunately, the deaths that we deplore. How many ultramarines could not attend the funeral of a relative or a acquaintance for lack of an imperative motive? How many students, isolated in the Hexagon, could not return home for lack of a compelling motive? How many Reunions living in the Hexagonal territory could not spend the family holidays for lack of an imperative motive? Being from overseas and wanting to return to his native land to replenish himself, isn't that an imperative motive, Minister? [[Jean-Philippe Nilor and Martine Wonner applaud]] By this amendment, we call on the Government to put an end to this measure and to allow ultramarines with a family, material or moral interest in the overseas areas to travel freely on the basis of a negative test. To adopt my amendment is to stop bothering the overseas countries and territories.
ParlaMint-FR_2022-01-05-O1110.u406	I call Mr Olivier Serva to support Amendment No. 674.
ParlaMint-FR_2022-01-05-O1110.u407	I am talking about an archipelagic territory composed of the islands of Guadeloupe, Marie-Galante, des Saintes, La Désirade and by extension, the communities of Saint-Martin and Saint-Barthélemy. You are preparing with this text to paralyze the life and the island economy of thousands of Guadeloupees, mostly unvaccinated, who regularly take regional, air or sea transport to work. The fight against covid must not become the fight against TPE-SME (very small, small and medium-sized enterprises): we must not be mistaken in our fight. It is the grid of our local economy and the pool of our families. I'm here to talk about territorial continuity, geographical remoteness. By force of things, we work in interconnection with our neighbours, Martinique and Guyana. Since 2020, Guadeloupe's GDP has decreased by 3% as a result of containment measures. With this restriction on business travel, you re-establish the Guadeloupian entrepreneurs and employees, but without compensation from the State. Continue to use pedagogy and convince, offer all types of vaccines to this population so that they can choose, if they wish, a classic vaccine. Without adaptation, we will all lose. That is why, Minister, in a spirit of responsibility, I am proposing this amendment to allow ultramarine professionals to submit PCR or antigenic tests to move within their regional space when they invoke a compelling professional motive. It's a measure of common sense.
ParlaMint-FR_2022-01-05-O1110.u408	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u409	Your amendment would add two exceptions to the obligation to present a vaccination pass for unvaccinated persons travelling between the Overseas Territories: a personal imperative and a professional imperative. With regard to personal motives, it is too imprecise and seems to me to be covered by the family or health grounds already provided for. As far as the professional motive is concerned, I have already expressed myself on the issue and I do not see any grounds for treating a Paris-Marseille and another route between Cayenne and Fort-de-France differently, especially since the overseas territories are vulnerable to the virus and vaccination is the best chance of avoiding the terrible tragedy of this summer. Finally, I note that this amendment does not take up the derogation provided for in the event of an emergency. It therefore seems to me that there are fewer guarantees than paragraph 9. That's an unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u410	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u411	Same opinion.
ParlaMint-FR_2022-01-05-O1110.u412	Mrs Marine Le Pen has the floor.
ParlaMint-FR_2022-01-05-O1110.u413	I shall vote in favour of these two amendments. I would remind the rapporteur that the possibility of adapting the law to the particular situation in the overseas region is provided for in the Constitution. Therefore, it does not seem to me that the mere fact that these are special conditions suffices to remove them from a back of the hand. [[Nicolas Meizonnet applauds]] I can testify that the situation is totally shocking. Tomorrow we will prevent overseas compatriots from travelling with a simple negative test while I, who am triple vaccinated, did a test to get from Paris to Mayotte, another from Mayotte to La Réunion, then another from La Réunion to Paris. But not once – not once! – my tests have not been checked! If the aim is really to protect our overseas compatriots, the first thing to do would be to introduce a serious check on the tests that travellers are being asked for.
ParlaMint-FR_2022-01-05-O1110.u414	On Amendment No 109, I am seized by the independent UDI Group of a request for a public vote. The vote is announced in the National Assembly. Mr Jean-Philippe Nilor has the floor.
ParlaMint-FR_2022-01-05-O1110.u415	I would like to give my full support to the intelligent and sensible amendments which our colleagues, with their knowledge of the realities on the ground, submit to the National Assembly. The economy of the ultramarine territories is in the dark. Let us not yet, on the pretext of fighting covid-19, make their economic and social difficulties worse. The Group of the Democratic and Republican Left, to which I belong, will support these amendments, as will the Group of the European People's Party and the Group of the European People's Party.
ParlaMint-FR_2022-01-05-O1110.u416	Will you merge?
ParlaMint-FR_2022-01-05-O1110.u417	I call Mr Marilossian to support Amendment No. 226.
ParlaMint-FR_2022-01-05-O1110.u418	It aims to extend the obligation to present the vaccine pass to access to Parliament and to the legislative bodies of local and regional authorities. In order not to be excessive, it is specified that this obligation would apply only when the places concerned bring together a number of persons at least equal to a threshold defined by decree. It is a question of highlighting the issue of coherence and exemplaryness which forces us all on these benches. The aim is also to protect these assemblies, since the virus, as you know, enters the National Assembly as well as the Senate or the regional, departmental and municipal councils.
ParlaMint-FR_2022-01-05-O1110.u419	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u420	By virtue of the principle of autonomy of the assemblies, these measures are not subject to the law but to the rules of procedure of each of them. I note that the Bureau of the National Assembly has introduced the presentation of the sanitary pass under the conditions of common law applicable to establishments receiving from the public for visits, symposia and access to places of catering, excluding collective catering. As the Assembly votes the law, it is normal for it to apply it to itself; No difficulty on this point, but let us not insinuate the opposite. On the other hand, it would be tricky to go further. We know that some Members are not vaccinated – just listen to their speech. Should they be denied access to the Chamber and to deliberation? For let us be clear, that would be the consequence of this amendment if we adopted it. Even though I deplore the speeches in question, I do not forget that these Members also represent the people, including the 5 million people who are not vaccinated. That is why the constitutionality of the mechanism presented in this amendment seems to me to be very fragile. On this basis, I ask for the withdrawal or, failing that, I express an unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u421	I call Mr Eric Coquerel to support Amendment No. 412.
ParlaMint-FR_2022-01-05-O1110.u422	First of all, I would like to go back to the words of Minister Olivier Véran, who said earlier that the Government is right to impose the vaccination pass, since the French are being vaccinated again in numbers. I would like to draw your attention to the infantilizing side and to the lack of confidence in the people that such an argument covers. At some point, we should trust the French. This may also mean that the reasons why you encourage them to be vaccinated are not understood and, in this case, it is rather your policy that needs to be questioned. One thing is certain: no democracy can, in the long term, force a people to care permanently and regularly. If you go this way, you will raise an ethical and philosophical problem contrary to the desired effect. This amendment raises the issue of the purpose of the bill. The first objective, as Mr Castaner has pointed out, is to vote urgently for this law on the vaccination pass, taking into account the 330,000 people infected every day. The second, which has been widely translated by the President of the Republic, is to penalize and discriminate against unvaccinated persons. [[Mrs. Martine Wonner applauds. – Exclaims on several benches of the LaREM and Dem groups]] This amendment will show which option you will choose. You have no guarantee that a person with a negative test of less than 24 hours is more dangerous when it comes to the transmission of the virus than a vaccinated person – it may be the opposite. For the past week, ten people among my loved ones have been infected: they were all vaccinated and half of them had a complete vaccination course, including the third dose.
ParlaMint-FR_2022-01-05-O1110.u423	But none in the hospital!
ParlaMint-FR_2022-01-05-O1110.u424	We'll see the statistics later, but you know very well that vaccination doesn't guarantee non-contamination, while a negative test does it more.
ParlaMint-FR_2022-01-05-O1110.u425	That's not the point!
ParlaMint-FR_2022-01-05-O1110.u426	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u427	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u428	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u429	Disadvantaged too.
ParlaMint-FR_2022-01-05-O1110.u430	Mr Sebastien Nadot has the floor.
ParlaMint-FR_2022-01-05-O1110.u431	I listen carefully to the amendments one after the other, but I do not hear much to bring the 5 million French unvaccinated into the Republic. The pandemic brings death and the vaccine is in a good position to fight it. Nevertheless, what do you propose to fight against the social, psychological and citizen death of millions of us? In the absence of a real answer, I propose Bertolt Brecht's solution: "The people have, by their fault, lost the confidence of the government. And it is only by stepping up his efforts that he can regain it. Would it not then be easier for the government to dissolve the people and elect another? »
ParlaMint-FR_2022-01-05-O1110.u432	Mr Bruno Millienne has the floor.
ParlaMint-FR_2022-01-05-O1110.u433	Ladies and gentlemen of La France, you are constantly advocating vaccination on television sets or in the media – and I thank you for that. However, you are systematically defending arguments against the vaccine in this House. Being vaccinated or having a negative test of less than 24 hours is not the same, Mr. Coquerel.
ParlaMint-FR_2022-01-05-O1110.u434	Yes!
ParlaMint-FR_2022-01-05-O1110.u435	Yes, a test is better!
ParlaMint-FR_2022-01-05-O1110.u436	If you get the disease while you are not vaccinated, you may develop a serious form; Not with the vaccine.
ParlaMint-FR_2022-01-05-O1110.u437	We're talking about contamination right now!
ParlaMint-FR_2022-01-05-O1110.u438	[[Applause on a few benches of the Dem and LaREM groups; exclamations on the benches of the FI group]] Stop putting forward arguments that serve nothing but to confuse people. You advocate the all-va test and you go against the vaccines,...
ParlaMint-FR_2022-01-05-O1110.u439	No, no, no, no, no, no, no,
ParlaMint-FR_2022-01-05-O1110.u440	... in the same way that you are against the vaccination pass – we understand it well.
ParlaMint-FR_2022-01-05-O1110.u441	I put to the vote Amendment No. 412.
ParlaMint-FR_2022-01-05-O1110.u442	The result of the vote is as follows: Number of voters 246 Number of votes cast 234 Absolute majority 118 For adoption 65 Against 169
ParlaMint-FR_2022-01-05-O1110.u443	Mr Pierre Morel - À- L'Hussier, to support Amendment No. 109.
ParlaMint-FR_2022-01-05-O1110.u444	In recent months, the Minister for Labour, Employment and Integration and the Minister for Transformation and the Public Service have been advocating a massive use of telework. While I understand the value of promoting this mode of operation in times of health crisis, I do not agree with the obligation to do so or with the applicable sanctions. I would like to point out that telework was the subject of a European framework agreement signed by all the social partners in 2002, which was transcribed in 2005 into an interprofessional national agreement (ANI). Whatever the circumstances, this framework agreement sets an intangible rule: volunteering. Contrary to what I can read or hear, there is no right to telework even if, at present, an employer must justify its refusal to apply to an employee. It is therefore not possible to impose remote work, but simply to encourage it, which is quite different. My amendment aims to recall the intangible legal framework for telework. I would add that if you want to impose it, you distort the concept and further damage what constitutes an opportunity in terms of social relations. How, in fact, can an employee be required to telework even if he does not have the will to do so, is not psychologically prepared to do so, or lives in a studio that does not allow him to perform his professional activity properly? To impose three or four days a week at all costs is to place employees and employers face inextricable difficulties which will lead to litigation or even to sickness. [[Applause on the benches of the IDU-I group and on some benches of the LR group]] Furthermore, the creation of an administrative fine will lead to an employer and an employee jointly declaring their refusal to use telework, thus completely circumventing your text. If you want to impose telework, you will damage what is now an interesting development in relation to work relations. Let us therefore favour this device, but let us not impose it. I therefore invite you to give an opinion in favour of my amendment.
ParlaMint-FR_2022-01-05-O1110.u445	All right!
ParlaMint-FR_2022-01-05-O1110.u446	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u447	You prefer the encouragement of obligation.
ParlaMint-FR_2022-01-05-O1110.u448	Yes!
ParlaMint-FR_2022-01-05-O1110.u449	I simply recall that the employer has an obligation to protect the health of its employees. But we shall return to this issue when we consider the Government's amendment No. 680, as corrected, after Article 1. Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u450	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u451	Same opinion.
ParlaMint-FR_2022-01-05-O1110.u452	Mr Charles de Courson has the floor.
ParlaMint-FR_2022-01-05-O1110.u453	The amendment by our colleague Morel - À-L' Huissier is very important. You cannot, Mr rapporteur, get away with it by saying that we will discuss it after Article 1. To put it simply, the Government's amendment provides for a fine of EUR 1000 if the holder of a post that may give rise to telework does not work remotely. Nevertheless, our colleague's amendment recalls the legal basis for teleworking. There will be a protocol, you say, but a protocol is not a law! Besides, who will be responsible for sticking these fines? The unfortunate labour inspectors, who will come to companies to define the jobs that can be teleworked.
ParlaMint-FR_2022-01-05-O1110.u454	They're gonna come here to piss off the companies!
ParlaMint-FR_2022-01-05-O1110.u455	The procedure provides for a fine of EUR 1000, I repeat, by non-telework post.
ParlaMint-FR_2022-01-05-O1110.u456	Up to 50000 euros!
ParlaMint-FR_2022-01-05-O1110.u457	This device doesn't hold! In fact, if you maintain your position, we will be many to take to the Constitutional Council to recall one simple thing: telework, as Pierre Morel -À- L'Huissier pointed out, is a collective agreement, signed by establishment, company by company, etc., and not a governmental will. Unless, Mr. Minister, you explain to us an umpteenth time that you are aware of the inapplicability of your amendment, but that it is simply to encourage businesses to use telework? It is estimated that approximately 40% of the positions that would allow it are currently not teleworked. I don't know if you know the extent of the problem that our colleague has raised. Could you answer us, especially in terms of law?
ParlaMint-FR_2022-01-05-O1110.u458	Stop messing with the French!
ParlaMint-FR_2022-01-05-O1110.u459	Mr Christophe Naegelen has the floor.
ParlaMint-FR_2022-01-05-O1110.u460	[[Applause on a few benches of the IDU-I and LR groups. – Mr. Nicolas Meizonnet also applauds]] Mr rapporteur, you have said something very important: the employer has an obligation to protect the health of its employees. But what about their psychological health? Employees who do not want to benefit from telework must be taken into account, because in the first confinement they had to work at a distance, alone, in small apartments, sometimes with children, which has led to important consequences. We must protect the French. But, to paraphrase the President of the Republic, let's stop bothering companies! The reality is that they have many other things to do. Instead of mobilizing labour inspectors to control them, let them work! [[Applause on the benches of the IDU-I group and on some benches of the LR group]] You have to recognize your mistakes when you go too far. Let the employees and the entrepreneurs work together for the economic recovery of our country and let us know why keep.
ParlaMint-FR_2022-01-05-O1110.u461	I put to the vote Amendment No. 109.
ParlaMint-FR_2022-01-05-O1110.u462	The result of the vote is as follows: Number of voters 238 Number of votes cast 224 Absolute majority 113 For adoption 83 Against 141
ParlaMint-FR_2022-01-05-O1110.u463	Mr Ugo Bernalicis has the floor for a point of order.
ParlaMint-FR_2022-01-05-O1110.u464	It is based on Rule 100(7) on statements made, in particular by the rapporteur, when considering an amendment. [["Eh yes" on a few benches of the LR group]] I should like to point out that Amendment No 109 had not been discussed in committee, which did not prevent the rapporteur from giving his opinion. On the contrary, the previous amendment No 412 had been discussed in committee, but the rapporteur did not report on the discussion we had on this subject. This operation seems strange to me,...
ParlaMint-FR_2022-01-05-O1110.u465	New obstruction technique!
ParlaMint-FR_2022-01-05-O1110.u466	... especially since, on the question of testing, sometimes misleading arguments have been put forward on certain benches in the Chamber. It seems to me problematic that the rapporteur does not use his ability to speak and does not play his role, which is to report, even briefly, in two words, on the work of the committee. In this case, we are in a lubricating situation: it gives an opinion on something that has not been discussed in committee and does not do so on an amendment that has been discussed.
ParlaMint-FR_2022-01-05-O1110.u467	When an amendment has not been discussed in committee, it is common for the rapporteur to speak despite everything, but naturally on his own behalf. That being the case, he can make it clear.
ParlaMint-FR_2022-01-05-O1110.u468	That's better!
ParlaMint-FR_2022-01-05-O1110.u469	I call Mr Le Fur to support Amendment No. 356.
ParlaMint-FR_2022-01-05-O1110.u470	I would like to take advantage of this amendment to take stock not of our debates but, in substance, of the quinquennium.
ParlaMint-FR_2022-01-05-O1110.u471	Madam President, does this have anything to do with the amendment?
ParlaMint-FR_2022-01-05-O1110.u472	[[Mrs. Martine Wonner applauds]] A few months ago, the words that dominated were "benevolence," "inclusive society," "tolerance," or "right to error." Those were yesterday's words! From now on, we are talking about "sanctions", "obligation", "controls", "maximum trouble for the French". That's what this is about. [[Mrs Martine Wonner and Mr François Ruffin applaud]] [[Applause on the benches of the LR group and on a few benches of the SOC group. – Exclaims on several benches of the LaREM and Dem groups]] We even threaten the citizenship of some of our compatriots. They are treated as Untermenschens, sub-men, discussing their ability to be citizens. We don't want that! Believe me, we will not vote for a text that would have the effect of robbing some of our compatriots.
ParlaMint-FR_2022-01-05-O1110.u473	It's not winning for Pecress!
ParlaMint-FR_2022-01-05-O1110.u474	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u475	[[Applause on a few benches of the LaREM and Dem groups]] Madam President, is that indeed Amendment No 356 in question? Because you're talking about troubles, Mr Le Fur, while your amendment is about pregnancies and I don't see how a pregnancy could be a pain in the ass.
ParlaMint-FR_2022-01-05-O1110.u476	Depends.
ParlaMint-FR_2022-01-05-O1110.u477	According to the opinion of the National Agency for the Safety of Medicines and Health Products (ANSM), vaccination is authorised from the first trimester of pregnancy and the rest thereafter. Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u478	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u479	I don't know if MP Bazin is here, but like you, Mr Le Fur, he did a number of interventions yesterday on pregnant women and vaccination.
ParlaMint-FR_2022-01-05-O1110.u480	Madam President, Mr Cordier didn't put on his mask!
ParlaMint-FR_2022-01-05-O1110.u481	That's what's done. Mr Cordier handed it over.
