ParlaMint-NO_2011-06-16.ana.ud1149e148	The representative, Bent Höie, will put forward a proposal for a representative.
ParlaMint-NO_2011-06-16.ana.ud1149e4496	I would like to comment on some of the recordings that have been made. To Holmelid and structuring: when you describe a reality and then something completely different happens, you have to ask yourself, as a politician, if you are satisfied with what the state is like. In fact, the right doesn't think it can be like driving and painting a picture that's not there, and then something completely different happens out there. That's what we want to tackle. So it was the representative Bratli of the Nord-Trøndelag who was exemplaryly nuanced when she mentioned her meeting with farmers, because she had thus met with nutritionists in agriculture who had different perceptions of the red-green agricultural policy. It is in stark contrast to the desert migration that the representative of Aasland must have been on. It must have been a lonely trip. If it is true that only farmers who are satisfied with the red-green agricultural policy have been met, he has not taken many. We've also been out on the road, and we've met a lot of people who aren't so religiously convinced that it's right. There have been some recordings of the agri-tourism combination. Then we should remember that part of today's fiscal policy is actually not in the best interests of that combination. Both property taxes, inheritance taxes and property taxes are a type of tax that does not take into account profit or loss. The travel projects in combination with agriculture that we have in the country are very often large projects of hard work where it is not very profitable, so this type of tax is directly harmful to the effort that the red-greens bring forward as very exemplary, and like what is going to save the districts. It is most likely to contribute to job losses in districts as well. Finally, I would like to say a little bit about agriculture. If a diet is to be attractive, it must be that young people look a way into a diet, but at the same time it is that young people depend on looking a way out of the industry too, because things can change along the way. As agricultural policy is presented today, agriculture does not, in fact, appear to be an industry in which it is possible to enter and go out of business. That's a little bit of a problem. Therefore, poor recruitment to agriculture this year. Therefore, poor recruitment to agriculture in Norway. That's why we don't get young people into agriculture. Agricultural policy must do something about that. I do not register anything at the red-green preliminary that suggests that we are on the right track. It'll be exciting with an agricultural message, if it ever comes. I think the grips have to get there, but so far we haven't seen anything about it.
ParlaMint-NO_2011-06-16.ana.ud1149e4512	I have been following this debate from the office desk with increasing interest. It is not so easy to deal with people who are outside the agricultural family, because here the representatives are fighting to pay tribute to agriculture. In this respect, it seems to be a harmonious agreement that agriculture in Norway is something we want more of — and in all possible ways. All in all, it is clear that everyone who has spoken in the debate will do well for agriculture and all farmers. The disagreement appears primarily to be linked to the facts on the ground and the current situation. My starting point is that we've got a settlement that's impressively good, given the situation we're in, not least if we brief ourselves a little bit about what's the situation in other countries. At the same time, it is not good enough in relation to our offensive objectives and ambitions in terms of increasing sea level and in terms of reducing or stopping the decline in the number of farmers, in terms of maintaining a good structure and rural profile, etc. In this way, among other things: The representative, Lundteg, has a good point. But then it becomes very strange for me that SVs listen to representatives of the opposition, among other things. the right party, which seems to be actually the most offensive party. They want to take the red-green policy and fill it with something more, so that Norwegian agriculture gets stronger. Then it was a matter of hearing well after, I found out later, e.g. when Lars Myraune uses most of his contribution to signal that he wants more agriculture and stronger agricultural activity. Myraune, first of all, says that it is important that we in the agricultural policy in the future give less to those who ‘fall away in a few years at least’ – that is, that there is too much resources today and too much attention to many farmers that we know in the long term that we will get rid of in the industry. Secondly, Myraune says in his speech that part of the money now spent by the public should go to other businesses — i.e. less to agriculture. Two clear statements that show that the Right will less agricultural bet than the red-green!
ParlaMint-NO_2011-06-16.ana.ud1149e4525	There is one perspective that I think has been very lost in the debate, and that is the values that agriculture creates around the whole of Norway, because agriculture is the basis of a great industry, namely the food industry. The food industry, which has its base in Norwegian agricultural products, has 40,000 employees – only the production value is 113 billion. kr. If you take a pass and hit a radius five miles around where I live, in the bar, there are over 2,000 employees in the food industry. It is a huge industry in large parts of the country, which contributes to growth and development, innovation and value creation, and interesting jobs. I think it's a little strange that no more of the parties who have spoken have been involved in that part of agricultural policy, that having a national agricultural policy is the basis for having a living and good food industry around the whole of Norway. If part of the measures described here by both the Right and the Advance Party are implemented, there will be a number of lower national agricultural production and food production, and the food industry will lose its foundation. The Norwegian food industry is totally dependent on the fact that we have a national customs policy in which we dare to protect the Norwegian food market and provide good framework conditions. It depends entirely on our willingness and budgetary resources to produce around the whole of Norway, so that we have a varied food industry in different places. In connection with this agricultural settlement, we have taken an important step. We have removed the food production fee. In addition to customs, which we are willing to use, as well as budgetary resources that we are willing to use, we are also willing to use fiscal instruments to stimulate the Norwegian food industry, and indirectly Norwegian agriculture. If we take the slaughterhouse that is closest to where I live – at Rudhögda – it is approx. $13 million. kr has been saved because the government has now announced that it wants to remove the food production fee. It is a significant grip, and it is a significant tax haven for a food industry that has spread throughout Norway. That's just what I thought was missing, and I just wanted to take it with me. Norwegian agriculture means too many, and not least for us to have the country in which we are all so happy. And then finally, I just want to say one thing, and that's a fact: if we sum up the six agricultural operations that the red-green government has presented, the sum is going to be 7.8 billion. kr. If one sums up the six agricultural operations that were before the red-green government came, the sum is minus 48 million. kr. There has been a change of pace with a clear and completely new direction, and there is a completely different willingness to use political instruments. In today's debate we have also noticed that the Right and the Progress Party's prescription is cut and lower customs duties. It doesn't create growth, and it doesn't create development.
ParlaMint-NO_2011-06-16.ana.ud1149e4542	I would like to start by saying that I think there has been an interesting debate so far – a wide-ranging debate with many different posts that shows a great deal of clear differences between the different parties, and not least between the government options. I want to say it so that there are quite a number of challenges in this fantastic agriculture that we are concerned about, but at least they do not meet with forward-looking party policy. Let me just take a few points that are important. Torgeir Tåldal refers to the newspaper VG, which wrote on 17 May that costs increased by NOK 3 200. Then I just wanted to show that VG fixed it a few days later, and wrote that the price increase that the individual received was NOK 320. So if the representative Treldal hasn't brought it, he should at least take a look at it. So to the representative Tenden, who mentions that former Minister of Agriculture Sponheim did not change the system. It's wrong. He followed correctly the system that was established in 1950, but he changed the system during his time, as I also underlined. It was also the case under Sponheim that subsidies were given to the fur animal industry — so that it is also pointed out. We get a lot of stories about the situation in the industry, and I'm going to say nothing but that in many cases there are many who have challenges. The ones we're talking about are self-employed. Many are highly skilled and get good results with limited resources, but it is also them – like in other industries – that do not manage to exploit the resources they have to achieve the same good results. We see very large differences in economic results between seemingly very similar uses, and that of course means that there is a lot to get by doing things better in the industry – working better and using knowledge better. The authorities cannot assume responsibility for this. It's the independent farmer's own responsibility to do it. I would like to stress that when we now get everything from doomsday descriptions to gloss picture descriptions of this industry, I believe that the situation is something in between. But what is undeniable is that, as the representative, Mr. Schlagsvold Vedum said, we have changed the direction of Norwegian agricultural policy since we became a government. We've changed the device, and we've not least significantly improved the income possibilities.
ParlaMint-NO_2011-06-16.ana.ud1149e4555	SV’s representative, Alf Holmelid, challenged the Christian People’s Party on ‘structure development’. The Christian People's Party writes in its comments that the purpose of the agricultural aid is to maintain the pattern of housing, and that is to provide us with good and safe food – i.e. a living agriculture throughout the country. That's why the challenge that was given was surprising. In the setting we read that areas of scattered settlement have a decline in employment of over 40 pst. This shows that the government’s objective of maintaining rural agriculture has not been achieved. That's why the Christian People's Party is committed to improving the mechanism of the instruments, so that we get a living agriculture in the districts as well. And then, in addition to agricultural aid – such as the removal of wealth taxes on working capital, depreciation rates, the gradual removal of inheritance taxes, etc. – and an entrepreneurial income that does not decrease but increases – are important for the Christian People's Party.
ParlaMint-NO_2011-06-16.ana.ud1149e4564	This debate is part of the tradition – there is a traditional debate on the agricultural agreement. But it also reveals one thing, and there is great reason to expect the Stortinget to receive treatment for a new farm and food report. That is what is needed, that is what is being discussed here. And then it's actually like this: I haven't said that it's just going to be the praiseworthy mention of the red-green policy in the case of Norwegian agriculture. I didn't say that. But what I said was that in the time I have been silent and engaged in agricultural policy – and I have met many in the industry – I have not heard one representative who has stood up and wished for the response of the Right Party and the Progress Party to the agricultural policy of the future – not one. The debate here also reveals the unclear position of the members of the Group of the Progressive Democrats' own members on Norwegian agricultural policy, for what they say is that they want both-and-and-a-half. They will have a free, regulated agriculture where the market is to govern, but at the same time a strong state support for e.g. cooperatives, as we heard earlier today. That's kind of weird. So I look forward to the discussion when we get the agricultural message for treatment. That's when we have to expect the opposition to be able to respond to the choices they're actually taking. That's when I wonder how the Progress Party's policy is going to go together for Norwegian agriculture, when they say that deregulating and leaving it to the market will increase production in Norway. How will they do that? When I hear that the Progress Party compares Norwegian agriculture with agriculture in many other countries in the world, I wonder how they look at Norway in terms of geography, topography and climate, and what basis they have for the comparison they draw up in this debate. It's far from a real comparison. So I think it's important to stress -- I also think it comes out through the debate, and I said it in my speech -- that most of those who are in the industry, who have faith in the future, see great values in what they are doing, and they have a high degree of professional pride. Much of the opposition lacks a view of Norwegian farmers. I'm sorry.
ParlaMint-NO_2011-06-16.ana.ud1149e4575	I have followed the debate on the negotiations quite carefully. I think it's a bit touching on the concern of the Progress Party. You're against farmers, but for fur animals and chickens. It'll be almost like Dagbladet, who's against priests, but very for female priests. I also think it is in the presence of the representative Nesvik, where there was a touching concern for the poor in Africa. It is only visible every time we discuss agriculture. There are divided opinions on how agricultural production has been accepted, what conditions, what requirements are being met. That the committee has gone through in a very good way, so I'm not going to go into the details of this. But it is also a great disappointment for many. From the point of view of Agder, it is good that dairy farming is a priority, that cereals came strengthened out of the negotiations, and that it was decided to remove the food production fee and rather increase the target prices. But I believe that the reason why this settlement was not as well received by the peasants as the Council of State Breck and others had hoped, is closely linked to the expectation that now there would be a belief in the future in agriculture. The expectations that were created were not met. Agriculture is facing a generational shift. They have investment needs. How large it is has been discussed today, but that there is an investment need is clear. Some believe that there has been an evenly loud call from the farmers, so that the wholesalers no longer hear it. I hear a rather quiet warning. What happens when the last farmer locks the door in the village? Then I think there are many who are going to have an aha experience: we needed these to be a life force in our towns. So I think the disappointment here is that this didn't give a big enough boost to young people who really want to bet on agriculture, to get confidence in the future, to get an investment will and to create the recruitment that Norwegian agriculture needs. It is a shared responsibility for us who want living settlements, and perhaps now it hears the silent warner saying that somewhere the last farmer is going to lock the door, and then it might happen that we regret.
ParlaMint-NO_2011-06-16.ana.ud1149e4586	The representative Svein Fleet has had the word twice and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4589	First, to the representative, Battle Violence Vedum, who tries to rise above the common cluster in his post here, saying that no one is interested in either the food industry or Norwegian production for the food industry. Had he come a little earlier, he had heard that the Right touched it in his post. Then I want to say to the representative Holmelid, who challenges the opposition on what kind of structure you want. It is clear from a note from the government parties that there is concern about the structural development with which there is no plan or control, and that the agricultural message that we do not receive must deal with it. But instead you choose to challenge the opposition to the solutions. Finally, the representative of Aasland, whom I now perceive, has done nothing but repeat his message twice. There's a lot of people out there who have different opinions. Had e.g. The representative would have heard considerable nuances from those in the industry.
ParlaMint-NO_2011-06-16.ana.ud1149e4598	The representative Lillian Hansen has had the word twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4601	If there's something I don't like, there's someone putting words in my mouth that I haven't said. That is why the representative, Mr Träldal, should ensure the quality of what he says, because that was not right. I didn't say it would be cheaper food. The fact that the representative Treldal did not get it with him will not be my problem. Animal food as compared to the EU: in Norway, we use approx. 10 pst. of the income for food. In the EU, the percentage is significantly higher. But there are also big differences. So it's getting a little bit too light as the Träldal makes it.
ParlaMint-NO_2011-06-16.ana.ud1149e4606	There is no doubt that this year's agricultural policy was a very good agricultural policy. Some ask questions as to whether it was good enough. No, it will hardly ever be in relation to the ambitions we have for Norwegian agriculture. But it was a good guess that goes into the line of many good statements that have been after the red-green government took over. We have presented these figures during the debate here, which clearly show this. Then there are some people who have pointed out that the farmers are not happy, and some talk about the last farmer locking the door and leaving the village, and then first discovering a value in agriculture. In fact, this is not an ordinary paycheck. It is not such that the state can guarantee the farmer a certain income. But it is our task, which will have a living agriculture, to facilitate that it is possible through good and active operation to create a good way of life for agriculture. That is why it is very wrong for this one-sided — I would almost say the black measurement of the situation in Norwegian agriculture — to deprave Norwegian agriculture. On the contrary, we should rather talk up agriculture, get up the optimism and the give-up to get the most out of the framework conditions that lie there. We obviously have more objectives for agriculture, but above all it is that there should be food production, that we should be as self-sufficient in this country as possible. Had I been a farmer, I would have had the most focus on it in my argument, because that's what kind of gives self-esteem and pride of a driving production of perhaps the most important product that can be produced in this country. In addition, we have other intermediate objectives, namely that we should use agriculture as a district policy tool to maintain living areas, cultural landscapes, etc. That is why the turn that has taken place in agriculture is now, very important, simply that one has given priority to rural agriculture, grass-based agriculture, milk production, etc., as it has been. I believe that agriculture has a future ahead. Obviously, there will not be as many future employment in agriculture as it has been in the past. It's also a development year if second, unfortunately, can say. At the same time, however, there is a result of technological developments in agriculture, on the same lines as all other industries. But as has been pointed out earlier in the debate: it generates so much other activity, especially in the food industry, that agriculture is absolutely worth calling in the future.
ParlaMint-NO_2011-06-16.ana.ud1149e4618	For agriculture, there are probably conversations that have been going on in rooms other than this, which have been significantly more important than the discussion we have had. You'll have to come back to that on a later occasion. So you'll see. The representative Dagrun Eriksen was here and wanted to teach us a little bit about the Progress Party and how one looks at agriculture, and what is there. I can assure you that with the agricultural policy of the Progress Party, there will be many farmers in Norway. But it's going to be farmers who have changed. It's going to be an agriculture that will produce a lot of food, and you'll get good conditions for the production you're going to have. Today, under the leadership of the Centre Party in the Ministry of Agriculture, Norway has never had fewer farmers. We've never had fewer farmers. We have never produced more food than we do today. That is, with fewer farmers, as it is going to be in the future, we are also going to have a development in agriculture. We're going to produce more food, because technology and opportunities are going to make it possible. However, we cannot support the fact that today's debate has been marked by the fact that the government has not yet been able to deliver the agricultural message they themselves said they would deliver before the summer. That's what the debate is about, because there have been no visions from the Council of State, from the Red-Greens, telling us what agriculture will be like in the future. What we've been presented both through agriculture and through the debate, including the red-green side, is that they're excited to see what comes from the government. It must be quite frustrating. One thing is that it's frustrating for us as opposition not to see any result from the government. But it must be much worse for those who sit in position, and who don't know what's coming. Because that must be the reality, when we listen to the representatives of the red-green parties here who say they're waiting to see what's coming from the government. I really hope that you will at least be allowed to make representations to the government about the policy to be promoted. The chairman of the committee, Terje Aasland, was concerned that he had never met a farmer who asked for the policy of the Progress Party and the Right. Yes, I've met many of them. But it is possible that the representative of Aasland governs away from the places that you want to change, where you want more freedom, where you actually have faith in a market. When the fisheries agreements were removed and the subsidies were removed from the fishing industry, it was also a jam and complaint that now it really went wrong. No, let agriculture learn from the fishing industry, so we're going a step further.
ParlaMint-NO_2011-06-16.ana.ud1149e4631	When we turned red-green from crowns to percentage in last year's agriculture, one also called from this speaker chair from the right side: wolf, wolf! There was no way how dramatic this was for Norway's relationship with Europe and the world else. After all, we see that we were completely right in red-green. This did not result in any diplomatic, dramatic or great sanctions against our country. Today it is called "wolf, wolf" because the agricultural message will probably lead to a government change if ever it comes. It's not long since a warning "wolf, wolf" was due to oil extraction in the north, because then it was the problem. So we experience that the Progress Party claims that taking away over 7 billion. kr – I repeat: 7 billion. kr – from agriculture to lower prices! And they're concerned that cultural landscape care is going to be improved. With all due respect, this policy does not actually hang together. In any case, the representative Dale from the Progress Party was honest enough to say that the small ones should be used away with the policies of the Progress Party – they are occupied by the big ones. I must have a little visit to the agent Fleet too. For the Right, suddenly a self-contained agricultural message clarifying the Right’s position shall no longer be delivered. To this end, it is only to note that Right does not know and will not say whether they are in favour of or against milk quotas, whether they are in favour of or against reception obligations, or whether they are in favour of or against channelling policies, until the government has made its observations in the form of an agricultural message. No, we find that the Right has actually turned 180 degrees, and they're going to have a counter-message to what the government comes with, and no longer an independent agricultural message. Surprised? No, not from that edge. But it's interesting to bring it with you.
ParlaMint-NO_2011-06-16.ana.ud1149e4648	The representative Alf Egil Holmelid has had the word twice before and gets the word to a short remark, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4651	Mi small challenge of structure has led to the following clarification: the Progress Party will have more centralization, the Christian People's Party will have less centralization, and the Right will, according to the Fleet, not mean anything about it, in line with its new line of laying a little low in such difficult matters. So it's going to be exciting to see what the meat weight is finally going to be.
ParlaMint-NO_2011-06-16.ana.ud1149e4656	The representative Torgeir Tåldal has spoken twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4659	A few comments to articles. First to Lillian Hansen, who believes that I have put some words in her mouth, that she is talking about cheap food. The representative Hansen stood and read out milk prices that could reach 2,15 kroner and 2,30 kroner, but it is clear that in Lillian Hansen's and the Workers' Party's world is not milk food. So it's good to register. So to committee leader Terje Aasland, and also to Heggo, who says we're talking about different policies, because Dale had said something about co-operation. If they had heard what Dale said about the co-operation, they would have heard that he said that when you have such regulations and rules, it does, among other things. that you cannot be more than five owners of a joint venture. You also have rigid rules that tell you how many liters of milk you get. Dale said the exact same thing as we: we want to release the farmer. We want to let the farmer do it. If a baker is going to bake bread and he just gets to sell ten breads, he can't live off it.
ParlaMint-NO_2011-06-16.ana.ud1149e4666	It is my utmost intention to extend the debate, and it is of necessity. When the representative Heggø attacks the Right that we have clearly changed our mind about the agricultural notification, it is time that we corrected a little. The right has been talking about an alternative agricultural message since we started working with it well over a year ago – an alternative agricultural message that should be an alternative to the message that the government has notified them once. Then I understand that you wear out in the government parties, you don't agree on what to say in that message. That's why it's not coming. But it's kind of creepy that you're going to start biting right so we don't want to deliver. We've said that the intention of our alternative agricultural message is to give answers to the years of attacks, that we kiss, but will not tell what will be the result of our cuts. We need to provide an alternative agricultural message that corresponds to the message that the government comes with. After all, we've only asked the industry and the other actors to get the government parties ready and get out with the document, so that you can create a good policy that tells the industry a direction, and so that others can describe a policy that might explain a different direction. I think that is what agriculture wants. I think that's what the agricultural actors want, and I'm absolutely sure that farmers in agriculture are not satisfied with the amount we're now registering from the government.
ParlaMint-NO_2011-06-16.ana.ud1149e4675	The representative Per Olaf Lundtigen has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4678	The Progress Party wants a debate and wants to find its alternative. The representative of Harald T. Nesvik from More and Romsdal knows farmers who want to bet on the Advance Party, and what is then my outstretched hand here is that we can continue the debate anywhere in the country, anytime this summer. I'm going to be happy to sit down for discussion with the Progress Party, and he gets as many farmers together as one finds it possible to get, whether it's one or 100, we set up, and then we can debate, and then we keep going, and then we see who has the best arguments, and who's doing the best thing to create the greatest trust in the people who want to put time and energy on it to produce the most important thing, namely our food.
ParlaMint-NO_2011-06-16.ana.ud1149e4683	Irene Lange Nordahl has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4686	The Progress Party will frustrate agriculture with its proposals. It does not help with conversion aid, as proposed by the Progress Party, if the basis for agriculture in Norway is gone. The Right Party and the Advance Party have taken the aim of ruling together, possibly in cooperation with the Christian People's Party and the Left. This coalition, in the event of their being given power, will lead to a race of closures in the districts. This is agriculture aware of. That is why a red-green government must ensure that a forward-looking agricultural policy is established in the new agricultural communication. This country is aware of. This is a major theme across the country. That is why we need to arrive at an agricultural message that also creates optimism and confidence in the future in the country, and that is what this red-green government is going to do. Another government will result in a completely different result for agriculture.
ParlaMint-NO_2011-06-16.ana.ud1149e4694	I will try to end my contributions to this debate today. As I said, it has been everything from doomsday prophecies to glossy paint in this discussion. I think that reality is in the middle, as I also said in my previous post. We're using over 13 billion. kr over the state budget to help us have an agricultural policy throughout the country. The big challenge is that the Progress Party is proposing to remove 7.7 billion. kr. I also think it is a great challenge that the Right, which says correctly that they support a system of agricultural agreements, also proposes a cut of 2 billion. kr. We know that it will have serious consequences in today's situation to make such a big cut. I would also like to stress that when we talk about the use of budgetary resources, and that we are increasing the budget framework by over 350 million. kr with this agreement, we talk about prioritizing different good purposes in budgetary terms. We also need to take that with us, even if we want to help secure agriculture in the future and ensure an agriculture that contributes to employment and housing throughout the country. We give priority to grass-based livestock. That is a clear priority. We give priority to the districts, and it is a policy of distribution both geographically and between small and large that is important. So someone has said that we're going to take out more in price. We've taken out over 860 million. kr in price, and we can't isolate ourselves. Agriculture is also exposed to competition. Competition with imported products arises so that one cannot take out unconditionally in the market on his own. There are also limitations here, which we have to take with us. Prices cannot go all the way to heaven. We have to be competitive in food. I am concerned about import protection, but what ensures us the possibility of having a high price take-off, is import protection, the import protection that the Party attacks. In my view, there is still too much distance between those who are farming today and those who are working in other industries. It's the big challenge that we still have to work to do something about. As I said, we have increased the framework for Norwegian agriculture, and we have significantly increased income opportunities for independent farmers in the last five to six years, more than ever since the 1970s. My ambition, of course, is to contribute to the further development of this industry, both by providing an agricultural message and through good agricultural settlements in the future, so that it becomes even more robust and even more competitive, thereby reducing the take-off and ensuring production. It's over, thank you!
ParlaMint-NO_2011-06-16.ana.ud1149e4711	Harald T. Nesvik has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2011-06-16.ana.ud1149e4714	Just to follow up on a few of the last centrists who were on the pulpit, Lundtigen and Lange Nordahl. This measurement is already done in the municipalities. We do that at every choice. After all, the accession of the Central Party around us shows a clear response to how the strength ratio is also in the agricultural municipalities. What I want to say at the end of my speech is that there is one thing I think has been absent in the debate, and that is the consumer's perspective. We have had a debate related to farming and we have only talked about farmers' conditions. But I hope, at least, that the Council of State will at any time come with the agricultural notification – this time apparently until the fall, we will see if it is kept up – has a greater consumer perspective.
ParlaMint-NO_2011-06-16.ana.ud1149e4723	It was tempting to reply to the Council of State, Breck, who referred to the Right cut of 2 billion. kr, which he thought would have such enormous consequences. Firstly, I would like to point out that the right removed the investment fee when we last sat in government. It also had very serious consequences for agriculture and farmers when they were to invest. We know they have big problems today, so we want to do more in that direction. We want to remove regulations, which we know prevent positive agricultural developments. We want to create an investment fund, which will also benefit agriculture very well. We want to improve depreciation rates, and we want to remove the wealth tax on working capital. If it can't provide a better basis for both operation and investment, it's not a big deal we can do in agriculture. We can't go on like today. I'm absolutely sure we can compensate a lot with just these things.
ParlaMint-NO_2011-06-16.ana.ud1149e4730	I'm not going to extend the debate, I think. I just want to comment on the consumer perspective, which I had in mind in my post, and which was commented on by the Progress Party. In fact, what is relevant to this agricultural agreement and the matter we are dealing with now is that the assumed price increase for the consumer is on something less than 0.1 pst. I also said that in relation to the development of support for agriculture, it is clear that the consumer perspective and the caution to shift the cost to consumers should be taken with him. But it has to be a combination. Otherwise, I would say that if the challenge presented by the representative Lundtegen to the Progress Party was to be met by the Progress Party in some way during the summer, I see it as very positive if I too could be invited, because it is a bit exciting to challenge the Progress Party, as forming its agricultural policy from its love for New Zealand, where the average herd of cows is 337, while in Norway it is 19.
ParlaMint-NO_2011-06-16.ana.ud1149e4737	Several have not asked for the floor on case No. 16th@item: inlistbox [[See page 5003]]
ParlaMint-NO_2011-06-16.ana.ud1149e4753	I thought now I'd spend my 30 minutes, so we'd get a debate over and over again. The 2010 Annual Report of the Ombudsman’s Department of Defence shows a broad range of activities within the instructions and mandates given to it by the Stortinget. The name shall be the representative of the defence personnel, but it shall be equally important for those responsible for the first-time duty. A rapid review of the case shows that it may be especially boys and girls who are in first-time service, and in so far as also trained soldiers or branch agencies, who have performed first-time service, who use the Ombudsman’s name but also command and civil servants use the name. In 2010, the Ombudsman dealt with 107 registered cases. In addition, there are a number of requests where advice and guidance have been provided. Both the management of the defence and the employees' organisations agree that changes to the working situation are necessary. Official organisations still believe that the problems that exist are due to an imbalance between tasks and resources. The Ombudsman has commented for several years that the long-term phase of conversion is perceived as an additional burden on staff – and we understand that. The conversion also means that many people have to move, and I also think we should have respect for that. Nevertheless, the committee believes that the working environment in the defence sector is largely good. So a couple of things that apply to the soldiers in first-time duty. There are issues related to security clearance for guardians that seem to take a very long time. Here the Committee calls on the Ministry of Defence to take a particular look at this issue in order to avoid delays and, of course, to ensure the necessary security. The balance sheet is there, and we ask that we look at it separately. The second is guidelines for the implementation of equal terms of service, which were last revised in 2002 and launched in March 2003. The national authorities of the Security Council have taken note of the fact that more data subjects are subject to the obligation to provide services far beyond what is described in the Guidelines. The Committee agrees that the guidelines need to be reviewed and that the relevant guidelines need to be clarified. There are still too few women in Norwegian defence. I don't think there's been any particular increase in the last decade. I think there's still something over 7 pst., and it really was in 2001. But there is a slight increase in both girls taking first-time service, and in the employment of foreign personnel, so-called branch ladders, who have gone through the first-time service in advance. The Ombudsman concludes that women’s staff are well placed in the military environment, even if there is enough time left here. Then there's an area called the denominator, where there's a need to come up with some measures. The defence has problems in recruiting apprentices, while many young people on professional lines do not have apprenticeships. This mismatch has to be done with. I have received input from several sides, such as: Why not integrate the duty of protection into apprenticeship for students on professional lines? So that thought has also been passed on. The case is also important because the apprenticeship system of course provides a basis for recruiting the professional skills needed by the defence. So finally, the Committee expresses satisfaction in the vote on the work started to improve the situation of veterans who are suffering from sensitised injuries after participation in international operations. Since the second world war in Germany, Norway has had personnel in international military operations — 120 000 in total for 40 operations. That's part of it. These are men and women who have contributed to increasing stability in conflict zones. Participation in such operations also contributes to improving the global security situation, not least after we have received asymmetric warfare. Some of our soldiers have given the girlfriend they have, their own lives, in active military service out there. I am proud that the Stortinget, at the end of its presidency and on a proposal from the representative of Hagesetter, has decided to recognise and honor the Norwegian men and women who, with their lives, have contributed to international peace and security. A memory plate is now being set up in the staging building to honor our failings in international operations. With this, I recommend the unanimous vote of the Committee.
ParlaMint-NO_2011-06-16.ana.ud1149e4779	Several have not asked for the floor on case No. 17. [[Fotation, see page 5006]]
ParlaMint-NO_2011-06-16.ana.ud1149e4795	There have been many contentious issues in Stortinget today, so it's good to have a little break with a couple of unanimous issues from the Control and Constitutional Committee – before we go back to it. Review of the State Council's protocols is part of the constitutional control responsibilities of the Stortinget to investigate the government's activities. The Rules of Procedure require the Supervisory Committee and the Constitutional Committee to carry out these checks on behalf of the Storting. So this is kind of a half-yearly view, and it's often gone very quickly because there's been a few comments. This time — if you can use that term — it has been a little more exciting, even though it has been as exciting as the debate on agriculture earlier today. This period has had two dissidents in the government – so the period is the last six months of 2010. Both of these were concerned with the Data Storage Directive. The Committee has also reviewed the rules transmitted and has taken out two specific review regulations. Regulation No 9 July 2010 applies to: 1087 on compensation for restrictions on the use of demarcated pastures due to predatory game, and Regulation of 17 December 2010 on coordinated treatment against winter and spring 2011 salmoneus. None of these regulations has been found to make any comments, but they have been part of the regulatory review that the Committee has now committed itself to. We have also found hand inscriptions on the State Council Protocol on two occasions. One correction has been made due to a typographical error, and the other correction was made in relation to a paragraph reference. The Committee has addressed this issue by letter to the Prime Minister. The Prime Minister has responded to the practice of the Committee. The Committee has stated that it is the kgl. the resolution expressing the real will of the Council of State and agreeing with the Prime Minister that a person must exercise a particularly high degree of caution if he makes corrections in agreed kilograms. resolutions without re-examination by the Council of State. There is a new treatment in the Council of State that is the clear rule, even in relatively small changes. In addition, the Committee has received information relating to the appointment of ambassadors in specific missions. The general rule for the appointment of ambassadors, including ambassadors in special assignments, is that they are to be appointed to the Council of State. The first paragraph of Chapter 2 of Section 16 is quite clear that the general rule is that. However, in some special and very short-term missions of a ceremonial nature, the Ministry of Foreign Affairs may appoint such ambassadors on special missions. It is a common assumption that the use of that title is limited to the duration of the mission, and this should be specified in the individual case. The Committee addressed this issue with the Minister for Foreign Affairs, and the Minister for Foreign Affairs then explained the status of these appointments to the Committee. In the second half of 2010, six ambassadors were appointed without treatment in the Council of State. All titles are assigned from a specific date but without an end date. In addition to those appointed in the last six months of 2010, 12 persons were assigned the title of Ambassador in special assignments, one of them being fully retired from 2004. Eight of these twelve were from a certain date, but without the end date. Of those that had been awarded titles with a specified end date, the appointment was for all more than 16 months. The Committee has criticised this practice and has found reason to state that the general rule of the foreign policy, Chapter 2, Section 16, is that the appointment of ambassadors is also to be carried out on specific missions by the Council of State. The Committee has asked the Minister for Foreign Affairs to implement changes that bring these processes within the framework of the foreign policy. It is an important signal that the Minister of Foreign Affairs should take with him. In addition – and finally – this time we have also found reason to point to the need for the Committee to have access to the expanded candidate lists. We've pointed it out several times before, but still there are some departments that don't follow that call. I ask the Council of State who is present in the Chamber to take it back to their colleagues and ensure that one in the future is cleaned up in such a simple situation. Otherwise, the committee's position is unanimous on absolutely all points.
