ParlaMint-NO_2007-10-10.ana.ud1506e24	The representative of Laila Bavøy, who has been licensed, has once again taken the seat.
ParlaMint-NO_2007-10-10.ana.ud1506e982	I would like to address a question to the Minister of Knowledge: ‘The situation with the missing school books appears chaotic. NRK Hedmark reports on 17 September that the higher education schools in India have copied 1 million pages. The evening post writes on September 29 that students are without books in 16 subjects and are happy if they get them for Christmas. Copying is expensive for schools and also a critically poor solution for students. Does the State Council see the situation as dramatic as it appears, and what initiatives were taken to avoid the situation?’
ParlaMint-NO_2007-10-10.ana.ud1506e991	Free advanced education materials were introduced for Vg2 now in the autumn. The purchase of learning material is mainly through the conclusion by county councils of apprenticeship contracts following a tendering round. It has then usually been up to the schools to order the teaching materials they want, according to these agreements. The empowerment of schools to determine the teaching materials they want is linked to the principle of freedom of method in the Knowledge Promise. The purchase of educational material takes place through private-law agreements between the school owner and the seller of educational material, i.e. the point of sale of booksellers. Municipalities and county councils are not obliged to report on the purchase of educational material to the department. This year there have been major problems with the delivery of learning material to Vg2. The delivery problems are probably due to several reasons and a combination of these: Orders at schoolbooks have been late.The publishing centre has experienced major delivery problems. the application of barcodes and the application of barcodes has resulted in an additional flak neck. I look very seriously at the situation that has arisen. On 3 October I therefore had a meeting with representatives from the publishers and distributors of teaching materials to clarify the situation. I was then assured that all the material I ordered would be out with the students in a few weeks – two weeks, it was said, but I have given them one week extra. I want a new meeting with the publishers, distributors and the bookstore in the new year. In addition, in meeting the County Council, I would like to stress the need to start much earlier next year with the preparation and ordering of textbooks, so that it is with the publishers before. In this way, we can ensure that such problems that have arisen this year will not occur next harvest.
ParlaMint-NO_2007-10-10.ana.ud1506e1019	I am very pleased that the Council of State is taking up free teaching material, because it may seem that the situation has arisen as a result of poor follow-up to a political project. I have seen that the Council of State has been quoted as a fact that the patching has been a bend to get the books out. It's a little paradox for a government that's going to think the environment at all stages, that patching is going to be a problem. But it is not that we were not warned in advance that this was going to be a demanding reform. A lot of people told me about it in advance. At that time, I expected the Council of State to take initiatives for meetings and to get into the situation in good time before school. School starts in August. It should be assumed that books are in place for school start-ups. So the meeting to which the Council of State referred was held on 3 October. Then I have to ask: why didn't you take initiative with the industry earlier this summer to learn a little about how to actually deliver new school books?
ParlaMint-NO_2007-10-10.ana.ud1506e1026	Of course, since last autumn’s decision on the introduction of free learning material and how it was to be implemented, there has been a strong focus on this in the department. We have been assured that the publishers were on schedule, and that this was going to be handled as it should be handled. There are many different reasons why this fall has not been as we would have liked – late ordering, major problems with deliveries from distributors, and new computer systems that have not worked properly. We've got a lot of explanations and explanations from the many actors here. At the beginning of September, we got the impression that this was now manageable. That means we didn't call a meeting at the beginning of September, which we originally thought, because we thought this would be handled. So it turned out that it wasn't going to be handled. I assume that the publishers and the other operators in this market will comply with the insurance I have now received. But what might be equally important is that we agree that we're going to have new meetings in the New Year to go through this very carefully, look at all the challenges you've had this year, how they can be handled for the next year, so that when VG3 introduces free teaching materials for the next autumn, all the school books in the classroom are at school start.
ParlaMint-NO_2007-10-10.ana.ud1506e1033	I think that's very good. It was just to be lacking that one did not ensure that similar situations did not arise until next year. I hear that the department has focused heavily on this, but when you are surprised that the patching of books is a problem and a bottleneck in October, I can't quite understand that the focus has been so strong. The fact is, there are many students who have had an incredibly bad start in a school year. The student organisations have been out and asked that it be considered to compensate the students who have been affected, for example. with homework. Will the Council of State take concrete action to compensate the students who have been hit by the mess that has occurred around school books in the fall?
ParlaMint-NO_2007-10-10.ana.ud1506e1044	It is clear that there has been a very demanding situation in the school in the fall, and I very much appreciate the patience that, after all, has been demonstrated by teachers and students when they have met a very demanding situation. That's right what Gundersen's representative refers to, that hundreds of thousands have been taken, if not a million, copies to meet the problems that the textbooks weren't there. It is clear that this has been an additional stress factor for the school. So it's also the way – let me stress it – that the freedom of method that lies in the curriculum we have makes you not necessarily need textbooks. You can also use other sources. Many teachers have now used sources other than the traditional textbook to provide full education. But it is clear that the situation has been unsustainable, as I have stressed. We have now received assurances that the publishers and the other operators will deliver the books within a very short time. I assume that's what I'm going to do. The most important thing is the process we now agree on further, that from the next harvest in good time you will be assured that everything is as it should be: the books are produced and can be delivered to the school at school start.
ParlaMint-NO_2007-10-10.ana.ud1506e1055	I have this question for the Minister of Knowledge: ‘In what way will the Council of State ensure that minority children returning to Norwegian school after long stay in foreign schools receive an offer that is sufficiently adapted to them and has the Council of State assessed whether it is possible to look at further measures related to a possible system of foreign school verification?’
ParlaMint-NO_2007-10-10.ana.ud1506e1062	The Oslo College presented in May 2006 the report ‘Schooling in Pakistan — Children with a migrant background who attend school in their parents’ country of origin’. The report highlights both the positive and the negative aspects of schooling. As part of the follow-up to the report, the Directorate of Education, commissioned by the Ministry of Knowledge, has developed a teaching guide on foreign education. The guide, which was published this summer, gives useful tips to parents who consider sending their children to school in their country of origin. It is also intended as a support for school and kindergarten employees, and the supervisor shall serve as a starting point for dialogue between the supervisor and school or kindergarten on how they can cooperate in the run-up to, during and after stays abroad. The supervisor is per year. today translated into Turkish and Urdu, and it will also be translated into English and Somali. The report from the College shows that those who have managed to maintain their bilingual competence during their stay in Pakistan seem to be the most successful. The purpose of the State Complementary Education Grant Scheme is to provide students at foreign or international primary schools in Norway or abroad with support for supplementary education in, inter alia: Norwegian. The grant scheme may therefore contribute to the maintenance of the competence of students taking all or part of their primary education abroad in Norwegian during their stay abroad. In addition, there is reason to stress that all pupils in public schools in Norway are entitled to satisfactory benefits from training. If the individual student does not have a satisfactory benefit from his or her regular training, the school is obliged to offer specific measures. Current actions may be specific language training for pupils from linguistic minorities and special education. I can do it. currently do not see the need to establish a verification mechanism in respect of initial training abroad. In my opinion, it is important, however, that schools that receive new or former students in the middle of their schooling should monitor students, among other things. the level of competence in the profession so that appropriate action can be taken as quickly as possible, if necessary. Of course, such a survey can also help students to obtain the best possible benefit from the professional development they have had in school abroad. In this context, I can also mention that a survey tool related to the new curriculum in basic Norwegian has recently been completed. Nevertheless, it is important that schools have a resource perspective on students coming from schools in another country.
ParlaMint-NO_2007-10-10.ana.ud1506e1077	I am pleased with the answer, and am also pleased that the answer was given not only to me, but also in the presence of the Minister of Labour and Inclusion. My question has been raised because I am concerned about an important aspect of Norwegian integration policy, and also what the Council of State addressed in its response, namely adapted training. It started with the fact that we — in a country like ours, where there is a training obligation, but not a school obligation — got quite a lot of messages about hundreds of children who suddenly got away from school. Fortunately, it's sunk, so it's smaller now. I just want to ask the Council of State to see if you're going to have a cooperation project between the departments concerned and the municipalities concerned to see if you can further increase the insight into what's happening to these children who are going to be gone when they come back – not because I have something critical to say to the Council of State, because I think that's good, but because I think this is an area where we have to learn something all the way. Getting such concrete knowledge may also help to promote both the ideal of integration, prevent segregation and ensure what I know the Council of State said to me at the time of the answer, namely an adapted training for these students as well.
ParlaMint-NO_2007-10-10.ana.ud1506e1086	I am pleased with Mr Dørum's comments. Of course, it is a challenge for the school that many children are away in parts of the school year and do not receive the training they need, especially in Norwegian, in order to be able to master Norwegian society. This report from the College gives you a good knowledge of some of this. This isn't just a challenge, it's of course also a resource that we have bilingual children in Norwegian school, it's an advantage for our society. But Norwegian language is the most important to work in Norwegian society. Together with the Ministry of Labour and Inclusion, we have already taken the initiative for a project to be co-financed, which will start in 2009, in order to acquire further knowledge of schooling in the country of origin of parents, with the background of this report from the Oslo College to which reference is made. This will be a follow-up study for children and young people who have attended school in Pakistan, on how to continue their success in studies and careers in Norway. So there's already an initiative to gain more knowledge, but basically we're very open to see if things can be done in a better and even more successful way than what we're doing now, because this is a big challenge for us.
ParlaMint-NO_2007-10-10.ana.ud1506e1093	I thank you for your answer. Politics has many arenas. It's an arena for reflected dialogue. It's an arena for serious and cash opposition, and it's an arena for something in the middle. This is the arena for a necessary dialogue, because I think it's important. So the Council of State's answer that it's taken initiative, it's pleasing to me. I just want to encourage that cooperation between two important departments adds to every thought – thoughts that I believe the Council of State does not have – about who has the political color, when you sit down with, for example, the Council of State. Oslo Municipality, which is logical, with the large minority share of the Municipality of Oslo, and when the Government now bets both in Groruddalen and in Søndre Nordstrand, and the municipality of Drammen. Then you'll get very close to the groups that the Council of State talked about in the answer to me. If now the dialogue that has been created could evolve to include these important municipalities, with the large number of children there, we could perhaps go a step further in promoting a policy that better ensures us how we live with a multicultural Norway with rights and obligations for everyone, but also in promoting the ideals that I think the Council of State has presented very properly in its response to me.
ParlaMint-NO_2007-10-10.ana.ud1506e1100	I can confirm very clearly that making sure that everyone who lives in Norway can and master Norwegian does not have any political color. It's a question that our government is concerned about. We have done some grips that are different from that of the previous government, among other things. This is to introduce the curriculum in basic Norwegian, which we believe will help more children succeed in Norwegian schooling. But this isn't an ideological question, it's a question based on the knowledge we have at all times about what steps to take in school to make sure that more of our children learn and more of our children succeed. That is why I am very concerned that the municipality of Oslo, as the representative of Dørum addresses, is the municipality in Norway which has the greatest competence for bilingual children in school. The experience and knowledge of employees in the Municipality of Oslo, and of course also of political leadership, are crucial for the actions we will take in the future – some with the school alone, but some with the Ministry of Labour and Inclusion, which is, of course, the Ministry of Foreign Affairs in Norway. We are open to dialogue with the Municipality of Oslo and all the other good forces in school that allow us to give better and precise answers, under the same heading that I know the representative of Dørum share: more children will succeed in school, more children will learn in school, and we will take care of the cultural diversity we have in our society. It's a great enrichment.
ParlaMint-NO_2007-10-10.ana.ud1506e1111	I have a question for the Minister of Labour and Inclusion: ‘NAV’s National Standard for Interpreting Service states that ‘the Help Centre shall have available interpretation services and have appropriate procedures to provide users of interpreters with a coherent and predictable service independent of geography’. In Finnmark, the interpretation position has been unaccompanied in recent years and responsibility has been assigned to the interpreting service in Troms. During the autumn, all the permanent staff join the interpreters in Troms. What will the Council of State do to ensure a more predictable interpretation service in Finnmark and Troms?’
ParlaMint-NO_2007-10-10.ana.ud1506e1120	Auxiliary centre Troms took over the administration and operation of the interpretation area of Finnmark for approx. One year ago. The reason was that it was not possible to get applicants to one of the interpreters at the Finnish Aid Centre. The system that Troms took over has worked well, after I have been informed. I have been informed that the users in Finnmark have as good communication opportunities with Hilbemittelsentral Troms as with Hilbemittelsentral Finnmark in Lakselv. The users in Finnmark have been served mainly by freelance staff. There are five freelances in Troms and two in Finnmark who are operational per year. today. Assistive Technology Center Troms has three fixed interpretation positions. Two of them are on leave, and the third has resigned. Troms and Finnmark are therefore currently without fixed employees interpreting. However, I have been informed by the Employment and Welfare Directorate that the Helpdesk Troms these days are about to recruit two interpreters and an intermediary who, hopefully, can join quickly. Having said that, I would nevertheless point out that there is a need for a comprehensive review of the interpretation area. One problem is that the representative Lyskleätt has travelled, namely that in the more sparsely populated areas, such as Troms and Finnmark, it is difficult to cover unoccupied positions. After completing three years of education in Oslo, Bergen or Trondheim, many interpreters are again in these areas, including: because this is an established interpreting environment. I have entrusted the Directorate of Labour and Welfare with the task of initiating an investigative work in the field of interpreters. By the end of May next year at the latest, the Directorate shall provide a report providing a comprehensive and forward-looking overview of the field of interpretation and communication services with proposals for a comprehensive plan for the further development of the service provision.
ParlaMint-NO_2007-10-10.ana.ud1506e1131	I thank you for this answer. Hearing aids provided by the assistance centres include: telecommunications lines and audio transmission systems. This expenditure amounts to more than 100 million. kr per. years. Nevertheless, many of them experience The new elected representatives of the autumn that they cannot participate in local democracy under the same conditions as normal. What will the Council of State do to ensure that more public buildings are fitted with telecommunications lines and audio transmission systems?
ParlaMint-NO_2007-10-10.ana.ud1506e1138	I have to say that on the follow-up issue, we have now received a whole new theme, namely the dissemination of technical aids, which have nothing to do with deaf interpreters. If the representative wants a real answer to what we're doing in that area, I have to ask to get back to it, just to say that I very much agree that these are core tasks for the help centers. If it does not work well enough, there should be justified criticism of it, and then we must address it. I ask for an opportunity to come back with a detailed explanation of where we think we are going, and where we are going in this area.
ParlaMint-NO_2007-10-10.ana.ud1506e1143	Follow-up questions shall follow the main question.
ParlaMint-NO_2007-10-10.ana.ud1506e1146	I have one last follow-up question: In July 2006, the Directorate for Social Affairs and Health was commissioned by the Ministry of Labour and Inclusion and the Ministry of Health and Welfare to review the tasks of the Hearing Centres and to put forward concrete measures to ensure a good dissemination and follow-up of hearing aids and other hearing aids. The report was issued by the Directorate for Social and Health in August this year. One of the proposals of the Ministry of State Council is to introduce a grant for the purchase of hearing aids and, in practice, to privatise hearing aids in Norway. Is the Council of State prepared to follow up this proposal?
ParlaMint-NO_2007-10-10.ana.ud1506e1153	It started with the interpreter service – the Council of State can answer the question if he wants to.
ParlaMint-NO_2007-10-10.ana.ud1506e1156	I also wonder about the purpose of this type of question – it is not the spontaneous question time we are in now. Also in this area I ask to check the facts of the case, and then the representative will get an answer. I'm going to take the initiative on my own, so there's no need for any more follow-up. Then the representative will get a proper answer from me.
ParlaMint-NO_2007-10-10.ana.ud1506e1166	I will address the following questions to the Minister of Health and Welfare: ‘For a longer time, the Hospital Østfold has made significant investments in a new district psychiatric centre at the hospital in Halden, and the new offer should now have been opened and put into service. Because the Riksantikvaren in summer suddenly made a temporary bailout decision, the whole project has now stopped. As a result, a new and very important offer to patients in need is postponed indefinitely. What will the Council of State do to prevent patients from being harmed?’
ParlaMint-NO_2007-10-10.ana.ud1506e1175	I find it a pity that the new premises at Halden Hospital can't yet be used, so that one gets the different patient services together. As you know, the Hospital Østfold HF has been working since 2003 to improve the building mass at former Halden Hospital, among others. in order to co-locate the functions below the district psychiatric centre of the population in the Sarpsborg and Halden districts. A county-wide unit for the treatment of eating disorders shall, as is known, also be located here. Health South-East RHF has informed me that the patients at the DPS in Sarpsborg and Halden receive a satisfactory offer in the premises they have had for many years. Patients with eating disorders receive an offer in temporary premises in today's DPS Sarpsborg. In the case of construction bags, it is such that the Halden Hospital building was proposed to be protected in the preliminary health protection plan in January of this year, as the representative is well aware. After a dialogue between the Hospital Østfold HF and the Riksantikvaren in our particular Riksantikvaren this summer to make a formal temporary settlement of the building Halden Hospital. However, the Hospital Østfold HF has appealed the decision to the Ministry of the Environment. I trust that Health South-East RHF will take care of its responsibility independently of the outcome in this matter. I cannot intervene in the environmental protection authorities' handling of a safeguard case. But I allow myself to hope that conservation and treatment interests can be reconciled in this matter, so that patients in Østfold can benefit from the planned offer of not too long.
ParlaMint-NO_2007-10-10.ana.ud1506e1186	I thank the Council of State for the answer. This is the case in this case that this project has been going on for a longer time. It's invested close to 80 million. NOK, and it is a very long-term and valuable offer that is now really ready to be used. Curtains, furniture and bedspreads are in place. Employees have been given the necessary skills enhancement and are literally just tripping after they start. That's why this is a very boring situation and I guess it really shows that the Riksantik product here came too late. It is the state that owns and operates hospitals, and the Riksantikvar is also a state agency. So my follow-up question is going to be if one state sector doesn't know what the other one is doing.
ParlaMint-NO_2007-10-10.ana.ud1506e1195	I can join in all that the representative here says about the importance of getting this in place, and that it has been working for a very long time on this matter. I also share the representative's view that this will be a better offer than what is the situation today. So now the rules, as the representative also knows, are that as long as the matter is in the Ministry of the Environment, which is the Board of Appeal, I cannot intervene. But I repeat what I said in my main response, that I hope that as soon as possible you will find answers to this matter that will allow the treatment interests and conservation interests to be reconciled.
ParlaMint-NO_2007-10-10.ana.ud1506e1202	Some of the problem here is that the entire project will have to be postponed indefinitely if you do not agree with the complaint. As the Council of State points out, this matter is now under consideration in the Ministry of the Environment. My last question to the Council of State is whether she will, in addition to stating that this is a sin, and that she hopes that the patient treatment will be reconciled with the interests of the Riksantik product, contact her co-worker, the Minister of State for Environmental Protection, to make her understand that very important interests for patients are at stake here.
ParlaMint-NO_2007-10-10.ana.ud1506e1207	I cannot intervene in the matter, but I am absolutely sure that the Minister for the Environment knows how to get along with what I have said in the Chamber here – and we talk several times a week.
ParlaMint-NO_2007-10-10.ana.ud1506e1216	I would like to ask the Minister of Health: ‘Research and research show that a number of women who have had an abortion are struggling with anxiety, a large number of them are using strong drugs. Researcher Anne Nordal Broen says that talking to others is more difficult for women who have taken provoking abortion. Many women who take home abortion do this alone and without the knowledge of others. When we know a number of adverse effects for women, will the Council of State decide that medical abortion should only occur in hospitals, and after extensive information and advice?’
ParlaMint-NO_2007-10-10.ana.ud1506e1225	Feedback from regional health firms in 2006 showed that some hospitals have established an offer to selected groups of abortion-seeking women that the abortion could occur at home. Other hospitals want to establish such an offer. I would like to stress that even when this method is used, the treatment is directed by a hospital. The hospital has the medical-professional responsibility and both examines the women before treatment, initiates treatment and follows up the women afterwards. Whatever the method, the same information and advice requirements apply before women make their decision. The fact that hospitals offer selected patient groups to be at home under parts of the treatment — while the drugs work and the abortion takes place — does not deem the ministry to be contrary to the law on abortion § 3. The assumption is that the abortion takes place under the direction of the hospital investigating the patient, that the hospital has the medical professional responsibility for carrying out the abortion, and that there is an assessment of the suitability of the offer for the individual woman. The Ministry of Health and Health has asked the Directorate of Social and Health to make a professional assessment of whether this is a good medical offer for selected groups of women. The professional recommendation and evaluation of the Social and Health Directorate comes before Christmas this year. However, a scientific article has recently been published on the subject in the Norwegian Medical Association Journal, based on a study at Ullevål University Hospital. It showed that 90 of the 105 women who participated in the study and who carried out the abortion at home were very satisfied with the treatment. No serious complications were recorded. I would like to await the assessment of the directorate before I finally decide whether it is appropriate to clarify changes in the law. However, I take it very seriously that many women who have had a provoked abortion are struggling mentally. The study by the representative Davøy refers to shows that women who had chosen to commit an abortion are suffering more from guilt and shame than women who had abortion spontaneously. They also had more anxiety than those who had spontaneously aborted when it had passed over six months. Suffering if the authors can't say with certainty whether the mental distress was due to the abortion, or if they can be attributed to other conditions of these women's life situation, this is a serious finding, and I take it most seriously. However, it has not been demonstrated that women who commit a drug abortion at home are at higher risk of mental distress than women who are undergoing a provoked abortion in hospital. What is certain, however, and as the study shows, is that many women who have had abortions, and also women who have abortions spontaneously, have mental disorders for which they need follow-up. Whatever the cause of these plagues, women are entitled to follow-up from health care. The hospital counselling and guidance for women seeking abortion should include information on possible psychological reactions and information on the auxiliaries, so that women know where to turn to to get help if they get reactions at a later stage. If a woman is considered to be at risk and seafarer wants immediate follow-up, she must be referred to the follow-up of the permanent practitioner or other health professionals in the municipality. If necessary, she must also be referred to as a follow-up to mental health protection. For women who have been referred to hospitals by their permanent staff, it is to be expected that the permanent staff member has an awareness of this issue in their further follow-up to women. It shall be said that women who experience psychological reactions after an abortion shall have the same access to the professional auxiliaries as all others.
ParlaMint-NO_2007-10-10.ana.ud1506e1240	I thank the Council of State for the answer, but I am somewhat surprised that the Ministry of Social Affairs and Health, as it was earlier, wrote on 29 April 1998 a letter to the country's hospital where it was clearly interpreted § 3 of the law on abortion that medical abortion can only be carried out in institutions approved for carrying out abortions, i.e. either hospitals or approved institutions, institutions approved by the county doctor. I am nevertheless pleased that the Council of State says that she herself has not yet taken a final position on this matter, and I believe that we should have a political, a professional and a more public discussion about this. How can one and the same department come to two so different conclusions when it comes to interpreting a law?
ParlaMint-NO_2007-10-10.ana.ud1506e1247	I just repeat that the Ministry of Health and Health assesses it so that it does not conflict with the law we have per person. today. But as I said, I'm now awaiting the professional evaluation of the Social and Health Directorate, which is right around the corner, and then we're going to evaluate it afterwards. What is quite clear is that it is the hospital, which has medical responsibility, that has to inform, that has to give advice, that has to get started, that has to follow up and make sure that the woman in question comes to post-control and gets the necessary help and follow-up. Then we're going to have plenty of opportunity to discuss this in full, and I'm ready to join in. What is important here, and I agree with the Davøy representative, is that we have to make sure that the women who are struggling for abortions, whether they are drug problems, mental illness or other things, get the follow-up that is necessary. But again, it's not shown, at least not in the reports and studies we've seen so far, that those who commit the abortion at home have a higher risk of mental distress than those who are in hospitals. Ergo looks like there might be other reasons why there might be reactions, and we have to take that very seriously.
ParlaMint-NO_2007-10-10.ana.ud1506e1252	I might wonder a little bit about the answer, that you so easily sweep this away with home abortion, because it's just in such a case that a lot of women are all alone. It may be precisely in such situations that you have the opportunity to be alone, to stay at home alone, because in many cases you may not have dared to take this up with others. It's these women who may be the worst, because they're all alone. We have actually heard that from several, and it is not sustainable that women in such a difficult situation should be left to themselves. I believe that the aftermaths that have gradually emerged from completely new research, we need to take deeply seriously, and I hope that these facts will be considered very carefully when the Council of State will come to its final proposal.
ParlaMint-NO_2007-10-10.ana.ud1506e1257	Yes, all the facts will be carefully evaluated, and I'll just repeat that I'm taking the investigations we've seen, in the greatest seriousness. I've already agreed to a meeting with one of the professors behind the study on the relationship to drugs, Willy Pedersen, together with representatives of those who know a lot about mental health, because we have to see this in a broader context. So I guess we'll have plenty of opportunity to discuss whether it's related to home abortion, whether it's the hospital, what's the reason. We're going to have to get back to that. But what is important – and it is important for me to say – is that it is the hospital that is responsible before and after if it happens at home, and they have to assess it on a case-by-case basis. And then I also see that there may be a need to get the decision-makers to follow up even more. That's why I'm going to take the initiative of a meeting with the medical professional association of general practitioners to discuss how one can also strengthen the role of decision-makers in this context.
ParlaMint-NO_2007-10-10.ana.ud1506e1268	I have the following questions for the Minister of Health and Welfare: ‘The size has granted 604 million. to an exceptional programme to help those who, for various health reasons, are out of work, return to work. Can the Council of State explain how far the Government has come to implement the extraordinary programme?’
ParlaMint-NO_2007-10-10.ana.ud1506e1277	Getting the sick leave down is very important to the Government. It is about helping individuals and using community resources in the best possible way. As we know, together with the social partners, we have a historic promise to get people back to work. Based on St.prp. No 1 Appendix No 4 for 2006-2007 granted 604 million. kr to the scheme for the grant of health and rehabilitation services for sick persons, also called ‘Responders’. This is followed up by both the Ministry of Labour and Inclusion and the Ministry of Health and Welfare. Good processing is important because, as we put it, the system must continue, and the funds must be used effectively for that purpose. It has been a challenge for regional health businesses to set up exceptional offers where they have been required not to compete with regular offers and not to overstep normal rights spaces. There has also been a strong focus on establishing good systems to ensure control and traceability. The schemes involve many actors and need to be seen in conjunction with the other measures on the follow-up of sick leave and the amendment of rules from 1 March 2007. Because this year is $142 million. D allocated to the tasks of the Staff Regulations of Employment and Welfare, and 445 million. kr is allocated to the tasks of regional health establishments. In May, 773 registered persons were referred to various services provided by regional health establishments. At the end of June, 1602 persons were referred to and per person. September 12, 2,460. The State of employment and welfare will need a little longer than the health side to establish its services, including: as a result of the need to carry out procurement processes vis-à-vis operators in line with normal legislation. The Employment and Welfare Act has implemented day-to-day tendering procedures that are now under construction. Daily tender procedures will be completed in October this year. Regional health establishments are increasingly concluding agreements with private operators and agreements on the use of private operators have so far been concluded/planned for some 83 million. kr. These include the purchase of rehabilitation services mainly from private rehabilitation and training institutions. The need-monitoring carried out in the first phase of the scheme shows the greatest need for services for people with complex diseases. Diagnostics and treatment of such conditions are best addressed by establishing their own multidisciplinary outpatient clinics. Regional health businesses have been developing such varied services, and most will start in September and October. For example, Sunnaa’s hospital opened an outpatient clinic on 14 September, which will provide more adapted services for patients with complex and chronic conditions within the muscle/skeletal system and with possible additional psychological spasms. The decision-makers and others who can refer patients were early informed about the scheme. A major national information campaign will be launched this year in October/November. The target groups for the information will be the population, employers and the referees. The scheme is evaluated by Societal and Business Research to deliver the final report in spring 2009. Key aspects of the evaluation are the implementation process, the achievement of objectives, the relationship with the priority regulation, the responsibility of the Special Health Service Act and the socio-economic impact. The government is currently proposing to increase the appropriation by 138 million. kr in its proposal for a government budget for next year. We're suggesting that it be added to a two-stage distribution. That means 138 million. kr is made available for the Employment and Welfare Act and SEK 464 million. kr to the Ministry of Health and Welfare. The remaining funds, 140 million. kr, we propose to be distributed later based on experience in the development of the use of the funds and other needs and opportunities. Knowledge from the evaluation launched will be useful here. Together with the Ministry of Labour and Inclusion, we will have a high focus on monitoring and progress in regional health businesses and in the Employment and Welfare Act.
ParlaMint-NO_2007-10-10.ana.ud1506e1298	I thank the Council of State for a detailed answer. The Council of State itself stated that the label of this exceptional programme is ‘Repare back’. If you remember the history, the controversy about sick leave and sick pay and the agreement between the social partners, you're going to have to pay 604 million. kr be very focused, for one single purpose, namely to bring people back to work faster. Then it may surprise me a little bit that the Council of State is going so far in terms of describing the degree of complication of implementing this program. Will the Council not share my view that it would have been expected that the target would have been speeded up by exploiting the available capacity of private service providers, so that results had been speeded up?
ParlaMint-NO_2007-10-10.ana.ud1506e1307	I agree with the representative's salary that the whole purpose of this scheme is to get people back to work, and that it must be focused. It also requires that it be a good preparation, without repressing other patients who should also be treated, for example at our hospitals. So far, agreements have been reached to use 83 million. kr for the current year to private providers of the 445 million. kr that the Ministry of Health and Health has been allocated to this scheme. That's a pretty large proportion of the money that we have at our disposal. It's seaworthy because we believe that the private providers have offers that we need, and that, not least, the patients need. So it's deliberate policy on our part that we want to exploit the capacity, not least in many of our private rehabilitation institutions, of which we have many good ones. Some of them have had free capacity, and that's what we're now trying to fill up. We have done this as quickly as we think is proper in relation to the objective.
ParlaMint-NO_2007-10-10.ana.ud1506e1314	Once again, I thank the Council of State for the answer. It is known that during the last year, the queues of patients waiting for treatment in the specialist healthcare service have increased by 20,000. And it has to be assumed that among these 20,000, there is a not insignificant feature of people who belong to the category in which this program is coined. I see clearly the point of the Council of State that for some of these, there may be complex health disorders that require an organized approach. However, it must also be assumed that for a very large number of them there will be relatively distinct health problems, and there will be a relatively clear treatment he needs. Then the delay element is the lack of capacity of the public system. And then I have to repeat the question: will not the logical conclusion, in the opinion of the Council of State, be that you buy the treatment capacity where it exists, from private actors, because this does not cost other patients waiting in the public health queue? On the contrary, this will lead to further progress of other patients.
ParlaMint-NO_2007-10-10.ana.ud1506e1321	It is correct, as the representative of Wohnning says, that the queues have increased somewhat, but that in itself is not a problem. The fact that we can still treat more diseases means that we also get longer cows. But the waiting time, if one compares to when we took over, has gone down compared to what it was before, and that's what counts for them. For some patients, there are simple operations in which you are back — and they should be done as soon as possible. But what one has discovered so far is that there are actually quite a few who need more complex offers because they have complex diseases. And it'll necessarily take a little longer. But we buy treatment capacity where it exists — in private, as private hospitals and private training institutions, because we believe they are important supplements to public activities. There's nothing, neither ideologically nor anything else, that would tell us not to do it. Therefore, we also spend a lot of money on it – because we realize that they have a lot to do to get away from more of those in line.
ParlaMint-NO_2007-10-10.ana.ud1506e1328	Thus, today's map has been processed. Does anyone require a word before the meeting is cancelled? - The meeting's been cancelled.
