ParlaMint-NO_2007-06-01.ana.ud1321e51	The representative of Laila Bavøy, who has been licensed, has once again taken the seat.
ParlaMint-NO_2007-06-01.ana.ud1321e960	I thank the Council of State for the answer. It was a good review. A lot of things have been done, and as I said, it has been focused on the area. However, what is found in Norway almost daily is that the measures are not sufficient. Somehow they don't get there. One of the things that I've got clear input on is that the standard, the follow-up to standard and requirements, is not specific enough. I would encourage the Council of State to look at that again. There is a lot of discretion, as the Council of State had in mind, and I have received quite a number of reports that it is difficult to get through complaints, and that, as I said in the introduction, it becomes a claim against claims when you promote things. What we see in society, otherwise, is that we have a food control to control everything that has to do with food, we have a state car surveillance to check that the cars we drive are not too bad. We have controls in most areas. There is a lot of evidence that we do not reach the indoor climate. I would also like to draw attention to the fact that in February this year the SINTEF Building Research Institute and the Institute of Technology provided some studies on dust in new and renovated buildings. There were quite dramatic reports that dust levels were not being met. More than 60 pst. of renovated schools and 23 pst. of completely new schools had too much dust both in the hills and in the ventilation system for the rest when the buildings were put into service. Once very clear requirements have been set, and there are both regulations and laws that underline the importance of this, it just has to mean that a great deal is being done when construction is being built and when they are put into service. Here you could almost ask whether a type of right of return should not be introduced to new schools when they are to be taken over, depending on how tough the municipalities are when contracts are to be written. I look forward to the debate.
ParlaMint-NO_2007-06-01.ana.ud1321e975	As I said, effective and competent state supervision of good capacity is a crucial prerequisite for good control. Just to ensure that we have an effective supervision, and that works as we wish, we have started to improve the governance of the county. Let me also say that for several years now there has been a large-scale upgrading of the school building stock in Norway. After many years of – let's say – failing investment in school buildings, we have now seen a very renewal, not least through the 15 billion DKK to be completed this year, which is the country's loan to municipalities. As a result, many municipalities have now been refurbished. Then it can be thought, as the interpellant was about, that when the school owner takes over the construction from the contractor, there is not a thorough enough job in cleaning and the kind of stuff that concerns dust in the canals – or where it might be. In that case, it is a natural duty for those who order the building, to make sure to go through the building carefully to see that the contractor has made the building ready for learning. It is clear that in the case of a building to be used as a school, for the learning of our children, extra care must be taken before taking over the building and ensure that it is in a proper condition, not least as regards the challenges that the representative Gundersen has raised in the interpellation. In the depths it is such that this responsibility rests with local authorities. That means that we have supervisory authority through the county office. But it is clear that it is the individual business that must always be careful that this is all right. That means it's the school itself, the school owner, the people who have their jobs there, and the kids who together have to make sure that this is done in the best possible way. It is true that it is crucial for children’s learning that we have a school environment — and an indoor environment — that promotes and stimulates learning. The challenges that are not least related to asthma and allergies, which were also addressed by the representative, are significant, not only in school but also in society. This is probably due to the influence of many teams – without my being sure what the reason for this is. It is therefore also obvious that the school should have an environment which, at least, does not stimulate the development of this type of disease. I think we can agree on that. I too look forward to a good debate on this issue. Of course, the government is sensitive to – and interested in – knowing if there are things we can do in a better way.
ParlaMint-NO_2007-06-01.ana.ud1321e988	We have a responsibility to ensure that our children grow up in a safe, clean and healthy environment. A poor indoor climate in schools creates disease, plagues and, not least, poor concentration — thus weakening learning. A poor indoor climate gives poor well-being and can in turn lead to an increase in bullying. As the Minister of Knowledge briefed on, the Training Act states that all students are entitled to a school environment that takes into account their health, safety, well-being and learning situation. It is also stated that students should be involved in the planning and implementation of systematic work for a good indoor climate. Everyone also has the right to send a written complaint if the school environment does not meet the legal requirements. Just since I went to primary school, and it's not that many years ago, a lot has happened. Schools themselves have addressed indoor climate problems, and students have become more concerned with a better learning environment. In many lower-level primary schools and in the SFO, indoor schools have now been introduced, which has led to the recognition of the indoor climate by many. As the interpellant focuses on in its article, the number of children with asthma is worrying. I share those concerns. These children require a special follow-up from teachers. But of course, the indoor climate in schools will have a lot to say. Many small steps can be taken that lead to major improvements for each school and student. Norway’s Asthma and Allergy Associations focus on their website on a range of cheap measures that can be taken to improve the indoor climate. For asthma-treated students, good cleaning, regular aeration, sunscreening, dressing gowns, a low indoor temperature, removal of food residues and garbage, and the provision of dust collectors in addition to the introduction of indoor footwear, as mentioned above, will drastically improve indoor climate. The quality of indoor climate depends on a lot — location, design, when school was built and, where appropriate, renovation. It depends on the maintenance, operation and use and organisation of the outdoor and indoor areas. As school owners, the municipality and county council are legally obliged to ensure that the indoor climate in schools is good. In the past, poor municipal economy was one of the reasons why school buildings were demolished and old. From 2005 to 2008, the local government sector will have received a real increase in income of DKK 20 billion. With the red-green government, the municipal economy has been significantly strengthened, which in turn has resulted in municipalities having the opportunity to prioritize school, refurbish school buildings and replace old ventilation facilities. It is the county council that oversees the schools on behalf of the state, as the minister of knowledge mentioned in his statement. More measures have been put in place to strengthen the supervision of the county and to improve the management and coordination of supervisory activities at national level. We see this in the Labour Party as important measures. In conclusion, I would like to thank the inter-pellant for focusing on the topic and for having started a debate that we hope can develop in the right direction. There is no doubt that a bad indoor climate gives a bad school.
ParlaMint-NO_2007-06-01.ana.ud1321e1001	Yes, our students deserve an optimal learning climate. There are many factors, many of which have been involved, which play a role in a good learning environment, including: the competence of the teacher, the relationships between the students and between teachers and students. We politicians focus a lot on knowledge in school and on the general learning atmosphere. However, we have often forgotten that the indoor climate has a major impact on the learning environment. If the Norwegian school is to be one of the best in the world, this also requires an indoor climate that makes the brains of our students work optimally. The problems with the indoor climate have been identified several times. Several of us in the hall today probably remember the requirements that were set for a new building law. Still, there are new building regulations that are going to make the buildings even closer, some people call it plastic houses. In the old days, air was to be ventilated, all windows were to be up, the classroom was to be closed – proper airing. Now one sees that this actually had a consequence. Many non-functional air-conditioning systems have been built that have not provided that air-conditioning capability. The indoor climate is helping to reduce the learning capacity of our students. This is a problem that needs to be taken seriously. We cannot rely on the fact that in many contexts our children are offered an indoor climate that is far below the minimum standards of good air quality – both in the Work Environment Act and in the Training Act. As I said, one of the main causes of poor indoor climate is poor ventilation systems. In addition, problems such as moulds, rats and moisture repeaters are found in Norwegian school buildings. The representative, Gundersen, was in this with the post-control of new buildings. It is also something that one sees in the municipal sector, and that applies not only to school buildings but also to other buildings, that it is a major problem that the back-up is not done as it should. One discovered defects and defects that could have been fixed a lot, much earlier. The Progress Party believes that poor maintenance of public buildings is poor public resource management. In addition, poor indoor climates in school buildings lead to unworthy employment for employees and students. This, in turn, can lead to serious harassment — as several have pointed out — such as illness, poor well-being, more absence, reduced learning and more unrest in classrooms. In this context, the Progress Party proposed in our 2007 alternative state budget to extend the interest-rate compensation scheme for school and church buildings. This would give investment in addition to the Government's 2 billion proposals. This would lead to more school buildings being rehabilitated or new schools being built. We therefore believe that the work on rehabilitating school buildings is too slow, and we believe primarily that the state should take care of the refurbishment of these. It is sad that the other parties could not support that proposal. But we hope it will come eventually. Bad municipal finances are often blamed for the poor indoor climate in schools and kindergartens. Poor economy means that rehabilitation must follow a timetable that extends over several years. Economic constraints and the fact that the municipality does not choose to give priority to rehabilitating school buildings allow many years — and many children then have to stay in poor school buildings — to carry out the necessary conversion in schools. Had it, for example, has been a town hall, where it primarily works for adults, who had had a bad indoor climate as many schools have, it had become noisy. It must be a cross of thought for all of us that we expose our child to something that we adults had not found in. To me, it's a cross of thought. At the end of the school year, Norway’s Asthma and Allergy Associations report that they do not see any signs of a decline in the problem of poor indoor climate in schools and kindergartens. In addition, they say that many employees, parents and students report major problems with the indoor climate of the year that has passed. We find this very worrying in the Progress Party, as many others have also said, and we believe that the requirements for indoor climate measurements in schools and kindergartens are too poor. Now, the Council of State has pointed out some things that can be done, and that we assume will be done, and we still need to focus on this from the committee, from the Storting and from the Government. This is such an important thing, and it has such great consequences for our children and their growth, that we keep the potato warm. Therefore, the Progress Party considers that there must be clear guidelines on air quality standards and requirements. That's actually the least we can do for our children, to provide an optimal learning environment.
ParlaMint-NO_2007-06-01.ana.ud1321e1020	We had an interpellation about children and asthma here in the hall a few weeks ago, and where indoor climate was part of the problem. That is why I am pleased that the representative Gundersen is now following up on indoor climates in schools and kindergartens. Bad indoor climate in schools and kindergartens is becoming a serious social problem. As the interpellant correctly pointed out, schoolchildren have little opportunity to influence their own working environment. The same applies to children who are in kindergarten. We know that there are many children, yes alarmingly many children, who suffer from asthma and allergies. Over 10 pst. by Norwegian children now have asthma, according to Norway’s Asthma and Allergi Associations. A large study from Oslo, conducted at Ullevål University Hospital, shows that 20 p.m. of all children have had asthma during their first ten years of life. This study has followed children from birth to ten years of age. Similar studies are also available abroad. All studies show a worryingly high incidence of childhood asthma. Those are scary numbers. There is a doubling of the number of children affected during a 10-year period. The presence of asthma among Norwegian children is thus higher than in other European countries. It is the most frequent chronic disease among children, and the main cause of children being hospitalised. This can be clearly related to the indoor climate, both in homes, kindergartens and schools, as well as to the outdoor environment and pollution, especially in large cities. We know that children are plagued when the indoor climate is bad. This not only affects the children, but often the rest of the family, and it has major societal implications. It is assumed that only 10 pst. of asthma cases due to inheritance, the remainder due to external factors such as environment and lifestyle. So many kids get sick of going to kindergarten, and they get sick of the indoor environment in school. Although there is a need for much more research in this area, we know enough to say that a better indoor climate in schools and kindergartens is likely to be a positive contribution to improving the situation for these children. A study carried out by Norwegian Asthma and Allergy Associations among parents shows that parents experience that employees in schools and kindergartens do not have enough knowledge of asthma and allergies, or other indoor climate diseases. Teachers, pre-school teachers, health sisters and SFO staff say they need more knowledge and information. I would be surprised if the school doctors and nurses do not also need more knowledge in this area, and a awareness of the link between indoor climate and, for example, Asthma in children. Lack of knowledge both among professionals and politicians in the municipalities is usually the cause of poor indoor climate in public buildings. Many people do not know the Labour Environment Act for children, or the regulations for environmental health protection in schools and kindergartens. The state's construction office believes that there is a lack of knowledge that leads to the indoor climate in schools and kindergartens not being prioritised. The indoor climate is often sacrificed in the construction process because it is to be built quickly and cheaply. Ventilation systems down-prioritised, high construction speed results in concrete not drying properly, and low-cost materials are used. At all events, too little attention is paid to clean construction processes. It is a well-known case that there is poor maintenance of buildings very many places. The result is poor indoor climate and unsustainable conditions in schools and kindergartens, which are very unfavourable to people with asthma and allergies. It's worrying. The kindergarten and school are, as the interpellant and others have been in, a central part of the everyday life of children and young people. Then there must also be a place where they can experience health protection, and that not the plagues they have become worse, or that poor indoor climates actually trigger an asthma or allergy disease. Very well said from the Council of State, to which I fully subscribe. Now it's all, the most important thing left is action.
ParlaMint-NO_2007-06-01.ana.ud1321e1043	I would first like to thank the representative, Mr Gundersen, for addressing a very important issue. A good indoor climate in school is a very important and crucial prerequisite for our students to be able to feel good in our schools. At the same time, I would like to thank the Council of State Øystein Djupedal for a very good response, which shows that this government, and also the Council of State, is very concerned about the working environment for our students. A good working environment, both physical and mental, is essential for day-to-day planning, both for learning and play. The government has spent a lot of money cleaning up school buildings and building new school buildings in recent years, but we know that there are kids who don't have a good enough indoor climate yet. We know that there are still kids who have hurt their heads before lunch, and we can't accept that. We have to have barley that invites learning. I'm very pleased, as I said in the beginning, that the government has put this in focus. So far, the government has spent NOK 5 billion, which has been invested in the lending scheme, to clean up or build new school buildings. However, studies also show that up to DKK 50 billion are missing — the delay has grown so great — that we can get our school buildings well enough. But we also see a lot of good news in the paper. The representative Gundersen was into many of the negative things we see in the paper, and they exist, but there are a lot of good news about new construction coming, schools that have been refurbished, and that have got a very good standard. I also want to focus on the law adopted by the Stortinget in the previous period, the so-called Working Environment Act for pupils, Chapter 9a of the Training Act, where it is statutory for each student to have the right to a school environment that promotes both learning, well-being and health. I'm very pleased with this chapter and the division it has, where you have a third. The first is that you have an individual, legal right to a good school. The second is that a school environment committee is to be set up at each school where parents are to be a majority. It is very important that the school environment committee has come into place in all schools around the country, because this is the link. This school environment committee will work to make all students feel good at school. They're the ones who know where the shoe prints, and they're the ones who know what to do, and where to put the challenges. It is, as the council pointed out, the municipalities and county councils as school owners who are responsible for following this up. In the law that the Storting has passed, there are very clear penalties if these laws are not followed up. I am very pleased with the debate that has been raised today. The interpellant said it is important to raise this debate this year. I want to say that it is important to have this debate every year, while focusing on the working environment of our students every single day. Governments have done a lot, but I want to challenge him to start a systematic review of how these school environment committees work.
ParlaMint-NO_2007-06-01.ana.ud1321e1060	I want to thank the interpellant for helping to focus on this issue. The topic deserves debate – and it has been debated before in this Chamber – but most of all action is needed. We can all agree that there is a clear premise that no students should get sick or suffer harm from going to school. Students go to primary school for 10 years and are entitled to an additional three years in secondary school. That means they spend a lot of years in school buildings. At this time, all pupils shall be required to have an environment, both during schoolwork and during play, which is safe and healthy for children’s health, learning and development. The training law Chapter 9a-1, which was adopted by the Bondevik II government, is very clear in this area. ‘All pupils in primary and secondary schools are entitled to a good physical and psychosocial environment that promotes health, well-being and learning.’ Although the law is initially clear, it may not be as clear in the practical everyday life. Aspects relating to the school's working environment are covered by a comprehensive and somewhat complex legal and regulatory framework, which partly interferes with each other. There may also be grounds for pointing out that the municipality is most often the owner, the supervisory authority and the granting authority of the school facilities and the school activities. Unfortunately, it is still likely that several schools cannot guarantee a good indoor climate. Bad indoor climate in kindergartens and schools is a repeat in most newspapers. It is clear that it takes an unreasonable amount of time to rectify conditions that create significant health and learning problems. The National Audit Office has carried out a survey on the state of Norwegian school buildings. More than half of the school buildings surveyed were considered unsatisfactory, and it became clear that a number of schools break laws and regulations relating to the physical school environment. There are also other reports that we have heard today that point in this direction. It is, as I said, the county officials who are responsible for supervising the school owner in the case of infringements of the Training Act. Nevertheless, only the county of Hedmark has reported that they have a school surveillance system. 16 of the statesmen say that they have no system of supervision of the physical environment at the schools in the county. That's why I'm glad that the Council of State says that we should now follow up on the fact that this will be part of the supervision of the statesmen and that it will be put in place. I have to say that the public neglects an important task when the municipalities avoid taking action to improve the indoor climate in the schools, and the county officials do not care that the municipalities do their job. When this does not happen, we must be able to expect the Council of State to take responsibility and to intervene to ensure that the Training Act is complied with. Before we got the Education Act chapter 9a on the school environment, there was a regulation on environmental health protection that regulated this. This produced little results in the time it worked. Unfortunately, we now see that even though this work environment provision in Chapter 9a of the Training Act goes somewhat better, it does not produce the results at the rate that we had expected and wanted. The question will therefore be whether more targeted action needs to be taken. I think the Council of State might consider creating an action plan on indoor climate in Norwegian schools as a resource for municipalities. The plan should focus on the state of the environment, environmental monitoring, and not least on the concrete measures that municipalities can and should take. There is no doubt that a poor working environment could impair pupils’ learning and health. Bad indoor climates negatively affect health, increase stress and reduce concentration and job appetite. I mean, students who are good learn the most and the best. Therefore, all pupils should be required to have a safe and developing job and a good school environment. Having a school with good professional content is of little help if the environment around it inhibits learning. As a final point, I also want to underline the exciting projects in many schools where you use natural air-conditioning systems. I think that is something that should be sought in many new buildings, which will be much cheaper in terms of maintenance, and which also often yield very good results in terms of indoor climate.
ParlaMint-NO_2007-06-01.ana.ud1321e1095	This is an important debate, and I would like to thank the interpellant who has addressed this topic. I am also aware that Sonja Irene Sjøli had an interview about this earlier this winter. There are a lot of people who are concerned about the theme, and that's very good. The council had a reassuring answer, I would say. Among other things, he said: in its article: ‘A good indoor climate may be the most important part of the physical environment at school because children spend most of the school day indoors. At the same time, the indoor climate is crucial for the student’s learning situation.’ That, of course, is quite right. It is desirable that the students be more out of town, and we have many and good examples of how different teaching can be done outdoors, for example. mathematics education. I don't have to mention so much, but it's not just gym and ball games that can happen out in nature. It should also be developed. More physical activity is absolutely necessary, and it's important, right and good learning. Nevertheless, we cannot escape the fact that the indoor climate is absolutely essential. Both the Council of State and others have argued that different laws take care of this area. Monitoring systems and monitoring mechanisms shall ensure compliance with the rules. The school owner and the school are responsible for the day-to-day care of the requirements of Chapter 9a of the Training Act on a good physical school environment. An important part of this work is the duty of each school to carry out continuous and systematic work. Thus, the school owner must ensure that an internal control system is in place, in addition to the regulation on environmental health protection administered by the Ministry of Health and Welfare. This means, in practice, that the school owners cannot be careful about being passive and waiting for complaints; they must be active to ensure that the legislation is followed. This is a very comprehensive area, and since the municipalities that school owners are responsible for the schools, it obviously has something to do with economics. Fortunately – I would say – it has become better local economy. From 2005 it has been strengthened by DKK 20 billion. But that's how things take time. Although the municipalities have received better advice now, this is a large and comprehensive area. Gundersen now mentioned, and what I thought was interesting, that SINTEF has come up with a report that says there is too much dust in new buildings – perhaps especially important for schools. I have been involved in building old homes – it was really important there as well. So there's probably a weakness in the bidding rounds. So it's going to have to be clearer for the contractors than what they're doing right now. I think that the municipalities may need to be made more aware of this important area. The builder and the builder must be fully aware of the requirements. As mentioned earlier in the debate, awareness of the staff of kindergartens and schools is also necessary. Many have referred to the websites of the Norwegian Asthma and Allergy Associations. I've also looked at them. There's a wide-ranging problem around this disease image, and there's a lot of factors involved. I'll just mention one that I got a little fascinated by. One could take out a page there that gave a classroom certificate. There one was to indicate the number of teachers and the number of students who were in the room, the time between each venting, when the ventilation system had been looked over the last, etc. But at the bottom there was something that fascinated me. It said in capital letters, and exclamation marks afterwards: "Air likes to open the windows in the spare minutes!" So we must not forget it. In fact, in recent years I think it's been a little undervalued tool. I know, of course, that it's not as easy to air anywhere, but it can be done anywhere. Then we're in on a report from NIFU STEP – since we talked a little bit about district – that concerns the physical environment. There they mention that there is little difference between people, but at all stages the students in Uppland are most satisfied, and they are more satisfied in rural areas than in urban areas when it comes to the country as a whole. Now, of course, this shouldn't be a district debate, but I just want to say that the Education Act Chapter 9a must apply all the time.
ParlaMint-NO_2007-06-01.ana.ud1321e1122	This is one of the many wonderful debates of the Storting – wonderful in that everyone agrees that there should not be a bad indoor climate. I assume that everyone agrees that we have enough rules – in buckets and buckets. Everyone agrees that you have good intentions. One can wonder: Why are not all good intentions implemented in practice? To draw inspiration from outside this hall, I think we're all going to worry about something Bill Clinton said when he was in Norway after he left as president. He had found out how the small actions of everyday life made a difference, given that they were put into an all right system. I think politics is about putting some of the little things in everyday life into a system. Politicians – whether they're state councils, bigots representatives or anything else – always have a management ability to bring people together in good Norwegian ways around a table, set a good example and say that this is how we do it here. It spreads very quickly. What I think is one of the problems, is the same thing that the representative Sjøli was talking about, that we, for example. have very strong provisions in municipal health law and provisions on environmental health protection, which range in fines and buckets for a number of conditions in Norway, including indoor climate. I think the representative Sjøli is absolutely right that we lack the level of knowledge and awareness in this area. I know this myself, without comparison, from other areas, for example. when we talk about family violence, that we have regulations, but the practical knowledge is lacking in those we can call the field workers of life. At the same time, we know that the Training Act has clear provisions. We know that any reasonable maintenance programme for construction will take care of this. We know, for example. that a little smart and wise people in many parts of the country instead of a ventilation system will choose windows that are tight and maintained so that they can be opened and closed, because the level of pollution is no different than that of access to fresh air. But then one must have windows that can be opened and closed. What I'm trying to talk about is not an attempt at anything but saying that it would have been very good, with the commitment I feel is with everyone, including the Council of State, if you could create some of the examples where you put the tone that I brought with me from my childhood, with these movies I watched that had the undertone that now we're building the country. We can all say that, whether we belong to the Left, the Right or the Social Democratic parties, because there's something about it. We know when we get to bring people together, that none of us are interested that the kids are going to feel bad, and none of us are interested in not having a good indoor climate. As for the political action, former Per Kleppe State Council once stopped me – he looked at me, and then he said: Doors, sometimes some tough action is required to bring together the macro-level of policy and the micro-level of policy. In the everyday language of politics, the tough grips are called either the wise action plan, the wise pilot project, what sets the good tone, what sets the good example, what creates the energies. I'm just leaving this there for open exploitation, because it's an instrument I've taken to incredibly many times through my political seagoing times, both locally and nationally. I have to say that it gives results. I think the Council of State has every chance of having such a pressure on it and taking advantage of this idea. I also think that's something he'll like to do. I think we get some arenas called arenas for battle, and then we get some arenas called arenas for friendly, all right cooperation, because we're all served with it. I thought, what are you going to say when you go to the pulpit today? Well, you're going to go up to the pulpit, and then you're going to be a little bit neat, and then you're going to try to divide by practical experience with how to do it. I've been in local politics and national politics for so long that I know that when those moments are there, we get something in Norway. So it's that you can always have a checklist that says these ten things are easy to do with indoor climate and kids, these ten things require a little bit more, and these ten things cost more. Just getting someone to make that systemic and go after that systematic, that means life is getting better. When you have some experience with politics, I think it's an obligation to share your experience with others, not to try to write something down, but to try to write down the social solutions and contribute to our going together. We have the rules of the game, and we have the rules of the law. But perhaps with targeted further training of some and the good cooperation situation, the representative Gundersen's very price-worthy intention to remind us of and give us a kick that we are going to take it seriously will be fulfilled. This was an appeal from the representative Dørum on behalf of the Left that sometimes there is a rift, skill and spirit of cooperation not only that leads us to build roads and get to public transport, it can also lead to good social relations.
ParlaMint-NO_2007-06-01.ana.ud1321e1145	I would like to thank you for a good debate. I didn't expect so much disagreement about what we actually have as a goal, because no one says you want a bad indoor climate and a bad learning environment, so it wasn't a surprise. I very much agree with the representative Dørum that we have rules, regulations and the kind of things in buckets and buckets, so that's not what I want. I'm going to come back to what I said in the beginning, that here you can also use the students in a system to get a much better follow-up. There the debate in itself has found that it is very strange. I would like to comment on this with local economy first. And we're not going to do the math that was presented. The difference in the municipal economy is included, but the difference is also taken into account when you reduce other tasks to the municipalities. This isn't a debate for today, but I just want to say it, so you see that here it's not just plus in the margin. So it's this thing with new barley. Many people have said that there is a lot of work going on in school buildings, and we know that. What we have to record is that the situation doesn't get better. After all, the Sintef report demonstrates that the situation is, to a very large extent, also crazy in new buildings. It has been widely agreed by several governments that it has to be invested in school buildings, but it does not get any better. There I think we should listen to what the Norwegian Asthma and Allergy Associations say. They ask for clearer targets and clearer standards, so that you can know what to measure it against. I do not have such competence that I can judge it, but this is a very clear wish and claim from them. When the representative Eriksen points out that only the county of Hedmark has established a system for this, it is almost shocking. I hope it's controlled. I could take that rose because I'm actually from Hedmark. But it's quite shocking that this doesn't apply to everyone else. It's a sign that there's something that doesn't work at all. I would like to ask the Council of State to actually see if this is not suitable for placement with an independent body. We have a lot of environments that can be relevant, that really have competence in this area, and that can be drivers to get better standards on this in the municipalities. It is revealed that there is little competence in the municipalities, and getting even more rules and regulations I don't think helps. I think that in such a scheme, the students could actually become part of a scheme that wasn't expensive to follow up, and it could be part of the pedagogical exercise to learn how important indoor climate is for the students. The last wish of the Asthma and Allergy Associations is to actually intensify research on what are the most important elements of an indoor climate environment and how we fix it. More attention should also be given to the future.
ParlaMint-NO_2007-06-01.ana.ud1321e1162	Let me thank Mr Gundersen and Mr Stortinget's members for a good and profound debate on an important topic. As many have been involved, this is not a time for conflict, for this is a topic on which we will have a common interest in finding good solutions. In this way, the invitation from the various parties is something I take with me as a positive part of this debate, to go on with it. Let me comment on some of this. The supervisor we now make, who will be sent to the municipalities during the summer, will not be a new regulation, but it will underline the responsibilities of the municipality with its internal control systems, in order to ensure that this will be carried out more properly. It's quite obvious, as I think more people were involved, that we have a lot of rules for this, but maybe the knowledge isn't big enough. I'm not an engineer, but I've been told by many people who have more knowledge of this, that the way we build houses in Norway in our cold climate, with a lot of insulation in the walls, means that the natural ventilation you had in the houses when you didn't build so solid houses, leads us to more plagues with asthma and allergies. It sounds wise and likely to me, without me having any scientific evidence to say that this is the case. But it's probably the same building culture we take with us when we build schools and kindergartens, that we should make sure that our children don't freeze, and in that way the houses become so dense that there is no natural ventilation. I've had the pleasure of visiting schools that have what Eriksen's representative had in them, what's called natural ventilation, where you use airflow wisely to get fresh air into the building in a completely different way than with these extensive ventilation systems. I don't know enough about this, except that I think we have a lot to learn here. I also believe that the Asthma and Allergy Association have a lot of knowledge to contribute, precisely because they have a lot of first-hand knowledge about these kinds of challenges, just like construction. There are also things we're going to bring with us, and of course we're going to include in our conversations with the Municipal Councils, so that they can take this with them to their members, because I think that can be an important experience to pass on. Let me also conclude by saying that the students of course have an important role. Chapter 9a of the Training Act, which came into force in the previous enlargement period, which is an important chapter such as a broad commitment to large-scale and government to get in place, links this to the participation of the students. That means that students have a role to play in this. The representative of Lena Jensen also challenged me if we could not investigate how far the municipalities had come to establish these cooperation bodies at the school. It's a challenge I'm taking with me. I think it's important that we push it a little bit so that the students and the teachers and those who are going to sit together in this sample can take on the work environment in a constructive way. That means that I guess we'll come back to challenges around this in the future. But I'm pleased with the Greatness's strong commitment to this, which has been commonplace. The size should also know that the government is concerned about this, and we're going to do what we can to go the small steps in the right direction, because here it's about a long-term work.
ParlaMint-NO_2007-06-01.ana.ud1321e1179	The debate on substance is closed. 4 is over.
ParlaMint-NO_2007-06-01.ana.ud1321e1185	The size shall vote on case No. 1st@item: inlistbox
ParlaMint-NO_2007-06-01.ana.ud1321e1206	In Case No: 2–4 there is no voting theme.
ParlaMint-NO_2007-06-01.ana.ud1321e1217	There is no record. Thus, today's map has been processed. Does anyone require the word under Section 37(a) of Stortinget’s Rules of Procedure? - The meeting's been cancelled.
