ParlaMint-NO_2017-10-11.ana.ud219e20	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2017-10-11.ana.ud219e1018	The Solberg government regained confidence in the election. That means that people are satisfied with how the country is governed. The Right Party, the Advance Party, the Left Party and the Christian People's Party have delivered. We have shown the will and ability to modernise the public sector and carry out the necessary reforms. The majority of voters would not have a different policy direction. They wanted Erna Solberg as Prime Minister. The right is concerned with safety and predictability. We will continue with a policy that takes responsibility for the whole, conduct a responsible economic policy that ensures competitiveness, facilitates high employment and sustainable well-being. We have four demanding years behind us, with a large fall in the oil price, followed by high unemployment in the oil industry and a historically high influx of refugees and migrants. The measures put in place by the government have produced results. Fortunately, optimism is now back in the Norwegian economy, unemployment is on its way down, and growth is on its way up. Several have addressed – during this debate – the major challenge we face today in Norway by over-the-counter working life. We have to work on that better! Everyone who can work needs to be given the opportunity and help to get to work. On the right, social security will become more labour-oriented, so that more people come into the labour market. Of course, those who are too sick to work should not be pressured into work. They shall experience a sound income hedge in the form of disability benefits. But there are many who receive social security, who want to make use of their ability to work. Everybody doesn't have to work a hundred percent. It may also be that someone needs to re-train another profession, which makes it possible to get back to work. I am particularly concerned about all the young people who fall out of work. I was visiting Young in Job in Bærum a few months ago. There is a cooperation between the municipality of Bærum, Akershus County Municipality and Nav in Asker and Bærum. Here, young unemployed people can come in unannounced and talk to good advisers who help and assist young people who have nothing to do. The project can show excellent results. They succeed in getting 70 pst. by young people into paid employment. Of these, it's 16 pst. combining work and education. It was great to talk to young people who were radiant because they had finally come to work and felt that they needed it. It is important to apply all good forces and take early action, so that young people who strive to get a foothold in their working life do not lose their motivation and give up. Cooperation between the municipality, the county and Nav, such as Young People's Job in Bærum, is an exemplary example from which others should learn. Such measures belong to the Right and the Government.
ParlaMint-NO_2017-10-11.ana.ud219e1033	It is with great humility a grazing standing here and should comment on the throne and the state of the kingdom. But as Pippi said, I've never done this before, so I'm sure I will. The Central Party wants a society with living rule, fair distribution and good governance. Then we have to take into account the seriousness and extent of Pippi's statements. Think how often school students meet theory and practice in situations they have never met before on their way. All students deserve teachers who see them, and no teachers deserve to be caste balls, where politicians are constantly to revolutionize school life by changing teacher training and the skills requirements of their profession. Teachers deserve time and confidence to exercise their greatest desire: to equip their students for the future – to qualify all students to have Pippi's inauguration against. The Central Party believes that practical and theoretical knowledge and competences are needed: professional, real-life and humanities. There must be room for those who are good both with hands and with heads. We want future trade union workers and academics from high school. It is sad to have witnessed that the Right Party and the Advance Party, with the support of the Left Party and the Christian People's Party, have been led in the wrong direction. Primary and secondary education are among the core tasks of municipalities and counties. Instead of strengthening the right of self-determination and the space for action for our local government levels, the government has been exploiting the municipalities and the counties. The resources we have locally should not go to structural reform, but to solve local challenges, challenges such as lack of school skills. Right-wing measures for the separation of teachers, increased character requirements for admission to teacher training and the prioritisation of grades in a test or printout, rather than individual progress, are among the wrong measures if we are to have a better school for the students. Rather, the centre party will give teachers confidence and increase teacher density to give teachers better time for dedicated and early work for the students in the classroom. National, clear objectives shall be followed up by local instruments and measures to achieve them. The centre batch will simplify the assessment regulation and limit testing to what teachers need in order to have a good assessment basis. The centre party will have a real education offer throughout Norway, with municipalities and counties with economic space for action. Professional students need to be provided with increased equipment scholarships and apprenticeships. This and much more have given me a strong mandate from Uppland, Valdres, Østre Slimre and Beito to fight for. Workplaces, businesses and development throughout Norway depend on our having an education that gives us more with the attendance meeting at Pippi.
ParlaMint-NO_2017-10-11.ana.ud219e1050	A well-functioning community sector is crucial for a good development of the welfare society. For the Right, this is about strengthening local self-government and ensuring good services for the inhabitants. Healthy and good finances for the municipal sector, combined with a sensible division of tasks between the state, regions and municipalities, will be important factors. The economic results of the municipalities in the country show that the municipal economy has rarely been as good as we have seen in recent years. Before the summer, it was agreed that 121 municipalities merged into 47 new municipalities. Most of these mergers have a background in good conversations between neighbouring municipalities. For the whole of Kommune-Noreg, this work should continue with assessments of additional aggregations. Good local processes are important, but it is in my opinion the Stortinget that is responsible for ensuring that we have an administrative structure that is the most appropriate for the whole country. The municipalities to join together are doing well in the practical work of establishing new municipalities. The time is short, and there are large tasks added to local politicians and administrations in the municipalities covered by the merger decision. New rematches and speculations about Storting's decision from June stand or not, I don't think Kommune-Noreg is on. I think this actually creates more anxiety and uncertainty among the municipalities that are now involved in the implementation of the merger process. In this context, I thought it was good to hear the representative of the Christian People's Party who, in yesterday's change of lines, was clear that the Christian People's Party would not go for the reversal of previous decisions on municipal convergence. Municipalities are facing major challenges with more and more complex tasks. Right? I think it's important to renew the municipal sector to enable the municipality of Norway to meet tomorrow's challenges. More complex tasks and expectations of municipal services, which increase as life expectancy and standard of living, mean that society is changing. Such a change in society also means that we need to make Kommune-Noreg able to solve these problems for years to come. It is important that work on municipal reform continues in due course. A well-functioning community sector is crucial for a good development of the welfare society.
ParlaMint-NO_2017-10-11.ana.ud219e1067	I have to talk about my beautiful Lofoten again. The people of Lofoten are quite clear about what they think about oil drilling. InFact conducted an opinion poll of 76 p.m. in August. they replied that they were against oil drilling in these vulnerable areas. We are harvesting a renewable resource that has been the foundation for housing and industrial development throughout the country over thousands of years, creating thousands of jobs and providing nutritious food on the table to millions of people around the world. Fish is Norway's second largest export industry. The sea outside the Lofoten and the Western Sea is unique. The world's last large cod population is spawning here, and 70 pst. of all the fishing resources in the Barents and Norwegian Seas use this area at some stage of their lives. We are in Norway, we in this room, who are responsible for managing these resources in the future as well. This successful coexistence between people, natural resources and the environment is also the basis for the tourism industry. Spectacular nature provides unparalleled opportunities for natural experiences, and tourists flock to, summer and winter. The oil industry represents a serious threat to these renewable natural values. Seismic shooting scares fish, damages eggs and larvae, and disturbs the marine environment. On the narrow continental shelf outside the Lofoten, the West and Senja there is no room for both the oil industry and fishing. Oil activity will be at the expense of fisheries. Pollution of the fishing grounds and the risk of major emissions are increasing and concern, inter alia: Petroleum Control. It should worry many more, not least the Right Party, the Advance Party and the Labour Party. These three parties choose to minimize all warnings and go in to open the Lofoten, the West Pole and the Senja to the oil companies, even though a majority both locally, regionally and nationally say no. For SV, we believe it is time for this room to put a line over this debate once and for all – a vision shared by a large majority of those living there.
ParlaMint-NO_2017-10-11.ana.ud219e1084	Right-wing jobs for a society with opportunities for everyone – a society where there's nothing to say about who you are, or where you come from, where everyone should have the same opportunities to succeed. Together with skilled teachers, the government is creating a knowledge school with opportunities for everyone. After four years with a knowledge minister from the Right, Norwegian school is on the right. The students learn more, they are more present in the classroom, and more complete further education. We know that students who are not caught up early are at risk of defeat through school and often drop out. That's why it's so important that we put the effort in early. We have started the work, and early efforts are one of the main initiatives for the coming period. We're going to make sure that the boy in the back row never gives up. Quite apart from the financial crisis, more and more young people have remained out of work and education. Thousands have been standing without completing high school and without the right to do anything about it. They have simply fallen between two chairs — youth law and adult law. Through the government's communication on lifelong learning, we have now amended the Training Act to give young people the right to complete secondary education. This allows them to get into further education and get into work. It gives independence and dignity to the individual. In Rogaland, we thought it was such a good move that we just decided to go ahead. We can already see the first results. People who were previously passive by the system have chosen to seize the opportunity – more people get started on everyday life and get a better life. We live in a country with little differences and high trust between people. In order for it to continue to be so, we must continue to create a knowledge school with opportunities for everyone. We will continue to focus on the teacher, on early work, on a professional career and on several measures to reduce high school drop-outs. Together, we create the knowledge school, where more learn and no one remains.
ParlaMint-NO_2017-10-11.ana.ud219e1097	In Norway, we are getting older in both the number and proportion of the population. I feel that there is a consensus in this room that we are facing some major challenges related to the future care of the elderly. When I'm not here, I'm a nurse and I'm working with the elderly in the city of Asker. Every day, I see the challenges the municipality faces as a result of the increasing age and number of complex disease images. There is already a shortage of resources in care, and there is a constant focus on efficient and cost-saving solutions. It's already a great deal of change because our people are getting sicker and sicker, they need more time, more presence, more follow-up and not least more competence. Already now, they are striving to recruit nurses to the community health service in many places. Several studies among nursing students show that newly educated nurses fear that the professional environment is small, the responsibility is great, and the many tasks involved. This is based on students' own experience through community practices. This trend must be reversed. The Right Party and the Progressive Party have had a major focus on sustainable well-being, the use of public money, the need to focus on nutrition and smart solutions in the public sector. But what does that really mean? It can almost seem as if employees in the public sector are wasting time and money uncritically when they are at work. It is warned by the Prime Minister of tougher times and clear demands for efficiency. Is it now expected that we employees will run even a little faster and get even more tasks on a full list? There are no answers to the need for care for the elderly in Norway. With all due respect to report, I mean this testifies to a distance from reality. Although it is nice that the government parties have such confidence in me as a nurse and my ability to work, I must honestly admit that I have my limitations. I can't be in several places at the same time, I can only feed one resident at a time and shower one resident at a time. So maybe the Right Party and the Advance Party think that there are smarter ways to do this, but the reality is that many of the tasks in the care of the elderly are practical and interpersonal. If we are to streamline, it is about rigid priorities between residents. It's going to affect someone. The Labour Party recognises that care for the elderly needs to be further developed in line with society and the growth of the elderly. There we must contribute constructively to our policy of how we create secure care for everyone. However, the Labour Party also recognises that quality costs, and understands that good quality of service also means enough staff to do the job properly.
ParlaMint-NO_2017-10-11.ana.ud219e1111	The world doesn't always move forward. We often meet attitudes in our society that threaten human dignity. We know that girls' children in India are being sorted out because of sex. Sort of healthy girls scares us, but unfortunately it's a good example of how technology can be used against man and not for. Technological progress and medical development must always be aimed at treating and not sorting. We have never, in human history, had better conditions to protect the inviolable value of man. Knowledge gives us the opportunity to help and treat far more and to develop tools to ensure that all people can live a life of their own and could be included in working life, in social life and not least in social contexts. Sorting people because of some traits we cannot tolerate in an open and liberal society, as we cannot tolerate sorting because of legging, race or sex. The Christian People's Party will fight the sorting society. Medical progress must lead to better treatment and relief of diseases, but we will be critical of changes aimed only at sorting people out on the basis of characteristics. We want more research to protect life, but we clearly say no to research to develop the so-called perfect human being. We clearly say yes to the technological development of tools for people with disabilities, but a clear refusal to exclude people from society. It's time to create a society with space for everyone. The Christian People's Party's belief and view of life is based on a fundamental belief in the positive social building force that lies in our Christian cultural heritage and the religious communities. This force has several dimensions, it goes backwards in time, but the Christian People's Party is also aware that Christianity also plays a crucial role here and now, both as a key to understanding Norwegian culture, languages and references and as the very foundation of a living church and churches across our country, far beyond the borders of the country. The Christian People's Party wants Christianity to continue to be significant for future generations, not just as a chapter in the history books, but as a resource for life-meaning and mastery, ethical reflection and solidarity. That is why the government's work on the new religion law is so important. It will preface how politics relates to religious communities, yes to believing people, and what place religion should have in our society.
ParlaMint-NO_2017-10-11.ana.ud219e1126	‘A sustainable welfare society’ was the government’s head of the throne. It's a veiling expression -- it's not concrete, it's not measurable, and it can be interpreted in many different ways. The centre party will have a safe welfare society. A safe welfare society is not given to us without a safe health system, and a safe health system is not given to us without a fact-based and honest debate that provides the basis for a common sense of reality. And we're far from there today. Last year, VG demonstrated extensive serious and illegal forced use in Norwegian psychiatry. In 2015, there were 640 belt layings that were illegal or problematic, i.e. assaults against psychiatric patients. The size was made aware of this by VG, not by the ministry. There's a scandal in itself. The question is, how could the government not know? Can we trust the government's mention of the Norwegian health service? I mean no, and I say, "Honor be a VG!" Stavanger Aftenblad's report about the so-called glass girl is another example. In 2016, the people of Hordaland, Rogaland and Troms presented a shattering review report on the stay of glacial girls during child protection. Jenta didn't get a growth and a care that our society has decided that children should have. The report did not only show system failures, but showed system failures. How could the government not know? Why was Storting not informed? I say, "Honor Stavanger Aftenblad!" TV 2 and the day's medicine were the ones who revealed the big waiting list joke. Thousands of patients on internal, unofficial waiting lists gave hospitals more official waiting list statistics, but patients were not treated more quickly. A delay of 160 000 patient agreements was detected. Patients lost their rights to treatment and received a more non-binding period of time for distribution. But how could the government not know? After all, the practice had to be known for hundreds of health leaders who are associated with the ministry and government. I say, "Honor be TV 2 and the medicine of the day!" Today, the Stortinget shall vote on a proposal to evaluate the fixed medical scheme. The proposal of the centre party was voiced in the spring. Now there are multiples due to VG, for VG cartels in summer the fixed situation in Norwegian municipalities. The result was dramatic: massive recruitment failure in both large and small municipalities. The staging system, the core wall of the municipal health service, is breaking down. How could councillor Höie not know? And again: Honor be VG! Norway needs an honest debate on health policy, a system debate where we have one demand, and that is that the Stortinget is informed by the government about the real situation in Norwegian health care.
ParlaMint-NO_2017-10-11.ana.ud219e1143	I am concerned that Norway's government is always taking responsibility for operating a policy that provides the basis for new jobs. Today's government seems to lean on a blind belief in tax relief, but it creates little jobs. What we know about the tax reliefs of the Right Party and the Advance Party is that they re-distribute from the community to those who have the most from before. I therefore call for a policy that works, so that we can create more jobs and throughout the country. There was little content in the speech from the Right and the Advance Party. In particular, there were disappointing little policies that could create work across the country. When the Workers' Party last joined the government, we launched a survey of mineral resources in Norway. It created expectations, and perhaps in particular it created expectations in North Norway. Indeed, our neighbouring regions in Sweden and Finland have a much greater understanding of their resources. They extract them, and it creates thousands of jobs in our neighbouring regions just across the borders of my county, Northernland. In these regions mining is the foundation of industrial and viable communities, and it provides jobs in districts where it would otherwise be difficult to find work. This is what the Labour Party also wants for Norway. That is why we give priority to identifying our minerals, and the disappointment was great in my part of the country when the Right-Fremskritspart-government stopped the mapping that NGU carried out in the autumn of 2015. We will continue to propose to map. There are expenditures that can create new jobs and provide a basis for future well-being. We also need an infrastructure that builds up under the ability to drive profitable business development, and we need an infrastructure that takes account of our climate. This government has adopted a national transport plan which, for North Norway, is without trace of prioritizing environmentally friendly alternatives to the export of fresh fish from the country. Most of the fresh fish from Nordland and Troms are exported via Narvik on Ofotbanen through Sweden. Here the government has failed to engage in dialogue with Sweden to ensure that these exports have growth potential. In the summer of 2014, Minister of Transport Solvik-Olsen came to Narvik and declared to the world through NTB that he was to secure capacity, he was to build double tracks on Ofotbanen. The transport modes in both countries had pointed out in many possible ways to realize it and more involving large contributions from industry. Then it kept quiet. The Labour Party expects the government to engage in dialogue with Sweden and industry on how we ensure this green transport of fresh fish for the future. It will provide security of access to markets so that business can do their job and increase production.
ParlaMint-NO_2017-10-11.ana.ud219e1156	For the first time in a very long time, the Center Party in Finnmark is represented at Stortinget. ‘What’s happening in North Norway?’ is a famous book written by Professor Ottar Brox. It created much of our northern part of the country in its time, but it created no upheavals at that time, and since then much has gone wrong in the weather. As many in this room know, there are fish that are our most important way of life in Finnmark. Much has not changed since blessed prost. Petter Dass wrote «Nordlands trompet»: «Skin’ cod us feyle, what had we then». The clear language of the statistics, New Public Management, is management tool, and government councils from the Workers' Party, Right and Advance Party have consistently joined market management with the state as contributor. The allocation of rights under political decision-making processes, which are, of course, the legal system, has been wrecked in the ministry responsible for the common fish resource of the people. Fishing weather for fishing weather is spotted for fishing rights and remains ribbed. Here are the clear figures: The following municipalities have lost quota rights in Finnmark in the period 2004-2015: Porsanger minus 25 pst., Nordkapp minus 10 pst., Alta minus 27 pst., Måsøy minus 16 pst., Kvalsund minus 77 pst., Hasvik minus 31 pst., Loppa minus 48 pst., Vardø minus 45 pst., Hammerfest minus 26 pst. The market shall not designate who will harvest the resources on behalf of the Community. It's the owners, i.e. All of us, the people. Numerous public documents state that the fish must be used for the best paid use. The fish belonging to the people shall be in a land where the people live, and there shall be employment and housing. If the allocation of allowances does not fulfil this essential purpose, the fisheries management fails to fulfil its responsibilities. In my period as Finnmark's representative, I'm going to remind the assembly of the state of things in Finnmark. The centre party will promote and support proposals that will restore the fish to fishing waters, to which the fish belong and have belonged – now and in the historical period.
ParlaMint-NO_2017-10-11.ana.ud219e1171	Let me first use the opportunity to thank the many who gave their voice to the Advance Party in the autumn elections. In my home country, More and Romesdal, we increased our upswing in relation to the elections four years ago, which I regard as a good support for what we have achieved in the last period, and as a sign that even more wants even more of our political solutions. I can assure you that I have all the intentions to fulfill that very thing. Monday's speech contained a lot of good, and I noticed that the King highlighted the positive by having small differences in Norway. Nevertheless, I want to develop an area where we are experiencing increasing differences. The number of children and young people pushed out through bullying and exclusion, both in their general everyday life and on social media, is increasing. It's a challenge that politicians are not allowed to overlook, because there's a big difference between being inside or outside. Not being allowed to participate — not to be included or part of the same social life as others of their own age — not only gives young people an insecure everyday life, it also creates unsafe young people, who have a high risk of developing mental problems. It's great that, as politicians, we've become better at talking about the bullying challenges in society. What we haven't done well enough, however, is meet the very many people who have been bullied. The effects of having been bullied are stronger than we know, and then we have to make sure that we have a good follow-up and also that we, as adults, we as politicians, look more closely at the problem. Between 15 pst. and 20 pst. by Norwegian children and young people with mental health challenges. Many of these have been subjected to bullying, and it is our job to ensure that the help they receive is felt as safe and good. Therefore, we must continue to strengthen school health services and ensure that they also have the capacity to conduct outreach activities. But then the municipalities also have to follow up and spend increased funds on just that. One of the best ways to let someone develop a good mental health is to make them feel safe, and then we have to do everything we can to ensure that no one exposes them to insecurity. Bullying is an unculture – bullying is not good. And we as adults have to be tougher to show attitudes toward bullying. No one in Norway is to suffer health damage because others do not have a standard of living. The fight against bullying will be important to me in my political work during this period. It may not be common to use their whole first post to go directly into one topic, as I do today, but this is the first opportunity I have to tell you that I and my party will spend a lot of time coming, to focus on mental health for children and young people.
ParlaMint-NO_2017-10-11.ana.ud219e1192	It may appear that the majority of the Grand Duchy will decide later today to increase the feather quota by four weeks. It seems that the parties Right and the Advance Party are not going to support the Labour Party's proposal. The Working Party justifies this proposal by gender equality, inter alia: Today, the parental leave is equal. Mom has ten weeks, Dad has ten weeks, and for the rest of the leave period, it's up to the family itself to decide what's best for them. Right wants more fathers to take out more leave than the allowance suggests. Nav's figures show that the spring quota is becoming increasingly popular, and that more fathers are taking leave beyond the quota. Yes, 2017 seems to be a top year for fathers who take out more than the feather quota. That's good. After all, any discussion about allowances can quickly cause the focus to be removed from the majority of the period of leave, which is the majority. We in the Right want to make it easier for fathers to take out leave. We will remove the requirement that fathers give a written reason why they should take out leave on the common quota, and we want a total change in attitude to this common denominator. It can't be that in families where father wants to take a greater part of the quota, he will experience almost to be asked if he wants to take off the «mother's share». It's the common part that the family is going to share. Nor is it that the state knows what is best for each family. The most important thing for us in the Right is that the family finds solutions that are for the best for them and the child. Right-wing equality policy is based on the freedom of choice of the family as well. It is an important value in itself that families can decide for themselves, and that decisions on these questions are taken as far as possible around the dinner table and not in the main hall. We take note today that the Storting is likely to continue to increase the family's quota, even though we believe that it restricts the freedom of choice of families. But at the same time, we are delighted that more and more fathers are taking out the feather quota in today's ten weeks and taking out more of the common portion. That's all possible reason to be proud that we're actually using -- I think I've figured it right up to 50 billion. kr per year in order to enable children to have their parents close to the first time after birth or adoption. Closeness to mother and closeness to father means a lot to children's attachment in their first year of life. We are well aware that there is some disagreement about the arrangement, but we are pleased that we have solid and good arrangements for this in Norway.
ParlaMint-NO_2017-10-11.ana.ud219e1205	‘The amended Security Policy landscape requires us to make conscious choices to care for Norwegian interests’, said His Majesty the King in his speech on Monday. The situation around us is changing faster than it is possible to change the defence. That's why it's important to stop the decay and rebuild it. It's when we feel safe, we're going to prepare for an insecure world. Our democracy depends on a strong and credible defence. The defense is the foundation of the rest of society being built on. It's quick to put down military capabilities, but it takes many years to build them up again. Therefore, the defence must be developed and trained in a long-term perspective, even in times when we do not seem to need it. We should have learned, for three times between 1814 and 1905, the Swedes forced the Stortinget to remake legitimate decisions. A weak Norwegian defense could not stand up to the Swedish threat of war. In 1895, the Stortinget joined forces to renovate the defense so strongly that Norway was in a position to break out of the Union with Sweden in 1905. Today, it's perhaps the greatest hybrid threat. How are we going to deal with situations where we are in a state between war and peace? The most important task of defence is to secure our democracy. If they're going to do it, they're going to have to have the tools to do the job. We're doing great. Much good political work is done, but there is still much to be done. For the government it has been important to fill empty stocks. It has also been important to make vehicles, vessels, weapon systems and other vital material work, and this is an increase in defence capability in practice, even if it does not seem so good. In other words, much has been done to strengthen the defense, but there is still much to be done. Several of the parties in Stortinget have said they will increase the funding for the Defense so that it comes up to 2 pst. of gross domestic product by 2024. I hope we can gather about this ambition. I'll finally mention our veterans. Since 1945, 100,000 Nordics have served in more than 40 countries, and this is our contribution to international peace, a contribution that also obligates Norwegian society. For most people, foreign service is a positive experience that gives valuable experiences, but there are also some soldiers who never come home completely. The Red-Green Government established the action plan ‘In service for Norway’, a plan that has been continued by today’s government. Seven departments are involved in the plan, which contains 126 measures. The measures shall also take care of the soldier's spouse and children. In many cases, these and other families are also affected by the stress and the strong experiences of serving Norway. However, a veteran plan should also include the positive experience of international services, for foreign services provide a unique knowledge of other countries and cultures that benefit from home in Norway.
ParlaMint-NO_2017-10-11.ana.ud219e1220	In order for people in Norway to be able to live a good life as they wish, good health is crucial. In that work we need more fellowship, not less. Community solutions are the best guarantor to ensure that everyone has access to the best healthcare services, regardless of their origin. The government says there are slight differences in Norway. Unfortunately, it does not do what is needed to keep it that way. Today, over 500,000 Nordics have private health insurance. I do not blame those who choose to sign such an insurance, but we 169 who sit in this hall, should not be satisfied with the fact that more than half a million no longer dare put their trust in the Community safety net being good enough. I get feedback from people like that. have been referred to MR studies and tell you about several months in queue, but if you can pay a few thousand or have health insurance, you can come in the next day. Then it may not be so strange that people feel that there are holes in the community's safety net. That's the situation of this government and councillor Höie's watch. Because in the four years that have passed, the government did not fulfill its promise of 12 billion. kr more to the hospitals, Sørlanden Hospital, which I belong to, must cut several hundred jobs in the next few years. It creates no more security for the inhabitants of Agder. On the contrary, there is uncertainty about the offers in particular in Arendal and Flekkefjord. The last government party, the Christian People's Party and the Left did in the budget deal last fall, was to introduce an efficiency requirement for hospitals of nearly 600 million. kr. Let's hope they don't add up to a reprisal of this tomorrow, because it doesn't help more people get good, fast and necessary health care, whether it's on Agder or in the rest of the country. But giving more opportunities to experience quality of life is also about seeing the whole country to get inspired by the good ideas out there. In the election campaign I was in Grimstad and visited the Eyegarden Institute and was impressed. There's a daily offer for people from just over 60 years old and up with dementia, driven by volunteers, set off by someone who had a father who had got dementia himself. On a small farm in Grimstad, they had the opportunity to experience mastering by cooking together, cutting the lawn or painting an outdoor wall and the possibility of experiences through trips in the community. The volunteers experienced the joy of doing something meaningful for others, while getting themselves involved and a more social everyday life. With quite a few public dollars in support of this kind of activity around the country, we can get to something that means a lot too many. The Labour Party has given room for this in its budgets, and we have said in our programme that we will cooperate with voluntary teams and individuals who can contribute to the care of the elderly. It's that we care about each other and that the community stands up. Through the community, the Workers' Party will build the health service. It's the law of the government and the other bourgeois parties to look to the left side of those things, because after all, it's on the left side that one finds the heart.
ParlaMint-NO_2017-10-11.ana.ud219e1233	I have been in all my political work for a new organisation of the Capital Region. Oslo and Akershus belong together in almost all areas, but it's just to register: there's no majority and desire in Oslo to join Akershus or to go into a larger metropolitan region. I think I'll add: not in any party in Oslo is it wanting to. And in addition, there is probably no government that will force Oslo – with the meaning that Oslo has – into another organization. Then I'll say it like this: if you don't get the one you want to marry, you're disappointed, but it goes over. The solution is at least, if you don't get the one you want to marry, instead of marrying two others! That is what is now the reality of what is happening with the Viken region, the new region from Halden to the Hallingskarvet, at the merger of Akershus, Østfold – and I think I have the president with me when I add – and beautiful Buskerud. No one wants such a merger: not the three counties, none of the 22 municipalities in Akershus – many of them with the Right-Rapporteur – and, as far as I know, none of the parties of all parties in the three states concerned. I see that Akershus Right Head, Harek Riveres, is on my list. He has been out with clear speech and said that it is madness to join the states in the Oslo area – Viken – without Oslo being there. Well spoken by the Right Leader of Akershus! I totally agree. So anyway, the Storting decided what they did in June. In the election campaign there were several of us who tried to bring this up, but the four parties that were behind the decision in June, just blew it away. It was not possible to get a serious discussion about the benefit of establishing the Viken region. No one would defend it, and that is understandable, because it cannot be defended. It is an unusually bad idea to organize the capital region without the capital being included! And then we should say, that's okay, either we do this properly, or we leave it. So I appeal to the Christian People's Party, which has given good signals after the election. I am not going to re-examine the whole regional reform, but the concrete proposal that is now under consideration in Stortinget: please, Christian People's Party, look carefully and thoroughly at the proposal on the Viken region.
ParlaMint-NO_2017-10-11.ana.ud219e1246	We'll leave the Viking in this round. I would rather use my speaking time to get into a matter in Akershu County that is probably as important as the Week. The Gjørv Commission provided a lethal report on the state of Norwegian preparedness. It shook a total crowd and had a number of recommendations on how to improve preparedness. One of the measures proposed was a national emergency response centre. The representative Wilkinson was inside this center in his post, which was directly misleading in view of the work done to reduce the noise of that emergency centre. The centre is now being developed through state regulation, following a number of proposals to reduce noise, which emerged during the consultation period. As the centre will now be built, both national and local noise requirements will be satisfied. Noise-absorbing materials are being built, noise-absorbing materials are being used, and parking spaces are being built. In fact, ensuring the security of the population is the government, the Storting and the state's main task. That is why this government has raised civil and military preparedness in the four-year period – including in the census. In fact, this government has implemented all the measures taken by the Gjørv Commission in its report. Let me mention: there have been 1,800 more posts in the Norwegian police force, all police districts have got armored vehicles, the PST is strengthened by 300 million. There are more than 300 sharp personnel in the Norwegian police who can handle sharp situations, and new police helicopters have been ordered. Unfortunately, time does not allow to mention much of the other thing that is actually done. But the work on preparedness – civil or military preparedness – is not a project that is being completed, where one can say that we have now come to an end, because threats and risks change over time. But there's a line going through the government's work of taking hold of civil and military preparedness. The defense has now turned from years of degradation, implemented by changing governments, to a gradual build-up, where 180 billion will be used. kr more on the Defence over the long term. And this is done in the recognition that we must have a strong national defence in order to be able to exercise sovereignty, avoid being subjected to political pressure and, in the worst case, be able to defend our own territory, which is absolutely vital for us to exercise democracy and to be a state of law.
ParlaMint-NO_2017-10-11.ana.ud219e1260	I am pleased that the last few years have been spent by the government, the Christian People's Party and the Left on important reforms, which will be a prerequisite for us to meet the challenges of future Welfare Norway. Norway and world development are raging at an increasing pace, and the red-green solution seems to be to stop all attempts to rethink and find new solutions to major and important challenges in Velferds-Norway. The red-greens should have improvements in all areas, but at the same time work hard on all proposals and reforms presented by the government – because there should be no change, only improvements. There's no recognition that you're going to have improvements, assuming you're willing to change something. Challenges and problems need to be solved in one way and there is an increase in tax revenue both for the country and for the municipalities. The people have to pay, but how to spend the money should not be asked for and made assessments around. The representative of the Workers' Party, Mr Lauvås, was challenged yesterday by the representative Limi of the Advance Party in the case of examples of where it has been unnecessary to introduce property taxes. I would like to give an example from my municipality of residence, Malvik, where we have had this social tax for several years. In 2003, the Workers' Party there opted for property taxes to be imposed — like the promise of 15 billion. kr in increase in tax at this choice – because there was no other solution. Fortunately, the Labour Party lost the election in 2003, and we got a bourgeois majority in our municipality. What happened then? Over the course of four years, with conversion and without notice, it was possible to reduce the municipality's debt by 130 million. NOK, while reversing the operating budget from nearly 30 million. kr i minus to several million i plus the last year -- all of this in four years. Then the municipality got off the ROBEK list and was able to invest again, in important areas such as school, health and well-being. It is part of the story that the Workers' Party returned to the table in 2007, according to a promise that the property tax would not be imposed. But they decided to break their election vow, they led the voters behind the light and introduced property taxes. In 2016, Malvik municipality had a profit of 41 million. kr, and property taxes continue to be levied, irrespective of the income and ability to pay of the inhabitants. It has become an easy solution to send the bill to the residents. So the only solution the Labour Party has is to increase income in terms of increased taxes, both locally and nationally. This solution believes that the Progress Party is wrong, and we will therefore continue to work to lower the tax level of the country's citizens and to make a more sensible use of the money that the public has.
