ParlaMint-HR_2019-09-20-0.u148156	Sweared.
ParlaMint-HR_2019-09-20-0.u149163	You're right, you can go on.
ParlaMint-HR_2019-09-20-0.u149164	Fellow Members and colleagues, the Republic of Croatia should be organic agricultural products, should be an oasis and must not be an interesting area from the GMOs of the seed and herbicide producers. pesticides like Monsanto. At this point, these lobbyists are too strong. The glysopha used by Monsanto has already banned many members, e.g. Austria, it has already banned, but still treats land still, so here's research, we see that science now conflicts with each other, science conflicts, one is against, one is against, but the fact that our cup is experimental rabbits, is if something dangerous is treated with compounds, we agree that our children are experimental rabbits.
ParlaMint-HR_2019-09-20-0.u149165	Excuse me, Mr. Bull. Have a little respect for the speaking representative, please have a little respect for the speaking representative, that's your colleague, my colleague and your colleague.
ParlaMint-HR_2019-09-20-0.u149166	And a very important topic.
ParlaMint-HR_2019-09-20-0.u149167	No matter what the subject, my colleague speaks, and you and we have to listen, those who don't want to listen let them go outside for coffee, so let them come back, please.
ParlaMint-HR_2019-09-20-0.u149168	I know what the problem is, I'll tell you, there's no sign of the Solidarity Party's work...
ParlaMint-HR_2019-09-20-0.u149169	Please, Mr. Bull, continue the topic, and then finally say what you want, please.
ParlaMint-HR_2019-09-20-0.u149170	Well, I can do with the subject, I'd like Milan Bandic, since he had, to see that he's also a presidential candidate, to see that we have a lot of Milan Bandic, so that they'd like to hear these parliamentary representatives, to hear this topic, I'm sorry they're not here, I'm sorry it's panic... [[- Sir...]] [[/The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149171	...you can give after the breach of the Rules of Procedure the same, but it's not the subject, the topic is what you said before, so GMO, here you go.
ParlaMint-HR_2019-09-20-0.u149172	Here's one more time to say colleagues and colleagues, I've instructed today we can decide, we can always decide whether we're for GMOs or we're for organic agricultural production in the Republic of Croatia. The interesting lobbys are, I repeat, once again for GMOs are mainly for Monsanto and multinational companies that have too much interest in selling us pesticides, herbicides that are very dangerous. Croatia still has a lot of raw land, 700 thousand hectares, that's their interest. Their interest is to move out, that's what you did. The second was not to ban agricultural land from foreigners while the Hungarians did it. And the third is to take over this land and to make healthy organic food for themselves, and to give us from their countries that have been polluted by these herbicides to export it to us here and to buy it from us. Once again, we have destroyed agricultural production and livestock. We have Dalmatian prosciutto, Slavonic tower, but from import pigs fed by GMO seeds, and our agricultural land is abandoned. Not by chance, it is not by chance that the Sinjsko polje is abandoned, that Slavonia is abandoned, that the Dalmatian Zagora and Slavonia and Gorski Kotar and that land that is clean is 700 thousand hectares of agricultural land. Once again, I would say that for the second time I have referred my law on the ban on GMOs, it is my obligation as a parliamentary representative, as well as the Most Club to keep our children from trying rabbits from permanent multinational companies, stakeholders, in favour of organic production. This Parliament is repeating it in '98. I have passed a law that Croatia is without GMOs, I see no reason for us to have GMOs. But not GMOs and cross-breeding engineering, but GMOs controlled by Monsanto and similar seed-controlled companies. We don't have an absolute bank of seeds that our old ones planted or we respect. That's why we're at this point in agriculture at the bottom. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. 10.8% less milk produced in the Republic of Croatia, while increasing imports of dairy products 16.8% is less produced than OPG milk, each year we import pork to billions. So right now in the Republic of Hungary everything is about moving our population out of the area where agricultural land is, selling to foreigners land what is not allowed in Hungary and that a company like Monsanto is an American company that dominates seeds and herbicides and pesticides to be the one that will control all of us, whether without seeds, without a seed bank, has no state. So we will be controlled by those from whom we will seek seed. Thank you very much.
ParlaMint-HR_2019-09-20-0.u149173	Thank you, time. Before I do any damage to the Rules of Procedure, replicas and all that happened, the vote will be at 13 o'clock, and on all other issues, please contact the Bureau of Parliament. Mr. Maras gave his first breach to the Rules of Procedure.
ParlaMint-HR_2019-09-20-0.u149174	Thank you very much. Mr. Vice President, you're in violation of Article 251. The Rules of Procedure of the Croatian Parliament, which says that the majority of MPs are sufficient to make a decision at the Parliament's session. It is visible to all of us in the assembly that most MPs are present and I ask you to approach the vote as you have announced, that there will be a vote at 12 o'clock. Most of them here, why can't they vote? Because Milan Bandic is blackmailing Andrej Plenkovic. So what did you bring the state to? Gentlemen, most of you are being held by a defendant with a dozen and more criminal charges. You don't let the Parliament work... [[You've made yourself clear.]] [[The speakers speak at the same time, of course.]]
ParlaMint-HR_2019-09-20-0.u149175	Come on, please, you've made yourself clear. You were clear, I did not inform that there would be a vote at 12 o'clock but at 13 o'clock if you heard correctly. Here you go, Mr. Bolt.
ParlaMint-HR_2019-09-20-0.u149176	Your Honor, Vice President. Not only is Article 251 injured, but Article 228(2) means the start of each working session of the President of the Parliament shall be announced on which points of the agenda will be voted, but also when the vote will be held. We, as parliamentary deputies, were announced at 12 o'clock and it is clear that you have found yourself in an awkward situation where your coalition partner and Prime Minister Plenkovic are being blackmailed by the ruling majority. He refused to show up with his chips here in the Croatian Parliament and now we don't even know what's going to happen And what's the schedule... [[Intruder Radin: Time.]]
ParlaMint-HR_2019-09-20-0.u149177	But it's time. Okay, as I told you, the vote will be at 1:00. I am the messenger of such news, and as it is said, the messenger is not guilty of the news he brings. Mrs. Voter and you have a breach of the Rules of Procedure. Here you go.
ParlaMint-HR_2019-09-20-0.u149178	I have a breach of the Rules of Procedure because it seems to me Mr. Vice President that you intend to continue to violate Article 251. The Rules of Procedure and do not provide for a vote announced in 12 hours, despite the fact that the conditions for the same were created, that most MPs and deputies were present in the assembly. It is a sad fact that the work of this Parliament depends on the Club of Representatives Milan Bandic, and it is unfortunate that what they have stated is that Milan Bandic is not only blackmailing the ruling majority but also the whole of Croatia and we are all hostages of Milan.
ParlaMint-HR_2019-09-20-0.u149179	Time. Mr. Lovrinović, no, not later. ...infringement of the Rules of Procedure. Here you go, Mr. Bull.
ParlaMint-HR_2019-09-20-0.u149180	So please bring in, there's nothing to be heard.
ParlaMint-HR_2019-09-20-0.u149181	Mr. Lavrovinović, before Mr. Bulj because he has a breach of the Rules of Procedure, then it is you, after which you... You raised your hand only, you have a breach of the Rules of Procedure. [[I don't know what you're talking about.]] I'm sorry, Mr. Bully first picked up a staff injury to the Rules of Procedure, and I thought you were looking for... I thought you were looking for a break. [[I don't know what you're talking about.]]
ParlaMint-HR_2019-09-20-0.u149182	Thank you very much. He was injured by the Rules of Procedure 228 because for the first time in the history of the Croatian Parliament, most of them destroy the quorum. This has not happened, the opposition is ready to vote, here Mr. Miljan Brkic is here, Mr. Milosevic and those who have now appeared, I don't know their names for the first time, for the first time, that most of them are breaking down the quorum because Milan Bandic is holding them as he says in the leather cart "They are all dancing and no one is playing." Thank you very much.
ParlaMint-HR_2019-09-20-0.u149183	Thank you. In this House, most of them destroyed governments, let alone the quorum. Here you go, Mr. Lovrinović.
ParlaMint-HR_2019-09-20-0.u149184	Dear Mr. Vice President, I protest in front of the party to change Croatia for the Rules of Procedure, infringement, and you see the situation we've been put in here. You tell us now at 13 o'clock come and all the opposition is here, they ran away, this trade coalition, maybe they went to Bandic to hurry it up, bring the order in here, please. We can't be here at 1:00 at 2:00, this isn't working, save your cheek in this House, let's call extraordinary elections, this is unsustainable, this is a trading calculation, it just can't work.
ParlaMint-HR_2019-09-20-0.u149185	Well, you have the right word for your opinion, but our working hours last.
ParlaMint-HR_2019-09-20-0.u149186	I beg your pardon, I call upon the opposition to leave Parliament for this.
ParlaMint-HR_2019-09-20-0.u149187	Okay, you have the right to do that, but our working hours continue at 13 and at 14 and at 15. What is that, a Roman greeting? What's that? No, I don't know what that is. ... No, but what is it? ... [[I don't know what you're talking about.]] Is it a break? ... [[I don't know what you're talking about.]] But get up, please, go ahead. [[I don't know what you're talking about.]]
ParlaMint-HR_2019-09-20-0.u149188	Mr. Vice President, thank you for giving me your word, I suggest you set a break until 13 o'clock for two reasons. [[Intruder Radin: Here you go.]]
ParlaMint-HR_2019-09-20-0.u149189	No, we have two more, I promised your party president we'd have more,... Is it true I promised you? [[The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149190	The first reason, Mr. Vice President...
ParlaMint-HR_2019-09-20-0.u149191	He wouldn't want it to be a dispute between you and the president of the party. I promised your party president we'd finish it and then we'll go to the vote, go ahead.
ParlaMint-HR_2019-09-20-0.u149192	Mr. Vice President, you and this longtime...
ParlaMint-HR_2019-09-20-0.u149193	Thank you very much, thank you, thank you, no, it's not appreciated.
ParlaMint-HR_2019-09-20-0.u149194	With your long experience, it's clear that no normal debate will be held...
ParlaMint-HR_2019-09-20-0.u149195	The replica had a gentleman, no, I don't respect No. No. [[/Intruder Bauk: You don't respect?]] Mr. Maras had a replica. [[Bauk's intruding: Good.]]
ParlaMint-HR_2019-09-20-0.u149196	Thank you very much. Mr. Vice President. Please interrupt the session because I want to debate in front of a lot of assembly, when my colleagues return at 1:00, they vote to hear what I'm about to say to my colleague Bulju. So this is irregular... you don't, you don't have... What are you doing, I beg you... [[The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149197	Mr. Lenart asked for a break, probably, right? Mr. Lenart, here you go. [[Intruder Maras: No, no, no, just a little.]] You don't have a replica, did you say you don't have a replica? [[Intruder Maras: Mr Furio.]] No, you don't have a replica, you can't speak. [[Intruder Maras: But let us work.]] Mr. Lenart, here you go. [[So come on, so...]]
ParlaMint-HR_2019-09-20-0.u149198	I thank the esteemed Vice President, here I am looking for a break on behalf of the Club of Representatives of the HSS and Democrats because obviously these GMOs in the form of Bandic's chips poisoned the situation in the Croatian Parliament and we need a break, here's a nice thank you.
ParlaMint-HR_2019-09-20-0.u149199	What was that, I'm sorry, you have to explain what it was. No, this hand-lifting thing, what was that? [[Intruding Glasovic: I would ask for a break too, only a break would ask for]] Here you go. [[Intruding Glasnović: So he would ask for a break for 10 minutes.]]
ParlaMint-HR_2019-09-20-0.u149200	Please, thank you. I'm just asking for a break for 10 minutes to save us from this sodoagronoma from the HSS, the local heads that can't... to plant and speed up this vote, just that, this is terror, unprecedented terror. [[The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149201	Thank you very much, thank you very much. Mr. Bernardich.
ParlaMint-HR_2019-09-20-0.u149202	Dear Vice-President of the Parliament, I demand a 10-minute break for the simple reason that in a series of institutions in Croatia that are collapsing just now, the Croatian Parliament has become another. So, in the ruling coalition, there is obviously no agreement on anything, so the latest case shows in fact that in the ruling coalition there is one complete dissension and that the ruling coalition cannot agree on a term of holding a vote. What kind of coalition is that? A gang against the HNS. Bandic versus HDZ. HSLS v. SDSS. Part of HDZ versus Milorad Pupovac. HDZ versus HDZ. So this is about exclusive interest, a strong desire just to stay in power...
ParlaMint-HR_2019-09-20-0.u149203	Mr. Bernardic, I have to interrupt you and now I'm going to tell you why.
ParlaMint-HR_2019-09-20-0.u149204	Dear Vice President of the Parliament, I have the right to explain a two-minute recess.
ParlaMint-HR_2019-09-20-0.u149205	I'm taking a break, now I'm gonna tell you why. I'm taking a 10-minute break just because of Mr. Lenart's request to take a break on the agenda, you didn't ask for a break... And that's against the Rules of Procedure. [[The speaker doesn't understand.]] Here, up to 12 hours and 40 minutes we have a break,... Not in the agenda, not in the agenda, I'm sorry. [[I don't know what you're talking about.]] Ten minutes off, Mr. Lenart. ... [[Intruder Bernardić: Dear Vice President of the Parliament...]] [[The speakers speak at the same time, of course.]]
ParlaMint-HR_2019-09-20-0.u149206	Dear colleagues and colleagues, we continue to work, now it is up to the debate of the esteemed colleague Stevo Culej, please.
ParlaMint-HR_2019-09-20-0.u149207	Dear President, colleagues and colleagues, all present, as we begin this topic, I haven't prepared much, but I've dropped one idea, Ned Lud. In England in the 19th century, there was a man named Ned Lud at the time of industrialization. This same Ned Lud was founded by the ludicrous movement of Ludite with whom he was destroying machines that replaced a number of workers at the time, so Ned Lud, along with his co-workers, accused those same machines of being the ones who got fired, so they destroyed those machines until they figured out what the problem was. I see here, there are many who would like to stop the wheel of history, and which goes unwittingly forward, it goes forward, grinds, it grinds and it will reach its goal to our benefit or to our damage, it will determine the future. Today is a time of globalisation, a time when a variety of unifications are supported, a variety of crossings, a variety of mixings, but that's not a problem, there's no need for what might be a consequence, although we know what might be when we mix well in a certain proportion where that ratio will lead us away, whether to good or evil. He says against GMOs, who's against GMOs, and why is someone against GMOs? Against GMOs and against the progress of history wheels, it's mostly those who don't have their opinions on anything, but basically follow up on some pulsism to pick up certain political points, and they don't care about the organic production they don't know anything about, because they've never produced anything in their life, but they might have seen on the salary of some bitch from Zagorje who brought some vulgar humpes, so they said that this one, nothing, is valid to you, look at the hump and then he went and bought that beautiful glass, transparent, smooth, beautiful, beautiful, big, and bought that pickle on the beach, and that little humper wouldn't pick it up. And so we have daily examples of how some people understand what GMOs are and what's fighting GMOs. What does genetically modified seed even mean? So it's not the seed problem, it's not the GMO problem, it's the way it's going to be applied and in whatever form and to what extent, it's the only problem. They say abandoned meadows, pastures and land in Slavonia. In Slavonia, there is not one pedal of a free country that someone could buy that is free, and he sold it, and if it appears at that time, the same is already sold and a competition is being held for him who gives more and that price often goes to heaven. So, as far as free land is concerned, there's no desertion, there's no, all the land's been processed, there's no pedal that can't be seen from the Arkod system that's all worked out, maybe there's a few canals and shears inaccessible, so it's not processed. Who handles this land, and in what way? The same country is being processed by Croatian peasants. In what way? If they were to process it the way their old man did, if they were to sow seeds, they wouldn't have a income of 5, 10 meters per hectare, they certainly wouldn't have. If they did not take seeds licensed from the houses produced by that seed, they would certainly not have 40 m, 50 m and more per hectare, give grain, give corn, stay on those 4-5 m. If they did not put that seed on, if they did not spray the herbicides needed to stop all those weeds, which would turn those crops. If that famous plant was impossible to eradicate, a Partizan, and we know as ambrosia, if we didn't rip and spray every year, imagine how much it would multiply, as enemies of the Republic, it would multiply so much. If we hadn't worked the country in this modern, advanced way, we'd be in the trap of every producer in the whole world. She doesn't care about school either, the Croatian peasant is written enough and prescribed, but those laws we bring here in HS are often to the detriment of these same peasants. In America, there's a people who say to themselves that they're Amish, they belong to God and themselves, these same Amish have their own little communities where they often don't have any electricity, they don't have any technological progress, but they're one of the largest milk producers. How do they produce milk? So they have farms 55 + 10, 55 dairy cows + 10 replacement cows that are designed to replace those worn out, worn out to further processing or slaughtering and consumption. These same farms how they work? So every farm you look at from the satellite, it's got three big silos, each silo costs $50,000. And he with $150,000 and what the country has around him is watching, serving these 55 cows plus 10 and having extra incomes and offerings, of which they live very well, and I can say they are rich. And imagine now one thing, these same Amish, they don't have more than elementary school, what they're supposed to have to finish, they're rare than you're going to see, they recognize the world as members of that community, and they have more schools and they've gone out of their midst at all. So they're just enough, they're ecologically conscious, they live to the benefit of where they live, and they're not to the harm of anyone but to the benefit. If we had stayed on those indigenous breeds and the organic production that we like to talk about here, then you'd be at my level, you'd be in the thick minus, because I'm ecologically conscious and I love agrotourism, I love rural tourism, and I'm in the production of black Slavonic pigs in my free time. You can't get those pigs to the clown mass in two years, without quality crossovers with Durok Pietren or some other breed, you can't possibly fast because that pig is fat, fat, has its qualities, has its advantages, to protect the preservation of a good tradition, but there's no progress. If we wait for the tower from that black Slavonian pig, we'll have a thin papate, there isn't. It's going to be dark in that organic production, and that tower has to be not 250, but 350,00 kn, so let whoever wants it is organic products, buy that tower, and buy that farmer as well. it pays the likes of me to maintain tradition and organic production at all. If there hadn't been progress through history in the selection of seeds, in the protection of herbicides, imagine how much from Africa those who are crossing our borders these days would have been here, so they would have flooded us long ago if those who have both seed banks and these GMOs had advanced not to feed them, but would have all been at our backs here. So imagine, we and the Republic couldn't eat with what we would have been able to sustain in an ecological way. The only problem in this whole story of the preservation of mountain pastures, I saw in those flying cows, those unstable cows that appear and disappear in certain governments with certain ministers, to which the Croatian state paid for the fatty incentives. It is the only GMO product that is not acceptable to Croatian production. So much and thank you.
ParlaMint-HR_2019-09-20-0.u149208	One is a replica, dear colleague Panenic, please.
ParlaMint-HR_2019-09-20-0.u149209	Thank you very much. Dear colleague Culey, you've actually opened a good topic, and that's what we're actually going to be able to produce in the east of the Republic of Croatia, in Slavonia, and that it can feed the Republic, that it can feed for example. And all the tourists that come, we're always talking about that blue green line, but here the question is, if it's the quality food that comes from, if that tower is the best, how many people make it, how many people are able to grow the pigs that are going to make it, where it's going to come from, or we're going to come to realize that it's actually the cooking that it's made of, it's actually from the meat that's being imported. So if it didn't come out there anymore, is it not a 100-pound sore, which kilo, but it's 180, 200-pound. Now we've entered the core of the problem that one day we'll have to say and that tower and he's got traces of GMOs is he here Somewhere beyond where we have no control. [[Intruder: Thank you]]
ParlaMint-HR_2019-09-20-0.u149210	Answer, please.
ParlaMint-HR_2019-09-20-0.u149211	It is generally known in Slavonia that every fifth, tenth, twentieth, it is irrelevant for us, who has nothing to do, to get caught up in, so a real tower, in what way? So he goes to Kaufland, Lidl, Bill, or the rest, and he buys 20.00 grand in return, you want a braid, you want a butt, he buys tsar meat at 12.00 kn, he brings it home, he salts it, puts it on smoke, and here he sells bacon, on the doorstep or at the market, and that's his source of income. So we all know how to do it, people don't have any pigs in their backyard, and they make tons of kitchens. I'm the only one I know who's called Ferbezar from the island, I'm not going to advertise much, but I know he's a real cool, and if I buy, I'm eating his, and I'm not going to eat some of the others, and I'm not going to mention them, I'll never take the tower.
ParlaMint-HR_2019-09-20-0.u149212	Comrade Maras, come in.
ParlaMint-HR_2019-09-20-0.u149213	Thank you very much. Mr. President, I am looking for a break in the name of the club for 10 minutes because we have to consult with this GMO Act, but what is more important is that this is a no, unseen situation in the Croatian Parliament where Croatian citizens have the right to know what Milan Bandic is blackmailing HDZ, whether it is Zagreb Manhattan or GUP, to raise their hands in the City Assembly, whether or not you came and told them if you freed Kalmet you can free me, which is why Milan Bandić is blackmailing HDZ that HS cannot function normally, we cannot vote, we cannot make decisions, nor about GMOs, which is why Milan Bandić is holding our country by the neck and why this institution, HS must experience this humiliation, humiliation organised by Mr. Andrej Plenković, HDZ and their fellows Milan Bandić. So, on this side Croatian citizens must know how much they will pay. Whether it will pay for Zagreb at the fair with GUP because it is obvious that the mayor of Bandic is also blackmailing HDZ for GUP in Zagreb City and Zagreb Manhattan. Is blackmailing them because he saw yesterday on TV how the judiciary frees HDZ, Mr. Kalmett, because don't be fooled, is not Kalmeta released yesterday but when he became assistant secretary, Mr. Jandrokovic. At that time, he was given an already acquittal, so it is obvious that there is some agreement between Bandic and HDZ mayors, with which he is blackmailing them. Croatian citizens must know that. Thank you very much.
ParlaMint-HR_2019-09-20-0.u149214	Comrade Maras, you'll get a break, but please be careful what you say because you're slandering, so just a warning. Nothing, nothing, just what I told you. ... Yes, but not for the reasons you state, they're very, very inappropriate what you're saying. [[You can't hear the intruder.]] So, a break of 10 minutes, as it must be according to the Rules of Procedure, continues at 13.10. It's 1:00 a.m. Next time we meet at 13,15 hours.
ParlaMint-HR_2019-09-20-0.u149216	Since there are no more applications for a position, we are going back to the agenda point of the proposal for a GMO law. A respected colleague, Ivan Celic, has applied for an individual debate. Here you go.
ParlaMint-HR_2019-09-20-0.u149217	Thank you, Mr. Vice President. Dear Secretary of State, here we have heard that the new law, as well as the old law on GMOs, poisons the Croatian people, opens the door to foreign agro-companions to conquer agriculture, and those who are called sovereigns, I would say that this new law allows for stronger and greater independence of Zagreb compared to Brussels because future bans on GMO crops no longer require scientific evidence of harmfulness but are sufficient to declare a GMO product, e.g. incompatible and inappropriate for the public interest of the Republic of Croatia. Also, the strength of Zagreb's independence from Parma where the European Food Safety Authority is the centre of a monopoly on scientific risk assessments, the new GMO law is much better regulated and much more in our hands. I'd like to briefly just refer to the lab question, so the law recognizes the official laboratory and the national reference laboratory. I think it's very well regulated, what I think is controversial, it's in art. Paragraph 2 of the 14th century, therefore, the body of the state administration responsible for health care activities may appoint one or more national reference laboratories for GMOs. I know it was in the old law, too, but it seems logical that there's only one national reference laboratory for a particular problem, and there's actually now a question of public and private relations with the opening and establishment of the State Inspectorate. We have a situation, therefore, that private laboratories, dumped prices go and receive tenders and then try to agree with the Croatian Institute of Public Health, which is really the best teamed and happening, the situation that we have, to get results, and that adequate interpretation of these results remains controversial in these private laboratories. However, I hope, therefore, that such regulated articles, which speak about the obligations of official laboratories and national reference laboratories, will do so to really interpret these results that we get and which are really in the low percentages, will be of quality. Thank you.
ParlaMint-HR_2019-09-20-0.u149218	I thank my esteemed colleague, Cellic. Final word on behalf of the Club of Representatives of the Most, dear colleague Miro Bulj, please.
ParlaMint-HR_2019-09-20-0.u149219	Thank you very much, Mr. Chairman. Dear Secretary, here at the end of the law, of course I, like the one who proposed the ban law of GMOs, object to GMOs. Of course science says one is for, one is, I studied a number of materials, I talked to a number of experts, I read a number of professional articles because I was interested. And of course I'm just not accepting all the restrictions that are now being put simply in reality is not so. Currently in the Republic of Croatia we have too many GMO products, but it is not a GMO product that mentions someone but is simply mentioned that it is only by vaccination, crossing some kind of product, but it is exclusively a monopoly over the seed, pushing from it all and pesticides and herbicides and, of course, everything that should be used in agriculture is driven by one and the same group. And of course against that group, even those from America are citizens in America. And they even got convictions because of severe illnesses, I repeat that again, it's Monsanto and now it's included in it. We have to think about it and decide politically and that's the right thing to do. The government says it's for GMOs, you say you're for GMOs and organic production, you say it, but that's impossible. So it's impossible to be one field, one board to be GMOs and the other to be ecological. We have to decide and at this point it's visible that we don't have any more production of our own that we're that organic essentially the one that should be brand, because I repeat, '98. In 1998. It's 21 years old, this House passed a law banning GMOs, i.e. If not, the Republic of Croatia is a country without GMOs. We, by joining the EU, have accepted these conditions which I do not think are good, although the EU is trying to break down in part now, but it is far too far from that GMO industry mainly in terms of seeds, seeds and these products that are being spent. glyphosate. Because simply what's going on, it happens that in the Republic of Croatia still happens because we have 700 thousand acres of land that is unprocessed and does not use so many pesticides and that seed but it has already entered, has entered our shelves and entered the seed. It's certain that soybeans are imported. I guarantee it's soy and not only that, but we through cattle. Here's only pork as much as we import GMOs because they eat that GMO food. And of course this is something to be devoted to, you should listen to scientists, but I don't think we should be trying rabbits. Croatia must not be a trying rabbit and our children. We have to build all the barriers because if it's in the blood, it's in the blood. in urine, if checked and that 40% of Croats have in urine glyphosate then we're talking about it being very dangerous. For the people to understand what it is, it is your cidocor, the cidocor is done of it. You know when you pour weeds, then nothing stays behind. So I gave the law in the procedure the same, going to go into the law on the ban of this pesticide is an Austrian lower home already made in Austria is forbidden and it pushes you to Monsanto and that industry. So we fight for domestic production, organic production. We have, we're small but we have rich agricultural land, we stop selling agricultural land to foreigners going since 1.1, and now the prime minister has just remembered, from next year on in a few months, now he just remembered the Ministry to stop that sale of agricultural land to foreigners. Why? Because Hungarians banned the purchase of foreign, physical and legal persons of agricultural land. When? When they saw that they had been bought a large portion of the agricultural land. Because in us there are numerous other parcels as they stayed, and then there is the possibility of a monsanto mechanic pushing his seeds into the market and his pesticides, pushing them into our market. So we must ban it, even the EU, the Commission is now imposing, but when I said it six months ago, it was not good. In addition, the European Commission adopted, i.e. certain guidelines and the European Parliament, we see certain EU countries are also against. So, personally, I'm against GMOs, and I believe one day you'll be, too, but it won't be too late. Thank you very much.
ParlaMint-HR_2019-09-20-0.u149220	I would like to thank my colleague Bulj for his closing statement. We have a final word on behalf of the proposer. Mr. Zeljko Plazonic, the Honorable Secretary of State. Here you go.
ParlaMint-HR_2019-09-20-0.u149221	Thank you very much, Mr. Vice President of the Croatian Parliament. Here I would like, above all, to thank all the parliamentary representatives and MPs who took part in this discussion, in this item of the agenda, especially those who stuck to these agenda points and who therefore gave very correct and concrete advice, suggestions and reflections. I have come to thank not only those who participated in the discussion but also in some way to avoid all those fears that some of the MPs referred to our citizens who were not based on any evidence, on any scientific indicators or not at all responding to the real, right truth. In fact, we are today, Mr. Bulj, a genetically free country from the cultivation of genetically modified seeds. Geneticly modified organisms is a very broad term and is only agricultural... One small, relatively small segment of genetically modified organisms, and if we were to go straight to the details of what that means, it would drag us very, very far away. [[The speaker doesn't understand.]] And this law that we have now proposed in this House is precisely aimed at protecting our entire population, controlling the cultivation of genetically modified organisms, controlling all other uses of genetically modified organisms and in medicine, biotechnology of general science as such and traceability and control of it. It is with this law that we will cover all of what I have said and thus make maximum security for full traceability, control and protection of our population from all unwanted effects if they are proven by genetically modified organisms. That's it, thank you very much.
ParlaMint-HR_2019-09-20-0.u149222	I thank the Secretary of State, Mr. Plazonic. We've exhausted all the debates. I'm closing the debate. Once again, thank the Secretary of State, Mr. Zeljko Plazonic and Mrs. Valentini Zoretic Rubes, Head of the Health Ministry's department for the reasons of the bill. We'll vote on this point when the conditions are met.
ParlaMint-HR_2019-09-20-0.u149223	We are now going to vote on the debated agenda points. The first is the proposal for a law on genetically modified organisms, first reading, P.Z.E. No. 666, the applicant is the Government of the Republic of Croatia, the debate is closed. In accordance with the proposal of the parliamentary working bodies, I am voting on the next conclusion. First, the proposal for a law on genetically modified organisms and secondly, any objections and proposals will be submitted to the applicant to consider them when determining the text of the final draft law, please vote. I find that the majority of votes, 100 votes "yes" and 10 votes "against" have reached a conclusion as proposed by the parliamentary working bodies. Now we're going to the election, appointments and resolutions. I ask the chairman of the Committee on Elections, Appoints and Administrative Affairs of Antu Sanader to explain the motion for a decision.
ParlaMint-HR_2019-09-20-0.u149225	Thank you, Mr. President. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. The Rules of Procedure of the Croatian Parliament Committee for the selection, appointment and administrative work of the Croatian Parliament proposes a Decision on the selection of members and termination of the term of office of members of the Committee for Labour, Pension System and the Social Partnership of the Croatian Parliament. For a member of the Committee on Labour, Pensions and Social Partnership of the Croatian Parliament, Miro Totgergeli is proposed. A decision on the selection of members and members of the member of the Committee on Family, Youth, Sport of the Croatian Parliament for a member of the Committee on Family, Youth and Sports of the Croatian Parliament is proposed by Marija Mačković. Ante Babic is proposed for the Committee on Croatians outside the Republic of Croatia and the Croatian Parliament. It is proposed that members of the Committee on Spatial Planning and Construction of the Croatian Parliament, Mir Totgergelia, be resolved, and that Tomislav Klaric be represented as a member of the Committee on Spatial Planning and Construction of the Croatian Assembly. It is proposed for the chairman of the Committee on Education, Science and Culture of the Croatian Parliament, Dr.sc. Irena Petrijevcanin Vuksanovic as she stopped acting on 19 July as president of the Committee on Education, Science and Culture of the Croatian Parliament Dr. Vesna Bedekovic for stopping the parliamentary term. For a member of the Committee on Education, Science and Culture of the Croatian Parliament, Josip Boric is proposed because he was a member of the Committee on Education, Science and Culture of the Croatian Parliament on 18 July 2019. As a member of the Croatian Parliament's Legislatives Committee, Lovro Kuščević is proposed as a member of the Croatian Parliament's Legislative Committee on 24 July 2019, he stopped acting as Mato Čičak because of the termination of the parliamentary term. A member of the Committee on Agriculture of the Croatian Parliament Damir Felak is proposed and Tomislav Tolušić is proposed as a member of the Committee on Agriculture of the Croatian Parliament. Martin Baričević is proposed to be a member of the Committee on Presentations and Appeals of the Croatian Parliament, as he stopped acting on 24 July 2019 as a member of the Committee on Presentations and Appeals of the Croatian Parliament because of the termination of his term of office. It is proposed to be a member of the Committee on Information, Information and Media of the Croatian Parliament Damir Felak, as it was on 18 July 2019 that the member of the Committee on Information, Information and Media of the Croatian Parliament stopped acting as Sanja Putica for the termination of the parliamentary term. It is proposed that the Vice-President of the Committee on Gender Equality be resolved by the Croatian Parliament, Dr.sc. Irene Pretrijcanin Vuksanovic, but for Vice-President of the Committee on Gender Equality of the Croatian Parliament, Ljubica Maksimčuk is proposed. A member of the Committee on Gender Equality of the Croatian Assembly Ljubice Maksimčuk is proposed, while the members of the Committee on Gender Equality of the Croatian Parliament are proposed by Grozdana Perić, Marija Mačković and Martin Baričević. For a member of the Croatian Parliament's delegation to the SEECP Parliamentary Assembly, Tomislav Lipoščak is proposed because on 18 July 2019, a member of the Croatian Parliament's delegation to the SEECP Parliamentary Assembly stopped acting as Sanja Putica for the termination of the parliamentary term. For the head of the delegation of the Croatian Parliament at the Parliamentary Assembly of the Council of Europe, Tomislav Tolusic is proposed because on 18 July 2019, the Head of the delegation of the Croatian Parliament in the Parliamentary Assembly of the Council of Europe stopped acting as Sanja Putica because of the termination of the parliamentary term.
