ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u1	Member's promise
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u129	Thank you, i.e. that would be the fifth point of the hearing, because my colleague Šafránková has proposed this as the fourth point of the hearing. So that was Mr. Oldřich Černý. I still have Mr. Wenzl's application, he's not here. That means we've exhausted all the written applications. This is the Member's seat. The draft agenda of the meeting? With priority rights as Vice-President on behalf.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u130	Thank you for the floor, Mr Vice-President. Ladies and gentlemen, since our club needs to be consulted before the approval of the agenda, I request a two-hour break for a meeting of the SPD's MP's club, within 19.29 hours. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u131	By 7:30 p.m., two-hour recess request for a SPD meeting... she has been requested by the Vice-President on behalf of the President, so I am interrupting the meeting for two hours. Meet me at 7:30.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u132	Ladies and gentlemen, the time for a break is up and we will continue our negotiations. I'm gonna ask you to take your seats in your benches so you can keep your voice down so you can understand. I will repeat this: to make it clear what we are going to discuss and then vote on. I'll read the apology first. Today from 7:30 p.m. to 23:00 p.m. for work reasons, Mr. Interior Minister Vít Rakušan and Vice-President Vildumetzová Mračková cancels her apology from today's meeting. Before the break, we... Thank you, Mr. Radim Fiala's apologies have been cancelled. Since there have been a number of proposals to amend the agenda, which we will, of course, deal with in the order as they were read, but there has been one proposal, and this is Mr Vondráček's proposal to abolish the state of legislative emergency. So I propose the following procedure. First we will deal with this proposal, then we will go over the proposals from the Gremium. I would like to point out here that, as regards the proposals from the Gremia, they have made certain changes, and that is why I would vote - and I would propose to vote - on these proposals from the Gremia on points, and then we will go after the points as they were read on the agenda. Does anyone object to the settlement proposal? He doesn't. So I will proceed in the way I have spoken. Mr Vondráček has proposed a point of cancellation of the legislative emergency, but we have reached an opinion after the debate as well as within the framework of the Gremia, in the context of the opinion of the legislative department, that this proposal is unvoteable. I am aware that this proposal may be contradicted by the President's procedure, in any case we have agreed on a legal interpretation which we also base on the opinion of the legislative department that this proposal is unvoteable, and therefore we will continue with proposals from the Gremium. I wonder if anyone is raising a motion as an objection to the President's procedure? Madam President Schillerová, please take your word for it.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u133	Yes, Mr Vice-President, I object to the President's procedure because I think it is not in accordance with the Rules of Procedure of the House. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u134	I thank you, it's completely legitimate. I've logged the application for your check-out. I'll check you all out first. I'm gonna ask you to sign up with your cards. I'm gonna go on and ask my colleagues from the lobby to come in, and we're voting that they've been raised... I will ask the club presidents to take part in the vote that we currently have in front of us. It is an important vote because we will vote on what the agenda will look like. President Schillerová raised an objection to the President's procedure. I am opening the vote and asking who is in favour of this objection? Who's against it? It is a vote with order number 8, 173 Members and Members are registered, 174. For proposal 80, against 93. This proposal has been rejected, and we will therefore continue as I have announced. First of all, proposals from the Gremium. As the first point from the Gremium, which remains, which we will vote on, is that we will include in the News block, proposals and other House document 353, it is Proposal for rules on the management of parliamentary clubs for the year 2022. Initiating the vote and asking who is in favour of the motion? Get him to push the button and raise his hand. Who's against it? It is a vote with order number 9, registered with 176 Members, for proposal 175, against 1. This proposal has been approved. As another point - and here I propose that we vote separately - we have the consent to issue a criminal prosecution. There are two suggestions. First, we will vote on the request for the consent of the Chamber of Deputies to prosecute Mr Andrej Babiš, and then we will vote separately on the request for the consent of the Chamber of Deputies to prosecute Mr Bohuslav Svoboda. There is a proposal for this to be discussed as the first and second points of this meeting, that is from Gremia, but I suggest that it be included only in the agenda of the meeting. I will therefore first put to the vote, and this is a request for the consent of the Chamber of Deputies to prosecute Mr Andrej Babiš. I am opening the vote and asking who is in favour of this proposal? Who's against the proposal? It is a vote with order number 10; 177 Members and Members are registered, for 161, against 4. The proposal has been approved. I will now vote on the inclusion of a request for the consent of the Chamber of Deputies to prosecute Mr Bohuslav Svoboda. Initiating vote. I said, who's in favour of the proposal? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 11, with 177 Members registered, for proposal 170, against 2. This proposal has also been agreed with. [[19.40 hours]] There were two suggestions from Gremium. One - The draft timetable for the discussion of the Government Bill on the State Budget and the Government Bill on the State Budget of the Czech Republic, but given the agreement that arose that on Friday there will be a separate meeting for which these two points will be unvoted, these points are, from my point of view, a different agreement arose, and that is why I am not voting on these points. I don't see a contradiction, I just need to clarify for myself whether elections will be part of this meeting? No, that means the election stays on the agenda for this meeting. Thank you, the meeting will be in order of eleven, will be convened on Friday 18. 2:00 in the morning. Then there is a proposal from the Gremia that paragraphs 7 and 11 of the proposal for a programme, which are House prints 56 and 72, be discussed after paragraph 20, House press 130. It's an electronization of the process of public authorities. I am therefore opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who's against the proposal? It is a vote with order number 12; 178 Members and Members are registered, for proposal 176, against 1. We agreed to this proposal. And now, colleagues, I have a rather difficult task to deal with with the other points that have been read with honor. I ask you to be patient, the negotiations have been long. I'll read it as the points have been recorded. If you feel, and it will be controlled by legislation, that your point has not come up, please warn me, I will put it to a vote. Points will be voted gradually. First of all, 16 points from President Tomio Okamura. It is a request for the inclusion of a new point The discussion of an unbearable situation with inadaptable cities and municipalities of the Czech Republic - the government refuses to address the situation. I am opening the vote and asking who is in favour of putting this item on the agenda? Who's against this point? It is a vote with order number 13; 178 Members and Members are registered, for proposal 26, against 73. This proposal was rejected, therefore we will no longer vote on its firm inclusion. Next, a new item discussion about the incompetent Minister of Health Vlastimil Válek. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 14, registered 178 Members, for proposal 75, against 87. The motion was denied. Furthermore, the new point of the Fialův Government is refusing to address the price increase. I am opening the vote and I am asking who is in favour of this item, its inclusion on the programme? Get him to push the button and raise his hand. Who opposes this proposal? In the vote with order number 15 178 Members and Members, for 81, against 96. The motion was not accepted. Another point and a new point to include: the undemocratic practices of the Fialův Government. I am opening the vote and asking who is in favour of putting this item on the agenda? Who's against this point? It is a vote with order number 16, 179 Members and Members registered, for proposal 81, against 96. The motion was denied. Next, a new item on the discussion of the government's actions against decent people. I am opening the vote and asking who is in favour of putting this item on the agenda? Who opposes this proposal? It is a vote with order number 17, with 178 Members registered, for proposal 20, against 85. The point has been rejected. Furthermore, there is a new point that the Government is increasing people's food. Initiating the vote and asking who is in favour of the motion? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 18, 179 Members are registered, for proposal 80, against 83. The motion was denied. Seventh point, new point on the title: the government has cheated the voters. I am opening the vote and asking who is in favour of putting this item on the agenda? Get him to push the button and raise his hand. For the sake of clarity, I am quoting the names of the points presented in the debate, and I am putting them to a vote. In the vote with order number 19, 179 Members and Members shall be voted in favour of proposal 77, against 96. The motion was not accepted. The Government also wants to influence the Czech Television Council and the Czech Radio Council politically. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 20, 179 Members are registered, for 81, against 73. The motion was denied. Ninth point and its classification: Silence of political opponents. I am opening the vote and asking who is in favour of putting this item on the agenda? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 21; 179 Members and Members are registered, for proposal 22, against 91. The motion was denied. Another new point: Non-discriminatory funding of the STAN movement from Cyprus. I am opening the vote and I am asking who is in favour of this new point? Get him to push the button and raise his hand. Who opposes this proposal? In the vote with order number 22, 179 Members and Members shall be voted in favour of proposal 81, against 90. The motion was denied. There is also a new point of Cumulation of the chair of the Pirates Ivan Bartoš. I am opening the vote and asking who is in favour of putting this item on the agenda? Get him to push the button and raise his hand. Who opposes this proposal? In the vote with order number 23 179 Members and Members, for 77, against 90, the proposal was rejected. Another point on the 12th, and it's a new point on the Turów Mine Agreement. I am opening the vote and asking who is in favour of putting this item on the agenda? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 24, 179 Members and Members registered, for proposal 81, against 81. The motion was denied. The thirteenth point, and this is to put point 32 on social services, namely to be included after these points. I just need to clarify here - that is, the first point in this meeting. Mr Okamura, the technical question, given that these points have not been accepted, do you want to include point 32 on social services after these points, the first point of this meeting? [[Yes.]] Thank you. I am opening the vote and I am asking who is in favour of putting this point first? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 25; 179 Members and Members have signed up, for proposal 80, against 75, the proposal has not been adopted. [[19.50 hours]] I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 26, 179 Members of Parliament have entered, in favour of proposal 78, against 85. The motion was not accepted. Next place item 44, House print 24, Minimum guaranteed pension. I take that as the first point of today's negotiations on the previous points. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. [[Mrs Schiller requests to be checked out.]] I'm sorry, I didn't register the check-out application. For this reason, I declare the vote misguided. [[Number 26]] I'll check you all out and ask you to re-registration with your cards. The number of Members and Members in the Chamber has settled, and I will therefore repeat the vote. We will be voting on item 44, House press 24, Minimum Guaranteed Pension, as the first item in this meeting. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 28, registered 179 Members, for proposal 81, against 76. The motion was not accepted. The last point is to place point 31, House press 7, Constitutional Act on referendum, as the first point of our negotiations. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 29 shall be signed by 179 Members of Parliament, on proposal 22, against 93. No consent has been given to the proposal. Those are the points that President Tomio Okamura has scored. We will now proceed to the points raised by President Jan Jákob. [[Reservation against a mispronounced name.]] Jakob, right, Jan Jakob. His proposal is that the House press 127/2 be placed as the first item in this meeting. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 30, 179 Members and Members have signed in, for proposal 96, against 73. The proposal has been approved. There's a reminder of the vote. Please, Mr. Ambassador.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u135	I'm sorry. I voted in favour of the last vote, but I'm against drugs. I'm not questioning the vote, just for the tape screen.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u136	Only for the log, thank you. Mrs Válková. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u137	I also hate to say that I voted against, unfortunately it is in favour. So I'm questioning the vote. I'm sorry.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u138	You're questioning the vote, okay. There is a challenge to the vote. I shall therefore first put to the vote that the vote has been called into question. I am opening the vote and asking who is in favour of accepting this objection? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 31, 179 Members and Members, for proposal 178, against no-one, are entered. Objection received. We will therefore now repeat the vote. I'm going to specify the point that we're going to vote on. We shall vote in accordance with Article 97 (2) of the Treaty on the Functioning of the European Union. 3, when the President of the Chamber of Deputies will present to the House at the next meeting to vote on the law that the Senate has returned to us. So it's press 172/2, the Emergency Measures Act for the COVID disease epidemic... and so on. [[Reservations that it's a different number of prints.]] 127/2. We will vote on the inclusion of this item and we will vote on its firm inclusion as the first item of the meeting. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 32, 180 Members and Members are registered, in favour of proposal 98, against 79. I am of the opinion that this proposal has been approved. Here I need clarification from President Jakob, because another point of yours was that paragraph 20, press 130, be classified as points from the Gremium, specifically for the release of Bohuslav Svoboda. But we would not place this point firmly, which means either modify or we will not vote on this point. As a second point of action, okay. I am opening the vote and I ask who is in favour of paragraph 20, House Press 130, being placed as the second item of the hearing? Those in favor, press the button and raise your hand. Who opposes this proposal? Voting with order number 33, 180 Members and Members are registered, in favour of proposal 106, against 33. I am of the opinion that this proposal has also been approved. Before we proceed with the next vote, I am registering the request with the priority right of President Fiala. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u139	Thank you for the floor, Mr President. I'd like to ask you if you could read not only the number of the press, but at least in two words, say what it is, because if we knew it was an electronization... But we have to find it in our materials before you vote, and sometimes it's for a second. So I'd like to ask you very much if you could make it easy for us to say, in at least two words, the name of the press, so we can have it easier.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u140	Mr. Chairman, there's no problem with that. I'm sure I'll read what the points are. I'm just gonna ask you to bear with me for a moment, because I need to get hold of the agenda of the meeting approved by the Organizing Committee. For the next item, we will vote for Radim Fiala. It is paragraph 43, House press 23, income tax, and place it as the first point of this meeting. I am opening the vote and asking who is in favour of this proposal? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 34, 180 Members and Members are registered, for proposal 20, against 94. This proposal has not been agreed with. There is also Mr Jaroslav Bašta's proposal. It is a new point - the Government's position on tomorrow's start of the war between the Russian Federation and Ukraine. I am opening the vote and asking who is in favour of putting this new item on the agenda? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 35, 180 Members and Members are registered, in favour of proposal 20, against 97. The motion was denied. [[20.00 hours]] Next item is the vote on the proposal of Mr Jan Síla. It's a new point in the government's vaccination campaign against covid-19. I am opening the vote and I am asking who is in favour of this new point? Get him to push the button and raise his hand. Who opposes this proposal? Voting with order number 36, 181 Members and Members, for 80, against 80, have signed up. The motion was not accepted. There is also a proposal from Mr Oldřich Černý, it is also a new point of the ban on masking the face in public. I am opening the vote and asking who is in favour of putting this item on the agenda? This new point? Who's against it? It is a vote with order number 37, with 181 Members registered, for proposal 20, against 77. No consent has been given to this point. In addition, there is a proposal from Jaroslav Foldyna on the inclusion of a new point, which is called Detailed Information of the Minister of Foreign Affairs and Defence on the passage of the United States military convoy. I am opening the vote and asking who is in favour of this point? Get him to push the button and raise his hand. Who's against it? It is a vote with order number 38, with 181 Members registered, for proposal 22, against 98. No consent has been given to the proposal. Furthermore, there is a proposal by Iveta Štefanová to place paragraph 28, by the House press 5, concerning the abolition of judicial executors, for the points proposed by my colleague, Mr Foldyna. But since that point has not been included, I suggest that it be adjusted to be placed on fixed points, if there is no problem with the proposal? Thank you. This means to include point 28 as already fixed points. I am opening the vote and I ask, who is this proposal? Get him to push the button and raise his hand. Who opposes this proposal? It is a vote with order number 39, with 181 Members registered, for 19, against 110. This proposal has not been agreed with. The next proposal is from Mrs Berenika Peštová, to assign the House press 56 as the second item of the programme, to include after paragraph 20. This means that I propose the same procedure here, and that is to include the House press 56 after the already firmly placed points, if there is no problem. In that case, point 56 was included as the third and it was a germinal proposal that I had put to the vote. It's after the Houses of the Press 130. I'm sorry about the complications, but given how many points there were, I need to get my bearings. Thank you for your patience. If there is no contradiction with the way this point is classified, then I would continue with the next points. I don't see the contradiction, I don't see the objection, so let's continue. In addition, there is a proposal by Jana Pastuchová on the inclusion of a new point Information on draw... [[There are voices from the diaper.]] But the point has been placed, it's got a bit of a bit of a bit of a bit of a bit of a bit of a bit I'll just be patient for a second. We'll check it out. [[Short silence.]] Yes, for the record, that point was really glamorous, we voted on it, I'll just read it. Thus, paragraphs 7 and 11, which are House prints 56 and 72, discuss after paragraph 20, draft programme, House press 130, which means that this proposal has been voted and passed. I read it from Gremia. Thank you for the clarification. And now, then, the Virgin's item should be voted... by Mrs Jana Pastuchová. [[Fun in the hall.]] After two days without sleep, I'm sorry. But I firmly believe that we can do this together. [[Laugh, cheer and applause in the hall.]] So, Mrs Jana Pastuchová, a new item Information on the drawing of housing contributions. I am opening the vote and I am asking who is in favour of this new point? Who opposes this proposal? It is a vote with order number 40, with 181 Members registered, for proposal 80, against 72. This proposal has not been agreed with. Now, I'm going to proceed to those applications that were filed on paper, and I'm going to do them in the order that they came in. Next, the vote on the item presented by Mrs Karla Maříková is a new item on the debate on the unlimited competence of the Minister of Health, which will be allowed by the pandemic law. It's a new point. I am opening the vote and asking who is in favour of putting this item on the agenda? Get him to push the button and raise his hand. Who opposes this proposal? Voting order number 41, 181 Members and Members of Parliament, for 21, versus 78. No consent has been given to the proposal. There is also Mr Richard Brabec's proposal, a proposal for a programme... [[Mrs. Schiller is objecting to something outside the microphone.]] Yes, in that case, we are going back to Mrs Karla Maříková and to include a new item in the discussion on the legal difficulties of the pandemic law and the principle of resolving epidemic situations under the conditions of the modern democratic rule of law based on experience with the SARS-CoV-2 epidemic. Before I vote on this point, Prime Minister. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u141	It doesn't happen to me, either, but I voted no, and I've got a pro on high. I'm not questioning the vote.
