ParlaMint-NO_1999-12-09-2.ana.ud2610e26	We start with a line chord shift after Thore Aksel Nistad's posts.
ParlaMint-NO_1999-12-09-2.ana.ud2610e797	I have no difficulty in agreeing with the representative Karl Eirik Schjøtt-Pedersen in both his interpretation and his argument and – not least – his appeal to the board regarding the process further. I am bound to draw the attention of the Stortinget to the fact that there is a slightly different view of these questions – at least this evening – at the hands of the Swedish and Norwegian owners, the Swedish Minister for Economic Affairs and the Norwegian Minister for Transport, as regards the interpretation of point 4.3(b). There is no doubt on my part about what the assumptions are, and what the requirement is, in this context, and therefore I have encouraged the board to carry out a formal examination and make the necessary decisions to comply with paragraph 4.3(b). Now I also have to say that the media projections over a long time have focused a lot on one of the twelve business areas. It is clear that for the two countries the other eleven business lines are also important. It is not that one country needs only one of the business areas, and the other country can get the eleven others. The assumption is that there should be equivalence, that, in sum, this can be said to be non-discrimination, and that, on the basis of business and economic considerations, it has been correctly concluded in governance. With regard to the individual business area that has been discussed in recent times, I will not go into it this evening for natural reasons, as I assume that the board of the new company is dealing with the matter.
ParlaMint-NO_1999-12-09-2.ana.ud2610e808	President! Can I correct an obvious misunderstanding?
ParlaMint-NO_1999-12-09-2.ana.ud2610e815	Karl Eirik Schjøtt-Pedersen gets the floor for an obvious misunderstanding, which I assume it is.
ParlaMint-NO_1999-12-09-2.ana.ud2610e818	I find reason to stress that I have not commented on the individual business lines in any of my articles. That's not my point either. My point is that the shareholder agreement should be followed and that the government's information [[The President clubs]]
ParlaMint-NO_1999-12-09-2.ana.ud2610e823	Schjött-Pedersen has been given the floor for a manifest misunderstanding.
ParlaMint-NO_1999-12-09-2.ana.ud2610e826	I'm about to finish it. Of course, the government's information to the Storing should be taken into account. That presupposes that I'm being done, and sees it as a confirmation from the Council of State.
ParlaMint-NO_1999-12-09-2.ana.ud2610e832	So the chord change is over.
ParlaMint-NO_1999-12-09-2.ana.ud2610e835	The development of societies and nations requires good communication between people and a transport policy that meets the need for transport. This is important for the settlement and establishment of jobs, especially in the districts. In our own country, major changes have occurred over the last 150 years — at sea, on land and in the air. This has led to major challenges as traffic has increased, in particular in the field of safety. Although there is much to be done before the arrival and safety are in line with the needs of the users, I think there are few who want to return to the so-called good old days. In particular, good communications are important for our industry and trade both within Norway and with the rest of the world. In addition to the traditional communications systems, the electronic networks have also evolved rapidly and changed their daily lives in the thousands of homes in which the data age has taken up. We've become dependent on our power and our keyboard, as the problems related to the shift to the year 2000 show, but at the same time technology has made life easier for most people. Machines and robots have taken over heavy and boring tasks, but at the same time have faced new challenges regarding work and leisure. Today's debate on transport is marked by good wishes, but it is not enough when we know that there is a great need for better progress and road maintenance, and that there is a lack of funds. This is particularly pronounced around our larger cities, but also in our districts there is a great need for better transport routes for our businesses and our businesses. Consultations in the context of the transport budget bear the hallmark of great frustration among users of the road network. There is also great frustration among the drivers, who do not understand that so little of what the state takes in the car and car use comes back in the form of better roads and accessibility. And I understand that very well. What can be done to improve the situation? The Progress Party believes that, in addition to increased efforts in the road sector, rationalisation, efficiency and gradual reduction of road administrations must also be initiated, and parts of the State Road Service covering operational and maintenance tasks must be transformed into a public limited liability company with a view to the subsequent sale of the shares. The machinery park of the State Road Service must be stepped down, while the use of open tenders for private contractors must be stepped up. In this context, the Progress Party considers it important that national public transport resources should only be used for road purposes, including road safety and environmental measures. The assumption must be that road projects have a satisfactory dietary benefit, while improving the promotion of job security and road safety for all users. The Progress Party regards the private car as the most important and necessary means of transport in Norway, especially in the districts. Without access to personal transport for work, school, leisure and social contacts, the living conditions of the Norwegians and the Norwegian population will deteriorate. The Progress Party will therefore continue to fight for lower car charges and stimulate consumers to afford an environmentally sound, safe and energy efficient car fleet. The Transport Budget is this time marked by the compromise reached between the Workers' Party and the Centre Parties. There is no room for many important road projects, which go beyond the districts and the entryways of our larger cities. I would also like to point out that there is an increased need for money for operation and maintenance. If this need is not met, road capital will be reduced and the cost to society will be high later. Here the Progress Party hopes that the other parties will soon understand that a take-off must be made, but unfortunately their budget does not bear the mark of it. The delays in the maintenance of our roads have now been estimated at approx. Eight billion. Over long distances, aeroplanes are superior to all other means of communication. It is therefore important that competition in Norwegian domestic aviation and routes from Norwegian airports to the rest of the world continues. The Progress Party will underline the need for a new tower at Trondheim airport Værnes, a new operating building at Tromsø airport Langnes, new expedition building and new terminal radar at Stavanger airport Sola, and the extension of the baggage hall at Bergen airport Flesland. These airports are hubs of Norwegian aviation and are also involved in the upkeep of other airports. The Progress Party also wants Norwegian maritime transport to be strengthened by making it attractive to private interests and for port facilities to be taken over and operated by private individuals in line with market needs. The Progress Party is also committed to increasing the investment in electronic navigation aids, with particular emphasis on electronic navigational charts and better labelling of our coastal fairways, in order to improve the safety of both people and goods. In this context, the Progress Party proposes that 20 million be allocated. kr over cap. 1064 item 33 for the start of the tunnel project through the State of the City. As far as the railway is concerned, this good quality in the case of heavy goods which are to be carried over long distances and which do not depend on time, but in the case of passenger services, only the intercity trains can, in my opinion, run economically. I would like to point out that the railway plays a de minimis role in the transport of people and goods in Norway. The costs of railway operations and investments, a total of SEK 4.9 billion, are very high taking into account that the railway only performs approx. 4.2 pst. of passenger transport in Norway and only approx. 9.2 pst. of the carriage of goods. The fact that the NSB has now separated the road from its own company, the Railway Agency, sees the Progress Party as positive, thereby creating competition in rail transport. I would like to point out that the high investment costs of the railway have a very marginal impact on accessibility, capacity and the environment. Such impacts are significantly increased by investments in more environmentally friendly roadside measures, both for bus and car use. The Progress Party is based on the fact that in the future, car and road traffic will also play a dominant role in Norwegian transport. The Progress Party has difficulty in seeing how the Government intends to redeploy by reducing car use and giving priority to public transport in this budget. In fact, the investment rate in the main road network has been reduced, but some alternative transport services are not proposed. The result will be a clean cut budget without any tools to solve the problems in Norwegian commerce.
ParlaMint-NO_1999-12-09-2.ana.ud2610e863	Several have indicated that the transport sector is very important for us to continue to have a solid business life, and I want to add good housing and contact with each other, no matter where we live in the country. For this reason, it is also important to ensure the most comprehensive regional air route network, with good communication also within the regions. It is the Ministry that is responsible for granting a concession when air routes are offered. The working party and SV consider it critical that, for some route areas, a reduced standard is opened unless non-pressurised aeroplanes on certain routes. The Minister for Transport should carefully consider who is being granted a concession. The Committee has its own comment on the air traffic controller situation in Norway. I would like to stress the department's responsibility for the lack of trained air traffic controllers. This must be taken seriously by the department. This concerns the safety of air passengers and the health situation of employees. I do not know whether the Minister of Transport and the Directorate of Road Transport are concerned with preventive youth work, but I believe in prevention, it is both good and cheap, and it is an investment for the future. This is most true when we talk about road safety work, not least in the case of young people. Attitude-building work is necessary. Safe Traffic is doing a great job. I would also like to pay tribute to the National Association of Car Importers, which has launched a campaign, “Bilist 2000”, which targets the drivers and makes all of us responsible for driving – behind the steering wheel. In addition, of course, the development of walking and cycling paths is necessary to protect vulnerable road users, not least our very least. Today, when we read in the Newspaper that children alone are most vulnerable to traffic accidents, and that drivers give way to sheep, this is cause for concern. The latest reports on tragic accidents in practice should prompt the Council of State to evaluate driving training as soon as possible. It is important to grab hold of future drivers. Some seem to live in the error that the car is a type of enemy. For us in District Norway, the car is a friend and should be treated with respect. It is a truth without modification that the car contributes with fees to the community. In this respect, it is necessary to give the car good accessibility with good road standard. Now the Council of State is not here, but I see that the Minister of Fisheries is here. I expect them to talk to each other in the government, so I will send a request that the Council of State assess the sections that are the most accident-related. And I would like to propose that the E6 through Hedmark be a test project to improve the road standard with separate lanes with slightly less road width than normal motorways. It is well worth launching a test project so that accidents involving cars in the opposite lane can be avoided. For the Workers' Party, it is important that everything is tried, because traffic accidents are primarily a tragedy for those affected, family and close friends, but it is also a major social problem. In this connection, I will strike a blow for more control along our roads. More visible police are absolutely necessary. The goal cannot be a general reduction in speed limits, but it is primarily a matter of checking that the drivers keep the speed limit we have. The UP needs to be strengthened. And the Council of State, together with the Minister of Justice, should sit down and assess whether it is not possible to transfer any of UP's work tasks, for example. allow roadside environmental controls to be transferred to traffic control. In this way, the UP can be released to what should be the main tasks of the UP. I noticed that the State Council felt it was a trifle that the government parties, together with the Workers' Party, have been added to funds for road projects, for highways and county roads. If this is perceived as a trifle, I actually think that the Council of State should have taken credit for it itself by adding to its own budget. We all know that it's hard to add to a budget that's tight enough already, but it's at least a step in the right direction, and it should actually have taken the Council of State in the right direction.
ParlaMint-NO_1999-12-09-2.ana.ud2610e882	We are constantly confirming the importance of transport investment in a district policy perspective. But the budgetary agreement between the Labour Party and the Centre of course places the decisive limit on today's position. The agreement is 100 million. Of course, when the government budget was such a depressing starting point, spending on increased road investment is becoming far too daunting. Therefore, the road sector in the setting is characterized to a large extent by beautiful words rather than strong numbers. One of the honors is racial protection. The majority, except for the government, point out that the notified racial protection plan does not contain 2 billion for racial protection at all. On the other hand, it relates to the racial protection element to the projects that together account for the above 2 billion. It's going to be something completely different. For good reason, questions may be asked about the separation of racial protection as a separate item, precisely because, in the planning and development of road facilities, it is possible not to carry out racial protection measures precisely pending such means. This may, in effect, threaten safety and it may also impede rational plant operation. It is particularly comfortable to represent Right in Sogn and Fjordane in relation to veggies. Although the second party verbally has extra care for the roads in my county, there is no one else who in numbers shows our willingness to grant money to a district party like mine. This applies both in the principal proposals of the various parties and in the proposals for the framework position. Right comes in minority when we want to allocate 20 million. kr to E16 in Lærdal, so that it can be reached within a reasonable time after the world's longest tunnel opens in 2001. If you want to enjoy the tunnel, the road must be adapted to the need for prosperity, otherwise the tunnel money is partly for dead capital to count. Here it has to follow up. A special facility mentioned in the setting is the tunnel through the City. This is an intriguing facility with high attention in the population of the country. This, of course, also affects the behaviour of the politicians. During the last year’s treatment of the transport budget, it could easily become a majority in order to oblige the Council of State to use available resources for the project for the ship’s tunnel in the current year. The Progress Party was at last outside with its own proposal for private planning, there was no unambiguous majority, and little has happened. This year, we hear that the Progress Party will grant without a finished plan, the Centre will use the entire year 2000 for the project, while a majority sees the need to get the most ready to deal with the national transport plan. It is therefore necessary to clarify the implications of such a majority opinion and how the Council of State will deal with it. It should be possible to provide key information for the treatment of the national transport plan. After all, it is not just a 2 km tunnel that could revolutionise the fairway situation in the North West. In reality, the transport plan will be less valuable for the part of the country without the discussion of the City Ship Tunnel. Finally, the fact that the right now does not support the billion project in Bjørvika needs to be seen in the context of the reduced framework for road investment provided by the Centre and the Workers' Party. It is very worrying from a district point of view that urban development in Oslo should make such a contribution to the transport budget. It is alarming that district representatives such as Schjøtt-Pedersen and certainly also Kjell Opseth are in favour of this. It must also appear to be a certain problem for Inge Myrvoll, who has taken an active part in this debate earlier.
ParlaMint-NO_1999-12-09-2.ana.ud2610e901	For us who live along the coast, the sea is an important trail, and a road that we want to travel safely. The coast is highway No. 1 for all coastal traffic. Every day – 365 days a year – thousands of people travel by speedboats and our coastal boats. For many, this is the only means of communication between the different districts. New times require faster and larger boats. But the lease where the boats are running has not been upgraded according to this. In these days, there are many who ask whether security is good enough, and too many people will answer their question no. In addition to the fact that the sea is the highway for coastal traffic, he is a recreational area for very many recreational boats, and the traffic is large and often dangerous both for boats and people traveling there. The government has defined a main target for the service. It is that there should be no accident or accident which could lead to a failure of the fire and tag service or a lack of navigational alert. This is a goal that all of us can naturally share. The Minister for Fisheries then writes in the budget proposal: ‘In the case of fixed marks, lamps and first-time markings, the Coastal Works has continued to lag behind the maintenance...’. The majority asked at the last budget management that a review of the quality of the lighthouse should be carried out. The work ended in May this year, and shows that there is still a high maintenance requirement for many of the fixed installations in the lighthouse. Storing has not been given any cause concerning this work. I point out that in the budget setting of last year, too, the following were mentioned: ‘Similarly, parts of the coastal marking system are in severe decline’.» This is very serious. Now there has to be an end to distribution. The situation is well known, and the repair work must be started immediately. After we had an accident with a speedboat in Sogn in l991, the Transport Committee said that the lease through Yellow in Sogn and Fjordane was a natural place to start when the Stortinge decided to put out special means of action to improve the safety of sailing in the speedboat. This work has been done. The distance is marked with the 'gate lights' which are adapted to the speedboats. We've had a new tragic accident, "Sleipner" that just went down outside of Bømlo. When the Stortinget tonight increases the bet on the lighthouse and the marking services, we led from the Workers' Party's side that the Council of State prioritizes to secure the lead where the speedboats are going. One can never be sure that there is no accident both at sea and at land. But from Stortinget's side, we can give priority to security. I have therefore argued that the Council of State is now taking this responsibility and will come back with proposals for the necessary measures to ensure the quality and security of the brand and service. This must happen soon. When it comes to roads, it is clear that there are many important priorities in this area. It's also clear that for Hordaland, who needs so much of a way for our business to have a cost that compares to other areas, there's a lot to pick up. But in a situation where we've prioritised things other than that, it's clear that it won't be the big sums of road or new activities this year. Therefore, I am pleased that this agreement between the Labour Party and the Centre Party led to something more for national roads, that there was something more for county roads, and I am glad that one completes, at least brings on, the projects that you have started – not taking on new, big projects, but implementing those that are already in progress. It means specifically for Hordaland that one gives more to the Folgefonntunnel, that one gets more done on the Triangle Connection, and also that one says that the State should contribute more when it applies to the public transport to Sandsli from Bergen, which is the route that is currently the most heavily charged.
ParlaMint-NO_1999-12-09-2.ana.ud2610e933	The objective is to facilitate the framework conditions for maritime transport in order to avoid damage to people, the environment, ships and cargo. There is a risk associated with all movement at sea, not only for individual ships and those on board themselves, but also for other maritime traffic in the area, and for the surrounding environment. The consequences of any marine casualty will depend on several factors, such as ship size, cargo, number of persons on board – and the vulnerability of the surrounding environment, as mentioned. In this context, I must also mention the accident with M/S «Sleipner». It is necessary to await the Commission's report before going into a discussion of what can and should be done to prevent this type of accident in the future. In the budgetary agreement between the Government Parties and the Workers' Party, 15 million were proposed. kr to strengthen the fireworks service, including 5 mill. kr. for initial investments, which may be used to set up new navigation lights in the quick-boot ladder. An additional priority for lighthouses and brands will be considered in the context of the revised national budget 2000 and the 2001 State budget. In recent years, when the Government has chosen to prioritise maintenance rather than initial investment, it has been based on maintaining the safety of operation and the quality of the approximately 4000 fireworks and the 13500 brands it has along the coast today. It is essential for shipping to be able to rely on the functioning of the already established lamps and marks as intended. As regards the level of safety of lighters and markers, I would also like to point out that there has been a review of the maintenance situation of the fireworks service, as requested by the Committee in its recommendation to St. pp. No 1 for this year. The review has shown that there is still a high maintenance need for the many fixed installations in the fireworks service. However, the maintenance situation of the liquid marks is considered to be good. An overall plan for the four transport sectors road, air, rail and sea will be presented in 2000. National transport plan will be important in order to see the four transport sectors more closely than in the past. Seaborne transport depends on good means of connection between modes of transport, as the end station for goods carried on the keel is rarely located in the port. Ports will therefore be included in the plan as important hubs requiring both maritime and land-based connectivity. The follow-up to the Coastal Commission report, NOU 1999:5 The new Coastal Agency, will be a priority task in the future. In this work, we will look at how the future organisation and form of association should be in order to carry out the tasks of the Coastal Agency in the best possible way. I will present the matter to Storting in an appropriate manner as soon as possible. The report of the Oslo Earth Committee is now being consulted, with a deadline for consultation on 17 December. In the light of the hearing opinions, the Ministry of Fisheries will assess the further dialogue with the municipalities concerned on a future port structure for the region. I am aware of the importance of clarifying these issues for the whole of transport planning, and therefore I am counting on this work to be carried out as soon as possible. However, it is doubtful whether the case can be finalised within the national transport plan. The government wanted to invest in fishing ports, and the draft budget increased port service appropriations by 10 million. kr in relation to the 1999 budget originally adopted. In the budgetary agreement between the Government Parties and the Workers' Party, the port service increased by another 5 million. kr, and in addition, an undertaking authorisation of 20 million has been proposed. kr. For the treatment of St. Announcement. No 46 for 1996-97, Ports and infrastructure for maritime transport, the majority joined a planning framework for port services for the period 1998-2001 of 854 million. kr. With a similar economic framework in 2001 as in 2000, the planning framework will be reached in 2001. As regards the evaluation of the projects to be carried out, the priorities of the county councils are emphasised. However, the date of implementation of the projects in question needs to be adapted to the rational use of the equipment of the Coastal Works. In addition, an enterprise price is used where it is rational. Coastal planning competence has been strengthened in recent years in order to maximise the planning, evaluation and implementation of the projects concerned.
ParlaMint-NO_1999-12-09-2.ana.ud2610e954	It's going to be line change.
ParlaMint-NO_1999-12-09-2.ana.ud2610e957	The councils came in a little short time; he might have time to answer a few short questions that I intend to ask. The first is how the Council of State considers the possibility of prioritising the maintenance of 84 protective lighthouses and five mists – what it is now. The money to compete for, among others. used for markings, lights in the lamps, etc. – that is what we are all concerned with: safety at sea. The second question also concerns something within the Council of State, but I could have thought that he had said something more about it. As I said, the condition report that Stortinget called for about fire and marking is complete. Why hasn't the state council submitted the result to Stortinget, as Stortinget asked for?
ParlaMint-NO_1999-12-09-2.ana.ud2610e966	To the last one, it is probably not right to say that the state report is fully complete. What we have seen from the ministry as necessary in relation to the situation we have in the fireworks and branding service is that a message should be provided to the Stortinget, which addresses all the problems and challenges that lie within the area, not least what should be done with the entire building mass associated with the many principalities – 110 in total, 79 of which are automated. It's probably primarily within the building mass that you have the major maintenance cost challenges. So the question will be how important it is for the safety of navigation on the coast and the work to be carried out by the lighthouse, that the building mass is still intact. There may be a lot of applications here, for example: sales to non-profit institutions serving households and to municipalities, which have already started some work, and who should be responsible for the protective parts of the building mass. It's really a lot of work, but we're assuming that during the spring session next year we might be able to present a four-way message that addresses all of the challenges and tasks that lie in that work today. In the case of lack of maintenance, nothing has occurred within a short period of time. It's a aftermath over many years. Personally, as the Council of State, I first became aware of the situation in connection with the work on the budget for this year, when the Coastal Agency presented the situation to the Ministry. We found it right to give the announcement to the Stortinget that was included in the budget, so that the Stortinget became aware of it. It's a shame, but we haven't actually been able to prioritize so that we have been able to take a strong step in the follow-up to maintenance in all areas. But we believe that security is ensured by the maintenance work that is prioritised.
ParlaMint-NO_1999-12-09-2.ana.ud2610e973	State Council Angelsen is concerned with maritime safety and what can be done. There is a lot that can be done with simple means, for example. radar reflectors on blades near fairway. Boats with foamy, watertight bulkheads might also be an idea. The city has always been — and is — one of Norway’s most difficult areas at sea, such as: due to external bottom conditions. Plans have long been in place for a tunnel through Stadland, which will significantly improve safety for small-scale shipping. It has been investigated side up and down for many years, and the Progress Party believes that it is now time to act. The tunnel won't be that long. If I don't remember correctly, it's going to be 1.9 kilometers. We've wanted to start off by going over our budget 20 million. kr on cap. 1064 heading 33. The people on the coast aren't asking if it's going to be built, but when. Can the Councils answer that?
ParlaMint-NO_1999-12-09-2.ana.ud2610e982	It's true that we have a coast for which it's very complicated to make safe navigation coverage, there's a lot of conditions that need to be taken care of – and that's been taken care of. We believe that we mainly have a coast that is very well noted for general shipping, but the challenges are, of course, completely different for the speedboats, which unfortunately we have experienced, with a tragic result. In the case of Stad Sjöstunnel, an investigation has been initiated in which the counties Sogn and Fjordane and Møre and Romsdal, together with the Coastal Authority, go through the previous investigation material to see whether it is satisfactory as a basis for creating a project for the construction of the tunnel. The group presented the recommendation for the department which concluded that the investigation that had been carried out was insufficient and suggested that a major investigation project be carried out. The Ministry has proposed that it can be launched and implemented in the next year. It is estimated that approx. Eight million. kr.
ParlaMint-NO_1999-12-09-2.ana.ud2610e990	On the right, a slightly greater effort is needed in the port sector than the budget to which it refers. During a five-year period, the Court’s proposal could give this sector approximately. One hundred million. kr extra, which will go to projects that wound waiting in a long queue. I see that the government parties and the Workers' Party have embarked on a somewhat lower ambition framework and are now also choosing to use a so-called commitment mandate instead of fresh money. My question to the Council of State is: Does the commitment authority mean that projects can be prioritised in addition to this mandate in the year 2000? Furthermore, I assume that the Council of State has taken note of the majority comments that the Right and Labour Party have together on Vadsø port. Will the Council of State ensure that dredging work in the port of Vadsø can start next year? And finally, why has Angelsen accepted a cut in the budget for the 6 million rescue company. Do you really want to delete this item?
ParlaMint-NO_1999-12-09-2.ana.ud2610e1004	Clearly, there is a significant need for investment in the port sector to update both the traffic and fishing ports in relation to the traffic involved. We have had an increase over the last two years in the port sector, which I believe has been satisfactory, and which has helped to overcome a number of problems related to the failure to make rapid improvements to bottlenecks in ports. If the country's appropriations are to be used in a rational and efficient way, it is necessary to have a proper plan behind the work to be done. The development of ports is very complicated in some cases. We have now focused on strengthening the planning capacity of the Coastal Works, so that we can get a better basis for making improvements and avoid both accidents and exceedances, which unfortunately have been very common in such developments. I think it is right to go the path that has been found in the budgetary agreement with the Workers' Party, where a step-by-step increase in appropriations is being made. That, I think, will give the best result of the funds that are granted. In the case of Vadsø Hafen, I do not have an overview of how it is compared to the plans made by the Swedish Coast Guard Agency for investments for next year. We're going to take it up with the Coastal Works to see what opportunities there are. However, I would like to ask that the Coastal Administration at least admit that it must implement its plans in a longer time perspective, so that they can be integrated into the use of civil engineering equipment and personnel.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1015	Let me first correct a manifest misunderstanding with the representative of Kristiansen. It is enough that the Labour Party, for its part, at least assumes that it will achieve the objectives set out in the port communication and, to the extent that it is possible to join it in the Stortinget, there will be significant increases. We've previously stated that we saw an increase of 50 million. kr to ports, fairways, lighthouses and marks in the 2000 budget and an additional 50 million. kr in the 2001 budget. It's going to be a slightly larger amount than the 100 million. kr as Kristiansen here pointed out over a five-year period. We've come a long way through an increase of 40 million. I think that a total increase is very well satisfied with that. So I would like to draw the attention of the Council of State to the fact that, from the point of view of the majority of the Committee on Budgets, we require, in particular, reference to the situation with regard to lighthouses and landmarks, that the 2001 budget proposal promotes the necessary proposals to achieve the targets drawn up in the port communication in spring 1997, and we also ask the Government to consider a follow-up to the revised budget. One of the port issues is that it is a priority issue. For this reason, I would like to point out that, in today's vote, the Committee has underlined the importance of assessing all the projects concerned with State funding in relation to the overall County Plan for Ports of Fisheries and in relation to a county priority. I assume that the Ministry is using a more well-developed prioritized tool, so that the county councils get a greater impact on the priorities you do, and so that you don't get it -- let's call it -- randomness for priorities that we might have had on this sector.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1024	The last thing the representative Schjøtt-Pedersen had in mind, with the priority, is probably the most important thing to achieve a rational development and a rational exploitation of the equipment and personnel of the Coastal Plant. I was there when the Stortinget dealt with this – I don't remember which year it was, but it's been a few years. The case was then submitted to the Stortinget from the Labour Party Government, and there were new priority systems to get to the important selections. It was then that the port projects were to be included in the county plans, and each revision of the county plan – each wish from the county to change the priorities it set up – was to be notified in such a timely manner that the Coastal Administration could then lay down its plans. Now it has not been implemented in such a way. The counties have not managed their plans to a large extent, and especially the Nordic states have not realised – as we discovered last year – that this was the case. So it's only now that Nordic states have begun to create their priority lists within the county plan. I agree that this needs to be properly implemented, so that the states take responsibility for the priority, that it should not just be on government and magnification, which perhaps both have some difficulty in being able to take the responsibility that the county should have insight into.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1029	Several have not asked for the word for a line.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1032	Last week, the Stortinget debated a proposal from the Progress Party on more competition in the rail sector. In the debate, where the Progress Party appeared to be strong railway supporters, I challenged the Progress Party that in the budgetary position of the Committee on Transport they had the opportunity to show whether this was really a genuine commitment to the railways. When true, I guess not many of us had believed that the Progress Party had something special to do with the railway. Nevertheless, none of us could have believed that the Progress Party had set up such a sharp decline in the railways as the budgetary position now shows. Here the Progress Party goes in to cut about SEK 1.3 billion on the railway – 700 million. SEK on the budget of the Railway Agency and SEK 580 million. So I'm going to charge for the transfers to NSB BA, so I'm going to cut 580 out of 987 million. kr, close to 60 pst. There had not been much railway left with the railway policy of the Progress Party. Many times in the past, I have from this pulpit pointed out all the positive things that are now happening on the railways. The first proof of the ‘new NSB’ was received on 22 August when the flight train was put into normal operation. The second proof came a few months later, when the new incubator, NSB Signature, was put into operation on the Sørlandsbanen. In the new year, similar trains arrive at the Dovrebanen, and until the next autumn Bergensbanen will also have the same new train. In addition, the next year new trains will arrive at the Rørosbanen, Raumabanen and Nordlandsbanen, and new local trains will also be used. In addition, there will probably be several new intercity trains. So it's about modernizing the railway and getting more people to drive trains, if they want to. Next year, the State budget will provide for the operation and maintenance of the rail network, while the funds for new investments will decrease slightly. Still, there's found room for 500 million. kr for investments to facilitate the new incubation train. In addition, important sections of the new double tracks on the Vestfoldbahnen and Østfoldbanen will be completed next year. I mentioned the 500 million. kr to be used to facilitate tilting trains. With this amount, we'll totally pass well and we'll pay NOK 1 billion for banknote investments. There is reason to remember that there is still a large amount to get into the 1.6 billion kroner the size has promised in the past. The remaining amount must be granted for the year 2001. During the last year's budgetary procedure, Stortinget welcomed the work of modernising the link between Oslo and Stockholm. The Ministry was ordered to help put this in place. I am therefore pleased that the Stortinget now gives a clear signal that the NSB can advance 70 million. kr as a starting point for the upgrading required on the Kongswingerbahn. At the same time, I want to praise municipalities and county councils who have set up to put this in place. It is important that we do not stop the work that is now being started. Now we have to get the project in place, so that the plans for tilting trains between Oslo and Stockholm can be realized. Since the opening of Rome on 22 August, the usual NSB trains have also been running through Rome. At the same time, travellers received significantly more expensive tickets, because these trains should also be involved in paying off the debts to the NSB Gardermobanen AS. So far, everything can work well, especially since travellers on these trains were promised significantly shorter travel time. The problem is that many of them have not had a shorter travel time, so the ticket price has been increased. This is not sustainable, and many people now pay for an offer they do not receive. I am therefore pleased that the bulk of the population now decides that the system of more expensive tickets for those who have not received improved offers should be changed. This is a sweetheart gift package for many desperate commuters who now pay for a product they don't get. Equally important is that this is also used as a principle in the work of the Ministry of Transport now to take place before the Stortinget next year is to determine the final framework conditions for the NSB Gardermobanen AS. But we're not taking that debate tonight. We're waiting for that for a few months.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1051	Despite the fact that bystanders pay NOK 30 billion to the state treasury in this country, only NOK 10 billion goes for road use. This is a misunderstanding that seems to be the situation as long as the Progress Party does not have sole government responsibility. There is still a policy that has the criterion of adding investment to areas where there are the most trees possible, and not where people live and travel the most. But this is what needs to be called district policy in practice. The Progress Party follows up the promises made in its time in Norwegian Road and Road Road Plan 1998-2007. For Eastfold, but also for Norway, there are two important tribal viruses entering and leaving Europe, namely E6 from Svinesund to Oslo and E18 from Ørje to Oslo. It does not appear that the budget members of the Labour Party and the Centre parties have come to understand the importance of these two sections, for example, of the export industry, in particular, but also of the tourism industry, which is relevant to the whole country, including the districts. The bottlenecks through Østfold are a shame chapter, and if you have enough will to look over to the brothers, you quickly record an expansion of the tribal road system that can take the breath from a worn Norwegian taxpayer on a visit to Sweden. By self-esteem, those who have signed with great admiration have observed the zeal of the Swedes in the development of the last stretch from Uddevalla to the Swedish border on Svinesund to the four-field motorway with 110 km of speed limit, a distance from Copenhagen to the borders of Norway. The Swedish have understood the importance of the infrastructure on the road side, without paying extra taxes from their country's taxpayers. There are no bombings, nor toll financing by «sweet brother», which is probably because they are not an oil nation, or because they do not define themselves as one of the richest countries in the world. The solution in Norway appears to be becoming toll financing schemes, either in Eastfold or in other parts of central Europe. For the Progress Party, we are concerned about the lack of road safety on E6 through Østfold, where there are hopelessly exposed road sections with only two-field highways standard large sections of the main road. Parts of the road have got a little forward-looking solutions, like two plus one field. The Progress Party believes that E6 must be extended to the four-field road from Svinesund to Minnesund. The exception is the route from Winter Bridge, through Oslo to Hylm, which should have six horizontal fields. E6 in Eastfold has taken 47 lives of 11 years from 1988 to 1998. All 22 of the fatal accidents were due to front-end collisions. Traffic fatalities are primarily about human tragedies. The victims are often innocent, and the relatives are struck unexpectedly and brutally. The Transport Economic Institute is based on foreign studies on the cost of a fatal accident and a fatal accident costs 18.8 million. where it is assumed that all labour productivity, medical costs, material costs, insurance costs, police and other administrative activities will lapse. In addition, there will also be other factors, such as the loss of well-being and the loss of quality of life for the survivors. The whole thing has to be an expression of how much society is willing to pay by investing to avoid accidents. These are moments that are most often forgotten when discussing adequate improvements on our roads. And despite the fact that many parts of the Norwegian population need the most, the political majority discusses other solutions that the country needs less – as we also received a very good example from the Myrlis representative.
