ParlaMint-HR_2015-03-12-0.u103936	... [[The speaker is not enabled.]]
ParlaMint-HR_2015-03-12-0.u104127	We will all now be able to hear the information about whether a colleague of Grubisic is using recycled or unrecycled paper.
ParlaMint-HR_2015-03-12-0.u104128	Well, believe me, I don't even see what kind of paper I'm using, so no paper says whether it's recycled or not. I don't know. ... Ask the Croatian Parliament, the Croatian government what kind of paper they use, right. [[The intruder doesn't understand.]] As for Bangladesh and EU decisions, any decision to improve the working conditions in Bangladesh costs the EU. So it's not just a vote for something to vote on Bangladesh, it's what it's supposed to do for money, is it? And Croatia is also an EU member and will be participating in such things in the future. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104129	On behalf of the HNS club on this international agreement will be spoken of by the respected Marijan Skuric, please.
ParlaMint-HR_2015-03-12-0.u104130	Thank you, Vice-President of the Parliament, dear Deputy Minister. So here's when we talk about the Law on Confirmation of the 2006 International Tropical Tree Agreement with the final draft of the law, it's a little bit of a problem for me now because here I have to watch what I'm saying, because I know or not I'm the only one who's the only agent who's still got a profession like the Wooden College - Wood Technology. But here in that part, though, I have to say, in addition to the indications concerning the assessment of the situation and the goal that this law seeks to achieve, I would still do a little supplementing all previous colleagues in a way that we can see and why we have to protect tropical forests and tropical trees in the first place. First of all, yes, it is primarily the resource of tropical countries, and of course when we see in which area it is spread that we have to make sure that these are countries that are primarily poorer, or less economically developed, but the resource is also large. So just once again, a little bit of accurate data is that tropical forests and tropical trees are what includes the space of Asia and the Pacific, Africa and Latin America and the Caribbean. of Equator 23.5 degrees north and south latitude. And that part of the varieties includes logs, sawdust, sheets of veneer and plywood. And why do we really need to implement this part of the agreement and the activities? Because I would also point out once again that the main and most important reason why tropical forests should be preserved is that, above all, it is the basis for the preservation of life on earth because they absorb carbon dioxide and create oxygen that we breathe but also regulate the temperature and produce important nutrients such as nitrogen and phosphorus and protect and water that contributes to clean water. When we talk about this law and above all the goals it provides, which is to welcome good governance and strengthen sustainable forest management, increase the contribution of tropical forests to national and local economies, improve conservation... the use of biodiversity,... [[The speaker doesn't understand.]] , improving the quality and availability of information and the development of human resources in the implementation of this law. [[The speaker doesn't understand.]] Then we can see that together it is united not only as an ecology but it is also an important economic segment. And we also know that it's very difficult to bring the economy into line. Because we all want in some way pure nature, the environment, and for our economy to be developed, and that is very difficult to achieve. So this agreement, such legal provisions as are and with cooperation and Croatia, when it joins this organization, then what our experiences are also said, and above all, developing such potential as forestry and which Croatia has, can be used in the exchange above all, by means of our students, also science and, of course, the economy. And our economy is also related to exports, as well as the import of wood from that area. Here, with that goal, the message from the HNS club will support the bill. Thank you.
ParlaMint-HR_2015-03-12-0.u104131	Thank you. We have a single replica reported, the esteemed Mirel Holly. Here you go.
ParlaMint-HR_2015-03-12-0.u104132	My dear colleague, I think it is not true that it is very difficult to bring environmental and economic protection into line, even as many of the experiences of today's developed countries show precisely the realisation of sustainable development projects, so those who have an incorporated component of environmental protection are now raising the economy and GDP growth. Even more so, some experts say that such projects did not occur in order to protect the environment but precisely to trigger a new and different economic investment cycle so that I think we need to take care of what is happening in the world at this time, in which the world is developing, that the transition to the green economy is slowly taking place, that it will probably start transition over ten years to a circular economy, or circular economy. Well, here it is, I appeal to my colleagues in the Parliament not to say in their discussions that environmental protection is actually hostile to the economy because it really isn't true.
ParlaMint-HR_2015-03-12-0.u104133	The reply to the replica, the esteemed Marijan Škvarić. Here you go.
ParlaMint-HR_2015-03-12-0.u104134	Thank you very much, Vice President. Well, I'm saying it from experience, not just at a world level where we may have a counter-referencing in some way where indeed for the development of the economy, major procedures have been made in nature or disrupted the ecosystem. But we have an example in Croatia, so we big capital projects in Croatia didn't take advantage of any of the only ones because we still have terrible discussions today, primarily of ecological nature, whether anything is needed or not. I don't know if you were exactly there when a colleague said before when he was a minister that a major project had failed just because the environmental associations complained that in this one space if this economic activity was made that would disrupt the afternoon holiday of crabs living in that stream. So now it's really a question of whether something is possible or not. On the other hand, there were now strong resistances at the level of this area of hydrocarbon exploitation in the Adriatic region, where on the one hand we dispute it all, and at the same time on the side of Italy we have over twenty oil wells, several hundred gas wells. It's normal there, tens of thousands of tankers passing through that area, that's normal, and we shouldn't have that kind of thing going on. So it turns out that it's really best to have a lot of salt, clean grass, and then we're gonna fall down and we don't care about the rest. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104135	A little peace, please. The final minutes of this debate belong to the Deputy Minister of Agriculture to Mrs. Snježani Spain. Here you go.
ParlaMint-HR_2015-03-12-0.u104136	Thank you, well-respected Vice President, distinguished parliamentary representatives. Here I would like to answer some questions here, so why the emergency procedure, I would only once again explain that one of the members of the international organisation for tropical wood and the EU is and that the Member State, therefore, must coordinate these activities with the European Commission. And for this reason, the 2006 international contract came by emergency procedure because the activities followed by the European Commission towards the Ministry of Foreign and European Affairs. And finally, according to the usual procedure, they ended up here as a proposal for a final law. Regarding the difficult situation here, someone also mentioned that there was a debate on tropical wood, I think that we pointed out that we had not given the opening word, so it was the usual procedure to confirm the international agreement where the Republic of Croatia participated in meetings since 2006 and where, as experts in the field of forestry, colleges and other institutes have been involved, there is no excuse to say, the need for more detailed embossing. As for the statement that you cut the forest, I apologize, but I failed to write it down, and the final products we import, I would only read the data relating to the wood industry which can therefore be found at the State Statistics Office. Therefore, an analysis of the external trade in wood and furniture products suggests an increase in exports by 7.3% in 2013 compared to 2012, and in the first 9 months of 2014, exports of wood products and furniture amounted to 984 million dollars, which is 22.46% higher than in 2013. And just in 2013 and 2014, there was this step in exporting final products, so furniture and in one turn about the wood industry. In connection, someone has asked about donations and that it is a donor agreement, so this agreement allows the Republic of Croatia to participate in international projects. And there's a little tropical wood in the Republic of Croatia, there's some palm trees, there's some eucalyptus on certain islands, but it allows our institutes and universities to do research. Here, above all, and in the area of short-sighted cultures related to production was mass, but so we can now participate in international projects, not donors, but donation is voluntary. So, the biggest donors are America, the Scandinavian countries of Switzerland and for membership, which is why we cited this in that organisation to the international one does not need to pay membership fees unlike other international organisations where the Republic of Croatia pays large fees. You don't pay a membership fee here. I hope I answered all the questions. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104137	Thank you. He had reported two replicas. First vice president at Zeljko Reiner's house. Here you go.
ParlaMint-HR_2015-03-12-0.u104138	Thank you very much, Mr. Vice President of the Croatian Parliament. Well, dear deputy, Madam Deputy Minister, your attempt to answer, I'm afraid it wasn't that. Because, first of all, Croatia has been a member of the EU for almost two years. Secondly, the European Union does not dictate to anyone at all that any law or contract be adopted by an urgent or non-emergency procedure. So it has absolutely nothing to do with it. So we could have done it peacefully half a year ago, a year ago, and now we could have done it normally in two readings without any, we probably wouldn't have spent a lot more time or anything. I was distracted by this as a symptom, as a symptom that in one thing that is quite certain in this time for the Republic of Croatia, it is of absolutely ephemeral importance that an emergency procedure as well as a number of laws in recent years and that they could have been passed in normal procedure, that nothing terrible would have happened without it, and that certainly there are incomparably important and more priority problems in Croatia which, of course, might have to be adopted by an urgent procedure, but they are not discussed at all, nor in this House. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104139	The answer to the replica of Deputy Snježana Spain.
ParlaMint-HR_2015-03-12-0.u104140	So I will repeat the honourable representative, so the action has been launched by the European Commission and not by the European Union, so on the work of drawing up a new Forest Strategy or Forest Strategy at European Union level. So through the Ministry of Foreign Affairs and through the Ministry of Foreign and European Affairs. The urgent procedure, therefore, is that we do not see the need to go into two readings something that is an international agreement that was actually discussed and negotiated in 2006. As regards urgency, therefore, together with the Committee on Agriculture on the Agriculture sector, we agreed and corrected so no law that went this year did not go through an emergency procedure in relation to the agriculture sector. So neither the Agriculture Act, nor the Agricultural Land Act, nor the Collegiation Act, nor the Law on the Agronomic Chamber. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104141	The second replica of the twilight dwarve.
ParlaMint-HR_2015-03-12-0.u104142	Thank you very much, Mr. Vice President of the Croatian Parliament. Dear Deputys, I just wanted to remind you when you were talking about that right now in 2014 was the biggest export of furniture and you're sort of crediting it as a credit to this government. I'd like to remind you, I don't even know if you remember how the "The Tree Is First" action started, and with what purpose was that "The Tree Is First" action, and what year began that "The Tree Is First" action. This is exactly the kind of action "The Tree is First" was the beginning and the way towards turning the finalisation of the visited tree in Croatia into furniture and objects for use. So that's how that Ambience Fair was created, if you remember. And, of course, nothing can be done in a year, so I'm glad that the exports of the final product have grown, that exports have grown, but in some ways what always bothers me a little bit is that you never remember what precedes something. It's good to say the same, because that "tree's First" action is a great action and it's still going on.
ParlaMint-HR_2015-03-12-0.u104143	The replica matches Deputy Snowy's Spanish.
ParlaMint-HR_2015-03-12-0.u104144	Thank you very much. Dear MPs, I'd just like to say that I answered the question that has been raised about the cutting of the forest and that we are importing final products. And I just read the statistics and said nothing else but that in the first 9 months of 2014 exports of wood products and furniture increased 22.46%. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104145	Thank you. I'm closing the debate. I thank the Deputy Minister, thank all those who participated in the debate.
ParlaMint-HR_2015-03-12-0.u104146	Final proposal of the 2006 Law on the Confirmation of the International Tropical Tree Agreement, emergency procedure, first and second reading, P.Z. No. 800. The debate on the text of the law is closed. I am voting on the final draft of the law. Please vote. The vote is over. I'm asking for a result. I find that most of the votes, 106 votes in favour of, 1 abstention, are nothing against the Law on Confirming the International Tropical Tree Agreement of 2006 in the text proposed by the government.
ParlaMint-HR_2015-03-12-0.u104147	We move to the next item of the agenda: - Final proposal of the Law on the Confirmation of the Treaty between the Republic of Croatia and the European Bank for Reconstruction and Development and Amendments and Supplements to the Guarantee Treaty between the Republic of Croatia and the European Bank for Reconstruction and Development for the financing of the Split Infrastructure Reconstruction Project, the emergency procedure, first and second reading, P.Z. No. 803; The legislator is the Government of the Republic of Croatia. You've received the motion for an act. In accordance with Article 204. The Rules of Procedure shall unite the first and second readings and the amendments may be submitted by the end of the debate. The debate was conducted by the Committee on Law and the Committee on Finance and the State Budget. You received the reports at the session. Does the proposing representative want to further explain the proposal? Yes, Deputy Deputy Maritime, Transport and Infrastructure Minister Zdenko Antešić, please.
ParlaMint-HR_2015-03-12-0.u104148	Thank you very much, Mr. Vice President of the Croatian Parliament, distinguished MPs and MPs. The project to restore the infrastructure of Luke Split, i.e. the project to build external berths on the port of Split city port, implies the expansion and restoration of two passenger berths on the outside of the harbor in order to accept international line traffic as well as larger ships on circular voyages. The basic loan agreement and the basic guarantee contract were concluded on 17 December 2012. On 19 April 2013, the Croatian Parliament adopted the Law confirming the Treaty on Guarantee between the Republic of Croatia and the EBRD to finance a project to restore the infrastructure of Luke Split on which all the preconditions for the consumption of this loan were created. Amendments and additions to the guarantee contracts and amendments and additions to the loan contract were requested for reasons that the funds are not sufficient for the Split port administration to implement the project as a whole. Since the project without an increase in the amount of the loan granted cannot be fully implemented and so far the funds invested cannot be amortised nor the infrastructure renewal project Split can be put into operation by the Split port administration requested from the EBRD in relation to the original amount of 18.8m euros, an additional amount of 5.6m euros for the need to implement the Split port infrastructure renovation projects. In the procurement process for the contractors, only one bidder has provided this joint company, Pongrad Engineering and Viaduct, although in the requalification process three bidders met the required conditions. The offered price of works according to the cost of the previous project amounts to 23 million 347 thousand 366,98 euros without VAT exceeding the agreed amount of credit foreseen for construction works including 10% of unforeseen expenditure with 5 million 535 thousand 366,98 euros without VAT. With this in relation to 10.12.2013, an analysis of the offers was requested by the project makers of the Institute and the Institute of IGH Zagreb, the Business Centre Split with partners. From the analysis submitted on 19.12.2013, the project team is of the opinion that the price offered can be considered acceptable. It is important to note that the loan process was initiated by the Port Authority of Split as early as 7.4.2011 on the basis of an idea project based on the location permit of October 2nd 2012. After the signing of the loan and exit contract of the local authorisation, the main project is under way by the main project auditors, the application of the euro code is required. This is a set of harmonised technical rules for the design of EU buildings and works, which have been possible in Croatia since 30.4.2013, and has become binding by entering the European Union, which is 30.6.2013. The project of external links is the first project of this kind in Croatia, which is fully designed according to the euro code. Based on the main project implemented, the estimated cost of construction of the building amounted to 19 million 772 thousand 267,76 euros without VAT. The difference between the estimated value in the idea project and the main project is based on the application of Eurocodes of standards relating to the safety of buildings in the event of an earthquake in the zone in which the object is built. The project provides for further soil stabilisation, as well as strengthening the construction of the building itself. In accordance with the decision of the Government of the Republic of Croatia to initiate the procedure for the conclusion of the Amending and Complementary Agreements of 27 March 2014 and the decision of the Government of the Republic of Croatia to give consent to the conclusion of the Treaty on Amendments and Supplements to the Loan Treaty of 10 July 2014 the representatives of the competent authorities of the Republic of Croatia and the representatives of the EBRD held negotiations on 22 July 2014 on technical issues relating to the amendments and additions to the Treaty on Guarantee and Amendments and Supplements to the Loan Treaty. Following the request of the Port Authority of Split, following the adoption of this decision and the guiding negotiations, the amendments and additions to the initially signed guarantee and loan contracts have been agreed. The views on the conditions for entry into force of this Treaty on Amendments and Supplements to the Guarantee Treaty and the Treaty on Amendments and Supplements to the Loan Treaty, the conditions of withdrawal of loans, the last date of availability and other questions related to the amendment of the documentation requested by the Croatian Party have been agreed. As a result, the loan conditions were agreed, so the lender is the EBRD, the borrower of the Port Authority of Split, the guarantee of the Republic of Croatia, the amount of the remaining loan of 18 million and 800 thousand euros, the additional amount of the loan of 5 million and 600,000 euros. So the total amount of the loan is 24 million and 400 thousand euros, the 15-year repayment deadline with a start of 4 years, the interest eurobor plus 1%. The relevant Treaty on Amendments and Supplements to the Guarantee Treaty and the Treaty on Amendments and Supplements to the Loan Treaty was signed on 17 October 2014. Article 18 is replaced by the following: The law on the conclusion and enforcement of international contracts is an obligation to confirm international contracts at the Assembly of the Republic of Croatia. As a result, the Ministry of Maritime Affairs, Transport and Infrastructure has drawn up a proposal for a draft law confirming the Treaty between the Republic of Croatia and the EBRD on Amendments and Supplements to the Guarantee Treaty and was addressed to the relevant authorities on 7 November 2014 which received the necessary positive opinions. The proposal for a law therefore confirms the international agreement between the Republic of Croatia and the European Bank for Reconstruction and Development on amendments and additions to the Guarantee Treaty between the Republic of Croatia and the EBRD for the financing of the Split port infrastructure reconstruction project. It is found that within the framework of the infrastructure reconstruction project Split Lučka Management Split will finance the construction of external ports on the port of Split by means of the state budget of the Republic of Croatia with its own resources and loan to the EBRD. The Republic of Croatia shall, as a guarantee, be bound by the Treaty on guarantee on a regular basis and fully comply with all financial obligations arising from the implementation of the loan agreement unless the port administration is able to do so. The execution of a guarantee contract other than possible obligations also requires the provision of additional financial resources. Thus, the State budget of the Republic of Croatia will provide for a VAT amount of 6 million kuna in 2016 for the reconstruction of the Split infrastructure with already planned funds for VAT costs for the period 2013-2015. And in the '17-28 period. In the national budget, Split will provide funds for the repayment of 70% of the principal annuity, the total debt of 24 million and 400 thousand kuna. Therefore, the contract for the performance of works was signed on 13 May 2014. The works started on 12 June 2014, the contractor is a joint society... engineering viaduct Split. [[The speaker doesn't understand.]] The deadline for the total, therefore, complete work is 31 March 2017, and the first link should be completed by the end of this year. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104149	We have one replica of Tomislav Klaric.
ParlaMint-HR_2015-03-12-0.u104150	Dear Assistant Minister, you can explain a little of this all you've said and about the price hike. Since the very design of an idea project has already led to this loan to the designer himself, it has been made in the calculation of the price of 10% of unforeseeed works. After what you happened, which is why you're now asking for a co-delegation agreement for these 5 million and 600 thousand kunas in their analysis, they said that 9% more than that amount is justified by their calculations, and then they called for some kind of accounting error within the account. So that's where we come to 19%. What is the right amount at this time that we can credibleally make such a decision and be in charge and provide a guarantee for the project itself that has been made without any fissibility study of feasibility and justification of the complete analysis of all these costs that should be produced from this project.
ParlaMint-HR_2015-03-12-0.u104151	Deputy Zdenko Antesic's reply.
ParlaMint-HR_2015-03-12-0.u104152	Thank you very much. Thank you very much, Mr. Representative. So in this amount of 24 total 24.4 million kuna is in there, so it's already in there and it's projected to be 10%. So, 10% of any work that, planned work so. But look, let's try to make it very simple. The basic process, therefore, was initiated on the basis of an idea project 7.4.2011, based on an idea project. On the basis of an idea project, a building permit is reached and moves into the design of a project for obtaining a building permit. It is only after that, after the call, that the tendering procedure for the performer is launched and the actual price of the works is obtained. So the actual price of works is as much as it is obtained from a public tender. We said that, first we had a statement of interest of three relevant companies, after the actual offer was made by the joint venturer Pongrad and Viaduct. And finally here's the number actually with which it's being operated, which is, of course, consistent with the representatives of the banks, with the representatives of the IGH, and there's been this data that we're talking about right now.
ParlaMint-HR_2015-03-12-0.u104153	Do the committee's reporters want to take a word for it? No, I don't. I'm opening a debate. And on behalf of the Club of Independent Representatives Linic, Vuksic and Hodzic, the respected Slavko Linic will speak. Here you go.
ParlaMint-HR_2015-03-12-0.u104154	Thank you, Mr. Vice President, Deputy Minister with an associate, colleague and colleague. One common bill that almost should not even be debated that the proponent has not introduced a series of concerns and, in fact, in the very explanation itself, it is difficult for those who understand investment to accept it. Because what I'm asking on behalf of the club is, how could you call a competition based on an idea project? You didn't call. But if you didn't call how did you call the competition if you didn't close the financial structure? Which right did you, so you created an idea project that was 24 billion, millions, and then you went to call a competition, and you were covered with 5 million less. Therefore, try to understand the tender you couldn't call on the basis of an idea project and an estimate of 18.8m euros, you couldn't write the tender. So, if you called the competition, you had to have a finished project. The project you're saying was different, and it had to mean 24m euros, I guess, as it says here. You've had three offers. And what's the biggest problem? There was only one call, he answered with $24 million, and you're closing the deal. And that's the problem with this project. I would say that this is the irresponsible behaviour of the Port Authority of Split, which is supported by the Ministry of Maritime Affairs. I don't know why, because it's impossible for you to go out and call a competition without knowing what the real value was. You have no right to do that! So it didn't, because at least in the data you don't tell us what the value of the project is. What's the value? Obviously, it's not 18, but you couldn't close the contract in May 2014 because you weren't even providing the funds, you weren't providing them, you were only going to negotiate to increase the loan by 5.6. Therefore, I'm afraid you didn't respect all the legal provisions you're required to respect. You cannot call a tender unless the financial situation is covered and there are no sources from where to pay, and on the other hand it is very risky when you only get one offer because you have nothing to discuss. Then it is ultimately simply defined what is the price per project that you will simply accept. The question remains why didn't you call a new competition? No, you have one, and then only after that are you going to do a review of the offer. This is the second failure of people from the Split Port Authority. I estimate that we should go to a new competition and that it was simply necessary to lower the price and what I expect to find out by the end of the debate what the price of the project is, that we know whether there is a projector error. Because I'm guessing that the project carried out had a completely different value than 18 million and 800. So in a very short time too many mistakes by the Port Authority of Split. The contract concluded with the bank in 12 months 2012, i.e. in 2013 completed the projects carried out, started in the tender, the tender completed and signed contract with the contractor in May 2014, at 24.4 million euros or 5.6 million more than was foreseen by the financial structure. And that's why we now provide additional funding and guarantees for the contract. The huge miss of the Split Port Authority which I don't know if we could easily accept. We couldn't accept it. And cast doubt on the responsible work and compliance with the regulations by the Port Authority of Split. And I support the Department of Maritime Affairs. And, of course, I leave it to each other to make a conclusion as to why we were brought into this situation, but it remains the issue of managing the property of the Republic of Croatia. Your conclusion in the next 17 years will provide 70% of the money from the state budget, from the state budget! Now I'm asking you, we're investing in the infrastructure that needs money. It is not only Split port, it is similar with Rijeka Luka. I don't want to say at all that this is the specificity of the Split port. What does that mean? Croatian citizens build port infrastructure for whom? Because if we don't make money with that infrastructure, we don't make money, we don't just have the right to invest in something like this if a citizen from his tax has to finance something to give someone cheaply something to provide services. So we don't have the physicality of this project at all. We're really interested. All right, we can accept that lending is 17 years, and that maybe the justification of investment is in 40 years, but we're wondering if it's 40 years. So let's see how we move to profit. But it's unacceptable for taxpayers to finance economic operators. And then we will slowly come up with basic problems, that we have too low compensation for using maritime goods, for using... and infrastructure in public ports. But we haven't opened these discussions anywhere. We are simply constantly running away from the debates which is the feasibility of the project, when the return of money is according to the project, whether it is worth investing in the project, which are the economic effects of such investment. And we're just making a commitment to the state budget, we're just simply burdening the citizens of Croatia because they'll pay all of it with their taxes. And this shows that we have not simply become responsible for the management of the property of the Republic of Croatia. It is the property of the Republic of Croatia which should show how physical investment is, how quickly the funds will be returned and how the citizens of Croatia as taxpayers and those who need certain social benefits will benefit if we invest in economic facilities. Because these are primarily economic facilities. So I don't think it's an honor to have you here suggest that 70% of this money will be secured from tax revenues and financed from the budget and only 30% that it will actually be achieved by economic activities. Obviously that's not right because if we were to recalculate it then it would turn out to be over 50 to 60 years of using that facility for over 60 years, so that maybe we could get the funds back. Over 60 years! Which I think is too much even though it's a port infrastructure. It is difficult not to be for financial investment, but it is difficult to support the failures of the Port Authority of Split, which was completely irresponsible in this project management.
ParlaMint-HR_2015-03-12-0.u104155	Thank you. We've got two lines reported. First, Tomislav Klaric. Here you go.
ParlaMint-HR_2015-03-12-0.u104156	We have 5 million and 600 thousand reasons here, colleague Linic, to talk this way as you have now spoken. 2011 The government is running on the basis of ideas solutions, end of 2012. The government is discussing it again and giving support. In the meantime, IGH does project documentation. In 2013, we open a tender, arrange for works, and have a far higher price than was envisaged by the tender or the coster not according to the idea project. Because here, and IGH, he's denying himself in that part of you that you've listed for review. Yesterday on the board, I was the one who raised that question, and here's Mr. Luke Dennon, when we discussed it. We've asked you to review the project. We got it today. You know who was doing the project review, the designer. Where's that? The designer, the one who designed the project review, but on the board we are justified that these additional works, are primarily listed because of European standards of 8 degrees per Richter in case of earthquakes. I think we're all here to build a port in Split, no one's willing to stop the work, but someone has to be responsible for this. He had a man in custody for some kind of travel order or official car that was driving a person into surgery. We're talking about 5 million and 600,000 euros in our citizens' funds here, and this is no doubt that we don't believe that someone did something, but that these things are being brought in clean. Why don't you take some independent audit that didn't participate in the project, let him run a price analysis, which is more than just one bidder here, so I can't compare the prices. We have a lot of this stuff and experience in the past that we need to talk about, and about the funds that today the citizens of this country pay for some of those projects that have been worked on in our space.
ParlaMint-HR_2015-03-12-0.u104157	The reply to the replica Slavko Linic. Here you go.
ParlaMint-HR_2015-03-12-0.u104158	I don't think it's acceptable for the reasons that it's based on an idea project that went into the contest. It didn't work out, excellent, but be aware of the 2013 tender, if the tender is called in 2013 what is the value of the project? You didn't write that, what's the value? Therefore, if the value was 24 million of the implementation project, at that time you should have already started a request for additional funding, not according to the tender procedure, by choice and by the contract already concluded. You concluded the contract in May 2014 and then moved in August to discuss the increase in credit. These are problems that are unacceptable if we talk about a serious job, and I believe that this job was done by the Port Authority of Split and has full responsibility for that part. So if the real implementation project has already shown a difference of 5 million, so why in 2013 before the competition, before the competition did not go to all this procedure for the tender to be financially closed. And not to do that after only one offer came and after that offer instead of cancelling the competition because it was a bad offer, but it only went into the review of the offer. These are simple reasons why we doubt the quality work of the Port Authority Split.
ParlaMint-HR_2015-03-12-0.u104159	Second replica, respected Srdjan Gjurkovic.
ParlaMint-HR_2015-03-12-0.u104160	Thank you very much, Vice President of the Croatian Parliament. Dear fellow, we all know or do not know that the Port Authority of Split has invested most of its resources so far and without state in what is crucial, which is that it provides line traffic for the most Adriatic and concessionaires to the Middle Dalmatian islands unlike Rijeka, Ploč, Gaženice where the state has stopped to say 100% and it is quite necessary and clear that at this moment the Republic of Croatia and the cruisers, and among the top ten in the Mediterranean by traffic, so 4.5 million passengers, 651 thousand vehicles pass through the Split port, 200 passengers come from the cruises, somewhere around 277 cruises this year are agreed. So what's basic is the job of the port administration and it's to secure line traffic it's secured and it has to provide and for the sake of revenue that's exceptional. Somewhere 50% of the port administration's revenues come from the cruise, it needs to be secured with these external circuits. The main problem of this investment is what they did in 2010 and 2011 by preparing the EBRD, negotiating and negotiating in a way that they negotiated with an idea project and then we obviously obtained negotiations and agreements not to lose the EBRD signed the contract. It is normal that after signing, after the competition and with the idea solutions go to look for funds but we are not to stop all this together obviously had to learn in this procedure, never to agree with an idea project, it is clear to everyone, especially on such serviced projects as ports. So this is a good project. The procedures were initially wrong and not from this port administration and this port administration is now trying to catch up with the time, finish the job essentially of common interest.
ParlaMint-HR_2015-03-12-0.u104161	Time. The replica corresponds to the esteemed Slavko Linic.
ParlaMint-HR_2015-03-12-0.u104162	A respected colleague does not dispute investing in the Split port and there is no doubt about it. But it's the full responsibility of the port administration for unprofessional, unquality and illegally defined work, so whatever you think of it. Head nod confirms in the 2013 contest the implementation project. Therefore, the implementation had to show the difference from the idea project, at the same time it had to go towards ensuring EBRD resources. How are you going to explain to me that someone went in 2011 to secure 18 million and when he saw that his 5 million worth of money was not finished, he went to the competition, and only then to the EBRD. Well, you can't tell me it's a quality procedure. It is a procedure that is illegal, unacceptable and which points to mass suspicion. Why we waited from the moment we saw that the implementation project did not show that it was the same value as the idea project. So it was known in 2013, that they were probably the same people, we didn't change them in the port administration, I guess there are these people, so try to figure out where the basic problem we're talking about is. And the whole doubt throws away what's only one offer, it casts all of our doubts, and that's why we're afraid in our circus that happens all the time that there's going to be a question and corruption again and I don't know what else. The procedure is not respected. An idea project if it was different should be approached immediately to decide who would make the difference. It may have been thought there'd be a state budget, but there's no argument that the estimates are wrong that it's going to be a state budget, so now there's no money, so we're going to go further in demand for a loan. We don't have the other way around.
ParlaMint-HR_2015-03-12-0.u104163	In the name of the SDP club will speak for the respected representative Marin Jurjevic, please.
