ParlaMint-HR_2015-09-09-0.u117855	Mr. President.
ParlaMint-HR_2015-09-09-0.u118051	Time. Replica reply, Vice President of Dom Milorad Batinić.
ParlaMint-HR_2015-09-09-0.u118052	Thank you very much. Well, you may not have heard me well, I did not say that it was the birth of a new injustice correcting the old one, but I said in the debate that I would not want it to look like that. This is one correction that I accept, but what I have is a dilemma, which I have expressed through the proposed amendment that is our goal? If we stick to the Regional Development Act, our goal is to develop 100%, it's a minimum, it should be a standard. What, then, injustice can be if those who are over 100% of their development are further stimulated by 10% than those other units that have not been in the PPDS or the mountainous or the islands or not privileged to say so, then they would be wrong. And my amendment goes that way.
ParlaMint-HR_2015-09-09-0.u118053	Another replica, the esteemed Josip Boric.
ParlaMint-HR_2015-09-09-0.u118054	Thank you very much. In your debate, you said that the coalition, former coalition government passed all three laws, the Law on PPDS, the Law on mountainous and mountainous areas and the Law on Islands, and therefore has the right to amend them, etc. That's exactly what you said. I know that the first Law on PPDS was passed in 1996 in May. It was then based on the law of reconstruction in part of Croatia, which was still released without the part that was later re-integrated in Slavonia. And the island law was passed in '99. A year. So you can say that the only Law on Mountain and Mountain Areas is that of your original some law of the coalition of the former government and it was changed by almost all the governments that have been so far. So I just wanted to correct those inaccuracies you said. Thank you.
ParlaMint-HR_2015-09-09-0.u118055	Replica response, Honored Vice-President of Dom Milorad Batinic.
ParlaMint-HR_2015-09-09-0.u118056	Thank you for correcting my colleague, Boric. In fact, the coalition government, I believe you remember, then defined or let's say it regulated the legislative proposals that have come to life all the way to this day, to the continuation of this government with very little corrections. The mountain-mounted area means all of these are positive measures. It's very interesting when you mentioned the Islands Act that was passed before the end of the term of office, and it started to work and it came to life with the coalition government, the reports we discussed, and when I discussed on behalf of the club I was the Regional Development Act then I made a link and the proposal was that it was contained in the law that we go to the reports exactly what was going on. Because the positive results were given by the Island Act. It's very difficult to measure the results that have been achieved by the financial effect because you can't simply, it's about elements of a more socio-social character that can't be measured that way. As far as this Law on the Mountain and Mountain Area was concerned, he had a positive intention and it was clearly stated when we abolished the mountainous and mountainous areas that we said he had achieved the goal. He has achieved the goal of having a colleague fight her. If you've been developed, the development of 75, 80% now you've crossed 125% but also if you've listened carefully when you're just talking about the development index is too shrub to define, it's simply limited to those 5 elements to define the right picture of things. More social social economic segments are covered, however, funding units of local self-government is not at all contained in it, and it is the basis for calculating this piece of work means extra funding for local budgets.
ParlaMint-HR_2015-09-09-0.u118057	For an individual debate of 10 minutes, a respected representative, Marijan Skuric, applied.
ParlaMint-HR_2015-09-09-0.u118058	Thank you very much, Mr. Vice President. So here's when we talk about amending the Law on the financing of local and regional self-government we must agree first and foremost that we have passed one, more law in this context with one common goal. First of all, the Income Tax Act, the Law on the financing of local and regional self-government, wanted our citizens to receive greater income through the release, i.e. the increase of censorship and other categories. And I think that we have generally succeeded in this work, and what is seen from this analysis is that in these six months we have almost 700 million kuna more revenue in our budget. On the other hand, we wanted in part to correct the injustice in a way other than the others to help the areas we have now, which is primarily the area of the City of Vukovar, for islands, for special state concerns, that is, the mountain-mounted area that we introduced through indexation that many of the municipalities have, in the group of development of the index of the first and second groups, that they could get certain support for visas of their development capacity. And I think in that part, we're the goals that we've set for ourselves in part. In part, because in order to be able to analyze all of this in some way, we should have had very well-defined simulations to see that no matter how specific it is to be created and to see what the effects of these laws are. I am aware that even at the beginning, that is, at the beginning of this year, such measures and analyses were difficult to define, and this is evident from the fact that we within cities and municipalities have received practically no guidance and guidance on how we should plan the budgets this year on what we who are in any context of these assisted areas. But after six months, we all had to report the budget. Of course, the Ministry of Finance that was supposed to be there should have all the indicators so that, based on these indicators, these measures and this law could lead to what we have said that we do not want to make any more mistakes and under the cover of correcting certain errors. With this I can say that these measures, regardless, I welcome them, that they are, however, increasing revenues to one extent, but ultimately, I think that there will be even bigger problems and reductions. Of course... I think that's where I mention my town, which we have the status of the mountain-mounted area, we are most affected by these measures. There was virtually nothing touching the City of Vukovar we are aware of, and at least it touched the area of the island. After so many years, 2.5 billion kunas at the annual level for support, for that part absolutely remains at the same level and I welcome and indeed do. Also, conditions on islands are not simple lives. But at the same time, the status of the mountain-mounted area has its weight. It is known that there are very difficult living conditions, the difficult conditions of business especially in the coastal mountain county or Gorski Kotar, but I am also talking about Croatian Zagorje, or in northern Croatia, where we always want to exclude the region because we in northern Croatia seem to be rich, we need nothing, and at the end of the day we may be too quiet, self-secure and see how to extract from the existing opportunities that we have maximum benefits for our citizens. We shouldn't have an argument then be pressures, arguments or other things, but really be an argument that should be an indicator based on a particular system or simulation and the basis of the argument that needs to be shown. In particular, what I would like to stress is that this bill will ultimately lead to a reduction in revenues by large parts of the municipalities and cities that are in the mountain-mounted area. In fact, our mountain-mounted area was cut off income from profit tax and our income tax was reduced from 90 to 60%, and this was our base on which this increase in income is now estimated from 60 to 70%. With the profit tax out of our hands and at this point it no longer belongs to us. One simulation if you are looking and it should be a lasting measure that would be in the future, but in that part it is also indicated that we will lose as of next year if I have read well those and temporary incentive measures that were as compensatory measures for the loss of those support we had in the mountain-mountan area. Now a simple calculation, if you have a base, before you had a base of 10 million kuna on the annual level, these measures that we have brought down to support you at 5 million kuna and a 10% increase on the annual level you will get a new 600 thousand kuna. So next year you're going to lose this temporary measure that's for my city turns out to be, I'm talking to myself, 2 almost 3 million kunas and a basic bill you're going to lose essentially 1 million and 500 thousand kuna additional funds at that level. So I don't think that these measures would bring back particularly to us who are in the status of the mountain-mounted area to some significant increase, but we think that these... and we can't go back to the old tax on income again, we agree that, above all, the profit tax must remain at the state level, although we are more supportive of it at a local level than the state level because we at the local level of the tax on profit by investing... went to the level of placing them in the function of the zone which we freed from the communal contribution, the commercial fee at a lower cost of land that now in that part of the investment that we get nothing back, but good to return to that part and that at least if nothing else remains in the state budget at the Ministry of Finance which at the level of 2015, and yet I note that they are less than 30% in 2013 that they remain for the next three years. So there is also this reason, because we as mayors first when we define the city budget proposal a basic document of the development of a particular branch, we have to have facts and we have to plan how much revenue we will have so that we can plan certain capital investments and all that is needed and what the previous speaker has said and by the Constitution what we need to guarantee minimally for the management of our local units. If you don't have input parameters around income which now... for this year it's hard to plan some things. This would absolutely bring us to the level that we know what we will have in the next three years income from income tax and support from that level that we have already had, they have been reduced again, and that we can nevertheless take care of borrowing because we still sign a declaration of fiscal responsibility which and how we can enter into any programmes and projects, and especially programmes according to EU funds because there is not allowed to enter into anything that you cannot finance, regardless of the self-help offered by the RES ministry. And that would allow then after three years of the fourth year as it was at that level to go a new indexation that, by new criteria and other things that we need to change safely, there could be a real argument as to how to help some local units absolutely to serve everything they get as a possibility for their further development. One of the levels that was adopted in 2003 when the Law on the Mountain and Mountain Area in 2005 was another initiative and in 2006 it was only by HDZ but it was a quick concern that when you look at the average income per capita in the Republic of Croatia according to these materials it was 2,900 kuna per main population in Croatia, and we have also said a huge diapazone of 500 kuna per capita and up to 8,000 kuna per capita. And the task of regional development is precisely to make measures, to make that part of the revenue equal to at least fiscal capacity. For example, the Republic of Slovenia has a guarantee of a certain amount, at this point if it is 2,000 kuna per capita, and a fixed budget of income that each unit of local self-government serves for the basic things it must define in its development, and other capital investments are additionally financed from funds provided by a particular resolution ministry. These may be the solutions we should go to to correct these illogicalities, to correct what we have now. And the proposal is indeed on the amendment to further increase the mountain-mounted areas to at least 80% of the income tax realised in that part, to correct that injustice. Thank you.
ParlaMint-HR_2015-09-09-0.u118059	Thank you. We have a replica of Tomislav Klaric. Here you go.
ParlaMint-HR_2015-09-09-0.u118060	Well, here's Mr. Skvarić. I just had to pick up the line because I've been listening very carefully to your replicas at our presentations, and now you've finally spoken to the language of a man who knows what the problem is, who runs the local self-government unit and right in the mountain-mountan area. The fact is that you, as well as all other cities in the Republic of Croatia, have been doing the budget for this year by heart. Why? Because the Ministry of Finance has failed to comply with its legal obligation and has provided us with guidelines for budgeting, you are aware of that. But you can't say that you didn't know how much you'd lose if your units of local self-government were in mountain-mounted status with the adoption of a law like this because they were exactly what your parameters were, so that's where you were the first time you were cut off. The second time and now with these measures you have been abolished, and the biggest injustice or madness when I have to say so is the way to calculate the development index because if you look at the Locks that have 800-thousand inhabitants that have an index of development like the city of Crikvenica that has 90 million kunas, and these have 4 million kunas because it simply counts the amount per capita. Now, the obligations that these units of local self-government must fulfil must be met in a way that has the means to implement it, and his funds have been taken away, regardless of any help you'll get from the side. These assistances are not your original income, but someone decides where to help you at the moment, even more that statement by the Minister of Greece, where he referred us to European funds. You can get a European fund once to build something, and where do you get the funds to keep it if you don't have a steady income. So the first irregularity is the biggest injustice in the very way of calculating the development index, the second in the model that the budget agrees in a way that we agree in advance because the Ministry of Finance is not here today.
ParlaMint-HR_2015-09-09-0.u118061	The reply to the replica, the esteemed Marijan Škvarić.
ParlaMint-HR_2015-09-09-0.u118062	Thank you very much, Mr. Vice President. Dear colleague, first of all, let's clear up about the index. The index in this form and thus brought by the HDZ government, so it hasn't changed anything important now only the other parameters you know are what is an integral part of this index and the weighting in which they are defined. I disagree with such weighting and such an index absolutely, because I, like the town of Lepoglav, is an index of 75.6 because 825 kuna per capita is, for example, 70% of the average of the Republic of Croatia, but unfortunately, I have 150% compared to the average of the Republic of Croatia with high school equipment. It's my fault that we spent 10 years investing that people went to school through scholarships instead of that money we co-financed to transport, schools, kindergartens and other things we did to the football field and stuff. I'm guilty, and that's why they're in that situation right now. My other colleagues must have done something else. Yeah, it was hard to plan, we didn't have directions and we tried to define some things. The most that has affected us is the return of income tax... Citizens. [[The speaker doesn't understand.]] Why? Because he singled out at 7 and 8 months and you don't know how much that tax is going to be at the beginning of the year because you'll only know him in some 5 or 6 months, he's single-handedly excluded from our budgets and the return for that part is going to be one dozen there. It means who has such a battery of funds that they can give that part in six months. There are problems that the Ministry of Finance should now analyse what has happened and there is time for its measures or rebalancing or here to bring back to all these municipalities and cities that part of the surplus, or resources that are excluded from us that they can continue to function normally. Because of these measures, there are many who have been blocked for 3 to 4 months.
ParlaMint-HR_2015-09-09-0.u118063	Thank you. 5 minutes on behalf of the club Independent Leftists will be used by the respected representative Slavko Linic.
ParlaMint-HR_2015-09-09-0.u118064	Thank you, Mr. Vice President of the Parliament, colleagues and colleagues. Why these five minutes on behalf of the club? For the simple reason to point out how much you wander about financing units of local self-government, regional and local self-government. As finance minister, we discussed the negative effects that will take place by removing mountainous and mountainous areas because it is not in line with the European Community as well as the PPDS. Then some solutions were offered by the competent ministry. Those solutions were very simple. We all remember very well in local self-government units that the incomes of local self-government units were both income tax and profit tax. The problem of profit tax was that because of the centralisation and concentration of the companies in Zagreb in particular, they did not receive income based on the profit tax units where the company worked. For example, INA is also in Sisak and Rijeka and I don't know about Istria through research and all revenues were received by the city of Zagreb. And then there were changes, so the state went on a profit tax and most of the income tax went on to local self-government units, and for funding, I'd say upgrades through special funds. What's the suggestion? What should I do? What could have been done long ago? Noting that the cities of the municipality are those who are not able to carry out their duties on a regular basis. They're in no condition. What's the reason they're not able to do it? Because they no longer have revenues based on real estate or real estate tax, or on real estate because of the downturn in economic activity. On the other hand, the number of employees was reduced and income from income tax fell, too. And what is also important because of the social picture of the number of unemployed, demands for social policy from the level of units of local self-government have increased. And what was I supposed to do? All income tax is left to regional and local units, 100%. And then we'd solve the impact of the crisis, and then we'd solve the elimination, and I'd say income based on mountain-mounted mountains, and then we'd solve the PPDS issue. And the funds for the settlement, even part of the funds for me, would say the uncoordinated incomes of certain local units are secured from income tax. Why? Because he is the one who unequally collects most in Zagreb but would be distributed according to a certain... with which she was to sort of dispose of local self-government units. [[The speaker doesn't understand.]] And then we wouldn't be able to say that something didn't happen. We couldn't say. And then they'd relieve all the disorders we'd had with a simple system. When we see a little bit, it's not even a billion kuna that could have been made out of profit tax, because it could've been a common category of state and for these needs. We have here today a solution in the law as a state will find means of alignment or for what it's called. Where's he gonna find it? Well, you know, let's just say it's a profit tax because it's always been. So, so many simple solutions, not this many divisions, not this many fights, not this many I would say the strange and wrong messages we're sending. But those who know what a unit of local self-government is, which knows what a law on the financing of units of local self-government is. Obviously, the competent ministry today, which is not normally in charge of the Law on the financing of units of local self-government, knows little and that's why we have these problems.
ParlaMint-HR_2015-09-09-0.u118065	Thank you. We've got three replicas on this exhibit. Josip Boric, first of all, go ahead.
ParlaMint-HR_2015-09-09-0.u118066	Thank you very much. I just want to clear this story in this little replica that the European Union has requested the abolition of the Law on Mountain and Mountain Areas, the Law on Islands and the Law on PPDS. Never the European Union, the European Commission has asked for this. They were not at all the subject of negotiation, they only wanted us to have one roof law that would clarify the clear rules on the allocation of these funds on the day of the Republic's entry into the European Union and the possibility of funding from European funds. These laws, concerning assisted areas, are allowed, are also available by other European countries. If that were true, then at 1.7.2013 those laws would have to be abolished, but they still exist today, and that's what the state did wrong, for example, in the whole mountain-mounted law of all the benefits that he carried left behind what I keep saying that you can read forest fruits for free. Everything else has been removed or broken through other laws. The island law carries some benefits that are not of great financial weight, but may have been dealt with through other laws in other areas. The PPDS law has touched in one part the financial part about income tax on some relief, etc., but never one of us has asked us to abolish these laws and they will probably continue to exist, but the way we approach them in solving is completely guilty and we are all the time warning. Now we take 12.5 million through the redistribution of those percentages directly to the counties, and through the decentralised means of alignment again we take the counties and the other 40 and some million. It means that we take everything from them and they will have a problem in their functioning next year through those activities that cover education, education, social care and health care. It's a fact and someone's gonna have to make up for it, and that's gonna have to be the next government for sure.
ParlaMint-HR_2015-09-09-0.u118067	Replication response, Reverend Slavko Linic.
ParlaMint-HR_2015-09-09-0.u118068	I agree with you. No one asked, a single law was required on how we would support undeveloped local self-government units. ... That's right. [[The intruder doesn't understand.]] And that's why the law came from the Ministry of Regional Development based on the index. But I'm going and these indices could be much easier to accept if at the same time we were going to change the Law on the financing of units of local self-government in which a good part of those municipalities that can't get into these indices could have been seriously damaged through greater participation in income tax. That's what we need to understand. So no one asked, we switched to indexation, that indexation was a little rough and not all municipalities could get into that indexation, and that should have been calculated, we could have avoided it with the new Law on the financing of local self-government units. And let's be honest, this isn't a correction because if it was a correction, I would read this law where we're going to make up for it in 2015. Then we'd say the correction was a mistake. So 2015 is lost, we give a transitional provision to this law and let's say the damage is so much and will be compensated from the state budget, from the item of the Ministry of Finance or regional. Then they might say it's a correction of a mistake, but it's not a correction. The inhabitants of the mountain-mountan and others have lost their income this year, and we admit the mistake. Therefore, it is also the biggest weakness of this proposal today because we do not see the money where we will see, in which item to make up for 2015. Therefore, it just takes serious access to the Law on the financing of units of local self-government and we will solve problems.
ParlaMint-HR_2015-09-09-0.u118069	Replica, Tomislav Klaric.
ParlaMint-HR_2015-09-09-0.u118070	Comrade Linic, you said a key thing that I completely agree with. So the ministry that knows little about the financing of local self-government you said, and I'll dare say according to all this that's been done so far, makes laws like this where you go into the budget of the local self-government unit without knowing at all what the local self-government units seem to be doing on the ground. One of, you will remember, the findings of the State Audit in most units of local self-government have all been observed by the purposeless waste of funds and, again, it has gone wrong for me to invade the Law on the Communist Economy where part of these funds has been allowed by the units of local self-government to be spent now by law without purpose, for capital projects. So from law to law not systematically, not thoughtfully, and not according to this model to know how units of local self-government should be financed and which tasks these units of local self-government should have. I can again point out the law where preschool education is imposed for children where the Ministry of Education has determined per child 20 kuna unit of local self-government for monthly stay in kindergarten. Where are the 1830s left to the economic price of kindergarten? And so from one law to another, and we've been brought into this situation now that we've somehow stopped local self-government units at that level that just can't carry out their projects any further. And until that part is resolved, and I am not talking about us all in the territory of the Republic of Croatia in the units of local self-government creating some conditions for economic development. So the company that comes to the area of any city or municipality, if the funds that they are coming to come here to Zagreb are missing down at the place where they invested and created conditions for it to come to that area at all.
ParlaMint-HR_2015-09-09-0.u118071	Time. The replica corresponds to the esteemed Slavko Linic.
ParlaMint-HR_2015-09-09-0.u118072	These were the worst arguments we've ever heard at the Parliament speaker when certain mayors, mayors, mayors, mayors were accused of being wasteful, irresponsible, having extra resources, having irrational employees. Yes, these were arguments that defended why large cities were taken, why they were taken from certain cities and municipalities of mountain-mounted areas, and probably here I must say today I'm happy because I haven't heard that the mayors are the same, so they're being taken away. They're simply irresponsible reasons. Instead of such explanations, we could really have a review of all 600 units of local and regional self-government to try to see what their financial plans are, how much they spend on wages, how they spend on the means to give, whether they have enough resources. Then we would slowly come to the fact that a total of 10% of the budget is going to be given to local self-government. Unfortunately, in the small majority of wages, something was to be changed in the Law on local self-government. We've known for four years that there's something we need. The objections are from all policy options, professional options, too many cities, too many municipalities. No, we can change the law. We don't have to say there's too many of them, but apparently a small-income municipality won't deal with school, it won't deal with school, I'd say health care, it won't deal with it, it might be kindergarten. Some people aren't going to do that either. They'll be dealing with a simple communal service to citizens, raising the municipal standard, but that's what the law had to be changed for, and we're not gonna talk about abolishing, abolishing. But when you change that, then we'll say and they won't be employed, so you'll define the number of employees. All that can be done by the laws, but not by such a failure, and that's the problem. We don't have an argument, we have a personal one.
ParlaMint-HR_2015-09-09-0.u118073	Next replica, the esteemed Branko Hrg.
ParlaMint-HR_2015-09-09-0.u118074	Thank you very much. Dear fellow Linic, of course you know everything about this, you were basically all about local self-government and mayor and finance minister, and then you can certainly talk about it a lot. I'm not sure, that's why I reported that giving all income taxes would solve the problem of funding local self-government, although this would be a significant shift in local self-government financing. And we all know that the most developed countries are, in fact, the most decentralised. Unfortunately, in these four years, a disabled political entity has been created of local self-government. So local self-government is so degraded, so dressed, so disfigured, it's so embarrassing to be somewhere in local self-government today. In my court and my position will not be well as long as not only income tax, as long as one part of that most remunerated tax which is VAT will not be returned to local self-government. About what you're saying right now is that you need to figure out what municipalities are, what they have to do, what cities have to do, what regional self-government has to do, that's absolutely it. So, I agree with one another not only the Finance Act but the overall Law on Local Self-Government should be amended, adapted, co-ordinated. Then today we would have a situation to make it much easier for us, so that there would be no discrimination, that maybe all children would have free textbooks in Croatia and could solve this local self-government to get decentralised financial resources.
ParlaMint-HR_2015-09-09-0.u118075	Replication response, Reverend Slavko Linic.
ParlaMint-HR_2015-09-09-0.u118076	I fully agree with you that it is necessary to amend the Law on Local Self-Government and no, I am not a supporter of the abolition of municipalities, but I am a supporter to determine the fiscal possibility of a particular municipality, to then determine what such a municipality will be able to do and to define the number of employees depending on it. And that's when we solved the dedicated spending of funds, because we have the most complaints about purpose. Let's be honest, there's still a question of further decentralisation. But as long as we have on the state budget the salaries of teachers, teachers, teachers, doctors, then I don't think there's a need for decentralisation and distribution of VAT. There isn't. The moment we really get to that stage and we figure out that it's really financing and paying because it's a local part of the job, so it's not just a local part of the business just investing a building, or a material cost of food, or I don't know what the electricity is. It's cost and pay. And once we transfer that, then it's gonna be very necessary to talk about participation in other common incomes. At this point, while we remain only on a material basis, income tax and profit tax are sufficient. And if they did, they'd see a lot of it. And of course the obligation to change the Law on Local Self-Government, so let the political option say whether to abolish municipalities and cities or vice versa. To establish their fiscal capacity and affect the number of employees, and at that moment we have solved many problems.
ParlaMint-HR_2015-09-09-0.u118077	The last replica, respected Marijan Skvaric.
ParlaMint-HR_2015-09-09-0.u118078	Thank you, Mr. Vice President. At one point in your debate, you said exactly what the former finance minister said in the manner of the former finance minister, you said the following that basically the demands are only because they're always looking for something and the state is expected to sort of compensate, or finance. Yes, the requirements must primarily be valid, correct, and the task is to the state or the finance ministry that those needs that are realistic, which are justified to be found by real sources of income. When we talk about these funds, the amount based on Article 36 shall be used. The law on the implementation of the State budget of the Republic of Croatia means Article 36 which speaks precisely of the mountainous area is an amount of 150 million kuna. It covers about 11 cities, 45 municipalities, and more than 55, 56. It is almost 10% of all towns and municipalities in the Republic of Croatia. I think that's very important, to take care of it and to find an answer to these questions through analysis and good simulations and good systems and systems. You at the Ministry of Finance certainly know that, you have all the answers to these questions about how real the costs are, how cities and municipalities function, how they work. Here I'd like to know why some municipalities and cities have been constantly in the budget for years, if someone hadn't said and why this mayor and the mayor are doing it, where the problems are, why the costs are higher than his revenues. What can be done? No such answers for a very long time. At the same time, it happens that someone is constantly positive, positive, and then they say to him, then you don't need to give anything, you're positive, we're going to give it to whoever you're losing, and we don't know why he came into some kind of fiscal minus. So, I think there are funds, and I think in that part of the argument, it's good, and we need to find a solution.
ParlaMint-HR_2015-09-09-0.u118079	Replication response, Reverend Slavko Linic.
ParlaMint-HR_2015-09-09-0.u118080	It is very simple that we can agree in many ways that when it comes to individual cities and municipalities, the Law on Local Self-Government will address issues that the city can deal with, which the city cannot deal with because there is no fiscal capacity. This is not resolved by the Law on the financing of local self-government units. The funding law of the local unit always looks globally. So if we know that local self-government is funding the material basis of the upgrade, then we have to say how much it costs. And it's not hard to determine. We need to know that we're in a crisis, that we have insufficient income. This means that a certain standard and these material costs cannot be achieved. But it is in correlation because neither the standard of teacher's, teacher's and teacher's salary is below any European level. And that's the sign of state poverty and insufficient income in the country. But try to understand the status of local self-government units is dealt with by law. And that's the moment none of us have the right to say this chief has any dubiousness at all times, none of us. Because we haven't worked out what his job is. Because if a small-income chief of 20 residents is obliged to have a kindergarten, that he must finance a primary school if he has it, etc., he can't do it. We pushed him into it ourselves. That's the problem with unspeakable laws. So try to understand when we settle the laws, then we'll be able to have what we need slowly. But I'm a supporter of the fact that it's not the central government that says it, but since you have decentralised functions, that you have the means to settle it, let the local self-government units do it themselves, you'll have the best guards.
ParlaMint-HR_2015-09-09-0.u118081	Following are the closing words of Deputy Minister of Regional Development and EU funds, the respected Jaksa Puljiz. Here you go.
