ParlaMint-NL_2019-06-19-tweedekamer-8.u1	The Minister has the floor.
ParlaMint-NL_2019-06-19-tweedekamer-8.u144	Fine. Then we will go to the second term of the Chamber, as far as there is a need for it. You don't have to. Don't feel obligated! But Mr Van Aalst insists. He has the floor for his second term. He's got one minute and 20 seconds.
ParlaMint-NL_2019-06-19-tweedekamer-8.u145	Mr. Chairman. I'll be brief. Let's come back. Someone said we're not gonna talk about tough talk here. As far as the supervisory board is concerned, it's not a tough talk, but I still think it's just disdainful of the Chamber that you don't show up. It's our only steering mechanism and we need to be able to rely on it. Three motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that it is still a mess at the CBR;]] [[considers that this should end as soon as possible;]] [[calls on the Government to come forward with a short-term plan of action to clean up the mess at the CBR,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that there is currently a distorted relationship between the CBR and driving school holders;]] [[considers that:]] [[the student is the victim;]] [[there must be a healthy relationship between the CBR and driving school holders;]] [[calls on the Government to investigate the causes of the disturbed relationship between driving school holders and the CBR,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Aalst. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-707]] [[This motion has been proposed by Mr Van Aalst. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-708]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u146	I'm forgetting one more motion, Mr. Chairman.
ParlaMint-NL_2019-06-19-tweedekamer-8.u147	But seconds are ticking away, Mr. Van Aalst. And we're tough today!
ParlaMint-NL_2019-06-19-tweedekamer-8.u148	The most important! [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that:]] [[the CBR is unable to remove the waiting lists;]] [[the CBR is a driving examination institute and not a medical expert;]] [[considers that the medical examination should not be linked to the driving test but to the driving licence;]] [[requests the Government to examine the possibility of placing the medical examination with an external party,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Aalst. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-709]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u149	Then Mr Laçin of the SP Group.
ParlaMint-NL_2019-06-19-tweedekamer-8.u150	Mr. Chairman. At least we seem to have a solution for the 75-plus. I also think that we need to work that out quickly and see how that works, but that does not solve the key problems, which the Minister also reiterated at the CBR. Since the CBR is also under enhanced supervision, I would very much like more information from the Minister on the ICT side about the two systems that are currently running. That's why the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[having noted that the figures to the Chamber on the Central Bureau of Driving Certificates (CBR) now only show the number of cases handled;]] [[Whereas, in order to give a clear picture of the situation at the CBR, the figures on the working stock should also be clear;]] [[Invites the government to provide the Chamber with a quarterly view of the CBR's working stock within OPUS and SCOOP, and also to look back in the first report the quarter before,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Laçin. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-710]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u151	Then there is the second motion on the reorganisation which also affects the doctors. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the reorganisation programme "Fitness to the steering wheel" is in the process of failure;]] [[calls on the government to stop the centralisation of the medical department in Rijswijk immediately so that further outflow of doctors can be prevented and things can be put in order at the CBR,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Laçin. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-711]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u152	Finally. I have also put a lot of emphasis on the emergency courses, that the two days cannot as far as I am concerned. I would also like to make a motion on this, but with the Minister's commitment to take a good look at it and inform us in the letter before the summer, I will keep it in my pocket for a while, and we will certainly come back to that. Thank you.
ParlaMint-NL_2019-06-19-tweedekamer-8.u153	Mr Von Martels of the CDA.
ParlaMint-NL_2019-06-19-tweedekamer-8.u154	Thank you, Mr President. We have all come to the conclusion that the CBR must take new steps. That is what this motion is aimed at. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that there are major structural problems in the CBR with significant adverse effects on the driver;]] [[noting that all drivers in the Netherlands aged 75 or over who wish to renew their driving licence must undergo a compulsory medical examination and the CBR must take a decision on a person's fitness to drive using this information;]] [[Considering that this leads to a major structural bottleneck at the CBR, while SWOV recommended in 2011 that the age-related assessment be abolished because research in several European countries has not shown that in countries with mandatory age-based inspections the road safety of older drivers has improved;]] [[Whereas, in the event of possible abolition, it is important to establish an alternative system ensuring road safety and medical professional secrecy;]] [[calls on the Government to ask SWOV to update the 2011 study and to come forward with alternative proposals for a workable solution;]] [[calls on the Government to come forward with a schedule for this in the promised letter before the summer recess;]] [[and goes to the order of the day.]] [[This motion was proposed by Mr von Martels, Mr Van Brenn, Mr Remco Dijkstra and Mr Schonis. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-712]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u155	Thank you, Mr. Chairman. I told you before: the Minister offers a solution in three parts. A short-term coulance scheme until a new AMvB is in place, but it has made it conditional. She is going to do some research and it is not yet certain that this coulance scheme will actually be introduced in the short term. That's why the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that organisational difficulties in the CBR have led to a considerable delay in extending driving licences;]] [[Whereas the Minister is considering an adjustment of the rules;]] [[noting that this adaptation will be completed at the earliest after the summer of 2019 and that a large group of people are still without a valid driving licence;]] [[calls on the Government to establish a coulance scheme for the remaining year 2019, which means that residents will not be punished if they temporarily drive without a valid licence, because they are awaiting their new driving licence,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Schonis and Mr von Martels. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-713]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u156	Then the Minister says: there will be an administrative extension, which I do at AMvB. That'll be a year before anyone with their license can move on. In the end, it will come to a system review. If I understand correctly, she will come forward with a letter before the summer, starting after the summer. In that revision of the system, a motion to add. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the current Arrangement requires suitability 2000 to include a list of cases of medical conditions for which driving licences must be checked;]] [[Whereas there is a discussion in scientific circles as to whether all these diseases affect the ability to drive;]] [[calls on the regime to review the current list of medical conditions when changing the system,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Schonis and Mr von Martels. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-714]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u157	Mr President, the CBR Central Bureau for Driving, if I am correct; let me look at the Minister, it is true that there are three tasks. Assessing the ability to drive, assessing the medical fitness, and checking whether professionals in the transport and logistics sector are competent. It is right that they are under surveillance, rightly so, when you hear the poignant stories of all the people who have been affected. They made their application in time, but they still haven't received an answer. They've been on hold for hours, and when they get a reaction, it's either too late or it's just not right. We have to solve that with each other, but it's not gonna happen from today to tomorrow. That goes in steps. I am glad that the Minister is on top of it, that they are now under supervision and that we can take a step in that since yesterday. I want to cooperate fully on this. I've never worked for the government myself, but I still see it as some kind of company. That needs to be customer-oriented and efficient, and it just isn't, so we need to do something about that. This is where the system appears to be central instead of the people. If it was a company, it would lose all its customers, but at the CBR you have no choice, because that's still a monopolist. I have expressed my concerns about cost overruns. I see some problems there in the future. People also do good work at the CBR; we have to say that, but they also have gold-edged arrangements, I see. Please let them do everything in work... What do you call that?
ParlaMint-NL_2019-06-19-tweedekamer-8.u158	Doing everything.
ParlaMint-NL_2019-06-19-tweedekamer-8.u159	Exactly, you say it: do everything in your power to ensure that they also know who they are doing it for, for the Dutch who want to stay mobile.
ParlaMint-NL_2019-06-19-tweedekamer-8.u160	Thank you. The last speaker on the side of the Chamber is Mrs Van Brenk from the 50PLUS group.
ParlaMint-NL_2019-06-19-tweedekamer-8.u161	Mr. Chairman. I think that everyone in the Netherlands, but also here in the Chamber, hopes that there will be light at the end, that there will be a solution to this misery, because it affects a lot of people. We have a motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the possibility of amending the rules on the extension of the period of validity of the 75-pluss driving licence is being examined;]] [[Whereas the problems of the CBR should be addressed as soon as possible;]] [[Whereas this scheme can make a major contribution to solving the problems of the CBR;]] [[Whereas many people waiting for their driving licences need clarity;]] [[calls on the Government to proceed directly to this procedure if it appears possible before the summer recess,]] [[and goes to the order of the day.]] [[This motion was proposed by Mr Van Brenn, Mr Stoffer and Mr Remco Dijkstra. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-29398-715]]
ParlaMint-NL_2019-06-19-tweedekamer-8.u162	We're gonna listen to the minister. I rented this room until 3:30, and then a VAO starts. We also have a pension debate and an AOW age debate. It's gonna be at least one or two hours tonight. So I really want to be brief, short and pointy. The Minister has the floor.
ParlaMint-NL_2019-06-19-tweedekamer-8.u163	Mr. Chairman. I'll be walking by the motions very soon. The first is the motion in part No. Mr Van Aalst, on behalf of the Group of the European People's Party (Christian Democrats) and European Democrats, asked for a short-term plan of action to clean up the mess at the CBR. I'm going to discourage that motion, because we have a wide range of things that we're working on. Then the motion to part No. 708 by Mr Van Aalst. He also asks to do research into the causes of the disturbed relationship between driving school holders and the CBR. I have indicated that I do not have those signals myself, but also that I am prepared to look into them further on the basis of your information. I have promised to return to that in the letter I am sending to the Chamber for the summer, so I would ask you to hold the motion until I know what it is about and I have reported to you on it.
ParlaMint-NL_2019-06-19-tweedekamer-8.u164	At the request of Mr Van Aalst, I propose his motion (29398, No. 708). That is what is decided.
ParlaMint-NL_2019-06-19-tweedekamer-8.u165	Then I come to the motion on part No. 709 by Mr Van Aalst, requesting that the medical examination be carried out with an external party. I have indicated that I do not see the added value of this, so I do not recommend it. Then I come to the motion on part No. 710 by Mr Laçin. It invites the government to provide the Chamber with a quarterly view of the CBR's working stock within OPUS and SCOOP and also to look back on the quarter before it in the first report. I would suggest that you do so first in the letter before the summer and then simply join the regular times when I inform you about it. It won't come exactly every quarter, but it will. I understand the thrust of your motion. If I can interpret her like that, I can take her over.
ParlaMint-NL_2019-06-19-tweedekamer-8.u166	Does one of the members object to this? Yes, with Mr. Dijkstra. So we're gonna vote on it. Then I'd like to hear your opinion, Madam Secretary.
ParlaMint-NL_2019-06-19-tweedekamer-8.u167	Well, I think that's a little faint. Then I'm gonna say Judgement Room, because it's something new. Then I come to the motion on part No. 711 by Mr Laçin. It calls on the government to stop the centralization of the medical department in Rijswijk immediately. For the sake of clarity, I would ask Mr Laçin to keep it because we are currently examining how it is going. So let me come back to how this is done in practice. That's what's being looked at right now.
ParlaMint-NL_2019-06-19-tweedekamer-8.u168	The logical question then is when you will come back to it.
ParlaMint-NL_2019-06-19-tweedekamer-8.u169	Can't quite report it. As soon as it's clear, I'll come back to you. To be honest, that will not work before the summer recess.
ParlaMint-NL_2019-06-19-tweedekamer-8.u170	Can the Minister indicate in the letter before the summer recess when she can sort of come back to it?
ParlaMint-NL_2019-06-19-tweedekamer-8.u171	I'm sure it'll work.
ParlaMint-NL_2019-06-19-tweedekamer-8.u172	Then I'll hold her, Mr. Chairman.
ParlaMint-NL_2019-06-19-tweedekamer-8.u173	At the request of Mr Laçin, I propose his motion (29398, No. 711). That is what is decided.
ParlaMint-NL_2019-06-19-tweedekamer-8.u174	Then the motion to part No. 712 by Mr von Martels with a number of co-signators. It invites the government to ask SWOV to update the 2011 study and to come up with a planning for that workable long-term solution in a letter for the summer recess. If I may interpret her in such a way that that planning will be a first sketch it will be in two weeks' time I can take over that motion. Of course, you should not expect concrete planning with dates and so on, because that really cannot be done in two weeks. If it's a global sketch, a first survey, I could take her over.
ParlaMint-NL_2019-06-19-tweedekamer-8.u175	I'm trying to read Mr. von Martels' body language. He's shaking no.
ParlaMint-NL_2019-06-19-tweedekamer-8.u176	In a mood? I said take over, so I agree. Then she can be judged Chamber.
ParlaMint-NL_2019-06-19-tweedekamer-8.u177	Then the motion to part No. 713.
ParlaMint-NL_2019-06-19-tweedekamer-8.u178	Then the motion to part No. President. - I call the Group of the European People's Party (Christian-Democratic Group). It invites the government to set up a coulance scheme. There are now different concepts about this. I would actually ask Mr Schonis to hold on to this motion until the letter you receive before the summer recess, because then you can see how the current arrangements are working out and you can judge whether you think it is sufficient.
ParlaMint-NL_2019-06-19-tweedekamer-8.u179	I had heard the date of July 1st, but I think our summer recess is starting July 5th. That's correct, isn't it? If I have the letter before July 1st, I'll do it.
ParlaMint-NL_2019-06-19-tweedekamer-8.u180	I don't know if it's all in that letter. I made a lot of promises in that letter, so I find that complicated, but let us do it in such a way that on that last day, when there are all kinds of VAOs and so on, you can do something with it.
ParlaMint-NL_2019-06-19-tweedekamer-8.u181	Agreed. Then I'll keep her on.
ParlaMint-NL_2019-06-19-tweedekamer-8.u182	At the request of Mr Schonis, I propose his motion (29398, No. 713). That is what is decided.
ParlaMint-NL_2019-06-19-tweedekamer-8.u183	The Schonis/Von Martels motion in part No. 714 calls on the government to review the current list of medical conditions when changing the system. You're aware that I'm not in charge of that myself. That is the competence and responsibility of the Health Council. If I may read her in such a way that I insist on it at the Health Council, then I can give her judgment Chamber, but you must realize that I have to accept it if they do not want to do so for any reason. Yeah?
ParlaMint-NL_2019-06-19-tweedekamer-8.u184	Mr Schonis nods yes, just before the report.
ParlaMint-NL_2019-06-19-tweedekamer-8.u185	Then I have the final motion. That's the Van Brenn c.s. motion. in piece No. 715, which asks the Government to proceed directly to this procedure if it appears possible before the summer recess. I would ask Mrs Van Brenk to hold that motion because I will be clear in the next few weeks from the CBR and from the JenV Ministry on whether it is indeed possible.
ParlaMint-NL_2019-06-19-tweedekamer-8.u186	Mrs. Van Brenk raises her thumb.
ParlaMint-NL_2019-06-19-tweedekamer-8.u187	There is another question from Mr Dijkstra.
ParlaMint-NL_2019-06-19-tweedekamer-8.u188	I accept the Minister's explanation of the motion in part No. 710, so I think we can accept Mr Laçin's motion. Then it doesn't have to have a judgment room anymore, but we can just take her over. That was the one I was bothering about.
ParlaMint-NL_2019-06-19-tweedekamer-8.u189	Yes, then it will be taken over and we will not vote on it. As you wish.
ParlaMint-NL_2019-06-19-tweedekamer-8.u190	Yeah, it turned out to be page three, but maybe the minister's got an answer ready by now.
ParlaMint-NL_2019-06-19-tweedekamer-8.u191	Oh, you were only 350 pages off. Well...
ParlaMint-NL_2019-06-19-tweedekamer-8.u192	Honestly, that had not become me yet, so I suggest that we include that in the letter. Otherwise, we're gonna have to waste a lot of time on this.
ParlaMint-NL_2019-06-19-tweedekamer-8.u193	Thank you. So far. I thank the Minister for her presence.
ParlaMint-NL_2019-06-19-tweedekamer-8.u194	On Tuesday we shall vote on the remaining motions. I don't know how many there are, but not so much anymore. I'll suspend for a few moments. Afterwards we will deal with the VAO Innovation.
