ParlaMint-NL_2019-12-09-eerstekamer-3.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2019-12-09-eerstekamer-3.u86	Thank you, Mrs Geerdink. Congratulations on your maiden speech. Allow me to outline some of your background. You studied fiscal economy at the University of Groningen. After graduating, you started working as a tax advisor at two of the Big Four, as the large accountancy offices are classified quantitatively. At Ernst & Young you worked on international tax advice and at Deloitte with advice to medium-sized and large Dutch companies. In 1999 you took a trip to the government when you became senior policy officer at the Ministry of Economic Affairs. You were project manager company follow-up and national project manager company window. You returned to tax advisory practice after four years when you became a tax advisor at Spigthoff. You were then director/owner of PWGA Strategic and tax advice for five years. The working group on what this is an abbreviation of is still working on its work. I assure your Chamber that I will inform you of the outcome. In 2014 you became director of Hefpunt, the organisation for the tax cooperation of water boards in the North of the Netherlands. Hefpunt then merged with the tax department of the municipality of Groningen. You became a quarter-minute maker and intended director of the new organization Northern Tax Office. The merger was completed on 1 January 2018. Six months ago, you resigned your post in connection with your membership of the Upper House of the VVD. Currently you are active as a supervisor at the Wilhelmina Hospital Assen and the Houdstermaatschappij Fondsen Overijssel. You are also a board member of the Liszt Concours Foundation and of the Henk de By Fonds that supports the international piano competition. Senatorship is not your first function as a representative of the people. From 2002 to 2006 you were chairman of the VVD municipal council in Amsterdam and from 2011 to 2014 in the Provincial States in Groningen. A dossier that you have been working on in those years is that of the consequences of gas extraction. You said to the Groningen Eye TV in 2013: "The most important thing is that people are safe and have the freedom to live wherever they want." Last week's earthquake in Garrelsweer once again demonstrated the importance of security and freedom. Once again, welcome and we look forward to your further input. I shall suspend the sitting for a few moments so that the other Members can congratulate you, and I congratulate you first as President.
ParlaMint-NL_2019-12-09-eerstekamer-3.u87	I give the floor to Mr Schalk.
ParlaMint-NL_2019-12-09-eerstekamer-3.u88	Thank you, Mr. Chairman. Usually maiden speeches are so beautiful that everyone is present, but this speech was so beautiful that everyone now seems to have been chased away. Anyway, all the faithful are still there. Soon, at the end of my speech, when Mrs Geerdink returns, I'm going to congratulate her on her beautiful maiden speech. Now that everything looks different, I'm gonna do it very differently. This time I am going to start by congratulating the legislative proposals aimed at preventing dishonesty, tackling crime, stopping money laundering and safeguarding the Netherlands as a transit country of false money. Of course, the legislative proposals that deal with such practices receive the full support of my group. There are also concerns about a few legislative proposals and I focus on a few things. These are the tax authorities, the taxation of citizens and something about business. I'll start with the IRS. Sometimes you are glad that you suddenly get help from unexpected side, like a few weeks ago, when Mr Klaver van GroenLinks came up with the bright idea to stop childcare allowances. I couldn't agree more. It is an impossible situation of pumping money around. Everyone's confused, even the IRS. The Secretary of State would probably have been very happy if this construction had never been conceived. However, Mr Klaver's solution to his good invasion is not ours. He wants to give everyone three days of free shelter, like that doesn't have to be paid. The billions deficit should be met by increasing corporate income tax, as if it were free money. The SGP has a better and much simpler idea. Apparently it is now also supported by the Labour Party. That's what I just heard. Let all these apply to child care allowances............................................................................................................................................................... That is an honest and transparent system that we have been using for decades. Can the Secretary of State respond to this suggestion? This idea isn't on its own. The childcare allowance scheme is only one of many. There are so many regulations, surcharges, discounts and charges. It has already been discussed during the General Financial Reviews. Then it was called a tombola, I believe. That was of course not in the sense of a lottery with which everyone always has a price, but in the sense of the grabbelton. There is no end to it and any new scheme, surcharge, discount or charge must be refunded by the Tax Administration. We have witnessed the mess that has arisen. And yet we can't just point to the Tax Office. I said it earlier tonight in an interruption. The cabinet and the parliament must also put their own hands into their own hands. The grabbelton was set up by the policy-makers, facilitated by the legislators and determined by the parliament. How are we supposed to get out of this situation? Is it the government's commitment to putting drastic austerity into this? Mr. Chairman. On behalf of the Group of the European People's Party (Christian Democrats) and European Democrats, I would like to make suggestions to unravel the mess. These suggestions arose as a result of the previous exchange of views during the General Financial Reviews. I would remind you that I spoke at that time about unfair taxation for a single earner. You know, the situation that a earner with a modal income pays up to about six times as much tax as two earners who together earn the same salary. Typical case of messing with charges, discounts and so on. Unfortunately, the government has so far failed to address this inequality of treatment. Something has been set aside, which means that the development of purchasing power is now almost the same, but the unfair tax continues to exist. The gap between one- and two-earners is not eliminated. Mr Ester referred to the reduction in working hours. That has become a blunt instrument. Another major culprit from the grabbelton is the phasing out of the transferable general tax rebate as an incentive to get everyone to work. This phase-out is now starting in 2009. In the meantime, those who had to get into the labour market are really at work. But the phasing-out goes on and the transferability is now falling to 20%. In the meantime, the government is struggling to increase the purchasing power of two-earners and one-earners at the same time. This means that every year a new measure must be devised to ensure that the purchasing power of the single earner is in line with that of the two earner. Is it not time to stop this old policy and freeze the phasing-out of portability, for example at 20% next year? Mr. Chairman. It would be even better if we reversed the phasing-out in the coming years, so that something can be done about the huge gap between one and two earners. This gap is compounded by the income-dependent combination discount, the IACK. This is an instrument to promote participation in the labour market and the economic independence of partners. Can we not regard this as an outdated instrument? Can the Secretary of State undertake to investigate whether the IACK can now become a past tense? Or can the IACK be used in such a way that this discount does not further widen the gap between one and two earners? Mr. Chairman. This situation was also discussed during the General Financial Reviews. During that debate, the Secretary of State and the Minister always pointed out that research is currently running on the fiscal building blocks. This research will be launched in the spring of 2020. While that research is still ongoing, I would like to ask whether the Secretary of State is prepared to have the researchers also look at the Joseph tax I mentioned. I have noticed that it requires some explanation, because in the Bible several persons are called Joseph. This is not about Joseph from the New Testament, who became the foster father of Jesus. It would be appropriate at this time of Advent to speak to each other about Joseph and Mary who went to Bethlehem, where Jesus was born in a stable. But today I'm talking about the Joseph of the Old Testament. I would, of course, like to congratulate Mrs Geerdink on her beautiful maiden speech. It was a little complicated at the beginning of my term to congratulate you. This Josef was far ahead of the Roman Tributa of Diocletian. It is about the Joseph economy, the hallmark of which is that it saves in good times so that in bad times the savings are made. Following that, I argued in favour of the Joseph tax. After all, the story about Joseph goes beyond saving and spending. I'm referring to Genesis 47. It says that Joseph has filled the grain barns of Egypt. When the crisis breaks out, he first sells wheat for money, then for cattle, for labor and then for land. When the Egyptians can't pay any more, Joseph comes again. He gives them free corn, but they have to pay 20% of the harvest. I call that a Joseph tax. It was for everyone, whether he had little or much land, much or little grain, good or bad harvest. In fact, the Joseph tax was a real flat tax, without any surcharges, levies, discounts and whatever else. My question is: can the idea of a real flat tax be taken into account when examining the tax building blocks, but different from what is currently envisaged, namely, in conjunction with the elimination of all kinds of charges and surcharges? Mr. Chairman. There is also another route conceivable. A lot of schemes run through family income. Think of rent and care allowance, but also the box 3 income can be divided between two partners at your own discretion. Only income tax is suddenly an individual scheme, which does not comply with the commitment people make within a marriage. This commitment seems to apply to the above-mentioned matters, but not to taxation. Is the Secretary of State prepared to include the option of raising income tax on the basis of family income in the study of the tax building blocks? Mr. Chairman. Finally, a few comments on measures taken by industry. First of all, the increase in the burden on companies. The Group of the European People's Party (Christian Democrats) and European Democrats agrees that companies should also contribute a fair share, but let us not lose sight of the value of entrepreneurs. Entrepreneurs are of great importance and SMEs are the engine of our economy. Not only do they earn money, but they also make a positive contribution. The Group of the European People's Party (Christian Democrats) and European Democrats also has a question about the situation regarding the levying of waste on imported waste and an urgent appeal to take the proposals of the sector seriously. Can the Secretary of State undertake to remain in dialogue with the sector on this matter? Finally, the Tax Measures Act Climate Agreement. Of course, there are aspects that deserve support, but this law brings in particular important sectors deeply into the problems of storage of renewable energy, the taxation of the regular energy tax on energy consumption. Companies, greenhouse horticulture, water boards and schools all face a heavy burden increase. How is it that, for example, greenhouse horticulture is suddenly confronted with this high burden increase? There seems to have been no prior consultation with those sectors with the greatest burden increase. Is the Secretary of State prepared to do so in the future? I look forward to the Secretary of State's response.
ParlaMint-NL_2019-12-09-eerstekamer-3.u89	I was thinking about Mr Schalk's proposal to convert the child care allowance into child benefit. I was wondering if Mr Schalk is aware that part of that child benefit goes abroad, for example to countries like Morocco, which then no longer want to talk to you. Is Mr Schalk aware of this? Or does he believe, for example, with the PVV that there should be no child benefit abroad?
ParlaMint-NL_2019-12-09-eerstekamer-3.u90	I am aware, I say to Mr Van Strien through the President, that family allowances do indeed flow abroad. We also discussed this in the previous Chamber, for example when it came to a treaty with Morocco. Mr Van Strien knows the SGP's vision on this. This may also apply to child allowances. And if it isn't, that's good. But when it comes to my proposal, it is mainly intended to ensure that there is a fair distribution of the allowances for all families. We are dealing with a situation in which, in fact, a supplement scheme has been devised that has led people into the labour market. Anyone who wanted to, they're gonna do it by now. Anyone who can't do that is in fact always being put at a disadvantage. That's why it would be much more honest if you increased child support for everyone. It is then possible to decide whether to use it to take care of the children themselves or to buy childcare through an approved company or through family.
ParlaMint-NL_2019-12-09-eerstekamer-3.u91	The SGP then realizes that part of it, which now goes to childcare, goes abroad?
ParlaMint-NL_2019-12-09-eerstekamer-3.u92	I realise that we in this country have legislation that also affects situations abroad. I can imagine that if this suggestion were to be taken up, it would be looked very closely at whether these would be huge amounts and whether this would mean a very large increase in family allowances abroad. I can imagine the cabinet making good proposals for that.
ParlaMint-NL_2019-12-09-eerstekamer-3.u93	About the Joseph tax.
ParlaMint-NL_2019-12-09-eerstekamer-3.u94	Yeah, it's nice, isn't it?
ParlaMint-NL_2019-12-09-eerstekamer-3.u95	It could be that history is going to repeat itself. I have sharp memories of the financial and fiscal duo of the CDA group in the Second Chamber at the time of Purple II, Mr Balkenende and Mr Reitsma, who were almost as famous as the then Secretary of State for Finance of the Den Uyl cabinet. They were very much for a Joseph tax, a flat tax. After long pressing, one of the first Cabinets-Balkenende then did an exercise on a Joseph tax. I still see the picture of the income effects in front of me: they really shot out all over the place. You're really talking about +25% or +30% or -40%. I'm sure the report is still somewhere in the Tax Affairs drawer at the Treasury. Those percentages are what we're talking about. Are you willing to accept that? My group never is. That is why the flat tax is an extremely bad idea. But now that Mr Schalk is so persevering, we have also heard him in the Financial Reviews, I must assume that we are going to enjoy this kind of screaming income effects of such a Joseph tax. Is that right?
ParlaMint-NL_2019-12-09-eerstekamer-3.u96	Anyway, I'm not gonna be happy to hurt someone that's been bothering him a lot. Let's start with that. But honestly, I don't know the investigation back then. I cannot therefore fully assess whether Mr Balkenende was sufficiently aware of how the Joseph tax really was. For example, at the time, was there also an assumption that all fees and so on would be stopped, so that you really get a flat tax? So that's different than we're going through right now. We are now going to those two discs, and that is also called a kind of flat tax, but it is greatly influenced by all these surcharges and regulations. I very much dislike what Mrs Van Huffelen, for example, has also mentioned, namely the enormous, huge marginal pressure. Last year and the year before, it sometimes rose to 96% or even above 100%. If you grew from €22,000 to €32,000 in income, you gained about €450 of that €10,000 net. I did that last year. I find that kind of taxing as strange as the problems you might encounter when you start with a real flat tax. I understand there's trouble. My request is not to turn the button and do so from now on. But my request is whether this could be included in the investigation of the tax building blocks. A little creative dealing with these kinds of topics can't hurt. If there is a proper investigation at the time that Mr Balkenende was involved in, then those who are now doing research will surely find it.
ParlaMint-NL_2019-12-09-eerstekamer-3.u97	Finally, Mr Vendrik.
ParlaMint-NL_2019-12-09-eerstekamer-3.u98	I think it was an investigation of Fiscal Affairs of Finance. Then you know the quality is high.
ParlaMint-NL_2019-12-09-eerstekamer-3.u99	Sure, I'm sure.
ParlaMint-NL_2019-12-09-eerstekamer-3.u100	So fine if we get that back in copy form. Then we'll see again that a flat tax giant redistribution effects has slash is extremely expensive. There's no way we can turn that off. My other question is about the surcharges.
ParlaMint-NL_2019-12-09-eerstekamer-3.u101	I'd like a quick question, because we're running out of time.
ParlaMint-NL_2019-12-09-eerstekamer-3.u102	Mr Schalk also referred to the surcharges. That was indeed the next step that that same cabinet took at that time on the instructions of the CDA. The care allowance is the largest. It hits the largest number of civilians. Could Mr Schalk indicate to me how we can abolish it? Would it be conceivable that we would introduce again an income-dependent care premium, which we used to have?
ParlaMint-NL_2019-12-09-eerstekamer-3.u103	We can go through all that kind of surcharges, but that is not what I intend to do with this debate. My call is to look at a flat tax that does not include income-dependent increases that are bothering us. If that leads to a very wondrous way of taxing, then I can imagine that the final conclusion will be that we should not do it. But for me it is not clear whether it is workable or not. I know that the Baltic States, for example, are working with them and that they are doing well, as far as I can see.
ParlaMint-NL_2019-12-09-eerstekamer-3.u104	Thank you. We will have Mr Vendrik in his own term. I suspect this subject will come back.
ParlaMint-NL_2019-12-09-eerstekamer-3.u105	It's possible. Thank you, Mr. Chairman.
ParlaMint-NL_2019-12-09-eerstekamer-3.u106	Thank you, Mr. Schalk. I now give the floor again to Mr Van Strien on behalf of the PVV.
ParlaMint-NL_2019-12-09-eerstekamer-3.u107	Thank you, Mr. Chairman. I congratulate Mrs Geerdink on her maiden speech and look forward to substantive discussions with her in the future. I would also like to thank the Secretary of State and his officials for answering my questions correctly this time. Nevertheless, an unprecedented number of problematic issues remain: additional laws to comply with European directives and, above all, no trace of simplification of the tax system that has been called for for years. I will have to confine myself to discussing this in 17 minutes. The General Financial Reviews have already discussed in detail how purchasing power has fallen significantly behind economic growth in recent years. That's not gonna get any better because of climate hysteria. Giant expenses to be paid out of tax revenue. Our tax system itself also continues to go downhill. One of the causes is the madness of the supplemental system, created by the constant leveling urge. It has been discussed several times today. First of all, these increases, together with the income dependence of virtually all discounts, cause a bizarre marginal tax burden on the middle groups which works longer or sometimes works at all. In addition, the surcharge system causes the greatest possible problems in the executive sphere of the Tax Administration. A total of €12.8 billion in supplements is pumped around to 5 million households each year. That led to the final adoption, I read, of the unimaginable number of 2.3 million recoveries, together for about EUR 1 billion, of which 300 000 were coercive: seizures on houses, cars and so on. In another one and a half million cases, the surcharge proved to be too low, resulting in another 500 million in late payments. In more than half of the cases, the surcharge was incorrect. That is a bizarrely high number of errors, caused by swarming policies, resulting in desperate citizens and civil servants. In the meantime, this system has brought thousands of citizens both financially and emotionally to the brink of collapse. Mr. Chairman. I am not referring in the first place to the Tax Office. Those people are trained to collect money. The blame lies almost exclusively with politics and with the last Cabinets, which every year invent new forms of leveling and sharpening to further complicate the system and ultimately undermine the tax morale. Every year we talk about simplifying the system. Every year it gets more complicated. Every year promises are made that it will get better. Never has it been done to return the promised €1,000 euros. Let me repeat once again the question to the Secretary of State when this simplification will come. Or should we wait for a new cabinet to do this? In that case, that is an additional reason to hope that such a new cabinet will be there soon. Mr. Chairman. Box 3 is also one of the government's grabbedtons. There, citizens are partly expropriated because they have to pay more taxes than they have income on their assets. In doing so, the government is acting in violation of the ECHR, a treaty with which the Netherlands on the left is constantly waving with it at other times. I will come back to that later. Mr. Chairman. Both this and the previous cabinet have made it a hobby, through annual increases in excise duties and/or VAT, to make life difficult for the whole of the Netherlands, but especially for the small middlemen throughout the border region. The large difference in the price of motor fuels and alcoholic beverages between the Netherlands and Germany and Belgium, on the one hand, and Belgium, on the other, that the last two cabinets have been created, not only the petrol pumps, but also the middlemen who are in the vicinity of those petrol pumps, have been closed down or condemned to a pitiful existence along the entire border area. This is another attempt to push the middle position further into the abyss. I can see it regularly with my own eyes, because I live 30 meters from the German border. We also see a further increase in tobacco duty. This increase is likely to result in lower than higher yields due to behavioural effects and illicit trafficking. I understand the Secretary of State has agreed to an evaluation across the street. Apart from the fact that that is of course mustard after the meal because by then a number of middlemen have already died, I ask the Secretary of State if he realizes that there is a combination effect. And cheaper petrol, cheaper drinks and cheaper cigarettes are driving more and more citizens across the border to buy in there, especially since purchasing power is already lagging behind our foreign neighbours because of the disastrous successive Rutte Cabinets. The entire middle class in the border area is affected by this. Mr. Chairman. I'm getting to the car tax. The cabinet promised about ten years ago that the purchase tax on cars, the bpm, would be phased out. This tax would have completely disappeared in 2018. That was another concrete-cast appointment. The previous Rutte cabinet promised to phase out the bpm in 2015. The purchase tax is considered fraud-proof when importing second-hand cars. In addition, many buyers try to reduce the tax by importing from abroad. That's why the previous Secretary of State for Finance wanted to get rid of it. Meanwhile, an entire industry has emerged of traders who import unused cars, with or without damage, from abroad and sell them with profit in the Netherlands, based on inimitable bpm calculations for young second-hand cars. We know from the reply: the Climate Agreement. This does not provide for a phasing-out of the bpm. Then our citizens will know that the Climate Agreement is creating both planned and unexpected burdens in all areas. Mr. Chairman. While CO emissions from new passenger cars are falling according to calculations by BOVAG and RAI Vereniging, the cabinet manages to raise hundreds of millions of extra bpm revenue annually, while that bpm has been made CO dependent. In 2016, a further 1.55 billion in bpm came into the treasury. In 2017, that was 2 billion euros. Last year revenue increased to EUR 2.27 billion. And this year, too, 2.3 billion is foreseen. That's an increase of 13.5%. All in all, in a short period of time, the cabinet raises more than 700 million euros per year in purchase tax. And that while the Secretary of State has claimed that the total bpm yield on the basis of the new CO measurement system remains the same compared to the estimated yield, which would be achieved on the basis of the old measurement system. Rara, how can I ask the Secretary of State? Can the Secretary of State imagine that this is yet another proof of the unreliability of the government for ordinary citizens? Mr. Chairman. I come to box 3: the interest and return stombola of this cabinet. We find large assets in pension funds and in the Quote 500. Both pension funds and the wealthy from the Quote know that large investors make good returns on average, of about 7% a year. In addition, we have the small saver, who currently gets at best 0.05% interest on his savings account. And we have the slightly richer middleman who sold his business and wants to finance his old age, among other things, because the greenhouses of the pension funds are locked. It now seems that the glossy wealth from the Quote leads to such envy and confusion among all righteous socialists that they see it all green and do not know what to do anymore. That is the most favourable explanation: Socialists love other people's money. I start with the pension funds, which manage the money of the ordinary Dutchman. In order to prevent this money from reaching the rightful owners of pension funds, they need to be unnecessarily poor with a total of 1,500 billion in capital. They have to act like they're gonna get the small saver's return out of box 3 over the next 100 years, or maybe even less, namely 0%, while the long-term returns, as I said, are about 7%. This is an attempt to cut down on pensioners, or at least to prevent them from being indexed. Then the small saver in box 3. It's being used for the percentage of the past. At an interest rate that has been falling for ten years, that is always higher than what he really caught, but because that is not enough for hollow jess, he gets the fiction split in his stomach that he invests for a third of his savings just as well as those pension funds or the people from the Quote. Then the two categories above in box 3. They are almost entirely accounted for on the returns of the pension funds and the people from the Quote. Finally, the powers from the Quote. They're not in box 3, they're in box 2. By the way, I hope, they pay VAT, payroll tax and I do not know what already and finally Vpb again and, as soon as they get the money from the company, another dividend tax. Mr. Chairman. The conclusion is clear. At least the savers pay more tax on their bank accounts than what they receive in interest. Pure state theft, find duped taxpayers. An excessive charge, according to the Supreme Court, which, according to the highest tax court, cannot continue indefinitely. If you look at the impact of court rulings on nitrogen and pfas, you'd think the Secretary of State would take immediate action. But nothing could be further from the truth. The reason for this can be found in the progress report Charge box 3 based on real yield from 2017. It states what a tax based on actual return would have yielded in the past. There we see that such a tax would have meant, for example, in the 2008 crisis year that the government would have made a negative return of 8.8 billion. The real yield in that year was about 4 billion, so investors in that year.... that will do socialists good... have been robbed for about 13 billion. However, it was also foreseen at that time that in 2017 the revenue from a tax on the actual return would be 2 billion less if hypothetically introduced in the years 2017 to 2019 than a tax based on fantasy returns from then State Secretary Wiebes from the Rutte II cabinet. A terrifying prospect for Rutte II. But the deception continues today, with respite, delay, delay. Shameful and unnecessary, say experts. Read the letter from the NOB of 25 October last, I would say. Mr. Chairman. One of the arguments put forward by the Secretary of State, namely that the operation must be budget-neutral after a tax on real returns, is really bizarre to me. That looks like a thief who, after he's taken his loot, says, "I'll have to go to my next victim, because I work budget-neutrally." Mr. Chairman. Just a few last words about the storage of renewable energy, the ODE. With rising ODE rates, SMEs, horticulture and public authorities such as schools and hospitals, among others, are back on track. This energy tax is really the government's new milk cow. The car has been milked and energy needs everyone. All this in order to be able to scatter subsidies at taxpayers' expense in order to achieve a completely uncontrollable and therefore unfeasible and pointless goal, namely the reduction of CO emissions. This will soon come back to the enormous investments in the electricity grid, which are needed to return decentrally generated energy to the grid, even at times when no one in need of energy is going to be charged again. Even then, the ordinary citizen will be screwed again. Think, I ask this cabinet, of the purchasing power that has not risen for years. Mr President, I shall conclude. I hope that this cabinet will also ask itself this question of conscience: how long does it intend to go through with this?
ParlaMint-NL_2019-12-09-eerstekamer-3.u108	Thank you, Mr. Van Strien. I shall now give the floor to Mr Essers, on behalf of the CDA Group.
ParlaMint-NL_2019-12-09-eerstekamer-3.u109	Thank you, Mr. Chairman. I would like to congratulate Mr Geerdink on her maiden speech and wish her much pleasure and success in the continuation of her parliamentary membership. It is a great honour and pleasure for me to return to this place after three periods as a senator, from 2003 to 2015, and a First Chamber-free period from 2015 to 2019, as a re-enterer, and then on the subject of tax law, which I so much like. Many things change, even in this Chamber, but fortunately not the atmosphere of collegiality and the always existing willingness of your employees to support us. I look forward to continuing my parliamentary membership. Mr. Chairman. Fortiter in re, suaviter in modo. Strong in the business, smooth in the execution. That was long ago the motto of the National Tax Academy which was dissolved at the end of the 1960s. In fact, that motto has always been the motto of the Dutch Tax Administration. With that first part, strong in the business, it's okay with this cabinet. This is also reflected in this tax package, which we particularly appreciate, thanks also to the Minister for Finance. But what about the second part, flexibility in implementation? Expertise and perseverance, accompanied by reasonable execution and accessibility: the Tax Administration has always received a great deal of praise for this far beyond its own borders. However, if you are aware of the serious problems involved in the implementation of the surcharges, it seems that the flexibility in implementation is not the best way to use an understatement. Although the administration apparently knew that there were parents to whom the childcare allowance was withheld, although they were in good faith, they had to suffer the evils, as if the inevitable collateral damage were in a war situation. In conjunction with the rigid regulation of this supplement, the human measure was therefore far to be sought, with all the consequences. Even before the summer recess began, this Chamber also faced the consequences of other errors of the Tax Administration in the area of surcharges. That was with the child-related budget. For a long time there was no question of a smooth implementation of this budget and of correcting errors made by the tax authorities. There is still no question of a full recovery. Mistakes made more than five years ago are not compensated. For this, the defendants are referred to the civil court. Mr. Chairman. Where does this harsh posture come from? Perhaps it is out of too strong an attitude to tackle fraud and tax evasion? That might be possible, but it could not serve as a justification at all. It is therefore high time to think about unravelling the Supplements and Tax Administration and moving money flows from individual citizens to paying agencies, such as health insurance companies and housing corporations, if possible. We are anxiously waiting for the results of ongoing investigations and hope to discuss them with the Secretary of State soon. We would like to hear from the Secretary of State what cultural changes are being pursued in the Tax Administration and what has happened to the recommendations of the Borstlap/Joustra report.
ParlaMint-NL_2019-12-09-eerstekamer-3.u110	I am very pleased with this attitude of the CDA. I just said that the CDA was very keen on market prices for care, childcare and so on. You don't have that anymore. I'm glad. You give the solution I also indicated: do it directly through the institutions.
ParlaMint-NL_2019-12-09-eerstekamer-3.u111	One doesn't have to rule out the other. The extent of the surcharges that lead to those authorities is, of course, a story that you can still continue. So it doesn't necessarily mean that you send an amount to that authority separately from the individual situation. What matters is that you do not send citizens money that has to be recovered afterwards.
ParlaMint-NL_2019-12-09-eerstekamer-3.u112	It's two-and-a-half. Or the institutions get the money, and you say that, and I agree with that. They have to compete for the best quality, because you go with your child to the best childcare that you can find nearby, but then it is no longer dependent on income, because you can't ask private institutions to check the paycheck.
ParlaMint-NL_2019-12-09-eerstekamer-3.u113	It is indeed one of the complications that you have privacy-sensitive information. That will have to be weighed against the advantages and disadvantages of the current system. I'm not saying that's the answer either. I am concerned that it seems obvious that instead of giving millions of citizens money that is actually a kind of advance, it should concentrate on one body.
ParlaMint-NL_2019-12-09-eerstekamer-3.u114	We only have a handful of health insurance companies in this country. You can see the population like this. The low-paid pay relatively much and then you make a responsible estimate on that basis and you compensate them and then the premium is much lower for everyone. So there are solutions. I'm glad you're back in the right camp.
ParlaMint-NL_2019-12-09-eerstekamer-3.u115	You're welcome. The rhetoric of collateral damage and the corresponding mentality in a war situation can also be seen in two legislative proposals which form part of the tax package that we are discussing today and tomorrow. These legislative proposals, the withholding tax on interest and royalties as well as ATAD 2 are referred to by the Government as "prohibitive levies." This means levies which, if they are good, will not yield anything in the budget because taxpayers will be careful to deal with them. That may be the case, but it remains perfectly conceivable that companies will be able to face these charges in practice. Certainly, fraud and aggressive tax avoidance must be combated, as the CDA Group is convinced and supports the Secretary of State, but because of the complexity of the provisions in question, it could also be dealt with as a bona fide company. All companies must check interest and royalty payments in all intragroup and determine whether or not the conditional withholding tax is applicable. If this does not lead to a disproportionate implementation burden, I ask the Secretary of State. Moreover, is the withholding tax law not likely that this law will have to be revised next year, even before it has been introduced, following the OECD's agreement on Pillar 2? Why not wait a year with this law? Does the Secretary of State not agree that as the OECD becomes increasingly involved in the distribution of charging rights, it is desirable that Parliament should be involved in advance when it comes to assessing and accepting OECD proposals? Nor is it unthinkable that, even if you do business with or from a country known as a tax port, this can be real activities. The fact that you will then have to pay the tax from these levies is one thing, but you also run the risk of double taxation. If this happens, the government believes there is nothing to do about it, even more so, it does not want to do anything about it. She does not see any room for introducing double taxation provisions in prohibitive levies, as Mrs Geerdink pointed out. It's your fault, big bump. But does such a hardness fit with the government we have in mind? Do demands of proportionality and reasonableness no longer need to be imposed on this type of legislation? Does it not fit in with the dignity and integrity of the government to take this into account, if only to prevent bona fide taxpayers from being hit extra hard? If you as a government criticize taxpayers and their advisors for their lack of moral standards, does that mean that as a government you have to forget your own standards of proper legislation and good governance, including the proportionality criterion? Shouldn't the government at least strive to avoid double taxation in implementation as much as possible? We would like to hear the views of the Secretary of State on this. In this context, we are also concerned about the future role of the judge. If the legislator states that the primary interest of certain charges is to prevent certain situations from occurring and that double taxation is permitted in the pursuit of that objective, can the court ignore this apparent intention of the legislator if it is to decide on disputes over these charges in the future? According to the Secretary of State, does the judge still have room for a reasonable and equitable approach if the legislator deliberately excluded this in his efforts to avoid tax? And is there still room for horizontal supervision, based on greater equivalence between the Tax Administration and companies and their advisers, if the same government is so irreconcilable? Can't you expect a similar reaction from citizens and their advisers back? In this context, we also point to the government's tendency every time an anti-abuse directive allows a Member State to opt for different options, consistently choose the option most burdensome to taxpayers and sometimes even go beyond what the directive allows. If this is not unnecessarily detrimental to Dutch competitiveness, we ask the Secretary of State. Can it be said in this context whether the efforts of the Netherlands to achieve a better image in Brussels have already produced any effects? Can a little more be said about the quantitative measurement of the effectiveness of the Dutch tax avoidance measures? And do we really think it is the duty of the tax inspector to make public the name of a tax advisor who has been fined an administrative offence? Does not such naming-and-saming actually lead to a professional ban and therefore does not impose a much greater penalty on those concerned than the administrative fine initially imposed? This goes even further than criminal law. Should such matters not be left primarily to the internal disciplinary law of the professions of tax advisers themselves? Don't get us wrong: the public must be warned against ill-advised advisors. But should the inspector do this or the professional organizations mentioned? We call for this to be put on the inspector's plate only in extreme cases, for example, in the case of advisers who do not belong to a professional organisation who repeatedly go wrong. I'd like a response from the Secretary of State.
ParlaMint-NL_2019-12-09-eerstekamer-3.u116	Would Mr Essers agree that there is a great social responsibility for the profession itself? The OECD has intervened. I call the Panama Papers: the global system of tax avoidance has got completely out of hand. The advisers played a significant role in this. Isn't it time for one, I would almost say in CDA terms, ethical reveil in this sector? And for the realization that there is another side to tax advice practice, a social side, which could be much more expressed in the conversation, discussion, morality of the sector?
