ParlaMint-HR_2014-07-02-0.u77771	I swear.
ParlaMint-HR_2014-07-02-0.u82182	Time.
ParlaMint-HR_2014-07-02-0.u82183	I'll continue later.
ParlaMint-HR_2014-07-02-0.u82184	Comrade Shuker, answer. Here you go.
ParlaMint-HR_2014-07-02-0.u82185	If you remember the government's argument and the government's president at the government and the minister during the budget rebalancing, then everything is said to be taken down alive, that nothing can be reduced anymore. It was 20 days before the end of the financial year, however, the revenues failed by a billion and seven hundred. And the deficit was just supposed to be as much as we claimed it would be between 18.5 billion and 20 billion. And then all of a sudden, the payments stopped, and so the spending side of the billion and six million were reduced. And the result is the first four months of this year, reduced revenues by 4 billion kuna and increased expenditures by nearly less than 3 billion kuna. So that's the consequence, and now we're discussing something that's happened. However, I repeat, the problem is far from what will happen in 2014 and what is the biggest problem since we have already been through half of 2014, we have a far bigger problem which will be with public finances in 2015. Because if 2014, and we see that the tourist season has gone quite badly, it means not only will there be problems in the state budget but there will also be problems in the financial plan of Croatian roads and Croatian highways. Then the question arises what start we will start with in 2015, if we do not want to see the real situation now and if we do not set real fiscal projections for the development of the 2015 budget.
ParlaMint-HR_2014-07-02-0.u82186	Thank you. Ivo Jelusic. Here you go.
ParlaMint-HR_2014-07-02-0.u82187	Thank you. Comrade Shuker, you said in your debate that we are fighting too politically here. And I agree with you and that we should talk more about facts, I agree, too. So I'll tell the facts, so no fighting, but facts. You said you didn't understand, or that the problem is that this government boasts about a fiscalisation project that was meant to result besides other and higher VAT revenue in the budget, and we have less than VAT in the budget than in the previous year, than in 2012. Fiscalization is a good project and it has given all its good effects in that segment as well. And fiscalization has given its share and its pain to increase VAT revenues, but what you know, you probably know, but you won't tell because it doesn't work out for you, why there's a fall in VAT revenue. The main reason is because of the entry into the European Union. Therefore, due to the shift of a different way of calculating VAT, it was previously paid when something was imported within 8, 10, 15 days, the entrepreneur paid for it and sat in the state budget. Now there has been a shift of months and more days, and one month has run out of income from that imports, without VAT from that imports, which is somewhere around 1.6 billion kuna, so there is a time shift of these 1.6 billion missing. As a result, the VAT revenue is lower and therefore the VAT was realised at 400 million less than the previous year. Had it not been for this as a consequence of EU entry, income would still have been collected from VAT in a way that imports would pay immediately and would have been up 3% rather than 1%. That's why VAT revenues are lower. And what the fiscalisation project, he gave his results and it was a good project that introduced order, introduced justice, proved that although they pay taxes to increase the number of employees to increase their profits. And look at the absurdity, they pay taxes now, and they still have bigger profits.
ParlaMint-HR_2014-07-02-0.u82188	Time. My colleague Shuker's answer.
ParlaMint-HR_2014-07-02-0.u82189	I have said several times today about the fiscalisation project he is not at all controversial to me, however, and you can check it in documents at the Ministry of Finance on the project for many years. However, some projects simply need to mature time so that you can implement them. And it's lucky that the institutions that are following the fiscalization project did it well and that's it. But that the effect of fiscalization due to certain legal changes doesn't feel like the fact. Because if we claim that we've picked up 8 billion kuna more, that more traffic has been reported, so just count on 8 billion out of 25%, that's 2 billion kuna. But fellow Jelusic, there is, fortunately, recorded our sessions, when there was an amendment to the Value Added Tax Act, and when the budget rebalance went, we warned that the withdrawal of value added tax would reduce the revenues of the state budget somewhere between a billion and 600 and 2 billion, so no one slows it down. But look exactly at the function and the difficult situation of the government is that they have to convey it and they have to write it unlike anyone else in this country who can say it, but their speeches and their projections don't change anything, but the government had to accept it. But let's take a look at what anyone was saying at the time, making sure that it wasn't going to be an effect of 700, 800 million kuna, and we predicted it well. So I'm not taking it as a relief for the simple reason that we've then well-intentionedly based on some experience and some knowledge, and we've warned that something's going to happen. But I repeat, the problem of this situation is not the Ministry of Finance, but users who neither the Fiscal Responsibility Act nor all of this has forced them to implement reforms. And this next hoax of HZZO separation from the Treasury, please read the Expenses Act, read the Health Act, and you will see that you will have to secure in the state budget 5 billion kuna to cover everything they need to be covered. And I don't know where we're gonna get that. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82190	A fellow Shuker. Nadica Jelish, replica. Here you go.
ParlaMint-HR_2014-07-02-0.u82191	You told your colleague Shuker in your debate that this government is a problem with the revenue side of the budget, hence the lack of income and that it wants to be patched up with some new taxes. Here I was trying to quote you. It's not a revenue side problem for this government, at least it's not in the sense that the income side would be beyond control. So this government calculated with reduced revenues in the government's register because its primary goal was just to discharging the economy, so giving space to the economy to get a breath to recuperate to say so and to start doing business normally. Or we knew quite specifically that the revenues of the state budget would also be reduced because of the non-taxation of the reinvested profits and because of the reduction of contributions to health insurance and the reduction of parafiscal burdens, etc. But we've achieved the effects. So already in 2013 we have an increased capitalisation of companies, they are therefore more financially stable and we have a growth in profits in 2013 compared to 2012. So how? the real sector will recover in the perspective, thus generating higher revenues in the state budget, where the circle closes but at a qualitatively much higher level than previously or previously. [[Intruder: Time.]] So we know that the fiscal capacity of each budget is directly dependent on the strength of the economy.
ParlaMint-HR_2014-07-02-0.u82192	Thank you. You can't see the time on the screen. My colleague Shuker's answer. Here you go.
ParlaMint-HR_2014-07-02-0.u82193	Thank you very much, Mr. Vice President. My colleague Jelash, we are talking here about the implementation of the 2013 budget when I said that the problem of the revenue side wanted to be solved with new taxes, is the basis of only the law that was passed in that year. So we can't say if we cut the health contribution by 2% points or 8.8 9% if we cut it down and then after a year and a half we return it to it that we did something good because if you go into such a change then let it go. The same story was differentiated by the rate not in tourism but in hospitality, tourism received a differentiated rate eight years ago. But when you add up that health care rate and the differentiated rate, it's more than 4 billion kuna of state budget revenue, and when you add a 5% rate for certain items that were previously released outside of it, that's an additional billion 800, that's 6 billion kuna for you. And if nothing had touched the revenue side, it would have been richer by six billion kunas. And that's why I spoke to the former minister, and now, he had one round plan, but the key tax was not passed, and that means that whoever bears political responsibility must bear political responsibility because if he accepted these changes then he must accept this change because that change has patched up all these changes ahead and these are facts. And if you're not able to talk about it openly, then why should we be pushed to say it out of opposition? But that's a fact, it was a big package that was about anywhere near 6.7 billion kuna on the downturn so on increasing certain expenditures and it's not a small game for the state budget. And you, if you don't do it, then you get these kind of interventions that happen because look, there's been before the requirement to go differentiated with the rate of hospitality. No one wanted to agree to that either. And what happened to us? We had a different rate of fiscalization in the catering industry, and that's a fact.
ParlaMint-HR_2014-07-02-0.u82194	Thank you. My colleague, have you given up the debate or not? You haven't been reported for questioning? No, well, thank you. We're having a bit of a technical problem. Next up for a debate, Branko Bačić, come in.
ParlaMint-HR_2014-07-02-0.u82195	Thank you, Mr. Vice President, Mr. Minister with Associates, Mr. Chief State Auditors with Associates. So during the morning, in several replicas, I expressed my view of the inability to accept such a report on the implementation of the national budget for 2013. And because of the criteria, but on the other hand, and because it is unacceptable that the State budget report for the fiscal year for which the report is submitted in the fact that the rebalancing of the state budget is adopted at the end of the fiscal year can so much depart. And that the government at the end of the fiscal year assures us that the growth of the economy in that year will be 0.2% and already quite clearly already and the government is aware that economic activity will fall, the GDP's revenue from the state budget cannot be as projected in the document adopted by the Croatian Parliament. So on this side, I do not see what reason the government has in this way projected the state budget and proposed it to the Croatian Parliament. The fact is that in the past year and the year before that, important reforms in Croatian society have remained that the Government did not propose such a reform to the Croatian Parliament and that there could be no reduction in the expenditure of the state budget and then a clear reduction in the deficit of the state budget. What it marked last year are the activities of the Ministry of Finance in the section relating to activities in the implementation of the Financial Business Act and pre-profit settlement. I was in the replica of the Vice-President of the Parliament this morning when it was on behalf of the Club that information on the results of the implementation of the Financial Business Law and the pre-departure settlement said that it would be correct for the Government to report from time to time to the Government's officials on the effects of the implementation of the Act on Pre-departure Agreement that the Ministry of Finance would meet the representatives of the Croatian Parliament and the Croatian public on the number of debtors who passed the procedure of this law on the one hand. And on the other hand, about the height he writes down to certain debtors, which means for all those believers who have lost a significant part of their claim in these proceedings, etc., etc. She told me that all of this was available on the website of the FINA, so I called FINA during the morning to see if there could be such a suspicious review of the effects of the Financial Business Act and the pre-profit settlement. And I'm told there's no such suspicious review, that you can get to the data you need to know the OIB of a particular legal person and then go through the OIB to get into the system and find out how many and how many write-offs were made, how many have been written off and from whom. It is therefore not possible for us representatives and Croatian citizens to have a dutiful review and impact of the Law on fiscal responsibility and pre-profit settlement. So I call upon the government to give a transparent report to see if the effects of this law are what the rulings convince us or not. I think that would be very important to find out. What I would like to point out in my debate is, first of all, that part of the real sector relating to the construction sector and the construction operation. In the past 5, 6 years, especially in the past 2 years, there has been a significant reduction in activity in the construction sector and not to say that the entire construction sector is on its knees. According to data provided by the National Statistics Institute in 2012 13.2% less approvals were issued for construction and... a in 2012 compared to 2011 13.2%. [[The speaker doesn't understand.]] So these are, in itself, enough to say how much less activity there is, jobs in the construction sector, which means that there is really no business in the construction sector and that there are many construction companies closing down. For this reason, I expected the Ministry of Construction to launch certain projects to encourage the construction sector but as we know, the government first proposed to the Croatian Parliament and the Croatian law adopted, so the implementation of the Law on subsidisation of housing loans and state guarantees was suspended. Then we were witnesses that the government also reduced the incentives for housing savings first and then abolished them, which further clearly demoted any reflection on new housing construction in the Republic of Croatia. The government then announced a modified POS+ model that did not even get close to the expectations announced by the government by the adoption of the project. Not to say that, first of all, the government started a project to rebuild the facade of public buildings that had experienced a complete debacle and now here the government has finally made a new proposal for a programme of energy reconstruction and public buildings in the Republic of Croatia. Unfortunately, all these projects, which were pompously announced and which should have contributed to the opening of new investments primarily to the construction sector and then clearly to their cooperatives, did not really happen. I must admit that it is not clear to me why the Government, when we have not already witnessed that reforms have been carried out in the public sector, in health care and in other segments of Croatian society, why has the Government stopped investment in the public sector? In its own time, investment tsunamis were announced in the Republic of Croatia, which was needed and meant to be investments either in the private sector or on the other hand in the energy sector and again in the public sector. But that tsunami didn't happen either. You know that the government has already announced the construction of Omble, then Plomina etc., etc., that all these investments that have been announced have been stopped, or have not happened, are not even open. On the other hand, the open investments that could continue, which could have been kept on their feet, have also been stopped. The justification that all these investments took place through the responsibility of the Republic of Croatia, primarily in road infrastructure, highway construction or construction, for example, of the Peljega Bridge, has been stopped, but no substitute has been found, no new investment has been opened that could be important to the substituting of the construction sector which would then launch a clearly complete construction operation. I can ask Mr. Minister a question, given that the implementation of the Law on the Treatment of illegally built buildings is under way and that a very large number of requests for legalisation of buildings in the Republic of Croatia, that it is already largely resolved and it seems to me somewhere more than 30% of all these requirements, and if we know that around 800,000 requests have been filed in the Republic of Croatia, it means that somewhere around 250 000 requests should have been settled and then the fees for the legalisation of these facilities are calculated. It would be very interesting because I do not see here in this report on the implementation of the state budget, how much is the basis of the solutions issued and the legal fees established for the legalisation of illegally built buildings, how much the state budget has come under the implementation of the Law on the treatment of illegally built buildings, and whether 50% of that compensation belonging to the Republic of Croatia is indeed invested and spent transparently and purposely, as the law provides. Unfortunately, not a word in this report on the one hand, nor can we find out from the Ministry of Construction how much of these funds have been received, or how much and in what way these funds have been available. So to get back to the beginning when I was saying that it was incomprehensible to me, which is why at the end of the year the government proposed this budget, i.e. the rebalance of the 2013 budget that has not been achieved, seems to me to be somehow on the trail of one tampering or wandering of the government in that entire sector and in the economy and in the area of reform. So we're witnessing that the government has first announced outsourcing these days for those activities that are not basic activities in certain ministries, so that later on, it will turn one new model that's called spin off. Furthermore, the government announced a property tax and then gave up the tax. We said that the first rate was announced and a reduction in the rate of contribution to health insurance from 15% to 13%, was later returned. The same fate was with a reduction in VAT rates in tourism, etc., etc. Similarly, we already commented this morning, there was a purchase of the HANDA stock, with around 650 million kuna income coming from the state budget through the CERP's debt, etc., etc. So, a series of measures that the Government withdraws when it comes to financial and economic policy in my opinion remain test balloons that are not completed until the end, are not completed and are actually the same fate as the fate of the entire budget of the Republic of Croatia in which I say at the end of one fiscal year we are making a budget that cannot be implemented. For this reason, I certainly cannot accept this budget report for 2013 and I fear that a similar fate will be with the budget for the year in which we are currently in place. Thank you.
ParlaMint-HR_2014-07-02-0.u82196	Thank you. We have two replicas. Tatjana Shimac- Bonačić, please.
ParlaMint-HR_2014-07-02-0.u82197	Thank you very much, Mr. Vice President. So, colleague Bačić, you mentioned a building or a stop to investment. Well, I have to remind you of the Peles Bridge, it was actually an account without a tavern. You know how many times there have been actually openings and stone foundations, that we will be able to make in Dubrovnik-Neretva County a foundation stone museum for that bridge. And I'll also remind you that 170 million kunas have been spent to end the contract. It's big money, and what are the effects? None. The Croatian roads paid for 246 million kuna, only 71 million kuna was realised on the site. According to what will we discuss, what responsibility will we discuss? When we talk about this government's responsibility, I'm just going to list it: a reduction from 15% to 13%, that's about 2 billion kuna, a 0% profit tax if it's reinvested, we mentioned how much profit it was before. The reduction of VAT from 25% to 10% for hospitality and tourism, which is a direct boost to the strongest industrial branch in the Republic of Croatia. Then increase the threshold for entering the VAT system from 85 000 kuna to 230 000 kuna. The introduction of a payment order which reduces unfair competition. It's HBOR's capitalization. See when the HBOR was most recapitalized. Then the reduction in the burden on the economy, the contributions decreased by 2%, water charges, forest charges and monumental rents burdened by economic operators. So let's compare how we treated ourselves, or how responsible we were to this government, and how there was only an example of the Pelje Bridge. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82198	Thank you. Answer, Comrade Bacic.
ParlaMint-HR_2014-07-02-0.u82199	Dear colleagues, in the past 2.5 years, this government has not yet been clear whether the Pelješki bridge is indeed the best project to link and traffic isolated Dubrovnik-Neretva County, to get out of traffic isolation. I must remind you that an agreement with the neighbouring country of BiH in 2006, followed by the then government's decision to give a location permit, an environmental impact study, a study of economic justification, a building permit, a concession on maritime goods, work on access roads, call a tender, choose a contractor, start works. And the works are really there to begin with. Of the 2 billion values of the Pelješko Bridge investment, 15% of the value was spent. So 300 million kunas are invested in building the Pelje Bridge. If you and your party and this government truly believe that the Pelješki bridge, as confirmed by the European Commission, is the best way of transporting the Republic of Croatia, then you should not have interrupted the contract with the performers, you should not have paid the pens to the performers and thus burden Croatian roads, but simply continued to build the Pelješko bridge, continue to build the Pelješko bridge. Because I, according to the current projections of this government, and also according to the EU budget projections, do not see when and how the European Commission will help to build the Pelješko bridge, and until then Dubrovnik-Neretva County will continue to be traffic-insulated and you will see for yourself what will happen in the area of the Neum corridor this summer when a new regime of cargo passage through Neum is introduced which is heading towards Dubrovnik and Dubrovnik-Neretva County, which is precisely at that border crossing point. All of this could continue with the construction of the Pelje Bridge. I know the situation is difficult, the funds are gone. But that bridge is part of the traffic sovereignty of the Republic of Croatia and it should be completed. [[Invader Batinić: Time.]]
ParlaMint-HR_2014-07-02-0.u82200	Thank you. Next line, Ivan Shuker, come in.
ParlaMint-HR_2014-07-02-0.u82201	Thank you very much. My colleague Bačić, can you imagine what the State Budget Implementation Report will look like next year at the position of the Ministry of Construction and Spatial Planning. Why do I ask you that? So for reasons that the total amount of funds is very similar to this year, and we adopted in this House 12 days ago a law in which the explicit means of legalization will be used to rebuild housing in flooded areas. Well, when you have a budget like this that says, among other things, that says the Agency for Legal Traffic and Mediation goes 237 million out of 594, and the State Geodetic Administration 194 out of 294. That means 450 million has already been spent and you're left with 100 and a few more million to function at the Department of Construction. And then how will the Minister of Finance implement this legal provision? Not at all. And then next year, we're going to hit the Minister of Finance again, why is that, why is that, and we didn't have enough courage when we passed the law that we were all for, because we just want to help those people who got hurt in the floods, but let's pass a law that's applicable. Because the legalization money in the state budget doesn't say it's legalization money. This is the income of the sum of the state budget and is spent as much as anything else, and the Ministry of Civil Engineering has received so much money and not at any position of the Ministry of Construction, nor in the Law on Legalisation that these are strictly dedicated funds can be used for that too. That's all I'm saying is how hard it is to listen to a report on budgeting for some things when someone passes some laws that are unfortunately inadmissible and ineligible.
ParlaMint-HR_2014-07-02-0.u82202	Thank you. Answer, please.
ParlaMint-HR_2014-07-02-0.u82203	That's right, fellow Shuker. When we passed the law 15 days ago, we warned that he was breaking existing laws, but he assured us that the law that comes and posters changes the law that was passed before him. I am then and now, too, and I would also like to stress that the legalisation funds under the Law on the treatment of illegally built buildings are intended and 50% of them belong to local units, or 20% of the unit of the district self-government for the cost of the work of its administrative departments. 30% belong to local self-government units for the recovery of space and the adoption of spatial plans, and 50% of the income of the state budget is again intended for the establishment of a new real estate catalogue for the digitisation of the cadastrian apparatus, etc. etc. It is also unclear to me how the Minister of Finance and how the Minister of Construction will function and implement this new law to help flooded areas in the Republic of Croatia. As good as it may be, I do not see how the law is broken, especially the Law on Fiscal Responsibility, how it will be able to fully implement this law more than here I would like the Minister to give us here during the session to introduce us to the effects of the Law on Legalisation in a way that tells us how much it is in 2013, and I say that by then more than 20% of the legalisation requirements were settled, so we will immediately know how much this new law would help flooded areas in this year can achieve the legalisation of illegally built buildings in the Republic of Croatia.
ParlaMint-HR_2014-07-02-0.u82204	Thank you. We're continuing the debate. Vice President Zeljko Reiner, please.
ParlaMint-HR_2014-07-02-0.u82205	Thank you very much, Mr. Vice President, Mr. Secretary, Mr. Chief State Auditor. So here is the report, in particular the audit report, that actually shows how right we were when we asked that the discussion of the report on the implementation of the state budget, at the same time, has insight into the findings of the audit, the finding of the audit that, of course, does not go into the details of the use of budgetary users. It's just coming up. We're just going to see this, but it's actually just looking to see if it's properly booked and whether laws were actually implemented at the level of the state budget. And when we look at it, it's actually a defeat to the government. This report is devastating for the government, and it is fortunate that the media that have mentioned this debate very superficially to the ruling bountifully, and obviously it will not be discussed in detail in public, because the consequences would actually be frightening for the government. When sentences such as those that claim justly, of course, are read, there has been excessive borrowing, that guarantees are excessive, therefore greater than those prescribed by law. It's not just a matter of breaking the law that's obvious, it's a question at the end of the day, and it's a non-fulfilment of promises. Of course, no one believes those promises anymore. But let's also remember in Program 21 and pre-election the Kukuriku coalition promised less responsibility. It is now white that these duties are enormous, that they are far greater. When we read sentences such as in the main book of the state budget and financial statements for 2013 there are no data on state property. The requirements for the revenues of the state budget relating to taxes, contributions and other public contributions are not reflected in the financial reports of the competent budgetary users. Implementing regulations concerning the methodology of investment projects have not been adopted. The new financial guarantees in 2013 are given in an amount larger than those prescribed by the provisions of the law, so it is illegal to make it very clear. In addition to the requirements for issuing guarantees, complete documentation is not included. The budget funds were partly used to finance non-emergency expenditure, i.e. which were predictable and could be planned. So that's defeating for the government. A very clear violation of the law. I repeat, not some recommendation, not some sort of thing that's arbitrary. But let's see how last year was actually planned. The realisation of the revenues of the state budget, which turned out to be of course less than planned, is based on completely unrealistic projections, is also everything. In fact, the budget was based on the growth of economic activity of 1.8% of GDP. That's when we used to say it was unrealistic. That's when all the objective experts said it was unrealistic. This completely unreasonable optimism that I would not use some more difficult word that the rulings had and voted most of the way, of course, that proved to be another failure. And then, with changes and additions to the state budget, it fell back to an unreal 0.7% when it was known and then that it was unrealistic and that it was more than can be expected. And then, of course, with another rebalancing, it went down to 0.2%. What are we talking about here? So we're talking about just one bad plan, or glare in front of reality. We can, of course, vote with most hands every time, whatever numbers we want. Well, it could have been voted a 5% tax, but it's not real. We all knew, and those who suggested it was unrealistic and those who obediently raised their hands that it was unrealistic. We pointed to it but of course it was not to be heard, it was much nicer to vote and give a few days of optimistic announcements in the paper, big headlines. And as we're done seeing, I'm now white-headed on the basis of objective data from the review report. The fact that 31 changes in the Croatian tax system have been made in a year is also devastating for the government. 31 changes! So how can this affect economic activity, how can it affect the investment climate? So that any investor who wants to invest is looking at that data, only that fact that 31 times some change has been made in the Republic of Croatia's tax system, so that's all it takes to get him to run away with his head no matter what. When we look at this report to me, it's like someone who's not an economist is a startling thing, which is that there's actually no analysis of the financial situation in that period. You don't actually have some kind of analysis and explanation of the cause of the condition and effect which is why it all came together. What's the reason for that? It's really hard to figure that out. One piece of information that I have to admit in particular was interesting, and astonishing, is that the Law on the implementation of the state budget stipulates that the sovereign debt could amount to 60% of the total GDP. So that's the law and it's a legal provision. And then the report simply puts it so elegantly, but that amount is 65% of GDP. At the same time, we have a law on the implementation of the state budget for this year, which says the sovereign debt cannot exceed 62%. So this year we've already made it through 60% of our debt. So does anyone read those numbers? Whether we are interested in any of us at all, and not to mention the public who should be very interested in these figures and how to understand the fatal implications of these figures. My colleague Shuker was talking about the Fiscal Responsibility Act. Well, we obviously don't need that law if we're thinking of knowingly breaking the laws and it doesn't have any consequences for anyone. And this really is proof of that. There's been a mention of fiscalization, and I think it's important to say once again that no one here thinks that fiscalization itself is something bad. Well, of course it's not a bad thing and, of course, the introduction of order can't be a bad thing in itself. However, what is the fact is that this has not contributed significantly to the revenues of the state budget. So if the effect of fiscalisation towards the tax administration is increased traffic between 8, 9 or 10 billion, I should say again very clearly, because it mainly referred to natural persons, then it would be logical for the income tax to increase that amount. Since this refers to value added tax in the catering activities that should be seen in particular and when it is seen that in many cases it was actually negative because the pretax of 25% was higher than the 10% tax obligation to pay for catering services. It's actually also part of an explanation of the problem here. Why wasn't the effect actually greater? But that should be equally clear and publicly said not to try to, not to try to hide with someone to say so to the flossulas. One of the important elements is subsidies. Subsidies that were also talked about. Here's an example just, 870 million kunas intended for subsidies for the development of rail transport, first because it's really that number or it's a billion kuna. And what was previously financed from the state budget and depicted as the cost of the state budget has now actually been transferred to the position of the guarantee. When next year and perhaps this one, and probably next year, HH will no longer be able to repay those guarantees and start to collect, then it will increase the deficit of the state budget. It's very clear, and it's clear to all of us today that we can only pretend that we don't understand it, but it's a fact. But let me say a few words at the end about health care because even though there's been a lot of talk about it, and about that famous call, it's famous to call the health care recovery, then I think there's also a clear thing to say. In the healthcare sector, regardless of the outcome of the budget, or does not come out of the budget, there is a commitment to the budget by a series of different laws of payment of certain funds. And my colleague Shuker thinks it'll be more pronounced if he comes out. I personally don't think so, because even today that budget gives all that money to health care wouldn't be a problem with financing health care at all, but it doesn't. When the budget runs out of HZZO, maybe things will just get sharpened, maybe focus will get sharpened, and then they'll have to pay for it. But it should still be paid today if the laws are respected. We see, of course, from the review report, that unfortunately, a series of laws are not respected, so these laws that clearly state that health care should also be obtained through the order of Article 63. Health care laws and a series of other articles of the law and other laws, totalling some 5 billion kuna. However, it does not win and it is one of the key problems of the health system today. Simply so, of course, with the fact that no single structural reform has been implemented. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82206	Thank you. We're moving on to replicas. First came the respected Drazen Djurovic. Here you go.
ParlaMint-HR_2014-07-02-0.u82207	Thank you. So here's counterpart Reiner, and your debate shows why so many doctors are in politics, because we understand ourselves in the economy, and economists don't understand anything in medicine at least to a certain extent. So, when it comes to unrealistic projections of GDP growth that occur in each budget, these 1.8, 1.6, and slowly fall, they have now reached 0.2 and, of course, we know that in the end this GDP will record a minus in this year, there will be no 0.2, even though it was +0.2 or -0.2 it's just a practical matter of psychology. We are not making economic growth but an economic downturn, but it will again be in decline this year, and I am almost certain that by the end of this government's mandate, that GDP will remain falling. So, even though they hold out until the end of next year, they're going to be down, they're going to be recorded and actually as a government that's all over its mandate, and if the entire four-year record is recorded with a GDP drop throughout its four-year period. And at a time when there is no recession in Europe or in the euro zone. So this is not the time or global recession, or recession of the euro zone, or recession of the Southeast region, or recession of Europe outside the euro, not this is the period of recession only in Croatia. This is what I should stress, we are now not the victim of a global recession, we are the victim of the inability of our own government to solve economic problems in Croatia. Thank you.
ParlaMint-HR_2014-07-02-0.u82208	The replica matches Vice President Zeljko Reiner. Here you go.
ParlaMint-HR_2014-07-02-0.u82209	Thank you very much. Well, colleague Djurovic, I actually agree with you, of course, because what you said was in some way working out what I said. But if it wasn't just an assessment of us, let's face it, it's not just us as opposition deputies, so everyone knows it. So here, yesterday, the day before yesterday was finally transferred to the press what was written by financial times, which certainly did not read the opposition of Croatia, but rather a rather objective note and competently which actually declared our economy as the most dysfunctional economy in the European Union, even worse than Greece. It's probably not quite like that in all dimensions, but they clearly detected it, clearly said, that it was the result of the government's actions. They didn't look back on the past, they weren't trying to escape by not acting or misacting this government with stories about what happened 3 years ago, 5 years ago, etc. They wrote it clearly. And it seems to me that sometimes we listen more to someone from abroad pointing fingers at some of our failures than we want to listen to each other when we sit here and point to the same kind of gaps very clearly and reasoned. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82210	Thank you. Another replica respected Tatjana Shimac-Bonačić.
ParlaMint-HR_2014-07-02-0.u82211	Thank you very much, Mr. Vice President. When you were talking about fiscalization, you asked yourself what the state budget's contribution to the state budget is, or how it works on the state budget, so we can safely conclude that until the fiscalisation was introduced that because of the country's irregularities, we could say state finances, that the state's budget was left for VAT revenues made by the caterers, and then remained deprived of income tax, tax, tax, contribution, workers were also denied for more salaries and apparently for other early relations rights. And on the other hand, the work on black was booming. So thanks to precisely the fiscalization introduced by this government for the first time we have insight into the right business of the caterer and we have to give here a few more information that the number of caterers increased during the first year of fiscalization to 18%, the total number of employees in cafes increased by almost 4,100 people. Last year 2013, coffee shops increased 68%, their number of employees increased 32% and their average net earnings increased by 8%. During 2013, the trend of long-term losses and the business year managed to end with a capital contribution of as much as 27%. Thus, despite the recession, restaurants achieved an average growth in revenues of 48% in 2013. Of course, I'll mention it again, and employment has increased by 19%, and the average net pays 6%. Here's another final, when you look at the average profit per restaurant is 90 thousand kuna. So I'm only talking about this area by introducing a fiscalization. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82212	Thank you. The replica matches the Vice President of the House, the Honorable Zeljko Reiner. Here you go.
ParlaMint-HR_2014-07-02-0.u82213	Thank you very much, Mr. Vice President. Well, dear colleagues, you've read all those numbers well, but they don't deny at all what I said. I said fiscalization was a good thing, introducing order was a good thing, but unfortunately she didn't by the state budget have any effect, I said it. And you've been wonderfully reading a series of data your colleagues supplied you with but you haven't denied what I said if you can't deny it because it's true. Unfortunately, she did not get the far-fetched effect she should have because of all the circumstances I was talking about earlier. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82214	A new replica of Tomislav Zhagar.
ParlaMint-HR_2014-07-02-0.u82215	Thank you, Vice President of the Croatian Parliament. Dear colleague Reiner would continue in this tone. Namely, I've been offered your statement, and you agree with the fiscalization, but they claim that nothing helped in the state budget. It's not true if you can see on the Ministry of Finance's pages where the data is exposed how much an increase in all taxable deliveries is in billions of kunas. Thus, in trade at a small amount of 5.2 billion kuna it is therefore 14% higher than in the past 2012. in the provision of accommodation and preparation and services of food and drink is an increase of 40% and 2.6 billion kuna, respectively, more than in 2012. These data can be obtained but what is more important is what is already said here fiscalisation other than this effect is causing other effects, and this is primarily an equal market struggle, leaving the gray zone and ultimately increasing capitalisation and access to credit to those entrepreneurs that they later saw. You can ask them today saying that their business is much better despite their paying more obligations to the state, which is ultimately order. As for the railway guarantees, it should not be surprised, so Croatian roads, Croatian highways and highways Rijeka-Zagreb now comes to them for the collection of their debt is actually about 30 billion kuna. Of course, these were certain guarantees of the state. It's not a guarantee problem, it's not a deficit problem if he's going into development, that's what's the key message and that's not the way to look at it. Thank you.
ParlaMint-HR_2014-07-02-0.u82216	The replica matches the Vice President of the House, the Honorable Zeljko Reiner. Here you go.
ParlaMint-HR_2014-07-02-0.u82217	So listening to the numbers that you've read well again, you've been talking about empty billions, so if they really let billions of people go through fiscalization, then probably there wouldn't be any of these problems at all, we wouldn't have anything to talk about here. However, they did not enter the state budget or their effect was annulled with a whole series of other things that I was talking about. That's all I was talking about. So it's not at all question whether fiscalization is, whether or not it's just a question of whether it's what we're trying to achieve, whether everything we're supposed to do is done that fiscalization has the effects that were intended to achieve with it? The answer is clear, not and that tells you the figures in this report that clearly show it, just need to be able to read them. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82218	The last replica, the esteemed Ivan Shuker.
