ParlaMint-BG_2020-12-02.u1	Good afternoon, fellow Members. Please, registration mode. Anna Alexandrova?
ParlaMint-BG_2020-12-02.u191	Honourable President, honourable Members, I present to you: ♪ I can't believe on a bill for industrial parks, No 002-01-36, submitted by the Council of Ministers At a regular meeting held on 9 September 2020, the Committee on Regional Policy, Public Works and Local Government discussed the Industrial Parks Bill, No 002-01-36, submitted by the Council of Ministers on 13 August 2020. The meeting of the Commission was attended by Mr. Martin Danovski, advisor in the cabinet of Deputy Prime Minister Tomislav Donchev, Mr. Ivan Ivanov, Director of the Directorate of Central Coordination Unit of the Council of Ministers, Mr. Georgi Yonchev, Directorate of Economic Policy and Mr. Nikolay Alexiev. On behalf of the importers, the bill was presented by Mr. Martin Danovski. The main objective of the Bill is to create the necessary prerequisites for building and developing an industrial base to meet the current needs of investors. The draft aims also to create a favourable institutional environment for innovation in production activities, for the development of industries and services with high added value and improved working conditions and for improving the economic efficiency of enterprises through the deployment of research and development, innovation and technology transfer. The construction of industrial parks will help attract and stimulate investments for balanced social and economic development of regions and municipalities. In the case of industrial parks to provide structural, technical and organisational conditions for the creation of new enterprises, first of all, infrastructure will be optimized to meet the needs of an undertaking by strengthening it for the needs of more enterprises. Businesses will be exempted from atypical activities related to the construction and maintenance of infrastructure, as well as the implementation of public service and other special activities, which will enable the focus of all capacity in the main production activity. In the structure of the bill are developed procedures for the establishment, construction and operation of industrial parks. The construction conditions for an industrial park are defined in accordance with the Law on Construction of the Area. The area of the park is defined as a regulated territory with a specific construction, with a detailed planning defining the structure of the park's territory. The technical infrastructure networks are closed and serve only activities carried out on the territory of the park. The connectivity of the closed networks of the technical infrastructure with the applicable elements of the public technical infrastructure is envisaged with a view to public and energy security the functioning of the park. The Draft Law regulates the main entities with their rights, obligations and responsibilities. The owner, operator, investor, partner and their ability to interact. The bill divides industrial parks by two criteria of property and activities for which the park is intended. According to the first criterion, the park is state, municipal, joint between the state and/or one or more municipalities or private. According to the second criterion, the park may be three types depending on production activities. In order to ensure awareness, publicity and transparency about industrial parks as well as their legitimization and the possibility of using the regulatory administrative burden and incentive measures provided for by the Bill, a requirement for maintaining by the Bulgarian Investment Agency an electronic register of industrial parks is introduced. The bill does not introduce a ban on manufacturing activities outside the territory of an industrial park, including the construction and operation of entities in which production activities are to take place. During the discussion the MPs supported the need to draw up and adopt the bill. Specific questions asked by the members of the Commission were clarified on the organisation and technical implementation of the activities and relationships provided for in the Bill. On the basis of the discussion and as a result of the vote, the Committee on Regional Policy, Public Works and Local Self-government, with 11 votes for the Council of Ministers, without the opposition, and 8 votes for the Committee on Regional Policy, Public Works and Local Government, proposed to the National Assembly a bill for industrial parks, No 002-01-36, submitted by the Council of Ministers, to be adopted in the first vote.
ParlaMint-BG_2020-12-02.u192	Thank you, Mr. Tsvetkov. Who will present the Energy Commission Report? Mr. Nikolov, come in.
ParlaMint-BG_2020-12-02.u193	Thank you, Mr. Chairman. ♪ I can't believe for the first vote of the Energy Commission on the Industrial Parks Bill No 002-01-36, submitted by the Council of Ministers on 13 August 2020. At its regular meeting held on 14 October 2020, the Energy Commission discussed and voted on the above-mentioned bill. The meeting of the Commission was attended by Mr. Martin Danovski, adviser to Deputy Prime Minister Tomislav Donchev, Mr. Nikolay Alexiev, Deputy Prime Minister Tomislav Donchev, Mr. Lachezar Borisov, Minister of Economy, Mr. Zhecho Stankov, Deputy Minister of Energy, representatives of employers' organizations, state enterprises and other stakeholders. On behalf of the importers, the bill was presented by Minister Borisov. The main objectives of the Bill are related to the creation of a specific legal basis which will regulate the creation of industrial parks, meeting the expectations of the business environment for competitive and favourable investment conditions in Bulgaria; the release of production activities from atypical activities, which in turn will release a resource that will be used for development and innovation, will lead to better working conditions and competitiveness; the creation of prerequisites for better communication and partnerships between companies managing industrial parks and various state institutions; attracting and stimulating investments for social and economic development of regions and municipalities. The Deputy Minister of Energy Mr. Zhecho Stankov presented the changes proposed in the Energy Act. The concept of a closed distribution network and an open distribution network shall be introduced in accordance with European legislation on common rules for electricity and natural gas markets. In the course of the discussion, opinions were submitted by the Commission on energy and water regulation, electricity distribution and gas distribution enterprises, employers' organisations, containing remarks concerning part of the provisions on the regulation of the rules for the distribution and supply of electricity and natural gas in closed networks, the licensing of industrial zones and their legal status. In response, the MPs assured that between the first and second reading of the Bill working groups will be created in which to seek a balance between stakeholders and complement the gaps in the provisions of the proposed bill. On the basis of the discussion and as a result of the vote, the Energy Committee with 11 votes for the Council of Ministers, with no objection, and 8 votes for abstention, proposed to the National Assembly that a bill on industrial parks, No 002-01-36, submitted by the Council of Ministers, be adopted in the first vote.
ParlaMint-BG_2020-12-02.u194	Thank you, Mr. Nikolov. The report of the Committee on European Affairs and the Control of European Funds is available, Mr. Ivanov.
ParlaMint-BG_2020-12-02.u195	Dear Mr. Chairman, honourable Members! ♪ I can't believe on a bill for industrial parks, No 002-01-36, submitted by the Council of Ministers on 13 August 2020. At its regular meeting on 21 October 2020, the Committee on European Affairs and Control of European Funds examined and discussed the Industrial Parks Bill, No 002-01-36, submitted by the Council of Ministers on 13 August 2020. The bill was presented by Mr. Zhecho Stankov, Deputy Minister of Energy. The meeting was attended by Mr. Nikolay Aleksiev, advisor to Deputy Prime Minister Tomislav Donchev and Mrs. Mariana Slavkova, expert at the Economic and Social Policy Directorate at the Council of Ministers. The main objective of the Industrial Parks Bill is to create prerequisites for the development of an industrial base to meet the current needs of investors. In addition, the following four specific objectives have been set. As the first objective of the Bill is to establish conditions for stimulating investors to carry out production activities in industrial parks. The importers point to the second objective of the Draft Law establishing a favourable institutional environment for innovation in production activities, for the development of industries and services with high added value and improved working conditions, as well as for improving the economic efficiency of enterprises. The creation of prerequisites for providing research and innovation to investors, as well as opportunities for professional training of human resources, will contribute to stimulating investment in high-tech industries and services by providing industrial parks with conditions for the deployment of research and development, innovation and technology transfer is the third objective of the Bill. The fourth objective of the bill is to attract and stimulate investments for balanced social and economic development of regions and municipalities. The Law proposed amendments to the Energy Act relating to the introduction of a closed electricity distribution network and a closed gas distribution network. The amendments comply with Directive 2009/73/EC on common rules for the internal market in natural gas and repealing Directive 2003/55/EC, Directive 2009/72/EC on common rules for the internal market in electricity and repealing Directive 2003/54/EC and Directive 2019/944 on common rules for the internal market in electricity and amending Directive 2012/27/EU. With the achievement of the objectives of the Industrial Parks Act, the competitiveness of local enterprises will be increased, which as a final result will lead to an increase in the revenues of the state and municipalities from taxes and fees. On the other hand, the concentration of production activities in industrial parks will reduce the costs of the state and the municipalities for building and maintaining a leading road infrastructure. As a result of the vote held after the discussion, the Committee on European Affairs and Control of the European Funds proposed by 3 votes in favour of the Council of Ministers and 2 votes abstentioned by the National Assembly to adopt a bill on industrial parks, No 002-01-36, submitted by the Council of Ministers on 13 August 2020.
ParlaMint-BG_2020-12-02.u196	Thank you, Mr. Ivanov. Statements? Here you go, Mr. Ermenkov.
ParlaMint-BG_2020-12-02.u197	Mr. Chairman, ladies and gentlemen of the House! Several times we have said and paid attention to harmful practice by means of Transitional and Final Provisions to make changes to specialized laws. I believe that it is unacceptable again in the Transitional and Final Provisions of such a law to make changes to a strictly specialised law, such as the Energy Act with its logical links and relationships. Moreover, the next item on our agenda is changes in the Energy Act, and nothing prevented us from trying to discuss these changes there and not in Transitional and Final Provisions, which, once again, is an extremely wicked practice. This change creates problems that I will argue because it is still a change of piece. I will take account of what is concerned by what is called closed energy networks. I would like to draw attention to what Mr. Ivanov said, the Chairman of the Energy and Water Regulatory Commission, during the joint meeting of the Energy and Economic Committees, that we thus create prerequisites if this is adopted, as is currently stated, to bring countless arbitration cases from the current existing and distributed licences for gas supply, electricity and distribution. And I'm sure you all know what the outcome of these cases will be. They will not be in any case won by the state, but will have a very negative result for it. But that's one side of the question. The second side of the question is that when we are talking about transposition of directives, which is one of the reasons for this change to be made with regard to these closed networks, I would like to draw attention to the fact that we have missed those importers and those who give the reasons, the word. That is, when it comes to an integrated industrial park where there is integrated production, that is to say there is a production of one final product of various sub-productions, it makes sense to talk about a closed system and there the owner to deal with the supply of energy to its accompanying sub-productions. However, when it comes to such parks, which are the majority in Bulgaria, where they are produced from sewing needles to rubber toys and from bearings to pots, without any connection between these industries, there is no logic in what we are talking about. Because this is contrary to the principle of liberalisation that we are fighting for and which we will also discuss at the next point and which we want to introduce into electricity, gas distribution and supply companies and there is a risk of turning closed networks into prisons...
ParlaMint-BG_2020-12-02.u198	Mr. Antonov, put on your mask, please!
ParlaMint-BG_2020-12-02.u199	...for various small businesses who have come inside and are unable to in any form to free themselves from the one who will supposedly supply them with energy. In fact, once again we are witnessing the adoption of some lobbying texts, I would call them, for the benefit of certain individuals who purchased terrains of about 300 acres or more, so that they can re-establish overprofits on the back of others. For this reason, the parliamentary group of the BSP for Bulgaria will refrain from voting on the Law and will make an attempt between first and second readings, together with all interested parties, to make the necessary proposals so that economic logic can be served only for the benefit of the public interest. Thank you.
ParlaMint-BG_2020-12-02.u200	Thank you, Mr. Ermenkov. Are there lines? I don't see anyone who wants to. Mr. Kanev, come in for a statement.
ParlaMint-BG_2020-12-02.u201	Colleagues, I'll try to be extremely brief. I will not comment on which systems are open and which systems are closed. The law that we are looking at today at first reading is an extremely important law. Bulgaria was late in this regard. I also thank the Working Group of the Council of Ministers and my colleagues from the Ministry of Economy, who have finally introduced this law. It was announced a year and a half ago by the former Minister of Economy. If you remember how the vote in the Commission went, it was 11 for the vote and 8 for the abstaining vote. The main problem on which eight people from the Commission abstained was the problem with the Transitional and Final Regulations, the problem with the ERPs, the gas transmission networks, a problem extremely severe and complex, and I do not remember when, but perhaps from the heavy law under the Public Enterprises Act a year ago we had no such great interest. 17 NGOs participated in the meeting of our committee, and we received written opinions from all of them. Present almost all of them were on the topic "Transitional and final provisions" in the energy sector. I must tell you that, as things are now set out in the Transitional and Final Provisions, they are neither transitional nor final. They will not be final because n-quantity of arbitration cases are yet to come. And that amount will be taken by the next government next year, no matter what it is. That is why we have come to one decision with my colleague Nikolov of the Energy Commission to create practically two working groups. Valyo Nikolov will work on the other topics concerning the law, our committee will work so that we can reach a reasonable solution within a more convenient time by passing the vote, Mr. President, I would like the floor to propose the maximum period so that the two working groups can safely reach some reasonable solution so that they do not suffer either the Bulgarian business or the rights of investors. And now that I understand that the Deputy Minister wants the floor, Mr. Chairman, you give him the floor.
ParlaMint-BG_2020-12-02.u202	Thank you. Colleagues, any other speeches? Mr. Tanev, come in.
ParlaMint-BG_2020-12-02.u203	Dear Mr. Chairman, honourable Members! This law I would say is extremely important for industrial parks, for the development of business in Bulgaria and for the creation of a good environment in which we can attract investors that are needed. Negotiators have really touched on topics of great importance, and here comes the time to ask ourselves whether there is another point of view, and I think it is whether these changes will lead to a better environment for future investors. Or the opposite! I think these two groups that will work will answer that. But communicating both with investors and with different industrial zones, giving an opportunity to choose a way in which energy use will be carried out, no matter what it is from given investors, back in time, and the purely market principle shows that it works for people. I hope that all the parliamentary groups will support this law. I agree with you that changes must be made between first and second readings, but the main goal is that it will be in favour of industrial zones and the future development of the different regions that we aim for. Thank you.
ParlaMint-BG_2020-12-02.u204	Thank you, Mr. Tanev. - What's the line? I don't see anyone who wants to. Mr. Deputy Minister, would you like to take the floor? Here you go.
ParlaMint-BG_2020-12-02.u205	Mr. Chairman, ladies and gentlemen of the House! Thank you for the opportunity today to say a few words to you regarding the so important bill related to industrial parks. In essence it solves one major problem and it is the creation of industrial parks and their development, building additional infrastructure and their actual creation. This will give Bulgaria a competitive advantage over the other countries in the territory of the European Union and in the world to regulate with legislation that reduces the administrative burden of future investors, which creates infrastructure in the places where these industrial parks are divided, understand roads, understand lighting, treatment plants, water lines, pipelines, pipelines, in order to come the investor is not yet to start administrative procedures, but to proceed directly to the actual investment. Given the fact that all the political forces represented here, which you represent the people, in your programmes, you bet reindustrialization, this is the right path for its development. I would certainly like to thank the Presidents, both the Economic and Energy Commission, for the opportunity to give sufficient time between first and second readings with stakeholders to remove comments and concerns. It is clear that when we talk about changing the Energy Act, it is entirely bound by what industrial parks are concerned, and there is no way to do so separatively, because in this part the Law on Industrial Parks will not be able to enter into its full action if a new procedure for amending the Energy Act begins. Here we need to be clear and I am concerned about the speech of my colleague about the connectivity between the processes..... when we look at economic law, in any case we are doing that we are looking for connectivity in production processes. But when we look at energy law, we are talking about energy connectivity of the processes, we are talking about energy efficiency to ensure that these enterprises, these future investors, in the context of the green deal, can use more and more green energy on the territory of the industrial park, be able to exchange this energy, to create energy communities in a more energy-efficient and efficient way, both biogas and natural gas, and green energy produced by sun, wind and biomass. It is undoubtedly important here to note that these are precisely the requirements of a large part of future investors, the majority of renewable energy in the energy mix they use, and to guarantee their counterparties that they work with fully modern new technologies, energy efficient and produce one production with a maximum carbon footprint on the environment. This will become increasingly important, more and more stimulated by Europe, and if it is not done at this stage in the country's territory, we will lose a competitive advantage that will surely be recognised by other Member States. In the part of the Energy Act, we have fully re-exposed the Natural Gas Market Directive and the Electricity Market Directive. In accordance with these directives, we have consulted the European Commission, we are at the disposal of the Members of the National Assembly for their opinion and, accordingly, to share the opinion of the European Commission on the transposition of the texts and, last but not least, remember that this competitive advantage and reindustrialisation is something that will enable us to create these parks and attract technologies to be produced forward in time, energy efficient with a small carbon footprint and undoubtedly with green energy, which is the future in energy networks. Thank you.
ParlaMint-BG_2020-12-02.u206	Thank you, Deputy Minister. Any other speeches? Mr. Nikolov, come in.
ParlaMint-BG_2020-12-02.u207	Thank you, Mr. Chairman. My fellow Members, very briefly, I would simply like to state a position. Indeed, in this law, apart from the very good things that should give impetus to investments in Bulgaria, and to quality investments in Bulgaria, there are, of course, things that Directive 94/4 has made it possible for these closed energy systems, I mean both gas and electricity, to function, the mechanisms have been put in place. But there are things that really need to be cleared between first and second readings. There are doubts about the withdrawal of licensing territories of the currently existing industrial zones, which will want to register as such, the electricity supplier in how it will be chosen, i.e. not to take advantage of its monopoly position the owner of the network itself, the refusal to supply electricity in how it continues to function and so on. There are things that really need to be cleared between first and second readings, so thank you to Mr. Kanev. We have an agreement to actively participate precisely in clearing these moments concerning the Energy Act. For this reason, we will ask for an extension of the period between first and second readings, respectively, so that we can make such working groups and reach consensus with stakeholders. Thank you.
ParlaMint-BG_2020-12-02.u208	Thank you, Mr. Nikolov. Are there lines? I don't see anyone who wants to. Any other speeches? I won't. I'm closing the debate. I put to the first vote the Industrial Parks Bill, No 002-01-36, submitted by the Council of Ministers on 13 August 2020. They voted 103 MPs: 79, none, abstention 24. The bill was passed in the first vote. Mr. Kanev, please come in for a procedure.
ParlaMint-BG_2020-12-02.u209	Colleagues, in agreement with the Energy Commission, we propose the maximum period of 4 weeks for proposals between first and second readings.
ParlaMint-BG_2020-12-02.u210	Thank you, Mr. Kanev. Is there a counteroffer? I won't. In that case, I shall put to the vote the procedural proposal to extend the period of four weeks for proposals between first and second readings. Voted 103 MPs: 103, against and abstention. The proposal to extend the period of four weeks has been accepted.
ParlaMint-BG_2020-12-02.u211	Colleagues! Let's continue with: FIRST VOICE OF THE LAW FOR CHANGE AND COMPLIANCE OF THE LAW FOR ENERGY. The report of the Energy Commission will present to us Mr. Boychev.
ParlaMint-BG_2020-12-02.u212	Dear Mr. Chairman, honourable Members! ♪ I can't believe on a bill amending and supplementing the Energy Act, No 054-01-103, submitted by Valentin Alexiev Nikolov and a group of MPs on 11 November 2020. for the first vote. At its regular meeting held on 19 November 2020, the Energy Committee examined and voted on the above-mentioned bill. The meeting was attended by: the Ministry of Energy: Ms. Temenuzhka Petkova Minister; by the Energy and Water Regulatory Commission: Mr. Ivan Ivanov, Chairman; Mr. Angelin Tsachev Executive Director; Mr. Ivan Yonchev Executive Director; by Mr. Diana Chervenkondev Chairman of the Management Board. On behalf of the importers, the bill was presented by the National Representative Valentin Nikolov. The proposals for amendments and additions to the Energy Act concern several directions: First of all, the liberalisation of the wholesale electricity market is continued, with producers with total installed capacity from 500 kilowatts to one megawatt offering their electricity on the free market. Secondly, proposals are made to remove the 5% contribution obligation on the revenues of renewable energy producers from 1 January 2021. The aim of this change is to stimulate the production of green energy by regulating measures to promote the production of electricity from renewable sources in relation to the implementation of the commitments of the Republic of Bulgaria as a Member State of the European Union resulting from the set objective of achieving a full carbon neutrality of the European Union by 2050, the so-called Green transaction, and in particular the achievement of the allocated share of renewable energy from Bulgaria in the total energy consumption in the country. The bill provides for the withdrawal of cold reserve purchase transactions, which will be achieved through the conclusion of transactions on a competitive basis for the purchase of availability for additional services, namely participation in primary frequency regulation, automatic secondary regulation and manual secondary control of frequency and exchange capacities in accordance with the provisions of Commission Regulation (EU) 2017/1485 of 2 August 2017 laying down guidelines on the operation of the electricity transmission system in the volume defined by that Regulation. Under the said Regulation, each transmission network operator manages its control area with sufficient reserves to increase and reduce active power so that it can deal with imbalances in its control area caused by a gap between demand and supply and emergency situations. This bill introduces the national law in accordance with the Regulation, expressly providing that the operator provides the necessary reserves by concluding ancillary services contracts on a market-based basis after a tender. The specific approach proposed to the cold reserve transactions is that the availability required for the security of the electricity system will be provided by active production capacities under Commission Regulation (EU) 2017/1485 of 2 August 2017. In this way, the balance, security and flexibility of the electricity system will be ensured in normal and emergency modes, while introducing additional incentives for producers to participate in the free electricity market. The removal of cold reserve availability transactions represents another step towards introducing a capacity mechanism. The proposed change aims to settle market relations in the transitional period before full liberalisation of the wholesale electricity market and to create a predictable environment for all market participants. Following the end of the discussion and on the basis of the 11-vote energy committee vote, 6 votes abstentioned and no votes against the House proposed to the National Assembly to adopt a bill amending and supplementing the Energy Act, No 054-01-103, submitted on 11 November 2020 by Valentin Nikolov and a group of MPs.
ParlaMint-BG_2020-12-02.u213	Thank you, Mr. Boychev. Mr. Nikolov, you have the floor.
ParlaMint-BG_2020-12-02.u214	Thank you, Mr. Chairman. I will say very briefly the directions that we are betting in the Law, but rather I would like to stress on the things that, between first and second readings, I would like to discuss and possibly submit so that there is clarity, i.e. not to feel that we are doing something hidden in connection with the Energy Act. In general, three directions or three policies we introduce into this law. The liberalisation continues precisely with the transition from long-term renewable energy plants contracts from 0.5 to one megawatt in contracts for differences, which must be concluded with the Power System Security Fund. This fund already has experience. On two waves, we have already extracted some of the renewables and the cogeneration that they have just concluded. First it was over five megawatts, then we went to four megawatts including, i.e. five and now actually from 0.5 to one megawatt we make them go with a contract unlike this fund. In order to encourage precisely investments in renewable sources for future projects after 1 January 2021, we remove the 5% fee that we introduced to fill the Fund in order to ensure its liquidity so that it can perform its functions by law. It is in these investments in renewables that we remove this 5% fee. First, that we encourage precisely to achieve the goals that Bulgaria is pursuing by 2030, to have 27% of the final consumption of electricity that it has set, but, secondly, Bulgaria is generally famous as the country with one of the good radiations. For example, comparable to Romania, we are in a much more favourable geographical area, but when we place these 5% on the production that we need to go to the Fund, then at some point projects that are absolutely market-based have no State support at all, it becomes difficult to bankable. That is, at some point the investments will go to the neighbouring countries, which, due to the connectivity that we will have by 2021, will sell electricity again in Bulgaria. Realistically, we will miss the investment, and they will accordingly shift our more expensive possible productions, for example, from coal plants. For this reason, we want to attract these investments, encourage them with this 5%, eliminating the production fee. And the third direction, we transpose part of the Regulation, which must be in force from 1 January 2021, namely in the services that the Electricity Operator will require of manufacturers accordingly. That's how we remove the cold reserve, which means there's no longer an electrical operator to pay that 72 million. BGN, if memory serves me correctly, it is for the readiness of the plants to be able to join the system of Bulgaria. You know that a large part of them from the Cold Reserve Release Order pass from the order of 8 hours to heat the boilers and join the parallel in the system in Bulgaria. At the moment they will be in a warm reserve, that is, part of the power they will already have realized on the free market, and with the other they will have won these services, which they can provide to the electric system operator if necessary, and cover the largest single power in Bulgaria, and that you know that it is 1000 megawatts from the nuclear power plant Kozloduy. And this is all going to happen on an absolutely competitive principle of the Electrosystem operator's platforms. The other services to be provided on these platforms are for the primary treatment of the manual and secondary automatic system treatment, respectively, for the frequency in our electricity system. All this will be competitive and won by absolutely all companies that meet the conditions and can afford this thing. I'm just going to point out a few things that we think between first and second readings. First, we must oblige the electricity distribution companies and the electricity system operator to announce each year their free capacities, where they are located, so that all investors in these free capacities can navigate and not be blackmailed in any way to make unnecessary investments where there is no need. That is, in these geographical areas of Bulgaria to know how much free power there is and where they can buy so that they can benefit our electricity system and not overload where there is none. You know we're going to invest over 500 million. EUR in our transmission system precisely so that we can meet these European objectives. Another is that we want to specify these investments, which have direct cable, renewable sources, which do not pay absolutely no fees, neither accession fee, nor transfer fee, nor obligation to society. You know that we made them so that businesses could build such renewable sources so that they could reduce payments to traders or other producers of electricity, but it turned out that there is a different interpretation in the Law of whether or not they should be owned by the undertaking. Now we will give each one the opportunity to build whether with a project company, whether another property to provide with direct cable this electricity to the enterprise. The other thing we are planning is to allow the Electricity System Security Fund to be able to consolidate a bank loan, for example, of the order of 100 million. BGN to invest in energy efficiency and the Fund to pay the interest on such projects. Consider that if we attract 100 million from several banks that can participate on a competitive basis in this venture and at over 3% interest, that is 3 million. BGN, which the Fund will pay, and we will invest in our economy 100 million. Of course, there could be a lot more money involved. You know that we have debtors who have to fulfil their obligations, precisely as required by the European Commission. Our country has accordingly chosen that 50% of them must be implemented by the debtors, and we are in no way helping them to make these investments in energy efficiency. One way in which we can give clear and transparent conditions is that it is the Fund to participate and put money into energy efficiency. This is also one of the things we need to think about. In general, these are the directions on which we will make working groups, we will require interested parties to be able to think about whether to insert them between first and second readings. Thank you.
ParlaMint-BG_2020-12-02.u215	Thank you, Mr. Nikolov. I'm opening the debate. You have the floor to speak. Mr. Ermenkov, you have the floor.
ParlaMint-BG_2020-12-02.u216	Mr. Chairman, ladies and gentlemen of the House! I will try to focus on the different aspects of what is being proposed, and I would like to tell you in advance that we from the BSP group for Bulgaria and we will abstain on this bill and I will try to justify why. First, the switch of plants between half and one megawatt to the Premium Treaty of 1 July 2021 is an expression of a consistent policy regarding the liberalisation of the industry and should be supported as a philosophy. You know that premium contracts were created on a recommendation from the World Bank after their 2016 report. The plants over 4 megawatts have gradually passed, then between one and four, and now half megawatt will pass and the remaining producers of renewable energy sources will soon pass on to premium contracts. The good thing is that the date is 1 July 2021, which coincides with the new regulatory period. I would like to draw attention to the fact that it is very important for success whether this will be received or not as a positive result that the KEWRC will continue its policy with regard to the precise determination of the reference price, because only this can be a prerequisite for success. A wrong price will compromise the entire process we are doing and will not result in the results we expect. When we talk about this, we are happy that we continue to liberalise the market and bring out 93.5 euros of installed power on the liberalised market. I have said several times, and I will continue to say this: to do nothing in terms of two huge capacities that hinder liberalisation. I am talking about the so-called U.S. power plants, and until this issue is resolved, it is difficult to talk about market liberalisation. We're talking 93.5 megawatts, and we're glad it's less than half the power of one of the power plants. This is about the transition of the smaller RES to the liberalised market. There's another little problem here. It did not become clear what would happen if we introduced this measure and the European Commission did not notify us in principle. That is also one of the reasons why we should abstain. Maybe we should have made the notification about the occasion and then tried to bring things in so we wouldn't go backwards and no longer step on a pick that we once happened, and we know what happens when a notification slows down or doesn't work out. As for the cold reserve, we will be a little more critical because in this regard Bulgaria's policy is extremely unbalanced and inconsistent. Despite the recommendations in the World Bank Report, nothing has been done with regard to the cold reserve and capacity so far. In our opinion, a few years money was paid in an opaque way for a cold reserve, even though there was talk of auctions, after which this ordinary technical term gained citizenship as a form of corruption. Now again, in a vague way and in a piece, it is said that the removal of transactions to buy availability for a cold reserve represents another step towards introducing a capacity mechanism. I would like to draw attention to the way this is going to happen, that at the moment only those plants that can be rapidly reactive and those that are now involved produce hot water. Well, basically, I can think of two guys who have these plants, and I won't mention them, but I think they're publicly known. So I cannot be convinced that we are thereby introducing greater transparency and liberalisation and putting an end to the suspicions of corruption. After all, the way we do this with measures per piece leads to compromising the topology of the centrally planned Bulgarian energy system as it was. In order for this not to happen, we need to adopt strategic directions and know what energy we want to have. Since first reading is about politics and not specifics, I pay attention to you. This strategy needs to be clear about what and how we are going to produce. If these are renewable energy east, what will we balance them with, with what volume, what future and when will they be imposed? What tenders will we do for capacity and so on, which with this bill, unfortunately, do not solve, and there is no way to decide in the absence of strategies and in the absence of conditions for a fundamental document. After all, I say again that the problems are related to the lack of vision, here I am talking about RES, and investments will only follow when we have a clearly outlined strategic position and direction in which the Bulgarian energy will develop. If I can use things differently, investors come when they feel like there's a pilot on the plane. When this feeling is not convincing enough, there will be no investors, and that is clear to us all. Keep in mind that when we talk about balancing the market, when we talk about capacity, when we talk about strategy, now is the time to develop them in this favorable environment, when there are low prices of natural gas, diversification of supplies that we are talking about and which are already gaining some international character. That is why I say once again: we think that we are solving this in a way that is not as comprehensive as we would have liked. For this reason, I repeat once again: we will abstain from the adoption of the Law at first reading. Further, we will see whether without strategic documents, without clear direction where energy is moving and what capacities we will rely on and whether it makes sense to adopt such laws. Finally, I would like to commend the efforts of the importers of the Bill that at least they are trying to introduce some order in the energy sector with the successive contributions of bills on behalf of MPs, and to draw attention to the statistics for the last four years and what is the ratio of the submitted bills by a group of lawmakers and by the Ministry of Energy and you will understand that in general terms the energy is currently being managed by a group of MPs, unfortunately. Thank you.
ParlaMint-BG_2020-12-02.u217	Thank you. - What's the line? Any other speeches? I can't see. I'm closing the debate. I put to the vote a bill amending and supplementing the Energy Act, No 054-01-103, tabled by the National Representative Valentin Nikolov and a group of MPs. They voted 101 MPs: for 83, against none, abstention 18. The bill has been passed. That's what we've run out of our program for today. The next regular meeting is on 3 December 2020 at 9.00 in accordance with the adopted Work Programme. We're adjourned.
