ParlaMint-IS_2015-12-19-59.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2015-12-19-59.u82	A respectable president. I'd like to say first about the extent to which part of the Government Radio Management Board is bought, the chemical purchase from independent active producers, it's time to view it as a whole. The government radio has a range of $6.1 billion in advertising, and this, of course, has to be looked at in proportion to that. I believe that within Our Kingdom News, we continue to have the expertise and skills that are so important to us in cultural context. It is, of course, the nation's largest cultural institution. It is of utmost importance in that context. I think that if you look at the last few years of Our Kingdom Radio, under the direction of the current radio operator, there has been an increasing part of the operation of calling for information from independent producers. I think I'm right about this year going to be 450 million this year. K. will be devoted to these factors, a much higher amount than it was in 2014, for example. So this decision and plan match it. But the main point is that this will be shown in a service contract. Then I'd like to say, given the occasion, if the Honorable President of the Council allows, I intend to bring the service contract here to the council, e.g. in the form of a report, where we could discuss that agreement and preferably before it was signed, the signing of such a contract would be slightly delayed. I think it's good that we discuss such a deal at the council so that the opinion of the senators will be expressed before it is settled. I think there's an improvement in your discussions about State Radio.
ParlaMint-IS_2015-12-19-59.u83	V.E.G. President. I welcome this statement to the highest degree. Secretary of Education that a service contract with the State Radio will be arranged for a discussion at the council before he is completed. I'd like to direct it to the highest. Minister of Education, even though he is opposed to me, I want to turn it over: "How does he view the declarations of the U.S. government officials that the change in the progress of the coming year to State Radio will lead to harmony and enlightenment? What's a vision of the highest. That's a minister of education's?
ParlaMint-IS_2015-12-19-59.u84	A respectable president. There is a serious problem still in the state radio business. This has been stated, among other things, in the report entitled "The Arnaldur. " But I took note that the director of the Government Radio Director, Guðlaugur G. Sverrisson, says in the news today that he believes that the solution is right here. He says that the situation is narrow, but this is a good conclusion to work out. He also points out that when you look at the funds that are spent on the state radio, this addition may up to 175 million. K. has come the same amount of money this year. Added to 60 billion estimates. K. which are due to more currency, so that the next year there will be a bigger amount of money. In addition, there is the possibility of selling the land that has been discussed at a rate of 1.5 billion to reduce debt that will lead to about 90 million. K. a lower interest rate per year. [[The president calls.]] So the claim that years of cuts are being cut, of course, does not hold any opinion, a respectable president.
ParlaMint-IS_2015-12-19-59.u85	V.E.G. President. It's a natural opinion that the radio rate is being lowered, that's, that's, the price the radio receives from 17,800 bucks. This year at 16,400k. This is the natural reality. Other factors are at the highest rate. Education ministers point to, sale to property, etc, which is much less vague. We're talking about the business. We're talking about the progress that then goes to this business. And what is called an supplement or an additional donation is actually the strength of the independent manufacturers on the market to produce foreign programs for the presentation of the Kingdom News Radio. Of course, that's fine in itself. However, there is mainly strength to them rather than strength to the state radio or to the difficult business position of the Kingdom News. [[The president calls.]]
ParlaMint-IS_2015-12-19-59.u86	A respectable president. In the short answer, we have what? paritaprevir Do not make Ögmundur son of Jónasson look like an opportunity to cope with all that is needed. A senator spoke. We'll find another time for it, and I won't doubt it will be done. I'd like to say that already. A senator speaks of the cutback or savings during his last terms, quite frankly, that it was primarily in investments. What I'm referring to, however, is the answer I received to my inquiry directed to the highest degree. Secretary of finance, Steingrímur J. Sigfússon, and then a government bill. That's what I'm referring to when I'm pointing at this and just taking it right out of my answer. On the one hand, it's a matter of state business, and I'm asking about the development of state workers. Of the 751, when all is taken along in Period A, there were 508 in the medical system and 102 in the Ministry of Justice, i.e. decrease of these medicines. There was then an increase in the Ministry of Environment of 39 as well as an increase in the State Department of State, although only about one, I felt that this was a blow to me in view of this man - made project. There was also an increase in the Ministry of Economic and Business and Social Affairs. This is what I'm referring to, this official evidence. I don't have any other information. I think a government bill is absolutely correct, I refer to numbers there. However, it was not the number of employees but the evolution of individual institutions, and I have done so before I can't do it right now. I have no better data than this official evidence. I can't help but trust them.
ParlaMint-IS_2015-12-19-59.u87	V.E.G. President. The comparison numbers I've used were the proportion of land production. I've also built on official data and information provided by the International Cash Fund in the same way that they showed that the public contribution to social security would have been relatively small, and then these institutions and investments will be taken on a boat. Then, looking at the number of employees, I could believe that this is the right thing, or that it harmonizes completely with my understanding of these matters. The damage done by health professionals is much earlier than in others because the cost of operating in a medical facility is payable, so it can be. It's a question of which criteria we use.
ParlaMint-IS_2015-12-19-59.u88	A respectable president. These are just figures and facts. I've always said that the investment was basically taken down. We can talk about it in a very special way. It is not only the number but also the percentage. It was the largest in health matters, 7.3%, and the second largest in judicial matters, mainly police, 5.3%, while being added and on average 4.2% were, so both health and law care, with the majority being law enforcement, that was more, of course, far above average, especially health care. But then when we go the other way, we have the Environment Ministry, which is added, 8.5%, as well as the foreign languages. I think it's very good that we discuss this on a better occasion because these numbers are all there. It doesn't matter whether it's the percentage or the number, the savings are always the biggest in the medical world.
ParlaMint-IS_2015-12-19-59.u89	V.E.G. President. I'm sure we'll go over those numbers. If there's something wrong with my language, I'd love to correct that. I don't think so. I've been over these numbers. In fact, the ratio points I've used are much higher, requiring more cuts than they say, so the question is, what years are we using? It also comes into play naturally. But as we clearly agree, the cutout was the greatest in investments, especially in transport. Why? We wanted to protect our welfare services as much as possible. Most of the time, we wanted to protect our social security, i.e. the weakest groups that all depend on getting alimony through the social security system.
ParlaMint-IS_2015-12-19-59.u90	Madam President. I'd like to respond to a word or two. Senator on State Radio. What surprises me about this donation, up to 175 million. K., to promote production of acting Icelandic television programs and national programs, is why not only do the exact same number as it was once a year ago when a special contribution, up to 182 million, was put in place to meet certain criteria for the state's operation at that time. Of course, what's going on here is the same sequence as then. They're giving out cash to the state radio, which is nothing more than a financial straitjacket. It is some kind of requirement on the part of a major legal committee to do this in this way. I also wondered, " Why don't men go all the way and insist that Hrafn Gunnlaugsson's son be assigned to form a documentary on preservation? ' The prime minister of Davíð Gunnuga's Gunnlaugsson, at the pier in Reykjavík, has decided ahead of time what to use that money. It is tied in the Government Radio Service Convention that at least 10% of the budget should be spent on national television products from independent manufacturers. What's the government administration for, I ask, if this is to be considered normal in this way. Of course, this is not the time to approach the need for the Kingdom News. I guess the government radio is more and less like that, half to the pay. And wouldn't the cost of a pay raise on its own during the year be more than 300 million? So here's a lot of missing, and this is a very serious part of the programme, by the nature and content of the Agency, on the part of the budget.
ParlaMint-IS_2015-12-19-59.u91	V.E.G. President. I agree with what. Senator. The decision to deliver the radio bill remains to be made permanently from the 17800s. down to 16,400k. That's what matters about the future of The Kingdom Radio. I just agree with what. Senator. They call things the right names. The fact that these differences are being handled in these two numbers that we refer to, on the other hand, a radio charge this year and the coming year, is not to be made. It's not being permanently corrected by this conditional contribution, I agree completely with what he says here. Then there's the other, and I think it's important what happened at the highest level. Minister of Education, that we need access to the Kingdom Radio Service Convention. It's very important. Hv. The chairman of the budget board said here: We are not supposed to be conducting the national radio. Yes, of course we will. We are doing so with these financial decisions. There we set the box, and we are also to be able to get access to a discussion of the main objective of a service contract made at The Kingdom News, not on details, but on the main points. That's why I was already rejoicing over it. A minister of education said that a service contract would be presented here at the General Assembly - and not just introduced, but we could discuss it. I think it's very important. But it remains that contributions are being made to the Kingdom Hall. I agree with what. Senator.
ParlaMint-IS_2015-12-19-59.u92	A respectable president. We agree that it is necessary to discuss the broad lines here at the council when it comes to community institutions, such as the State Radio. There is no doubt in my mind. But it's going to be held in this hall, in the form of a minister coming here with the service contract, coming in with a report, and we're taking it here for what we want to do with these things. But a narrow, unique directive on which plans are to be made based on the World Council or what capitals exactly from year to year, which is so additionally addressed to the others and these projects on the part of a financial committee - I do not speak of when considering their history of threats to the Agency, the State Radio, has been allowed to share half of the head of a legal committee - is totally unacceptable to me.
ParlaMint-IS_2015-12-19-59.u93	V.E.G. President. I want to use these last words to make sure that we agree on that, me and what. A senator, that the remainder of the radio rate is being cut off from 17,800k. down to 16,400k. What is called an additional donation and is no additional donation is an obligatory contribution to be used outside the Agency. That's the point.
ParlaMint-IS_2015-12-19-59.u94	A respectable president. I'm going to make two things a subject because I don't want to extend this discussion too much. On the one hand, I must be glad that there has been an agreement on a lawsuit of disabled people and the expense of serving infirm people in rural areas. Because of what was said. paritaprevir The Guðlaugur of Þór Thor Þórðarson's son in the past should remind us that there were no redials in the transfer of the group. In itself, he was brought little and nothing impaired in spite of cutbacks during the last term to the countryside. In a two - year period for translocation, services to disabled persons had only been cut two.6% because the case had been specifically spared incision. Then the process was made that after the transfer, the real cost would be covered. So we get a group of paints under a cutout requirement by moving it to a local community. It is a pleasure to have succeeded and commended the government for her reviewing with her rural society to find out the real cost. I think the additional amount of money needed was within the limits of what man originally expected and that's done quite well. On the other hand, I'd like to give a little thought to the State Radio. I'm worried about what it's like after the last news. I'm concerned that the conference will be the second year in a series of series, the Government Radio will give a clear answer to the directors of the coming year until the last days of Congress. It is impossible to ask anyone to run an institution in such a way that they do not know what the executives are until a few days before Christmas. The Agency has been working on the basis of a promise of a regular radio charge since April. It turns out they don't meet. I welcome the highest. The minister has said it's time to enter the council with a service contract, and we can discuss it at the council. I want to know about that from the highest level. Minister, what's the meaning of that? In view of the 170 million additional initiatives that now come in, I feel that we do not have to see a major cut there. We will need to see, though, that there will be other areas in which the cutting requirement is met. Government directors have said that this is an interval of between 175 million and 400 million, according to my cookbooks of over 200 million that then need to be cut down. I'm alone in saying that the cut-off knife will take on what we love most about its State Radio, a service in the country, a national program, and some service to children. I know we share that opinion, chief. Minister of Education and I, because we've often talked about these are factors that are important, especially services to children, in times when Icelandic people are under attack as never before. I just want to talk to the highest. Minister on how he envisions that this cooperation agreement will enter the council. Will this be so that the financial ramifications set out here will be the outer limit of what the Council may be asked for by the State TV or will this be so that the council can list the priorities, and then the administrative issue will be prepared to finance it thereafter? This is a basic question. Is it so that we need to put a list within the narrow financial frames this has been set or is it possible to approach the subject since we list priorities? To me, priorities are totally clear. They are alert to the culture, i.e. ensures that Channel 1 can play its part, ensures that Channel 2 can continue to rock Icelandic music that it has been and supported by the vast export value we have in Icelandic popular music, ensures that the national television can show us Icelandic material, can meet the needs of children and news transmission is not confined to the capital area, but is active far and wide around the country. I'm willing to participate in professional work at the council and in discussions about a cooperative agreement that includes the application of these responsibilities. Then, too, there is a need to be prepared to finance it. I am deeply concerned with the example that has been created by the fundamental violation of democratic guidelines that took place on the financial needs of the state radio. I also want to say officially here that I feel perfectly normal that we in the management situation communicate with an international representative organisation, such as the Council of the Council of Europe, in what way the administrative body has abused its authority against the State Radio, after threats from the management section of the State TV. There is good reason to draw the attention of international institutions that the present government has come to a very high level of ice against what is called democratic government. [[Up front.]]
ParlaMint-IS_2015-12-19-59.u95	A respectable president. Some things. What would be involved in what I think is new here, that we are about to accept the service agreement, of course, is that if we do, members of Congress can express their views if we, for example, do. did this in the form of a discussion of a report. The minister continues to be required to make the contract. He's on the secretary's responsibility. I'm not changing it or suggesting a change in it. But I believe it is true that the council has the opportunity to comment on such a deal. I think that it would be fine if the discussion were to be done before the contract was signed, so that the minister, according to the incident, might accept the views, if convenient, into such an agreement. Of course, he would have to be within the framework established by the Council by law in terms of funding for this institution. For example, we can continue to discuss what that means if the council feels that some priority is needed, which requires additional expenses. I don't know if that means anything in cash or just for the next loans. That's a second matter. A respectable president. I'll come to another subject, but I'd like to point out that in terms of the text contained in the report on the focus of the individual trades, I've said in public that I intend to put it into the Service Convention for these funds to be spent in this way. There's no intervention into the state radio business. It is a normal part of the service agreement, and it is already a provision in the contract, where the percentage is about how much of the government's enterprise should go to such things. I don't think you should read too much of this item text in this regard. [[The president calls.]] This is in a hurry to what has been done in the past.
ParlaMint-IS_2015-12-19-59.u96	A respectable president. I welcome this explanation to the highest degree. Minister. First of all, the service contract. I view these projects in itself as a matter of concern to us, and he explains that they need to be financed, of course, and of vital importance that we do so and discuss with ourselves a sense of interest in the chamber on public radios owned by the nation. The other thing that means a lot to me, too, is the comment in the report. I share interest in the highest. A minister says that just as Channel 2 supports music and music, the state TV supports independent filmmaking and is an important buyer. That's the best part. I understand the Minister's words so that in this report there is no hole inside, like a whale. paritaprevir The count of Jónasson was worried about earlier. Rather, this in itself is merely a reference to the policy that there is a set of things that are going to be involved in domestic entertainment. It can also be said that the Agency still needs to be seriously cut down. The danger is that what happens first to the scalpel, and I'd like to ask the minister to answer it in the second answer if he is most valuable to us; service to children and territory. How can we cope? That, of course, is the most costly and difficult thing to possess. How do we react to this until we can complete our contract with new responsibilities in the sense that we will be able to care for other sheep?
ParlaMint-IS_2015-12-19-59.u97	A respectable president. I don't want to respond in a short way to this sobering question. A senator, but I'd like to mention one thing that matters to me in the discussion. The 2015 budget expected a financial gain of 3,663 million. Let us see what this will look like next year for the Kingdom News. The next year, when we add the 175 million with the 60 million that are likely due to morepayers, the figure is 3,725 million. So there will be an increase between years. In addition to this increase, the fact is that by means of the Kingdom News, valuable property and construction rights there can be expected that at least 1.5 billion will come to the TV that then goes to pay off debts, even more, even higher numbers are at some point. This means that on a yearly basis the Kingdom News budget reduces about 90 million that are useful to the program. As I said earlier, it is not possible and neither fair nor perfunctory to come here and say that the state radio is being cut down from this year on. On the other hand, it is true that the radio rate declines from 17,800 to 16,400 K, but these measures conflict. It will be a continuing task for the council to discuss how they want to handle this, but at least for the next year, this is the situation. I'm telling you, there's not exactly the effects of this decrease in debt yet, but I know that it's in part, then I'm talking about the 90 million. But I think there's a far more common convergence at the council on the importance of Our Kingdom News than there are at times when it comes to discussion, especially the importance of cultural factors. I think he's the factor that's been growing up here in recent losses and years, his importance. [[The president calls.]] That's exactly what I'm thinking about, about the subject, about the nation's culture and history and all the factors that we in the law have to do with the state radio.
ParlaMint-IS_2015-12-19-59.u98	A respectable president. On these figures, however, it is to note that, in general, donations are made from year to year, and it sounds to me as compared with the comparisons, these contributions are hardly in terms of compensation. What is then absolutely right by the highest level. A minister is that it may be larger than what often seems on the surface of the Kingdom News issue. I have discussed with the minister ways to defend the news agency attacks so that she can function in order to maintain her neutrality as well. Sisterhood agencies in neighboring countries can be arranged to protect her from neutrality, large branches in Danmark Radio, and BBC, who are responsible for the neutrality of Jehovah's Witnesses. Those who slow down may give us guidance on this subject and even care for it, so that no one needs to be afraid of it. Then there is the cultural role that is invaluable. I have to say here that I want the highest. A minister who has made known in his comments about being behind the State Radio. I'd like to say that in the wake of a collapse, middle politics has gone away. One form of it is that the state radio that had friends in many political groups is now out of touch with independent and forward groups. I remind you of the fine interview with Matthías Johannessenur in Visa, which I recently referred to in my discussion about the Kingdom News earlier this week. There he traced the importance of the Kingdom News to Icelandic culture and to an Icelandic nation in the past, present, and future. I would like to encourage the civilist states of the U.S. Independence Party to begin taking in that message now, protecting and applying for this important cultural agency of the nation.
ParlaMint-IS_2015-12-19-59.u99	Madam President. The foam around the Development Agency continues at the hands of the government. It turns out that the budget had forgotten to change the word of the development organization that was laid down yesterday. I have always felt that, however this is the case, variations should always be given to allow proposals to be made, even when there is a hope for them. But I'm going to let myself go away from that princely burden to continue my opposition to this evil scheme of the government, and I will therefore vote for this time against its arrival. [[Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's ……]]
ParlaMint-IS_2015-12-19-59.u100	A respectable president. I'm only going to be rights, because this vote came up a bit unexpectedly, that it's like a sledgehammer. paritaprevir Össur Skarphéðinsson said in the past, the European Development Agency was submitted yesterday, and, of course, changes must be made for the budget on which the Agency can continue working, right? The proposal is merely to change the name, and the budget changes from Iceland's Development Cooperative Agency to the general development team.
ParlaMint-IS_2015-12-19-59.u101	Sometimes you can...
ParlaMint-IS_2015-12-19-59.u102	Madam President. I'm here to say hello to 3rd. funds to briefly comment on my view of the proposed changes in State Radio ohf, i.e. that they will be given an extra amount of money. The report with the Committee's article is supported by a section of the budget board that should be submitted to national programs. It was shown by the highest. The Board of Education and Culture Ministers in the past, to give the right way to highlighting government when it comes to the molding of the topic conference for the State Radio, is in the hands of the Government Board of the Kingdom News elected here at a council that has the law to shape agendas and, on the other hand, through the Supreme Service Convention. Minister at the agency. First, I want to say that there is, of course, the right thing to do when discussing decisions that are about to determine exactly how to set matters in the Operation of the Kingdom News. It's through contracts of the highest order. Minister, and he explained earlier that he wanted to report to the council on the contract and I think it's the best part, of course it's the administration of the Agency or the company, or what we would like to call this role formally. I think it's odd to see this recommendation here. A great deal of the budget can have a view of this, but of course it has the right to decide. I think it's very important that they say it here, and that's the best I heard. A minister would agree with my understanding. Then I'd like to say, however, that I don't feel like giving money to the State Radio in this way. If I recall the approval of the forwarding party council, it was specifically said that the radio fee was the natural financing way and that it should flow into the Agency. The natural means for financing is that the State Radio has a special source of income. He used to be used for use, but after a large discussion here in 2007, he agreed to propose this most blessed radio charge. The minister of the Independence Party, the Þorgerður Katrín of Gunnarsdóttir's Daughter. The idea was that the State Radio was based on a special income stock and had a presumption set. No matter how much the income stock needs to go through budgets at any given time, it is still that if a common understanding is in the council that this is the income market, the Kingdom News will be prepared to provide a measure of leadership. They can predict which radio fee is and plan for long periods of time. What's shocking about this is that the State Radio had legitimate expectations for declarations at the highest level. Secretary here this spring that the radio fee would not be dropped. Plans are being made to ensure that the price will not be reduced. I strongly disagree with the conclusion that there was a fall from that concept and to the highest level. A minister has not received support for his bill because I feel that this is an enormous chaos in the affairs of the State Radio. Of course, it's not an acceptable job when it comes to this institution, which is an important cultural institution but also an important community and democrating agency, so I'll witness again in the approved last National Assembly Conference, which concluded on the State Radio. I'd like to present this position first and foremost. I don't think it's the right method. Rather, we should agree that the bill of radio is the source of income given to the TV. We should try to agree on the amount of that currency and that the income product is not changed only at certain times so that there is a presuppose for financial support to the Government Radio. With the highest. I'd like to mention here what we've only discussed in these discussions about the budget, how amazing it is that we're going to have every budget talk standing here and arguing about the State Radio. It's the highest. A minister for him as a solution for the long term, to avoid this annual debate about The Kingdom News, to go as many of our neighbors have gone to the North countries as it is to make some sort of covenant for the State Radio that would be won in cooperation with groups at the General Assembly, and also in cooperation with other members of the community? It's not our personal thing, it's a public radio, it's our nation's property. We are indeed representatives of the nation, but also of certain ideology and political viewpoints, and it is important to have as many people at this table so that we could try to make peace with the State Radio without necessarily allowing national conventions to be determined there. It's the highest. Will a minister be willing to take advantage of that? I reiterate at the end of my short talk that I don't think this is a good practice, I don't think they're to be followed, and I disagree with them. I'm sorry that we can't agree here that the radio fee is satisfactory, that we can't be on top of it. Ministers who made a suggestion for something else and try to ensure that they are at peace with the State Radio.
ParlaMint-IS_2015-12-19-59.u103	A respectable president. First, with regard to the financial resources set out by the state radio next year, and the security of it, etc. To point out the following points: The budget of the current budget for 2015 is assumed to have 3,663 million for provision. If we take that number and we add it up to 2.5%, which is not an unusual requirement, the figure is 3,754 million. As we now examine the situation, provided that these 175 million will be approved, the Kingdom News will have a provision for the next year 3,725 million. How is that given? Yes, it is the original figure proposed in the budget bill plus 175 million, plus 60 million that will be added for more currency. It's on a pair. I think it would have been a few million dollars between what would have been if the amount of money was maintained this year, merited 2.5%, and what we then sent to the State Radio for next year's appointment. That's the situation, a respectable president. Hv. A senator here gives quite an interesting note, a covenant for the media and the media to the Norwegian role model. I had a brief meeting with the minister of culture in Denmark, where I studied among myself how they were firm on the issue. So I'd like to say that if the idea I've tore up here goes by then I think it would be a step in that direction as far as I'm concerned. There's a senator here, i.e. First, this service contract is accepted into the council, preferably before it is signed so that the senators can make comments and opinions of the covenant before they are abandoned, although they are of course responsible for each session of education and culture. I'm sure it's a matter of time to consider.
ParlaMint-IS_2015-12-19-59.u104	Mr. President. Thank you very much. Ministers of the information, but they do not change the fact that the State Radio has made plans based on the introduction plans. It is not an acceptable position for any institution to have such uncertainty as having promises of a certain amount of money, working out plans according to the amount that will not be successful. There has to be a higher perspective in general budgets. This is especially true of the public media, which is needed for special reasons that we considered here at 2 Cor. Money to be more independent of the budget than traditional government agencies. This is a discussion we've taken several times in this hall, and the conclusion has been that it's normal, e.g. When we agreed on a bill on the State Radio 2007 and again in 2013. It is natural that a publicized medium has greater independence from the government than from traditional institutions, and it is therefore important to have an independent income stock. I'm asking the highest. In return, a minister would not agree that the radio fee will lead to the future under the operation of the Kingdom News. I just don't think it's the right thing to do that we're at the General Assembly to to swerve some special balls to State Radio. I completely disagree with this job song around the public radio. It's the highest. Minister in agreement with me? I also rejoice that he is prepared to make more cross-cutting comments on the State Radio and asks him if he agrees that it is not only to be held here in the Generals' wall but also in the community. That's what the Kingdom News has been doing, they've been traveling around the country, they've been conducting a radio convention, and they've been talking to the people in the country who are also an important part of the work of the Kingdom News.
ParlaMint-IS_2015-12-19-59.u105	A respectable president. Of course, there is a significant problem with the State Radio. He's grown, including. due to the increase in pay this year and the next. That is why they called for a report and an opinion of their finances, and we know more now and appreciate the situation in the past. Because of what? A member of the council asked me specifically about promises, of course, that this would be my opinion, but it would never be possible to tie the hands of the Generals. Hv. A senator knows, of course, that the funds are here. I have provided a solution and feel that this solution is acceptable for the next year. I point out that the next year's project will be estimated in a very similar roleum, a few million will fail, as it is this year with compensation. This adds to the fact that every year the Kingdom News will cover a down payment on its debt or pay off because of the property rights sale, resulting in a decrease in budget of about 90 to 100 million dollars per year. K. which will be added here. This does not change the big question as a dog. A senator asks that the radio fee itself and the context of things. I understand exactly what happened here during the last term. I know what last government's problem was. I know exactly why they took action. On the other hand, when I wondered when I decided to take part of the radio fee into the state business whether it would have been luckier for this case to lower the radio charge than to raise some taxes against if the government needed more money than to set up an example that I don't think was good after that, to make an example that would be a violation of the radio fee on the other hand, and on the other hand, a financial contribution to the radio. This is a matter we can discuss here. I reiterate that I understand why, but I've wondered so much about whether there's not been a bad example.
ParlaMint-IS_2015-12-19-59.u106	Mr. President. Yes, it was an unfortunate example. However, it was not the last government that established it but the government of the Independence Party and the United States, which was sitting here in the fall of 2008 when everything collapsed and then there was no mood. A senator joined by that government. Then it was decided to eliminate this limitation, and it continued until the one here suggested that it be changed, and the radio rate was rendered uninformed to the State Radio. I would have wanted, and myself would have said, repeatedly, that it had gone through sooner. It was supposed to go into effect on January 1, 2014, and it was then delayed by the government of today, but now it's going nowhere to the radio. I agree that this was not a suitable example. However, there was an emergency for the Independence Party and the Union in 2008 to search for any means of emergency because of the state - of - state situation. As a result, I have said that I fully understand that this was a decision, a government that made that decision.
ParlaMint-IS_2015-12-19-59.u107	But she thought.
ParlaMint-IS_2015-12-19-59.u108	And she continued until it was changed by the one represented here and by the more part of it, including the forward - to - be members of the House of forwarders and the Independence Party. Some of them opposed that decision during the last term, but not all of them. The result of 2007 and 2013 was that the right prince was that the radio rate should depend on the State Radio Administration and that we should not be here handing money in particular to State Radios. Since this has been done, it has not usually proved to be good, any more than here. The decision of the government in the autumn of 2008 can be reasoned with a specific emergency, but when we took here a serious talk about the State Radio of 2007 and 2013, the majority of the council in both cases came to the conclusion that this was the right way. I'm going to hope to the highest. A minister will take advantage of the political figure that there is eventually being assigned money to the State Radio on the last record because the radio rate does not remain under the operation soon. [[The president calls.]]
