Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18009	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18010	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18011	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18012	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18013	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18014	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18015	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18016	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18017	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23897	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23898	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23899	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23900	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	GrmojaNikola	Grmoja, Nikola	M	1981	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23901	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23902	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23903	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23904	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23905	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23906	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23907	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23908	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23909	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23910	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23911	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23912	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	FrankovićMato	Franković, Mato	M	1982	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23913	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23914	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23915	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23916	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	TuđmanMiroslav	Tuđman, Miroslav	M	1946	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23917	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23918	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	LovrinovićIvan	Lovrinović, Ivan	M	1960	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23919	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23920	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	TuđmanMiroslav	Tuđman, Miroslav	M	1946	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23921	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23922	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HSS	Hrvatska seljačka stranka	Coalition	Centre to centre-right	MadjerMladen	Madjer, Mladen	M	1965	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23923	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23924	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	TuđmanMiroslav	Tuđman, Miroslav	M	1946	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23925	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23926	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23927	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23928	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	TuđmanMiroslav	Tuđman, Miroslav	M	1946	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23929	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23930	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23931	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23932	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23933	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23934	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23935	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23936	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23937	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23938	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23939	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23940	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	MaksimčukLjubica	Maksimčuk, Ljubica	F	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23941	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23942	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23943	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23944	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HSS	Hrvatska seljačka stranka	Coalition	Centre to centre-right	VlaovićDavor	Vlaović, Davor	M	1963	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23945	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23946	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23947	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23948	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23949	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23950	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	StričakAnđelko	Stričak, Anđelko	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23951	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23952	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23953	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	LončaricaStjepan	Lončarica, Stjepan	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23954	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23955	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	LončaricaStjepan	Lončarica, Stjepan	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23956	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23957	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23958	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23959	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23960	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NazorAnte	Nazor, Ante	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23961	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23962	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BalićMarijana	Balić, Marijana	F	1981	
