ParlaMint-BE_2018-11-13-54-commissie-ic997x.u1	Question No 26634 by Mrs Cassart-Mailleux is transformed into a written question.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u70	Mr De Vriendt, I fully understand the role that Parliament and Members of both the majority and the opposition must play. As you propose, I would like to look for methods of gathering information, both with respect for the public nature of certain data and with respect for the fact that certain data cannot be disclosed or should remain confidential. I, too, do not have all the data. It is not the case that we want to withhold something; on the contrary, it would be counterproductive and the issue of economic aspects merely raises objections, which I absolutely do not want. We need to look, and I want to look with the experts at how far I can go and what methods can be applied. I would like to emphasise once again that as a minister I did not intervene throughout the process. Mrs Fernandez, you asked the question as to what happened to the Regions by pointing out that they were not consulted. But that is also my case. This is a methodology in which experts were used, etc. The economic aspects are taken up at a rate of 10% in this methodology, but, like the Regions, I have not had the opportunity to intervene. But now we're in another phase.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u71	Mr Minister, I understand that you have not intervened, and that is what has been criticized since the beginning. Indeed, we should at least have heard you and the federated entities, without you interfering in the process, even perhaps before the writing of the appeal book. It's about the market of the century. We know our company's involvement in these matters. It would have been a good idea for the Minister of Economy and the relevant federal entities not to interfere in the process but, at least, to be informed.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u72	It is planned that consultations will take place and meetings with the Communities, etc., will be held under the new phase. I have to look at the last element that has been mentioned, because I did not check it out in Europe either. I have been very careful not to intervene in the balance as Minister of Economy. The experts bear the responsibility in this respect and they also guarantee that it is not fake news. In this sense, the balance has also been made in accordance with European rules. I can ask for you on the basis of which European legislation that has been checked, but the conclusion as presented to me has also been checked for compliance with the European directives. The experts have assured us that there are no problems in this area. Mr President, I will ask exactly which bodies have consulted the experts. For the sake of clarity, I repeat that I did not consult because I did not participate in the process because it had to be conducted in complete independence and objectivity.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u73	Thank you, Minister. It is true that this debate is a little long, but it is an important issue. Do you have anything to add, Mr De Vriendt, to the last word that is still in Parliament?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u74	Thank you for the commitments, Minister. As far as the answer to that last question is concerned, should I ask an additional parliamentary question? Who checked it out? Can you get me or the committee that information?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u75	...experts will give me some clarity on that very quickly.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u76	It may be an analysis of its own by the experts in the department or that it has been checked out by the European Union.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u77	Both, I assume.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u78	Let's hope so.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u79	Mr President, Minister, the exit of the United Kingdom from the European Union is approaching. An agreement between the Member States and the United Kingdom still does not seem to be within reach and the possibility of a so-called hard Brexit seems increasingly plausible. The effects of the Brexit, even the softer variant, on our companies are difficult to estimate. Customs duties, stricter border controls, longer waiting times for transport and additional licensing obligations are all possible. This changing trade relationship will oblige our companies to make adjustments. This will take time. Nevertheless, a study by PwC shows that more than half of Limburg's SMEs are not prepared for the consequences of the Brexit. They'd put the problems ahead of them. This could be detrimental to our economy and in particular our SMEs from March 2019. Minister, how does the federal government prepare our SMEs for the forthcoming Brexit? Do you have any knowledge of the figures from PwC showing that half of Limburg's SMEs are not ready for the Brexit? What's your opinion? Is that a finding that is noticeable throughout the country? Do you envisage additional measures to further inform our SMEs about the Brexit and the need to make timely adjustments?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u80	Mr President, Mr Janssen, our services are helping SMEs for the upcoming Brexit. In mid-September we launched the Brexit Impact Scan, abbreviated BIS. This is inspired by the Irish and Dutch initiatives. The FPS Economy and the Dutch administration have joined forces. Thanks to a smooth collaboration between the two, between the Belgian administrations themselves and with the regions of the region, which is quite unique, the Belgian Brexit Impact Scan was created. The Brexit Impact Scan provides advice according to business activity and intentions. In a short time, about a month, more than 4,000 companies have gone through this scan. The Impact Scan was supported by a portal providing useful information on the four freedoms within the internal market, namely goods, services, persons and capital. The website and the scan provide the best possible advice for companies based on the situation as it is known today. One of the most important issues is that customs formalities will apply, while there was previously free movement within the customs union. In the case of goods, companies are also faced with additional costs for new EU type certificates or intellectual property rights or additional costs derived from rules of origin. Companies are advised to re-read and amend their contracts where necessary. As Minister for Labour, I can also say that reference is made to the effects of the Brexit on the labour market. This information is also accessible via a portal. Not only Limburg SMEs are not ready; from information from the sectors I understand that most SMEs are not yet ready or have not yet prepared. Hence the Brexit Impact Scan. My administration has also set up a road show with the Chambers of Commerce to further inform SMEs. These workshops have started and will run in the coming months. I understand that my colleague from Finance and even the Prime Minister of Flanders are going to organise road shows. We are doing everything we can, with respect for the powers. Unlike other countries, with the Brexit Impact Scan, we have an instrument that SMEs can use in a very simple way to assess the impact of a no deal in a very comprehensive way for their business.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u81	Minister, I note that a lot of SMEs are not or are not aware. I believe that the impact study of 4,000 companies is a good thing, and that we should continue along this path, together with the Länder.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u82	Mr Minister, at the Committee on the Economy on 17 October, I asked the Minister for Energy to relaunch the OFF ON campaign so that citizens can be involved in reducing the demand for electricity at times when we risk experiencing a shortage this winter. The minister said she was in favour of it, but that you considered it premature. Minister, why has this leverage not yet been activated when the electricity shortage situation is worse than the one experienced in 2014-15? I think these campaigns are important both for the environment and for the citizens' bills. We know that electricity is much more expensive today. It is important to inform citizens that they can reduce their energy bills and adopt more sustainable consumption. I therefore do not understand why, according to your colleague, you insist on opposing this OFF ON campaign.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u83	Ms.Lalieux, the 2014 OFF ON awareness campaign is ready. The website offon.be is also online. However, it was decided not to launch an intensive media campaign now, so as not to create an unwarranted sense of panic among the population. This campaign is indeed planned in the event that a threat of shortage is identified. For a maximum of seven days of pre-detection, it will have a much greater incentive effect at that time, with the aim of avoiding the activation of the relief plan. Carrying out such a campaign today, while there is no imminent threat of a shortage of electricity, would amount to carrying out a loop with for collateral damage a loss of effectiveness of this campaign at the time of a real crisis situation. Moreover, this does not remove the need for information and awareness-raising campaigns that encourage households and businesses to use energy effectively. However, the question of its rational use falls within the competence of the regional authorities. It is therefore the responsibility of regional Governments to organize them in accordance with their political objectives. To conclude, Mrs. Lalieux, we are ready. I hope you will agree with me that it is not wise to provoke a panic movement, since there is no imminent threat of a shortage of electricity. A rational reflection must be maintained. Again, I'm not blocking anything. Of course, I recognize that this is a heavy responsibility. In any case, I hope that it will not be necessary to launch such a campaign in 2018-2019, but this is obviously another aspect.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u84	Minister, far from me the idea of wanting to raise a sense of panic among the population. I know that in December, fortunately, there will be no shortage of electricity. Of course, we can't predict anything for January and February. In any case, everyone is working to avoid being relieved. We agree with that. However, I quite frankly believe that this is a useful campaign for the consumer and that it should not be carried out only in times of crisis. You need to find a way to launch it if you need it. I think it is always good to remind the citizen that he can be a consumer or a non-consumer of active energy and that small simple gestures can reduce his consumption and help preserve our environment. I therefore do not agree with you, except simply to issue an additional alert when necessary. I hope it won't be necessary, but if I understand you correctly, there will be no OFF ON campaign if there is no shortage. I still regret it.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u85	Debates of the European Parliament Mr Janssen has converted 27423 into a written question.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u86	Mr President, Minister, the Italian competition authority AGCM has recently found that smartphone manufacturers have inappropriate commercial practices in offering updates to operating systems of their products. Research would specifically show that these updates sometimes slow down or reduce the battery life of the device. This would encourage consumers to buy a new smartphone more quickly. Apple received a fine of EUR 10 million from the Italian authority. Samsung was fined 5 million euros. Test-Achats also argues in our country for dealing with this method. It also points to the fact that on average updates and support are offered by the manufacturer only up to 18 months in the lifetime of an appliance. The consumer organisation points out that fines are not always the most effective method of encouraging producers to change practices. My questions are as follows. Is the Economic Inspectorate in our country also investigating the above-mentioned practices? If so, what are the findings in this respect? Are you planning initiatives to stop such practices? Do you see opportunities at European level to better protect consumers from such practices?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u87	Minister, on 24 October last, the Italian competition authority sentenced Apple and Samsung to fines of 10 and 5 million euros for practices similar to planned obsolescence. The Commission found that practices inciting smartphone users to install software updates leading to a slowdown in their phone system violated Articles 20, 21, 22 and 24 of the Italian Consumer Code in that companies had not informed consumers of the serious malfunctions that the new firmware could cause due to the greater constraint on the device's equipment and the high repair cost. The above-mentioned articles concern unfair, misleading and aggressive commercial practices and are very similar to those contained in Chapter 1 of Title 4 of Book VI of our own Code of Economic Law. My questions are as follows, minister. Is the Belgian competition authority also competent to deal with such cases? If not, which service is competent? Are similar cases currently pending? Since Belgian law is very comparable to Italian law on the above points, it should also be quite possible to condemn similar practices in our country on the same basis; do you confirm that? If so, Belgian consumers holding Samsung and Apple brand smartphones have been victims of the same practices as Italian consumers, how do you explain that no condemnation has taken place in our country? Finally, when your majority rejected the texts of the opposition relating to the fight against programmed obsolescence, you had suggested that you were advancing on the subject on your side. What's the situation? What concrete measures do you intend to propose? Thank you for your answers.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u88	Mr President, ladies and gentlemen, Mr Janssen and Mr de Lamotte, in their press release of 5 November, the Italian competition authority states that Apple and Samsung have resorted to unfair commercial practices. The term 'planned ageing' is not used in that press release, but it is in line with what I have always said, namely that planned ageing is a form of misleading commercial practices, which is also prohibited in Belgium by Book VI of the Economic Law Code, and therefore does not require any additional legislation. I repeat once again that in 2016, I have already extended the scope for sanctions to take action in this regard. I have set up a working group to study measures to extend the life of products. In Belgium, the Competition Authority is not responsible for unfair commercial practices, but the Economic Inspectorate. It has not received any concrete complaints regarding the updates of smartphone operating systems. If there are concrete complaints, they will of course be investigated. I would like to draw your attention to the fact that, in such cases, misleading commercial practices are difficult to prove. It is necessary to assess whether this is inevitable technological progress or a misleading indication that can decisively influence the consumer's purchasing decision. However, the Economic Inspectorate has meanwhile analysed the Italian decision from the point of view of unfair commercial practices and put the issue on the agenda of the European network of consumer protection authorities. Indeed, we must be sure that the decision at Italian level is sustainable and well-founded. Here, too, the problem is being identified, the scale of the problem is being assessed and the possibility of the consumer acquis to deal adequately with such cases is being examined. The basic legislation is, after all, European. It is therefore very useful to know the views of the other competent inspection services. In conclusion, I am interested in more information and understanding of the Italian decision. I have asked the economic inspectorate to examine this matter and discuss it at European level. I am prepared to make the same decisions if it is possible to counter certain situations with the rule of unfair commercial practices.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u89	Thank you, Minister, for your reply. The last thing you said is important. You will have it checked out in Italy. If you have an answer, we will get feedback.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u90	Mr President, I agree with my colleague Janssen's reply to the remarks the Minister will receive from the Economic Policy Service, which is the Inspection Service. I had one last question, minister, about the planned obsolescence. You had suggested that since the rejection of our bill on the subject, you were going to move forward on the subject. You avoided the answer. Has there been any change in your or the government's attitude to the fight against planned obsolescence and to the question of a bill on the subject?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u91	I have pointed out, Mr de Lamotte, if the Italian case is a well-founded case, there is no need to review our legislation. This is the interesting aspect in Italy. When it is said very clearly that it is a measure in the context of unfair competition, it is the essential element. New legislation should not be drafted. This is the most interesting thing for me too: to have the security that it is possible to tackle the abuses that you have highlighted with the unfair competition instrument.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u92	I am not convinced by the minister's answer. Unfair competition is one thing. Programmed obsolescence is another concept that significantly undermines consumer rights. I note that the government will not make any progress on this issue.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u93	Minister, we have been working for some time on the IDD directive, which will be definitively transposed into legislation in the next plenary session. This is a new stage in the harmonisation of the European insurance market. However, there is still a lack of clarity in Belgian legislation regarding the statute of insurance underwriter. The sector is asking for this statute to be put on the spot. Underwriters aggregate the ability of several insurers to subscribe, which facilitates distribution. Underwriters can also offer innovative solutions thanks to their far-reaching specialisation. Do you intend to include this statute in the legislation? What are the possible objections not to introduce this in the short term? What is the state of play in the negotiations with the sector, which you are conducting as always?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u94	At my question, or on your question through my question, the FSMA conducted an investigation into a possible legal framework for authorised authors, also called insurance underwriters. In doing so, the FSMA consults a wide range of parties, mainly authorised underwriters, wholesale insurance intermediaries and all professional organisations of intermediaries and Assuralia were also contacted. This study shows, as you already knew, that all the parties concerned are in favour of introducing this statute in order to make it clearer. The aim is to distinguish clearly with the activities of classical mediators, so that conflicts of interest can be better managed and even prevented and to avoid confusion among consumers. It is also important that authorised authors have a sound organisation, given the particular nature of their activity. Very recently I was allowed to receive a proposal for legislation from the FSMA. This proposal is still under consideration and will shortly be submitted to an Inter-Kabinette Working Group to make progress in this regard. I hope you are very pleased that we have already brought this to this point. You will be even more pleased if we can present this here after the Inter-Kabinettes Working Group and the Council of Ministers, where you will be pleased to defend it.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u95	Thank you for your reply, Minister. It is common knowledge that you have a lot of discussions. In this area, too, I expected nothing else. According to my information, the sector is indeed a very demanding party to this. I hope to see the outcome of all this discussion very soon.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u96	Minister, there are still complaints from the locksmiths' sector about unfair practices. For example, some locksmiths would charge up to EUR 700 to replace a lock. In a communication in January of this year, you indicated that you had instructed your administration to launch a general investigation into the excessive fees charged by emergency recovery services, and to consider how to tighten up the existing rules. In June of this year, you repeated that message. Minister, how many complaints has the FPS Economy received last year about locksmiths? How many times was the penalty imposed and what was the penalty? Has the study on the sector been completed yet? Do you have a look at the rules you want to tighten up? If so, by when can we expect these rules? The problem is cross-border. Has it already been addressed at European level?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u97	Mr Janssen, we have indeed looked at this and I can answer you as follows. For the registration of notifications, there was only one unique code Urgent Repair Services at the Economic Inspection. A new, separate code for locksmiths was added at the beginning of August, allowing more precise figures to be given for the month of August. In that month, twenty-eight reports related to locksmiths were noted. In mid-September, the Economic Inspectorate launched a general survey of 200 companies providing urgent repair services. It focuses on locksmiths and plumbers. The audit focuses on the pre-contractual information obligations of undertakings, the obligation to register in the Crossroads Bank of Enterprises, unfair commercial practices and the detection of abnormal profits. The investigation is ongoing. However, 26 minutes of warning and one pro-justitia charge locksmiths have already been drawn up. The figures are very provisional; the general survey is still ongoing and many individual dossiers have not yet been closed. I had asked the Special Consultative Committee on Consumption to make proposals to improve the situation in the event of emergency repairs. The opinion concludes that additional legal obligations for companies should be avoided and that the existing legal framework provides adequate protection. However, it is recommended that the delivery of a detailed proof of payment should always be compulsory, even if the consumer does not ask for it himself. Since the opinion does not contain any further concrete proposals, I would like to await the findings and decisions of the general survey in order to determine which regulatory adjustment or adjustments would be appropriate. The problem is indeed cross-border and mainly because of Dutch companies. At present, there is no widespread European problem. In the context of the Consumer Protection Cooperation Network, of which the Economic Inspection is a member, European cross-border unfair practices may be reported to the consumer protection authority of the country where the company is established and may be requested to take action. The problems of locksmiths were already discussed with the Dutch Authority for Consumer & Market (ACM) some time ago. A lot of data could be exchanged. A further consultation with the Economic Inspection is planned at the end of January 2019. On that occasion, the ACM would explain the actions it has itself undertaken.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u98	Thank you for your reply, Minister. The only striking thing is that a lot of observations have been made in the short term. I suppose, however, that the complaints service for many people is still unknown. So we've probably only seen the tip of the iceberg.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u99	Minister, last week it became known that the Dutch travel agency TravelBird received a delay in payment and ended up in financial difficulties. Meanwhile, we've learned they've been declared bankrupt. Furthermore, it was already known that a whole number of travelers could not get access to their hotel because TravelBird had not made the necessary payments to the hotel owners in time. About 40 000 tourists would have been duped at the moment. Initially Dutch travellers were mainly affected, but in the meantime we are getting reports that countrymen would also be affected. Minister, has the Economic Inspectorate received any complaints about the problems at TravelBird? What action has been taken on these complaints?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u100	Madam President, Mr Janssen, the Economic Inspectorate recently received three reports from consumers concerning TravelBird. The reporters will receive an answer which will clarify that this is a Dutch company that is insured at the Guarantee Fund Travel Foundation. A claim must therefore be lodged with this guarantee fund in order to obtain, in accordance with European rules, a refund of the amounts already paid for travel which is not carried out, or to be assured of repatriation for travellers who have already started their journey.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u101	That was obvious. Thank you, Minister.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u102	Mr Minister, the social situation in the air sector, the lack of empathy of the bosses, the lack of enthusiasm they show to create spaces for discussion with the workers, have meant that the passengers have often found themselves on the tile in recent times, whether we think of Ryanair or Aviapartner. Consumers can, of course, bring legal proceedings for the settlement of compensation. But what about the deadline? In the analysis, it seems that Belgium, in the European area, stands out by its narrow consumer regime. Article 182 of the Business Law Reform Act of 15 April 2018 provides that "actions arising from the contract of carriage of persons, with the exception of actions resulting from an act qualified by criminal law, shall be prescribed after one year". In the Netherlands, however, the limitation period for air passengers is two years. In Germany, it is three years old, in France of five years old, in England of six years old and in Luxembourg of ten years old. I quote here only our neighbours, but in all the countries of the European Union, without exception, and in all the countries of the European Economic Area, we are doing better than this one-year rule applied in Belgium. This is evident from a recent analysis by Test-Achats. My question is therefore simple. Do you share our feeling that discrimination against Belgian passengers should be lifted and do you support our request to align the limitation period with our neighbours, and to increase it to a minimum of two years?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u103	Madam President, ladies and gentlemen, Mrs Lalieux, Test-Achats has sent me an identical letter to the question you are asking me now. My reply to this letter was sent today. It is therefore logical that you are not yet in possession of a copy of this letter, but I can transmit it to you. However, this is not the most important point of your question. The limitation period for package travel and related travel benefits has been set at two years, i.e. the minimum period laid down by the European Directive. The law of 21 November 2017 falls within my competence. However, this is not the case with the limitation periods applicable to contracts of carriage. This is a matter for the Minister of Justice, to whom a letter has been sent. I wrote to him asking him to examine this issue in depth. In my view, the different periods of limitation are not transparent. I therefore agree with you and hope that my colleague will be able to correct this situation.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u104	Minister, thank you for your answer. A question addressed to your colleague, the Minister of Justice, was also tabled. Looks like he didn't send her back to you. So I have a little chance to get two answers. It is true that the limitation period for package travel is two years. But the law of companies, for which I thought you were competent, provides that the limitation period for transport contracts is only one year. I have therefore tabled a bill to increase this deadline and to layer it on that of the European area, which ranges from two to ten years. Indeed, Belgium is the only country where the deadline is one year. This discrimination must be redressed.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u105	Minister, you recently tweeted that you will be sitting with your colleague Ducarme in the coming weeks to develop a framework for B2B protection. In this way, you want to make it easier for SMEs to challenge abuse of their economic dependence on large companies. You know that since the beginning of this legislature, this has been one of my pets. My bill on this issue has been on the table since 2015. I am therefore very pleased that concrete steps are being taken in this direction. You also know that we believe that an independent supervisor is crucial in this respect in order to ensure an independent and straightforward investigation. After all, we fear that there is a risk that companies might refrain from investing in our country if the possibility is open to politically motivated prosecution of certain commercial practices. I have two questions for you, Minister. Will the competence fall under an independent institution? If not, why not? How will it be determined whether a company is in a dependent position? Do you have a deadline to complete all this?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u106	Mrs Gantois, the draft law currently under discussion at federal government level effectively empowers an independent supervisory authority to combat abuse of a position of economic dependence. It concerns the Belgian Competition Authority. I hope that everyone, especially when you give it back, will fully support the draft when we have had, for the sake of clarity, IKW's and other discussions. The abuse of a position of economic dependence is defined as a restrictive competition practice which is prohibited by Book IV, Protection of Competition, of the Code of Economic Law in the same way as the appointment and abuse of a dominant position. By assigning the dispute to the public enforcement of competition law, the victims can rely on the powers of the Belgian Competition Authority and on all the possibilities at their disposal. The draft law defines the position of economic dependence in view of its importance and legal certainty for companies. The definition is based on two criteria, namely the absence of a reasonable equivalent alternative, available within a reasonable time and on reasonable conditions and costs, and on the fact that a company could impose performance or conditions that could not be obtained under normal market conditions. [[A comparative legal analysis of the Member States where abuse of economic dependence is prohibited allowed factors for the existence of a position of economic dependence to be derived, in particular, firstly, from the relative market power of the other undertaking; secondly, an important share of the other undertaking's turnover, while also bearing in mind that the more important this share is, the greater the risk of dependence; thirdly, the technology or know-how held by the other undertaking; fourthly, the great reputation of a trade mark, the scarcity of the product, the perishable nature of the product or the loyal buying behaviour of consumers; fifthly, the access of the undertaking to resources or to essential infrastructure; sixthly, the fear of serious economic disadvantage, reprisals or the termination of a contractual relationship; seventhly, the regular granting to an undertaking of special conditions, such as discounts which are not granted to other undertakings in comparable cases; and finally, its reasonable choice or, on the contrary, to put itself in a position of economic dependence.]] All these factors were explicitly highlighted in the explanatory memorandum of the draft law, ensuring that the position of economic dependence can be assessed on a case-by-case basis, with guaranteed legal certainty. So I am very glad that you asked that question again. I hope that everyone in the government will want to land as soon as possible, especially in view of your enthusiastic support. I can also count on those who are dear to you in this dossier.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u107	Then we are both happy, Minister. We will look at it again, along with our services and with you. If it goes in that direction, you'll find a partner in us. I am very glad that we are getting out of this after almost three years, perhaps thanks to Europe, which has realised that we have to work on this.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u108	Mr Minister, my question concerns a dossier that we have worked on for a long time and which was resolved by your royal decision of 11 December 2016. You have tried to bring the Belgian rules on home copy into line with European case law, including the Padawan judgment. That judgment provides that the home copy charge may be collected only from those who are entitled to the home copy, being individuals, and not from those who are not entitled to it, being professional users. You have introduced a scheme for the refund or exemption of that home copy fee. Professional users can either recover the paid home copy fee or make their purchases from an exempt supplier. I asked you a year after the introduction for an evaluation through my oral question of November 2017. At that time, no approved supplier of professional storage media, exempted from home copying charges, was available on the Auvibel website. You replied that no application for reimbursement had yet been submitted to Auvibel. Of course, the particularly complex procedures of Auvibel, as confirmed by DAV, are not surprising. You also asked me to ask you with due precision a follow-up question in good time, which I am delighted to do. After all, we are now a year away. In fact, I see that, a year later, there is still no exempted supplier. How many applications for reimbursement of the home copy fee has Auvibel already received from how many professional users and for what amount? What efforts have Auvibel and the FPS Economy made to simplify the application for reimbursement and lower the threshold for making the application? How many questions to clarify the procedure have been asked at Auvibel, at the advisory committee "home copy," at the sector organisation and at the FPS? How many complaints have been received from the audit authority regarding the exemption agreement and the application for reimbursement? You opened up last year to an evaluation of your Royal Decree. In the meantime, we've been two years. What conclusion do you draw from the figures? What evaluation has already been made? What initiatives have you taken and will you take to ensure that the Padawan judgment has not only been transposed on paper but also in practice, and that artificial thresholds are not created to perpetuate non-implementation? The implementation of the Padawan and Reprobel judgments had to put our rules in place with the latest European case law. Hence the obvious question: is our regulation of home copy and reproduction today, with the exception of an evaluation of the Padawan judgment, in accordance with European regulations or are further changes required? If so, what and by what time? What judgments have we missed in the meantime, which we have yet to implement? What other changes have been made in the meantime at European level, which we should take with us?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u109	Mr Dedecker, I must say that I am somewhat disappointed, not by your question, of course, but by the fact that Auvibel has received a refund application for EUR 15.75 since January 2017. After the entry into force of the KB, the websites of Auvibel and the FPS Economy were modified. Last year, the Auvibel procedure was also refined so that applications can be processed more efficiently. To date, Auvibel has received four questions to clarify the possibility of reimbursement. The FPS Economy has not received any questions to date nor has the Audit Service received any complaints regarding the reimbursement. The Royal Decree has the merit of ensuring compliance of Belgian legislation with the Padawan judgment. With the current figures, however, we can say that despite the necessary publicity, there are hardly any applications or questions concerning reimbursement. Consequently, an evaluation of the Royal Decree by the Advisory Commission is not currently a priority. Belgian private copy legislation is currently in line with the European framework. However, this framework can change rapidly through case law. My cabinet is therefore in constant contact with the various stakeholders in order to introduce possible European developments efficiently and through consultation in Belgian law.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u110	Thank you, Minister, for your reply. I note that our legislation today is in line with all European legislation and case law. That is very interesting, except, of course, for Padawan. If we see that there is only one application for reimbursement, we can draw a logical conclusion, in particular that the threshold is too high. A company does not bother to set up a staff member for half an hour for 15 euros, because that costs more than it pays. However, they knew that in advance. At the time of the establishment of the Royal Decree, a study was carried out by the Administrative Simplification Office, which concluded in advance that the scheme, as developed, raises such a high threshold that it does not actually pay to make that application. The amounts are too small for that. In other words, de facto those who are not entitled to a home copy will continue to pay the levy. Actually, this is some kind of unlawful tax. Can it be said that the rules are in line with Padawan, if such a form of abuse can actually arise in favour of management company Auvibel? So there seems to be a need for some evaluation. Maybe we share the disappointment.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u111	Mr Minister, my question is a follow-up question after the discussion we had a few years ago. In the meantime, however, a lot of things have changed. The world around us is changing faster and faster. Digitisation has a huge economic impact. For example, when we look at music and video and take into account the figures of the Belgian Entertainment Association for the last month, it appears that today in Belgium the paying streaming of music with 31 % market share is the most popular music format. This is also evident from imec's annual digimeter study. Today, the center labeled streaming as the most popular form of music consumption, while barely a few years ago it labeled streaming as a budding exploration of over-the-top activities. Today, the budding exploration of that time has become number one. The times they are a changing would say Bob Dylan. Besides streaming, there is still such a thing as digital sales, the legal downloads. According to BEA, they account for 13 percent of the sales, which makes more than half of the music sales today digital. I have four questions on this, Minister. Auvibel should regularly study the damage suffered by copyright holders and holders of related rights who produce the exception called home copy. In what way do you see the impact of streaming on that shift of possession of music, either as an original or as a copy, towards a paying access? How do you see that evolution reflected in the damage budgeted by Auvibel? It would, of course, be logical for the damage to be seriously reduced by the shift. Do you see this in the study that Auvibel regularly makes about this? How does the "home copy" advisory committee evaluate the impact of these economic shifts on the damage caused by the home copy? Two years ago, you replied to my question that a study would be launched on behalf of the FPS Economy with the aim of carrying out an objective, methodological calculation of the damage actually suffered under that exception. It seemed to me at that time a very logical answer from you that it would be an independent study rather than a study carried out by the beneficiaries. This study would take into account not only streaming, but also legal downloads where explicit payment was made for the possibility of using multiple devices or thus a home copy, as is the case with the largest provider iTunes. The damage caused by illegal copying should also be excluded, as in the Netherlands, where this led to a 30% reduction in tariffs. How's the study going today? To what extent was the impact of streaming, digital sales and illegal use included? What are the results? How and when will the study be made public? How do you take these developments into account in determining the rates of the Auvibel tax? What plans do you have for this? How do you see the proceeds of that tax evolving? What plans do you have for possible tariff changes?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u112	Mr Dedecker, the impact of the phenomenon of streaming and other evolutions on the remuneration for private copies was indeed included in the study on the home copy fee carried out on behalf of the FPS Economy. During the preparation of the study, these were submitted several times to the "home copy" advisory committee, in which stakeholders were able to make their comments. In the meantime, the study has been completed, but results in a very large damage fork. Therefore, in consultation with the sectors concerned, we will try to gather more concrete figures in order to reduce this fork. We will then examine, in consultation with stakeholders and through consultation of the "home copy" advisory committee, whether, on the basis of the study and other relevant information, the current implementing measures can or should be adapted.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u113	Thank you, Minister, for your reply. As far as the large damage fork is concerned, I had heard this informally somewhere. I do not know the amount by heart, but it was indeed considerable. I know you have the money in front of you, but you didn't just give it to me. How can you explain that such a result is achieved in a study?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u114	(...)
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u115	Money thrown away, I'd think. If you put so much money into a study and you do not come to a sensible result, then there is a problem with the study. Consultation and consultation, that is the path that we have been following for a very long time; a path which you, of course, traditionally follow. I believe that, in addition to a really good study, which has been tried here, there are few alternatives. Above all, we must be inspired by what is happening abroad. In the Netherlands this has been done in a very serious way. There the impact of the digital economy has been seen and it has been concluded that the damage was much lower than was traditionally concluded. With us, the amounts per capita are much higher. I believe that we can get along with the neighbouring countries. In my view, our economy is not so different from many other European countries.
