ParlaMint-BE_2018-06-05-54-commissie-ic912x.u1	Ladies and gentlemen, we are starting our work, which will be stopped at 5 p.m.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u87	I don't fall down fast, especially when I see Maya the Bee with cigarettes. As far as the Samsonwurst is concerned, there is no specific regulation on the marketing of food products for children. It is also not evident to design final regulations in the area of food packaging or communication at the place of sale, without going into absurd rules on what may or may not be on the packaging of a food product. The sector has a self-regulatory code on food advertising aimed at children, which I support. The companies participating in the Belgian Pledge undertake not to advertise children under the age of 12 for a number of categories of unhealthy products such as chocolate and confectionery. For a number of other categories of food producers this is only done if the product in question meets certain standards in terms of composition. This concerns, among other things, the sugar and fat content and the fibre content, which must be sufficient. There is no advertising in primary schools either, except with the explicit agreement of the management. Last year, the pledge was extended from classical audiovisual media to online advertising on social media such as Youtube and Facebook. I would remind you that Belgium is one of the few countries where such commitments were made at national level. More than forty groups have signed the pledge. You were present at the performance, Mrs Dedry......................................................................................................................................................................... Packaging and communication at the place of sale are indeed outside the scope of the Belgian Pledge, but the advertising code also contains specific provisions on advertising aimed at children. Furthermore, in 2016 the Covenant Balanced Nutrition was concluded with the food industry, Fevia, and the representative of the distribution, Comeos. This should lead to a more balanced composition of food products on the Belgian market by reducing their energy content, including by reducing fats and sugars. In addition, there are still contacts to explore how we can support a label on food products to help consumers make the healthy choice. Some companies have already taken the run ahead and are already promoting healthy vegetables for children through, among other things, bugs and strangely shaped tomatoes. The 2014 food consumption survey of the then Scientific Institute of Public Health, currently Sciensano, shows that 36% of children between three and five years old and between six and nine years old eat fat meat products two and four times a week. About one child in ten is the case on a daily basis. It is the responsibility of parents to decide on the purchase of foods that children will use. If children are preached the same every day, then they will have no choice but to eat the same every day. If parents decide to put their kids on fat meals, they'll have to eat them too. The Länder carry out campaigns to raise awareness of the importance of a balanced diet, especially for children. It is also being worked by producers themselves, to make alternatives attractive through all kinds of issues for which children are sensitive. You also announced a legislative initiative in the article. Once you've examined that, you'll realize how complicated the problem is. It's hard for us to remedy that by regulating all kinds of things over our heads. We therefore continue to consult with the sector and underline the importance of this. If one knows one thing now, it is that people are concerned with health and with the relationship between nutrition and health. Especially for children, that is a sensitive issue. Like you, I think we should keep working on that. You are talking about regulation, but we are not clear how we can do that after examination. So we are looking for a solution in cooperation and in promoting healthy food.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u88	In addition to the answer you have just given, I have recently read that for the first time VIGEZ explicitly advocates a government-supported health label on food packaging. You have inter-ministerial contacts and you are working on the subject in working groups, but I think that is a very recent new element. The VIGEZ refers to the successful Nutri-Score from France, which was positively evaluated. The VIGEZ now apparently also advocates a mandatory system. Of course, Europe has to agree to this, but I am pleased that the position of the VIGEA goes a little further than it used to be. Did you know about that?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u89	I expect, first of all, from the VIGEZ, a Flemish institute, which makes recommendations for the level it covers. I'll take it with me, but it's just about those labels that we're discussing. In the dome not everyone appears to be united and it remains the question of what form to take, for example flashing lights or flags or anything else. It is clear that it must be one system and not seven systems, because then it will no longer be looked at. Furthermore, European legislation says that we cannot impose this obligation, but that everything is purely voluntary. We have all checked that out. We also have contacts with very large food producers and actors in the distribution chain. We try to come together with them to one kind of instrument and then the rest will follow. After all, it also calls for investment, which some people are opposed to. So we are trying to reach a consensus with the biggest players. There is criticism of every system, including in France: it is considered too small, illegible or too much information. Everyone does groceries and with a full cart it is not obvious to read a lot of information, otherwise we are all in the store for a long time. Others suggest just stay out of the store and buy through the short chain. That's very topical. A farmer's market has also recently been developed on my doorstep. Shorter the chain can not be: the spinach is harvested at 7 o'clock and at 9 o'clock one can buy it there, with the mud still attached, but very healthy. Other people say that one should not eat manipulated food, that one should go back to the source, back to raw food, for example by not eating cut fruit, because perhaps something might have been added to it. So there is a whole evolution going on. The fact that consumers want to get healthier food is a general trend. The consumer can make a choice.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u90	Madam Secretary, of course the VIGEZ cannot speak for you. If the VIGEZ speaks of a uniform food label, supported by the government, then I assume that it refers to Belgium and not Flanders. I notice that the VIGEZ now adds "state-supported" to it, and I think that is positive.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u91	Madam President, Madam Minister, I am increasingly confronted with language complaints in mosquito interventions in the region of Grapes, Tervuren, Overijse and Huldenberg. In Tervuren very often the mosquito of the UCL Saint-Luc is sent on site, in Overijse it is increasingly the mosquito of the hospital group CHIREC and in Huldenberg the mosquito of the Walloon Ottignies is often called upon. The aid workers of these mosquito services are very often Dutch out of power or are sometimes unwilling to speak to the patients in Dutch. This leads to dangerous situations. Indeed, people are under stress, because because of the fragile and difficult position in which they find themselves, it is not obvious to have to express themselves in a foreign language. It sometimes leads to misunderstandings, to a loss of time and sometimes to a worse situation. It doesn't stop there, because the patients are then transferred to hospitals where the language is also French, mostly against their will, even if they explicitly ask and beg to be taken to Gasthuisberg. In these hospitals, the necessary communication problems arise, both in the medical field and in the field of psychological assistance. Madam Secretary, are you aware of this situation? Are you prepared to adapt the current situation and look for solutions? If so, which one? When reforming the hospital landscape, do you take into account the language problems in this country? This can be done, for example, by rewriting the mosquito zones, by enforcing the language skills of emergency workers or by replacing the notion of the nearest hospital with the nearest hospital of one's own language.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u92	Madam President, Minister, Mr Spoormen has already outlined the problem in the region of the Grapes region, but the problem arises in all regions at the language border. As a result of incidents in Brussels and West Flanders, I have already questioned you about this in the past. You replied that the language problem would be considered, together with the overall evaluation and updating of urgent medical assistance. In the implementation of the government agreement, you and the Minister for the Interior set up the action to evaluate and update urgent medical assistance. More than a year ago, I asked you whether the question of language would be considered, to which you replied in the affirmative. You added that the plan was in the final phase of my most recent question in plenary on 30 March 2017. Madam Secretary, I would like to ask you, just over a year later, about a state of affairs. What progress has been made on the evaluation and adjustment of urgent medical assistance, as set out in the government agreement, and what progress has been made on its roll-out? How is a solution given to this language problem?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u93	Madam President, Mr Spooren, Mrs Pas, in the operationalization of the reform of urgent medical aid, the first phase of which is now being worked out, we only received funds for the first phase of the programme. In the first instance, it concerns the transparency of the urgent medical assistance bill, which includes tariff security for the patient. Secondly, we are moving towards a flat-rate financing of urgent medical aid. Thirdly, we are increasing the quality of medical dispatching. Fourthly, we are providing a path of policy support and enforcement. I am very aware of the language problem that you raise, which is not only in Overijse and Huldenberg, but along the entire language border. The language problems arise in both directions. That is why we have been looking for a sustainable solution. In this respect, we must admit that urgent medical aid will remain a specific and difficult area of action for the introduction of any solution in terms of linguistics. In health care, the patient has a choice. He or she may choose which practitioner he or she steps with a question of concern. However, the premise of urgent medical care is that the patient loses his right of choice and that the system provides the quickest possible help, because it is unacceptable in urgent medical care to delay life-saving activities for longer than necessary. The concept of linguistics is difficult to fit within that concept as a criterion. And so we have sought a solution in a broader context of the legislation on professional practice. There are solutions provided and there the last slope will be worked out for all aid workers. It concerns not only the doctors but also the ambulances, the nurses, in short, anyone who comes into contact with the patient when he or she needs help. I will not, therefore, go into urgent medical treatment by means of language regulations. We've been looking into that, and I can't. We will develop the last track further in the wider context of the legislation on professional practice.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u94	Madam Minister, this is a disappointing answer, and I do not agree with it at all. Firstly, you note that the patient loses his right to choose, because the notion of "closest to" is more important than language. That is not always the case. There are cases where the lack of language skills has more damaging consequences and creates far more dangerous situations than those few minutes, which is what it is about, that Gasthuisberg might be further than the CHIREC hospital group or the UCL Saint-Luc. Secondly, I've spoken to people from the sector. Hitting a mosquito is one thing. Once the mosquito is on the spot and the first medical aid is being administered, a few exceptions are no longer so urgent after the return to the hospital. So there is no driving that fast anymore. The patient is being treated on the spot. With the exception of a few diagnoses, the speed is not an argument for not driving to the hospital in which the patient can be cared for in his or her language. So I understand that there will be no solution, which is very disappointing.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u95	You did not understand that a solution was sought, but not within the reorganization of urgent medical aid. I would like to point out that urgent medical care means sending the best help to the patient as soon as possible. There are indeed language conflicts. Belgium is a country with a wealth of language borders and there are language conflicts. I'm looking for a solution, but not to intervene on my own. I'm not the dispatch service for urgent medical care. The day an ambulance is sent from the other side of the country, which means that the run-in time is too long and a dead man falls, I don't want that on my conscience. I will not question the expertise of those who believe that, on the basis of the patient's question, a mosquito is urgently needed, based on the patient's panic. I won't intervene there. That's not my job. They're responsible. They're doing the dispatching. They have to judge from where the ambulance can get there. In the field, it's more complicated. Here it is all easy; we are dealing with how it should be theoretical. You are right, it is necessary that the patient's language be spoken; so do I. But I'm not gonna interfere in the field. I have visited 112 centers often enough to know what a difficult task it is, when the question arises, for the patient to send an ambulance, a mosquito or a PIT. It may be that the ambulance comes from a French-speaking institution, where there is no knowledge of Dutch, but I tell you that there are also complaints on the other side of the language border. These may not end up with you, but with us.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u96	Madam Secretary, I am pleased that you acknowledge that there are complaints. When I questioned you about incidents in the past, you said that there were very few official complaints about this issue. I agree with you that time can be vital for rapid and adequate assistance. A few minutes may be important, and indeed one should not rely on the patient's panic. I do not agree with you at all, however, that language requirements cannot be included. The fact that so far there are still incidents involving mosquito or ambulance services in another language area without any of the members of those teams being able to speak the language of that language area can be as dangerous as one does not understand the patient or who is there. Not only time but also good communication with the patient are essential aspects, which can be of vital importance. Making sure that at least one member of the team who drives out at the language border understands both languages and can communicate with the patient seems to me to be a very important condition.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u97	Madam President, Minister, my question concerns the establishment of a committee for the evaluation of the law on the termination of pregnancy, also known as the abortion law. This evaluation committee must draw up a report every two years. Since 2012, this committee has not been constituted. However, this committee should collect statistical data and make recommendations for any legislative initiatives that could lead to a reduction in the number of pregnancy breaks or better guidance and care for women in an emergency. However, a double list of 16 candidates was proposed in the June 2016 plenary session. You must then indicate it yourself at KB. In the meantime, we are a year and a half away and the committee is still not composed. I have the following questions. Why can't we put this committee together? What elements will ensure that Members nominated by Parliament have not yet been appointed? This is aberrant, isn't it? What stage is the composition at? Is there a timeline with a set date for the completion of the composition?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u98	Minister, as my colleague has just pointed out, I am not going to repeat them. In any case, today they are not respected. On 22 December 2016, the Chamber sent you a double list of 32 candidates. You have to take a royal order. Why do you have a problem with this? Will you be able to fulfil your duty quickly by making the royal decree that will establish the new commission? As you know, hearings are currently being held in the Justice Committee. I therefore contacted the evaluation committee, whose secretariat was able to collect several data from the registration documents and the annual reports transmitted by the institutions. However, they have not been published since 2011, when the commission worked until 2013. However, this did not prevent its secretariat from continuing its work. This means, in short, that data from 2012 to 2015 are well collated. Members of the new commission - once installed - will have to comment on them so that they can make recommendations. In the meantime, we must of course be able to receive the raw data collected by the secretariat of the commission on terminations of pregnancy between 2012 and 2015. I therefore ask you to make them available to us through the secretariat of the committee. Once it has been established, it will issue its recommendations, which will then be transmitted to us through the usual channels. In view of the ongoing debate in the Committee on Justice on termination of pregnancy, we need to have this information available.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u99	Minister, my question is of the same order. It has been difficult to bring together the sufficient number of persons to fill the various categories of members of this commission. Nevertheless, Parliament has divided the persons into two separate lists and submitted them to the Government, comprising one of the effective members and the other of the alternate members. This was sent to you on December 22, 2016. Since then, we have not received any information on the designation. There was no decree published in the Monitor. Those who have applied, and who have been written to inform them that they have been selected, still do not know whether they will be effective or substitute, and do not know the practical information regarding the holding of meetings of this evaluation committee. In addition, we have, via INAMI, all the data since 2012, even though we have not had an evaluation report from the evaluation commission. I wish I knew your schedule and what you were doing about it. Is it possible to expect this new committee to provide rapid information on the latest data and figures available?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u100	Madam President, ladies and gentlemen, pursuant to Article 1 (2) of the Act of 13 August 1990 setting up a committee for the evaluation of the law of 3 April 1990 on the termination of pregnancy, amending Articles 348, 350, 351 and 352 of the Criminal Code and abolishing Article 353 of the same Code, the members of the evaluation committee are now nominated by Royal Decree from the double list by the Chamber of Representatives. As you have pointed out, it has had a lot of ground to find the number of suitable candidates to sit on the monitoring and evaluation committee. To this end, the definition of one of the categories had to be adapted by the Chamber, which also had a lot of feet in the earth. The double list of candidates, as approved by the Chamber, which was officially transferred to us by the Prime Minister's cabinet at the beginning of May 2018, turned out to be compiled in a different way than in the past. In the past, the Senate compiled that list. The Chamber has done so in a different way. The candidates on the second list do not all belong to the same language group as the corresponding candidates on the first list, for which they usually act as alternates. So there has to be a parity.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u101	It's okay.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u102	No, it's probably not serious, but, as you know, some are very sensitive to the linguistic role. [[(...): (...)]]
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u103	That was not the case either. It was then examined whether this could cause problems and, if so, whether the list of effective and alternate candidates should be amended, also taking into account Article 1 (2), second paragraph of the Law of 13 August, which provides that linguistic parity and pluralist representation must be respected when the members of the committee are appointed. The Council of Ministers now has to decide who, among the candidates, will be an effective member and who will be an alternate member. The file is being finalized and will be closed in the coming weeks. In the meantime, the Commission Secretariat has prepared the 2014 Report for 2012-2013 and the 2016 Report for 2014-2015. These reports can be validated as soon as the committee resumes its work. So we will suddenly get the six-year reports. The 2018 report for 2016 and 2017 is also being prepared. The institutions could transmit the latest data for 2016 until 30 April 2018. As regards the place and periodicity of meetings, timetables, etc., it is the responsibility of the committee itself. Article 1(2) of the above-mentioned Act provides that the Commission shall establish its rules of procedure. There is also something else: the letter sent by the Chamber has been lost. The minister only received a reminder. We don't know what happened.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u104	You say it was in May that you received it. We have the information that it would have gone away in December.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u105	We're almost ready. It should be noted that the lists were drawn up in a different way than what the Senate was doing before. We also have no expertise as to whether this can lead to gender issues. It's Echternach's procession!
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u106	Madam Secretary, allow me to regret that. I remember the euthanasia committee. Before that, we had passed on the names at the same time and had to change categories. Instead of professors, they were teachers. So I do not understand why this is so difficult for the abortion committee. In the previous legislature this continued to drag on in the Senate and there were also problems with language parity. I do not know what purpose is behind this, but I am very sorry that it means that we do not have any insight into abortion practice today. In the Netherlands, however, an evaluation is carried out every five years, through a thorough study. At least there is a good evaluation of abortion practice. This is where we have to guess what's going on today. Through hearings we hear different people, but I regret that we do not have a report, nor a thorough investigation as it is in practice in the Netherlands. There is a review every five years for any ethical legislation. We have nothing here, zero, brief data. I find it very, very difficult to work without recommendations and just to change legislation without knowing what it is about and without knowing which recommendations certain specialists have. The information available to the evaluation committee is also very brief. We need to look at how we can extend it. I think this is a very bad way of doing things and I hope that it will be resolved in the coming weeks. Otherwise, I think there's a will behind it, something I don't really want to think about. After all, this has been going on for six years.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u107	Madam Minister, thank you. This story is a little weird! I am not going to epilogue the reasons, the reasons and the question of whether to look malice or not, but the fact is that we have a serious problem and we have to deal with it. You have to do your job and take the royal decree that will allow this commission to be actually installed. I repeat again, Madam Minister, that the secretariat has actually recorded and collected these data. They are collated and, therefore, there is no reason to wait for the commission to be set up. When the commission is in place, it will make its recommendations. In the meantime, I ask that all the data collected by it be made available to us. This will allow for objective clarification of the ongoing discussions at the level of the Justice Committee. We will then wait for the commission to be set up to obtain the recommendations from its data. I would like to insist with you. This seems obvious to me: for several years now, we have been in an exceptional situation with this vacuum and non-compliance with the legislation. Let us implement and respect the legislation by taking this decision which, at the very least, will allow us to move forward.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u108	I, too, am surprised by the delay in the transmission of the double list. Waiting for a few more weeks seems to me very long. You've had this double list for a month. It is an order that, in my opinion, should be consensual. On the other hand, the fact that the Commission transmits the figures is somewhat complicated because there has been no validation, but the data have also been collected and transmitted by INAMI. There is therefore a direct source of information on these gross figures and not a report.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u109	No, the data recorded can only be released after validation. We will not develop an alternative data circuit. I agree that this is taking far too long now, for all kinds of reasons. They didn't find enough people to put that committee together. Then it would also have taken a long time before the amendment had been approved in the Chamber. Now it took a long time to get out of that list because there wasn't enough expertise, including with the FOD. At first they were told not to do so, that this was not their job. We cannot give alternative figures. These are the figures that are collected by the committee, as required by the law. They need to be validated and the royal decree is in the making.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u110	Madam Minister, we read in the press that everything is being prepared in Limburg to make the first legal cannabis plantation in our country operational, following the example of other countries, such as Canada, a pioneer in that area, where medical cannabis has been allowed since 2001. Apparently, our legal framework still stands in the way of that. We all know that. We believe that the importance of safe, medically tested and proven applications is paramount, so that patients or parents of patients no longer have to resort to illegal practices with potentially unsafe products. I have two questions on this, Madam Secretary. When will the legal provisions announced by you be there? Will there be sufficient guarantees that applications reach the right target group in a medically responsible way?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u111	Madam President, Minister, several studies around the world tend to show that cannabis can have medical virtues in the treatment of pain and certain pathologies. Thus, it appears that one of the cannabinoids, CBD, would be very effective in the treatment of serious childhood epilepsy. In terms of its effectiveness, several countries, including the United States, Canada, Switzerland or Germany, allow or are about to authorize, under conditions, the use of cannabis for medical use. Recently, the press reported the case of a nine-year-old epileptic girl whose seizures ceased following the use of cannabis oil. However, in the light of the legislation in force in our country, the parents of the child are now prosecuted. In the face of this situation and the plight of this family, your firm would have said that there was a need to allow access to cannabis for the pharmaceutical community step by step. Minister, can you tell us what these steps are? Furthermore, in view of what is being done in Canada, the United States, Switzerland or Germany, would you be inclined to allow pilot projects on the use of cannabis for medical use? If this is not the case, how do you justify this position? Finally, can you give us details of the brakes that prevent you from legalizing this type of product for strictly medical use?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u112	Madam Secretary, I can complement my colleagues. We are indeed in favour of the application or organisation of a first legal cannabis plantation in Limburg, but it is also intended as a research centre for medical cannabis. Are you in contact with this company? What legislative steps should be taken before this company can start operating effectively? Will that happen? If all legal steps have been taken, how will you determine the quality of the products and ensure that patients/users do not suffer any disadvantages? Finally, on my very old oral question No. 432 you once replied that there may be an opening for the medical use of cannabis in a strictly regulated, evidence-based framework. You have said this in the media recently. Does the start-up of this company mean that we can take steps forward, or that you can do so, in allowing medical cannabis within the evidence-based framework?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u113	Madam Minister, I was surprised to hear from the press that a colleague from the Open Vld claimed that you were preparing a royal decree to legalize the cultivation of therapeutic cannabis in order to produce oil for use, in particular, on children with heavy epilepsy. It was in this way that I had access to this information. I was surprised, because we have already had many exchanges on the extension of the use of cannabis for medical and medicinal use, to which I am very much in favour. I do not have any criticism to make if this is the evolution of things, but I would like to receive information from you. Do you confirm this information and the reasons for this possible authorisation? I would like to understand why you would specifically extend the use to epilepsy in minors. Is this related only to the production firm's project? Or are other factors taken into account in this regard? I still want to broaden the scope of the question by asking you when an expanded use of cannabis will be allowed for a whole series of pathologies. Other countries have done so, and patients are satisfied with it.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u114	There are two elements to this issue. Firstly, there is the possibility to use cannabis or cannabinoid for medicinal purposes. I would remind you of the KB for Sativex that I have prepared, which, although it is entirely focused on the use by MS patients with spasms that do not respond to the usual medicines. In the case of medical evidence, other matters could also be considered for this purpose. Secondly, there is the fact that we in our country do not have any cultivation to do standardised research into the effects of cannabis as a raw material for medicinal use. Much has been said about all possible effects, but no investigation has yet been carried out. My services are working on a proposal for legal provisions for the cultivation of standardized cannabis as a raw material for medical use. That is a proposal that needs to be discussed in the government. We are now seeking numerous opinions on this matter. I would stress that the legal provisions, including for research into cannabis, will be made possible for all companies in our country who wish to enter into them. They will also have to meet safety requirements and scientific requirements. They will therefore not be allowed to sell themselves, as is the case in the Netherlands. As far as cannabis-based medicines are concerned, only proprietary medicinal products are allowed. They are only granted after a strict evaluation period. This is not to give a gift to the pharmaceutical industry, but to ensure the quality, safety and effectiveness of such medicines. If we want to give these products to children, I believe that we have every interest in ensuring safety. With regard to this raw material, I would like to work step by step on a legal framework. I will only go further if there is a sufficient scientific basis for this. A first step has already been taken by a royal decree in 2015, with the possibility of placing cannabis-based specialties on the market. The next step will be the possibility of cannabis cultivation for scientific research and medical use. Depending on the results of the research, other applications could be considered. Today, we have not yet reached the licensing stage of the use of medical cannabis. I also stress that since 2015, there has been a possibility of placing cannabis-based proprietary medicinal products on the market. Such a product is already available for patients in certain indications. It is essential to ensure the safety of these products. I believe that a cautious approach is necessary. A company has indeed asked if it could develop a scientific project in a conversion site in Limburg, in Kinrooi. The necessary steps have already been taken, but I have reported that there has been a lack of a legal framework. We are of course in favour of a controlled culture when it can be used as a raw material for scientific research, because that will give us information on additional applications. However, the legal framework for this does not yet exist, and I cannot allow it at the moment, even as a pilot project, as this pilot project runs over several years. We cannot do that without a legal framework. We have therefore analysed the general legal framework and put forward a proposal that could remedy that gap. This proposal applies equally to all potential farms, because if they can be grown in Kinrooi, they can do so in other places in our country. This work was done in complete silence and discretion and then there comes the case of cannabis oil in a young patient, for whom one thinks a supposedly beneficial evolution thanks to that cannabis oil. However, that has nothing to do with it, because it is not oil produced there. That has come to light because the supplier of that cannabis oil had 250 other customers besides that family, after which the court raided and seized everything. This is to show how something can all roll and how two files are mixed up. And then the question is whether I'm against cannabis as a cure. Who would I be to deny our patients a better painkiller or a better cure for spasms? However, it must meet all the requirements, as with the pharmaceutical applications. It must be a safe, reliable and stable product. We must therefore have a controlled culture before a stable raw material can be developed. We will get there, only two very different files have been mixed up. I also see that the reactions are always anonymous and sometimes very bizarre. Anything for the patient's safety. I don't want any deaths on my conscience.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u115	Madam Minister, you may be surprised, but I fully agree with your cautious approach to the dossier. You haven't heard me cry with the wolves in the woods about cannabis oil. You are right, indeed, that it must be properly monitored and scientifically substantiated. Thank you for the state of play. If people can be helped, I hope that progress can be made quickly in this area.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u116	Small steps are being taken, and that is certainly positive. I'm also totally on the line that things have to be broader, but within the evidence-based framework.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u117	Minister, thank you for clarifying the somewhat confused information. I am in favour of allowing research for the use of cannabis in drug production. Products and experiences exist elsewhere and may be usable at home without having to repeat all the research.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u118	Questions No 25406 by Mrs Nathalie Muylle, No 25707 by Mrs Len Dierick and No 25771 by Mr Jean-Jacques Flahaux are transformed into written questions.
