ParlaMint-NO_2020-11-05.ana.ud400e60	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2020-11-05.ana.ud400e1207	Replicate cord shift complete. No more people have asked for the floor on case No. 6th@item: inlistbox
ParlaMint-NO_2020-11-05.ana.ud400e1226	At the request of the Finance Committee, the President will organise the debate as follows: 3 minutes per party group and 3 minutes per government member. In addition, within the allocated speaking time, there will be given a reply to replies from members of the government, and those who have signed up to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-11-05.ana.ud400e1233	This is a proposal for a representative in which the proposers propose to ask the government to propose changes to the rules for the pension of survivors and spouses in the statutory service pension schemes and in the compulsory pension laws, so that co-workers who have the right to inherit in accordance with the succession are treated as spouses when it relates to the rights of spouses and co-workers in the occupational and spouse pensions. Furthermore, it is proposed that proposals be made for changes to the provisions of the Law on Social Security if necessary in order to comply with the laws of the Legislature on Spouse and Sambuar. In the letter to the Committee, the Council of State states that the government is working on a legislative proposal in which the thematic link to the rights of people living in the public domain will be taken up. This case was made on 16 October and is being treated as a Prop. 13 L for 2020-2021 in the Labour and Social Committee, while we are having this debate. The proposal also includes the rights for community members to a public service pension. There may be several good reasons for equality between spouses andpartners when it comes to public service pension coverage, but any assessment should be made in the light of the changes being made in the population’srespect. In the case of private service pension schemes, there is now a broad framework for private sector enterprises to choose whether to provide benefits for the living of the service pension scheme and the level of benefits. Any change in the design of voluntary benefits should be considered in the light of the changes proposed in the public interest and, where appropriate, in the public service pension. In view of this, the majority have argued that it is not right to proceed with a decision now, all the time there is a bill for dealing with the labour and social committee.
ParlaMint-NO_2020-11-05.ana.ud400e1248	I take the floor just to point out that of course we believe that these proposals should have been adopted, so we are going to vote against the position that they should not be adopted. But when we do not take them up again and promote them, it is because, as the previous speaker pointed out, the government has now put forward a proposal for amendments to the People's Security Act for the Stortinget, which deals with, among other things. These problems, and that we then find it most appropriate to make proposals when dealing with that matter. I therefore do not go into the reality of the matter.
ParlaMint-NO_2020-11-05.ana.ud400e1253	The right considers that there are several good reasons for equality between spouses, partnerships and cohabitants with regard to the right to the survival benefit of public service pensions. Thus, for private enterprises, there is no obligation under the compulsory occupational pension law to have pension coverage for survivors, but if survival coverage is not agreed in collective bargaining agreements etc., enterprises may choose whether they wish to have such a scheme. The Occupational Pensions Act provides a broad framework for enterprises to choose the scheme they want, and in this context, benefits are usually life-long, although they can also be provided for a limited period of time. The Leaven Committee issued its report NOU 2017: 3, The benefits of Social Security for the Survivors – Proposals for reform. There is evidence that today’s life patterns are more diverse and less dominated by lifelong marriages. This is why the Ministry of Labour and Social Affairs is working on a legislative proposal that will address this issue. The right considers that an assessment of the changes in the survival benefits of public service pensions should be made in the light of the changes proposed in the social security system and that any right of survivors should be included as part of this review. A change in the rules of the statutory occupational pension schemes would result in a corresponding change in the rules of municipal occupational pension, and could also have consequences for the inheritance law, which needs to be clarified and clarified. The right considers, therefore, that there are several good reasons to equate spouses and cohabitants with regard to the right to the survival benefit of public service pensions, but it is important for the Right to consider any changes in the light of the changes that are assessed in the public interest when it comes to treatment. We believe it is important to see benefits to survivors in the context and will therefore vote in favour of the Committee's recommendation.
ParlaMint-NO_2020-11-05.ana.ud400e1266	Like those behind the proposal for a representative, I also believe that there are good reasons to have equal rules for cohabitants and spouses in terms of entitlement to a survivor's pension. I would therefore like to assess whether there is a need to make changes to the rules on private occupational pensions, but I believe this must be done as part of an overall assessment of the legislation. The government has recently put forward proposals to convert the benefits of popular security into survivors. Modernisation of public service pension benefits may be natural in the light of the changes that are now being proposed in the public interest. In any case, in order to have a comprehensive review and modernisation of the legislation on survivors' benefits, it is also natural to consider at the same time changes to the private schemes. Private occupational pension schemes shall comply with the minimum requirements of the compulsory occupational pension law. This includes, inter alia: that companies' schemes must have an old-age pension for employees and continue to save pensions in the event of incapacity. In addition, it is optional for such schemes to provide benefits to survivors. If the plan has survivors' benefits, it may be in the form of a spouse's pension, a cohabitation pension or both. In the case of a spouse pension, a pension to registered partners shall also be included. Figures from Finance Norway show that divorce and cohabitation pensions are not widely used in defined contribution schemes, which are the most common form of private schemes. Only 3 pst. of the defined contribution schemes, there is a spouse's pension or a cohabitation pension today. I believe that the freedom of choice of companies as to whether or not the schemes should have survivors' benefits should be continued. In addition to statutory minimum pension requirements for employees, enterprises should be able to continue to adapt schemes to their economy. Therefore, I do not intend to propose changes in the freedom of choice to have survivors' benefits.
ParlaMint-NO_2020-11-05.ana.ud400e1279	No more people have asked for the floor on case No. 7th@item: inlistbox
ParlaMint-NO_2020-11-05.ana.ud400e1296	At the request of the Finance Committee, the President will organise the debate as follows: 3 minutes per party group and 3 minutes per government member. In addition, within the allocated speaking time, there will be given the right to reply to replies from members of the government, and those who may sign up to 3 minutes on the list of speakers in addition to the allocated speaking time.
ParlaMint-NO_2020-11-05.ana.ud400e1303	First, on behalf of the rapporteur, I would like to express my thanks to the Committee for the good cooperation in this matter. The ability to reduce emissions from the transport sector is crucial if we are to achieve the goals we have set to reduce greenhouse gas emissions. This is why the government has implemented many changes to the car tax system, so that it gets twisted in a greener direction. It shall be profitable to choose low-emission cars, whether hybrid or electric. This powerful policy has resulted in the targets for emissions from the car park set by Stortinget being achieved three years in advance. That's very good. Six out of ten new cars sold in October were electric. This shows that the policy is working. Right-wing believes it is important that we now follow up the process the government has set up in connection with a new and sustainable car tax system from 2025. The government is now in dialogue with the industry and is getting an idea of how best to do this. The goal of only zero-emission cars in the new car sales from 2025 is fixed, and we are on the right track to achieve the goal. The Granavolden platform is clear that the benefits associated with non-recurring taxes and VAT are to be continued beyond this charging period. That is why we on the Right want to support the work that the government is now doing. I look forward to the government completing this work, which is broad and involves the entire industry and all actors, and comes back to Stortinget in an appropriate way.
ParlaMint-NO_2020-11-05.ana.ud400e1314	The conversion of car charges that premium lower emissions — and for electric cars the full exemption from both one-off and VAT — has been a success. The goal has been a more climate friendly car park, and we have received that. The electric cars now make up 60 pst. of new car sales, and fossil cars emit less. The profit has gone to the climate and people who have bought a new car with an ever lower charge. People with extra good advice have got an extra big gain. Half of those who buy an electric car have 50 pst. income higher than that which only owns other types of cars. A not surprising side-effect of this success is a growing gap in government revenue, summing up to 12.4 billion in 2019. kr. There has been a broad consensus in the Storting on this policy and on the objective: that people in 2025 only choose zero-emission cars – with corresponding growing gaps in the state treasury, which worried even the previous Minister of Finance, from the Progress Party. It is also widely agreed that we need a new car charging system. The government has started work and received input from the industry, but this is urgent. How long are electric cars to be discriminated against in terms of VAT and user charges? Electric cars also wear on the roads, whirl up asphalt dust and take up space in the cities. I don't think anyone thinks the two things that are going to have zero moms are culture and electric car. In reality, the VAT exemption constitutes State aid exempted from this year only. We still don't know if it's being accepted in the future, as the government adds up to it. So why hasn't the government cleared it up before? We believe that the VAT exemption should be gradually removed in order to avoid an excessive transition, and will repeat our proposal last year that electric cars be subject to VAT for the price from NOK 600 000 up and down, in our proposal for a State budget. We believe that a new and sustainable car tax system must be based on principles that do not require exemptions for specific car types, neither in terms of purchase fees nor user charges, and where the competitive advantages are linked to the level of emissions. Work on the new system should aim for the widest possible agreement with industry and organisations – and here in the house. Everyone has earned a broad political agreement on the car charges, as we have actually had at present. With this, I address the two proposals that the Workers' Party is promoting together with other parties.
ParlaMint-NO_2020-11-05.ana.ud400e1333	The representative Svein Roald Hansen has drawn up the proposals he referred to.
ParlaMint-NO_2020-11-05.ana.ud400e1338	The size has decided that from 2025 only zero-emission cars will be sold. It is essential to achieve Norway’s climate objectives, and we need to strengthen the means to get there, not weaken them. Therefore, I must say that I am quite concerned about this proposal from the Red, and not least the comments from various parties in this Chamber. The most important thing must be that we achieve the 2025 target, but unfortunately it does not sound like that, because that is not even mentioned in the Red's proposal. They only propose unilaterally to weaken the power of an electric car, and several other parties here follow in that regard. Then we don't reach our climate goals. By leaving the 2025 target in control, VAT could well be phased in on the most expensive electric cars while safeguarding the competitiveness of electric cars. SV therefore proposes the following order: first we have to close the gaps in the leasing market, then tighten the differentiation between electric and fossil cars through increased charges for fossil cars and then introduce VAT on electric cars, gradually and predictablely. Remember: 90 pst. Of the cars in Norway, fossil cars are still sold more in Norway than electric cars. The electric cars sell best in the car segments with the smallest cars. Intermediate cars and larger cars have a significantly lower electricity ratio than the car segments with small and compact cars. So the car segment with the largest electric cars, which both have a long range and are district- and family-friendly, is that segment with the lowest electrification ratio. The electric cars are generally much less competitive in this segment, but it's also in this segment that we find the fossil cars that pollute the most. And it's these cars that are being taken with this proposal. Now, if we unilaterally impose charges on the big cars segment, more people will just buy petrol or diesel cars, and the climate targets are getting harder to achieve. Significant incentives are still needed for electric cars in Norway through tax exemptions and increased charges for petrol and diesel cars. Therefore, SV is currently promoting several proposals to combine the phasing-in of electric car charges in order to achieve the 2025 target. Because that's actually what targets us, too, in terms of our national climate targets. With that, I'll take up SV's proposal.
ParlaMint-NO_2020-11-05.ana.ud400e1349	The representative, Kari Elisabeth Kaski, has drawn up the proposal to which she referred.
ParlaMint-NO_2020-11-05.ana.ud400e1354	I am also one of those who respond to these proposals. Our electric car policy works in Norway. We've been on it for a long time. And by the fact that the Left has at least had a big impact on it, we've been holding on to the last two major periods. We're going to reduce our emissions by 50 pst. by 2030. To do that, we have to achieve the goal of just selling a zero-emission vehicle by 2025. This became a return agreement in 2016, and it is for the Stortinget to maintain the objective of selling only a zero-emission vehicle. It must also lead to any changes in charges. We need to know that we reach the goal before we can bring about changes in the charging system. We have the world's highest electric car share today. Last month the share was sold 60 pst. We're probably 50 pst. for this year. But that's where we need to be. If we're going to achieve the goal, the share we sell must be 60 pst. Next year, and we have to reach 70 pst. the following year to complete 100 pst. in 2025. I see that it is a proposal that we can alternatively ban 2025, but we do not have that possibility. It is in the EEA Agreement that this possibility has not been delegated to each EU country. That's why we can't do it either. Therefore, the charging system is the possibility to achieve the target. I don't understand why you have to go away from what works now, because as mentioned earlier, it's still only 10-11 pst. of the zero-emission vehicle fleet. If we look at the whole country, there's a big overrepresentation of those who have now benefited from the tax exemption, who live around the big cities. What we need now is to hold on to this, so it's an offer for the whole country, and to get up the share of zero-emission vehicles across the country. It is also a good district measure to maintain the benefits, so that everyone can have the opportunity to make the necessary transition from traditional cars to zero-emission vehicles. It is also the most effective climate action we have. It is essential at the moment of purchase that it is advantageous and that zero-emission vehicles are competitive. That's how we have it today, and this we have to hold on long enough to know that we're reaching the goal in 2025.
ParlaMint-NO_2020-11-05.ana.ud400e1367	The proposal that has been made here – to find out different models such as the cuts in the tax exemption for the most expensive and heaviest electric cars, and to get back to the Stortinget in an appropriate way – seems that a number of parties should be able to stand behind. Based on the public debate, in the context of party programming processes and in other contexts, I have recorded that this kind of proposal is being discussed, including in my own party. Getting knowledge, asking the government to set up different models for it, is something the Storting should be able to join. Then the Storting will have the opportunity, at a later stage, to decide at an appropriate time how to deal with the knowledge that one has acquired through such investigation work. Therefore, we believe that it makes sense to make such an investigation, but not to conclude at this stage. I would like to take up with it the proposal of which the Central Party is part.
ParlaMint-NO_2020-11-05.ana.ud400e1374	The representative, Sigbjørn Gülsvik, then drew up the proposal he referred to.
ParlaMint-NO_2020-11-05.ana.ud400e1379	Replacing fossil cars with electric cars is an important measure to cut greenhouse gas emissions in the transport sector, and various charges between fossil cars and electric cars are a good tool to achieve this. However, since the exemptions for electric cars, i.e. exemption from VAT and a one-off charge, do not have a maximum limit, the current charging model has some unfortunate results. Those who can afford the most expensive electric cars also receive the largest subsidies. If, on the other hand, you have a salary that does not provide room for buying a new electric car, or works at times or places that make it impossible to take a bus or tram, T-Bahn or trains, you have to pay more in tolls and charges with today's charging policy. We want a fair environmental policy to ensure that the population is brought up with the necessary measures to reduce emissions, and then we have to distort the subsidies from the most expensive and heaviest electric cars to better and cheaper public transport and the development of charging infrastructure across the country. Figures from the SSB show that new purchases of electric car are more restricted to those with the highest income. 64 pst. electric car households also have at least one diesel or petrol car. Those with good advice can stay with both a fossil car for cabin use and an electric car to drive cheaply in the bombing with, while too many others are not at all an alternative, either because it is too expensive, or because there is no charging infrastructure nearby. The total tax advantage for electric cars has been estimated by the government to be SEK 19.2 billion. kr for 2020. This doesn't go to everyone, but those with the worst advice get the least out of the way the system is rigged today. We believe that the part of the subsidies that goes to the most expensive and heaviest luxury cars bought by those who have the best advice should rather go to environmental measures that benefit most people throughout the country. We can do that by, for example: to strengthen the collective offer also outside the major cities, cut the price and/or value added tax on buses, trams, rail and trains and by introducing national maximum price for ferries along the county roads. We need to facilitate renewable energy to replace fossil energy for transport by expanding the charging infrastructure for electric cars in residential, communal and outside cities, strengthening the support system for shore-side electricity for ships in ports and through state funding for conversion to environmentally friendly ferries. With that, I take up Red's proposal in the matter.
ParlaMint-NO_2020-11-05.ana.ud400e1391	Then the representative Björn Moxnes has drawn up the proposal he referred to.
ParlaMint-NO_2020-11-05.ana.ud400e1396	The government's objective is that all new passenger cars and light vans should be a zero-emission vehicle in 2025. Electric car policy is central to achieving this goal, including in the future. The sale of new zero-emission cars has risen sharply in recent years, from a share of 17 pst. in 2015 to about 50 pst. in 2020. This includes, inter alia: a result of the government's electric car policy. At the same time, all the tax exemptions lead to a significant decrease in the country’s revenue from the car charges. These revenues have fallen from 63 billion. SEK in 2013 to about 40 billion. kr in draft State budget for 2021. If all new cars become zero-emission cars in the long term, this is not economically sustainable. There is a contrast between a rapid conversion of the car fleet and the need for state revenues. It creates some challenges. Technological developments have also made electric cars today much more reasonable and attractive for consumers than at the time of the introduction of the current tax exemption. This is why the government of the national budget for 2021 has presented principles for a sustainable car tax system from 2025. In working on the principles, the government has received input from and listened to representatives from industry, the environment and other stakeholders. A future car charging system needs to be adapted so that almost all cars will be zero-emission cars. A sustainable car tax system must praise the external costs of vehicle use. The system must impose charges on both the purchase and ownership of vehicles and must be based on a stable charging basis. The system must be technologically neutral and must take account of distribution considerations. The transition to a new car tax system should be gradual and predictable. By presenting these principles, the government wants to contribute to increased predictability of the direction in which car charges will change in the coming years. The government believes that the conversion to a sustainable car tax system should start now. That is why, in the budget for 2021, we have proposed some minor changes to the car charges that will move in that direction. In the future, the government will consider several changes in line with these principles.
ParlaMint-NO_2020-11-05.ana.ud400e1411	It's going to be line change.
ParlaMint-NO_2020-11-05.ana.ud400e1416	I heard the Council explain some principles about a new car tax system. I expect him to agree that it would be an advantage if we had the widest possible political agreement on it, so that it would not be subject to change with changing governments. So then the question is how he will more specifically involve Storting in that work, so that we can ensure the widest possible agreement on a new system.
ParlaMint-NO_2020-11-05.ana.ud400e1421	Now I hope for predictability in terms of both who is in government, and what principles we follow. For the first thing, it's up to the voters next harvest. We have put forward the principles precisely because we want to get a broad anchoring of them and that they should be involved in creating predictability. The work of the Stortinget will have to take account of a broader lashing, so there are issues that need to be assessed in the Financial Committee and in the work that the Government is now doing with the 2021 National Budget, where the principles have been presented.
ParlaMint-NO_2020-11-05.ana.ud400e1428	Predictability is good, but new ideas and better solutions can be better. In electric car policy and the debate around it, it often appears that only the size of the wallet is relevant to whether you buy an electric car or not. But the reality is that it is also closely related to whether you have the ability to charge your electric car or not. That's why we see that there are several people living in single homes, with good access to charge in their own garage, who can buy an electric car, instead of people living in blocks, housing camps and joint stores. In the Granavolden platform, the government promises to put in place a support mechanism to enable housing law and joint ventures to establish charging infrastructure for those living there. There has been a change in the law that has been positive, but there is still a great need for such a support scheme, as it is expensive for many communities and housing laws to install charging capacity. So the question is, when does that aid scheme come?
ParlaMint-NO_2020-11-05.ana.ud400e1439	First of all, I want to say that I think it's important to discuss these questions, and that we have the different sides to this. Yes, it is important to ensure tax revenue to the country. Yes, it is important to ensure that we have an environmentally sustainable car park, and that we are able to achieve the goals we have set for 2025. We have prioritised putting in place this change in the law on housing law, and I record that there are several people who have already taken such initiatives, and that there are more possibilities for letting down in housing laws. I am not aware of how the work on any aid scheme is now. I guess it's something that the Ministry of Municipal Affairs and Modernisation or the Ministry of Climate and Environment will work on, so it's possible to send questions about that in the further budget work.
ParlaMint-NO_2020-11-05.ana.ud400e1446	The cord shift is over. The following speakers also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-11-05.ana.ud400e1453	In 1989 I stood in the Prince's Gate in Trondheim with a gas mask and a poster saying "The car suffocates the city". Nature and Youth were responsible for the action. The air pollution in Trondheim was very serious due to emissions from the polluting car traffic. Today the situation is much better. Some of them are thanks to the electric car revolution. Norway has the highest electricity car share in the world. Finnmark actually has a higher electric car share than California, and the county can now be congratulated with an electric car record in October: Four out of ten new cars purchased were electric cars. 90 pst. Unfortunately, there are still fossil cars in Norway, and more fossil cars are still being sold than electric cars. It is environmentally irresponsible to reduce the benefits for electric cars, as Red proposes today. The largest electric cars that have both a long range and are district- and family-friendly are the car segment where there are fewer electric cars sold. In this segment, electric cars are much less competitive, and here we find most fossil cars that pollute the most. Red's proposals also mean that people in the districts are not allowed to participate in the electric car revolution. They're locked onto fossil cars, which we know are just going to be more expensive and more expensive to use as the cost of pollution goes up. The Red's proposals also affect Norwegian industrial workplaces. A few weeks ago, I was with Elkem in Kristiansand. They have established a battery graphite production pilot plant, some of which will go to electric car batteries. Furthermore, we can produce Norwegian aluminium mills, which produce aluminium used by electric car manufacturers. The establishment of a battery factory in Sørlanden is now also being discussed. In today's edition of Fädrelandsvenn, we can read statements from the innovation manager in Morrow Batteries, Bård Karlsen, who says: ‘Nickel, manganese, cobalt, graphite, silicon, aluminium and copper are all key inputs in battery production. Everything you have within an hour's distance from here. It's totally unique. And then the process industry in South Africa is world-class, which is also crucial for a battery factory here." The aim of the new battery factory is to supply batteries to the largest industry in Europe: the automotive industry. More than 2 000 jobs can then be created in South Africa, and there is a huge effort to show that the electric car revolution is a major contributor to job creation in Norway. By weakening the electric car revolution, as Red now suggests, without implementing the ever greater tax increases for fossil cars, both climate and Norwegian industry will lose. We are left with increased emissions and fewer jobs in industry.
ParlaMint-NO_2020-11-05.ana.ud400e1471	Time's up. It's voting time. 14, so the representative Moxnes has to make his statement after the vote.
ParlaMint-NO_2020-11-05.ana.ud400e1483	Then we're ready to vote, but first Sigbjørn Gülsvik gets the word.
ParlaMint-NO_2020-11-05.ana.ud400e1488	Case No. 5th@item: inlistbox In the light of the debate on the matter, I would like to re-examine the proposal for a transmission proposal.
ParlaMint-NO_2020-11-05.ana.ud400e1493	It's noted. The deposit will first vote on case No. 7 on Tuesday's map.
ParlaMint-NO_2020-11-05.ana.ud400e1507	In the course of the debate, 11 proposals have been put forward in all. It's proposed no. 1-7, by Lise Christoffersen on behalf of the Labour Party, the Centre Party and the Socialist Left Party proposal No 8, from Lise Christoffersen on behalf of the Labour Party and the Centre Party proposed no. 9 and 10, by Lise Christoffersen on behalf of the Labour Party and the Socialist Left Party proposal No 11, from Solfrid Lerbreck on behalf of the Socialist Left Party Proposal No. 11, from the Socialist Left Party. The proposal reads as follows: «The Government is asked to tighten up the conditions under which disproportionate burdens can be used as arguments for exempting undertakings from the universal design of their own activities.» The Greens and Reds have already given their support to the proposal.
ParlaMint-NO_2020-11-05.ana.ud400e1539	Proposal No. 9, from the Workers' Party and the Socialist Left Party. The proposal reads as follows: ‘The government is asking for secure e-election solutions for the blind and partially aware of future municipal and county elections and decision-making, church elections and elections to the Sameet.’ The Greens have already given their support to the proposal.
ParlaMint-NO_2020-11-05.ana.ud400e1556	Proposal No. 10, from the Labour Party and the Socialist Left Party. The proposal reads as follows: ‘The government is asked to assess the introduction of a universal design requirement in the cultural sector and to provide accompanying documents to persons who need to be accompanied, as input requirements for public support for cultural events.’ The Greens and Reds have already given their support to the proposal.
ParlaMint-NO_2020-11-05.ana.ud400e1573	Proposal No. 8, from the Workers' Party and the Center Party. The proposal reads as follows: ‘The government is asked to provide an assessment of the conditions under which disproportionate burdens can be used as arguments for exempting operators from universal design of their own activities.’ The Greens and Reds have already given their support to the proposal. The Socialist Left has already received subsidiary support.
ParlaMint-NO_2020-11-05.ana.ud400e1600	Alternatively, between the recommendation and the proposal No. 1-7, from the Labour Party, the Centre Party and the Socialist Left Party. Proposal No. 1 sounds: ‘The Government asks the Government of a new Universal Design Action Plan, notified in 2021, to set a deadline for Norway to be universally designed by 2035.’ Proposal No. 2 sounds: «The size asks the government to incorporate «Veikart. Universally designed secondary school 2030 ’ in the forthcoming Universal Design Action Plan, and providing adequate incentives.’ Proposal No. 3 sounds: ‘The government is asking for the universal design of the transport sector to be incorporated as a general principle into a new national transport plan in order to achieve the universal design of Norway by 2035.’ Proposal No. 4 sounds: ‘The government is asking for proposals to amend the anti-discrimination legislation to include the right to information, goods and services for people with disabilities.’ Proposal No. 5 sounds: ‘The government is asked by the government to require municipalities to ensure that all polling facilities and meetings of municipal and urban authorities take place in universally designed premises.’ Proposal No. 6 sounds: ‘The Government is asked to ensure that all construction and means of transport are equipped with evacuation equipment to ensure safe evacuation for disabled persons.’ Proposal No. 7 sounds: ‘The government is asking the government to ensure that emergency plans for disasters also take account of people with disabilities.’ The Greens and Reds have already given their support to the proposals.
ParlaMint-NO_2020-11-05.ana.ud400e1650	The size then goes to voting on the case no. 1 to 6 on today's map. Case No. 1 was the statement from the Prime Minister.
ParlaMint-NO_2020-11-05.ana.ud400e1683	A total of three proposals have been put forward during the debate. It's proposal No 1, from Sigbjørn Gælsvik on behalf of the Center Party and Red proposed no. 2 and 3, from the Bears Moxnes on behalf of Red Proposal No. 2 and 3 from Red. Proposal No. 2 sounds: ‘The Swedish Government’s audit is requested to review the role of the government in the appointment of the new Director of the Oil Fund, including the Authority’s exercise of the State Council, participation in the Back to University event from the Government and other relevant aspects of the Riksrevision to be verified.’ Proposal No. 3 sounds: ‘The Government asks the Government to assess whether the Governor of the Central Bank in the case of the appointment of Nicolai Tangen has complied with his service obligations as set out in Paragraphs 2 to 12(c) and/or (e) of the Central Bank Act.’
ParlaMint-NO_2020-11-05.ana.ud400e1721	Alternatively, between the recommendation and proposal No. 1, from the Center Party and Red. The proposal reads as follows: ‘The Government asks the Government to ensure that the Oil Fund is managed from Norway.’
ParlaMint-NO_2020-11-05.ana.ud400e1764	During the debate, Mr Gülsvik presented a proposal on behalf of the Central Party. The proposal has been turned into a transmission proposal with the background to the debate. The suggestion sounds in changed form: ‘It is recommended that the government ensure transitional arrangements to ensure that candidates who have commenced Bachelor’s training with a view to obtaining recognition as State-authorised auditor in accordance with today’s rules are respected.’; The President proposes that this proposal be sent to the Government without any justification of the facts. - It's a note. The Committee had recommended that the Storting should take the following decisions:
ParlaMint-NO_2020-11-05.ana.ud400e3443	The title of the law and the law will be the subject of a vote.
ParlaMint-NO_2020-11-05.ana.ud400e3453	The law decision will be passed until a second time treatment is given in a later Storting meeting.
ParlaMint-NO_2020-11-05.ana.ud400e3465	Two proposals have been put forward during the debate. That is the proposal No. 1 and 2, by Ingrid Heggø on behalf of the Labour Party, the Central Party, the Socialist Left Party, the Green and Red Environmental Party. Proposal No. 1 sounds: ‘The government is asked to change the mandate of the Norway-to-Norway 2025 sample, in order to analyse and describe in particular the social and geographical distributional consequences of the pandemic and the crisis measures, and to support the proposed action in the long-term objectives of reducing inequality and high levels of organisation.’ Proposal No. 2 sounds: ‘The government is asked to change the composition of the ‘Norway to 2025’ sample so that the sample is made up of a broad and party-based sample, rather than an expert sample.’ These proposals and the recommendations of the Committee shall be replaced by an alternative vote. The Committee had recommended that the Storting should do the following:
ParlaMint-NO_2020-11-05.ana.ud400e3505	In the event of an incursion during Tuesday's briefing, reference number 89 Document 12 Constitutional proposals were submitted on 163rd and 164th annual reports sent to the Committee on Control and Constitutional Affairs. [[2019-2020]] It is the right professional committee, but the document should be referred and sent to the committee when the Stortinget has merged after the next choice. We'll go to today's press releases. 1st@item: inlistbox Representative of Solfrid Lerbreck and Nicholas Wilkinson on ensuring assistance for children during long-term hospital stays (Document 8:44 S [[94]] [[2020-2021]] 2nd@item: inlistbox Representative proposal by the depositors Solfrid Lerbreck and Audun Lyssbakken to correct errors in the legislation that result in the loss of a pension (Document 8:45 S [[95]] [[2020-2021]] Samr. : No. 1 and 2 will be sent to the Labour and Social Committee. 3rd@item: inlistbox Representatives of the Landfill Representatives Nicholas Wilkinson, Karin Andersen and Freddy André Øvstegård to ensure equivalent and good rehabilitation services throughout the country (Document 8:43 S [[96]] [[2020-2021]] 4th@item: inlistbox Representative proposals by Mr Nicholas Wilkinson, Mr Kari Elisabeth Kaski, Mr Lars Haltbrecken and Mr Karin Andersen on health care for all in Norway, also for paperless migrants and EEA citizens without health insurance (Document 8:46 S [[97]] [[2020-2021]] 5th@item: inlistbox Representative proposals by Kjersti Toppe, Ole André Myhrvold, Jenny Klinge and Marit Knutsdatter Strand on a wide review of the supply of children and young people in need of help for mental distress and suffering, and measures to strengthen child and youth psychiatry in Norway (Document 8:47 S [[98]] [[2020-2021]] Samr. : No. 3 to 5 will be sent to the Health and Care Committee. 6th@item: inlistbox Representatives of the Landingsrepresentatives of Stein Erik Lauvås, Sverre Myrli and Kirsti Leirtrø that Statens vägvesen traffic station at Mysen in Inner Eastfold is maintained (Document 8:41 S [[99]] [[2020-2021]] Samr. : Sent to the Committee on Transport and Communications. 7th@item: inlistbox Representative’s proposal for the democratic anchoring of Norway’s work in the United Nations Security Council (Document 8:39 S) by Mr Björna Moxnes [[100]] [[2020-2021]] Samr. : Be sent to the Foreign and Defence Committee.
ParlaMint-NO_2020-11-05.ana.ud400e3559	We are continuing with the debate on substance. Eight. The next speaker is the Bears of the Moxnes.
ParlaMint-NO_2020-11-05.ana.ud400e3564	I would like to thank you for the debate. So I might encourage the representative Haltbrecken from SV and others to read the Red's proposal a little bit more thoroughly. It is therefore wrong to claim that Red proposes to unilaterally weaken the advantages of electric cars. No, Red will put a roof on the benefits and rather use the funds left over to expand environmentally friendly transport infrastructure as charging stations for electric cars throughout the country and better and cheaper public transport for most people. Instead of bottomless subsidies to luxury electric cars, this will provide a fairer environmental policy for most people. We save neither Norwegian industry nor the climate by throwing subsidies at those who have the highest income and live in central strata. So both the Progress Party and the Workers' Party have made themselves quite tall and dark in media play about introducing tax caps on expensive or heavy electric cars. I think that Hadia Tajik said it relatively concisely just a year ago, that there is a limit to how expensive cars the state should subsidize. And there are many who respond to the fact that there are large subsidies for the purchase of Porsche Taycan, Audi e-tron or the most expensive and heaviest Tesla model. It's about luxury cars that now get large subsidies, which are paid by most people. The Labour Party and the Advance Party have been clear that they want to do something about this, but are therefore opposed to our proposal, and I think that is strange.
ParlaMint-NO_2020-11-05.ana.ud400e3571	Well, I've read the proposal from Red very well, I. There's nothing there about increasing the fees on the fossil cars, the big fossil luxury cars. It may not be a problem for Red that the fossil luxury car Porsche Cayenne has become significantly cheaper in recent years. A proposal is promoted that will unilaterally increase the cost of zero-emission cars, without at the same time making the fossil cars in the same segment even more expensive, to ensure that the electric car wins the competition. If Red had meant it, they could have gone into the proposal of the Socialist Left Party, the Green Party and the Labour Party, because it ensures that the electric car will win the competition in the future. We are now standing, as I said in my post, in front of a green industrial revolution in Norway, where we are investing in battery plants to deliver batteries to zero-emission cars around the world. We are in front of a solid bet country and beach around that will be of great importance for the work on cutting emissions from road traffic. I note that instead, with its proposal, Red wants to strengthen the fossil car industry rather than to support the green industrial revolution that we are now witnessing in Norway. My final score from now on is quite good: what we are left with is increased emissions of greenhouse gases and fewer green industrial jobs in Norway. That's too bad.
ParlaMint-NO_2020-11-05.ana.ud400e3578	The representative Bears Moxnes has spoken twice before and gets the word for a short comment, limited to 1 minute.
