ParlaMint-NO_2020-06-16.ana.ud39e93	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2020-06-16.ana.ud39e1746	Non-profit institutions serving households have a central role in the provision of health and care services as providers of both specialist health services and community health and care services. In total, the ideal share is about 5 pst. The government will continue to strengthen the role of non-profit institutions in the service. That's why we've set ourselves the goal of doubling the ideal share of the overall healthcare service to 10 pst. At the same time, I would like to mention that in this area, too, we have to rely on weaker achievement than foreseen because of the corona situation. Several interventions have been taken to ensure the achievement of the objectives of the specialist health service. I have asked health regions to follow up the goal of non-profit growth and to further develop their strategies with this in mind. I have also asked them to consider setting quality requirements that take better account of the specificities of the ideal suppliers, including: equal opportunities and the use of volunteers. In 2019, health regions were commissioned to include the ideals in their planning and development work. They shall not build offers which compete with existing offers from idealle. The twelve non-profit hospitals with a long-term operating contract form an important part of the overall service provision. They will also be part of the 19 health communities to be established. The free choice system allows the patient to choose treatment from authorised private suppliers. A significant share of the suppliers of the scheme is ideal. When a service is included in the free choice of treatment, it opens up in order to allow even more non-profit actors to be accepted. The government will also strengthen the ideal role of municipal health and care services. We would like, among other things: look at free user choice. Centrally here is the Swedish model, where all suppliers who meet the specified criteria can provide services on behalf of the municipality. The government has requested to assess the economic impact by covering the historical pension costs of NPISHs for the municipal and county sectors, and we will come back to the case when we have an overview of the economic impact. The Ministry of Economic Affairs and Fisheries has recently considered proposals to reserve acquisitions for ideals. The Digitalisation Directorate has developed a new guide on the acquisition of health and social services to demonstrate how competitions can be organised with a view to increasing the number of ideals to participate. The government will facilitate more diversity in healthcare and has an ambitious policy to strengthen the ideal features of the service.
ParlaMint-NO_2020-06-16.ana.ud39e1761	It's going to be line change.
ParlaMint-NO_2020-06-16.ana.ud39e1766	Voluntary NPISHs have done a great and important job in our healthcare system for many decades. In some areas they have also been guides and have established services that have been lacking under public authority. Good examples of this are found in both care and rehabilitation. But we also see examples in our time. In the last decade, the Children's Palliation Association has done an impressive job of raising the follow-up of dying children and their relatives. In the draft revised State budget, there is now a means of starting work on establishing a children’s hospice in the South. At the same time, some specialist health professionals have been critical of this. How will the Minister of Health contribute to the future development of good cooperation between the specialist healthcare service and – in this case – the Children’s Palliative Association with the follow-up of dying children and their relatives? And what does the Council of State do to make this offer a complement to the public, rather than to have an unfortunate situation where some professionals perceive them as a competitor?
ParlaMint-NO_2020-06-16.ana.ud39e1775	We have done so, among other things. in writing. - (PT) The European Parliament, the Economic and Social Committee and the Committee of the Regions have made a number of recommendations to the Council and the European Parliament. There we are just saying that there is also an offer of hospice, to be part of the diversity and choice in this area, and that there is no competitive relationship up to what should also be good offers in the public sector. I am very pleased that in the revised national budget, a solution has been found in the negotiations with the Progress Party which now ensures the establishment of this offer for children, while also providing guidance for the establishment of good palliative teams, children's partners, in the various health regions. This gives us the diversity, the whole and the offer that I think is right, which is in line with the big message.
ParlaMint-NO_2020-06-16.ana.ud39e1780	I thank you for the answer, but precisely that it has been perceived as a competitive situation between the ideal and the public specialist health service, I think is one of the challenges here. In any case, several of the professionals who have contacted me and expressed their scepticism about the association’s project have just pointed out that the government has not really managed to comply with the recommendations of the National Professional Guidelines for Palliation for Children and Young People, regardless of diagnosis, which came in 2016. It is recommended that each health region establish a multidisciplinary children’s palliative team located at the regional children’s and youth department or clinic. In the cases where such children’s palliative teams have been set up, the resources of the team have been quite scarce. Can the Council of State guarantee that the efforts now being made by the Children's Palliation Association will not go beyond the further development of children's palliative teams in health businesses? And when can we expect these teams to be fully developed and up and go across the country?
ParlaMint-NO_2020-06-16.ana.ud39e1785	On the contrary: in the negotiations with the Progress Party, this balance is very well maintained. That is why the Progress Party has achieved 600 million. more to health regions, and comments have also been made on following up the establishment of children’s palliative teams also in the RHFs. So in the negotiations that have been between the government parties and the Progress Party, both diversity, freedom of choice and the establishment of a good hospice offer have been preserved, while there should also be an alternative for those who want to use the offer that is under the control of the health region.
ParlaMint-NO_2020-06-16.ana.ud39e1790	I thank you again for the answer. These are positive signals, but without the state council being very specific about the timelines here, and it is good that there is enough money for both the ideal actors and the specialist health service. But the $600 million pointed out by the Swedish Council for Health Höie means that there are enough funds available for us to expect in 2021 that we will receive feedback that now all the children's palliative teams in the health regions are up and running and fully developed, so that this group of relatives and not least the children concerned will receive a good offer both through the Children's Palliament Association and through the completion of the specialist health service in the field?
ParlaMint-NO_2020-06-16.ana.ud39e1795	Yes, through the negotiations that have taken place in Stortinget between the government and the Progress Party, everything is now at the ready to speed up the follow-up to the big message that the government has presented in this area, including what the representative addresses. It's not just the 600 million. kr that was passed through the Progress Party, which was in the RNB, but also the 6 billion. kr which was there initially from the government. So I think there's going to be resources now that health regions can now follow up on the mission they're prepared for.
ParlaMint-NO_2020-06-16.ana.ud39e1800	My own local hospital is an ideal hospital. When we meet them in political meetings, we hear that it's a problem that they know their own budget long into the year. One of our suggestions here today is that the government has to secure non-profit hospitals long-term contracts, so they know much earlier what they have to stick to the next year. We don't get multiple numbers for this proposal today, so I would like to ask the Council of State: does he not see the need for the ideal hospitals – which are not just a supplement but an integral part of the public hospital supply – to have long-term contracts, so that they get as good care for their services as other public hospitals?
ParlaMint-NO_2020-06-16.ana.ud39e1807	It's already met. These hospitals are not open to tender and in reality have eternal contracts as part of the care-care-responsibilities of hospitals. The 12 hospitals that had agreements with the county municipalities originally, and now have agreements with the health regions as part of the implementation of care-care responsibilities, are in a very special situation and integrated as part of public health services.
ParlaMint-NO_2020-06-16.ana.ud39e1813	Then I think maybe the Council of State has to meet with these, because long-term agreements of course they have, but the cooperation is based on annual letters of assignment written after the health care agency has drawn up its own budget. In other words, they get to know this ideally after health professionals have prepared their budget. That's what we got feedback about, and that's what was the question. But I have another question about ideals. Is it okay that a middle of a contract changes from non-profit to commercial activity, when it is the ideals that have been offered? We have recently had an example of this in Central Norway.
ParlaMint-NO_2020-06-16.ana.ud39e1820	The question that the representative now raised is different from the one that the representative raised in respect of long-term agreements, namely the way in which a follow-up to the agreement is carried out. I agree with the representative that there are improvements that are possible. It is also part of the leadership we have now given to the health regions following the Granavolden platform that the ideal actors should be involved to a much greater extent and be equivalent participants, among others. in part of the planning work. Then health businesses receive their mission documents from the Ministry of Health at the beginning of January. This is one of the challenges of our system, that the Storting adopts the budget quite late in December, and the mission papers will come in January. But what is important here is to try to make it as much as possible that the non-profit partners are more equal to the other healthcare companies in being involved in the work.
ParlaMint-NO_2020-06-16.ana.ud39e1827	We suggest that the private health operator cannot change the operating form from non-profit to commercial en route during the contract period. Why are governments and government parties opposed to this proposal?
ParlaMint-NO_2020-06-16.ana.ud39e1832	There are very many parts of this proposal that are problematic, because it will be very intrusive in the ability of the ideal actors to handle the business they have. One could then risk a business being shut down because there are no other players who will be able to take over, among other things. I also think this is difficult, but the most important thing is that it is an offer for patients. Unfortunately, we have also been in a situation in which a public health company had to take over a non-profit enterprise and let it become an integral part of a health company, because one simply had no other option in that situation. The alternative was that the offer had been dropped, and the patients had come out suffering damage. It is part of the assessments that need to be made.
ParlaMint-NO_2020-06-16.ana.ud39e1839	The cord shift is over. The speakers who are given the floor hereafter also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e1846	Today, the Centre Party will stress the importance of the ideal actors in the health sector. Health is more than a market. We have actors in many areas who do an important and good job. Today’s tender regiment can provide good and serious actors, such as drug users and drug users. Valnesfjord Health Sports Centre – a more uncertain everyday life than necessary. As a non-profit, the health sports centre burns for the offers they can give people in rehabilitation. At the same time, they must compete with pop-up actors who do not have the same long-term thinking as the ideal actors and as the health sports centre has. They're very serious, they're of high quality, and they're putting the human being in the center. But the strong market focus in this sector makes it difficult. Valnesfjord Health Sports Centre has, for example: offer of therapy riding. They have had it since 1982, when they were started using people who contributed and collected money, so that this ideal actor could get it right. Therapy cannot be built up and built up in accordance with a yojo principle, which has now become more and more part of the sector. The Health Minister says that the government has an ambitious policy on behalf of the non-profit sector that is continually being followed up. But when I see the answer I got from the finance minister to a question I asked in connection with the fact that ideal actors, such as Valnesfjord Health Sports Centre, do not get crisis help in connection with the Korona crisis, I doubt how ambitious this policy really is. The health sports centre came into a completely critical economic situation because of the coronary crisis, but the finance minister just says that there is no help to get here. In addition, he suspects and expounds that they are exempt from tax. They say it's an advantage, and an advantage that commercial actors don't have. I think that's going to be very wrong, because our society will be poorer without the ideal actors.
ParlaMint-NO_2020-06-16.ana.ud39e1855	Several have not asked for the floor on case No. 10th@item: inlistbox
ParlaMint-NO_2020-06-16.ana.ud39e1872	At the request of the Health and Welfare Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, three lines of response will be given after contributions from members of the government, and those who have to sign up to the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e1879	In this document, SV representatives propose to remove input-driven funding, ISF, in the specialist services under the coronary pandemic, so that all funds under the ISF in the State budget are provided as framework funding. Today, intervention-driven funding is 50 pst. Outpatient activity before drug use and multidisciplinary specialised drug treatment was included in the scheme in 2017. A joint committee wrote that ISF should stimulate increased activity and cost-effective patient care. The Labour Party, the Centre Party and SV also indicate that there is a risk of a distortion of priorities, and show, among other things, that there is a risk of a distortion of priorities. that the priority selection, the Norheim selection, just pointed out the priority challenges of a high level of input-driven funding and recommended an evaluation thereof, which had not been done. Intervention-driven funding is initially a mechanism for providing funding between the Ministry of Health and Health and regional health providers. In practice, however, ISF is usually passed down to health care, hospital level and down to departmental level. However, there is nothing in the legislation to prevent regional healthcare providers from choosing to finance their underlying healthcare providers and to allow healthcare providers to finance hospitals and departments in the framework again. But this isn't happening in the health service today. We have 50 pst. input-driven financing. During the coronary apathy, hospitals have the measure of prioritising resources to increase preparedness and emergency treatment for patients with coronary virus disease. Thus, health services have significantly reduced the planned treatment. It has resulted in reduced activity-based revenues. At the same time, hospitals have incurred additional costs related to training, increased preparedness, etc. Many infirmities have been left empty, and many have been exposed to treatment. We don't know if the funds that are allowed in the revised national budget are enough, but in any case, a postponement of planned treatments will result in lower activity-based income for hospitals. The centre party is critical to a high degree of the ISF and believes that hospitals should be financed mainly. But the fact that hospitals lose money under a pandemic is an argument that the ISF system has to rise in times of crisis. From that point of view, the Central Party will support the SV’s proposal to halt the 2020 effort-driven financing scheme, so that all funds under the ISF in the State budget are provided as framework funding. With that, I take up the proposal from the Center Party and SV.
ParlaMint-NO_2020-06-16.ana.ud39e1896	The representative Kjersti Toppe has taken up the suggestion she referred to.
ParlaMint-NO_2020-06-16.ana.ud39e1901	In the Workers' Party, we believe that we need to have an income system for hospitals that provides the best patient treatment. As the rapporteur pointed out, the Norheim Committee, which examined the priority criteria, also stated that the ISF system, as we call it, could have unintended consequences in this way. They recommended an evaluation, and we record that the government has not followed this recommendation. So the corona pandemic came and put this system out of play. Today we know that 35,000 beds are empty, and that 320,000 patients lost their right to treatment. Hospitals have converted to record speed in order to receive corona patients — fortunately not in a very high number. We're all supposed to be happy about that. But the planned treatment and other patients were unfortunately put on hold. That's the way it had to go. However, the working party notes that it is likely that a long time will elapse before the specialist health service can return to a normal situation, as it was before the outbreak of the virus, and that this necessarily has financial consequences for health establishments, is certain. That is why we stress the importance of providing hospitals, no matter what funding model we have, with a sufficient economy to maintain preparedness and treatment capacity while the pandemic is going on, both for patients with coronary syndrome and for those in need of our health care. We know that input-driven funding can have unintended consequences. The Labour Party was opposed to the introduction of input-driven funding in mental health protection, as the right-wing government has put in place, and we have previously both proposed and voted to fund the food supply as input-driven funding does not promote good practice and the good birth rate. But we also know that research in this field tells us that it may be wise to have different funding systems. We have examples that provide good quality and proper use of resources for patients. An example is the area of orthopaedics and hip fractures at St. Olav's hospital. The funding system has established ‘fixed track’ for hip fractures and a good orthogeriatric treatment provision for the elderly with hip fractures. The share of input-driven financing and framework funding was in a percentage of 60/40 under the red-green. The right-wing government has increased the effort-driven financing, and we have voted against it. The proposal from the Centre Party and the SV to disengage all input-driven funding we do not support today, because we are afraid that it may be at the expense of the hospital’s ability to perform good patient treatment.
ParlaMint-NO_2020-06-16.ana.ud39e1916	The financial instruments must contribute to the efficient use of resources within the financial framework adopted on the Storting. It does today’s combination of framework funding and activity-based financing. Intervention funding stimulates more cost-effective patient treatment by providing hospitals with part of their payment based on actual activity. At the same time, it is important to stress that the IFS Facility is not a prioritisation system. Priorities in healthcare shall be based on the rules and guidelines specified by law, regulation or administrative action. We all agree that the corona virus outbreak has had a significant impact on the operation and economy of the specialist health service. We took this into account in the revised budget. At the Enterprise Meeting on 17 April 2020, the Minister for Health instructed regional health businesses to return to normal operation. In addition, the Minister of Health has already reintroduced important patient rights, such as the deadline for an evaluation in the specialist healthcare service within 10 days, the right to a reassessment of the specialist healthcare service, the right to an individual level, the right to a contact doctor and the right to a free choice of treatment. This, in addition to large additional appropriations for health businesses, shows that a number of measures for normalisation have already been launched by the government. In addition, the Minister of Health responds that the government will closely monitor the economic impact on health regions and come back to the Storting with both up-to-date information, assessment of the need for funding as a result of reduced activity-based revenues and budgetary management proposals. This is a much better approach than to liquidate a functioning financing mechanism.
ParlaMint-NO_2020-06-16.ana.ud39e1929	The share of input-driven funding increased from 40 pst. to 50 pst. when the party of progress was in government. We want to raise it to 60 pst. This funding mechanism is not a prioritisation system but stimulates cost-effective patient treatment. It is quite natural to fund hospitals based on how many patients they treat. The centre and SV want 100 pst. the framework financing of hospitals. It will weaken the incentives of hospitals to actually treat patients. Ironically, the hospitals that thrive best are those that treat fewer patients. We in the Progress Party are strongly opposed to such a funding system. The closure of society as a result of the corona virus has led to long-term health cows. Checks, operations and investigations have been suspended. The Cancer Association reports that more than 50,000 screening studies have been exposed only in the cancer field, and 320,000 fewer patients were treated in hospitals in March and April, compared to last year. It will take a very long time to recover the retarded and healthy cows that have built up in our healthcare system. Since mid-March, specialist health services have largely had to give priority to resources for increased preparedness and emergency treatment of patients with coronary syndrome. Through the revised national budget, regional health enterprises have been compensated for by 5.5 billion. $ plus $0.5 billion. NOK i reduced employer’s fee. To take more of the health cows that have arisen in the last period, the Progress Party has negotiated 600 million. For the purchase of several treatments in the private sector, on which we depend to succeed. I'm not going to go into any detail on an evaluation of what could have been done differently under the corona pandemic to avoid the long health queues we see now, but effort-driven funding has not been part of the challenge picture. Regional health enterprises have not notified liquidity challenges during this period. Yes, when planned operations have to be put in a state of emergency, it becomes more difficult for hospitals to do something about their income side, but the Progress Party considers the hospital economy as protected by the revised national budget and the extra billions allocated to regional health businesses through just that.
ParlaMint-NO_2020-06-16.ana.ud39e1942	Hospitals are in a critical period due to the covid-19 pandemic. The labour pressure has increased, the queues for necessary treatment have increased considerably, and hospitals have been bleeding money because of the system of input-driven financing. Why? Because hospitals run almost like shops. Market-driven thinking is that hospitals will help more people if they get incentives in terms of money per treatment. When hospitals cannot treat people because of the pandemic, hospitals lose income from the state, as they cannot perform regular treatments. This means that if we're in a crisis, the hospitals lose income. Think about it. Long! Under a pandemic, when hospitals need more resources, hospitals lose resources. Hospitals and health workers have always worked to help sick people. The results of the covid-19 pandemic have shown that health professionals help people and use the resources of those who need it the most, without the coercion that ISF is. Intervention-driven funding is a top-heavy management of hospitals that does not take into account the knowledge, experience and needs of hospitals. Although the hospitals have now received additional funds, it is impossible for us to know what the funds cover. Hospitals need financial assistance for the extra costs resulting from covid-19 and good financial assistance for the retarded treatment. Hospitals must now, as quickly as possible, have the necessary guarantees and a good budget. They need a predictable economy, which will provide framework funding. Those who work on the floor need a framework budget, so that they can use their knowledge and experience to help more people, without the coercion that ISF is.
ParlaMint-NO_2020-06-16.ana.ud39e1957	The representatives wrote in their proposal that hospitals are bleeding money because of input-driven funding, and asked me to remove the scheme during the coronary apathy. More specifically, the proposers ask that the effort-driven financing mechanism be halted for 2020 and that the allocation to the scheme be given as framework funding. I would like to start by stressing that health regions receive income from the state every month. The amounts paid are based on the appropriations decided by the Storting in the State budget for 2020. These payments are therefore not affected by the decline in healthcare activity that we have seen in recent months. Normally, the appropriations for input-driven financing are adjusted towards the end of the year, when we have better information about the activity that has taken place. Hospitals have had to give priority to emergency work in recent months, and it has not been possible to maintain normal activity. It is therefore necessary to compensate for lost income during that period. At the business meeting on 10 June, health regions were informed that compensation will be granted for lost activity-based income up to and including May, and that this can be used as a basis for planning. In the future, I expect hospitals to resume normal operations as far as possible. In such a situation, it is important that the activity-based funding system allows hospitals to function and motivate them to increase their activity. At the same time, infectious disease protection and preparedness considerations may lead to increased expenditure and reduced revenues for health businesses in the future. We will follow closely the development of health regions' expenditure and revenue in the future and, if necessary, return to the Grand Duchy with proposals for funding. In the revised national budget, the government has proposed to strengthen the basic appropriations of regional health enterprises by 5.5 billion. kr. It is also estimated that half a billion dollars will be saved for a reduced employer’s fee. The Directorate for Health has been authorised to incur expenditure without budgetary cover for medicinal products and medical devices related to the outbreak of the virus.
ParlaMint-NO_2020-06-16.ana.ud39e1968	It's going to be line change.
ParlaMint-NO_2020-06-16.ana.ud39e1973	Why does the government not want to send the entire health budget to the hospitals as a framework funding?
ParlaMint-NO_2020-06-16.ana.ud39e1979	That's because it will reduce our ability to, among other things. to take back the delay that has now arisen as a result of the corona virus, and we risk that the waiting times and the queues will be longer than necessary.
ParlaMint-NO_2020-06-16.ana.ud39e1984	So the Health Minister says there's going to be more queue? Why? I thought health professionals would spend all their time and resources helping people. Does the government think that health professionals won't work so fast if they don't get input-driven funding?
ParlaMint-NO_2020-06-16.ana.ud39e1989	This is not about the speed of the individual working in the healthcare system in their job. I think that's good enough. They are both busy and doing a good job as well as possible. This is about how services are organised, and input-driven funding has contributed to increased activity in our hospitals and reduced waiting times.
ParlaMint-NO_2020-06-16.ana.ud39e1994	Why does the Minister of Health think that health professionals if they do not receive input-driven funding will work slower or give less treatment to those who need it the most?
ParlaMint-NO_2020-06-16.ana.ud39e1999	I don't think so.
ParlaMint-NO_2020-06-16.ana.ud39e2004	The cord shift is over. Several have not asked for the floor on case No. 11th@item: inlistbox
ParlaMint-NO_2020-06-16.ana.ud39e2012	The store is now taking a break, and according to the announced agenda it will be voting at 0 p.m. 15th
ParlaMint-NO_2020-06-16.ana.ud39e2036	Then we're ready to go to voting. The size must first vote on the case No. 12 and 13 on yesterday's agenda, no. Ninety-six.
ParlaMint-NO_2020-06-16.ana.ud39e2048	A total of 43 proposals have been put forward during the debate. With regard to proposals Nos. 19 and 22, the President will refer to the fifth paragraph of Section 38 of the Rules of Procedure and that these proposals will therefore not be taken into consideration for voting. If someone's wondering why, it's because identical suggestions have been taken up earlier in the session and the vote over. There is a vote on proposal No. 41, from the Greens/Greens/EFA. The proposal reads as follows: ‘The Government is asked by the Government, at the latest, to make proposals for a large-scale investment in offshore wind power on a Norwegian base, with a target of at least 100 TWh of annual production by 2030.’
ParlaMint-NO_2020-06-16.ana.ud39e2067	There is a vote on the proposals Nos. 39, 40 and 42, from the Greens/Greens/EFA. Proposal 39 reads: ‘The government is asked to ensure that 80 % of the financing of large collective investment is provided by the State, in return for the commitment of cities to measures to limit car traffic through urban growth agreements.’ Proposal No. 40 sounds: ‘The Government is asking the Government to immediately stop the allocation and opening of new oil and gas fields on Norwegian base, while at the same time starting a gradual and planned phase-out of the petroleum activity over a 15-year period.’» Proposal No. 42 sounds: ‘The government is asking for the planning of two full-scale wind turbines, one floating and one bottom-solid, in the oil and energy departments at the hearing, Utsira Nord and Südlige Nordsjö.’ Red has announced support for the proposals.
ParlaMint-NO_2020-06-16.ana.ud39e2096	There is a vote on proposal No. 43, from the Greens/Greens/EFA. The proposal reads as follows: ‘The government is asked to present a case to the Stortinget, at the latest in the context of the State budget for 2021, on how Norway can best contribute to the conversion of the European energy system from fossil to renewable sources.’ The Socialist Left has announced its support for the proposal.
ParlaMint-NO_2020-06-16.ana.ud39e2113	There is a vote on proposal No. 38, from the Socialist Left Party. The proposal reads as follows: ‘The government asks the government to ensure that the State contributes 70 pst. the financing of large collective investment, in return for the commitment of cities to measures to limit car traffic through urban growth agreements.’;» Red has announced support for the proposal. The Greens have announced subsidized aid.
ParlaMint-NO_2020-06-16.ana.ud39e2131	There is a vote on the proposals Nos. 25–37, from the Socialist Left Party and the Green Party in the Environment. Proposal No. 25 sounds: ‘The government is requesting a reinforced target to the United Nations for Norway to cut its greenhouse gas emissions by 60 pst. by 2030 compared to 1990.’» Proposal No. 26 sounds: «The government asks the government to ensure that the public, which is a major tenant, requires at least energy class A in all new leases.» Proposal No. 27 sounds: ‘The government is asking for proposals to increase compensation to freight companies for the increases in rail freight charges to a minimum of 200 million. crowns, in the context of the revised national budget 2020.’;» Proposal No. 28 sounds: ‘The government is asking for a levy on fossil plastic packaging, but with the possibility of negotiating a binding industry agreement for emission reduction with the authorities.’ Proposal No. 29 sounds: ‘The government is asking for permits for new farms to require zero greenhouse gas emissions or the use of renewable sustainable fuels for installations and operating vessels for those plants by 2021 at the latest.’ Proposal No. 30 sounds: ‘The government is asking the Directorate-General for the Environment to change the emissions permit to the Kårstø terminal – with a view to electrifying the terminal with power from the network – and to present a separate case to the Stortinget in this respect.’ Proposal No. 31 sounds: ‘The government is asking the Directorate-General for the Environment to modify the emission permit to Hammerfest LNG, replacing the gas power plant with power from the network, and to entrust Statnet with the task of strengthening the power infrastructure to Melkoya’. Proposal No. 32 sounds: «The government is asked to draw up a regulation warning of a ban on the use of fossil oil for heating purposes in industry by 2023. The regulation must be submitted by the government during the ageing period 2017-2021.» Proposal No. 33 sounds: ‘The size calls on the government to set out requirements for gas marketers for a certain proportion of biogas compared to the volume traded. Such a requirement may not be at the expense of the competitiveness of the greenhouse industry.» Proposal No. 34 sounds: ‘The Government asks the government to mandate Enova to establish its own agricultural programme aimed in particular at technology development to reduce emissions of biogentmethane and liquefaction gas and increase carbon uptake in soil.’ Proposal No. 35 sounds: ‘The government asks the government to strengthen the financing of the work of targeted advice on individual farms and to refer to the Agriculture Climate Company SA, which is established to facilitate more climate-efficient Norwegian food production.’ Proposal No. 36 sounds: ‘The government is asked to carry out an investigation into the impact of climate change on agriculture.’ Proposal No. 37 sounds: ‘The government asks the Government to return to the Storting in the context of the Climate Communication with proposals for zero and low-emission solutions for offshore supply ships. The requirements shall enter into force no later than 2025.» Red has announced support for the proposals.
ParlaMint-NO_2020-06-16.ana.ud39e2212	There is a vote on proposal No. 23, from the Central Party and the Green Party in the Environment. The proposal reads as follows: ‘The government is asking for environmental differentiation of port charges and all ship-related charges, so that it becomes profitable to convert emissions-free solutions. Such introduction must include an assessment of and proposals for financial compensation for the loss of income resulting from environmental differentiation.’;» Red has announced support for the proposal.
ParlaMint-NO_2020-06-16.ana.ud39e2229	There is a vote on proposal No. 21, from the Workers' Party. The proposal reads as follows: «The government is asked to ensure that the State contributes up to 70 pst. the financing of large collective investment, in return for the commitment of cities to measures to limit car traffic through urban growth agreements.’;» The Greens and Reds have announced subsidized aid.
ParlaMint-NO_2020-06-16.ana.ud39e2246	There is a vote on the proposals Nos. 6–18 and 20 from the Workers' Party, the Socialist Left Party and the Greens' Environment Party. Proposal No. 6 sounds: ‘The government is asked to submit a proposal to ensure that construction sites in all construction projects published in public tenders are free of emissions’.» Proposal No. 7 sounds: ‘The government asks the Government to submit a proposal to the Storting to ensure a reduced greenhouse gas load from building materials used.’ Proposal No. 8 sounds: ‘The government requests the use of a certain proportion of recycled materials in all public construction projects.’ Proposal No. 9 sounds: ‘The Government is asked to determine how low-emission requirements can be imposed in public acquisitions using cement/concrete so that materials produced with CO2 capture can have a greater competitive advantage and submit the case to the Stortinget.’ Proposal No. 10 sounds: ‘The government is asking the government to speed up its efforts to extend the offer of urban growth agreements to several cities.’ Proposal No. 11 sounds: ‘The government is asking that the work on urban growth agreements also support the objective of fossil-free public transport and zero-emission targets, not only reduced emissions from public transport, as is the objective of the Government’s Plan for fossil-free public transport in 2025.’ Proposal No. 12 sounds: ‘The government is asking the Government to follow the decision of the Storting to draw up requirements under the Public Acquisitions Act that all new ferries and scheduled vessels should use low or zero emission technologies where the situation indicates that this is possible.’ Proposal No. 13 sounds: ‘The government is asked by the hydrogen action plan to oblige Enova to stimulate the increased use of hydrogen as a reducing agent through risk relief and support for industrial scale demonstration facilities and full scale pilot projects.’ Proposal No. 14 sounds: ‘The government is asking for incentives to improve the quality of roughage in agriculture with a view to reducing greenhouse gas emissions and increasing self-sufficiency.’ Proposal No. 15 sounds: ‘The government is asking for incentives for better use of fertilisers through the use of positive incentives in agricultural production, such as increased investment and drainage subsidies.’ Proposal No. 16 sounds: ‘The government is asking for new reinforced proposals to stimulate the increased use of manure in biogas plants.’ Proposal No. 17 sounds: ‘The government is asking for incentives to increase the use of captive and biocarbons to strengthen carbon storage in soil. Priority should be given to instruments that strengthen the establishment of circular value chains in the use of biocarbon.’» Proposal No. 18 sounds: ‘The government is asked to prepare sectoral action plans, with the emission budget, in the context of the forthcoming Climate Change Communication, to reduce emissions by 2030.’ Proposal No. 20 sounds: ‘The Government is asked to ensure that the environmental assessments of the hearings carried out by the Ministry of the Environment in relation to the granting of extraction permits for petroleum activities are publicly available.’ Red has announced support for the proposals.
ParlaMint-NO_2020-06-16.ana.ud39e2332	There is a vote on proposal No. Twenty-four, from the Center Party. The proposal reads as follows: «The government is asked to propose that construction sites in all construction projects published in public tenders be emission-free by 2025. The proposal must address a cost-sharing solution or funding model between the State and the municipality for any additional costs.’.» Red has announced support for the proposal. The Workers' Party and the Greens' Greens' Party have announced subsidized aid.
ParlaMint-NO_2020-06-16.ana.ud39e2349	There is a vote on the proposals Nos. 3-5, from the Workers' Party and the Centre Party. Proposal No. 3 sounds: ‘The government asks the government to provide an investigation into how the public as a tenant may require at least energy class A in all new leases in new buildings.’ Proposal No. 4 sounds: ‘The government is asked to ensure that permits for new farms require zero greenhouse gas emissions or the use of renewable sustainable fuels for installations and operating vessels for those installations through a phase-in scheme from 2021 to 2026.’;» Proposal No. 5 sounds: ‘The government is asking the Directorate-General for the Environment to assess changes in the emissions permit to the Kårstø terminal – with a view to electrifying the terminal with power from the network – and to present a separate case to the Stortinget in this respect.’ The Socialist Left Party, the Green Party and the Red Party have announced subsidiary support for the proposals.
ParlaMint-NO_2020-06-16.ana.ud39e2379	There is a vote on proposal No. 2. from the Workers' Party, the Centre Party and the Environment Party of the Greens. The proposal reads as follows: ‘The government requests the replacement of the basic charge on one-off packaging by an incentive charge based on material use graduated according to non-renewable content, and to initiate negotiations for an obliging industry agreement in this area.’ The Socialist Left and Red have announced subsidiary support for the proposal.
ParlaMint-NO_2020-06-16.ana.ud39e2396	There is a vote on proposal No. 1, from the Workers' Party, the Centre Party and the Socialist Left Party. The proposal reads as follows: ‘The government is asking for proposals on how public tenders are to be used to promote zero-emission solutions in public transport, so that all public transport becomes fossil-free by 2025 at the latest, with a corresponding subsidy scheme for increased costs resulting from the introduction of zero-emission technologies.’;» Red has announced support for the proposal. The Greens have announced subsidized aid.
ParlaMint-NO_2020-06-16.ana.ud39e2413	The Committee had decided to do the following:
ParlaMint-NO_2020-06-16.ana.ud39e2444	The Right Party, the Advance Party, the Left Party and the Christian People's Party have announced that they will vote against it.
ParlaMint-NO_2020-06-16.ana.ud39e2463	A total of 15 proposals have been put forward during the debate. It's the proposals No 1-6, from Trond Giske on behalf of the Workers' Party, the Centre Party and the Socialist Left Party proposal No 7, from Trond Giske on behalf of the Workers' Party and the Socialist Left Party the proposals No 8-12, from Åslaug Sem-Jacobsen on behalf of the Central Party and the Socialist Left Party the proposals No 13 to 15, from Åslaug Sem-Jakobsen on behalf of the Centre Party There is a vote on proposal No. 14 from the Center Party. The proposal reads as follows: ‘The government is asking the government to lay down a plan for all counties to have at least one separate building protection centre in charge of local museums and/or voluntary cultural memory organisations, and to come back with proposals for state operating support to them when the government’s proposal for conservation strategies is promoted for the Storting.’
