ParlaMint-NO_2020-10-21.ana.ud297e28	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2020-10-21.ana.ud297e866	The last question I can definitely answer yes to. This has nothing to do with a rematch on the structure of Helgeland. I perceive that both the management and the board of Health Nord are very concerned about following up the decision that has been made in that area. I understand that when one has been in such a conflict over a long period of time, one will often choose to interpret everything into such a context, but this is really about the opposite, namely that we are going to succeed in establishing the structure that we are now experiencing that there is a broad political consensus on in Helgeland, we are actually totally dependent on getting a completely different cooperation climate between the two hospitals. I believe that what Health Nord has done here is part of a contribution to changing that situation. I had a meeting with the rapporteur in Mo i Rana on this yesterday, and I will also have a meeting with the other Helgeland municipalities who have asked for a meeting, just to stress that the structural decision is firm and must be followed up.
ParlaMint-NO_2020-10-21.ana.ud297e878	This question, from the representative of Ingvild Kjerkol to the Minister of Health and Welfare, has been transferred to the Minister of Justice and Defence as appropriate.
ParlaMint-NO_2020-10-21.ana.ud297e883	‘The size has determined that the Hospital Namsos should be an emergency hospital. Helicopter landing site must be resolved on the hospital's areas. The issue of the adaptation of landing opportunities is being considered in the Ministry of Justice and Defence. Namdalsavias writes on 13 October that project leader will not recommend funds for a new landing site at the Namsos Hospital. How will the Council of State ensure the necessary investment in new helicopter landing sites at the emergency hospital in Namsos, so that the new “SAR Queen” rescue helicopters can land at the hospital?’»
ParlaMint-NO_2020-10-21.ana.ud297e890	The new rescue helicopters AW101, ‘SAR Queen’, are a significant boost to the country’s rescue and air ambulance capacity and will contribute to faster and better patient transportation under all kinds of weather conditions. Once phase-in work is completed, preparedness for the population of Norway will be significantly improved. The new helicopters have more weight and provide more rotor wind than the outgoing Sea King helicopters. It makes it necessary to make adjustments to helicopter landing sites in some Norwegian hospitals. The size was decided in the treatment of Prop. 146 S for 2010–2011, Acquisition of new rescue helicopters, etc. for the period 2013 to 2020, see: Inner. 82 S for 2011-2012 and Prop. 101 S for 2014-2015, Changes in the State Budget 2015 under the Ministry of Justice and Security, cf. Inner. 267 S for 2014-2015, that the Ministry of Justice and Security may implement infrastructure measures, including adaptation of the landing facilities of hospitals used by today’s rescue helicopters. The Namsos Hospital is one of the places where adaptations to the new helicopter are considered. Initially, the Ministry of Justice and Security is responsible for assessing the need for and implementing any adjustments to landing sites to the new helicopter type at the relevant hospitals in the country. The Ministry of Justice and Defence has asked the Ministry of Health and Welfare to contribute to the implementation of the necessary physical adaptations. At the business meeting in January 2015, regional health businesses were asked to follow up this through Hospital Building HF. An agreement and a separate steering group have been established between the acquisition project of the new rescue helicopters and Hospital Building HF for the design and implementation of adaptations. The cost framework adopted by the Storting provides a financial framework for the acquisition of new rescue helicopters, including the adaptation of landing sites. Therefore, which hospitals will be adapted to landing sites, as other parts of the acquisition, will be subject to diet/benefit assessments where factors such as: the number of landings and take-offs, costs, medical/professional assessments and alternative landing options must be weighed against each other. The debate may sound like it's not certain that it's going to land rescue helicopters in Namsos in the future. Let me therefore be very clear that hospitals currently used by rescue helicopters will also be used by rescue helicopters in the future. This also applies to Namsos. The debate is therefore not about this, but about the adjustments that need to be made to bring it about. This is solved in different ways in Stavanger, Arendal and Trondheim, and we're going to work on a solution for Namsos in the future. In this context, the Ministry of Justice and Defence has received a recommendation from the NAWSARH project, which is to be assessed, but it has not yet been decided.
ParlaMint-NO_2020-10-21.ana.ud297e905	We all expect a significantly improved preparedness with the new rescue helicopters, but a significantly improved preparedness also requires that the new helicopters can land and interact well with our emergency hospital. And readiness is about what can happen. The landings from today's helicopters have been few in the hospital in Namsos, and we should be happy about that, but we also have a history of major disasters that have also happened in Namsos. We had a plane crash back in the 1990s, and it's only been weeks since there's been a bigger rescue and search mission. Does the Council of State think that there is a solution where the new helicopters have to land at the airport, or will the Council of State ensure that investments are made to enable the hospital to interact with these new, amazing vessels?
ParlaMint-NO_2020-10-21.ana.ud297e912	We agree that it's amazing ships, we get the world's best helicopters. That's a very good news. Then I had a little long answer, so the most important thing was not really communicated, namely that we have now received recommendations that are to be evaluated, but that are not yet settled. And then I've explained what assessment themes we want to address there. The important thing is that the hospitals that used rescue helicopters in the past should also do it in the future, and then we have to find ways to solve this that are within the cost framework we have at our disposal. We have not taken that decision, but the rescue helicopters, the new ‘SAR Queen’, will also land in Namsos.
ParlaMint-NO_2020-10-21.ana.ud297e919	Now the state council didn't answer the question if it's good enough if the option becomes the airport a good piece away from the hospital. We, who saw the Day Revy yesterday, were also a little worried about the situation in other hospitals. At St. Olav's hospital it has been found that the air pressure in the new large, heavy machines is such that it is not safe to travel in the street below the hospital. In Health Nord, it has been warned that the new helicopters will land at the University Hospital. And in my own part of the country: On the second emergency hospital in Health Nord-Trøndelag, Levanger, there is also a split new landing platform on the roof of the hospital building. Does the Council of State see that this will be more necessary than the project assumes, when such major challenges are posed by the already established hospital landing sites – which are not on the list of new investment needs?
ParlaMint-NO_2020-10-21.ana.ud297e928	We knew that the new helicopters are much heavier, and we knew that they have more rotor wind. We have experience from Denmark that shows that larger safety zones are required. Therefore, there may be different ways of dealing with this, but the most important thing is for them to be managed and for the hospitals currently using rescue helicopters to do so for the future. And so there's a lot, a lot better helicopters. But adjustments have to be made. We have known that, and that's why I presented quite detailed information about Storting's decisions and the information about the Storting in this acquisition period. So they have to be phased in, and in Stavanger, for example. solved by the helicopter landing on the Sun. They figured that out is a good solution. In Arendal they will land on Gold Knob or Kjevik. They figured that out is a good solution. I also saw that report from Trondheim, and I am absolutely sure that we will find a good solution there as well.
ParlaMint-NO_2020-10-21.ana.ud297e936	‘I record that the Minister of District has been travelling to flag the pilot project of the State House in some district municipalities. The Progress Party has received enquiries from concerned local politicians that it will be the municipalities that will eventually be left with the bill for the project. Can the State Council guarantee that the project Statens hus will be fully financed by the State and will not be a contribution to the municipalities?’
ParlaMint-NO_2020-10-21.ana.ud297e943	It was then Municipal Minister Monica Mæland who presented the district announcement when the Progress Party was in government. It was pointed out that the State House could be a good project to see more about how state agencies locally can cooperate better, and how synergies can be gained through better local interaction between state institutions. The government has now started to test out these pilots for the State Houses, where small and medium-sized government departments cooperate closely with each other and create a larger and better professional environment in smaller areas. We want to see if this can make it easier to maintain and recruit the necessary skills in the districts. It will also provide us with new knowledge of what are important factors to succeed in localising government businesses in smaller places. Therefore, the government has been concerned that these four pilots should be organised in different ways, because we want to evaluate and have follow-up research along the way that can provide us with useful insights into how to extract more of the state agencies that cooperate a lot more closely locally. We've started four pilots: in Lvgal, in Stadt, in Orkland and in Narvik. Some pilots may aim to achieve better results within, for example: recruitment, ICT and development of competences. Others may have the aim of establishing an interaction between municipalities and county councils. Pilots can cooperate in the premises they have today, they can cooperate digitally, and they can also co-locate physically if they want to, within the financial framework they have today. However, this should not entail any additional costs for the municipalities. This is precisely why state agencies are now looking at how best to organise themselves, with good dialogue towards the pilot municipalities, so that this can be done within the cost framework underpinning them. In the state budget for 2021, the government proposes 16 million. kr to the four pilots, in particular for the availability of project funding to ensure that there is good interaction between the State and the municipalities, and that we cover any costs associated with the co-location. This is primarily a cooperation between state agencies, and there is no pre-requisite for municipalities to contribute financial resources, either in the project or at the end of the project.
ParlaMint-NO_2020-10-21.ana.ud297e954	I must first thank you for my answer. Even if one indicates that initiative was taken when the Progress Party was put into government, it's not like we think it's a good idea when we're out of government. But I would like to thank one of you for clearly stating that the municipalities should not run any financial risk for the project to the state. The reason why we are concerned is what we could read in the local language of Lwagal's newspaper, where it says that it was a little concrete about the content when the minister presented this. Then there was a quote from the minister that a player plays the ball back to the pilot municipalities when it's up to filling the State House with concrete content. I understand that it is not the municipalities that play the ball back to, but the state itself in the specific places. It would be very good to clear up the use of manipulation, and that it is not the pilot municipalities who are responsible for a project that looked a little concrete when it was presented to the municipalities.
ParlaMint-NO_2020-10-21.ana.ud297e961	I am very pleased that the representative Njåstad asked that question, and I want to clarify it. It has been very important for the government that there is a local interest and a local desire to set up such a pilot. Therefore, the municipalities are selected. First of all, only merged municipalities are selected. Secondly, we've been occupied by municipalities that have several state agencies, but that sit on each of their tues. The fact that trade unions can sit together, gather synergies and work in a completely different way makes it more attractive to locate jobs outside the larger cities as well. We see today that smaller places do not have the same opportunities to establish state jobs, because they are simply too weak professional environments. By building larger clusters of state competence workplaces, we want to make the districts more powerful. But I would like to emphasise again that it is the state that is going to take the cost of this, not the municipalities.
ParlaMint-NO_2020-10-21.ana.ud297e966	Everything that is clear is good, and that the municipalities do not take on an extra responsibility, but I do not get calm by and have no more faith that only one will co-locate several state bureaucrats or have a joint meeting in electronic social meeting places, this will be better. What I think the districts need is that state bureaucrats behave more like private businesses. It would have been much better if state agencies were out there and hit business where they are, and listen to their needs — the needs of municipalities when it comes to planning and building laws, and the needs of industry when it comes to regulation. I have no faith that there is a ludicrous model that state bureaucrats should learn from each other how to stab their heads in the wheels. It would have been much better if they had learned from business how to facilitate growth. I would have appreciated this initiative much more about how to be one that facilitates business and people in the districts than to gather state etatories and become a few about how to plague the districts, for which the County is the best exponent.
ParlaMint-NO_2020-10-21.ana.ud297e971	I think we're going to be a little bit clear about what state jobs we're talking about. We're talking about state jobs within Nav, child protection, police and tax haven. But I agree with the representative Njåstad that the state can do much more to facilitate, make things easier and be a contributor to private jobs being established to a greater extent around the district of Norway. And there are great possibilities. With the natural resources around, along the coast and in mountains and valleys, digitisation and the use of other technologies are very much to be recovered in order to create new jobs. There the state should definitely be a proponent, but then I think we're going to use other tools than the State House. The State House is a pilot project that will run over three years in four municipalities and will gather the state jobs that are already out there. If they can work more efficiently, I think everyone has something to pick it up.
ParlaMint-NO_2020-10-21.ana.ud297e979	‘The National Association of Alpine Farms describes the situation as dramatic in a press release on 12 October and considers that the government’s crisis response has taken little action. Maintenance compensation for alpine installations only accounts for approximately one quarter. 12 percent of the industry applied for. Corresponding feedback also comes from amusement parks and travelling amusement parks. Is the Council of State willing to change the scheme so that the funds allocated to the Storting are actually used to safeguard the establishments in difficulty instead of remaining unused?’
ParlaMint-NO_2020-10-21.ana.ud297e986	Alpine facilities have had access to the same support schemes as other Norwegian establishments. In addition, a separate grant scheme was established for the Alpine facilities and amusement parks in order to allow them to carry out statutory maintenance under the requirements of the Tifoli and the cableway law. The background to the scheme was that the general compensation scheme for fixed, unavoidable costs did not compensate for maintenance costs. Alpine installations and other establishments authorised to operate under the Tifoli Act or the Tauban Act have statutory maintenance costs which cannot be reduced in the short term. There was also a background to the decision to compensate for the statutory maintenance costs for this group, in line with other fixed, unavoidable costs. The scheme applied to March, April and May. The aid is calculated in the same way as the aid to seasonal holdings in the general compensation scheme. That is to say, compensation is granted for a proportion of the annual maintenance costs corresponding to the proportion of the annual income lost by applicants as a result of the closure. The amount of the application referred to is the total annual statutory maintenance costs of the companies. The amount paid reflects the proportion of the annual income lost by the companies due to the closure in ours. On average, applicants for the scheme had lost about 15 pst. of its annual turnover, which was lower than initially assumed. For Alpine plants, this may be due to the fact that the sale of seasonal cards was early in the season and that many installations normally close at the beginning of April. The framework for the scheme was established on the basis of industry input, which suggested that about 20 pst. the placing on the market was used for necessary maintenance. Afterwards, it has been found that the statutory maintenance costs of the companies are much lower than what was initially assumed, and that the framework was therefore too large. The maintenance system for the tivoli and cableway undertakings has been correctly applied in the sense that the companies have been compensated for a proportion of their statutory maintenance costs. Installation that lost 15 pst. of the annual income during the season, has been compensated for by 15 pst. the costs, adjusted for a factor of 0,9, as in the general compensation scheme. Thus, the reason for the relatively low payment is that statutory maintenance costs have been found to be much lower than initially assumed and that many applicants have lost a much smaller proportion of their seasonal turnover than initially assumed.
ParlaMint-NO_2020-10-21.ana.ud297e1003	I thank you for the answer, but based on what is described as the reality of a number of actors in the industry, it is very difficult to recognize in the description of the Council of State here. A number of actors have suffered significant losses, much greater losses than the compensation they have received. For example, Ålen skisenter has lost approx. 0.5 million. NOK 39 000 in support. The beach fell down approx. two thirds of the seasonal turnover when Easter smoked, but only received a very small share of support. The Varningskollen, in my own area in Nittedal, has lost between 1.5 million. NOK 2 million. kr and has 1.9 million. NOK in statutory maintenance, but has so far not received a crown, because of a special situation relating to the previous period. There have also been others, such as Tyin-Fileberg, and Ljosland skisenter, who have been mentioned in today's business, and who have certainly received an offer of about NOK 1000, which is 0.5 pst. of what one applied for. Here, therefore, there are a number of actors who, because of different circumstances, have come out very badly. Is the Council willing to go in and look at this again?
ParlaMint-NO_2020-10-21.ana.ud297e1012	I believe that the system we have had has been within the decision of Stortinget. It is certainly true, as the representative says, that in some cases it may have turned out differently than the general figures show. But yesterday I put forward a new scheme for travel life, a new compensation scheme, estimated at the cost of 1.3 billion. kr. It is uncertain what the next season will be for this part of the business, but we have now included the alpine plants in that scheme, so that they can compensate parts of their fixed and unavoidable costs. I hope as many nordics as possible who want to spend a day or more in the mountains to run with some activity, use the alpine facilities. It's still uncertain what it's like, but they're included in the new scheme.
ParlaMint-NO_2020-10-21.ana.ud297e1021	But now the Alpine facilities are in a situation where one had significant losses at the end of the previous season, and they have had considerable government-determined maintenance costs. Within the framework of what has now been presented, I have also understood that there should be the possibility of a discretionary assessment. Will the Council of State go through and look at the effects for single actors — how the scheme has been shut down — so that one actually takes care of the Alpine sites around Norway? Very many of them are small plants based on a lot of volunteering, and where it is incredibly important that one can maintain this. Corresponding to the second part of the scheme, which runs on amusement parks and travelling amusement parks, which depend on having a lot of maintenance in winter and which continues to operate well beyond the harvest: Will the Council of State, for example, look at the duration of the maintenance scheme, so that a greater proportion of their maintenance costs can be included, also other types of maintenance than only those relating to entertainment facilities?
ParlaMint-NO_2020-10-21.ana.ud297e1030	This special scheme itself for compensating parts of the statutory maintenance costs has been completed. It applied in ours and not now. However, we have paid great attention to this part of travel and business. That's also why we gave 600 million. kr in ours, which was distributed locally – precisely because you should be able to see that it was part of our travel and business that was very hard hit. Now we have included them in the new compensation scheme, which will apply to the rest of this year. We're also going to follow up; we're going to see what progress is going to be. But I also hope that these will have good activity in the season that comes, and I hope that, although we may not be able to travel to Austria and ski, we can use our Norwegian facilities.
ParlaMint-NO_2020-10-21.ana.ud297e1046	This question has been postponed until the next Question Time, when the Council of State has left.
ParlaMint-NO_2020-10-21.ana.ud297e1054	‘The fight against crime in maritime nutrition is very important for Norway and our reputation as a seamate. This was the background for former State Councillor Harald Tom Nesvik setting up in 2018 a public body to advise on future fisheries control. Among other things, the selection was to look at how we can best use the overall control resources in the fight against illegal fishing, and they made their recommendations in NOU 2019: 21 Future Fisheries Control in November 2019. Will the Council of State bring a case to Stortinget as a follow-up to the NOU, so that the Storting can deal with this important matter?’
ParlaMint-NO_2020-10-21.ana.ud297e1061	First, I would like to commend the representative for addressing an important question. I very much agree that the entrance to this issue, the fight against crime in the marine food industry, is very important for Norway and our reputation as a seamate. Most importantly, it is for the sustainable management of our fish and our marine resources – plus increased value creation for the serious part of the industry. This is at least the work I put at the highest level on my priority list. The Fisheries Control Committee provided a number of good advice. In line with the mandate, they dealt with three main themes: the use of new technologies to document capture and turnover, better use of overall control resources through improved competence and organisation of control authorities, and regulatory changes to promote compliance. The need to improve fishing control is urgent. Since the main gravity of the sample's advice can be implemented within today's legislation, I am in full swing with the follow-up. The Directorate for Fisheries has made proposals for fishing and position reporting from all vessels out of consultation, and the Ministry has just received the Fisheries Directorate's proposal for a specific regulatory change for consideration. At the same time, the Directorate-General for Fisheries and Adjustersets are preparing a concrete proposal for a new regulatory framework for automated weighing systems for the reception of fish. With the State Budget proposal, the Government is facilitating the financing of the necessary effort on good digital solutions and enhanced capacity and competence for the Directorate-General for Fisheries’ control. I have also initiated dialogue with the judicial authorities on the follow-up of the Board of Governors to strengthen the crime prevention work in the fisheries sector. The Ministry has also established good cooperation with Ecocrim. It is also the case that the sample made proposals for legislative changes, which the Storting must deal with before they can be implemented. This applies, inter alia, to: the proposal to change the role of the sales laws in the control process and the proposals for stricter responses to offences. Both of these questions require a more detailed investigation before the government has sufficient decision-making power to consider any proposals for legislative changes. We will therefore look at the whole of the measures we see as necessary to implement, before deciding how this work will be completed, and whether it will be natural to return to the Stortinget on a separate matter. In any case, I want to make sure that the Storting is properly briefed and is given the opportunity to express my opinion on the questions we find natural, for example. in the budget proposal of the Ministry.
ParlaMint-NO_2020-10-21.ana.ud297e1084	I would like to thank you for a thorough answer. I am also pleased that the Minister is doing the important work. It is important for all of us, not least for us as a fishing nation. As the minister points out, it is also about conditions of competition, a level playing field, and it is about selling our fish to markets, we must be able to say that this has been done in a proper and legal way. The Minister of Fisheries would not conclude whether he would come back to Stortinget with his own case. I think there are so many big and important questions here that I think it would be natural to get a complete case on this. Now we get one part of the state budget now, and the Minister of Fisheries is working on more, but there are also even more measures, which are quite large, in the proposal from the sample. Among other things, it is proposed that the supervisory and supervisory functions be distinguished. What does the Minister for Fisheries think about that?
ParlaMint-NO_2020-10-21.ana.ud297e1091	We're going to take the shortest path to the goal, so when there are measures that can be implemented without legislative changes, we've started a work to get things moving quickly that we think are important, and that must not be approved by the Storting. In the case of proposals requiring legislative changes, and major issues, we will return to the Storting duly. At the same time, we will keep Stortinget informed about the work that has been undertaken. Now there have been consultation processes, and there have been recordings and dialogues with the industry itself. It's also an important part of the decision base before we move on. Then I also think it is very important that there is a broad consensus in the Stortinge behind such work, and I also feel that the industry itself is very concerned that we are going to take good action.
ParlaMint-NO_2020-10-21.ana.ud297e1100	If you want a good consensus and a great deal of consensus in Stortinget, it is important to get a case to Stortinget first, and then hopefully you can see if you can agree – and what you may not agree on. I just want to raise two measures, which I also tried on the previous question, and hear the Minister's assessment of it. One is that the sample proposes to separate the organisational control and supervision function in the directorate. The second proposal, which is of a slightly larger nature, is the need to set up two cross-border fishing crimp centres. What does the Minister for Fisheries think of the two measures?
ParlaMint-NO_2020-10-21.ana.ud297e1109	In the case of fishing crimps, there is a process and a discussion with the police, which had a certain scepticism for the type of fishing crimps. But the important thing is that there is a very thorough and good work going on, for example. at the analysis unit in Vardø, which provides background information for follow-up, which has contributed to the detection of a good deal of fishing crime. We haven't clarified those questions yet and will come back to Stortinget with it if necessary. What I think is important is that we quickly get the proposals that do not need to change the law. There are many good suggestions from the sample that we want to follow up. Then we have conducted a hearing and received feedback on what we have thought so far.
ParlaMint-NO_2020-10-21.ana.ud297e1116	Then the ordinary question time has ended.
ParlaMint-NO_2020-10-21.ana.ud297e1130	There is no record available. Thus, today's maps are processed. Does anyone ask for a word before the meeting is cancelled? - The meeting has been cancelled.
