ParlaMint-NO_2020-04-30.ana.ud19e33	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2020-04-30.ana.ud19e655	Norwegian women are world-class on many levels. So the level of ambition is going to be high, so we're going to follow closely when we're going to evaluate the effects of the coronary apathy. Are women more exposed to job lay-offs? Are they more susceptible to virus transmission as a result of a sex-shared labour market or professional preferences? These are questions we need to look at. The left has ambitions for equal rights and equal opportunities. As is the case in Norway today, there are some in equality, while others choose to stand outside. We can't afford to leave them there. The left has high ambitions on behalf of minorities for an even more equal society. For us, the freedom of individuals is closely linked to the development of democracy. Culture and religion shall not prevent participation in employment. The left will have more immigrants in work, especially minority women. As elsewhere in society, labour income will give more freedom and choice to these women and lift their families out of isolation and poverty. For me, promoting a full-time culture in the workplace is something that gives greater predictability and safer economy, which in turn affects housing and the health of individuals and their families. Full-time jobs give women more economic autonomy and better economic rights. While looking at the situation of women, we also need to focus on boys, especially minority boys and their opportunities for education, work and protection against discrimination. The community can't afford to let these be outlawed compared to the sisters, who are doing so well in the Norwegian community. The left sees that education promotes sustainability and gender equality. This is important for both girls and boys in Norway, and for girls internationally. For me, it's equality when the husband invites the wife to stand next to him as a girlfriend, as a partner, as a wife, as a mother and as a grandmother, when parents make sure that not only daughters get higher education, but also sons, when parents from collective societies prioritising sons by inheritance decide that daughters and sons will inherit equally, and when it's ramadan and father invite the wife to stand next to them by prayer, and sons and daughters stand side by side by side. Let's agree to hold on to these individual liberal rights that equality is.
ParlaMint-NO_2020-04-30.ana.ud19e671	There is no contradiction between good equality policies and good family policies — on the contrary. We know, among other things: that families with good occupational distribution and equality at home are better at home statistically. The right to go to work and not to choose between family and work has been a key element in women’s struggle and is an important asset in today’s Norway. Women should not be told that they are making mistakes, that they are at the expense of society if they choose to spend more time at home with their children. An active gender equality policy shall not restrict the freedom of women to choose. In order to safeguard this freedom, flexible parental arrangements, unpaid service provision, the right to be at home with sick children, breast-free, high-quality kindergartens and good-manning – and not least cash support. The previous party leader of the Workers' Party argued against the cash support in his time, saying that we should not reward people who choose wrong. Today, too, unfortunately, we hear the representatives of the Workers' Party expressing the same narrow-minded attitude. So those who choose to stay at home a little longer with their children choose wrong – and therefore they will remove the cash support. It is high time that the Workers' Party took on board that equality is about equal opportunities, not that everyone should have to choose the same. And the important and vulnerable phase in family life while you have young children is not just one thing that the Workers' Party is going to get over, another means that the Workers' Party is going to use to push through its equality goals. That's over 60 pst. by all young children’s parents choosing to use the cash support, tells us that there is, as it were, a loving arrangement, a system they should be able to use with a good conscience without being met by the Workers’ Party’s long index finger. Where other parties use their family policies to achieve other goals, such as a strengthened line of work, we say, the families first. No account should be taken of families. The Christian People's Party sees the family as a goal in itself, and we want a family policy on family premises. This means that the system must adapt to families, not vice versa, that working life should adapt to family life, not vice versa. The Christian People's Party believes that society must facilitate work to be combined with family life in a good way. It can then be done absolutely without equality and family being set up against each other, and certainly without the Effort of the Workers' Party to force all the families of children to organize their lives equally.
ParlaMint-NO_2020-04-30.ana.ud19e684	Annually, 150 000 people in Norway experience violence from a person close to them, and two out of three are women. A quarter of those who are killed in Norway over a year are women, and they are likely to be killed by their partner. I've seen it closely in my job as a police officer for 17 years, and I remember very well the first assignment I had as a young police officer, when family violence was the situation. We had been asked to drive to an address where a man had beaten his wife. When I got in there, there was a vision that met me that I never forget. There was the Christmas tree on the floor, the TV was broken, the mother was ill prepared, and four children were sitting around and crying. And my father was – sorry about the language – a rabbi, and I and my colleague had to iron him with power and take him out of there with us. No child, no woman – no one has to experience this. For a child, witnessing violence is actually as harmful as being directly exposed itself. In the last four years, there has been a huge increase in reports to the police for violence in close relationships, and Kripos believes that it is because of a lot of focus on it, ran a lot of campaigns, and not least that we have talked a lot about violence in close relationships. I mean, violence in close relationships needs to be spoken in the heart, not bitches in the heart -- that's very good. We now have a strange time where we experience that the number of reviews goes back, because people are very isolated, and nothing indicates that the number of events goes down. That darkness appears in the light is a sign that people receive, report from, and seek help. Things now indicate that women and children experience a very difficult time, and then it is particularly important that we follow what is happening around us, care a little extra and make sure that everything is good with the neighbor. We have an obligation to avert repeated violence in close relationships, so now we actually have to care a little bit more.
ParlaMint-NO_2020-04-30.ana.ud19e695	I would like to thank the Minister of Culture for a good presentation. For the Christian People's Party, it is important to stress that equality is based on women and men having equal value and having the same opportunities, duties and rights. Gender shall not prevent anyone from participating in and affecting different parts of society. Equality is about gender not being a barrier to individual choice of education, occupation, participation in child care and participation in other social services. In an equal society, therefore, there must be respect for individual choices — lifestyle, education or work. Equal pay for equal work is a matter of justice. It is an objective that all should be able to become economically independent, both in the working years and at the retirement age. That is why the fight for equal pay is important, which is why the fight against involuntary part-time work is important, and that is why it is important to provide services for unpaid care, and, therefore, it is also important that parental leave, cash support and all the other rights of the Swedish Social Security Act, the Labour Environment Act and the Equal Opportunities Act – which in various ways ensure the right to adapt working life to family life, and thus ensure that men and women are not forced out of working life when they have children. It is crucial for the gender equality issue that working life be organised so that both parents can combine work and time with the family. In the last hundred years, Norwegian society has evolved into one of the world's most equal societies. Norway was one of the first countries in the world to guarantee all women the right to vote in elections, take education and participate in the labour market. But also in Norway, it can be seen, historically, that women have often had the primary responsibility for the children. Although there is still a way to go, during a generation there have been major changes, and fortunately the man has come gradually more on the track. In the 1970s and 1980s, while women's roles have undergone major changes, we have also seen major changes in the role of men in recent decades. Equal responsibilities for children are important to ensure that as many children as possible are raised safely. This is a proper and important approach to gender equality, but it is primarily important to strengthen the construction of society around each child. As a man, I want to have the same expectations for me as for women in terms of responsibility for children, even though I don't have small children anymore. I want a society that has a more equivalent and a more equal parenthood. We need a further strengthening of the caring role of men as something of self-value, which is a goal in itself. That is why, in the Christian People's Party, we have been given an impact for a life course specifically targeted at first-time birthers throughout the country. We believe that this is a good move for a more equivalent and more equal parenthood, while giving new parents support in everyday life. The Christian People's Party wants a society where all adults take responsibility, both men and women. If you put kids in the world, you take on a lifelong responsibility to stand up. And so good family policies are still no contrast to good gender equality policies.
ParlaMint-NO_2020-04-30.ana.ud19e710	The right-wing administration likes to talk about equal opportunities for all, but is not willing to adopt policies that bring it about, even in the field of education. It not only helps with commitment, it also requires political action. Sex roles are learned early. They affect the choice of education, the choice of occupation and the percentage of employment offered. Norway has one of Europe’s sexiest labour markets. In the municipalities, for example: 90 pst. by all employees of kindergarten women, 80 pst. of the primary school employees are women. Girls choose courses that lead into professions that are and have traditionally been women's dominated. Women often work part-time, they earn less than men and end up getting less pension paid. Not only has the right-wing government been passive, but it also slows down the development of an equal society in Norway, and in a number of areas there is a gender equality in reverses, such as the right of reservation for non-participants and the restriction of the abortion law. The lack of concrete action from the right-wing government, I believe, is serious. Let me do some examples. We have proposed that the government should develop a strategy to combat gender inequality in education and working life. The working party wants more men into kindergarten, as elementary school teachers, and as nurses. We understand that the path to more equal work begins in the education system, and that a better gender balance is good for both people and society. I think it was nice that the Council of State said that one has seen an increase in the search for nurses, but one has unfortunately not seen an increase in the number of men applying for nurses. Just this example, which the Council of State itself used, proves that concrete policies are needed to reverse the current trend, not just big words. While this government is now considering removing the gender points in higher education, we'd rather do the opposite. We have to have more of that to balance where it's too biased. The government has also voted against our proposal for a recruitment campaign to bring in more male teachers. All in all, a completely different and more powerful effort is needed than what this government delivers. There's been a lot of attention around the Council's hair clippings in the last few days. Jan Zahl, commentator in Stavanger Aftenblad, reminded me of the Bible story of Samson. Samson's insane strength lay in his mighty mantle, but when his hair was cut, he lost all his strength. Let's hope that the history of Samson doesn't repeat itself now and become the history of the Council of State as well. The councils should now use their power to take concrete action and show that he has the will in addition to commitment.
ParlaMint-NO_2020-04-30.ana.ud19e725	It was the post of the representative Lossius of the Christian People's Party that made me draw again. She came into the cash support and claimed that we, who were critical of it, were opposed to an freedom of choice. But what studies now show is that there are big differences between those using cash support. Most are mothers of one-year-olds, but if the child is born in August, it's only 28 pst. using cash support. If the child is born in April, it's 76 pst. using cash support. Nav prints out correctly: «For most people now the cash support has begun to act as a waiting aid pending the day-care centre admission in August.» So it’s not that you have a choice between having a one-year-old in kindergarten and receiving cash support, it’s simply that if the child is born at the wrong time of year, the nursery place may not come until the child’s mid-second year. If you want full freedom of choice, you should go on building up kindergarten capacity, so that you actually got that freedom of choice. Then we can discuss whether the cash support should still be there. We have proposed a different solution, but also a support scheme for those waiting in kindergarten. Only then would you have a real freedom of choice. Another consequence of the cash support is that there is a huge difference between children of Norwegian parents and children of parents with a non-Western background. 84 pst. by Norwegian parents have 1-year-olds and 2-year-olds in kindergarten, whereas, in the case of non-Western parents, it is 66 pst. who have one-year-olds and two-year-olds in kindergarten. Of parents with background from Somalia, less than 50 pst. one-year-olds and two-year-olds in kindergarten. It turns out that in part it is the children who might have preferred to receive the language training provided by the kindergarten, which is kept away from the kindergarten, but it also contributes to a direct counter-measure to the goal of the Stortinget repeatedly saying they agree, namely that several of them with non-Western immigrant backgrounds, especially mothers, will have an opportunity out of work. This includes, inter alia: the background to the recommendation by the employers’ association Specter, for example, that cash support should be abolished. We were given the freedom of choice through the decision of Stortinget under the then Bondevik administration, namely a kindergarten extension with 170,000 more seats, 50,000 more employees and a maximum price. That's what quality is? And it was not the Christian People's Party that was at the head.
ParlaMint-NO_2020-04-30.ana.ud19e732	I started my main post by saying that when we discuss gender equality policy, I often feel glad that Norway is working well in this field, but also at a great deal of relaxation over everything that remains of work, both here at home and beyond the borders of the country. This was confirmed in the debate today, I think. In addition, there have been both strong stories and many examples that there is a lot to be done, and a lot of us politicians don't quite have the ability to sort out about equality, while the commitment to improving the situation has been great. In particular, in the context of violence in close relations and in the context of gender equality in the context of the Korona crisis. That's what I think has been good. The exposure of many lots in this field also applies in the form of a series of loose proposals. The lack of time to deal with their consequences, and the fact that some of them have budgetary implications, means that the Senter Party will not support everyone. But we're going to support someone, i.e. no. 7 and 8, from SV, and paragraphs 10th from the government parties. And when we support it from the government parties, I hope the government parties can also consider supporting the proposals No. 7 and 8, from SV, and notice the good intentions in very many of the other suggestions. I need to give an explanation of vote on proposal No. One from Red. Here, too, the intention is good, especially because it deals with wage developments in socially critical occupational groups, and yes: some of these are particularly women-dominated and low-paid. We in the Central Party believe that one in the proposal should have asked the government to ask the social partners to pay off here, and that they will take care of it. So I pee on the minister and ask him to notice.
ParlaMint-NO_2020-04-30.ana.ud19e741	It is always important – and really quite polite – with the debate on equality in this room. The need for today's equality debate, and for equality policy right now, during this crisis, is great. But as in all the gender equality debates we've had here in recent years, there's a clear difference between the right-hand side and the left-hand side. The right side, which now also embraces the parties Left and Christian People's Party, has very many good contributions with sincere concerns and proper references to the areas of Norwegian society where we lack equality, and both fine and frightening anecdotes over our own and others' experiences of being free or not free. But no one gets more freedom from us talking about how important it is that they get it. Equality does not come of itself – it has never done so, and it will never do so. There are policies moving the world forward, concrete measures. It's actually not like we're black-painting the situation when in this room we point out that on many parameters Norway is now reverting to equality. It's in reverse in some areas. In the LHBTI field, too, we have fallen dramatically, and there are six specific policy areas in which the United Nations says we need to clean up before they think that spoons have good enough living conditions in Norway. On the gender equality front, otherwise, it's about women's right to decide about their own bodies, and there we know what the government has done. It's about a lot of ladies not being economically free, and the coronary crisis puts the magnifying glass on it. They work part-time, they're temporary employees, they've got pressured working hours, they can't get established, they don't get house loans, they're not financially free. They have problems with onlineness, sexual harassment and violence – I could have mentioned challenges in fling. The problem is that none of these challenges are resolved as long as there is no concrete policy, and this government has weakened and cut off policies that promote equality and otherwise have not taken any new initiatives. All that the Council of State points to here today, whether it's gender terms in the penal code or other things that have been done, has been done on the orders of the Stortinget. I hope that the Council of State will take with it the commitment he had for the equality issue when he was a magnificent, and not see himself satisfied with his own government's total willingness to bring equality forward – because then we won't get far.
ParlaMint-NO_2020-04-30.ana.ud19e754	It may be appropriate to recall all the action plans mentioned by the Minister for Gender Equality in his statement, after what was closest to the Workers' Party's predictions of doomsday on gender equality. I would also like to remind you that we are in second place on the most recognised equality barometer. It really annoys me that Iceland is ahead. It's a lot about women and wages. When a man makes NOK 100, the woman earns NOK 87. So women are not the payroll. This is largely about women's participation in business. It is about what more people have been about here, that we have few women entrepreneurs – women who will lead their own jobs and be the boss. It is again about the sex-shared labour market. I would like to remind you of the action plan for women entrepreneurs, which was launched in the autumn of 2019, which has 13 concrete measures to increase female entrepreneurship. It's a little bit sad that it's only 14 pst. by women applying for start-up aid. Here you need a real puff, and that action plan is part of it. One of the puffs mentioned in the action plan is entrepreneurship. We know that there is a lot of commitment among girls in entrepreneurship in high school and student entrepreneurship, but something is happening when you choose your occupations. Here we have to go into school and get both teachers and businesses to be active participants in the school. We need to get more female role models that stand out. A small comment on women and part-time jobs: I would particularly like to encourage the municipality of Oslo, which is one of the leaders in the use of part-time jobs, especially in the care sector. It is the municipalities that are the worst in terms of part-time jobs — it is not the private sector. I would also like to correct something: the Government and the Right have not said no to prohibit conversion therapy. On the contrary, the government will present a case about this in Stortinget.
ParlaMint-NO_2020-04-30.ana.ud19e769	There has been a good debate, and it has been focused on many important issues. In the end, I just want to draw out the whole social image that equality is part of, and that we might sometimes overlook. There has been talk of inclusion and community for women, for homosexuals and for people with disabilities. But then it's these little things that come to expression, and that's actually a little bit incomprehensible. For example, when the Workers' Party: promoting proposals to include hate expressions in the law on religious and life-based societies as a criterion for obtaining grants, there is nothing to vote for. Then the right-hand government cut $3 million. During the night to KABB – Kristent Arbeid Among the blind and the feeble – there was nothing to think about. Fortunately, the Christian People's Party was not in government then, so they got to reverse this proposal. When we talk about glasses for children, it's about equality, inclusion and giving people a level playing field. We see it in terms of strengthening the field of volunteering. Now it is a rapporteur's insurrection to strengthen voluntary activity. What's the option doing the most? They organise and facilitate the participation of all people on the basis of the assumptions they have. Cut to young people: does it give young people greater or fewer opportunities to participate in the same line with everyone else in those arenas where they want to be present? The disease, which was mentioned here, and which Left will change, NOK 600 000 to a medicine phone for the blind – it's small money, a odor tablet for people with the intestine out – there's a lot of small things. But what is very important for a society to function and to be equal is that it is also in the small things and in the whole of politics a policy that always promotes it by including. This is worrying, because if we see the signals coming from the outside, the most right-wing conservative signals, is it more nationalism, more discrimination, more hatred and a narrower society? for the few privileged. I hope that gender equality policy in Norway will continue to lead the way, but it requires one to see the broad responses in a context.
ParlaMint-NO_2020-04-30.ana.ud19e782	The representative, Freddy André, has spoken twice before and is given the floor to a brief comment, limited to 1 minute.
ParlaMint-NO_2020-04-30.ana.ud19e787	Thank you for a good debate, but unfortunately also a predictable debate. It has been characterised by many good, committed contributions, but, as usual, on the left hand side we are left alone to promote concrete measures and concrete proposals that actually lead to more equality. I just need to make a brief explanation of vote. The SV's proposal to invite the parties to dialogue on decent pay and working life for women-dominated professions and the SV's proposal on action against violence in close relations and the evaluation of the gender impact of the Corona situation has inspired, so there have been quite similar proposals from other parties. Therefore, I would like to inform you that SV will vote in favour of all solutions in the Chamber, and hope that several parties do so.
ParlaMint-NO_2020-04-30.ana.ud19e795	The representative Anette Trettebergstien has had the word twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2020-04-30.ana.ud19e800	I'm actually a little tired of being accused of black-painting every time we point out the statistics so clearly, that this government is increasing the inequalities in society, and this government is weakening equality. And those that go beyond are the people who don't get the freedom they should have been given in their lives: the crooks who are beaten up, or the ladies who don't get mortgages, etc. Talking about action plans that are far below a drawer does not help. We know it doesn't help, it doesn't move the world forward. The only thing that does that is to implement concrete policies. It does – once again – the opposition today through loose suggestions. The Labour Party is going to vote in favour of most of them, but a small explanation of vote on some proposals from SV and Red, which goes on pay and low pay: we cannot vote in favour of proposals that interfere in the formation of wages – it must be up to the parties.
ParlaMint-NO_2020-04-30.ana.ud19e805	The representative Trond Giske has had the word twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2020-04-30.ana.ud19e810	It was the chairman's posts I wanted to comment on, because there is a broad consensus that it is important for women entrepreneurs. It's about using the entire creative and creative potential of the population and about equal opportunities. But that there should be a significant contribution to the cohesion between men and women, I strongly doubt. Men have a total of 134 billion. kr more in net worth than women. They own 80 pst. of the share values of Oslo Børs, men have 53 billion. kr more in capital income, and 81 pst. of those who make more than 1 million. in Norway, are men. So what really creates cohesion between men and women is to create cohesion between rich and poor. If one gets cut in wealth taxes, cut in top taxes, more privatisation of what is owned by the state, there's a greater difference between men and women. That is why a good social democratic policy is also a good policy on equal opportunities.
ParlaMint-NO_2020-04-30.ana.ud19e817	The representative Kristin Örmen Johnsen has spoken twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2020-04-30.ana.ud19e822	I just notice that the Workers' Party believes that all the action plans proposed are in a drawer. They don't. But if the Workers' Party does not want more action plans, we will remind them of the next time the Workers' Party is promoting it. So to the representative Giske's posts. What we need are more women entrepreneurs, setting up business leaders and more female millionaires in Norway. It creates values, that's what we want.
ParlaMint-NO_2020-04-30.ana.ud19e829	Several have not asked for the floor on case No. 1st@item: inlistbox
ParlaMint-NO_2020-04-30.ana.ud19e842	Then Stortinget is ready to go to the vote on the matter on today's map.
ParlaMint-NO_2020-04-30.ana.ud19e856	In the course of the debate, a total of ten proposals have been put forward. It's the proposals No 1-3 from Björn Moxnes on behalf of Red the proposals No 4-9, from Freddy André Supreme Court on behalf of the Socialist Left Party proposal No 10, from Kristin Ørmen Johnsen on behalf of the Right, Left and Christian People's Party There is a vote on proposal No. One from Red. The proposal reads as follows: ‘The government is asking the government to engage in dialogue with the social partners on wage developments in socio-critical professions, in particular women’s dominated and low-paid professions, in order to find out what the government can contribute by means of appropriations to ensure wage increases.’ The Socialist Left and the Greens have given their support to the proposal.
ParlaMint-NO_2020-04-30.ana.ud19e885	There is a vote on the proposals Nos. 2 and 3 from Red. Proposal No. 2 sounds: ‘The government is asking the government to propose increased funds to strengthen the staffing of kindergartens and schools and to ensure adequate clean-up staff for the gradual reopening of schools and kindergartens.’ Proposal No. 3 sounds: ‘The Government requests the Secretary-General of the United Nations to include the protection of women as part of measures against the coronary apathy and to provide additional means of combating violence in close relations.’ The Labour Party, the Socialist Left Party and the Greens have given their support to the proposals.
ParlaMint-NO_2020-04-30.ana.ud19e909	There is a vote on the proposals Nos. 4 and 9 from the Socialist Left Party. Proposal No. 4 sounds: «The government is asking the Government to make rapid proposals for action for women’s dominated professions which are particularly affected by the effects of the Corona situation on the economy and working life on its own account for the Storting, including measures to increase full time, to start long-term work-reduction efforts, to increase manpower and to engage in dialogue with the parties on pay gap for women’s dominated professions in the public sector, as well as on specific measures in women’s dominated private sector industries such as service industries. ‘... Proposal No. 9 sounds: ‘The Government asks the Government to make proposals to incorporate the United Nations Convention on the Rights of Persons with Disabilities into the Human Rights Act, in order to give the Convention precedence in Norwegian law.’ The Greens and Reds have announced support for the proposals.
ParlaMint-NO_2020-04-30.ana.ud19e933	There is a vote on the proposals Nos. 5 and 6 from the Socialist Left Party. Proposal No. 5 sounds: ‘The government asks the government to ensure that the work against violence in close relations is prioritised by the police and other relevant actors by earmarking funds for police work on violence in close relations, implementing the PATRIARK and SARA tools in all police districts, and that a share of the new positions of the police as a result of the coronary crisis is to go to the police’s work against violence in close relations and, if necessary, return to the Stortinget on a case-by-case basis.’ Proposal No. 6 sounds: ‘The government is asking for an exceptional cross-sectoral effort to combat violence in close relations as a result of the Corona situation, in particular for better interaction between relevant actors such as police, crisis centre, child protection, school and health services.’ The Labour Party, the Green Party and the Red Party have announced their support for the proposals.
ParlaMint-NO_2020-04-30.ana.ud19e958	There is a vote on the proposals Nos. 7 and 8 from the Socialist Left Party. Proposal No. 7 sounds: ‘The government is asked in the future to evaluate the social impact of the disease protection measures, including the evaluation and acquisition of knowledge on the impact on gender equality, including violence in close relations and gender equality in the labour market.’ Proposal No. 8 sounds: ‘The government is asked to ensure that Norway takes on a driving role internationally in the use of the Corona situation to prevent sexual and reproductive health and rights, such as abortion, and that development policy takes into account the economic impact of the pandemic in particular.’ The Labour Party, the Centre Party, the Green Party and the Red Party have announced their support for the proposals.
ParlaMint-NO_2020-04-30.ana.ud19e982	There is a vote on proposal No. 10, from Right, Left, and Christian People's Party. The proposal reads as follows: ‘The government asks the government to monitor the impact of the coronary crisis on the gender equality field and to return to Stortinget with results and findings as appropriate.’ All parties have indicated their support for the proposal.
ParlaMint-NO_2020-04-30.ana.ud19e997	The Minister for Culture and Gender Equality’s statement on the status of promoting equality and diversity in all sectors is annexed to the Protocol. – It shall be deemed to have been adopted.
ParlaMint-NO_2020-04-30.ana.ud19e1051	As a result, the cases on today's map have been completed. Does anyone require a word before the meeting is cancelled? - The meeting's been cancelled.
