ParlaMint-BG_2022-03-17.u1	Eva Miteva?
ParlaMint-BG_2022-03-17.u130	Thank you very much, Mr. Simeonov. Congratulations, really! [[Applause from..We continue the Change, BSP for Bulgaria................................................................................................... Replices.]] I'm opening the discussion. Vladislav Panev for speech.
ParlaMint-BG_2022-03-17.u131	Mr. Chairman, colleagues, congratulations from me to Mr. Simeonov for his expressive reading. I would like to make a motion for annulment in § 76, which becomes § 79, p. 8 letter (b)............................................................................................... 5 is canceled. I would like us to vote separately on the letter 'b', 'al'. 5 is canceled. Alinea 5 is about a methodology by which compensation is considered to be non-essential damage in insurance events. The methodology has not yet been adopted. It must be adopted by the Financial Supervision Commission, perhaps at any time, at times a month for example. If it is accepted and we cancel para. 5, then we will create a serious risk to the insurance market and to the people who are insured under the liability, namely, it is very likely that the victims, mostly in the case of accidents, will start to sue not the insurance company and ask for compensation from it, but directly from the individuals who cause the damage. This creates a certain risk of reducing the impact of the liability arising from this insurance, which would also cause problems on the entire insurance market. So I would like you to support me in this § 76, which becomes § 79, t. 8 letter (b)............................................................................................... 5 is cancelled, to be cancelled, that is to say, to make a cancellation of the cancellation. Thank you.
ParlaMint-BG_2022-03-17.u132	Thank you, Mr. Panev. So, on page 58 of the Report, where the text proposed by the Commission is............................................................................................. Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, Art. 8, 493a, point (b) and the text of which is "al." 5 is canceled, canceled.
ParlaMint-BG_2022-03-17.u133	That's right.
ParlaMint-BG_2022-03-17.u134	Okay, we're going to vote on this editorial proposal. Replies to Vladislav Panev there is Professor Rumen Gechev.
ParlaMint-BG_2022-03-17.u135	Thank you. Dear Mr. Chairman, honourable Members! We discussed this issue in the Budget Committee and supported the text as it entered, noting that MPs should always work on the balance of interests between all stakeholders. And since this is about human destinies and different interests, we must be particularly careful. Since there has been further discussion with the Financial Supervision Commission and with the Ministry of Finance, we do not mind canceling the cancellation in letter "b', para. 5, but also on behalf of our fellow Members, we strongly insist that, if such a decision is adopted in this paragraph, which remains in the Fifth Law, the following should be recorded: Why? For this methodology under the Law of 2018 should have been adopted, but it has not been adopted. And in order not to leave such opportunities for discussions between the parties responsible for the implementation of the Law, I propose that once again, it should be recorded: The method to be adopted by 31 May 2022............. and then we will have no doubt that this issue will be delayed in time for some or other interests. Thank you.
ParlaMint-BG_2022-03-17.u136	Okay. Thank you, Mr. Gechev, I'll just look into the existing text of the Law. Such a time limit is in principle in the Transitional and Final Rules of the Law. [[Definitions between the MP Rumen Gechev and the Chairman.]] Yeah, I get it. Okay, I'll take a look at it. Thank you. Any other lines to Vladislav Panev? I can't see. Here you go. Here you go. Here you go.
ParlaMint-BG_2022-03-17.u137	Thank you. We discussed this with Mr. Gechev. Indeed, the Methodical text was adopted as early as 2018, but no methodology has been adopted for four years anyway. Recording such a text with a deadline of 31 May 2022 is a good push to the Financial Supervision Commission to do its job. So I support Mr. Gechev's proposal. Thank you.
ParlaMint-BG_2022-03-17.u138	Thank you. Just a second. Are there any other speeches, colleagues? I won't. Okay, Professor Gechev, I don't see you alone, yes, your proposal I suggest we shape it in this way: it is set according to whether Vladislav Panev's proposal will be accepted so I understand. But my offer is then. [[Definitions between the MP Rumen Gechev and the Chairman.]] Okay, Professor Gechev's proposal we agreed to form it in the following way: in § 76, according to the numbering of an importer, which becomes § 79, which regulates changes in the Insurance Code, we create a new point 493a is adopted by 31 May 2022. 11, because I see that the import texts are up to 10. It was the right thing to do, wasn't it? Thank you. Okay, and I say again, this proposal is based on the adoption of Vladislav Panev's proposal, so unless Vladislav Panev's proposal is accepted, we will not put to the vote Professor Gechev's proposal. Let's move on to the vote, fellow Members. First, editorial proposals. First of all, I put to the vote the editorial proposal of the Parliamentary Representative Vladislav Panev in § 79 on the numbering of the Committee on Budget and Finance in the proposal for amendment to this point. 8, which reads:............................................................................................ 493a entire letter to be dropped. The text of the letter "b', para. 5 is repealed. Vladislav Panev's proposal is to drop the entire letter. Eva Miteva? Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u139	(ITN, via Internet platform for video conference): Cons.
ParlaMint-BG_2022-03-17.u140	Thank you. Vote in this House 138 MPs plus 1 online.. 139: 54 against 16 plus 1 online................................................................................................. The offer is not accepted.
ParlaMint-BG_2022-03-17.u141	It's a re-vote.
ParlaMint-BG_2022-03-17.u142	Revoting, coworkers. Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u143	(ITN, via Internet platform for video conference): Cons.
ParlaMint-BG_2022-03-17.u144	Thank you. They voted in this House 138 MPs plus 1 online.. 139: for 54, against 17 plus 1 online.. 18 abstentioned 67. The offer is not accepted. We will not put to the vote Rumen Gechev's editorial proposal, as it refers to para. Five, which is to cancel. I shall put the main texts to the vote as follows: § 69 in the version of the Commission, § 70 is an importer; paragraphs 71, 72, 73 and 74 are in the version of the Commission; the name of the division of the "Transitional and final provisions' is in the version of an importer; a new § 75, on a proposal from the Commission, paragraphs 76, 77, 78, 79 and 80, are in the version of the Commission; § 81 is by an importer; paragraphs 82 and 83 are in the version of the Commission; § 84 is by an importer; paragraphs 85 and 86 are in the version of the Commission; § 87 is by an importer; paragraphs 89, 90, 91, 92 are by an importer supported by the Commission, and paragraphs 93 and 94 are in the version of the Committee on Budget and Finance. Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u145	(ITN, via Internet platform for video conference): For.
ParlaMint-BG_2022-03-17.u146	Thank you. Vote in this House 128 MPs plus 1 online " 129": for 114 plus 1 online "115," not against, abstaining 14. The proposal has been adopted, and thus the Second Voting Bill. So we ran out of item two of the day's agenda. Moving on to point three: THE FIRST VOICE OF THE LAW FOR COMPLETION OF THE LAW FOR THE ENFORCEMENT OF THE PROCEDURE AND THE CONSERVATION UNDER PASSION. A report of the Committee on Constitutional and Legal Affairs has come in. Here you go, Mr. Mateev.
ParlaMint-BG_2022-03-17.u147	Dear Mr. Chairman, honourable Members of the National Assembly! First-vote report: At its regular meeting held on 9 March 2022, the Committee on Constitutional and Legal Affairs discussed a Draft Law supplementing the Law on the Execution of Punishments and Detention, No 47 202-01-10, submitted by the Council of Ministers on 22 February 2022. The meeting was attended by Mr. Emil Dechev. Deputy Minister of Justice. The bill was presented by Mr. Dechev, who pointed out that the proposed legislative changes created a legal possibility for the convoy of persons with an established measure for non-reserved detention in cases of exceptional personal and family reasons. He clarified that the legal framework in force allows for the cessation of detention or leave only of prisoners and the convoy of persons with a measure of non-violence is possible only to the judicial authorities or detention places. The draft law implementing the decision of the European Court of Human Rights in the case of Vetsev v. Bulgaria (Vecev) establishes a mechanism for individual assessment of the judicial authorities regarding the existence of legitimate interest of the defendants and defendants with a measure of non-violation of detention under guard to be convoy for reasons of personal and family nature. It is proposed in the presence of a specific reason of exceptional nature to conduct convoy by the General Directorate of Security and, if necessary, by the General Directorate of the General Directorate of the Punishment. In the discussion of the bill took part the MPs Branimir Balachev and Krum Zarkov. Mr. Balachev expressed the need to adopt the proposed provisions which remove the gap in legislation and pointed out that he would support the proposed draft law. Mr. Zarkov noted that he would support the legislative initiative in order to bring the consequences of the European Court of Human Rights' decision into line. As a result of the discussion held, the Committee on Constitutional and Legal Affairs with 15 votes in favour, without abstention and abstention, proposed to the National Assembly to adopt a bill supplementing the Law on the Execution of Punishments and Detention, No 47-202-01-10, submitted by the Council of Ministers on 22 February 2022.
ParlaMint-BG_2022-03-17.u148	Thank you, Mr. Mateev. Madam Minister, for an importer's opinion? Please, you have the floor.
ParlaMint-BG_2022-03-17.u149	Thank you, Mr. Chairman. Ladies and gentlemen of the House! In today's session, you will consider at first reading the Law amending the Law on the Execution of Punishment and Detention, which is limited by its scope and may, at first glance, regulate not a very significant problem, as long as it does not affect too large a circle of people, namely the right of prisoners to leave prison for important reasons, especially of a family nature. This bill is extremely important, however, and I urge you to pay attention to it and support it, because it is one of the first steps I hope this Parliament will take to solve the problem we have in Bulgaria for the very high number of unfulfilled decisions of the European Court of Human Rights. Over the years Bulgaria has unfortunately been in one of the top places on unfulfilled solutions. I have had the opportunity to pay attention to you before and to call on you not to miss out on the focus of your attention human rights and to put all together maximum effort in order to improve our legislation and ensure, to a greater extent, the rights and fundamental freedoms of our citizens. Therefore, once again, I suggest that you approve the proposed draft amendment and supplement to the Law on the Execution of Punishment and Detention. Thank you.
ParlaMint-BG_2022-03-17.u150	Thank you, Madam Secretary. I'm opening a discussion on the submitted bill. Here you are, Mr. Petrov, for your statement.
ParlaMint-BG_2022-03-17.u151	Dear Mr. Chairman, honourable Members! First of all, just to correct a slight mistake on the part of the Minister. The law concerns not those imprisoned but those detained in pre-trial proceedings and the possibility of their convoy on the territory of the country. This bill establishes certain legal guarantees with regard to persons with the most severe measure of non-violation within pre-trial proceedings, namely detention under guard, when there are exceptional reasons of personal and family nature, the same can be confederated within the territory of the country. So far, the creation of guarantees is good, I will personally support it, but I believe that this legal proposal creates an internal inequality between the measures for non-violence. And I'll give you an example. This bill, as the Minister rightly pointed out, is created precisely to change our framework and to respond to a decision from 2019 of the European Court of Human Rights in the case of Vetsev v. Bulgaria. Imagine that the mentioned Mr. Vetsev, at a later stage in the event of circumstances, is again attracted as a defendant. It doesn't happen, but... And he was attracted as a defendant, he was taken a measure of non-violence, but the court considered that the request for a measure of non-violent detention should not be satisfied and considered that a lighter measure, namely domestic arrest, should be taken in respect of that gentleman. This measure also constitutes a restriction on the movement of the accused person. And what happens? He performs the measure, stays at home. Every day he greets colleagues from, say, the V police, who check him, treats them with coffee at the entrance and the measure runs within the time limit for which he is ordered by the court. However, at one point the same human tragedy occurs, namely, a very close relative of his goes from this world to the other side of the country. And this person, according to your legislative proposal, has several options. The first option is to go in order to request permission from the authority which gave him the measure under art. 62 of the PPC, namely the court. There I have to tell you that there is a very broad possibility of individual, individual and subjective assessment of the grounds for allowing permission to leave the residence and, consequently, if that request is not respected, to go this way through national protection, respectively, and to reach again to the European Court of Human Rights, because the same gentleman already has a successful previous procedure, and to hope that the legislation will then be changed so that, even when placed under house arrest, he may, for the same exceptional reasons of personal and family character, be allowed to be in another place for, do not give yourself a personal tragedy. Last time it took him only seven years, evidently from the motives of the Bill. The second option that you will create with these legal guarantees that are given to him is tomorrow not to meet the colleagues at the entrance of the apartment, but to intercept them at the corner of the street like this with their hands [[shows]] In which they immediately arrested him because he violated his so-called measure of non-violence. The prosecutor will immediately ask for the more severe incarceration, the court will, of course, immediately respect it within a few days and then, now that he is in custody, he falls within the circle of these legislative changes proposed by the Council of Ministers and can safely benefit from the guarantees that you are creating for him and be convoyed to the other end of the country where he may possibly be able to participate in this funeral. I believe, my fellow Members, that once this legislative proposal is adopted, such inequality will be created, so that you are creating legal guarantees under the more severe measure of non-decisiveness that the person may be convoluted when there are exceptional reasons of a personal and family nature, and in light of the measure of domestic arrest, it will be left on, I repeat, the independent, subjective and individual assessment of the determining authority in pre-trial proceedings, which is not the same. I believe that there should not be one more relaxed regime for the more severe measure, therefore ergo legal guarantees, and that there should not be such a legally guaranteed possibility that we are currently trying to make in the light of this measure. However, as we are currently amending the Law on the Execution of Punishment and Detention, and on the other hand, the measure of house arrest is regulated in art. 62 of the PPC, there is no way to make a proposal between first and second readings. So at least we will make the relevant proposals, reciprocal and mirror, but in the PPC, which will allow the gentleman, if he is again in the same situation of life as he was in that decision since 2019, not to have to violate the regime of a lighter measure on purpose in order to be able to be detained and then benefit from these legal guarantees. And my appeal is when proposals are made, especially within criminal proceedings, not to be taken lightly, because here we solve life's fates, we solve specific cases. Unfortunately, the jokes and the pranks were yesterday, when in the Legal Commission the prosecution explained how they successfully fought crime at 50% justified for eight years in the Specialized Court. Today we are already discussing concrete, practical cases, so I ask you very much, fellow Members, that we reflect on them. And I ask the importers, when proposing such legislative changes, first of all, to be informed about the applicability of their legislative changes, and secondly, to make them so that we do not now wonder how we can between first and second reading make changes that we cannot make. Unless we equalize the persons placed under house arrest, for example, with the judges of the entries. The rest you know how it can happen, has already been done here in this National Assembly. We will support the Bill, but unfortunately, we will also have to make relevant proposals for changes. Again, they're mirrored. We hope that, when imported, you will support them, so that the regime of those detained with the various measures for non-violence in pre-trial proceedings is the same and creates equal legal guarantees, not to say privileges. Thank you, colleagues.
ParlaMint-BG_2022-03-17.u152	Thank you, Mr. Petrov. Are there any lines? Here you go, Mr. Dimitrov.
ParlaMint-BG_2022-03-17.u153	Mr. Chairman, honourable Members, Mrs. Minister! Colleague Petrov, I cannot agree with you that the two measures have the same regulation because, as far as I know, you are a penalist and you are aware that in the measure of inviolation we have imprisonment and in this case it is about the solution of convoying. In the case of persons who are subject to a measure of non-violent house arrest, this is controlled and exit from the home is permitted by a simple request to the monitoring prosecutor. I can give you at least hundreds of cases where there are free movement of persons who have a measure of house arrest. As long as persons under a non-retention measure are not held in custody, this is not possible and at no time does there exist the possibility of free movement of those persons. These are the changes that are actually being proposed by the Ministry of Justice and which are being sought to be supported in the present case, and we will support. I took the floor as there is little manipulation on your part, as few of the people are penalists here. It's not the same. It's not the same. It's not the same. The way of moving and actually leaving home and visiting relevant sites and so on is in an extremely relieved way, which makes it absolutely all prosecutors. Thank you.
ParlaMint-BG_2022-03-17.u154	Thank you, Mr. Dimitrov. Are there any other lines, colleagues? Here you go, Mr. Drenchev.
ParlaMint-BG_2022-03-17.u155	Mr. Chairman, ladies and gentlemen! Dear Mr. Petrov, I disagree with you that these changes cannot be made between first and second readings. Our National Assembly has proven that it can do anything. There was a Water Act, which led us to move NIMH from the Ministry of Education to the Ministry of Environment and Water from cleaning the troughs. So anything is quite possible to happen here. Of course, there's been a lot of bullshit going on. I believe that in this case, something sensible can happen, making it possible to avoid further condemnation in the European Court of Human Rights in almost similar cases.
ParlaMint-BG_2022-03-17.u156	Thank you, Mr. Drenchev. Is there a third line, colleagues? I can't see. Here you go, Mr. Petrov.
ParlaMint-BG_2022-03-17.u157	Dear Mr. Dimitrov, the clarification was not necessary, as I am very well aware of the purpose of the bill. That's why I said I'd support him. Yes, there really is no such legal regime. Yes, it is indeed necessary in accordance with the European Court of Human Rights' decision. Yes, a similar legislative change needs to be made. Again, I would like to point out, and I am pleased that you have indicated that a request is being made with a request from the prosecutor. Once again, I will have to repeat that, unfortunately, the authorisation and respect for this application is placed on the individual, subjective and independent assessment, which is quite wide. In this, unfortunately, individual and subjective judgment, you do not have these guarantees that when exceptional personal and family reasons exist, the person will be allowed by that authority to travel to the other end of the country. In which he, if this request is not respected, you know very well, I suppose he will have to refer to the court to change this measure eventually to a lighter one, that is to say to go the national path of protection and to get back to the European Court of Human Rights. I say again, last time it took him about seven years to get the present moment when we were changing the Law for this. This is what we are trying to avoid, colleague Dimitrov, by saying that unfortunately, it is necessary to unify and the opportunity that we are currently creating for one measure to be possible with relevant, unfortunately, subsequent, separate legislative changes in the Law of Procedure and the other measure. Because, although you claim that it is much lighter, it is difficult enough in its essence, because the difference between the two measures is only that in detention and not in prison, the state feeds you in custody while in domestic detention you are at home, but in both measures you are restricted.... you cannot leave the place where you are. On top of that, you are checked once or twice a day by the authorities of the Ministry of Interior and, of course, you can go somewhere only with the permission of the said authority, which is in charge of pre-trial proceedings. It is precisely in order to avoid the need for people with a lighter measure to resort to the heavier one in order to fall into this favourable regime, which we are creating for them with this legislative proposal, that we believe it is necessary to unite these favourable legal opportunities. Thank you.
ParlaMint-BG_2022-03-17.u158	Thank you, Mr. Petrov. Andrey Mihaylov for a speech, come in.
ParlaMint-BG_2022-03-17.u159	Thank you, Mr. Chairman. Dear colleagues! I'd like to make one thing very brief. The difference between the two measures for procedural coercion. The detention and domestic arrest is not only the feeding, it is not only the lowering of the type of measures, they are different in nature. What is proposed in this bill is related to the convoy of the detained person under guard in exceptional circumstances. Yes, indeed motivation is a judgmental decision against Bulgaria, but when such a hypothesis occurs to a detained person, then there is no choice but to violate his rights or to convoy in such an emergency case. The case has passed away the brother of the detained person, we, Bulgaria, did not allow him to attend the funeral and we are therefore condemned. That's what we're doing right now, fixing the outcome of the judgment. In terms of detention, that's what it is. In terms of house arrest. In house arrest, the difference, as I said, is not only this ironic, devoid of respect for food. No, colleagues. The difference is that the person under house arrest may request to go to such a sad event as has happened if we look at the specific case, and this request will be respected, meaning the difference is also in control. A person under house arrest can also be controlled by technical means. So the difference between the two measures of procedural coercion is substantial. Here the problem is only with regard to detention, not with regard to house arrest. In view of this, I propose that we support the text as proposed by the importer and as voted by the Committee on Legal Affairs. Thank you.
ParlaMint-BG_2022-03-17.u160	Thank you, Mr. Mikhailov. Are there any lines, coworkers? I can't see. Anybody else want to make a statement? I can't see. I'm putting an end to the discussion on the bill. Colleagues, I will put to the first vote the Draft Law on the Supplement to the Law on the Execution of Punishments and Detention, the Chamber of Ministers, on 22 February 2022. Please, voting mode. Mr. Karimansky?
ParlaMint-BG_2022-03-17.u161	Yeah.
ParlaMint-BG_2022-03-17.u162	Thank you. Vote in this House 136 Members of Parliament and Online 1. 137 total: 124 and 1 online. 125 total, not against, abstention 12. The motion is accepted. Thank you, Madam Secretary. For the procedure please, Mr. Mateev.
ParlaMint-BG_2022-03-17.u163	Mr. Chairman, ladies and gentlemen of the House! On the basis of art. 76, para. 2 of the Rules of Procedure, since they have not received any proposals for amendments and additions during the debate, I propose that the draft proposed in today's plenary session be considered for a second vote.
ParlaMint-BG_2022-03-17.u164	Thank you, Mr. Mateev. I put to the vote the proposal made by Mr. Mateev. Mr. Karimansky?
ParlaMint-BG_2022-03-17.u165	Yeah.
ParlaMint-BG_2022-03-17.u166	Thank you. They voted in this House 132 MPs and online 1.. 133 total: 114 and 1 online.. 115 total, not against, abstention 18. The motion is accepted. Mr. Mateev, please read the Bill.
ParlaMint-BG_2022-03-17.u167	Thank you, Mr. Chairman. THE LAW OF THE supplementing the Law on the Execution of Punishments and Detention § 1. In Article 4 (1) (b), point (c) is replaced by the following: 250 are created. 7 and 8: The defendants and defendants with a measure of non-reserved detention shall be escorted into the territory of the country where, for exceptional reasons of personal and family nature, this has been given by a judicial authority. (8) In the cases of para. 7 the convoy shall be carried out by staff of the General Directorate of Security and assistance may be requested if necessary from the Directorate General. Final provisions § 2. In the Law on the Judiciary (prom., SG No. ...) in art. The following additions are made: 1. In para. 3, p. 6 after the words to the authorities of the judicial authority......................................................................................................................................................................................................................................................... 2. The creation of para. 8. . (8) The organisation and order of conduct of the convoy shall be determined by instruction of the Minister of Justice. § 3. Within four months of the entry into force of the law, the Minister of Justice shall: 1. It shall bring into line with it the regulations for the implementation of the convoy activity. 2. Provides the instruction under art. 391, para. 8 of the Judicial Law.
ParlaMint-BG_2022-03-17.u168	Thank you, Mr. Mateev. I am opening a discussion on the name of the Bill, § 1, the name of the division, § 2 and § 3. Are there any people who want to make a statement, colleagues? I can't see. I call off the discussion and move on to voting on the texts so read by Mr. Matteev, the name of the Law and the division. Please, voting mode. Mr. Karimansky?
ParlaMint-BG_2022-03-17.u169	Yeah.
ParlaMint-BG_2022-03-17.u170	Thank you. Vote in this House 124 Members of Parliament and Online 1? 125 total: 121 and 1 online? 122 total, not against, abstention 3. With this, the bill was passed in a second vote. Thank you, Madam Minister, once again for participating today. I only announce that today the meeting will continue until 14.15 with a view to the request for a break from the parliamentary group of GERB-SDS. We're going to the fourth point, which is: HEARING OF THE MANAGER OF THE NATIONAL HEALTH COSSE FIVE COSSE SALCHEV 110 OF THE RULES ON ORGANIZATION AND WORK OF PEOPLE'S COLLECTION ON GENERAL, EXPLAINATION, REMONT AND CONTROL FOR THE REPRESENTATION OF EXAMINATIONS AND EXAMINATIONS FOR THE NEEDS OF PEOPLE WITH CONVERSATIONALS IN THE LAW ON PEOPLE WITH CONVERSIONS. Importers: Elisaveta BELOMRADOVA AND ALEXANDER SIMIDCHIUM Here you are, Mrs. Bellobradova, for procedure.
ParlaMint-BG_2022-03-17.u171	Honourable Mr. Chairman, honourable Members. In connection with the hearing of the governor of the National Health Insurance Fund, I offer permission to Mr. Salchev.
ParlaMint-BG_2022-03-17.u172	Thank you, Mrs. Bellobradova. Colleagues, please vote for Mr. Petko Salchev. Voting mode. Colleagues online: Eva Miteva? Lyubomir Karimansky? They voted 128 MPs in the House: for 128, against and abstention there is no. The motion is accepted. I ask the Quaestors to invite Mr. Salchev to the hall. Colleagues, before we begin with the hearing itself, I will read to you the parliamentary control message for tomorrow March 18th, 9.00 p.m. Questions will be answered: 1. Deputy Prime Minister for Economy and Industry and Minister of Economy and Industry Cornelia Ninova will answer 2 questions from the MPs Mladen Shishkov and Ivo Ruschev and Nikolay Drenchev. 2. The Minister of Transport and Communications Nikolay Subev will answer 1 question from the MP Branimir Balachev. 3. The Minister of Justice Nadezhda Yordanova will answer 1 question from the National Representative Dessislava Atanasova and 1 question from the National Representative Elena Guncheva. 4. The Minister of Agriculture Ivan Ivanov will answer 5 questions from the MPs Petar Petrov; Boyko Klechkov; Elhan Kulkov; Zornitsa Stratieva; Alexander Dunchev and Miroslava Petrova and Vladimir Marinov and 1 question from the National Representative Mladen Shishkov. 5. The Minister of Electronic Governance Bozidar Bojanov will answer 4 questions from the MP Blagovest Kirilov. 6. Qaybak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ifak, Ik, Ifak, Ifak, Ik, Ifak, Ik, Ik, Ik, Ik, Ik, Ik, Ifak, Ik, Ik, Ik, Ik, Ik, Ifak, Ik, Ik, Ik, Ik, Ik, Ik, Ik, Ik, Ik, Ik, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, K, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka, Ka 7. The Minister of Education and Science Nikolay Denkov will answer 1 question from the MPs Zornitsa Stratieva and Julia Ivanova. 8. The Minister of Culture Atanas Atanasov will answer 2 questions from the MPs Yavor Bojankov and Veska Nencheva and 1 question from the National Representative Ivelin Ivanov. On the basis of art. 92, para. Art. 3 and Art. 97, para. 2 of the MNS due to a business trip outside the country in the parliamentary control meeting will not participate: - Deputy Prime Minister for Climate Policies and Minister for Environment and Water Borislav Sandov; - Minister of Energy Alexander Nikolov; - Minister of Health Asena Serbenova; - Minister of Tourism Hristo Prodanov. Due to urgent commitments in the parliamentary control meeting, there will be no participation: - Deputy Prime Minister for Regional Development and Public Works and Minister for Regional Development and Public Works Grozdan Karadjov; - Minister of Labour and Social Policy Georgi Gokov. Mrs. Belobradova, you're welcome to present the subject at the hearing. You have the floor.
ParlaMint-BG_2022-03-17.u173	Dear Mr. Chairman, honourable Members! Dear Mr. Salchev, thank you for respecting the National Assembly in order to discuss a problem that worries a huge part of our society, alasing the most vulnerable people with disabilities. In recent months, we have seen a continuing delay in the transition of the aids, gadgets, facilities and medical devices under the Law on Persons with Disabilities from the Ministry of Labour and Social Policy and its Social Assistance Agency to the National Health Insurance Fund. Everyone familiar knows that this transition from MLSP to NHIF has been delayed for the fourth year and after endless meetings of multiple working groups we have a date and it is July 1st. And although the fourth year we've been trying to work out this passage, it turns out there's a lot of ambiguities. This really worries people who are users of aids and medical devices, and we cannot afford to be irresponsible about this process. Both in the Commission and in the National Assembly, it is important to show that the National Health Insurance Fund will be ready on the date it has declared. People's concerns are related to the procedure under which the aids and medical devices will be obtained. Then how many and where will be the points for obtaining the medical devices we hope to get an answer. And also to talk about updating a list that has not been touched for 14 years and is a source not only of countless outdated, poor specifications, but also of long-standing speculations about corruption mechanisms, according to which certain importers of medical devices import infinitely poor medical devices and resell them at other prices. It's time to clarify. In this regard, I met a lady who has made it her job to find second-hand wheelchairs from Europe and arrange them in her garage to help those who simply cannot benefit from the state's provision because they are so poor that they lead to additional damage. Today's topic is extremely deep and raises many questions that we are yet to look at in individual committees, but now we are waiting for the manager to explain in detail the process on which he will start from July 1st, as well as to inform us about his plans to update the list of aids and medical devices. Thank you.
ParlaMint-BG_2022-03-17.u174	Thank you, Mrs. Bellobradova. Mr. Salchev, you have 10 minutes to answer the questions. Here you go.
