ParlaMint-BG_2022-02-16.u1	Colleagues, please register. Colleagues online are: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u298	Thank you, Mr. Dimitrov. I am opening a discussion on the texts presented by Martin Dimitrov, § 43 and 44 by the Report, § 41 and 42 are on the numbering of the importer. Is there anyone who wants to make a statement? I won't. I'm calling off the discussion. We are going to vote on paragraphs 43 and 44 under the Economic Policy and Innovation Committee Report. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u299	Yeah.
ParlaMint-BG_2022-02-16.u300	Rosen Turtle?
ParlaMint-BG_2022-02-16.u301	Yeah.
ParlaMint-BG_2022-02-16.u302	Stefan Shilev? In total, 129 MPs voted in the House and 2 voted in total 131: 121 votes in the Chamber and 2 online "123" in total, against 8 abstentions. The proposals have been accepted. With this, the bill was passed in a second vote. Thank you, Mr. Dimitrov. Moving on to the next item on the agenda: PROJECT OF A DECISION TO ACCEPT PROCEEDING PROCEDURAL RULES FOR CONDITIONS AND REGULAR DISCLOSURE OF CANDIDATES FOR THE MANAGEMENT OF THE BULGARIAN PEOPLE'S BANK, PRESENTATION AND PUBLIC DISCLOSURE OF DOCUMENTS AND HEARING OF CANDIDATES IN THE BUDGET AND FINLAND COMMISSION, AS WELL as THE PROCEDURE FOR THE SELECTION OF THE PEOPLE'S RESTRUCTION. A report came in from the Budget and Finance Committee. Here you are, Professor Gechev, to present the Report.
ParlaMint-BG_2022-02-16.u303	Dear Mr. Chairman, honourable Members! ♪ I can't believe on the draft decision on the adoption of procedural rules for the terms and conditions for proposing candidates as governor of the The Bulgarian National Bank, presentation and public disclosure of the documents and the hearing of the candidates in the Commission, budget and finance, as well as the selection procedure by the National Assembly At a meeting held on 11 February 2022, the Budget and Finance Committee discussed procedural rules for conducting a public procedure under art. 89, para. 8 of the Rules of Organization and Activity of the National Assembly for the election of the Governor of the Bulgarian National Bank. The adoption of procedural rules is necessary in relation to the election of a new governor of the Bulgarian National Bank with a view to the expired mandate of Mr. Dimitar Radev on 15 July 2021. After the discussion, the Committee on Budget and Finance with 15 votes for the Council, without the opposition and 2 abstention, proposed to the National Assembly to examine and adopt the following draft decision: Project! DECISION adopting procedural rules on the terms and conditions for proposing candidates as governor of the Bulgarian National Bank, presentation and public disclosure of documents and hearing of candidates in the Committee on Budget and Finance and the procedure for election by the National Assembly The National Assembly on the basis of art. 84, p. Art. 8 and art. 86, para. 1 of the Constitution of the Republic of Bulgaria in relation to art. 12, para. 1 of the Law on the Bulgarian National Bank and art. 89, para. 8 of the Rules of Procedure of the National Assembly HAS DECIDED Adopts procedural rules on the terms and conditions for proposing candidates as governor of the Bulgarian National Bank, presentation and public disclosure of documents and hearing of candidates in the Committee on Budget and Finance, as well as the procedure for election by the National Assembly I. Offering candidates as governor of the Bulgarian National Bank and presenting their documents. 1. Proposals for candidates for governor of the Bulgarian National Bank are made by the parliamentary groups. The proposals shall be submitted in writing to the Committee on Budget and Finance through the President of the National Assembly within 20 days of the adoption of these Rules of Procedure by the National Assembly. 2. The proposals for candidates for governor of the Bulgarian National Bank are accompanied by written reasons that justify the good professional reputation of the applicant. The following documents shall apply to the proposal: (a) the written consent of the applicant to be proposed for the position under the model Annex 1 to the Decision; (b) Declaration under art. 11, para. 2 of the Law on the Bulgarian National Bank (Bulgarian National Bank), Annex No 2 to the Decision; (c) written consent of the applicant under art. 27, para. 2 of the Act for Access and Disclosure of Documents and for the declaration of belonging of Bulgarian citizens to the State Security and the intelligence services of the Bulgarian People's Army according to the model Annex 3 to the Decision; (d) a detailed CV; e) documents certifying the professionalism of the applicant in the field of economy, finance and banking (diploma for completed higher education, with a minimum degree of education and qualification, Master's degree; documents of work and/or service experience; certificates or certificates of acquired qualifications; recommendations related to occupied posts; acquired specializations in the field of economy, finance and banking; other similar documents). 3. The circumstances of art. 11, para. 4 t. 1 of the Law on the Bulgarian National Bank is established by the administration of the National Assembly. II. Public disclosure of documents 1. The proposals, together with the documents attached to them, shall be published on the specialized thematic website on the website of the National Assembly no later than 7 days before the hearing. The publication of the proposals and documents shall be carried out in accordance with the requirements of the Personal Data Protection Act. 2. Non-profit legal entities registered for public use and professional organisations may submit opinions to the Committee on Budget and Finance not later than three days before the hearing of the candidates, including questions to be addressed to the Commission on Budget and Finance. 3. The media may send questions to the Committee on Budget and Finance to the candidates to be asked. Anonymous opinions and alerts shall not be considered. 4. The questions asked in the order of the point. 2 and 3 shall be notified to applicants in writing no later than 24 hours before the start of the hearing. 5. Opinions and questions shall be sent by post to the following address: gr. Sofia, Pl. "Knyaz Alexander I" No 1, Budget and Finance Committee, or by e-mail: 47_kbf@parliament.bg. Opinions and questions shall be published on the specialized thematic website of the National Assembly, subject to the requirements of the Personal Data Protection Act and the Classified Information Protection Act. III. Perform a preliminary check under the Law on Access and Disclosure of Documents and for the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army 1. Candidates shall be checked for belonging to the bodies referred to in art. 1 of the Law on Access and Disclosure of Documents and the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army. The request for prior verification under art. 27, para. 1, t. 2 of the Law on Access and Disclosure of Documents and the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army are made by the President of the Committee on Budget and Finance. 2. The results of the verification shall be published on the specialized thematic site on the website of the National Assembly. IV. Hearing of candidates 1. Before listening to the proposed candidates, the Budget and Finance Committee shall verify the documents submitted and whether the candidates meet the requirements for taking up the post. 2. The hearing is held in an open meeting of the Committee on Budget and Finance, which is broadcast in real time on the Internet via the website of the National Assembly. 3. The candidates shall be submitted by the importers of the proposals in alphabetical order of the names of the applicants within two minutes of a candidate. The presentation also includes details of specific preparation, motivation, public reputation and public support for the applicant. 4. Each candidate presents a concept of the activities of the Bulgarian National Bank in 20 minutes. 5. The Committee on Budget and Finance shall hold debates on the proposals made. The Members of the National Assembly shall place their questions separately to the candidates in alphabetical order of their own names................................................................................................................ Upon completion of the questions asked to the candidate concerned by all Members of the National Assembly, the applicant shall be responsible within 10 minutes. 6. The President of the Budget and Finance Committee shall set out the questions of the persons referred to in Article in summary. 89, para. 4 of the Rules of Procedure of the National Assembly, to which no answer has been received in the course of the debates on the matter. 5 to two minutes per question. 7. The applicant's reply to all submitted opinions and questions raised within 10 minutes. 8. The Commission may request additional information from both the applicant and a relevant competent authority. 9. A full stenographic protocol is drawn up from the hearing, which is published on the specialized thematic website on the website of the National Assembly. 10. The Commission on the basis of art. 89, para. 5 of the Rules of Procedure of the National Assembly shall draw up a report from the hearing of the candidates. The report shall be accompanied by a draft decision on the selection of each candidate for governor of the Bulgarian National Bank. 11. The refusal of a candidate to participate in the hearing or its withdrawal from the importer shall not suspend the procedure with regard to other candidates. V. Election of the Governor of the Bulgarian National Bank by the National Assembly 1. The sitting is broadcast in real time on the Internet via the website of the National Assembly. The proposed candidates are present at the meeting by decision of the National Assembly. 2. The National Assembly shall hear in the summary the report submitted by the Committee on Budget and Finance. 3. Each candidate shall be represented by the applicant within two minutes. 4. Discussions shall be held in accordance with the Rules of Procedure of the National Assembly. 5. The vote is evident through the computerised voting system. If there are several candidates for governor of the Bulgarian National Bank, the vote shall be carried out in alphabetical order on the names of the candidates, unless the National Assembly decides otherwise. 6. The candidate who received more than half of the votes of the present Members of the National Assembly shall be considered elected. If several candidates have received more than half of the votes of the present Members of the National Assembly, the candidate who received the most votes is elected. 7. Where none of the candidates receives the necessary votes, a re-vote shall be held in which the two candidates who have received the most votes for................................................................................................................................................................................................................................................ 8. If none of the candidates receives the necessary votes in the second vote, the National Assembly shall adopt a decision to open a new selection procedure. 9. When a candidate refuses to participate in the election before voting on his candidacy by the National Assembly and he is the only candidate, the National Assembly shall adopt a decision to open a new procedure for the election of the Governor of the Bulgarian National Bank. 10. If there is no candidate for governor of the Bulgarian National Bank, the National Assembly shall adopt a decision to open a new selection procedure. VI. Obligation to declare incompatibility under art. 35, para. 1, t. 1 and a change in the declared circumstances under art. 35, para. 1, t. 3 of the Law on Countering Corruption and the Withdrawal of Illegally Acquired Property 1. After completion of the selection procedure under Section V, the elected governor of the Bulgarian National Bank shall submit a declaration of incompatibility under art. 35, para. 1, t. 1 of the Law on Countering Corruption and for the withdrawal of illegally acquired property in connection with art. 11, para. 4 t. Article 4 (1) (a) (ii) of Regulation (EU) No 575/2013 12, para. 5 of the Law on the Bulgarian National Bank according to a model according to Annex No 4 to the Decision. 2. In the event of a change in the declared circumstances of the declaration referred to in point (a) of paragraph 1, the customs authorities of the Member States of the other Member States of the other Member States of the other Member States of the other Member States of the European Union of the other Member States of the European Union of the other Member States of the European Union of the European Union and of the other Member States of the European Union of the European Union of the European Union, of the one part, of the one part, of the other part, of the other part, of the European Union, of the other part, of the European Union, of the other part, of the other part, of the European Union, of the other part, of the European Union, of the European Union, of the European Union, of the European Union, of the one part, of the other part, of the other Annex 1 to the Decision; Annex 2 to the Decision; Annex 3 to the Decision; Annex 4 to the Decision; Annex 5 to the Decision.
ParlaMint-BG_2022-02-16.u304	Thank you, Mr. Gechev. I open the discussion on the presented report and Draft Decision. Here you are, Mr. Chobanov, for a statement.
ParlaMint-BG_2022-02-16.u305	Thank you, Mr. Chairman. Ladies and gentlemen! This procedure is very important and with it we are beginning a choice that was expected and which, due to the fact that the previous parliaments had a shorter life, could not happen. The rules are important, the procedure is important, the requirements of the Law are important. The central bank, as we know, is a pillar of financial stability or should at least be. She is an important partner, equal to the government, in talks and negotiations with the European Commission, with the International Monetary Fund, rating agencies, international financial markets when debt is issued. It also has a leading role in the negotiations for the adoption of the euro as the official currency of Bulgaria, to which the current government has also targeted. It gives an independent forecast for the development of the economy and the latest forecasts of the European Commission are much closer to those of the Central Bank than the government. When necessary, she is also a corrective and an institution to warn of unreasonable fiscal policy. The requirements of the BNB Act, which are also related to the requirements of the procedure, no matter how laconic they may appear, are meaningful, demanding and binding. Each member of the Governing Council has competence over a number of important activities and responsibilities for the financial system. Therefore, as art. 11, para. 3 in the BNB Act says that those who are elected as members should have high moral qualities, should be prominent professionals in the field of economics, finance and banking. The latter, with regard to the banking case, is usually proven by working at a bank institution.. can in a central bank and under certain conditions in international financial institutions, that is, we must be sure that when a manager is offered and elected, he will meet these requirements. With the wider consensus, of course, the members of the Governing Council and the manager in particular are elected, as the Bulgarian National Bank will not be part of political scandals and quarrels. This, of course, depends both on us, on the ruling majority, but also on the person of the manager and the governors who will be proposed. Finally, our parliamentary group will support the draft proposed rules. Thank you.
ParlaMint-BG_2022-02-16.u306	Thank you, Mr. Chobanov. Is there any lines to Peter Chobanov? I won't. Any other speeches? I won't. I'm calling off the discussion. Let's move on to the vote. I put to the vote the draft decision, as per the Report, together with the annexes thereto: Annex 1 - Declaration; Annex 2 to the Decision - Declaration; Annex 3 to the Decision - Declaration; Annex 4 - Declaration, and Annex 5 to the Decision - Declaration again. Please, voting mode. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u307	Yeah.
ParlaMint-BG_2022-02-16.u308	Rosen Turtle?
ParlaMint-BG_2022-02-16.u309	Yeah.
ParlaMint-BG_2022-02-16.u310	Stefan Shilev? They voted 146 MPs in the House plus 2 online, total The motion is accepted. We move on to the next item, the last item on the agenda for today: PROJECT OF A DECISION TO ACCEPT PROCEDURAL RULES FOR CONDITIONS AND PROCUREMENT OF CANDIDATES FOR PRESENTORS AND FOUR MEMBERS OF THE FISCAL COUNCIL, PRESENTATION AND PUBLIC DISCLOSURE OF DOCUMENTS AND HEARING OF CANDIDATES IN THE COMMISSION OF BUDGET AND FINLANDS AS WELL AS THE PROCEDURE FOR THE SELECTION OF PEOPLE'S RESTRUCTION. A report came in from the Budget and Finance Committee. Here you go, Mr. Simeonov.
ParlaMint-BG_2022-02-16.u311	Dear Mr. Chairman, honourable Members! ♪ I can't believe on the draft decision on the adoption of procedural rules for the terms and procedure for proposing candidates for Chairman and four members of the Fiscal Council, presentation and public disclosure of documents and hearing of candidates in the Committee on Budget and Finance, as well as the procedure for election by the National Assembly At a meeting held on 11 February 2022, the Budget and Finance Committee discussed procedural rules for conducting a public procedure under art. 89, para. 8 of the Rules on Organization and Activity of the National Assembly for the Election of the Fiscal Council and four members. The adoption of procedural rules is necessary in relation to the election of the President and four members of the Fiscal Council with a view to the expiry of the mandates of Boris Grozdanov on 25 November 2021; Yunal Tasim, Gregory Vazov, Dora Andreeva and Lyubomir Datsov. After the discussion, the Committee on Budget and Finance with 16 votes for the Council of Ministers, without abstention and 2 proposals to the National Assembly to examine and adopt the following draft decision: DECISION adopting procedural rules on the terms and conditions for the proposal of candidates for Chairman and four members of the Fiscal Council, presentation and public disclosure of documents and hearing of candidates in the Committee on Budget and Finance and the procedure for election by the National Assembly The National Assembly on the basis of art. 86, para. 1 of the Constitution of the Republic of Bulgaria in relation to art. 7, para. 1 of the Law on Fiscal Council and automatic corrective mechanisms and art. 89, para. 8 of the Rules of Procedure of the National Assembly: HAS DECIDED It shall adopt procedural rules on the terms and conditions for the proposal of candidates for Chairman and four members of the Fiscal Council, presentation and public disclosure of documents and hearing of candidates in the Committee on Budget and Finance, as well as the procedure for election by the National Assembly. I. Offering candidates for Chairman and four members of the Fiscal Board and submitting their documents 1. Proposals for candidates for President and four members of the Fiscal Council shall be made by the parliamentary groups. The proposals shall be submitted in writing to the Committee on Budget and Finance through the President of the National Assembly within 20 days of the adoption of these Rules of Procedure by the National Assembly. 2. Proposals for candidates for the Chair and four members of the Fiscal Board shall be accompanied by written reasons which justify the good professional reputation of the candidate concerned. The following documents shall apply to the proposal: (a) the written consent of the applicant to be proposed for the position in the template. (a) Annex 1 to the Decision; (b) a detailed CV; (c) certified by the applicant a copy of a diploma for completed higher economic education with a minimum degree of education and qualification "Master"; (d) documents demonstrating that the applicant fulfils the requirement of professional experience in the field of economic analysis and/or management of public finances for no less than 10 years; (e) a statement in the form of a template of Annex 2 to the Decision that there are no circumstances under art. 8, para. 2, p. 2 - 4 of the Fiscal Council Act and automatic corrective mechanisms; (f) written consent of the applicant under art. 27, para. 2 of the Law on Access and Disclosure of Documents and the declaration of belonging of Bulgarian citizens to the State Security and the intelligence services of the Bulgarian People's Army according to the model "Annex 3 to the Decision." 3. The circumstances of art. 8, para. 2, p. 1 of the Law on Fiscal Council and automatic corrective mechanisms are established by the administration of the National Assembly. II. Public disclosure of documents 1. The proposals, together with the documents attached to them, shall be published on the specialized thematic website on the website of the National Assembly no later than 7 days before the hearing. The publication of the proposals and documents shall be carried out in accordance with the requirements of the Personal Data Protection Act. 2. Non-profit legal entities registered for public use and professional organisations may submit opinions to the Committee on Budget and Finance not later than three days before the hearing of the candidates, including questions to be addressed to the Commission on Budget and Finance. 3. The media may send questions to the Committee on Budget and Finance to the candidates to be asked. Anonymous opinions and alerts shall not be considered. 4. The questions asked in the order of the point. 2 and 3 shall be notified to applicants in writing no later than 24 hours before the start of the hearing. 5. Opinions and questions shall be sent by post to the following address: gr. Sofia, Pl. "Knyaz Alexander I" No 1, Budget and Finance Committee, or by e-mail: 47_kbf@parliament.bg. Opinions and questions shall be published on the specialized thematic website of the National Assembly, subject to the requirements of the Personal Data Protection Act and the Classified Information Protection Act. III. Perform a preliminary check under the Law on Access and Disclosure of Documents and for the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army 1. Candidates shall be checked for belonging to the bodies referred to in art. 1 of the Law on Access and Disclosure of Documents and the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army. The request for prior verification under art. 27, para. 1, t. 2 of the Law on Access and Disclosure of Documents and the declaration of belonging of Bulgarian citizens to State Security and the intelligence services of the Bulgarian People's Army are made by the President of the Committee on Budget and Finance. 2. The results of the verification shall be published on the specialized thematic site on the website of the National Assembly. IV. Hearing of candidates 1. Before listening to the proposed candidates, the Budget and Finance Committee shall verify the documents submitted and whether the candidates meet the requirements for taking up the post. 2. The hearing is held in an open meeting of the Committee on Budget and Finance, which is broadcast in real time on the Internet via the website of the National Assembly. 3. The candidates shall be submitted by the importers of the proposals in alphabetical order to the names of the candidates for Chairman and to the members within two minutes of a candidate. The presentation also includes details of specific preparation, motivation, public reputation and public support for the applicant. 4. Each candidate shall present a concept of the activities of the Fiscal Council with a view to the position for which he has been proposed within 10 minutes of a candidate. 5. The Committee on Budget and Finance shall hold debates on the proposals made. The Members of the National Assembly shall place their questions separately to the candidates for the Chair and to the candidates for members in alphabetical order of the first names of the candidates within two minutes of the Member of the National Assembly for a candidate. Upon completion of the questions asked to the candidate concerned by all Members of the National Assembly, the applicant shall be responsible within 10 minutes. 6. The President of the Budget and Finance Committee shall set out the questions of the persons referred to in Article in summary. 89, para. 4 of the Rules of Organization and Procedure of the National Assembly, to which no reply has been received. Reply to the candidate concerned within 10 minutes. 7. The Commission may request additional information from both the applicant and a relevant competent authority. 8. A full stenographic protocol is drawn up from the hearing, which is published on the specialized thematic website on the website of the National Assembly. 9. The Commission on the basis of art. 89, para. 5 of the Rules of Procedure of the National Assembly shall draw up a report from the hearing of the candidates. The report shall be accompanied by a draft decision to select each candidate for the relevant position in the Fiscal Council. 10. The refusal of a candidate to participate in the hearing or its withdrawal from the importer shall not suspend the procedure with regard to other candidates. V. Election of President and four members of the Fiscal Council of the National Assembly 1. The sitting is broadcast in real time on the Internet via the website of the National Assembly. The proposed candidates are present at the meeting by decision of the National Assembly. 2. The National Assembly shall hear in the summary the report submitted by the Committee on Budget and Finance. 3. Each candidate shall be represented by the applicant within two minutes. 4. Debate on the nominations under the Rules of Procedure for the Organization and Activity of the National Assembly shall be held. 5. The vote is evident through the computerised voting system. If there are several candidates for one position, the vote shall be carried out in alphabetical order on the applicant's own names, unless the National Assembly decides otherwise. 6. The candidate who received more than half of the votes of the present Members of the National Assembly shall be considered elected. If several candidates have received more than half of the votes of the present Members of the National Assembly, the candidate who received the most votes is elected. 7. Where none of the candidates receives the necessary votes, a re-vote shall be held in which the two candidates who have received the most votes for................................................................................................................................................................................................................................................ 8. If none of the candidates receives the necessary votes in the second vote, the National Assembly shall adopt a decision to open a new selection procedure. 9. When a candidate refuses to participate in the election before voting on his candidacy by the National Assembly and he is the only candidate, the National Assembly shall adopt a decision to open a new procedure for the election of the Governor of the Bulgarian National Bank. 10. If there is no candidate for governor of the Bulgarian National Bank, the National Assembly shall adopt a decision to open a new selection procedure. VI. Obligation to declare incompatibility under art. 35, para. 1, t. 1 and a change in the declared circumstances under art. 35, para. 1, t. 3 of the Law on Countering Corruption and the Withdrawal of Illegally Acquired Property 1. After completion of the selection procedure under Section V, the elected governor of the Bulgarian National Bank shall submit a declaration of incompatibility under art. 35, para. 1, t. 1 of the Law on Countering Corruption and for the withdrawal of illegally acquired property in connection with art. 11, para. 4 t. Article 4 (1) (a) (ii) of Regulation (EU) No 575/2013 12, para. 5 of the Law on the Bulgarian National Bank according to a model according to Annex No 4 to the Decision. 2. In the event of a change in the declared circumstances of the declaration referred to in point (a) of paragraph 1, the customs authorities of the Member States of the other Member States of the other Member States of the other Member States of the other Member States of the European Union of the other Member States of the European Union of the other Member States of the European Union of the European Union and of the other Member States of the European Union of the European Union of the European Union, of the one part, of the one part, of the other part, of the other part, of the European Union, of the other part, of the European Union, of the other part, of the other part, of the European Union, of the other part, of the European Union, of the European Union, of the European Union, of the European Union, of the one part, of the other part, of the other Annex 1 to the Decision; Annex 2 to the Decision; Annex 3 to the Decision; Annex 4 to the Decision; Annex 5 to the Decision.
ParlaMint-BG_2022-02-16.u312	Thank you, Mr. Gechev. I open the discussion on the presented report and Draft Decision. Here you are, Mr. Chobanov, for a statement.
ParlaMint-BG_2022-02-16.u313	Thank you, Mr. Chairman. Ladies and gentlemen! This procedure is very important and with it we are beginning a choice that was expected and which, due to the fact that the previous parliaments had a shorter life, could not happen. The rules are important, the procedure is important, the requirements of the Law are important. The central bank, as we know, is a pillar of financial stability or should at least be. She is an important partner, equal to the government, in talks and negotiations with the European Commission, with the International Monetary Fund, rating agencies, international financial markets when debt is issued. It also has a leading role in the negotiations for the adoption of the euro as the official currency of Bulgaria, to which the current government has also targeted. It gives an independent forecast for the development of the economy and the latest forecasts of the European Commission are much closer to those of the Central Bank than the government. When necessary, she is also a corrective and an institution to warn of unreasonable fiscal policy. The requirements of the BNB Act, which are also related to the requirements of the procedure, no matter how laconic they may appear, are meaningful, demanding and binding. Each member of the Governing Council has competence over a number of important activities and responsibilities for the financial system. Therefore, as art. 11, para. 3 in the BNB Act says that those who are elected as members should have high moral qualities, should be prominent professionals in the field of economics, finance and banking. The latter, with regard to the banking case, is usually proven by working at a bank institution.. can in a central bank and under certain conditions in international financial institutions, that is, we must be sure that when a manager is offered and elected, he will meet these requirements. With the wider consensus, of course, the members of the Governing Council and the manager in particular are elected, as the Bulgarian National Bank will not be part of political scandals and quarrels. This, of course, depends both on us, on the ruling majority, but also on the person of the manager and the governors who will be proposed. Finally, our parliamentary group will support the draft proposed rules. Thank you.
ParlaMint-BG_2022-02-16.u314	Thank you, Mr. Chobanov. Is there any lines to Peter Chobanov? I won't. Any other speeches? I won't. I'm calling off the discussion. Let's move on to the vote. I put to the vote the draft decision, as per the Report, together with the annexes thereto: Annex 1 - Declaration; Annex 2 to the Decision - Declaration; Annex 3 to the Decision - Declaration; Annex 4 - Declaration, and Annex 5 to the Decision - Declaration again. Please, voting mode. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u315	Yeah.
ParlaMint-BG_2022-02-16.u316	Rosen Turtle?
ParlaMint-BG_2022-02-16.u317	Yeah.
ParlaMint-BG_2022-02-16.u318	Stefan Shilev? They voted 146 MPs in the House plus 2 online, total The motion is accepted. We move on to the next item, the last item on the agenda for today: PROJECT OF A DECISION TO ACCEPT PROCEDURAL RULES FOR CONDITIONS AND PROCUREMENT OF CANDIDATES FOR PRESENTORS AND FOUR MEMBERS OF THE FISCAL COUNCIL, PRESENTATION AND PUBLIC DISCLOSURE OF DOCUMENTS AND HEARING OF CANDIDATES IN THE COMMISSION OF BUDGET AND FINLANDS AS WELL AS THE PROCEDURE FOR THE SELECTION OF PEOPLE'S RESTRUCTION. A report came in from the Budget and Finance Committee. Here you go, Mr. Simeonov.
