ParlaMint-NL_2017-01-31-tweedekamer-23.u1	I would like to welcome the Minister for Economic Affairs.
ParlaMint-NL_2017-01-31-tweedekamer-23.u72	Mrs Voortman also asked whether there were possibilities to use that monitor as a means of policy evaluation. I have already indicated, also to previous spokesmen, that it is difficult to assess the impact of policies, and that it is useful to do additional research on them. That is also because there are, of course, many external factors that influence it. When everyone votes for the right party in the elections, it will look very good again for the Netherlands. That is an external factor that I cannot yet take into account and whose influence cannot yet be taken into account. You also don't know in advance that the gas extraction in Groningen, which has taken place for decades, has at some point such effects in the area that it is necessary to quickly reduce that gas extraction in volume, which means that you have much less revenue and therefore a real negative effect on gross domestic product and on prosperity. You don't know that before. You do not know that there will be a referendum on the Brexit and that one of the big countries wants to leave the European Union. This also has major negative effects for the Netherlands, which exports to the United Kingdom for 10 billion or more a year, which really translates into our prosperity. You don't know that before. There are many exogenous factors that affect the final results of all the policies we conduct. Anyway, those exogenous factors are there and they stay there. We can try to do it all as well as possible. That monitor will help with that. Additional research, which has been mentioned by the Court of Auditors and which I have said is sensible, can certainly contribute to this. Mrs Voortman also spoke about the annual financial report, and I spoke about it. Mrs Mulder wondered how future developments could be portrayed. In the monitor broad prosperity will be looked at in different forms how future prosperity can be defined. It involves different forms of capital that you can distinguish. You have economic capital, you have social capital, you have natural capital and you have human capital. For all these different types of capital, we are going to develop indicators to ensure that we get a picture of what is going to happen on that point. We also want a picture as recent as possible. This means that you have data available on the basis of as recent developments and trends as possible, so that you can then benefit from the policy for the future. Mrs Mulder understood that the cabinet had some hesitation in adopting some of the committee's recommendations. That's not true. We believe that both the analysis and the committee's recommendations deserve to be endorsed and implemented by the cabinet. That is what we intend to do. I do not wish to show any restraint to the Chamber on that point. I have already indicated, and I say this to Mrs Mulder once again, that I think it is important that the international comparison is optimal. It is also important for us to be able to play the leading role, which Mrs Mulder considers important. In doing so, we must also ensure that we all apply the standards that already exist, and that which has already emerged from the harmonization, so that we also contribute to this international comparability. We will pay great attention to this, because I think that international comparability is very important, precisely for that broad concept of prosperity. Mrs Vermue of the Labour Party has asked about the financial commitment that must be made to the Central Statistical Office in order to do this extra work. Mrs Klever also said: one time you're going to cut back and the other time they're going to get extra money. Government-wide cuts have been made to make sure that we get things back in order in the government. As a result, and with a lot of other measures taken by the cabinet, we wanted to ensure that, from a situation of 1% shrinking, we would go back to growth, towards more purchasing power for the people, more jobs and less unemployed. It's all worked out. We've gone from minus 1% to where we are now, above 2% plus. There's been a big change in four years. We now have 140,000 jobs a year coming up. We are expected to grow to 1 million vacancies this year. The number of unemployed is declining more rapidly than in ten years. Purchasing power increased on average between 2% and 3% last year. These are all results that have been achieved partly by the fact that public finances have been put in order, and all parts of the government have contributed to this, including the Central Statistical Office. Something extra is being requested for the CBS. It will be compensated for both the introduction costs and the structural costs to be incurred for the monitor. This means that an additional sum of about 2 million will be made available, slightly more, for implementation over three years. There is an additional amount of between €250,000 and €300,000 per year for structural costs. The Central Bureau of Statistics already made costs for the old monitor, and that money remains in use for the new monitor. In this way, we were able to settle the matter financially with the CBS. I have already mentioned what Mrs Vermue said about the publication of Mr Stegeman from Utrecht University and the Rabobank. It also referred to the discount rate. You can look at that in different ways. Now a standard discount rate of 3% is assumed, but it is not applied to everything. In particular, in areas where 3% is not real, a different percentage is used, for example for nature. For nature which is not replaceable, a discount rate of 1% shall be applied. I think taking 3% as a starting point and then specifying where that is appropriate is a sensible way of doing things. That is why I believe that the system that has come out of this can be defended. I'm just checking to see if any of Mrs Vermue's questions have remained. I do not think that is the case. Mrs Klever spoke about the reality of The Hague, which would be different from what the citizens experience. If I talk about an economic contraction of 1% and that there will be economic growth again, you can ask: what does the citizen have to say? Then I say that as a result there is now more exports. Yeah, but what good is that gonna do the citizen? Then I say: as a result, there are more jobs, more vacancies and fewer unemployed. So you're gonna get really close to that burger. The policy has to be macro-created, but eventually it all works on to the individual people. People who have more to spend, who can find a job, for which there are vacancies. That is what we all do it for in the end. In this way, what we are doing here in The Hague is in line with what the citizens experience. It also depends, of course, on how we explain it ourselves. You can do that in different ways. Mrs. Klever does it her way and I do it my way. Mrs Klever said that she thinks that gross domestic product is the best to use, because it can be measured objectively. I think it is also possible to work with the broad concept of prosperity. If you look for good indicators for that, collect data and make them insightful, link them up and explain them, then you can also produce objective information. In this way you have both the objective information about gross domestic product and the objective information about the broad prosperity. Mrs Gesthuizen asked which aspects of inequality were addressed. I have dealt with this before in my introduction. I said at the time that this would be a separate chapter and that the Central Statistical Office would consider which indicators could best be used for this purpose. Then we will work on this in practice and see how we assess it. I went into her question as to whether the figures could be made more up-to-date. I also discussed the valuable contribution that has been made by Utrecht University in terms of co-thinking. Mrs Van Veldhoven also raised the issue of inequality. She wants the annual cabinet response. She not only wants to get the monitor, she said, but also the cabinet response. She's gonna get it. Every year that cabinet response is added. As I have already said, we shall do so in good time. Mrs Van Veldhoven also attended Utrecht University. That's what I did. Mr Geselschap indicated that the report comes with structural solutions, but that we should finally have a cultural change. I think Mr Geselschap is quite right about that. That's right. But if you want to get a cultural change done, you have to do things for it. You can not only call for 'other culture', and then there will be another culture; neither does Mr Geselschap, but I say this in a general sense. You need to talk to each other about why this other culture is important. Then you talk about what is needed: the committee's analysis. Then you look at how you could shape what is needed: the recommendations of the committee. Then we're gonna work with that. By working constructively with it and making good use of it, we can achieve what is ultimately at stake, the cultural change. Mr Geselschap also spoke about the need to look more closely at the effects. I have gone into that a number of times. I agree with him that this is important. I also agree with the positive comment he made on gross domestic product. I believe that this is of lasting significance, and we will continue to do so. I also agree that the development that is now taking place is a growth model, as Mr Geselschap has said. We had a monitor that came in irregularly. We now have an annual monitor. It is being widened and involves several parties. It looks at other parts of the world. The future is being looked at. It is also ensured that it is internationally harmonised. We have thought this through, thanks to the preparatory work done by the Chamber. The Cabinet is going to do that now. So that is indeed, as Mr Geselschap said, a growth model. Mr President, I hope that I have taken up the Chamber's contribution in this respect.
ParlaMint-NL_2017-01-31-tweedekamer-23.u73	It is up to Members to decide whether it is appropriate, but you have been extremely detailed and precise in your reply, as we are used to. I'll take a look around to see if there's a need for a second term. I note that this is the case. Is there a need for a suspension prior to the second deadline? There isn't one. Then I would like to give the floor to Mrs Thieme, on behalf of the Group of the Party of Animals.
ParlaMint-NL_2017-01-31-tweedekamer-23.u74	Mr. Chairman. I would like to thank the Minister for his answers and for his willingness to shape the recommendations of our Committee on the Rules of Procedure into cabinet policy. The first steps have been taken. I'm very happy about that. We realize that it is really a turnaround in the whole way that we are going to test government policy and how we are going to monitor it. We're gonna take a broader look at this. I'm happy about that. There are still many steps to be taken. I have a few motions. I spoke about the General Court of Auditors and the recommendations made by the Court of Auditors. That's what the next motion is about. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that the General Court indicates that the inclusion of themes from the monitor enhances the accountability, enhances the understanding of the impact of the deployment of public funds and thus supports the parliamentary debate on the social impacts of cabinet policy as part of the annual accountability in the Financial Report Reich;]] [[calls on the Government to complement the Financial Report Empire with themes from the monitor wide prosperity and the Sustainable Development Goals,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the General Court concludes that the negative economic and social impacts (if any) of austerity and burden increases are limited in scope;]] [[calls on the Government, following the recommendation of the General Court, to include social impacts in the transfer and decision-making of the government agreement,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Thieme and Mr Gesthuizen. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34298-18]] [[This motion was tabled by Mr Thieme and Mr Gesthuizen. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34298-19]]
ParlaMint-NL_2017-01-31-tweedekamer-23.u75	I'd like to file the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the gross domestic product is too limited a basis to measure the level of prosperity and well-being;]] [[Whereas expressing our concerns, desires and developments in purely monetary terms would be too one-sided an economic perspective in which criteria such as happiness, sustainability, viability and sustainability are not or are not sufficiently reflected;]] [[calls on the government, in the Millions Note and in the budgets, to reflect the expected impact of the policies to be implemented on these welfare indicators and to reflect them in the annual reports,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Thieme and Mr Voortman. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34298-20]]
ParlaMint-NL_2017-01-31-tweedekamer-23.u76	I asked the Minister in the first place for an appreciation of the Wassenberg and Others motion. in piece No. 10, which states that the Cabinet should be asked to pay structural attention to the intangible components of prosperity and well-being in a broad sense in the cabinet policy and to report annually on them in an annex to the Millions Note. I take it the Minister is prepared to do so. That's what I like to hear in second term. The motion was from Wassenberg, Thieme, Voortman, Gesthuizen and Bruins. So it had already been filed and arrested.
ParlaMint-NL_2017-01-31-tweedekamer-23.u77	Yeah, but if you give that secretly to the minister, it'll save you a run. Then I can give the floor to Mrs Voortman.
ParlaMint-NL_2017-01-31-tweedekamer-23.u78	Mr. Chairman. We have noticed that there is broad agreement in the first term on the usefulness of a broad welfare monitor. GroenLinks is pleased with that. The Minister also showed himself to be very positive, as, of course, his letter showed. When I read the letter, I had a moment: oh, do I agree? That was about evaluating after three years. Evaluating is always good, but the letter suggested that after that evaluation the frequency of the broad welfare monitor could be reduced. We thought that was a little premature. We are reassured by the Prime Minister's first-term reaction that the monitor should come annually as far as he is concerned. We attach great importance to an annual broad-welfare monitor. That leaves me with a motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that both the temporary committee Breed Prosperity concept in its report and the Court of Auditors in its response to the report indicate that social impacts of policy changes are not or are not systematically collected and analysed;]] [[Whereas a wide range of information that could be used for this purpose will be collected for the benefit of the monitor;]] [[Whereas this will significantly improve the quality of policy and parliamentary control of policies;]] [[calls on the government, at the same time as developing the monitor, to carry out comprehensive wealth research on how to use its data for a systematic policy review,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Voortman, Mr Vermue, Mr Gesthuizen and Mr Thieme. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34298-21]]
ParlaMint-NL_2017-01-31-tweedekamer-23.u79	Mr. Chairman. If it's all right with you, I'll do it very briefly from this side.
ParlaMint-NL_2017-01-31-tweedekamer-23.u80	No, we don't do that here.
ParlaMint-NL_2017-01-31-tweedekamer-23.u81	Thank you to the Minister for all the commitments.
ParlaMint-NL_2017-01-31-tweedekamer-23.u82	Fine. I call Mrs Vermue.
ParlaMint-NL_2017-01-31-tweedekamer-23.u83	Mr. Chairman. I'll be very brief. In any case, I would like to thank the Minister for the commitments and the answers to the questions. Through the instruments already available to us through the Compatibility Act, we can now use the monitor to improve the efficiency and effectiveness of our policies. At the beginning of the first term, I thanked the Cabinet for its response to the report. Let me at least conclude by thanking the committee for all its efforts to arrive at this report.
ParlaMint-NL_2017-01-31-tweedekamer-23.u84	Thank you very much. Mrs. Klever has left us. Mrs Gesthuizen does not speak in second term. Mrs. Van Veldhoven has left us. Mr Geselschap has the floor.
ParlaMint-NL_2017-01-31-tweedekamer-23.u85	Mr. Chairman. One point the Minister mentioned was the cooperation between the CBS and the planning agencies. I have already praised the quality of the various bodies, but nothing human is strange to them: they often think their own ideas are the best. We must prevent ourselves from being put in a situation like the 2012 European Football Championships. Then we all had good players on the field but the cooperation was not good. This ultimately determines the final product and the actual quality of that monitor wide prosperity. I'm not filing a motion for this. I was at the bottom of the list of Members of Parliament as the least active Member of Parliament the other day: no written questions, no motions, nothing else. I wanted to keep it that way, because I do not believe that creating paper necessarily makes democracy stronger. That is why I hope that I can tempt the Minister to make a commitment that he will ensure good cooperation between these very good bodies, but sometimes also some selfish ones.
ParlaMint-NL_2017-01-31-tweedekamer-23.u86	That brings us to the end of the second term of office.
ParlaMint-NL_2017-01-31-tweedekamer-23.u87	Mr. Chairman. I shall begin with the Thieme/Gesthuizen motion on part No. 18, in which they submit to the Chamber to supplement the Reich's annual financial report with themes from the monitor broad prosperity and the Sustainable Development Goals. I really don't think we should do that. It is good to maintain the annual financial report, which is a logical, coherent, finished product, and also to ensure broad prosperity in that monitor. I think that means that we have the material so that the Chamber can do its job properly. Of course, the Chamber itself assesses this, but my view is that it offers the best pre-work for the Chamber. If we broaden the Annual Financial Report in this way, we will bring in things that are not financial annual reports and that are already getting all the attention in that monitor. For that reason, I advise against this Thieme/Gesthuizen motion. In the Thieme/Gesthuizen motion to item No. 19 The government is asked, following the recommendation of the General Court, to include social impacts in the transfer and decision-making of the government agreement. I can't do that right now. We're gonna have to go there sometime. I would actually like to suggest to the authors that they should hold on to this motion, because we are now in the process of making these indicators, then completing them, providing them with comments from the cabinet and making them comparable with other countries. That's something new we're setting up. I think it is good to look at how this is developing and whether it is then possible at any time to include this in the assessment of what is going on in a government agreement. Perhaps it could be involved in what is being discussed at the information tables prior to the government agreement. It seems too early to me to make a statement on this now, when we do not know how this is developing and what its effects are. That is why I am proposing that the Thieme/Gesthuizen motion on item No. 19, until we have a better view of what is actually possible.
ParlaMint-NL_2017-01-31-tweedekamer-23.u88	I keep saying to you, Minister, that you should actually give an opinion on the content of the motion. Anyway, if the Chamber agrees, we'll do it that way. And if you've managed to seduce Mrs Thieme, we'll know.
ParlaMint-NL_2017-01-31-tweedekamer-23.u89	That's a very exciting question.
ParlaMint-NL_2017-01-31-tweedekamer-23.u90	On the motion, as you understand.
ParlaMint-NL_2017-01-31-tweedekamer-23.u91	I'll hold her for a while.
ParlaMint-NL_2017-01-31-tweedekamer-23.u92	At the request of Mrs Thieme, I propose her motion (34298, No. 19). That is what is decided.
ParlaMint-NL_2017-01-31-tweedekamer-23.u93	I shall now turn to the Thieme/Voortman motion in part No. 20. Who's laughing at me? Mrs. Mulder, I should have known.
ParlaMint-NL_2017-01-31-tweedekamer-23.u94	And so rightly so. Let's move on.
ParlaMint-NL_2017-01-31-tweedekamer-23.u95	Mrs Thieme and Mrs Voortman, in their motion, ask the government in the Millions Note and in the budgets to reflect the expected impact of the policies to be implemented on the welfare indicators and to reflect on them in the annual reports. Let's not do that. Let us maintain the system we have set up with the budgets. Let us maintain the Reich's Annual Financial Report and do nothing about gross domestic product, but put something next to it that is really meaningful. Let us try to develop it as much as possible, to bring it into its own right, and then to look at how we can make these connections. Of course, the government must serve the Chamber as regards the ability to establish links between the broad monitor, the Reich's Annual Financial Report, the Millions Note, the budgets and research that we need to do on the impact of policies. These links need to be established, but it is really too early to ask the government to reflect on them in the Millions' Note and budgets. After all, we still have to deliver and work with the first product of this broad-welfare monitor. That's why I advise against this motion. The same is true of the Wassenberg motion. (34298, No. This Decision shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. It states that in government policy, structural attention should be paid to the intangible components of prosperity and well-being in the broad sense, and that they should be reported annually in an annex to the Millions Note. That is actually the same as putting Mrs Thieme and Mrs Voortman in their motion. For the same reason, I also advise against this motion. Mrs Voortman asked the government in her motion for a resolution on item No. 21 to examine, at the same time as the development of the monitor, broad prosperity in how its data can be used for a systematic policy review. I can't do that right now. We know that the policies you conduct and the effects that ultimately exist in society are very difficult to reconcile. That's because of all the exogenous factors. It is already very ambitious to introduce an annual monitor of broad prosperity, to give an annual cabinet response, to include a separate chapter on distribution issues and the Sustainable Development Goals, and to involve it annually in the Accountability debate. We are also going to do additional research in accordance with the recommendation of the Court of Auditors. I think that should be sufficient at the moment to see how we can get out of this and whether we can achieve what we want to achieve. I do not think it is a good idea to look again at how this can be used for a systematic evaluation of policies. We haven't had any experience yet, it hasn't been designed yet and it will only be available for the first time in 2018. I think this step is too early. I do not want to anticipate the question of whether that step should ever be taken. I do not want to make a negative statement on this either. At the moment, however, I think it is too early. That's why I advise against this motion.
ParlaMint-NL_2017-01-31-tweedekamer-23.u96	I had the impression that the Minister and I found each other in the first term in the interest of policy evaluation. Hence this motion to investigate how the data can be used. We do not say: it must and it will. However, we ask that we examine how we could take a further step in the systematic evaluation. I have the impression that the Minister is reading the motion more harshly than she is.
ParlaMint-NL_2017-01-31-tweedekamer-23.u97	There is no doubt that Mrs Voortman wants the motion to be slightly more than I said in the first term, otherwise she would not have tabled it. She is not going to table unnecessary motions, but she is going to tighten up this point. I believe that we are taking a major step, following a thorough analysis and concrete recommendations from the Chamber. We first had the gross domestic product and now we say that it is about the broad concept of prosperity. This is what we are going to do every year, as we have discussed. I think that we should take this big step, which we are going to implement for the first time in 2018, that we should gain experience and that we should carry out additional research in accordance with the recommendation of the Court of Auditors. I just don't think it's wise to take a further step. I think it is good now to take these steps and see what the results are. Then we can see how we can develop it further. I think it's too early to do that right now. For that reason, I advise against this motion. Mr Geselschap has said that he does not want to make a motion to say that it is necessary to ensure that the CBS and the planning agencies work closely together. Indeed, he does not have to make a motion because I will do as he wishes. I think this is useful. It is not the case that the CBS and the planning agencies, which have their own task and perspective, automatically cooperate with each other. That's what's happening in this project now. It is also very good that they do. They're all doing a good job of that, and that's important to the cabinet. It is therefore also important to make sure that the discussions between the planning agencies and the Central Statistical Office take place and that we can play a constructive role in this, so that Mr Geselschap will have the active attitude he asks of the cabinet.
ParlaMint-NL_2017-01-31-tweedekamer-23.u98	That brings us to the end of the second term. I would like to thank the Minister for his contribution. I propose that we vote next Tuesday.
