ParlaMint-BE_2016-10-26-54-commissie-ic521x.u1	Mrs. Lahaye-Battheu is apologised.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u86	Honestly, Madam Chair, this question is the best of all my questions. You will understand very quickly why. Minister, I asked you a few months ago about the project to integrate SNCB security officers (Securail) into the federal police force. My excellent colleague and our president, Karine Lalieux, had done the same before the holidays. Have you ever understood why this is the best question, Madam President? Mr. Minister, your answers reassured us as to the continued specificity of Securail's agents. You proposed an alternative to integration. It would be for well-defined missions in the context of terrorism to place Securail under the temporary operational command of the police. In addition, security officers and police personnel could use the same radio frequency for some missions. You had also envisaged, in particular, separating the missions of Securail "large stations" from all the rest of the territory, since, in the large stations, their mission is close to that of the police, whereas elsewhere, it is mainly about controls and administrative police services. Minister, what is the status of negotiations with the Minister of the Interior on the options you have put on the table? Do you confirm that there will be no integration of Securail into the federal police and that the service will retain its specificity?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u87	Madam President, Mr Devin, I will be very clear. Discussions are still under way and I support my willingness to maintain the rail anchor of Securail.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u88	Minister, thank you for the clarity of your answer. As we interviewed you before the holidays, we will of course come back to the rest of this question.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u89	Mr. Secretary, I always take the train in Ghent Dampoort. I note that the only escalator available on the two platforms of the Ghent-Dampoort station has been out of service for some time. For me that is not a problem, I just take the stairs, but it remains unclear whether and when a repair can be expected. The less mobile train traveller must already turn to the elevator to get comfortable on the platforms, which are at a certain height. A well-functioning escalator in the station is therefore not an unnecessary luxury. What's taking you so long to fix the escalator? Could you check that and make sure that the escalator is restored, Minister?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u90	Minister, the only escalator has been broken for several months in the Ghent-Dampoort station. The freight elevator that is about 40 years old still works but blocks regularly. At such moments it is impossible for less mobile people to take the train in Ghent-Dampoort. People in wheelchairs need to be carried up two stairs. That's a really big problem. In the same station the toilet is also not available on Sunday because the concessionaire keeps the toilets closed on that day. The station retains its public function on Sundays. The passengers can also take the train on Sundays but they can't go to the toilet. Why hasn't work been done on repairing the escalator in the last few months? After all, it's been broken for several months. When will the escalator be repaired? Is the Sunday closure of the toilet at Ghent-Dampoort station included in the concession agreement? What about the other station toilets on Sunday? If this is not included in the concession, on what basis is a distinction made between the stations?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u91	The lift at the station Gent-Dampoort is of the Daelemans brand and dates from 1974 while the escalator of the construction year is 1973. This makes certain parts less common. Although a maintenance contract has been concluded with the company KONE, it does not even appear evident to them to reach certain parts in the short term. As soon as the parts are available for repair, this will be carried out. They must maintain the lift and escalator at least six times a year. There may be a maximum of 70 days between two consecutive maintenance visits. A purchase file was also started to replace the current escalator with a new one. The start of the renewal of the station can start at the earliest from 2026. However, the proposal of SNCB's 2016-2020 multi-annual investment plan envisages several maintenances and investments in Gent-Dampoort, including replacing the escalators. Of the 14 stations where the plumbing is operated by a third operator until today, under a commercial concession agreement, only the sanitary facilities at the Brussels Luxembourg station are not accessible during the weekend. This is due to the low number of passengers in this station during the weekend. The opening scheme of the plumbing which is the subject of a service contract is included in that agreement but is adapted to the local situation.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u92	I understand they're waiting for parts. That's a weird story. I take the train there a lot. It's not a problem for me, but it's a problem for less mobile people. We must ensure that in the short term the companies to whom these contracts are awarded can also provide for spare parts. This cannot be explained to the people who have to wait four or five months. I notice that there is also a question in this committee about a long-term faulty escalator in Mechelen's station. We really need to take this as a focus.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u93	Madam President, Minister, thank you for your reply. However, you will understand that we, gentners, are not really satisfied with the answer. I understand they're very old escalators. However, for its users in the station Gent-Dampoort that is really a problem. I would therefore ask you to put pressure on those who have to make the escalators work so that they can make them faster. After all, a period of six months is totally irresponsible. Do I understand correctly that only the toilets in the Luxembourg station should not be opened on Sundays? So normally the toilets in the station Gent-Dampoort should be open. Did I get that correctly? I think you said that there was only a problem with the opening of the toilets on Sundays at the Brussels-Luxembourg station. So, in Ghent, the toilet should be accessible.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u94	On Sunday, this is left to the free choice of the service provider.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u95	The concessionary is therefore free to choose for himself.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u96	That's right.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u97	That should change in the future. Ghent Dampoort is not a small station. There are two stations in Ghent. Ghent-Sint-Pieters is of course the main station, but Ghent-Dampoort is a fairly large station, which makes the connection between Ghent and Antwerp. In the future, the concession agreement must make sure that toilets are open on Sundays as well.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u98	They must be open at every station at any time and every weekday. The opening on Sundays isn't in the contract right now.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u99	That's exactly what I mean. It is necessary to put in the contract that we also have to open on Sundays in the stations a little large. Gent-Dampoort is a large station.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u100	What is a large station, what is a small station and what is a medium-sized station? That's different. Any traveller can expect the same service at all stations.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u101	I agree.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u102	Mrs. Temmerman, please close. I give you the floor one last time.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u103	Madam President, Minister, I would like to ask you this. You're right. Every traveller is entitled to the same service at each station. You must therefore also ensure that the concession agreement states that they must be open every day.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u104	Questions No 14493 by Mr Demon and No 14528 by Mrs Cassart-Mailleux are transformed into written questions.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u105	Madam President, Minister, I come back to this issue for which I had already asked you in this committee on 15 June. So I'm not going to repeat the exact history. At the time, you assured us that according to the forecasts of the Luxembourg Railways (CFL), the approval of their equipment for the connections between Virton and Luxembourg (via Rodange) on line 165 was to be in order at the end of June 2016 and that this was confirmed to you by the SSCIF (Belgian Railway Safety Authority) Since 6 June 2016, CFLs no longer have sufficient trainsets not equipped with ETCS to operate the trains between Virton and Rodange and return, the service being temporarily replaced by buses to ensure the connection. However, from a well-informed source, it is my responsibility that Infrabel must always issue the authorisation allowing CFL trains to operate again. You will agree that this situation embarrasss many travellers and undermines the very future of line 165. A final press release highlighted the fact that we should even wait until December 12, 2016. Therefore, Minister, do you confirm this information? If so, within what reasonable time will CFL trains be able to operate again with this approval?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u106	Madam, for the effective management of the file, I am in constant contact with my colleague Willy Borsus, in charge of the Service for Safety and Interoperability of Railways (SSICF), responsible for certifications. It is the latter service which is in charge of issuing the approval of CFL equipment which allows it to circulate on the Belgian network. Since this is a problem relating to the circulation of Luxembourg equipment on Belgian and Luxembourg networks, SNCB is not directly concerned with the solutions to be sought. If the traffic on line 165, in the sense of Luxembourg – Belgium, does not pose any particular problems, the same is not true when Luxembourg equipment circulates in the direction of Belgium – Luxembourg. In fact, it is my responsibility that the 2200 series of Luxembourg motor cars equipped with ETCS level 1 and TBL1+ (to operate in Belgium) are not allowed to return to the CFL network again, since the arrival of the first Luxembourg signal A 610. To be clear, Luxembourg equipment can pass from Luxembourg to Belgium and drive in Belgium, but as soon as it returns to the Grand Duchy of Luxembourg, because it was originally in TBL1+, it cannot be recognized in the Grand Duchy of Luxembourg to re-circulate in the Grand Duchy of Luxembourg. Current concerns about the movement of car drivers in the Aubange–Rodange direction would be linked to files loaded in the transitional beacons on the Luxembourg network. We are therefore facing a problem of circulation of CFL equipment on the CFL network. In order to resolve these difficulties, contacts have long been made between infrastructure managers. The last meeting was held on 11 October. The two infrastructure managers, Belgian and Luxembourg, confirm their willingness to meet the ETCS commissioning target set at the end of 2016. This commissioning will also solve the problem of the traffic of Luxembourg motor vehicles. In the meantime, the replacement buses put into service by the CFLs will continue to operate between Rodange and Virton for as long as necessary in order to offer an alternative to the passengers concerned. Again, I would point out that this situation does not in any way affect the future of line 165. These are simply the "joyedness" of the passage in the new versions of the safety devices, and in particular the ETCS.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u107	Thank you, Minister. Your answer is reassuring. I think travellers will be happy to learn that they can continue to benefit from this line. We will therefore be waiting for December to know whether this problem actually finds a solution. If so, I will come back to you with other questions in 2017.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u108	Mr Minister, one of the points of action in the plan for fair competition in the transport sector, signed at the beginning of February, is to increase the number of checks on vehicles of less than 3.5 tonnes. These vehicles often remained under the radar because they do not have to comply with a series of obligations such as tachographs, transport permits and so on. The answer given by Secretary of State De Backer to my written question shows that the distinction between checks on vehicles of less than 3.5 tonnes and those of more than 3.5 tonnes is currently not included in the statistics of the FPS Mobility Inspection Services. Therefore, only figures on the total number of checks carried out are recorded. Mr Minister, since the statistics do not distinguish between controls on vehicles of less than 3.5 tonnes and those of more than 3.5 tonnes, it is not possible to check whether the action plan is implementing the measure in question. Will you ask the inspection services of the FPS Mobility to make this division from now on?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u109	As I replied to your previous question, it is not possible at present to distinguish between checks on vehicles of less than 3.5 tonnes. The FPS Mobility and its inspection services are currently implementing the fair competition plan. This division of data is also part of this.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u110	Mr. Secretary, I'll take the plan. Action 6, national measures: targeted checks on vehicles of less than 3.5 tonnes. I want to understand from the figures that there are more targeted controls, but in the action plan that is a green line. That means it's being ticked off, that it's being executed. So as long as the figures are not broken down, we cannot conclude that this action line has been implemented. I understand from you that we are working today on the division of these figures. I'll follow that up with you. I hope that this division can be made in the short term and that we can then make a proper evaluation of the action point from the plan.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u111	Mr. Geerts is coming. We haven't heard from Mrs. Dedry. His question no. 14586 therefore becomes moot or is postponed. We come to Question No 14651 by Mr. Van den Bergh.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u112	(...)
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u113	Questions Nos 14651 and 14652 Van den Bergh are transformed into written questions.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u114	Mr Minister, the work on implementing the GEN on line 161 between Ottignies-Louvain-la-Neuve and the Brussels-Luxembourg station has almost been carried out. A total of EUR 566 million has already been invested. The next step is to increase the provision of services on line 161. In concrete terms, this means that one wants to go to a frequency of 4 trains per hour through all stations on this line. This was envisaged at the start of the GEN. For this we may not have to put four tracks along the entire length of the line. It may be simpler and less expensive. A proposal that Infrabel himself investigates is to lay four tracks somewhere on a section of the line so that the IC trains, the fast trains, can still drive on that section while the local S trains continue to operate on the other two tracks. I personally think this is a very pragmatic solution that can dramatically increase supply in the short term, bring more people on the train and help reduce congestion around our capital. Minister, I have a few questions in this context. Has Infrabel completed the study to equip a section of line 161 with four tracks? If not, when will the study be available? If so, what is the proposed route? What will be the cost of building four tracks on such a sub-road? Within what time can the four tracks on the sub-route be constructed? Finally, I would like to ask a question about railroad 124. Is the same solution being examined for this?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u115	At this stage, the full extension of the line to 3 tracks is still registered in the GEN. For the reactivation of the GEN, priority could be given to certain sections, namely Watermaal-Bakenbos and the branch from Ottignies to Louvain-la-Neuve. Works to bring both sections to 4 tracks are estimated at EUR 150 million. Other works must be added which must be carried out in parallel on the sections remaining on 2 tracks. The cost of this will depend on the adopted implementation scenario. The aim is to initiate the cooperation with other investment projects in the multi-annual investment plan to continue the construction of the GEN network. Infrabel informs me that at least 8 years will be needed to extend the mentioned sections to 4 tracks. However, scenarios were considered for a partial extension of line 124 to 4 tracks. For more details, please refer to the answer to the written question No. 1578.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u116	Minister, I am very pleased to hear that the study is already further on. I am mayor of the municipality of Hoeilaart and live 300 meters from Beakenbos. We have two stations on that line, so I am very pleased that the Watermaal-Bakenbos section is being examined. I would advise you to do that, by the way. It's a straight piece. I walk there a lot. It's very easy to build that trajectory. I believe it will be a breakthrough for the whole region, both Flemish and Walloon Brabant. I'm glad there's light at the end of the rail tunnel for line 161. Thank you for your answers, Minister.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u117	Mr Minister, since the sixth state reform, driving training has been a regional competence. This includes continuing training and vocational training with regard to driving licences C and D. It was decided at the October 2015 Consultation Committee that the Mobility and Transport FPS would transfer the competence of professional drivers from November 2015, subject to future different case law of the Council of State. In a letter from your predecessor, Mrs Jacqueline Galant, addressed to the Flemish Minister of Mobility on 3 March 2016, it was stated that the competent authority was changed from federal to Flemish in the Royal Decrees of 22 March 2014 on the carriage of goods by road and on the carriage of passengers by road. Consequently, the regions have immediately become competent for the provisions resulting from Regulation No. 1071/2009, namely on access to the profession. In the same letter, Mrs Galant also stressed that it is important that there should be no gaps in the provision of services. However, the transfer from the federal level was anything but smooth. In addition, the transfer of files, knowledge and computer applications took place without the transfer of the necessary resources and staff. The Flemish government will do everything in its power to deal with the files received as soon as possible. Nevertheless, within the Department of Mobility and Public Works, files on the recognition of teachers and the approval of training modules are sometimes subject to a very long lead time. This also exceeds the approval period of the training modules and the programme in some cases. I do not have to convince you that this is causing economic damage to the sector. Through political games, instructors and companies cannot perform their jobs properly. I therefore have the following questions, Minister. Is the information correct that you have initiated an annihilation procedure against the Flemish Government's decision of 15 June 2015 that the powers that were transferred to the Flemish government by the sixth state reform are converted into Flemish regulations? Will the Region finally soon be given the staff and resources to which it has the right to properly implement this competence and the services provided?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u118	Ladies and gentlemen, I would like to refer to the answer to the written parliamentary question No. 1422 of 2 May 2016 by Mrs Sabien Lahaye-Battheu. Several legal disputes are currently pending in the context of the regionalised powers of the FPS Mobility and Transport under the Sixth State Reform. As none of those proceedings relate to the decision of the Flemish Government of 15 June 2015, I believe that your question concerns the application for annulment lodged on 23 October 2015 with the Council of State, Department of Administrative Law, against the decision of the Flemish Government of 10 July 2015 amending the regulations relating to mobility policy, public works and transport and road safety policy, as regards powers transferred in the framework of the sixth state reform. The Federal Government considers that certain articles of that decision relate to federal powers, such as technical requirements of vehicles, professional competence and market access in goods and passenger transport. The Flemish Region is of the opinion that it is competent to do so, on the basis of various regional powers relating to transport, road safety policy and conditions of establishment/accès à la profession. On 18 March 2016, the federal government received the response from the Flemish Region and on 17 May 2016 the federal government submitted its response. In particular, on 28 October 2015, the Consultation Committee recognised the competence of the Regions in this area, subject to a decision by the Council of State, and stated that the Regions themselves could deal with the applications for professional competence, as regards professional competence, access to Cronos and recognition of training centres. The FPS Mobility and Transport has been able to do this, but still wishes to inform you, for the sake of completeness, that neither the Brussels Capital Region nor the Walloon Region have so far dealt with applications for professional competence. Furthermore, the FPS Mobility and Transport awaits the auditoral report of the Council of the State. Following the Sixth State Reform, the Special Law of 6 January 2014 reforming the financing of the Communities and the Regions to extend the tax autonomy of the Regions and to finance the new powers was implemented. Consequently, under the Sixth State Reform, all staff and resources were already transferred to the Regions. As no additional transfer of staff and resources is foreseen, no staff and resources will be transferred.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u119	Minister, I have received an answer to all my questions. Of course, this sixth state reform has caused a great deal of fragmentation in terms of road safety and mobility. I will probably have to ask you a lot of questions about how far this is going or how far it is going with that. Thank you for answering all my questions.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u120	Mr President, Minister, the Office for Registration of Vehicles of the Federal Public Service Mobility is responsible for the registration of motor vehicles, motorcycles and trailers of more than 750 kilograms. I hear signs of problems with the central database and the exchange of data. In particular, the provision of information from the FOD would be problematic. The malfunctioning of this database leads to false positive and/or false negative registrations in the ANPR network. Many people use that network and you can imagine that the incorrect information in it creates a lot of frustration and extra work. The owner of a vehicle must, if necessary, send his certificate to the police to prove that his vehicle has been subject to an inspection. The police, in turn, must contact the GOCA to compare the vehicle's certificate with the reality. For the GOCA, it gives rise to frustrations because the information has to be verified again and then passed on to the FPS Mobility. An internal audit at the FPS Mobility was already carried out in 2014. In that audit, recommendations were made for a better functioning of the DIV. Two years later, it seems, at least according to the signals that are circulating. Mr. Secretary, would you like to clarify the matter? Is it true that the FPS Mobility was failed by the GOCA? If so, when exactly did that happen? What happened after the formal notice? What actions have been taken in the meantime? What timetable do you propose to allow the database to enter into full operation?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u121	Colleague, the FPS Mobility and Transport was failed by the GOCA by letter dated 27 November 2015. Following this letter of formal notice, a consultation between the FPS Mobility and Transport and the GOCA took place on 15 January 2016. The following points were raised at this meeting: the daily data flow between the FPS Mobility and Transport and the GOCA, as well as problems in completing the approval files and exchanging data from authorised vehicles. A technical working group was also set up. This working group met three times and submitted its final report on 26 February 2016. This final report drew up the actions and concrete proposals already undertaken to resolve the problems mentioned above. The implementation of these proposals has led to a quality improvement of data in the DIV database. In order to maintain quality, the data exchange with the GOCA will be monitored on a permanent basis.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u122	Thank you, Minister, for the answer, which leads me to conclude that there would be an improvement in quality at the moment. I would advise you to check whether this is the case, because I have been asked about this recently. After all, it is the role of Members of Parliament to signal matters, including to you. It is quite possible that the quality has improved, and I want to be positive about your answer, but it is reported that it is not yet optimal. I believe that this matter should be monitored.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u123	Parliament adopted a resolution in spring 2016 to promote the combination of bike and train more. The government was asked to further develop bicycle rental in the stations and to develop a bicycle system in the majority of stations in the long term. I suggested doing so in all stations, but in the text it eventually became a majority of the stations. Blue-bike can play an important role in this. If we want to achieve a modal shift, then we need to make the train, including forward and downstream routes, more interesting than the car. Investing in sharing bike systems at stations can lead to greater modal shift in sustainable transport for the sake of co-modality and strengthening each other's assets. My previous question showed that Blue-bike aims to grow to 30 000 users per year in Flanders by 2017. In the long term, the success of the OV-fiets in the Netherlands will be looked at. In view of cycling culture and population, Belgium should be able to make 750 000 journeys. Nevertheless, the operation and support of the Dutch OV-fiets is completely different from the Blue-bikes in our country. Research shows that 30% of Blue Bikeritts are linked to new train journeys. The larger the Blue-bike network, the more potential and additional train passengers. This immediately stated that the Blue Bike system offers an important added value to SNCB. We are concerned about reports that subsidies or support from SNCB would be phased out. What is SNCB's cycling strategy? What measures are being taken to encourage the use of bicycles by rail passengers? How much has SNCB invested in Blue-Bike over the past five years? Can you give me a split a year? What exactly was that budget used for? Do B-Parking and Blue-Mobility have the ambition to continue investing in Blue-Bike? If so, can you explain that further? Do you believe that SNCB should be obliged to continue investing in a bicycle system through management contracts? How do you evaluate the operation and support of the Dutch OV-fiets? Do you want to evolve into a similar system in Belgium? How does SNCB evaluate the operation and support of the Dutch OV-fiets? What aspects of this do SNCB intend to take over in our country?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u124	SNCB is committed to the development of an integrated public transport service. One of the aspects is the development of an intermodal global offer. The starting point for this cycling strategy is the focus on the capacity and comfort of the bicycle shed, space for new bicycle types, and all types of bicycles, the train users, an active role and participation of the municipalities and cities, an additional service to train passengers and the further development of the cooperation with B-Parking, which manages the bicycle sheds. SNCB primarily invests in the expansion and comfort of the bicycle sheds for all its passengers, both commuters and occasional travellers, with attention to e.g. floor shelves, safety, cover and lighting. Secure areas for bicycles will certainly receive attention and be further developed. Currently around 1 300 Blue bikes are available to travellers across the 48 rental locations. The first investment in 2010 was EUR 661,000. This amount concerned the purchase of the bicycles, the development of the necessary software and the purchase of the hand scanner for 41 locations. It was repaid by Blue-Mobility in the form of rent money during the course of the project. Afterwards, an investment of €902 000 was made for the installation of key machines in the locations concerned. After 2013, EUR 587 000 was made available for investments in additional Blue Bike lending points and the increase in the capacity of existing lending points. In addition to this investment, SNCB also provides the necessary space for the Blue Bikes. Since 2015, B-Parking, a subsidiary of SNCB, has been the main shareholder of Blue-bike. B-Parking is responsible for the management and operation of passenger car parks, bicycles and motorcycles, the monitoring and management of bicycle points, the follow-up of bicycle parts, the follow-up study and the management of mobility and intermobility projects at the stations as well as the operation of parking facilities.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u125	Thank you, Minister, for your reply. However, I feel that you have not answered all the questions.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u126	As regards the demand related to the different locations, the sites shall be regularly evaluated, monitoring decreases and increases in the use of the Blue Bikes and enabling them to be adjusted smoothly. Moreover, it should not be forgotten that De Lijn and SRWT are also shareholders of Blue Mobility. The extension of Blue-bike is therefore not limited to the Blue-bike points in the train stations. In the case of the bicycle system, the Netherlands cooperates with the municipalities that make the investment before enlargement. The operational operation is supported by the NS, as the OV-fiets belongs entirely to the NS.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u127	Thank you, Minister, for your answers. It is important that SNCB continues to invest via B-Parking in the bike sharing system, which must be Blue-Bike. It is good that bicycle storage is invested. However, these stalls are mainly for the passengers who come by bike to the station and with which a range of action is made around the station that ensures that they can safely leave them there. That's one side of the story. If there is no proper after-transport by bus or tram, there is a range of about 2 km on foot to convince passengers to take the train. If bicycles can be made available at that time, this range is immediately extended to 10 km, thus greatly increasing the attraction of the trains but also of the buses of De Lijn and of SRWT. It is therefore a good system, which is really complementary, in order to develop public transport as an attractive alternative to the car. So I hope the rumor is that you haven't really gone into it, that B-Parking would stop its investments in Blue-Mobility, isn't right, and that Blue-Mobility, together with the municipalities, can build the Blue-Bike Points, not only near the train stations but also elsewhere. It is important that SNCB continue to participate in this development.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u128	The next item is the joint debate on the following motions for resolutions: Mr Van Hecke (Commission); Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van Hecke; Mr Van
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u129	Mr President, I have been in contact with Mr Van Hecke by e-mail and he had no problem with me asking the question.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u130	Mr President, I have contacted Mr Van Hecke. He didn't mind my asking my question. I also sent him an e-mail. I would also like to return to Blue-Mobility, Minister. I have just read an answer from Minister Weyts in the Flemish Parliament. He says that Flanders is prepared to make an additional capital increase of EUR 180 000. He is awaiting a response from SNCB in this respect. Mr Minister, I come to my question about the mobility budget. I had already put a question on this on 10 October following the recommendations of the Dieselgate Committee. In the meantime, last week, we read that the government wants to draw up a proposal to achieve the mobility budget effectively. There are, of course, questions as to whether the aim is to achieve a modal shift or whether a cheap wage increase is being sought. Immediately they were warned of hitting a hole in social security. According to the newspaper, one should drive a company car for a minimum of one year before one could make a choice, which is a bit weird in the context of a modal shift. In Switzerland they work with network cards. I believe that this is a EUR 4 000 credit which can be used for all modes of transport such as train, tram and bus. Perhaps this example can also apply here. I come to my questions. What system does the government propose to develop a mobility budget? What measures are being taken to effectively achieve modal shift? Does SNCB know the impact of this? If an effective modal shift is achieved, this will provide additional passengers, especially in rush hour. Are we getting ready for this? What measures will be taken for people without a company car so that they too take the train? What do you think of the Swiss system that works with network cards?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u131	Mr President, Mr Geerts, in cooperation with the Ministers for Employment, Social Affairs and Finance, we will be developing a framework in the coming months in which workers who have a company car with or without a tank card in their wage package will be given the possibility, provided that the agreement of their employer, that company car, and, where appropriate, the corresponding tank card, is converted into a mobility allowance or an increase in the net wage. It is foreseen that the amount will be subject to the same tax and parafiscal conditions as the conditions applicable to commercial vehicles. The introduction of that measure will indeed be carried out in accordance with the principle of budgetary neutrality, both for the individual employer and the individual employee and for the public authorities. It is therefore appropriate that the measure should initially address only the holders of a company car. However, that measure taken in the context of the preparation of the 2017 budget is only a first step which lays the foundations for a future mobility budget. It is my intention to work together with my colleagues to harmonise and simplify the legal framework for commuting as a whole, so that every worker can choose his mobility mode in a flexible way in the long term within the limits of the mobility budget allocated. Mr Geerts, I share your concern that the capacity of public transport should be strengthened in parallel. This is why SNCB, in close cooperation with Infrabel, is working on an ambitious transport plan, which will strengthen rail supply in, to and around cities in our country from December 2016. In addition, I have started discussions with my colleagues from the Regions with a view to developing several initiatives to facilitate the modal shift. One of the projects on the call table is to develop a first mobility service that will enable travellers to choose the most efficient route for their travel with knowledge. Of course, integrated ticket sales throughout the transport chain are an indispensable tool to promote integrated mobility. SNCB must commit itself to making an active contribution to this. For my part, I will urge my fellow Members from the other levels of competence to also work for the implementation of this tool as an essential element for future mobility in our country.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u132	I thank the Minister for his reply. We've been talking about the mobility budget for a long time. I know, of course, that it is a very complicated issue, otherwise there would have been ready-made proposals earlier in which the aspects of mobility would have a modal shift, in which taxation and RSZ legislation would have to flow in order to have a certain neutrality in the budget for the employer, the employee and the government. We will continue to follow the government's proposals.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u133	Mr Geerts, may I conclude that your question No. 14257 contained in it and therefore lapsed?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u134	That's good.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u135	Then there is one more question to deal with, question No. 14701.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u136	I would like to turn that question into a written question, but I would like to put question No. 14685 more couples.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u137	Minister, this is the third time I have asked questions about this. I stayed a little hungry after your answers from last time. Actually, that's my fault. The Minister gives a number of answers and the Member must be able to ask better questions in order to obtain the right answers. Last week, you outlined the procedure given by Odgers Berndtson headhunters. Before the recess, you replied to me about the legal provisions on linguistic balance for the appointment of CEOs and presidents of a Management Board. You referred to Articles 162a (5) and 162 (1) of the Law of 21 March 1991. I have looked into this further because, like you, I believe it is important that a CEO be found and that it is even more important that there should be no subsequent proceedings against it. When I read the articles, it effectively stated that there must be a linguistic balance between the CEO of SNCB and the CEO of Infrabel and their respective presidents of the board of directors. I think there's a problem now. If the CEOs are not appointed simultaneously, there is a limitation by respecting those articles. In concrete terms, if the CEO of Infrabel is currently a French-speaking language person and if Article 162 is to be applied effectively, then only a Dutch-language person can be considered. If another decision were taken, the contract would be broken unilaterally. I read in the press that the N-VA says it would rather have a French-language one than a CD&Voper. I do not think that argument is strong enough to stand up in a court of law as a motivation for the appointment or non-appointment of a candidate. In short, I have a number of legal problems with such statements, based on the articles of the 1991 Law. Hence my questions. Firstly, do you follow my reasoning that on the basis of these articles only a Dutch-speaking candidate can be appointed? Secondly, has the headhunters office been asked to effectively rank the candidates in order of selection, or has it just been asked to put a number of candidates forward without a proper ranking? Are you prepared for legal proceedings in case of insufficient justification?
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u138	Mr Geerts, based on the number of questions, I understand how much you are concerned about replacing the CEO. Maybe you want to run for office yourself. It was the government's intention and therefore the mandate given to the recruitment office to submit, on the basis of their methodology, which I will not explain again, a list of the best candidates for the position. The list was not intended to rank the candidates. Each person on the list had to have the appropriate profile for the job description. An exclusion of candidates solely on the basis of their language role was not envisaged. I will not answer your last question since the reasons for the choice have not yet been given.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u139	Minister, it is my concern to find a good CEO so that you, as a minister, can work very quickly on the files that are pending today.
ParlaMint-BE_2016-10-26-54-commissie-ic521x.u140	(...)
