ParlaMint-BE_2017-07-18-54-commissie-ic717x.u1	Question No 19272 by Mrs Renate Hufkens is transformed into a written question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u74	Madam Minister, of all the press reports on this matter, it is already more reliable than anything else. However, we also have very regular personal contact with those involved and I would be particularly sorry if the feeling or perception of them were to arise. I would like to take your word that this is absolutely not your intention. It is true that the study of the KCE in 2008 did not contain the term audit, but a number of things that are now being questioned were already investigated. Perhaps in certain places the budget has been exceeded, but in many other places this is simply due to a large increase in the number of registered patients. So they're communicating vessels. At least we'll follow up on the case further.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u75	Madam Minister, I would add that if we combine the moratorium with a proper budget economy, which was to cover a moratorium for the first half of the year, and if we recognise three additional medical homes, there is a risk of budgetary coherence problems. I therefore assume that the overrun is linked to the economy that you have imposed on the sector. Again, this lacks logic and consistency with what was announced. Finally, with regard to the audit itself, the moratorium and the objectives pursued, I wanted to draw your attention to the need to...
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u76	[[...]]
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u77	It will be missed, yes! I wanted to draw your attention to the need to take into account the impact of the consumption of care by patients of a service, granted by medical homes operating the package in this case, on the consumption of care outside and on the state of health of the population. These are elements which, I think, are not included in the organised audit. That is why I have concerns about the intention in the organisation of the audit and how it will be interpreted.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u78	As Mrs Muyle had not indicated anything, her question No 19703 was withdrawn.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u79	Madam President, Minister, at the end of June the KCE presented a very interesting report in the context of the reform of the hospital landscape. It contains a very clear analysis of the number and types of hospital beds we will need in the future. I read the report with great interest. It will come back regularly in our discussions, because you will probably take into account a number of opinions from it. There are too many beds for internal medicine, surgery and maternity facilities. There are too few beds for geriatrics and non-acute care. There's more need for day hospitalization. As far as children's psychiatry is concerned, we have already fought a little rubbert about it. Now I just want to talk about the overcapacity in the materials. I'll skip the numbers. You know them better than I do. It becomes clear that a number of maternity facilities have very few births. However, the report of the KCE also shows that there are too many beds in general. The measures to be taken may be discussed. Should maternity facilities be closed? Is the solution in a shortened stay or in a combination of different measures? I would like to ask you a few questions about the seven pilot projects currently under way. In the context of the data provided by the KCE, they appear to be an important test site. Can you give an update on the pilot projects after one year? They all had to turn in their first report. I've been working on it myself, because the template wasn't always obvious. Are the results satisfactory in terms of the quality of care? Is there anything you can conclude from that? What do you learn from that? There are a lot of differences in the design and organisation of pilot projects. Which organisational models do you think run well and which are less? What obstacles do you encounter in practice and what lessons do you draw from them? Are there any adjustments during the second year? Will you link the results of those pilot projects to a scenario of phasing out maternity facilities? That fear exists in the field of work.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u80	Madam President, Mrs Dedry, the study of the Centre of Knowledge indeed shows that there is a great variability between all maternity facilities for the number of births in 2014. It's about 0.6 childbirth a day. It's a bit odd to put that in figures, but that means on average less than one childbirth a day, and up to nine childbirths a day. As a result, there would be about 600 beds too many. This study has, of course, provoked quite a few reactions. The question that leads to concern is how to train midwife and students in medical care in places where there is less than one childbirth per day How can we ensure that the necessary expertise is still there? So it's about the quality of care. On the pilot projects, I can say that seven have been selected, and six pilot projects effectively started on 1 July. The interim reports are coming in and need to be thoroughly analysed. In general, we can already see that the projects have made some adjustments to the healthcare path as planned. The problem of communication between primary care, second-line care and patients seems to be a recurrent concern about the projects. The projects are looking for new communication channels for prenatally informing future mothers, but that is not easy. After all, it is impossible to tell which woman will become pregnant in the coming period. There is also a need, they say, for a good electronic file to be able, once pregnancy has started, to share information at all times between the hospital and the first-line partners, including, of course, the midwife. On the basis of the data collected in the first months of 2017, it is noted that an average of 40% of deliveries in the hospitals concerned took place in a shortened route. As you know, the pregnant woman can decide at any time whether or not to take the shortcut. The motivations for non-inclusion were also asked. They're different. In more than one fifth of the situations it concerns the mother's refusal. In one case in ten, it is the social conditions that prevent the mother's inclusion. That's what I said. In the shortcut, however, care must be taken to ensure that there is no problem of continuity of care for the socially disadvantaged. Since projects need to be adapted to overcome specific unforeseen obstacles, it is difficult to know which organisational models are better. You will recall that, when the projects were chosen, I said that there are very small ones and very large ones, and that they differ, precisely to find out what is the best model to implement on the ground. A thorough analysis is needed for this. It will be implemented in the following months. In September, an intervision event will be organised to discuss the conclusions with the project managers and to identify the adjustments needed. A proposal will then be made. The preliminary analysis shows that there is a need for a good electronic patient file. With regard to the transversal needs in the projects, we are continuing the roll-out of the eHealth Plan. The aim is to learn something from pilot projects about future capacity and bestaffining needs. These pilot projects underline that this is also accompanied by a higher workload on the ground for a shorter resting day. You'll have a better say on that. The future needs analysis and programming of care assignments must therefore take into account patient expectations but also the evolution of care, the added value of the close cooperation between the first and second lines and the cooperation of hospitals in the locoregional networks, i.e. precisely where the maternity facilities are located. Several policy issues come together here, but the final word on the study of the Centre of Knowledge has indeed not yet been said. Mrs Jiroflée, you were already concerned, assuming that enough children could not be born. But if there's less than one per day in the maternity facilities, there's plenty of room for many pregnant women.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u81	Madam President, it's never a round number. On average, we're only having 2.1 children. Those are, of course, statistics. Thank you for your comprehensive answer. I will follow this very closely.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u82	Madam President, Minister, several studies have shown in recent years that oxybenzone, a substance contained in sunscreens, can cause allergies and that, once absorbed into the skin, it can behave like estrogens in an organism and disrupt the hormonal system. Indeed, after testing rats, Dutch dermatologist David Njoo observed that this component disrupts the proper functioning of thyroid hormones and sex hormones. Oxybenzone could also cause itching and eczema as well as promote the development of cancers. In addition, a recent study by the magazine 60 million consumers found that several sunscreens, some of which were stamped "for children" contained ethylhexyl methoxycinnamate, a UV filter pointed at the finger to be a potential endocrine disruptor. Minister, I have no doubt for a moment that you have become aware of the investigations and studies to which I refer. What is your view on this? Have similar studies been carried out in Belgium? If so, what are the results? If not, do you consider it necessary to have such studies conducted? Do you believe that consumer protection and information measures are necessary?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u83	Mr Senesael, thank you for your question. I have indeed been informed of these studies carried out in the Netherlands, I think. To my knowledge, there are no such studies in Belgium at present. In order to ensure the safety of solar products, the European Cosmetic Regulation No 1223/2009 only allows solar filters evaluated and considered safe by the European Scientific Committee for Consumer Safety. This Committee establishes limit values taking into account all filter properties, including possibly endocrine properties. For oxybenzone, also known as benzophenone-3, limit concentrations have been adjusted in accordance with the opinion of the European Scientific Committee, which has determined safe values for both adults and children. As this filter causes allergic reactions to some people, specific labelling is also provided. For the other filter you are quoting, ethylhexyl methoxycinnamate, a new assessment is under way in the UK under REACH – the general chemicals regulation. The conclusions of this assessment will make it possible to determine whether the conditions for the use of this substance should be adapted. As regards endocrine disruptors in general, new identification criteria are being adopted at European level for certain product categories. This is already the case for substances used in pesticides and biocides. The European Commission is committed to launching a strategy that takes into account all possible exposures, including cosmetic products. The European Commission is also due to publish a specific report on cosmetic products in the near future. My services will analyse the proposed strategy and ensure its proper implementation.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u84	Minister, thank you for your answers. I am obviously satisfied with the scientific references and European standards to which you refer. However, I remain skeptical. Some magazines, including the one to which I referred, 60 million consumers, launch alerts that often disrupt the thinking of potential consumers. It is difficult to make the difference between scientific rigour and these alerts. I would also like to thank you for the follow-up you have announced in this regard. Let's wait for the results! For the rest, I would like to give you an appointment next night, in plenary session, for an intervention within the framework of your programme law.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u85	I asked the Minister of Economy and Consumer Protection an equivalent question. We'll see his answer. But it is disturbing to know that there is no threshold for the effect of endocrine disruptors.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u86	Minister, because of the aging population, chronic diseases are a real challenge for our society and specifically for our health care. Prevention, patient autonomy and integration of primary care are, in this context, fundamental. As you know, type 2 diabetes and chronic renal failure are currently the subject of specific care routes. They aim to better coordinate and integrate care for chronic conditions through a multidisciplinary approach. Moreover, in the future they could be extended to other chronic diseases. Today it turns out that physiotherapists are absent from professionals operating within these care routes. Madam Minister, could you please tell me if there is any plan to extend care routes to other pathologies at the present time? The functional evaluation of patients but also prevention through, inter alia, physical activity programmes now appear to be important elements to be taken into account in the management of chronic conditions. The evolution of physiotherapy shows that these professionals could play an important role in this context. What is your position on this? Would it be possible to integrate these health professionals into the currently defined and possible future care routes? Is there any specific reflection on the place of physiotherapist in primary care as part of the reform of Royal Decree 78? Has any consultation with the Federal Council for Kinesitherapy ever taken place within this framework? If so, what are the results?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u87	Mr Frédéric, as regards the revision of Royal Decree 78, we have already had an exchange of views in this committee on 14 March 2017. With regard to non-diabetes and renal impairment care routes, their number will not be expanded. As part of the integrated care plan for chronic patients concluded in collaboration with the federated entities, a call for projects was launched. The aim of these projects is to improve the management of patients with chronic disease. There is nothing to prevent these projects from developing actions in the care routes to ensure better care. These projects may also consider actions in the areas of prevention and physiotherapy.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u88	Minister, thank you for your answers. I conclude that there is a consultation with the sector, that there will be no expansion of care routes and that in a call for projects for better care of chronic patients, physiotherapists could be included in some projects.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u89	Question No 19750 by Mr Calomne is transformed into a written question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u90	Madam Secretary, the Federal Health Knowledge Centre as it now exists is being shut down. In the meantime, we know that the KCE will merge with other government agencies. Following the first merger of the Scientific Institute for Public Health and the Centre for Research in Veterinary and Agrochemistry, the KCE and the High Health Council will also be added at the beginning of 2019. I've been told that some members of the board of the KCE are calling the bell. They fear that intellectual independence and objectivity, two of the KCE's seven core values, will be compromised. At present, the Management Board consists of political representation and stakeholders representing the interests of health insurance funds, doctors and patients. The proposal now before us is about a board of directors without stakeholders. According to a number of members, a critical voice that benefits the policy and the citizen is thus missing, a voice that has often had an impact on the decision-making process of the policy-maker. Madam Secretary, I have a few questions. Firstly, is it true that in future only political representatives will be part of the board of directors? Secondly, are you not afraid that this will jeopardise the objectivity and integrity of the consultation process? Especially in the selection of investigations one fears censorship, whatever that may mean in this. After all, politicians are the first customers. Thirdly, what are the discussions about this? When will they be completed?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u91	First of all, Mrs Jiroflée, I do not agree with your introduction, in which you say that the federal knowledge centre will be shut down. That is not the case at all. It continues to exist but it will function within a greater unity. It will preserve its independence, objectivity and integrity.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u92	Immediately agreed, Madam Minister, that word was wrongly chosen. I should have said fusion instead of shut down.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u93	As foreseen in the vision paper on the redesign of the health care administration of 14 June 2016, the knowledge centre, the institution founded by Sciensano, the Scientific Institute for Health, CODA and the High Health Council will merge into one institution. Currently, the draft text of the fusion institution Sciensano, which is used as a starting point in the negotiations, provides that the Board of Directors is composed of two representatives from the academic world, two from the Public Health Office, one representative from the RIZIV, one representative from the Federal Medicines Agency and one representative from the Federal Food Agency. The Management Board shall be audited by the General Board, which shall have a more extensive representation of stakeholders. Without prejudging the final decision, several proposals were made during the negotiations to provide for a more extensive stakeholder representation, including representatives of hospitals, doctors, patients and so on within the new institution. That is already the case with the KCE, as you know. It goes without saying that independence, objectivity and integrity are important factors in a scientific institution that formulates policy advice. This applies not only to the knowledge centre but also to Sciensano and the High Health Council. I will therefore ensure that the values mentioned above are monitored within the new institution. There are currently discussions between the leading officials of the knowledge centre, Sciensano, the High Health Council and representatives of my policy cell on the strategy, governance, organisation, identity and independence of that new fusion institution. By the end of July, early August, a proposal will be drawn up and the draft text Sciensano will be amended as necessary. Every now and then there are echoes of disgruntled people from the ongoing negotiations, who contact MEPs or go to the press. It can be the nutrition for the concerns of one or the other. I am merely saying that the discussions that are now taking place between the leading officials are going very well and that everyone is working very hard on this. It is also clear to them that the independence and integrity of these institutions must be preserved, otherwise this would be the opposite of what we are aiming for. So I'm actually pretty confident about that. I think it's an interesting question, because it's obviously a big operation. At the Scientific Institute and CODA there is a common basis. What is wrong for humans, is usually wrong for the animals, and there is an interaction there. The knowledge centre also has a very different composition. This is mainly composed of scientists with varying assignments, from people with different expertise, who need to be attracted according to the studies they program. Then there's the Supreme Court. In fact, their way and methodology and so on will continue to exist. They're just gonna sit under one roof. They will also cooperate much more and thus avoid duplication of work and ensure that they know what the other is doing. There are also discussions now, but if they are under one roof, it will be easier.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u94	Madam Minister, I note that you also consider it important that this independence and integrity be monitored. I'll take it from here.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u95	Ms. Sonja Becq withdrew her question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u96	Madam President, Minister, you have just made a royal order concerning child psychiatry day centres. This royal decree runs counter to the Federal Council's opinion on the matter. It triggered a chain reaction on the ground, starting on the Dutch-speaking side to expand on the French-speaking side, a few days ago. However, the work of these day centres is recognized on all sides for its quality and the importance of the continuous care provided, by involving the family environment, to the heavy patients (children, adolescent girls) who are in great distress. In addition, consideration must be given to the significant quantitative component, since lists and waiting times are important. The example of the Cliniques universitaires Saint-Luc is challenging. Indeed, your decision will deprive them of 150 000 euros, starting this year, and of 800,000 euros per year from 2020. This represents 12 full-time equivalents. This is in addition to all the significant savings that have been imposed on hospitals. In the absence of a revision of this measure, these hospitals will have to reduce the number of jobs, but also the number of activities aimed at these children and adolescents in great distress. This royal decree therefore gives rise to a total lack of understanding. So I can only relay the point of view of all the actors on the ground, of those who work daily in child psychiatry to call you to reconsider your decision.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u97	Madam President, Minister, I am referring to the same Royal Order issued on June 30th, setting a number of 16 full-time equivalents (FTEs) for residential beds and 8 for day centres for K beds. As Ms Fonck has just pointed out, the sector, which says it has not been consulted, continues to be alarmed at this decision, which is considered untenable. Thus, at the Clinics Saint-Luc, for example, also taken up by Ms. Fonck, the child psychiatrist day hospital currently operates with 16 FTEs in a multidisciplinary team (doctors, nurses, educators, psychologists, psychomotricians, logopedes, kinesiologists, secretaries, etc.).). With the decision you just made, he would see his staff cut by half. So you will understand the emotion that this brings about. For professionals in the sector, a significant reduction in the number of staff would undermine the very functioning of such services. Minister, it appears today that the proper care and supervision of young patients in these services is threatened by your decision. For your part, you said that your decision had been misunderstood because the 50% reduction in the number of FTEs is expected over three years. For 2017, we would therefore first move to 13 FTEs. However, it is the figure of 8 FTEs for 2019 that is planned and that these services already work "string", as they say. Can you therefore understand the reactions of the sector in the south as well as in the north of the country which considers your decision inconsistent, untenable and uncoordinated? Do you confirm that the objective of the measure is in fact to allow hospitals in the north of the country to open new beds in day psychiatry, without, however, affecting the overall budget? Could you tell us today whether the sector has been consulted in the preparation of this royal decree? In the opinion of the National Council of Hospitals, the latter recommends, as a first step, not to change what is at work and, in the case of reform, to apply "a greater number of points than the simple application of staff standards, since the care provided there is more support than in full beds". Why didn't you take that opinion into account? Finally, Madam Minister, if you repeat that you want to make your decisions based on the concept of evidence, could you explain to us on what basis this decision was made and how the number of FTEs was determined?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u98	Perhaps it would have been easier if the questions had been put in plenary, where I have already answered three questions on the subject. If necessary, I'll repeat it here. Indeed, in previous years, as part of the Inter-Ministerial Conference, I have already made important efforts to strengthen mental health care for children and young people, as well as for adults, in close coordination with fellow Länder ministers. More specifically for children and young people, we have taken steps forward from autumn 2015. With additional federal investments, we have been able to finance more about 250 full-time equivalents, which are used for more specialised care. It's obvious. My competence in the field of mental health care is specialist hospital care. It is the responsibility of the Länder to provide care. The decision to adapt the financing of K beds in general hospitals was not taken without reason. This concerns only general hospitals and not psychiatric services. It wasn't clear to some. It is well known that there has been an anomaly in the way in which additional staff are funded in the sector, in addition to accreditation standards. This is one of the consequences of a series of decisions taken in the past sometimes under social agreements, sometimes depending on whether the places already existed before 2002 or whether they were created after. I found that there was a lack of transparency in the number and method of funding of day child psychiatry staff. For example, a K bed approved before 2002 received funding for a number of full-time equivalents different from those approved after 2002. It is difficult to interpret the funding item that funds the additional staff. In addition, there is also a difference between psychiatric and general hospitals in the mode of financing this type of bed. So, yes, I maintain my decision to promote transparency and to seek equal treatment for all hospitals in the country, i.e. funding based on the standardization of the same staff for all K services. I can only note that this story has been completely distorted in the media. It's weird too. First there was a wave in Flanders and a little more than a week later in Wallonia. That's unfortunate. I'll recap it. There is absolutely no question of removing beds, quite the contrary! The general moratorium has been lifted specifically for such care. If programming allows, it is therefore entirely possible for the different Communities to increase the provision of care for K-beds and to convert beds which are not now funded. This means that, despite the planned conversions in the near future and the already adapted funding, there will be a considerable net shift towards infant and child psychiatry during the year. At the moment, I'm not making any difference in the financing of psychiatric hospitals. The famous testimonies based on internal experiences are therefore irrelevant. In the meantime, I am waiting for a well-documented opinion from the Federal Council of Hospitals to see how to properly fund day beds in child psychiatry. I am open to any objective argument. The essential thing for me is transparency, the objectivity of investments, but also equal treatment. So I cannot accept that there are three different rates, hidden in the law on the financing of hospitals in various posts, and that it is better not to start because everything would be so complicated due to developments in the past. After all, that is not real advice. The standard is 8 and funding covers 16 full-time equivalents. If you want to disconnect the funding standard, you create a dangerous precedent. It means that the Communities, which set the standard, will no longer have any influence and that I will no longer have to take that into account. That is what we are talking about, and I think it is dangerous, but I suppose others might see less bones in it. The intention is to continue to consult with the fellow ministers. In this way, we have the greatest chance of using the federal investments, which are far more effective than those that can be re-launched at regional level. Although the decision to make the financing of hospital beds equal to the normalization is my competence, I have also had contacts with the ministers of the Länder, especially with Minister Vandeurzen. In Flanders one is least far away with the implementation of the programming. In Flanders one stands at 45% and there one can go to 90% by completing that measure. In Wallonia it is at 78% and can certainly be added to a number of places in the psychiatry of children. The budget will therefore increase, since it is actually a question of financing places by changing what is called irresponsible beds, which are currently not covered by funding. The issue may be technical. Some say no one understands the explanation. In any event, the measure is justified. I continue to defend the measure to finance every small K-bed anywhere in our country, in any hospital offering the same quality of care, in the same way. If the opinion suggests that the standard is fixed, then that standard must be reviewed, because it is still at 8. I'm telling you, it's dangerous to decouple funding from normalization. In that case, the Communities will no longer have any powers.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u99	Minister, you say that you have made significant efforts in mental health care. I still have to see that in practice, what you have given with one hand, you take it back from the other. You justify it by an anomaly of funding, even though the Federal Council had indicated that the funding of existing beds must be maintained. Decreasing the funding in day hospital for children and adolescents who are cared for in child psychiatry is to reduce their capacity, it is to send back to hospital, it is to increase the taking of medication. This is therefore a major step backwards in qualitative terms. You're persisting. You say you want to keep this royal decree, which reduces the funding of day hospital beds in child psychiatry. I urge you to see on the ground how this is going. See the enormous needs by reminding you of one thing: the suicide rate among children and adolescents is unfortunately much higher in Belgium than elsewhere in Europe. If there's anything to remember, it's this one. Check out what's happening on the ground before you lock this choice or possibly review your decision!
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u100	Minister, I agree in part with Mrs Fonck's reply. In terms of transparency and equal treatment, you have given a technical explanation that is misunderstood by the field, you say. I will continue to verify on the ground the implementation of this decree. Putting at risk sections as important as those that accommodate children and adolescents with psychiatric disorders seems to me to be very serious. I would not want to undermine the work done by these multidisciplinary teams across our country. I'll come back to the subject.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u101	Minister, this is a major issue for the quality of care and its full articulation with the first line, including general practitioners. I have already discussed this issue with you many times. Funding for on-call medical posts has been frozen. I then put forward a series of proposals in this area. The least we can say, if I have to sum it up very briefly, is that things are not moving forward. You had announced a series of decisions to be taken, a series of consultations. You tried to announce a calendar. You also received proposals from the field, etc. What I have to do with a number of the partners involved is that things are not moving forward. I'd like us to take stock. What pilot projects are being implemented? What projects are now validated? Have they been evaluated – I can only refer you back to your public comments in March 2016 – including in Parliament? Will we finally conclude with these very important dossiers and with regard to the 1733 issue with respect to unscheduled medical care?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u102	Mrs Fonck, the task force for unplanned care was scheduled to meet on 9 and 30 June, as well as on 7 July. The June 30 meeting was cancelled due to unavailability. It was replaced by a meeting in September. On 9 June, the final report of the audit of the medical guard stations was submitted by INAMI. On 7 July, the Strategic Cell presented our new policy on on-call medical positions. The meeting was attended by representatives of doctors' unions, watchdogs, hospitals, INAMI and the Public Health FPS. The four pillars of the new policy on on on-call medical stations that have been presented are as follows. First, mandatory programming of on-call medical stations, to be carried out within four years from now. Secondly, the creation of networks, with structures to be created for medical guard stations. A network-based medical station will have to be located in a hospital. These are networks of 400,000 inhabitants. They will have to adopt a universal and recognizable mode of operation by the patient. The hours during which on-call medical stations will be open to the public will be standardized, because this is really not the case now. In view of the limited number of patients during weekends, the following alternatives are foreseen: either 1733, but only by home visits, or the opening of a single medical post for each network, or the opening of nursing stations in large cities, in combination with the two previous possibilities. This subject is still to be discussed with them. I think it will not be the same in all the regions. Optimization of mobile guarding is desirable, with two possibilities: either an organisation at network level or a management by 1733. Coordination is planned at regional and network level, with the appointment of a Coordinator of the Guards, who will have to ensure quality. As I said, we are considering a size of 400,000 inhabitants per network. The funding of guard stations will be separated from the funding of guard circles. The various partners have the opportunity to transmit their comments to the task forces. The aim is to produce a concept note in September. They had all the information about the audit and the leads. We ask them to provide their comments, particularly on other avenues. As you may have noticed, the PMGs will be able to rely on 1733. 1733 will sort out unplanned care - home visits and consultations - and possible cases of urgent medical assistance. Such sorting will be carried out during the opening of the PMGs. The evaluation of pilot projects 1733 in East Flanders, Hainaut, Arlon and Leuven has not yet been formally finalised, but in view of the diversity of current projects, harmonisation of best practices is needed. The roll-out of site 1733 will depend, among other things, on the implementation of an alert terminal allowing the safe sending of the report of the interview of the operator of plant 1733 to the medical stations of custody and the limited modifications of centres 112 which will appear as centrals 1733. These are, in alphabetical order, Arlon, Bruges, Louvain and Mons. Implementation and dispatch at the federal level are planned for early 2018.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u103	Madam Minister, thank you for your answer. I have a few thoughts. First of all, I think we really need to reconnect with the ground, because reform of the PMGs is a crucial issue. Create a bond, because it's obviously not going well. Try to put this in a positive logic. Secondly, since you are talking about standardization and harmonization – terms that you have used on several occasions – I would like to remind you that imposing a standardized model of permanence of general medicine will not necessarily correspond to the particularities of certain regions. Work with field actors on this issue. Above all, take the measure of the specificities. Finally, leaving a PMG for 400,000 inhabitants seems untenable. He's not a single doctor, but that's the number you gave.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u104	One network per 400,000 inhabitants. A network is not a PMG!
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u105	And how many PMGs per network?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u106	Some already exist.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u107	All right. You want to link PMGs to networks. There will necessarily be several PMGs per network. In large cities, in rural or semi-rural areas, given the distances to travel, it is enormous. Attention: where there is a good connection with hospitals, okay! But sometimes there are local or regional specificities, where it is done at the level of the circles without there being a full and complete articulation of the PMG in direct connection with the network. You don't necessarily want to re-centralize everything to hospitals. There are interesting realities and specificities to continue. Let us proceed "à la carte" rather than in a uniform and fully harmonized model.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u108	That's not the case. We want to offer alternatives to people who need care that should not be provided in hospitals, but rather in the care of generalists.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u109	I don't see why we're connecting with the hospital network. It's something else. On the other hand, this is obviously the meaning of PMGs, but at the same time there is this reality where PMGs are carried out by circles and sometimes closely linked to hospitals. Please, Madam Minister, no standardization for the pleasure of standardization. Take into account the specificities of the field and, above all, reconnect with the field and the general practitioners.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u110	Questions Nos. 19829 and 19983 by Mrs Fonck are transformed into written questions.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u111	Minister, as you know, Avastin (Bevacizumab) is usually used to treat various cancers. In this context, it is reimbursed by INAMI. As you also know, this medicine is also prescribed as part of the treatment of Rendu-Osler's disease also called hereditary haemorrhagic telangiectasia. This is a genetic disease that affects only one in 10,000 people. Its treatment is particularly expensive and not reimbursed in Belgium. Minister, it is my responsibility that this medicine is currently being taken in France as part of the treatment of Rendu-Osler's disease. Could such a refund be considered at home? Has the Reimbursement Commission already considered this matter?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u112	Mr Frédéric, admission to the list of reimbursable proprietary medicinal products may only be proposed by the Commission for Reimbursement of Medicinal Products (CRM) if the applicant, i.e. the pharmaceutical firm, has submitted an application for admission or an application for a change in the conditions of reimbursement for the proprietary medicinal product concerned. In this case, the pharmaceutical firm never submitted a refund claim in this indication (Osler's disease) to CRM. In addition, in determining the terms and conditions for reimbursement of a proprietary medicinal product, the Reimbursement Commission for Medicinal Products is based on the scientific notice approved by the Minister of Public Health. In conclusion, the Commission for the Refund of Medicinal Products has not yet considered a refund of Avastin in this indication. I'm going to ask him to look into the file and give me an opinion.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u113	Minister, thank you for your answers. I would be interested to be kept informed of the development of this case.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u114	I'm trying to be short, Madam Secretary. At the mouth of President Yvan Vandennlas, the Belgian Academy of Pediatrics states that parents with a sick child should not go to a general practitioner but immediately to a pediatrician. The general practitioners themselves react shocked and replicated that the training as a general practitioner in Belgium is of an excellent level and therefore do not see why they cannot continue to act as a first line for children. Moreover, the pediatrists' statement is touching on the principle of low-threshold and affordable first-line care, not to mention the waiting times that will undoubtedly arise if everyone with a sick child immediately walks to a pediatrician. In addition, general practitioners have a duty to refer patients when they cannot solve the problem themselves. Madam Secretary, what is your opinion on the pediatrists' verdict? Will you do something about this proposal? Or will the training of general practitioners be adapted, as suggested by them?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u115	Mrs Jiroflée, like you, I have really taken note of the statements in the media that it is best not to go to the general practitioner with a sick child. From my 25-year experience as a general practitioner, I know that we see a lot of children because people have doubts about going to a hospital watch service with a sick child. They'd rather go to a GP on watch. As a general practitioner we guide a lot of children, often in consultation with the pediatrist. The chairman of the Belgian Academy of Paediatrics refers to a report from that academy. Of course, I am also very curious about that report and how they came to their conclusion. In addition, I wonder on the basis of what scientific research they have carried out. I therefore requested that report because it could be examined. The question is, among other things, whether consideration has been given to the milder expression of symptoms at the time of consultation with the general practitioner and to the number of children who are properly treated by the general practitioner. I also find the rude way in which that news has appeared in the media very unfortunate. I understand that the pediatrist in question has now apologized to the general practitioners. By the way, there has been a letter from a group of general practitioners, led by Mrs Martine Huybrechts, a general practitioner from Wemmel. The pediatrist says it's all a misunderstanding. I consider the case closed. He apologized. But I have no intention of saying that sick children should only be treated by pedians. Not at all. By the way, I invite you to call a pediatrist and ask how quickly you can get here. They don't just get in there. There are even those who don't answer the phone anymore. Then you can't make an appointment. In this respect, the accessibility of general practitioners to people with sick children is essential. I will certainly not make any decisions out of this. I will read the report with more than ordinary interest. That'll be for the vacation.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u116	Okay. Thank you, Madam Secretary. I think we are in complete agreement on this.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u117	Since Mrs Muylle was absent and had not asked for anything, her question No 19930 was withdrawn. Questions Nos. 19946 and 19952 by Mr Flahaux are transformed into written questions.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u118	Madam Minister, my question was prompted by your answer to another question I asked about the reimbursement of night splints in hallucinogenic valgus. You replied that there was a much broader exercise for more price transparency and more EBM on orthesis (Article 29 of the nomenclature of medical benefits). You would draw up a list of all the products covered by the article and have the scientific basis and, where appropriate, make price agreements. Has that exercise been completed and what is the result? How will the list be updated?
