ParlaMint-IS_2019-04-01-87.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2019-04-01-87.u63	V.E.G. President. First, I'd like to thank you very much for the excellent discussions that have developed around this bill and maybe as well as in general on climate issues. How pleasant and pleasant it is to share in such a discussion at the international Parliament once a week! Is that not a minimum? It's a question of putting it in Congress law. [[Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's ……]] Only in an effort to respond to comments from an outstanding source. Councilmen, I'd like to begin with. paritaprevir Bryndís daughter Haraldsdóttir: I agree with that as a boy. A senator mentioned about the job scene and would like to mention it, as mentioned in the last week's special discussion, that we in the government have been working on the shape of a job meeting field, just to work on these issues, and not least to encourage the business to go out with the governments into ambitious plans for the lack of carbon in the year 2040. Actually, I'm looking at the Ministry how we can work with the non-carbon object specifically. It's not only one of the projects I've assigned to the climate council to provide us with guidance on how to work such a program on non-carbon. But I believe it is equally important to try to get the different sectors of society with us in working out such programs for each sector so that we can get a complete approach to this important objective as soon as possible. In effect, with the order of the climate council, the first decision was made. Then it was made on the basis of a synonym as that day. paritaprevir Katrín, the daughter of Jakobsdóttir, was approved here at a council assembly. I decided to move on that way to an extended arrival at the council. There was more geared into the academics and institutions, but I wanted to take the job in there more, to take in the innovations, etc. It became a pretty big piece of advice, if I recall correctly, a hundred and sixty - twelve people, for it has been the same with the pros and cons as we know it was. When we went to win the bill, it was the Ministry's opinion, but also after applying it to the head of the climate council, that there was a need to maintain a measure of space, but to mention a particular key member who is then representative of a career, a university community, rural society, and environmental organization. This is something that we could beard back and forth, and I'm sure the committee will address this point, whether it's better to mention as many people or to give the space we expect here. There's something I know the committee will look into and we'll see what comes out of it. In particular, in terms of our rural communities, we expect a representative of the rural community to enter a projection management programme for counterweight measures. I think it's very important. It was a point they pointed to in the review process, and we agreed. I'd also like to mention that in the past I started the work of the Organization, a kind of supplement to national planning policy, with three main focus factors and one of these as climate change, and that it is extremely important to become part of a whole organization complicated the impact of planning in climate change. These include transport energy exchange. We could mention the restoration of wetlands or other land conditions and, above all, the adjustment referred to here by a number of people - and hopefully, I can discuss it all at once. I agree with what. Congress on how important it is to work on such a plan, but we also need to realize that today we have no such strategy. Somewhere you gotta start. So I decided to hide the climate Council at one time to bring some kind of guidance on how to do this, as well as to increase the occurrence of as many as possible in the way it should be worked, since in the climate council there are very many people and there are very different. It would then enter the government, and on the basis of such matters, I believe we are taking the first step in answering many of these questions and concerns that I hear members of the Parliament mention here, including the consequences, surveillance, and so forth. There are all factors to consider with regard to such planning. I believe it is important that the government performs these plans, but the climate Council has the responsibility to process such a government strategy. The climate board is not to be assigned to this strategy but to have a more conservative role. I think it's an arrangement that makes sense. We have an excellent source from the last scientific report directed by the Weather Service, a fine subject for starting this work. But I hope now in the spring months, we'll get a climate Council proposal to keep up with this and then we'll go to that job. We're gonna go for a second. paritaprevir Björn the Leví of Gunnarsson has often discussed this with the plan of action, the cost of each action, and its success. I think I'll have to promise the senator to bring all of this together to him when I can, but I'd like to mention that some of these measures do not involve any direct expense - straight or not straight, you say then, will be Ragnar Reykás - i.e. Things we've already done. It's not the expense we start taking from the budget set out in the climate, it's the work that we do at our fingertips, and so on. Then consider some of these steps together. It is not really possible to examine them individually, perhaps especially when considering the energy exchanges in which they are holding hands, governmental action on the field of injury, tax change, and the actions to build up wood. So it gets a little more complicated when you look into it. For the funding and the funding process that we do not know a hundred percent of each will bring - yes, it may well be critical, but I think it would be easier and more difficult to criticize if we didn't get the money to work because we already know what major measures are likely to make. It's in energy exchange, and it's in the field of carbon binding. It's not something that's out of nowhere, it's built. in the IPCC report from October that speaks of exactly the measures in this area that are of great importance. Following the proper budget - I think we are doing just that by putting money in the energy exchange and in the carbon bond, and then looking more forward to the future and putting money in innovation and education. I then give a special mention of a new feature in a new financial program that is involved in the so - called cycle economy. There is a much consistent effect on waste - related activities and the consumption of climate. I agree with what has been observed in many members of the Parliament that it is desirable to discuss the issues of climate at the General Assembly, that the strategy and follow-up of the plans established by this bill, if it becomes legal, is subject to further discussions at the Council. When I say material, we have more in our hands, some plans, and reports that are easier to establish such discussions, so I believe that it is at least very positive. It is a question: Are we too slow? This is the million dollar question, perhaps, as a matter of course. paritaprevir Friðbjörg Peace of Elíasdóttir's daughter proposed. Various groups are appointed. Many feel that more is done than less by putting on their boots and walking. But I believe that the government now in power has put the boots on and handled matters firmly, organizedly, and in harmony with the international community. Happily, the requirements have increased at the same time very much at the same time. The survival of society is very positive. Hv. paritaprevir Friðbjörg Peace of Elíasdóttir's daughter mentioned the cost of climate policies to institutions. As I mentioned earlier, this is expected by the EEA. I'd also like to point out the savings involved in economic management of the institutions by attacking climate-based planning. It can be practical, not just financial, but at people's times, e.g. attempting to reduce travel and to use telecommunications The most valuable thing saved is people's time, I think there's something we need to look to. I agree with what has been presented here for children and young people who require changes. It is very positive to see it happen in our worldwide community. I think it's a matter of reaction. The bill presented here is a small fraction of what is going on in climates, and we did well in a special discussion last week. I am content with this and hope that I have been able to answer as many of the questions that were raised earlier.
ParlaMint-IS_2019-04-01-87.u64	A respectable president. Only about the order of the operation and the funding and why I complain. Energy exchange action is, for example, A major part of the report, a million tons, shows that it can be very successful. But the cost may be very high. Meanwhile, other measures may be much less expensive but are far more effective, e.g. shutting canals in the most advanced wetlands. But there are different commitments in which the recovery of wetlands does not play into the direct commitments of a state's budget and in this way is not as high in the pecking order as it is, so to speak, when it comes to the direct financial commitments of a state's budget, but surely should be much more important in our priorities, just to fix the problem as such. It is not necessarily a great return of funds from stopping into the upkeep of land and retrieving wetlands from a government fund, which, in turn, is an enormous benefit of this in the overall climate. It's the priorities you see playing a little wrong in there, and I'd like to see it better than that. The energy exchange is extremely expensive, it is both energy development and natural to replace all automobile fleets, e.g., although the cost of stock costs is high in the long term, the benefits are very high. On the other hand, the recovery of wetlands is extremely rapid, but the cost is relatively low.
ParlaMint-IS_2019-04-01-87.u65	V.E.G. President. Thank you. A senator for this fine answer. That's exactly what we're going to say. Councilman, energy exchange, e.g. However, shoveling into ditches differs from direct commitment to Iceland. Sifting into a ditch prevents emissions just as important to the atmosphere as any other. The atmosphere makes no distinction as to where each molecule of CO2 comes from or where each molecule of CO2 comes from. But I think we're gonna do what. A senator can agree completely that both are important. That is exactly what both of us stress. One of the main reasons for attacking such measures as recovery of wetlands or birch forests or what they are going to enter a carbon bond is by working on very large objects that are the molarium in the atmosphere. It doesn't matter where they come from. It is important to keep them from going out, and binding them is important. The appeal must also be taken into account in connection with the purpose of non-carbon Iceland in the year 2040. The fact that this is a government contract requires that we also take action like this. Therefore, I am very supportive of having this government's aim as one of the things I should consider.
ParlaMint-IS_2019-04-01-87.u66	A respectable president. The wetlands and energy exchanges were clear examples, and, of course, both are being employed. You cannot see how fast you will go in one mission or another in order to fulfill these commitments that you are working on. But exactly because our objective is non-carbon, Iceland, in 2040, you can see, based on the reports we are working on, that these actions alone are not enough to achieve that goal. There are other things to do. The forestry is e.g. One, but there are other plants, which are much better in carbon binding than in forests, faster, etc. There are other measures that you would like to be considered at least. That is why I would suggest that every week there is just a special debate on the climate issues to update the situation and tell us what the course is, for example. in this schedule of action, on which topics are being considered and what results are being obtained. I'm returning to show the results and that we can see the benefits because the goal is clear for 2040 and should happen sooner. The objective, of course, is that we should make it to be carbon-negative, i.e. that we can reduce carbon from the atmosphere. This enables us to control how much carbon or how much crystals we usually have in the atmosphere. As noted earlier in the discussion of stopping now, the effect of the amount of carbon that is in the atmosphere today is not yet evident. We must be able to control whether we need to go back or not.
ParlaMint-IS_2019-04-01-87.u67	V.E.G. President. For other measures involved in the procedure, it can be said that the majority of the measures are being carried out. As for forestry, land healing, and the recovery of wetlands, all the work I gave to the State and to the land transplants last year is the project I assigned. I'm expecting suggestions, in fact, I've already had drafting from those who are already working out. I'm expecting to introduce this part of the operation program, where we've decided how much money to spend in the spring months. The same is true of early energy exchange projects. In terms of energy exchange, we are not alone in what types of action we are talking about there. We're doing pretty well in the electric truck, because it's been a long time before and also because there's been an attack on the construction of infrastructure all over the country. We're in second place from the world when there's a fresh recording of electric cars after Norway. I'd say we're doing pretty good there, but we're gonna have to do better, that's right. Finally, I want to say, just to sum up this conversation that is very good and useful, that there are four things we watch now the first episode, the forestry, the land culture, and the wetlands first, the energy exchange second, third of which is to enter capitalization into innovation and fourth education. Thank you. Congress is very well discussed with members of the Council in the climate crisis.
ParlaMint-IS_2019-04-01-87.u68	V.E.G. President. I recommend a bill to correct the conversion of chemical law. The objective of the bill is to strengthen the chemical legislation, make it more accessible by more targeted and clearer term use and the implementation of the EEA rules for mercury. The bill suggests changes to the specific requirements of existing laws to make them clearer, simpler, and more purposeful. These changes are also designed to ensure market equality and reduce the cost of employment. The proposals that involve the material changes are primarily relevant to the implementation of administrative guiltys and to the conversion of user secrets. In a chemical process, there are some factors that include: It is considered whether or not specific measures will violate the EEA Convention due to the inhibition of free flow of goods, such as the obligation to report marketed toxic and plant protection products and non-employable waste products for commercial use only. There have also been opinions that may be partly attributed to 13 European regulations and directives introduced to national rights in a single law code. For instance, it has been found that certain terms in the Law are defined differently. Thus, the concept of protection, which is a synonym for plant conservation and disinfectants, has been found to be inappropriate in its use and, in particular, to interfere with the laws, each with the EU protection directives and disinfectants. In order to enhance the light of the law, therefore, changes are suggested to use the terms plant conservation products, disinfectants, and elimination materials instead of the equivalent. Play ball now. The bill also suggests that any other definitions are to be modified, others removed or updated, as well as that some of the terms will be changed. It then suggests a slight change in the role and function of governments to make the administration more efficient. It is thus proposed to enhance the role of national health committees, that the State's labour management system collects information on sterile diseases and that the poison centre of the Landal Hospital will combine all cases of sterility toxicity and all measures made to reduce the risk of further events. It is suggested that toll managers be obliged to refuse the toll pay of materials and materials that do not meet the requirements of the law to submit proposals from the EEA instead of toll manager authority and that the EEA will no longer be obliged to issue a registration number for the customs of toxic and authorised materials. In accordance with the implementation in Norway, the length of user-free intervals is suggested. Authorities have a condition of five years which require unnecessary renovations with the relevant cost of permission to the Agency's law of re-education and payment. The legal environment and the use of plant protection products and elimination products do not make such frequent renewal necessary. It will then be proposed to improve the requirements for re-education prior to the renewal of a user license, in view of the requirements in the EB protocol for the Community's implementation of a sustainable use of protective materials. It will also be clear in which cases the Agency is authorized to withdraw the permission of the user, e.g. if the permit holder commits a violation of the law and regulations related to his work. It is suggested that there will be a change in currency requirements, including through a publication of responsibilities for the responsible responsible for the marketing of toxic products and plant conservation products and disposal materials intended for commercial use only. It is considered a reason to further explain the payment of a more successful form of forced application to follow-up measures that are currently required in the EEA budget. There have been some cases where the application of the decoding process has caused problems, and therefore some adjustments are proposed to the measures of extrusion measures. It is considered that the discontinuation of the marketing product should be temporarily considered below XIII. section of chemical structure, is, in fact, a preliminary method rather than a decoupling strategy. In effect, the adjustments suggested in the bill turn toward a legal application of the EEA's clearance to temporarily halt the marketing of products that do not meet the conditions of chemical law. The bill is also involved in the implementation of important international agreements on climate and mercury. It is suggested that the EEA will be allowed to add administrative fines due to the violations of fluorinated greenhouse gases, or so-called f-gas, and, on the other hand, due to greenhouse gas emissions on the transport sector for each energy unit from fuels and delivered energy. The two important steps in climate change are involved. It has to be added because Iceland has validated the Minamata Convention on Mercury and is also associated with the proposed production of mercury. As I've traced above, the bill is primarily proposed to make changes needed in the light of the experience of the law's work aimed at improving and streamlining legislation and implementing the triennial process. If the bill is legal, it will ensure greater safety in the treatment of chemical substances. A respectable president. I've traced this bill's main subject and suggested that the bill be after the 1st. Pointed to why. Environment and Transport Committee.
ParlaMint-IS_2019-04-01-87.u69	Mr. President. I recommend a sexual autonomy bill. The bill suggests that the right of individuals to define their own gender is laid down in Icelandic legislation to ensure that each person's gender is accepted. The law is also designed to protect individuals' rights for physical immunity. The development of this bill is in line with the government's declaration of policy that the government wants to put Iceland in the best order in the affairs of gay people, with ambitious legislation on sexual autonomy in accordance with the recent European Council's statement on the rights of intersex people. At the same time, the Declaration states that the law required that individuals themselves be allowed to make their sexes, to have sexual identity approved, and to enjoy physical immunity and equality for laws independent of sexual orientation, sexuality, gender characteristics, and sexual expression. With the bill coming up to meet new ones, a change of attitude toward official registrations of gender, and a role in improving the rights of trans and intersex people. It is suggested that any person at 15 years of age has the right to revise his or her gender into a national registry and that a child less than 15 years of age may be supported by his guardians have a change in the official registration of his generation. The decision to change the sex registration of a child should be taken with the guidance of its interests and should be in harmony with its will and the development of sexual consciousness. It is assumed that the change will not be dependent on any condition, but the current law would expect to set certain conditions, such as surgery, chemotherapy, hormone therapy, psychiatric therapy, or psychotherapy. In the context of the modified registry of a generation of candidates the right to change their name and these changes are allowed once, unless there are special reasons for this. Mr. President. It is suggested in the bill that passive registration of generations be allowed. That source includes recognition that not all individuals fall into bifocals of female and male gender. Officials and private members to be appointed by gender should assume an objective registration of gender and in passports to represent objective registration of gender by the letter X. It is also suggested that if the bill is accepted, the legislation should be taken at once, but it is required that persons who write sex have an 18-month period from the law's execution to fix registration forms, forms, forms, and so on. It is the reason that the bill calls for considerable changes in Iceland's registrations, and it is the Agency's assessment that it cannot adapt its activities to the standards of the bill in less recent times. What a remarkable change! I noticed as an amateur on this matter that the subject was asked in answer to the question show in the days, which is the title of the title, which is the first name we use for individuals who are neither he nor she. I was in my home, and I admit that I answered correctly. Of course, they are. But these men, I can't remember where they were, were in considerable trouble, and wondered. They then came with an answer that I don't remember which was right, or some good guess. It reminds us that this bill, if it is approved, as well as the states of Malta that have taken the lead in these matters, will translate largely into legislation for these people and put Iceland in the highest order, and I'll only be there to discuss what this means and what we have when talking about human rights. The bill assumes that those who are involved in the bill have access to the health services they need and that permanent changes in the genitals, gonads, or other sex characteristics of an individual 16 years of age and older have to be prohibited without any written agreement. The bill expects the continued operation of the National Hospital team, which is designed to provide clients with information and advice at the age of 18 and older. At the same time, the conduct of a informal team of specialists on BUGL, who have provided children who experience sexual abuse for the past few years, is suggested to be legalized. Furthermore, the order of the expert committee for a change in the sex registration of children is expected to decide whether to allow a child under 15 years of age to be authorized to change the official registration of his generation without the help of a guardian or if a guardian decides about the change. In addition, several laws related to the subject of the bill are proposed to legalize individuals with sexual problems, No. 57/2012, dropping out. Of course, these laws were a step in progress at the time, but hopefully this indicates a change in the way we think about people's rights, that we now talk about sexual self - control, not about people with problems. There is a tremendous change here in the use of words. A respectable president. It is important that a special consideration of the rights of children born with atypical gender characteristics is given. However, some of the factors involved need more attention, so it was my conclusion not to make a suggestion to make a specific basis for changes in the sexual characteristics of children born with atypical gender characteristics in this bill. However, it is suggested in the provisional principle of the bill that a minister should set up a group of personnel who will be assigned to create a bill for a change in sexual autonomy legislation, if this bill is accepted, as it is recommended for key reasons and rules that should apply in such cases. I think it is very important to ensure that in all the rights of the Intersex children, the health care providers are not at the same time unsure. Here a clear set of rules for the child's best interests must be established in the foreground and is the objective of the current legal diagnostic work to make sure that this is possible. In addition, it is assumed that the minister of a task force is appointed to discuss and make proposals for changes in other laws needed to ensure the rights of trans and Intersex people, including children's law, No. 76/2003, and assisted reproduction legislation and the use of human game cells and embryos for stem cell studies, No. 55/1996. Both groups will return their results and suggestions as soon as possible. However, I think it is very important that the Council complete this bill, even though we do not have all the work done and move on so that we can take this important step, which I think is a great requisition, and of course we must continue while the work is not finished. It's just a phase on that way. Mr. President. For a long time, Icelandic legislation on the issues of queer people was very prominent when we compared ourselves with other countries, but it has not followed the rapid trend in the affairs of the past few years, as reported in official international assessments. I mentioned the rainbow card earlier. For the most part, Icelandic legislation has not followed the trend in the affairs of trans and intersex people, including because there is still a need for diagnosis and medical treatment to get gender and name changed publicly. I mentioned the above legislation in Malta, from 2015 onward, about the right people to define their gender themselves, but it was one of the main causes of preparing this bill. Then Danir, Norwegians, and Sweden have changed their laws to help improve the status of trans and intersex people and have sent a resolution on the status of these individuals by the Council of the Council and provided recommendations on some measures to improve the position we take into account in the bill. There is a willingness to bring about similar legal refinements in this country. My ambition is that we can get Iceland back in the highest order when it comes to the affairs of gay people. I believe we have full business there, and I think and I hope that there is a broad political agreement on the legal rights listed in the bill and also that we will share in working on the remaining stages and are being proclaimed in a preliminary decision that I mentioned earlier during this term. I have already explained the fundamental factors of the bill, so after this discussion, I suggest that the bill be referred to what. General and Education Committee.
ParlaMint-IS_2019-04-01-87.u70	Mr. President. First, I'd like to commend the highest. In many respects, prime minister is ambitious. The minister reviewed the matter well, and I'm not going to have very many words about it for the time being. However, I'd like to say that this is consistent with the United States Council policy, and I'd say that it was supported by the Parliamentary Party. Of course, the bill involves a great deal of legal compensation, and Iceland is expected to take the lead in sexual autonomy and the recognition of transtransmission. In a world where people are still being abused, mentally and physically, simply because they love someone or are in some way, it is important to set a good example. So I will gladly share in making this great step toward a more just and a better society. Of course, the self - determination rights of every human being to control one's life and body are fundamental rights that we must guarantee. In Iceland, there have been a number of important steps, especially as a result of the tireless struggle of such organizations as '78 and Trans Iceland. However, we must not forget that we still have a number of progressive steps, and the battle, of course, is never over. As we have even seen in our neighbors, there is always a danger of relapse. Even here in Iceland, we also see the possibility of being confined to the rights of minorities with a new bill about hate talk, so we need to be on guard all the time. In many lands the legal environment that guarantees the rights of queer people has been greatly improved without having enough to change society's attitudes. In the United States, however, attitudes toward queer people have changed in a few years, but the lawgiver may be a little slow, dragging his feet. Therefore, there are some things we need to improve in these matters. We must not lose our sense of urgency. In line with these steps that we will soon take, we will need to maintain our awareness and education in the seminary. But while this sexual self - control bill is good, it is not perfect. It guarantees e.g. not the necessary protection of children born with atypical gender characteristics. True, it is discussed in a preliminary requirement that a team be set up to discuss their issues so that the rights of these children will not be delayed. But I challenge the council to discuss the matter somewhat, at least. to set some deadlines for the committee. While it is true that it is spoken of as soon as possible, it has been shown that it can be a radical concept. I would have liked to see it more clearly. Mr. President. The basis for an open democracy is tolerance and respect for equality and human dignity. Although we're nowhere near the end of this fight, I think with this bill's approved, we're at least one step closer to a righteous society. I look forward to making more comments on this subject when it comes back from the committee.
ParlaMint-IS_2019-04-01-87.u71	Mr. President. It's a happy day. What a pleasure it is to stand in the public chair and celebrate the ambitious bill presented here, a bill that, when it becomes law, will bring in a tremendous significant compensation for the right of individuals to define their own sex! This will protect individuals' rights for physical immunity, more is hardly the case. This will put Iceland in the front row of this group of all gay people. It is time to do so, for all too long we have been left in such matters, and legalities have not been in any way in harmony with social situations and social understanding and are willing to do so. That's very good. This joyful situation is especially due to members of the Trans Iceland, Intersex Iceland, and the '78 Conspiracy who have been tireless in speaking for new attitudes in these journals. It is invaluable in the struggles of rights and for minorities to have such a powerful organization, powerful justices, not just for these minority groups, but for society all. These rights are not just for these individuals that they enjoy, although clearly most important, but for all Icelanders it is extremely important that we take this step. The matter has come out of government confidentiality. More than 30 envelopes were received there. I didn't go over all of them, but the ones I saw were positive and, at worst, neutral, they were sort of technical reviews, and that's totally great. There were a few things I would like to mention and to consider at work on this bill. This has been shown in the case of the Supreme Court. Prime Minister, then whisk. paritaprevir The Logi of Einarsson that what the bill may not do is to ensure the right of children to physical immunity. He's not protected in this bill. There are reasons, but this is a big issue because most physical immunity violations occur when individuals are still children. So it is a little difficult to say that we have achieved perfect results or good results until we finish it. This is important, too, when you consider that the United Nations Children's Protection Board, which supervises the implementation of the Children's Convention, directs recommendations to Member States to respect the physical privacy of the Intersex children, disappears from the implementation of medical unnecessary items in their bodies and respects their own rights of decision. The European Parliament has issued a recommendation for exactly the same factors, i.e. Intersex human rights, especially the physical immunity of children. The European Parliament now approved a resolution on the rights of the Intersex people and specifically encouraged the protection of children's physical immunity. So it's all at the same well. It is always the most emphasis on children, and it is not a coincidence. Therefore, you may wonder, " Is there any reason to look further, now that the Senate has the bill for treatment, if this case can be restored to a universal and educational committee? ' V.E.G. The prime minister reviewed it in his encore speech earlier, why the bill is finished, by setting provisional regulations and taking it out of parentheses and putting it into the hands of a team. The performance of the informal service group, the case on which this bill is based, was delayed due to a shift in opinion within the group on this law, the law on changes in the sexual characteristics of children born with atypical gender characteristics. It was not possible to achieve unity, but we are still talking about a few years of work. Then, according to experts'opinion, this point needs further attention. I have a complete understanding of the view expressed in the case of the highest court. Prime Minister, who prefers to take this matter forward and store the rest. The question is, What more can be considered? What can cause such a situation to become publicized in the work of this group? Isn't the General Information and Education Committee just as good a way to handle the situation? I doubt that in this opinion there is some information that has not been revealed in the last two years. It's just a matter of making a decision. So I hope that an General and Education Committee will consider the matter, and then, in a kind of case, I wonder, would this group not have to set a very clear time limit to not take another two, three years to finish it? That's one of the things I'd like to encourage a man. A top-of-the-art Board of Education to investigate. Another is what some reporters have missed from the bill, and I don't see that they added to the image they're coming in here, and that's the log. I don't understand why it's not legal in this bill. So there is no statistical evidence available here on the scope of these interventions. It would have to be noted that doctors and others who make permanent changes to the genital system, to the gonads, or to the other sex traits of children should keep a record of them. We're talking about the children, and it's not likely that this is related to the future work of the staff, yet it's such a big deal. I began to observe these matters seriously over two years ago, and this was one of the things that surprised me so surprisingly. This giant thing, this giant artifact in the lives of individuals, was not really worth keeping it strictly statistical. It's so amazing. The reason seems to be the classified case, which is, in effect, a ridiculous paradox in itself because the secrecy is maintained with the lack of available information. So I take my heart to the indications that those who make such permanent changes in sex organs, gonads, or other sexual traits of children should keep them in place and give surgeons yearly information about the intervention and the nature and age of those who undergo such changes. This is key. The reviews provide all kinds of suggestions for changing words, primarily for removing out - of - date vows, and for hearing and sensing that which is full of a desire for something to go through. There will probably be one of the best - known individuals that will be discussed in cooperation and cooperation with them. Then I'd like to talk about a system at the end. It's a review from Iceland's National Registry which, like the highest. The prime minister entered, even leading in. to postpone the party to adapt, thank you very much. Minister, from six months to 18 months, a significant change is required. [[Come on, come on, come on, come ……]] There's something to talk about, the nature of the case, changes in various laws, including human names. It is stated that there is only one change to be expected. A person can change his or her gender, using a name once. You wonder why that backup guy is. It's like it's done to make this fit the human name law. I strongly recommend that we take advantage of the opportunity and take that legal column and throw it up into the air and then get dissociated because those who own the names of individuals are themselves and others are not. Limitations of this will be removed. I am excited to see that conversation together during the treatment with the committee. As is the case today, a one - time change of gender can be done; however, more often, it needs to be reasoned. I can't understand it any other way than that it's a national file that takes sides with what I think is a little strange. I wonder, if men think that these restrictions need to be, who is it to decide whether the circumstances are such that they should be re-registered? Most of all, I'd like to see that stunner or that head disappear completely. I have very little faith in people playing with gender once a week or so. It was a collection of things I would like to see the committee, but there's probably something else. I'm once again giving such a big welcome to this bill. That is an invaluable act of justice. I'm proud that it has come to pass, and I give full support to the Council's Office on the matter, and I look forward to it, and we all do so at the council, sharing in bringing the matter to an end at the council's end.
ParlaMint-IS_2019-04-01-87.u72	Mr. President. I thank them. Councilmen here tore up the case. First of all, I want to say that about the suggestion. paritaprevir Logi Einarsson says it's right to set time limits on those groups of work that will be appointed to me to join her. I don't think it's unnatural when it's dark. The General and Education Committee has reviewed the case that it proposes such a time limit. Then I'd like to mention what was here tore off the edge. paritaprevir Friðriksson Frirdiksson on the provisional principle for babies born with atypical sexual traits. You're absolutely right. A senator noted that these cases are not specifically recorded and that it may be part of the provisional principle to set any such rules while setting clear criteria for intervention. According to informal numbers that have been observed, e.g. in '78 the president of the Associations, born two to three children a year with atypical gender characteristics. However, this is not official registration, and it is completely normal to review from the Committee whether it is not correct to do so. The reason I took the stand not to make the arrangement as it was at some time introduced by the working group was that the concept of concept use was indistinguishable. It was said that treatment or intervention should be performed only if there were compelling reasons for it and that they lacked a definition of it. In order to give us time and explain these terms in as much agreement as possible, especially with health care professionals who thought that there was a measure of uncertainty about the health care professionals, we thought it was important to put the matter into practice and to get them out of the way and give us a little more time. Then he spoke up. paritaprevir Hanna Katrín Friðriksson only about this by changing the registration record more than once. I totally agree with what. Senator. I don't think there's anybody changing a generation for fun. But this may be so, because it requires no action, that someone has a sense of humor for it. [[Laughter at the Hall of Congress.]] But we naturally feel that people in general are not doing this except once. However, the report on Article 7 shows this. that there may be special situations. We expect people to change it just once, i.e. Let's assume that, but you can, with a particular argument, want to change again. The reason we make that statement is that people, for example, can. In fact, fear for his life has come because it remains in lands where there is no recognition of racial neutrality. There are references to such events. I can say with what. Senator. I think, for example. not that this bill, will it be that the law I am very optimistic after this discussion, will cause people to change sex. That's not what it's about. The thought, however, was that it was really just what we expected, but that it would have to be defensive so that people could change that type of registration from some particular situation. Is a national record the right person? We thought it was all about the changed registrations. That's why this is suggested. I'm not going to extend the discussion any further. I just thank you. Congress members hold high hopes and hopes of the firm will that were presented here to end the matter at this council and to agree with the will. That's what my hopes are for, too.
