ParlaMint-IS_2019-04-11-94.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2019-04-11-94.u63	A respectable president. I think it is very important that we take the lead and appreciate the effects of new author laws that are now being discussed at the European Parliament. I couldn't agree more. A member of the body of elders on the importance of maping the situation and checking the previous stage of matters before we take relevant legislation or directives or regulations into our own laws, that we have seen our interests and how we can react and not only to act but also to influence them in the areas of great importance to us. This is a small question about change of mind, how we approach this worldwide organization, for this is very important to us and is benefited by it and the benefits have been great. Of course, the topic of conversation varies. The important thing is that we are very good at the early hours in the process.
ParlaMint-IS_2019-04-11-94.u64	President. The piranha, of course, welcome the establishment of the Regulation and the bill presented here. I'd like to quote Pirata's policy on the Internet as a single market, by permission of a president: ▪ What is commonly called the Internet was designed to prevent the loss of information. This means that no access limit is based on the server that has become the Internet, such as this. Access restrictions prevent free flow of information and include monitoring of human relations as there is a potential for civil rights to be walked. Because of the way the Internet is designed, without borders, it is unavoidable to be one market area for backups that exist only on the Internet or digitally. It is also of nature that when we have technology, such as the so - called Internet, it is difficult to place restrictions on it. A digital barrier also ensures that its users are not unintentionally breaking the law. Therefore, both users are less inclined to violate the law and the national authorities do not have to spend large amounts of money on enforcing bans that actually serve little purpose. In addition, there has been the fact that the service employers are in the role of a so - called Internet cop in order to enforce such bans, which can prevent adequate privacy from being ensured by the privacy of users. The transferability of services also makes it more convenient for consumers to use their subscribers to create a situation in which people cannot use global digital services simply to cross borders where they are technically unable to cross borders within the EEA and therefore it would be foolish to maintain a digital border within the region. So this is great for consumers and Internet users, and for the Pirates, this bill is being released.
ParlaMint-IS_2019-04-11-94.u65	A respectable president. It's urgent to promote consumer protection in Iceland and the bill I've been measuring is one of the factors in it. This enhances the availability of subscribers to the services they have paid for and is therefore an important replacement in this regard. A respectable president. I agree with the members of Congress who have mentioned that there is an increased access to the subject of the Kingdom News, and I believe that it can be of great importance to those who are temporarily living abroad and that we should examine it together. A respectable president. This is progress. This turns to consumer protection and will increase consumer rights and interests.
ParlaMint-IS_2019-04-11-94.u66	A respectable president. This is where the bill will be recommended to legalize the collective management of the author's office. First, the purpose and purpose of the bill is to improve the work of the right-to-be organisational organisational organisations, which are considered to be a common administrative organisation by establishing consistent guidelines on governance, transparency of activities and their financial structure. The rules are to ensure appropriate participation in the decision-making process of the joint organisations and a flow of information to the rights, other rights organisations, the services providers and the general public. Then the rules should be taken to ensure that the management of incomes as joint agencies collected on behalf of the court is efficient, justified, and coordinated. Second, aims to establish a standard of national permission granted by a joint agency for the use of Internet music in order to ensure increased supply of such services. The bill is intended to implement the Council Directive and the Council No. 2014/26, the joint management of authors and related rights and cross-border licences due to the use of network of concerts in the internal market. The directive was adopted in the EEA Convention by decision of the European Commission No. 186 of September 22, 2017, a change in Annex No. XVII on the EEA deal. A respectable president. The main ingredient of the bill is divided into nine chapters. In section I of the bill, a set of values and definitions is discussed. It states that the bill covers all the joint organisations, with national confirmation. A joint agency is considered to be the legal, legal, or legal structure, of any organization, or of any other contract system, which has its own, or primary role, the oversight of the author's rights or rights associated with authorial rights, on behalf of more than one rights, for common benefits for its rights and is either owned or under the control of its members, and not employed for profit. Il. section of the bill discusses the rights of the rights of the rights of the Member States, the rules of the joint organisations, the rights of non-participants of a joint organisation, the role of the main conference and the monitoring of the representatives of the joint organisations and their duties. In III. section of the bill discusses the management of the income correctly and set up the requirements for collects and uses, for allowing excerpts before being assigned to the state of justice, for rights purposes and how to do so, and if there is no rights to be found, the rights to be assigned to the rights. IV. section of the bill discusses the management of the rights of one common agency for another on the basis of counter-election agreements. It is, in fact, there. discusses how payment of collections should be paid for such management. Chapter V of the bill discusses the transparency of common environmental institutions and their reporting and information related. In VI. section of the bill discusses responsible exchange between the joint organisations and their members when such members are a member of the Court and the latter are entrusted with the distribution and payment of a court date and a summary of a transparent report. Wll's. section of the bill discusses the permission of the joint organisations on cross-border rights due to the use of music. It discusses the terms that the Agency can publish such licences, the Agency's information course on the responses to online music activities, the rules for accounting and the implementation of collected revenues, agreements between the joint organisations for permission of the Agency through multi-national use of Internet music, access to national legislation and finally the access of national security rights to national networks. He's at VIII. chapter 5 of the bill discusses the treatment of issues, surveillance, and penalties. XI. section, the end of the bill, it is specified that there is an EEA input, a valid inclusion principle and a change in the behavioural legislation due to the implementation of the directive. A respectable president. The bill that I recommend means that the legal environment of the joint organisations in the Agency will be much clearer than previously established and the entire EEA will also be coordinated by the legal environment. The collective management of authors is an important means by which economic efficiency is used for a number of rights, domestic and foreign countries. Such institutions, with a considerable amount of money on the court. Therefore, it is important that procedures for such management be clear and clear and that participation in justice is ensured in the course of decision making. Its bill is targeted. It is also important that the rules for such management be consistent between EU Member States, as it ensures that users will be less able to obtain access to more than one country and more readily monitor their use of tasks in that area. In particular, due to the use of music on the Internet, it has been necessary to ensure a harmonization of a joint agency across the border. The bill therefore gives detailed guidelines on the conditions that common administrative institutions should meet in order to grant such permission. The rules are to ensure the best interests of all those who allow such national permission to come, mainly the rightful but also the authorised authorities, as soon as they are to ensure the increased growth of international permits. The bill contains a detailed report on both the key elements of the bill, which I have already tore in this speech, and each section of the bill for itself, and a possible subject of opinion beyond what I have considered in my speech. A respectable president. After that, I suggest that the bill be after 1st. Pointed to why. General and Education Committee.
ParlaMint-IS_2019-04-11-94.u67	A respectable president. It is with great pleasure that I come here and measure for the general public law administration, following a Senate hearing adopted by the General Assembly of June 2, 2016, No. 41/145. High school offers a different kind of study than traditional schools. There is emphasis on culture, self - culture, and active participation in students. Public schools offer a comprehensive study that is often linked to a particular theme or regional, cultural, and social special. People school aims also to improve tolerance and social and social skills, including by studying together in boarding. The schools have been viewed as a good option for students who have not even found themselves in traditional school activities. In Danish studies, there is evidence that later graduation is more likely to take place in a public school. A positive community effect has also been measured in studies in the North countries, and there is evidence of a positive effect on the activities of the LungA in its nearby community, along with the People's University of Flattage. A respectable president. The bill shows what is being conducted by education in public schools and the conditions for education teachers to meet in order to be recognized as a people school member. It presents conditions for unfashionable business plans, for the management of public schools, for minimum working time, and for the minimum number of students who must be legal when they begin to study. There are also regulations on the prevention and rights of students, the equipment and safety of their dormitories, the skills of staff and the arrangements for study. They are asked to use students for further projects or further studies, including the following: using the methods of advanced science, which is a well - known high school methodology and advanced education, and it is also taking place at a university level. It is vital that we be able to get more into school and the early steps that have been taken indicate that we can do so. As the bill has been prepared, North American People School legislation has been made available especially to Norway and Denmark. A respectable president. The bill is new, but there are no public laws in effect on public schools. No high school law, No. 92/2008, No. 27/2010, even though there may be many touching books. In particular, the bill has been used for legislators, as mentioned earlier, in Denmark and Norway. The bill is divided into four chapters. Chapter I discusses goals, values fields, and administration. The goal of the law is to help the public schools to be conducted in Iceland, which are designed to provide general education and education in accordance with the laws of the law, and to prepare students to participate in a democratic community. Il. section of the bill is regulations that have to do with the recognition and funding of the People's School. It is, in fact, there. suggested that a public school be expelled according to a recognized business plan, such as an automaton, and that it should not be run with financial gain at aim. In III. chapter 4 of the bill discusses the structure and content of study, registration, rights, and responsibilities of students and school expenses. Students are expected to have reached 18 years of age when they begin to study. Finally, in the final part of the bill, IV. section 6 of this medicinal product, regulations for regulations and validation. Now we're making way for financing. In 2019 there are 30 million. K. Draws to each school, on the other hand, in Suldir and on the other, in Flatty, a total of about 60 million. K. People schools that meet certain requirements of the law are expected to apply for sector grants that will be advertised in accordance with distribution regulations published by the Minister at 42rd. it's a government law. Money has been put away on budgets to strengthen the work. Plans do not allow for growth based on private status, but it is noted that there has been a proposal for action on the establishment of the People's University of the U.S.A. on Lake Saturday, which also applies to the values of the law. As mentioned earlier in the talk, two schools are being driven by signs of a community college, the LungA School founded in 2013 at Seyderdir and the People's University of Flattage, which began to be taught in the fall of 2018. A respectable president. Significant consultations have already been made, such as with the two public schools that are now active and a number of stakeholders involved in the education of adults. In preparing a legal bill like this, the plans for legalization were presented in the LungA at Seystres and the People's University of Flattage, who participated in the preparation and creative work at its early stage. At that time, the plans were discussed with 11 ever - increasing educational centers that work around the country. Also, the proposed legislation was presented to the following bodies and to those held in December 2018 at the Ministry of Education and Culture: Iceland's School of Education, the Association of Icelandic Branches, the National Colleges, National Institutes of Students, the College of Education, the School of Education and Professional Advisor, BSRB, ASI, BHM, the Association of Employment, Employment Organization, the National Institute for Employment, The Games, Educational Center, Ranni, National Institutes, and AIDS. Along with the introduction of legislation plans at the meeting, a public school in Denmark and Norway presented stakeholders and key counts was discussed and brought together. They are consulted by the Norse partners, such as the Norwegian Ministry of Education and a society of public schools in Denmark. A respectable president. The bill presents wishes and requests for a different kind of study for a wide range of educational fools. The primary purpose of a social school is to prepare students for life, to make them versatile individuals, and to prepare them to cope with life. It is in harmony with both the government's covenant and government policy that is expressed in the laws on acting, elementary and high school schools, and the principal schools' courses. According to the 2017 government covenant, a high priority is to promote education in the country, with the interests of students and the people of all countries being guided. The creative, critical thinking, reading, and participation in the democracies community will remain the foundation of the Icelandic school system, and the entrance of a public school will certainly support that key ability. I suggest that the bill be referred to what. The General and Education Committee following the 1st.
ParlaMint-IS_2019-04-11-94.u68	Mr. President. I'd like to wish for the highest. Minister to congratulations on this bill, and I look forward to discussing it below. This case has natural years, even up to decades of evolution, from the time it was reinvigorated through the LungA on the Seynaut, which fueled a new attitude, a new approach, in the school system. All classes at council agreed on this more and less 2016, and the Ministry has worked well on this pleasant subject, where today's demand is found that we have to look at each person's abilities and qualities and allow him to enjoy himself on his own terms within the school system, whether it is formal or informal. The law on higher education and high school does not apply to this area, but it is true that the physical evaluation - and I am especially glad that a minister mentioned a physical assessment in his speech, for it is an enormously important tool to be enjoyed by as many people as possible on their own terms, at any age. I'd like to ask the highest. Minister to how she sees physical evaluations being carried out. Has there been a consultation with those who carry out the physical evaluation and who are recognized as instructors? How, then, does she see that she immediately sees that her physical security begins to drift toward those who have enjoyed themselves in public schools? I think that there would be a very important message to be made into the community, that this process would work soon after the People's Schools had arrived.
ParlaMint-IS_2019-04-11-94.u69	A respectable president. Thank you. A senator for interest in public schools and their importance in the Icelandic educational system. Of course, we are very happy that we have arrived at a place where we have a bill effect so that we are more involved in this activity. Hv. A senator asked about the science ratings and how we were going to put it into the community school. It is full of wills to get it in there, and also because one of the things we see in the Icelandic education system is that it is more eliminated at high school than it goes and happens in the other North countries. Hence, the need for a real exercise evaluation and to work together at a university, a high school, a re-education, and so forth is urgent. We've had a lot of cooperation with the labour market parties, those who perform the physical evaluation. We're developing the professional college level, and we're having a very exciting time ahead. One of the things we look at is that the demands of employment are turning very much after the fourth industrial revolution. I believe that one of the important things to watch is to have access to education in any age that is highly paid because there is an ever - increasing either demand or new demand. It is then urgent that as many as possible be able to re-create and have access to the most diverse education.
ParlaMint-IS_2019-04-11-94.u70	Mr. President. Thanks for the answer. If, after going to a social school and staying there for a certain amount of time, perhaps into the job market but then perhaps after finishing high school, does the minister not see that this period will also be measured for units within the high school or for the school that the individual intends to attend? It would be good to get a little more insight into the way the minister sees this in life. I'll catch up with you later. I consider this step extremely important, in order to meet the least of the groups that have, for example, a group. It was released from the school system. They need to ensure that the system we're creating, i.e. that we now add the system to our public schools, that we really care about these students and the people who truly attend the People's School. I also wondered about the technical issues of the physical evaluation. It is very important to accept the instructors immediately the message to be on their toes, to be received because, in the past, we should admit, has been a tiny inconsistencies in the idea of the People's School. I'm glad they're talking about public schools, not public schools. I think it's important, too, that we respect the laws we set in our time, 2006. This does not make the situation worse, certainly not. But I think it matters that when we settle these laws, and I'm sure they'll be taken care of here sooner than later, it will be clear that the whole system is ready to receive the exact group of people if they choose to go some more ways, other ways in our education system, when society is finished.
ParlaMint-IS_2019-04-11-94.u71	A respectable president. I just want to come in more closely with the comments why. A senator who is concerned with the security profile, but I would point it out on page 20. 8 The bill is just taken into that program. It says, by permission of the president: ▪ The varied skills students acquire in public schools need to be able to benefit from continued work and work. Since education does not provide unity, it is important to study the study's organization to support up-to-date skills set on the appropriate levels of the Icelandic programme. This approach helps to improve the assessment of student skills between school systems. High school and higher education guidelines, as well as the primary 2011 textbook, discuss step-changes and the importance of physical security evaluation. I'd also like to mention that in Article 3. The bill is on section 9 that schools are obliged to provide information on education and participation in students who can be used for further study or work. I think that me and what. A senator completely agrees that it is important to keep such matters out of the way so that students can take advantage of the study to pursue further studies or to go to other places.
ParlaMint-IS_2019-04-11-94.u72	Mr. President. As I mentioned earlier, I especially rejoice at the opportunity that we now have to discuss a bill to discuss a law on a community school that has had quite a long, long turnaround. It's finally come here to support what has been called for, that our whole education system, the big education system, not just the schools, but the educational system as such, offer a variety of ways, opportunities for individuals who can be all kinds of people. Then we must simply create such a community, including through our education system, which is our best tool to make individuals enjoy themselves, thus making the knots that this system works. This is an important part of it. In addition, the focal point, based on the basis, can be taken. I've been talking about the LungA, but now it's still possible to point to Flatty. It is always evident when we build an education anywhere in the country, when we promote culture, that the best way to support our country's settlements is through education and culture. It's the most realistic way, the wisest way. It has been proved through the ages, through many traumas, that this is what eventually binds communities together, having such nuclear activity at the site, a work that gives people not only hope but the opportunity to add to knowledge, or to try to use their own resources in a particular way. That's what the People Schools do. For a long time, however, this has been a form of suspicion toward the people's schools, perhaps because we simply don't know how to get to the public college concept, as a Grundtvig suggested in his day. The district schools may also have confused some of the picture. But now exactly what I'm especially happy about is that we see variety. I mention the LungA with its emphasis and I encourage the people, and I know that a minister has studied it very well, to study the activities of the LungA in the East, the diversity of activity, and now at Flatterunk through the People's University of Flatterony, a wonderful observation. Directly and indirectly, among students and families, some 50 individuals are entering a Western community in Flatty, where there were some 170 to180 inhabitants. It's very important, but it's also important to see how professionally you keep your arms around things and with great ambition and even more so that it's not some central decision but it comes from your grass root. It's from the locals. This is from wanting to make use of the advantages society offers, trying to move it to other areas, and allowing others to associate with it. With great ambition, they have reached out to people who have knowledge and skills at least to push it out. Of course, such initiatives are fragile, and as a result, it is a joy to see the Ministry, as well as the Council, the budgetary Committee, and all of us here at the council have been very willing to go into certain experimental operations, support activities to support these short-term efforts. It is a pleasure to see them take root in the east and west as well as in the Southland, beautiful through Lake Saturday and U.S.A. It's a little different, but I'm especially happy about it. I think we should just stop when these three schools are started and give them a certain amount of space and opportunity to see how they continue to develop, as well as the proposed support systems. I have to say, while there may be one here and another that can be done better as it goes and goes on and on and on the committee, that the overall concept of this is a very good example in my opinion, how you put it on the bill. I've been talking about a real security evaluation with a minister before. It's a device that's priceless and has brought a certain dimension into the workforce. That has even been true. contributes to e.g. The cooperation between the labour market partners - we're running out of collective agreements now - but, quite frankly, between collective agreements is a great deal of cooperation between the labour market partners. This has been most significant in the fact that there are powerful strategies for building skills and knowledge in many different companies across the country. Realistic evaluation is part of that success, because conversation and it is important to nurture it and to feel that it is, in fact, expected, based on the words of a minister earlier, in this matter. As far as I'm concerned, what was pointed out earlier is that they're pulling out an audition frame. It is something that has been talked about for a long time, and it has actually started out a few years ago. It is a work that the workers in the labour market have particularly had the greatest honor of being a source of encouragement and support. There are, for example. The organization of tourism, SAF, who have a wide variety of photos, builds both learning and skills that enables people to go between their workplaces, evaluate what they really know, into the school system, out of the school system. This includes the ability and knowledge that each individual has to handle. This bill is in the way of a lot of fun that it shows us that we are continuing to develop into the education system. Whether we want to talk about the fourth industrial revolution or not, we go into the future to some extent, but we also put our guard around a group that has not necessarily found itself in the formal educational system but has vast potential and skill to be the key to cultivating and giving opportunities. I forgot to ask the highest. Minister of the past, I'm assuming the Minister's lid on this case, but I would like to know about the situation on the U.S. D.A. project with a public school on Lake Saturday. There would likely be a focus on public health, health, and sports. I'd like to know what the situation is. According to this, I simply want to emphasize the importance of having an opportunity to discuss this on these grounds, that we are giving people the opportunity to develop their talents, to continue their lives, and to support them in this way wherever they are in the country. Live again and again, that is what counts for our educational system as well as in other parts of our community.
ParlaMint-IS_2019-04-11-94.u73	Mr. President. I'd like to congratulate the Minister on this case, which is at last presented. At the same time, I want my friend and former senator, Brynhildur Pétursdóttir, to speak deeply for the People College idea and for the fact that we would make it a reality to put a law frame around this school level. It is in its own hand, and helps the future at the time, when a pact proposal was established twice and adopted in the second time when it was directed to the minister to go to that work. It's a good thing we see the results of those points referred to a minister, that they will come true. It's always very sweet. It has only been tore up the history of such schools in the North countries, which have become quite long and springed from the fact that not everyone had an opportunity to go to a book study that required fatigue. The idea arose that people could be prepared for life differently from such studies. As we know, it is not late for people in general to know how to converse and reason and what else is needed to be an active member of society. The North American schools have grown to a number of hundreds. We have two, and as was being said, there is an interest in third school on Lake Saturday. During this period of 149 C.E., a proposal was proposed. I'd like to think so. Konráðsdóttir But I'm not quite sure. She was also a zealous spokesman for the purpose of doing so. I remember when we were discussing those matters back then. It is a question of whether the will of the Council will require that it be completed by the General Assembly or whether the management plan will be somehow different, as the other schools have formed, self - induced in their environment, as it were, what is happening in Lake Saturday. They have made contact with Dani to assist in the construction work, and so on. At the time of the proposal, a report by the Ministry of Presidency, entitled All Study and Work, was quoted. By permission of the President: To meet the different needs and expectations of students and to cultivate and maintain their interest, the study needs a variety of teaching methods and modern productions of study material in elementary and high school. It is important to encourage students in their researchal and solutions and contribute to the initiative, criticism, and creative work of students. New media, which students use outside school, must be used to instill their interest in the study and increase the wide range of projects, such as in the form of multimedia.◯ This is true of the work being done in public schools, but not to those we know, as well as to many of the higher schools of the country. I like to quote my school, which I am so proud of, the Grinch School of Education, in which there is very much work to do in that spirit. The emphasis is not that students read for tests but that they benefit from what they do, with a high priority on mixed study, art, and creation, as well as the book. There you have seen that students who had even a hard time getting better, because of the diversity in them, and because of the failing of the test, etc. I think it's very important that we establish legislation for this school plan, whether it is to ensure the school's operating grounds or otherwise. We know from a budget I have sat on, that, in particular, LungA has had to bring the bet list every year in order to live despite having a lot of support in its own community, like the People's School of Flattage, though new. Of course, it is never good to have to run from year to year. You need to be able to organize the work ahead of time, and so do you, as it were. paritaprevir The Þorgerður of Katrín Gunnarsdóttir traced ahead of me, important for us to see that the students who go in there, at any time, do not stop, that they are not used for further education in other school systems, if we can put it that way, but we have to know how to evaluate it. I think it's very important that we do this, and I encourage people who are generally interested in the subject of an extremely interesting history of the peoples' universities of the North countries and how the work in Iceland has developed. In itself, there is some form now, i.e. legalisation of such things, but these have been available in different forms throughout the years, from local schools or from housewives or what it is called. It's incredibly important, as I said before, to see and meet people, both foreign and foreign, e.g. in LungA, which I have visited more than once, and chat with them about why it comes, why it decides to go to school that costs a considerable amount of money rather than going to a traditional high school or educational center. There is a demand for society, a demand to stand on your feet, learn how to deal with problems, be accepted within the group, etc. I've felt it was quite dominant and then I've got to do something with my hands. People I've been talking to have been talking about it a lot. This is something we're supposed to be looking for in general, our school system, and we're doing according to a school syllabus, i.e. creative and critical thinking, reading, participation, and all that we know. When people are grown up and for some reason have not walked into traditional school systems, it is important to have a chance. You can see in places like Flatune, it's such an injection into the communities. It is so crucial for the self - image of these communities to have whether they are schools or some other of such people, since schools are often the hearts of the rural communities. I think it's very important. There's one thing I'd like to mention at the end. I don't have to extend the discussion. I'm just incredibly happy that this bill has been released. But on page 18. 8 In the report that the business arrangement is referred to and that this should not have a good objective, and another says that it usually takes place in Icelandic unless it is stated otherwise in a school syllabus. Of course, it is customary, but we now know, as in the east, that the group is very mixed. There are students from abroad, a considerable number has been there. It is quite clear that teaching has not been done in Icelandic, but in a limited way, the nature of a case, and the founders that those schools are not Icelandic, those who showed up there and somehow became involved in this project, which has become as huge as it is on the Continent. I'd like a minister to step in on this only when she closes this case so it's clear if it's just enough to say it's okay. As I'm saying, I think it's great that we're here and we're going to see that we're still growing here in school. It's not good enough. There's a lot of people need them. It's really good to see one of those schools in the West, one in the East, and if that was to happen in the South, I think we'd be very well off. Of course, they could be more, but I think it would be really cool to have it like this and that we'll see that it's a real school on Lake Saturday.
ParlaMint-IS_2019-04-11-94.u74	A respectable president. I want to be like the rest of the speakers here wishes to be the highest. Secretary to congratulate you on the contributions of this bill and in silent pacing of it. I think it's very important that this case has taken place. We've discussed earlier at the council Hall the importance of the fact that this is true, that I believe, the council decree for a people's university in the South, whether it wasn't a whale. paritaprevir Willum Thor Þór Thor Þórsson, who began that discussion. I think it's very important that we have a variety of educational contributions. I have been traveling through the country with my fellow members on a famous round trip. We stopped at Flatsau the other day and got a very nice presentation at the high school there. It was not the least fun to see and hear from the people how much it affects the community that there's a group of people there, I'm going to tell young people, but there's actually people of all ages, maybe everybody's young when they're studying. This, of course, has tremendous implications. I don't know if this is a bigger step in our diversity and educational policy or in our community. It's both, so it's important. As discussed in previous talks and the highest. Also, a minister may have been pleased to see this because our traditional educational system is not suitable for all, and some become excluded there. At that time, the peoples, as they were long called in the north, have often proved to be suitable. But the schools are not just for such a group, a respectable president. I think the variety is so important. People even enter the People's School with university degrees, with more than one and more than two on their backs. When we are entering the changed era in the future, into the fourth industrial revolution, with more and more demands on our ability, it is important that we always have the opportunity to pursue a new education and a variety of educations and improve our skills. I just wanted to quote a prophecy called, by permission of the president, The World Economic Forum, I can't remember what it is in Icelandic translation. It predicts about ten of the major skills and abilities of individuals in 2020, and the number is one to perform complex tasks. Granted, students in general learn it in schools and universities, as well as in public schools. Critic thinking is talent number two. A creative thought has entered third place, was in the 10th when they made such a prediction some years ago. Many people schools are about creative thinking. That's how you could count it for a long time. I think we're taking an important step. As mentioned earlier, we have a public school operating in this country, and it is important that the educational authorities make it clear within the framework of such schools, just as other schools and educational institutions, so to speak. I'm really celebrating this bill. I'm just gonna come on one thing. We in this hall probably agreed, at the last council, to the Congress of Iceland's Western Council, where we concluded to challenge the government to have an assessment of how it can be reasonably possible to establish a Western postschool. This is part of Greenland, the Faeroe Islands and Iceland. We in the Western Council's Iceland Department had agreed to this at the council's main meeting. It was originally a suggestion that came from the Greenlandites, who had made a great deal of money out of it. I must admit that the first time I heard this, I didn't really know what after school meant, but it comes from Danish, efterskole, and it's really like a high school for kids after high school. Their original concept, which has been widely used both in the Greenlandites and in the Faeroes, and in the children often gone to Denmark. When the Ministry of Education answered the Western Institute of Education for the last main meeting, I felt that the Ministry's answers were rather low. They were on the way that it was not a course, and they did not fit within the frame. As a senator who participated in accepting this synopsis proposal, those answers were not quite satisfied. But I'd like to direct it to the highest. The minister and the Ministry that it might be the next time the Ministry is called upon to comment on the progress of this council decree to refer to what is going on in the public schools in this country. I visited the school in Florence, and they are considering a way to study northern studies, which I find incredibly exciting and may be able to fit in with the goals that the Westnoristic Council has been working on. I see a lot of opportunities, but this requires that the study be not just in English or Danish. I think it would be best to have it in English, since the Arctic business is not just our business of Western countries but also of other major countries. Because English is a universal language, it would no doubt be better used. I want it to be directed to the highest. Minister if it is not reason to dust only from this synopsis and see if we can work together to develop that idea into some kind of folk school that would welcome our friend from the Western countries. I don't think I've got all this. I've had most of the stuff I want to say. We're all very positive, and I assume the same is true of the committee. Of course, all factors need to be reviewed. A respectable president. There's one thing I'd like to point out, actually. Seven. has been said of instructors, that it is forbidden to employ them in a social school that has been convicted of violating the specific chapters of the penal code. At consultation, proof of good conduct or authority should be available to obtain information from a criminal record. I suppose it's the same as in elementary school, high school, and nursery law. In fact, I have wondered if this law is always being followed and whether it is enough to be said in the law to acquire proof of good conduct, whether there is any monitoring that it is always being done. I'll leave it to you if it's the highest. A minister may react to this in some way. Otherwise, I'm looking at some government specialists. It would be interesting to follow up that this is not just a law letter but that we are under the supervision that it is indeed a proof of good conduct before being hired for education.
ParlaMint-IS_2019-04-11-94.u75	A respectable president. I'm here like the rest of this discussion to be especially happy that here, let's have a bill for the People's School Act. In fact, I think it's a very big day, that here we have a bill that has the goal of promoting a public school in Iceland. There have been things that are important in the discussion. I'll probably say something over again, but hopefully, I'll add something new too. As noted earlier, Brynhildur Pétursdóttir, why? a member of Parliament, a conquistador of the People's University, and the second time that the synonym was proposed, it was discussed in a General and Education Committee. Then I was assigned to be chairman of the Committee's opinion, and the proposal was approved on June 2, 2016. It foretold that public schools would be accepted as an alternative in Icelandic education system and that there would be an arrangement in the Northern States in the shape of law farms. As far as I can see, what was discussed has been successful. The General and Education Committee, with a discussion of the Parliament's resolution proposal and, in fact, it's come to me, that I get the most, a pretty good bill, a good frame, that meets the proposed but of course, the current General and Education Committee will take it up for further consideration and consider it. As mentioned earlier, there are two people's schools here, but here's a top school bill. The only thing that wasn't in harmony with the bill and the Commission's opinion of the time and maybe in the Senate, as it turned out, is that we should stick to the concept of a high school, but I still think it's a very good conclusion, that we go into the concept and change the concept of a public school. As far as I can tell, everyone has become relatively happy with the work in this area. So now there are two schools, one in Seyver and the other in Flatty, as we have seen. I want to use this opportunity, thank you for your perseverance. I think we owe them here today, those who have been involved in the school business, both the current heads of the public university, the LungA School, and some of the community that have been driving the project. There have been other factors that have led up to this matter. About A year was held by the National House of America's Youth Association for the two schools, Flats, and Sulleys, where visitors from the Norwegian High Schools arrived. It was, in effect, the National Institutes for People in Iceland, or the People's University, as named last year, which has also been a driving force for us to be here. As we have seen since then, a synopsis proposal has been made for the establishment of a people's university on Lake Saturday, and I want them to use this opportunity and to point out that I think the first transporter is a dog. paritaprevir Willum Þór Thor Thor Thor Þórsson. People schools have not been able to take root in Iceland through the years, although they have done so in the other northern countries. The bill shows that there are reasons why this is so, and I can agree with it. Here were short - term boarding schools in many parts of the country that served as part of these schools. Since then, there has been a decrease in numbers, and there has been a void in the Icelandic education system that I think we can fill in if this bill becomes legal. What I wanted to do in particular is that the report shows that among the institutions or schools that could fit the principles of the law and be recognized according to them are the second, the second, Hallorm residence, and a very long, remarkable story, and the other in Reykjavík, as well as a long and remarkable story. These two schools have attended, as many boarding schools have in part been comparable to those of public schools. I think it is very important that the Commission reviews this issue specifically and calls for representatives of these schools to see if these features are really practical. There's something else I just wanted to kill on. Haraldsdóttir But in the context of this, I wanted some Icelandic students who are starting high school, who are able to participate in a new school program where four schools together, Denmark, and New York's, together with the University of Versailles, have a chance to participate in a new school program at a high school in which four high school courses are met. I believe this is a project that could fit in with what was discussed in the synopsis of a Western postschool. Only to the subject of the bill. The arrangement for goals, values, and administration is very clear. There is also an article on the recognition of the People's School and Fund. It lists things that are of great importance to everyone. I'd like to stop by the 7th past: a social school is not measured for units, but schools make otherwise programs for teaching and learning. The class course should be at least 15 weeks during the school year. There's a box about it. At 9 p.m., it reads: The school is obliged to provide information on education and participation in students who can be used for further study or work. This is exactly what I consider to be the key to the readyness of other schools, as well as the workforce to appreciate what is going on in the local schools as appropriate. In III. chapter 9 discusses organized study and school activities. There is a very reasonable point to be made in line with other school legislation, such as that everyone should contribute to maintaining a good employee and a positive schoolmate, that the student council should operate and democracy in the work. Finally, I just want to come back to the fact that the bill creates a framework for the future public school activities and therefore reduces the uncertainty of learning in public schools, explains who can offer study, and on what grounds and encourages formal school and professional life to know the function, appreciate the work that is taking place there, and the ability that students develop in the public schools. In order to ensure harmony and flexibility in the entire school system where the People Schools will be part of it, the public schools should adopt a school record of progressive skills, such as formal school systems, and thus their study has to do with an assessment of professional learning skills, such as the highest degree. A minister came into his parable speech. Finally, I'd like to stress that this is going to be a cover-up for a top-of-the-art Board of Education.
