ParlaMint-FR_2020-07-30-E1025.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-30-E1025.u357	This is a trial of intent!
ParlaMint-FR_2020-07-30-E1025.u358	There would thus be fewer gametes available – which is your goal – but it is not a worthy way to solve the problem. You can respect your opposition to the AGP for all, but wanting to deprive half of French women of access to these solutions is not an honourable way of acting because it would create unacceptable injustice.
ParlaMint-FR_2020-07-30-E1025.u359	I come to Amendment No 1773 by Mrs Anne-France Brunet, which, it seems, is not defended... Amendment No 854 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2020-07-30-E1025.u360	Amendment No 1517 by Mrs Agnes Thill is being defended.
ParlaMint-FR_2020-07-30-E1025.u361	Mr President, you did not see me when you called my Amendment No 1773!
ParlaMint-FR_2020-07-30-E1025.u362	I called your amendment, but in the absence of your reaction, it was considered undefended. So you have the floor to support Amendment No. 1773.
ParlaMint-FR_2020-07-30-E1025.u363	The success of the AMP procedures is largely correlated with the age of the gametes of the patients concerned at the time of completion. These procedures are currently handled up to 43 years in the case of a woman and up to 59 years in the case of a man. It seems logical to keep these high limits for the reuse of the gametes taken. The purpose of this amendment is to differentiate access and reimbursement intervals to gamete self-conservation. The aim of this measure is to allow, on an experimental basis for a period of three years, all adult women under the age of 40 and all adult men under the age of 50 to be able to keep their gametes for their own benefit. Indeed, if it is not desirable for society to bear the costs of procedures unnecessarily carried out for fear of subsequent infertility, it is undeniable that they will have much better success rates with younger gametes taken. On the basis of this medical fact, can one refuse that a woman who requests it can keep her oocytes for her later benefit if she bears the cost?
ParlaMint-FR_2020-07-30-E1025.u364	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u365	I hear your argument, but such a measure would be unfortunate because it would lead to inequality linked to the difference in resources: some women would be more favoured than others, which would run counter to the spirit of this text, the aim of which is to offer equal rights to all women.
ParlaMint-FR_2020-07-30-E1025.u366	What about the men?
ParlaMint-FR_2020-07-30-E1025.u367	That is why the opinion is unfavourable.
ParlaMint-FR_2020-07-30-E1025.u368	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u369	Unfavorable, for the same reasons.
ParlaMint-FR_2020-07-30-E1025.u370	I call Mr Thibault Bazin to support Amendment No. 855.
ParlaMint-FR_2020-07-30-E1025.u371	[[Smile]] It's an editorial amendment!
ParlaMint-FR_2020-07-30-E1025.u372	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u373	No, it's not quite that! Mr Bazin is teasing: he is used to calling "editing" amendments of a different nature. I would rather ask for this amendment to be withdrawn because, in reality, it is satisfied.
ParlaMint-FR_2020-07-30-E1025.u374	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u375	Unfavorable.
ParlaMint-FR_2020-07-30-E1025.u376	The amendment is satisfactory, but are you, Mr Bazin?
ParlaMint-FR_2020-07-30-E1025.u377	It is you who say so, that my amendment is satisfied! I'm holding it.
ParlaMint-FR_2020-07-30-E1025.u378	Amendments Nos 1516 by Mrs Agnes Thill and 1267 by Mrs Blandine Brocard are being defended.
ParlaMint-FR_2020-07-30-E1025.u379	Mrs Blandine Brocard has the floor to support Amendment No. 1268.
ParlaMint-FR_2020-07-30-E1025.u380	We propose to return to the version adopted at first reading in the National Assembly: the ban on importing or exporting gametes for commercial purposes.
ParlaMint-FR_2020-07-30-E1025.u381	Actually, she's full of common sense, Mrs. Brocard!
ParlaMint-FR_2020-07-30-E1025.u382	It was stated that "the import and export of gametes or germinal tissues from the human body" could not "be carried out in a commercial capacity", which was no longer the case in the new drafting of the bill: the import and export of gametes would now be possible on a commercial basis, since the purpose was not commercial in itself but concerned a journey of LDCs. The current wording could therefore allow the importation of gametes purchased abroad, which is contrary to Article 16-1 of the Civil Code, which, I would remind you, states that "the human body, its elements and products cannot be the subject of a property right". [[Applause on a few benches of the LaREM group and on many benches of the LR group]] The text adopted at first reading by the National Assembly should therefore be reinstated.
ParlaMint-FR_2020-07-30-E1025.u383	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u384	[[Protests on several benches of the LR group]] Unfavorable.
ParlaMint-FR_2020-07-30-E1025.u385	You can't just answer that!
ParlaMint-FR_2020-07-30-E1025.u386	Get up!
ParlaMint-FR_2020-07-30-E1025.u387	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u388	Mrs Brocard, I think we all share your concerns, but there seems to be a lack of understanding of the real intentions of the special committee at second reading. We are obviously concerned about the possible drifts of certain practices towards the commodification of the human body.
ParlaMint-FR_2020-07-30-E1025.u389	They already exist!
ParlaMint-FR_2020-07-30-E1025.u390	However, I would point out that the current legal framework already provides protection against this threat since it prohibits the importation of gametes into the national territory on the initiative of commercial enterprises. Moreover, contrary to what you seem to say – a clarification is necessary because I would like to be certain that we agree on this point – only gametes and germinal tissues collected and intended for use in accordance with the principles of reproductive medical assistance and included in the civil code can be subject to an import and export authorisation issued by the Biomedicine Agency, in accordance with article L. 2141-11-1 of the Public Health Code. In addition, the Penal Code prohibits imports of gametes not authorized or not in accordance with the authorisation. Such movements must also take place in accordance with the ethical principles set out in articles 16 and 16-8 of the Civil Code. The wording of Article 2 adopted by the Special Committee at second reading therefore seems more appropriate than that of the original text, to which you wish to return. It clearly excludes any commercial purpose for the import and export of gametes and therefore responds to your concern, widely shared on these benches.
ParlaMint-FR_2020-07-30-E1025.u391	We saw him at first reading!
ParlaMint-FR_2020-07-30-E1025.u392	I therefore ask you to withdraw your amendment, otherwise the opinion will be unfavourable.
ParlaMint-FR_2020-07-30-E1025.u393	Well done, Mrs. Brocard!
ParlaMint-FR_2020-07-30-E1025.u394	Mr Jean-Louis Touraine, rapporteur, to support Amendment No 2199.
ParlaMint-FR_2020-07-30-E1025.u395	It concerns a subject that we discussed earlier, since it is intended to allow private establishments to conduct clinical and biological activities of MPAs in areas where they are not proposed by any establishment on a derogatory basis and on the recommendation of the RSA, in order to ensure equal access to this practice throughout the national territory. Our colleagues who are opposed to the principle of the AGP for all do not hesitate to try to achieve part of their goal by trying to deprive the inhabitants of certain territories of access to this practice.
ParlaMint-FR_2020-07-30-E1025.u396	No, no, no, no, no, no, no,
ParlaMint-FR_2020-07-30-E1025.u397	They can certainly defend their arguments at the sitting and submit amendments, but we cannot accept that certain departments in metropolitan France or overseas should be deprived of access to the MPA.
ParlaMint-FR_2020-07-30-E1025.u398	You're in bad faith!
ParlaMint-FR_2020-07-30-E1025.u399	An egalitarian territorial organisation is essential: this is the meaning of this amendment, which I defend in my personal capacity but on which the special committee has given an unfavourable opinion.
ParlaMint-FR_2020-07-30-E1025.u400	When we read the rapporteur's amendments, we see every possible drift!
ParlaMint-FR_2020-07-30-E1025.u401	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u402	I invite you to withdraw your amendment, rapporteur; Otherwise, my opinion will be unfavorable. You would like to open clinical and biological activities related to the donation of gametes to the private for-profit sector when no public or private non-profit institution provides this activity. The French model reserves the monopoly on the collection, conservation and allocation of gametes for donation to public health institutions and non-profit organizations. The exclusion of the for-profit private sector also concerns cells, tissues and organs of the human body. Free donation and non-commercialization of body elements are fundamental ethical values – we have repeated it quite well in the Chamber. AMP operations for donation are also pointed and do not necessarily justify a departmental grid, contrary to what you propose in your amendment, at the risk of diluting skills.
ParlaMint-FR_2020-07-30-E1025.u403	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-30-E1025.u404	We see it once again, Mr majority rapporteur: you are in a logic of openness to the private sector and of the commodification of the human body. You are undermining a very strong principle of French law: the free gift. This amendment perfectly illustrates your desire to see, in the long run, the development of the commodification of elements of the human body. That is precisely why we are fighting the text. Contrary to what some may say, you are the rapporteur of the majority!
ParlaMint-FR_2020-07-30-E1025.u405	I have before me three amendments, Nos 158, 1840 and 1269, which can be discussed jointly. Amendments Nos 158 and 1840 are identical. I call Mr Patrick Hetzel to support Amendment No. 158.
ParlaMint-FR_2020-07-30-E1025.u406	Research on the causes of infertility, which is the subject of much debate, must be a national priority. That is the point of the amendment.
ParlaMint-FR_2020-07-30-E1025.u407	I call Mr Gosselin to support Amendment No. 1840.
ParlaMint-FR_2020-07-30-E1025.u408	Research into the causes of infertility must indeed become a national priority. It is very regrettable, at a time when we are talking about procreation for all, that this issue is not at the centre of our concerns.
ParlaMint-FR_2020-07-30-E1025.u409	Mrs Blandine Brocard has the floor to support Amendment No. 1269.
ParlaMint-FR_2020-07-30-E1025.u410	It is in keeping with the precedents. The bill provides for the creation of an action plan to combat infertility, incorporating infertility prevention and training in understanding human fertility. I believe that it is important to focus on basic research into the causes of infertility and its remedies, so that it is not believed that the MPA would make it possible to overcome all the difficulties associated with infertility. It is upstream that one can really fight against infertility.
ParlaMint-FR_2020-07-30-E1025.u411	All right!
ParlaMint-FR_2020-07-30-E1025.u412	What is the committee's opinion on these amendments?
ParlaMint-FR_2020-07-30-E1025.u413	[[Protests on the benches of the LR group]] If I understand – and this surprises me – their signatories are asking for more research on the human embryo!
ParlaMint-FR_2020-07-30-E1025.u414	No!
ParlaMint-FR_2020-07-30-E1025.u415	That's not what we're asking!
ParlaMint-FR_2020-07-30-E1025.u416	The committee is against these amendments. I urge their authors to refer to the trans-party amendment tabled on the initiative of the chairman of the special committee. It responds much better to their concerns about fertility and how to prevent it than ad hoc initiatives. In addition, there is already research on the causes of fertility. The important thing is to coordinate all actions in this area, including information for the younger generations.
ParlaMint-FR_2020-07-30-E1025.u417	We didn't understand why the opinion was unfavorable!
ParlaMint-FR_2020-07-30-E1025.u418	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u419	The aim of improving knowledge and information on the causes of infertility is, I think, unanimously shared in the House. By its various provisions, in particular Article 2 bis, adopted at first reading and reintroduced in committee, the bill addresses this concern. With regard to basic research on the causes of infertility, I would like to supplement the rapporteur's remarks by stressing that it is already very active. Public research on fertility disorders, their cause and treatment is carried out mainly at INSERM – the National Institute of Health and Medical Research – in universities and in CHUs. The teams working on this subject cover all the fields of the theme "reproduction and disorders of human fertility". As for clinical research on this topic, over the last five years the Ministry of Health has funded twenty-one projects, with a budget of EUR 10 million. I would add that a trans-partisan amendment adopted in a special committee responds to the desire expressed in these amendments to learn more about infertility and to improve the information of our citizens. I therefore invite the authors to withdraw them, otherwise the opinion will be unfavourable.
ParlaMint-FR_2020-07-30-E1025.u420	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-30-E1025.u421	What you have just said is truly scandalous, Mr. Rapporteur, and you know that! You're caught in the act of lying! Pretending that we are in favour of developing embryo research when we talk about fighting infertility is frankly scandalous! As a doctor, you know perfectly well that your remarks are false! It is knowingly that you lie before the National Assembly, for the sole purpose of provoking opposition! Once again, you demonstrate that you do not approach this debate at all in soothing provisions! You're lying shamelessly, you're putting oil on the fire! This is outrageous!
ParlaMint-FR_2020-07-30-E1025.u422	Yes!
ParlaMint-FR_2020-07-30-E1025.u423	And very dishonest!
ParlaMint-FR_2020-07-30-E1025.u424	Amendment No 665 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1025.u425	Because of the time programmed!
ParlaMint-FR_2020-07-30-E1025.u426	Mrs Emmanuelle Ménard has the floor for a point of order.
ParlaMint-FR_2020-07-30-E1025.u427	It is based on Rule 49 of the Rules of Procedure, concerning the organisation of the discussion of the texts submitted to the Assembly. I have already had the opportunity to say this yesterday: since Tuesday at twenty-two hours, Members who are not registered have no more time to speak in defence of their amendments. However, that did not mean that the rapporteur and members of the Government could not reply to them. However, since Tuesday at 22:00, I have not received any reply to my amendments from a member of the Government!
ParlaMint-FR_2020-07-30-E1025.u428	Absolutely abnormal!
ParlaMint-FR_2020-07-30-E1025.u429	On the other hand, Mr President, I hear you regularly saying that all Members can speak in this House. That is not true, and I solemnly say so: Members who have not been registered since Tuesday at twenty-two hours can no longer speak in the Chamber!
ParlaMint-FR_2020-07-30-E1025.u430	I have before me five identical amendments, Nos 856, 1235, 1246, 1476 and 1839. I call Mr Thibault Bazin to support Amendment No. 856.
ParlaMint-FR_2020-07-30-E1025.u431	[[Applause on several benches in the LR group]] Nine months ago, the Government promised us measures to combat infertility. Article 2a is therefore unnecessary. My question is simple: what have you done for nine months? Would it be, as usual, beautiful words and no action?
ParlaMint-FR_2020-07-30-E1025.u432	I call Mr Patrick Hetzel to support Amendment No. 1235.
ParlaMint-FR_2020-07-30-E1025.u433	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1025.u434	Mrs Agnes Thill has the floor to support Amendment No. 1246.
ParlaMint-FR_2020-07-30-E1025.u435	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1025.u436	[[Exclaims on the benches of the LR group]] I call Mr Le Fur to support Amendment No. 1476.
ParlaMint-FR_2020-07-30-E1025.u437	Defendant! However, we would like to have an answer to the question that Mr Bazin has just asked.
ParlaMint-FR_2020-07-30-E1025.u438	Speak in the microphone if you want to speak, Mr. Le Fur.
ParlaMint-FR_2020-07-30-E1025.u439	In the laboratories of France, we divert research!
ParlaMint-FR_2020-07-30-E1025.u440	We can't hear you if you don't talk in the microphone, ladies and gentlemen. Take the microphone, make real sentences, express yourself! I call Mr Gosselin to support Amendment No. 1839.
ParlaMint-FR_2020-07-30-E1025.u441	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1025.u442	Please, ladies and gentlemen, there is no debate outside the microphone. When you speak out of microphone, no one can hear you and we cannot benefit from the quality of your interventions!
ParlaMint-FR_2020-07-30-E1025.u443	But there is the record of the meeting, which does a remarkable job by noting our interventions!
ParlaMint-FR_2020-07-30-E1025.u444	If you have any ideas to express, I invite you to do so in front of the microphone. You have plenty of time: express yourself! What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2020-07-30-E1025.u445	He's unfavorable. If we all aim for the same goal – to improve knowledge in the field of infertility – the means you propose are not appropriate. We can, of course, incantably say that we have to "develop real fertility restoration therapies," just as we all want it to always look good, everyone to be happy and everything to be okay. However, for research to lead to discoveries, researchers must be trusted. You know what it is, Mr. Hetzel, you who got some awards, a few decades ago... In this area, as in others, research is not on the orders of national representation: it must be given the means and the reasons for trusting it. This has been recalled very well, there are many research structures in France dedicated to these themes: we must encourage them and support them, but it is not by creating additional gas plants...
ParlaMint-FR_2020-07-30-E1025.u446	There is no shortage of salt, coming from the majority!
ParlaMint-FR_2020-07-30-E1025.u447	...that we will achieve the desired result. I therefore urge you to encourage existing research, without wanting to assign too narrow ends to it. It is rare, in fact, that a discovery corresponds exactly to the original object of the research project. We must therefore accept this relative freedom of researchers. I repeat, we share your hope that knowledge will progress, because therapy will only come in the second step, as a result of this progress. You did earlier, if not found insulting, at least misunderstood my point...
ParlaMint-FR_2020-07-30-E1025.u448	We understand that very well, on the contrary!
ParlaMint-FR_2020-07-30-E1025.u449	No! If we want research to progress, we must not over-frame it, to the point of forcing it. When I spoke of embryo research, it was not by provocation but because, among the major causes of infertility, there are more than frequent anomalies in the initial development of the embryo. A large part of the embryos initially formed, or even the majority of them, have no chance of reaching the stage of the foetus, still reaching a birth. If it is not understood why, the results of in vitro fertilizations and the understanding of the causes of infertility and early spontaneous miscarriages will not be effectively improved. We want the same ends, but you forbid some of the means to achieve them. There is no provocation on my part: I respect your point of view, but it seems to me that some freedom must be given to research in order to advance and accumulate the knowledge that will enable us to develop appropriate therapies.
ParlaMint-FR_2020-07-30-E1025.u450	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u451	It will also be unfavorable. Mr Gosselin, I can hear you, but you don't listen to me.
ParlaMint-FR_2020-07-30-E1025.u452	[[Mr Philippe Gosselin joined the floor]] To hear you better, I'm taking off my mask!
ParlaMint-FR_2020-07-30-E1025.u453	I mentioned earlier that in the area of clinical research, the Ministry of Health has in recent years funded twenty-one projects for EUR 10 million, not to mention all the ongoing research at INSERM. A brief incise concerning the scheduled legislative time, subject of a running gag...
ParlaMint-FR_2020-07-30-E1025.u454	It's not running gag!
ParlaMint-FR_2020-07-30-E1025.u455	[[Applause on a few benches of the LaREM group]] I am not speaking for you, Mrs Ménard, but for the members of the group. The Republicans: it was under their majority, during the time of Nicolas Sarkozy's presidency, that the scheduled legislative time was introduced.
ParlaMint-FR_2020-07-30-E1025.u456	But that doesn't make sense for the law of bioethics!
ParlaMint-FR_2020-07-30-E1025.u457	You really are a politician, Secretary of State!
ParlaMint-FR_2020-07-30-E1025.u458	Don't say that the TLP doesn't make any sense for the bioethics law: you yourself applied this system to a bioethics debate when you were the majority!
ParlaMint-FR_2020-07-30-E1025.u459	At the time, only 200 amendments had been tabled!
ParlaMint-FR_2020-07-30-E1025.u460	So let's stop trying the TLP every time we speak.
ParlaMint-FR_2020-07-30-E1025.u461	In Alsace, they are not happy with your attitude, Mr. President!
ParlaMint-FR_2020-07-30-E1025.u462	On the forthcoming amendment No 405, I have a request for a public vote before the Ecology Democracy Solidarity Group. The vote is announced in the National Assembly.
ParlaMint-FR_2020-07-30-E1025.u463	I call Mr Guillaume Chiche to support Amendment No. 405.
ParlaMint-FR_2020-07-30-E1025.u464	I propose that information and awareness on fertility issues and causes of infertility should be provided at least three times a year in colleges and high schools. We have discussed this on many occasions. The causes of infertility remain unknown, and this helps to lead some people to resort to medically assisted procreation to bring their parenting project to fruition. We should therefore provide information as soon as possible on these causes, whether medical or age-related, so that everyone is informed when forming such a project.
ParlaMint-FR_2020-07-30-E1025.u465	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u466	I fully share Mr Chiche's intention. His amendment received an unfavorable opinion from the Special Committee; Personally, I would rather have an opinion of wisdom. The amendment is partly satisfied with the wording of the article resulting from the trans-party amendment of which Mrs Firmin Le Bodo was the first signatory. The difficulty lies less in the law than in its application: the education code contains various measures to this end, whether in the health or related fields, but sometimes their implementation is lacking. We should therefore work together to achieve the objectives already set by the texts rather than, as in an inventory in the Prévert, adding training lists to be provided. I myself am concerned that, in some schools, young generations are not adequately trained, but I doubt that legislation can solve this problem. Let us instead work with the Ministry of National Education, by means of regulations, to seek to achieve objectives which Parliament, I repeat, has regularly set in this respect.
ParlaMint-FR_2020-07-30-E1025.u467	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u468	We obviously share the concern of the authors of the amendment, but it seems to us to be satisfied with the wording of Article 2a, which you have drawn up in a special committee under the authority of its chairman: the ministers responsible for national education and research will be co-signatories to the decree on the national organizational measures concerned; They will therefore be well associated with the process, which falls within their competence. Moreover, it is not for the law to list very precisely all the information and awareness-raising activities that could be carried out in high schools and other schools: let us leave this care to the regulatory power, which is provided for in the text. In order to be effective, priority should be given to certain subjects; In fact, our specific actions with young people are mainly aimed at avoiding unwanted pregnancies or preventing STIs – sexually transmitted infections – especially among minors. Finally, information on human procreation, including the question of infertility, is already provided for in the educational framework: it is included in the life sciences and earth program of the second class. In any case, be convinced that the Government is mobilized to better inform about infertility risk factors, which, in addition to the two ministries already mentioned, can be done in connection with health insurance. I call for the amendment to be withdrawn; If not, the opinion will be unfavourable.
ParlaMint-FR_2020-07-30-E1025.u469	I put to the vote Amendment No 405.
ParlaMint-FR_2020-07-30-E1025.u470	The result of the vote is as follows: Number of voters 73 Number of votes cast 68 Absolute majority 35 For adoption 12 Against 56
ParlaMint-FR_2020-07-30-E1025.u471	Identical amendments Nos 1217 by Mrs Agnes Thill, 1647 by Mr Marc Le Fur, 2046 by Mrs Isabelle Valentin and 2113 by Mrs Josette Corneloup are defended.
ParlaMint-FR_2020-07-30-E1025.u472	Mrs Anne-France Brunet has the floor to support Amendment No. 1777.
ParlaMint-FR_2020-07-30-E1025.u473	Every year, the Biomedicine Agency faces a lack of donations, which is indicative of a lack of awareness by our citizens of fertility problems. It is essential to inform them of these issues from an early age, as Mr Chiche has just reminded us. The UNS framework, the universal national service, seems to me particularly suitable for this. My amendment therefore seeks to make young people aware of the evolution of fertility according to age and of the issue of gamete donation when they volunteer.
ParlaMint-FR_2020-07-30-E1025.u474	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u475	UNS participants will have received training during their educational career, shortly before volunteering; It seems inappropriate to doublinate it in this way. For this reason, and even if it is not excluded that the message can be repeated throughout their lives, the UNS may not be the most appropriate framework for this type of information.
ParlaMint-FR_2020-07-30-E1025.u476	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u477	I call for the withdrawal, failing which the opinion will be unfavourable, for the sake of efficiency and for the necessary prioritization of the priorities that I have previously invoked. If the UNS is a good time for public health messages, we give priority to STDs and the prevention of unwanted early pregnancies, which you will agree to consider as important priorities.
ParlaMint-FR_2020-07-30-E1025.u478	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2020-07-30-E1025.u479	I am very much interested in this amendment. When you're a child or a teenager, you almost never care about fertility. It is only when you become a young adult that you begin to project yourself into the future as a future parent. While it is important to receive education in this field in primary school, college and then high school, the real awareness is only made later, once we have gained maturity.
ParlaMint-FR_2020-07-30-E1025.u480	Mr Vigier has the floor to support Amendment No. 563.
ParlaMint-FR_2020-07-30-E1025.u481	He tends to add, in the first sentence of article L. 312-16 of the Education Code, after the word "sexuality", the words "and female and male fertility". As we launch a national plan to combat infertility, why not take advantage of the school environment to provide children with sex education, which not all families give, about the causes of infertility and the damage that it can cause? We know that infertility is progressing, unfortunately, for societal or environmental reasons. However, there is no better vehicle for information than education. It all starts and everything is done in school. It is necessary to reach out to those who do not have the chance to enjoy a good family environment and to give them access to information. The adoption of the amendment will not create a revolution, but we know how much progress we have made in the education code in recent years. In the interests of children, let us take a further step.
ParlaMint-FR_2020-07-30-E1025.u482	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1025.u483	We share your ambition, which is already met in part by the national plan to combat infertility and the objective of public education in the broad sense, including in national education. I therefore suggest that you withdraw the amendment, on which the committee has delivered an unfavourable opinion. I would add that it is our task for all of us to implement certain provisions. Within the framework of the national plan to combat infertility, as in our amendments, we formulate intentions as necessary as laudable and beneficial for all young people, while we spend too little time making sure that they are realized. It would be better to think about the means – through regulation or within the framework of national education – to evaluate our actions to know where and how failures occur. I don't go into detail, but, as you know, Mr. Vigier, the low listening capacity of some young people, when we deal with some of the subjects in SVT – life and earth sciences – or in other disciplines, sometimes leads teachers to limit the information given, however important they may be. Let's think about it, identify the obstacles to be overcome and then find solutions. I therefore urge us to this practical effort.
ParlaMint-FR_2020-07-30-E1025.u484	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1025.u485	In line with the rapporteur's comments and my previous reply to Mr Chiche, I reiterate that our priority in the field of public health is to inform children of the risks of unwanted early pregnancy and the prevention of STIs. This obviously does not mean that the issue of infertility does not matter, hence the national plan we are working on. In any event, the rapporteur is right: we have an individual as well as a collective responsibility on these matters. It is up to us all to raise awareness among those around us. I therefore ask you, in turn, to withdraw the amendment, failing which I will express an unfavourable opinion.
ParlaMint-FR_2020-07-30-E1025.u486	Mr Philippe Vigier has the floor.
ParlaMint-FR_2020-07-30-E1025.u487	Mr rapporteur, it is not because things are difficult that we must give up.
ParlaMint-FR_2020-07-30-E1025.u488	Of course.
ParlaMint-FR_2020-07-30-E1025.u489	And it is not because an audience is not ready to receive information that it should not be brought to it. We do no service to the Republic if we lower the flag, which is a way of recognizing that we are hindered in the formidable mission of education, an absolute bulwark against ignorance. I know you're convinced. The subject is delicate. I've had several times the opportunity to go to schools to talk to her. I saw a great deal of attention and a real listening. However, some teachers admit that they are sometimes deprived of these subjects. If these are mentioned in the Education Code, they will be given the opportunity to create training modules – as this will be optional –. By receding on these issues, the Republic is being reduced; As we move forward, we strengthen it.
ParlaMint-FR_2020-07-30-E1025.u490	I have before me two identical amendments, Nos 159 and 1859. I call Mr Patrick Hetzel to support Amendment No. 159.
ParlaMint-FR_2020-07-30-E1025.u491	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1025.u492	I call Mr Gosselin to support Amendment No. 1859.
ParlaMint-FR_2020-07-30-E1025.u493	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1025.u494	Mrs Coralie Dubost, rapporteur, has the floor to give the committee's opinion.
ParlaMint-FR_2020-07-30-E1025.u495	Unfavorable opinion.
ParlaMint-FR_2020-07-30-E1025.u496	Amendment No 680 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1025.u497	The meeting was suspended.
ParlaMint-FR_2020-07-30-E1025.u498	The meeting was resumed.
ParlaMint-FR_2020-07-30-E1025.u499	Mrs Florence Provendier has the floor.
ParlaMint-FR_2020-07-30-E1025.u500	Article 3 puts an end to decades of secrecy organized by law. Finally, it gives every child born to an LDC with a third party donor a right of access, by majority, to the donor's non-identifiable data and identity. The European Court of Human Rights ruled in 2002: "The right to know one's descent is within the scope of the concept of "privacy", which encompasses important aspects of the personal identity of which the identity of the breeders is a part. Yes, gaining access to his personal origins is a right, and we finally dedicate it! For years, scientists, politicians and jurists have quarrelled, to say the least, about him, without ever taking into account the words of children born through a gamete donation. Of these, the oldest are now about 40 years old and are often parents themselves. By listening to them, we leave the big debates to face this reality. It is natural to want to know his genetic ancestry, if only for medical and psychological reasons. All child psychiatrists recommend that the parents concerned explain to the child, as soon as he is able to discern, his mode of design, in order to help him build himself. One might even wish that, as is the case in Germany and New Zealand, it could access the donor's non-identifiable information from the age of 16. I will introduce an amendment to that effect. Every law of bioethics is based on a balance. In this article, we found one, it seems to me, reconciling the rights of the child born with the gift of gametes and those of the donor. To those who object that raising the anonymity of the gamete donation will speed up the drop in the number of donors, I will reply that nothing like this has happened in our European neighbours who have done so, on the contrary. By collecting the consent of the donor and allowing him to know how many children were born thanks to his gift, we value this act of solidarity.
ParlaMint-FR_2020-07-30-E1025.u501	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-30-E1025.u502	There is a need to understand and respect the personal quest of these women and men born from an LDC with third-party donors, who are asking a number of questions. Moreover, it is partly animate to everyone, regardless of the mode of design from which it is derived, and inevitably has a share of inaccessible. For my part, I believe that the provisions of Article 3 undermine the philosophy of gamete donation. Anonymymat, free of charge, volunteerism: these are its fundamental bases in our country, thanks to which it does not base any debt. I heard from the rhetorical pirouette that, since the donation was made between the donor and the recipient, and the child who came from it was extracted from that relationship, anonymity would not be removed by allowing the donor to have access to the identity of the donor, because it was the child that was addressed, not the recipient. It seems to me that this is a form of legal arguety that does not stand up to analysis. We must assume the things as they are: there is indeed a lifting of the anonymity of the gift! I would also point out that the provisions of article 3 introduce a link between the third-party donor and the child and, in so doing, highlight the biological dimension of reproduction, in the case of reproductive medical assistance, which contradicts the parenting project a posteriori, as if the parents were not enough. I also note that they served as an argument during our debate last night, for example, to justify the use of ROPA – the receipt of oocytes from the partner. This is a matter of the logic of biologization of parenting, which, in my view, cannot be a guideline for bioethics choices that we must make in this bill. Finally, I want to question the notion of origins, of the relationship to identity. In this case, the origin of the individual resides partly in the Republic, which allows and organizes such reproductive methods. It also resides in the beauty of the gift. We will also propose, by means of an amendment, to give importance to this gesture, by giving the child the opportunity to access information which the donor would consider useful to transmit in writing to him or her to explain his or her meaning. These are the reasons why we, together with several of my colleagues, have serious doubts about the validity of Article 3, not to mention the development of the child and the expectation that the identity of the donor will be revealed to the majority.
ParlaMint-FR_2020-07-30-E1025.u503	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-30-E1025.u504	Article 3 seems to me to forget about families, especially spouses. The law in force provides that, if the donor lives as a couple, his or her spouse must also agree to the initiation of the donation procedure. You want to delete the spouse's agreement. Imagine, from the perspective of lifting the anonymity of the donor to the majority of the child, the consequences of such an evolution on the couple! You take the risk of weakening household peace – not to mention the donor's other children, if he has the chance to have more later. It is essential to restore the spouse's express consent to the donation of gametes.
ParlaMint-FR_2020-07-30-E1025.u505	The Secretary of State has the floor.
