ParlaMint-FR_2020-07-27-E1020.u1	The meeting was suspended.
ParlaMint-FR_2020-07-27-E1020.u148	No space for commodification, for private interests. Capitalism is without conscience, and it is at issue in the subject we are dealing with. It is in our world that the most powerful multinationals, digital ones, invest heavily in biotechnology, are ready to buy for hundreds of millions of dollars a start-up whose idea seems vaguely profitable. Engaged in a competition, considerable forces have invested this field and sell us, instrumentalizing our desires, a life without disease, a superhuman intelligence, an increased humanity, an age abolished. This illusion of the infinite individual is a danger to humanity. She claims that everything is repairable, that everything has its solution in technique, without ever seeking in material conditions, in the transformation of social relations, in respect of the environment, of sources of improvement, of well-being, of development. It feeds on financial interests that have nothing but to do with the process of humanization of humanity. The human person is, I recall, the product of an entire civilizing process. According to Hugo Aguilaniu, researcher at the CNRS, our rejuvenation capacity has been concentrated in reproductive function and this evolutionary choice has enabled us to develop other capabilities. "Life is more fun for us than for hydra," he says. One thing is certain: wanting to get rid of a human condition whose limits would displease us could lead us to disturbing shores. The question therefore arises as to whether limits should be laid and who should lay those which the considerable forces of money do not intend to lay down. Who judges profits and their price? Why are we looking? The only thing that must prevail, the only compass, is respect for human dignity, that is, for all human beings and all human beings. It's not without consequences. This means that what is allowed for a person can have consequences for the whole human race, so that a person's desires are not justified in taking the force of law. However, they must be heard, they must be examined on the basis of what they commit. This means that it is not up to researchers or engineers, or applicants, to decide what needs to be done with regard to biotechnology. Always comes to ask the question of meaning and when it is ruled out, one can fear for ethics. That's how we have to make a way. This calls for a coherent and consistent vision, not a fluctuating line guided by a logic of concessions to which we have not been otherwise accustomed and a spirit of febrile compassion. A weak coherence puts us at risk of a fragile ethical architecture that would call for transgression. Let us talk, for example, about this notion of origin. You have a historical-social conception of it when you write filiation and biologizing when you invent the "right to origins". How do I get there? You take a rather reserved position on so-called recreational tests and raise the donor's anonymity, arguing for a legal logic that does not hold. You invoke the interest of the child as the ultimate justification without ever summoning a demonstration, and this can be easily turned around as some of you observe, and I do not give them any reason about the objective, about children born of GPA abroad. So there is a need for solid foundations and these zigzags threaten to make us take our feet in the carpet. I mean in passing our attachment to the gift in all its disinterested dimension and our fierce opposition to any commodification of the body, the products of the body and of all that belongs to the person. We must reinforce the logics of gift, which build a humanity that is united in the face of trials. I also want to draw attention to issues around plasma and medicines derived from body products, for which we must guarantee safety and free of charge. Private interests are already very fond of the subject. I also want to express our concern about the situation of the French Laboratory for fractionation and biotechnology. The debate focused a great deal on the evolution of medical assistance to procreation, which is only one aspect of the text – some of whom I am not, seeing it as a civilizational revolution. Medical reproductive assistance is already possible with third-party donors. Women in marriage with a man with whom they carry a parenting project use it. It is not clear on what basis it could continue to be denied access to all women with parental projects without discrimination. Women are now implementing their project on the margins. There is a clear coherence in opening up this right to all, and in order to avoid social inequalities, this should be covered by social security. The best way to guarantee it is to be able to rely on a public service adapted to the needs and not, as I sometimes hear, to acknowledge its lack of means to develop a private sector. Those who work there, those who have experienced it, know that the purpose of this public sector is simply to respond to requests for reproductive assistance. Since this possibility is also open to all, each person will be able to engage in a parenting approach through medical assistance and accompanying assistance. It is a question of gaining access to a precise technique, without adorning itself with false resemblances and assuming this choice. Contrary to what is sometimes agitated by some, this reflection does not lead to opening the right to pregnancy for others, which does not exist in France, a practice against which our group stands with vigour. The GPA consists of heavily instrumentalizing a woman's body, making it a commodity, causing a ripple, and we are fiercely opposed to it. Everything that could be an incentive to use it must be ruled out, and our country's position must be clear.
ParlaMint-FR_2020-07-27-E1020.u149	The text is not about GPA!
ParlaMint-FR_2020-07-27-E1020.u150	Medical assistance in procreation consists of acts that are not trivial to live and which often prove to be fruitless. We can understand that we want to guarantee the best conditions for success. However, we must guard against the temptation of some sort of selection that would not be without problematic significance for the human race, far beyond the LDC itself. In the world of transhumanism, some are pushing procreational artificialization logics, the meaning and effects of which would be ethically problematic. We have to go to assistance, otherwise we would go too far with a certain idea of the human race. Even if the human person is not reducible to a body, he is born of the flesh and is also a civilizing fact. Another perspective would by nature be dehumanizing. These perspectives, some of which are tempting on the scale of a life, of a person, refer us to deep questions, taken at the level of society. Our human condition, how to ignore it in these difficult times, is subject to hazards that escape us and when a child is born, no one can guarantee that he will be spared by the disease. Many women and men also live with diseases, which we must fight without denying ourselves, and nevertheless know the happiness of being and vibrating with others. We are all different, with our strengths and fragility, with the inherent uncertainty of our personal trajectory. To give birth, even if it does not always happen this way, is to commit, it is to take the risk for the one who comes, it is to accept this uncertainty by wishing yet the best. Again, with our choices, we need to measure what we gain, what we touch and what we risk. [[Applause on the benches of the GDR, SOC and FI groups]] An in-depth reflection must be conducted on the increased human as he can imagine in laboratories. To act for the best to become human is not to break free from what we are. We need to push forward the substantive issues, the questions of meaning, to keep away the illusory and destructive temptation of the all-power, to aim for the care, the accompaniment, the human in its frailties and its fullness. We saw in the period of health crisis how much it was in the relationship with others that the gaps or injuries from the human condition were being addressed. Every day we become aware of the enditude of the earth, and we must no doubt also accept our own limits. What needs to be sought is an ethic of shared happiness, which is not only found in the technique, in the opulence of some, in the unbridled market. That is why we must act with as much vigour for humans as for the planet.
ParlaMint-FR_2020-07-27-E1020.u151	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2020-07-27-E1020.u152	[[Exclaims on various benches. – Applause on a few benches of the LaREM group]] I will address three points which I believe are essential in this general discussion. The first relates to the timetable: many of you have wondered – and have questioned us – about keeping this text under review in July. Perhaps you consider that the Assembly should already have returned the weapons in mid-July?
ParlaMint-FR_2020-07-27-E1020.u153	It depends rather on the work on the ceiling of the House!
ParlaMint-FR_2020-07-27-E1020.u154	The majority, however, was pleased that an extraordinary session would allow it to sit until the end of the month, and to meet the demands of the French for quality parliamentary work.
ParlaMint-FR_2020-07-27-E1020.u155	Is it before the health crisis?
ParlaMint-FR_2020-07-27-E1020.u156	[[Exclaims on the benches of the LR group]] [[Applause on several benches of the LaREM group. "Ms. Sonia Krimi applauds too.]] It doesn't pass before or after: there are emergencies to be dealt with. There was first a health emergency, then an economic and social emergency – it is not forgotten by the majority and the Government – but there is also the urgency of thousands of women waiting for us to keep our promise. This promise will be fulfilled through the review of the bioethics bill in accordance with the schedule. Some believe that we are looking at this text in catini. But the work of our assembly is public; Nothing here is secret or hidden from the French – and fortunately, because it is the very essence of parliamentary work. The special commission to examine the bioethics bill, which you chaired with demand and responsibility, Mrs.Firmin Le Bodo, was installed last August. So it's been almost a year since we've been working...
ParlaMint-FR_2020-07-27-E1020.u157	Yes!
ParlaMint-FR_2020-07-27-E1020.u158	... and that we conduct auditions; We examined the bill at first reading, in committee and in sitting...
ParlaMint-FR_2020-07-27-E1020.u159	It's been a year.
ParlaMint-FR_2020-07-27-E1020.u160	... and we are looking at it today at second reading, knowing that the House will certainly do a third reading of it.
ParlaMint-FR_2020-07-27-E1020.u161	Next summer! Remember last summer!
ParlaMint-FR_2020-07-27-E1020.u162	[[Exclaims on the benches of the LR group]] Nothing is hidden, because there is no shame in this text.
ParlaMint-FR_2020-07-27-E1020.u163	There was nothing pressing!
ParlaMint-FR_2020-07-27-E1020.u164	My second point relates to the reasons for our consideration of this bill, and to the very balance of the text. You mentioned red lines earlier, and I'll come back.
ParlaMint-FR_2020-07-27-E1020.u165	Ah!
ParlaMint-FR_2020-07-27-E1020.u166	But before you set red lines, you have to draw green lines and find a balance. The legislator intended that every seven years – and soon every five years, if we adopt the text – we would examine the new scientific advances and determine – after the advice of the National Advisory Council on Ethics and after the organisation of general states of bioethics with the French – those that were desirable. This is the balance to which the majority is attached, in support of the Government. Bioethics debates go through society as a whole as well as all political groups. I fully share what you have said, Mr Dharréville, which does not happen for all the texts! The very essence of this bill is to identify points of agreement between groups that usually have little in common, if not the will of parliamentary work and democratic debate.
ParlaMint-FR_2020-07-27-E1020.u167	Exactly!
ParlaMint-FR_2020-07-27-E1020.u168	All the groups, including yours, Mr Bazin, are divided with regard to this text – and so much the better, because it is a sound demonstration that Parliament is a place for debate and that it is in the image of the French, crossed by ethical questions.
ParlaMint-FR_2020-07-27-E1020.u169	We don't exclude Members of Parliament!
ParlaMint-FR_2020-07-27-E1020.u170	It is in the honour of our assembly to recognize this, as it is in the honour of the Republic group on the move to take on differences within it. I am committed, as I said, to certain balances that we cannot break with regard to fundamental issues: this is the case with the post-mortem LDC. I know, Mr rapporteur, that this word bothers you, and I understand it: when we talk about post mortem LDCs, we only see pain.
ParlaMint-FR_2020-07-27-E1020.u171	You have to say things, it's important!
ParlaMint-FR_2020-07-27-E1020.u172	We must, however, reach an arbitration on this matter. In my soul and conscience, I consider that we would cross an ethical line too important by accepting the post-mortem LDC.
ParlaMint-FR_2020-07-27-E1020.u173	Yes!
ParlaMint-FR_2020-07-27-E1020.u174	The same applies to IPR-A.
ParlaMint-FR_2020-07-27-E1020.u175	She's doing the government's job, finally!
ParlaMint-FR_2020-07-27-E1020.u176	Again – and that is why we need calm debates – there is only pain: pain of couples whose LDC procedures have sometimes failed, pain of women who have not been able to complete their pregnancy...
ParlaMint-FR_2020-07-27-E1020.u177	Exactly!
ParlaMint-FR_2020-07-27-E1020.u178	... but beyond this pain, we must ask ourselves whether individual cases can prevail over a societal issue. I do not believe that in this respect we can go so far; I do not believe that the House can adopt a prior sorting of embryos. That is why, humbly, in accordance with my personal ethical imperative, I will not be able to vote for the IPR-A. My third point is the pride of being part of a majority that respects an essential commitment, a majority that, tomorrow, will allow thousands of women to start a family...
ParlaMint-FR_2020-07-27-E1020.u179	But at what cost?
ParlaMint-FR_2020-07-27-E1020.u180	... whether they are married or unmarried, heterosexual or homosexual – for we know that in the end, the French will retain from this text its advances in LDCs for all. It is a pride to support this text within the working republic group and the majority, and it is a pride to keep to a timetable. It's time! Women are waiting! They will not be able to endure our procrastination any longer, nor will they be able to endure the painful words which, unfortunately, sometimes come from this House.
ParlaMint-FR_2020-07-27-E1020.u181	Are you going to fight GPA?
ParlaMint-FR_2020-07-27-E1020.u182	To all these women, I say we're ready...
ParlaMint-FR_2020-07-27-E1020.u183	Don't we talk about filiation?
ParlaMint-FR_2020-07-27-E1020.u184	[[Applause on the benches of the LaREM group and on several benches of the MODEM group. – Mrs Sonia Krimi also applauds]] ...and that we will vote with pride this week, the LDC for all.
ParlaMint-FR_2020-07-27-E1020.u185	MODEM has lost its Christian-Democratic roots!
ParlaMint-FR_2020-07-27-E1020.u186	Mr Maxime Minot has the floor.
ParlaMint-FR_2020-07-27-E1020.u187	Throughout its history, our country has experienced an incredible evolution in the rights and freedoms of every individual, at the cost of often difficult struggles. And what about women's rights, at the cost of perhaps even more challenging and frantic fighting? While they were crushed by patriarchal power and their inferiority was institutionalized by the Civil Code of 1804, their place and status changed, in a constantly changing world, and slowly pushed legislation to grant them new rights. It was not until 1944 that women were able to express themselves in the ballot box, in 1965 that they were able to practise a profession without the permission of their husbands, and in 1970 that they finally shared parental authority. At each of these moments – as with all the others, moreover – there has been talk of dealing with a social difficulty with courage and responsibility, at a specific moment in our history. This was the case in 1975 during the particularly long and passionate discussions devoted to the voluntary termination of pregnancy, which led to the Veil law. The discussions were not easy at the time, nor will they be so today, particularly regarding the extension of medically assisted reproduction to all women. I am aware that you will be asked for the same courage and responsibility as in 1975, because the objective is identical to that expressed at the time by Simone Veil: "to put an end to a situation of disorder and injustice and to bring a measured and humane solution to one of the most difficult problems of our time". The passion that enlivens me does not make me forget the other major advances contained in the bioethics bill, which are aimed, among other things, at combating discrimination. I am thinking in particular of my amendment, identical to that of Hervé Saulignac, adopted in Article 7a, which aims to avoid the exclusion of blood donors because of their sexual orientation.
ParlaMint-FR_2020-07-27-E1020.u188	All right!
ParlaMint-FR_2020-07-27-E1020.u189	I am also thinking of the opening of the reception of oocytes for others and the pre-implantation diagnosis with search for anuploidies, the extension of the neonatal diagnosis or the new regime of the cross donation of organs. If I have chosen to support the extension of the LDC to all women, with humility, sincerity and conviction, it is because I am certain that beyond the stigma caused by the false debates, despite threats, insults and attacks, there is a question of the trust that we place so naturally on women to determine the right time to give life. This confidence should, in my view, suffice to rule out doubts, questioning and fears. Some of you will not be in favour of it out of conscience; Others will hesitate, fully aware of the legitimate desire of so many women to start a family, recognizing their distress to seek solutions elsewhere or to face practical and legal constraints. It is not because this debate arouses passions and controversies, and it raises natural questions, that we must coldly refuse to provide a thoughtful answer in accordance with the demands of our time. At this very moment, I do not wonder whether I belong to the opposition or to the majority – because yes, we can be on the right and in favour of this bill! I express a deep conviction that to refuse to extend the LDC to all women is not to condemn the family, but rather to respond to the challenges posed by its evolution. To extend the LDC to all women is not to promote selfishness, as I have heard, is to allow all women to be born and raise children. Who can deny this legitimate right without creating injustice? To accept the extension of the LDC to all women is to grant the right with reality, without claiming infallibility. Victor Hugo said: "It is difficult to compose the happiness of the man with the suffering of the woman. I would add that it is difficult to compose the happiness of a society with the suffering of its compatriots. [[Applause on the benches of the LaREM and MODEM groups, as well as on several benches of the SOC, GDR, FI and EDS groups]] In this bioethics debate, including the opening up of the LDC to all women, who have so many fundamental values and conflicting reasons, remember that it is a matter of opening up, by law, a right to life and to the family. For it is life that summons us today, and not just history!
ParlaMint-FR_2020-07-27-E1020.u190	Bravo!
ParlaMint-FR_2020-07-27-E1020.u191	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2020-07-27-E1020.u192	As has been perfectly explained by previous speakers, particularly my colleague Michèle de Vaucouleurs, this text has broad societal aspects. For my part, I see many major scientific advances that will allow for a more precise, safe and ambitious exercise of anticipation medicine. We have thus advanced on many subjects: the extension of the cross donation of organs to four pairs of donors and recipients; the collection of haematopoietic stem cells from a minor or adult child for the benefit of his or her parents; examination of the genetic characteristics of a deceased person; consent to the examination of genetic characteristics; the differentiation of legal authorisation regimes for embryos and embryonic stem cells, or the limits for the conservation of embryos. The revision of bioethics laws is an extremely complex process, as it affects the deepest of human identity. We must lay down rules that reflect our society and our time, concerning scientific progress that sometimes exceeds us and which must be humbly recognized that it is difficult to measure all the consequences for tomorrow. It is therefore quite natural that the debates that feed our reflections go beyond the usual divisions: they refer us, in many cases, to our intimate conviction, as they solicit our individual consciences and our personal stories. A number of very sensitive topics have been the subject of special reflection. In the MODEM Group, we have ensured that the most secure legal framework is provided. It seems to us that, in this way, this text will bring real benefit to our fellow citizens, as well as to French medicine and research. First of all, I am thinking of the controversial issue of the creation of chemeric embryos in basic research. Let us not be hypocritical, and let us look at the current situation: it is an existing practice that is not framed.
ParlaMint-FR_2020-07-27-E1020.u193	Is that an argument to sustain her?
ParlaMint-FR_2020-07-27-E1020.u194	Let us therefore take our responsibilities, by establishing a legal and very secure framework. [[Exclaims on the benches of the LR group]] Similarly, with regard to the extension to 21 days of the possibility of carrying out research on supernumerary embryos, we preferred to go back to the 14-day device, because it is more secure. The issue of diagnosis, neonatal and preimplantation, is crucial for the MODEM group. We remain committed to ensuring that research focuses exclusively on abnormalities that are responsible for conditions that may be the subject of prevention or care measures. I do not see in the name of what we would do without what is an important step forward for medicine. It is well known that the early management of conditions is a very important condition of their treatment. In the case of IPR-A, an experiment is proposed for three years; It will focus on the numeration of autosomes, and on them alone, i.e. chromosomes to the exclusion of sex chromosomes, in order to avoid any risk of discriminatory drift. While we have been pioneers in in vitro fertilization – IVF – the current high failure rate in France must lead us to mobilize all available forces to reverse this trend. This is a crucial issue in terms of the combatant's journey of an IVF for a woman and a couple, as well as the physical suffering and psychological ravages caused by failures. We would also like to welcome the removal of the selection criterion based on homosexuality in blood donation. If the measure adopted by the Special Committee is confirmed in a public meeting, it will be the end of absurd discrimination and the end of a symbolic fight for justice.
ParlaMint-FR_2020-07-27-E1020.u195	All right!
ParlaMint-FR_2020-07-27-E1020.u196	As we can see, this text contains major progress, which should be welcomed. I also believe that our debates, which have been followed very closely outside this House, have enabled our citizens to take ownership of these issues through outreach work. That they take on themselves these ethical and scientific issues seems to me the best way to counter the false information and false words that can be heard regularly. [[Applause on the benches of the MODEM and EDS groups, as well as on several benches of the LaREM group]] We are fortunate to have very great scientists in our country. It is our role to support them, our role to promote medical progress and our role, above all, to improve the daily lives of our citizens.
ParlaMint-FR_2020-07-27-E1020.u197	Mr Nicolas Meizonnet has the floor.
ParlaMint-FR_2020-07-27-E1020.u198	It's July 27. Because of the economic crisis, many of our compatriots have already lost their business, their jobs; Others live in uncertainty, in anguish. And in this climate of widespread concern, what are we going to discuss? Job? Buying power? Health? Security? Think! No, rather than addressing these unimportant issues, it is better to focus on what 1% of French people regard as a priority in these circumstances: the bioethics bill – your obsession. Your stubbornness and eagerness to move this bill forward once again demonstrate, if necessary, your total disconnection from the real concerns of our fellow citizens. Contrary to what some of you, ladies and gentlemen, and some of the people supported here and there by militant media, the so-called LDC for all obviously has nothing urgent – especially since all this struggles to reach consensus and is not likely to appease minds in an increasingly divided society. The philosophical, moral, existential issues raised by this bill would, I believe, have deserved more time to think about it, along a different schedule. We agree that beyond scientific progress, it is a whole question of ethics that arises for us. Science, for its part, is devoid of all morals: it is at the service of man, who is capable of the worst as well as the best. What we are going to decide here today will determine tomorrow's society. That is why I have the firm conviction that these subjects must be approached with the humility and the necessary precautions, not with the arrogance of those who would like to think of themselves as God. By opening the LDC to women alone and to women's couples, we are taking the risk of fundamentally disrupting not only the very principle of "French" reproductive health assistance, but also the rights of the child as defined by the International Convention on the Rights of the Child. There is also, of course, the question of filiation. With the authorization of the ROPA method, which offers the possibility of an inseminated oocyte donation within a lesbian couple – a form of GPA, therefore – one can legitimately worry about the complete destruction of relationships of kinship, based so far on birth, which anchors human reproduction in nature. The notions of father and mother will become meaningless words, legal fictions. ROPA, which challenges the fundamental principle of anonymity of the donation, is the antechamber of the GPA. If the text before us today is adopted, it will inevitably lead to a breach of equality with men's homosexual couples, a breach of equality that will have to be redressed in the name of the alleged fight against discrimination and the right to the child, affirmed to the detriment of the child's right. Thus, the GPA will be included in the next bioethics bill! Slowly but surely, I feel, colleagues, that we are moving towards the "best of the worlds" as described by Huxley. Individual desires of a consumeristic nature take precedence. The child produced by the technique is one of them. Since science allows, only those who promote access to the child for all will be placed in the camp of good, the others in the camp of reactionaries – at best. The special commission also endorsed the principle of the creation of transgenic embryos and that of the creation of animal-human chimeras. A research protocol conducted on a human embryo may now be authorised, as if it were on a vulgar mouse. On the other hand, the creation of chimera by inserting human stem cells into an animal embryo for the purpose of transfer to the female was authorized by the special commission. Honestly, it's cold in the back! Finally, concerning the IPR-A, which allows the selection of embryos in vitro in order to eliminate – let's say – children with disabilities, I would like to recall the warning of Agnes Buzyn, then Minister of Solidarity and Health, against the eugenic drifts of such a measure. In spite of this, a few months later, you serve it again!
ParlaMint-FR_2020-07-27-E1020.u199	What a caricature!
ParlaMint-FR_2020-07-27-E1020.u200	In conclusion, this text seems to me to have ethics only the name. It respects no biological reality, it destroys filiation, it weighs heavy questions about the best interests of the child, all in order to respond to some individual and categorical desires, in the name of a progress that has gone mad, of a science without conscience.
ParlaMint-FR_2020-07-27-E1020.u201	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2020-07-27-E1020.u202	[["So what? »on several benches of the LaREM group]] So it's not a nightmare. The second reading of the bioethics bill begins today, the last week of July, in the middle of the summer. The very new Prime Minister, Jean Castex, has himself decided, as soon as he takes office, to extend the parliamentary session for this purpose.
ParlaMint-FR_2020-07-27-E1020.u203	Not to mention the text in his policy statement!
ParlaMint-FR_2020-07-27-E1020.u204	Curious decision, especially since the Senate, for electoral reasons, will not sit in September. There was therefore no urgency to examine this text in a more than sparsely populated Chamber,...
ParlaMint-FR_2020-07-27-E1020.u205	Deserted, yes!
ParlaMint-FR_2020-07-27-E1020.u206	...the benches of the majority being even almost deserted at the beginning of the session,...
ParlaMint-FR_2020-07-27-E1020.u207	No, we're here!
ParlaMint-FR_2020-07-27-E1020.u208	... when the French, at least those who can leave, are more concerned about their holidays than discussions at the Palais-Bourbon.
ParlaMint-FR_2020-07-27-E1020.u209	They don't listen to you, and they're right!
ParlaMint-FR_2020-07-27-E1020.u210	Curious decision when the Prime Minister, always he, claims that his first concern is the crisis, with its health and economic stakes. In this regard, he joins the French: according to a survey published on 15 June by the FIFG, the French Institute of Public Opinion, 71% of them consider that this bill should be suspended or even withdrawn, in order to give priority to the management of the consequences of the crisis of the coronavirus. But it's so much easier to give in to pension reform and go after the families, the little ones of us: the children, the children you want to deprive of a father! Scandal decision, when we look at the conditions for examining the text: as at first reading, it is the scheduled legislative time that has been chosen. This procedure allows for a drastic limitation of the length of the debates. You must be very unsure of your fact to try by all means to restrain, to control, to obstruct speech.
ParlaMint-FR_2020-07-27-E1020.u211	No, we're just tired of it.
ParlaMint-FR_2020-07-27-E1020.u212	The non-attached Members will be given 30 minutes, I say 30 minutes, free of charge, to defend their beliefs on bioethics. That is to say nothing at all: as far as I am concerned, it is less than eight seconds per amendment tabled! However, the majority of the Republic on the move will have the front to explain, once again, that it wants a calm and peaceful debate... In essence, the decision to impose this alleged campaign commitment as soon as possible is not surprising; because, in the end, Emmanuel Macron will have failed all his promises. What can he claim in 600 days, when the balance sheet time has come? A dark economy: France is part of the European Union's tail peloton, with GDP expected to fall by 10.6% in 2020. Repeated social crises: yellow vests, pension reform pitifully pushed back after putting our country on its knees, health workers exsangued, law enforcement forces at the edge of the explosion, and I pass it. With this bioethics bill, Emmanuel Macron finally holds the opportunity to satisfy his side. At what cost? The future of our children. I said it, I'll keep directing it: these children, you're about to give birth to them without a father. May one of you dare to tell us that a child does not need a father – let him dare!
ParlaMint-FR_2020-07-27-E1020.u213	That's right.
ParlaMint-FR_2020-07-27-E1020.u214	But it is true that you dare everything: the baby medicine, the transgenic embryo, animal-human chimeras,...
ParlaMint-FR_2020-07-27-E1020.u215	Yes! It's The Best of the Worlds!
ParlaMint-FR_2020-07-27-E1020.u216	...the absence of the spouse's consent to the donation of gametes, the extension of the pre-implantation diagnosis to non-heritable diseases, the elimination of the multidisciplinary team to prepare couples for the LDC.
ParlaMint-FR_2020-07-27-E1020.u217	Defend the families, Secretary of State!
ParlaMint-FR_2020-07-27-E1020.u218	Yes, you dare! Moreover, you lie: you swore, with your hand on your heart, that you would oppose the GPA. That's not true! Your new text opens the door by providing for an almost automatic civil registration of the birth certificate of a child born by GPA designating a parent of intention. How will you prevent a couple of men tomorrow from having children, in the name of your sacrosanct equality, by praising a woman's belly, when you allow a couple of women today to procreate? All your denials won't change anything. You demand parity, except for filiation. You demand equality, except for children, some of whom will know their father and others, because of you, will not know him. You who invoke the precautionary principle all the time, you forget it when it comes to children, our children! I wish I had been able to speak to Mr. Keeper of the Seals: he likes challenges; Will he defend these children who, in twenty years' time, will attack the French state for deliberately depriving them of a father?
ParlaMint-FR_2020-07-27-E1020.u219	Oh, no! It's going too far!
ParlaMint-FR_2020-07-27-E1020.u220	She's right!
ParlaMint-FR_2020-07-27-E1020.u221	[[Applause among non-attached Members and on certain benches in the LR Group]] This bioethics law will be your only record, and it will be your shame.
ParlaMint-FR_2020-07-27-E1020.u222	The general discussion is closed. The next speaker is the Secretary of State for Children and Families.
ParlaMint-FR_2020-07-27-E1020.u223	[[Approval on the benches of the LR group]] For a very expected answer!
ParlaMint-FR_2020-07-27-E1020.u224	[[Long exclamations on the benches of the LR group]] Before replying briefly to the speakers – as the discussion of the amendments will give us the opportunity to revisit a number of the substantive issues that you have addressed –,...
ParlaMint-FR_2020-07-27-E1020.u225	We've asked a lot of questions!
ParlaMint-FR_2020-07-27-E1020.u226	And we're not in a hurry!
ParlaMint-FR_2020-07-27-E1020.u227	Call the rules!
ParlaMint-FR_2020-07-27-E1020.u228	Please, ladies and gentlemen, let the Secretary of State complete his speech!
ParlaMint-FR_2020-07-27-E1020.u229	[[Applause on several benches of the LaREM and MODEM groups, as well as on some benches of the LR group]] ...I would like, if I may, to have a thought for Raphaël Gérard, today convalescent. During the first reading, he animated the debates with passion and conviction, a conviction sometimes opposed to yours, but respectable. We wish him a speedy recovery. Secondly, we do not seem to have the same idea of secrecy or even democracy.
ParlaMint-FR_2020-07-27-E1020.u230	We certainly don't have the same conception of the family!
ParlaMint-FR_2020-07-27-E1020.u231	Four reports have been devoted to the subject that concerns us: that of the Council of State, that of the general states of bioethics, that of OPECST and that of the information mission. This bill was introduced in July 2019: in the Assembly, it has been the subject of two weeks of hearings, which most of you have attended,...
ParlaMint-FR_2020-07-27-E1020.u232	The choice of auditionees was somewhat biased...
ParlaMint-FR_2020-07-27-E1020.u233	... and four weeks of examination at first reading; The Senate, in turn, examined it in December and January for two weeks.
ParlaMint-FR_2020-07-27-E1020.u234	So what?
ParlaMint-FR_2020-07-27-E1020.u235	In the meantime, there has been a health crisis!
ParlaMint-FR_2020-07-27-E1020.u236	He returned to the Assembly for a second reading, first in committee in June, then in session, where more than twenty-five hours of debate are scheduled.
ParlaMint-FR_2020-07-27-E1020.u237	That's half as much as on first reading!
ParlaMint-FR_2020-07-27-E1020.u238	That's not enough!
ParlaMint-FR_2020-07-27-E1020.u239	[[Long protests on the benches of the LR group]] All opinions have therefore been able and will still be able to express themselves in full transparency. Point of catimini, point of secrecy: this text will be discussed as appropriate. Some of you have reminded us that it is July 27. I don't know if it's the French who are on vacation, or you who are looking forward to not being on holiday yet.
ParlaMint-FR_2020-07-27-E1020.u240	Please, ladies and gentlemen! Let's hear the Secretary of State!
ParlaMint-FR_2020-07-27-E1020.u241	Indeed, in July, many French people are working!
ParlaMint-FR_2020-07-27-E1020.u242	So far, the debates have been calm, soothed...
ParlaMint-FR_2020-07-27-E1020.u243	And without provocation!
ParlaMint-FR_2020-07-27-E1020.u244	...and without any provocation. Mr. Brindeau, you are a young Member of Parliament:...
ParlaMint-FR_2020-07-27-E1020.u245	He has already sat in the Chamber in the past!
ParlaMint-FR_2020-07-27-E1020.u246	...I understand your impatience better than that of Mr Breton or Mr Hetzel. But many texts were adopted in July. It is not surprising that the same applies to this bioethics bill.
ParlaMint-FR_2020-07-27-E1020.u247	Is that the government's priority?
ParlaMint-FR_2020-07-27-E1020.u248	Ladies and gentlemen, please!
ParlaMint-FR_2020-07-27-E1020.u249	Finally, you object to the fact that a number of provisions adopted in the Senate were rejected in the examination of the text in a special committee.
ParlaMint-FR_2020-07-27-E1020.u250	All wiped away with a back of your hand!
ParlaMint-FR_2020-07-27-E1020.u251	And worse!
ParlaMint-FR_2020-07-27-E1020.u252	No consensus search!
ParlaMint-FR_2020-07-27-E1020.u253	Like the Government and the majority, you are following the parliamentary procedure; admit that this is only a procedure that can no longer be classic.
ParlaMint-FR_2020-07-27-E1020.u254	On a bill that is not!
ParlaMint-FR_2020-07-27-E1020.u255	Before coming to the discussion of the articles, I would have wanted to tell Mrs Obono: this majority will keep the promise of the President of the Republic...
ParlaMint-FR_2020-07-27-E1020.u256	Or what's left of it!
ParlaMint-FR_2020-07-27-E1020.u257	... by adopting this text of revision of bioethics laws, which offers in particular to women alone...
ParlaMint-FR_2020-07-27-E1020.u258	Can you imagine what it'll do for single women?
ParlaMint-FR_2020-07-27-E1020.u259	[[Applause on the benches of the LaREM and MODEM groups]] ... and women in couples the possibility of resorting to the LDC in our country. This is expected by many families, by many children.
ParlaMint-FR_2020-07-27-E1020.u260	He didn't answer the questions!
ParlaMint-FR_2020-07-27-E1020.u261	Mr Patrick Hetzel has the floor for a point of order.
