ParlaMint-NO_2004-05-13.ana.ud1171e58	The representative of Øystein Hedstrom will make a private proposal.
ParlaMint-NO_2004-05-13.ana.ud1171e954	The setting is a compromise that greatly improves the government's proposed predatory policy in almost all areas. It is true that today's major predatory policy, with which people and animals must live, is not the policy that anyone might have to believe in in a minority. Therefore, it has been important for the Workers' Party to have the most possible impact on what is agreed. We assume that the government and government follow the intention, comments and decisions of the majority. We have now experienced and have experience in an ongoing struggle for interpretation and replay of today's predatory policy in the practical everyday life. A two-part goal of caring for a viable strain of predators, while the field is to be used by people and fairy for various purposes, is quite demanding. There is a clear conflict here today. If the conflict should be kept as small as possible, do not force on the destination of the predators to be larger than required. There has also been a strong improvement here. The wolf is a special challenge in a country like Norway, where the field is used differently from our neighbouring country. Norway now assumes a responsibility for having its own wolf tribe. It supports the Workers' Party. I still believe, regardless of the interpretation of the Berne Convention, that there is a basis for Norway to enter into negotiations in the future on the joint international management of a genetically common wolf tribe, which we have in the north. When a statement in the setting that the border group cannot be added to Norwegian targets does not mean that we must end up with more than three annual juveniles, which are the target population at least over a certain period of time. If we are to have respect for the predatory policy that we are adopting today and for the administration, we must now facilitate the rapid and effective extraction of pests. One must, unlike today, give quick cutting-offs on the wolf, except for the management areas, which are guilty of damage. For what has happened until now is that so-called striped animals have been allowed to roam in sheep flocks etc. It is necessary to bet on the prevention of damage as far as possible. But it has proved very difficult. Obviously, we should not have an exaggerated expectation of what the result would be. However, a system in which the administrative regions have their own pot for distribution to the municipalities will require local authorities, with the good intentions they have, to do what can be done to find their own preventive measures, as long as one above the Ministry of the Environment’s budget allows money to do so. This agreement provides for a much better regional breakdown. Three counties now stand as separate regions. What I think is good, because here's the challenge so big that it's necessary. It's important that we get regional predatory wildlife subjects, which are given important responsibilities, such as the quota for substituting damage management for all species, the quota area for gaupe and the quota area for the hunting of yaws, bears and wolves. When importing business organisations and other relevant organisations, this is a good basis for conflict mitigation. When selecting and setting up the county council, while the department is doing the final stunning, one must assume that the Ministry of the Environment establishes a practice of following the setting if there are no special reasons for doing anything else. The system, as it is now for file monitoring, will also be conflict-absorbing. Local knowledge shall be used, local mountain surveillance, mountain services in Northern Norway and nature conservation. Regional wildlife must have an important role to play here. It is also worth stressing a comment from a joint committee that there must be restrictive management and rapid harvesting of predators when they enter the wild areas and cause damage.
ParlaMint-NO_2004-05-13.ana.ud1171e977	The following speakers shall have a speaking time of up to 3 minutes. The President notes that we must have a good debate, because 24 speakers have signed up on the list of speakers.
ParlaMint-NO_2004-05-13.ana.ud1171e982	The treatment of the predatory message has resulted in a broad commitment, and committee members and other policy makers have been given a lack of information with a great deal of tension. The exposure of many parties and interests includes: are related to the number of predators we are going to have, reliable registration of predators, surveillance, preventive measures and the design of a precise compensation scheme. I would like to thank the many people who have taken contact. We have also experienced being asked for tuna, where we have gained insight into the many challenges the owners of the grazing animals have, both on a weekday and a weekend basis. We have taken care of the information we have received from the livestock owners. Otherwise, we would have done a big wrong. At the same time, we have a responsibility to facilitate the possession of predators in accordance with international agreements and conventions. The two-part objective that the management of predators should take into account the desire to have living communities and active activities shall be an overriding objective. That includes, inter alia: that rapid removal of pests can be carried out as a necessary and effective preventive measure to reduce the loss of grazing animals. Losses of grazing animals due to predatory measures are experienced as hurt and painful both human and economic. I hope it is clear that we have confidence in the many farmers who do a faithful service as animal keepers, and who at the same time help to maintain both pastures, cultural landscapes and seater volleys. Many livestock keepers have been eightfold for the changes in the compensation scheme. They've known on a raging eight that missing financial compensation for the loss of grazing animals would come to the top of the burden of loss of animals. I am pleased to stress that the current compensation scheme should be maintained unchanged and unabated until the Storting can deal with the matter of how a future compensation scheme should be designed. In time, predatory policies must be practised to ensure good contact and trust between the owners of the grazing animals and the administrative bodies. Preventing the loss of grazing animals is a central element of the setting. As a result, budget resources shall be assigned to a separate line item to be administered by the regional authorities. These funds may again be made available by the municipalities. This shows that we have confidence that local and regional authorities who know the local needs are capable of taking increased responsibilities and managing money to implement measures to reduce the loss of grazing animals.
ParlaMint-NO_2004-05-13.ana.ud1171e997	Robbery policy is about so much more than just predators. For many it is their livelihood, their love for nature. For sheep farmers, beekeepers and others engaged in similar activities, predators have become part of the daily uncertainty. Will you take the sheep, the wolf take the reindeer or the bear rage the hives? This is an uncertainty that politicians must take seriously, and that is what we are now trying to do through this broad agreement, which not only preserves business but also the fact that predators are and must be part of Norwegian nature and animal life. We believe that it must be possible to think about both of these at once. That's why a two-part objective is important to us, that we say yes to both agriculture and predators in the same area. Because of good arrangements we adopt today, this will be possible to continue. What is perhaps the most difficult in this matter is all the interpersonal aspects that have emerged, from the time the communication was submitted and until today. It is clear that we shall take seriously that a mother will not send her children on a mushroom trip, or that a nursery cannot use the forest to pick berries in fear of meeting the wolf. It helps little with all the world's good figures that the wolf rarely attacks people, when young children, parents and grandparents feel fear and fear. We've now tried to stamp this out. We're expanding the area where the wolf can travel, and we're applying a more efficient pest killing system. The exposure to this matter has been enormous. It's great to see that so many people engage in a matter they believe in and will fight for. As politicians, we've listened to and discussed all the recordings we've got, and we've been trying to find solutions that unite rather than split. We only got to that because a broad majority of the Storting went together to find the best solutions in one otherwise very difficult case. From now on, we are committed to a greater local involvement in the predatory game policy and a better compensation scheme for those municipalities that are particularly hard hit in this field. The Norwegian pop group Hellbillies sings: ‘Read that the wolf can settle in HolIt gets the ‘kji wolf allowed to do in Ål and Gol.But kiss they might think that the wolf could see in the loin here the municipality border goes’ Some people have chosen to joke about this agreement that is being treated today, because the wolf cannot see where the zone is going. To that it is to say that for those that apply, this frame is serious and no joke. That's why it's so important for the Workers' Party to be part of this broad agreement.
ParlaMint-NO_2004-05-13.ana.ud1171e1021	After several months and weeks of towing, debates and difficult negotiations, the Stortinget will today define predatory policies in the years to come. Although much was also good in the Government's proposal, not least that it opens up licensing and quota hunting once the stock targets are reached, I will not hide that I have disagreed with the Government's proposals on several points. From my point of view, it would have been best if we did not have a breeding wolf in Norway. It is not reasonable to claim that the wolf is a endangered animal species. In any case, we would still get a lot of wolf over from Sweden, which has decided to increase its population to 200 animals. However, there has never been any possibility of having a majority in favour of the Stortinget. In a case like this, where divisions and disagreements in the matter characterize most parties, one must choose a form of work that does not do the best for the good enemy. If you hold to your primary position of ‘the bitter end’, you only get to play yourself beyond the side line. For me, it has therefore been important to take an active part in the political processes up to today's debate in order to try to influence what is going to be the end result, in order to ensure a result that, after all, is to live with. There are several things to rejoice about: the government did not get through for its proposal to the wolf zone. Instead, the wolf zone is extended so that the load associated with the presence of the wolf is divided into several. This means that the wolf can establish itself, for example. in Nordmarka. I think that's good. Central politicians in Oslo have also said that they would like to welcome the wolf. A stocking target is set for the number of family groups of wolves on wood. The government proposed ‘some family groups’ without any clearly defined limitation upwards. This could at least be misused quickly by the bureaucracy of predator management. While the Government proposed that the Directorate for Nature Management should be responsible for the wolf, the agreement states that the wolf should also be managed regionally. This is good. Furthermore, there is a clear obligation to investigate a legal wording extending the right of emergency protection to attacks on dogs. This is good. Furthermore, compensation shall be granted to the landowner for lost hunting income where the wolf settles, in the form that the country enters and pays rent to the landowner for that area. This is also good. At all, there are several things here to enjoy that have gone in the right direction, and the final result shows that it is useful to influence. That's why I'm going to vote for the broad agreement that underlies today's debate, although it's still something I could think of differently.
ParlaMint-NO_2004-05-13.ana.ud1171e1032	One of the things I think is the basis for us having such a high level of conflict in the case of predators is what is about trust. I think today we have a formidable breach of trust between the administration and the local population. We have a responsibility to rectify that, and I am very pleased that the message states that you should now have more confidence and faith in those who live and live in those areas where you have predators. Time and again, I experience that people from the Directorate of Nature Management and people from the County Environmental Protection Department don't believe in the local population at all when they tell me about the challenges they have. We can't have it like that. We just can't have it like that, because the local population is essentially representing the truth and not the untrue. I think that if you push decisions over the heads of the local population, which are perceived to be grossly unreasonable, you're doomed to failure in the long term. It is condemned to fail in the long term if there is an unreasoning downside of the local population. Therefore, after this decision is taken here today at Stortinget, the administration must take control and realize that their most important task is to play with the people who have predatory problems, and not go around with a crooked smile and believe that they present falsehoods. There is at least a clear opinion I have, who have lived and lived in such areas for many years and met the core people who are occupied with both predators, of buffaloes and of having living settlements. Then we can't have a government with people who come from the city and act in such an arrogant way.
ParlaMint-NO_2004-05-13.ana.ud1171e1039	The President would point out that ‘stretching down the people’s heads’ may not be a parliamentary expression, but at least it underlined the opinion of the speaker.
ParlaMint-NO_2004-05-13.ana.ud1171e1042	In the Christian People's Party's group, this has been a tough but open and necessary debate. The result the Stortinget is invited to adopt now, is an extensive compromise, which many in our group who have been sceptical about it will stand behind. A premise for this connection is simply the following: the majority of the committee emphasises the need for a more effective killing of pests. Getting a more damage-based administration thinks I'm an important key to understanding the population. In the case of the compensation scheme, I understand that the present scheme is valid until further notice. The financing of compensation shall continue to go beyond the Ministry of the Environment's budget. This is important and basically right. It is the Ministry of the Environment that imposes obligations, etc. the agricultural industry and the reindeer industry to tolerate the burden on predators. That is why the Ministry of the Environment must also pay for that order. In this way, the cost of keeping predators is visible. I am pleased that the majority is asking for an extension of the emergency right. We'll get back to this after it's been distributed, as it says in the setting. But with a more open emergency right, we would have been able to avoid some of the conflicts that we have today. So leave it a signal to the work to be done in the future.
ParlaMint-NO_2004-05-13.ana.ud1171e1056	This debate has given rise to three issues which are particularly central. All three are recognized by the fact that it's about trust. It is about reducing the level of conflict. It is imperative to achieve overall political results, and it is also imperative to reduce the pressure on those who have the greatest burden and who will have to face the greatest burden. There is also reason to remember that people have a nuanced attitude to these issues. It is referred to the father of the 11-year-old from Våler who met the wolf the other day, and who says to the Evening Post: ‘I am for us to have predators in Norway.’ Yes, the youngest are perhaps the most nuanced. Anne Marie Blix, seventh grade from Elverum on a visit to Stortinget the other day, says that the wolf should not be killed until they have damaged or are at risk. As politicians, we really have a maritime responsibility to create broad solutions and not just to leave the political arena to shriek and shriek and what I would call political impotence. For the Workers' Party, it has therefore been important to bring about the changes that are now in this agreement, all of which are about building trust. The continued two-part objective is to build trust. That is, it should be possible to farm in predatory areas. Increased efforts on prevention, increased efforts on replacement and compensation are aimed at building trust and understanding. In order not to forget what I think must be a supporter of this agreement: the local involvement and the local administration that is now being outlined is the main step towards greater acceptance, understanding and trust in relation to the set of rules that are actually to be managed. The wolf management zone also deals in many ways with contributing to increased trust and building trust. It's distributing the load. These zones are not a signal to the wolves flying around. Neither the Swedish border nor the zones can be particularly suitable to give a signal to the wolf, but that is our hope, and there I think the representative Inge Ryan had a good point, that the administration must become aware of where the boundaries are going, and that one is aware of how the management zones are to be practised. There are these, which I will not call wolves, in the administration that are now sitting on important tools to implement predatory policies, which must be conscious of the policies and boundaries that are now being drawn. Also, the good plans you have in relation to the Robbery Centre in Trysil and the Centre in Kongsvinger are confidence building measures. This is a step in the important and correct direction. The key points of this debate are only at risk of contributing to more fear, less policy and, ultimately, less trust.
ParlaMint-NO_2004-05-13.ana.ud1171e1067	We have undertaken international obligations to take care of and increase the populations of the four large predators in Norwegian nature. But independently of the Berne Convention and other international agreements, I believe that we have a moral responsibility as politicians to ensure that predators are not eradicated. We have a management responsibility towards Norwegian nature that needs to be seen from a generation perspective. I also believe that it is totally unacceptable to shift responsibility to other countries, whether it is Russia, Sweden or Finland. If everyone had managed the predators as badly as we did in the 1900s, there wouldn't have been anything special again either of the wolf or bear in Russia, or for that matter tigers in India. Rich, industrialised countries cannot leave poor agricultural countries to manage predators alone. The wolves are not more dangerous to poor farmers in the Transylvanian Alps than to Bærum citizens. The fact that the centre party is against the wolf is not unexpected. But there are some paradoxes in this. It's paradoxical that the Center Party thinks it's a responsibility for Russian farmers to manage the wolf. It's a paradox that they're so passionate about global environmental protection issues, but when it comes to the local, they go against it. This is the third report from the Stortinget in a few years. The last time was the spring of 1997. I hope that the agreement that we are now getting will help to calm down around predator management. The agreement has become so good that there is reason to be optimistic in this regard. I'm optimistic about lowering the level of conflict. As it is today, it is too high. The attitude adds up to greater local participation, and I think that will help us reduce the level of conflict. But if we are to succeed in lowering the level of conflict, there must be agreement on the size of the populations. I am pleased that the Committee proposes that animal owners and other local actors be more directly involved in stock monitoring. I think it'll give an even better stock monitoring. I am also pleased that the Workers' Party has obtained a majority in order not to put a financial ceiling on the payments for prevention and compensation. The major community must take financial responsibility for its predatory policy. Regardless of the costs incurred each year, it cannot be the individual sheep farmer or the individual community that has to take financial responsibility. That's what the big community has to take. I have a great hope that today's report on predators, and the agreement that is now being concluded, is so good in character that it will bring peace around predatory policies in Norway for a long time to come.
ParlaMint-NO_2004-05-13.ana.ud1171e1083	There is no doubt that the temperature of the debate around the report of predators has been high, and I think in essence we shall be happy that in this room we can discuss the message in a civilised way without the corresponding temperature. The representative of Korsberg says he feels like a lonely wolf. I think the wolf can be happy for that! The wolf’s policy of progress is not much to rejoice about – for the wolf. But in Trondelag it is not the wolf that has created the most debate, but the other predators. Last spring I was on a study trip in Abruzzo, Italy, and then with my own eyes. how flocks of dogs went with the sheep and gave them protection from predators. In the bear area of Lierne, a farmer started to gow the sheep with dogs a few years ago. Many are the ones who have shook their heads over the dogs. But I'm glad that someone has actually taken the burden of going ahead, also here in Norway, because it has actually been a burden for the farmers who have participated in the project, among others. because of allegations that dogs have caused greater damage to herds nearby. I think dogs are a good example of how to prevent predator damage, and that illustrates the need for this to be reflected in the new compensation scheme. Back to the noise level in the debate: I have great respect for those who live and work in areas with a lot of predators. I admire those small users who endure, despite the fact that the government's agricultural policy – and through changing governments – has gone to force greater use and fewer farmers. I believe that much of the commitment to the predatory debate is derived from a much more general and fundamental frustration over the treatment of Norwegian-District Society and the treatment of Norwegian agriculture by the large community in particular. Although we are now concluding the predatory debate with a broad political settlement, which may hopefully lead to a time to the next round, we are in the near end of the more general debate on Norwegian agriculture and rural policy in the future. In my opinion, the debate on the rapprochement of rural policy instruments by the EEA Agreement and an emerging debate on Norwegian EU membership are far more crucial to whether it will continue to live and live in District Norway than if we now have three wolves and a few more of the other predators in Norwegian nature, where they naturally belong – as opposed to the European Union.
ParlaMint-NO_2004-05-13.ana.ud1171e1096	The debate on predators engages many and is ongoing. I'm not going to help extend this debate that much, but with my stand in District Norway and close to these problems, I'm going to come up with some considerations. I haven't heard of a single farmer or anyone living in the districts who wants to eradicate all predators, but they're asking that the populations become so that it's also possible to run livestock production in these districts, and that people don't have to live in fear of predators lurking around the houses, inside the kindergartens or in the schoolyards. Many have suffered great losses of grazing animals — they have been taken from predators. This concerns the loss of income and the loss of good animals that have been bred after extensive work. No compensation mechanism can compensate for all the loss suffered by users in such situations. I hear that someone thinks that users look too bad after their animals, but I will refute this. Farmers constantly care for their animals very well, but everyone must understand that it is not possible to care for several hundred grazing animals in large areas all the time. Where it is possible to maintain agricultural activities in predatory areas, predatory stock must be kept under control and it must be possible to react rapidly when predators cause damage to livestock. Therefore, there has to be more local control of this. This will undoubtedly be anti-conflict and trustworthy. I think population numbers are important, but it is also important to follow developments closely, so that population numbers are followed up in practice, and it is continuously assessed whether this works, and whether the extraction is large enough. Therefore, it is important that the Storting review the arrangements after a relatively short period of time and, if necessary, make adjustments. Let me say that I'm glad that this case didn't just become a wolf case, as it might look. In some areas, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you know, you This affects many districts in a very unfortunate way.
ParlaMint-NO_2004-05-13.ana.ud1171e1113	It is the responsibility of the whole country to take care of the predatory game, while ensuring a viable agriculture is the responsibility of the whole country. That's why, as I see it, a force for both predatory game and agriculture that a broad compromise has been reached, predatory. Anyway, I think it's tricking myself into thinking that the temperature in the predatory game debate is going to be completely normal with this compromise, but it helps well. What's very good is that we now get a better and more real local participation, and that Uppland becomes a separate administrative region. It is good that predators are held responsible for allowances, contingent damage and quota hunting. There is every reason to take note of what the majority of the committee says: ‘The majority therefore ask the Government to take action to ensure a better level of trust between public administration, community, land users and relevant organisations.’ I am very pleased that much of it a unanimous assembly in Uppland asked for changes to the Government's proposal, has been given room in the robberies settlement. But nevertheless, there are a few relationships that should be involved in the further follow-up by the Government. First, no one fully knows how many predators there are in this country. Knowledge of stock sizes is therefore important for the level of conflict. It is therefore very important that the research communities, together with local authorities and knowledge professionals, improve interaction and understanding. The second is the compensation scheme. Now the government is going to come back to Stortinget with a separate case about this, so until further notice, the existing compensation scheme will apply. However, it is important that the compensation scheme is not burdened with agricultural conversion and food and district resources available to municipalities, so that there is no new conflict. It is therefore important that prevention, conversion and replacement measures are the responsibility of the Ministry of the Environment alone. All in all, I think there is reason to say that it is not a bad day for Uppland.
ParlaMint-NO_2004-05-13.ana.ud1171e1137	As usual, the government is doing most of the right thing when it comes to environmental policy. Man’s natural environment is a valuable heritage that few would be apart. It also gives us a caretaker responsibility. The colorful diversity that explodes against us on our journeys and through the TV screen gives us a human dimension of our own. It also literally gives us a colorful community. Not least, our children's wide-open and feathered eyes in front of the TV screen are proof of this. Would we be this diversity besides? There are some, among others. The Center Party and the Advance Party, who claim we don't need the predators. It has been said in this debate: we do not need them! And if we say we don't need them, then of course we don't need the elephants in Africa, the big cats or the big monkeys. Of course, we cannot isolate Norway. We have a common management responsibility with the whole world. If we mean something about nature being important, we cannot separate those elements of nature that must at any time be contrary to human business interests. That there is a green party, the Centre Party – self-appointed green, even a green symbol in its logo – that conveys these thoughts, is more than remarkable. Humans use management criteria and need criteria that go beyond material. Yeah, that's actually what distinguishes us from animals, that we have need criteria that we define beyond material. That's the difference between us and the animals. So to the fear that, of course, has come to light correctly in this debate. It is not surprising that someone has to pay a higher price at any time than others, and it is up to us as politicians to protect those who have to pay the price, as best they can. The government has that, among other things. made by initially entering a wolf zone confined to the area east of Glomma. There was a plan I thought was right, not least because I have an original view of the wolf, which genetically might be in a different class than the other predators. After all, we have a domesticated wolf in every four homes, so I think it was a nice delimitation. But in the compromise that arose, we had to take that balance. Then I am happy to say that Oslo City Councillor has said that in Oslo the wolf is welcome, and then we also meet the debate that goes on that in Oslo, Bærum and Asker we know best what others have to do. Now we're going to take it care of ourselves. So in the end, the replacement piece becomes very important, and it needs to be in place to get the plan that the government has invited to adopt.
ParlaMint-NO_2004-05-13.ana.ud1171e1152	It's not the elephant, but naturally the wolf that has become a combat symbol in the robber's debates over the last few years. One party claims that the wolf does not represent any danger to humans. The other side says it has its explanation that the wolf has been eradicated in the last hundred years. Anyway, the last one was a prerequisite to be able to operate the kind of agriculture in the East that we know so well, and which was the whole foundation of the landscape I think most will remember, and still appreciate. The marine keys, which belong to a fire-old group, are recanting at the origin of the land plants, still clinging firmly to the few used pastures we have left in this area. Two of these plants are on the list of the Berne Convention. The wolf is part of biodiversity, but also a threat to our remaining pastures, if domestic animals are displaced for the benefit of the species. I share the opinion that the Norwegian wolf tribe is not threatened. It is part of the large northern European wolf family operating in Norway in the periphery of its core area. I wonder if it is right that the wolf should have all this attention, while at the same time we have a red list that is not up to date, and a species database that is not yet complete. There are species that have been identified to be eradicated without particular attention being paid. What about the mountain reefs, for which we as a mountain nation must have a special responsibility? The situation is precarious, but what do we afford by means to preserve it, in relation to the great predators? We cannot prevent the wolf from coming in from Sweden. The most important thing now must be to build trust among the local population who have wolves in their neighbourhood — a trust that is anchored in a credible administration. When the Storting determines a number for a species, it should be to be trusted. Local anchoring in the stock records must be a prerequisite. There may be uncertainty here when the majority refers to national stock targets as follows: ‘In the case of the wolf border groups, the majority consider that they need to be managed in cooperation with Sweden,...’» I agree with this, but then it ends with: ‘... and may not be added to a Norwegian target.’; The wolf along the border with Sweden uses areas far into Norwegian soil as its dining room. Many therefore feel that these wolves must be included in the national target for the species. I note that a majority in this Chamber also want wolf in my home municipality Enebakk. It's already there! It's a paradox that we want to have the wolf in our densely populated areas, when we know that the proper wolf thrives best without humans in its close surroundings.
ParlaMint-NO_2004-05-13.ana.ud1171e1177	Given the assumptions that are in this hall, we've got a very good setting. I'm not hiding that Hedmark Right has an annual meeting decision that is about to say no to the breeding wolf in Norway. We certainly believe that we will get wolves in buckets and buckets, I would have almost said, by the neighbourhood we have to Sweden, but at the same time I note that this is not the opinion of the large majority. Of course, I don't want to go against the broad agreement that we've been able to; I want to give credit to the commitment that has been here. I don't think we would have gotten this if it hadn't been for the strong commitment of those who are often called a little contemptible lobbyists. I don't think we would have gotten this if we hadn't had a government council that had an open attitude towards the Stortinget, and I don't think we would have gotten it if we hadn't had a case rapporteur who had the ability to work together during the handling of the case in Stortinget. There have been many things that have been said today, many great words. A few batches – which should at least not have a short way to government offices – have been particularly important in their use of words. I just want to make it clear that if the policy of the Advance Party on agriculture, for example, at NOK 3.5 billion had been implemented, it would not have been necessary to discuss predatory policies in this country. Because then there would be no districts to live in at all. The Progress Party has the same credibility in regional and predator policy as the Swedish Defence Policy. They cut about the same amount. Apart from that, almost all parties have been in government in the last ten years where this policy has been pursued. So it turns out that no parties, even those who use very big words, are willing to put this matter very high on the agenda when they are in position themselves. There is no doubt that this has been a matter that has largely set up against land. Having the shoe on and where it is printed is much more uncomfortable than having it at a distance, and therefore I think it is not least psychologically good that Oslo and Akershus – Asker and Bærum – have joined the predatory zones, so that it can no longer be claimed that urban communities are pushing predatory policies on an unwilling rural population. I don't think one should ignore the fact that it can have the effect – for those of us who have stumbled with it – that when the first powder part of the Holmenkol lock is taken, the dimension of predatory policies will be different. I think we've now come into a situation where it can be real, but I'm not so sure if it's going to change on the broad majority we've now received.
ParlaMint-NO_2004-05-13.ana.ud1171e1188	In my three-minute post, I will focus on the wolf. I don't think history repeats itself, but I actually think it's possible to learn something from history. Based on the history of Norway, it's possible to mean something about wolves. History and church books can tell of unruly clashes between people and wolf flocks, even with tragic results. People in rural areas have seen good competition for the forest dining room. Elk calves are the wolf's delicacy, and our senses understood that the moose population was threatened. Sheep, cows, and horses grazing were often victims of hungry wolf flocks. This came into conflict with Norway’s main activity at the time, the agricultural industry. People learned the following: that wolves and people did not go together, and that wolves and domestic animals did not go together. That's why they took the consequences, and they wiped out the wolf. The agricultural industry does not have the same position in Norway today, but people and wolves are just as bad together today as in previous times. Wolves and livestock are just as bad together as in previous times. And then in this room there are references to predatory policies in other countries. You compare with tigers in India and with elephants in an undefined Africa. To say that it is alarming that one has managed to go through this predatory debate in Norway and does not understand that the reason why we have to have a different predatory policy is that we have a different pattern of settlement than the countries that this is about, and, secondly, that we are exploiting it in a completely different way than this is about. And if you haven't brought the elementary things, it's a question of whether we have an enlightened predator debate in this room. There are many in the countryside who today have good reason to feel that the Right and SV have embraced each other in predatory policies, that the Workers' Party has been the promoter, and that the Christian People's Party and the Left are involved. Those who are to bear the burden of having wolves around the walls of the house have not been heard. Information has not been missing. The majority know what they do when they choose not to take into account the experiences that people who actually live with wolves have. People have to cover their lives because of wolves. People get poorer quality of life because of wolves. The qualities that many people want when they choose to live in the village are put under pressure. Why should people be deprived of the opportunity to have the baby lying in a car outside the house? Why should people be afraid to let the kids go to school? Why should people be deprived of the nutritional basis? Why shouldn't people be able to pick berries and use forest resources without feeling fear? Why should wolves be given priority over the quality of life of the rural population? The setting from the large majority that is now holding each other together today does not give a response. There is no reason to believe that the debate on predators will cease after this debate in this Chamber.
ParlaMint-NO_2004-05-13.ana.ud1171e1207	In various ways, different representatives today have made it clear that nature is a threat to us humans. I tried to think through the situation we're in in Finnmark – and it's certainly true: when you live in Karasjok, you go out of the house, and it's under 50 degrees cold, it's clear that nature is a threat, because you can freeze to death when you're outside the house wall. Nevertheless, I have seen pictures of kids frying sausages at the head of the fire at minus 50 degrees. Two years ago, as I went up the Finnmark range, I suddenly experienced hitting a yerv on my way up the hill. Then I thought: That's why I'm Finnmarking, and that's why I'm proud to live in this county – because it's so different, and because you can meet nature as it is. That's why I could experience hitting two rags in my parents' garden. It has only happened once, and it would be absurd to claim that it was a dangerous experience. It was exotic. And I think that's something that makes me proud of being a Finn Marker, that the county is different, that it has a nature to live on, a fauna to live on. That's why I was proud that so many stood up in a rebellion against the Alta expansion because part of the flora was lost, because part of the fauna was threatened. What surprises me is that you can turn this whole debate upside down, as if it's not exactly man who's a threat to nature, and not nature to man. If there's something we see day by day, whether it's in the Amazon, in South Africa, in Southeast Asia, or for that matter in my own state, Finnland, then it's how human beings subdue new and new areas and explain what you're about to destroy, that it's nature that's a threat to us humans. It's a pointless claim. It is clear that it is equally pointless to claim that it is the wolf and the gupa that create problems for the reindeer operation in Finnmark. Everyone knows there's too much pure. We've been sleeping in relation to that problem for a number of years. We haven't done anything about it, and then you accept explanations from the industry itself instead of addressing the problem and solving it. It's not a grazing ground for so much pure. But the practitioners themselves explain that there's too much yerv, there's too much yerv, and there's roaming animals of wolf. The Minister for the Environment knows that this is not true, but he has therefore accepted it as an explanation to the Stortinget. And if there's something that's a strength relative to its own state, then it's that the mass mass does not agree with it. Of course there should be you guys in Finnmark, of course there should be gloat in Finnmark. It was supposed to be missing, too! And of course, one should say to mindless people that we should not accept that the animal should be removed just because it gets away with explanations from the industry. I think that more people should stand upright also in Hedmark in relation to their own attitudes among the population. This is largely about attitudes, about how we're going to meet nature in the future in a way that makes it sustainable, so that people don't overwhelm more nature and destroy more than what we've already destroyed.
ParlaMint-NO_2004-05-13.ana.ud1171e1217	There is no doubt from my point of view that the broad agreement that has been reached has gone in the right direction in very many areas, and that it is useful to influence with descriptions from reality. I think that's positive and uplifting. It is particularly good that the two-part objective has been put in place. But then it is important, as several others have said, that we must also be credible in terms of predatory policy. Of course you have to follow it up. One has a responsibility to take care of this both because one has international obligations and because, as others have said, it is a commitment that Norway should deal with, in any case. However, we also need to put in place an agricultural policy that allows small-scale farming in areas where landslides are essential. We also need to put in place a district policy that makes it possible to live on the outskirts. Several speakers have been involved in the mistrust that exists between parts of Utbant-Norway today and the center, and that is a very important issue. I think some people lack to take inward the feeling of being forgotten, of being overlooked, of being branded as something immature that has gone out on date, and that doesn't matter any more. It makes people very despairing and furious, and it also turns their backs on any obligations you might have to bear in common. We all have a great responsibility here. There have also been some people who have talked about how much damage it can do when the administration meets people with little respect, and I want to underline it. Now more local government is being provided, we get compensation schemes that take into account the chance of gambling that can be in such cases, and the costs of policy are to be borne by the Ministry of the Environment. This is good and an absolute improvement. Then there's a piece that I think the conciliators have to look at together in the future. In order to achieve the two-part objective, I think you also have to look further at the outback, which is hard to exploit. One has promised to look at the relationship around the loss of hunting rights – it has to be investigated. But you should also look at the ratio of the loss of grazing rights, because this can affect some of the very smallest uses, which can have many but small legs to stand on. It is the structure that many of us have been committed to preserving, both for agricultural policy reasons and for the sake of regional policy. And there's no doubt in my heart that many of these peasants are also the most pampered environmental protection.
