ParlaMint-NO_2004-12-09.ana.ud1490e91	The called alternate of the Troms County, Knut Werner Hansen, has taken the seat.
ParlaMint-NO_2004-12-09.ana.ud1490e1025	Norwegian business is doing well. The value of Norwegian exports is increasing. Industrial investment is gaining ground. Value creation per the population is among the highest in the world. Unemployment is falling and is low compared to most other European countries. At the same time, Norwegian employment rates are among the highest in the world. This is an important debate. After all, it is the total value creation in the country that determines the level of wealth and well-being in Norway. Without a business policy with a continuous focus on value creation, we will not be able to preserve and further develop today's welfare society. Despite a generally positive picture of the Norwegian economy, we have challenges both in the short and long term. Globalisation and internationalisation of the Norwegian economy must be an important premise for the formulation of industrial policy and should also be an important element of such a debate. Increased competition from low-cost countries in Eastern Europe and Asia puts particular pressure on labour-intensive production. At the same time, economic growth in these regions opens up new markets for Norwegian business. For example, trade with China increased by 124 pst. in the period 1998–2003, inter alia: in the case of industrial machinery, marine equipment, fish and seafood. It is important to remember that experience suggests that predictable framework conditions are important for the choice of country of localisation. In recent years, the government has provided major improvements to the framework conditions for Norwegian business. Extensive tax reliefs, including: The closure of the investment levy is an economic policy that has brought down the level of interest rates and provided a more adapted crown price, the introduction of the TaxFUNN, the reorganization of Innovation Norway to become more effective, and the simplification and organisation of business are important examples. Norway has unique opportunities, but it also faces crucial challenges. One main challenge is that a high-cost country such as Norway can only be competitive by working smarter. We need to build more knowledge, development and design into products and services so that we can compete on quality and productivity. Therefore, the budget of the Ministry of Industry and Trade for next year is tailor-made for these challenges. The government is boosting the investment in nutrition research through increased appropriations of 85 million in total. kr from the Ministry of Industry and Trade’s budget to the Norwegian Research Council, Norwegian Space Centre and research and development contracts. This will give more impetus to the funds allocated to research, in the form of new products, new services and jobs. The path from academic idea to commercial success will be easier. The government’s commitment to establishing new, nationwide seed funds is fundamental to providing access to risk capital to commercialise research results and other innovative ideas, which in turn will create new jobs in Norway in industries that also tolerate the Norwegian level of costs. Government rates on Innovation Norway. In the budget, there is increased focus on programmes for the profiling of travel, internationalisation, development of competences and networking. Among other things, we have proposed an increase in the funding for the Innovation Norway Travel Life Programme by 13 million. kr, and I'm glad that the committee and the Stortinget also seem to join this. The Government also wishes to highlight the importance of being able to use good Norwegian design in the marketing of Norwegian products. That is why we are increasing the allocation to design, inter alia. to place 2005 on the market as an official Norwegian design year. The government is also intensifying efforts at simplification. Enterprises shall spend more time on production and development and less time completing forms. We continue to expand AltInn, which is a common electronic reporting channel for the transmission of data from traders to public agencies. The Government will also contribute to increased order availability for Norwegian shipyards. It goes better along our coast. That is why we are also proposing in the 2005 state budget to introduce a separate building loan guarantee scheme for the shipbuilding industry with a framework of DKK 2.5 billion. Enterprise policy must be geared towards innovation and innovation. It is a good budget that is adopted in relation to continuing good economic development in the years to come in Norway in order to reduce unemployment.
ParlaMint-NO_2004-12-09.ana.ud1490e1059	It's going to be line change.
ParlaMint-NO_2004-12-09.ana.ud1490e1062	I've been to the KNUS conference, and I've been to the design conference. There was also the Council of State, and both places he said: I am most happy in the industries that do not need subsidies. I would like a clarification of what the Council of State means by that statement. That's the first one. Then the budget says that this year's objective is to establish the four new district-based seed funds. In his speech today, Mr Ryan said that he expects the regional seed funds to be launched in the new year. It's been almost a year since this was adopted in Stortinget. Is the Government following up on SV's expectations?
ParlaMint-NO_2004-12-09.ana.ud1490e1071	100 years ago Norway was one of the poorest countries in Europe. We have made Norway one of the best countries in the world through a deliberate policy. We have one of the lowest unemployment rates in Europe, and it's growth in the Norwegian economy. The Norwegian economy is growing by over 3 pst. in the current year. The reason we've got a robust welfare community is because we have a business that's going well and that pays taxes and taxes. That's the business we're going to live from – not the business that's going to live on subsidies and public support, but the business that's going to pay taxes and taxes and also finance our welfare community and create jobs. It is quite right that I have repeatedly, including at the conferences attended by the representative, stressed that in the future we will need the robust, resilient companies to ensure that Norway will be one of the best countries in the world in 10, 20 and 30 years' time.
ParlaMint-NO_2004-12-09.ana.ud1490e1083	In the wake of the fact that parts of shipping are now losing foothold in Norway, the Council of State has made some unfortunate statements to which an overall maritime environment through the Maritime Forum has been skeptical. First of all, he puts travel businesses on land up against the operations of the ferry companies in the north. Secondly, he withdraws profitability as a reason for terminating the net pay scheme. The fact is that these companies have been loyal to Norway. If they had previously flagged out, e.g. to Sweden and Denmark, they would have legal, shy net pay schemes, much better than those we practice in Norway. They would get a lower property tax and a tonnage tax mechanism that is far better than the one we practice here. What would have happened then is that we would have lost thousands of jobs on these ferries, and the competitive conditions would have been the same for the tourism industry. How does this relate? What is the Council of State's reasoning?
ParlaMint-NO_2004-12-09.ana.ud1490e1092	In the budget we are going through in cooperation with the Progress Party here today, the Government has proposed to improve the framework conditions for Norwegian shipping by reducing the level of taxes and charges for Norwegian shipping companies, in order to make them more competitive. We have also, in relation to the maritime industry in general, helped to reintroduce the building loan guarantee, as I mentioned in my main contribution, with DKK 2.5 billion, which ensures our shipyards along the coast. We are now going to look at the overall level of taxation to which the entire shipping industry has to deal. The Norwegian shipping industry is important. In the case of marine equipment, Norway exports maritime equipment for over 30 billion DKK per year, such as dynamic positioning, cranes and other equipment. In the case of net pay arrangements for the passenger crew on board ferries, we have chosen to transfer those resources to those subject to certification with a maritime background.
ParlaMint-NO_2004-12-09.ana.ud1490e1101	One year ago, in Stortinget, we adopted a seed scheme with four seed funds for underprivileged areas. This has also been mentioned by several representatives here today. We have recorded that in the year that has passed, something has gone wrong. It's been a bit back and forth. I have had the pleasure of having a good dialogue with the Council of State, but I would like him to confirm from the Spokesman's Chair that this is now on the verge, and that it is expected that this will come up relatively quickly in the New Year, and that he is in charge of the process ahead.
ParlaMint-NO_2004-12-09.ana.ud1490e1108	As I also said in my main post, I have great faith in seed resources, and that they will help commercialise both research results and other activities around the country at an early stage. The district-oriented seed funds were one of the first things I went in and looked at, and I took note that the conditions attached to these were not good enough to get them realized. Therefore, the Stortinget has on its table proposals from the Government to enter into an administrative grant. We are reducing the level of interest rates, which these district seed funds have to deal with, and we are also moving in heavier by the state in relation to the proportion that you have. We have done this in a good dialogue with SV as well, and I have good faith that we will get to this. We need to keep up with the conditions we have now set, and we rely on private actors to enter.
ParlaMint-NO_2004-12-09.ana.ud1490e1117	I want to go back a little bit to the Norwegian fishing industry, which is not just the Minister for Fisheries. Banks are reluctant to grant credit, both for the purchase of fish and, in particular, for investment, because of the situation in which parts of the Norwegian fishing industry are located. The guarantee system has been abolished and a new technology has not been put into operation. No later than Tuesday, Nordly had a statement saying, "Norway won't have the supermachine." ‘While competitors are using new Norwegian technology that can revolutionise fillet processing, Norwegian companies are weighing off.’ The head of Innovation Norway in Finnmark says in the same statement that he is "Save the machinery for the purchase of animals for hard-pressed fishing industries". And it continues: “It’s an expensive investment,” says Larsen, who admits that both Iceland and Canada can achieve results if the fileting machine is working properly.” “If the machine is successful, the competitors are in front of us,” he says. This means that Norway is losing both low-cost and willing to use new technologies. My question is: does the Minister of Industry see the need to do something to strengthen the competitiveness of the Norwegian fishing industry?
ParlaMint-NO_2004-12-09.ana.ud1490e1142	The Minister for Fisheries has on many occasions underlined the need to also have a fisheries policy that adds to migration, innovation and innovation. The examples to which the representative of Enoxsen refers also confirm that the market is asking for full-year fishing production. There is probably more restraint in relation to frozen products than before, and we also need to be willing to adapt the Norwegian fishing industry to the requirements of the markets. Here I believe that the instrument should be an active actor. A major problem has been that there has been overcapacity over time, and it cannot help the innovation apparatus to increase. It has to be adapted to actual conditions. In this context, we must also bear in mind that the fishing industry is a robust industry, which accounts for more than DKK 30 billion of the country's export income. It's not a subsidy industry. It is a surplus industry and an important industry for the districts.
ParlaMint-NO_2004-12-09.ana.ud1490e1151	In the Workers' Party's alternative budget, we proposed that Tromsø should also receive a nationwide seed fund, like the three other university cities proposed by the Government. Stavanger has also come in. The argument against the government parties was that Tromsø was covered by a district-oriented seed fund that might come. When we know the problems, especially in Finnmark, but also in a number of other municipalities in the north, shouldn't we have given priority to the regional seedlings to the underprivileged areas, as we have said, and set up our own nationwide fund for Tromsø, so that all our university cities had a nationwide fund?
ParlaMint-NO_2004-12-09.ana.ud1490e1158	The need for seed funds has been an important element of the debate on the budget of the Ministry of Industry and Trade for several years. The government has now proposed that there should be a seed fund of over DKK 1 billion for the university cities Trondheim, Bergen and Oslo, and we have added Stavanger on the initiative of the Progress Party. Should we not be glad that this is now being realized? The government states that, of course, some of the district - directed seedlings become. It's been decided by the Storting. The money is there, provided, of course, that it also comes in private who are willing to raise capital. It's not the state that has to pay all these seed funds. The Seed Funds are district-oriented, and also accessible to Tromsø and all of North Norway, which they are not for the other university cities. That is why we have said that this should be the starting point. I think making this into a debate about just where the seed funds haven't come, when they're really there, is a little bit peculiar and a little bit rusty.
ParlaMint-NO_2004-12-09.ana.ud1490e1167	The cord shift is over.
ParlaMint-NO_2004-12-09.ana.ud1490e1170	I have to fish for myself, as the representative Ryan has taken on board the general industrial policy and agricultural policy of the SV. But first, I would like to comment on the amendment of the Law on Natural Damage, since I am the case spokesman for both the budget chapter and the motion for a resolution, and because the Committee agrees that we are taking this debate in connection with this debate and not in Odelstinget. So the government gets multiple numbers together with the Progress Party for the proposal that storm damage to forests should be transferred from the state's natural damage regime to general insurance. I have to say that I perceive it so that the contracting parties believe that the Progress Party had no real choice in relation to the amendment of the law, because of the budget agreement. I don't get it, because this is an estimate of the budget, and here the government party should have given the Progress Party a little more space for action. Even less do I understand the ministry's handling of this matter, and I don't understand that the plurality has not been the least willing to listen to the forest industry and the company Skogbrand. That the Right Party, the Christian People's Party and the Advance Party will not feed anything well, we understood a few years ago. But that they put the finance industry, in this context the only insurance player on this market, Skogbrand, in such a squeeze, I don't understand. Why won't the majority of Stortinget listen to the clear message: It's impossible to set up a scheme from New Year's Eve! It can't be done, even if Skogbrand wants it. I am disappointed that the Department is supported by a number of speakers on this issue. But I think it's a little fascinating to see how this Right-dominated government is going on. In order to finance tax credits, they are constantly finding new burdens on business, such as changes in the Natural Damage Act. In the fisheries industry, we see this clearly: now, fishermen have to pay an inspection fee, without any new control measures being taken, without any improvement in control. The unemployment rate in my municipality is 7 pst. Bø lies in second place in Nordland. First comes Værøy. Then we'll find the Øksnes and the fourth place Flakstad. They are all four fishing municipalities, like the municipalities of Finnmark. Finnmark has the highest unemployment rate in the country, with 6 pst., where the municipalities of Hasvik, Vardø, Lebesby and Loppa top statistics, all with unemployment rates of over 10 pst. Liberalization has its price, and that price is the cost of coastal communities. This government offers fishing industries one thing: extra fees. The fisheries agreement has been terminated and the fishing budget has been reduced to a minimum. This government does not come up with anything that could stimulate positive nutrient development in fisheries. In the alternative budget, SV is committed to the fishing industry. We're funding our own idea of a value creation program for the fishing industry. We are using more nutrition measures in the fishing industry, such as lineage centres and guidance supplements. It may seem ridiculous to someone who does not know the fishing industry. But have been visiting some coastal communities, knowing how important a few million dollars for these measures are. We have reduced the fees to the fishing industry by a total of 75 million. NOK, plus 40 million. kr i total reduction in food charges. For SV, a resilient storage of resources is an absolute requirement. Disclosures of drafts, transhipments and various forms of illegal fishing have focused on environmental crime and financial crime in the fishing industry. But this government keeps passive. No more actions will be taken. One should figure out again. We want to take action against crime in the fishing industry. We're going to spend 100 million dollars. kr more on the Coast Guard to achieve full sailing capacity, and we finance 20 additional inspectors at the Directorate of Fisheries. The State budget is still an important instrument to stimulate the development of the fishing industry. In today's collapse, we see clear road choices. The government is supported by the Progress Party to apply new taxes to the industry, and we red-green offer the industry carrots for development and a completely necessary conversion of an industry that competes in a global market. Then we're going to have in mind that a lot of the fisheries policy is not decided in the state budget, but in other places. Debates on structure, eternal rights and different forms of quota purchases that look a little bit slick, we get to take different places. SV is eagerly waiting for the big news about marine value creation, which we really hope we'll be able to deal with before the collapse option in 2005.
ParlaMint-NO_2004-12-09.ana.ud1490e1196	Much is positive in Norwegian fisheries policy, but of course there are also many challenges – significant challenges, I would say. For my part, I have recently met fishermen both from the West and from Finnmark, and they give quite clear feedback, as fishermen like to do. They have been particularly concerned with one aspect: economic policy, perhaps surprisingly, as the political debate is very much about other instruments. They said that if the interest rate had not now stabilised on the low level that is now, many of the fish farms and fishermen would have been bankrupt. There have been tough times in some of the fisheries and fishing has failed. It happens from time to time in the fisheries, as we know. But that means that the government's policy of working at a stable low interest rate, a low dollar rate and a price development under control is not empty rhetoric, but rigid realities that mean much to employment in fisheries. It is therefore important that the economic policy of the Government be continued. In addition, it is necessary to invest more in research and development, and we are happy in the Christian People's Party for the effort that lies within the budget of the year. I also hope that the Government will now succeed in bringing marine research into the 7th EU Framework Programme. There is also an exciting trend in aquaculture. Not least in the case of cod in the farm, this looks very promising. I refer to the full-scale breeding program that takes place on Kraknes outside Tromsø in that context. Finnmark is an exciting state with interesting possibilities in the future. For my part, I choose to be optimistic about developments in Finnmark for the future, because I think it is possible to find a sustainable solution and development for Finnmark that combines traditional fishing and the resources existing in the Barents Sea with targeted investment in oil and gas. Both in the Alta region and in the Hammerfest region, there is now a very positive development, and there is optimism in business. We also see that this is important for the settlement. But in East Finland, unfortunately, more communities are struggling. This means that we should avoid the wording that has also been left in this debate, where one refers to the so-called difficult situation in Finnmark. It's not a comprehensive description of what's actually happening there. But the challenge for us is to keep this state together, so that we don't get an unfortunate split between coast and inland and between West Finland and East Finland. It might be about to happen. I refer then to the difficult situation in Vardø. It is necessary that we adopt exceptional measures to address the serious situation of this community. Fishing in the Barents Sea has been the very basis for the settlement in Vardø. I think it still has to be possible to rely on that. At the same time, we also see that, as the oil industry moves east, Vardø will also have opportunities to provide more stable future jobs in the city. But it will take a few years, and in the meantime it is necessary that we go into realistic and forward-looking projects that can remedy the difficult situation that we are now seeing. Norway is one of the world's largest shipping nations, and we have one of the most complete maritime clusters with different service measures, which means that we have an effective follow-up of boat and ship. Both the net pay scheme and the special shipping tax are important prerequisites for a competitive Norwegian fleet. We allocate a record amount this year to continue the net pay scheme, and the Government has announced that it will follow up the shipping notification by setting up a separate expert selection from the relevant professional community to review all the framework conditions for the shipping business. It is necessary for us to be able to continue an important industry for the coastal population.
ParlaMint-NO_2004-12-09.ana.ud1490e1214	I note that neither the government parties nor the Swedish Government in this budgetary procedure are taking a look at what is going on with Norway as a shipping nation, and what is at stake in this respect in relation to Norwegian jobs. It is also strange that a budgetary agreement has been concluded between the Government Parties and the Progress Party where shipping has not been the subject at all. In any case, there is not one word in the budget agreement on this important matter. It is remarkable that a case that is flagged so high by the Progress Party and which affects so many jobs on the sea and land is not part of the current budgetary agreement. In the budget agreement last year, between the government parties and the Workers' Party, the Workers' Party ensured that this important matter was given a central place. I wonder when it's going to happen to the bulk of the population that the maritime sector means an enterprise that involves at least 75 000 jobs and has meaning for every municipality in this country. When we went into this calendar year, Norway was the third largest shipping nation in the world. Today we have a fifth place, and if nothing positive happens, we're still going to crawl down this list. I would like to stress that I am not in charge of making shipowners even richer, but I am talking about keeping Norwegian seafarers on Norwegian ships and continuing to have deliveries to shipping from suppliers in Norway. My claim is that shipowners will only become even richer in a flagging off, while Norwegian seafarers are put on land and suppliers in Norway lose both supplies and jobs. The Government, in cooperation with the Advance Party, is undertaking a fundamental conversion in fisheries. They want stores and not policies in the fishing industry, and it is now happening in full. The market must take over the control of most things. We have this. e.g. having regard to the fact that the Government Parties and the Advance Party with a pennetrek closed the main agreement for the fishing industry. In addition, we see that the Government's commitment to fisheries-dependent coastal communities is rather absent. Clearly, market forces will again be governed here. An example of this is the lack of commitment in relation to the situation in Vardø. It should be unnecessary for coastal communities with some of the world's richest fishing grounds just outside of Kaia to experience crises of great emancipation and deportation. However, it is essential that the State contribute in several ways in order to benefit from this large resource and in order to create activities in such coastal communities. This cannot be left to the market alone. Had the dramatic situation now affecting Vardø, hit a more urbanized city, the government would have intervened vigorously, but since there is a fishing-dependent little coastal community in Finnmark, there is not much happening. The budget proposes the creation of nationwide seed funds, as has been discussed today. The government says in the budget paper that the target population of the new seed funds will be innovative projects, including projects from universities and higher education institutions. This I think is positive. The government proposes to establish nationwide seed funds in the university cities of Trondheim, Oslo and Bergen, and the budget agreement also includes the new university city from 1 January, Stavanger. We are many who wonder that Tromsø as the only university city is kept out in such a context. Tromsø has status both as a university city and as a big city. What is it that makes the government parties and the Progress Party keep Tromsø outside in such a context? We're recording that this merges into the series of negative answers from the Government regarding the northern part of the country. I just mention some fresh examples in the form of keywords: national radio channel, OL 2014 and the Mandela concert. But the list can be made longer.
ParlaMint-NO_2004-12-09.ana.ud1490e1233	Lack of profitability in the fishing industry is a major problem facing coastal populations. This is a result of the lack of market access to our main market, the EU, overcapacity throughout the value chain and neglected innovation in technology development in the process industry as well as low product development. A profitable fishing industry is good district policy. Lack of profitability and overcapacity have brought some fishers into a lot of leisure, and I understand their concern. Others go well and are characterized by optimism, innovation and belief in the future, and I am happy with them. One-sided misery descriptions and poor-making stigmatise the industry and isolated areas and scare investors and young people away from the coast when we need them the most. The traditional catch focus has been overshadowed by the consumer and market focus for a long time. The government is doing something about this. The development of interest and currency underlying the government's economic policy has turned the industry into a balance sheet in the accounts for 2003 and, hopefully, profits this year, according to figures Fisheries Research presented a short time ago. Nord-Troms and Finnmark, the action area, are in line with strong personal and corporate responses. The county councils have been given state instruments and tasks as business developers in the districts. With the introduction of vessel quotas, the government has guaranteed industry more full-year production. Greater predictability of the distribution between small and large vessels, the so-called Finnmark model, provides security, especially for the smallest fleet. Good coastal and marine fleet structuring measures contribute to reduced capacity and increased profitability. Most stocks are in good condition and give industry renewed optimism. In eastern Finland, the king crab catch was 93 million. extra for the income of the smallest vessels. TAX FUNN has become very attractive. The government has also tightened up the delivery conditions in order to ensure, in particular, Finnmark's trawl raw material, and we enforce strict legislation to prevent boats from leaving Finnmark. Poor quality capping, unforeseeableness and public regulation to balance production and demand do not work as before in a globalised competition for raw materials. A relationship that has also exacerbated industrial overcapacity is the loss of Russian supplies, especially in Finnmark. For example, the Russians landed 19 000 tonnes of cod in Vardø in 1995, while the landings were only 386 tonnes in 2001, and 19 000 tonnes of cod equals two shifts all year round produced in the factory empty in Svartnes ports. It also explains part of the lack of raw material in Vardø, for which many of us are concerned. Continually, parts of the industry are struggling with the population of the coast. The lesson of the last difficult years is that policy must be aimed primarily at stimulating the profitability of farms and fishing vessels. Only by doing so can the fishing industry be the important instrument in the good rural policy that we all want it to be. Unprofitable businesses create only trauma, and state rescue packages have proved to be too often for short-term help, but long-term damage. Stability and predictability are the responsibility of the Government in the fisheries policy. It has earned the industry, and it is a prerequisite for solving another problem in industry, lack of competent and risk capital. I do not believe that the regionalisation of resource management solves the problems, and I record that the Workers' Party in Finnmark will have it, while the fishermen cover themselves all along the coast, just as the Workers' Party on Møre is also opposed. I understand them. I agree that we should take advantage of the fresh fish that the market is asking for, but then the solution is not to put the unprofitable fillet industry into operation with state debt restructuring, as someone suggests. This means that you take fish from one fishing vessel and weaken the basis for profitable operations there – in other words, distortions of competition and short-term solutions to the problem of unemployment somewhere, and then transfer it to another. They already have too little fish in Hammerfest, in Båtsfjord, on Værøy and on Senja, and that's where I have to take fish if others are going to get it, unless you ask us to overfish TAC. The Workers' Party proposes new state action packages. Rather, you should be concerned about making each fish more valuable and thinking of new and exciting products that we do not know about today. This is why the Ministry of Fisheries and the Coastal Department’s largest expenditure item is actual research. The last time large amounts were spent through SND packages, from 1997 to 2003, for investments in the fishing industry, increased capacity by 22 pst. in Finnmark, at the same time as approx. 1/4 of the raw material disappeared with the missing Russian landings. Today we pay with leave and bankruptcy because it's not enough fish for all the fillet companies. What do we want to do with that? We don't solve problems by solving them one place and creating them another place. Government policy, on the other hand, works, and in general industry goes better than a few years ago. We see an emerging optimism along the coast, but we are also working on significant problems elsewhere. There are challenges here. The government meets them with an active policy, and the most important thing we can do is to make the fishing industry profitable, get profitable businesses and create good district policies.
ParlaMint-NO_2004-12-09.ana.ud1490e1267	It's going to be line change.
ParlaMint-NO_2004-12-09.ana.ud1490e1270	The proposal to impose a control charge on fisheries was, in principle, adopted when the Government Parties and the Progress Party made a budgetary settlement on 12 November this year. This despite the fact that one had hardly looked at one of the hearing opinions that had to have come in on the matter. The fishermen react strongly and now identify these batches as tax lots. They refer to what is now happening as a tax haven that will soon take the break of the coastal fishing fleet. My questions are: What do the hearing opinions actually show about the imposition of an inspection fee? Are they positive, or are they negative? Is it true that the fishermen who have spoken to the press are simply exaggerating about this tax burden? Can fishermen expect new proposals from the Government on additional taxes for the industry in the future?
ParlaMint-NO_2004-12-09.ana.ud1490e1280	Control of the resource take-off is one of the most important management tasks we have. Here is the real solution for maintaining stocks in a proper way and ensuring that resources are used in a long-term perspective. We have to recognise that in recent times, conditions have been identified that have necessitated intensified control, which in turn has meant that we have had to prioritize resources within the budgets for it. I have said over a long time that it may be necessary to charge the industry with additional costs of control to get rid of the obscenity that this represents. That is the inspection fee an answer to. The hearing shows, as it will always do – that those who have to pay do not think this is a good idea. But I have just received a hearing opinion that, in addition to saying that the annual meeting has recorded that the Workers' Party's Coastal Committee has presented a position that is not compatible with a sound economic development for Norwegian fishing industry – after Bendiks H. Arnesen has given talks – also says that this fee is acceptable to a large extent, but that the sum is too large.
ParlaMint-NO_2004-12-09.ana.ud1490e1291	I allowed myself to enter an area where the Council of State was not in. A month ago, I wrote a letter to the Council of State wondering what time he was going to set the quota for the 2005 wave. There were bad rumors that there were some bureaucrats in the U.D. who didn't like the decision in the Storting that quotas would increase monthly and perhaps come up against the advice of Norwegian researchers about a few thousand animals a year. I have not received a reply. The representative Elisabeth Røbekk Nørve promised me an answer immediately during the annual meeting of the Nordmøre Fiskarlag three weeks ago, but I still lack an answer. What's important is to know what the ratio is and what time the quacks get to know it.
ParlaMint-NO_2004-12-09.ana.ud1490e1298	This with the mail between Stortinget and the Ministry of Fisheries and the Coastal Department has been clarified earlier today, and I will see that the answer comes wherever the letter had to be. I want to clarify quite clearly that when it comes to determining the catch of wave whales, it is the government that decides. So what you should have heard about bureaucrats in the U.D., is uninteresting about the process that the government is now having to decide. Over the years we've been in government, we've shown that we want to increase the output of marine mammals, because you see this in an ecosystem management context. The notification of marine mammals was a clear warning that the Government has an ambition – as the Storting also stresses – to increase the output. Then we have to admit that a week ago we received signals from Japan, which is not very positive when it comes to finding a market for some of these products. The government is within a process. The industry shall receive a reply to the figure in good time before the start of the catch. It's not the first year the catch has been fixed as late as it's going to be this year. I cannot say exactly what day it is coming, but the government is working on the matter.
ParlaMint-NO_2004-12-09.ana.ud1490e1311	Maybe we've dropped too many post offices – I don't know.
ParlaMint-NO_2004-12-09.ana.ud1490e1314	I wonder if I should venture to do as the representative Ryan did with the representative, Mr Enoxen, thanking the Council of State in the hope that this is the last budget debate in which we meet. But if I say that, I expect the Council of State will only be more eager to continue. I've spent a lot of energy explaining to people that the Minister of Fisheries is trickier than they think. The structure of the coastal fleet, which was joined by the Stortinget, is one example. Now he has sent out proposals for the structuring of the seagoing fleet, and we have seen a clear structuring of the industry on land. This is clearly right-wing policy. But someone is paying the price for that liberalisation, and we should have gone in the opposite direction. Research into fisheries research shows that the best profitability is for small and medium-sized installations on land, those that are flexible. Quality, niche and bioproduct should not be a tribute, they should be strategies. That's why I wonder: why has the Council not even taken the trouble to comment on the value creation programme for the fishing industry, as he asked us to do in our committee?
ParlaMint-NO_2004-12-09.ana.ud1490e1323	With respect to reporting, I think that the representative Elvik is overestimating his own influence in terms of my desire to be the Council of State or not. With regard to the future choices of the harvest and the consequences it may have for me, there may well be consequences for some others, not least when you look at the fisheries policy that Mr Elvik stands for, which is in contradiction with much of what you want along the coast. We get daily messages from fishermen and industry. Most recently today, the industry in Båtsfjord says that they do not have enough labour. Two days ago, we received a message from a fisherman on Senja who said that the interest rate decrease has meant that they have improved operating conditions, that what we have done on structure, has done that his boat, which had six men and well 200,000 kroner in income a few years ago, now has nine men and 580,000 kroner in income. It's also part of reality. We have put in place a number of measures that make the industry, not least the small businesses around the country and beach, now have better access to fish throughout the year, thanks to the vessel quotas. Fisheries research shows that industry has significantly improved its profitability over the last few years. I think we should be happy about that, rather than choosing Elvik's strategy of black-painting and thus frighten both investors and young people away from the fishing industry.
ParlaMint-NO_2004-12-09.ana.ud1490e1332	The Minister for Fisheries is undoubtedly entitled to use public instruments in a way that does not, for example: acting as a distorting undertaking between undertakings and between regions, is a demanding exercise. The Minister of Fisheries is also right that packages to solve short-term problems are not always the best in the long term. But it's allowed to have two thoughts in your head at once. I fully agree with the Minister for Fisheries that it must be a goal to make each fish more valuable. However, problems for large parts of the fishing industry are that there is a capital situation that does not allow the fish to benefit from the additional benefit that the Minister for Fisheries is talking about. In the summer of 2003, the county councillor of Finnmark sent a special message to the Prime Minister, who called it 40 pst. by the fishing industry and a number of farms have gone bankrupt, and that approximately. 1 000 jobs in industry have been lost in a short time. Hasvik, Vardø, Lebesby, Loppa, Måsøy, Kautokeino, Båtsfjord, Nordkapp and Gamvik are the municipalities in the country with the highest unemployment rates. What the Minister for Fisheries is doing is not giving these municipalities great chances with what the Minister for Fisheries says in this debate. Therefore, my question is: does the Minister for Fisheries not see the need for a mix of measures, including short-term measures, to help these municipalities?
ParlaMint-NO_2004-12-09.ana.ud1490e1343	Some of the problems we see along the coast — and Vardø is such an example — cannot be solved alone with the fisheries policy. This is why the Government has taken concrete action, such as: in Vardø, with the traffic centre, the wage guarantee fund, the compensation for victims of violence – 25 new Aetat workplaces. It shows that the Government also takes responsibility in individual cases. In terms of value creation and making each fish more valuable, it's interesting to see that the Central Party's answer is to send the Stortinget to Finnmark, as if there were more fish of it. This is where the main problem lies. There's too little fish to distribute on the overcapacity that we have. And what did we use the years 1997-2003 for? Well, we spent $1.5 billion in Finnmark. 70 pst. went to the fishing industry and we created an overcapacity that increased by 22 pst. That's what we're struggling to build down. Are we going to use more of that? In this room on 6 February 2002, the representative Arnstad of the Central Party raised the question of, and was very critical of, the new factory in Svartneshavna. It was an answer to the challenges of the future in terms of value-added. The centre party strongly opposes the fact that we should have free access to the EU market through membership of our main market. That's how we give away value creation, that's how we give away jobs along the coast. It is then that the Centre Party does not contribute specifically to coastal development.
ParlaMint-NO_2004-12-09.ana.ud1490e1352	Let me make a few old sayings. One thing is, the purpose is to sanctify the medium. The second thing is, what you don't know isn't hurt. What purpose the Government has with its coastal policy, they may know for themselves. More concretely, and especially in relation to Finnmark, which has been a major part of the debate so far today: If the Government intends to rescue the settlement in parts of Coastal Finland, the Government has chosen the wrong means. If the Government intends to help crack parts of Coastal Finmark, the Government has chosen the right tool. The middle from the north seems to be what I said: what you don't know, you haven't hurt. You don't want to take the situation inward as it is in Finnmark. Political snitch talk has been contributed so far, and it provokes. It provokes violently. Therefore, a new attempt at self-evaluation — still on a scale from one to ten: Does the Government believe that the government has managed the situation in Finnmark so well that it comes within a scale from one to ten?
ParlaMint-NO_2004-12-09.ana.ud1490e1361	In this way, the Workers' Party's fisheries policy could be measured against the policy pursued by the Government and, as it is confirmed, a positive development along the coast, a growing optimism and solution to some of the problems that exist there — while the country and the beach around now rise a storm against the proposals made by the Workers' Party on the regionalisation of resources. Fishermen from landing to landing are opposed, and the Workers' Party in large parts of the country is doing so. Why? Well, you try to produce the fish twice in the Working Party. You move fish from Hammerfest to Vardø. You have to move fish from Værøy. You have to move fish from Senja to other places. There won't be any more fish out of it. And I think you should be honest about that in the Workers' Party. In fact, at least a greater part of the cod fleet belongs to Finnmark now than in 1990. A greater part of the cod is now landed in Finnmark than in 1990. Three quarters of the cod quota is in North Norway. Then the Workers' Party's solution, to move fish northwards, means that there will be fewer fish in Troms and Northland. What kind of solidarity is that?
