ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u1	73. Oral inhalation
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u100	Thank you for the floor. Dear Minister, I am addressing you with an interview on the situation in the management of the state enterprise Forest of the Czech Republic. As you say in the interviews, the situation in the Forests of the Czech Republic is one of your priorities. You want to complete the selection of the new Director-General and change the system for awarding timber contracts so that small and medium-sized regional enterprises can get to them. Therefore, I would like to ask how long the company will remain head of the company by the director-in-chief Michal Sýkora, who was directly responsible for the irregularities in the management of the state enterprise, which was also pointed out by the Supreme Audit Office and investigated by the Police of the Czech Republic. I just remind you that Mr Gaube has been running the business temporarily since 1 December 2012. When are you going to write a transparent tender for the Director of the Forests of the Czech Republic? Will you also try to depolitize the supervisory board of this state enterprise? [[16.10 hours]] How will you deal with the management of the state enterprise Forest of the Czech Republic, where according to the Supreme Audit Office there are proven leaks in hundreds of millions of crowns on procurement, information technology, media services, advertising or legal services? You're going to review the so-called wooden books, the current appearance of which is recorded to large timber companies at the expense of the state enterprise Forest of the Czech Republic? Now these large companies have the opportunity to cut down the trees, take them away and sell them themselves, thereby increasing their profits and substantially tunnelling the forests of the Czech Republic. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u101	Thank you. I will now ask for the answer of the Minister of Agriculture Marian Jurečka. Please, Minister, you have your word and your five minutes.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u102	Good afternoon, Mr President, dear colleagues. Thank you for the questions that have been raised because they are really topical and I would say almost acute. As regards the first thing that has been said, how long will it take for Mr Gaube to be in charge of this business, as I have announced, to resolve this situation within a few weeks, within a month of taking up. This week I will finish meeting with the selection process, which took place in which there are six candidates, I want to invite all six candidates to a personal meeting during next week so that I can personally ask them some of the questions that arose to me when I was getting to know the materials they submitted during the selection procedure, so that I can then decide and choose the new CEO. So far, I have no reason to say that I can fundamentally question the procedure as it has been written and as it has been done. As regards matters relating to the change in the management of the state enterprise Forests of the Czech Republic, I personally consider the current system for the sale of wood to be not very happy. I don't know which one of us would sell like that if it was his own forest. I don't think many of us could have been found. However, I am aware that this cannot be done on a one-time basis, from year to year in its entirety, and I want to open a debate on the updating of a wooden book with an agricultural professional public, and that we are able to systematically move towards changing the way in which the government operates and to change the way in which wood is sold. For me, it is important that the only and the main criterion is not only profit, but also that we are able to look at social aspects, job creation, support for the wood-processing industry, which are things that bring us different effects for the whole of society, for the whole state. When it comes to depoliticizing the Supervisory Board, I have commissioned, at this point, analyzed the composition of all supervisory boards and other bodies, all subordinate organisations that fall under the Ministry of Agriculture, and I will also plan personnel changes here, with the fact that expertise is the main criterion for me, not a political or party book. As regards advertising services, IT contracts, legal services, which are used to quite a large extent not only in the Czech Forests but also in other organizations, I have suspended all things and decisions by the Minister's decision today. Without the Minister's knowledge, the directors of the organizations cannot implement these things. This includes personnel matters up to the level of executives, so that we can now monitor the situation for some time and what is going on in these organizations to avoid any further damage. I had a meeting at the Department of Agriculture with Mr Gaube on Monday night, and we also talked about these things there. I'm going to want to be within my department, and I'm going to try to have a government-level debate on how and under what conditions the sponsorship of state-owned companies for other public activities takes place, because companies that are, say, long-term in loss and sponsor large sports and other projects, so I think that's a thing that's not normal. So much in brief. If I answered the main of the key questions, thank you for your attention.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u103	I thank the Minister and ask the Member if she has an additional question. The Member does not have an additional question. Therefore, I ask Mr Radek Vondráček to present his intervention, Mr Adolf Beznoska will prepare himself. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u104	Mr President, thank you for the floor. Ladies and gentlemen, I do not wish to act as a dwarf here to interpel my own minister, but on the basis of some civil documents I would like to use the Institute of Interpelation to open a wider public debate as regards the amendment of the Enforcement Order. My interpelation is directed to Article 42 of the Enforcement Order, which has been amended since 1. 1. 2014 and on the basis of which the executioner may also affect property which does not form part of the spouse's joint property, only because, by decision of the court, the joint property of the spouse has been abolished or its existing scope restricted, or that the contract has narrowed the scope of the spouse's joint property, that a separate property regime has been negotiated, or that the contract has reserved the creation of a joint property on the date of termination of the marriage. This inconspicuous amendment to the order of execution results in a disability of income from dependent activities, funds in bank accounts for the debts of the other husband, who caused them even before marriage. Following this particular question, I would like to ask the Minister of Justice whether it is possible to assume some gradual partial amendment that would remove the most pressing problems that are bothering us - and that we are burdened with and that this is a social issue, which we have all convinced ourselves about in contact with voters - or whether a complex amendment to the order of execution is expected to help us resolve this issue. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u105	I thank the honourable Member and ask Minister Válková for a kind answer. Please, Madam Secretary, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u106	Thank you, Mr President. Dear fellow Member, honourable Members, the question asked by Mr Vondráček in the context of the interview has also been the subject of mediation. Several specific cases have also appeared in law firms that have to deal with this and inform them in the spirit of what has been presented here a moment ago, or that it is true that, if there is a debt to be recovered, it can also be executed on property that arose prior to marriage, even in those cases under the new text, when the court's decision to abolish the joint property of the spouses or of course narrowed it down, or the contract narrowed the scope of the joint property of the spouses, in an exhaustive manner, or a separate property regime was negotiated, or the contract reserved the creation of a joint property at the date of the termination of the marriage. It is basically all possible forms of how to exclude or limit the joint property of spouses. However, in such cases, in accordance with the applicable wording, the execution of property may be carried out, even if it is a debt incurred prior to the marriage. I was familiar with the intervention so early, about two hours ago, that I had the opportunity to talk to those who were involved in the creation of a new, virtually. they wrote a new Civil Code, which was really small, but what they didn't know about the scale and meaning of the big change, they learned it ex post and considered it very important. This means that when we have divided gaps, shortcomings, errors in the new Civil Code and related legislation within the framework of legislative work, and in this case it is an indirect link, an execution order that has been amended in connection with the acquisition of the new Civil Code, I would say that it will be category A. This means a very quick correction of this error, because no one has yet come forward and no one has explained why this change has occurred. So thank you for the question, even in the sense that I'm going to keep digging. [[16.20 hours]] I would like to put this point more personally among the acute ones, because when you think about it, it would basically have an impact on the already pitiful state of marriage in the Czech Republic, and it would probably even strengthen the trend in which we are leading, I suspect that we are at one of the leading points in Europe of the marriage-free partnership, which has its pluses, but many minuses too. So that would be indirect support for this form of coexistence of partners. I don't know if that's what the legislator meant. I don't think so. The comprehensive amendment to all regulations related to the new Civil Code will be prepared for 2015. But as I say, personally, I am more in favour of adopting this amendment in 2014. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u107	Thank you, Minister. The Member shall report on the completion of his interpellation. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u108	I would have an additional question, because I understand the current situation rather that a slight amendment to the procedural standard may have led to the denial of several substantive institutes contained in the Civil Code. First question: What is the factual significance of the prenup? For example, when starting a business, what is the factual significance of the option of the participants to abolish the joint property of the spouses, when it does not really matter when making commitments? So I hope I got it right, that if we have these substantive institutes both in the old and in the new Civil Code, then the right way would be to cancel or modify the procedural standard. That it is not the amendment of the Civil Code, but the amendment of the Enforcement Order.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u109	Thank you, Mr. Ambassador. I'll ask the Minister to complete her reply. Please, Madam Secretary.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u110	I would add that in the sense that it is necessary first to look into the legislator's intention, which apparently was not conducted in this way, because procedural standards should never modify the substantive institutions. But it is the authors of the substantive institutions - now I will not name two women, the capacities that have been involved in the paragrafo version of the relevant areas regulating marital and family law in the new Civil Code, so they are very critical. They say they weren't even informed. So I think that first we need to decipher how this happened and why the result is what it is. And then, of course, cancel what in part in my result - I would not agree here that this completely contradicts the meaning of the so-called. premarital contracts, because they have other purposes and other objectives that they pursue, not only in the area of debt recovery, of course, but they certainly limit their importance in such an indirect process. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u111	Thank you, Minister. I will now ask Mr Adolf Beznoska, who has an interview with the Minister of Finance. Mr Bohuslav Svoboda will be ready. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u112	Thank you. Mr Vice-President, ladies and gentlemen, I have a question for the Minister of Finance, Babiš. Rather, I overheard or read in the press the story of two companies - Explosia and Synthesia, with Explosia being a company owned by the state. Property rights in it are exercised by the Ministry of Finance, and it is a company in debt. This company is very closely linked to the company Synthesia, owned by Agrofert. Synthesia is also the main supplier of raw materials for Explosia - nitrocellulose, nitric acid, ice, as well as its main creditor. And so I wanted to ask, because there is a conflict of interest here, if, first of all, the Ministry of Finance is considering and counting, virtually. Government, with the sale of Explosia. Secondly, whether the Minister of Finance can confirm or exclude that Agrofert will participate in any interest or would be interested in buying the Explosie. And thirdly, if the Minister can rule out the Ministry of Finance's funding or pressure on Explosion's leadership to ensure that its debt is withdrawn so that it is ready and clean for sale. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u113	Thank you, honourable Member. I'll ask the Minister of Finance for his answer. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u114	I thank the honourable Member very much for that question. I was delighted because Minister Kalousek has already helped the company. I had no idea that there was actually a Prisko company, which Minister Kalousek sent a hundred million crowns on the last day of office. And then he blew out $250 million to upgrade his equity, because his buddy's doing the detonator business, they say, "explosion workers." So that's great news, I'm glad I can talk about it here. It's true that Explosia is in bad shape. And who was driving it? Well, I don't know about the Treasury Department. I don't know how the boys ran the place. So the fact that he owes our company Synthesia is true, and I'm sure we're worried about it because the state should run its companies properly. And I made it clear that I would transfer the Explosion, I don't know how yet, Minister Mládek, because that conflict of interest is clear there. And our company supplies raw materials and supplies steam and I don't know what else. It was once a company. I can absolutely rule out Agrofert seeking this company. So I'm happy to transfer it to Secretary Mládek. I hope the Prime Minister will back it up. I need to find out how it's done. And again, there's no way we're interested in Explosia, if I have here, I'm sorry to speak for Agrofert, but that's how it was laid. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u115	Thank you, Minister. The Member does not have an additional question. We are also going to interpel Mr Bohuslav Svoboda, Mr Andrej Babiš, Minister of Finance. Please, Mr. Ambassador, you have the floor. Mr. Václav Klučka will be ready.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u116	Mr President, honourable Members of the Government, honourable Members, honourable Members. Minister, I would like to ask you what the Government's position on the accession of the Czech Republic to the euro area will be, that is to say, the adoption of the euro. According to recent public opinion polls, 76 percent of Czech citizens reject the adoption of the euro. I recently read on you owned north iDNES.cz According to the Minister of Foreign Affairs of the Czech Republic and your colleague from the Government of Mr Lubomír Zaorálek, the adoption of the euro will be a clear priority for the current government. Mr Zaorálek said that there is no alternative but the euro. You were a few days ago, exactly 22nd January 2014, for your owned server iDNES.cz expressed that - and I quote - you certainly have no problem accepting the euro without guaranteeing Greece's or Spain's commitments. If you do not know this as Minister of Finance, we will automatically guarantee our commitment to join the euro area. So can you explain to me how you intend to ensure that the Czech Republic does not guarantee the debts of other states? Can you explain to us why you want to go against the will of 76 percent of our fellow citizens and a number of economic experts who refuse to accept the euro? And how do you want to meet the criteria for adopting the euro when your government increases the state budget deficit? I would also like to know the date when you want to adopt the euro. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u117	I thank the Member and ask the Minister for an answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u118	Ladies and gentlemen, if the iDNES server quoted something, I just demented the iDNES balances on the CNB's accounts yesterday, which, once again, were 350 billion. In March 2013, an average of 300 billion, but the Prime Minister explained that. The adoption of the euro is certainly not the goal of our coalition. We never talked about it, and if Mr. Zaorálek is talking about it, I don't know what it's coming from. Our economy is not ready to adopt the euro, although, of course, we are meeting some basic criteria. I do not know where the Member has come up with the idea that we want to indebt, that we want to increase the deficit. Today, Mr Kalousek asked what the target was, and I made it clear, even though the budget is approved at 112, that I would like to get under 100, so we should listen to what is said here. I have expressed myself that I do not see, if ever, and maybe, I do not know if it will be a question of referendum, it can be a social debate, whether the euro, citizens can comment on it, whether we want it or not. I have said that this will not be sooner than six years from now, according to my estimation and knowledge, and it is essentially not a task for the existing coalition government, so I do not know exactly what the Member is actually drawing information from.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u119	I thank the Minister and ask for my question of Mr Liberty. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u120	Thank you. I draw them from open sources and draw them from the statements made by Minister Zaorálek and from your statements. I asked you five questions, I didn't get an answer. Please. But one question is essential. You said you wouldn't have a problem with accessing the euro if we didn't pay Greece and Spain's debts. So I'm asking you how you're going to arrange it when paying debts is a conditio sine qua non.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u121	I thank the Member, I ask the Minister of Finance. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u122	I would rather ask why the right-wing government, and especially the ODS, did not allow Kalousek to enter the fiscal pact. Why didn't Nečas tell him? That's what Kalousek wanted. And that's what we want. And that's the first step. If the ODS felt that the Czech Republic was England, so far we do not have the island or the oil or the gas, and that is how we should behave and not make big shoulders in the European Union. The first step, if we really want to work in the European Union and not have the reputation of the one who just kicks his ankles and is corrupt, we will definitely want to start with the fiscal pact that I think is within today when you were in the coalition, so you're against it, today you're opposition, so you'll probably think that we should be budgetaryly reasonable and rational, and I personally will definitely support it and we can start with that fiscal pact. And if you're referring to some formulation from some election meeting you read somewhere on iDNES, I don't think that's relevant. The position today is, surely the coalition is not seeking to adopt the euro. Let's start with the fiscal pact, I'll design it, and that'll be the beginning. I'm sure the opposition will support me, because we're middle-rights, and I don't think we're gonna get any tax increases here, and most entrepreneurs are happy. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u123	Thank you, Minister. Mr. Václav Klučka, who will present an interview with the Minister of the Interior Milan Chovanec, came forward with another interview. Please, Mr. Ambassador, you have the floor. Mrs Věra Kovářová will be ready.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u124	Thank you, Mr President. Dear Minister, first of all, I would like to say that in this interview, I am a little bit biased about its content, because I have worked very closely with both the two gentlemen of the police presidents, both Lessy and Červíček, during the previous term of office, and not only during the meeting in the Committee on Security, but also during the meeting of the subcommittee for the Police of the Czech Republic and other activities. So this was not just a meeting but a really close cooperation. The problem that arose at the Police Presidium made me quite sad because in his own way he was losing the effort both of them had to make the work of the police work that would be recognized in society. In addition, Martin Červíček was promoted to general, and then there is actually a conclusion that will most likely not give him any future. I would like to ask you, Minister, yesterday a more fundamental decision has been made to allow the public not only to say these things, but also to indicate how this will continue.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u125	Thank you, Mr. Ambassador, and I'll ask the Home Secretary for his answer. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u126	Thank you, Mr President. Dear Member, ladies and gentlemen, I've had my chronology drawn out. efforts to put off police presidents, and it is very strange that the effort began in September 2011. As early as September 2011, on the basis of a newspaper article, the steps that led to the removal of Police President Lessy began, and we know the whole development. It's two pages that describe the life of two from my point of view of good policemen. I've met both gentlemen, and I understand that I don't have a careerist or two cops in front of me wanting to erase each other, but I have two cops who were dragged into a story that they haven't caused, which have beaten the stories very hard, ruined their reputation, ruined their careers, and that I have two police officers who think well with the police. And they said one thing and the same thing: we're just about to win our reputation back so we can stay with the police, and neither of us are interested in being a police president anymore. That was the environment I came into. I understand they're primarily short of decent treatment that wasn't given. I really appreciate the deal we made. The deal wasn't easy for me. I imagined that one or both of them would participate in the next election of the police president. They're both strictly rejecting it. From my point of view, it would be a great shame if they left the Police of the Czech Republic, and I do not hide that they told me their ambitions. Mr. Police President Lessy has the ambition to move into international relations and become an envoy of the Czech police in Slovakia. If the acting police president, or the newly appointed president, sends him there, I have no problem with that. Mr. President Červíček says one thing. I don't want to stay in the Police Presidium system, it wouldn't be reasonable. And you, Mr. Ambassador, have pointed out a great absurdity. We're gonna promote this police officer to the general's condition, and we're gonna start the appeal process. This has nothing to do with logic. Not with human decency anymore either. General Červíček has the ambition to lead some of the regions, and I think his place is there. If there's a chance to put him there, and the police president who takes up his duties will send him there, I'll have no problem with that again. The problem was that we found that when I said it very figuratively - when a police president in Prague was hit by a car and the police president was sick for six months, the deputy would automatically represent him. When the same police president resigns from his post, he must be represented by a lower-grade officer. These are some nonsense of the Service Act and some police regulations that must be removed. We are currently creating a statutory deputy so that after leaving Petr Lessy automatically after 28 February he can represent the Deputy Police President. He'll be Mr. Tuhý. He will represent the Police President for a period of time strictly necessary. [[16.40 hours]] Likewise, in agreement with President Lessy, and it was a flagship of his program when he came to the Police Presidium, it was the creation of an economic deputy. The police need economic stability, it is not there today, so the role of economic deputy police president will be created, where the new police president will take his deputy for finance through the selection procedure. If we decide to go through a tender procedure, then at that time we will decide, I guess, between three and four candidates. If we decide - and we discuss this in the coalition, with the public, with the unions and on this soil - that we will take the path of the competition, it will involve about 30 police officers who can apply for the post of police President. But then let's say that if we refuse a police officer in the 11th grade during the tender procedure, they can no longer take part in the second tender. We must consider very much what path we will take. I am prepared to have a very detailed discussion on this both with the Committees of the Chamber of Deputies and with the Senate Committees. That's the way we lead. They must be headed for police stabilization. And I want to send out a clear signal that the police have one jersey, and that's a uniform. He doesn't have a uniform with Petr Lessy's badge, he doesn't have a uniform with Martin Červíček's badge, and for that I thank both gentlemen that the story ended yesterday. And thank you for the question, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u127	Thank you, Minister. To complement Mr Václav Klučka. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u128	I am well aware of the fact that I have been very active in the interpelations at this counter and from the previous term, but in truth, the very specific answers that I have now faced on a rather serious issue and the question, I have not noticed much here. It is absolutely satisfying for me, and I think for those who will listen to it in media means that this answer fully captures the situation that will follow. No further questions. Thank you, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u129	Thank you, honourable Member. Minister, do you want to answer how you do it, that you do it so well? Thank you. Mrs Kovářová came forward with another interview with the Minister of the Interior, and Mr Vojtěch Adam will be prepared. Please, madam, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u130	Mr President, Minister, ladies and gentlemen, I am addressing the Minister on the current situation in the Czech Post state enterprise. I was pleased to welcome the Minister's statement on Sunday's Questions to Václav Moravec, according to which the Ministry of the Interior will do everything possible to maintain the network of postal branches in its current form. This is, I think, good news for the Czech and Moravian countryside, from which a petition for rescue of the post office recently emerged, under which the Association of Local Authorities has gathered more than 100,000 signatures. However, I would like to point out the problem of municipalities in whose case the Czech Post has been seeking to cancel its branch for a long time, and in some of these municipalities, according to my information, there is a strong pressure to cancel mail even these days. I believe that the Czech Post should withdraw from these activities, even with respect to your Sunday announcements. Therefore, Minister, I would like to ask you, as a representative of the Czech Post State Company, to act immediately on this matter. I would like to make sure that your words in Václav Moravka's questions apply, and at the same time ask if you could outline your ideas about the Czech Post in the coming months or years. I sincerely hope that I will also get the perfect answer as in the previous case. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u131	I thank the Member and ask the Minister for his answer. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u132	Mr President, Madame Member, I still consider myself more of a local regional policy and a former governor who knows that where the trade ends, where the school ends and where the post office ends, life ends there. This means my statement, which I had in Questions by Václav Moravec, that we will fight for every branch of the Czech Post that makes sense, pays and will pay. I have a discussion with the Prime Minister. I think that's the government's position. Czech Post is an important employer and is a public service provider. We need to think about whether we are willing to pay for this public service. Czech Post is currently still generating a profit of approximately CZK 300 million. The question is whether trends that are set in the development of the financial health of the Czech Post show that without help and without so-called. Czech Post is able to generate this profit in the long term. I'm afraid so far from the very superficial information I have, I don't. This means that we will now deal with the medium and long-term outlook of the Czech Post and I will come here before this plenary about a month, within a month and a half, with the first proposal to stabilise the Czech Post and its development. I have already had the opportunity to meet with the Director General, I will meet him again today at 21:00, and one of the topics will be precisely to put pressure on the cancellation of branches at least until this analysis is carried out. I cannot rule out the fact that some branches of the Czech Post will be cancelled in units of pieces in agreement with the Mayor, in agreement with the Governor, and in this spirit I informed the President of the Hašek Association that I call on him to cooperate with me on, among other things, the topic of the development of the Czech Post. The way of franchises that work all over the world is one of the ways we can try. But it cannot be an attempt by the Czech Post to force its branch of the community at all costs. We need to set the economic conditions for the municipality or any of the chains to be interested in operating these franchises, to operate them under the head of the Czech Post and to be functional. This means that until we find a direction that will be functional, efficient and economically manageable, I am not prepared to allow any major cancellation of the branches of the Czech Post. I am ready to discuss with representatives of towns and villages, I am ready, as I said, to discuss with regional representatives. The new challenges I was talking about, this can't be purely about the state sending a subsidy to the Czech Post Office and spending it. These new challenges may be new services at czechpoints, such as the vehicle register. These challenges may be that the Czech Post can process hosting services for state organizations, that the Czech Post can solve IT services, that the Czech Post can solve central purchases. I will certainly discuss all this with the Minister of Finance Babiš in the coming months. Otherwise, thank you for the question. I consider the mail to be a very important organization of the state.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u133	I thank the Minister and ask the honourable Member if he has an additional question. Please, madam.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u134	Dear Minister, thank you very much for the nice performance and the excellent answer. I'll be looking forward to another one in a month and a half. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u135	Thank you, ma'am. The Minister won't respond because he's doing great here, too. Mr Vojtěch Adam came forward with another interview, and Mrs Anna Putnová will be prepared because Mrs Černochová withdrew the interview number 9. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u136	Mr President, Minister, I have already delivered this interview at this point in May last year, but since it is still up to date, I will now repeat it. Its basic motto is that opaque payments from health insurance companies can, under certain circumstances, cover private assignments. This creates conditions for a corrupt environment. Despite the promises of unification of payments for several years and still have not been made, it should not be possible for public health insurance money to create health insurance companies in an opaque way, so-called contractual. package prices for health performances. This is a million-dollar amount for health care payments, completely without public control. [[16.50 hours]] Question for you, Minister. At a time when there is great pressure on the development of the outpatient part, for example, in the form of one-day surgery, this activity is replaced solely by contractual arrangements for package prices between health insurance companies and providers. Similarly, these are contractual prices for total hip and knee replacements. It would be most appropriate for these price lists to be public. It would declare them within the framework of the VZP conciliation procedure and would apply to all medical entities providing such services and having a contractual relationship with the health insurance undertaking. It would be a step that would simply be feasible and, above all, in the right direction. It would suddenly be quite clear in this area. What's stopping it so far, Minister?
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u137	I thank the Member and ask the Minister of Health Svatopluk Němeček for his answer. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u138	Mr President, ladies and gentlemen, on the basis of what I have heard here, I must say that I have to agree with a large part of this interpelation. I think it's really wrong that the public, both the broad one and the professional one, isn't exactly informed about how many health care establishments, how much payment they receive from health insurance companies. But I think because you said that you already gave this interpellation in May last year, that I have good news for you after all. Since a programme declaration will be drawn up on the basis of a coalition agreement, and this health programme statement envisages that all contracts between health insurance companies and health care establishments, like between health care establishments and their suppliers, will be public. I don't really see any problem with citizens knowing what health insurance pays for, how much, what conditions are there and so on.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u139	Thank you, Minister. I will ask the Member if he is interested in an additional question. The MP doesn't have it. I therefore thank the Minister and the Member. I will now ask Mrs Anna Putnová, who has an interview with the Minister of Education, Mr Marcel Chládek. Please, madam, you have the floor. Mr Petr Bendl will be ready.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u140	Good afternoon. Mr President, ladies and gentlemen, since the middle of last year, both professional and lay public has been discussing the forms of transfer of professorship to university teachers. A lot of time has passed since the university handed over their nominations to the Ministry of Education last year. The professors who are waiting for appointment are people who have been through a very difficult procedure to appoint a professor and rightly expect to be appointed to this post. It is not only a personal matter, but it is also a question relating to the quality of education, because accreditation of study programmes is linked to it, related to the evaluation of universities etc. The unwillingness of the President to appoint professors led to the initiation of a change, an amendment to the Higher Law, which should revise this appointment. However, the university law currently applies, which obliges the President of the Republic to appoint professors who have been proposed and successfully passed the appointment procedure. In order for the President to be able to fulfil this obligation, it requires that the documentation be forwarded to him from the Ministry of Education. My question to the Minister of Education is, therefore, whether the Ministry of Education has been given documentation for the appointment of professors to the President and, if so, when it happened. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u141	Thank you, ma'am. I'll ask the Minister of Education for an answer. Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u142	Thank you. Mr President, honourable Members, I must give the truth to Mrs Putnová, because the process has been very delayed. I dealt with the whole system as one of the first things in the Ministry of Education, and I found out the first thing that hasn't yet covered the question, but it's very connected with it. Because one of the problems of this amendment is that the law has been broken. The law was broken by the Ministry of Education, when under my predecessor Minister Štys this amendment was not discussed with universities. I made a correction on Wednesday of this week, when I officially sent a bill with my letter to the Czech Rectors' Conference and to the Council of Higher Education to comment. I have another meeting with them on this subject tomorrow, so I'm assuming it's gonna be okay here on this side. As regards the transfer of professors, I myself personally criticised this in the past, why these proposals still lie at the Ministry of Education and are given to each other. I had to find out when these proposals were handed over from the Ministry of Education or sent to the Castle. You'll be amazed that in the ministry these professors have been lying behind my predecessor for several months, even though a proposal from the Ministry of Defence went to Mr. President, the President complied with the applicable legislation and appointed this professor. These proposals from the Ministry of Education - and now for attention - have left the Ministry of Education on 22 January this year. On 22 January this year! Yesterday I had a meeting with the President, and the President informed me that these proposals had already been presented to him yesterday by the Castle's apparatus directly on the table and that he would now read the various proposals.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u143	Thank you, Minister. The honourable Member has an additional question.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u144	Thank you. It's not an additional question, it's a thank you. The minister answered more than I asked.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u145	Thank you, Madame, I think the Minister will no longer respond. With another interview - number 11 - I will ask Mr Petr Bendl. Mrs Alena Nohavová will be ready. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u146	Thank you for the floor. Mr President, ladies and gentlemen, I have a simple question for the Minister. I would like to know his position on Křivoklátsko National Park.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u147	Thank you, Mr. Ambassador. I ask the Minister for his opinion on Křivoklátsko National Park. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u148	Thank you for the floor. Mr President, colleagues, the process of preparing the announcement of the Křivoklátsko National Park has begun, and I am sure that my colleague Bendl knows that already in 2010, when there was actually a substantive intention and then quite a long discussion of the comments of the municipalities. About 18 presentations were made. During 2013, in spring 2013, the material was sent to an inter-ministerial commentary procedure, from which a number of comments were made, some of which were settled, some of which were not. And I have to say today that according to my current information, there are comments from both the Central Bohemia Region, which was originally for, today has changed its position, there are comments from some of the ministries concerned, such as the Ministry of Agriculture. That means, at this point, all I can say is that we will continue the inter-ministerial review procedure and we will try to deal with comments if they are not so serious that they would torpedo the whole intention. I must say that at this point there is also a question of how since then, because, in the meantime, of course, there have been a number of exchanges on individual resorts, how the municipalities will respond to this since then, because in that period the municipalities have not been informed about the current course. This means that we as the Ministry of the Environment will continue the inter-department at this point and I think that within a month we will have our comments back, and we will decide further according to the seriousness.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u149	Thank you, Minister. I assume that Mr Bendl has an additional question. Please, Mr. Ambassador.
