ParlaMint-FR_2021-06-11-O1301.u1	The next item is the debate on the draft amending finance law for 2021 (No. 4215, 4227).
ParlaMint-FR_2021-06-11-O1301.u230	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u231	I grant you that you are proposing an amendment to the law! The problem, as we already mentioned in 2020, and you agreed, is that it is a very good accounting amendment, but it has tax consequences. If adopted, this would mean that the net result, the accounting result, would be driven for tax purposes, which cannot be accepted. This is the whole difficulty of your amendment, and we have already discussed it, and that is why I remain unfavorable: it is, I repeat, having considerable side effects. Even though I have no doubt about your sincerity, quite the contrary – I know that you are targeting mainly deficit SMEs and those that this measure could really help in this particular period – your amendment would by definition apply to all cases and would create an unacceptable corporate tax steering tool. Companies should be supported differently in terms of depreciation; Perhaps we should work more with the Banque de France, which notes and quotes companies in relation to their depreciation as well. That a specific look be taken at debt and depreciation, due to the crisis caused by the covid-19, seems to me a very good idea not to penalise companies, but that must remain in the order of accounting, without affecting taxation; Otherwise, it would be a dangerous and complex exercise to control. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u232	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u233	That will be the same, for the same reasons. I would add, in response to what the rapporteur has said, that we have had discussions with the Accounting Standards Authority (ACN) and that accounting flexibilities and benevolence measures have been foreseen to take account of this lack of mobilisation of depreciation during the period of covid-19. Changing the texts to respond to this request would cause too much on-board effects and we prefer to stay with the flexibilities I have just mentioned.
ParlaMint-FR_2021-06-11-O1301.u234	Mrs Emilie Cariou has the floor.
ParlaMint-FR_2021-06-11-O1301.u235	I support Mrs Louwagie's amendment since last year's finance laws, because this provision responds to a real demand from companies that have not used productive equipment as well as in normal times and are likely to see their equity and deficit increase, with capital reduction implications. We must accompany tax companies who make accounting carry-over decisions. I would remind you that this amendment provides for a time-limited arrangement; This can be perfectly understood at this time of crisis. You know that I am not in favour of a seasonal pilotage of the tax result; However, this provision is very limited in time. We have just adopted a transport back measure: this is proof that you yourself are giving quite considerable flexibility in the area of IS. This mechanism is consistent with the reality of productive investment in this period of pandemic in France. That's why I support him.
ParlaMint-FR_2021-06-11-O1301.u236	Thank you!
ParlaMint-FR_2021-06-11-O1301.u237	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2021-06-11-O1301.u238	I will support this amendment personally. I do not fully agree with the rapporteur-general on fiscal pilotage, since this amendment simply proposes a delay in time. Perhaps we could play on the change in IS rates? These are rather administrative doctrines in terms of depreciation periods than principles enshrined in the law. Many measures – derogatory depreciation, etc. – exist in this field, which are well known by practitioners. [[Mr. Jean-Louis Bricout applauds]] On the other hand, the provision proposed here is important for the equity of companies and for their balance sheet presentation – as Véronique Louwagie said. It is a pity that we are making the impression that we want to do fiscal pilotage – of what I understand – that is not at all the objective of our colleague Véronique Louwagie's amendment. It is rather a question of presentation of the balance sheet at a time when companies will need a good rating of the Banque de France vis-à-vis bankers. This is an amendment of common sense.
ParlaMint-FR_2021-06-11-O1301.u239	All right!
ParlaMint-FR_2021-06-11-O1301.u240	Mrs Véronique Louwagie has the floor.
ParlaMint-FR_2021-06-11-O1301.u241	Deputy Minister, you said that there were flexibilities at the accounting level; I'll give it to you. However, the fact remains that companies are penalized, because these flexibilities do not allow them to deduct their amortizations taxly afterwards. So you're penalizing them precisely when they have big needs. Secondly, you point out, Mr rapporteur-general, that it would be dangerous to give companies the opportunity to manage these depreciations as they wish, since this would have an effect on how they can manage profit and deficit. In this case, sub-amend to limit this possibility to companies that are in deficit or with negative equity! It could be a solution. Last point: I think you should take into consideration this suggestion, which is defended on all benches – to the left, to the centre and to the right. This is proof that this is an important issue; There's an expectation from the companies.
ParlaMint-FR_2021-06-11-O1301.u242	I call Mr Laqhila to support Amendment No. 454.
ParlaMint-FR_2021-06-11-O1301.u243	We have accompanied businesses during the crisis and will continue to do so. But we must also support investors, who need serenity and visibility. This amendment therefore proposes to increase the possibility of reinvestment from two to three years by 60% of the proceeds of the divestiture of a company.
ParlaMint-FR_2021-06-11-O1301.u244	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u245	I share your willingness to encourage reinvestment as much as possible; We have been sharing this fight for several years. However, we have been working for some time with Jean-Noël Barrot on this issue of contribution-cession. The current two-year deadline seems satisfactory to me and I am not sure that it is necessary to extend it. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u246	I call Mrs Emmanuelle Ménard to support Amendment No. 353.
ParlaMint-FR_2021-06-11-O1301.u247	This is an amendment to clarify that donations in kind made by professionals engaged in an agricultural activity as defined in Article L. 311-1 of the Rural and Maritime Code do not count for the determination of the total net income of the undertaking. Before the health crisis, the president of the Restos du coeur called for all these sectors – meats, eggs, vegetables, cereals... – to benefit from an incentive tax system, because the social situation that has been deteriorating for several years. Since then, the use of food aid has increased as a result of the health crisis, with over 2.1 million people, 70 per cent of whom were women, benefiting in February 2021. For this reason, the benefits of the so-called Coluche Act, which is a provision of the 1989 Finance Act, enshrined in article 238 bis of the General Tax Code, should be extended to grants in kind made by agricultural professionals, which creates an additional tax deduction for certain charitable and humanitarian associations defined as "aid agencies for persons in difficulty". It seems to me important to extend this scheme to donations in kind made by agricultural professionals.
ParlaMint-FR_2021-06-11-O1301.u248	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u249	We had this discussion last summer. I would remind you that this is already possible; your amendment is satisfied. Individuals benefit from the tax reduction for donations, and businesses benefit from the tax reduction for sponsorship. Whatever your tax status, you can therefore benefit from the tax advantage in the case of food donations you refer to. It'll be a withdrawal request.
ParlaMint-FR_2021-06-11-O1301.u250	I call Mrs Sabine Rubin to support Amendment No. 148.
ParlaMint-FR_2021-06-11-O1301.u251	With this amendment, we want to abolish the research tax credit (IRC), which represents 6.6 billion tax expenditures, i.e. now the first item of tax expenditure. For a company like Sanofi, it is thus a billion tax gifts that were granted for ten years, with as a result 1000 dismissals in France, including 400 researchers. Not to mention the distribution of 4.8 billion euros of dividends! You measure all the ineffectiveness of this device, which has also had no vaccine results, for example. Moreover, it is far away, the time when the research tax credit was supposed to help SMEs: fifty large groups alone capture half of the CIR, with results identical to those of Sanofi I quoted. This tax niche seems far too costly in terms of its effectiveness.
ParlaMint-FR_2021-06-11-O1301.u252	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u253	I remind you once again, Mrs Rubin, that more than 20,000 companies benefit from the research tax credit; In the vast majority, they are TPEs and SMEs. Clearly, the research tax credit contributes to the attractiveness of France. Like you, I believe that we need to better identify the beneficiaries and study how they are re-employed. We are conducting this work with Christine Pires Beaune and Francis Chouat, and we will report on it in a month's time during the annual report on tax law enforcement. However, under no circumstances should the IRC be deleted. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u254	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u255	It is also unfavourable. For the second consecutive year, France is the first euro area country in terms of the attractiveness of foreign investment ; The research tax credit is for a lot. With each finance bill, you propose to delete it... "Litania, liturgy, lethargy": this formula of Edgar Faure comes to mind when I hear about taxation in these terms!
ParlaMint-FR_2021-06-11-O1301.u256	Mr Michel Castellani has the floor.
ParlaMint-FR_2021-06-11-O1301.u257	I do not dispute that the tax credit is being tainted by a few slips, or that there are a few illegal passengers, but I would like to point out that this tax relief is very useful for many small entities conducting major research.
ParlaMint-FR_2021-06-11-O1301.u258	The Chairman of the Committee on Finance has the floor.
ParlaMint-FR_2021-06-11-O1301.u259	Let us stop calling into question the research tax credit at all times: this system is indispensable, together with others, to the attractiveness of France. If France still has researchers and high-quality industrial research, it is probably thanks to it; Of course, they must not be weakened. Perhaps some aspects of the margin-based tax credit can be improved: the best measure would be to expand the scope of the tax credit, rather than abolish it.
ParlaMint-FR_2021-06-11-O1301.u260	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-06-11-O1301.u261	It is true that, in tax matters, we are obliged to re-publish – I grant it to you! As far as lethargy is concerned, I would like to return to you, Minister Delegate: as a reminder, the former rapporteur-general of the Committee on Finance has tried to reform this fiscal niche, so that the threshold of EUR 100 million is no longer appreciated at the group level, but by subsidiaries. The current system allows tax evasion: some groups divide their research expenditure. You have opposed such an evolution. We study, we study again, we multiply commissions... isn't that lethargy? I have no doubt about the interest of the research tax credit for SMEs; They represent 80% of the jobs covered by the scheme. So I'm sending back your accusation of lethargy: when we talk about the research tax credit, it's also to reform it.
ParlaMint-FR_2021-06-11-O1301.u262	I call Mr Michel Castellani to support Amendment No. 231.
ParlaMint-FR_2021-06-11-O1301.u263	Proposed by Paul-André Colombani, as he did in previous years, it aims to strengthen incentives to invest in small hydraulics in non-interconnected areas, in order to reduce production costs more efficiently and quickly.
ParlaMint-FR_2021-06-11-O1301.u264	The rapporteur-general has the floor.
ParlaMint-FR_2021-06-11-O1301.u265	Beyond the risks that your amendment would entail in terms of breaking equality and competition, I do not wish us to enter into general considerations in this PLFR; Let us stick to the fiscal support provisions for the crisis and the economic recovery measures. In the same spirit, I will deliver opinions in favour of proposals for budgetary appropriations that could support the post-crisis phase, but not structural reforms. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u266	I call Mr Michel Castellani to support Amendment No. 233.
ParlaMint-FR_2021-06-11-O1301.u267	It has the same objective as the previous amendment. Note that the provision we are proposing would help to support investment and renewable energy production, which is far from negligible.
ParlaMint-FR_2021-06-11-O1301.u268	Mrs Véronique Louwagie has the floor to support Amendments Nos 59 and 60, which can be put together.
ParlaMint-FR_2021-06-11-O1301.u269	Amendment No 59 is intended to ease the imputation ceiling for the forward carry-over of deficits where the company's equity is negative. As for Amendment No 60, he proposed that this ceiling should be relaxed up to the capital gains generated by the revaluation operations which had been found at the end of a financial year ended 31 December 2020, until 31 December 2022. In this way, we would support the cash flow of companies in a difficult time.
ParlaMint-FR_2021-06-11-O1301.u270	The rapporteur-general has the floor.
ParlaMint-FR_2021-06-11-O1301.u271	He's unfavorable. The forward deferral scheme is already quite generous: it can reach an amount equal to 1 million euros, plus 50% of the fraction of the profit exceeding this threshold. However, being unlimited in time, and given its ceiling, it would not solve the current difficulties – you will agree. On the other hand, the measure provided for in Article 1e r will have a faster effect on the cash flow of companies facing the crisis. I am therefore opposed to the deflation of the carry forward, as it would not meet the cash flow needs of companies.
ParlaMint-FR_2021-06-11-O1301.u272	Mrs Sabine Rubin has the floor to support Amendment No. 149.
ParlaMint-FR_2021-06-11-O1301.u273	As long as you do not change your logic, we will always propose the same amendments! They seem to us all the more opportune because they would make it possible to recover particularly necessary revenues in this period of crisis and deficit in the public accounts. The purpose of this amendment is to tax multinationals to the extent of their actual profit in France, as proposed by the Association pour la taxation des transactions financiers et pour l'action citoyenne (ATTAC) and the economist Gabriel Zucman. The diversion of public revenues is estimated to be between €80 billion and €118 billion per year in France – this is not nothing for public accounts! The fight against massive tax evasion is absolutely necessary in the present period. Despite your communication – you don't take it away! – your policy is quite ineffective and its effects very marginal. We have solutions, such as the taxation of actual profits.
ParlaMint-FR_2021-06-11-O1301.u274	The rapporteur-general has the floor.
ParlaMint-FR_2021-06-11-O1301.u275	On such complex issues, Mrs Rubin, concrete solutions are decided in a concerted and multilateral way. The G7 finances have made an absolutely considerable step forward – I have not heard you salute it: for the first time, at the initiative of the President of the Republic and the Minister of the Economy, a minimum global tax will be applied to companies. We must measure the revolution that this represents, particularly with regard to the digital giants, which we so often talk about in the Chamber. The minimum tax rate of 15% is a major step forward, and we do not hope it will rise – in this area, we could join, Mrs Rubin. Since you are talking about solutions and concrete actions, here is one, decided on a multilateral scale; We have to greet her together. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u276	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u277	Same opinion.
ParlaMint-FR_2021-06-11-O1301.u278	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-06-11-O1301.u279	I will not welcome such a timid move, and I note above all that the tax rate has fallen from 21% to 15%. No, this is not a major step forward, even if it is presented as such.
ParlaMint-FR_2021-06-11-O1301.u280	You're wrong!
ParlaMint-FR_2021-06-11-O1301.u281	The average tax burden on digital companies is heavy on tax evasion: applying a 15% tax rate to them is a very minor step forward. You yourself speak of a minimum tax: indeed, it is the minimum!
ParlaMint-FR_2021-06-11-O1301.u282	I have before me many identical amendments Nos 6, 7, 17, 48, 54, 93, 108, 119, 133, 150, 163, 222, 226, 240, 338, 357, 373 and 476. Amendments Nos 6 by Mrs Valérie Bazin-Malgras, 7 by Mrs Emmanuelle Anthoine and 17 by Mr Dino Cinieri are being defended. Mrs Véronique Louwagie has the floor in support of Amendment No 48.
ParlaMint-FR_2021-06-11-O1301.u283	The purpose of this amendment by Émilie Bonnivard is to allow agricultural enterprises to benefit from the precautionary savings deduction (EPD), even if they have chosen to fall under the corporate tax system. It is known that a large number of companies are moving towards corporate models, and that assembly is becoming increasingly complex, especially because of the difficulties of transmission.
ParlaMint-FR_2021-06-11-O1301.u284	Amendments Nos 54 by Mr Jacques Cattin, 93 by Mrs Marie-Christine Dalloz, 108 by Mrs Marine Brenier, 119 by Mrs Cécile Untermaier, 133 by Mr Martial Saddier and 150 by Mr Vincent Rolland are being defended. I call Mr Michel Castellani to support Amendment No. 163.
ParlaMint-FR_2021-06-11-O1301.u285	While the 2019 Finance Act provides for a more flexible precautionary savings deduction scheme, it is reserved for businesses subject to income tax in the category of agricultural profits, under a real tax regime, and therefore excludes those that have chosen to tax on corporations. Yet they are equally subject to climatic and other hazards. This amendment proposes to extend the benefit of the DEP to enterprises which have a very dominant agricultural activity – more than 90% of their overall turnover – and which are subject to corporate taxation.
ParlaMint-FR_2021-06-11-O1301.u286	Mrs Pascale Boyer has the floor to support Amendment No. 222.
ParlaMint-FR_2021-06-11-O1301.u287	The 2019 Finance Act has introduced a new system of deduction for precautionary savings, which is more flexible and more efficient than the previous system. However, it excludes agricultural businesses that have chosen the corporate tax system. The purpose of this amendment is to extend the benefit of this deduction to enterprises engaged in farming and having chosen the system of corporate taxation: they are also exposed to climatic and economic hazards, and need to set up precautionary reserves.
ParlaMint-FR_2021-06-11-O1301.u288	Amendments Nos 226 by Mr Paul-André Colombani and 240 by Mr Mohamed Laqhila are defended. I call Mrs Emmanuelle Ménard to support Amendment No. 338.
ParlaMint-FR_2021-06-11-O1301.u289	I'll be brief, because it's the same as the previous ones. For several years, the Government has been encouraging agricultural businesses to choose corporate taxation. However, this incentive is contrary to the impossibility for companies which have chosen this scheme to use the DEP scheme. The purpose of this amendment is therefore to extend the benefit of the DEP to companies which have a very dominant agricultural activity. After the episode of black frost suffered by farmers, and especially the wine growers, it would be appropriate to open this mechanism to them. We'd send them a strong signal.
ParlaMint-FR_2021-06-11-O1301.u290	Amendments Nos 357 by Mr Fabrice Brun, 373 by Mr François Cormier-Boulingeon and 476 by Mr Julien Aubert are defended. The rapporteur-general has the floor.
ParlaMint-FR_2021-06-11-O1301.u291	We have had this debate many times. An extension of the DEP to corporate tax companies is not justified. While some have opted for income tax and others for corporate tax, it is based on their interests, given their own reality, their business and the personal circumstances of their leader. Both schemes have advantages as well as disadvantages. Therefore, the extension you propose would be cheese and dessert! The device must remain as it is. Moreover, if these amendments were adopted, the income tax would no longer be of interest to farmers. My opinion is therefore unfavorable.
ParlaMint-FR_2021-06-11-O1301.u292	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u293	We have this debate every time we examine a budget text, and the position of the Government is unchanged. We share the rapporteur-general's arguments and deliver an unfavourable opinion. I will have the opportunity to move forward with you earlier, thanks to Amendment No 486 by Mr Jerretie and the accompanying sub-amendment by Mrs Verdier-Jouclas, to ensure that the hazard deduction – the CCA, to be distinguished from the DEP – introduced last year are extended and provide one-off assistance. I therefore call for the amendments to be withdrawn; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2021-06-11-O1301.u294	Amendment No 396 corrected by Mr Stéphane Peu is being defended.
ParlaMint-FR_2021-06-11-O1301.u295	Amendment No 76 by Mrs Typhanie Degois is being defended.
ParlaMint-FR_2021-06-11-O1301.u296	I have before me four amendments, Nos 58, 377, 460 and 483 corrected, which may be subject to joint discussion. Amendments Nos 460 and 483, as corrected, are identical. Mrs Véronique Louwagie has the floor to support Amendment No. 58.
ParlaMint-FR_2021-06-11-O1301.u297	If you will allow me, Mr President, I will also defend Amendment No 377 because they have the same spirit. When a company changes its business significantly, it must apply for ministerial approval in order to defer deficits that would have been incurred prior to the change of business. However, in a number of cases, particularly as a result of the crisis, we are calling on companies to change their business, to adapt, to change to take account of new technologies, different consumption patterns and changes in production patterns. However, the system of approval is cumbersome for companies. Amendment No 58 is therefore intended to allow companies in the first three financial years ended on 31 December 2020, i.e. 2021, 2022 and 2023, not to apply for approval. Amendment No 377 restricts the provision to financial years 2021 and 2022.
ParlaMint-FR_2021-06-11-O1301.u298	Amendment No 460 by Mr Eric Woerth is being defended. Mr Jean-Paul Mattei has the floor to support Amendment No. 483 as corrected.
ParlaMint-FR_2021-06-11-O1301.u299	It's a little in the same spirit as Mrs. Louwagie's. A structure subject to IS is a kind of ball, with its own taxation. The change in activity does not create a boon effect. In any case, if you have to liquidate or distribute, the tax will take place at one time or another. It's paradoxical: I'm changing my business, and it's necessary, but I won't get any future benefits. Maybe you'll tell me that there could be a market that would look for deficit companies. But the amendment is very much in keeping with the fact that it excludes the case of the transfer of control of undertakings. This provision is a necessity, given the current crisis. Prior approval really is a heaviness. Perhaps Bercy's services are not sufficiently sized to manage the accreditation files because the deadline is far too long and does not correspond to the real life, the economy, the need to bounce quickly and make the necessary choices in the current context.
ParlaMint-FR_2021-06-11-O1301.u300	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u301	I am always aware of the simplification measures, that is to say, what is in line with the ESSOC law that we voted together at the beginning of the legislature. I have looked closely at these approvals: management is already deconcentrated. It is the departmental branches of public finance – DDFIP – that review the files, with DGFIP dealing only with those with transferred deficits exceeding EUR 10 million or with particular difficulties. I am not sure that we are here in the typical example of bureaucratic heaviness. I give an unfavorable opinion, because we are talking about a transfer of deficit, which is not totally neutral. We need control – trust does not rule out control, as we have said many times during the review of the ESSOC law. I have not been told of any brakes related to the approval itself, especially since the device was deconcentrated.
ParlaMint-FR_2021-06-11-O1301.u302	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u303	Same opinion. I would add that the nature of the subject means that we are committed to prior approval. If there are particular difficulties, we are obviously ready to examine them. But at this point we have not been told of any particular heaviness.
ParlaMint-FR_2021-06-11-O1301.u304	Mrs Pires Beaune has the floor to support Amendment No. 380.
ParlaMint-FR_2021-06-11-O1301.u305	This amendment is the adoption of an amendment tabled by our colleague, Émilie Cariou, who had to join a committee meeting. It aims to increase the rate of the tax on the excess reserves of insurance companies, as the current context may sometimes lead them to "over-provision". The aim is to combat the potential windfall effects for insurance companies and to regulate their behaviour in the coming months.
ParlaMint-FR_2021-06-11-O1301.u306	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u307	This is a return to discussion about the role of the insurance sector during the crisis... We are unanimous in saying that it was generally disappointing, especially in the first few months: we could expect much more support from the insurance companies, particularly towards the restaurateurs; On the contrary, they have often received amendments indicating that the conditions for covering risks would be more limited. I have always said that the response to this crisis is not fiscal, but that the sector should be strongly encouraged to support the financing of this crisis. This has been done in several ways: participation in the solidarity fund, investments in funds enabling companies to strengthen their own funds, commercial discounts. As soon as yesterday, a large French group made an important gesture of 300 million euros in the direction of 15,000 restaurateurs. Nevertheless, this goes in the right direction, even we can agree that, since the beginning of the crisis, the response has not been entirely up to date. However, the tax response you are proposing does not seem appropriate to me. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u308	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u309	Same opinion.
ParlaMint-FR_2021-06-11-O1301.u310	The Chairman of the Committee on Finance has the floor.
ParlaMint-FR_2021-06-11-O1301.u311	The insurance sector has been heavily criticized. We have received it in committee several times, and he has said a lot. Efforts have been made and I would like to commend the action, or initiative, of the Axa company in the direction of the restaurateurs. We are talking about thousands of customers, 300 million euros, in addition to the hundreds of millions that have been made by other insurance companies. We can see the glass half full! In any case, this initiative of the Axa company can be welcomed because it was not obliged to do so.
ParlaMint-FR_2021-06-11-O1301.u312	Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2021-06-11-O1301.u313	Indeed, we can see the glass half full, as the chairman of the committee does, but for my part I am looking at the glass half empty. I want to talk about another behavior that we have not addressed at all. I have been told, on two occasions, in very simple cases, that insurance is waiting as long as possible to compensate the citizens. I find this attitude deplorable. When we know the outcome of the case, why keep waiting and penalizing? Failure to pay this money to individuals also penalizes the economy.
ParlaMint-FR_2021-06-11-O1301.u314	Mr Stéphane Peu has the floor to support Amendment No. 393.
ParlaMint-FR_2021-06-11-O1301.u315	You have noticed that the GDR Group does not propose to remove the research tax credit which proves to have a positive impact on SMEs, which was confirmed in a recent report by France Strategy. On the other hand, we believe – but this is not necessarily the time to do so – that the research tax credit needs to be fundamentally modified to better target SMEs and to add employment conditions to them. Today, the fifty largest companies receive 50% of the research tax credit. Sanofi, whose case has, however, greatly disturbed public opinion, is the largest collector of the research tax credit while it has closed seven research centres and plans to close others in the coming months. We therefore propose to limit the research tax credit to EUR 16 million to better target it towards SMEs.
ParlaMint-FR_2021-06-11-O1301.u316	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u317	Without opening the debate on the CIR, I mean that we do not fully agree on the ceilings to be set. I understand the temptation to consider that large groups benefiting from the CIR can effectively eliminate jobs – it is an economic reality – but do not underestimate the power of the R & D centres of large companies through the CIR. I assure you that if the IRC were removed or replenished, there would be a great risk of our research and development centres leaving in other countries. In the aftermath of a crisis, it is really a risk that we do not want to take. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u318	I call Mr Michel Castellani to support Amendment No. 307.
ParlaMint-FR_2021-06-11-O1301.u319	It aims to strengthen the strong momentum of ICIC. Corsica is known to be one of the territories most affected by the crisis, with economic activity falling by at least 35%, which is enormous. The tourism sector has obviously been particularly affected. The purpose of this amendment is to increase the rates applicable to ICIC in order to provide a strong response to the challenges and the context we face in Corsica.
ParlaMint-FR_2021-06-11-O1301.u320	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u321	This tax credit, which was already amended in 2020, is now well calibrated. I propose not to change the rates of any tax niche in this PLFR. I would like to point out that the CIIC is fully compatible with other tax expenditures, particularly for innovative companies, the innovation tax credit – C2I – the IRC and the innovative start-up scheme. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u322	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u323	The Government will oppose any changes to the tax credits. It is therefore against this amendment and against the following amendments, Nos 306, 304, 164, 230 and 229.
ParlaMint-FR_2021-06-11-O1301.u324	[[Smile]] Thank you, Minister, for having already given your opinion on the following amendments.
ParlaMint-FR_2021-06-11-O1301.u325	Mr Michel Castellani, you have the floor to support Amendment No 306 to which you already know that the Government is unfavourable.
ParlaMint-FR_2021-06-11-O1301.u326	The rapporteur-general and the minister-delegate have enormous difficulties in understanding that we do not ask for alms but that we live in very special geographical, social and historical conditions. It is very difficult to support a business when you are on an island at least 160 kilometres from the driving economic centres. The aim of Amendment No 306 is not to exclude from the benefit of the CIIC those establishments which could be described as "small tourist residences", which are of a low capacity aparthotel type. Since the latter cannot justify a capacity of 50 beds to be recognised under the Tourism Code as "tourism residences" and thus benefit from the tax credit as an establishment, they are excluded from the scheme when they are genuine professionals who have created activity and employment.
ParlaMint-FR_2021-06-11-O1301.u327	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u328	I am so aware of the difficulties of developing economic activity in Corsica that in Article 46 of the third amending finance law of 2020 I had given a favourable opinion so that the tax expenditure would be even more beneficial at the time of the rebound. I think we have done so at a satisfactory level. I am therefore against all your proposals and the increase in the rates you are submitting to us.
ParlaMint-FR_2021-06-11-O1301.u329	I call Mr Michel Castellani to support Amendment No. 304.
ParlaMint-FR_2021-06-11-O1301.u330	The current provisions of Article 244c E do not include the transport sector, we ask that the ICIC be open to transport undertakings. Indeed, Corsican carriers suffer from unequal situations compared to their continental counterparts because of all the extra costs that can easily be imagined. Extending the ICIC to the transport sector would immediately help those companies that are increasingly weakened, like others, by the crisis and, above all, to establish fairer conditions of competition between Corsican carriers and their continental counterparts, not only French but also European.
ParlaMint-FR_2021-06-11-O1301.u331	I call Mr Michel Castellani to support Amendment No. 164.
ParlaMint-FR_2021-06-11-O1301.u332	It's the same logic.
ParlaMint-FR_2021-06-11-O1301.u333	Mr Michel Castellani has the floor in support of Amendments Nos 230 and 229, which can be presented together.
ParlaMint-FR_2021-06-11-O1301.u334	Our colleague Colombani proposes to increase the CIIC to 40% for companies with fewer than 11 employees and a turnover of not more than 2 million. This is a recurring debate; We'll probably take it back very quickly.
ParlaMint-FR_2021-06-11-O1301.u335	I call Mr Jerretie to support Amendment No. 486.
ParlaMint-FR_2021-06-11-O1301.u336	We have already mentioned this in the Finance Committee and then in the sitting earlier. You told us, Minister Delegate, that you were sensitive to our proposal, supported by my colleague Marie Verdier-Jouclas, to extend until December 31 the system that allows operators to mobilize the savings created under the CCA regime. I believe that extending this support is in the right direction and that even with the 350 million payment appropriations for farmers, the amount is not unsustainable for the state budget.
ParlaMint-FR_2021-06-11-O1301.u337	Mrs Marie-Christine Verdier-Jouclas has the floor in support of sub-amendment No 512.
ParlaMint-FR_2021-06-11-O1301.u338	My colleagues in the wine, vine and oenology study group and I had tabled an amendment along the same lines, but we prefer to support the amendment by my colleague Christophe Jerretie, which is much better drafted. As he has just explained, this is simply a relaxation: we are extending this CCA regime by one year. When we put in place the precautionary savings scheme, it was precisely to enable all farmers to mobilise this savings to cope with hazards, whether climatic or economic. This extension of CCA appears to us to be particularly important after the freezing episode. My sub-amendment simply aims to clarify the dates of application of the device to make it more operational.
ParlaMint-FR_2021-06-11-O1301.u339	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u340	In fact, we had envisaged in committee a relaxation of the CCA criteria that we had defined in 2020 with regard to economic hazards – 'the episode of the freeze is offset by budgetary measures. The opinion is therefore in favour of this amendment, subject to the adoption of the clarifications made by Mrs Verdier-Jouclas' sub-amendment.
ParlaMint-FR_2021-06-11-O1301.u341	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u342	As I said earlier, I am in favour of Mr Jerretie's amendment and Mrs Verdier Jouclas's specific sub-amendment.
ParlaMint-FR_2021-06-11-O1301.u343	I have before me many amendments, Nos 74, 8, 9, 18, 36 corrected, 50, 55, 94, 120, 134, 152, 165, 223, 227, 241, 343, 358, 374, 477 and 412, which can be discussed jointly. Amendments Nos 8, 9, 18, 36 corrected, 50, 55, 94, 120, 134, 152, 165, 223, 227, 241, 343, 358.374 and 477 are identical. Amendment No 74 by Mrs Typhanie Degois is being defended.
ParlaMint-FR_2021-06-11-O1301.u344	Mrs Véronique Louwagie has the floor to support Amendment No. 50.
ParlaMint-FR_2021-06-11-O1301.u345	I welcome the adoption of the amendment tabled by our colleague Jerretie, since this series of amendments goes in the same direction: it is a question of allowing farmers to use the DPA under the DEP regime to deal with economic hazards throughout the year 2021. I therefore withdraw this amendment, which was satisfied with the adoption of the previous amendment.
ParlaMint-FR_2021-06-11-O1301.u346	I call Mrs Emmanuelle Ménard to support Amendment No. 361.
ParlaMint-FR_2021-06-11-O1301.u347	Over the past year and a half, the management of the health crisis has forced a large number of companies to discontinue their activities during the various periods of confinement. It would be welcome to support these companies by exempting them from the payment of social contributions and direct taxes if they suffered a turnover loss of at least 70 % during the period from 1 March 2020 to 19 May 2021.
ParlaMint-FR_2021-06-11-O1301.u348	What is the opinion of the committee?
