ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u376	You can see Manif for all!
ParlaMint-FR_2021-06-09-O1296.u377	...that they have gone abroad and that everything happens as if the GPA existed in our territory, one can wonder what the Government is doing to oppose it in legal and judicial terms, Mr. Keeper of the Seals. When you want to find a solution, you can afford it. If you wanted to, you would find ways to clearly prohibit GPA in our territory.
ParlaMint-FR_2021-06-09-O1296.u378	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2021-06-09-O1296.u379	The same arguments have been used in loop since the beginning of the Article 1 debate. We will obviously not be able to agree even if, on the one hand, we have tabled amendments to delete Article 4a. Madam rapporteur, you argued that the Court of Cassation had urged us, at the time of the second reading, to find a solution in law. This is in line with my previous remarks: at no time has the Court imposed that this be in the text we are considering. The solution proposed in Article 4a is based on adoption. Mrs Limon's proposal for a law to reform the adoption is currently being considered by Parliament. Let us therefore be consistent: let us come out of the bioethics bill article 4 bis, which seems to be annoying to many members of this assembly, to take the time to work it properly within the framework of the bill. We will thus have clear texts, on well-defined issues, and the subject of the GPA will finally be evacuated.
ParlaMint-FR_2021-06-09-O1296.u380	He's evacuated.
ParlaMint-FR_2021-06-09-O1296.u381	[["Oh!" on the benches of the LR group]] Indeed, it is only a pretext for oppositions to repeat in loop three arguments of radicalized Catholic lobbies.
ParlaMint-FR_2021-06-09-O1296.u382	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2021-06-09-O1296.u383	The point should be made both by the rapporteur and by the minister, that colleagues with diametrically opposed positions on the GPA table the same deletion amendments to Article 4a. If I do not agree with our colleague Raphaël Gérard's last comment on Catholic lobbies, I agree with almost all of the comments he made during his first speech: nor should the amendment of filiation, the filiation of children born to GPA abroad, be dealt with in the bioethics bill. By integrating it, you take a constitutional risk. I do not know whether or not the constitutional judge will regard article 4 bis as a legislative horseman! However, if he considered it to be such and consequently cancelled the provisions contained therein, you would have missed the target you say you want to achieve...
ParlaMint-FR_2021-06-09-O1296.u384	As usual!
ParlaMint-FR_2021-06-09-O1296.u385	... because the Court of Cassation, which is not the role, would have ordered the legislator to intervene promptly on the transcription of the birth certificates of children born to a GPA carried out abroad. Case law is being built as it goes. If it is not homogeneous, there is a problem. This is due to the contradiction between the prohibition of GPA in our country, where it is an offence, and the refusal to penalize children for acts allegedly committed by their parents – a principle to which we are numerous, if not all, to be attached and which is one of the constants of our criminal law. Let us ask ourselves: if, like us, you are in principle opposed to the GPA – and we want to believe you – and you hear that it is never legalized in France, then despite everything, the criminal acts of those who engage in this way abroad must be prosecuted, as is the case with other types of offences. Our colleague Annie Genevard referred to sexual offences. Indeed, we do not pursue people who go to Thailand...
ParlaMint-FR_2021-06-09-O1296.u386	There's nothing like it!
ParlaMint-FR_2021-06-09-O1296.u387	...but those who go there to engage in sex tourism. Fortunately, it is quite possible, and these people are convicted in France. In the same way, we should avoid encouraging GPA abroad without penalising those who are guilty of it – I put aside, of course, the situation of children. We will therefore support the deletion of article 4 bis, which today has nothing to do with this text and whose wording does not correspond to what the transcription of the acts should be. The drafting of the Senate is much more balanced.
ParlaMint-FR_2021-06-09-O1296.u388	The rapporteur, Mr Jean-Louis Touraine, has the floor.
ParlaMint-FR_2021-06-09-O1296.u389	I fear that some people in this House are constantly confused between GPA, on the one hand, and children born to GPA abroad, on the other.
ParlaMint-FR_2021-06-09-O1296.u390	Frankly!
ParlaMint-FR_2021-06-09-O1296.u391	I wonder, ladies and gentlemen, where this constant obsession with GPA comes from. You tell us about it every day...
ParlaMint-FR_2021-06-09-O1296.u392	Yeah!
ParlaMint-FR_2021-06-09-O1296.u393	... every hour, since the beginning of the examination of the text, and did so during the six readings that took place, in committee or in session. It's an obsession with you. You took my side by giving me distorted words.
ParlaMint-FR_2021-06-09-O1296.u394	No!
ParlaMint-FR_2021-06-09-O1296.u395	Yes, very distorted words. When I referred earlier to the steps that, as in the past, will follow this revision of the Bioethics Act, I made it clear that these would cover some of the issues that we have remained in the middle of the ford – for example, the surviving LDC of will recommended by the National Ethics Advisory Committee (NEAC), the Council of State and many other structures, or ROPA. I never said we were planning a new phase in the GPA! Having said that, since you are obsessed with GPA, I would remind you that before 1994, it was a common practice in France. There have been reports of altruistic GPA – ethical, as you say – between two sisters, for example: a woman carried her sister's child who had Rokitansky's syndrome, that is, an absence of uterus. The whole of France praised what was then described as an altruistic gesture, remarkable, even more formidable than the act of giving a kidney to his sister or brother. To hear you, what was then considered a wonderful gift would be a horror today: it is your opinion but, whatever you think, it is not the subject of our debate! Today, we are talking about children: we want them to develop without hindrance and without being penalized. I agree with you, Mr. Keeper of the Seals, that the judge must have the freedom to seek the best interests of the child in each individual case, because he has all the evidence to enable him to decide with certainty on the conditions under which the child was born. But this implies that we delete Article 4a...
ParlaMint-FR_2021-06-09-O1296.u396	Oh, there!
ParlaMint-FR_2021-06-09-O1296.u397	... introduced by the Senate, according to which: "Any act of civil status or foreign judgment, with the exception of judgments of adoption, establishing or showing the filiation of a child born after a pregnancy agreement on behalf of others may not be transcribed into the registers in so far as he mentions as mother a woman other than the one who gave birth or when he mentions two fathers. » With this new provision, the judge would no longer have the right to do what he is doing today, i.e. to regularize a difficult situation for a child. Thus, a child could remain orphaned if his or her parents died before his or her adoption was effective.
ParlaMint-FR_2021-06-09-O1296.u398	Not at all!
ParlaMint-FR_2021-06-09-O1296.u399	I hope that adoption is allowed and I hope that it will not take several years before it is possible. As it stands, an unmarried parent cannot adopt: therefore, what do we do with children born to GPA and for whom there is no reasonable adoption?
ParlaMint-FR_2021-06-09-O1296.u400	Mr Marc Delatte has the floor.
ParlaMint-FR_2021-06-09-O1296.u401	We are in third reading, and I want to forcefully recall that GPA is considered an ethical ban, and its practice is a transgression. Ukrainian women, who some couples use for a GPA, have no guarantee that a medical complication such as a uterine rupture would occur. As a member of the CCNE, I emphasize that GPA is an ethical prohibition that is not a question of transgression. This practice should not, of course, be equated with the AMP, which is a love project designed to allow the birth of a child and which, I repeat, should not in any way lead to a drift towards the practice of GPA.
ParlaMint-FR_2021-06-09-O1296.u402	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2021-06-09-O1296.u403	I hope that we return to some form of dignity in these debates, that we stop accusing some Members of being Catholic lobbyists, but also of saying that the GPA is something terrible, atrocious, unbearable. Indeed, I recall that we are talking about children who are already there, and to whom we owe a minimum of respect. These kids are not guilty of anything, they're just born. I know in my constituency two beautiful children who grow up well and are loved: their mother having lost her uterus in a car accident at the age of 27,...
ParlaMint-FR_2021-06-09-O1296.u404	There!
ParlaMint-FR_2021-06-09-O1296.u405	... they came from the genetic material of their father and mother and were carried to North America by a surrogate mother who had chosen this parenting couple. We cannot tell these children that the process by which they were born is dirty or irresponsible, Mrs Genevard: they are already there, they have nothing to blame and we owe them respect. I invite you and all those who constantly appeal to the interests of the child to go beyond words to apply this principle.
ParlaMint-FR_2021-06-09-O1296.u406	They have a sonage in North America!
ParlaMint-FR_2021-06-09-O1296.u407	Mrs Coralie Dubost, rapporteur, has the floor.
ParlaMint-FR_2021-06-09-O1296.u408	Associated with what Mrs Mauborgne has just said to Mrs Genevard, I would like to stress that we must be careful not to make value judgments on foreign laws. We, who write the French law, do not have to issue value judgments on foreign laws, particularly those that authorize the GPA. Each state has its own point of view, which does not always correspond to the idea that one could worry about it in view of its cultural and religious traditions: Portugal, of Catholic tradition, has allowed intra-family GPA for more than twenty years.
ParlaMint-FR_2021-06-09-O1296.u409	It's not a question of religion!
ParlaMint-FR_2021-06-09-O1296.u410	Where are the feminists?
ParlaMint-FR_2021-06-09-O1296.u411	We are not the fanatical Catholics you say!
ParlaMint-FR_2021-06-09-O1296.u412	That is why we must be careful not to make value judgments about foreign law. Similarly, it would be absurd to want to prosecute, as you demand, persons who use GPA abroad, therefore outside the territorial jurisdiction of French law, in States where this practice is legal. With regard to forced child labour, for example, it is condemned at the international level: this practice has been the subject of an international conference, the International Labour Organization (ILO) has taken measures to combat it and international agreements have been signed. As I have already said at first and second reading, what we lack in order to have a much more balanced debate is for the international community to address this issue. However, the work of the Hague Conference on the subject is at a standstill. We can only call for the situation to be unblocked and for developments on this point, but until it takes place, we cannot open a debate worthy of this name in this House. On the other hand, we have a responsibility to find a mode of filiation for GPA children, who have not asked for anything at all.
ParlaMint-FR_2021-06-09-O1296.u413	They have a filiation abroad!
ParlaMint-FR_2021-06-09-O1296.u414	We cannot fulfil this obligation by automatic transcription, because such a method would deprive the judge of control, necessary to verify that the GPA was carried out in conditions that respect the consent of the surrogate mother, her personal situation and her dignity. That is why I ask you to reject the deletion amendments in order to allow the judge to assess situations on a case-by-case basis. It is not a question of proscribing the full filiation of children from GPA. The circular which we have discussed, and which Mr. Keeper of the Seals has once again committed himself to publishing at the same time as the text will be promulgated, will have such rapid effects, if not more so, Mr. Touraine, as a new mechanism: it will make things easier until the bill to reform the adoption which will not fail to come before us and which will finally put everyone on an equal footing. I am convinced that this is the most reasonable solution in the interests of children. I am therefore against the amendments to delete Article 4a.
ParlaMint-FR_2021-06-09-O1296.u415	The Special Commission and the Government had already expressed an unfavourable opinion. I would like to remind you that this explains why I cannot grant the requests for public ballots made after the expression of this opinion. Mrs Caroline Fiat has the floor.
ParlaMint-FR_2021-06-09-O1296.u416	Fortunately, from today the terraces remain open until twenty-three hours, which will allow us to go for chamomiles! Frankly, it is difficult to keep calm when, at third reading, some still do not want to hear that GPA is prohibited in France. We are opposed to it on all benches, but I don't know what language to say so that everyone understands! Of course, there are people in our country who are committed to this practice and it is normal for them to be able to express themselves – in democracy, everyone can make their ideas and desires known, and that is a good thing – but in this Chamber, opposition to the GPA is unanimous, which is rare enough to be stressed. In these circumstances, I do not explain that we spend hours and hours listening to some of us explaining that the best interests of the child must be set aside when the parents went to practice GPA in another country. Let us be serious, we are talking about children who are born, who exist! Because dad and mom – or dad and dad, or mom and mom – did something you disapprove of, you mean to tell these kids they don't exist?
ParlaMint-FR_2021-06-09-O1296.u417	They exist and they have a civil status abroad!
ParlaMint-FR_2021-06-09-O1296.u418	If you don't want them to exist, Mrs. Chill, that's your problem, but for us, they exist, and we think we need to do something about them: in this case, they must be recognized by the state. Having said that, Madam rapporteur, I have a problem on the substance. I do not understand that after expressing an opinion against Amendment No 12 by Mrs Vanceunebrock on the grounds that her proposal would be more in her place in Mrs Limon's proposal for a law, you now told us that the provisions of Article 4a cannot wait for that proposal and must absolutely be incorporated into this text.
ParlaMint-FR_2021-06-09-O1296.u419	No, that's not it!
ParlaMint-FR_2021-06-09-O1296.u420	You'll excuse me, but that's what I understood. So you are double standards, which is not acceptable. If we can put everything in this text, in this case Mrs Vanceunebrock's amendment had its place in it: otherwise, there is nothing to understand! In other words, I am in favour of Article 4a, which is necessary to recognise children from GPA and to make life easier for them, but I do not understand the answer given earlier to Mr Vanceunebrock to postpone his amendment.
ParlaMint-FR_2021-06-09-O1296.u421	Mrs Agnes Chill has the floor for a point of order.
ParlaMint-FR_2021-06-09-O1296.u422	It is based on Rule 58 of our Rules of Procedure. I invoke a personal fact, since Mrs Fiat has just accused me of not wanting children from a GPA to exist. I've never said that, so I want to stop pretending and saying anything. Children from a GPA practiced in the United States have an American civil status – and I think it's very good, an American civil status...
ParlaMint-FR_2021-06-09-O1296.u423	So this sucks!
ParlaMint-FR_2021-06-09-O1296.u424	This point of order will be counted on your group's speaking time, Mrs Chill.
ParlaMint-FR_2021-06-09-O1296.u425	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2021-06-09-O1296.u426	I would like to begin by congratulating Mrs Fiat on her foresight: yes, Madam Member, once it is not customary, but I found your speech absolutely bright. Why, while we are all opposed to GPA, does this issue come back insistently at this point in the debate? The question is so sensitive that it is likely to ignite each other, to bring back the old debates – I almost said the old demons – especially those on marriage for all, who have left traces. I will tell you two very soothing things: first, this is not the subject of today, second, we must all respect the convictions of each other, whether they are profound religious or moral convictions. You stress, as if it were a paradox, differences on this issue. In fact, on both sides of this House, two sides want the article to be deleted for diametrically opposite reasons. Of course everyone can have their own look at this issue, on which there are important generational differences, but don't suspect me because the Government's line is very clear: no GPA. So you can always tell me that I'm hypocrite, that I should do this or this. Mrs Blin, you nevertheless pointed out that when I wanted something, I found the means to achieve my ends. Appreciation rare enough for me to note it – in questions to the Government, I rarely hear the people of your party tell me such kind things. But maybe it's a weakness on your part: it's six hours minus a quarter...
ParlaMint-FR_2021-06-09-O1296.u427	I'm still waiting for my answer!
ParlaMint-FR_2021-06-09-O1296.u428	Let's make it very clear: GPA is prohibited in France. However, it cannot be prosecuted systematically when it is carried out abroad. First, French law prevents it: in the countries in question, it should also be considered an offence because there must be reciprocity of incrimination. Secondly, I don't see how I can stop French people from going to Ukraine if they want to. We can't control everyone upstream, I told you already. Whether you like it or not, there are children born to GPA in France. The only solution you have found is to punish them by preventing them from having a filiation. The Court of Cassation has established the principle that the GPA should no longer be subject to the supervision of the judge; the Minister of Justice I am hoping that there will be one, exercised by the adoption judge, precisely for the reasons that you rightly mentioned: it must be verified that the child was not stolen, that he was not trafficked, that the mother was consenting or that a contract for GPA was duly drawn up. That is why I am against the deletion amendments because Article 4a is absolutely essential. The GPA, we will probably talk about it one day because it is quite obvious that this subject will come back to the table. But this is neither the place nor the day to debate it. The Government on this issue is extremely clear. [[Applause on the benches of the LaREM group]] You're still asking me why I didn't ask for a prosecution against I don't know which salon you know better than I do and I'm going to answer you, Member: it's for a simple reason, the seal keeper doesn't issue individual instructions to the prosecutor's office. You should know, this rule guarantees the independence of our justice.
ParlaMint-FR_2021-06-09-O1296.u429	[[At 18:35, Ms. Annie Genevard replaced Mr. David Habib in the Chair]]
ParlaMint-FR_2021-06-09-O1296.u430	I would simply say "Defensed," Madam Chair, because of the time that is scheduled for legislation.
ParlaMint-FR_2021-06-09-O1296.u431	We have no time to defend our amendments!
ParlaMint-FR_2021-06-09-O1296.u432	Identical Amendments Nos 435 by Mr Xavier Breton, 893 by Mrs Anne-Laure Blin, 1112 by Mrs Agnes Thill and 1363 by Mr Marc Le Fur are being defended. The same applies to identical amendments No 232 by Mr Patrick Hetzel, No 434 by Mr Xavier Breton, No 1362 by Mr Marc Le Fur and No 1591 by Mr Robert Therry. Identical amendments No 234 by Mr Patrick Hetzel, 436 by Mr Xavier Breton, 619 by Mrs Annie Genevard and 894 by Mrs Anne-Laure Blin are also being defended. Mr Pascal Brindeau has the floor to support Amendment No. 1111.
ParlaMint-FR_2021-06-09-O1296.u433	[[Rires on the benches of the LR group]] Defendant, Madam President! We do not have enough time in the framework of the scheduled legislative time.
ParlaMint-FR_2021-06-09-O1296.u434	In this same series of identical amendments Nos 1282 by Mr Thibault Bazin and 1364 by Mr Le Fur are defended. Amendment No 1532 by Mr Guillaume Chiche is also so. Mrs Sylvia Pinel has the floor to support Amendment No. 472.
ParlaMint-FR_2021-06-09-O1296.u435	He proposed a new wording of article 4 bis, while retaining the spirit of article 47 of the Civil Code. Indeed, the two paragraphs before us run counter to the jurisprudence and place children in legal uncertainty by making it more difficult to transcribe their birth certificate drawn up abroad, apart from any documentary fraud. By incorporating the provisions of an amendment by one of the rapporteurs, adopted at first reading and then rejected, we want to ensure that the transcription of the foreign birth certificates of French children is carried out without discrimination on the basis of their design. We intend to enshrine in the law, while extending it, the now constant jurisprudence of the Paris High Court, according to which foreign judgments by which the filiation of a child born by GPA has been legally established must be regarded as an adoptive filiation. The aim is to allow children born by GPA and their parents to have a legally established filiation recognized in French law.
ParlaMint-FR_2021-06-09-O1296.u436	Amendment No 1533 by Mr Guillaume Chiche is being defended.
ParlaMint-FR_2021-06-09-O1296.u437	I have before me two amendments, Nos 1515 and 1571, which can be discussed jointly. Mr Julien Ravier has the floor to support Amendment No. 1515.
ParlaMint-FR_2021-06-09-O1296.u438	It is intended to include in the Civil Code the prohibition of transcribing civil status documents of children born to a GPA carried out abroad. This practice, as we have said, is totally prohibited in French law, and we can hear that it remains so. It is important to ensure that no circumvention of the law is possible and to avoid creating an air call. Earlier, it was said that filiation should be established in the interests of the child. However, a child born of a GPA abroad has a filiation established under foreign law which gives his parents parental authority which they can exercise in France. On the other hand, filiation is not established in French law. This is unfortunate for the child, but despite everything, he has parents and a sonage.
ParlaMint-FR_2021-06-09-O1296.u439	Exactly!
ParlaMint-FR_2021-06-09-O1296.u440	I don't think he's being sloppy. He may have a problem obtaining French nationality. In any case, his parents will have to explain to him.
ParlaMint-FR_2021-06-09-O1296.u441	Mr Jean François Mbaye has the floor to support Amendment No. 1571.
ParlaMint-FR_2021-06-09-O1296.u442	At the previous reading in the Assembly, the keeper of the seals assured us that he would do everything possible to speed up and streamline the process of adoption of children from a GPA practiced abroad, but also to improve the way in which their parents are treated in the course of their proceedings. In the discussion of article 4, he considered it unbearable that children should be deprived of filiation. I am sensitive to his statements, but I consider that a problem remains. The fact that children are adopted by their own parents seems to be somewhat incongruous. Our goal is to allow children to benefit from a firm parentage, as soon as possible. Let us take the case of the Mennesson spouses, who have made jurisprudence. Their twins had to wait until their majority so that the bond with their mother would be recognized by a full and complete filiation instead of resting on a mere possession of state. I ask the keeper of the seals: what would have happened if their mother had died before they reached the age of 18? Your comments, Madam rapporteur, seem to me to be those of the keeper of the seals, according to which the transcription of the birth certificate of children born to a GPA must be the responsibility of the adoption judge. But when a child of French parents is born abroad, regardless of his or her design, the registrar who is responsible for transcribing his or her birth certificate has the necessary skills, if he or she has any doubt as to the veracity of the statements submitted to him or her, to carry out investigations, in particular of the prosecutor, and to suspend the registration process. If the aim is to ensure that the dignity of the surrogate mother has been respected, as you pointed out, the rapporteur, we do not need to wait for the adoption judge to rule. The registrar may carry out checks and, if necessary, carry out an investigation to establish the facts. Although, I repeat, I am sensitive to the words of the seal keeper, I maintain the position I have defended in previous readings regarding the transcription of birth certificates issued abroad.
ParlaMint-FR_2021-06-09-O1296.u443	The meeting was suspended.
ParlaMint-FR_2021-06-09-O1296.u444	[[The sitting was suspended at 17.05 p.m. and resumed at 18.10 a.m. with Mr David Habib in the chair.]]
ParlaMint-FR_2021-06-09-O1296.u445	The meeting was resumed.
ParlaMint-FR_2021-06-09-O1296.u446	I have before me three identical amendments, Nos 1580, 836 and 1545. The Secretary of State has the floor to support Amendment No. 1580.
ParlaMint-FR_2021-06-09-O1296.u447	In order to bring Article 7a as a whole into line with the provisions adopted by the Special Commission which are intended to prohibit the donation of blood by minors over the age of 17, the amendment aims to delete paragraph 5. The opening of blood donation to minors over 17 years of age is not desirable in the name of safety. In young donors, the risk of adverse reactions is four times higher than in older donors. That is why the Government was defending the ban at the first readings of the text, which you decided, during discussions with the rapporteur Gérard Leseul, to re-establish in a special committee.
ParlaMint-FR_2021-06-09-O1296.u448	Identical amendments No 836 by Mrs Annie Genevard and No 1545 by the rapporteur, Mr Gérard Leseul, are being defended. Mr Gérard Leseul, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2021-06-09-O1296.u449	I can only support these amendments and, for once, I am happy to be consistent with the Secretary of State.
ParlaMint-FR_2021-06-09-O1296.u450	Mrs Sylvia Pinel has the floor to support Amendment No. 488.
ParlaMint-FR_2021-06-09-O1296.u451	Its purpose is to restore the possibility for minors over the age of 17 to give their blood – a possibility that was introduced by the Senate and partially abolished by the special commission. As the need for blood products continues to grow, and despite the generosity of the French, the stocks are insufficient. To respond, the donation of blood must be opened to a greater number of people.
ParlaMint-FR_2021-06-09-O1296.u452	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u453	He's unfavorable. The French Blood Establishment or the Red Cross declare that their stock of blood is becoming lower and lower; However, I am not sure that the opening of donations to 17-year-olds will help to remedy this. The current decline is, I hope, conjunctural, linked in particular to the health situation, confinement and telework. We should be able to raise stocks without using your proposal – but perhaps the Secretary of State will be able to give us more details on this.
ParlaMint-FR_2021-06-09-O1296.u454	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u455	I will not be able to clarify the stocks, but I would like to make the national representatives and our fellow citizens aware of the low blood stocks that have been observed in recent times, and of the need to give their blood to rebuild them. My opinion is unfavourable for the reasons set out by the rapporteur and for the undesirable effects that blood donation can have on 17-year-olds. Some countries, such as Australia, have opened it up to this population but are now reviewing their decision.
ParlaMint-FR_2021-06-09-O1296.u456	Amendment No 1284 by Mr Thibault Bazin is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u457	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u458	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u459	Since this amendment is satisfied, I request that it be withdrawn; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2021-06-09-O1296.u460	Mrs Caroline Fiat has the floor to support Amendment No. 593.
ParlaMint-FR_2021-06-09-O1296.u461	This is not the most glamorous amendment I would have had to defend, I am sorry! "Gift of body to science, a mass grave in the heart of Paris": this is how a newspaper with a strong audience was published at the end of 2019. Indeed, the press revealed the scandalous conditions in which the bodies were used at Paris-Descartes University: bodies that were allowed to rot and be eaten by mice, to such an extent that some had to be incinerated without being dissected; bodies stacked on one another, without any dignity and contrary to any ethical rule; bodies dismembered from the corridor, in a passage near administrative offices. Little known to donors, the bodies are also used by private companies to which they are sold, whole or dismembered. Medical teachers also have to pay to dissect. The result of this body pricing has been that the so-called "anatomical parts", in other words, body pieces, go under the coat. You will all agree that such practices are unacceptable. Our amendment aims to ensure that people who give their bodies to science or medical research are treated with respect and dignity. I would point out that this amendment was tabled before the President of the University of Paris-Descartes was put under examination, where this scandal was revealed.
ParlaMint-FR_2021-06-09-O1296.u462	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u463	I share your judgment on this scandal, but we consider, for having discussed it in a special committee, that Rule 7b is in line with your request. Article 16-1 of the Civil Code, in particular, provides that respect for the human body does not cease with death, and that the remains of dead persons – including ash from cremations – must be treated with respect, dignity and decency. Thus, provisions of the Civil Code already condemn the practices of the Paris-Descartes University that you have mentioned, and on which justice will have to decide. So my opinion is unfavorable.
ParlaMint-FR_2021-06-09-O1296.u464	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u465	Same opinion, for the same reasons.
ParlaMint-FR_2021-06-09-O1296.u466	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2021-06-09-O1296.u467	Since we are writing a law of bioethics, we simply ask you to supplement Article 7 ter with the following paragraph: "Health, training or research institutions undertake to bring respect and dignity to the bodies entrusted to them. Given the current situation, I do not see how it would be problematic to specify that the bodies that have been given to science must be respected and treated with dignity! I often say that my proposals are of common sense, and this amendment could not be more so! Please vote on this amendment.
ParlaMint-FR_2021-06-09-O1296.u468	Amendment No 1285 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u469	Mrs Christine Hennion has the floor to support Amendment No. 1502.
ParlaMint-FR_2021-06-09-O1296.u470	The purpose is to change the definition of artificial intelligence in the bill, which is the only category of algorithms. We propose that the text simply mention the processing of algorithmic data, and that the precision "whose learning has been done from massive data" be deleted, so that technological developments, which are very rapid in this field, are taken into account in the coming years and throughout the duration of the text. Some of the Government's amendments also concern devices that do not rely on the processing of mass data, for example with regard to the pancreas. We should now adopt a broader definition of artificial intelligence.
ParlaMint-FR_2021-06-09-O1296.u471	Mr Philippe Berta, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2021-06-09-O1296.u472	The bill reproduces the wording proposed by the National Advisory Committee on Ethics for the Life and Health Sciences (CCNE). My opinion is therefore unfavorable.
ParlaMint-FR_2021-06-09-O1296.u473	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u474	Same opinion, for the same reasons.
ParlaMint-FR_2021-06-09-O1296.u475	Mrs Christine Hennion has the floor to support Amendment No. 1506.
ParlaMint-FR_2021-06-09-O1296.u476	It aims to go further than the patient's only information about the use of a device with algorithmic data processing: we ask that his free, specific and informed consent be collected, as required by the General Data Protection Regulation (GDPR), especially for algorithms involving the analysis and reuse of integrated data.
ParlaMint-FR_2021-06-09-O1296.u477	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u478	The principle of prior collection of patient consent is already satisfied by article L. 1111-4 of the Public Health Code. My opinion is therefore unfavorable.
ParlaMint-FR_2021-06-09-O1296.u479	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u480	Same opinion, for the same reasons.
ParlaMint-FR_2021-06-09-O1296.u481	Mrs Christine Hennion has the floor.
ParlaMint-FR_2021-06-09-O1296.u482	In this case, the public health code probably does not refer to data processing, but to diagnosis. Our amendment fell within another framework. I withdraw it, however, because it may be a little too narrow in terms of the scope of the bill.
ParlaMint-FR_2021-06-09-O1296.u483	The Secretary of State has the floor to support Amendment No. 1581.
ParlaMint-FR_2021-06-09-O1296.u484	It is intended to maintain the obligation to inform the patient when artificial intelligence treatment is used as part of his medical care, but does not mention temporality. Depending on the acts carried out and the provisions applicable to them, the patient's information may take place before or after the implementation of the artificial intelligence treatment. For example, it will necessarily be a prerequisite for the introduction of an artificial pancreas-type medical device, since it involves surgery requiring free and informed consent – I refer you to article L. 1111-4 of the Public Health Code on this point. On the other hand, information that an artificial intelligence device has been used as part of a radiological diagnosis will be provided by the health care professional when communicating to the patient the results of this device and the interpretation it makes. The patient may request interpretation of these results by another health care professional. The final decision, taken in a shared manner, will be based on the results of these devices, the interpretation of the health care professional and the patient's preferences. Such a drafting allows both to target all artificial intelligence devices – whether they produce results or not – and to specify the content of the information concerned. Therefore, there is no reason to foresee that patient information is necessarily a prerequisite: it would not improve the quality and safety of patient care, and could, on the contrary, be a hindrance, detrimental to patients, to the use of artificial intelligence devices.
ParlaMint-FR_2021-06-09-O1296.u485	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u486	During our special committee work last week, I took a personal stand against such a development. However, in the light of the explanations provided by the Government, the committee voted on Monday in favour of this amendment. I will follow his advice and give a favourable opinion.
ParlaMint-FR_2021-06-09-O1296.u487	Mrs Christine Hennion has the floor.
ParlaMint-FR_2021-06-09-O1296.u488	You were right to be against it, rapporteur. In any event, article 11 provides that the National Commission on Informatics and Freedoms (CNIL) will give an opinion: it will certainly request that this information be communicated prior to the processing of the data. When artificial intelligence is used to make a medical diagnosis, a posteriori information may be justified. On the other hand, the information must be provided in advance with regard to the processing of the data.
ParlaMint-FR_2021-06-09-O1296.u489	Mrs Caroline Fiat has the floor to support Amendment No. 598.
ParlaMint-FR_2021-06-09-O1296.u490	Before I defend it, I will go back to my previous amendment, which was not adopted – I am a little stubborn. Madam Minister of Higher Education, Research and Innovation, since you said on Tuesday that "the regulations on the centres of donation of the body to science must be recast in the context of the bioethics bill," why was my amendment on the donation of the body rejected five minutes ago? Tuesday, you said in the press that the subject would be dealt with in the bioethics bill; I have just defended an amendment on the subject, you have not even given a favourable opinion, and it has not been adopted! I'm really angry. I'd like to be explained to me what's going on on on these benches!
ParlaMint-FR_2021-06-09-O1296.u491	You mustn't believe what the press says!
ParlaMint-FR_2021-06-09-O1296.u492	[[Patrick Hetzel applauds]] I hope I have an explanation. When we consider that there has been a mistake about a vote, we can go back to the end of the examination of the text – generally, I'm not happy about it, but if we do here, you won't hear me yelling, for once! I come to Amendment No 598: we want to ensure that the data will not be processed without the consent of the persons concerned, and that they will be stored and processed on French servers located in France, in order to limit their commercial re-use.
ParlaMint-FR_2021-06-09-O1296.u493	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u494	A Prime Minister's circular of 17 July 2014 already specifies that the hosting of sensitive data on the national territory is mandatory. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u495	I call Mr Dharréville to support Amendment No. 1477.
