ParlaMint-FR_2021-06-09-O1297.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1297.u244	I would point out, for the third or fourth time, that it is not at all indicated that it is prohibited to inform the spouse. As I said at second reading and in the special committee, it is simply a matter of providing for special cases in which there is no spouse, so that the process of caring for the woman is not interrupted by this absence. This formulation responds to comments made by professionals that, in a number of cases, the process has so far been interrupted for this reason. I therefore express an opinion against these amendments.
ParlaMint-FR_2021-06-09-O1297.u245	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u246	Same opinion, for the same reasons.
ParlaMint-FR_2021-06-09-O1297.u247	I have before me six identical amendments, Nos 291, 506, 661, 1009, 1471 and 1478. Identical amendments Nos 291 by Mr Patrick Hetzel, 506 by Mr Xavier Breton and 661 by Mrs Emmanuelle Ménard are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 1009.
ParlaMint-FR_2021-06-09-O1297.u248	He defends the same idea as my previous amendment. I hear what you are saying, Mr rapporteur, but in this case the wording is particularly awkward. Your comments do not correspond exactly to what the article describes.
ParlaMint-FR_2021-06-09-O1297.u249	Amendment No 1471 by Mr Le Fur is being defended.
ParlaMint-FR_2021-06-09-O1297.u250	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u251	You propose to delete the paragraph. If you had proposed a wording closer to reality, we would have considered it very carefully and perhaps given an opinion in favour of your amendment. In this case, however, the opinion is unfavourable.
ParlaMint-FR_2021-06-09-O1297.u252	Amendments Nos 662 and 727 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1297.u253	Mrs Anne-Laure Blin has the floor to support Amendment No. 1383.
ParlaMint-FR_2021-06-09-O1297.u254	This Thibault Bazin amendment deals with the issue of patient information. This is to go back to the original wording, which indicates that a list of specialized and approved associations in patient accompaniment is "delivered" to the pregnant woman or the couple by the doctor, and not simply "proposed". Such writing seems more relevant to allow transparent information of the couple.
ParlaMint-FR_2021-06-09-O1297.u255	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u256	We have already discussed this: the information must be given orally, or in the form of sheets, by the doctor. What is important is that it be made explicit that all documents, often written by associations, are available in the medical office or in the centre. I propose that you withdraw your amendment; Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u257	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u258	Same opinion, for the same reasons.
ParlaMint-FR_2021-06-09-O1297.u259	Mr Patrick Hetzel has the floor for a point of order.
ParlaMint-FR_2021-06-09-O1297.u260	It concerns the progress of our work: I am told that, obviously, people outside the National Assembly who wish to follow our work – our collaborators in particular – encounter difficulties in doing so, due to problems of retransmission on the Assembly's website. I wanted to make this clear because this situation is likely to cause a number of problems, if only if we were brought in at some point – we had so many surprises! – to have to table a sub-amendment. This problem should be addressed as soon as possible.
ParlaMint-FR_2021-06-09-O1297.u261	Amendment No 660 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1297.u262	I have before me seven identical amendments, Nos 292, 507, 540, 757, 1010, 1384 and 1472. I call Mr Patrick Hetzel to support Amendment No. 292.
ParlaMint-FR_2021-06-09-O1297.u263	For parents, the announcement that pregnancy could end with the birth of a disabled child leads to many questions as well as great distress; They often do not know how to react to this announcement. In order for parents to consider disability other than as an "anomaly" for the child and a "weight" for the family – I insist that I don't like these two words, so that I have quotes – a series of means and people should be made available to them so that they can get answers to their questions to help them form an informed choice. This is the purpose of the paragraph that we propose to insert after paragraph 7.
ParlaMint-FR_2021-06-09-O1297.u264	Identical Amendments Nos 507 by Mr Xavier Breton, 540 by Mrs Annie Genevard and 757 by Mr Philippe Gosselin are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 1010.
ParlaMint-FR_2021-06-09-O1297.u265	The aim of this amendment is to enable families to prepare for the fragility of a child with a disability. This requires that the families concerned are fully informed of all the facilities and assistance available to them, so that the child who may need special care can have access to them from birth.
ParlaMint-FR_2021-06-09-O1297.u266	Identical Amendments Nos 1384 by Mr Thibault Bazin and 1472 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u267	While I am very sensitive to the arguments put forward in support of these amendments which you have been defending for a long time, I would like to recall what I have already said in committee about them. First, article 19 deals with fetal medicine and deals with both diagnosis, prevention and treatment, i.e. the healing aspect, the embryo and the foetus. If, on the substance, I am not opposed to your proposals, on the form, I believe that this article is not the right place to incorporate them. Secondly, as a Member of Parliament and as a pediatrician, I have a problem with the word "weight" that applies to a child, because our society must be inclusive...
ParlaMint-FR_2021-06-09-O1297.u268	We agree!
ParlaMint-FR_2021-06-09-O1297.u269	...which, it seems to me, is the spirit of your proposals. Thirdly, it does not seem appropriate to refer to disability management in the context of Article 19, which aims to propose therapeutic solutions. The parents concerned are already provided with all the information on appropriate medical, psychological and social care provided by the associations within the fetal health care units. For all these reasons, I express an opinion against these amendments.
ParlaMint-FR_2021-06-09-O1297.u270	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u271	[[Exclaims on the benches of the LR group]] I hope, Mr. Hetzel, that you put big quotes when you use the word "weight" to refer to the arrival of a child with disabilities.
ParlaMint-FR_2021-06-09-O1297.u272	But yes, that's what I did! And several times!
ParlaMint-FR_2021-06-09-O1297.u273	That's right, you did, but I hope you put in very big quotes... In any case, I will reassure you: in accompaniment to parents whose children are disabled, this government is the first to invest to this extent in the period of the first 1000 days of the child, of which you know that it extends from the fourth month of pregnancy to the two years of the child. As part of the Social Security Financing Act, you have begun to vote for "1000 days" for all French parents, including various appointments: the early prenatal care of the fourth month, the birth, which is obviously a key moment, and the systematization of post-natal visits, in particular aimed at combating post-partum depression, which affects at least 20% of French women and is spoken of too little – to this end, specific consultations will be set up for all women between the fifth and twelfth weeks following delivery. In addition, we are going to create "1000-day journeys" dedicated to the frailties that you mentioned, Madam Member, namely the arrival of a child with a disability, the birth of a premature child, or the adoption routes, which may also lead to particular questions. For the most complex situations, we will even experiment with the creation of references "1000 days", people who can better accompany parents and coordinate all the professionals that parents and the child need when facing these frailties. That is, in a few words, the policy we pursue to better accompany parents in France: it is the heart of our family policy, which we are working to renew. I believe that the measures I have just mentioned fully satisfy the amendments which you have defended and which I therefore propose to withdraw; If I don't, I'll give you an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u274	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1297.u275	I think we have expressed ourselves in such a way that our intentions are clear. On many occasions, we have demonstrated our commitment to an inclusive society during the discussions, including by expressing our opposition to the development of certain types of diagnoses. We are extremely committed to ensuring that this inclusive society is a reality and it would be inappropriate to make a bad case on this point. Having said that, we take note of the fact that, rejecting our proposal, you do not want the accompaniment of parents facing a situation which exposes them to a particular fragility to be included in the text.
ParlaMint-FR_2021-06-09-O1297.u276	Mrs Anne-Laure Blin has the floor.
ParlaMint-FR_2021-06-09-O1297.u277	Mr rapporteur, Mr Minister, I hear what you both say, but I cannot explain why you refused to include in the law what we are proposing. Since the subject matter of these amendments defended by Members of the Republican Group seems to be the subject of a consensus, is it not the time to send a signal that you are not closed to all our proposals, including the most pragmatic ones? If the measures implemented by the Government, which you mentioned, Minister, are a good thing, you know very well that, for the families concerned, the arrival of a child with a disability is a real journey for the combatant. The inclusion after paragraph 7 of the operative paragraph that we propose would be useful and would reflect the consideration that we ask you for for fragile people, especially for these families who are facing difficulties and who need to be supported by the legislator.
ParlaMint-FR_2021-06-09-O1297.u278	Amendment No 1593 by Mr Robert Therry is being defended.
ParlaMint-FR_2021-06-09-O1297.u279	Amendments Nos 294 by Mr Patrick Hetzel, 510 by Mr Xavier Breton, 663 by Mrs Emmanuelle Ménard, 1012 by Mrs Anne-Laure Blin and 1482 by Mr Marc Le Fur were defended.
ParlaMint-FR_2021-06-09-O1297.u280	I have before me six identical amendments, Nos 293, 509, 758, 1011, 1385 and 1473. I call Mr Patrick Hetzel to support Amendment No. 293.
ParlaMint-FR_2021-06-09-O1297.u281	This amendment is intended to supplement paragraph 10 with the following sentence: "After the announcement of these results, the pregnant woman has a period of reflection of one week before deciding to terminate or continue her pregnancy. This proposal, which has been the subject of debate in committee, aims to ensure that the woman concerned has time to think about it so that things can be calmed down, so that the follow-up can take place in the best possible conditions.
ParlaMint-FR_2021-06-09-O1297.u282	Identical amendments Nos 509 by Mr Xavier Breton and 758 by Mr Philippe Gosselin are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 1011.
ParlaMint-FR_2021-06-09-O1297.u283	[[Exclaims on the banks of the LaREM Group]] For the pregnant woman who receives, together with her spouse, the announcement that the child she is waiting for may carry a disability can be a shock, as we all know. I don't see what shockes you in what I just said: it's reality, it's unexpected, and such an announcement can destabilize the woman who receives it. That is why we propose that the woman concerned should have a one-week period of reflection in order to have all the necessary information and to make her informed decision.
ParlaMint-FR_2021-06-09-O1297.u284	Identical Amendments Nos 1385 by Mr Thibault Bazin and 1473 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u285	This proposal should be discussed in the context of Article 20 rather than Article 19, which deals with diagnostic, therapeutic and preventive means relating to the foetus. We will have the opportunity to talk again about this period of reflection, but I can already tell you that the take-over is conceived as progressive. I fully agree with you, Mrs. Blin, that the announcement made to a woman that she is expecting a child with a disability is a psychological and physical shock. That said, the advertisement does not necessarily have to lead to a person being separated for a week.
ParlaMint-FR_2021-06-09-O1297.u286	It's not a stand-off!
ParlaMint-FR_2021-06-09-O1297.u287	On the contrary, it is an invitation to engage in reflection – we will discuss this very important subject again when we discuss Article 20, and I think you will be there with all your enthusiasm to defend your position! In addition, the starting point for the eight-day deadline should be legally defined. I remind you, the announcement is not made at once – the first ultrasound is followed by a series of interventions, a chromosome analysis, etc. The diagnosis is established and delivered gradually, which allows the patient to prepare, as well as her spouse when she is present. I repeat, we will have this debate under Article 20. For the moment, I'm sending an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u288	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u289	Same opinion.
ParlaMint-FR_2021-06-09-O1297.u290	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2021-06-09-O1297.u291	On this issue, we see and unfortunately read many things wrong. On social media, in particular, some have a clear will to deceive when they maintain the confusion between voluntary termination of pregnancy (IVG) and medical interruption of pregnancy (IMG). The second is always a tragedy, because it means that a woman will have to interrupt her pregnancy, either because the child she is waiting for is carrying an incurable disease, or because the woman's health, or even her life, is directly at risk. Imposing additional time for a woman in the case of an IMG, while she has been thinking about ending her pregnancy for weeks, despite her desire to give birth to a child, I find it deeply inhuman. When we talk about respect for human dignity, I would like to think about those women who have no choice but to put an end to their pregnancy when they would rather not do so. I assure you that the time for reflection on the women concerned is already long enough and there is no need to impose additional time on them.
ParlaMint-FR_2021-06-09-O1297.u292	Off the subject! You have not listened to what the rapporteur has said!
ParlaMint-FR_2021-06-09-O1297.u293	They have already conducted this reflection, both within their marriage and with medical staff, and unfortunately they have had to resolve to end their pregnancy. In a law on bioethics, therefore on ethics, it seems to me good to assume that it is time at some point to put an end to pregnancy, without it having to inflict additional pain on women who are already suffering.
ParlaMint-FR_2021-06-09-O1297.u294	Identical amendments Nos 295 by Mr Patrick Hetzel, 511 by Mr Xavier Breton and 1486 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1297.u295	I have before me several identical amendments, Nos 296, 512, 664, 1013 and 1487. I call Mr Patrick Hetzel to support Amendment No. 296.
ParlaMint-FR_2021-06-09-O1297.u296	The health of the child obviously concerns both parents and it seems to me surprising that reference is made to a decree in the Council of State to define the modalities of informing the other member of the couple. I do not think this is a matter of such a decree.
ParlaMint-FR_2021-06-09-O1297.u297	Amendments Nos 512 by Mr Xavier Breton and 664 by Mrs Emmanuelle Ménard are defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 1013.
ParlaMint-FR_2021-06-09-O1297.u298	My dear colleague, that you were content with the text proposed by the Government, that you were merely agitating the debate to try to ridicule us without bringing anything, is one thing. For our part, we are making proposals and I believe that the rapporteur hears the arguments that we are defending them. We're not just talkin' about idiots. Suffer that we sometimes say smart things even if you don't share them. You were talking about the urgency of bringing the information to the attention of the parents. In this case, it does not appear to us to be operational that a decree should be used in the Council of State. There are more fluid ways of circulating information within the couple.
ParlaMint-FR_2021-06-09-O1297.u299	Amendment No 1487 by Mr Le Fur is being defended.
ParlaMint-FR_2021-06-09-O1297.u300	Amendments Nos 665 by Mrs Emmanuelle Ménard and 678 by Mr Fabien Di Filippo are defended.
ParlaMint-FR_2021-06-09-O1297.u301	The Secretary of State has the floor to support Amendment No. 1576.
ParlaMint-FR_2021-06-09-O1297.u302	It aims to provide a legal basis for good practice recommendations for pre-implantation diagnostic activity, such as those related to prenatal diagnosis. Indeed, the decree of 1 June 2015 laying down these recommendations concerns both prenatal diagnosis and pre-implantation diagnosis activities. It is important to ensure that all this is consistent.
ParlaMint-FR_2021-06-09-O1297.u303	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u304	In committee, we discussed this amendment in another form, and we gave an opinion against the reintroduction of the mention of pre-implantation diagnosis (IPD), which seemed to us to arrive like a hair on the soup because it was not mentioned before. However, hearing from some professionals has shown us that people who perform IPRs work in the same places and observe roughly the same practices as those involved in prenatal diagnosis. In my personal capacity, I will issue an opinion of wisdom, and the opinion of the committee will remain unfavorable.
ParlaMint-FR_2021-06-09-O1297.u305	Identical amendments Nos 297 by Mr Patrick Hetzel, 514 by Mr Xavier Breton, 543 by Mrs Annie Genevard, 759 by Mr Philippe Gosselin, 1386 by Mr Thibault Bazin and 1488 by Mr Marc Le Fur are defended.
ParlaMint-FR_2021-06-09-O1297.u306	Amendments Nos 771 and 773 by Mrs Anne-France Brunet are defended.
ParlaMint-FR_2021-06-09-O1297.u307	I have before me several identical amendments, Nos 29, 505, 515, 721, 1014, 1387, 1489, to delete Article 19c. I call Mr Patrick Hetzel to support Amendment No. 298.
ParlaMint-FR_2021-06-09-O1297.u308	This article opens the possibility of performing genetic testing as a first-line test in the context of neonatal testing. These genetic tests should only be prescribed when they are of clinical use. The mere fact that a test is available and feasible does not justify its prescription or performance. It is essential to maintain flexibility in the current system, which can evolve in the light of scientific advances and, of course, therapeutic possibilities. This Article should therefore be deleted.
ParlaMint-FR_2021-06-09-O1297.u309	Amendments Nos 505 by Annie Genevard, 515 by Xavier Breton, 721 by Emmanuelle Ménard, 1014 by Anne-Laure Blin, 1387 by Thibault Bazin and 1489 by Marc Le Fur are defended. What is the committee's opinion on these deletion amendments?
ParlaMint-FR_2021-06-09-O1297.u310	We are not introducing genetic tests, Mr. Member. Neonatal screening, which is part of a highly supervised national program, can be performed using enzymatic, biochemical or genetic tests. For example, sickle cell disease is identified by genetic testing. I don't think we should dwell on the nature of the test. The important thing is that newborns can be systematically examined to determine whether they may carry any of the diseases in a list defined by decree, which, as an important element, will evolve. An experiment is currently taking place in western France to find out which other pathologies are likely to be included in this list. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u311	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u312	The rapporteur's explanations are so clear that I have nothing to add. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u313	Mrs Anne-Laure Blin has the floor.
ParlaMint-FR_2021-06-09-O1297.u314	Mr rapporteur, I hear what you're saying.
ParlaMint-FR_2021-06-09-O1297.u315	All right!
ParlaMint-FR_2021-06-09-O1297.u316	On paper, it would even seem perfect, but you know very well that, in fact, this is not quite the case. François Hollande had already allowed...
ParlaMint-FR_2021-06-09-O1297.u317	He was good, wasn't he?
ParlaMint-FR_2021-06-09-O1297.u318	You're in his right line and I think it's important to remember what happened. Gradually, more and more steps have been introduced so that pregnancies are subject to more and more detections that ultimately eliminate any embryonic malformation. And we know very well what we tend to want, as you do in this article, to make genetic tests automatic. In the presence of a certain risk, even if it is not immediate, there is an unfortunate tendency to slip towards eugenics. Hear our fears about this new device. More and more pregnant women are faced with the obligation to perform these tests: if they do not accept them, some gynaecologists refuse to follow them for fear that the birth of a child with a disability will lead to a judicialization. These provisions present a real danger: a shift towards eugenics, which we do not want.
ParlaMint-FR_2021-06-09-O1297.u319	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1297.u320	I'm going to go along with my colleague. Article 19 quater is motivated by the desire to diagnose spinal amyotrophy very quickly, but it cannot be ruled out that other diseases are detected using such tests. It is therefore quite incorrect to say that it is a matter of first-line research into genetic anomalies. In that regard, safeguards must be put in place. It should be noted that the Government itself has gone through several phases. He himself tabled a deletion amendment at first reading in the Senate and then proposed another wording at the second reading in the National Assembly. We can see that this subject is not stabilized. And I would like the Government to take a clear position: how can it assure us that any risk of eugenics is ruled out?
ParlaMint-FR_2021-06-09-O1297.u321	Bravo!
ParlaMint-FR_2021-06-09-O1297.u322	The rapporteur has the floor.
ParlaMint-FR_2021-06-09-O1297.u323	The question is not to say bravo or not: it is to make things clear. We are now at the third reading of the text and if the Government has changed the wording of article 19 quater, it is under our leadership, thanks to the discussions. Personally, as rapporteur, I have invested a lot. Initially, there was talk of drifting neonatal screening to multiple diseases, and I strongly opposed it. We have achieved a balanced drafting: the diagnosis takes place within the precise framework of the national program of neonatal screening systematically offered to all newborns in France. Several techniques are used to establish it, some of which are genetic. The word should not scare you, from the moment these tests are carried out to identify pathologies that are clearly mentioned, whether it is now sickle cell disease, spinal amyotrophy or tomorrow another disease. This is a good thing because these tests can be done at a lower cost to establish a 100% safe diagnosis. Remember, when attempting to identify congenital hip loss in girls by simple manipulation, many cases were beyond diagnosis. Severity pathologies must be rapidly diagnosed in newborns so that they can be treated as soon as possible. I therefore reiterate my unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u324	The rapporteur, Mr Philippe Berta, has the floor.
ParlaMint-FR_2021-06-09-O1297.u325	I would still like to clarify what we are talking about in relation to neonatal testing: we are talking about children who are there. It should be noted that France has accumulated a fantastic delay compared to the other countries in terms of the number of pathologies detected by this type of diagnosis. The international average is around thirty to forty. Why are we doing these tests? We only detect the pathologies for which there is a solution: through it, the survival of the child is at stake. There are metabolic pathologies for which, when known at birth, it is enough to prohibit certain foods that the child is unable to metabolize or, on the contrary, to add others to save his life. Is that what you want to delete? I think it is necessary to seek out as soon as possible whether a solution exists – whether it goes through therapy or simply through food supplements – to save a child and enable it to be taken care of. [[Applause on the benches of the Dem, LaREM and SOC groups]] In Australia, at any time of suspicion due to the appearance of clinical signs in the newly born child, genome sequencing is systematically carried out in less than 48 hours. The results have been published recently: in 58% of cases, this makes it possible to target the mutation and determine the nature of the pathology; The child is thus cared for quickly and this avoids what French families are experiencing at the present time, that is four to five years of diagnostic wandering with their kid in the arms, tied from CHU to CHU, to try to understand what is happening. We can continue to reject genetics and its positive applications, but doing so means rejecting the lives of these children.
ParlaMint-FR_2021-06-09-O1297.u326	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1297.u327	The aim of these amendments is also to engage in an exchange with the Government. In my view, two pitfalls must be avoided. The first is that of an exclusive use of genetic examination in the context of the neonatal diagnosis and the use that would be made of it: who has access to it, can one rely on it against the patient, is it aimed at the dominant alleles or is it included healthy carriers, will the knowledge of the disease have the effect of influencing the choices of life? The second is that of commodification: as we know, private laboratories are ambushed and seek to influence the writing of the text, through the genetic whole: this business can indeed prove profitable. The opening to genetic testing must first be motivated by the concern to take care of patients and not guided by lucrative perspectives. My question is therefore simple: if we maintain the current wording of Article 19 quater, what will the Government do to avoid these two pitfalls? That is why, in the face of these risks, we have tabled an amendment to delete the article.
ParlaMint-FR_2021-06-09-O1297.u328	Mr Gérard Leseul, rapporteur of the Special Committee, has the floor.
ParlaMint-FR_2021-06-09-O1297.u329	The purpose of this article is to remove the obligation to propose a period of reflection for medical interruption of pregnancy and to regulate embryonic reduction. From our point of view, it is fundamental to allow women to benefit from an IMG and to go to the end of pregnancy in the event of a serious health risk or of a very high probability that the future child will be affected by a condition of particular gravity recognized as incurable. This article has been shaken during the parliamentary shuttle but has finally regained almost its full reach – it is in this "almost" that both my current disappointment and my hope for a moment lie: can it materialize in the adoption of the amendments that we will present to you. I welcome the will of this House, which, at second reading, decided to adopt, against the opinion of the Special Committee and with a wisdom opinion of the Government – I hope the Secretary of State that you will continue along this path – an amendment defended by several parliamentarians from different groups, in order to clarify the causes of serious peril justifying the realization of an IMG. It is regrettable that the Special Committee, at its third reading, did not maintain this provision. It is therefore with confidence that we will propose an amendment to reinstate this provision to clarify that psychosocial distress is one of the causes of serious peril: according to some statistics, almost one in five MGIs would fall within this framework. Of course, it should be recalled that this reason is already often taken into account in the examination of IMG applications, but unfortunately this is not the case everywhere. That is why we consider it useful, if not indispensable, to include it in the law so that it can be taken into account throughout the country.
ParlaMint-FR_2021-06-09-O1297.u330	On identical amendments Nos 602, 814 and 973, the Socialist and related groups have asked for a public vote. The vote is announced in the National Assembly. I have before me seven identical amendments, Nos 302, 520, 730, 761, 932, 1017 and 1494, to delete the article. Identical amendments No. 302 by Mr Patrick Hetzel, No. 520 by Mr Xavier Breton, No. 730 by Mrs Emmanuelle Ménard, No. 761 by Mr Philippe Gosselin, No. 932 by Mrs Agnes Thill and No. 1017 by Mrs Anne-Laure Blin are being defended. Mr Julien Ravier has the floor to support Amendment No. 1494.
ParlaMint-FR_2021-06-09-O1297.u331	For us, it is essential to maintain the proposal for a one-week reflection period prior to the practice of an IMG and to remove the possibility of an embryonic reduction as long as IMG is allowed. We believe that the law is well done and that there is no need to amend it.
ParlaMint-FR_2021-06-09-O1297.u332	I have before me six amendments, Nos 722, 299, 516, 1015, 1490 and 729, which can be discussed jointly. Amendments Nos 299, 516, 1015 and 1490 are identical. Amendment No 722 by Mrs Emmanuelle Ménard is being defended. I call Mr Patrick Hetzel to support Amendment No. 299.
ParlaMint-FR_2021-06-09-O1297.u333	This amendment proposes a slightly different wording from paragraph 2 in order to replace the words "is proven" with the words "is a high probability", so as not to remain in a logic of probability. Indeed, the existence of an unborn child cannot be based on a question of probability and the medical team must be assured of the presence of a condition recognized as incurable at the time of diagnosis. Otherwise, the risk would be to practice an IMG while the child is perfectly viable. These questions are particularly acute in that several researchers, during the hearings we conducted, have told us that there are cases – I will use very simple words, not scientific terms – where the foetus itself entered into a logic of "reparation", which raises important questions. We must therefore be very cautious in drafting these provisions. One of the underlying issues – even if I don't think it's your intention – is eugenics.
ParlaMint-FR_2021-06-09-O1297.u334	Identical amendments Nos 516 by Mr Xavier Breton, 1015 by Mrs Anne-Laure Blin and 1490 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1297.u335	I have before me three identical amendments, Nos 602, 814 and 973. Mrs Danièle Obono has the floor to support Amendment No. 602.
ParlaMint-FR_2021-06-09-O1297.u336	It aims to restore the original wording of the text, which included the concept of psychosocial distress. Otherwise, the law would have a serious problem since, as has been said by Gérard Leseul, this concept is already accepted and taken into account: it concerns women in situations of personal danger, violence, major psychological difficulties or very precarious, situations which make it impossible to continue their pregnancy even though they exceed the legal deadline of fourteen weeks of amenorrhea for the realization of an IVG. These situations are the cause of much of the overseas travel for interruption of pregnancy, harmful travel to the health of these women, costly or even inaccessible to some of them. This reality is taken into account in practice, but it is also necessary to include it in the law. That is why we ask that this concept be clarified in the text, as it was in the original wording; We believe that the backwardness of this point of view is problematic and is not in the honour of the Government.
ParlaMint-FR_2021-06-09-O1297.u337	Thank you for your attention!
ParlaMint-FR_2021-06-09-O1297.u338	The rapporteur, Mr Jean-Louis Touraine, has the floor to support Amendment No. 814.
ParlaMint-FR_2021-06-09-O1297.u339	It is intended to clarify that the continuation of pregnancy can lead to a serious threat to women's health as a result of psychosocial distress. This law concerns, I repeat, a medical interruption of pregnancy when there is a high probability that the unborn child will be affected by a condition of particular gravity recognized as incurable or if the continuation of the pregnancy endangers the health or life of the woman.
ParlaMint-FR_2021-06-09-O1297.u340	The rapporteur, Mr Gérard Leseul, has the floor to support Amendment No. 973.
ParlaMint-FR_2021-06-09-O1297.u341	Although, unfortunately, we are no longer in the same group, I do not exclude anything from the remarks just made by Jean-Louis Touraine. In fact, medical interruption of pregnancy is a medical act that occurs when there is a high probability that the unborn child will be affected by a condition of particular gravity recognized as incurable at the time of diagnosis, or when the continuation of the pregnancy seriously endangers the health of the pregnant woman, which includes situations of psychosocial distress. However, too often we find questions and, sometimes, differences of interpretation as to whether or not to consider this psychosocial distress among the causes of serious peril justifying the conduct of an IMG. We therefore need to clarify the legal framework within which the medical college will give its opinion on the desirability of carrying out this act. This amendment, which had been adopted at second reading in the National Assembly as my colleagues recalled, was the result of the work of the delegation to women's rights and equal opportunities between men and women and was defended by the Socialist and related group, as well as by many groups.
ParlaMint-FR_2021-06-09-O1297.u342	What is the committee's opinion on these amendments?
ParlaMint-FR_2021-06-09-O1297.u343	They deal with a difficult subject, which we have discussed on several occasions and which deserves us to take the time to think about it. The Special Committee rejected these amendments; I am also against it personally, because they do not contribute anything to the bill. The psychosocial nature is indeed very difficult to appreciate and the current wording does not in any way reduce the scope of the voluntary interruption of pregnancy – because we are talking about voluntary interruptions of pregnancy medically. As I explained at second reading, the field of medical care obviously encompasses not only somatic causes, but also psychological or psychiatric ones. For example, more than 30% of indications of medical termination of pregnancy, intended to protect the mother, are motivated by a psychological diagnosis – in 23% of cases – or psychiatric – in 7% of cases. Psychological and psychiatric indications are therefore already taken into account in the law – they are the second reason for IMG – and, in 30% of cases, there is a medical interruption of pregnancy – usually before the twenty-seventh week of amenorrhea, and in some cases beyond. It does not seem desirable to add to the text the concept of psychosocial distress, when it is difficult to assess the notions of "social" or even "social" distress. This would pose a problem of legal reliability: indeed, all the indications – somatic, psychiatric and psychological – for which the medical team would be entitled to offer a woman a medical interruption of pregnancy, I say all of them. That's the bottom line. We do not deny, however, situations of distress, and we do not sweep the subject with a back of our hand. For these reasons, I will express an unfavorable opinion. Finally, do we ask the ultimate question: when women have a denial of pregnancy as well as significant psychosocial or psychological difficulties, considered unquestionable by an investigation, what do we do with the child? I am asking the question of national representation.
ParlaMint-FR_2021-06-09-O1297.u344	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u345	The subject is indeed sensitive. Olivier Véran and I have had the opportunity to express our position before you, and it remains unchanged. At present, the concept of a serious threat to women's health includes a comprehensive approach to health, in all its complexity, as defined by the World Health Organization. Indeed, psychosocial distress can seriously endanger women's health. However, health professionals themselves point out that psychosocial distress, although it is part of the serious threat to women's health, remains poorly addressed in the MGI. We know how delicate the subject is: some feel that there is no need to further clarify the existing text – as the rapporteur has just supported and as he did at the second reading – while others want to make the legal framework more visible, so that no one in practice forgets that the overall approach to women's health must take into account their psychosocial situation. For these reasons, and as at second reading, the Government relies on the wisdom of the Assembly.
ParlaMint-FR_2021-06-09-O1297.u346	All right! The rapporteur is wise!
ParlaMint-FR_2021-06-09-O1297.u347	Mrs Agnes Chill has the floor.
ParlaMint-FR_2021-06-09-O1297.u348	[[Claims on several banks of the LaREM Group]] I can only intervene about the psychosocial distress of women. We are talking about the medical interruption of pregnancy, not the abortion. A medical interruption of pregnancy can be performed for two reasons: either pregnancy seriously endangers the health of the woman or the child has a particularly serious and incurable condition. These are the only two reasons for performing an IMG until the end of pregnancy, two hours or one hour before birth. You'd like to add another reason, the mother's psychosocial distress. Be aware that, if this provision is accepted, the membrane of the uterus, this almost transparent tissue, will now be the only border that will separate an infanticide from a medical interruption of pregnancy – which will be legal. That's the truth! On the one hand, it would be legal; on the other, it would be infanticide. [[Same movements]] As has been said, psychosocial distress is indefinable from a legal point of view. Is that all we have to offer? I repeat, the boundary will be absolutely invisible between IVG and IMG, until the end of pregnancy.
ParlaMint-FR_2021-06-09-O1297.u349	That's enough!
