ParlaMint-FR_2021-11-10-O1057.u1	The next item is the debate on the draft amending finance law for 2021 (No. 4629, 4659).
ParlaMint-FR_2021-11-10-O1057.u222	I am afraid to be very disappointing, whether it be the big or the small amendment, because I agree with the rapporteur-general on the question of taxation, even if I will make it less brilliantly. [[Smile on the benches of the LaREM group]] Let me return for a moment to the comparison that is often made, on one side of this House, between France and the United States. I'll tell you, I'm always surprised at this comparison! We act as if the new American administration was wearing the standard of triumphant socialism,...
ParlaMint-FR_2021-11-10-O1057.u223	They're progressing!
ParlaMint-FR_2021-11-10-O1057.u224	... but even though President Biden would double or triple the effort in income taxation – he could, like Jean-Paul Dufrègne, do a poker trick! –, the United States would remain far from France's level of taxation!
ParlaMint-FR_2021-11-10-O1057.u225	That's right!
ParlaMint-FR_2021-11-10-O1057.u226	The figures are clear on this point. Let us therefore make sure that we do not confuse dynamics with photography. [[Applause on several benches of the LaREM group]] Similarly, we were criticized for not including social spending in the recovery plan, unlike President Trump. Fair enough, as our American friends say! However, a country in which a child's enrolment in kindergarten costs an average of $800 per month can afford to provide some social expenditure in its stimulus plan!
ParlaMint-FR_2021-11-10-O1057.u227	Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2021-11-10-O1057.u228	I obviously support Jean-Paul Dufrègne's amendments. Mr rapporteur-general, the exceptional crisis we are experiencing alone would justify calling into question the promises of the beginning of the quinquennium. You do not cease to state, rightly, that this crisis is exceptional.
ParlaMint-FR_2021-11-10-O1057.u229	That's the point!
ParlaMint-FR_2021-11-10-O1057.u230	In exceptional crisis, exceptional measures! The exceptional, though moderate, contribution proposed by the amendments could easily be explained by the crisis. [[Protests on the benches of the LaREM group]] You have certainly not increased the IR – you have even lowered it – but this tax is the only progressive tax we have left after the majority's removal of the ISF. On the other hand, you increase taxes, which are anti-progressive taxes. I am thinking, of course, of the ICTPE, but also of the carbon tax, the increase of which was such that it triggered the movement of the yellow vests. You prefer taxes, unfair taxes, progressive taxes!
ParlaMint-FR_2021-11-10-O1057.u231	That's really bullshit!
ParlaMint-FR_2021-11-10-O1057.u232	Mr Jean-Paul Dufrègne has the floor.
ParlaMint-FR_2021-11-10-O1057.u233	I want to bounce...
ParlaMint-FR_2021-11-10-O1057.u234	Not too loud!
ParlaMint-FR_2021-11-10-O1057.u235	...in your words, Mr. Rapporteur-General. The important thing, you say, is the tax base. When it increases, the State's resources also increase. To support your demonstration, you have taken the example of flat tax, but you forget to specify that some company managers who previously received a salary now earn dividends...
ParlaMint-FR_2021-11-10-O1057.u236	If they're shareholders!
ParlaMint-FR_2021-11-10-O1057.u237	... to benefit from the 30 % UFP applied to them. You also claim that a 1% increase in the rate of the ECHR would be tantamount to confiscation. But who really confiscates others, Mr. Rapporteur-General? Isn't it the taxpayers whose incomes are so high that confiscate small taxpayers?
ParlaMint-FR_2021-11-10-O1057.u238	That's right!
ParlaMint-FR_2021-11-10-O1057.u239	Mr Eric Coquerel has the floor.
ParlaMint-FR_2021-11-10-O1057.u240	[["Oh! » on several benches of the LaREM and Dem groups]] I note one thing: you do not want to confiscate the wealthiest of our fellow citizens; on the other hand, confiscating the unemployed is no problem for you. Of course! For you there is an invariant to which you must not touch: tax gifts, especially those made to the richest. And there is another invariant, which consists in the opposite way of always taking the same, especially the poorest of our fellow citizens. Secondly, the rapporteur-general, your speech may seem very calm and very certain of itself, but stop explaining that the flat tax has an impact on investment. That is not true: all reports contradict you and you have provided us with no evidence to support such an assertion. Yet you keep repeating it as a truth that should be believed. Again, the third report commissioned by France Stratégie on the subject – there are three who say the same thing – does not see the trace of the effects of the flat tax on investment! So stop repeating that.
ParlaMint-FR_2021-11-10-O1057.u241	You're the one who repeats!
ParlaMint-FR_2021-11-10-O1057.u242	We understand that you didn't even bother to provide us with figures that would prove it, since that's not true. Of course – my colleague Dufrègne just said – we expected the dividends to explode! That was the purpose of the measure. You can't tell us: "Look, the flat tax works, as the dividends explode! » Since people have every interest in paying dividends to reduce their taxes, the corresponding amounts are taken on other ways of earning income, including wages. That's the reality! Whatever the end of it is considered, it ends up costing the revenue of the State while always enriching the same people.
ParlaMint-FR_2021-11-10-O1057.u243	All right!
ParlaMint-FR_2021-11-10-O1057.u244	I put to the vote Amendment No. 109.
ParlaMint-FR_2021-11-10-O1057.u245	The result of the vote is as follows: Number of voters 61 Number of votes cast 60 Absolute majority 31 For adoption 6 Against 54
ParlaMint-FR_2021-11-10-O1057.u246	I now put to the vote Amendment No. 110, which is Mr Dufrègne's'small' amendment.
ParlaMint-FR_2021-11-10-O1057.u247	Yes, he's the kid, you can go!
ParlaMint-FR_2021-11-10-O1057.u248	The result of the vote is as follows: Number of voters 61 Number of votes cast 60 Absolute majority 31 For adoption 7 Against 53
ParlaMint-FR_2021-11-10-O1057.u249	[[Smile]] We won a voice! We're gonna make it!
ParlaMint-FR_2021-11-10-O1057.u250	I call Mr Michel Castellani to support Amendment No. 96.
ParlaMint-FR_2021-11-10-O1057.u251	It concerns again the tax credit for investments in Corsica (CIIC). It aims first of all at strengthening the rates applicable to it; Indeed, taxation must provide a fair response to each territory, and we know that Corsica's territory is subject to very special constraints, linked to its insularity and to the fact that it is a completely marginal final market. He then proposes to give visibility and confidence to business leaders by extending the ICIC until 2025 – as we know, the economy needs stability and business leaders need prospects. This tax system is, by definition, essential to support investment, and hence the creation of businesses and employment in Corsica. It is one of the most important of all those who are targeting this territory.
ParlaMint-FR_2021-11-10-O1057.u252	Did you support the next two, Mr. Castellani?
ParlaMint-FR_2021-11-10-O1057.u253	Their objects are very different, Mr. President.
ParlaMint-FR_2021-11-10-O1057.u254	What is the committee's opinion on Amendment No 96?
ParlaMint-FR_2021-11-10-O1057.u255	Unfavorable opinion on Mr Castellani's three amendments, for the reasons mentioned earlier. As part of an end-of-management PLFR, I do not want us to change the tax bases by extending them.
ParlaMint-FR_2021-11-10-O1057.u256	I call Mr Michel Castellani to support Amendment No. 100.
ParlaMint-FR_2021-11-10-O1057.u257	It aims to make available to the CIIC the investments made in order to contribute to the transport of patients for health reasons, following a public order contract with a hospital. This would make it possible to integrate the purchase of sanitary aircraft into the tax credit in question.
ParlaMint-FR_2021-11-10-O1057.u258	I call Mr Michel Castellani to support Amendment No. 98.
ParlaMint-FR_2021-11-10-O1057.u259	It aims to develop the CIIC in order to extend its benefit to certain SMEs. The General Tax Code provides that the rate of 20% is increased to 30% for companies with fewer than 11 employees. This gives rise to a threshold effect: companies located at the boundary between TPE – very small enterprises – and SMEs – small and medium-sized enterprises – and just above the threshold are implicitly penalized. Far from trying to alter the objective of this higher rate, we propose raising the threshold to benefit from it from 11 to 20 employees, which would extend its application to all smaller companies.
ParlaMint-FR_2021-11-10-O1057.u260	I have before me two identical amendments, Nos 10 and 118, on which the Group of the European People's Party has requested a public vote. The vote is announced in the National Assembly. Mrs Véronique Louwagie has the floor to support Amendment No. 10.
ParlaMint-FR_2021-11-10-O1057.u261	This is a landmark amendment in this PLFR for the Republican Group: it aims to remove the "taxes on the tax" which lead to an increase in the tax burden borne by the French on fuels but also on fluids such as gas, water or electricity. The existence of a tax has been exaggerating the French for decades. Removing VAT based on ICTPE and all taxes on fluids would increase their purchasing power on a sustainable basis; It would also be a fair measure as it would be proportional to the expenditure made by each citizen on energy and fuel. It is not normal for an increase in energy prices to increase both taxes and VAT based on these taxes: finally, the higher the price of energy, the higher the revenues of the State! We want to put an end to this situation by abolishing VAT on all taxes that affect fluid consumption. You are going to tell us, Mr rapporteur-general, that such a measure would be contrary to a European provision, but I believe that France can be a manoeuvring force to make a difference. We are not just here to accept things; We can also defend proposals – that is at least what we want. I would add that the adoption of our amendment would reduce the price by an average of EUR 6 per 100 litres – that is what many of our citizens consume every week, especially in rural areas. This would therefore be a measure that would be favourable to purchasing power.
ParlaMint-FR_2021-11-10-O1057.u262	Mr Michel Zumkeller has the floor to support Amendment No. 118.
ParlaMint-FR_2021-11-10-O1057.u263	That is a concern that we share with our colleagues in the Republican Group.
ParlaMint-FR_2021-11-10-O1057.u264	You share everything now with them!
ParlaMint-FR_2021-11-10-O1057.u265	We have been trying to put the subject on the table for several months, explaining to you that at a time when our citizens are hit hard by rising energy prices, VAT on taxes is no longer sustainable. Earlier, you mentioned the flat tax and welcomed the fact that its bases were increasing. You're probably right, but in this case, we can't welcome an increase! In fact, we are dealing here with something essential and we cannot accept that the state is increasing its revenue on the daily life of the French. The price of energy is rising and, unfortunately, it is very likely that this will continue. So, rather than distributing multi-billion-dollar gift vouchers, perhaps it would be time to take a concrete step forward: let's act on VAT! It is also unbearable for you to take refuge behind European rules to justify your refusal. If we cannot react to what Europe decides, if the states cannot intervene and if the next French Presidency is not an opportunity to put such a subject on the table, then what are we doing here? That's what's at stake, too! Once and for all, let us try to get together around a table to make possible what we are proposing and to put an end to these taxes on taxes.
ParlaMint-FR_2021-11-10-O1057.u266	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u267	This is again a subject that we regularly debate – and legitimately – in the Chamber. Before replying to the amendment as such, pay attention, Mrs Louwagie, not to suggest, as I have heard in particular on the benches of the FI Group, that we would finance the energy check or the inflation allowance with State revenue such as VAT: that is not true! I would point out that for public finances, the balance of all the measures taken in favour of purchasing power in relation to the rise in gas, electricity or fuel prices is negative: it amounts to more than EUR 8 billion.
ParlaMint-FR_2021-11-10-O1057.u268	But it's circular!
ParlaMint-FR_2021-11-10-O1057.u269	So we're very far from the pool you're talking about – if only, I want to say! It costs 8 billion euros to public finances. As regards the specific case of the tax, I would rather agree with you.
ParlaMint-FR_2021-11-10-O1057.u270	Ah!
ParlaMint-FR_2021-11-10-O1057.u271	The problem is that VAT was built as follows: Article 78 of the November 2006 VAT Directive specifies that VAT applies to the price already composed of various taxes and levies. The fact that VAT is a tax on the tax is therefore inherent in its operation. We can find this rather unfair or even absurd, and I am not far from thinking like you, but it is the very functioning of VAT.
ParlaMint-FR_2021-11-10-O1057.u272	But the rules are made to be changed!
ParlaMint-FR_2021-11-10-O1057.u273	Will it be necessary to rethink the scheme when drawing up the next VAT directive? I, for my part, am more of that opinion. So, of course, your amendment cannot be adopted as it stands, since what it proposes is contrary to Community law, but I am sensitive to your argument: if we want to strengthen the consent to tax in our country and in Europe, we must first make taxation, including Community taxation, consistent.
ParlaMint-FR_2021-11-10-O1057.u274	So, what's the favorable opinion?
ParlaMint-FR_2021-11-10-O1057.u275	Unfavorable opinion, therefore; you will have understood the reasons, because you are a parliamentary group responsible and respectful of Community law.
ParlaMint-FR_2021-11-10-O1057.u276	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u277	Same opinion.
ParlaMint-FR_2021-11-10-O1057.u278	Mr Gilles Carrez has the floor.
ParlaMint-FR_2021-11-10-O1057.u279	I would just like to express my feeling about the principled problem of tax – we have been trying to solve it for decades. You have written an excellent book, Mr. rapporteur-general, entitled La Fabrique de l'taxe.
ParlaMint-FR_2021-11-10-O1057.u280	That's right!
ParlaMint-FR_2021-11-10-O1057.u281	You develop the following idea: for a tax to be consented, it must be intelligible and understandable, and a relationship of trust must really be established with respect to it. But our fellow citizens do not understand why they have to pay a tax...
ParlaMint-FR_2021-11-10-O1057.u282	There!
ParlaMint-FR_2021-11-10-O1057.u283	...and this puts successive governments in difficulty. In 2000, when the Jospin government introduced the floating domestic tax on petroleum products, it did so because it was accused of inflating VAT revenues, which is a tax on the entire price of the product, including the tax that relates to it. But, given that the overall price of fuel was rising and that the TIPP, as it was called at the time, was a flat-rate tax, the latter's revenues had finally declined – and this was higher than the increase in VAT revenues. So the floating TIPP never worked! There is a real lack of confidence on the part of our fellow citizens in this type of tax. It is the same for the fraction of CSG – a generalised social contribution – that is still not deductible from income tax. It's a subject you're familiar with.
ParlaMint-FR_2021-11-10-O1057.u284	That's right!
ParlaMint-FR_2021-11-10-O1057.u285	[[Applause on the benches of the LR group]] The problem of VAT on different excise duties certainly arises in other European countries! I think it is absolutely necessary for us to unite our efforts in this area. The Committee on Finance also exists to take into account problems that are not reducible to our various political sensitivities, and it must try to deal with them. Indeed, if we want taxes to work, our fellow citizens must consent and establish a relationship of trust; However, they do not understand the principle of tax.
ParlaMint-FR_2021-11-10-O1057.u286	Bravo!
ParlaMint-FR_2021-11-10-O1057.u287	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-11-10-O1057.u288	[[Smile]] We have just met with the Socialist and related group. We will support the amendment.
ParlaMint-FR_2021-11-10-O1057.u289	[[Mr. Jean-Louis Bricout smiles]] It was President Habib who convinced you, maybe!
ParlaMint-FR_2021-11-10-O1057.u290	The debate has been hot!
ParlaMint-FR_2021-11-10-O1057.u291	Certainly, yes! It is true that the amendment is expensive and watering wide, but, as Mr Carrez pointed out, there is indeed a form of absurdity in this tax phenomenon. And then it still concerns a particular tax which is much more difficult to bear for the most modest households.
ParlaMint-FR_2021-11-10-O1057.u292	I put to the vote identical amendments Nos 10 and 118.
ParlaMint-FR_2021-11-10-O1057.u293	The result of the vote is as follows: Number of voters 41 Number of votes cast 40 Absolute majority 21 For adoption 13 Against 27
ParlaMint-FR_2021-11-10-O1057.u294	Mr Michel Zumkeller has the floor to support Amendment No. 121.
ParlaMint-FR_2021-11-10-O1057.u295	This is again a fallback amendment. Since it is not possible to abolish VAT on energy taxation – in some way, we hear it – it aims to increase it from 20% to 5.5%. In this case, we are not at all opposed to the European Union, since Thierry Breton himself indicated that it would allow the states to act in this direction. We are therefore moving in the direction of Europe and of what our European Commissioner is proposing. We could at least adopt this measure.
ParlaMint-FR_2021-11-10-O1057.u296	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u297	I was referring to it when the text was presented, if the reduction of taxes is an option, it is not the right one. First, it would have a rattling effect: after lowering the ICTPE or the ICTFE – internal tax on final electricity consumption – it is extremely complicated to go back. And almost all of us here are anxious to see our public finances return to balance. It is then important to target aid against the inflationary effects of energy prices. The budget solution, through the use of energy cheques and inflation compensation, is more efficient and faster to implement, I prefer it than the tax solution. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u298	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u299	Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u300	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2021-11-10-O1057.u301	Clearing mechanisms such as the energy check or inflation compensation are increasing. Each time, exorbitant mechanisms of the common law are tinkered with, and apply certain criteria to the blind. Thus, 38 million of our fellow citizens will benefit from the inflation compensation, it is a good opportunity and no one will come spit in the soup. But it is distributed a little blindly, because if resources are taken into account to decide the beneficiaries, it will benefit people who no longer travel, live in retirement homes, have no means of locomotion and use public transport, and so on. We're working on some answers. The advantage of a reduction in VAT, in the absence of a reduction in taxes, is that it is applied to every user of the different services in a smooth way on a daily basis. As Mr Zumkeller rightly points out, there is no problem of compatibility with European law. By reducing VAT from 20% to 5.5%, the message would be clear to our citizens. Today – and this is not entirely new – we see that consent to tax is difficult because the tax is neither clear nor legible and a number of our fellow citizens feel like they are being "fucked" by paying VAT on taxes. The problem goes beyond the current majority, and all governments are concerned. Let us take advantage of the French presidency of the European Union to move this issue forward quickly from next January.
ParlaMint-FR_2021-11-10-O1057.u302	Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2021-11-10-O1057.u303	We obviously support this fallback amendment, because we believe that this measure is more effective than inflation compensation. For two domestic workers, one of whom has access to public transport, while the other takes his car every day, an aid of EUR 100 will not take the same proportion. Moreover, VAT is therefore a very unfair proportional tax: in the budget of a smicard, it weighs much more proportionally than in the budget of a member of parliament or an executive at Michelin. I must apologize to you, ladies and gentlemen, for having to leave you in order to take the last train to return to my constituency. I do not expect to be absent at the commemoration ceremonies on 11 November, tomorrow, but this deprives me of the continuation of our debates until midnight tonight.
ParlaMint-FR_2021-11-10-O1057.u304	I'm afraid you're not the only one, but our schedule is that way.
ParlaMint-FR_2021-11-10-O1057.u305	However, we can denounce him!
ParlaMint-FR_2021-11-10-O1057.u306	It is true that it is not very well designed!
ParlaMint-FR_2021-11-10-O1057.u307	Mr Alain Bruneel has the floor.
ParlaMint-FR_2021-11-10-O1057.u308	The rapporteur-general claims that it is not possible to reduce the VAT rate from 20% to 5.5%. Anything is possible, it's enough that we decide it here.
ParlaMint-FR_2021-11-10-O1057.u309	I didn't say it wasn't possible!
ParlaMint-FR_2021-11-10-O1057.u310	I know you're going to pretend that it's not possible because of Europe, but it's possible, you need the will. You do not have it and you contradict yourself because social justice induced by the drop in VAT from 20% to 5.5% would have beneficial effects over time, unlike the €100 allowance. If someone fills his gas with those 100 euros, the state will collect 60 in taxes. Actually, you're giving 40 euros. VAT is a social injustice and our proposal to increase the exceptional contribution on high incomes from 3% to 4% would provide the necessary resources to compensate for the drop in VAT from 20% to 5.5%.
ParlaMint-FR_2021-11-10-O1057.u311	Mr Eric Alauzet has the floor.
ParlaMint-FR_2021-11-10-O1057.u312	I do not understand, ladies and gentlemen, how you can defend such a measure. Whether it is a question of reducing VAT or removing the tax, acknowledge that you contribute to the resentment of the French and their refusal. If we lower the tax on the tax, the government's revenue would decrease and we would increase the VAT in proportion...
ParlaMint-FR_2021-11-10-O1057.u313	No! We can take the richest!
ParlaMint-FR_2021-11-10-O1057.u314	... or else the deficit would have to be increased, and I do not think that this is the party responsible for this amendment. In addition to being antisocial compared to inflation compensation, the drop in VAT is totally anti-ecological. And I do not understand that the left can defend such measures. Indeed, that's why Nicolas Sarkozy imagined the green check to compensate for the increase in the carbon tax. [[Applause on the benches of the LaREM group]] It is necessary to keep the price signal on all polluting activities and fossil fuels, and thus to help the most modest people by social compensation. We cannot defend the measure you support if we have a little social and ecological ethic. I don't understand that we're doing it on the benches on the left.
ParlaMint-FR_2021-11-10-O1057.u315	The rapporteur-general has the floor.
ParlaMint-FR_2021-11-10-O1057.u316	Mr Bruneel, please listen carefully to my arguments. I have never mentioned the European VAT Directive on this amendment – this argument concerns the previous amendment. It is possible, in accordance with European law, to reduce VAT. It is a matter of political choice. Like Mr Alauzet, I am very surprised to hear Mrs Pires Beaune and Mr Bruneel defend this idea. If it is a much more antisocial measure than we propose, it is indeed the reduction in taxes, which will be sustainable and will have to be compensated by other measures, probably worse.
ParlaMint-FR_2021-11-10-O1057.u317	You can compensate for it with savings!
ParlaMint-FR_2021-11-10-O1057.u318	We propose a budget allowance, targeted for those who earn less than 2000 euros, and you favour a tax reduction that will affect all deciles. This is not consistent with what you usually defend in the budget debates, it is really surprising. I recall that in 2012, Nicolas Sarkozy said that the reduction in fuel taxes was a demagogic measure, and I agree with him.
ParlaMint-FR_2021-11-10-O1057.u319	What about taxes?
ParlaMint-FR_2021-11-10-O1057.u320	Mrs Véronique Louwagie has the floor.
ParlaMint-FR_2021-11-10-O1057.u321	Mr rapporteur-general, your comments contradict those you have made with regard to the amendment to abolish VAT on taxes. You acknowledged that we were a little bit right because the existence of taxes on other taxes is exaggerating the French. We need to answer the question of consent to tax. We understand that there is a difficulty because of a European directive, but France must ask for it to evolve, otherwise it is no longer useful to be a legislator. The measure we are proposing is right, things have changed from 2012. Energy prices rose significantly: 57% for gas. It is very important to provide an answer to all households that are faced with additional expenditure of up to 600, 700 or 800 euros per year. We give an answer, you make a different political choice, but you decide not to provide a lasting answer to this situation. We propose a lasting response in favour of the purchasing power of the French.
ParlaMint-FR_2021-11-10-O1057.u322	I call Mrs Sabine Rubin to support Amendment No. 18.
ParlaMint-FR_2021-11-10-O1057.u323	We are calling for the abolition of the UFP. Under the guise of simplification, this is, with the abolition of the ISF, one of the Government's main tax gifts to the richest. Inequalities have increased. The alleged beneficial effects on investment have not been proven, on the contrary. Following the introduction of the UFP, the dividends reported for income tax in 2018 were 64% higher than in 2017. The increase was even 71% in 2019. While there has been no impact on investment, the impact on public finances is well documented.
ParlaMint-FR_2021-11-10-O1057.u324	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u325	Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u326	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u327	Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u328	Mr Daniel Labaronne has the floor.
ParlaMint-FR_2021-11-10-O1057.u329	I would like to return to the opinion of the Committee on the Evaluation of Capital Taxation Reforms. In 2019, he found that the most affluent tax rate was higher than in 2017, despite our capital tax reforms. As the economic situation has been favourable, the tax bases have expanded. The introduction of the UFP was accompanied by an increase in social levies on capital income. [[Applause on several benches of the LaREM group]] You keep saying that the UFP has not had an impact on the investment, the evaluation committee concludes exactly the opposite. Of course, it is not possible to assess the direct impact of the PFU, therefore the increase in dividends paid to a shareholder, on the investment in the company that paid the dividends. But the UFP allowed these shareholders to diversify their investment portfolio into other companies. This is known as the diffuse effects of the investment due to the PFU. Stop saying that the reform of capital taxation has had no effect on the increase in capital, that is not true. Evidence of this is that our country has become very attractive for foreign direct investment.
ParlaMint-FR_2021-11-10-O1057.u330	I call Mrs Sabine Rubin to support Amendment No. 20.
ParlaMint-FR_2021-11-10-O1057.u331	The aim of this amendment is to reverse the removal of the housing tax for the 20% of the richest taxpayers. The Government claims to remove it because of its unfair character, and it is right: the rental values taken into account have not been revised since 1970, the amount of the tax can be completely decorated with the standard of living of taxpayers. The richest 20% – 6.3 million households – will benefit from an average gain of around 1158 euros. They alone will receive 8 out of the EUR 17.6 billion in the state budget as a result of this reform. The argument of tax justice is not valid. I would add that this measure was not even included in candidate Macron's program.
ParlaMint-FR_2021-11-10-O1057.u332	I have before me two amendments, Nos 17 and 89, which can be discussed jointly. I call Mrs Sabine Rubin to support Amendment No. 17.
ParlaMint-FR_2021-11-10-O1057.u333	We call for the restoration and strengthening of the ISF.
ParlaMint-FR_2021-11-10-O1057.u334	I call Mr Matthieu Orphelin to support Amendment No. 89.
ParlaMint-FR_2021-11-10-O1057.u335	It aims to set up a climate ISF, an idea that is starting to make its way – we have already discussed it last year. This involves re-establishing the ISF, expanding its base, providing fewer exceptions, fewer exemptions, for example for works of art, and increasing rates only for the largest fortunes – more than EUR 5 million. This tax would also be subject to conditionality in order to encourage financial investments in activities that are beneficial from the point of view of the ecological transition – for example, having obtained the Greenfin label – which are within the scope of the social and solidarity economy or which are part of socially responsible investment. The climate ISF would therefore have a dual virtue: a tool of tax justice, it would at the same time allow to redirect financial investments towards sectors favourable to the ecological and solidarity transition.
ParlaMint-FR_2021-11-10-O1057.u336	I call Mrs Sabine Rubin to support Amendment No. 21.
ParlaMint-FR_2021-11-10-O1057.u337	It deals with the reduction of production taxes. In the amount of EUR 10 billion, it benefits companies that, moreover – I would remind you at COP26 – are the most polluting. This additional gift to companies, as part of the recovery plan, had almost no effect on the recovery plan...
ParlaMint-FR_2021-11-10-O1057.u338	Of course I do! You're talking nonsense!
ParlaMint-FR_2021-11-10-O1057.u339	Anything? You'll explain this to me, but ask for the floor and let me finish. The multiplier effect of this measure for recovery is estimated to be only 0.3 by the OFCE while it deprives public finances of 10 billion. You make small gifts to everyone and then we come to talk about the debt! However, this reduction of 10 billion benefits polluting companies because – and I stress this point – small businesses only benefit at the margin. We therefore ask you, by this amendment, to reconsider this measure.
ParlaMint-FR_2021-11-10-O1057.u340	Mr Alain Bruneel has the floor to support Amendments Nos 107 and 108, which can be put together.
ParlaMint-FR_2021-11-10-O1057.u341	With Amendment No 107, we propose to go back to the halving of the ACVEN. This measure adopted in the PLF for 2021 offers 10 billion to companies, although they have already benefited during the quinquennium from an eight-point reduction in corporate tax. Moreover, not all companies benefit from this, since the CVAE is paid only by those whose turnover exceeds EUR 500000. In addition, the progressive scale reduces the taxation of SMEs. It is estimated that two thirds of the decline in the ACVE is captured by only 3% of companies, particularly financial ones. This very expensive measure is in no way a stimulus. Like other general and non-target tax cuts, it will have no effect on the real economy, i.e. employment activity. In the same spirit, we propose, by amendment No 108, the reduction of the CFE.
ParlaMint-FR_2021-11-10-O1057.u342	I have before me two amendments, Nos 22 and 82, which can be discussed jointly. Amendment No 22 by Mr Eric Coquerel is being defended. Mr Jean-Louis Bricout has the floor to support Amendment No. 82.
ParlaMint-FR_2021-11-10-O1057.u343	We propose that energy suppliers, who may expect, after rising energy and fuel prices, to make a contribution, pay their fair share. I would remind you that in the third quarter, rising oil and gas prices allowed them to increase their profits very sharply. Total has thus accumulated €9.7 billion in gains since the beginning of the year. If this amendment were not adopted, the measures taken by the Government would be a transfer of money from the State to households, then from households to suppliers, and finally from suppliers to shareholders. By adopting it we would put a little order in all this by charging those who can afford it today.
ParlaMint-FR_2021-11-10-O1057.u344	I call Mrs Sabine Rubin to support Amendment No. 34.
ParlaMint-FR_2021-11-10-O1057.u345	This amendment aims to introduce an exceptional tax – I insist on this last word –...
ParlaMint-FR_2021-11-10-O1057.u346	Ah! A tax!
ParlaMint-FR_2021-11-10-O1057.u347	...on the profitors of crisis, in any case on those who benefited from it. Indeed, as the last report of the Multinational Observatory reveals, while 100 % of the CAC40 companies received public aid linked to the covid crisis -19, almost 51 billion euros were paid to their shareholders in the form of dividends, or 140 % of the profits made in 2020. Moreover, since spring 2020, and cumulatively, the CAC40 plans to eliminate some 30,000 jobs in France. By this common sense amendment,...
ParlaMint-FR_2021-11-10-O1057.u348	Ah!
ParlaMint-FR_2021-11-10-O1057.u349	... we therefore propose to tax at 50% the surplus of real profits made during the crisis, in relation to the result over the same period the previous year. I would point out that this tax applies to companies with more than 500 employees with a turnover of more than 750 million euros – you see that we are not exaggerating. I would add that an exceptional measure of this nature has already been taken in the past – as we have told you many times – for example in 1916.
ParlaMint-FR_2021-11-10-O1057.u350	[[Smile]] Charles de Courson was already here!
ParlaMint-FR_2021-11-10-O1057.u351	The deputies of the Third Republic had in fact decided, during the war, to tax companies so that they could contribute to the collective effort. It is therefore simply a question of asking companies that have made profits because of the crisis, or rather because of the crisis, to participate in the war effort.
ParlaMint-FR_2021-11-10-O1057.u352	The meeting was suspended.
ParlaMint-FR_2021-11-10-O1057.u353	The meeting was resumed.
ParlaMint-FR_2021-11-10-O1057.u354	I put to the vote the whole of the first part of the amending finance bill for 2021.
ParlaMint-FR_2021-11-10-O1057.u355	We are approaching the examination of the second part.
ParlaMint-FR_2021-11-10-O1057.u356	I call Mrs Sabine Rubin to support Amendment No. 28. I invite you, Member, to prepare your arguments in advance when you have to intervene, otherwise we will waste time each time. Once or twice, pass again, but once you have 30 amendments to defend, it is more delicate.
ParlaMint-FR_2021-11-10-O1057.u357	It is precisely because I have 30 amendments to defend and because they are discussed in a state of disorder that it is delicate, Mr President: it takes me a few seconds to get the right paper back.
ParlaMint-FR_2021-11-10-O1057.u358	It's the time you're wasting that's a problem!
ParlaMint-FR_2021-11-10-O1057.u359	However, I will do the best I can. The aim of this call amendment is to transfer EUR 400 million, in commitment authorisations and payment appropriations, from the Energy, Climate and Postmines programme of the Sustainable Ecology, Development and Mobility mission to a new programme that we would call the Renovation of 700000 housing units per year. It is at this rate of 700000 homes renovated every year that progress is needed to achieve carbon neutrality in 2050. The Government's measuring devices, the first of which is the MaPrimeRénov' system, will not achieve this objective: this premium is far from sufficient to meet the ecological and social challenges of thermal insulation. The Court of Auditors itself emphasises this in its flash audit published on 30 September: "the quality and efficiency of the work in the field of combating thermal colanders and energy insecurity is not ensured".
ParlaMint-FR_2021-11-10-O1057.u360	Mrs Sabine Rubin has the floor to support Amendment No. 30.
ParlaMint-FR_2021-11-10-O1057.u361	It aims to allow the transition to 100% renewable electricity generation by 2050. I know that it is time to promote nuclear power, but it does not guarantee much. First of all, it is not the assurance of our energy independence, since there is no uranium in France – not that I know, at least. It also does not permit the production of continuous energy: half of the reactors were shut down all or part of September 2020, due to a maintenance schedule disrupted by covid-19 and drought. Does nuclear power at least provide us with energy at a lower cost?
ParlaMint-FR_2021-11-10-O1057.u362	Yes!
