ParlaMint-FR_2019-10-08-O1015.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-08-O1015.u139	We will not join The Republic on the move, simply because what we wanted was to ban mutilation. Whether children were only sent to centres could be seen by some as progress, but there was still a difference between that measure and a genuine ban on doctors from maiming such children. That is why we will not respond to Mrs Romeiro Dias' invitation. You're talking about a report to be presented in a year's time. What will happen this year? Will it be necessary to have an overwhelming report and new and staggering figures so that the subject can be put back on the table? I do not want to support this provision, saying that because of this compromise decision which will send children to centres, some may be mutilated. I am against and do not want to assume this heavy responsibility.
ParlaMint-FR_2019-10-08-O1015.u140	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-08-O1015.u141	We believe that the subject is important enough to intervene again. Our insistence has at least clearly resulted in this amendment, despite the boredom and exasperation of some. Unfortunately, the account is not there. It is not we who say it: I have quoted the associations of people concerned. [[Protests on the benches of the LaREM group]] I know that now, after obtaining this internal compromise, some – who were genuinely interested in these issues – consider these associations to be suddenly less legitimate, and that their words are less valuable. Obtaining compromises that are personally satisfied does not justify a sudden sweeping of the work accomplished, sometimes in a very transparent manner, and also sweeping the words of the persons concerned. I would therefore like to take the time it takes to say once again why these people are opposed to these amendments which systematize the referral of intersex children to the reference centres. While the centralization of children with variations in sexual development in a limited number of centres may allow for greater vigilance over practices and respect for the consent of the person, the amendments presented, like those requesting a report, tend to replace the consideration of consent. Many even provide for the consideration of consent only in cases where the child is able to express his or her will and participate in the decision. This means that parents will be able to give their approval to mutilations up to an advanced age of the child. Furthermore, the use of multidisciplinary teams in these reference centres does not guarantee that children's consent is taken into account. Today, mutilation continues in the reference centres, with the doctors who practice there adopting, for the most part, an extremely stigmatizing and pathological approach to intersex variations. As it stands, these amendments therefore seem, for the associations of the persons concerned, absolutely incompatible with an advance of intersex rights, because they endorse the decision-making by the doctors of the reference centres and by the parents, concerning medical acts of alteration of sexual characteristics without vital emergency. Once again, this argument can be swept aside and we welcome an internal compromise in The Republic on the move. We do not welcome this, and we regret it all the more because, for the past two years, we have participated actively, through the study group on LGBTphobias in the world, but also through written work. We have again demonstrated, through several similar amendments, our will to achieve at least something of little significance in this text. Unfortunately, we find with great bitterness that this compromise found internally, thanks to collective work, pressure and multiple interpellations from all the benches, does not respond significantly to an extremely serious, extremely hurtful and humiliating reality, not just for the people concerned, but for what we collectively are as a society. This is the only point on which I may join my colleague from The Republic on the move: collective responsibility. Today, we are collectively responsible for not giving, beyond a mere signal, a formal rule that prohibits mutilation on intersex persons. That is why we shall abstain with regret on this amendment.
ParlaMint-FR_2019-10-08-O1015.u142	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-10-08-O1015.u143	[[Paul Molac applauds]] I withdraw Amendment No 2165 in favour of Mr Gérard for two reasons. First of all, to thank the Minister for her clarification and for her reply on the homogenisation of reference centres and her willingness to disseminate good practices, which I believe is absolutely essential for the support of these children. The second reason is that, although many of us hope for further progress for these children, this evening we have the opportunity to take a first step for their information and accompaniment. We therefore want to support and welcome this progress.
ParlaMint-FR_2019-10-08-O1015.u144	Mrs Maud Petit has the floor.
ParlaMint-FR_2019-10-08-O1015.u145	I would like to address the colleagues of the group of La France, who are unsuspecting: we may regret not going any further, but – we are many to think – a huge step is being taken this evening: we have raised the subject and we are putting it in the law, it is not nothing. Join us to lay this first stone! With regard to the identical sub-amendments Nos. 2625 and 2637, in response to Mr Breton, it is envisaged that the reference centre responsible for the care of the child will provide information and psychosocial support to the family. Indeed, often surprised by the announcement of the variation in the reproductive development of the child at the time of birth, parents need significant support. As the newborn child is unable to express his or her consent, it may be useful for them to receive testimony from other families who have experienced this situation. The doctor must facilitate the contact of parents with associations specializing in the accompaniment of persons with a variation in genital development. I thank the Minister for expressing a wise opinion on these amendments. Furthermore, in the light of the information it has given us, I am withdrawing sub-amendment No 2638.
ParlaMint-FR_2019-10-08-O1015.u146	Mr. Nicolas Turquois has the floor.
ParlaMint-FR_2019-10-08-O1015.u147	I must admit that I was not particularly aware of the variation in genital development, I would even say that I discovered it. I listened carefully to each other's arguments, as I measure the seriousness of this issue. Given the diversity of situations, systematic intervention – I prefer to talk about intervention rather than mutilation because it implies a willingness to hurt the doctor – is just as out of place as systematic non-intervention. In addition, the concept of consent cannot be applied to a very young child. Mr Gérard's amendment is, in my view, the one that gives the best answer. The collegiality of decision-making, the plurality of medical opinions and the psychological expertise that it provides – Brahim Hammouche recalled – allow to enlighten families as best they can, depending on the medical advances and the development of the child. [[Mr. Brahim Hammouche applauds]] I welcome this amendment and welcome the opinion of the Minister.
ParlaMint-FR_2019-10-08-O1015.u148	I put to the vote Amendment No 2334, as amended.
ParlaMint-FR_2019-10-08-O1015.u149	The result of the vote is as follows: Number of voters 112 Number of votes cast 94 Absolute majority 48 For adoption 91 Against 3
ParlaMint-FR_2019-10-08-O1015.u150	Mrs Emmanuelle Ménard has the floor for a point of order.
ParlaMint-FR_2019-10-08-O1015.u151	My point of order is based on Rule 49(7) and (15) of the Rules of Procedure. Several non-attached Members referred the matter to the Conference of Presidents on 30 September to ask it to exercise the competence conferred on it by Article 49, paragraph 15, of the Rules of Procedure, which states that "if the Conference of Presidents finds that the maximum duration set for the examination of a text is insufficient, it may decide to increase it". The decisions of the Conference of Presidents and its absence of a reply seriously violate the constitutional rights of parliamentarians, which the Constitutional Council consistently recalls in its jurisprudence. The Members concerned have indeed found a serious violation of the principle of equality in the allocation of speaking time, which leads to a very great imbalance in speaking for each Member, which has a major impact on the parliamentary debate. Part of the national representation is thus deprived of active and effective participation in an essential debate for French society. It is almost impossible for a non-registrant parliamentarian to defend, in a coherent and reasoned manner, his or her point of view or an amendment, or to explain his or her vote. [[Marie-France Lorho and Agnès Thill applaud]] For all these reasons, the non-registrant MPs concerned have decided to refer to the Constitutional Council the strong disproportion between parliamentarians in that the imbalance, in that it ignores the constitutional requirement of clarity and sincerity of the parliamentary debate, could seriously undermine, from the point of view of compliance with the Constitution, the debate as well as the voting operations. It thus seriously undermines the normal functioning of the public authorities and, in particular, the parliamentary function.
ParlaMint-FR_2019-10-08-O1015.u152	Mr Raphaël Gérard has the floor to support Amendment No. 2137.
ParlaMint-FR_2019-10-08-O1015.u153	I have already had the opportunity to defend this amendment several times. It is intended to replace the words "for his benefit" with the words "for the benefit of his parenting project" in order to allow the return of the gametes that would have been kept for medical reasons. Of course, I am thinking of trans women who would have self-conserved their sperm before a transition operation.
ParlaMint-FR_2019-10-08-O1015.u154	What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u155	I am not sure that the sentence: "the self-conservation of gametes or germ tissue may have as its purpose the subsequent realization of medical assistance in procreation for the benefit of the person", does not already cover the parenting project of the person. The current wording of Article 22 seems to me to satisfy the concern that you have expressed in the amendment. I reiterate the negative opinion that the committee has given.
ParlaMint-FR_2019-10-08-O1015.u156	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u157	We agree on the essentials, Mr Gérard: making procreation possible after a treatment affecting fertility. This is the main purpose of the device we are discussing, but it is not the only one. Indeed, it is also a matter of enabling the restoration of a hormonal function – a very important issue for women – regardless of any desire for procreation. Your amendment would restrict the scope of the measure. I therefore suggest that you remove it; Otherwise, unfavorable opinion.
ParlaMint-FR_2019-10-08-O1015.u158	I have before me two amendments, Nos 2302 and 2097, which can be discussed jointly. Mr Loïc Prud'homme has the floor to support Amendment No. 2302.
ParlaMint-FR_2019-10-08-O1015.u159	The amendment is intended to allow gametes to be preserved for people who have changed their identity. Even today, the self-conservation of gametes is sometimes denied to transidents by CECOS, even though they are about to undergo a treatment that affects their fertility. The reason for this refusal is that, as the legislation currently stands, persons are not allowed to use gametes at a later stage and that the treatment is the result of a personal choice. Such an interpretation of the law thus endorses a form of institutional transphobia against which we believe it is important to fight. With the passage of the bill, those affected will now be able to use the gametes thus preserved. Therefore, there is no longer any justification for any distinction in conservation. On the other hand, basing the refusal on a person's choice is evidence of a serious lack of knowledge of the transidentity and experience of many people for whom such treatment is vital.
ParlaMint-FR_2019-10-08-O1015.u160	Amendment No 2097 by Mrs Laurence Vanceunebrock-Mialon is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u161	I am well aware of the importance of the subject. As I have had the opportunity to explain in a special committee, the wording of Article 22 does not discriminate against transgender persons with regard to the benefit of self-conservation of their gametes or germinal tissues. If a person wishing to change sex has started a transition involving medical care, then it will fall within the scope of Article L. 2141-11 of the Public Health Code, as amended by Article 22: he may request the self-conservation of his germinal gametes or tissues because of the risks that his treatment or operation poses to his fertility. If a person wishing to change sex has not yet started a transition involving medical care, then it will fall within the scope of Article L. 2141-12, as amended by Article 2: he may apply for the self-conservation of his gametes or germinal tissues if he satisfies the conditions, particularly age, provided by this text. It is therefore not necessary to add the phrase "the change in the reference to sex in the civil register does not preclude application", since the provisions of Articles 2 and 22 meet the objective of the amendment. My opinion is therefore unfavorable.
ParlaMint-FR_2019-10-08-O1015.u162	Amendment No 2057 by Mr Jean-François Eliaou, rapporteur, is drafting.
ParlaMint-FR_2019-10-08-O1015.u163	I have before me two identical amendments, Nos 1450 and 1613. Mrs Danielle Brulebois has the floor to support Amendment No. 1450.
ParlaMint-FR_2019-10-08-O1015.u164	Article 22 extends to the restoration of hormonal function the purposes of the grafting of germ tissue taken and preserved in the context of the preservation of fertility. However, the fifth paragraph of this article limits the sphere of autonomy of the protected adults and extends the obligation to obtain the consent of their representatives beyond the guardianship measures. This provision therefore appears to be in complete contradiction with the philosophy of national and international texts, as well as published reports on the legal protection of adults. On the other hand, the future protection mandate and family empowerment, also mentioned in this paragraph, are legal, not judicial, measures that do not deprive the person of his/her legal capacity. For all these reasons, the purpose of this amendment is to recall that the collection or collection and storage of its gametes or germinal tissues is a strictly personal act falling within the scope of Article 458 of the Civil Code. The latter lists, in a non-limitative manner, acts strictly subject to the consent and autonomy of the protected person, regardless of the protection measure, for which no assistance or representation is possible, as is the case with acts relating to parental authority and adoption. The decision on the conservation of germinal gametes or tissues is, by analogy, of the same kind of act.
ParlaMint-FR_2019-10-08-O1015.u165	Amendment No 1613 by Mrs Emmanuelle Anthoine is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u166	I am sensitive, Mrs Brulebois, to your arguments, to which I shall make two points. First, article 22 of the bill only updates the wording of article L. 2141-11 of the Public Health Code by mentioning the need for the consent of representatives of protected majors for legal protection measures that did not yet exist when the previous Bioethics Act of 7 July 2011 was passed, such as family empowerment – the operative part of which came from an order of 15 October 2015, as amended by the law of 23 March 2019 on judicial reform. Secondly, in order to properly fit the scheme from a legal point of view, it would have been preferable – not too late – to also table a supplementary amendment to it in order to amend Article 458 of the Civil Code, which sets out a list of acts deemed strictly personal and thus dispensing with the assistance or representation of the protected person to include, as you wish, the collection, consent to the collection, collection and preservation of gametes or germinal tissues. These two points explain why the Special Committee gave an opinion which was unfavourable to your amendment, but, given the extremely sensitive nature of the question, I will issue an opinion of wisdom on a personal basis and not as a rapporteur.
ParlaMint-FR_2019-10-08-O1015.u167	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u168	Given the need to take into account the personal will and the sphere of autonomy to which any major protected person is entitled, the Government is in favour of this amendment. The latter brings the public health code and the civil code into line with the regime of strictly personal acts which only the protected adult can carry out or decide on. The conservation of gametes or germinal tissues seems to us to be an intimate choice, so the protected adult must be able to express his consent or his refusal alone. I have a favourable opinion.
ParlaMint-FR_2019-10-08-O1015.u169	Mrs Blandine Brocard has the floor to support Amendment No. 2556.
ParlaMint-FR_2019-10-08-O1015.u170	This amendment aims to follow a recommendation of the federation of CECOS that a decree in the Council of State would be desirable in order to establish age-limit conditions for the conservation and use of germinal tissues, specifically in women, with a view to avoiding a number of drifts.
ParlaMint-FR_2019-10-08-O1015.u171	What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u172	I would like to make a number of clarifications about your proposal. It does not seem appropriate to enshrine the collection, collection and self-conservation of gametes and germinal tissues in a pathological context within strict age limits, as you envisage in this amendment. On the one hand, the current law does not set age limits for the benefit of the self-conservation of gametes or germ tissue of minors and adults whose fertility is likely to be prematurely altered, in particular as a result of medical care. On the other hand, if the persons who have benefited from such self-conservation then consider using their germinal gametes or tissues as part of an MPA, the age limits will then be taken into account, i.e. forty-three years for women. On this point, therefore, your amendment is already satisfactory. Finally, the parental project and the AMP are not the only reasons provided for in Article 22 for the conservation of gametes and germinal tissues: the restoration of a hormonal function appears to be another important purpose, especially among women, making it difficult to establish age limits. For these reasons, I suggest that you withdraw your amendment. Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-10-08-O1015.u173	The rapporteur, Mr Jean-François Eliaou, has the floor to support Amendment No. 2060.
ParlaMint-FR_2019-10-08-O1015.u174	This amendment, which has been rewritten following the observations made in the Special Committee, is intended to allow the preserved gametes or germinal tissues of a minor who unfortunately dies to be searched under the same conditions as those currently provided for the preserved germinal gametes or tissues of major persons. In the current state of law, that is impossible. However, this research would make possible the study of spermatogenesis, as well as the verification of the non-contamination of the germinal gametes or tissues retained by the residual disease – that is, the cancerous disease – and often taken from an acute phase of the disease. Indeed, there is no question of injecting both gametes and cancer cells. That is why I am proposing this amendment again.
ParlaMint-FR_2019-10-08-O1015.u175	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u176	The opinion is very favourable.
ParlaMint-FR_2019-10-08-O1015.u177	Mr Gilles Lurton has the floor to support Amendment No. 866.
ParlaMint-FR_2019-10-08-O1015.u178	The aim of this amendment is to establish a maximum shelf life for gametes after which they would be destroyed. Contrary to my statement of reasons, which contains an error, this period would be five years, not ten years.
ParlaMint-FR_2019-10-08-O1015.u179	What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u180	I am against your amendment for several reasons: on the one hand, the current ten-year period is preferable for gamete conservation; On the other hand, I note a confusion in your summary statement in which you state that you are in favour of a ten-year retention, while you are in favour of five years in the text of your amendment.
ParlaMint-FR_2019-10-08-O1015.u181	I just said there was a mistake!
ParlaMint-FR_2019-10-08-O1015.u182	Please excuse me, I didn't hear. I therefore withdraw what I have just said, but I remain against your proposal to reduce the maximum shelf life for gametes of a self-conservation person to five years.
ParlaMint-FR_2019-10-08-O1015.u183	Mrs Annie Genevard has the floor to support Amendment No. 136.
ParlaMint-FR_2019-10-08-O1015.u184	The aim of this amendment is to ensure that gametes which are self-preserved for medical reasons by a sick person cannot be given for an MPA at a later date for the benefit of a third party because of the health risks that their use might entail. This amendment is inspired by Professor Catherine Poirot, Chair of the Research and Study Group on Cryoconservation of the Ovary and Testicle – GRECOT – who explicitly advocated this precaution in her contribution to the committee review of the project.
ParlaMint-FR_2019-10-08-O1015.u185	What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u186	I shall, Mrs Genevard, give an opinion in favour of your amendment. At present, the possibility, open to persons who have benefited from self-conservation of their gametes in a pathological context, of giving such gametes is already provided for in article R. 2141-18 of the Public Health Code, the provisions of which are high at the legislative level by article 22 of the bill. I will quickly cite, because the list is long, the criteria for the acceptability of gamete donors, provided for by the Biomedicine Agency's Order of 30 June 2017. These include: age; the general health condition assessed by the medical team; the absence of a known risk of transmission of pathology related to personal or family history; satisfactory conclusions of the clinical examination; and, for donors, the initial sperm characteristics and after preparation, for donors, the results of the gynecological balance. While, on a genetic level, a documented study of the donor's family tree and donor will be conducted. In view of all the conditions under which the regulations and the rules of good practice attach to the donation of gametes, it seems to me that it is only in very marginal assumptions that the authorisation could be given to those who benefit from the self-conservation of their gametes on pathological grounds to donate them without the latter being challenged. I am therefore in favour of mentioning the prohibition of the donation of self-preserved gametes for pathological reasons, in line with Article R. 2141-18 of the Public Health Code, so that there is no confusion once and for all.
ParlaMint-FR_2019-10-08-O1015.u187	All right!
ParlaMint-FR_2019-10-08-O1015.u188	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u189	I am very disturbed by this amendment. I know Mrs Poirot very well, so I see what she's referring to. His opinion probably stems from the fact that, in the past, since the oocytes were not known to be frozen, fragments of ovaries were frozen, in which gametes were present, which were re-implanted in the bodies of people, taking the risk of transmitting the donor's disease, particularly in the case of leukaemia. To the extent that we now freeze oocytes or sperm, and no longer tissues, I do not see where the risk would be; an ovocyte alone, frozen, does not transmit cancer cells. That is why I am embarrassed by this amendment. On the other hand, when a volunteer is recruited for a gamete donation, he is asked about his medical history, including cancers: by the questionnaire given to him, then by the CECOS doctor, during a face-to-face interview. Given the current techniques, I do not understand why this amendment was drafted.
ParlaMint-FR_2019-10-08-O1015.u190	I don't understand, minister!
ParlaMint-FR_2019-10-08-O1015.u191	My opinion is therefore unfavorable.
ParlaMint-FR_2019-10-08-O1015.u192	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-08-O1015.u193	I do not understand your position, Madam Minister; You are a well-known doctor, as are Professor Poirot and Dr. Eliaou. It would be reasonable to use the precautionary principle: doubt should benefit the recipient of the embryo.
ParlaMint-FR_2019-10-08-O1015.u194	I put to the vote Amendment No. 136.
ParlaMint-FR_2019-10-08-O1015.u195	[[Smile]] If it is a Ferrand vote, it is adopted!
ParlaMint-FR_2019-10-08-O1015.u196	Mr Breton's amendment No 586 on the title of the chapter is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-08-O1015.u197	He's unfavorable. Indeed, there is no alternative proposal.
ParlaMint-FR_2019-10-08-O1015.u198	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-10-08-O1015.u199	Next sitting, tomorrow, at 3 p.m.: Further discussion of the bioethics bill. The meeting is adjourned.
