ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u406	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u407	Thank you, Madam rapporteur, for hearing the meaning of my proposal. Mr Secretary of State, I wish to simplify your life: the amendment that I am defending is intended to include in the CCNE six representatives of associations of sick people and users of the health system, associations of disabled people, family associations and associations working in the field of the protection of the rights of persons. It will avoid having to dig your head: you have there a list that will help you a lot. This amendment will also allow us legislators to play a small role in choosing the composition of this important committee and not to allow the Government to decide by decree alone. It is essential: it is not enough to hear from the associations and organizations concerned by the general states of bioethics, but it is necessary to involve them constantly in the CCNE's reflections and the deployment of these in society. That is why I would like to insist on this amendment.
ParlaMint-FR_2019-10-09-O1016.u408	Mr Marc Delatte has the floor.
ParlaMint-FR_2019-10-09-O1016.u409	I am a member of the NCCE, as a Member of Parliament – the committee also has a senator among its members. We are thirty-nine, from all walks of life, from the scientific, religious and philosophical fields. The rapporteur's idea is very good, but the CCNE is already working in this spirit: thanks to the regional ethical spaces, we have organised the consultation of the whole population, especially young people. Adopting this amendment would therefore not bring benefits, but could hinder the preparatory work of the law. In the case of this text, I can testify that we have conducted 500 hearings in the OECST. The concern of the CCNE is to preserve this ethic in French and to develop it at European level. Your wish is already met as the CCNE has opened up widely, in particular by using new technologies and the many regional spaces. Many young people participated in the consultations; Everyone had the opportunity to contribute to it. I believe that this is the first time since the introduction of the principle of revision of bioethics laws that consultation is so important and the project is so successful.
ParlaMint-FR_2019-10-09-O1016.u410	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-09-O1016.u411	I am shocked, Madam rapporteur, by the last sentence of the summary statement of your amendment, which refers to "the concern of the CCNE for greater openness to society". You repeated at the hearings of the Special Committee that you were dissatisfied with the conclusions of the regional consultations, because they were not in line with you.
ParlaMint-FR_2019-10-09-O1016.u412	Not at all! By no means!
ParlaMint-FR_2019-10-09-O1016.u413	You have asked on several occasions how it is possible to ensure that these regional consultations are more in line with the evolution of society.
ParlaMint-FR_2019-10-09-O1016.u414	Representative, not in line!
ParlaMint-FR_2019-10-09-O1016.u415	[[Applause on the benches of the LR Group and among non-attached Members]] That was the spirit of your interventions. But these conclusions are what they are! You insult all the meetings held at the regional level: some of them were not in the same direction as you, but their conclusions were perfectly acceptable. It is unethical to seek to discredit them on the grounds that they do not incite the passage of this bill.
ParlaMint-FR_2019-10-09-O1016.u416	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1016.u417	I would like to reassure Mrs Genevard that I do not criticise the consultations or the consultations that have taken place at all. My amendment concerns the composition of the CCNE: it is another subject.
ParlaMint-FR_2019-10-09-O1016.u418	The state of mind is the same!
ParlaMint-FR_2019-10-09-O1016.u419	Mr Secretary of State, I regret not agreeing with you. You state that this article is intended to simplify the procedure by resorting to the decree. At the special commission, Agnès Buzyn, Minister of Solidarity and Health, had justified the use of the decree rather than the law by a requirement to ensure parity within the CCNE. It has never been said that Parliament could no longer intervene in the composition of the committee. Of course, it will no longer be able to appoint its members, since parity must be guaranteed, but it must be able to choose to represent certain bodies of health democracy or to appoint certain types of qualified personalities. Unfortunately, this does not seem to me to be the spirit of this article. The subject of this amendment is the composition of the CCNE, not the consultation. Of course, the NCCE was keen to consult with many associations and students, but its members also explained, during the hearings, that they had encountered difficulties in bringing young people, a somewhat diverse audience, who were not just activists or knowing.
ParlaMint-FR_2019-10-09-O1016.u420	There! You admit it!
ParlaMint-FR_2019-10-09-O1016.u421	I will not let you say that my amendment is part of a criticism of the work of the CCNE – that is not the case. If it is felt that the committee should be a representative body, I find it a pity not to open it to student or patient associations, as it will remain entirely composed of knowledge. That doesn't seem to me to go in the way we want. On the other hand, my amendment seems to be consistent with our desire to put patients and civil society at the heart of decision-making bodies.
ParlaMint-FR_2019-10-09-O1016.u422	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u423	I am deeply opposed to this amendment. You want to replace an audience that you call activist with people that are much more militant.
ParlaMint-FR_2019-10-09-O1016.u424	You mix composition and concertation!
ParlaMint-FR_2019-10-09-O1016.u425	We do politics and we know very well that student associations are anything but apolitical,...
ParlaMint-FR_2019-10-09-O1016.u426	[[Smile]] That's not true!
ParlaMint-FR_2019-10-09-O1016.u427	[[Exclaims on various benches]] [[Smile. – Applause on several benches in the LR Group and among non-attached Members]] ...unless we live in the kingdom of Yes-Yes and the naïve! I don't believe it! I am even sure that our colleague Guillaume Chiche carries in his heart a student association which he would gladly send to sit on the CCNE! I respect all student associations, but if you want to avoid the committee being exclusively composed of activists, then your solution is not the right one, even though the question is relevant.
ParlaMint-FR_2019-10-09-O1016.u428	It's not about consultation, it's about composition!
ParlaMint-FR_2019-10-09-O1016.u429	We must respect those who make long trips to come and express themselves. Replacing them with associative elites would be a form of contempt for them.
ParlaMint-FR_2019-10-09-O1016.u430	You will therefore vote for Mr Dharréville's amendment!
ParlaMint-FR_2019-10-09-O1016.u431	[[Laughs]] Pierre Dharréville offers a less worrying example for me than Guillaume Chiche!
ParlaMint-FR_2019-10-09-O1016.u432	The Secretary of State has the floor.
ParlaMint-FR_2019-10-09-O1016.u433	[[Laughs]] I've been advertising for the Young Christian Worker!
ParlaMint-FR_2019-10-09-O1016.u434	Thank you for that! I want to reassure Mr Dharréville: Parliament plays a prominent role, which goes far beyond the composition of the CCNE, as the drafting of this text shows. I have read the list in your amendment and I have no doubt that it will be used when drafting the decree. There is, of course, no reason why qualified individuals, in the terms you propose, should be invited to participate in the CCNE, depending on their skills.
ParlaMint-FR_2019-10-09-O1016.u435	We can't hear anything!
ParlaMint-FR_2019-10-09-O1016.u436	We don't understand anything!
ParlaMint-FR_2019-10-09-O1016.u437	We can assume, Madam rapporteur, that there are expert bodies, but they cannot live alone. The National Assembly could not accept the idea of a republic of experts: spaces for democracy, debate and exchange must exist, in which civil society was able to bring its gaze and experience. The general states of bioethics and the CCNE hearings make such spaces live and avoid the self that you denounce. The use of the Order not only ensures parity within the NCCE, but also makes matters simpler. If I refer to article L. 1412-2 of the Public Health Code, I discover an inventory at the Prevert of the members of the committee.
ParlaMint-FR_2019-10-09-O1016.u438	I like Prévert very much, Mr. Secretary of State!
ParlaMint-FR_2019-10-09-O1016.u439	The use of the decree de facto simplifies the appointment procedure, even if it is not its sole purpose. In conclusion, I would like to thank you, Mr Delatte, for your comments, because it is useful to illustrate our sometimes abstract remarks. This bioethics bill is an opportunity to share experiences, both professional and very personal – we had an example yesterday. I would therefore like to thank you for sharing with us your experience, which, I believe, confirms that the text presented by the Government is in the right direction: your intervention only reinforces my unfavorable opinion on the two amendments.
ParlaMint-FR_2019-10-09-O1016.u440	Before giving you the floor, Mr Bazin, I should like to make it clear that you have nine minutes and 38 seconds left for the delegation that you have received from your group chairman, but that the Republican Group has practically exhausted its speaking time since it has only sixteen seconds left.
ParlaMint-FR_2019-10-09-O1016.u441	[[Applause on the benches of the LR Group and among non-attached Members]] I just want to pull the alarm bell. At a time when we are talking about democracy and taking into account the voice of the citizens, and while we are national representation, there are 141 amendments left and my group has only 16 seconds of speaking time. For such a debate, it is not serious.
ParlaMint-FR_2019-10-09-O1016.u442	You had to manage your speaking time better!
ParlaMint-FR_2019-10-09-O1016.u443	Amendment No 1429 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1016.u444	Mr Dharréville has the floor for a point of order.
ParlaMint-FR_2019-10-09-O1016.u445	This is in line with the statement made on the PLFSS, and I will not be too long. This text has not yet come to us and it is a problem for our staff. Shouldn't the deadline for tabling amendments be extended? I think it would be helpful if you could forward this request to the President of the National Assembly.
ParlaMint-FR_2019-10-09-O1016.u446	Mr Dharréville, I have already made arrangements. At the request of the committee, we will also take a break after Rule 29, which will give me every opportunity to deal with your request. I wrote it down. For the moment, let us remain in our debate, please. A point of order shall be made on the basis of a specific article concerning the conduct of the proceedings. In any case, I took note of your request. Mrs Caroline Fiat has the floor for another point of order.
ParlaMint-FR_2019-10-09-O1016.u447	[[Applause on the benches of the FI and LR groups as well as among non-attached Members]] In accordance with Rule 47(1) of the Rules of Procedure, we request that the Conference of Presidents be seized immediately, as soon as possible. I understand that the Republicans are complaining that they no longer have time to speak for such an important text. And we can't amend the PLFSS because we don't have the document! How do we work here? How can we amend the texts and debate if we have neither text nor speaking time? Isn't the Government starting to make fun of the world?
ParlaMint-FR_2019-10-09-O1016.u448	All right!
ParlaMint-FR_2019-10-09-O1016.u449	First, I would remind you that the Conference of Presidents met today at 1440 hours; So it's not like it hasn't been held in a long time.
ParlaMint-FR_2019-10-09-O1016.u450	But she didn't discuss the problem with the PLFSS!
ParlaMint-FR_2019-10-09-O1016.u451	Secondly, I assure you that I will echo your request, but it is not up to you or me to convene a Conference of Presidents. I have taken note of your points of order. I will share this with the President and propose that we continue our discussions.
ParlaMint-FR_2019-10-09-O1016.u452	We're gagged by President Ferrand!
ParlaMint-FR_2019-10-09-O1016.u453	Amendment No 754 by Mr Alain Ramadier is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u454	The committee's opinion is unfavourable. Since 2013, the President of the CCNE, or rather some of its members, have been appointed by the President of the Republic as a member of the main spiritual families; However, they are theologians and not people in a given religious order. The former President of the CCNE had also welcomed the choice of the former President of the Republic, explaining that it was a good thing to choose specialists but civil and not listed in the orders, since a person had come from an order that always tended to engage the whole religion in the debate. It should be borne in mind that the members of the CCNE are appointed intuitu personae and not to represent a religion or organization. Moreover, the current wording of article L. 1412-2 of the Code of Public Health has the advantage of making possible the appointment of persons of an order or that of theologians. Your writing would, on the contrary, require the appointment of persons from the orders.
ParlaMint-FR_2019-10-09-O1016.u455	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u456	Same opinion as the rapporteur: unfavourable.
ParlaMint-FR_2019-10-09-O1016.u457	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u458	Madam rapporteur, you have just made an incredible lapsus by saying that the President of the Republic appointed the President of the CCNE! The problem is clear: in 2013, the President of the Republic replaced the President of the CCNE when the latter did not go in his direction.
ParlaMint-FR_2019-10-09-O1016.u459	Exactly, he replaced her!
ParlaMint-FR_2019-10-09-O1016.u460	This poses a problem for an independent body. Let us pay particular attention, especially on this day, to some of our compatriots, especially in view of what has happened today. Religions must be respected, which bring something to our society. They cannot be referred to in this way as considerations which, in my view, are not up to the debate. On ethical issues, they have something to do, we have seen during the hearings: their representatives allowed us to deepen our thinking, including with regard to the ethical consideration to be given to the human.
ParlaMint-FR_2019-10-09-O1016.u461	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u462	For my part, I am rather in favour of this amendment. As the rapporteur pointed out, these persons sit intuitu personae within CCNE: when they give an opinion, it is not as representatives of a philosophical or religious order. Moreover, when these religious and philosophical orders were heard by the special commission, we were able to see, through their positioning and explanations, that their reflection went far beyond Christian, Muslim or Jewish beliefs or faith.
ParlaMint-FR_2019-10-09-O1016.u463	Mr Jean-Luc Mélenchon has the floor.
ParlaMint-FR_2019-10-09-O1016.u464	In principle, I would like to hear in the Chamber a formal opposition to the presence of the religious, even in a consultative capacity. Whether parliamentarians or personalities are influenced or built from a religious point of view, I have nothing to say against it; Each one is built in his own way and refers to what he thinks is important. On the other hand, it is totally incongruous in the Republic that the religious participate, as religious, that is, as representatives of a dogma, in a discussion that affects the general interest.
ParlaMint-FR_2019-10-09-O1016.u465	Absolutely!
ParlaMint-FR_2019-10-09-O1016.u466	I object formally.
ParlaMint-FR_2019-10-09-O1016.u467	They're citizens! They have rights, like everyone else!
ParlaMint-FR_2019-10-09-O1016.u468	[[Applause on the benches of the FI group and on several benches of the LaREM, MODEM, SOC and LT groups]] I believe that many of us think this way, while feeling full respect for faith and religions. It's not for me to question them, though. I have never found it incongruous, for example, that religions speak publicly about the issues we are discussing. It is their right; We live in a system of freedom, in democracy. However, at the time of consultation and decision-making, there must be no religion in politics and no politics in religion. Secularity cannot be a variable geometry value, which is used only against one religion.
ParlaMint-FR_2019-10-09-O1016.u469	I call Mr Freschi to support Amendment No. 2337.
ParlaMint-FR_2019-10-09-O1016.u470	The Secretary of State made a precise reference to the modalities of expanding the scope of the CCNE and its competence to deal with transdisciplinary issues. With a view to ensuring a better representativeness of the various political sensitivities of our House, I propose, through this amendment, that one of the two members of the CCNE come from the majority and the other from the opposition.
ParlaMint-FR_2019-10-09-O1016.u471	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u472	The committee is against this amendment. Each assembly has all the more freedom to choose its representative because, on bioethics, the opposition and the majority can cover completely different realities. In addition, your amendment seems to me to be partially satisfactory because in 2018 we passed a law on the appointment, in each assembly, of members of Parliament who sit in extra-parliamentary bodies.
ParlaMint-FR_2019-10-09-O1016.u473	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u474	The rules governing the appointment of parliamentarians to an extra-parliamentary body are the responsibility of the Assembly; Therefore, I rely on his wisdom.
ParlaMint-FR_2019-10-09-O1016.u475	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-10-09-O1016.u476	For my part, I wanted to welcome the amendment by our colleague, who is concerned about the representation of the majority and the opposition in this body. I am not very sure that the provisions mentioned by the rapporteur and the Secretary of State make it possible to obtain such a distribution in the CCNE. The adoption of this amendment seems to me to be a more secure way of obtaining the representation of the opposition.
ParlaMint-FR_2019-10-09-O1016.u477	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u478	[[Smile]] It would be good if the opposition representative came from the opposition who did not vote for the government budget...
ParlaMint-FR_2019-10-09-O1016.u479	Mrs Geraldine Bannier has the floor to support Amendment No. 1437.
ParlaMint-FR_2019-10-09-O1016.u480	With this amendment, my colleague Philippe Berta proposes to keep the list of fifteen personalities from the research and health sector and from the CCNE in paragraph 14. Parliament must retain the possibility of deciding on the composition of the list of organisations represented, which is essential to ensure the full representation of French research in its plurality.
ParlaMint-FR_2019-10-09-O1016.u481	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u482	The committee expressed an unfavorable opinion on this amendment, which tends to keep in law the list of institutions proposing research and health personalities to the CCNE. The draft law provides for appointments by decree, in particular to ensure the principle of parity. Moreover, I believe that it is not wrong to preserve a little flexibility.
ParlaMint-FR_2019-10-09-O1016.u483	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u484	The same reasoning and therefore the same opinion as the rapporteur.
ParlaMint-FR_2019-10-09-O1016.u485	Amendment No 1431 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1016.u486	Amendment No 2267 by Mrs Laëtitia Romeiro Dias is editorial.
ParlaMint-FR_2019-10-09-O1016.u487	Amendment No 2270 by Mrs Laëtitia Romeiro Dias is consistent.
ParlaMint-FR_2019-10-09-O1016.u488	Mrs Geraldine Bannier has the floor to support Amendment No. 992.
ParlaMint-FR_2019-10-09-O1016.u489	This amendment by my colleague Berta tends to broaden the prerogatives defined for areas of ethical reflection at the regional and interregional levels, adding the words: "and participate in updating the knowledge of health professionals on current developments in this field". In fact, it seems necessary to provide health professionals with workshops for reflection and information on current developments in the field of bioethics, including through initial and in-service training. Hospital placements appear to be well-suited to develop these types of initiatives.
ParlaMint-FR_2019-10-09-O1016.u490	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u491	Your amendment aims to clarify the tasks of ethical think tanks in the field of bioethics training for health professionals. The Commission, considering this clarification unnecessary, had already given an unfavourable opinion. Indeed, article L. 1412-6 of the Code of Public Health already provides that regional ethical reflection spaces "constitute, in connection with university hospitals, places for training, documentation, meeting and interdisciplinary exchanges on ethical issues in the field of health". The opinion will therefore be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u492	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u493	The same reasoning and opinion as the rapporteur.
ParlaMint-FR_2019-10-09-O1016.u494	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-10-09-O1016.u495	Mr Secretary of State, Madam rapporteur, I hear your answers, but there is a small problem: the budget envelopes dedicated to training in university hospitals are empty! Who will finance these new training courses?
ParlaMint-FR_2019-10-09-O1016.u496	They will be funded in the PLFSS.
ParlaMint-FR_2019-10-09-O1016.u497	[[Smile. – Applause on several benches of the LR group]] Either, but I'm talking about the bioethics bill here. As for the PLFSS, I cannot pronounce myself because at the time it is – seventeen hours forty-five – we have still not received the text... The training envelopes are empty. How can we train caregivers without means? Some have not been trained in five or even ten years! I would like to draw your attention to this point, and this prompts me to vote in favour of the amendment in order to place you at the foot of the wall: we will have to fill in the envelopes of the CHUs, who are only asking to be able to train their staff.
ParlaMint-FR_2019-10-09-O1016.u498	Exactly! Well said!
ParlaMint-FR_2019-10-09-O1016.u499	All right!
ParlaMint-FR_2019-10-09-O1016.u500	Amendment No 2274 by Mrs Laëtitia Romeiro Dias is editorial.
ParlaMint-FR_2019-10-09-O1016.u501	The meeting was suspended for 10 minutes.
ParlaMint-FR_2019-10-09-O1016.u502	The meeting was resumed.
ParlaMint-FR_2019-10-09-O1016.u503	I have before me two amendments, Nos 1253 and 1061, which can be discussed jointly. Mrs Sylvia Pinel has the floor to support Amendment No. 1253.
ParlaMint-FR_2019-10-09-O1016.u504	It aims to integrate bioethics training into health and biology studies, as the bill proposes to involve citizens more closely in bioethics thinking. In this area, the stakes are extremely high, we have seen throughout our discussions, and everyone must be able to seize these issues that we know to be very complex. But health care professionals are obviously the most affected by these questions, because they are the ones who, on a day-to-day basis, have to decide on these aspects and who, in most cases, also influence the decision of their patients. We therefore propose that modules of health and biology studies be dedicated to bioethics. Students need to be made aware of these issues, whether they are medically assisted reproduction, genetic research or artificial intelligence – to name but a few examples – including their legal and ethical aspects. While the reform of health studies has taken this concern into account, we are well aware of it. However, as we have had the debate in committee and in the general discussion, it seems to us essential, in the very interest of the bill, to put this principle before the order of the ministers responsible for higher education programs is drafted: students will have access to bioethics training.
ParlaMint-FR_2019-10-09-O1016.u505	Mrs Anne-France Brunet has the floor to support Amendment No. 1061.
ParlaMint-FR_2019-10-09-O1016.u506	It aims to make the teaching of ethics and bioethics compulsory for those preparing for the practice of medical and paramedical professions. Currently, the training models for health professionals, medical and paramedical, do not contain anything about bioethics, since this teaching depends in practice on the goodwill of the teaching teams. It is regrettable that not all healthcare professionals in France have been confronted at least once in their practical or theoretical studies with teachings related to ethics and bioethics.
ParlaMint-FR_2019-10-09-O1016.u507	What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-10-09-O1016.u508	Teachings in bioethics are already mandatory. The first-year courses in the humanities and social sciences focus on medical ethics in the fields of research and clinical studies. For this reason, I ask you to withdraw the two amendments; Otherwise, the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u509	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u510	Your two amendments are aimed at ensuring the integration of bioethics education into health studies, as you have explained to us both. Bioethics is already identified in the theoretical and clinical training of paramedical professionals, in human and social sciences teaching units, especially for nurses. Bioethics is taught very early in the early years of the medical curriculum. During boarding, training models also include behavioural skills that include ethical aspects. However, I agree with you that it may be desirable to revise the models with a view to strengthening or adapting these teachings to the changes we are seeing. To be honest, the definition and updating of the content of medical or paramedical training is a matter for regulation rather than legislation. However, let us accept – assuming that the legislators agree – that the issues inherent in this Act allow us to support the objective of these amendments, by including in the law the principle of compulsory education in bioethics. However, Mrs Pinel, I suggest that you withdraw your amendment in favour of No. 1061 by Mrs Brunet, which pursues exactly the same objective but is slightly more precise, with regard to the date of entry into force of the scheme as trainings to be provided, in so far as it provides: "As from the academic year 2022, the teaching of bioethics is compulsory for all students enrolled in a medical or paramedical field. »
ParlaMint-FR_2019-10-09-O1016.u511	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-10-09-O1016.u512	[[Applause on the benches of the LT group and on some benches of the UDI-Agir group]] Mr Secretary of State, you have answered the question in part and I will withdraw my amendment in favour of Mrs Brunet because it is better drafted. I simply regret, for having asked the question in committee and then again in the general debate, and while our group is participating in these debates in a very constructive and calm way, that we have not found a more elegant way to get to this point.
ParlaMint-FR_2019-10-09-O1016.u513	Can you clarify the Government's opinion on No. 1061, Secretary of State?
ParlaMint-FR_2019-10-09-O1016.u514	Wisdom.
ParlaMint-FR_2019-10-09-O1016.u515	Mrs Anne-France Brunet has the floor to support Amendment No. 1089.
ParlaMint-FR_2019-10-09-O1016.u516	It aims to raise awareness among young volunteer firefighters on fertility issues. During the hearings we conducted prior to these discussions, we noted that these issues were very little known to the general public, especially young people, who were insufficiently mobilized. I therefore propose that the fire brigade training programme contain elements concerning fertility. This would affect about 30,000 young people each year.
ParlaMint-FR_2019-10-09-O1016.u517	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u518	Your amendment already seems to me to be satisfied with the trans-party amendment which we adopted after Article 2, on the initiative of the Chairman of the Special Committee, concerning national information campaigns on infertility. On defence and citizenship days, young people receive information about giving, including gametes. Finally, the content of the training of volunteer firefighters falls within the scope of the regulation and not that of the law: it is organized by the decree of 22 August 2018 on the training of professional and voluntary firefighters. For all these reasons, I ask you to withdraw your amendment; Otherwise the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u519	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u520	The same reasoning and opinion as the rapporteur.
ParlaMint-FR_2019-10-09-O1016.u521	Mrs Geraldine Bannier has the floor to support Amendment No. 993.
ParlaMint-FR_2019-10-09-O1016.u522	This last amendment by my colleague Philippe Berta aims to place the Agency for Biomedicine under the dual supervision of the Minister responsible for health – as is already the case – and the Minister responsible for research – this is the new proposal. Since the scope of jurisdiction of this public institution is directly linked to the prerogatives of the Minister of Research, it appears appropriate that the Minister of Health should be involved in the Agency's regulatory oversight activities.
ParlaMint-FR_2019-10-09-O1016.u523	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u524	The Commission has delivered an unfavourable opinion because it does not wish to make the supervision of the Biomedicine Agency more complex. I would therefore ask you to withdraw the amendment; Otherwise the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u525	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u526	The same reasoning and opinion as the rapporteur.
ParlaMint-FR_2019-10-09-O1016.u527	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-09-O1016.u528	The supervision of many public agencies is shared by two, three or even four ministries. As the responsibility of the Biomedicine Agency clearly falls within the scope of research, it is self-evident that it should be attached to the ministry responsible for this subject. Governance is quite simple to organize: there are examples in all ministries and all major public agencies. There is therefore no substantive argument to oppose this amendment with obvious common sense, even though the committee has decided so.
ParlaMint-FR_2019-10-09-O1016.u529	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u530	The problem, Madam rapporteur, Mr Secretary of State, is that, as we have seen, certain provisions of the Code are not respected by the Ministry of Research.
ParlaMint-FR_2019-10-09-O1016.u531	No, I don't.
ParlaMint-FR_2019-10-09-O1016.u532	Yes, I do! Moreover, the minister responsible for research has been with subscribers who have been absent since the beginning of our debates in the Chamber – you were already on the bench of the Government on Friday, Secretary of State. That raises real questions. Thus, to our question on the production of chemeric embryos, the possibility of introducing human cells into an animal embryo, we were told that the Ministry of Research was already issuing authorizations. We saw that the Ministry of Health had to be re-introduced into the circuit to ensure some control over bioethics issues. It is clear that the Department of Research is a little less concerned about these topics. It is imperative that the Ministry of Health play the role of the custodian in this area. On a number of topics in this bioethics bill, it is clear that the Department of Research was absent. It is a pity that our discussions on these issues have been considerably impoverished. I am therefore not in favour of the amendment.
ParlaMint-FR_2019-10-09-O1016.u533	The Secretary of State has the floor.
ParlaMint-FR_2019-10-09-O1016.u534	I would like to answer both in substance and in form. In substance, Mr Fuchs, I would like to reiterate that the Board of Directors of the Biomedicine Agency is already composed of representatives from various ministries, including the Ministry of Research, but also those of social affairs and justice. The Ministry responsible for research thus participates de facto, together with the other representatives of the State, in the exercise of this supervision. It may, like the Minister of Health, prohibit or suspend the conduct of an authorized research protocol or request a further review of that protocol. He is therefore well associated with the Ministry of Health, in accordance with the spirit of the amendment advocated by the rapporteur Berta, who, in this regard, seems to us to be satisfied. [[Exclaims on the benches of the LR group]] [[Same movements]] On the form, Mr Bazin, I cannot let go of your remarks concerning the Minister for Higher Education, Research and Innovation. Her absence from the Chamber at the time of the examination of the articles you mentioned is due to the fact that she was on official business at the time, but she participated in the debates in committee, as you know very well. She also participated in the discussions of the Special Commission.
ParlaMint-FR_2019-10-09-O1016.u535	She did not participate in the debates in the Chamber!
ParlaMint-FR_2019-10-09-O1016.u536	Mr Bazin, do not imply that the minister responsible for research did not participate in the debate on the revision of bioethics laws. You know very well how much it is committed to this bill and to the provisions that specifically concern it.
ParlaMint-FR_2019-10-09-O1016.u537	His place was here!
ParlaMint-FR_2019-10-09-O1016.u538	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-09-O1016.u539	As our colleague has explained very well, it would be good if double tutelage were to be given. While the scope here is concerned with the Ministry of Health, all research programs must be authorized by the Ministry of Research. Therefore, I do not see how the dual tutelage of these ministries poses a problem to you, Madam rapporteur. Let us take another example: when we fix the numerus clausus of medical studies, it is indeed by a joint decree of the Minister for Solidarity and Health on the one hand, and the Minister for Higher Education, Research and Innovation on the other. This double tutelage already exists in many areas, there is no reason for it to cause operational problems at the Biomedicine Agency. On the contrary, removing the Ministry of Higher Education, Research and Innovation from co-decision and co-governance would impede the proper application of the law.
ParlaMint-FR_2019-10-09-O1016.u540	I call Mrs Laëtitia Romeiro Dias to support Amendment No. 2308.
ParlaMint-FR_2019-10-09-O1016.u541	It is the result of the desire expressed by CECOS associations and professionals at the hearings that the Biomedicine Agency should develop expertise in the implementation of LDC practices, the harmonization of practices and the application of objective rules for the allocation of gametes and embryos, regardless of the centre of LDCs where a woman or couple is present. I have proposed a first draft in committee, so that the Agency for Biomedicine can intervene in the definition of the rules for the allocation of gametes and embryos. The minister, who was present, had asked that this proposal be withdrawn in order to take the time to develop a more secure wording: that is done. Ladies and gentlemen, I hope you will accept that in the future the Biomedicine Agency will propose rules for the allocation of gametes and embryos for the whole territory, validated by decree. This is an important step forward that I ask you to adopt.
ParlaMint-FR_2019-10-09-O1016.u542	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u543	The Government also believes that this progress is important: it gives a favourable opinion.
ParlaMint-FR_2019-10-09-O1016.u544	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u545	This subject is important because we will experience a shortage of gametes. Will Parliament have a say in the rules to be laid down by the Biomedicine Agency?
ParlaMint-FR_2019-10-09-O1016.u546	[[Exclaims on the benches of the LR group]] Yes, because I'm sitting there!
ParlaMint-FR_2019-10-09-O1016.u547	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1016.u548	To date, the Biomedicine Agency has defined the allocation rules for organ and transplant donations, but not for gametes and embryos.
ParlaMint-FR_2019-10-09-O1016.u549	Ah?
ParlaMint-FR_2019-10-09-O1016.u550	Each CECOS decided, and attempts were made to harmonize the rules between the different centres. It seems to us appropriate to move to a higher level of guarantee, by entrusting the Agency of Biomedicine to propose rules of attribution at national level, which would be validated by order of the Minister – if it considers these proposals relevant – and which would apply to the entire French territory.
ParlaMint-FR_2019-10-09-O1016.u551	Mr Dharréville has the floor for a point of order.
ParlaMint-FR_2019-10-09-O1016.u552	On the basis of Article 121-1 of the Regulation, which refers to Article 39 of the Constitution, I wish to make sure that we do not encounter a problem of applying the constitutional rules, but simply a technical difficulty. The draft law on the financing of social security was discussed this morning in the Council of Ministers at around 10 a.m. According to the Constitution, "Bills are deliberated in the Council of Ministers after the advice of the Council of State and tabled in the office of one of the two assemblies. Unfortunately, this bill has not yet reached us. Why? Would any changes have been made after the Council of Ministers? I imagine that this is rather a technical problem, which it would be useful to solve.
