ParlaMint-FR_2019-10-09-O1017.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1017.u275	For reasons that were not primarily legal, but were primarily political. In 2017, our majority entered into a political contract with the French, which included the solemn promise to establish the LDC for all women. We voted for this right...
ParlaMint-FR_2019-10-09-O1017.u276	Not us!
ParlaMint-FR_2019-10-09-O1017.u277	... during the first part of this debate. We can all feel immense pride in this: we grant all women the right to be mothers.
ParlaMint-FR_2019-10-09-O1017.u278	No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2019-10-09-O1017.u279	The Assembly as a whole can be proud of the discussions that led to the adoption of this measure, whether we voted in favour of it or not; It is the greatness of our institution to have allowed a debate of this quality for three weeks. However, this promise was clearly limited to the establishment of the LDC, and we are well aware of the preventions that some of our fellow citizens and colleagues can feed, precisely because they see the extension of the LDC as the subsequent opening to GPA.
ParlaMint-FR_2019-10-09-O1017.u280	Absolutely!
ParlaMint-FR_2019-10-09-O1017.u281	[[Applause on many benches of the LaREM and MODEM groups. – Protests on the benches of the LR group]] However, the political promise defended in 2017 by the two formations that make up the majority clearly stated a principle: GPA in France, never! By no means!
ParlaMint-FR_2019-10-09-O1017.u282	That's exactly the opposite of what the minister said!
ParlaMint-FR_2019-10-09-O1017.u283	You didn't listen to what Mrs. Keeper said!
ParlaMint-FR_2019-10-09-O1017.u284	You'll never hold on!
ParlaMint-FR_2019-10-09-O1017.u285	Yes! [[Exclaims on the benches of the LR group]] It is precisely because this contract unites us with our fellow citizens that we could not allow any doubt to arise as to our intentions in this regard.
ParlaMint-FR_2019-10-09-O1017.u286	Ladies and gentlemen, please!
ParlaMint-FR_2019-10-09-O1017.u287	[[Same movements]] In no case – Mr Jean-Louis Touraine was right to specify this earlier – his amendment does not open the door to the legalization of GPA in France.
ParlaMint-FR_2019-10-09-O1017.u288	Nobody believes it!
ParlaMint-FR_2019-10-09-O1017.u289	But if doubt was possible, or if this amendment could be used by one or another to maintain such doubt, we absolutely did not want to let it flourish.
ParlaMint-FR_2019-10-09-O1017.u290	You're the one who's got him!
ParlaMint-FR_2019-10-09-O1017.u291	That's the majority!
ParlaMint-FR_2019-10-09-O1017.u292	Today, we have been clarifying things to the French since this House: we obviously recommend that the Government's amendment to delete the article introduced by Jean-Louis Touraine's amendment be widely voted on.
ParlaMint-FR_2019-10-09-O1017.u293	You're trying to correct your mistakes!
ParlaMint-FR_2019-10-09-O1017.u294	But it doesn't work intellectually!
ParlaMint-FR_2019-10-09-O1017.u295	[[Applause on many benches of the LaREM and MODEM groups]] This vote will be faithful to the spirit that led our positions very much during this debate, i.e. a firm opposition to anything that might cause ambiguity as to whether the GPA would be authorized in our country.
ParlaMint-FR_2019-10-09-O1017.u296	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2019-10-09-O1017.u297	Is the speaking time not 10 minutes per group?
ParlaMint-FR_2019-10-09-O1017.u298	Once again and very calmly, as President Le Gendre has said, I want to repeat that the GPA is an absolute red line. It is illegal in France and will remain so, this is the commitment we made during the presidential and legislative campaigns, which we have consistently defended since then in the course of our work. I would like to reply to Mr Breton: Article 16(1) of the Civil Code is very clear. "Everyone has the right to respect for his body...
ParlaMint-FR_2019-10-09-O1017.u299	We must respect the bodies of women!
ParlaMint-FR_2019-10-09-O1017.u300	...The human body is inviolable. The human body, its components and products shall not be subject to any right of inheritance. Because the GPA would pave the way for a commercialization of the body and would call into question the provisions of the Civil Code, we do not want to legalize it. We are driven by two principles: respect and trust. To children born of a GPA abroad, we owe respect. It is a spirit of responsibility that must animate us towards them; We must recognize their need for security. We can no longer accept that children born to GPA abroad bear the consequences of their parents' choice. That is why we support Mrs. Keeper of the Seals, who told us that a circular to fluidize the current law was being prepared. It will continue to be recognized as the parent while facilitating adoption processes. This circular is timely; It is our responsibility and respect for the best interests of the child. The second principle is trust in the word given. In reviewing this bill, we reiterated, in response to criticism, that there was no hidden bill.
ParlaMint-FR_2019-10-09-O1017.u301	You bet!
ParlaMint-FR_2019-10-09-O1017.u302	The project is no longer hidden: it is revealed!
ParlaMint-FR_2019-10-09-O1017.u303	We do not want to legalize the GPA, and we give as proof our refusal to mention this medical practice in the text.
ParlaMint-FR_2019-10-09-O1017.u304	You'll do it by circular?
ParlaMint-FR_2019-10-09-O1017.u305	I understand that doubts may have weakened the bond of trust that we have built with you, ladies and gentlemen, and more broadly with the general public.
ParlaMint-FR_2019-10-09-O1017.u306	You're dreaming!
ParlaMint-FR_2019-10-09-O1017.u307	I rely on the words of our distinguished colleague Patrick Hetzel, who spoke of a "break in the bond of trust" at the time of the adoption of Jean-Louis Touraine's amendment. This presupposes that this bond of trust did exist.
ParlaMint-FR_2019-10-09-O1017.u308	Seen so...
ParlaMint-FR_2019-10-09-O1017.u309	I hear he may have been damaged. That is why it is our firm intention to delete from the text any mention of the GPA, although it has been clearly explained that Mr. Touraine's amendment was not intended to legalize the GPA, but to transcribe foreign judgments. We do not want to undermine this bond of trust that unites us with you, as well as with the general public. We're here to open up rights and frame them. As far as GPA is concerned, we want to remain under constant law, so maintain a strict ban. [[Applause on several benches of the LaREM group]] In this spirit of responsibility and trust, we will vote for the Government's amendment.
ParlaMint-FR_2019-10-09-O1017.u310	Mr. Jacques Marilossian has the floor.
ParlaMint-FR_2019-10-09-O1017.u311	But how long do they have?
ParlaMint-FR_2019-10-09-O1017.u312	I very sincerely believe that we must not limit ourselves to a technical or administrative debate, because the questions asked correspond to painful human problems. The custody of the seals explained very well how we can address the issue of the status of children born to a GPA abroad. Arrangements will be made with rigour, vigilance, speed and benevolence; They will be risk-free. If I do not agree with the legislative framework of Article 4a, it is because it presents too many risks. Colleagues from all sides of the House, we must not open a door to the GPA. We must keep the door closed, to avoid a commodification of the human body, as has been repeatedly stated, on all benches.
ParlaMint-FR_2019-10-09-O1017.u313	There'll be a few windows left!
ParlaMint-FR_2019-10-09-O1017.u314	GPA challenges our understanding of the human being.
ParlaMint-FR_2019-10-09-O1017.u315	[["Ah! » on the benches of the LR group]] My dear colleague, your group has only one minute and fifty-two seconds of speaking time.
ParlaMint-FR_2019-10-09-O1017.u316	We agree, Madam President.
ParlaMint-FR_2019-10-09-O1017.u317	Good news!
ParlaMint-FR_2019-10-09-O1017.u318	In committee, I called on you not to use "science without conscience."
ParlaMint-FR_2019-10-09-O1017.u319	"Ruin of the soul"...
ParlaMint-FR_2019-10-09-O1017.u320	Beyond the particular cases, our reflection must protect us from this. But I believe that we are dealing with it here. This debate has an ontological dimension, that of the conception of the human being, and a philosophical dimension – the love of wisdom must preside over the order of society.
ParlaMint-FR_2019-10-09-O1017.u321	Please conclude, my dear colleague, the time has expired.
ParlaMint-FR_2019-10-09-O1017.u322	That's the time programmed! What a shame!
ParlaMint-FR_2019-10-09-O1017.u323	[[Applause on a few benches of the LaREM group]] I call on you to vote on the Government's amendment.
ParlaMint-FR_2019-10-09-O1017.u324	[[Exclaims on various benches]] Mr Gérard, Mrs Hennion and Mrs de Vaucouleurs, I regret that, unfortunately, there is no more time for you to speak.
ParlaMint-FR_2019-10-09-O1017.u325	Stop messing with MODEM!
ParlaMint-FR_2019-10-09-O1017.u326	I'm sorry, it only concerns Mr Gérard and Mrs Hennion. [[Brouhahaha]] Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1017.u327	There are not many of us, let us talk!
ParlaMint-FR_2019-10-09-O1017.u328	Please, ladies and gentlemen! Mr Dharréville has the floor, and he alone.
ParlaMint-FR_2019-10-09-O1017.u329	Like other subjects that we have dealt with during the discussion of this text, the one that concerns us this evening is thorny and sensitive. I have clearly stated, from the outset of the debates, our resolute opposition to the GPA, which causes the instrumentalization of the body of others and is part of a logic of human commodification that we do not wish to see at work. I believe it is useful to reaffirm this firmly, as this is the starting point of our discussion on article 4 bis and the Government's amendment. Couples who decide to practice GPA abroad do not ignore the difficulties they will encounter when they return in obtaining certain legal recognitions.
ParlaMint-FR_2019-10-09-O1017.u330	It's illegal!
ParlaMint-FR_2019-10-09-O1017.u331	There are judicial procedures, adoption procedures; We question the possible effects of facilitating these approaches on the practice of GPA abroad. In our view, Article 4 bis could be a weakening of the GPA's refusal and lead to a legitimation that would not say its name. It therefore poses a serious problem to us. Of course, we are attentive to the efforts made to deal with the most delicate situations with all the necessary humanity, but it seems to us that deep ethical reasons urge us not to venture in this direction. The adopted amendment could change the reading of the law...
ParlaMint-FR_2019-10-09-O1017.u332	That's right! That's an important point!
ParlaMint-FR_2019-10-09-O1017.u333	...and sow the confusion, altering the consistency that we have given to the bill through the discussion. [[Applause on the benches of the GDR group and on several benches of the LaREM group]] For these reasons, the Group of the Democratic and Republican Left will vote for the Government's amendment.
ParlaMint-FR_2019-10-09-O1017.u334	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-10-09-O1017.u335	"Leasing your belly to make a child or renting your arms to work at the factory, what difference? This is the rhetorical question that Pierre Bergé asked in an interview granted to Figaro in December 2012; a deliberately provocative formula, but which allows for irreversible logic at work in the opening of an international market of gestation for others. The major problem of pregnancy for others is that it leads to the creation of a child market. This is evident from these catalogues, which allow us to choose the physical characteristics of the mother who will bear the child, such as these baby factories which, by chance, recalled to our good memory at the very moment when you were voting for the legalization of the consequences of GPA. Since the beginning of the discussion on this text, you have sworn to your great gods that GPA is and would remain prohibited in France; that there was nowhere to be said about it in this text. You have denounced our fantasies, even our bad faith. And then there: Mr Touraine's amendment No. 1591 was tabled and voted on; The GPA entered the bill. The commodification of the body of the woman and that of the child is part of the debate. Why am I surprised? GPA is only developing the logic of the LDC. Under the pretext of equality and the right to have children, there is a reversal of the logic of taking the child into a family. The child is no longer received, it is produced. Madam Minister, when the legalisation of a GPA in France on the basis of the principle of equality is claimed before the European Court of Human Rights, we will no longer even need to vote on a piece of legislation. The GPA will enter France through the courts, simply because its very principle is contained in the basis of your bill. [[Applause on several benches in the LR group. – Mrs Agnes Thill also applauds]] Then, of course, I will vote for the Government's amendment, but unfortunately I fear that it will be too late. Your text doesn't have a bioethics law anymore.
ParlaMint-FR_2019-10-09-O1017.u336	Mrs Agnes Chill has the floor.
ParlaMint-FR_2019-10-09-O1017.u337	Amendment No. 1591 reveals the ideology behind this bill. It is the same ideology that made us distribute in the schools the ABCD of equality, which caused Farida Belghoul's days of withdrawal, worried about the theory of gender.
ParlaMint-FR_2019-10-09-O1017.u338	She's right!
ParlaMint-FR_2019-10-09-O1017.u339	It is the supporters of this ideology who have excluded me, putting their mandate at stake in the mode "it's her or me", and who want GPA, the post-mortem LDC and for transgender people.
ParlaMint-FR_2019-10-09-O1017.u340	Oh, no!
ParlaMint-FR_2019-10-09-O1017.u341	You see, I would not have opposed a form of punishment for those who violate the laws of their country or bypass them. It even seems to me that we would be entitled to ask ourselves about the education that can be given by people who circumvent the rules they are supposed to pass on in the context of responsible education. [[Murmures on several benches of the LaREM, MODEM and SOC groups]] GPA, let's be clear, whether it's ethical or not, it's a woman with a child who's not hers.
ParlaMint-FR_2019-10-09-O1017.u342	Please, ladies and gentlemen.
ParlaMint-FR_2019-10-09-O1017.u343	There is a life in utero, mothers know it, all specialists say it. [[Exclaims on the banks of the LaREM Group]] You'll tell me that GPA is not allowed in France. It will not be until it is, of course, because you have opened the door to it, since the ministers publicly support an ethical GPA. I am thinking of Nathalie Loiseau, starting last February, of Mounir Mahjoubi, Gabriel Attal.
ParlaMint-FR_2019-10-09-O1017.u344	Stigmatization!
ParlaMint-FR_2019-10-09-O1017.u345	Brainwashing in the media has begun. All this to be able to say in three years' time that society is ready. [[Murmures on many benches of the LaREM, MODEM and SOC groups]] The French must know that you have actually retropedaled.
ParlaMint-FR_2019-10-09-O1017.u346	Please, ladies and gentlemen.
ParlaMint-FR_2019-10-09-O1017.u347	It's amazing to hear that, Madam President!
ParlaMint-FR_2019-10-09-O1017.u348	[[Applause on a few benches of the LR group. – Prolonged walls on various benches]] The French must know that you have indeed retropedaled, but that a majority of you wanted GPA. Of course, I will vote against the GPA and for retropedaling.
ParlaMint-FR_2019-10-09-O1017.u349	Mr Hervé Saulignac has the floor. Ladies and gentlemen, I call on you to calm down so that we can hear the speaker.
ParlaMint-FR_2019-10-09-O1017.u350	After an intervention which, obviously, makes a lot of reaction, I do not claim to be able to restore serenity, but I would nevertheless like, in this complicated debate, to express myself as clearly as possible, without throwing the anathema on anyone, or referring specifically to anyone, contrary to what has just been done. [[Applause on a few benches of the LR group]] First of all, let me point out that the Conference of Presidents sometimes finds a way to give more time to speak, which is a good thing for democratic debate in this House.
ParlaMint-FR_2019-10-09-O1017.u351	When it suits the government!
ParlaMint-FR_2019-10-09-O1017.u352	I would also like to make a reminder. Those who supported Amendment No 1591 by our colleague Jean-Louis Touraine did so with the sole concern of the best interests of the child. I say this on behalf of the Socialist and Related Group, the debates we have had to take a position on this amendment, we have decided them in the interests of the child, and only in the interests of the child. We have also taken this position on the basis of a finding that was reiterated by others before me: France has been condemned five times by the European Court of Human Rights. Most recently, the Court of Cassation has, in a certain way, reminded the legislator on this issue; It even produced a press release. It is on the basis of these elements that we have decided, in conscience, to vote for Mr Touraine's amendment. [[Applause on the SOC benches and on a few benches of the LaREM group]] No one can question the validity of what inspires this amendment which you wish to cancel at this moment. No one can caricature it as a kind of pro-GPA Trojan horse. To settle the unbearable fate of some children is not to want to legalize the GPA. [[Applause on a few SOC benches]] Within the Socialist and related group, no one at all wants to venture into the field of the commodification of women's bodies. I want that to be clear, and I do not want those who could support Mr Touraine's amendment to be unfairly taxed as necessarily pro-GPA.
ParlaMint-FR_2019-10-09-O1017.u353	They'll be right now!
ParlaMint-FR_2019-10-09-O1017.u354	Clearly, the law applicable as it stands is not satisfactory. The adoption solution does not respect the eminently important principles of speed and effectiveness, in particular because the procedures are lengthy and vary according to the courts. Our colleague Xavier Breton – I said I would not quote anyone and I have just done so; I don't want him to hold me back! – evoked hypocrisy and inconsistency.
ParlaMint-FR_2019-10-09-O1017.u355	He's right!
ParlaMint-FR_2019-10-09-O1017.u356	Hypocrisy and incoherence are still fairly equitably shared between the benches. My dear colleague, you have had very hard words with regard to those who co-signed Mr Touraine's amendment and with regard to part of the majority. Now, in a few minutes, you're going to fly yourself to help this majority.
ParlaMint-FR_2019-10-09-O1017.u357	He's stealing from his principles, not the majority!
ParlaMint-FR_2019-10-09-O1017.u358	So I let you think about your own consistency or inconsistencies. Madam Minister, you have referred to a circular whose objective is to resolve the situation of children born to a GPA. This circular will not be the law; She won't have the strength of the law. We believe that the legislator has missed a good opportunity to resolve this situation. Without prejudging the vote, I believe I have understood the fate of Amendment No 1591.
ParlaMint-FR_2019-10-09-O1017.u359	These are the rules of democracy!
ParlaMint-FR_2019-10-09-O1017.u360	[[Applause on the SOC benches]] Therefore, minister, I will conclude by asking you one thing, just one thing: to treat humanely the fate of these children, with the concern for the rights we owe them, because nothing is more sacred than the protection of a child.
ParlaMint-FR_2019-10-09-O1017.u361	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-09-O1017.u362	In the preamble, on behalf of the Group of the Democratic and Related Movement and its chairman, I would like to recall this simple fact: French law prohibits GPA. It prohibits it because the legislator and, behind it, the vast majority of French people are reluctant to do so. Let it be clear: it does not prohibit it, nor does it prevent the rights of children born of a GPA carried out abroad, nor to deprive parents of a filiation. This has been repeated in our case law, which declares enforceable the foreign judgments by which the filiation of a child born by GPA was established and then considers it to be an adoptive filiation, as Mr. Touraine recalled. French law prohibits GPA because it is contrary to our ethical principles, of which it is for the legislator to draw the contours. Once it has been legally established, the foreign civil status certificate is valid in France. It is therefore up to the administrations not to block this transcription. All this is a matter of common sense. This is what the Court of Cassation recalls in its communiqué of 4 October: "in the case of a GPA carried out abroad, the link with the mother of intention must be established by favouring a method of recognition which allows the French judge to check the validity of the foreign act or judgment and to examine the particular circumstances of the child". He added: "Adoption best meets these requirements. » If we are not in favour of Mr. Touraine's amendment, it is because we are fiercely opposed to any recognition of GPA in the law. We are opposed to it because it seems to us to be contrary to all the values and principles dear to us: the dignity of the person, the non-commercialization of the human body. We are also opposed to it because we cannot take steps that could circumvent the law. As you can see, ladies and gentlemen, the difference between the inclusion of such a provision in the law and the fact of sticking to the current solutions. In addition, we must exercise discernment. This amendment does not allow us to do so. By generalizing the transcription into French law of births that have taken place abroad, there is also a risk of transcribing acts from countries where the law is unsafe and institutions are fragile. Here too, you can see the potential dangers that such an amendment would pose to the safety of children. [[Applause on the benches of the MODEM and LaREM groups. – Mr. Jean-Louis Bricout also applauds]] For all these reasons, members of the Democratic and Related Group will vote for the Government's amendment.
ParlaMint-FR_2019-10-09-O1017.u363	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-09-O1017.u364	I thank the chairman of my group, who, like yours, Madam President, wanted to give his colleagues some more time to speak. I wanted to speak on the issue that we are interested in tonight. In this House, some people often criticize the "at the same time". Yet, this mode of action allows us to reconcile difficult-to-conciliate ethical principles – this is the issue of this bioethics bill – and to keep a line of focus and set these principles. The question raised by our colleague Jean-Louis Touraine's amendment is important because it balances ethical principles: on the one hand, the dignity of women, the dignity of the human body and its non-patrimoniality; On the other hand, the protection of the most vulnerable, in this case children born from a GPA abroad. The answer we wish to give is not the one given in this amendment, for several reasons. First, we told the French that we did not want any reference to GPA in the bill.
ParlaMint-FR_2019-10-09-O1017.u365	We must embody fidelity and constancy!
ParlaMint-FR_2019-10-09-O1017.u366	She's an expert talking!
ParlaMint-FR_2019-10-09-O1017.u367	We told them that we did not wish, on this occasion, to open a gap towards the legalization of GPA in France. This legalization is not intended by the majority or the Government; It won't be tomorrow either. We absolutely must live up to this commitment we have made to the French. Second reason, in accordance with what has been recalled by the Court of Cassation, we remain on the following line: for children born to a GPA abroad, the most protective lever is the case-by-case analysis of situations, by recourse to the judge and the adoption procedure for the one who is not the biological parent. It is in this context that we wish to move forward. Finally, I would like to recall two commitments made by the President of the Republic, which therefore oblige us all. First commitment: "Recognise the existence and give legal status to children living in France who were born from GPA abroad, as these children cannot be victims of it. That is what we will do with the circular that Ms. The second commitment relates precisely to the issue of GPA and should bring us all together here: "France must initiate an international convention such as The Hague to combat the commodification of women's bodies and the trafficking of children. » [[Applause on several benches of the LaREM group]] It is this "at the same time" that we will respect this evening by voting on the Government's amendment, by recalling the best interests of children to have their filiation recognized and by supporting the circular on this subject, and by reaffirming our firm and resolute opposition, today and tomorrow, to the slightest violation of the dignity of the human body and that of women, thus our opposition to the GPA.
ParlaMint-FR_2019-10-09-O1017.u368	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-10-09-O1017.u369	In the preamble, I would like to express my astonishment at the conduct of this debate. For the last two and a half years – we are in mid-term – it has happened to us, on these benches, not to agree with the result of certain votes. We asked for a vote by sitting and lifted, or for a new vote, because we had a doubt, despite the confidence given to the President. In those moments, however, there was no second deliberation. Some colleagues were surprised by the result of the vote on Mr Touraine's amendment. That was also the case of the Minister, who recalled that she had given an unfavourable opinion. However, the Government was there to give an opinion, not to require a vote.
ParlaMint-FR_2019-10-09-O1017.u370	The second deliberation is right, always!
ParlaMint-FR_2019-10-09-O1017.u371	If we must necessarily follow the advice of the Government, we can all go home.
ParlaMint-FR_2019-10-09-O1017.u372	That's a good idea!
ParlaMint-FR_2019-10-09-O1017.u373	[[Brouhahaha]] It is sufficient for the Government to multiply the second deliberations. I have a real problem with that. [[Smiles and exclamations on various benches]] I'm coming to the subject we're dealing with. I'm a woman of conviction. You can whisper, it won't stop me from speaking, on the contrary! I've got an hour 20 in front of me, I can have fun!
ParlaMint-FR_2019-10-09-O1017.u374	[[Smile]] Don't provoke Mrs. Fiat, she could carry out her threat!
ParlaMint-FR_2019-10-09-O1017.u375	[[Rites and exclamations on various benches]] It's not a threat! I can speak an hour 20 if I wish. And, if necessary, Mrs. Obono can help me.
ParlaMint-FR_2019-10-09-O1017.u376	We don't doubt it! Please proceed, Mrs. Fiat.
ParlaMint-FR_2019-10-09-O1017.u377	I am a woman of conviction but, as I approach the vote, I am faced with a difficult questioning, which I have discussed with people, directly concerned or not. Am I against GPA? Yeah, like all of us on the different benches, I think so. However, should I object to the consideration of children born by GPA? No. [[Laughs and applause on various benches]] The minister announces the issuance of a circular, but we know that the previous circulars have not produced the expected results. So, what do we do? These children were born; We don't agree with the way they were born, but they're here! They're human beings. They run, walk on all fours, do stupid things... in a word, they're little Insoumis!
ParlaMint-FR_2019-10-09-O1017.u378	What a talent!
ParlaMint-FR_2019-10-09-O1017.u379	I'm really asking myself the question! This subject should not be taken lightly. Take the example of a family that has resorted to this practice that we refuse. Nevertheless, these people have the joy of being a child's parents. Isn't it our role to help them become parents officially?
ParlaMint-FR_2019-10-09-O1017.u380	They've traded the human body!
ParlaMint-FR_2019-10-09-O1017.u381	[[Exclaims on a few benches in the LR group]] Is recognizing this right tantamount to opening the door to the GPA and encouraging the French to go abroad to use it? No, if only because not everyone can afford it, which will quickly solve the problem.
ParlaMint-FR_2019-10-09-O1017.u382	Colleagues, please.
ParlaMint-FR_2019-10-09-O1017.u383	[[Applause on the benches of the FI group and on some benches of the LaREM and MODEM groups. – Mr Maxime Minot also applauds]] I would be happy to be able to convince colleagues who sit on the benches facing ours. In any case, the most dangerous would be for individual positions to be judged at the end of the vote. I sincerely believe that everyone will vote in their own soul and conscience. Voting against the Government's amendment will not mean that the GPA is in favour; voting in favour of this amendment will not mean that these children are rejected. For once, perhaps the only one, there should be no judgement on our votes.
ParlaMint-FR_2019-10-09-O1017.u384	[[Exclaims on various benches]] Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-09-O1017.u385	[["Ah! » on a few benches of the LaREM group]] My colleague Caroline Fiat summarized our state of mind. I will, however, complete it. We could have dispensed with intervention. For us, this debate is between the majority and the majority. The vote was decided. Having been present in the vote on the amendment, it seems to me important that we share our questions. This amendment is, in fact, a legislative horseman. From the outset, we argue that several themes, including the issue of the LDC, should not have been included in the bill, because they are as many sons as some colleagues have been able to draw, in order to assert their opposition to the LDC or the GPA. Anyway, this is not the first time a rider has been voted. It is a question of opportunity that the Government takes or does not take. Moreover, the status quo is maintained, with regard to this situation, which places people in a state of non-right or bad law. This explains this indecision. I do not yet know what my vote will be, and we have no instructions in our group. My dissatisfaction today is that we are defying our responsibility in this area, when we should clarify precisely the law, the common law that protects people, especially children, who are certainly the most vulnerable. These discussions will come back because the issue will not be resolved, even with a circular drawn up with the best intentions. At some point, legislators will have to take responsibility for resolving these situations, as individuals and judges cannot continue to be referred to jurisprudence. Some colleagues, particularly in the Republican Group, used the GPA's argument from the outset to oppose the bill as a whole.
ParlaMint-FR_2019-10-09-O1017.u386	That's right!
ParlaMint-FR_2019-10-09-O1017.u387	This is entirely legitimate because there has been a doubt since the beginning of the debate on GPA. If the Government wanted this second deliberation, it was precisely to remove the doubt about it – that is what the majority is saying, and I think it is in good faith. In this respect, the amendment in question did not reveal anything new, at least from the point of view of the argument. In any case, despite our disagreements, sometimes frontal, opposing two visions of the world, two coherences, it would be a shame to reduce the whole of our debates and our long weeks of work to this one issue, which will be settled by others and by society itself. Once it is not customary, we have had long debates, sometimes complex, but very enriching and enlightening. This is probably the last time we say it. We have shared valuable experiences and analyses. I hope that, whatever the meaning of our vote, we will remember these debates and bear in mind what this bill will bring positive and progressive not only to the people concerned but to society as a whole.
ParlaMint-FR_2019-10-09-O1017.u388	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-10-09-O1017.u389	First of all, I would like to stress the quality of our work and the spirit that has prevailed throughout the discussions. We have been able to express our views widely by confronting them, sometimes opposing us, and often finding compromises. Tonight, we are discussing a complex, important subject that will divide and divide us. Everyone's going to have to make a conscious decision. During the first discussion, my colleague Yannick Favennec Becot had tabled an amendment quite close to that of Jean-Louis Touraine which was adopted. I supported him. Tonight, I will not support the position of the Government and I consider that the amendment adopted by our Assembly at first deliberation is to be welcomed. This is a first step that answers some of the questions that I believe are priorities. First, this amendment better protects and secures the child born from a GPA abroad, a situation that he or she has not chosen. We place the best interests of the child at the forefront of our concerns. That is one reason why I will not support the Government's amendment. Secondly, does the introduction of this amendment into our positive law mean, in any way, that the GPA could be legalised? The answer is no. If there had been any doubt that this amendment could open the door to pregnancy for others, to the commodification of women's bodies, to an infringement of their dignity, I would have opposed it. This is not the case. Today, we are in our role as legislators. We know that the European Court of Human Rights and, again recently, the Court of Cassation have delivered opinions on our procedures. It cannot be said that the adoption procedure, which is often long and random, varies according to jurisdiction, would be the only or most relevant solution. We therefore believe that we need to improve our positive law. We are legislators, and I cannot accept the idea that the matter should be settled by a circular. A circular does not have the force of law – we have seen in the past the questions, questions and differences of interpretation that a circular might give rise to – even if I do not question the quality of the circular that Mrs. In the hierarchy of norms, the law prevails. [[Applause on the benches of the LT group]] It is not by continuing to run after jurisprudence that may differ from one jurisdiction to another or vary from one judgment of the Court of Cassation to another that we will secure, stabilize and protect children born to GPA abroad. That is why the Freedom and Territory Group will oppose the Government's amendment in the majority.
ParlaMint-FR_2019-10-09-O1017.u390	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1017.u391	I understand the concerns expressed by the various sides. However, there is an idea on all the benches, which we could act collectively after these three weeks together on these bioethics issues – not to mention the working week in committee and the two weeks devoted to hearings: the different convictions do not prevent responsibility at all, it seems obvious to me. I hear different beliefs about GPA or PPA – procreation for others on the benches. This is clearly not the subject of Mr. Touraine's amendment or that of the Government. In the end, it doesn't matter what convictions are on this point. I come to the responsibility for the child. Everyone wants to find solutions, but we want them to be the right ones. Unfortunately, the proposal we are debating, as formulated, is not satisfactory. [[Exclaims on the benches of the LR group]] The Minister undertook to issue a circular. On this point, I agree with what has been said: I do not think that a circular can confer a legal status, let alone a legal status. This may facilitate administrative practice, but this will not be enough in the long run, especially since a circular may be amended at any time.
ParlaMint-FR_2019-10-09-O1017.u392	Exactly!
ParlaMint-FR_2019-10-09-O1017.u393	The circular is necessary to change administrative practices, but not sufficient to ensure the status of these children.
ParlaMint-FR_2019-10-09-O1017.u394	Then we must vote against the Government's amendment!
ParlaMint-FR_2019-10-09-O1017.u395	As you have said, legislative improvements can be made in this area.
ParlaMint-FR_2019-10-09-O1017.u396	What does that mean?
ParlaMint-FR_2019-10-09-O1017.u397	Does that mean we're gonna legalize the GPA?
ParlaMint-FR_2019-10-09-O1017.u398	From this point of view, we are reassured. We have different convictions, but a common responsibility. There are prospects for administrative improvement and there will be legislative proposals, which we will have every opportunity to discuss. [[Applause on several benches of the LaREM group]] I would like to thank all of you, whether you are from the majority or not, for the spirit of responsibility that has presided over all of our debates. I hope that what follows this vote will take place with the utmost respect for each other's convictions.
ParlaMint-FR_2019-10-09-O1017.u399	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-10-09-O1017.u400	The IUD Group, Action and Independents of course supports the Government's amendment,...
ParlaMint-FR_2019-10-09-O1017.u401	Why "of course"? The centrists are amazing!
ParlaMint-FR_2019-10-09-O1017.u402	... which aims to remove an article that we do not question the legitimate objective: to secure the situation of children born to a GPA abroad. Its adoption is indeed a very bad signal, as many of us have said, because it opens up a breach in our ethical principles. It is because we are opposed to the commodification of the human body and the enslavement of women that we are opposed to GPA. [[Applause on the benches of the UDI-Agir group]] I fully agree with the rapporteur's comments on the quality of the debate and the climate that has prevailed throughout the last few weeks in the House.
ParlaMint-FR_2019-10-09-O1017.u403	Mrs Michèle Victory, the penultimate speaker, has the floor.
ParlaMint-FR_2019-10-09-O1017.u404	Wait! Perhaps we will reply to the rapporteur...
