ParlaMint-FR_2019-02-14-O1149.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-14-O1149.u354	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u355	Same opinion.
ParlaMint-FR_2019-02-14-O1149.u356	I call Mrs Mette to support Amendment No. 797.
ParlaMint-FR_2019-02-14-O1149.u357	The purpose of this amendment is to clarify the text and to strengthen the supervisory capacity of the competent State authority in the field of education, in the interests of the child. If the control at the child's home should remain the rule, it may happen that the persons responsible for the child, for various reasons, do not wish to enter their home. In the present case, however, the substitution by the words "in principle" of the word "in particular" of the previous wording of paragraph 5 of article L. 131-10 does not add much. At the very least, it specifies the usual theoretical nature of this control procedure without offering an alternative. On the ground, it is almost never resorted to the alternative envisaged by this amendment. More opportunities and supervisory powers must be offered to the authority of the State competent in the field of education. Therefore, the requested clarification cannot be declared satisfied by a simple adverbial phrase: it must be included in the text. In order to monitor the child's level of education, an alternative must be offered by proposing that such monitoring be carried out also in a school close to the home where the child is educated. That is the meaning of this amendment.
ParlaMint-FR_2019-02-14-O1149.u358	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u359	The addition of this clarification seems to me restrictive. You want control to take place in a school, which would be difficult to impose on children suffering from school phobia, especially since it is anticipated that the control can be exercised on the premises of the rectorate. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u360	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u361	Same opinion.
ParlaMint-FR_2019-02-14-O1149.u362	Mrs Sophie Mette has the floor.
ParlaMint-FR_2019-02-14-O1149.u363	Inviting a child to a school, where he or she would see other children, could make him or her want to return to the school for a long time and pass this phobia on to him or her.
ParlaMint-FR_2019-02-14-O1149.u364	Mr Fabien Di Filippo has the floor.
ParlaMint-FR_2019-02-14-O1149.u365	[[Murmurs on several benches of the GDR group]] I do not understand the meaning of this amendment, let alone the clarification that has just been made. The aim is to monitor the knowledge acquired, as well as the conditions and environment in which the education takes place, as well as the means deployed by the parents. It is important that control be exercised at home, where the child attends daily education, in order to detect cases where the parents de-school their child in order to keep him away from the education and values of the Republic for the purpose of Islamic radicalization.
ParlaMint-FR_2019-02-14-O1149.u366	Mrs Brugnera has the floor to support Amendment No. 780.
ParlaMint-FR_2019-02-14-O1149.u367	This appeal amendment aims to improve the census and monitoring of children of school age by assigning a unique INE identification number. This proposal emanates from the flash mission on de-schooling. George Pau-Langevin referred to him earlier, and sometimes children are out of school in the course of the year. It is necessary to follow their path, whether they are educated at home or in a private non-contractual school, in order to ensure that each child has access to the education to which he or she is entitled. Only by assigning this number will it be possible.
ParlaMint-FR_2019-02-14-O1149.u368	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u369	Opinion against this amendment, which I understand to be an appeal. A reflection is carried out on the allocation of an INE to each child. To the extent that it is under way, I will give an unfavourable opinion even if I share the objective.
ParlaMint-FR_2019-02-14-O1149.u370	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1149.u371	Unfavorable notice for the same reasons. We are pursuing the same objective through regulation.
ParlaMint-FR_2019-02-14-O1149.u372	I withdraw the amendment.
ParlaMint-FR_2019-02-14-O1149.u373	I call Mr Reiss to support Amendment No. 603.
ParlaMint-FR_2019-02-14-O1149.u374	We have discussed at length the essential role of the family. However, you plan to replace "family" with "persons responsible for the child" in article L. 131-10, paragraph 6, of the Education Code. This amendment tends to retain the current wording of this subparagraph.
ParlaMint-FR_2019-02-14-O1149.u375	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u376	Favourable opinion. It will not be said that the text is intended to exclude families.
ParlaMint-FR_2019-02-14-O1149.u377	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u378	Favourable opinion, too. The word "family" is not eradicated from the education code, on the contrary.
ParlaMint-FR_2019-02-14-O1149.u379	I have before me three identical amendments, Nos 611, 622 and 1004. Mr Xavier Breton has the floor to support Amendment No. 611.
ParlaMint-FR_2019-02-14-O1149.u380	Article 5 of the draft law, paragraph 9, states: "The results of the monitoring shall be notified to the persons responsible for the child. Where these results are found to be insufficient, the persons responsible for the child shall be informed of the time limit within which a second check is to be carried out. » However, the notion of insufficient results is dry and can lead to subjective and partial judgment. We would like these results to be put into perspective with the child's right to education as defined in article L. 131-1-1 of the Education Code. We want to stop the breach of equality between parents instructors and teachers, whether they are in public or private institutions. Your level of requirement is indeed much higher for home education than for in-school education. We want to restore equality between children and families.
ParlaMint-FR_2019-02-14-O1149.u381	I call Mr Patrick Hetzel to support Amendment No. 622.
ParlaMint-FR_2019-02-14-O1149.u382	We do not want to create in the Education Code an asymmetry of legal conception between home education and school education. We prefer a symmetrical vision, without hierarchical relationship between these two modes of instruction.
ParlaMint-FR_2019-02-14-O1149.u383	I call Mrs Emmanuelle Ménard to support Amendment No. 1004.
ParlaMint-FR_2019-02-14-O1149.u384	This amendment has the same purpose as the two preceding amendments: to ensure that the monitoring of education provided in families is fair and pursues the right objective. The purpose of these checks is to ascertain the interests of the child, who has the right to receive an education. The purpose of the monitoring must therefore be to verify that the child's right is respected and no more. Beyond this, the measure would violate the educational and educational freedom of parents. These parents should not be suspected of anything, especially no abuse. They simply make different educational choices from the majority of the population, sometimes for lack of alternative solutions, by the way. They are often parents who are particularly involved in the education of their children. It would be pleased if the Government, on the occasion of this text for the school of trust, would give more credit to their choices. I would like to refer to another injustice, concerning the material conditions of children attending school at home, as parents instructors at home are not eligible for the school start-up allowance. I had tabled Amendment No 975 to remedy this injustice, but it was considered inadmissible. I renew my request, because children educated at home have the same needs as others.
ParlaMint-FR_2019-02-14-O1149.u385	All right!
ParlaMint-FR_2019-02-14-O1149.u386	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u387	Unfavorable.
ParlaMint-FR_2019-02-14-O1149.u388	Why?
ParlaMint-FR_2019-02-14-O1149.u389	I have before me several identical amendments, No 280, second rectification, 614 and 625. Mr Gilles Lurton has the floor to support Amendment No. 280, the second amendment.
ParlaMint-FR_2019-02-14-O1149.u390	In order to give full meaning to the second check provided for in article L. 131-10 of the Education Code, it is important to give the head of the child educated at home the means to implement the requested improvement.
ParlaMint-FR_2019-02-14-O1149.u391	Mr Xavier Breton has the floor to support Amendment No. 614.
ParlaMint-FR_2019-02-14-O1149.u392	The new wording of article L. 131-10 of the Education Code, in case of insufficient control, does not take into account the changes in instruction that the parent may make between the two controls. This amendment seeks to reopen this possibility of improvement by inserting, in the second sentence of paragraph 9, after the word "time limit", the words "in which they must provide their explanations or improve the situation". You should accept this proposal, otherwise it would be a particular arduousness on families who decide to educate their child at home.
ParlaMint-FR_2019-02-14-O1149.u393	I call Mr Patrick Hetzel to support Amendment No. 625.
ParlaMint-FR_2019-02-14-O1149.u394	We wish, through these amendments, to align the drafting of the Education Code with the Government's announcements on the school of trust. Instead, the writing of this article demonstrates your distrust of families. We would like to see a break from this logic. We understand that it is necessary to check ex post the instructions issued but not ex ante. It is necessary to open the game: this is also the school of trust.
ParlaMint-FR_2019-02-14-O1149.u395	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u396	Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u397	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u398	Same opinion.
ParlaMint-FR_2019-02-14-O1149.u399	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1149.u400	I note that we are no longer getting answers to our questions: there is no more debate.
ParlaMint-FR_2019-02-14-O1149.u401	I have before me several identical amendments, Nos 612, 623 and 1109. Mr Xavier Breton has the floor to support Amendment No. 612.
ParlaMint-FR_2019-02-14-O1149.u402	We are no longer getting answers, in fact, as we approach new provisions. "Circulate, there's nothing to see" becomes your watchword! All right. Well, we'll ask again the questions that we haven't been answered. To return to the notion of insufficient result to control, I would like to remind you that arbitrariness must be avoided at all costs, by including in the text the right of the child to education as defined in article L. 131-1-1 of the Education Code. In this way, we will have a landmark that will block the biased judgments against certain families who exercise their educational freedom, which is recognized by the Constitution.
ParlaMint-FR_2019-02-14-O1149.u403	I call Mr Patrick Hetzel to support Amendment No. 623.
ParlaMint-FR_2019-02-14-O1149.u404	The refusal to discuss is revealing: you do not want to include in the education code that the obligation only concerns education, without hierarchy between the modes of education, as long as the different objectives are respected. The provisions contained in our amendments would be the only way to create a real balance in the national education code. The rejection of our amendments, without any explanation, is alarming for families. There is no longer any doubt about the existence of an official doxa, such as prioritization and distrust of home education. You could give us a minimum of explanation, which, alas! I don't.
ParlaMint-FR_2019-02-14-O1149.u405	I call Mrs Emmanuelle Ménard to support Amendment No. 1109.
ParlaMint-FR_2019-02-14-O1149.u406	If I believe that the possibility for parents to educate their child at home is a fundamental freedom, I obviously have nothing against the fact that this home education is under control. If parents have rights, the child also has the right to be educated, and it is natural to monitor the existence of such education. However, this control must be balanced and proportionate, and there should be no question of dispossessing parents of their educational freedom. I fear, like many parents who provide education for their children at home, that this bill does not respect this balance necessary for the bond of trust between parents and the state. For example, it seems to me disproportionate to control parents more than once a year. If the results of the check are not satisfactory, the article already provides for additional checks. Why consider, then, to control several times a year the families in which the first check showed that the education was going well? On the other hand, I too will ask again my question about the school start-up allowance: why are parents who choose home-based education not entitled to it? I must confess that I would like an answer to that question.
ParlaMint-FR_2019-02-14-O1149.u407	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u408	[[Ms. Jacqueline Dubois applauds]] I will read again the circular of 14 April 2017 on family education, specifically with regard to controls. It states that the main purpose of the common foundation is to provide the persons responsible for the control and the persons responsible for the child with "common references to assess the progress of the child towards the acquisition of the skills and knowledge of the common foundation". It should not be seen as an obligation to achieve results, but as a tool for educational dialogue with the family to verify that the means used in the educational choices made by the persons responsible enable the child to progress steadily towards the acquisition of the common foundation. 'Disadvantaged opinion, reasoned opinion.
ParlaMint-FR_2019-02-14-O1149.u409	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u410	Same opinion.
ParlaMint-FR_2019-02-14-O1149.u411	Mr Claude Goasguen has the floor.
ParlaMint-FR_2019-02-14-O1149.u412	We can say everything about control – after all, why not? But on the start-up allowance, I would point out that you are in complete contradiction with the Constitution. If someone brings an appeal or a QPC on this provision, you will not be able to justify the difference in treatment between the parents: from the moment you accept that the obligation to attend school from the age of 3 is satisfied by the education at home as well as at school, you will be wrong under the Constitution if you do not grant the back-to-school allowance to parents who opt for home-based education. I'd rather tell you – but you're as legal as I and you know it, actually.
ParlaMint-FR_2019-02-14-O1149.u413	Very good question!
ParlaMint-FR_2019-02-14-O1149.u414	I know the opposite!
ParlaMint-FR_2019-02-14-O1149.u415	I have before me an amendment No 781 which is the subject of a sub-amendment No 1117. Mrs Anne Brugnera has the floor to support the amendment.
ParlaMint-FR_2019-02-14-O1149.u416	He proposed correcting an ambiguity in paragraph 10 of that article, which concerned the consequences of a lack of education found during the second review carried out by the academic authorities, which gave rise to a notice of formal notice addressed to his child's school family. The amendment proposes that schooling lasts at least one full school year in order to avoid too much disruption to the child's daily life and learning, but also to give the educational institution which will receive it the time to take stock of its learnings and achievements, and to remedy the most serious shortcomings it has found. Furthermore, in order to take account of the fact that the checks often take place during the school year, with the latter taking place at the end of the year, around April, May or June, the notice should cover the end of the school year and the following school year.
ParlaMint-FR_2019-02-14-O1149.u417	The rapporteur, Mrs Anne-Christine Lang, has the floor to give the committee's opinion on the amendment and to support sub-amendment No. 1117.
ParlaMint-FR_2019-02-14-O1149.u418	Opinion in favour of the amendment, subject to the adoption of my sub-amendment, which is drafting.
ParlaMint-FR_2019-02-14-O1149.u419	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u420	Opinion in favour of the amendment, also subject to the adoption of the sub-amendment.
ParlaMint-FR_2019-02-14-O1149.u421	Mr Gilles Lurton has the floor.
ParlaMint-FR_2019-02-14-O1149.u422	I would like to extend the question of Mr Goasguen and that of Mrs Ménard, who have raised an important point. Minister, you have decided to make school attendance compulsory at 3 years of age, which will put an additional 26,000 children on the way to school in September 2019 – if the law is passed. I raised the problem in one of my pre-interventions on Article 3, and I ask you: Where did you provide for the start-up allowance budget for these 26,000 children? In principle, we are budgeting for the start-up allowance under the Social Security Funding Bill – PLFSS – but nothing has been provided for in the one we voted last fall for 2019. Maybe there's going to be a corrective PLFSS. In any case, we call it our wishes, taking into account the decisions taken last December, just before Christmas. I would like an answer on this.
ParlaMint-FR_2019-02-14-O1149.u423	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1149.u424	I do not want to give you the impression that I do not want to answer these questions, I am simply trying to comply also with the instructions we have assigned to us that the examination of the text should still take place within normal deadlines. I'm not saying that the question is not interesting or not legitimate, and everyone can ask a QPC to check what I'm going to say now. I am not as sure as you that this provision is unconstitutional; I'm even quite certain of the opposite. The back-to-school allowance was designed to help families bear the costs associated with the school year, specifically. It is therefore quite normal, since everyone is free to enrol his or her children in school or to organize their education with the family, that this allowance is not of an absolute nature. But the constitutional judge may arbitrate this question; It'll be interesting. These are two different situations that can justify different solutions, and I am quite certain of the legal solution that would be given. When the child is enrolled in the National Centre for Distance Learning (CNED), he or she is entitled to the school start-up allowance. It is therefore possible to organize family education by choosing to register with CNED or, just as freely, not to register. Moreover, it is indisputable that enrolment in a school entails a number of costs that are not borne by families whose children do not physically attend school, particularly with regard to supplies. On the contrary, I find that there is no reason to be ashamed of a system that encourages school attendance. When Brazil created Bolsa Familia and, thanks to the associated family benefits, more children went to school, everyone thought it was great. I do not see why a system that encourages school attendance should be revised, even as we all strive to ensure that children attend school from the age of three.
ParlaMint-FR_2019-02-14-O1149.u425	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-02-14-O1149.u426	I am quite surprised by your answer, Minister, because the school start-up allowance, as you say, is done so that families can support the needs of the school start-up. You tell us that a child who enters school has more needs than a child whose education is organized at home. However, in public schools – and this is very well – textbooks, for example, are most often lent by schools to families. The child who is educated at home does not benefit from this benefit, and families are obliged to purchase textbooks, most often. The notebooks also, in fact, since there is no need for fewer notebooks when you are educated at home than when you are attending a school. It therefore seems to me that the answer is not entirely correct and that, on the contrary, a family that is educated at home has identical, if not greater, material needs than those of families whose children are in school.
ParlaMint-FR_2019-02-14-O1149.u427	Mr Claude Goasguen has the floor.
ParlaMint-FR_2019-02-14-O1149.u428	Your answer, Minister, is quite valid in the context of the current legislation. But you're just about to change it, since you're giving families new teaching obligations – we're not coming back, you've decided. But once you impose new obligations on families, you have to compensate them and therefore align the school start-up allowance with school practice. I can be wrong, it's the Constitutional Council that will decide, but you're taking a risk, believe me.
ParlaMint-FR_2019-02-14-O1149.u429	I have before me two identical amendments, Nos 613 and 624. Mr Xavier Breton has the floor to support Amendment No. 613.
ParlaMint-FR_2019-02-14-O1149.u430	To return, in one word, to the question of the school-rearing allowance, you say, Minister, that it is meant to encourage school attendance. For me, she's more likely to compensate for educational expenses. Trying to "buy" families so that they send their children to school, what a funny design! The purpose of Amendment No. 613 is to amend paragraph 13, the last paragraph of Article 5, according to which "A decree in Council of State shall lay down the procedures for the application of this Article. We propose to extend this wording, in order to ensure a complete reflection on all the modalities of the monitoring and on the provisions already included in the education code, so that the contribution of the Council of State not only determines the modalities of the application of the article, but also all the modalities of monitoring the education provided in the family.
ParlaMint-FR_2019-02-14-O1149.u431	I call Mr Patrick Hetzel to support Amendment No. 624.
ParlaMint-FR_2019-02-14-O1149.u432	As Mr Breton has just pointed out, from the moment we use the expertise of the Council of State to make the implementing order for this article on home-based education, we should use it to create a kind of broom car, so that only one decree governs home-based education. At the same time as it will provide a comprehensive view of the issue, it will avoid confusion and different interpretations. The purpose of this amendment is therefore to ensure that the decree is more inclusive than the mere application of the article. This will serve, for once, the administration of national education, as well as children and families.
ParlaMint-FR_2019-02-14-O1149.u433	We come to the amendments on the additional article after Article 5. I have before me two identical amendments, Nos 703 and 825, on which the Socialist and related groups have requested a public vote. The vote is announced in the National Assembly. I call Mrs Pau-Langevin to support Amendment No. 703.
ParlaMint-FR_2019-02-14-O1149.u434	Undoubtedly, the freedom to educate a child at home is granted and, in some cases, it is exercised more or less clearly. That is why we would like to see a closer look at why a child is being educated at home, and under what conditions. We therefore propose to make compulsory, not only a declaration, but the obtaining of a permit issued by the national education services, which would verify why the family prefers to carry out this education at home.
ParlaMint-FR_2019-02-14-O1149.u435	Amendment No 825 by Mr François Pupponi is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u436	Unfavorable opinion. Freedom of education is a principle of constitutional value. Prior authorization would run counter to the principle of the choice of investigation.
ParlaMint-FR_2019-02-14-O1149.u437	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u438	Same opinion, for the same reasons. We have already had a similar debate at the time of the review of the so-called Gatel law. The arguments that support our proposals are therefore well known.
ParlaMint-FR_2019-02-14-O1149.u439	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1149.u440	On Monday, the minister was offended by the liberticide provisions that I referred to; With this amendment, we'd have to step up again! If it were adopted, liberticides, we would be completely adopted: as long as freedom of education is guaranteed by the Constitution, it would be a bit strong to enter into a logic of control a priori – clearly, a logic of distrust. We must not follow such a logic of permanent distrust. For my part, I am totally hostile to such a coercive vision.
ParlaMint-FR_2019-02-14-O1149.u441	I put to the vote identical amendments Nos 703 and 825.
ParlaMint-FR_2019-02-14-O1149.u442	The result of the vote is as follows: Number of voters 52 Number of votes cast 50 Absolute majority 26 For adoption 7 Against 43
ParlaMint-FR_2019-02-14-O1149.u443	Mr. President, our voting boxes didn't turn on!
ParlaMint-FR_2019-02-14-O1149.u444	However, the results of the vote were posted. I'm suspending the session for a few moments to conduct verifications.
ParlaMint-FR_2019-02-14-O1149.u445	I confirm that the votes of the Group of the European People's Party The Republicans were well taken into account: 9 of you voted against these two identical amendments. The results of the public poll are of course at your disposal. I therefore confirm that, in accordance with the results I have proclaimed, identical amendments Nos 703 and 825 are not adopted. Mrs Anne Brugnera has the floor to support Amendment No. 782.
ParlaMint-FR_2019-02-14-O1149.u446	The aim is to make the home education declaration compulsory before the end of the first quarter of the school year, if the child is not enrolled in school. I have corrected, at the request of the rapporteur, the wording of this amendment, which has already been discussed in committee.
ParlaMint-FR_2019-02-14-O1149.u447	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u448	The freedom of choice of education justifies the decision of parents to educate their child at home at any time of the year. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u449	I have before me an amendment No 1112 which is the subject of two identical sub-amendments, Nos 1140 and 1141. The minister has the floor to support the amendment.
ParlaMint-FR_2019-02-14-O1149.u450	The declaration of education in the family can sometimes be used by parents to mask another situation, in particular the enrolment of the child in an open school under irregular conditions – I have already mentioned a recent case in Marseilles. These deliberately false and false statements contribute to the development of these de facto establishments, which operate without knowledge of the rules governing their opening. The Act of 13 April 2018 to simplify and better regulate the regime for the opening and monitoring of private non-contracted establishments, known as the Gatel Act, has strengthened the capacity of the State authorities to control non-contracted establishments before they are opened, but also, once they are opened, to strengthen sanctions against those who open these establishments illegally. On the other hand, no punishment is provided for parents who make such voluntary false statements. Therefore, with a view to complementing the system adopted last year, this amendment aims to make such conduct liable to the same penalties as those provided for in Article 441-7 of the Criminal Code on false certificates. This amendment is important because it complements our legal toolbox to combat such situations. One cannot tolerate the use of family education contrary to the spirit of the text under consideration.
ParlaMint-FR_2019-02-14-O1149.u451	I call Mr Patrick Hetzel to support sub-amendment No. 1140.
ParlaMint-FR_2019-02-14-O1149.u452	The Government's amendment is important and interesting. If I wanted to under-amend it, it was that its drafting could lead to an amalgamation between private institutions under contract and out-of-law with private institutions out-of-law. This would include enrollment in a so-called "private educational institution", so that it is not anathema for all non-contracted private institutions. I would not like to see suburban Espérance schools, for example, which are out-of-contract private schools, be treated as out-of-law schools.
ParlaMint-FR_2019-02-14-O1149.u453	Mr Xavier Breton has the floor to support the identical sub-amendment No. 1141.
ParlaMint-FR_2019-02-14-O1149.u454	We share the objective of the government amendment and will vote on it. That said, this clarification would avoid any mix of private non-contracted institutions with institutions that each recognizes the threats they pose to our society and our country. If the amendment were so under-amended, we could vote on it without any hesitation.
ParlaMint-FR_2019-02-14-O1149.u455	What is the Committee's opinion on the amendment and the sub-amendments?
ParlaMint-FR_2019-02-14-O1149.u456	Opinion against the sub-amendments, of which I understand the purpose, but whose adoption would lead to a risk of confusion. Opinion in favour of the Government's amendment.
ParlaMint-FR_2019-02-14-O1149.u457	What is the Government's view on the two identical sub-amendments?
ParlaMint-FR_2019-02-14-O1149.u458	Unfavorable, even if I understand the intention.
ParlaMint-FR_2019-02-14-O1149.u459	Mrs Marie-George Buffet has the floor.
ParlaMint-FR_2019-02-14-O1149.u460	We support the Government's amendment. Since a few articles have appeared in the press, minister, what has been the result of the application of the so-called Gatel law of 2018? Are they significant in relation to out-of-law schools?
ParlaMint-FR_2019-02-14-O1149.u461	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-14-O1149.u462	I am in favour of this amendment. I had proposed a similar one, which had been considered too hard. I realize that you have joined me in the rigour that must be ours, and you are absolutely right. However, this amendment applies to open establishments "despite the opposition" to be opened by the State. However, other establishments open illegally, without even asking for authorisation. Your amendment is not aimed at them, as it concerns only those who have failed to comply with the refusal of authorisation. I know a few cases, which I have already mentioned, in particular with the academic director of the national education services. He objected to me that this type of institution is not a school, since it is undeclared. We are therefore faced with a legal vacuum: for the Ministry of National Education, an open school without a declaration is not a school, since it officially ignores its existence, even though the central territorial intelligence service is familiar with this institution, which welcomes children illegally. In the course of the shuttle, the legal term should be found to reach both institutions which open up despite opposition from State services and those which never apply for authorisation and open up illegally. These must also fall within the scope of the sanction.
ParlaMint-FR_2019-02-14-O1149.u463	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1149.u464	The Government's amendment is justified. Our sub-amendments are not aimed at calling it into question, since such openings must be combated. That being said, Madam rapporteur, I do not understand your argument that our sub-amendments would cause confusion: it is precisely for the opposite reason that we have tabled them, in order to avoid any confusion. I see the legal difficulty of the exercise, but it would still be appropriate to distinguish the private sector quite regular, even without contract, from the private sector irregular. We seek to fight against the irregular private, without throwing the anathema on the regular private, even if it is out of contract. Could the minister confirm that it is aimed at the private person who has gone outside the laws of the Republic, without seeking to question the regular private person out of contract?
ParlaMint-FR_2019-02-14-O1149.u465	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1149.u466	I have no problem, Mr Hetzel, with your comments, which correspond to what I have said before. I would therefore like to repeat them: in fact, we aim at non-contractual establishments which place themselves outside the laws of the Republic. Mr Pupponi, we have sufficient legal tools, since they enabled us to close the establishment in Marseille which I have already mentioned, this clandestine school which had not requested any authorisation to open. Mrs Buffet, I will answer frankly: the Gatel law has allowed us to be effective in preventing many openings at the beginning of the year, which is less evident than successful closures. The effects of this law are therefore very positive. Let's not hide it, closing an establishment is very difficult, even if we have already done so and we are working to do it again. Everyone can understand here the reasons for the difficulties that we face: each one of you defend, with strong arguments and rightly so, the rule of law and the freedom of education, which is dear to us all. We must strike a balance between this freedom, the protection of the child and the affirmation of the values of the Republic. Living in a rule of law that is attentive to the preservation of all these principles complicates the task when it comes to closing an establishment, I will not hide it from you. As I said, we have already made such closures and will continue to do so. Only the legal framework of a republican and democratic rule of law does not make it easy to do so.
ParlaMint-FR_2019-02-14-O1149.u467	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-14-O1149.u468	I know there's a legal arsenal to shut down the schools I've been talking about. We are talking here about penalties for parents. When reading the text, I fear that parents who entrust their children to illegal schools, who have not applied for permission to open, will not be punished. In any case, I have a doubt about this and I am asking you this question, Minister.
ParlaMint-FR_2019-02-14-O1149.u469	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-02-14-O1149.u470	To show our good will and since we share the same objectives, my colleague Patrick Hetzel and I will withdraw our sub-amendments. However, the term "private educational institution" that you refer to is almost more restrictive than the term "private educational institution" that we proposed. We referred in some way to illegal settlements, while you maintain a legal vacuum. Thus, the current wording does not meet the objective we share, so it will have to be corrected during the shuttle, for example when the text is being examined in the Senate. We will continue to work on this subject, but at this stage we are withdrawing our sub-amendments.
ParlaMint-FR_2019-02-14-O1149.u471	I have before me two amendments, Nos 747 and 704, which can be discussed jointly. Mrs Frédérique Dumas has the floor to support Amendment No. 747.
ParlaMint-FR_2019-02-14-O1149.u472	I'm going back to something we care about. Mayors are responsible for monitoring compulsory education but, as you know, they do not have all the means and tools to carry out this mission. This amendment therefore tends to assign each child a national identification number, which will be communicated to the mayors. It seems to us important that this provision should be included in the law, knowing that its implementing rules can obviously be specified by decree.
ParlaMint-FR_2019-02-14-O1149.u473	On Amendment No 704, I have a request from the Socialist and Related Group for a public vote. The vote is announced in the National Assembly. Mrs Pau-Langevin has the floor to support the amendment.
ParlaMint-FR_2019-02-14-O1149.u474	We are going back to this proposal for an identification number, which has already been the subject of an amendment by our colleague Anne Brugnera. We have a little difficulty in understanding the order of discussion of the amendments – it would have been more logical for all the amendments on this subject to be considered at the same time – but this allows us to reopen the debate. In our work, we realized that many people did not know where the children were. To exercise control, one must already know that the child exists, that he or she has changed communes and that he or she is not attending school. That is why we consider this identification number extremely important. I understand that the minister was preparing something on this subject, but I do not see why it would not be possible to put the principle of this identification number right now, which the departments of the department would implement at a later date. In this Chamber, we are many who believe that it is useful to know where the children whose schooling is to be controlled are located. The aim of Amendment No 704 is therefore to assign a national identification number to each child from the age of 3 until the end of school.
ParlaMint-FR_2019-02-14-O1149.u475	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u476	Unfavorable.
ParlaMint-FR_2019-02-14-O1149.u477	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u478	Unfavorable.
ParlaMint-FR_2019-02-14-O1149.u479	I put to the vote, by public vote, Amendment No. 704.
ParlaMint-FR_2019-02-14-O1149.u480	The result of the vote is as follows: Number of voters 54 Number of votes cast 49 Absolute majority 25 For adoption 6 Against 43
ParlaMint-FR_2019-02-14-O1149.u481	Mrs Marie-George Buffet has the floor to support Amendment No. 581.
ParlaMint-FR_2019-02-14-O1149.u482	The aim of this amendment is to ensure that the classes of non-contractual establishments are monitored annually by the State in order to ensure that the minimum knowledge base is respected. Too many abuses were found, with unteached subjects and educational biases contrary to article L. 111-1 of the Education Code.
ParlaMint-FR_2019-02-14-O1149.u483	I call Mr Pupponi to support Amendment No. 827.
ParlaMint-FR_2019-02-14-O1149.u484	[[Smile]] What a beautiful accent, Mr. President! We can see you're close to the territories!
ParlaMint-FR_2019-02-14-O1149.u485	[[New smiles]] However, I would like to point out a mistake in placing the tonic accent, Mr President.
ParlaMint-FR_2019-02-14-O1149.u486	I'll take note, Mr. Pupponi.
ParlaMint-FR_2019-02-14-O1149.u487	[[Laughs and applause]] This correction was all the more important in view of the fact that we will be considering amendments on regional languages earlier.
ParlaMint-FR_2019-02-14-O1149.u488	[[Same movements]] From Sarcelles?
ParlaMint-FR_2019-02-14-O1149.u489	Absolutely, Mr. President. To return to the amendment, it is similar to the one I tabled earlier, but it concerns parents. The law provides for a heavy penalty, in this case a fine of 15000 euros, for persons running an unlawfully opened school. I propose that parents who do not respect the law by entrusting their child to an illegally opened structure be also punished by a fine of 7,500 euros.
ParlaMint-FR_2019-02-14-O1149.u490	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u491	Unfavorable. We have already discussed this issue. In a number of cases, parents may in good faith ignore the illegality of the school concerned.
ParlaMint-FR_2019-02-14-O1149.u492	I call Mr Pupponi to support Amendment No. 826.
ParlaMint-FR_2019-02-14-O1149.u493	Indeed, sometimes parents are abused. However, in many cases they are accomplices: they know that they entrust their child to an illegal establishment even though they have declared that they are instructing him at home. In this they violate the law. I can't believe they're doing it in good faith! In a new reading, we can make it clear that those who have done so in bad faith are punished, but I repeat, parents are complicit in almost all cases.
