ParlaMint-FR_2019-10-02-O1005.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1005.u171	The discussion focused largely on the issue of the presumption of maternity. In recent decades, the presumption of paternity has never disturbed anyone. I understand that you are annoyed by the fact that we often talk about your patriarchal side, but I do not see why, since we have no problem with the presumption of paternity, we would have one with the presumption of maternity.
ParlaMint-FR_2019-10-02-O1005.u172	There is no presumption of maternity! It doesn't exist!
ParlaMint-FR_2019-10-02-O1005.u173	The comments about mothers who gave birth and those who did not give birth were clumsy. It would be too violent for women who have adopted to consider that, since they have not given birth, they are not mothers.
ParlaMint-FR_2019-10-02-O1005.u174	We never said otherwise!
ParlaMint-FR_2019-10-02-O1005.u175	As I already said when we were discussing Article 1, we must be careful not to offend or hurt anyone. Whether a mother gives birth or adopts, she remains a mother because she gives all her love. On the other hand, with regard to the place of parents and the child, I often hear that children will be forgotten.
ParlaMint-FR_2019-10-02-O1005.u176	We are here not as parents but as legislators!
ParlaMint-FR_2019-10-02-O1005.u177	However, in 2019, children became accustomed to new families, are no longer at all shocked by anything! For example, when your kid's invited to a birthday snack, you'll think mechanically, as a parent, that you have to call the mom, and your child, hilare, will tell you that you'll find it hard to reach her, because he has two dads! That we want to think about the kids, either. But let us not forget that when we talk to children whose friends grow up in single-parent families, they are not at all shocked. All a child wants is to be surrounded by people who love him and make him grow up and enter into active life with the love they need.
ParlaMint-FR_2019-10-02-O1005.u178	They have the right to know who their father is!
ParlaMint-FR_2019-10-02-O1005.u179	[[Applause on the benches of the FI group and on some benches of the LaREM group]] We must therefore pay attention to the words used in this House, so as not to hurt or offend people.
ParlaMint-FR_2019-10-02-O1005.u180	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-10-02-O1005.u181	Yes, we are really facing a legal revolution. I want to reply to Mrs Autain that of course we do not make filiation the alpha and the omega of the biological bond. There are many other elements, some of which may be considered innate, others which fall within the scope of the acquis: the family, geographical, socio-cultural environment, or what may surround the secret of birth, in short, a very broad set. It is not a question of magnifying the biological link here, but of highlighting the revolution that is taking place before our eyes. Through this text, you do not consider this to be one element among others, but you completely deny the biological link, yet so important. You compare what you are proposing with adoption. Indeed, adoptive parents are not necessarily biological parents. But in the case of adoption, parents are given to a child. The process is completely reversed: it is very different from the situation of a family that welcomes a child in the biological and legal sense; The environment is not the same at all. With regard to the certainty surrounding the mother, I stress that, even if Roman law is a little temperate in us – I spare you the Latin formula...
ParlaMint-FR_2019-10-02-O1005.u182	Mater semper certa is!
ParlaMint-FR_2019-10-02-O1005.u183	Indeed: Mater semper certa est. Parenthood with the mother is always certain because she gives birth.
ParlaMint-FR_2019-10-02-O1005.u184	It has already happened that babies are exchanged!
ParlaMint-FR_2019-10-02-O1005.u185	Beyond this question – changes have already been made in Germany in view of the extensions that have taken place in recent years, notably with the LDC or IVF, in vitro fertilisation – what you are proposing today is a complete denial of the law of filiation, in the name of equality that is not right. No one denies the interest, love or will expressed by a couple of women who wish to have a child. And, even if our views diverge, no one disputes the possibility of having children. But at least the biological mother is recognized! Let us not carry out a legal revolution by building from scratch – I repeat the words of the seal keeper – a legal filiation! [[Applause on the benches of the LR group]] In conclusion, man is certainly a legal animal. But before that, there are many other things: it is perhaps a mystery, it is in search of its origins, which is the existential quest itself. If we want to place the right above everything else, we risk being caught up in many difficulties, including the bond of blood, biology, perhaps the quest for existence, in any case that of origins, intrinsically buried in each one of us.
ParlaMint-FR_2019-10-02-O1005.u186	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-02-O1005.u187	I would like to respond to our colleagues who asked us why we were in favour of equality between the two women. Simply because it is necessary to place both women at the same level. Because it should not be possible for the other woman, compared to the one who gave birth, to be ousted from a project that they had yet built together. Similarly, because the woman who does not give birth should not become ridiculed of the project in which she has committed herself and for which she is in solidarity. It also seems to us important that this solidarity can be expressed between the two women who will become mothers. We are also thinking about equality between children. Taking the consequences of Article 1 which we have chosen to adopt, we owe the same legal certainty to all children. We create a new mode of filiation, but filiation must be the same for all children because, as you have reminded yourself, it is the best interests of the child that matter here. However, it assumes that nothing can alter filiation with respect to both mothers, single mothers or heterosexual parents. Whatever the marital situation: filiation must have the same strength for all children in our country. That's why we answer yes to equality,...
ParlaMint-FR_2019-10-02-O1005.u188	It's artificial!
ParlaMint-FR_2019-10-02-O1005.u189	[[Applause on a few benches of the LaREM group]] ... without altering – I insist on this point, which seems important to me – the existing law for heterosexual parents.
ParlaMint-FR_2019-10-02-O1005.u190	It's not a question of gender!
ParlaMint-FR_2019-10-02-O1005.u191	Forgive me for telling you, but I felt worried about it: neither in this bill nor tomorrow, we will prevent heterosexual parents from designing a child and creating families in a carnal way!
ParlaMint-FR_2019-10-02-O1005.u192	Tomorrow you won't stop the GPA!
ParlaMint-FR_2019-10-02-O1005.u193	[[Applause on a few benches of the LaREM group]] No one will stop him! We just allow more French people to create families and more children to see their filiation secure!
ParlaMint-FR_2019-10-02-O1005.u194	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-02-O1005.u195	If this is necessary, I would like to dispel an ambiguity: one can obviously be a mother without having given birth! A mother who has adopted is a full mother; It's not because she didn't give birth that she loves her child less. You can't make us say that, we didn't say that.
ParlaMint-FR_2019-10-02-O1005.u196	All right!
ParlaMint-FR_2019-10-02-O1005.u197	It wasn't clear earlier.
ParlaMint-FR_2019-10-02-O1005.u198	Yes, we did not say that at all. What we are claiming, on the other hand, is that there is no justification for the absence, in the text presented, of any mention of the birth of a woman as a founding principle of filiation. It is no longer in the text that we examine: the filiation is no longer based, for one of the two women, on childbirth. This removal of the biological fact is absolutely unbearable to us. It is on this point that we will be intractable, I think I can say, because it is deeply contrary to common sense,...
ParlaMint-FR_2019-10-02-O1005.u199	In a common sense!
ParlaMint-FR_2019-10-02-O1005.u200	...as the minister has said, who considers that it goes without saying. But no, it doesn't go without saying: you have to say it! [[Applause on the benches of the LR Group and among non-attached Members]] You also explained to us that this was not an equal rights law. Mrs Bergé has just given us the long demonstration that it was one. All right, all right, all right, all right, all right, all
ParlaMint-FR_2019-10-02-O1005.u201	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-02-O1005.u202	[[Exclaims on the benches of the LR group]] Republicans are consistent with their own naturalistic logic: in the end, in nature, there is no equality or even freedom; Everyone is subject to nature...
ParlaMint-FR_2019-10-02-O1005.u203	It's caricatural!
ParlaMint-FR_2019-10-02-O1005.u204	I'm just following your logic, which leads to a circle. [[Applause on the banks of the MODEM group and on some benches of the LaREM group]] What we propose is to get out of it through a contract, a so-called "social" contract, in which we issue rights, which frees us and leads to equality. It is a principle of political law and positive law: On the one hand there is positive law, on the other there is naturalism. After that, each one has its own logic, but I think we also need to move a little further forward in the debate.
ParlaMint-FR_2019-10-02-O1005.u205	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1005.u206	[[Exclaims on the benches of the LR group]] I heard things earlier that make me feel a little uncomfortable. You talked, Mr. Di Filippo, Mr. Gosselin, about the denial of biology. Be careful when talking about biology denial, biological filiation, or so-called "organic," about PMA for homoparental couples. Do not forget, however, that before the opening of the LDC to all women, it existed for heterosexual couples, for whom a particular filiation was already provided for in our code, filiation which is not based on the famous blood link that you mentioned.
ParlaMint-FR_2019-10-02-O1005.u207	But on the likelihood!
ParlaMint-FR_2019-10-02-O1005.u208	Be careful, do not deny these fathers the validity of their filiation. You also referred to the fact that we could search for the fatherage. I'm sorry, but it didn't exist. Article 311-19 of the Civil Code – as was already read and repeated last week – which is referred to in article 342-9 in the text under discussion, states: "In the case of medically assisted procreation with third-party donors, no relationship of filiation can be established between the author of the gift and the child born of procreation. No liability action may be taken against the donor. This hypothesis of paternity research targeting the donor as a breeder therefore did not exist for heterosexual couples practising an LDC; It will not exist any more tomorrow for women's couples or single women who will practice one. This question is not in law: the 1994 legislator treated it and evacuated it, and it's going very well. On this subject, we have no litigation, no conflict situations! So rest assured: the heterosexual parenting of the father based not on biology, but on the act of will that constitutes prior consent to the LDC, given in front of notary, it works well. And, if the father – the one who signed the consent to the LDC – fails, the mother can have her filiation established.
ParlaMint-FR_2019-10-02-O1005.u209	Read Mr. Touraine's report again!
ParlaMint-FR_2019-10-02-O1005.u210	[[Exclaims on the benches of the LR group]] But it turns out that we didn't have a dispute about it, and it doesn't seem to me very curious: since a couple is taking an AMP approach, that's necessarily the sign that, as the parenting project is strong enough to go through its stages, there will be no failure. Therefore, this failure did not occur. Moreover, if it had taken place, a means of protection already existed: that used in cases where filiation is not strictly biological in nature, and it works well. We need to reassure ourselves and not denigrate heterosexual families who have practiced MPAs, it's really important.
ParlaMint-FR_2019-10-02-O1005.u211	We never denigrated them!
ParlaMint-FR_2019-10-02-O1005.u212	Secondly, on the reading of Title VII in general, I understand that it is the subject of debate between sociological realism, on the one hand, and strict biology on the other. One can try to say that this is a debate that has been taking place in the legal profession for a long time, and that it will still cause a lot of ink to flow, I imagine, probably still after the adoption of this text.
ParlaMint-FR_2019-10-02-O1005.u213	It'll be too late!
ParlaMint-FR_2019-10-02-O1005.u214	It can also be said that beyond a strictly biological or strictly realistic reading, it is possible to pick in the civil code: it defines filiations where the biological aspect coincides with the legal recognition attributed to it, where the legal construction follows the biological fact; and then there are cases, as in articles 311-19 and 311-20 at present, and tomorrow at 342-9, 342-10, 342-11, 342-12 and 342-13, where legal filiation will not necessarily follow biological, and that is not serious. It is not because these two types of filiation coexist that they oppose each other. We must not panic, but reason to keep, and say that families will continue to exist, whether they go through an MPA or other more traditional techniques...
ParlaMint-FR_2019-10-02-O1005.u215	Yes, families exist!
ParlaMint-FR_2019-10-02-O1005.u216	[[Exclaims on the benches of the LR group]] Yes, so at least we agree on that, sir. Let us be careful as we move forward in the debates. This was said about mothers, who may have given birth or adopted; I'm telling you now about the fathers who practiced an AMP. When we speak, let us be careful not to upset families that already exist and whose children feel fully children of their parents, and for a long time.
ParlaMint-FR_2019-10-02-O1005.u217	We're very careful!
ParlaMint-FR_2019-10-02-O1005.u218	The keeper of the seals defends a legal construction of all parts!
ParlaMint-FR_2019-10-02-O1005.u219	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-02-O1005.u220	Since many things have been said, I would just like to add two words in response to what I have heard on the benches on the right and perhaps also to Mrs Autain. I've been pretty clear, I think, but maybe not enough. We are, with regard to procreation, in an unprecedented situation: we must define a method of establishing filiation for a couple of women, which obliges us to create another method of establishing filiation, distinct from what already exists in our civil code. Yes, I say it clearly, it is a revolution, but a quiet revolution.
ParlaMint-FR_2019-10-02-O1005.u221	The quiet force, it's dated!
ParlaMint-FR_2019-10-02-O1005.u222	[[Applause on a few benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] That is what we want to do together. I just wanted to add this and assume it.
ParlaMint-FR_2019-10-02-O1005.u223	Mr Thibault Bazin has the floor, after which I will put to the vote these deletion amendments, which will be the first on which we will have voted this evening...
ParlaMint-FR_2019-10-02-O1005.u224	[[Exclaims on FI banks]] To ensure equality between children, you claim, Mrs Bergé, the same filiation for all. But the opposite will happen: some children will be deprived of paternal filiation; others – those of single women – will be deprived of dual filiation. Where is equality for children? Madam rapporteur, we must not caricature. So far, in France, 96% of the children from the AMP are from the gametes of the two parents without a third donor, and the remaining 4%, with a third donor, all have a father. Now you're changing everything. The question of the voluntary deprivation of a father by law, the guardian of seals, could even be brought before the courts. You did not reply: how would the deliberate erasure of the father by law not characterize harm to the child? [[Applause on the benches of the LR Group and among non-attached Members. – Exclaims on FI banks]] Several said the company would be ready. Yet a poll, released last Tuesday by the FIFG, tells us the opposite: 83% of French people reaffirm the right of every child to have a father! Let us respect them, ladies and gentlemen, and let us not provoke a revolution of filiation!
ParlaMint-FR_2019-10-02-O1005.u225	I therefore put these deletion amendments to the vote.
ParlaMint-FR_2019-10-02-O1005.u226	[[Smile]] Follow Mr Ferrand's example, have them adopted!
ParlaMint-FR_2019-10-02-O1005.u227	I have before me two amendments, Nos 2011 and 1481, which can be discussed jointly. I call Mr Bruno Fuchs to support Amendment No. 2011.
ParlaMint-FR_2019-10-02-O1005.u228	Article 4 is a major step forward and, like you, Madam Commissioner for Seals, the rapporteur, I wanted to welcome it to this House. This article originally provided for the creation of a new method of establishing filiation, known as "an advance joint declaration of will". After the hearings and the debates in committee, the Government, together with the rapporteur, submitted a new wording. However, there seems to be room for further improvement because, as has been heard in these debates, a distinction remains according to the nature of the couples. My amendment is in line with the position defended earlier by Mr Gérard: it aims to extend to women's couples the legal regime currently applicable to couples composed of a man and a woman, provided for in Article 311-20 of the Civil Code, which already bases the filiation of children born to the AGP on the consent expressed by the parent before the notary. The extension of article 311-20 to the benefit of women's couples would not imply any disruption: it would simply be a matter of providing that the same responsibility for the coming into the world of the child would correspond to the same method of establishing filiation, subject to the same legal regime. Furthermore, as the rapporteur has said, this legal regime seems perfectly secure for the child as well as for the parents. He has proved himself, since 1994, for couples of different sexes, with the consent to insemination and transfer of embryos. Article 311-20 therefore guarantees the establishment of filiation in respect of those who have consented to the assistance, but does not prevent contestation of filiation when the consent was ineffective or when the child is not a result of reproductive medical assistance.
ParlaMint-FR_2019-10-02-O1005.u229	Amendment No 1481 by Mrs Emmanuelle Ménard is being defended. What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-10-02-O1005.u230	We've just talked about it for quite a while. We proposed, in committee, a position of balance between different legal options: a first option, which was that of the bill, with title VII bis and this advance declaration of will; Another, which had been presented to us at length by various associations, then by lawyers and professors of law, on the extension of the famous article 311-20. You know I wasn't insensitive, and it would be hypocritical of me to tell you otherwise. That being said, I understand the important arguments of the custody of the seals on the parental project; I understand this desire to draw the consequences, in the civil code, of what we voted in the end in Article 1, that is, that this parental project would form the basis for access to the AGP and consequently the filiation within the framework of the AGP. If it had been another type of law – a reform of the law of filiation, for example – I might have made other comments; But since we are here to draw the consequences of a parenting project that motivates the extension of a technique to other types of couples, I am obliged to give an unfavorable opinion.
ParlaMint-FR_2019-10-02-O1005.u231	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1005.u232	It's unfavorable, of course. We will have the opportunity to return, but the extension of the rules applicable to unmarried heterosexual couples does not seem to me to be able to work for the women's couples we are talking about here. The previous rules were established on the basis of biological likelihood. One can be for or against but, in this case, that is why and how they have been established. As I have told you, we have made the deliberate choice not to touch these rules, and it seems to me that the situations are not comparable. The method of establishing filiation for a couple of women cannot be based on the hypothesis of biological likelihood. There is, of course, another way of establishing filiation. It cannot be the transposition of what exists. Furthermore – that is a simple clarification – Article 311-20, which you are referring to, Mr Fuchs, and to which the rapporteur has alluded, is not intended to establish filiation; it makes consent to the AGP the sine qua non condition for it to take place thereafter. It is therefore an article on consent, not on the method of establishing filiation. Of course, he then comes to secure filiation, but he does not establish it. What establishes filiation is, of course, the normal rules of Title VII, as already provided for. Therefore, section 311-20 cannot be transposed in this way. That is why, in the project we propose to you, it is deleted and rewritten to adapt to the new situation.
ParlaMint-FR_2019-10-02-O1005.u233	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-02-O1005.u234	[[Exclaims on the banks of the LaREM Group]] [[Applause on a few benches of the LR group]] Both the rapporteur and the Keeper of the Seals spoke of a parenting project, saying that it was something essential. This refers to the amendment which President Ferrand has adopted in a scandalous manner. It's not for nothing that there was this premeditated trick. He first put the amendment to the vote, saying that he had a favourable opinion from the Government, whereas it was merely a wisdom opinion. Of the 2000 amendments, about 20 were tabled on the text, and only about 20 received a wisdom opinion from the Government; It cannot therefore be said that this has not been done on purpose. Then everyone saw how the vote was rigged. I would therefore simply like it to be noted that there is a problem with the concept of a parenting project, as well as with this amendment which was adopted by President Ferrand alone, because everything else follows on from this concept of a parenting project.
ParlaMint-FR_2019-10-02-O1005.u235	All right!
ParlaMint-FR_2019-10-02-O1005.u236	We will also ask Mrs Fuchs to keep the seals when we consider our own amendments, the spirit of which is similar to that of our colleague Fuchs. I do not understand the argument that the current mode cannot be transposed to women's couples. Indeed, a heterosexual couple using the LDC is not subject to the early recognition procedure that you propose, even though in this case filiation is not based on biological likelihood since a third-party donor is involved. We will present several amendments designed to simplify, both with regard to the legal certainty of filiation and the procedures for establishing it, the current system, rather than to complicate it as you do. The argument of biological likelihood is ineffective for heterosexual couples using the LDC. So you can't use it for homosexual couples.
ParlaMint-FR_2019-10-02-O1005.u237	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-02-O1005.u238	The last demonstration of Mrs. the Keeper of the Seals recalling that the establishment of filiation for heterosexual couples using the AMP with third-party donor is not based on Article 311-20 of the Civil Code causes the castle of cards built by the advocates of the parental project to collapse a little to establish filiation, as opposed to that which, in the couple of women, relates to the biological reality – that is, the fact that one of the two is mother because she gives birth. Madam Keeper of the Seals, I once again ask the question that I have already submitted to you – it seems to me that I will have to do so several times and for a long time. In addition to the demonstration I have just mentioned, you state that, in the case of a couple of women, filiation with the one who gave birth is based on biological reality despite everything, but at the same time you rely on the parenting project to justify the requirement of a joint act of the two women aimed, in a way, at recognizing the child in advance. You can see that there is a legal contradiction here. I do not see how the Constitutional Council could validate either this kind of dual filiation towards the biological mother, or the primacy given in fine to the filiation of will in the case of a couple of women and, tomorrow, in other cases. Some argue that filiation of will already exists largely in the civil code. But no: it exists only in the case of adoption and possibly in the case of recognition by a man of a child that his breeder would not have recognized himself. All other cases relate little or no to biological reality and likelihood. You are caught in a contradiction that you will not come out of without creating a difference – I am not talking about discrimination, though – between the two mothers.
ParlaMint-FR_2019-10-02-O1005.u239	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-10-02-O1005.u240	The Socialist Group supports Mr Fuchs' amendment, similar to their amendment No 2026, on which we have called for a public vote. A difference in the manner in which filiation is established does not imply a hierarchy between the two parents. In heterosexual couples, in the case of LDCs, patterns are distinct but the mother is not considered superior to the father. The common law must apply to women's couples. What you think is inappropriate, Madam Keeper of the Seals, seems to us to be the best solution.
ParlaMint-FR_2019-10-02-O1005.u241	I have before me three amendments, Nos 156, 429 and 152, which can be discussed jointly. Amendments Nos 156 and 429 are identical. Amendment No 156 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 429.
ParlaMint-FR_2019-10-02-O1005.u242	Because of the muzzled time programmed, it is defended.
ParlaMint-FR_2019-10-02-O1005.u243	I call Mrs Genevard to support Amendment No. 152.
ParlaMint-FR_2019-10-02-O1005.u244	While hostile to the opening of the LDC to women's couples, you can understand your concern to establish a bond of filiation with the mother who does not give birth as strong as with the mother who gives birth. Once the right to the LDC was recognized, it was legitimate for the woman who had not given birth to wish her sonhood to be inviolable. On the other hand, from the legal point of view, I would say, it is not clear why you are introducing the following provision into the preliminary title of the Civil Code: "All children whose parentage is legally established shall have the same rights and duties in their relations with their parents". The preliminary title does not have such an object, as you know better than I do, Madam Keeper of the Seals: it is devoted to the interpretation, publication, effects and application of the law, not to a particular issue such as filiation. I would like you to justify your choice to place these provisions in the preliminary title.
ParlaMint-FR_2019-10-02-O1005.u245	What is the committee's opinion on these three amendments?
ParlaMint-FR_2019-10-02-O1005.u246	You propose to remove this very pretty part of the text: "All children whose filiation is legally established have, in their relations with their parents, the same rights and duties". That would seem a shame to me.
ParlaMint-FR_2019-10-02-O1005.u247	It's about making her disappear from this part of the civil code!
ParlaMint-FR_2019-10-02-O1005.u248	In fact, the text is simply changing. Article 310 of the Civil Code already states: "All children whose parentage is legally established have the same rights and duties in their dealings with their father and mother. They enter each other's family. But since the LDC is open to women's couples, one must be able to consider everyone in order to establish filiation. It seems much clearer to me to make these provisions a principal article, because the subject was too much for debate. This also enables all children to be brought together. It seems to me to have heard you say, to justify the deletion of the article,...
ParlaMint-FR_2019-10-02-O1005.u249	The deletion of the provision at this place from the text!
ParlaMint-FR_2019-10-02-O1005.u250	...that you fight for all children, that they may be on an equal footing. You should therefore be satisfied with this part of the text. I therefore request the withdrawal of these amendments; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-02-O1005.u251	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1005.u252	The aim here is to reaffirm, in principle, that, whatever the method of establishing their filiation, all children are equal. On the contrary of you, I find it very beautiful that these words, which we expressly wanted, appear after Article 6(1) of the Civil Code in a clear and obvious way.
ParlaMint-FR_2019-10-02-O1005.u253	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-10-02-O1005.u254	Let us be clear, no one disputes the equivalent rights for children; the law doesn't even need to clarify it. I refer to a text that overlooks our entire legal structure: the Declaration of the Rights of Man and the Citizen, article 1 of which proclaims that "men are born and remain free and equal in rights. »
ParlaMint-FR_2019-10-02-O1005.u255	What about the women? What about the kids?
ParlaMint-FR_2019-10-02-O1005.u256	The words "men" obviously refer to humanity, which includes children, women, adults, the elderly, all those who make up the French population and, for other rights, the citizens – but this is not the subject of our debate. No one disputes equality between children. We have no intention of going back in this respect, it is not the subject. Your text, however, leads to an impasse. This has been said very well before: this impasse is the result of the primacy that you give to the parenting project, which takes precedence over any other consideration. This choice has a very strong impact, particularly in the case of women's couples. No one disputes the affection, the desire of the child, etc. But you deny a biological reality. Everything was said earlier: since the primacy of the parental project is an obstacle to the taking into account of biology, one inevitably leads to the disconnection of biology and of filiation – our colleague Raphaël Gérard has been explicit – thus opening the way to other practices, such as multi-parentality or gestation for others, even though the Minister of Solidarity and Health claims that it is not a text of equality! See how ambiguous you are: to get along would not be a text of equality, but equality is the primary argument on which you base your legal revolution! It's completely contradictory! If you want to be consistent in your approach, which I do not agree with, you have to decide whether it is a text of equality or not. At one point, you will have to get out of the ambiguity and assume your choice completely. The legal revolution that you propose poses a problem: your legal construction undermines the French structure of filiation. We can assume it, but still we should say it and not turn around the pot as you do.
ParlaMint-FR_2019-10-02-O1005.u257	Exactly!
ParlaMint-FR_2019-10-02-O1005.u258	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-02-O1005.u259	I come back to the arguments that have been developed. We present the amendments to delete sub-paragraphs 2 to 6 for a specific reason. Article 4 provides for the deletion of article 310 of the Civil Code, which proclaims the principle of equality between all children and introduces an unjustified exception in the new article 6-2 for children adopted in simple form. Article 358, which the bill repeals, recalls equal rights in the case of full adoption. It should therefore not be repealed because it protects the adoptions in plenary form. Moreover, in the interests of readability for the citizen, the displacement of articles outside Titles VII and VIII is inappropriate – some lawyers we have heard insisted on this point. Thus, the principle of equality at the top of the civil code is unnecessary since it is already provided for in Articles 310 and 358 which must be maintained. Our colleague Gosselin has shown it, you're making a mess. In a field like filiation, we can't afford it! We are part of a logic of whistleblowers: we wish to warn the Government that what it is doing is particularly inconsistent!
ParlaMint-FR_2019-10-02-O1005.u260	All right!
ParlaMint-FR_2019-10-02-O1005.u261	Amendment No 1488 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-02-O1005.u262	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-10-02-O1005.u263	Next meeting, tomorrow, at 9 a.m.: Discussion of the bill adopted by the Senate, following the initiation of the accelerated procedure, authorizing the ratification of the Treaty between the French Republic and the Federal Republic of Germany on Franco-German cooperation and integration; Discussion of the motion for a resolution, pursuant to Article 34(1) of the Constitution, for a dynamic and forward-looking Franco-German friendship at the service of Europe and for the swift and ambitious implementation of the Treaty of Aix-la-Chapelle; Further discussion of the bioethics bill. The meeting is adjourned.
