ParlaMint-FR_2019-02-14-O1150.u1	The meeting was suspended.
ParlaMint-FR_2019-02-14-O1150.u233	Yes!
ParlaMint-FR_2019-02-14-O1150.u234	I have before me a number of amendments, Nos 184, 162, 474, 227, 535, 232, 851 and 49, which can be discussed jointly. Amendments Nos 162 and 474 are identical, as are Amendments Nos 227 and 535. I call Mr Maxime Minot to support Amendment No. 184.
ParlaMint-FR_2019-02-14-O1150.u235	This amendment by my colleague Damien Abad aims to enable teachers who receive a student(s) in their classroom for whom a personalized school enrolment project or a personalized support plan is set up to benefit, if they deem it necessary, from training on the specific difficulties of these pupils and from appropriate educational facilities to be implemented. This training could take place within the framework of continuing training as soon as the next return to school.
ParlaMint-FR_2019-02-14-O1150.u236	Mr Xavier Breton has the floor to support Amendment No. 162.
ParlaMint-FR_2019-02-14-O1150.u237	I fully support Mr Minot's arguments: we can only recognise the need to take account of specificities in practice and the need to adapt our education system, but also the training system. That is what this amendment translates into. On the other hand, let me go back to the amendment you rejected earlier on accompanying disabled children attending out-of-contract schools. Your answer was that these institutions were not helped. But the question is not to help or not the institutions, but to help or not the children. However, you discriminate between children depending on whether they attend a particular type of institution. If they attend out-of-contract schools, it is not a question of whether they are Salafist schools or fundamentalist schools: we are talking about the concrete situation of disabled children. Your answer is purely technical. Once again, get out of these technical, legal answers, and give a little more humane answers about taking disability into account!
ParlaMint-FR_2019-02-14-O1150.u238	Mrs Constance Le Grip has the floor to support Amendment No. 474.
ParlaMint-FR_2019-02-14-O1150.u239	He's being defended, Mr. President.
ParlaMint-FR_2019-02-14-O1150.u240	Mrs Valérie Bazin-Malgras has the floor in support of Amendment No 227.
ParlaMint-FR_2019-02-14-O1150.u241	It aims to enable teachers who receive in their classroom one or more pupils for whom a personalized school enrolment project or a personalized support plan is set up to benefit, from the start of the school year, as part of the continuing training, from training on the specific difficulties of the pupils "dys" and from the appropriate educational facilities to be implemented.
ParlaMint-FR_2019-02-14-O1150.u242	I call Mrs Genevard to support Amendment No. 535.
ParlaMint-FR_2019-02-14-O1150.u243	Let me add to my colleague's remarks on teacher training so that they are better able to accommodate these special-profile children. I know you are extremely committed to teacher training, Minister – you say it very often, and you are right to insist on it. I would therefore like to know what responses the Government can provide to these very special needs in terms of teacher training: this is the subject of this amendment.
ParlaMint-FR_2019-02-14-O1150.u244	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 232.
ParlaMint-FR_2019-02-14-O1150.u245	It aims to enable teachers who receive intellectually early pupils or have special skills in their classrooms, for which an appropriate planning plan is put in place, to benefit from training, as part of continuing training, on the specific difficulties of early pupils and from appropriate educational facilities to be implemented.
ParlaMint-FR_2019-02-14-O1150.u246	Mrs Valérie Bazin-Malgras has the floor in support of Amendment No 851.
ParlaMint-FR_2019-02-14-O1150.u247	He's forbidden.
ParlaMint-FR_2019-02-14-O1150.u248	I call Mr Patrick Hetzel to support Amendment No. 49.
ParlaMint-FR_2019-02-14-O1150.u249	It aims to enable teachers who receive one or more pupils in their classrooms for whom a personalized school enrolment project or a personalized school support plan is set up to benefit from training on the specific difficulties of "dys" pupils as soon as they return to school, as part of continuing training, and from appropriate educational facilities to be implemented. When discussing these issues with teachers, one of the most common points is that significant progress still needs to be made in continuing education. We therefore propose an answer that would allow us to go further than what is being done today. It is not a question of questioning the work of teachers, but of making every effort to ensure that the care of pupils with disabilities is also an opportunity for national education to accompany teachers in terms of training, in order to improve overall the effectiveness of the system.
ParlaMint-FR_2019-02-14-O1150.u250	As all the amendments submitted for joint discussion have been tabled, what is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u251	We share your view as to the progress that remains to be made in the training of teachers, both for the detection of disabilities – I am thinking in particular of teachers in schools, in the small kindergarten sections – and for the care of children with disabilities. A large-scale project is under way on teacher training, and we will have the opportunity to refer to it in Article 10. However, the content of the training courses and the repositories are not within the legislative competence: the opinion is unfavourable.
ParlaMint-FR_2019-02-14-O1150.u252	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u253	I have a full substantive agreement with all the comments that have been made: initial and continuing training of staff must obviously evolve. There is no doubt that we must take this new step. We will address this issue indirectly when the text addresses teacher training. Indeed, we aim to ensure a more homogenous training at the national level: the fact that all our future teachers will now, as part of their initial training, pass through modules dedicated to inclusive school is an element of progress. Continuing training must also address these issues more systematically. We also need to focus on the particular problems that these amendments have mentioned, such as the "dys" disorders that we have already addressed, but also on students with high potential or the different categories of disabilities. The problem is also different depending on whether it is the first or the second degree. Furthermore, as the rapporteur has pointed out, the detection work we will be conducting complements, particularly from a health perspective. Yesterday we talked about medical visits at 3 or 4 years old. We will also address the question of subsequent medical visits – the "dys" disorders appear in fact later. It is also important to keep in mind the pedagogical perspective: evaluations carried out in CP, CE1, sixth and second must also be useful from this point of view. The ability to detect problems and then mobilize the educational community to avoid operating in silo is an important condition of the paradigm evolution that we have undertaken. Reasoning from the establishment is one of the most effective ways to operate not as a silo, but as a team. The inclusive school is the business of the entire educational community, the trainings and skills of each one complement each other. It is this complementarity that will help students with disabilities. If, in substance, I agree with these amendments, the rapporteur was right to point out that their object is not the law, which would be too rigid to allow the necessary developments, but the regulatory field. We are organizing ourselves to change the training of teachers, including within the framework of this text in the next few hours.
ParlaMint-FR_2019-02-14-O1150.u254	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-14-O1150.u255	In fact, we will discuss the training issues, which are essential. It may not be very politically correct to recall this, but teachers are not caregivers: as the minister pointed out, they must work as a team so that everyone's skills can be used for the benefit of the community. Let us not lose sight of the fact that teachers, whether during their training or during their careers, must take on other tasks. By conceiving their work only in a global way, one ends up forgetting it, which doesn't leave me worried. There is a need to be reasonable and to use the expertise of everyone to move forward on this issue.
ParlaMint-FR_2019-02-14-O1150.u256	Mr Aurélien Pradié has the floor to support Amendment No. 757.
ParlaMint-FR_2019-02-14-O1150.u257	During the consideration of the draft law on inclusive schools, the National Assembly voted to create AESH referents in each department. However, the framework for their mission has not yet been defined. In order to prevent their missions from becoming ghost missions, it seems useful to me to clarify this framework: this is the subject of this amendment, which provides that only women or men who have worked for at least three years in the field in a department can become referent AESH. First of all, it is a question of responding to one of the demands of the accompanying staff in terms of career development: practice in the field for several years before becoming a referent would offer such an evolution. It is then a question of ensuring that it will not be administrative ones, who will never have exercised what we hope will become a profession, which will tomorrow become referent AESHs. The purpose of this common sense amendment is therefore to clarify that only AESHs who, having worked for at least three years in the field, have real experience can become AESH referents.
ParlaMint-FR_2019-02-14-O1150.u258	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u259	We share your concern: it is desirable that the reference AESHs have a minimum of experience. On the other hand, we do not think it appropriate to fix the precise length of time in the law. The required experience will have to be established by regulation. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u260	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u261	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u262	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2019-02-14-O1150.u263	Madam rapporteur, you and we will end up feeling useless if we leave everything to regulatory power. Who instituted the reference AESHs? Not regulatory power, but we ourselves, as legislators. It was the law that created them. It therefore seems to me natural that the law also lays down some rules governing their tasks, especially since it is essential to ensure that mere administrative actors do not wear the AESH cap tomorrow. I repeat: we have created these reference AESHs without specifying the outline of their missions: we are also concerned that AESH's reference cap will not be given to actors not in education, but in the school administration, perhaps to academy inspectors who would take care of the disability without having been AESH. If you do not want this precaution to be included in the law, let us at least get the guarantee, since it seems that we share this concern, that the famous regulatory power will take in a few weeks an equivalent provision. Make sure you share our intentions or good will, but you can't help it, it's a little short!
ParlaMint-FR_2019-02-14-O1150.u264	Mr Aurélien Pradié has the floor to support Amendment No. 755.
ParlaMint-FR_2019-02-14-O1150.u265	We have already discussed this amendment. However, the minister explained to us that the pedagogy was based on repetition; I imagine that his adage applies to the weak spirits on this side of the House as on the other side. I will therefore reopen the debate. The purpose of this amendment is to provide that AESHs may - it is not an obligation - benefit from training at BAFA – a certificate of ability to act as facilitator. Indeed, when considering the first bill a few months ago, our colleagues across the street explained that trades should not be confused. That is why we have ensured that this is not an obligation, but a possibility. Indeed, it seems to us that AESH, which intervenes on time not extracurricular, but extracurricular – meridian break, day-care, extracurricular activities – can gain from this training, which enables the acquisition of skills other than academic accompaniment skills. We are all the more willing to defend this amendment as you have repeatedly announced, Minister, your wish to see the AESHs in pay-carrying between national education and communities tomorrow. It would be a good way to respond to one of your orientations to put in the hands of the AESH this tool among others – it's not the only one – which is BAFA.
ParlaMint-FR_2019-02-14-O1150.u266	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u267	We have indeed had this debate on many occasions. We then told you that if there was no objection to the AESH passing the BAFA, we did not wish to include it in the law. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u268	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u269	This interesting idea, which you have defended on several occasions, is likely to inspire us, although I am not sure that it is of interest to a large number of AESHs. However, it does not fall within the scope of the law at all. Mr Reiss, I know, agrees with me – on several occasions he has made the observation that it is not possible to include everything in the law. It is not a pragmatism to recall it: it is, first of all, to have a sense of the hierarchy of norms; It is, then, refusing to write chatty laws. It is true that this principle, accepted by all in its generality, is immediately forgotten when it comes to applying it to a particular case. We have no substantive differences: proposing training at BAFA is a good idea. The AESHs can already pass it. They can also be encouraged to do so. However, a study should be carried out to determine whether this meets a genuine demand on their part. I am open to this proposal, which is to follow but which is not within the scope of the law. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u270	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1150.u271	We all know here that the only tool available to parliamentarians to initiate the debate is the amendment, including the appeal amendment, as in this case. We have noted with interest your comments, according to which this is an interesting proposal. We would like to know how you will respond to it, whether by regulation or by circular. You are not personally targeted as a minister, but we never know how the Government is likely to implement the ideas expressed by parliamentarians during the debates that it finds interesting, the real objective, ultimately, being the improvement of the lives of our fellow citizens.
ParlaMint-FR_2019-02-14-O1150.u272	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1150.u273	I agree with you, Mr. Hetzel. In fact, we even agree on many issues – that is what I wanted to stress at the beginning of the session and what I would like to hear from our debates this evening. The fact that you recognize that many of the amendments are appeal amendments must not give the impression that we have substantive disagreements, whereas each time it is a formal disagreement, which concerns the place of each of these proposals in the hierarchy of standards. You are right: national representation has the right to follow the fate of its ideas. I have always sought, together with the rapporteur, to provide concrete answers – I have done so in particular on teacher training. With regard to the issue of BAFA, which is not of equal importance, it is quite possible to look at what is feasible. You will obviously be able to ask me for an account, in a few months' time, on these matters, when we discuss them, particularly in the committee. I repeat: I thank you for recognizing that many amendments are appeal amendments. It is important for those who listen to us to understand it well: a succession of unfavorable opinions does not mean that we are in deep disagreement on the issues. These discussions are useful, because they are likely to inspire some of our future actions.
ParlaMint-FR_2019-02-14-O1150.u274	I call Mrs Granjus to support Amendment No. 897.
ParlaMint-FR_2019-02-14-O1150.u275	The aim of this amendment is to establish educational charters to enable the care and follow-up of children in difficulty in the school environment. The educational charter is a tripartite educational act by which co-signatories – schools, parents and children – engage as actors in solving the problems encountered in educational and behavioural matters. Parents are key players in the educational community. Many academies have already put in place educational charters for better management and rigorous monitoring of the various issues. The aim is to generalise educational charters throughout schools, on the basis of the same assessment tool. A field survey of schools, parents of pupils, academic services and elected officials responsible for school affairs validated the value of this educational charter. I would point out that this is an appeal amendment.
ParlaMint-FR_2019-02-14-O1150.u276	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u277	This amendment is satisfactory, since it is already possible to put in place educational charters to monitor students in school and behavioural difficulties and to involve their families. This possibility must be offered to school principals in order to accompany or punish pupils and their families. However, I am not sure that these charters should be imposed on school heads, who must be given the freedom to appreciate the most appropriate supervision, follow-up or accompaniment for pupils in difficulty and their families. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u278	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u279	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u280	Mrs. Florence Granjus has the floor.
ParlaMint-FR_2019-02-14-O1150.u281	Thank you for your answer, Madam rapporteur, but the educational charters are not just about sanctioning.
ParlaMint-FR_2019-02-14-O1150.u282	Of course!
ParlaMint-FR_2019-02-14-O1150.u283	They are aimed at children with school difficulties, victims of harassment or in difficult situations such as the divorce of their parents. The aim of my amendment is for all academies to have a common tool.
ParlaMint-FR_2019-02-14-O1150.u284	Do you maintain your amendment, Mrs Granjus?
ParlaMint-FR_2019-02-14-O1150.u285	No, Mr. President.
ParlaMint-FR_2019-02-14-O1150.u286	Mrs Danièle Obono has the floor to support Amendment No. 374.
ParlaMint-FR_2019-02-14-O1150.u287	The purpose of this amendment is to prohibit the use of student biometric data in schools. Under the appearances of modernity, a safe drift is the increasing use of biometric data, supposedly to ensure more reliable and faster systems. However, such use without real justification is dangerous for public freedoms. Students are registered from an early age and are accustomed to intrusive verification of their identity. Such systems are costly and certainly represent a financial manna, benefiting mainly private companies. The marking systems for school canteen students via individual badges work very well, are much less expensive and just as reliable as biometric-based systems. Students are thus responsible for keeping their badges and presenting them in the morning when such a system exists. We learned that a facial recognition experiment could be conducted at Les Eucalyptus high schools in Nice and Ampère de Marseille to verify the identity of the students at the entrance to the buildings. In our view, this is a pernicious way of remedying the lack of educational staff by entrusting supervision to machines. This teaching method is neither appreciative nor appreciative. In addition, the creation of a biometric student file raises the question of cybersecurity of the data collected. It is dangerous and unnecessary to collect and use such data, so it would be better not to do so. Our amendment is therefore intended to prevent this safe drift.
ParlaMint-FR_2019-02-14-O1150.u288	Mrs Fannette Charvier, rapporteur of the Committee on Cultural Affairs and Education, has the floor to give the Committee's opinion on this amendment.
ParlaMint-FR_2019-02-14-O1150.u289	The question that you raise essentially concerns access to school canteens. When an institution installs a biometric device, it must obtain prior authorization from the National Commission on Informatics and Freedoms – CNIL – which verifies that the head of the institution has informed the parents of the pupils and the staff of the establishment of their rights in advance through the dissemination of a document. I would also like to point out that parents may refuse to allow their child to use such a biometric system; In this case, a badge or any other means of access to the canteen must be issued to the student. With regard to data security, the Ministry has a national delegate and academic data protection delegates, in accordance with the General European Data Protection Regulation. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u290	I call Mrs Sabine Rubin to support Amendment No. 375.
ParlaMint-FR_2019-02-14-O1150.u291	All the precautions taken in the use of biometric data, which the rapporteur has just mentioned, are proof of the dangerousness of these practices. It seems to me that a legislative ban would have made things easier. Amendment No 375 is in the same direction. It is intended to ensure that students are not subject to video surveillance. Moreover, this completely inappropriate practice is not always effective. It creates a climate of widespread suspicion that is not conducive to establishing or restoring harmonious relations between students and members of the educational community – this bill is called "for a school of trust." Schools are designed to educate and even build students. To do this, there is no need for videos or machines, but rather a sufficient human presence, which places listening and education before monitoring by machines. We regret that the latter replace the personnel supposed to organize the supervision in an educational logic.
ParlaMint-FR_2019-02-14-O1150.u292	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u293	When it comes to video surveillance, the machine does not replace man but helps or accompanies him. The installation of a video surveillance device is, again, strictly supervised by the CNIL. The rules are designed to reconcile the need to secure school spaces with respect for the privacy of students and staff. Thus, cameras can film the facility's accesses – entrances and exits – and the traffic spaces, but not the places of life during the establishment's opening hours. In addition, the use of cameras should remain limited and should be complementary to other security measures. Only exceptional circumstances justify filming students and teachers on a continuous basis. Only persons authorized in the course of their duties – the head of the institution, for example – can view the recorded images; They must be particularly trained and made aware of the rules governing video surveillance systems. Finally, the shelf life of the images may not exceed one month. I therefore believe that every precaution is taken to reconcile security and privacy. I therefore give this amendment an unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u294	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1150.u295	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u296	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2019-02-14-O1150.u297	We are still talking about the Ministry of National Education! The aim of education is to ensure that young people no longer want to commit criminal acts, out of moral correctness and not because they feel watched by a camera that takes their hand in the bag and triggers punishment. In addition, guards and supervisors logically stand at the entrance of schools: it is far more human than a camera!
ParlaMint-FR_2019-02-14-O1150.u298	Mrs Danièle Obono has the floor to support Amendment No. 378.
ParlaMint-FR_2019-02-14-O1150.u299	The purpose of this amendment is to prohibit security portals and video surveillance in schools. As we repeat, these arrangements would violate the rights of students, who should not be treated as potential suspects. Schools and students need additional human resources: teachers, educators, administrative staff, supervisors. Instead, the Government had announced the abolition of thousands of civil servants, particularly in national education. In our view, the money to finance these very costly security and video surveillance facilities could therefore be used for other purposes, including the recruitment of non-insecure personnel. In addition, trade unions and professionals in the educational community raise many problems. Thus, these devices waste time on students. As a result, they do not have a place in schools.
ParlaMint-FR_2019-02-14-O1150.u300	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u301	The Code of Criminal Procedure provides that only a judicial police officer is entitled to carry out a search in specific cases, i.e. in cases of flagrante delicto, preliminary investigation, rogatory commission or customs fraud. Students may not be forced to undergo a search of their personal belongings. This rule was recalled by the ministry in a 2014 circular. I therefore consider this amendment to be satisfactory. In addition, we all receive a number of people to whom we are meeting in the National Assembly. These visitors must pass under security portals, but we do not consider them to be "potential suspects" – I repeat your words, Mrs Obono. That does not make them non-free citizens. Freedom also means living in a secure environment. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u302	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u303	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u304	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-02-14-O1150.u305	There are reasons why security gates are installed at the entrances to the National Assembly. Although these are large institutions, we do not consider schools to be of the same nature. We also refuse these security gates for educational reasons. We call, in a way, for the code of education to reaffirm the need to maintain a climate of trust, including with regard to students, whose integrity and privacy we must respect. Isn't that the purpose of your bill, as you say throughout the day, minister? The adoption of our amendment would therefore be a positive signal. The premises of a school are not quite comparable to the premises of the National Assembly. Students must feel safe there, not because they are searched or controlled by cameras, but because they find a human presence there that reassures them and guarantees them a space of freedom where they can express themselves without fear of the intrusion of these devices. In educational terms, human presence is much more effective than the technical devices you do not want to prohibit.
ParlaMint-FR_2019-02-14-O1150.u306	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-02-14-O1150.u307	It is clear that the amendment put forward by the Group of the European People's Party raises a substantive question. I may not support him, especially because he does not accept the installation of security devices in any facility, but he asks us about the logic at work. Madam rapporteur, you have made a parallel between high schools and the National Assembly, but we are sitting in a Fort Knox, in a bunker. There are only three or four possible entrances, with security gates and gendarmes. A high school will never be as secure as the National Assembly! Why install porticoes when there are a thousand other ways, for those who intend to do so, to bring in unauthorized objects, such as weapons, without going through porticoes? The school provides education on living together and tolerance; She teaches the student to believe in each other and not to stigmatize. But what idea can a child make of the society in which he lives if the first thing he sees when arriving at school in the morning is a portico? There would be a kind of deconstruction of everything we want to build at the level of national education, a negation of living together. It is clear that the question arises. The amendment is perhaps a little too restrictive, but neither can we sweep everything away from one hand: moderation must prevail in order to avoid any systematization or even any abuse in the use of the portico.
ParlaMint-FR_2019-02-14-O1150.u308	The meeting was suspended.
ParlaMint-FR_2019-02-14-O1150.u309	The meeting was resumed.
ParlaMint-FR_2019-02-14-O1150.u310	Mr Stéphane Testé, the first speaker on the agenda, has the floor.
ParlaMint-FR_2019-02-14-O1150.u311	Article 6 creates a new category of schools: local public institutions of international education, known as EPLEI. They will be able to teach from kindergarten to high school – a complete curriculum, therefore – from the start of the 2019 school year. I welcome this initiative, which will strengthen the attractiveness of our country and the territories concerned while at the same time raising the general level in foreign languages. The impact study states that the creation of this new statute has already aroused the interest of some schools with a view to the creation of approved European schools in Lille and Courbevoie, as well as of an international school city in Marseille; It's a great thing. I also call for the creation of EPLEI in disadvantaged areas, both urban and rural. In my view, these new institutions will have to respond to the challenges of territorial and social mix to benefit as many people as possible, regardless of the social environment or the place of residence. In this regard, I welcome the amendment by our rapporteur, adopted in committee, which aims to entrust the rectorate with the task of ensuring social diversity within the EPLEI. [[Applause on several benches of the LaREM group]] The issue of social mix is indeed extremely important; It is therefore necessary to enrol pupils from the territories concerned in these schools and to create social mix for the benefit of the territory and the pupils, especially the socially most disadvantaged. In my department of Seine-Saint-Denis, the international high school of Noisy-le-Grand, which opened in 2016, met with a great success, which does not deny itself. The school, which receives more students each year, is forced to refuse four out of five registration files. There is therefore a real demand, including in this type of territory, to develop foreign language learning. I hope that the creation of the EPLEI will lead to further achievements of this kind in all the territories of the Republic.
ParlaMint-FR_2019-02-14-O1150.u312	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1150.u313	Article 6 introduces a new legal category: the famous "local public schools of international education". You will note that our group has not tabled any amendments to this article, nor any deletions or amendments, because we consider it to be very comprehensive. In addition, we are a number of people familiar with the Strasbourg experience, which shows that this system is not only interesting, but also relevant to students. I hear here and there that these institutions would not be concerned with social mix; I invite all colleagues who doubt it to look at what is happening in Strasbourg. This is a particularly successful example, proving that this type of institution can be developed as long as it is ensured that it is intended to allow many of our students access to multiculturalism. On this point, and without any ambiguity, this article is the only one that finds full thanks to our eyes.
ParlaMint-FR_2019-02-14-O1150.u314	Mr Yannick Kerlogot has the floor.
ParlaMint-FR_2019-02-14-O1150.u315	Article 6 is devoted to the teaching of foreign languages in specific institutions. I would like to speak on the amendments that will be defended after Article 6: no less than fifty-five amendments, all devoted to regional cultures and languages. A project on the school of trust cannot escape the demands related to the teaching of these languages, claims presented by fellow Members of several groups in this House. The stakes, trans-party, refer to various territorial realities but make up a one-and-indivisible France. Lorrainian francic, Basque, Breton, Catalan, Corsican, Occitan, not to mention the overseas languages such as Tahitian, Creoles or Wallisian and Futunian, are all immaterial heritage riches weakened, even in danger for some. Together with other colleagues, we advocate a multicultural France driven by a new humanism. France was born of a mosaic of terroirs, but it was built in uniformity. The time has come, without weakening the foundation of republican principles, to consolidate a republic of assumed diversity. In the face of the financial difficulties of the private, secular and free regional language education networks, which defend a public service mission, several amendments call in particular for responsibility to be assumed by the municipalities, via the school pass, towards these bilingual schools, for these networks of immersive associative schools in the regional language. [[Applause on a few benches of the LaREM group and on the benches of the LT group]] Let us recall that the challenge is not to create specific rights, exclusive to speakers of regional languages, the French language remaining the language of the Republic, but to accompany a dynamic initiated for several decades to safeguard, promote and develop the regional languages of France. This is not an exaltation of the difference, as has already been criticized in this House in the examination of the Gatel bill, but to remind that if France is indeed one and indivisible, it must conceive of the diversity in its bosom, unity in diversity. A France of diversity adapted to the composite identities that make up it, based on the cultural rights of the people who make up it, is a France that will emerge strengthened. A school of trust must be able to contribute to it.
ParlaMint-FR_2019-02-14-O1150.u316	Mr Didier Le Gac has the floor.
ParlaMint-FR_2019-02-14-O1150.u317	"Innovation to adapt to the needs of the territories": this is the title of Title II of the bill for a school of trust, in which section 6 appears. It intends to deal with the adaptation of administrative structures to local realities. This part of the text could also have dealt with an essential subject: the place of regional languages in our education system, because they are precisely a local reality to be taken into account. Currently, despite the latest legislative developments in this area – the 2013 School Re-foundation Act; Law on the new territorial organization of the Republic, known as the NOTRE Act, of 2015 – institutions offering bilingual education in French and regional languages are still experiencing financial insecurity that is truly jeopardizing their future. This question concerns schools in both the public and private networks under contract, in particular the Diwan schools in Brittany. Yannick Kerlogot recalled that the question arises throughout the country for schools providing education in Occitan, Catalan, Basque, Corsican and others. That is why, together with other Members, we have chosen to supplement Article 6 by means of fifty-five amendments which we will be debating at a later stage, with an Article 6a allowing these schools to finally be recognised in their rightful place and to benefit from the financial support of the municipalities through the payment of the school pass for all. [[Applause on a few benches of the LaREM and LT groups]] Finally, I want to bring to the attention of my colleagues that a week ago, to the day to the day, the Prime Minister came to sign in Brittany the public action contract for Brittany, in which the Government undertakes, after favourable opinion of the CTAP – the territorial conference of public action – to have adopted the legislative advances necessary to ensure that bilingual schools benefit from the school package. I hope that, at the end of these debates, the situation of these schools will finally have changed favourably.
ParlaMint-FR_2019-02-14-O1150.u318	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2019-02-14-O1150.u319	We support Article 6, which provides a legislative framework for successful local experiences, such as the Strasbourg European School or the other examples that have been cited. However, we are concerned about the social mix in these institutions: we are therefore pleased that paragraph 29 encourages this social mix in recruitment. However, we will defend an amendment to ensure that, in the establishment project, i.e. close to the ground, this objective of social mix is included, so that the educational community is well aware of this issue. Indeed, these institutions seek educational excellence; These are kind of educational Babels, providing the best conditions for students to study. However, every student in France must be able to access this European baccalaureate and these special conditions. It is really important that such facilities be found in rural areas and in the priority areas of city policy, so that everyone can have access to them. Inequality in the face of modern language learning is indeed one of the most marked social inequalities.
ParlaMint-FR_2019-02-14-O1150.u320	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2019-02-14-O1150.u321	Article 6, which aims to provide a legislative framework for EPLEIs, poses several problems in terms of equality. The first concerns the territories. There is an EPLEI in Strasbourg and it is announced that such establishments will be set up in Courbevoie and Lille, attractive cities for globalisation. Courbevoie is one of the municipalities located on the territory of the Defense. This is probably why it was chosen, preferably in Colombes, in my constituency, where there is more social mix, or in Nanterre or Gennevilliers. The creation of EPLEI will aggravate the geographical inequalities that exist in our territory. The second problem concerns the recruitment of pupils on their level of language, which seems to target a particular category of the population: children in the upper and upper classes, in which foreign languages are taught from an early age, or children of expatriates living in France. In Lille or Courbevoie, children of expats from Brexit are likely to be welcomed. [[Mrs. Danièle Obono applauds]] I am ironically observing that we are seeking to attract a certain population of foreigners at the same time as the university fees for foreign students outside Europe are being increased...
ParlaMint-FR_2019-02-14-O1150.u322	That's right!
ParlaMint-FR_2019-02-14-O1150.u323	Thirdly, this recruitment by selection, according to the language level of the pupils, will be carried out from the earliest age. With the law on the guidance and success of students, you have introduced the selection at the entrance to universities. This time, you bring her in from kindergarten. It is also feared that the head of the school, who will be the same from kindergarten to high school, will become a kind of manager without real proximity to staff, students or their families, a recruiter of new talents for institutions of excellence that can be financed by private donations.
ParlaMint-FR_2019-02-14-O1150.u324	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-02-14-O1150.u325	We are also dubious about your intention to create a new legal structure in the bill, the EPLEI, for a number of reasons, which Ms Faucillon referred to. First of all, you present these establishments as call products. According to Les Échos, the Government would like to develop several international schools, with the aim of encouraging the establishment of large foreign companies in France. These institutions would welcome the children of the executives of these societies, thus encouraging them to place their suitcases in the country without fear. Far from opening up language learning to as many people as possible, this measure will strengthen existing social, economic and cultural inequalities. EPLEIs will be privileged over other institutions, as they will be able to receive private donations or bequests. They'll be selective. It is easy to distinguish between your decision to set up a selection at an early age in these institutions and the decision to increase tuition fees at university for non-European foreign students. Finally, not all territories will receive an EPLEI. Although you speak of social mix, your choice to install these establishments on dynamic territories is eloquent: there will be no mix other than anecdotal. Why not give all schools in the Republic the means to provide language teaching, rather than further aggravate social and school inequalities?
ParlaMint-FR_2019-02-14-O1150.u326	Madam President, Mrs Genevard has the floor.
ParlaMint-FR_2019-02-14-O1150.u327	I shall speak in advance of the question of regional languages, which will be discussed at length during the examination of this and the following articles, in order to make a voice heard without a doubt in this Chamber, where there are numerous, organised and present defenders of regional languages on all benches. Over the years, they have developed a real talent to make themselves heard massively.
ParlaMint-FR_2019-02-14-O1150.u328	Not so much!
