ParlaMint-FR_2019-12-19-O1111.u1	The meeting was suspended.
ParlaMint-FR_2019-12-19-O1111.u145	On the bill as a whole, I have a request for a public vote before me by the La République on the move. The vote is announced in the National Assembly. Mr Vincent Bru has the floor.
ParlaMint-FR_2019-12-19-O1111.u146	After a joint committee in which we worked constructively with our colleagues in the Senate, I am pleased that we are about to adopt the text on engagement in local life and proximity to public action. We are satisfied both in form and substance. First of all, we would like to express our satisfaction at the progress of the work. Throughout the discussion of the text, in committee, in open session and finally in the Joint Joint Committee, we had high quality, calm and constructive debates. All the sensitivities and opinions of the two assemblies were heard. It is the result of a work of listening and exchange, both on the part of the rapporteur of the National Assembly and the rapporteurs of the Senate, the minister and his cabinet. In substance, this text was very much expected in our territories. Its ambition is clear: to propose simplifications and relaxations in order to fluidize relations in the intercommunities and to strengthen the mayor's police powers. At first reading, the Senate added eighty-five articles to the original draft; the National Assembly managed to establish a certain balance that served as the basis for discussion at the CMP. In concrete terms, the text improves the relations between the municipalities and the EPCIs, in particular by improving the information of the municipal elected representatives on the deliberations taken by the Community Council. It also fluidizes the distribution and exercise of tourism competence and assigns the classification power to the competent authority closest to the territory, i.e. the prefect. The EPCI perimeters are relaxed, without detricting the intercommunality. For example, we have abolished the gender review of departmental schemes for intercommunal cooperation and opened the possibility for a community of agglomeration or a community of communes that wishes to be divided. In addition, the text now allows for the operation of a municipal council in case of incompleteness. We have also strengthened – it was expected – the mayor's police powers, in particular to monitor compliance with the safety rules for establishments receiving from the public or the closure of the liquor outlets on grounds of public order. Finally, we have achieved concrete and immediate progress in strengthening the rights and recognition of local elected officials, in order to promote reconciliation between working life and the exercise of a local mandate. On all these measures, consensus was easy, but other provisions were rewritten to reach a compromise with the Senate. Thus, adjustments have been made to the governance pact, including the introduction of an opinion of the municipal councils and the possibility for the conference of mayors to meet four times a year instead of two. During the CMP, we also endorsed the deletion of the category of optional competences – logical choice, since there was only one remaining. The new wording of Article 5 on "water" and "sanitation" competences introduces an intelligent mechanism for delegation of the EPCl to the municipalities, which does not call into question the mandatory nature of the transfer of this competence. We welcome the common ground on parity – a subject that was highlighted by the MODEM Group, among others. A re-visitation clause has been introduced and a reform will have to be adopted before 31 December 2021. It is a position of balance, which seems to me quite interesting. Moreover, we have strengthened the powers of mayors over short-term rentals, of the type Airbnb, by increasing their means of control. The MODEM Group, particularly interested in this subject, will continue to pay attention to the measures to be taken in this area. Finally, we have increased the allowances of elected officials by re-establishing the provisions adopted by the Senate and supported by the MODEM group. [[Applause on a few benches of the MODEM and LaREM groups]] This bill contains significant progress, much expected by elected officials on the ground. The work of the Minister, the National Assembly and the Senate has resulted in a quality text, to which the Group of the Democratic and Related Movement will naturally lend its full support.
ParlaMint-FR_2019-12-19-O1111.u147	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-12-19-O1111.u148	The local elected representatives are invited in this text, which aims to restore the link between the state and the elected representatives, whom we so much need in the territories – which you know well, Minister. This issue had emerged in the great national debate: after eighty days of debate and ninety-two hours spent with the elected officials, the President of the Republic had measured the state of distrust. The Libertés et Territoires Group has always defended the need to take more account of intermediate bodies and local elected representatives, who are not barriers to change but who are accompanying them, who are – as you all know, ladies and gentlemen – at the service of the general interest. We have prepared the report "50 proposals to make the Territories stronger and more self-sustaining", whose aim is to enable elected officials to better carry out their missions and to strengthen local authorities, at the service of our fellow citizens. The bill provides some solutions. Of course, it does not create a real status for the elected one, as we could expect, but the work has been done in good intelligence with you, Minister, and your services: I would like to salute your team and the spirit of openness that you have demonstrated throughout the course of the text; This is not frequent, and deserves to be welcomed. We have called for better communication and greater transparency in the relations between municipalities and intercommunalities: one of our adopted amendments provides that municipal councillors of the municipalities that are members of an EPCI and are not members of its deliberative body must be explicitly informed of the affairs of the institution that are the subject of deliberation. Much has been said about the transfer of "water" and "sanitation" skills: some of our colleagues, such as Jeanine Dubie, regret that we have not returned to the optional mode. You have been willing to relax the villainous NOTRE law, whose damage we measure every day on the ground. I simply invite you, as I have had the opportunity to tell your colleagues, Minister, to issue the right decrees within the next few days and to make sure that the Directorate General to the local authorities transmits the right directives to the prefects, in order to avoid a disparate application of the law in the country. There is a lot of tension in the territories: you have extended the easing process in the CMP, but we have to go to the end of the road and avoid that intercommunalities can play a blocking role. That would be the destruction of a strong step forward in this text, and I am the spokesman of all my colleagues on this point. The text contains a step forward in allowing tourist municipalities which are not classified as tourist resorts to regain the competence to promote tourism, thus creating tourist offices: we support this measure, which we proposed in several amendments. We would also like to welcome the relaxation of the minimum rules for the financial participation of contractors, particularly in the field of external fire defence – a measure that we defended in an amendment developed with your colleague from the Eure, Senator Hervé Maurey. Similarly, measures in the area of the law of elected representatives, including the revalorisation of allowances in small municipalities, are in the right direction. The drafting adopted by the CMP, which came out of the Senate, agrees with us, because the mayors of the small communes will be automatically increased, in three tranches, which will prevent them from taking this difficult decision themselves. As far as parity is concerned, in order not to hide anything from you, our group's position overlaps with that expressed in CMP: it is absolutely necessary to move forward in the communes of less than 1000 inhabitants, but it is necessary to take the time to reach a balance solution. However, we regret a battlehorse by our colleague Jean-Félix Acquaviva: the strengthening of the mayor's police power, in particular in order to remedy the owner's shortcomings. We regret that we have not been able to reach a conclusion on this major issue, particularly for the community of Corsica, and I hope that we will find a solution in the coming months. In total, minister, this text is a first step, which precedes the famous 3D bill – indeed, all the speakers who preceded me said that this first step should be followed by a major step. The 3D bill must not be a missed appointment, but a powerful step forward in deconcentration, decentralization and differentiation, in order to strengthen communities. There will be no high growth in territories without strong local authorities. There will be no trust between actors without an ambitious law: the Chevènement laws opened a way a few years ago, and you will be able to count on our group to support your approach, if the spirit of openness prevails and greater trust is given to local elected officials, who must be responsible and have a definite role. To accomplish this evolution, know that once again we will be at the rendezvous. [[Applause on the benches of the LT group and on some benches of the LaREM group]] The Liberties and Territories Group will vote in favour of the bill.
ParlaMint-FR_2019-12-19-O1111.u149	Mr Raphaël Schellenberger has the floor.
ParlaMint-FR_2019-12-19-O1111.u150	I must say it's good!
ParlaMint-FR_2019-12-19-O1111.u151	The text deals with an essential subject, democracy, the pillar of which is local democracy. During the discussion, we made a great deal of reference to Tocqueville's thinking and to the idea that democracy was being built in the commune – the basic social level. This is where the most understandable and acceptable public decision is drawn up by our fellow citizens. I would like to thank my colleagues for the tone and manner in which we examined the bill. Mr Minister, the rapporteur, we must stress the quality of our discussions, although there have been quite a few points of divergence. The text was intended to reposition the mayor to put democracy back at the heart of our local system: I think it's done! Despite the quality of our discussions, we have seen that the new rules of procedure of the Assembly raise some democratic questions. Madam Chair of the Law Committee, I have still not understood the application of Article 45 of the Constitution: for example, amendments on the rural guards, armed arms of the mayor's police power – the subject in the text – have been rejected, while others on the evolution of the voting system and parity, or on consular advisers – subjects absent from the original version of the text – have been discussed.
ParlaMint-FR_2019-12-19-O1111.u152	He's right!
ParlaMint-FR_2019-12-19-O1111.u153	I also regret, Mr Cazeneuve, that no amendment by the delegation to local authorities and decentralization has been accepted. We can all share this disappointment in this House. In the end, Mr Houlié, we are not reaching a consensus, but a compromise. We find ourselves largely in the latter, because you were caught up in your own game, minister: the schedule for the bill's review. Because of the need for the text to enter into force on 1 January 2020 and the willingness to examine it at first reading in the National Assembly the week of the Congress of Mayors, you have been forced to accept many proposals from the Republican Group. In particular, I am satisfied with the removal of the optional powers, defended by the Republicans of the Senate group – in this regard, I would like to acknowledge the work done with my colleague MP Arnaud Viala and my colleague Senator Mathieu Darnaud. On the allowances of local elected officials, the Senate's version was retained – an important victory, as this issue is in line with their status. Local elected officials must be responsible for their choices and policies, but the legislator is responsible for their status and therefore for their remuneration and allowances. This was the only acceptable solution. It is wise to refer the evolution of the voting system and the widening of parity in municipalities of less than 1000 inhabitants to a thorough reflection. I regret the compromise on "water" and "sanitation" skills, when courage would have ordered simply to correct the error of the NOTRE law. The text established a complex mechanism, the implementation of which would create a great deal of tension in the territories. [[Mr. Vincent Bru applauds]] For all these reasons and because you have accepted many of our proposals, we will vote in favour of this text after abstaining at first reading.
ParlaMint-FR_2019-12-19-O1111.u154	Bravo!
ParlaMint-FR_2019-12-19-O1111.u155	We expect a lot from the 3D bill, which will be introduced next year. Local democracy must be deepened. Together with my colleague Bruno Questel, yesterday we issued an information report on the evaluation of the NOTRE law. There is much to be done at the inter-municipal level as well as at the regional level: it would be necessary to offer the territories that function well outside their large region – I think Alsace – the ability to get out of these suffocating administrative tools. [[Applause on the benches of the LR, UDI-Agir and LT groups as well as on a few benches of the MODEM group]] "In an increasingly virtual world, in an economy that was abstract from distance and duration, it is by regaining the reality of the territory that we will find man again": this quote by Philippe Séguin is dear to me, because it puts local democracy at the heart of our action.
ParlaMint-FR_2019-12-19-O1111.u156	The general discussion is closed.
ParlaMint-FR_2019-12-19-O1111.u157	I put the bill as a whole to the vote in light of the text of the Joint Joint Committee.
ParlaMint-FR_2019-12-19-O1111.u158	The result of the vote is as follows: Number of voters 105 Number of votes cast 95 Absolute majority 48 For adoption 94 Against 1
ParlaMint-FR_2019-12-19-O1111.u159	The meeting was suspended.
ParlaMint-FR_2019-12-19-O1111.u160	The meeting was resumed.
ParlaMint-FR_2019-12-19-O1111.u161	The next item is the continuation of the discussion of the draft law on combating waste and the circular economy (No. 2274, 2454).
ParlaMint-FR_2019-12-19-O1111.u162	Last night, the Assembly continued its discussion of the articles of the bill, ending with section 8 ter.
ParlaMint-FR_2019-12-19-O1111.u163	Mr Jean-Marc Zulesi has the floor.
ParlaMint-FR_2019-12-19-O1111.u164	The examination of Article 8b allows us to address the fundamental question of water and its uses, which must be one of the first sources of savings in this field. The purpose of this article is to develop the reuse of treated wastewater and the use of rainwater, in place of drinking water, and to include them in our national water treatment objectives. This first step is welcome. However, there is an urgent need to collectively accelerate – within the public authorities in the first place – the pace at which we take this major issue into account. Indeed, water shortages are increasing, and more than a million of our citizens are struggling to pay their bills. In addition, we reuse only 0.1% of our treated wastewater, compared with an average of 2 % in the European Union. [[Jean-Charles Colas-Roy and Nathalie Sarles applaud]] In the light of these few figures, I believe that it is time to act – Madam Secretary of State, I know I can count on you – not only to save water, but also to develop alternative deposits, in particular by recovering rainwater. It is essential to support the actions undertaken in this area and to project them in the future, in order to respond to the challenges of our society.
ParlaMint-FR_2019-12-19-O1111.u165	We come to the amendments. Amendments Nos 1916, 2512, 692 and 696 may be subject to joint discussion. I call Mr Guillaume Garot to support Amendment No. 1916.
ParlaMint-FR_2019-12-19-O1111.u166	The aim of the amendment we are defending is to increase by three the quantities of treated waste water reused, in line with one of the conclusions of the second phase of the Water Assembly. It is a question of taking advantage of the opportunity provided by this bill to assign this objective to our public policies. It is necessary to explain to the French what is very concrete about it. This makes it possible to waste less water, thanks to its reuse for uses that do not require drinking water, such as vehicle cleaning and street sweeping. It is part of a circular approach to the economy, and especially to resource protection. Given the changing climate, we obviously need to move in this direction. As Mr Zulesi has just pointed out, at present only 0.1 % of our water consumption is produced. There are about seventy facilities in France. It's about going much further.
ParlaMint-FR_2019-12-19-O1111.u167	Mrs Sereine Mauborgne has the floor to support Amendment No. 2512.
ParlaMint-FR_2019-12-19-O1111.u168	I will simply recall two figures: in France, 19,000 cubic metres of water are reused every day, compared with 800,000 in Italy. The aim of the amendment is to multiply by three the quantities of treated waste water reused, in line with the conclusions of the second phase of the Water Assembly. This objective seems modest enough for us to be able to include it in this text.
ParlaMint-FR_2019-12-19-O1111.u169	On Amendment No 692, I have a request from the Libertés et Territoires Group for a public vote. The vote is announced in the National Assembly. Amendments Nos 692 and 696 may be presented in a consolidated format. Mr François-Michel Lambert has the floor to support them.
ParlaMint-FR_2019-12-19-O1111.u170	As our colleagues Jean-Marc Zulesi, Guillaume Garot and Sereine Mauborgne have reminded us, it is no longer acceptable in France not to live up to the challenges of water reuse. It is no longer acceptable, in France, to have the best sewage treatment plants in the world, or almost, and to discard the excellent water produced therefrom in the rivers, even though it could replace water pumping, sometimes causing tragedy, such as the one at the Sivens dam, and aggravating the water crisis. It is not acceptable that we should not set ourselves any numerical targets in this area. Amendment No 692 aims to introduce into the text a very modest target for the reuse of treated wastewater: 1% in 2025 and 10% in 2030. Some countries have already reached rates of 10, 20, 30, 40 or 60 per cent reuse of wastewater treated at the outlet of wastewater treatment plants. Even though our imported strawberries, avocados and tomatoes have been watered by high-quality water from sewage treatment plants in Spain, Israel or elsewhere, here, in France, we would not allow our farmers to benefit from this resource? Would we continue to draw up a resource whose situation is sometimes critical? Perhaps we would even use lower quality water to water our own vegetables and satisfy other agricultural uses? Let's get out of this aberration! The target of 1% by 2025 and 10% by 2030 for the proportion of treated wastewater reused is not out of reach. On the contrary, it must be achieved. I'd even say he's too modest.
ParlaMint-FR_2019-12-19-O1111.u171	Excellent!
ParlaMint-FR_2019-12-19-O1111.u172	Amendment No 696 is a fallback amendment, replacing the intention with the objective.
ParlaMint-FR_2019-12-19-O1111.u173	Mrs Stéphanie Kerbarh, rapporteur of the Committee on Sustainable Development and Regional Planning, has the floor to give the committee's opinion.
ParlaMint-FR_2019-12-19-O1111.u174	I will take the time to respond in order to win later – because several amendments concern the same subject – by giving the committee's opinion on any amendment setting quantified targets for the reuse of treated wastewater and the use of rainwater. In France, we are very late in this respect, as I have shown in my report. Other countries have developed reuse of treated wastewater and use of rainwater, but not France. This will soon be a necessity, due to the scarcity of water resources. With clause 8 ter of this bill, as drafted, we are taking an important first step, as we open the possibility of replacing rainwater with drinking water and increase the possibility of reuse of treated wastewater. We will be considering a number of amendments to the additional article after Article 8b, in particular Amendment No 914 by Mr Zulesi, which seeks to improve the use of rainwater. For the time being, it seems to me premature to set a numerical target in this area. We must carry out a preliminary task of acculturation of the actors concerned.
ParlaMint-FR_2019-12-19-O1111.u175	That's the point!
ParlaMint-FR_2019-12-19-O1111.u176	I therefore express an unfavorable opinion on the four amendments.
ParlaMint-FR_2019-12-19-O1111.u177	1%!
ParlaMint-FR_2019-12-19-O1111.u178	The Secretary of State to the Minister for Ecological and Solidarity Transition has the floor to give the Government's opinion.
ParlaMint-FR_2019-12-19-O1111.u179	As some speakers have pointed out, the Water Assembly has already set a target of three times, by 2025, the volume of unconventional water used – treated wastewater is part of it. It does not seem appropriate to me to include in the law these objectives, which have been endorsed and whose implementation is under way. Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u180	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-12-19-O1111.u181	I would have liked my amendments to have been defended by a majority member: perhaps they would have received a more benevolent look!
ParlaMint-FR_2019-12-19-O1111.u182	[[Smile]] That would have made it possible to say good of Mr Lambert!
ParlaMint-FR_2019-12-19-O1111.u183	The goal is to reach 1% by 2025 – I don't know how to write 0.5% in a bill. I didn't get that number out of nowhere. Several of our colleagues – including Sereine Mauborgne – and I myself are working with French experts on the subject sent abroad. They say: "We can no longer be unable to apply in France what we know how to do in other countries! " We propose to reach 1% by 2025, no more. Madam Secretary of State, so far we have been able to put in the bill many numerical targets.
ParlaMint-FR_2019-12-19-O1111.u184	That's right!
ParlaMint-FR_2019-12-19-O1111.u185	And here it would not be necessary on the grounds that commitments have been made!
ParlaMint-FR_2019-12-19-O1111.u186	There!
ParlaMint-FR_2019-12-19-O1111.u187	It seems to me that setting targets in the legislation ensures that every effort is made to achieve them. If we conclude the debate on Article 8b with the adoption of a clear and firm objective, we will be able to move forward in this area.
ParlaMint-FR_2019-12-19-O1111.u188	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-12-19-O1111.u189	Madam Secretary of State, I would like to come back to the ongoing negotiations, because I know you are very involved and very voluntary on this issue, particularly since the publication of our colleague Adrien Morenas' report on water resources, which makes several recommendations. To include in this bill an objective, which I would remind you is still very modest, could, I believe, encourage the Ministry of Health – the main blocking point with regard to the reuse of treated wastewater – to pave the way for experiments in this area, in accordance with Mrs Emmanuelle Wargon's request. It is a matter of giving us a little extra chance to carry out more experiments. That is why it seems to me important that we all show wisdom, all the more so – I repeat – that this is a modest objective.
ParlaMint-FR_2019-12-19-O1111.u190	Mr André Chassaigne has the floor.
ParlaMint-FR_2019-12-19-O1111.u191	I support these amendments.
ParlaMint-FR_2019-12-19-O1111.u192	Thank you, President Chassaigne!
ParlaMint-FR_2019-12-19-O1111.u193	It's not Gosplan! It is all the more possible to set numerical targets in this area, contrary to what you claim, since this text already does so in a large number of articles. This is a priority issue and experiments to re-use water from wastewater treatment plants are already under way, as in the agglomeration of Narbonne for viticulture; the water from Bourdon's sugar factory in the Clermontese agglomeration is used for irrigation. There are many experiments, and while water quality research needs to be pursued, which needs to be subject to high standards, such initiatives need to be encouraged. This is all the more essential since aid for investment in irrigation is now subject to the pooling of water use. It is these synergies that must be sought in the field of water, whether in terms of its use, its treatment or its agricultural, industrial or drinking water uses. The stakes are paramount and that is why this amendment must be voted on.
ParlaMint-FR_2019-12-19-O1111.u194	Mr Guillaume Garot has the floor.
ParlaMint-FR_2019-12-19-O1111.u195	I agree with President Chassaigne and, to be frank, I do not fully understand the position of the Government. We cannot propose a law that sets objectives – we even pushed the refinement last night to indicate a trajectory, which is a very innovative method – and "caner" as you do when we put in the law objectives that could bring us together in the face of the challenges before us, especially in terms of water resource control! I cannot explain this timidity of the Government. Why be on some topics that go very well in words if it is to stay so blocked in reality? In any event, I will support all the amendments aimed at making progress in this area.
ParlaMint-FR_2019-12-19-O1111.u196	I put to the vote Amendment No 692.
ParlaMint-FR_2019-12-19-O1111.u197	The result of the vote is as follows: Number of voters 44 Number of votes cast 40 Absolute majority 21 For adoption 11 Against 29
ParlaMint-FR_2019-12-19-O1111.u198	Mrs Nadia Essayan has the floor to support Amendment No. 1205.
ParlaMint-FR_2019-12-19-O1111.u199	Our fellow citizens realize that the price of water is expected to rise steadily. Local elected officials, for their part, know the cost of water sanitation when it comes to making it safe to drink according to demanding standards, and it's so much better for our health. But drinking water is used for other uses – sanitary uses or for garden watering when there are no wells. As a result of environmental awareness, more and more individuals are installing rainwater waste pickers. By this amendment we propose to support this citizen's effort by requiring that the new constructions provide for a system of rainwater recovery for uses that do not require drinking water. This system will have to include an individual complementary network. Such an adaptation of constructions will obviously lead to additional investment, but these costs are not shocking given the current waste. Manufacturers are certainly aware that they too have a part to play in the fight against waste.
ParlaMint-FR_2019-12-19-O1111.u200	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u201	There is something that bothers me: while the summary statement of the amendment speaks of facilitating the reuse of rainwater, the operative part of the amendment restricts their use. I therefore ask you to withdraw it.
ParlaMint-FR_2019-12-19-O1111.u202	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u203	Request for withdrawal also since we will consider an amendment by the rapporteur to delete the paragraph which you are requesting to be amended. If not, the opinion will be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u204	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-12-19-O1111.u205	I will support Mrs Essayan's amendment on behalf of the IDU Group, Action and Independents. We must realize that water resources are one of the most affected, both by the conflicts of use – I welcome the work that Mrs Frédérique Tuffnell, as rapporteur, is carrying out in the context of the fact-finding mission on the management of conflicts of use in situations of water scarcity – and by the consequences of climate change. We French must appreciate the need for the State to take further steps in this area. Discharge of wastewater into the wild at the outlet of treatment plants while it could be used for watering at a time when water stress is most acute is a mistake for me. We could draw on the experience of many countries, including many members of the European Union, in the use of rainwater for uses that do not require water from groundwaters several thousand years ago. [[Applause on the benches of the UDI-Agir and MODEM groups]] I hear, Madam Secretary of State, the reason for your unfavorable opinion, but for my part I will support this amendment, as do many of my colleagues. I would like, above all, to see that once the text is adopted, we begin a real reflection on how to preserve this resource. There will be a life after oil; There won't be any after the water.
ParlaMint-FR_2019-12-19-O1111.u206	Mr. Jimmy Pahun has the floor.
ParlaMint-FR_2019-12-19-O1111.u207	We now see an imbalance between dry summers and wet winters so that tractors can no longer go into the fields. We need to find ways to get that water back. The ELAN law was a first step, but we must continue to move forward. This idea of recovering rainwater for domestic use is really good and is in line with the circular economy – the objective of this bill.
ParlaMint-FR_2019-12-19-O1111.u208	The rapporteur, Mrs Stéphanie Kerbarh, has the floor to support Amendment No. 2651 as corrected.
ParlaMint-FR_2019-12-19-O1111.u209	It is simply a question of specifying the conditions for the entry into force of Article 8b.
ParlaMint-FR_2019-12-19-O1111.u210	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u211	Senators, as well as members of the Committee on Sustainable Development and Land Use Planning, have wished to highlight the promotion of reuse of treated wastewater and rainwater – the discussion that we have just made is a good reflection of everyone's concerns in this area. Not only does the Government share your belief that the issue is important, but it has already begun to act: this is very clear from the conclusions of the Water Assembly, which you have all quoted. The rapporteur's amendment provides for a decree to regulate the application of the principle of reuse of treated waste water and rainwater to installations and works covered by the IOTA nomenclatures – installations, works, works and activities – and ICEP – a classified facility for the protection of the environment. This decree is essential to make this provision operational, in particular for existing installations, and to avoid the legal frailties that would inevitably affect such a provision if it were to apply overnight to all existing installations. Pragmatism and operationality: that is what you keep calling your wishes and that is what is proposed to you here. That is why I am very much in favour of this amendment and that is why I am in favour of my views on the previous amendments.
ParlaMint-FR_2019-12-19-O1111.u212	I have before me a number of amendments to the additional article after Article 8b. Amendment No 914 is the subject of two sub-amendments, Nos 2591 and 2658. Mr Jean-Marc Zulesi has the floor to support the amendment.
ParlaMint-FR_2019-12-19-O1111.u213	As you said, Madam Secretary of State, we must be pragmatic. That is why I propose that the energy and environmental performance requirements of buildings include simple objectives to reduce the use of drinking water. The aim is to optimize the water resource by limiting the consumption of drinking water for garden watering or sanitary purposes.
ParlaMint-FR_2019-12-19-O1111.u214	I have before me two sub-amendments, Nos 2591 and 2658, which may be presented in a consolidated format. The rapporteur, Mrs Stéphanie Kerbarh, has the floor to support them.
ParlaMint-FR_2019-12-19-O1111.u215	The first sub-amendment to speed up the implementation of your proposal – as early as 2023 and not 2025 – I think, honourable Member, that you can only support it. As for the clarification sub-amendment No 2658, it tends to recognise the provisions for the recovery of rainwater as one of the means of achieving the reduction of drinking water consumption. I imagine we will join in that too.
ParlaMint-FR_2019-12-19-O1111.u216	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u217	Your colleague from the Republicans group is not there to make fun – nicely! – of me, Mr. Zulesi,...
ParlaMint-FR_2019-12-19-O1111.u218	He's jealous!
ParlaMint-FR_2019-12-19-O1111.u219	...I take this opportunity to thank you for all the work you do on a subject that I know you care a lot about. There is indeed much to be done in this area, without losing the concern, which characterizes you, to make decisions that are operational. I therefore express an opinion entirely in favour of your amendment. As you pointed out in your opening remarks, the use of rainwater recovery systems, if regulated, is in no way mandatory: there is no obligation to use drinking water and to install a rainwater recovery system. I am sure that this amendment will also appeal to your colleagues on the left in this House...
ParlaMint-FR_2019-12-19-O1111.u220	Yes!
ParlaMint-FR_2019-12-19-O1111.u221	... since it fits perfectly within the framework of the bill, which aims to save water consumption, but also within the framework of the rewriting of the code of construction and housing with a view to the institution of an obligation of result. I know how much you have worked on this issue and I am very pleased to see that we can move forward together. With regard to the sub-amendments, I issue a wisdom opinion on point 2591 and I propose the withdrawal of point 2658, otherwise the opinion will be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u222	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-12-19-O1111.u223	The IDU, Action and Independents Group will support this initiative, pending much more ambitious measures in the area of water management, be they drinking water, wastewater or rainwater.
ParlaMint-FR_2019-12-19-O1111.u224	Mr Jean-Marc Zulesi has the floor to support Amendment No. 861.
ParlaMint-FR_2019-12-19-O1111.u225	He proposed that the renovation of housing should lead to a technical and economic feasibility study to assess the appropriateness of installing rainwater recovery systems.
ParlaMint-FR_2019-12-19-O1111.u226	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u227	[[Smile]] We can't always agree, Congressman!
ParlaMint-FR_2019-12-19-O1111.u228	Yes, we can!
ParlaMint-FR_2019-12-19-O1111.u229	This amendment would require owners who carry out major renovations to equip their buildings with a rainwater recovery system. I see this as a solution for the future, but the obligation seems too important to me, especially in the absence of an impact assessment – especially since the law already provides for work obligations in terms of energy efficiency of housing and the equipment of car parks in electric charging stations. Also note that some condominiums are in complicated financial situations. I therefore call for the amendment to be withdrawn; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-12-19-O1111.u230	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u231	I share the rapporteur's arguments. Request for withdrawal; Failing that, adverse notice.
ParlaMint-FR_2019-12-19-O1111.u232	Mr Jean-Marc Zulesi has the floor.
ParlaMint-FR_2019-12-19-O1111.u233	I withdraw my amendment, but make it clear that it called for feasibility studies only. I have no doubt that with Amendment No 914 we will be able to achieve the objective behind it.
ParlaMint-FR_2019-12-19-O1111.u234	I would like to take up Amendment No 861.
ParlaMint-FR_2019-12-19-O1111.u235	I have before me three amendments, Nos 1206, 858 and 859, which can be discussed jointly. Mrs Nadia Essayan has the floor to support Amendment No. 1206.
ParlaMint-FR_2019-12-19-O1111.u236	It recommends that a decree specify how the obligation to install rainwater recovery systems in new buildings should be implemented. I will allow myself to go some way beyond the amendment in its strict form, to advocate that a more general communication be devoted to rainwater recovery systems and the savings they produce, and even more so to the virtuous approach they allow, in order to encourage as many people as possible to install them. This topic would lend itself to a short and playful communication, in the form of animation.
ParlaMint-FR_2019-12-19-O1111.u237	Amendments Nos 858 and 859 may be presented in a consolidated format. Mr Jean-Marc Zulesi has the floor to support them.
ParlaMint-FR_2019-12-19-O1111.u238	They are intended to require the installation of rainwater recovery systems in professional premises and private dwellings. This obligation would be the result of Amendment No 914 which we adopted earlier.
ParlaMint-FR_2019-12-19-O1111.u239	What is the committee's opinion on these three amendments?
ParlaMint-FR_2019-12-19-O1111.u240	They are partly satisfied with Amendment No 914 which we have just adopted, and I prefer to impose obligations of result rather than means. Article 8b also provides for the legal possibility of reuse of rainwater and treated wastewater. Finally, it would be necessary to carry out an economic and environmental impact assessment before such an obligation would be generalised. I therefore request the withdrawal of these amendments; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-12-19-O1111.u241	What is the Government's opinion on these amendments?
ParlaMint-FR_2019-12-19-O1111.u242	I also ask for the withdrawal, especially since they are not fully compatible with Amendment No 914.
ParlaMint-FR_2019-12-19-O1111.u243	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-12-19-O1111.u244	Let's be pragmatic, and let's look at what others do – it's called the exchange of best practices. All Scandinavian countries and countries that lack water, such as Spain and Israel, have remarkably effective water management. For reasons related to our history, we cannot reuse sewage or recover rainwater. In today's climate, it's not serious! We need to explore more ambitious paths. There is no point in carrying out feasibility or impact studies in this area – yet everyone knows how prone I am to this type of study: let's look at what others are doing, and study in particular the solutions that work in the Member States. When I explain to Africans that we are using thousands of years old fossil waters in our toilets, they are rightly shocked. Let's look at how we can optimize the use of water. The latest study by the professional federation of water companies and the consulting firm BIPE – Bureau d'information et de prévisions économiques – shows that the water savings that can be achieved by our fellow citizens are tiny compared to those that can be made by the communities – which water their football fields with drinking water, in times of water stress! Wastewater reuse would be preferable.
ParlaMint-FR_2019-12-19-O1111.u245	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-12-19-O1111.u246	We will need a new legislative rendezvous in this area.
ParlaMint-FR_2019-12-19-O1111.u247	That's what it takes!
ParlaMint-FR_2019-12-19-O1111.u248	[[Protests on the benches of the LaREM group]] We will not be able to avoid this subject. I would have hoped that in a bill dealing with the circular economy, the recovery of water would attract as much attention as a few plastic bottles and their artificial disposal for recycling.
ParlaMint-FR_2019-12-19-O1111.u249	A few bottles? Do not minimize the progress of the bill!
ParlaMint-FR_2019-12-19-O1111.u250	We have devoted much more energy to introducing a recycling policy that will serve the interests of a few beverage manufacturers,...
ParlaMint-FR_2019-12-19-O1111.u251	You're kidding!
