ParlaMint-FR_2019-10-04-O1011.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-04-O1011.u319	As the rapporteur has pointed out, this amendment is not justified: if it has a good feeling, it has no medical interest. The maternity wards that must participate in the collection of placental bloods have been chosen for very particular geographical reasons. They are entitled to do so. We do not wish to deploy this device in all maternity wards: it is not, moreover, a request from the experts in the bone marrow transplant. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u320	I call Mr Thibault Bazin to support Amendment No. 1889.
ParlaMint-FR_2019-10-04-O1011.u321	This is a very fine amendment: defended.
ParlaMint-FR_2019-10-04-O1011.u322	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u323	This amendment aims at self-conservation of haematopoietic stem cells not intended for altruistic purposes but for self or for his child. Apart from the fact that such a practice is prohibited in France, where would these stem cells be kept, under what conditions, for how long and under what purpose? The lack of effectiveness or even ineffectiveness of this practice has been demonstrated. I ask you to withdraw the amendment; Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u324	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u325	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u326	Amendment No 1080 by Mrs Anne-France Brunet is being defended. On this amendment, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u327	This is an amendment, which precedes several others, on pre-implantation diagnosis with search for aneuploidies – DPI-A. There are several problems with its drafting. First, the presentation of the pathological framework is unclear. It is not known in which situation the in vitro diagnosis could be prescribed. In addition, is the detection of chromosome abnormalities intended to search for trisomies 13, 18 and 21 or simply to count the number of chromosomes in relation to an improvement in the possibility of pregnancy after in vitro fertilization? I would also point out that Article 14 allowed clinical research on the embryo, before or after implantation. It is important to note that professionals request such a clinical research to determine the conditions under which the search for aneuploidia can be carried out correctly, applying this research naturally to the care, treatment or management, in the case of a pre-implantation diagnosis. It should also be clarified whether chromosomes should be limited to autosomes, i.e. non-sexual chromosomes, or whether sex chromosomes should also be taken into account. In this case, why not also take into account anomalies in the number of sex chromosomes? Finally, with regard to the search for anomalies in chromosome number in pre-implantation diagnosis, for the three most common trisomies – trisomy 13, trisomy 18 and trisomy 21 : it must be noted that, for trisomy 21, there is a non-invasive screening technique and that, for trisomy 13 and 18, it is possible to quickly see, thanks to ultrasound, the existence of anomalies, in particular that of the neural tube. Clarifying the framework is therefore very important. The search for an abnormal number of chromosomes, in the context of a pre-implantation diagnosis, because there is a genetic disease in the family, may possibly be conceived, even if I am not in favour of it – moreover the special committee has given an unfavourable opinion on the subject. It is, on the other hand, something other than looking for the number of chromosomes to determine a relationship between an abnormal number of chromosomes and a low probability of pregnancy after in vitro fertilization. For all these reasons, I am against this amendment.
ParlaMint-FR_2019-10-04-O1011.u328	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u329	This amendment can only strongly affect the teams carrying out pre-implantation diagnostics. When couples are offered in vitro fertilization due to a genetic abnormality detected in a first child, it is in order to detect the same genetic abnormality in the embryo: under these conditions, it will not be re-implanted, to prevent a second child from having the same disease. The question raised by the amendment is whether, in these couples, the search for the sick gene should be extended to that of chromosomal abnormalities that could be detected in the embryo. This search for chromosomal anomalies pursues two objectives: on the one hand, the teams believe that some chromosomal anomalies rapidly induce miscarriages and decrease the effectiveness of implantation and AMP technique; On the other hand, chromosomal anomalies make it possible to identify trisomy 21, trisomy 18 and trisomy 13, which the rapporteur has just mentioned. At the individual level, the intention of the amendment can be fully understood. It is a matter of not inflicting on families who already have a child with a severe genetic disease and who are engaged in the pre-implantation diagnosis – the IPR – a "double penalty", that is, the re-implantation of an embryo which will certainly not present the genetic disease initially sought – that of the first sick child – but which may have other abnormalities, not genetic – because it is not a genome analysis that is requested – but chromosomal, as are trisomy 21, trisomy 13 and trisomy 18. Here is the question we are asked: from the moment women who are re-implanted with embryos with potential anomaly, a trisomy, will be screened for trisomy antenatally, why wait for them to be pregnant and not offer them this diagnosis at the pre-implantation stage, in order to prevent them from becoming pregnant or even abortion? First of all, we need to know that these are very rare cases. In France, pre-implantation diagnosis involves 250 families per year. For families with a child with a genetic disease who engage in IPR, the risk of discovering a trisomy after in vitro fertilization – an IVF – remains very rare. The idea is therefore not to cause these families a second trauma, that of a medical interruption of pregnancy due to the discovery of a trisomy. We can only understand the demands of the obstetricians who take care of these families: these individual stories affect each of us, no one is insensitive to them. However, this is a possibility that has already been discussed in previous bioethics laws. The question before us is: do we open the IPR to anomalies other than genetic diseases known in the family? Are we going to a wider detection of chromosomal anomalies, such as trisomy 21? If we accept this extension of the IPR to the search for chromosomal anomalies – including trisomy 21, trisomy 18 and trisomy 13 – perhaps the next step will be to look for other rare and very severe genetic abnormalities. After all, why trisomy 21 and not other very rare genetic diseases that already many teams would like to detect – and which are sometimes already wanted in other countries? Today, this is made technically possible by the analysis of the genome of an IVF embryo – we talked about it this afternoon about neonatal screening, conducted on a set of genes, and that it is very easy to make from a drop of blood or a cell of the embryo. Do we have to take this step? Are there absolutely dramatic individual stories that should prompt us to accept, today, to open the door to a diagnosis made prior to the implantation of an embryo? This could then, potentially, be proposed to all AMP couples using an IVF – and not only to those who already have a sick child – then to all couples in AMP process, then to all couples attached to the myth of a healthy child... If we adopt this amendment, we can detect the three trisomies, but there is nothing to tell us that the child will not have another genetic disease. One risk would be reduced, while leaving thousands more open. This is a discussion that has animated us very much in the special committee, so I wanted to give you my analysis. As a doctor, if I had to take care of these patients, it is a device that I would also ask for – obviously, when we are confronted with such a case, we have only one desire: to avoid to families this journey, even if it remains exceptional. But, in the context of the writing of a law of bioethics, is it open to a diagnosis going beyond that of a genetic disease known in the family, to search for other anomalies such as trisomy 21? That is what the amendment proposes.
ParlaMint-FR_2019-10-04-O1011.u330	Mr Didier Martin has the floor.
ParlaMint-FR_2019-10-04-O1011.u331	The Minister gave an excellent overview of the problem, both individually and in the daily practice of IPR teams. I think it is very important that everyone here has heard this presentation, in order to understand this situation, which is certainly rare, but dramatic. In the event that families are not fully informed of what can be diagnosed at the time of the IPR, one could, without wanting to, add misfortune to the misfortune. As a neuroradiologist, I've always looked at everything. We are taught that we must always look at everything because, during a radiological examination, when we look for something from a symptom, we can make incidental discoveries. It is not uncommon for a negative screening examination to discover a disease incidentally that was not being sought. This therefore has important and very useful therapeutic consequences. I have co-signed this amendment by Anne-France Brunet, and other amendments concerning the search for aneuploidy have been tabled. In the special committee, we had long exchanges, and everyone spoke with great sincerity. I would like to state, on behalf of the authors of the amendment, that the latter is not motivated by any desire for selection – or eugenics, to use a strong word – but by the desire to bring to families who are going through a difficult time and who have already experienced a tragedy with the first child, an element of response in their search, and not to expose them to an extremely painful disappointment. Let us not forget that, in the case of Down syndrome 21, blood tests are carried out, all ultrasound clinics carry out tests, all women followed by an obstetrician are detected – before deciding whether or not to terminate pregnancy. This screening results in a very large public health expenditure. With the device proposed by the amendment, a single examination – the IPR – would allow the teams to search for several anomalies and count all chromosomes, not just to observe the location of the expected pathology.
ParlaMint-FR_2019-10-04-O1011.u332	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-04-O1011.u333	Aneuploidies are responsible for 50 to 60% of miscarriages. When a couple shows up, is the situation well explained to them? Do we explain to him that we are going to carry out a blind implantation,...
ParlaMint-FR_2019-10-04-O1011.u334	A blind implantation, totally!
ParlaMint-FR_2019-10-04-O1011.u335	...we're going to implant an embryo that may or may not be viable? That there's one in two chances for this to work? I would like an answer to that question. Is one able to explain to a couple what it is proposed to him and what this will mean for the woman engaged in a journey of LDCs? She will be asked to take a blood test – which she will try to do anyway, because she will not want to add any difficulties to this already difficult journey – and then propose an amniocentesis, then a therapeutic abortion. Are we honest with couples engaged in an LDC? Is it possible to assume the difference between what we propose to them and what we would be able to propose to them?
ParlaMint-FR_2019-10-04-O1011.u336	Mr Jean-François Eliaou, rapporteur, has the floor.
ParlaMint-FR_2019-10-04-O1011.u337	That is a fundamental question. When asked about the professionals, they replied that they wanted to be able to conduct clinical research on the embryo – this is the subject of Article 14 – in order to put in place quite objective criteria – of which chromosome counting is part, but to which it is not limited. Next, it is a question of determining which category of patients the device is addressed to. Should an IPR be systematically carried out in young women when, in their families, a child has a genetic disease? Experts note that it is not necessarily these women who have abnormalities in the number of chromosomes that may lead to a loss of chance of pregnancy. If IPD-A is allowed for young women, who may carry chromosomal abnormalities leading to trisomies 13, 18 or 21, but not possibly linked to an aggravated risk of miscarriage, then the target will be the wrong one. That is why I propose that we wait for the results of the clinical studies. IPR-A is not prohibited in France, but it is limited to certain very precise indications – in particular the search for chromosomal anomalies when several IVFs have been followed by a miscarriage. This is not prohibited, but it is a question of deciding whether the criterion used to conduct this diagnosis is the right and the only criterion, and under what conditions and for what population of women it should be allowed. Didier Martin said he could be led to discover incidental results. Of course, but he's a radiologist! When performing a DPI with a search for chromosomal abnormalities, we work on the embryo: we remove a cell – only one – and look at whether the number of chromosomes is abnormal. This exposes to a risk of mosaic effect: not all the cells in the embryo are necessarily affected. However, in this case, one can have a particular phenotype: not all the cells of the baby are necessarily affected, and this does not necessarily have a complete symptomatology. Unlike radiology, which makes it possible to see the entire embryo or foetus, this technique shows only one cell in thirty-two or sixty-four. We cannot bet that what we observe on one cell will be repeated on the other thirty-one or on the other sixty-three. Finally, I believe it is necessary to promote clinical research on the embryo, before implantation and in utero, because that is how we will be able to define criteria – the bill goes in that direction to section 14.
ParlaMint-FR_2019-10-04-O1011.u338	Mr Vincent Thiébaut has the floor.
ParlaMint-FR_2019-10-04-O1011.u339	I wanted to do a little personal intervention, which may be difficult for me. I'm a father of twins, deep deaf because of a genetic disease. They were born by IVF. I confess in all honesty, I was wondering until recently about the relevance of the IPR. Madame de Vaucouleurs, parents who use an IVF receive a real accompaniment: they have access to fantastic medical teams. But then they have to face the problem of personal acceptance, the question of whether they are going to play counter-nature, and guilt. This sense of guilt is present. I'll wear it my whole life. The question today is not whether I am for or against the birth of my children. They are absolutely extraordinary and, precisely because they are different, have opened my eyes, through their disability, to things that I could never have imagined. I think – we talked about it recently with the minister – to this fabulous geneticist, Albert Jacquard, who praised the difference. I believe that, while these genetic diseases are, on an individual basis, very heavy to bear, they are also a real opportunity for our society. I understand that this amendment deals with surchromosomy, but I agree with the minister on the need to pay attention to what we decide and the purpose we pursue: this raises the – really philosophical – question of the human society we want tomorrow. That's the real subject. Personally, I admit that I've asked myself this question for a long time, but for any parent who chooses IVF, the main problem is that of accompaniment: it's on this point that we have to work, including after birth – it's the whole theme of inclusive society. But, for pity's sake, let's not decide tonight to open a box of Pandora from which we don't know what drifts could escape. I say it in all sincerity. Despite my personal guilt, I also think – while our friend Patrick Hetzel mentioned the film Welcome to Gattaca – in the book The Best of the Worlds. Last night I reread chapter 17 – which I invite you to read as well – which brings together John the "wild" and the administrator Mustapha Menier, who dreams of a society where everything would be happiness and perfection. John the savage explains to him that his humanity also goes through the acceptance of suffering. This is, I believe, what we need to work on: let's not play with the sorcerer apprentices. Suffering, pain, guilt are part of our humanity. They are no doubt what has transcended our humanity, and what makes us what we are today. [[Applause on all benches]] So let's not open Pandora's box in the name of a desire for harmonization or standardization. Even though, recently, I could be in favour of the idea put forward through this amendment, I have been thinking a lot, and I believe that it is the difference between my experience and my children, who are doing what I am today.
ParlaMint-FR_2019-10-04-O1011.u340	You will understand, ladies and gentlemen, that there was no question that I should interrupt Mr Thiébaut's very fine speech. However, I propose that we stick to the two requests for intervention that were addressed to me before the vote was taken. Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-04-O1011.u341	The accompaniment of parents is obviously valuable. However, in my view, it is only possible if they are offered a choice, in this case the choice of using or not using an IPR. What is the reality of accompaniment if there is only one possible way? These amendments also concern special situations, in which there is already room to seek the presence of aneuploidies. The choice of parents must be heard and respected, and they themselves must be regarded as adults, capable of making their decision in conscience, whether they lead them to do, not to do or to do so while taking into account a complicated outcome. Dialogue must take place at all levels. In addition, we are talking about a medical technique: science is involved, and we have already come out of the natural world. Should science give up its own abilities because we don't want to get away from what nature can be? Such reasoning seems to me to be inconclusive.
ParlaMint-FR_2019-10-04-O1011.u342	Mrs Anne-Christine Lang has the floor.
ParlaMint-FR_2019-10-04-O1011.u343	I hear the extremely poignant testimony of Vincent Thiébaut. However, I would like to return to the ethical question before us. It seems that, since blood tests to detect trisomy 21 during the first few weeks of pregnancy have been generalized to all pregnant women, the ethical question has already been raised. It was then decided to allow all French women to choose not to have a child carrying a Down syndrome. It was at this point that the ethical question arose, and then the choice was made – I am not very familiar with the precise modalities of this decision. We propose exactly the same thing. Without any obligation, we propose to couples – in this case, couples who already have an elder carrying a genetic disease and who, to repeat your remarks, dear colleague, therefore know what suffering is – to choose not to have a child carrying a Down syndrome. The ethical question has already been decided: these women and couples have been chosen to face this choice, and to let women decide. It does not matter whether this opportunity is given to them before or after the design.
ParlaMint-FR_2019-10-04-O1011.u344	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u345	Neonatal screening for Down syndrome is proposed, in fact, but it does not always result in a medical interruption of pregnancy.
ParlaMint-FR_2019-10-04-O1011.u346	This is non-invasive prenatal screening, FNIDP, and not neonatal screening!
ParlaMint-FR_2019-10-04-O1011.u347	I'm talking about DPNI. Interest in these families is clear. But your arguments relate only to this interest, which we all agree with: it is obvious that we must offer these families the screening of Down syndrome to avoid them a difficult journey. The question before us is, however, what will this screening lead to at the societal level?
ParlaMint-FR_2019-10-04-O1011.u348	But this debate is already over!
ParlaMint-FR_2019-10-04-O1011.u349	For these families, the benefit is undeniable. The question is not here. But if we are looking for chromosomal anomaly in embryos under IVF for families already affected by certain genetic diseases, it is obvious that the next step will be to generalize this research to all in vitro fertilizations.
ParlaMint-FR_2019-10-04-O1011.u350	Of course!
ParlaMint-FR_2019-10-04-O1011.u351	There will be no reason not to offer them to all couples. Therefore, the question will immediately arise as to why this research should be limited to chromosomal anomalies rather than to other genetic diseases. Moving from prenatal diagnosis to pre-implantation diagnosis completely changes philosophy. The search for all anomalies is not proposed today in the context of prenatal diagnoses: only that of trisomy 21 is. So that's the question we're being asked. As such, the arguments that have been developed today do not reassure me, because they do not relate to the question that I had when I decided not to include the search for aneuploidies in the law.
ParlaMint-FR_2019-10-04-O1011.u352	I put to the vote Amendment No. 1080.
ParlaMint-FR_2019-10-04-O1011.u353	The result of the vote is as follows: Number of voters 36 Number of votes cast 32 Absolute majority 17 For adoption 7 Against 25
ParlaMint-FR_2019-10-04-O1011.u354	The continuation of the discussion was postponed to a next sitting.
ParlaMint-FR_2019-10-04-O1011.u355	Next sitting, Monday, 7 October, at 4 p.m.: Declaration by the Government on the migration policy of France and Europe, pursuant to Article 50-1 of the Constitution, followed by a debate. The meeting is adjourned.
