ParlaMint-FR_2019-10-07-O1013.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-07-O1013.u171	That's why we're against it!
ParlaMint-FR_2019-10-07-O1013.u172	[[Applause on a few benches of the LaREM group]] I will take the example of a couple living in my commune, whose first child has cystic fibrosis. For fear of developing a second affected by the same disease, they refused to have another child. Other families, having discovered cystic fibrosis at the time of the first birth, turn to IVF to be able to detect cystic fibrosis in the second child – except that the risk of a trisomy remains! Do we really realize these situations? Of course, in some cases there may be debate. But some families with no known genetic history, who discover the disease with the first child, may see a second child born with a Down syndrome. At some point, it is necessary to enlighten the debate with scientific expertise, objective, without going into considerations of another age!
ParlaMint-FR_2019-10-07-O1013.u173	Obscurantism!
ParlaMint-FR_2019-10-07-O1013.u174	Ladies and gentlemen, the debate is complex and I thank you for listening. Mrs Agnès Firmin Le Bodo, chairman of the special commission to examine the bioethics bill, has the floor.
ParlaMint-FR_2019-10-07-O1013.u175	I don't think talking about humans is something of a different age, Mr. Turquois. For my part, I am proud to be both progressive, since I voted for the expansion of the LDC, and conservative. With the subject we're dealing with tonight, we're on a ridge line. That is what bioethics inspires me: there is both what is in the law, and what is not in it. And I will vote for this text precisely for what is not in it, and I hope that it will still not appear after tonight's vote. A law of bioethics is above all a collective vision, even if it puts us in the face of individual choices. As legislators, our role is to ensure that the text we will be voting for is the result of a collective vision. It's a sensitive subject, Mr. Berta. Of course, there is suffering. But go to special reception houses on weekends, you will see smiles, happiness...
ParlaMint-FR_2019-10-07-O1013.u176	No.
ParlaMint-FR_2019-10-07-O1013.u177	Yes, Mr. Berta, that's it too!
ParlaMint-FR_2019-10-07-O1013.u178	They're screams, and it's hard to hear, believe me!
ParlaMint-FR_2019-10-07-O1013.u179	Not just. It's twenty-five years of my life, I have no problem with it. [[Applause on several benches of the LaREM group]] In short, we can see that this is a ridge line. I will vote against these amendments, because a law of bioethics is both what is and what is not – in this case, what we have voted for, and that is progressive, and other measures that I will be proud to say are not included in the law.
ParlaMint-FR_2019-10-07-O1013.u180	Mr Olivier Véran has the floor.
ParlaMint-FR_2019-10-07-O1013.u181	It is a complex subject and when I entered the Chamber, my religion was not yet done, if I may say so. And it is even more difficult not to agree with people who are deeply respected for their human and scientific skills – I am of course talking about the rapporteur and the minister. I agree with Monique Limon: I do not believe that we are debating whether or not it is good to be carrying a trisomy 21. We all know, in our constituencies, associations, parents of children with this disability, we all want to give a place to these children born with a disability or genetic anomaly, like everyone else. The debate is not here. If, forty-four years ago, we had not had the debate on the medical interruption of pregnancy; If, in 1975, Parliament had not taken the heavy decision to extend the period of abortion for medical reasons until almost the end of pregnancy; if he had not included genetic anomalies – including trisomies, but not only – in the causes of IMG; I would then understand that we are debating whether to detect the presence of a serious genetic anomaly before the implantation of an embryo is lawful. But it happened! We are refusing the possibility of detecting, before the implantation of an embryo, a genetic malformation that leads when detected to propose an interruption of pregnancy – which is accepted in 85% of cases in France. We therefore refuse to detect as soon as possible an anomaly which, once detected, later, during pregnancy – thanks to ultrasound, amniocentesis, traumatic tests for pregnant women – will lead to proposing the termination of pregnancy, including late if the anomaly is detected late. At this point, families will have the opportunity to choose! [[Applause on several benches of the LaREM and MODEM groups]] Tonight, we do not decide whether our society should be more or less inclusive, nor whether the trisomy is good or bad: we seek to know whether it is possible to anticipate traumatic situations for women and men who, after having already lived an almost insurmountable combatant's journey, had finally reached the stage where the life of their future child would be able to begin.
ParlaMint-FR_2019-10-07-O1013.u182	Absolutely! Bravo!
ParlaMint-FR_2019-10-07-O1013.u183	[[Same movements]] I fully understand the reservations that have been made, I fully understand the limits and risks. But we parliamentarians are in a position to ensure that the reserves are guaranteed and the risks are not crossed.
ParlaMint-FR_2019-10-07-O1013.u184	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-10-07-O1013.u185	Even if I can hear all the arguments that have been put forward, I agree with Olivier Véran. I would like to point out that the minister has put the debate: on the one hand, there are individual situations, on the other hand, a collective decision to be taken. I do not think there are pro or anti-disabled supporters, I agree with Monique Limon on this point: let us not be mistaken about a debate. Even if it was not in my original intentions, I must call for an argument, because few have done so: it seems to me that from the moment that, as Mr.Véran said, we have already discussed the DPN and the IMG, not wanting to discuss the DPI-A calmly – that is, without being accused of wanting to leave the disability aside in our societies – is to postpone the weight of this decision on women, on their bodies, on their rights, on what they are experiencing. We must therefore be careful. Decisions were made several decades ago: is this to say that IPR-A is not desirable because it would be less painful to make this decision then, rather than when the woman is carrying the child? This aspect of the question bothers me greatly. [[Applause on a few benches of the LaREM and MODEM groups]] This leads us to the argument of the European Court of Human Rights, which, in 2012, sanctioned Italy and stressed the need for a coherent system: in its view, if the DPN has been authorised for certain diseases of particular gravity, which can lead to an IMG, it is not possible to prohibit the DPI. The Court states in that judgment that this is not a right to a healthy child, since the IPR is limited to certain genetic pathologies whose parents bear. A general genetic examination of all types of pathologies is not carried out on any child: the diagnosis concerns only parents with a genetic disease. The Court therefore held that, where there is a legislative system which has already authorised the DPN and the IMG, it would be an excessive infringement of the applicants' right to respect for their private and family life not to allow them access to the DPI.
ParlaMint-FR_2019-10-07-O1013.u186	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-07-O1013.u187	The commune of Rosières-aux-Salines, of which I have been mayor for nearly ten years, has had up to 500 disabled people per 3,000 inhabitants. I'm proud of that. This deeply humanized public spaces. These people say hello, they participate in social life, they are deeply integrated. Their joy of living is communicative.
ParlaMint-FR_2019-10-07-O1013.u188	It's not the debate!
ParlaMint-FR_2019-10-07-O1013.u189	[[Exclaims on the MODEM benches]] Yes! These people are not just suffering, as Mr Touraine said. And, even if Mr. Barrot speaks of double punishment, these people are not just worth it. There is also life, smiles, joy. There is even a return to the essentials for the people around them.
ParlaMint-FR_2019-10-07-O1013.u190	It's insulting!
ParlaMint-FR_2019-10-07-O1013.u191	[[Long exclamations on the banks of the MODEM group]] I didn't insult you, sir.
ParlaMint-FR_2019-10-07-O1013.u192	Please, ladies and gentlemen.
ParlaMint-FR_2019-10-07-O1013.u193	Stop it!
ParlaMint-FR_2019-10-07-O1013.u194	Are these threats?
ParlaMint-FR_2019-10-07-O1013.u195	Go on, Mr. Bazin.
ParlaMint-FR_2019-10-07-O1013.u196	It is true that the MPA offers opportunities, which must be framed. Natural pathways do not select gametes that meet and embryos that develop, while with MPA, the technique allows, if not framed, to choose, select and avoid children that may be somewhat different from others. After removing the pathological criterion for access to the MPA, we need to be particularly vigilant, because if we combine this provision with possible screenings before implantation of the embryos, we open the Pandora's box. [[Applause on the benches of the LR group and a few benches of the LaREM group. – Mrs Agnes Thill also applauds]] In addition, some chromosomal anomalies are observed and then rectified spontaneously. These amendments and sub-amendments express a kind of hypocrisy of "at the same time": on the one hand, the speech of all-inclusive is held; On the other hand, we are preparing to prevent these embryos from being born. I think the real inclusion is to recognize, for these future children who are more or less deficient – and we do not know how much at the time of the IPR – the value of their lives before their birth, to welcome them, to accompany them and at least to accompany the families who receive them. I would therefore urge you, too, to oppose these amendments, which would form a slippery slope towards eugenics.
ParlaMint-FR_2019-10-07-O1013.u197	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-07-O1013.u198	I would like to respond to three arguments that I have heard. First of all, we do not question science in any way, and that is because we know what it allows us to impose a ban. We know that experimentation is not necessary, because it will bear fruit: indeed, we will be able to sort and eliminate, but that is precisely what our reserve is about, because we do not want to embark on this path. Without questioning, therefore, scientific work, we want to set a limit. The challenge of a bioethics law is also, as the chairman of the special committee said, to know what are the prohibitions that we do not wish to lift. The second argument is parallel to the medical termination of pregnancy. I have no doubt that everyone in this House would agree to vote for an amendment that would ensure that a woman cannot suffer miscarriage. No one here wants a woman to suffer. However, this amendment does not guarantee this. In fact, the environmental factors that can lead to miscarriage are so numerous that, even if we could eliminate only some chromosomal factors, that would not be enough. And, as the minister pointed out, what would be visible on the five centimeters of this small blade would not be limited to that possibility. The situations therefore do not seem to me to be comparable. Moreover, there is a question of the implantation of an embryo, and the choice would therefore be made before pregnancy. However, one is not the same person depending on whether one decides during pregnancy to continue this pregnancy or not, with the pain and difficulties that this implies, or whether one has to choose a priori between a "healthy" embryo – but what does that mean? – and an embryo that wouldn't be. By voting this, we actually accept this systematic selection. The third argument, which applies to all bioethics laws, is whether or not one wishes to place a cursor. That, in my view, is what is essential, and that is why I think this is the most sensitive subject of this bill – the LDC is indeed a much simpler ethical issue. For my part, I do not know where to place the cursor and I do not want us, as legislators, to take the risk of putting a foot in the door, and then to be asked to detect other types of anomalies and diseases. We do not want to go this way tonight.
ParlaMint-FR_2019-10-07-O1013.u199	Mr Lassalle, you are inscribed on the following article. If you are sure that you would also like to speak on these amendments, you have the floor.
ParlaMint-FR_2019-10-07-O1013.u200	Thank you for giving me the floor, Madam President. As Marc Le Fur recalled, quoting my friend Alfred de Vigny, "Only silence is great; Everything else is weakness. Admit that I must be very big, because we are attacking the third week of debate on this text and I have spoken only three minutes forty! And I wouldn't have the right to talk more... Good thing you still wanted to listen to me. That said, don't worry: no media will repeat what I say, for no one anymore cites those who put themselves in the way of what he thinks. [[Exclaims on the banks of the LaREM Group]] I will let this debate continue. I don't know where we're going or where our country is going. I've seen a lot of them. I voted against the LDC because, in a very short time, we will have to vote against the GPA. It's inevitable: we can't leave women on one side and men on the other! It never happened. I remember the denials of the Government, which assured us, during the debate on marriage for all, that we would never move on to the LDC – all you have to do is look at the transcripts to verify it. I am in my third term as a Member of Parliament, and I do not need to wait for the following article to speak: after that, I will no longer speak about this text. However, I would like to say that in three weeks I have had three forty minutes to speak! As one of the oldest members of this assembly, I have never been so badly treated by a Speaker of the National Assembly – not you, Madam President, the other! But I hope that the fate that awaits her is not the one that, if the information available to me is correct, seems to be waiting for Ms. Ernotte, who will have to explain herself, even though it represents some sort of meeting of the Tass Agency and the well-known radio of the time. [[Applause on a few benches of the LR group. – Rires on a few benches of the LaREM group]] I hope that this country will not become the country of silence, where one is obliged to calibrate his words. No! This place is the place of the people, where everyone freely expresses, without being conservative or progressive, what the people ask them to say.
ParlaMint-FR_2019-10-07-O1013.u201	Mr Pascal Brindeau has the floor. My colleague, you have already taken the floor, so I invite you to be concise.
ParlaMint-FR_2019-10-07-O1013.u202	Madam President, I will try to comply with your request. However, it is quite difficult to speak after Jean Lassalle. This debate is a little surreal. We are talking about serious issues, where the scientific point of view can be justified to some extent – until ethics comes into play. It does not seem to me very serious to make a sub-amendment on a table corner during a sitting suspension to try to respond to the imparable arguments put forward both by the rapporteur and by the minister. Some colleagues do not accept that disability is said not only to be a burden, a problem and suffering, but also to be life as it is expressed. We are alpaguered in session, we are accused of being aggressive or insulting, we are said to be obscurantists, because we refuse to believe that doctors who seek one or two causes of trisomy, trisomys 13 or 18, will not be able to see also trisomy 21. Yes, I do! And they will necessarily offer the couple or the woman concerned not to welcome this child, it is not even possible to do otherwise, from an ethical point of view!
ParlaMint-FR_2019-10-07-O1013.u203	Yes!
ParlaMint-FR_2019-10-07-O1013.u204	[[Applause on several benches in the LR group]] The debate on these sub-amendments is therefore simply unnecessary. We need to take a decision on the amendments as drafted. Some will vote in favour, others against, but the sub-amendments make no sense.
ParlaMint-FR_2019-10-07-O1013.u205	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-07-O1013.u206	Thirty-seven years ago, the hospital in Clamart, Professor Frydman and Amandine were the pride of France. Today, the success rates in our country are two and a half times lower than those that a woman can obtain in Spain, for example. Indeed, today we have a very conservative view of things. We can do much more without going to the eugenics that you denounce, as my colleagues have shown quite well. You speak of human suffering, but we know all the paths, traumas, suffering inflicted on women's bodies with stimulations, general anaesthesia, miscarriages and extrauterine pregnancies. Why still allow, in 2019, one in two women to suffer these traumas while technology, medicine and science today have the means, within the framework of a guaranteed ethics, to avoid it to them? And I'm not talking about how many couples have torn themselves apart or separated themselves at the end of this traumatic process! [[MM. Didier Martin and Nicolas Turquois applaud]] Let's talk about humanity, okay, I hear it. But I know some paths, and I don't want them to exist anymore. Today we have the means to avoid such suffering and it is your responsibility to take this decision today.
ParlaMint-FR_2019-10-07-O1013.u207	Mr Dominique Potier has the floor.
ParlaMint-FR_2019-10-07-O1013.u208	[[MM. Vincent Thiébaut and Jean Lassalle applaud]] Madam President, I have in common with Jean Lassalle a certain sobriety about this text: I have only spoken once, in a rather generic way. I'll take it again about this border. That's a pretty sensitive point. This is not only an intimate question and an intimate conviction, but a question that is as much a matter of morality as of ethics – since there is no difference between the two: it is exactly the same word, depending on whether one uses the Latin or Greek root. The meaning is the same and there is no shame in saying that morals and ethics are based on spiritual convictions. The Republic is, moreover, the crucible where we can confront these spiritualitys. [[Applause on several benches of the LR group and a few benches of the LaREM group]] But these convictions are not just intimate: they are also social – as I said last week, and I insist on them. I think deeply, and in this I fundamentally oppose Jean-Louis Touraine, that this is not just about individual freedom: what is at stake in this relationship is the look at others, it is ourselves. We don't look at a dying person in the same way if we passed a law on assisted suicide or if we didn't vote for it. [[Applause on several benches of the LaREM and LR groups. – Mrs Agnes Thill also applauds]] The long companionship I had with Jean Vanier and with l'Arche makes me say that on Friday, when I opened the second house of l'Arche, I would feel better if I participated in an assembly that did not play the apprentice sorcerer on this subject. [[Mrs Agnes Thill and Mr Thierry Benoit applaud]] I say this forcefully, because I have a fear and a distrust about this law that differentiates me from many of you, including in my left-wing political family: I think that the risk not only of commodification, but also of a tailor-made factory, opening up to all demeasures, exists both upstream, because of the possible drifts in terms of the supply, purchase and selection of gametes, but also downstream, at the precise moment that we are debating today. This risk is that of leading to a reification of the person, to people designed to be tailor-made. This denies their identity, it denies these people themselves, which has absolutely dizzying consequences for society. Camus, whom I enjoyed hearing from a colleague earlier, said: "A man has to. It requires caution in case of doubt. However, all the interventions here express a doubt, the one that the NCCE has experienced on this specific issue and that it has not resolved. Our primary duty is that of ancient prudence and wisdom, a deeply human wisdom that must inhabit us. We are terribly human when we free ourselves from certain servitudes, and terribly human when we are able to give up crossing certain limits. These are two forms of humanization. Today we are called to live the second. [[Applause on a few benches of the LaREM and LR groups]] Yes, a man has to. We say "no god or master", but we have a history to learn from. Let's remember it. It is the history of the Second World War, of the night of Europe, which was also the night of humanity. And in 1948, the Universal Declaration of Human Rights recalled that human beings were born free and equal in dignity and rights.
ParlaMint-FR_2019-10-07-O1013.u209	If I may, I would point out that Albert Camus' exact quote is: "A man can't help it. But it's not very far from your point! Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-07-O1013.u210	I won't make a quote to prevent me from making a mistake, Madam President! I just wanted to take the floor because my amendment was the subject of a sub-amendment. This one has been challenged but I do not dispute it, even if it is not from my benches. I am happy to do it because it makes sense, as long as it helps to lay down safeguards that everyone here would like to see even safer. To move away from what is not viable, by definition, is not to expect life. That is precisely the subject of this sub-amendment. I fully respect the arguments of those who are not in favour of the amendment or the sub-amendment.
ParlaMint-FR_2019-10-07-O1013.u211	Nor the socialists!
ParlaMint-FR_2019-10-07-O1013.u212	But let me say that I sometimes find them somewhat light. Some have invoked the precautionary principle, as can be done at any time and under any circumstances to oppose any amendment. Others have cited the risk that doctors may see what they do not have to see and may be tempted to say what they do not have to say. This seems to me, who have a lot of it, to show very little respect for the medical profession. [[Applause on the banks of the MODEM group and some benches of the LaREM group]] Finally, among other arguments, I have heard that IPR-A should be abandoned for lack of reliability. We are entering into a series of really questionable statements. I wish we could have talked about the women involved, and we could have invoked for them the freedom to know, because science and technology allow it, and the freedom to choose. When a Down syndrome is diagnosed during pregnancy, 92% of pregnant women opt for a medical interruption of pregnancy. I wish they'd been allowed to make that choice sooner.
ParlaMint-FR_2019-10-07-O1013.u213	The minister has the floor to close this exciting debate.
ParlaMint-FR_2019-10-07-O1013.u214	I am not going to go back to the arguments put forward, which are neither light nor heavy. I don't think there's a Conservative clan and a progressive clan. I think this is an intimate decision that we all have to make tonight. I knew from the beginning of this bill's development that it would be the most fundamental and complex ethical issue. I see that you feel it the way I do, and I let the votes go.
ParlaMint-FR_2019-10-07-O1013.u215	We shall proceed to the vote. I shall put to the vote sub-amendment No 2631.
ParlaMint-FR_2019-10-07-O1013.u216	I put to the vote identical amendments Nos 781, 1597, 1729 and 2437.
ParlaMint-FR_2019-10-07-O1013.u217	The result of the vote is as follows: Number of voters 89 Number of votes cast 84 Absolute majority 43 For adoption 32 Against 52
ParlaMint-FR_2019-10-07-O1013.u218	We come to sub-amendment No. 2632.
ParlaMint-FR_2019-10-07-O1013.u219	I put to the vote Amendment No. 1812.
ParlaMint-FR_2019-10-07-O1013.u220	The result of the vote is as follows: Number of voters 88 Number of votes cast 82 Absolute majority 42 For adoption 29 Against 53
ParlaMint-FR_2019-10-07-O1013.u221	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-10-07-O1013.u222	Next meeting, this afternoon, at 3 p.m.: Questions to the Government; Vote by public vote on the draft law authorizing the ratification of the Treaty between the French Republic and the Federal Republic of Germany on Franco-German cooperation and integration; Vote by public vote, pursuant to Article 34(1) of the Constitution, on the motion for a resolution for a dynamic and forward-looking Franco-German friendship, serving Europe and for the swift and ambitious implementation of the Treaty of Aix-la-Chapelle; Discussion, on the report of the Joint Joint Committee, of the draft law on the modernization of the distribution of the press; Further discussion of the bioethics bill. The meeting is adjourned.
